-0.0042055+0.0023048i,-0.0025102+0.0034813i,-0.0021728+0.004533i,-0.0020329+0.0039888i,-0.00040815+0.0036782i,0.00053152+0.0034512i,0.00048112+0.0028567i,0.00052692+0.0024331i,0.00021303+0.00189i,0.00078344+0.0012475i,0.001009+0.0001247i,6.2153e-05-0.00074157i,-0.00039965-0.0014985i,-0.00013659-0.0011723i,-0.00019235+4.7246e-05i,-0.00078935+0.00014436i,-0.00081118+0.00024918i,-0.00041725+0.00075116i,-0.00055631+2.1808e-05i,0.00026599-0.00041948i,0.00068434-0.00058534i,-2.4255e-05-0.00010739i,0.00012945+0.00012797i
-0.020966+0.044205i,-0.042138+0.065143i,-0.045743+0.058854i,-0.028514+0.038644i,-0.013247+0.023592i,-0.0065465+0.017343i,-0.0028059+0.013641i,-0.00078531+0.0077292i,-0.0013084+0.001766i,-0.0028609-0.00072255i,-0.003627+0.0011662i,-0.0031021+0.0038231i,-0.0017933+0.0045279i,-0.0012179+0.0042657i,-0.0019895+0.0042176i,-0.0018094+0.0041007i,-0.00089776+0.0044085i,-0.00081726+0.0050386i,-4.4202e-05+0.0040986i,0.00041532+0.0016652i,-0.00065491-0.0014883i,-0.00072257-0.003051i,-0.00015154-0.0024606i
-0.011298-0.043918i,-0.010032-0.069938i,-0.0048555-0.066424i,-0.0048948-0.038213i,-0.0027526-0.014569i,0.0030784-0.0017492i,0.0086172+0.0071494i,0.013575+0.0084661i,0.01183+0.0018728i,0.0034464-0.0033248i,-0.0010426-0.00306i,0.0010135-0.00049692i,0.0064253+0.0024486i,0.0097386+0.0034783i,0.0089677+0.0023006i,0.0065761+0.00166i,0.0045872+0.0025485i,0.0040299+0.0031243i,0.0039115+0.002994i,0.004424+0.0024599i,0.005078+0.0026625i,0.0035099+0.0033017i,0.0012282+0.0027256i
0.042074+0.020357i,0.057302+0.037354i,0.051675+0.038127i,0.033683+0.022733i,0.017003+0.010089i,0.011314+0.0044489i,0.014148-0.0001882i,0.015769-0.0055333i,0.014337-0.0094382i,0.0099317-0.01061i,0.0047921-0.0093936i,0.00183-0.0076239i,0.0009718-0.0057109i,0.0015119-0.0029998i,0.0017155-0.0010158i,0.0015128-0.0012532i,0.0028641-0.0011713i,0.0052448-0.0010435i,0.0051319-0.0013463i,0.0027647-0.0017439i,0.00028868-0.0024246i,-0.0015119-0.0025988i,-0.0014377-0.001208i
-0.041013+0.0074947i,-0.064205+0.0019114i,-0.059754-0.0024963i,-0.034064+0.00015859i,-0.015552-0.0020982i,-0.009349-0.0070838i,-0.005198-0.0094151i,-0.0010905-0.010335i,0.0017317-0.0079257i,0.0028511-0.0044638i,0.0021681-0.0031939i,-0.00038031-0.0033891i,-0.0021935-0.0041177i,-0.0023107-0.0041768i,-0.0019654-0.004144i,-0.0029885-0.005033i,-0.0057679-0.0054912i,-0.0056877-0.0045027i,-0.003563-0.0034004i,-0.0015058-0.0026611i,0.00054652-0.0016213i,0.00054785-0.00091666i,-0.00018708-0.001417i
0.023699-0.031475i,0.044808-0.042065i,0.045061-0.037332i,0.02459-0.025406i,0.0091811-0.014471i,-0.0011055-0.0090696i,-0.010058-0.0068758i,-0.012329-0.0034904i,-0.0079549-0.0012582i,-0.0029328-0.0010506i,-0.0010029-0.0012319i,-0.002159+0.0003834i,-0.0056212+0.0035051i,-0.0086301+0.0050771i,-0.0088845+0.0044869i,-0.0054383+0.0031792i,-0.0026376+0.0016218i,-0.0017901+0.00028896i,-0.0015587+0.00075368i,-0.0026289+0.00092713i,-0.0037826-0.0002543i,-0.0027584-0.00097742i,-0.0014317-0.00056324i
0.0035226+0.037241i,-0.0050071+0.056058i,-0.011132+0.049424i,-0.0081995+0.026345i,-0.0052543+0.01239i,-0.0028638+0.0085682i,-0.0019573+0.0083603i,-0.004056+0.0080967i,-0.0032402+0.0072163i,-0.0013842+0.0080273i,-0.00079624+0.0073145i,0.00090577+0.0052194i,0.0015929+0.0052685i,0.0004894+0.0048623i,-0.00055843+0.0032166i,-0.0020007+0.002843i,-0.0039192+0.0035178i,-0.0049204+0.0043665i,-0.0038824+0.0044027i,-0.0013487+0.0032888i,-4.0868e-05+0.0023881i,0.00040778+0.0013602i,9.2044e-05+0.00048062i
-0.022683-0.020519i,-0.026682-0.03923i,-0.016162-0.037193i,-0.0033385-0.019357i,0.0035003-0.0090953i,0.0074965-0.0034123i,0.0097067+0.0029064i,0.0094527+0.004768i,0.0047597+0.0035726i,-0.00045746+0.0035152i,-0.0005728+0.0037743i,0.0014701+0.0014086i,0.0026618-0.00072414i,0.0025631-7.3159e-05i,0.0024081+0.0016078i,0.0047341+0.0023909i,0.0075286+0.0012027i,0.0085407+7.9163e-05i,0.0076365+0.0004709i,0.0046272+0.00087152i,0.002231+0.00049782i,0.001732+0.00083813i,0.0018536+0.00075618i
0.030494-0.00080252i,0.046209+0.010297i,0.039659+0.019329i,0.023156+0.017486i,0.015316+0.010184i,0.012521+0.0048015i,0.012274+0.00018756i,0.011502-0.0031958i,0.0069565-0.0049272i,0.001331-0.0042476i,-0.00085648-0.0026365i,-0.00015577-0.0038604i,0.00094206-0.0057679i,0.0018296-0.0061862i,0.0022677-0.0049825i,0.001322-0.002944i,0.00017845-0.00093836i,-0.00020497+0.00077713i,9.1293e-05+0.00024148i,0.0013859-0.0015394i,0.0018932-0.0012533i,0.0012921+6.3503e-05i,0.00074524+0.00055462i
-0.020801+0.015814i,-0.034237+0.016401i,-0.03465+0.005533i,-0.022343+0.00062403i,-0.010506+0.002563i,-0.003319-0.00021404i,0.00053913-0.0047786i,0.0025491-0.0079235i,0.0021811-0.0084583i,0.00044159-0.0065043i,-0.00080659-0.0039955i,-0.0020639-0.001767i,-0.0032777-0.00078111i,-0.0028402-0.00046329i,-0.0011206-0.0011006i,-0.0002321-0.0032218i,-7.8578e-05-0.0050518i,0.0011329-0.005781i,0.0016732-0.0054119i,0.00083682-0.0045246i,-0.0006651-0.003602i,-0.0022133-0.0027325i,-0.0021249-0.0020209i
0.0027719-0.025181i,0.012119-0.033682i,0.018108-0.027659i,0.012774-0.017181i,0.0019815-0.01015i,-0.0051361-0.0049205i,-0.0078958-0.0019503i,-0.0066723-0.0020566i,-0.0041069-0.0042056i,-0.0041223-0.0056031i,-0.0050282-0.0032825i,-0.0041362+0.00065232i,-0.0021532+0.0026308i,-0.0018637+0.0029414i,-0.0025743+0.0021611i,-0.0039963+0.0019719i,-0.0055446+0.0029623i,-0.0066594+0.004391i,-0.0059188+0.0047752i,-0.0033377+0.003524i,-0.0024316+0.0023282i,-0.0020046+0.0013436i,-0.0021852+0.0014348i
0.011744+0.01894i,0.010138+0.030743i,0.0015329+0.031374i,-0.0013833+0.020857i,0.00038463+0.010211i,-0.00090381+0.0057662i,-0.0036115+0.005345i,-0.0047336+0.0042429i,-0.0038809+0.0015104i,-0.0014749-0.0002845i,-4.5152e-05+0.00023327i,0.0009729+0.00085319i,0.001634+0.00041361i,0.00091615+0.0003192i,-0.0012129+0.0014176i,-0.0015479+0.0028207i,0.0001022+0.002817i,0.00084174+0.0014591i,0.00090974+0.00073845i,0.00021142+0.0013491i,-0.00056546+0.001509i,-0.00088149+0.00034875i,-0.00071019-0.00050252i
-0.020051+0.0014634i,-0.023598-0.0071371i,-0.017874-0.012927i,-0.0095044-0.009007i,-0.0015495-0.0034766i,0.0033631-0.002027i,0.0050952-0.00034801i,0.0052086+0.0019995i,0.0030502+0.0026637i,0.0019193+0.0026491i,0.0023909+0.0019118i,0.0020658-0.00032293i,0.0012982-0.0019591i,0.0010215-0.0015084i,0.00051507+0.00084731i,0.00052775+0.0031531i,0.0019251+0.0037026i,0.0023288+0.0035981i,0.0016975+0.0029828i,0.0025223+0.0016205i,0.0030559+0.00092111i,0.0025649+0.0015617i,0.0015465+0.0016116i
0.011099-0.010475i,0.019257-0.0050681i,0.020202+0.0043192i,0.014846+0.0064996i,0.010285+0.0052783i,0.0099789+0.0013054i,0.0098694-0.00242i,0.0084584-0.0024501i,0.0059972-0.0011903i,0.0033639-0.00069547i,0.0027817-0.0018332i,0.001885-0.0032231i,-0.00055502-0.0035418i,-0.0013133-0.0024153i,0.00054721-0.00097181i,0.0022823-0.0011117i,0.0023476-0.0022701i,0.0019016-0.0031635i,0.002262-0.0035799i,0.0025303-0.0031351i,0.00098291-0.0024317i,-0.00083872-0.0026302i,-0.00056093-0.0024624i
-0.0028957+0.012657i,-0.013542+0.015249i,-0.018396+0.010922i,-0.0104+0.0049554i,-0.0033855+0.00080126i,-0.00089466-0.00056011i,0.0026738-0.0030847i,0.0053016-0.0063618i,0.0048521-0.0060865i,0.0024215-0.0021722i,0.00035563+0.00066257i,0.00055995+0.0021296i,0.0011024+0.0037341i,0.00080845+0.0026373i,0.001264-0.00073721i,0.00092625-0.0036707i,-0.00056298-0.0033536i,-0.00088881-0.0022923i,0.00021563-0.0019097i,0.0011671-0.001583i,0.00079361-0.0016785i,-0.00070592-0.00069591i,-0.0012184-0.00031114i
-0.0076633-0.012251i,-0.0009652-0.020595i,0.0044949-0.019267i,0.003041-0.0089081i,0.0032467-0.0014938i,0.0016421+0.0002564i,-0.0013492-0.00026091i,-0.0011855-0.0022995i,-0.0014464-0.0041396i,-0.0033391-0.003401i,-0.0043947-0.00040855i,-0.0032725+0.002227i,-0.0010203+0.002781i,6.8971e-05+0.0018603i,-0.00058328+0.00048033i,-0.002097+8.5321e-06i,-0.003102+0.00041022i,-0.0027339+0.00073265i,-0.0015446+0.00092571i,-0.00019494+0.00081678i,-0.00046843+0.00060614i,-0.0012095+0.00091471i,-0.00072762+0.0010794i
0.0115+0.0043375i,0.012662+0.013668i,0.0067365+0.015564i,7.6107e-05+0.0078671i,-0.0019194+0.0056687i,-0.0017348+0.0051455i,-0.001956+0.0035806i,-0.0019619+0.002814i,-0.0012985+0.00081177i,-0.0019054-0.00079904i,-0.0031375+6.7575e-05i,-0.0024373+0.0015117i,0.00050212+0.0013085i,0.00042737+0.00013946i,-0.0013498-0.00011021i,-0.0017406+0.0012982i,-0.0013078+0.0021346i,-0.00041712+0.0020846i,-0.00044461+0.0020799i,-0.00087575+0.0019347i,-0.00065304+0.001137i,-0.00036686+0.00075555i,-0.00014594+0.0011841i
-0.0050882+0.0028921i,-0.012351-0.0040715i,-0.009958-0.0082729i,-0.0024839-0.0064806i,-0.0016987-0.0047337i,-0.001072-0.0013258i,0.0012655+0.0032321i,0.0014395+0.0050093i,0.00042492+0.0033431i,0.00041244+0.00043019i,-0.0007579-0.002146i,-0.0037004-0.0029305i,-0.0058664-0.001771i,-0.0050344-0.00028258i,-0.0022983+0.0027049i,-0.00059326+0.004179i,-7.2835e-05+0.0025566i,0.00075517+0.0010639i,0.0013332+0.0010971i,0.001547+0.0011941i,0.0012646+0.00083164i,0.00033874+0.00027617i,1.5749e-05-0.00029983i
0.0053264-0.0099i,0.011063-0.011361i,0.009669-0.0039762i,0.0033271+0.0028436i,0.001849+0.0015554i,0.0015684-0.0013547i,0.0034796-0.002234i,0.0055568-0.0016857i,0.0034457-0.0016561i,0.0012328-0.002683i,0.00099118-0.0042763i,-0.00055668-0.005304i,-0.0027725-0.0035657i,-0.0027856+0.0004278i,-0.00012515+0.0025433i,0.0024973+0.0019733i,0.0028841-0.00043227i,0.0020563-0.0015603i,0.0010375-0.0013239i,-0.00041888-0.0014172i,-0.001095-0.0016785i,-0.00076824-0.001452i,-0.00072116-0.00071421i
0.002942+0.0057872i,-0.0020158+0.0090076i,-0.0070017+0.0042152i,-0.0071485-0.0014973i,-0.001865-0.0013937i,0.0011873-0.0015282i,0.0012303-0.0041766i,0.0025131-0.0056562i,0.0035484-0.0050858i,0.0025244-0.004294i,0.0020773-0.0035947i,0.0020416-0.0025017i,0.00095876-0.00033445i,0.00060674+0.0016332i,0.0011178+0.0010838i,0.001167-0.0005906i,0.00043979-0.001437i,0.00024538-0.0015542i,-9.4409e-06-0.0015696i,-0.00099792-0.0015094i,-0.0018076-0.00085885i,-0.00074507-0.00040659i,0.00038168-9.2077e-05i
-0.0050742-0.0046805i,-0.0047627-0.0093132i,0.0023853-0.010135i,0.0069348-0.0062748i,0.0032861-0.0030142i,0.0010489-0.0015209i,0.0010881-0.0019604i,0.00014983-0.0037644i,-0.0021633-0.004285i,-0.0041228-0.0021931i,-0.0027428+0.00014553i,0.00085269+0.00018826i,0.0038436-0.0015723i,0.0039336-0.0019388i,0.0014158-0.0021457i,-0.00093719-0.0033517i,-0.0021388-0.0024432i,-0.0015073-0.0011999i,-0.00015171-0.0013253i,0.00014328-0.0011137i,0.00027771-0.00055275i,-8.45e-06+0.00031042i,-0.00066719+0.00063936i
0.0070034-0.0021623i,0.0084293-0.0009052i,0.0047397+0.0036365i,0.0019278+0.0050154i,0.0012674+0.0018236i,0.00044008+0.0018295i,0.00015968+0.0025371i,0.00033798-2.5327e-05i,-0.00012396-0.0028197i,-0.0011223-0.0021262i,-0.00043104+0.0014657i,0.0019739+0.0024835i,0.0024177-0.00087548i,0.00031965-0.003806i,-0.0021925-0.0037043i,-0.0029181-0.001627i,-0.0022456+0.00043878i,-0.0014937+0.0012968i,-0.00022732+0.0012125i,0.0014056+0.00096204i,0.0018034+0.00033855i,0.00088497-0.00038272i,0.00079557-1.3958e-05i
-0.00029121+0.0074566i,-0.00084026+0.0059039i,-0.0017489+0.00061452i,-0.002928-0.0011707i,-0.00019137+0.00022353i,0.0013126+0.0010752i,0.0014145+0.0026424i,0.0028152+0.0038675i,0.0031316+0.0023299i,0.00095553+0.0010966i,-0.0019266+0.0026063i,-0.0022958+0.0041173i,-0.0013118+0.0037105i,-0.0011229+0.0016863i,-0.0016812+0.00072642i,-0.0022202+0.0014862i,-0.0015541+0.0014244i,-0.00030876+0.00017616i,0.00052607-0.00055827i,0.0011815-0.00046494i,0.0017897-0.00018631i,0.0010243-0.00062537i,-3.9657e-05-0.0011292i
-0.00084076-0.0032513i,-0.00024368-0.0023557i,0.0040139+0.0005562i,0.0044432+0.00042758i,0.0010665-0.000157i,0.00050888-0.00045332i,0.0022116-0.00099447i,0.003981-0.0010814i,0.0038987-0.0013933i,0.0018671-0.0022154i,-0.00046696-0.0026831i,-0.0024675-0.0014095i,-0.0032843+0.0024482i,-0.0023379+0.0050892i,-0.00011815+0.0049591i,0.0011398+0.0036878i,0.00092651+0.003144i,0.00059659+0.0026542i,0.00012244+0.0013475i,0.00029175-0.00019465i,0.00021397-0.0011299i,-0.00074964-0.0012482i,-0.00021611-0.00060624i
0.001395-0.00066113i,-0.0026626+0.00066815i,-0.0061037+0.0021943i,-0.0025542+0.0029909i,0.00021227+0.0015364i,0.00050451+0.00072675i,0.001486-0.00015069i,0.0018816-0.00059704i,0.0024078-0.0019929i,0.0022466-0.0032072i,0.00063767-0.0030872i,-0.00097718-0.0017364i,-0.00078091+0.0011084i,0.00077637+0.0029217i,0.0020488+0.0021977i,0.0013494+0.00066174i,-0.00010489-0.00023155i,-0.00072852-0.00018478i,-0.00070892+6.3331e-05i,0.00025634+0.00084708i,0.00088834+0.0013096i,0.00051291+0.0011648i,-0.00021873+0.00081395i
-0.0024172+0.00056702i,0.00083372-0.0032004i,0.0029127-0.0065446i,0.0023213-0.0046734i,0.0026997-0.0023175i,0.0021027-0.0014382i,0.00082592-0.0014537i,4.0902e-05-0.0019833i,-0.00056646-0.0016912i,-0.000565-0.00091941i,-0.00058647-0.0013522i,-0.001362-0.0030548i,-0.0012579-0.003624i,0.00099465-0.0023759i,0.0020702-0.0011313i,0.00054942-0.0014674i,-0.0012553-0.0014247i,-0.00094396-0.00028552i,-0.00038072+0.00036462i,-0.00051829+0.00073402i,-0.00048+0.0010916i,0.00027406+0.0010688i,0.0012146+0.00058787i
0.0012926-0.0013813i,0.0041475+0.002992i,0.0057673+0.0039908i,0.0029958+0.00080184i,0.00053624+0.00092596i,-0.00060921+0.00091308i,-0.0015321+0.00041794i,-0.0018519-0.00099302i,-0.0020479-0.0021161i,-0.0022004-0.001057i,-0.0014446+9.5361e-05i,-0.00012908-0.0012086i,-0.00039687-0.0030512i,-0.0020722-0.0035603i,-0.0025073-0.0032346i,-0.0017503-0.0016703i,-0.0016597-0.00035544i,-0.001467-0.00017196i,-6.4427e-05+0.00035239i,0.00063724+0.00021227i,0.00026997+8.9327e-05i,-0.00018222+0.00068508i,-0.00071409+0.0012309i
-0.00023535-0.0018623i,-0.0052836-0.0031473i,-0.0077893-0.0033577i,-0.0048186-0.0020625i,-0.0024753-0.00013205i,0.0010113+0.00067124i,0.0030685+0.0006072i,0.0024078+0.00047108i,0.0009215-0.00068883i,-0.00086785-0.00012973i,-0.001385+0.0020537i,-0.00094498+0.0016996i,-0.0017218+2.1291e-05i,-0.0041914-0.0014078i,-0.0053087-0.0023279i,-0.0037724-0.0016014i,-0.0022596-0.00044572i,-0.001526-9.9902e-05i,-0.00061053-0.00053186i,5.6517e-05-0.00086129i,0.00039326-0.0011785i,0.0004085-0.0010673i,-0.00043526+0.00015428i
-0.0042104+0.0025006i,-0.00068011+0.0032567i,0.0026594+0.0064185i,0.0033515+0.0069295i,0.0045014+0.0022243i,0.004662+9.0117e-05i,0.004361+0.00048556i,0.0037622-0.00033186i,0.0028281-0.00052573i,0.0015964+8.8097e-05i,0.00072289+0.00023455i,0.00069244+0.000629i,0.00090894+0.0017517i,-0.00016389+0.0032257i,-0.001355+0.0032714i,-0.0013991+0.0026002i,-0.0013858+0.0014779i,-0.00077471+0.00060044i,-0.00019236+3.2693e-05i,-0.00018539-0.0010412i,-0.00032047-0.0016013i,-0.00048141-0.0016801i,-0.00038977-0.0012479i
-0.0022218-0.0027293i,-0.0033458+0.0015507i,-0.004903+0.0026087i,-0.0039648+0.002444i,-0.0016535+0.004398i,-0.00026698+0.0034867i,0.0018418+0.00074923i,0.0029825-0.0008922i,0.0018499-0.0015314i,0.00047051-0.0015852i,0.0002472-0.0010534i,0.0012274-0.00031855i,0.0027483+0.00078814i,0.0032492+0.0020707i,0.0024929+0.0034167i,0.0012905+0.0040354i,-1.2864e-05+0.0026128i,-0.00089588+0.00069848i,-0.00062699-2.1835e-05i,-1.0488e-05-0.00073291i,-0.00018671-0.0017402i,-8.3427e-05-0.0014618i,0.00091007+6.1622e-06i
0.0020183+0.0017118i,0.0028415-0.00077352i,0.0055507-0.0026504i,0.0069495-0.0043622i,0.004249-0.0043017i,0.0015731-0.0030741i,0.00047384-0.0014376i,0.00098667-0.00044701i,0.0018109-0.00053973i,0.00083016-0.00069574i,-0.0011775-0.001053i,-0.0019172-0.0014061i,-0.0011158-0.0015324i,0.00066301-0.0011361i,0.0024449-0.00088124i,0.0032716-0.0010126i,0.0023812-0.00040726i,0.0013668+0.00025763i,0.0015553+0.00094701i,0.0011401+0.0012935i,0.00037844+0.0010646i,0.00068447+0.00012133i,0.00075197-0.00092769i
-0.00095463+0.0011366i,-0.0014196+0.0011378i,-0.002827+0.0029723i,-0.002242+0.0036073i,-0.00097395+0.001297i,-0.00033806+0.0003839i,0.0011731+0.00063294i,0.0013122+0.00039828i,0.00039589-0.000384i,-0.00075219-0.0015212i,-0.0012667-0.0013675i,-0.001258-1.0256e-05i,-0.0017197+6.2267e-05i,-0.0019825-0.0015853i,-0.0013508-0.002845i,-0.0010238-0.002112i,-0.0015627-0.0015714i,-0.0012144-0.0019012i,-0.00054614-0.0012556i,0.00052178-9.6759e-05i,0.0018007+7.4861e-05i,0.0016346+0.00037259i,0.00015917+1.8257e-05i
0.003852-0.0033501i,0.0032331-0.0058496i,0.0011392-0.0076324i,-0.0016347-0.0065219i,-0.0013858-0.0026961i,-0.00068634+0.00085628i,0.00060358+0.0020838i,0.0021052+0.0010735i,0.0014825-0.00077577i,-0.00055983-0.0020235i,-0.00031782-0.00090544i,0.0006561+0.00067442i,-0.00028666+0.00088521i,-0.0024068-0.00016885i,-0.0038417-0.0014936i,-0.0036144-0.0020287i,-0.0024334-0.0013737i,-0.00095032-0.0015342i,0.00028385-0.0022567i,0.00084598-0.0012895i,0.00099726-0.00064858i,0.00080204-0.00021312i,0.00045218+0.0014032i
-6.4852e-05+0.0007187i,-0.00045078+0.0026217i,0.00093811+0.0031802i,0.0019659+0.0015702i,0.001323+0.0014054i,0.0016612+0.00064935i,0.0016175-0.00026501i,0.0014983-0.00019947i,-0.00013652-0.00012311i,-0.0017903-0.00070094i,-0.00093206-0.00097519i,0.0012271-0.00094671i,0.0025471-0.00044652i,0.00032325+0.00079315i,-0.0019561+0.0011593i,-0.0022787+0.0013323i,-0.0022242+0.00086771i,-0.0012738+0.00011202i,-0.00047622-0.00048392i,-0.00014823-0.0016641i,0.00020222-0.0016301i,-4.4253e-05-0.00031887i,0.00012602+0.00024208i
-0.0034639-0.00061533i,-0.0046489+0.00081536i,-0.003933+0.004185i,-0.0012517+0.0042468i,4.1548e-05+0.0017474i,0.00053587+0.0009438i,0.0014651-0.00050212i,0.0025244-0.0019615i,0.0029164-0.0028608i,0.0018003-0.0032223i,0.0012085-0.0025623i,0.0016846-0.0013098i,0.0021554-9.9965e-05i,0.0020242+0.0012785i,0.0017351+0.0026094i,0.0014728+0.0036933i,0.00045065+0.0028412i,-9.5019e-05+0.0013591i,0.00025153+0.00083063i,0.0004475+0.00045308i,0.00014789-0.00046318i,-0.00038744-0.0010891i,-0.000746-0.0014803i
0.00095344-0.00079738i,0.0023741-0.0022185i,-0.00013674-0.0024608i,-0.00075278-0.0004512i,0.0018161+0.00077611i,0.00214+0.00032647i,0.0015026-0.0010835i,0.0015981-0.0021134i,0.0021721-0.0018126i,0.0015581-0.0007164i,-0.00045538-0.0002354i,-0.0023334-0.00016279i,-0.0023096-0.00011335i,-9.8144e-05+0.00020129i,0.0019894-1.0538e-05i,0.0027293-0.0008394i,0.0019846-0.00029749i,0.0013978+1.272e-05i,0.0013348-0.00073818i,0.00015492-0.00092301i,-0.00040728-0.0010742i,-0.00080442-0.00075451i,-0.0011708-0.00079462i
-0.0012633+0.0027025i,0.0017409+0.0048055i,0.0046481+0.0038955i,0.0043875+0.00020925i,0.0027683-0.0010296i,0.0015107-0.00066419i,0.0011815-0.00090782i,0.0021567-0.0016343i,0.0017293-0.0015578i,-6.9915e-05-0.00027972i,-0.00055502+0.0010698i,-0.00094933+0.0019609i,-0.001967+0.0011367i,-0.0014854-0.00033188i,0.0003232-0.0015266i,0.0013391-0.0023695i,0.0001847-0.0020119i,-0.00095332-0.00069414i,0.000567-0.00032483i,0.0013851+0.0003328i,0.0007094+0.0013875i,0.00032129+0.0013986i,-0.00019259+0.00089384i
-0.0012616-0.0012237i,-0.0015356-0.00040818i,-0.0019477+0.0015159i,-0.00031255+0.0027419i,0.00075713+0.0028265i,0.0014631+0.0015915i,0.0014979+0.00071873i,0.00090356+3.6012e-05i,4.6659e-05-0.00047469i,-0.00083298+0.00017612i,-0.00090615+0.001141i,-0.0004909+0.0013936i,-0.00050274+0.00052604i,-0.0015049-0.00097999i,-0.0035864-0.0020048i,-0.0042776-0.0019829i,-0.002754-0.0011779i,-0.0013965-0.00085367i,-0.00048115-0.0011451i,0.00029786-0.00073609i,0.0012142-0.00069088i,0.0012259-0.00067268i,0.00086454-0.0001285i
0.0022059+0.0011499i,0.0032884-0.00073146i,0.0029383-0.0011315i,0.0011768+0.00035398i,0.0013473+0.00091826i,0.0016154+0.0011333i,0.001769+0.00074059i,0.0023566+0.0010813i,0.0014088+0.00083857i,-6.4409e-05-0.00045467i,-0.00029555-0.0012245i,-0.0001382-0.0017346i,-0.00013504-0.0011443i,-0.0007698+0.00034303i,-0.0023351+0.0018923i,-0.0032395+0.0022439i,-0.0027295+0.0020531i,-0.0017833+0.0012163i,-0.00046575+0.00041809i,0.0010989+0.00042731i,0.0014956+4.8306e-05i,0.0015033-0.00026548i,0.0013551-0.00028535i
-0.0053831-0.0010431i,-0.0064546+0.0020184i,-0.0067413+0.0038309i,-0.0046332+0.0034514i,-0.0015471+0.0033123i,0.001058+0.0017266i,0.0020885-0.00020289i,0.0017214-0.0011937i,0.00069917-0.00241i,-0.00090619-0.0023096i,-0.0013218-0.001886i,9.0097e-05-0.0018797i,0.0019598-0.0016226i,0.0016064-0.00093944i,-0.00052097+0.0013892i,-0.0015401+0.002782i,-0.0011142+0.0015513i,-2.9473e-05-0.00061657i,0.0010483-0.0011935i,0.0010543-0.0011598i,-4.1544e-05-0.00039332i,-0.0001694-0.00013637i,0.00035731-0.001032i
0.0035793-0.00071493i,0.0040801-0.0032739i,0.0051184-0.0046826i,0.004995-0.0033401i,0.0023809-0.0017139i,0.00069041-0.0012517i,0.0013009-0.0012466i,0.0021192-0.0012528i,0.0018771-0.0016071i,0.0012349-0.0018235i,0.00080355-0.0011331i,-5.0917e-05-0.00017299i,-0.0010359+0.00084309i,0.00022878+0.0019047i,0.0027102+0.0019805i,0.0032931+0.0021515i,0.0023393+0.0013185i,0.0015894+0.0007531i,0.0011312+0.00079163i,0.00073823+0.00018713i,3.4377e-05-0.00025908i,-0.0010085-0.00018349i,-0.0011393+0.00018466i
0.00012547+0.0023609i,0.0022679+0.0027089i,0.0018878+0.0033223i,0.00070889+0.0033223i,0.00082203+0.0013372i,0.0019545-0.00015522i,0.0023206-0.001145i,0.0019623-0.0024877i,0.00052277-0.0027701i,-0.0013458-0.0019921i,-0.0016913-0.00034915i,-0.0010516+0.0014052i,-0.00026887+0.0014881i,0.00041729+0.00056759i,0.0011102-0.00091099i,0.0016877-0.0019443i,0.00097855-0.00082611i,-6.5015e-05-0.00040206i,0.00016147-0.00073204i,0.00074443-0.00066228i,0.00028606-0.00024327i,-0.00085979-8.2992e-05i,-0.001023+0.00026138i
-0.00086472-0.0066002i,-0.004642-0.0067075i,-0.0081395-0.0053513i,-0.0075416-0.0024065i,-0.0038346+0.00074646i,-0.00078325+0.002575i,0.001442+0.0029027i,0.0026961+0.00085518i,0.0021683-0.0018093i,0.00025168-0.0018099i,-0.00053001+0.0001097i,-0.0002468+0.0011075i,0.00047351+0.00069245i,0.00031966-0.00047443i,-0.00079682-0.0016868i,-0.0012701-0.0020133i,-0.00095938-0.0011541i,-0.0006277+0.00011971i,-0.00029608+0.00077021i,0.00064644+0.00027336i,0.00048265+0.00010947i,-0.00044137+0.00037501i,-0.0004211+0.00054755i
0.0012635+0.00072821i,0.0042827-0.00014405i,0.0066288+0.00020024i,0.0051241+0.00099733i,0.0027001+0.0010325i,0.0013589+0.00018029i,0.00095776-0.00053385i,0.0010731-0.00022367i,0.00054001+1.6515e-05i,-0.00041668+0.00030091i,-0.0010182+0.000114i,-0.0010039-0.00045973i,-0.0015373-0.0013489i,-0.0027255-0.0018048i,-0.0033913-0.00072154i,-0.0030026-0.00013423i,-0.0028438+8.6842e-05i,-0.0019385+0.00038941i,-1.6049e-05-0.00022279i,0.00065901-0.00036285i,0.00017446-0.00036359i,0.00027128-0.00054562i,0.00013985-0.00045352i
-0.00013012+0.0002617i,0.00048612-0.00057302i,0.00095249-0.00091202i,0.0011887-0.00013146i,0.00087085-8.3057e-05i,0.00080273+0.00079141i,0.0019742+0.0011894i,0.0026101-0.00020844i,0.0020934-0.0021385i,0.00084964-0.0028074i,-0.00067169-0.0022999i,-0.0011146-0.0020499i,-0.0012378-0.00079786i,-0.0018629+0.00037298i,-0.0020973+0.001311i,-0.0020432+0.0021488i,-0.0021349+0.0013289i,-0.0020153+0.0005358i,-0.00074423+0.00083947i,0.0012616-0.00044544i,0.0011887-0.0013764i,0.00053098-0.0014994i,0.00035731-0.001508i
