0.0011377+0.00096079i,0.00022367-0.00095044i,-0.0017983-0.0021209i,-0.0031448-0.0010684i,-0.004289+4.2553e-05i,-0.0041799+0.00094583i,-0.002342+0.002049i,-6.6409e-05+0.0018288i,0.00046147+0.00054722i,-0.0006187-0.0010062i,-0.0012463-0.0015234i,-0.0010937-0.0013587i,-0.00092458-0.0010463i,-0.00089849-0.00027744i,-0.00021365+0.00076129i,-5.428e-05+0.0009405i,-0.00048529+0.00017844i,-0.00078508-0.00028199i,-0.00091821-0.00054767i,-0.00012611-0.00089438i,0.00076826-0.00044443i,0.0010488+4.7477e-06i,0.0008182+0.00094089i
0.0059819-0.0060239i,0.0066387-0.0075871i,0.0041935-0.007024i,0.00051421-0.0035253i,-0.0021564-0.0015204i,-0.0033046+0.00094801i,-0.0026934+0.0015536i,-0.0019173+0.00046694i,-0.00057402-0.0006722i,-0.00046801-0.0010423i,-0.0012334+0.00065517i,-0.00050154+0.0021476i,0.00011339+0.0023816i,-0.00049106+0.002517i,-0.0015204+0.0026025i,-0.0017054+0.002016i,-0.00097052+0.00090503i,0.00011123-6.8472e-06i,0.0011233+6.388e-05i,0.0018162+0.00018699i,0.0018884-0.0003913i,0.0010384-0.00020938i,0.00086927+0.0006146i
0.00086361+0.00060138i,0.0014782+0.00089803i,0.0002655+0.00091913i,-0.00035168+0.0015086i,-0.00055148+0.001115i,-0.0016232+0.0010084i,-0.0027999+0.00065885i,-0.0017383-0.00021734i,-0.00046723+0.00023217i,-0.0012195+0.00081342i,-0.001986+0.00050723i,-0.0014195+0.00064876i,-0.0011763+0.00071752i,-0.0017437+0.0010335i,-0.0018914+0.0010215i,-0.001026+0.00010706i,-0.00045955+0.00023186i,-0.00069634+0.0004917i,-0.00038774-8.2908e-05i,-0.00037353-0.00072415i,-0.00064914-0.00054332i,-0.00016005-0.00052969i,-4.0292e-05-0.0001327i
-0.0012868-0.00091711i,-0.0014779-0.00050883i,-0.00033866-0.00024999i,-0.0010448-0.00043422i,-0.0021271-0.00064568i,-0.0022888+0.00037687i,-0.0020085+0.00012731i,-0.0014443-0.00010781i,-0.00059546+3.5638e-06i,-0.00040521-0.0010485i,-0.00065107-0.0006872i,-0.0010818+0.00030451i,-0.0010122+0.00045008i,-0.00087162+1.0821e-05i,-0.0010833-0.0001892i,-5.025e-05+0.00014972i,0.00023702+0.00036757i,-0.00036297+0.0001879i,-0.00026179-0.00036347i,-0.00050061-0.00059416i,-0.00034486-0.0002074i,-1.4961e-05+6.8346e-05i,-0.00089617+6.2362e-05i
-0.00033496-0.0016671i,-0.00090156-0.0020136i,-0.0016052-0.00094396i,-0.0015047-0.00041236i,-0.0011668-0.00049225i,-0.0018213-0.00055431i,-0.0024249+0.00037766i,-0.0013487+0.0010426i,-0.00025969+0.00026729i,-0.00090842-0.0003185i,-0.0009068-1.9307e-05i,0.00038794+0.00041316i,0.00024476+0.00055208i,-0.00086568+0.00071982i,-0.00069413+0.00056617i,-0.0003419-0.00013667i,-0.00026736-0.00080326i,0.00064707-0.00049903i,0.00068968+0.00049634i,-0.00010938+0.00060949i,-0.00076577+0.00035335i,-0.00090529+0.00040172i,-0.00094937+0.00068186i
-0.00075409-0.0020764i,-0.0013485-0.0022167i,-0.0022121-0.00099067i,-0.0023006+0.0017748i,-0.0016824+0.002951i,-0.0013844+0.0024009i,-0.001815+0.0010788i,-0.001535-7.4327e-05i,-0.00099411-0.00054985i,-0.0013522+4.5183e-05i,-0.0015603+0.0011046i,-0.00084254+0.0010776i,0.0003375+0.00069332i,0.00066198+0.0006241i,9.0852e-05-0.0002839i,-0.00055662-0.00024373i,-0.00069045+0.00026799i,-0.00044561+0.00024577i,-0.00031174+6.4505e-05i,-0.00037259-6.4832e-05i,-6.7311e-05+0.0002171i,7.9628e-05+3.3605e-06i,-0.00021668-5.0837e-05i
-0.0022275-0.00051109i,-0.001955+0.00014549i,-0.0012636+0.00089193i,-0.00052337+0.00095824i,-0.0013701+0.00048783i,-0.0025598-0.00034346i,-0.0028066-8.2008e-05i,-0.0017801+0.0006029i,-0.0012646+0.0011109i,-0.0015312+0.0007668i,-0.0012201+0.00059561i,-0.00050977+0.0013774i,-0.00035694+0.0015116i,-0.0007704+0.0010262i,-0.00043771+0.00061224i,0.0002432-0.00011836i,0.00021333-0.00045238i,-0.00093027+0.00032773i,-0.0018747+0.00079533i,-0.0016495+0.00051941i,-0.00089779-1.9672e-05i,-0.00010048-0.00015367i,0.00030491+0.00015964i
-0.00015748-0.0011634i,-0.0010603-0.0019039i,-0.0014624-0.00067722i,-0.0014281+0.00038387i,-0.0015031-0.00017747i,-0.0018799-0.00013474i,-0.0018565+0.00092805i,-0.0011561+0.0014044i,-0.00099241+0.0010846i,-0.0016444+0.00089737i,-0.0015354+0.0010042i,-0.00088446+0.0013403i,-0.00032747+0.0016408i,-5.6659e-05+0.0003939i,-0.00037798-0.00083087i,-0.00022571-0.00060197i,0.00020684-0.00013918i,0.0005137+2.3797e-05i,-9.5066e-05+5.0508e-06i,-0.0010297+0.00010709i,-0.0010468+0.00067595i,-0.00094228+0.00080917i,-0.00036157+0.00066637i
0.0019962-0.0017497i,0.0015981-0.0016702i,0.00047781-0.00066631i,-7.9377e-05+0.000817i,-0.00082378+0.00057569i,-0.0020791+0.00033577i,-0.0026767+0.00046084i,-0.0018025+0.00026339i,-0.00069329+0.00040025i,-0.00085783+0.00029886i,-0.0016098+0.00033602i,-0.00099898+0.00060568i,-0.00027918+0.00098344i,-0.0010435+0.00075648i,-0.0014863+0.0002746i,-0.00025673+0.00022861i,0.00055651+0.00012192i,0.000626+0.00030391i,-0.00012953+0.00038778i,-0.00079963-0.00046442i,-0.00011186-0.00042119i,-0.00029275+0.00028931i,-0.0011371+1.4218e-05i
-0.00053621-0.00012625i,-0.00070497+0.001019i,0.00026957+0.0028346i,-0.00025538+0.0028911i,-0.0013575+0.0014088i,-0.001647+0.00043923i,-0.0019971+0.00013024i,-0.0018661-7.7878e-05i,-0.001341-0.00052612i,-0.00119-0.0008475i,-0.0011903-0.00044929i,-0.0010511-0.00034762i,-0.00015505-0.00030596i,-1.4501e-05-0.00012388i,-0.0003216-0.00026345i,-6.3378e-05+7.5987e-05i,0.00010345-0.00024198i,-2.1544e-06-0.00043915i,0.00032773-0.00027006i,0.00025913-9.7302e-05i,-0.00010544+0.00078656i,-0.00024588+0.00083306i,5.8354e-05+2.6432e-05i
0.00080693-0.0019459i,-0.00033086-0.0016084i,-0.002027-0.00038478i,-0.0029016+0.00071765i,-0.0026804+0.00092794i,-0.0026091+0.00049855i,-0.0023852+0.00040616i,-0.0011442+0.0012088i,-0.00055239+0.0013027i,-0.00043024-0.00016707i,-0.00045023-0.00037482i,-0.00039236+0.00054621i,-0.00027919+0.00060372i,-0.00066055+0.00028433i,-0.00086066-1.0286e-05i,-0.00071798-0.00015424i,0.00024589+0.00041052i,0.00055093+0.00054327i,-0.00015196-0.00051884i,-0.0006737-0.00075785i,-2.9845e-05-1.6572e-05i,0.00083318+0.00048247i,0.0011095+0.00011238i
-0.00031448+0.00033637i,-0.00010817-0.00027677i,-0.00076991+0.00057295i,0.00011+0.0017784i,0.00023577+0.00093655i,-0.00089332-0.00065878i,-0.0021115-0.00074426i,-0.0027053-0.00080975i,-0.001357-0.0002979i,-0.0012006+0.00074855i,-0.0016978+0.00011006i,-0.00074321+0.00011653i,-0.00019096+0.00063497i,-0.00014649+0.0008595i,-0.0001119+0.00095878i,-0.00034116+0.00037941i,0.00013333-0.00012528i,0.00054326+7.568e-05i,0.00052821-2.421e-05i,0.00021647-0.00024182i,-0.0003907-0.00020444i,-0.00047565-0.00067588i,-0.00036391-0.0006956i
0.00061507+2.0925e-05i,-0.00087661+0.0001218i,-0.00093988+0.0010075i,-0.00064237+0.0017515i,-0.0010087+0.0019225i,-0.0014868+0.0014063i,-0.0020217+0.00081323i,-0.0013953+0.00043109i,-0.00056559-7.075e-05i,-0.00056027-6.3724e-05i,-0.00068025+0.00026946i,-0.00087686-9.5719e-05i,-0.00031758-0.00080846i,0.0004592-0.00044628i,0.00058794+0.00046089i,-3.3712e-05+0.00046525i,-0.00085763+0.00032378i,-0.00053441+0.0005413i,-0.00018098+0.00052462i,-0.00049401+0.00025617i,-0.0001+0.00011807i,0.00055652-8.59e-06i,0.00050672-0.00019584i
-0.0010998-0.0020661i,-0.0015624-0.00046447i,-0.0021088+0.0018834i,-0.0018879+0.0023617i,-0.0012199+0.0016368i,-0.00095122+0.00070218i,-0.00141-0.00021225i,-0.0013198-0.00099691i,-0.00077436-0.00093967i,-0.00065538-0.00073069i,-0.00090373-0.00031556i,-0.00069769+0.00041926i,-0.00019297+0.00059442i,0.00028991+0.00035102i,0.0005204+0.00025381i,-0.00030579+0.00054015i,-0.00076109+0.00037835i,-0.0002983+0.00013721i,-0.00061189+3.5043e-05i,4.8518e-05+0.00026745i,0.00054488+0.00054438i,-8.209e-05+0.00030008i,-0.00025936+0.0003755i
-0.00050433-0.00037837i,-0.0006837+0.00040396i,-0.0016419+0.0017075i,-0.0014387+0.0022241i,-0.00099032+0.0011533i,-0.0018593-0.00010453i,-0.0027424-0.00058942i,-0.0018122-0.00015289i,-0.0010502+0.00044539i,-0.0011941+0.00013292i,-0.0010111+0.00023819i,-0.0003199+0.00075939i,0.00053113+0.00078683i,0.0010869+0.00049706i,0.0010218-0.00021658i,0.00090527-0.0011546i,0.00076959-0.00094113i,8.3813e-05-0.00024985i,2.4555e-05-9.327e-05i,8.3048e-05-0.00032533i,0.00035655-0.00039716i,0.00052305+0.00020685i,-0.00033309+0.0007461i
-0.0006767-0.00014785i,-0.00052163+0.00049683i,-0.00048412+0.0014578i,-0.00091595+0.0015781i,-0.001096+0.0004359i,-0.0015627-0.00037157i,-0.0024028-0.00030268i,-0.001898-0.00014818i,-0.0011377-0.00013177i,-0.0010849-0.00040061i,-0.0011523-0.00070996i,-0.00068131-0.00050612i,-0.00052855+0.00023501i,-0.0002973+0.00049738i,0.00047651+0.00054714i,0.00072381+0.00028824i,0.001053+0.00013108i,0.0015622+5.9248e-05i,0.00040125-0.00041911i,-0.0010611-0.00053863i,-0.0010126-0.00047726i,-0.00042623-0.00060722i,-4.7656e-05-0.00030494i
-0.00098502-0.0020251i,-0.0019-0.0015341i,-0.0033055-0.00044495i,-0.0036163-0.00037905i,-0.0026868-0.0008037i,-0.0030924-0.00067264i,-0.0037322+6.5051e-05i,-0.0024974+0.0013284i,-0.00094258+0.0013907i,-0.0011964+0.00082189i,-0.0014647+0.00091461i,-0.0009082+0.00065525i,-0.00074782-0.00013919i,2.5264e-05-1.4856e-05i,0.00024975+0.00049469i,-5.2852e-06-0.00016476i,-0.00022919-0.00014066i,-0.00078964+0.00036855i,-0.00086756+0.00065408i,-0.00052179+0.001163i,-1.5108e-05+0.00084179i,0.00037481+0.00033201i,0.00041056+0.00042727i
-8.9309e-05-0.00096413i,-0.00025728-0.00074111i,-0.000167+0.00062755i,-0.000877+0.0010475i,-0.0010587+0.0001406i,-0.0011279-0.00043464i,-0.0014814-6.2699e-05i,-0.0017739+0.00074296i,-0.00082777+0.00055118i,-0.00015402-3.8135e-05i,-0.0004489+8.578e-05i,-0.0010338+0.00061284i,-0.0011661+0.00059522i,-0.00084972-0.00013137i,-0.00094976-0.00078217i,-0.00069085+0.00011593i,0.0001533+0.00031328i,0.00067505-0.00035832i,0.0006535-0.00021732i,0.00023401+0.00041182i,-0.00013717+0.00085265i,-0.00058093+0.00069246i,-0.0010274-0.0003428i
-0.00099979-0.0015801i,-0.002062-0.00063786i,-0.0023512+0.0015664i,-0.0019082+0.0015433i,-0.0021776+0.00080494i,-0.0026403+0.00046524i,-0.0023562-0.00011794i,-0.0008713-0.00027935i,0.00015907+0.00021955i,-0.00013249+0.00017827i,-0.00096543+0.00049962i,-0.0011606+0.0013832i,-0.00035366+0.00156i,0.00033601+0.00053696i,-5.1536e-05+0.00021226i,-0.00042262+0.00059982i,4.2593e-05+0.00096925i,9.4576e-05+0.0003898i,7.0906e-05-0.00028991i,-0.00026177+0.0002878i,-0.00067506+0.00010183i,-0.00075624-0.00089142i,-0.00042799-0.00056132i
-7.4573e-05-0.0019001i,-1.0638e-05-0.0011395i,-0.00056295+0.00043338i,-0.00092289+0.00071655i,-0.0012859+0.00040535i,-0.0012651+0.00088661i,-0.0014615+0.00072004i,-0.0016914+0.00043215i,-0.0015196+0.00049803i,-0.00097241-0.00021401i,-0.00092107-0.0005436i,-0.00073532+5.4235e-05i,-0.00017193+0.00031291i,-5.2498e-05+0.00038983i,6.2037e-05+8.0108e-05i,-0.00022805-0.00069195i,-0.00065086-0.0005568i,-0.00044231+0.00015951i,-0.00055884+0.00034822i,-0.00014682+0.00013958i,1.2353e-05-0.0006809i,-0.00015033-0.00087365i,0.00028101+0.0002366i
0.00093805+0.00020014i,0.0008425+0.00025162i,0.00048837+0.0010227i,-9.1217e-05+0.00060404i,-0.00099311-0.00045318i,-0.0022992-0.00047688i,-0.0026939-2.5378e-05i,-0.0018158+0.0004894i,-0.0014694+0.0006329i,-0.0019781+0.00017442i,-0.0017457-3.2517e-05i,-0.00079509+0.00036063i,-0.0010374+0.00040304i,-0.0011561+0.00038153i,-3.383e-05+0.00064997i,0.0013226+0.00065658i,0.0011985+0.00095587i,-0.00071462+0.00027312i,-0.001652-0.00088394i,-0.00046155-0.0011548i,0.00056641-0.00058649i,0.00069232-0.00012362i,0.00077693-2.5471e-05i
-0.00070696-0.00084013i,-0.0007856-0.00090017i,-0.00043805-0.0011299i,-0.00054286-0.00070974i,-0.0014311-0.0003542i,-0.0029999-0.00017562i,-0.0027465-6.8793e-05i,-0.001339+0.00056334i,-0.0005444+0.0011536i,-0.00090768+0.00028946i,-0.00067401+0.00017182i,-0.0012617+0.00031446i,-0.0019811-0.00038307i,-0.0010798-0.00097541i,-0.00044092-0.00068552i,-0.00046409-0.00055559i,-0.00022661-0.0005573i,-0.0003866-0.0003734i,-0.00041379-0.00037978i,-0.000214-0.00034878i,2.0156e-05+0.00039295i,0.00023944+0.00034682i,0.00039593-0.0001258i
-0.00027857-0.001947i,-0.00062783-0.0014707i,-0.00033128+0.00015071i,-0.00044103+0.0018044i,-0.00074701+0.0017246i,-0.00076353+0.00031606i,-0.00090046-0.00037195i,-0.0011618-0.00040998i,-0.00090638-0.00040452i,-0.00084927-9.4489e-05i,-0.000897+8.5228e-05i,-0.00014951+6.5794e-05i,0.00036295+0.00019436i,0.00011896+0.00025928i,0.0002425+0.00047043i,0.00023683+0.00041812i,-0.00019804+0.00037716i,-0.00030123+0.00024214i,-9.4129e-05-0.00012966i,-7.8549e-05-0.00049568i,-0.00041061-0.00065429i,9.4843e-05-0.00068863i,-0.00019304-0.00047469i
-0.0016186+0.00075948i,-0.00066286+0.0010425i,0.00011117+0.0027438i,3.8043e-05+0.0028529i,-0.0003166+0.0017847i,-0.0011305+0.0009701i,-0.0026024+0.0012278i,-0.0026357+0.0010515i,-0.00089338+0.00016539i,2.8824e-05+7.5802e-05i,-0.00073293+6.9709e-05i,-0.0012111+0.00017164i,-0.0010547+9.0285e-05i,-0.00064842+1.2472e-05i,-0.00040746+0.00052068i,-1.7541e-05+0.00067946i,0.0005261+6.106e-05i,0.00024889+8.348e-05i,-0.00035093+0.00037049i,-0.00053823+0.00059009i,-0.00041916+0.00036707i,-0.00025898-7.7323e-05i,-7.2318e-05+1.9755e-05i
0.0012431-0.00064312i,0.00060107-0.00069405i,-0.00016923+0.00039678i,-0.00023415+0.00091345i,-0.00042019+0.00049707i,-0.0014112+0.00068886i,-0.0016294+0.0011652i,-0.0011654+0.00096411i,-9.5788e-05-8.023e-05i,5.5506e-06-0.0010843i,-0.0013035-0.00055952i,-0.0016882+0.001138i,-0.00090841+0.0016324i,-0.00010607+0.00076575i,-0.00011304+5.3937e-06i,-0.00047095-0.00027895i,-0.00025734-0.00038505i,-0.00033542-0.00013031i,-0.0006419+0.00035721i,-0.00053966+0.00033617i,-2.0726e-05-0.00014198i,-0.00010879+0.00017973i,-0.00088743+0.00084011i
-0.00033585-0.0027463i,-0.00047617-0.001421i,-0.0013028-0.00010108i,-0.0024704+0.00030552i,-0.0018481+0.0003329i,-0.0012346+0.00038045i,-0.0013178+0.00029147i,-0.0004472+0.00019195i,0.00081636-0.00021055i,0.00045196-0.00010379i,-0.00086975+0.0002509i,-0.0014746+0.0004712i,-0.00047921+0.00012394i,5.5689e-05-0.00034054i,-0.00060984-0.00062954i,-0.0002437-0.00065217i,0.00031983-0.00043008i,-0.00022478-0.00031586i,-0.00037513+7.0777e-05i,-0.00014608+0.00060688i,-8.8021e-05+0.00034959i,0.00042201-0.00074822i,0.00039501-0.0016377i
-5.4057e-05-0.00056046i,-0.0010781+0.00096605i,-0.0009667+0.0027053i,-0.00047848+0.0025534i,-0.0012133+0.0017109i,-0.0013749+0.0012074i,-0.0010199+0.00144i,-0.00097485+0.0018663i,-0.00076693+0.0014156i,-0.00015424+0.00017079i,-0.00021925+0.00017718i,-0.00044577+0.00051088i,-0.00067564-2.4791e-05i,-0.00082504-0.00067563i,-0.00060362-0.00090371i,-9.1317e-05-0.00083672i,0.00042227-0.00022689i,0.00089413+0.00017284i,0.0010223-0.00071604i,0.00051071-0.0006845i,-2.4145e-05-0.0003749i,-0.00042173-0.00084797i,-0.00072197-0.00085292i
0.0017432-0.0013882i,0.0011723-0.0020514i,0.0002673-0.0013457i,-0.00085043+7.2914e-07i,-0.0017497-0.00013833i,-0.0018824-0.00076622i,-0.001791-0.00027699i,-0.0015674+0.00047095i,1.3827e-05+0.00027151i,0.00030395-0.00017571i,-0.0009875+9.8677e-06i,-0.00086112+0.00040293i,0.00015335+0.00060848i,-4.8784e-05+0.00036507i,-0.00044597-0.00014036i,-0.00014763-0.00073738i,-1.091e-05-0.00078633i,-0.00030308-0.00057503i,-9.5748e-05+0.00028628i,-0.00028173+0.00063541i,-0.00076387+0.00044213i,5.007e-05+0.00020372i,0.00037664-0.00029919i
-0.0017976+0.00084033i,-0.0013478+0.0011447i,-0.0017656+0.0021131i,-0.0017073+0.0026317i,-0.00053793+0.0025525i,0.00019526+0.0016642i,-0.0013321+0.00036973i,-0.0019443-0.00027415i,-0.00087367-0.00038712i,-0.00054169-0.00081677i,-0.00094409-0.00052518i,-0.00021295-0.00021974i,0.00090379-0.00057108i,0.0010471-0.00071656i,0.00082806-0.00062348i,0.00025657-0.00069779i,-0.00013564-0.00057337i,0.00020443-0.00077769i,0.00030618-0.0011612i,0.00024425-0.0012393i,-7.0332e-05-0.00052427i,-0.00066092-0.00021951i,-0.00074346-0.00094602i
-0.0020998-0.0013279i,-0.0030669-0.0012542i,-0.0040593+0.00027966i,-0.0034621+0.0013127i,-0.0027946+0.00070517i,-0.0026125+0.00033287i,-0.0019882-0.0001946i,-0.0014286-0.00073503i,-0.0010889-0.00079821i,-0.0011119-0.00035601i,-0.00066674+0.0005615i,-0.00021446+0.00082823i,-0.0004723+0.00046784i,-0.00017082-2.0406e-05i,0.00025517+0.00021124i,-0.00024448+0.00063648i,-0.00052798-6.0753e-05i,-0.00068738-0.00076673i,-0.00044066-0.00025937i,0.00040024+0.00014027i,6.3549e-05-0.00015692i,-0.00041488-0.00015361i,-0.00027167+0.00020609i
0.00063061-0.0015734i,0.00040548-0.001782i,-0.00090354-0.0008834i,-0.00089788+0.00075688i,-0.00094718+0.0010283i,-0.001401+0.00027063i,-0.0021897+2.8417e-06i,-0.0022268+0.00028896i,-0.001455-7.599e-05i,-0.0008345-0.00022328i,-0.0004258-1.8515e-05i,-0.0001007+0.00035682i,-0.00025996+0.00052095i,-0.00012698-8.6875e-05i,0.00027502+0.00089958i,0.00024814+0.0014562i,0.00053769+0.00052444i,0.0010712-1.3711e-05i,0.00027575-0.00048981i,-0.00052602-0.00085119i,-0.00017137-0.0010319i,0.00019471-0.00098246i,0.00031121-0.000358i
0.00050073+0.00081339i,-0.00069048+0.00085479i,-0.0010781+0.0012206i,-0.00038167+0.001119i,-0.0008176+5.8397e-05i,-0.0024185-0.0008032i,-0.0022655-0.00065839i,-0.0018697+1.0646e-05i,-0.0013453+0.00087597i,-0.00082491+0.00094091i,-0.0010864+0.00042571i,-0.0014457+0.00035842i,-0.0012205-1.8335e-05i,-0.000876+8.6223e-05i,-0.00055944+3.1953e-05i,4.5624e-05-0.00015818i,0.00035241-9.3156e-05i,-0.00028781-0.00049444i,5.79e-05-0.00040635i,0.00092248-0.00025395i,0.00058994+0.00010344i,0.00051767+0.0010075i,0.00099227+0.00097637i
0.00054229+0.00069439i,-0.00015041+0.0014728i,0.00020293+0.0023596i,8.4847e-05+0.0015179i,-0.00049715+0.00041431i,-0.0017918-0.00019446i,-0.0022509+2.6679e-05i,-0.0012111+0.00061379i,-0.00017833+0.00073586i,-0.00012363+0.00056079i,-0.00012376+0.0004443i,-0.00028793+0.00043155i,-0.00046511-4.5357e-06i,-0.00060518-2.3881e-05i,-0.00050558-0.000221i,0.00046648-0.00067259i,-4.8307e-05-0.00052136i,-0.0012554-0.00043056i,-0.001442-0.00047024i,-0.00092863-0.00076039i,0.00028955-0.00091833i,0.00046804-0.0011761i,0.00051948-0.001073i
0.0017413-0.0011021i,0.00026359-0.00022222i,-0.0014998-0.00039649i,-0.0023765-0.00021927i,-0.0021118+0.00039145i,-0.0021825+0.00057241i,-0.0018666+0.00059325i,-0.00045941+0.00038809i,0.00024691-0.00022391i,-0.00089514-0.00059831i,-0.0020583-0.00053023i,-0.00119+3.7373e-05i,-0.00035348+0.0001402i,-0.00032843+6.1863e-05i,-0.00082987+0.00056288i,-0.0005126+0.00070124i,0.00014723+0.00066401i,0.00045354+0.00091423i,-0.00054671+0.00082983i,-8.5448e-05+0.00024416i,0.00086627+0.0001223i,-3.8688e-05+0.00065557i,-0.00040936+0.0008809i
-0.0016352-0.0024325i,-0.0028819-0.0013686i,-0.003474-0.00063396i,-0.0020909+0.00011574i,-0.0010073+0.0006989i,-0.0008502+0.00087618i,-0.0011065+0.00037956i,-0.0011035-0.00041964i,-0.00049538-0.00035405i,-0.00052789+0.00029111i,-0.00075834-4.9147e-06i,-0.00034852-0.00053615i,0.00055019+4.2485e-05i,0.0012073+0.00044682i,0.0013818+0.00038943i,0.00064739+0.00060197i,-0.00034964+0.0012244i,-0.00031308+0.00093927i,0.00013604+0.00021472i,0.00026706-0.00037755i,-0.00080258-0.00035924i,-0.0008685-0.00025125i,0.00026868-0.00036967i
0.00070814-7.1091e-05i,-0.00039901+0.0016513i,-0.00092341+0.0030528i,-0.0012093+0.0020034i,-0.0015094+0.00013766i,-0.002347-0.00061656i,-0.0029178+5.5324e-05i,-0.0021171+0.00089051i,-0.0010139+0.00085887i,-0.00025465+0.00061792i,-0.00098756+0.00036384i,-0.0016919-0.00012292i,-0.0018349-0.00019935i,-0.0011133-9.9065e-05i,0.00018721+0.0003308i,0.00046292+1.6448e-05i,0.00016468-0.00056549i,1.515e-05-0.00061071i,0.0002588-0.0010898i,0.00060079-0.00025972i,0.00054296+0.00038453i,0.00040754-0.0002337i,0.00064715-0.00013755i
-0.0007267-0.0027107i,-0.0025749-0.0026731i,-0.0034658-0.0015531i,-0.0025878-0.00063355i,-0.0021641-0.0001998i,-0.0022884-0.00011087i,-0.0016701+0.00026734i,-0.00068053+0.0010423i,-0.00058267+0.00055159i,-0.00079186-0.00089935i,-0.00062356-0.0012148i,-0.00087611-0.00062059i,-0.00031674+0.00030389i,4.7993e-05+0.0014354i,-1.1436e-05+0.0010408i,-0.00035779+0.00020903i,-0.00078474-0.00047863i,-0.00074892-0.00047059i,-0.00049193-9.1727e-05i,-0.00063746-0.0010013i,-8.4931e-05-0.0015981i,0.00052746-0.00075885i,0.0003977-0.00035125i
0.00032113-0.00078933i,-0.00020238-0.0013591i,-0.00067139+0.00027875i,-0.00047551+0.0016339i,-0.00077115+0.0012218i,-0.00097345-0.00042567i,-0.0010483-0.0016177i,-0.00095298-0.00057924i,-0.00088943+0.00028423i,-0.0007102-0.00012796i,0.00027605+0.00028073i,0.00065491-3.9556e-05i,0.00043075-0.00042095i,0.00076776+0.00025395i,0.00026954+7.6759e-05i,-0.00012162-0.0004861i,6.9664e-05-9.7804e-05i,2.9216e-05+0.00049849i,0.00066673+0.00050641i,0.00027622+0.00055283i,-0.0012249+0.00025497i,-0.001898-0.00015833i,-0.0015906-0.00010935i
-0.00085804+0.00054289i,-0.0010976+0.0008259i,-0.00044873+0.0020653i,-0.00081912+0.0019814i,-0.0015855+0.00069032i,-0.0016379-0.00020245i,-0.0016107-0.00047326i,-0.0019875+0.00017418i,-0.0013291+0.00024386i,-0.00052659-0.00050129i,-0.00039038+0.00032225i,-0.0006763+0.0012619i,-0.00083385+0.00055952i,-0.00037077+0.00018655i,-0.0010821+4.1663e-05i,-0.0013535-0.00025862i,-0.00055228+7.8459e-06i,-0.00029134-9.8918e-05i,-0.0006147-0.0006448i,-0.00077893-0.0003319i,7.3868e-05+0.00041855i,0.00032034+0.00078085i,0.00013868+0.00087477i
0.0012959-0.0020811i,-0.00064297-0.0023861i,-0.00020057-0.0026389i,-0.00079999-0.0013151i,-0.0019085-0.00038112i,-0.0022822-0.00069599i,-0.0021795+0.00027744i,-0.0016142+0.0011529i,-0.00043384+0.00078002i,-6.6183e-05+0.00025951i,-0.00086137+8.3245e-05i,-0.0013707+0.0006581i,-0.00056198+0.0010828i,-0.00065935+0.00032627i,-0.00081414-0.0006039i,-1.1864e-05-3.6441e-05i,0.00017207+0.00033578i,-7.8769e-05-0.00036513i,-0.00014761-0.00030635i,-0.00030829+0.00014505i,9.0144e-05+0.00018831i,0.00065995+0.00031568i,0.00058172+0.00026233i
-0.0015422-0.00055163i,-0.0014367+0.00091412i,-0.0010096+0.0022752i,-0.0010123+0.0022221i,-0.0010191+0.0011743i,-0.00042841+0.00032714i,-0.00021262-0.00025943i,-0.0006383-0.00075971i,-0.0011189-0.00077913i,-0.0012104-0.00038134i,-0.0013206-0.00044876i,-0.0011166-0.00051008i,-0.00063604-2.5777e-05i,-0.00063472+0.00029908i,-0.0005048+3.2558e-06i,-0.00014581-0.00082079i,4.8712e-06-0.00099627i,0.00033528-0.0003787i,0.00035574-7.0841e-05i,-0.00063834-0.00023576i,-0.00077095-0.00024346i,-0.0003525+0.00045284i,-0.000196+0.00010298i
0.0017476-0.00066031i,0.00051534-0.00021645i,-0.00079512+0.00019442i,-0.0015344+0.0012044i,-0.0020995+0.0013729i,-0.0028106+0.0015297i,-0.0025516+0.0018481i,-0.0012685+0.0014824i,-0.00058152+0.00076325i,-0.00099334+0.00076525i,-0.0012173+0.00040608i,-0.0011198+0.00010555i,-0.00061553+0.00020952i,-0.00068094+0.0012292i,-0.0013146+0.0019039i,-0.0010279+0.00089021i,-0.00011947-3.3175e-06i,0.00057859-0.00024381i,0.00048777-0.00013928i,0.00026595-0.00017581i,0.00030721-0.00038425i,0.00021533-2.1287e-05i,0.00025278+8.3515e-05i
-0.00037853-0.00074699i,-0.002081+0.00013966i,-0.0020408+0.00063194i,-0.00071657-9.9539e-05i,-0.0010617-0.0010412i,-0.0025108-0.0018432i,-0.0027721-0.0018022i,-0.002867-0.00080754i,-0.0017649-0.00041861i,-0.00017351-0.00047131i,-0.00027186-0.00051574i,-0.00011646-0.0003591i,-9.6048e-05-0.00025852i,-0.00015511-0.000548i,1.2111e-06-0.00039419i,-0.00010738+0.00015771i,0.0002291-4.9814e-05i,-0.0003236-0.00022878i,-0.001369-0.00071471i,-0.00069019-0.00095061i,0.00045691-0.0004147i,0.00018862+6.5722e-05i,-2.3685e-05+0.0007866i
