0.0011377+0.00096079i,0.00022367-0.00095044i,-0.0017983-0.0021209i,-0.0031448-0.0010684i,-0.004289+4.2553e-05i,-0.0041799+0.00094583i,-0.002342+0.002049i,-6.6409e-05+0.0018288i,0.00046147+0.00054722i,-0.0006187-0.0010062i,-0.0012463-0.0015234i,-0.0010937-0.0013587i,-0.00092458-0.0010463i,-0.00089849-0.00027744i,-0.00021365+0.00076129i,-5.428e-05+0.0009405i,-0.00048529+0.00017844i,-0.00078508-0.00028199i,-0.00091821-0.00054767i,-0.00012611-0.00089438i,0.00076826-0.00044443i,0.0010488+4.7477e-06i,0.0008182+0.00094089i
-0.12779+0.0021637i,-0.17095-0.025859i,-0.12379-0.033447i,-0.031567-0.0025639i,0.02241+0.025675i,0.039186+0.025874i,0.040472+0.011925i,0.026413+0.0002698i,0.010729-0.0076145i,0.0054783-0.013019i,0.0042096-0.016918i,6.5448e-05-0.015982i,-0.0041314-0.0096064i,-0.0058964-0.0052238i,-0.0074751-0.0033795i,-0.0074112-0.0032627i,-0.0060971-0.0046304i,-0.0061764-0.006963i,-0.0054422-0.010696i,-0.0013276-0.011458i,0.0016454-0.0068848i,0.00020881-0.0010159i,-0.0017819+0.0022963i
-0.023609-0.14331i,0.0020456-0.21162i,0.040131-0.20129i,0.061478-0.14435i,0.061638-0.10404i,0.039343-0.075674i,0.01144-0.052387i,-0.0026731-0.03304i,-0.0053124-0.012893i,-0.0045595-0.0028801i,-0.0055387-0.00097876i,-0.0033745-0.00024123i,0.0014941-0.0013408i,0.0013048-0.0012265i,0.0013509+0.00096677i,0.0061303+0.0018771i,0.0067711+0.0017577i,0.0017611-0.00019008i,0.0011756-0.0046922i,0.0048803-0.0071314i,0.0059493-0.0049863i,0.0041764-0.00095447i,0.0022946+0.0013042i
0.14445-0.052402i,0.20056-0.042144i,0.15785+0.0021108i,0.054491+0.047506i,-0.016874+0.072376i,-0.044578+0.063523i,-0.051054+0.044893i,-0.04052+0.03695i,-0.0195+0.028704i,-0.001983+0.018808i,0.0063194+0.013921i,0.0082084+0.01079i,0.0058821+0.0058042i,0.0031802+0.00027002i,0.0017032-0.004246i,0.0014899-0.0066728i,0.0001115-0.0090219i,-0.0042575-0.013989i,-0.0065346-0.017407i,-0.0027892-0.015419i,0.00051833-0.011296i,-0.0011554-0.0078748i,-0.0038285-0.0054995i
0.087958+0.13967i,0.10616+0.19697i,0.089387+0.15582i,0.068523+0.049649i,0.052882-0.021548i,0.044796-0.029708i,0.048656-0.017136i,0.048723-0.016175i,0.031405-0.018371i,0.009257-0.01259i,-0.00015862-0.0066131i,-0.00066647-0.0050089i,-0.00074183-0.0048958i,-0.0022326-0.0053133i,-0.0040257-0.0046946i,-0.0052242-0.0017266i,-0.0061995-0.0004671i,-0.0050028-0.0024781i,-0.00090902-0.0054877i,0.0033802-0.0063972i,0.0054375-0.0033518i,0.0045329+0.00052921i,0.0029958+0.001524i
-0.13788+0.11843i,-0.21323+0.1434i,-0.22328+0.098488i,-0.1765+0.028136i,-0.12509-0.013236i,-0.078255-0.036152i,-0.045286-0.051493i,-0.036651-0.048833i,-0.028103-0.030025i,-0.012771-0.015273i,-0.0093775-0.011146i,-0.011563-0.0076022i,-0.0073872-0.0050233i,-0.0029423-0.0056252i,-0.0011301-0.0055969i,0.00023146-0.0037975i,0.0034947-0.0051959i,0.0073998-0.012174i,0.0084458-0.018923i,0.0076609-0.017341i,0.0073226-0.010351i,0.0072935-0.006045i,0.0060992-0.0045771i
-0.15043-0.11329i,-0.1883-0.16843i,-0.12447-0.15311i,-0.00062945-0.088752i,0.076845-0.048084i,0.069353-0.026012i,0.028452+0.0049969i,0.010392+0.031334i,0.013921+0.030555i,0.011573+0.0087999i,0.00099841-0.0048706i,-0.0027894-0.005067i,0.001141-0.0061173i,0.0053973-0.0076794i,0.004907-0.0065033i,0.0021203-0.0053191i,-0.00032098-0.0048184i,-0.0032036-0.004234i,-0.0041679-0.0037321i,-0.0022997-0.0014784i,-0.0017016+0.002671i,-0.0022308+0.0069889i,-0.00042828+0.0092594i
0.087085-0.18399i,0.11912-0.26419i,0.086956-0.25057i,0.0055792-0.16303i,-0.049778-0.076716i,-0.053611-0.031596i,-0.037574-0.016256i,-0.020559-0.012842i,-0.0057018-0.006084i,0.0048286+0.0026776i,0.0090685+0.0031648i,0.0088723-0.0014742i,0.0059119-0.0046011i,0.0031016-0.0040153i,0.0030595-0.0043974i,0.0030649-0.0064825i,0.0040453-0.0056315i,0.0069909-0.0037983i,0.009229-0.0050646i,0.0097382-0.0063991i,0.0081116-0.0037785i,0.0058369+0.00028203i,0.0045368+0.0030597i
0.19829+0.049387i,0.26907+0.079212i,0.22237+0.098698i,0.11529+0.1068i,0.049634+0.11127i,0.029362+0.096945i,0.013527+0.062638i,-0.0022988+0.03855i,-0.0064641+0.025486i,-0.0014242+0.011995i,0.0045173+0.001376i,0.0063035-0.0014589i,0.007729+0.00048278i,0.0084605-0.00016582i,0.0043541-0.0029321i,-0.00037531-0.0035519i,-0.0024041-0.0049608i,-0.0042651-0.0095943i,-0.0068938-0.01231i,-0.0070922-0.0099515i,-0.0064295-0.0054949i,-0.0083342-0.0021719i,-0.0099154+0.00058271i
-0.0079593+0.20855i,-0.0077027+0.27962i,-0.020135+0.20796i,-0.054794+0.047966i,-0.086965-0.064292i,-0.07882-0.089419i,-0.035853-0.079839i,-0.0063253-0.069121i,-0.0039301-0.046603i,-0.0090629-0.021683i,-0.012585-0.0086248i,-0.008443-0.0028539i,0.00053055-0.0026478i,0.0043009-0.0060672i,0.0039101-0.0070747i,0.0043692-0.0041546i,0.0062703+0.00023502i,0.0090362+0.0028189i,0.0096812+0.0022654i,0.0076443+0.0022019i,0.0060038+0.0039259i,0.0057862+0.0043774i,0.0047239+0.003111i
-0.2202+0.028766i,-0.3286+0.050828i,-0.31855+0.048695i,-0.20707+0.035189i,-0.10365+0.041768i,-0.066015+0.041543i,-0.067883+0.034084i,-0.059493+0.042744i,-0.026401+0.038755i,-0.00079436+0.013208i,0.0002966-0.0014421i,-0.0045948+0.0014672i,-0.0049296+0.0040111i,-0.0034667+8.611e-05i,-0.00071638-0.0040991i,0.00042956-0.005043i,0.0015681-0.0044491i,0.0045617-0.005249i,0.0038421-0.0074959i,0.00063715-0.0069834i,-0.00066092-0.0031306i,0.00032243-0.0010731i,0.00098776-0.0021602i
-0.069576-0.22066i,-0.12059-0.31452i,-0.11548-0.29157i,-0.056751-0.20258i,-0.0091231-0.14885i,0.017456-0.10208i,0.04165-0.036913i,0.058414-0.0042875i,0.052156-0.00376i,0.029295-0.0090033i,0.012431-0.011768i,0.0055398-0.010302i,0.0028006-0.0055856i,0.0037036-0.0017591i,0.0050397-0.0013513i,0.0019815-0.00135i,-0.003807+0.0022843i,-0.0064008+0.0088693i,-0.0040413+0.01376i,-0.0023265+0.013283i,-0.0030763+0.011427i,-0.0011841+0.0129i,0.0032978+0.013137i
0.19111-0.11844i,0.24295-0.20724i,0.1646-0.21029i,0.030927-0.088828i,-0.02589+0.052292i,-0.018879+0.08261i,-0.028599+0.029168i,-0.054485-0.00080491i,-0.052075+0.008579i,-0.020188+0.015674i,-0.00018895+0.0059189i,-0.00015061-0.0051681i,-0.00056977-0.0075529i,0.0034156-0.0059864i,0.005652-0.0051644i,0.0047219-0.0056382i,0.0017566-0.0044276i,-0.0020652-0.0015452i,-0.0043843+0.00066549i,-0.0052703+0.0010113i,-0.0072218-0.00026105i,-0.0087439+0.00058854i,-0.0075684+0.0032143i
0.15213+0.17414i,0.24081+0.22236i,0.22744+0.17161i,0.12082+0.067138i,0.044597-0.0060069i,0.038778-0.016115i,0.042987+0.0039269i,0.037191+0.019189i,0.031031+0.018145i,0.0192+0.007212i,0.0070024+0.0021657i,0.0029503+0.0029292i,0.0037332+0.0014466i,0.0037999-0.0015382i,0.0025967-0.0027689i,0.0010205-0.0043822i,-0.0022981-0.0060747i,-0.0068387-0.0036644i,-0.011317+0.0023673i,-0.014569+0.0081219i,-0.015072+0.0095964i,-0.01497+0.0076747i,-0.014626+0.0062577i
-0.14782+0.16703i,-0.17943+0.25066i,-0.15717+0.21492i,-0.14404+0.10955i,-0.16205+0.069041i,-0.15552+0.063149i,-0.10777+0.021989i,-0.064096-0.016817i,-0.037555-0.022537i,-0.017684-0.014308i,-0.007654-0.0085291i,-0.0033528-0.0041957i,-0.00027552-0.00082166i,-0.00075047+0.0014363i,-0.00041162+0.0017647i,0.0031096+0.00029262i,0.0054839-0.0019137i,0.0042521-0.0030504i,0.0009958-0.0015271i,-0.00054196-0.00010656i,-0.00085963-0.0017067i,-0.0012174-0.0077399i,-0.0022494-0.013307i
-0.20351-0.11337i,-0.33213-0.10934i,-0.33843-0.051183i,-0.2014-0.021612i,-0.055153-0.040543i,0.0088482-0.029184i,0.016062+0.0282i,0.022698+0.068508i,0.033001+0.055877i,0.025773+0.01677i,0.011626-0.005749i,0.0023325-0.0090053i,-0.0024837-0.0056172i,-0.0020933-0.002429i,0.00025341-0.0019519i,0.0018406-0.0023871i,0.0022896-0.0018363i,0.00079556+0.00079886i,-0.0053455+0.0037087i,-0.014689+0.0047051i,-0.01884+0.0032342i,-0.014119-0.0011995i,-0.0076493-0.0075872i
0.077263-0.22976i,0.047386-0.3538i,-0.025275-0.33993i,-0.075157-0.19046i,-0.087666-0.067348i,-0.071434-0.046009i,-0.035184-0.063088i,-0.01625-0.064994i,-0.017148-0.039608i,-0.010714-0.010618i,-0.0045057-0.0040682i,-0.0076192-0.0053539i,-0.01045-0.001872i,-0.0079749+0.00186i,-0.0055962+0.0018329i,-0.0051793+0.0026334i,-0.0028217+0.0048979i,-0.00072121+0.0075197i,-0.00032483+0.011279i,-0.0020074+0.013964i,-0.0030135+0.013151i,0.0020026+0.007672i,0.0085986+0.0011733i
0.21859+0.025154i,0.27992-0.047522i,0.19471-0.1384i,0.066864-0.13145i,0.065217-0.043233i,0.10897+0.0034743i,0.061763+0.014765i,-0.0032406+0.052275i,-0.0047853+0.068092i,0.012461+0.037039i,0.010059+0.01339i,0.0050079+0.011313i,0.0060085+0.0090567i,0.0053622+0.0025717i,0.004666+0.00056936i,0.0053324+0.0012467i,0.0038771+0.0012062i,-0.001088+0.0032436i,-0.0076527+0.0061836i,-0.010969+0.0046919i,-0.010934+0.00064848i,-0.0098008-0.00081801i,-0.0066054-0.0010368i
0.014526+0.22298i,0.10329+0.29234i,0.16497+0.24324i,0.086349+0.13578i,-0.053005+0.062876i,-0.081102+0.038639i,-0.015564+0.016428i,0.028362-0.023591i,0.023012-0.045962i,0.003595-0.037196i,-0.0057396-0.024509i,-0.00764-0.019361i,-0.0087173-0.014914i,-0.0095268-0.0099504i,-0.0088212-0.0076352i,-0.0050589-0.0072525i,-0.0033573-0.0068019i,-0.0055546-0.0022462i,-0.0081264+0.0059281i,-0.011385+0.011683i,-0.013154+0.0097215i,-0.011808+0.0027221i,-0.010766-0.001782i
-0.21648+0.019054i,-0.26574+0.072204i,-0.19189+0.085151i,-0.058725+0.044929i,0.032453+0.051577i,0.039834+0.10443i,-0.0032966+0.11227i,-0.040719+0.094926i,-0.037378+0.075735i,-0.014781+0.041475i,-0.0091185+0.011157i,-0.015556-0.0024305i,-0.016854-0.0038219i,-0.011035+0.00020361i,-0.0054631+0.0045577i,-0.001995+0.0053115i,-3.7895e-05+0.0046772i,-0.0023836+0.0070869i,-0.0066982+0.0073423i,-0.0097018+0.0045967i,-0.0098371+0.0014102i,-0.0070957-0.0066781i,-0.0051275-0.016101i
-0.070782-0.19708i,-0.18943-0.18776i,-0.27909-0.063427i,-0.27254+0.024046i,-0.22641-0.015346i,-0.17431-0.070054i,-0.091191-0.047706i,-0.006756-0.013085i,0.033004-0.0085028i,0.031181-0.012132i,0.018714-0.013048i,0.010386-0.012676i,0.0039649-0.012068i,-0.00088636-0.0096973i,-0.0040437-0.0068793i,-0.0037554-0.0027546i,0.0002777+0.0023407i,0.003139+0.0051725i,0.00098482+0.0069552i,-0.0039734+0.0082233i,-0.0026277+0.0077019i,0.006398+0.0014704i,0.01346-0.0086466i
0.19487-0.10104i,0.19421-0.21586i,0.10467-0.25616i,0.057091-0.14603i,0.073623-0.0019741i,0.045943+0.029497i,-0.04009-0.0027189i,-0.093083+0.0021557i,-0.076432+0.021953i,-0.03779+0.0163i,-0.016942+0.0052224i,-0.005094+0.00395i,0.0054548+0.0030575i,0.0070956+0.0003641i,0.0041708+0.0019931i,0.0032464+0.004164i,-0.00064179+0.0037038i,-0.010035+0.0050397i,-0.014151+0.0071147i,-0.007154+0.00533i,0.00054038+0.0022426i,0.0078238+0.00091407i,0.015332-0.0023154i
0.099398+0.16751i,0.15068+0.11627i,0.093877-0.03866i,-0.038644-0.15479i,-0.084756-0.19499i,-0.020114-0.18782i,0.03531-0.11693i,0.055981-0.034026i,0.057799-0.0046085i,0.034014-0.0081535i,0.0094943-0.0050321i,0.00045928+0.00025114i,-0.0026807-0.0019054i,-0.0027422-0.0080035i,7.2542e-05-0.013463i,-2.5172e-06-0.013705i,-0.0031006-0.0072792i,-0.0047723+0.0021534i,-0.0065837+0.0082449i,-0.0089777+0.010062i,-0.008636+0.012297i,-0.0040977+0.015142i,0.001044+0.013963i
-0.14192+0.12097i,-0.06+0.17481i,0.11915+0.16081i,0.21594+0.132i,0.17227+0.16357i,0.09939+0.17372i,0.035342+0.085688i,-0.034312+0.006942i,-0.059584-0.00021482i,-0.03355+0.0070378i,-0.017553-0.0017444i,-0.022977-0.001117i,-0.021542+0.0091721i,-0.012907+0.010109i,-0.0089241+0.0064891i,-0.0085829+0.0046605i,-0.0087515+0.0011548i,-0.011466-0.0047363i,-0.011758-0.00827i,-0.005754-0.0057946i,-0.00097556-0.00033752i,-0.0012808+0.0024259i,-0.0022216+0.003269i
-0.13747-0.14601i,-0.1979-0.096382i,-0.18412-0.0090242i,-0.12234-0.026854i,-0.05632-0.10076i,-0.013558-0.079276i,0.0060502+0.014832i,0.021824+0.074521i,0.039959+0.067672i,0.037227+0.028523i,0.019929+0.0045171i,0.011806-0.0066561i,0.009611-0.018798i,0.010153-0.022395i,0.012836-0.014311i,0.010071-0.0043673i,0.004141+0.0020257i,0.00040944+0.0043022i,-0.0024754+0.0018417i,-0.0038557-0.0025212i,-0.0030114-0.0041817i,5.7175e-05-0.0042637i,0.00074005-0.0075998i
0.13905-0.14647i,0.095091-0.13502i,0.0082604+0.033638i,-0.032006+0.23568i,-0.074964+0.30465i,-0.13676+0.22648i,-0.13845+0.098883i,-0.10221-0.0064003i,-0.082933-0.042723i,-0.061351-0.022413i,-0.034528-0.0098832i,-0.021227-0.013679i,-0.016253-0.011449i,-0.011306-0.0042986i,-0.007154-0.00043397i,-0.0040171+0.00018365i,-0.0023232-0.0025981i,0.00011206-0.0079079i,0.0063274-0.0099271i,0.012851-0.0063705i,0.016819-0.0010941i,0.018352+0.00023672i,0.015773-0.0027471i
0.1564+0.10039i,0.15026-0.0082372i,0.029287-0.20151i,-0.044141-0.33312i,0.0048499-0.3546i,0.036843-0.28047i,0.0029273-0.14035i,-0.012451-0.010741i,0.0038055+0.039916i,0.0067848+0.032672i,-0.00086916+0.027541i,0.0060827+0.031215i,0.023349+0.024816i,0.030814+0.012914i,0.026312+0.0058055i,0.016316-0.00039601i,0.0048411-0.0030635i,-0.0036554+0.0008824i,-0.0052177+0.0036535i,-0.00011239+0.0033924i,0.0044521+0.0066045i,0.0076852+0.013379i,0.010984+0.013485i
-0.10096+0.17861i,-0.087742+0.22116i,-0.08879+0.17783i,-0.15756+0.14535i,-0.206+0.13288i,-0.1628+0.044206i,-0.085545-0.071161i,-0.037337-0.1211i,-0.017975-0.10397i,-0.0053098-0.063701i,0.0028432-0.038062i,0.001922-0.024211i,-0.0011622-0.013673i,-0.0032047-0.010226i,-0.0055446-0.01132i,-0.005569-0.0090513i,-0.0029665-0.0052041i,0.0026059-0.0051001i,0.0062053-0.0043694i,0.0041016+0.0015425i,0.0010518+0.0084084i,-0.00034559+0.01212i,0.00033704+0.011723i
-0.16181-0.10022i,-0.10412-0.09852i,0.13953-0.093313i,0.37601-0.13156i,0.42981-0.14708i,0.34236-0.085329i,0.18256-0.012648i,0.040734+0.040908i,-0.0098718+0.062471i,-0.011084+0.038639i,-0.01812+0.013614i,-0.023108+0.012093i,-0.014462+0.019025i,0.00024861+0.022909i,0.011616+0.024181i,0.013958+0.021463i,0.0094015+0.015733i,0.0012425+0.00915i,-0.0060221+0.0013315i,-0.0076268-0.0053261i,-0.0079615-0.0077021i,-0.0093025-0.0039306i,-0.0082647+0.001951i
0.049738-0.19548i,-0.011197-0.19491i,-0.12783-0.056374i,-0.23542+0.088176i,-0.2666+0.13185i,-0.18402+0.11265i,-0.029882+0.048541i,0.050127-0.036941i,0.026946-0.058034i,0.0042767-0.018211i,0.011383+0.0026785i,0.0082629-0.0039256i,-0.0040983-0.0050955i,-0.00036245-0.0039932i,0.0084647-0.0090491i,0.007589-0.010058i,0.006873-0.0050995i,0.012365-0.0010281i,0.017989-0.001113i,0.015591-0.002975i,0.010595-0.0048589i,0.0089525-0.008578i,0.0062215-0.0092247i
0.20606+0.065453i,0.22605+0.1086i,0.17032+0.17856i,0.1682+0.20496i,0.21028+0.16245i,0.16495+0.1077i,0.054778+0.068917i,-0.027198+0.038262i,-0.056001+0.027139i,-0.042356+0.021475i,-0.026836+0.0055038i,-0.024933+0.0027609i,-0.019197+0.01085i,-0.01431+0.014242i,-0.013137+0.014644i,-0.013414+0.010203i,-0.017228+0.0049106i,-0.017098+0.0026595i,-0.009427+0.00034762i,-0.00094597-0.0030376i,0.0044451-0.0043253i,0.0050588-0.00085857i,0.003086+0.0026895i
-0.028454+0.18623i,-0.049889+0.17716i,-0.15303+0.05785i,-0.30454-0.078724i,-0.38941-0.15386i,-0.32962-0.1314i,-0.15565-0.060504i,0.0010302-0.040397i,0.042021-0.06143i,0.016923-0.048025i,0.0095845-0.017906i,0.017535-0.016808i,0.012381-0.024385i,0.0080751-0.015918i,0.011462-0.0056642i,0.011276-0.0026872i,0.0092988+0.0022942i,0.010725+0.012793i,0.010494+0.021077i,0.0033246+0.022628i,-0.0034142+0.020997i,-0.0014648+0.018168i,0.0027163+0.012361i
-0.21993+0.0011073i,-0.24542+0.03967i,-0.12913+0.070096i,0.07573+0.10759i,0.23204+0.12662i,0.22097+0.074932i,0.086691+0.0064505i,-0.02553-0.015538i,-0.056281-0.010399i,-0.036665-0.012329i,-0.013647-0.025222i,-0.012624-0.024839i,-0.015462-0.0056948i,-0.010666+0.0059648i,-0.0042226+0.0035226i,0.0018918-0.0027884i,0.002612-0.00853i,-0.0035819-0.010216i,-0.0091583-0.0071684i,-0.0099245-0.0046729i,-0.012621-0.0054642i,-0.018748-0.0045781i,-0.01783-0.0016539i
-0.030608-0.2112i,-0.079618-0.25521i,-0.077965-0.25629i,-0.066096-0.28633i,-0.078055-0.30762i,-0.0449-0.24568i,0.028566-0.13404i,0.071678-0.045291i,0.072456-0.0023261i,0.050902+0.011809i,0.031511+0.019048i,0.026469+0.01931i,0.022353+0.013108i,0.016509+0.0084078i,0.014602+0.0052559i,0.012784+0.0053931i,0.0069579+0.011027i,-0.001695+0.019381i,-0.0098107+0.021185i,-0.016502+0.011231i,-0.019604-0.0024811i,-0.016704-0.0090665i,-0.0086778-0.0072519i
0.18638-0.045255i,0.19872-0.035246i,0.11724+0.13407i,0.051181+0.36068i,0.076815+0.43038i,0.12626+0.3175i,0.11152+0.12106i,0.033616-0.019582i,-0.020662-0.037836i,-0.0083983-0.012134i,0.010251-0.011557i,-0.0059309-0.014702i,-0.028621-0.0048744i,-0.032423+0.0040645i,-0.024615+0.0071656i,-0.015686+0.0084326i,-0.0078798+0.0057843i,-0.0025161-0.0027087i,-0.00081213-0.010365i,7.4556e-05-0.011912i,0.0021696-0.012505i,0.0024024-0.016941i,0.00082519-0.016286i
0.065377+0.16532i,0.15198+0.18536i,0.19527+0.10088i,0.15134-0.058198i,0.048875-0.17458i,-0.02483-0.13303i,0.0043847-0.002495i,0.05738+0.052346i,0.041187+0.034714i,0.00042017+0.022834i,-0.013568+0.018313i,-0.011344+0.0064208i,-0.010413-0.0023501i,-0.010914+0.0058977i,-0.0063857+0.017639i,-0.0028877+0.019591i,-0.0065832+0.017033i,-0.011656+0.012311i,-0.015155+0.0075462i,-0.016583+0.003939i,-0.010606+0.0027801i,0.00094733+0.0051565i,0.008222+0.0058042i
-0.19639+0.084309i,-0.28943+0.16273i,-0.33958+0.18499i,-0.31226+0.18325i,-0.20656+0.21693i,-0.081363+0.22103i,-0.00030414+0.14346i,0.014821+0.044217i,-0.0073107-0.0034841i,-0.0099913-0.0019316i,0.011268-0.01042i,0.013756-0.036398i,0.0016824-0.043669i,-0.0025083-0.035994i,-0.0034143-0.029541i,-0.0030033-0.024582i,0.0019095-0.020401i,0.010726-0.015749i,0.014276-0.01023i,0.007574-0.0021076i,0.0012607+0.0045029i,-0.00012572+0.0045544i,0.00029896+0.0020946i
-0.10018-0.11807i,-0.16073-0.058154i,-0.11462+0.066017i,0.029821+0.066315i,0.11126-0.10583i,0.042147-0.20339i,-0.048151-0.097291i,-0.038874+0.02947i,0.0059655+0.040725i,0.0082961+0.00050039i,-0.0022988-0.010041i,0.010559+0.0017984i,0.019522+0.0019968i,0.0032342-0.0041935i,-0.010856-0.0042092i,-0.010732-0.0043881i,-0.0099221-0.0052651i,-0.012488-0.0024483i,-0.012166-0.0011837i,-0.0090936-0.006241i,-0.010059-0.0069366i,-0.011946+0.0033362i,-0.0079777+0.010099i
0.11533-0.13227i,0.11343-0.23859i,0.070955-0.24561i,0.0037953-0.099185i,-0.049071+0.087416i,-0.048192+0.14317i,-0.034106+0.062517i,-0.033074-0.0098504i,-0.021218-0.023167i,0.00049815-0.0097783i,0.017885+0.0067472i,0.020705+0.0083502i,0.0081778+0.0012683i,0.0037928-4.4136e-05i,0.011618+0.0036626i,0.020047+0.0097746i,0.027395+0.014197i,0.027724+0.013228i,0.01825+0.0096323i,0.0064256+0.0080335i,0.00074713+0.0059177i,0.0023566-0.0021151i,0.0027427-0.010588i
0.076366+0.11932i,0.098001+0.11622i,0.07022+0.070859i,0.064014+0.015585i,0.10599-0.054976i,0.10898-0.10936i,0.044248-0.090092i,-0.012682-0.023818i,-0.0090095+0.021017i,0.012968+0.011008i,0.00043677-0.0092118i,-0.022648-0.00022096i,-0.018958+0.007682i,-0.0084076-0.0025655i,-0.0079637-0.0055464i,-0.0058621+0.0006055i,-0.0020587-0.0009407i,-0.0045017-0.0098168i,-0.0089961-0.013005i,-0.0067881-0.0051473i,-0.0016636+0.0033924i,-0.00049946+0.0045479i,-0.00079622+0.001323i
-0.070099+0.1604i,0.0021956+0.27522i,0.08334+0.29183i,0.051517+0.20077i,-0.055042+0.14229i,-0.086529+0.14327i,-0.015861+0.095549i,0.034788+0.019873i,0.021347+0.00090591i,0.0014515+0.01554i,-0.0068073+0.012446i,-0.0008876-0.0076737i,0.0091139-0.023719i,0.0068858-0.016635i,-0.0025866+0.0041342i,-0.010085+0.0198i,-0.010176+0.026316i,-0.0042239+0.023478i,0.0018182+0.014382i,0.0027465+0.0051593i,0.0030708+0.0026947i,0.011596+0.0040651i,0.020328+0.0014822i
-0.13242-0.086321i,-0.18532-0.050584i,-0.10793+0.02273i,0.058864+0.032056i,0.15394-0.064241i,0.13567-0.13883i,0.064188-0.10172i,0.01036-0.024554i,-0.0032646+0.0098805i,-0.00079983+0.0073644i,0.0044497-0.00080305i,0.012766-0.00067463i,0.025473+0.0023456i,0.029511-0.0027879i,0.022295-0.013279i,0.010297-0.020581i,0.0038676-0.020068i,0.0070886-0.017631i,0.0089639-0.01628i,0.0054614-0.011339i,0.00085352-0.0027458i,-0.0010933+0.0065423i,0.0034676+0.012584i
0.024567-0.10308i,-0.058344-0.14671i,-0.10923-0.11429i,-0.080238-0.031587i,-0.078721+0.026341i,-0.12067+0.05975i,-0.10231+0.073737i,-0.048148+0.044812i,-0.028168+0.0063216i,-0.029075-0.010563i,-0.02509-0.0076044i,-0.010688+0.0091669i,1.8378e-06+0.02216i,-0.002927+0.018545i,-0.011937+0.0074162i,-0.017581+0.00016818i,-0.019186-0.00050169i,-0.016743+0.0040516i,-0.0067864+0.0087608i,0.0056858+0.0057626i,0.011001+0.0038955i,0.008535+0.01164i,0.0026356+0.018482i
0.16172+0.055408i,0.23387-0.0030223i,0.18815-0.066236i,0.096345-0.073832i,0.10898-0.055314i,0.13171-0.064302i,0.046171-0.052596i,-0.029121+0.0010873i,-0.020289+0.022385i,-0.0020108-0.0026841i,-0.016696-0.015346i,-0.039744+0.0020382i,-0.043402+0.022411i,-0.023293+0.029895i,0.0052229+0.029507i,0.026953+0.025007i,0.033969+0.017625i,0.025891+0.0095187i,0.011498+0.0033686i,0.0024464+0.0036618i,-0.0011191+0.0065487i,-0.0085346+0.0061723i,-0.017731+0.0067147i
0.028969+0.12616i,0.1567+0.17828i,0.22663+0.18032i,0.13331+0.14102i,-0.036356+0.099745i,-0.11657+0.067864i,-0.087507+0.02012i,-0.037538-0.016858i,-0.0069019-0.026933i,0.005073-0.028845i,0.0024476-0.027551i,0.0023107-0.028877i,0.007436-0.039819i,0.0077822-0.042457i,0.0044095-0.03244i,-0.0020346-0.022075i,-0.0095683-0.017549i,-0.016489-0.015704i,-0.015713-0.0060755i,-0.004709+0.0041816i,0.0015756+0.0050584i,-6.2992e-05+0.00021772i,-0.0033289-0.0097903i
-0.090829+0.058269i,-0.096517+0.15429i,-0.012722+0.12166i,0.11631-0.038771i,0.18064-0.14736i,0.1549-0.16638i,0.072574-0.1651i,-0.01204-0.12096i,-0.02533-0.039613i,0.0064374-7.8712e-05i,0.021652-0.0024614i,0.02539-0.013127i,0.024554-0.020958i,0.012767-0.0158i,0.00067797+0.000152i,-0.0072591+0.014164i,-0.013955+0.019528i,-0.013219+0.016104i,-0.0066946+0.0061268i,-0.0070753-0.004022i,-0.0090429-0.01091i,-0.0055137-0.015663i,-0.00045608-0.017122i
-0.042475-0.038911i,-0.21746-0.034316i,-0.34168-0.026011i,-0.33228-0.03519i,-0.28524-0.047526i,-0.23139-0.057717i,-0.13196-0.051984i,-0.039125-0.041717i,-0.0034579-0.030068i,0.0012909-0.016809i,-0.0031146+0.0024684i,0.0076426+0.037081i,0.038789+0.055976i,0.057937+0.04005i,0.052378+0.010797i,0.036262-0.01469i,0.025934-0.032178i,0.020139-0.034935i,0.0099374-0.020483i,0.0037867-0.0034401i,0.0084018+0.0022259i,0.014926+0.0016572i,0.019571+0.0025097i
0.095606-0.064962i,0.13205-0.21861i,0.15771-0.23286i,0.19799-0.087081i,0.23744+0.0028099i,0.24656-0.0034012i,0.19847-0.030743i,0.11038-0.042787i,0.033008-0.026248i,-0.010177-0.007009i,-0.036628+0.0021543i,-0.054923+0.019038i,-0.046757+0.032011i,-0.023266+0.02399i,-0.0088054+0.012426i,-0.00026374+0.0079792i,0.0054981+0.0015402i,-0.00094432-0.0034693i,-0.011028-0.0041574i,-0.008872-0.0051205i,-0.0017791-0.006992i,-0.00068622-0.0039823i,-0.0034541+0.005563i
0.14154-0.071902i,0.33678-0.23031i,0.35519-0.35879i,0.14707-0.31336i,-0.035642-0.17904i,-0.085475-0.079332i,-0.054542-0.019786i,0.0025068+0.0025738i,0.026819-0.0060518i,0.018019-0.016669i,-0.0032699-0.029502i,-0.03653-0.034212i,-0.056343-0.0057948i,-0.041928+0.032881i,-0.010034+0.04365i,0.017168+0.033351i,0.034417+0.029015i,0.037814+0.027685i,0.023277+0.020066i,0.0042987+0.015549i,-0.0043353+0.013403i,-0.0066704+0.0070869i,-0.0095112+0.0041703i
