-0.0026999+0.00021814i,-0.001434-0.0013159i,-0.0022109-0.0014103i,-0.0036622-0.00055401i,-0.0035211+0.00028722i,-0.0019787+0.00088936i,-0.00067928+0.00091135i,0.00035505+0.00060828i,0.0011185+0.00035295i,0.0010217+0.00050887i,0.00063967+0.00025919i,0.00090352-0.00034497i,0.0010455+0.00027567i,3.7206e-05+0.00056142i,-0.0002735-0.00010663i,-0.00015097-4.097e-05i,3.9746e-05+5.5477e-05i,0.00024385+6.0065e-05i,0.00041576+0.00099773i,-0.00041453+0.0010078i,-0.0012612+1.7062e-05i,-0.00076596-0.00028184i,-0.00016606-0.00042448i
-0.15461+0.028077i,-0.10825+0.12472i,-0.057583+0.23299i,-0.070155+0.27644i,-0.10565+0.21837i,-0.084874+0.086082i,-0.012941-0.034464i,0.018642-0.097405i,-0.0098093-0.10322i,-0.028249-0.050305i,-0.0044271-0.0027922i,0.018165-0.0042737i,0.021281-0.015695i,0.010707-0.010907i,-0.0043075+0.0072739i,-0.0099294+0.010407i,-0.021993-0.017984i,-0.043712-0.047795i,-0.048255-0.056223i,-0.034899-0.049069i,-0.033195-0.031834i,-0.047214-0.0042877i,-0.050381+0.017945i
0.16596-0.029902i,0.060181-0.0043895i,-0.10119+0.12804i,-0.14596+0.35799i,-0.047724+0.48786i,0.060819+0.37226i,0.052952+0.15402i,-0.02096+0.044174i,-0.049248+0.03954i,-0.043325+0.033041i,-0.051733+0.003202i,-0.066315-0.018336i,-0.051175-0.013345i,-0.0022498-0.0014592i,0.027702-0.0046262i,0.012245-0.0087769i,-0.012573+6.9216e-05i,-0.017707+0.015485i,-0.0059552+0.021591i,0.0046721+0.012766i,0.0062127-0.0019863i,0.0057995-0.010949i,0.0043175-0.013513i
-0.09098+0.12233i,-0.02401+0.064639i,-0.011006+0.030087i,-0.10751+0.13693i,-0.13827+0.26806i,-0.058594+0.23629i,-0.014412+0.1076i,-0.02167+0.02813i,-0.031923-0.0142i,-0.0429-0.040102i,-0.037513-0.046354i,-0.025498-0.057332i,-0.024359-0.066665i,-0.031413-0.063384i,-0.041067-0.050898i,-0.032815-0.03678i,-0.016939-0.035023i,-0.0073081-0.029809i,0.0063805-0.020036i,0.017159-0.022947i,0.023105-0.024128i,0.029864-0.016241i,0.033472-0.0068392i
0.067468-0.15644i,-0.020697-0.064794i,-0.15673+0.058092i,-0.2982+0.14694i,-0.38058+0.24431i,-0.29446+0.27818i,-0.11088+0.17656i,-0.023642+0.053709i,-0.024143+0.025471i,-0.011377+0.045075i,0.0026526+0.04149i,0.00011401+0.03412i,0.010366+0.044728i,0.036731+0.051573i,0.052553+0.033688i,0.045555+0.010547i,0.035555+0.0052009i,0.032995+0.0037551i,0.026643+0.0042792i,0.022158+0.016298i,0.020436+0.023814i,0.0036053+0.02044i,-0.021021+0.018795i
-0.21732+0.20382i,-0.311+0.18176i,-0.33154+0.13907i,-0.2967+0.16396i,-0.23964+0.20497i,-0.14141+0.19094i,-0.044418+0.11639i,-0.0075084+0.034126i,0.0021223-0.0061265i,0.019243-0.022238i,0.035747-0.035001i,0.045041-0.042355i,0.043042-0.036851i,0.043806-0.017269i,0.052853-0.0015972i,0.055496-0.005451i,0.037079-0.019354i,0.0043329-0.017191i,-0.01649-0.00627i,-0.027868-0.0055505i,-0.040176-0.0049841i,-0.038008+0.0036905i,-0.021398+0.015187i
0.14751-0.3714i,0.25701-0.40712i,0.24655-0.33128i,0.066365-0.25645i,-0.14811-0.1779i,-0.22905-0.071796i,-0.17446+0.0034432i,-0.11847+0.021711i,-0.10171+0.030073i,-0.079264+0.037343i,-0.065693+0.018211i,-0.071024-0.0018905i,-0.066644-0.0050509i,-0.062555-0.0017422i,-0.066049+0.015162i,-0.061686+0.038571i,-0.047872+0.049339i,-0.027261+0.042653i,-0.0066405+0.023555i,0.0028398+0.0015904i,0.002395-0.018214i,-0.0062409-0.032101i,-0.017815-0.039051i
0.12948+0.43949i,0.12717+0.3885i,0.034589+0.16459i,-0.052493-0.006013i,-0.065562-0.069698i,-0.059904-0.07715i,-0.058897-0.044106i,-0.048272-0.014637i,-0.043906-0.0058049i,-0.033462-0.0082858i,-0.008387-0.030915i,0.0072089-0.056805i,0.012804-0.057323i,0.026461-0.034711i,0.046825-0.019564i,0.056878-0.028026i,0.045511-0.042663i,0.013406-0.041617i,-0.012504-0.020192i,-0.0089176-0.0022749i,0.0096196+0.0036369i,0.026822+0.0090492i,0.037033+0.0093574i
-0.27692-0.30917i,-0.2541-0.19883i,-0.041898-0.026023i,0.14741-0.025957i,0.16965-0.12422i,0.10815-0.16024i,0.0524-0.14423i,0.023717-0.1297i,0.0052449-0.12476i,-0.023573-0.09973i,-0.034111-0.046123i,-0.018166+1.0109e-06i,-0.00099584+0.022885i,0.00048055+0.017753i,-0.020892-0.001028i,-0.043698-0.002667i,-0.044173+0.0063738i,-0.025625+0.008889i,-0.0079+0.012372i,0.0036642+0.030717i,0.018063+0.043262i,0.020923+0.029718i,0.0070785+0.014104i
0.3707+0.20651i,0.30517+0.11425i,0.094389+0.038623i,0.033947+0.11363i,0.12725+0.15772i,0.14653+0.08165i,0.076405+0.024294i,0.047748+0.017099i,0.061461+0.0088275i,0.078666+0.004653i,0.10373+0.0033277i,0.11332-0.0071326i,0.094965-0.0064499i,0.076432+0.019891i,0.074489+0.044115i,0.078681+0.037221i,0.069505+0.010921i,0.04725-0.0064693i,0.025038-0.016734i,-0.0040304-0.028272i,-0.035153-0.025886i,-0.042311-0.0059794i,-0.027207+0.0087043i
-0.5009-0.24955i,-0.44992-0.2038i,-0.2226-0.079719i,-0.095764+0.031625i,-0.061656+0.13645i,0.013131+0.16881i,0.073656+0.097639i,0.070826+0.051406i,0.060706+0.048433i,0.037506+0.035525i,-0.0069453+0.035057i,-0.036141+0.052127i,-0.053009+0.052262i,-0.075967+0.024694i,-0.089445-0.0090679i,-0.0824-0.021825i,-0.063118-0.011663i,-0.034428+0.0034846i,-0.0067844+0.012417i,0.012294+0.0099328i,0.021269+0.0015123i,0.02174-0.0045835i,0.019966-0.0049248i
0.70621+0.21753i,0.76148+0.23044i,0.48586+0.1755i,0.17985+0.11574i,0.0064128+0.063586i,-0.073854+0.02213i,-0.08574+0.01908i,-0.078479+0.018866i,-0.075801+0.019454i,-0.046787+0.032295i,-0.012427+0.02767i,-0.0015938+0.0045064i,0.0041261-0.014315i,0.019984-0.018963i,0.033521-0.0090363i,0.032612+0.00031267i,0.014852-0.00077689i,-0.014049-0.0061448i,-0.033454-0.0072274i,-0.032424-0.0055962i,-0.023415-0.0052727i,-0.01896-0.0043676i,-0.018366-0.0030886i
-0.82563-0.002126i,-0.93253-0.0072509i,-0.66469-0.042853i,-0.3659-0.062795i,-0.19253-0.017677i,-0.060547+0.03472i,0.0031913+0.017545i,-0.0086424-0.0048676i,-0.023944+0.0054785i,-0.027782+0.0059236i,-0.036803-0.0041235i,-0.052148-0.010583i,-0.06229-0.010308i,-0.046281-0.0046291i,-0.020301-0.00011659i,-0.0025981+0.0060544i,0.016353+0.0081913i,0.029592-0.00054376i,0.025236-0.0080746i,0.011159+0.00068473i,0.0043676+0.018872i,0.0075088+0.028618i,0.0092355+0.027796i
0.80007-0.23109i,0.8236-0.24504i,0.51103-0.089968i,0.23112+0.036919i,0.073908-0.0083607i,-0.06642-0.063472i,-0.10233-0.022605i,-0.044431-0.0085043i,-0.014525-0.032266i,-0.0039229-0.023083i,0.015982-0.0086382i,0.037128-0.0048411i,0.06451+0.0030245i,0.074278+0.014465i,0.061211+0.026331i,0.042055+0.024181i,0.017389+0.011088i,0.0039343+0.0029924i,0.0071674-0.0078042i,0.0032443-0.026919i,-0.015198-0.039784i,-0.029154-0.040322i,-0.028912-0.035756i
-0.68775+0.3832i,-0.66599+0.4162i,-0.38267+0.18773i,-0.20708-0.0059908i,-0.13999+0.032504i,-0.020604+0.087648i,0.046347+0.026188i,0.019904-0.021734i,-0.012784-0.015696i,-0.029155-0.0083683i,-0.031708-0.0088635i,-0.034042-0.0096016i,-0.046847+0.0028059i,-0.057823+0.0235i,-0.058058+0.028749i,-0.040618+0.018989i,-0.012429+0.0089494i,0.0093047+0.0079636i,0.020642+0.016593i,0.028033+0.020182i,0.028323+0.010566i,0.02077+0.0060168i,0.021062+0.013528i
0.58705-0.49374i,0.57224-0.47752i,0.37042-0.18018i,0.28959+0.022022i,0.2559-0.033268i,0.13197-0.098841i,0.053006-0.049039i,0.059801-0.010994i,0.070171-0.026355i,0.050456-0.043409i,0.01739-0.039346i,0.0068937-0.027451i,0.025762-0.030465i,0.047685-0.047275i,0.04845-0.057048i,0.024071-0.047777i,-0.0093365-0.027165i,-0.034396-0.0037348i,-0.038243+0.01113i,-0.02613+0.011708i,-0.0085354+0.0056131i,0.0060264-0.00618i,0.0029154-0.017275i
-0.53996+0.65624i,-0.52922+0.66553i,-0.3774+0.35927i,-0.31122+0.16638i,-0.22797+0.19198i,-0.064065+0.15813i,-0.0038319+0.030479i,-0.03552-0.015269i,-0.039927+0.0056206i,-0.017867+0.01935i,0.01042+0.021081i,0.020257+0.010941i,-0.0059317+0.007909i,-0.03583+0.019752i,-0.04199+0.031823i,-0.021779+0.03591i,0.010795+0.027634i,0.029016+0.0050555i,0.020677-0.010199i,0.0063278-0.0051886i,-0.0012639+0.0073271i,-0.0079646+0.020041i,-0.010649+0.026595i
0.42939-0.82523i,0.41089-0.92509i,0.25901-0.57094i,0.17198-0.20285i,0.092074-0.076159i,-0.02648-0.0069568i,-0.045509+0.065828i,-0.0069528+0.066334i,0.005485+0.041513i,0.013795+0.020088i,0.011697-0.00073428i,0.0082154+0.0038539i,0.029687+0.016598i,0.056971+0.010935i,0.065838-0.0091453i,0.041256-0.031077i,-0.0027859-0.036375i,-0.026981-0.020779i,-0.024327-0.012228i,-0.020252-0.014334i,-0.022076-0.0092329i,-0.015764-0.0043021i,-0.0052957-0.0097005i
-0.22155+0.93701i,-0.18526+1.1173i,-0.12026+0.75819i,-0.18327+0.30274i,-0.22569+0.12801i,-0.11507+0.065131i,-0.035003-0.01459i,-0.045987-0.047902i,-0.071145-0.03744i,-0.080039+0.0010545i,-0.057987+0.035226i,-0.040385+0.032632i,-0.052421+0.025256i,-0.070316+0.035241i,-0.074571+0.052716i,-0.050149+0.065482i,-0.011254+0.056718i,0.013606+0.031315i,0.023463+0.01566i,0.030416+0.0086658i,0.031777-0.0046083i,0.021072-0.011536i,0.012357-0.0035157i
0.086655-0.91283i,0.02307-1.0808i,0.035182-0.74337i,0.1976-0.32898i,0.26988-0.17523i,0.14617-0.098649i,0.057893-0.0066369i,0.060876+0.017259i,0.062201+0.00029594i,0.053068-0.026073i,0.028426-0.05383i,0.0042476-0.058561i,0.0097084-0.054343i,0.031862-0.056442i,0.050081-0.062833i,0.047078-0.071871i,0.019748-0.069144i,-0.008706-0.042488i,-0.018276-0.013589i,-0.015711-0.0015405i,-0.011351+0.005183i,-0.005305+0.0059457i,-0.0050135+0.00031503i
-0.041753+0.82041i,-0.015411+0.98757i,-0.078489+0.7218i,-0.20799+0.39474i,-0.18883+0.22672i,-0.047425+0.068657i,-0.0060961-0.049891i,-0.026531-0.047254i,-0.014495-0.015127i,-0.014792+0.0061939i,-0.01839+0.031318i,-0.008288+0.040263i,-0.006816+0.041526i,-0.017077+0.045114i,-0.036158+0.051515i,-0.042209+0.061629i,-0.020312+0.058322i,0.0011783+0.030337i,-4.2789e-05+0.008673i,-0.0060675+0.013509i,-0.0025019+0.018715i,-0.00065374+0.016583i,-0.0018535+0.01328i
-0.0037001-0.74503i,0.032871-0.92023i,0.11417-0.70437i,0.1574-0.37894i,0.068407-0.15449i,-0.046969+0.010944i,-0.042493+0.077119i,-0.0066343+0.040231i,-0.0086033+0.0067766i,0.0095521-0.0058482i,0.034164-0.023858i,0.038872-0.031879i,0.041536-0.032636i,0.051153-0.038291i,0.063642-0.049081i,0.058441-0.058942i,0.032889-0.049568i,0.016246-0.023398i,0.017146-0.017016i,0.010355-0.032092i,-0.01056-0.03396i,-0.020245-0.019702i,-0.015853-0.009181i
0.038578+0.62828i,-0.042307+0.81553i,-0.17225+0.69943i,-0.22233+0.44182i,-0.13864+0.22019i,-0.013332+0.059922i,0.022801-0.014369i,0.0050516-0.011799i,-0.004746-0.002544i,-0.02632+0.0023928i,-0.044999+0.019772i,-0.044237+0.030311i,-0.043325+0.037675i,-0.053758+0.051738i,-0.067433+0.061766i,-0.064264+0.063022i,-0.042598+0.046897i,-0.020432+0.02278i,-0.0068901+0.014465i,0.003312+0.01612i,0.01508+0.010713i,0.020581+0.0036566i,0.020276+0.0031059i
-0.044416-0.42692i,0.046219-0.57639i,0.18486-0.53648i,0.22952-0.39913i,0.13301-0.25049i,0.0017906-0.10711i,-0.031199-0.021387i,-0.007812-0.015291i,-0.0029095-0.020305i,0.013012-0.012593i,0.036838-0.022993i,0.038766-0.039189i,0.039131-0.047898i,0.056075-0.056451i,0.076617-0.061216i,0.080359-0.058979i,0.05902-0.048381i,0.026771-0.029186i,0.0089089-0.013258i,0.0070376-0.007387i,0.0048483-0.0075532i,-0.0013793-0.009736i,-0.0081507-0.0097887i
0.02245+0.23417i,-0.086092+0.33869i,-0.21914+0.38106i,-0.23945+0.40401i,-0.10622+0.36224i,0.039585+0.20829i,0.052837+0.072769i,0.013074+0.047771i,0.0083379+0.051077i,-0.0039711+0.032207i,-0.032717+0.022057i,-0.050637+0.027146i,-0.059169+0.039327i,-0.06571+0.051489i,-0.072067+0.054036i,-0.065651+0.048438i,-0.041361+0.034319i,-0.020778+0.012702i,-0.023184+0.0039892i,-0.032735+0.013578i,-0.028571+0.02456i,-0.016034+0.026035i,-0.0043644+0.020205i
-0.0032854-0.025067i,0.14597-0.053842i,0.28034-0.15457i,0.23797-0.29882i,0.056483-0.3212i,-0.066349-0.18441i,-0.049228-0.076189i,-0.012533-0.068021i,-0.0174-0.069173i,-0.010689-0.043733i,0.018273-0.024427i,0.042674-0.019597i,0.057889-0.022908i,0.071431-0.027159i,0.080178-0.024872i,0.069125-0.02101i,0.036002-0.011078i,0.012506+0.0049754i,0.018992+0.0032901i,0.029369-0.01482i,0.023164-0.024209i,0.0085861-0.020649i,-0.0036304-0.015262i
-0.10558-0.15578i,-0.30547-0.14208i,-0.44241+0.04249i,-0.37704+0.28407i,-0.19129+0.36139i,-0.046117+0.24679i,0.0043137+0.12091i,0.0040029+0.068264i,0.0082689+0.043548i,0.0034355+0.018101i,-0.020626+0.00771i,-0.037607+0.0081875i,-0.047456+0.0054108i,-0.066975+0.002744i,-0.085287+0.0033915i,-0.078031+0.0048357i,-0.04612+0.00123i,-0.016377-0.0057441i,-0.0089129-0.0030721i,-0.015621+0.0055373i,-0.016639+0.0077435i,-0.0075313+0.0071733i,0.0042573+0.0087942i
0.21373+0.22138i,0.3962+0.2022i,0.47325-0.0021427i,0.40998-0.25437i,0.2756-0.35895i,0.13251-0.28558i,0.041527-0.16067i,0.024286-0.087827i,0.012954-0.053235i,0.0053053-0.019284i,0.02225-0.0025968i,0.037404-0.00069735i,0.050057+0.0056348i,0.069541+0.00715i,0.083169-0.0017331i,0.073101-0.0127i,0.039646-0.019591i,0.0072359-0.018635i,-0.0011884-0.010418i,0.0099379-0.0017489i,0.017537+0.00044898i,0.011212-0.0011435i,0.00012975-0.0042811i
-0.19958-0.22645i,-0.32014-0.25171i,-0.39526-0.059482i,-0.40214+0.24811i,-0.31668+0.3999i,-0.17248+0.31874i,-0.077788+0.16209i,-0.055305+0.077847i,-0.035983+0.050622i,-0.016474+0.026356i,-0.01381+0.007304i,-0.021551-0.0058666i,-0.035708-0.011542i,-0.047052-0.0051456i,-0.054037+0.0049605i,-0.047021+0.016934i,-0.015758+0.024055i,0.0086568+0.01999i,0.0045333+0.011202i,-0.010479+0.0044567i,-0.01755+0.002719i,-0.014526+0.0035128i,-0.0048832+0.006238i
0.14977+0.34591i,0.27449+0.47853i,0.38096+0.29248i,0.40288-0.088106i,0.31255-0.27816i,0.18833-0.21978i,0.10943-0.11123i,0.061053-0.06323i,0.016952-0.048348i,-0.0071048-0.030295i,-0.0043124-0.013744i,0.0018209-0.0010634i,0.010996+0.0090151i,0.030625+0.012238i,0.048774+0.0095054i,0.048316-0.00088454i,0.020697-0.011271i,-0.0025445-0.013776i,0.00039404-0.013239i,0.0062064-0.0097221i,0.0077914-0.0034603i,0.0088695-0.0019736i,0.0047334-0.0081798i
-0.27653-0.43066i,-0.47394-0.5621i,-0.55465-0.34497i,-0.51203+0.022842i,-0.41458+0.18613i,-0.28411+0.14935i,-0.15414+0.076526i,-0.068547+0.038879i,-0.015371+0.026758i,0.007856+0.011153i,0.00066459-0.00042857i,-0.003084-0.0047762i,-0.0071926-0.01303i,-0.031748-0.014224i,-0.058539-0.0048738i,-0.059866+0.0086253i,-0.033327+0.020339i,-0.0063277+0.027325i,0.0057476+0.025826i,0.0099536+0.010508i,0.0068293-0.0048004i,0.00068576-0.0053789i,-8.6288e-05+0.0042266i
0.42528+0.26922i,0.59705+0.30027i,0.57285+0.14717i,0.48009-0.040896i,0.41738-0.11707i,0.28741-0.095711i,0.13194-0.036047i,0.057809-0.0037865i,0.023217-0.005172i,0.0033448-0.0023846i,0.0014996-0.00019763i,-0.0020414+0.0018229i,0.0084303+0.013059i,0.040469+0.0139i,0.065823-0.0040397i,0.063054-0.026203i,0.034788-0.044645i,0.00092671-0.053645i,-0.017933-0.041187i,-0.018438-0.015568i,-0.012492+0.0013199i,-0.0080299+0.0050368i,-0.0046009+0.0017002i
-0.28594-0.11187i,-0.37246-0.11651i,-0.3567-0.057197i,-0.37366+0.036348i,-0.39426+0.10773i,-0.2638+0.094054i,-0.10315+0.019761i,-0.0437-0.016228i,-0.020409-0.0062408i,-0.0037369+0.0024023i,0.004154+0.0068322i,0.0052913+0.002586i,-0.011122-0.0076695i,-0.036276-0.0088209i,-0.050689+0.0007745i,-0.046762+0.015682i,-0.026391+0.032454i,-0.00086995+0.042159i,0.013405+0.035823i,0.015293+0.023617i,0.015007+0.013354i,0.0098361+0.003464i,0.00022209-0.00046005i
0.13654+0.17666i,0.20738+0.26075i,0.24637+0.21901i,0.29931+0.08343i,0.30697-0.018078i,0.20229-0.021144i,0.092746+0.0054259i,0.040984-0.0079797i,0.0046392-0.031882i,-0.015718-0.026341i,-0.012217-0.012612i,-0.0020594-0.0040381i,0.015503+0.0075663i,0.040082+0.016224i,0.054045+0.01673i,0.052784+0.0082205i,0.03844-0.013409i,0.015612-0.037095i,-0.0042066-0.044488i,-0.018076-0.03591i,-0.023804-0.020126i,-0.014712-0.0068467i,4.0937e-05-0.0041701i
-0.27761-0.20939i,-0.39993-0.27189i,-0.40677-0.19401i,-0.36464-0.054019i,-0.30036+0.020851i,-0.18362+0.013325i,-0.078463-0.0058956i,-0.029851+0.0093343i,-0.001032+0.028221i,0.011805+0.015331i,0.0018585-0.0002385i,-0.0074672-0.0053722i,-0.021209-0.017065i,-0.048126-0.023521i,-0.067907-0.018164i,-0.070606-0.0044281i,-0.057828+0.021278i,-0.032281+0.048787i,-0.0025452+0.055907i,0.01885+0.039676i,0.023226+0.018131i,0.014057+0.0049372i,0.0029543+0.0010651i
0.37166-0.0077633i,0.47014-0.050744i,0.40777-0.058829i,0.32288-0.032256i,0.2558-0.015337i,0.14258+0.0056455i,0.044193+0.029913i,0.015034+0.017627i,0.0071-0.0072706i,0.0025637-0.0097264i,0.0023463-0.0088634i,0.00093656-0.0027923i,0.017589+0.01896i,0.046381+0.03036i,0.062866+0.021736i,0.064672+0.0017438i,0.053332-0.026418i,0.029703-0.049512i,0.0041655-0.052712i,-0.012242-0.040361i,-0.017304-0.025596i,-0.013976-0.011675i,-0.00755-0.00063647i
-0.14955+0.18896i,-0.15765+0.24871i,-0.15455+0.17594i,-0.21994+0.078995i,-0.24071+0.058832i,-0.13875+0.038287i,-0.041962-0.0052394i,-0.020101-0.0065759i,-0.016523+0.014574i,-0.010264+0.01686i,-0.0047596+0.008598i,-0.006328-0.0077749i,-0.02229-0.027252i,-0.03688-0.036098i,-0.040418-0.030356i,-0.038342-0.014376i,-0.033112+0.0097202i,-0.023072+0.032418i,-0.0091832+0.042731i,0.0045641+0.043019i,0.013942+0.035071i,0.015467+0.019292i,0.0096622+0.0038025i
0.012648-0.072611i,0.0018966-0.064626i,0.067151-0.024602i,0.18906-0.028092i,0.21229-0.06927i,0.11566-0.069832i,0.03892-0.041402i,0.025961-0.042035i,0.016074-0.052985i,0.0016135-0.03465i,0.0017414-0.0028772i,0.013561+0.02128i,0.027272+0.037631i,0.036761+0.044494i,0.040882+0.04068i,0.042626+0.028499i,0.042218+0.0025963i,0.034477-0.027532i,0.019047-0.042735i,0.0025098-0.043444i,-0.0097891-0.035223i,-0.013938-0.021194i,-0.0094121-0.0078546i
-0.11563-0.013927i,-0.1797-0.024765i,-0.23018-0.0040492i,-0.26597+0.052968i,-0.23944+0.086751i,-0.12918+0.071835i,-0.045315+0.037988i,-0.032402+0.026247i,-0.026523+0.028491i,-0.017938+0.016142i,-0.01833+0.0012676i,-0.020291-0.014288i,-0.024905-0.032055i,-0.034594-0.038047i,-0.043184-0.031906i,-0.048887-0.021727i,-0.050398-0.0015172i,-0.041142+0.02379i,-0.023978+0.034171i,-0.012075+0.030311i,-0.0039877+0.024887i,0.0054372+0.017947i,0.010596+0.0092563i
0.1606-0.14197i,0.23401-0.1833i,0.23925-0.15437i,0.22931-0.092321i,0.21106-0.045331i,0.12456-0.014812i,0.051656+0.0085414i,0.039178+0.0068728i,0.033671-0.0061084i,0.026946-0.009105i,0.021424-0.0058685i,0.016935+0.008767i,0.023338+0.026756i,0.032965+0.032436i,0.037409+0.025511i,0.038863+0.013131i,0.038217-0.0010569i,0.034036-0.015703i,0.028233-0.023152i,0.023266-0.023669i,0.014461-0.02386i,0.00047281-0.021167i,-0.010413-0.013524i
-0.0049649+0.22593i,-0.01728+0.27975i,-0.085404+0.20205i,-0.20596+0.10129i,-0.25895+0.073829i,-0.16992+0.058332i,-0.071559+0.019723i,-0.039954+0.0070338i,-0.028242+0.016166i,-0.018753+0.015879i,-0.01284+0.00062205i,-0.013457-0.022527i,-0.022485-0.036024i,-0.028123-0.034809i,-0.026364-0.028093i,-0.024327-0.019625i,-0.026667-0.0095398i,-0.030919+0.0034455i,-0.029903+0.015569i,-0.02267+0.02164i,-0.013328+0.023008i,-0.0038787+0.021747i,0.0051571+0.015855i
-0.082478-0.10265i,-0.095077-0.10981i,0.018926-0.056084i,0.19154-0.035599i,0.23215-0.074522i,0.13202-0.072513i,0.050893-0.030897i,0.027764-0.017231i,0.014067-0.019647i,0.0098722-0.011591i,0.015342+0.0015951i,0.017874+0.017415i,0.021973+0.031104i,0.027973+0.034499i,0.029105+0.032329i,0.028228+0.026648i,0.031383+0.012537i,0.033428-0.0048045i,0.02739-0.015699i,0.017971-0.018355i,0.011597-0.018395i,0.0057963-0.020116i,-0.002385-0.018686i
-0.00086498+0.0095609i,-0.036293+0.010487i,-0.1167+0.014201i,-0.20284+0.046205i,-0.19094+0.078242i,-0.094978+0.049265i,-0.032589-0.0015212i,-0.018933-0.017063i,-0.013772-0.015108i,-0.01952-0.013147i,-0.029019-0.0067164i,-0.029-0.0091901i,-0.031926-0.020102i,-0.036942-0.021605i,-0.033065-0.016492i,-0.027023-0.013704i,-0.026841-0.0094144i,-0.027627-0.0022197i,-0.026683+0.0034465i,-0.024773+0.0055862i,-0.018662+0.007259i,-0.0084688+0.012403i,0.0026958+0.016327i
0.057987-0.060707i,0.12011-0.084621i,0.15735-0.06988i,0.17503-0.039672i,0.16636-0.017495i,0.10763+9.6267e-05i,0.046414+0.0096037i,0.017839+0.0075214i,0.0068743-0.00071332i,0.0084157-0.0053464i,0.014899-0.0051337i,0.018472+0.0027896i,0.027926+0.014055i,0.032865+0.017359i,0.022783+0.014803i,0.013437+0.011488i,0.013559+0.0080645i,0.015976+0.0060767i,0.018846+0.0044001i,0.021495+0.0029249i,0.01819+0.00098826i,0.0097508-0.0033333i,0.00091829-0.0073136i
-0.016743+0.1288i,-0.056927+0.17516i,-0.11562+0.14821i,-0.18042+0.095933i,-0.20723+0.075823i,-0.14031+0.074967i,-0.044271+0.054792i,-0.0011702+0.029513i,0.0038157+0.02126i,-0.001767+0.013768i,-0.010517+0.0013515i,-0.015542-0.0108i,-0.018496-0.019331i,-0.014214-0.023123i,-0.0035194-0.02475i,-0.00043694-0.021912i,-0.0081909-0.014901i,-0.014098-0.0078044i,-0.013437-0.0037976i,-0.013043-0.003678i,-0.013771-0.0020954i,-0.012847+0.0017696i,-0.0078644+0.0040017i
-0.047824-0.095448i,-0.034916-0.11978i,0.040615-0.11434i,0.1296-0.10694i,0.1511-0.10485i,0.084607-0.096264i,0.0053784-0.064665i,-0.024687-0.031792i,-0.022986-0.014817i,-0.005935-0.0022681i,0.016771+0.0033038i,0.026337+0.0073606i,0.026032+0.016974i,0.023113+0.02405i,0.017281+0.024142i,0.013143+0.017842i,0.014831+0.0095663i,0.016349+0.0047318i,0.013658+0.0027461i,0.011775+0.0030094i,0.010334+0.00071574i,0.0085209-0.0032536i,0.0059638-0.004407i
0.0052987+0.0157i,-0.022144+0.037932i,-0.08715+0.078792i,-0.14327+0.11939i,-0.14369+0.11409i,-0.090926+0.07781i,-0.024922+0.044655i,0.0084199+0.02138i,0.0084406+0.0099708i,-0.003081+0.0077791i,-0.015365+0.0078309i,-0.023421+0.00071265i,-0.029306-0.011136i,-0.028686-0.013332i,-0.018156-0.0042861i,-0.0082617+0.0033955i,-0.0060638+0.0026846i,-0.0068884-0.0010038i,-0.0044852-0.0024006i,4.0578e-05-0.0053271i,0.0028324-0.0062074i,0.0022573-0.0023204i,0.0010534+0.0012181i
0.086069-0.0073727i,0.16955-0.057506i,0.20309-0.10718i,0.19255-0.11688i,0.1858-0.088567i,0.15043-0.067463i,0.074399-0.06567i,0.021228-0.053788i,0.0085664-0.038776i,0.0048935-0.026758i,0.0059561-0.014035i,0.012589-0.0039627i,0.015168+0.0023509i,0.0072682+0.0028107i,-0.0081913-0.0016155i,-0.014188-0.0042998i,-0.0095304-0.003347i,-0.0071234-0.0022772i,-0.0082228+8.2147e-05i,-0.0085459+0.0062109i,-0.0071101+0.010073i,-0.0044507+0.0095327i,-0.0015376+0.0079691i
-0.092805+0.10931i,-0.19625+0.20238i,-0.23511+0.2438i,-0.22566+0.20535i,-0.23397+0.15217i,-0.18412+0.12825i,-0.075294+0.10558i,-0.013391+0.066417i,-0.0053041+0.035143i,-0.0060332+0.015307i,-0.013312+0.0018133i,-0.01915-0.0026856i,-0.013213-0.0057157i,-0.00082051-0.010457i,0.0097125-0.012535i,0.010405-0.011274i,0.0055614-0.0096786i,0.0037696-0.0088234i,0.0037547-0.0073206i,0.0040601-0.0059016i,0.0025968-0.0061762i,-0.0010072-0.0086372i,-0.0025755-0.010607i
0.018251-0.16189i,0.068478-0.25296i,0.12572-0.27188i,0.16299-0.20211i,0.18012-0.10737i,0.13755-0.061688i,0.053706-0.05302i,0.0077408-0.037744i,0.0048769-0.02112i,0.010728-0.014061i,0.017774-0.0098288i,0.022102-0.0031916i,0.020859+0.0072725i,0.018399+0.015455i,0.015295+0.013595i,0.010385+0.0061856i,0.0039363+0.0034098i,-0.0013724+0.0036198i,-0.0052246+0.00091313i,-0.010735-0.0041129i,-0.014692-0.0052461i,-0.01147-0.0028167i,-0.0062387+0.0011502i
