-0.0026999+0.00021814i,-0.001434-0.0013159i,-0.0022109-0.0014103i,-0.0036622-0.00055401i,-0.0035211+0.00028722i,-0.0019787+0.00088936i,-0.00067928+0.00091135i,0.00035505+0.00060828i,0.0011185+0.00035295i,0.0010217+0.00050887i,0.00063967+0.00025919i,0.00090352-0.00034497i,0.0010455+0.00027567i,3.7206e-05+0.00056142i,-0.0002735-0.00010663i,-0.00015097-4.097e-05i,3.9746e-05+5.5477e-05i,0.00024385+6.0065e-05i,0.00041576+0.00099773i,-0.00041453+0.0010078i,-0.0012612+1.7062e-05i,-0.00076596-0.00028184i,-0.00016606-0.00042448i
0.26961-0.13707i,0.28832-0.23217i,0.24717-0.14584i,0.21408+0.042216i,0.15758+0.14409i,0.067447+0.12938i,0.0093243+0.087635i,0.0027886+0.059356i,0.011655+0.028071i,0.0045281-0.0079212i,-0.01057-0.024688i,-0.015005-0.021648i,-0.0085909-0.021748i,-0.0020676-0.035242i,1.7033e-06-0.059335i,-0.0064601-0.075761i,-0.021992-0.071757i,-0.040037-0.05609i,-0.053925-0.033157i,-0.05523-0.0074343i,-0.041666+0.0090308i,-0.02345+0.015213i,-0.0076613+0.021602i
-0.33692+0.22445i,-0.50336+0.33889i,-0.44898+0.29383i,-0.35941+0.18317i,-0.31566+0.16566i,-0.2006+0.17351i,-0.060334+0.098497i,-0.0059415+0.029169i,0.0020103+0.025607i,0.0063108+0.026978i,0.0032726+0.01022i,-0.0035454-0.004847i,-0.018823+0.0011042i,-0.028622+0.03208i,-0.017703+0.060796i,0.00029157+0.061461i,0.010067+0.043309i,0.0094458+0.035503i,0.0047615+0.043855i,0.0039161+0.048098i,0.0087709+0.038605i,0.01503+0.021827i,0.015065+0.0030444i
0.27594-0.25267i,0.38201-0.28799i,0.34115-0.34343i,0.26035-0.43347i,0.23172-0.4777i,0.17094-0.39509i,0.06555-0.22213i,0.0076549-0.098662i,-0.0079784-0.057869i,-0.0068813-0.032061i,0.0097176-0.012439i,0.021611-0.011746i,0.021047-0.022064i,0.0068824-0.03638i,-0.015999-0.040471i,-0.035171-0.018437i,-0.036405+0.019871i,-0.013015+0.033397i,0.016054+0.0066562i,0.030134-0.025383i,0.028849-0.031296i,0.02369-0.018505i,0.018937-0.011894i
0.062294+0.092617i,0.13807+0.11384i,0.066274+0.16793i,-0.022565+0.3097i,-0.019348+0.36217i,-0.0063191+0.25084i,-0.016042+0.12667i,-0.00027182+0.057825i,0.026988+0.014354i,0.037918+0.0028934i,0.037354+0.026026i,0.032213+0.048899i,0.031059+0.050134i,0.03823+0.036827i,0.046164+0.020028i,0.051525-0.0035983i,0.046827-0.036027i,0.025759-0.052776i,0.0019541-0.037689i,-0.011438-0.0089639i,-0.019891+0.0059667i,-0.030071+0.0066607i,-0.034088+0.011918i
-0.64335-0.012668i,-0.78562-0.030482i,-0.5912+0.047855i,-0.31831+0.093311i,-0.23269+0.10288i,-0.18797+0.12841i,-0.077301+0.10129i,-0.022246+0.051191i,-0.028424+0.040566i,-0.038931+0.021648i,-0.052234-0.010303i,-0.056342-0.017996i,-0.051262-0.0090266i,-0.052974+0.0071603i,-0.056294+0.024439i,-0.048012+0.036228i,-0.026925+0.041857i,-0.0062096+0.042724i,9.9458e-05+0.039956i,-0.0054696+0.028439i,-0.0081122+0.0087028i,-0.0031334-0.011542i,0.0019241-0.018717i
0.64137+0.15494i,0.80068+0.095626i,0.72558-0.052537i,0.58248-0.26078i,0.49596-0.40162i,0.34888-0.37479i,0.15723-0.21871i,0.049209-0.080603i,0.0084467-0.031484i,-0.011771-0.026767i,-0.015399-0.035418i,-0.01139-0.045125i,-0.00095545-0.044459i,0.018754-0.050317i,0.034356-0.066873i,0.025909-0.071429i,0.0023007-0.054713i,-0.0089688-0.039084i,-0.0012101-0.044719i,0.013056-0.059205i,0.02283-0.052621i,0.027163-0.023799i,0.025359-0.0068599i
0.096129+0.10373i,-0.037799+0.12891i,-0.1519+0.044191i,-0.24828+0.023733i,-0.27122+0.10415i,-0.16954+0.12019i,-0.073185+0.058395i,-0.02654+0.019241i,0.019978+0.018926i,0.04838+0.03808i,0.055574+0.058885i,0.052005+0.056324i,0.030045+0.048117i,0.0088654+0.06124i,0.0089325+0.077392i,0.022552+0.069569i,0.030497+0.037377i,0.017184+0.0092459i,-0.0086054+0.017716i,-0.019769+0.052445i,-0.017869+0.072668i,-0.017611+0.064829i,-0.013095+0.043471i
-0.39821-0.71418i,-0.49917-0.72919i,-0.45965-0.42961i,-0.37203-0.085306i,-0.32232+0.083578i,-0.26213+0.13318i,-0.13806+0.099938i,-0.042551+0.029804i,-0.011094-0.0015199i,0.0092913-0.012722i,0.017091-0.01814i,0.018198-0.0092655i,0.018218-0.015399i,-0.0030641-0.039531i,-0.037224-0.053224i,-0.062866-0.038661i,-0.066084+0.0013466i,-0.043783+0.043949i,-0.016069+0.055076i,-0.0082129+0.034671i,-0.011472+0.0071345i,-0.0097185-0.013852i,-0.0088836-0.017559i
0.16967+0.58266i,0.45663+0.76871i,0.55345+0.62709i,0.54842+0.30673i,0.53445+0.037834i,0.40942-0.10906i,0.20864-0.094514i,0.08497-0.023631i,0.029378-0.014361i,-0.013067-0.023722i,-0.03316-0.019594i,-0.037395-0.014109i,-0.018439-0.0099215i,0.018014-0.013724i,0.048155-0.01599i,0.069943-0.017876i,0.07702-0.029675i,0.074194-0.042628i,0.073839-0.057828i,0.069453-0.080653i,0.056742-0.089895i,0.040546-0.071648i,0.023804-0.045503i
-0.33778+0.25916i,-0.41132+0.064366i,-0.31212-0.12199i,-0.16003-0.1786i,-0.080738-0.13687i,-0.05106-0.056127i,-0.0328-0.0023236i,-0.025159+0.010166i,-0.031826+0.013433i,-0.04614+0.018027i,-0.052442+0.015219i,-0.05063+0.0087643i,-0.063627+0.015652i,-0.083629+0.039874i,-0.088546+0.063997i,-0.07268+0.077435i,-0.040843+0.064026i,-0.025937+0.017839i,-0.042066-0.0094277i,-0.050308+0.016579i,-0.037225+0.053618i,-0.023337+0.061338i,-0.012177+0.047767i
0.50666-0.5983i,0.37479-0.78026i,0.12152-0.58716i,-0.094508-0.29397i,-0.23118-0.11289i,-0.23553+0.004741i,-0.13184+0.035783i,-0.065085+0.0056191i,-0.030495+0.014208i,0.027836+0.020239i,0.059917-0.0002133i,0.056488-0.0049766i,0.048451+0.00062668i,0.047399-0.0081359i,0.050286-0.040486i,0.024393-0.07364i,-0.029162-0.064047i,-0.065873-0.011294i,-0.066775+0.034035i,-0.053998+0.044059i,-0.042916+0.037848i,-0.027328+0.027472i,-0.014774+0.013962i
0.096071+0.4076i,0.11259+0.74763i,0.12085+0.70125i,0.10389+0.43276i,0.14155+0.22903i,0.17803+0.05731i,0.11953-0.039192i,0.068562-0.017796i,0.064613-0.0036394i,0.044134-0.00021958i,0.034748+0.026087i,0.049324+0.032526i,0.060425+0.018803i,0.060236+0.012544i,0.053551+0.02296i,0.058656+0.029747i,0.071247+0.017169i,0.075731+0.0084862i,0.077935+0.0079062i,0.074709-0.013026i,0.057178-0.046805i,0.035934-0.054442i,0.022963-0.037605i
-0.628-0.35217i,-0.61897-0.38213i,-0.37542-0.33374i,-0.11639-0.233i,-0.0099105-0.14417i,-0.014537-0.063337i,-0.019814+0.0036583i,0.0068309+0.017328i,0.018129-0.0086413i,-0.0033751-0.029618i,-0.026336-0.034531i,-0.029679-0.040639i,-0.028023-0.060167i,-0.046377-0.073883i,-0.075865-0.061286i,-0.08983-0.020578i,-0.068821+0.020723i,-0.019148+0.018806i,0.013226-0.017972i,0.014238-0.030273i,0.012917-0.0099895i,0.0091878+0.0042622i,-0.0018913+0.0082954i
0.31818+0.04785i,0.47217-0.1195i,0.32767-0.18139i,0.11498-0.13231i,0.010205-0.08301i,-0.041748-0.026267i,-0.045406+0.019365i,-0.045222+0.010813i,-0.061465+0.013856i,-0.039758+0.023307i,-0.025101-0.0010695i,-0.04907-0.007737i,-0.059685+0.018226i,-0.032884+0.03447i,0.0074146+0.026147i,0.033436+0.0022347i,0.028817-0.020259i,-0.012746-0.023494i,-0.052905-0.0057013i,-0.056764+0.015956i,-0.040218+0.031289i,-0.01937+0.033183i,-0.0015043+0.018393i
-0.052009+0.5816i,-0.092277+0.67308i,-0.04968+0.58996i,0.016194+0.37502i,0.053686+0.17349i,0.092701+0.038711i,0.081536-0.040023i,0.030469-0.045216i,0.0011746-0.023818i,-0.017528-0.0047191i,-0.021714+0.024974i,-0.014847+0.045427i,-0.022096+0.056477i,-0.030251+0.069921i,-0.021558+0.077953i,-0.0011582+0.068041i,0.017778+0.038076i,0.031584+0.011067i,0.034826+0.010118i,0.023617+0.013629i,0.005016-0.0048276i,-0.0093632-0.021408i,-0.013349-0.018657i
0.091191-0.54907i,-0.10777-0.62039i,-0.15916-0.46286i,-0.076684-0.2399i,-0.027824-0.082723i,-0.048057-0.010027i,-0.045719+0.020878i,-0.0040029+0.034764i,0.040935+0.030351i,0.065936+0.015418i,0.07624+0.010187i,0.09527+0.0075779i,0.11328-0.013229i,0.10655-0.045109i,0.074588-0.071911i,0.01942-0.080624i,-0.034256-0.051251i,-0.043143-0.0043628i,-0.012586+0.0065593i,0.011542-0.012122i,0.020408-0.018772i,0.020471-0.01426i,0.0089174-0.01078i
0.21951-0.10749i,0.30998-0.12329i,0.26283-0.19677i,0.12633-0.20547i,0.032715-0.1358i,-0.0012174-0.053455i,-0.021659+0.0034822i,-0.022097+0.025193i,-0.013574+0.027342i,-0.0043539+0.024479i,0.00085642+0.0092015i,0.00054685-0.0077353i,0.0021353-0.016961i,-0.0040973-0.022249i,-0.013048-0.020728i,-0.0031694-0.0063641i,0.014155+0.0036042i,0.00038627-0.0054667i,-0.035524-0.013861i,-0.040339-0.0051616i,-0.01502+0.012603i,0.0075337+0.027627i,0.019017+0.031969i
-0.43802+0.2416i,-0.28892+0.46857i,-0.10548+0.43573i,-0.03703+0.20004i,0.0086741+0.025699i,0.067748-0.035852i,0.080245-0.049124i,0.061219-0.050004i,0.031182-0.061104i,-0.017327-0.066932i,-0.052618-0.054836i,-0.073543-0.048433i,-0.097523-0.042995i,-0.10569-0.020185i,-0.095244+0.014967i,-0.068756+0.046946i,-0.017353+0.053994i,0.042461+0.038941i,0.070488+0.030202i,0.051317+0.032386i,0.011288+0.022947i,-0.018928+0.0011234i,-0.027445-0.009329i
-0.081403-0.025424i,-0.23097-0.2167i,-0.33752-0.17185i,-0.25356-0.0028797i,-0.15239+0.038569i,-0.12072+0.014879i,-0.075105+0.017025i,-0.03297+0.020876i,-0.013272+0.029508i,0.010867+0.033224i,0.016304+0.02132i,0.0069122+0.021611i,0.010291+0.033185i,0.026428+0.039406i,0.052725+0.033171i,0.065386+0.0047557i,0.039627-0.022868i,0.0029479-0.020767i,-0.0087096-0.012405i,-0.010785-0.023264i,-0.014974-0.029479i,-0.0075385-0.020533i,0.0020514-0.016323i
0.38849+0.11024i,0.46822-0.029295i,0.43105-0.11083i,0.30128-0.074189i,0.17177-0.0058849i,0.06895+0.0079357i,-0.0032323-0.0050141i,-0.039989-0.0015824i,-0.040472+0.024648i,-0.0076254+0.044894i,0.0238+0.048675i,0.036482+0.051617i,0.043077+0.050584i,0.038956+0.033025i,0.020077+0.0050931i,-0.00067347-0.012148i,-0.012847-0.01738i,-0.025506-0.030762i,-0.036291-0.043231i,-0.015259-0.035128i,0.026824-0.021438i,0.043603-0.010713i,0.034191-0.00074951i
0.082082-0.019114i,0.067632+0.21709i,0.16256+0.27912i,0.22323+0.090074i,0.17524-0.053026i,0.12244-0.045553i,0.08863-0.020669i,0.068889-0.020783i,0.053527-0.044888i,0.021155-0.057242i,0.014308-0.03967i,0.035745-0.034853i,0.040039-0.041133i,0.024439-0.038923i,-0.00065341-0.036365i,-0.031641-0.027948i,-0.04833-0.0016863i,-0.032636+0.035783i,-0.0064728+0.062874i,-0.0028695+0.071111i,-0.015257+0.065007i,-0.023054+0.04272i,-0.022382+0.021119i
-0.26756-0.32211i,-0.4242-0.38219i,-0.52814-0.36676i,-0.48457-0.23072i,-0.32291-0.082496i,-0.18009+0.005826i,-0.085862+0.050029i,-0.025976+0.051015i,-0.0098461+0.03173i,-0.020022+0.0069662i,-0.037159-0.019977i,-0.048153-0.038293i,-0.048681-0.054945i,-0.039179-0.062174i,-0.016696-0.041434i,0.0169-0.0044333i,0.047311+0.017225i,0.050232+0.0094493i,0.024307-0.014432i,-0.015475-0.033445i,-0.04792-0.032987i,-0.050597-0.016524i,-0.033518-0.0040281i
-0.11246+0.16144i,0.10104+0.11815i,0.17774+0.049719i,0.086844+0.058188i,0.016839+0.080799i,0.021498+0.036479i,0.0036859-0.0066335i,-0.026802+0.014521i,-0.011348+0.057635i,0.022595+0.074541i,0.021756+0.069777i,-0.0058059+0.064489i,-0.032618+0.062408i,-0.054791+0.064494i,-0.061708+0.069778i,-0.045521+0.065979i,-0.016905+0.042616i,0.0078648+0.0085029i,0.02574-0.010873i,0.053931-0.018147i,0.07809-0.029391i,0.069979-0.034885i,0.045279-0.027909i
0.091664+0.23409i,0.13589+0.29599i,0.24013+0.32929i,0.36855+0.20347i,0.36358-0.007091i,0.22575-0.11032i,0.11331-0.093712i,0.062367-0.06062i,0.034978-0.049028i,0.021113-0.03437i,0.021734-0.008706i,0.025847+0.022476i,0.028463+0.057501i,0.034516+0.072142i,0.037571+0.044517i,0.023694-0.0095682i,-0.01123-0.043369i,-0.042224-0.025603i,-0.040514+0.017278i,-0.017241+0.049228i,0.0030868+0.058757i,0.011437+0.046344i,0.0086451+0.028333i
0.19683-0.092996i,0.0048662-0.25979i,-0.13939-0.30664i,-0.1206-0.2478i,-0.072593-0.16999i,-0.083562-0.07353i,-0.076348+0.010102i,-0.025024+0.014554i,0.0014558-0.030655i,-0.002455-0.070504i,-0.002716-0.087837i,0.01741-0.091868i,0.053458-0.10328i,0.086174-0.11824i,0.10001-0.11947i,0.088684-0.096567i,0.067059-0.05171i,0.051551-0.015909i,0.027123-0.017844i,-0.022912-0.029545i,-0.06496-0.015811i,-0.060477+0.0023061i,-0.03176+0.0031757i
-0.031442-0.19028i,-0.022155-0.10526i,-0.043261-0.11688i,-0.17379-0.14951i,-0.23842-0.066144i,-0.13893+0.034156i,-0.031249+0.03501i,-0.0097135+0.014114i,-0.014969+0.026756i,-0.021237+0.048255i,-0.020475+0.064216i,-0.0096504+0.053794i,-0.028289+0.020076i,-0.080217+0.0047281i,-0.12308+0.024279i,-0.12786+0.065452i,-0.087595+0.086797i,-0.032991+0.052821i,-0.0050377-0.0014399i,0.007937-0.037219i,0.017447-0.057264i,0.01174-0.052486i,0.0035609-0.02671i
-0.043792+0.013543i,0.064407+0.10705i,0.12807+0.14975i,0.096776+0.13217i,0.035438+0.062817i,0.00060654-0.022383i,-0.017735-0.050024i,-0.025125-0.024862i,-0.02604+0.011208i,-0.015262+0.038596i,-0.0092644+0.036588i,-0.037811+0.029162i,-0.071739+0.05156i,-0.078159+0.076402i,-0.064734+0.075767i,-0.041919+0.048495i,-0.023439+0.0079125i,-0.021675-0.0080863i,-0.014505+0.018544i,0.019425+0.052125i,0.049793+0.054528i,0.041115+0.03124i,0.0069693+0.010056i
-0.30882+0.18061i,-0.30468+0.18973i,-0.23262+0.22373i,-0.054381+0.26856i,0.10535+0.23812i,0.10946+0.15564i,0.049113+0.096412i,0.02931+0.068171i,0.045252+0.040397i,0.063091-0.0069216i,0.0567-0.051797i,0.048571-0.056291i,0.081357-0.034959i,0.1385-0.023191i,0.1749-0.030698i,0.17206-0.053752i,0.12006-0.064402i,0.044781-0.031894i,-0.0035388+0.0097136i,-0.031165+0.027269i,-0.047256+0.037726i,-0.028467+0.03613i,0.0045103+0.015401i
0.21402-0.093981i,0.15429-0.26186i,0.1202-0.31104i,0.16545-0.28202i,0.18635-0.2186i,0.1423-0.13376i,0.080405-0.071192i,0.036389-0.041139i,0.012225-0.03613i,-0.014036-0.029926i,-0.027611+0.010569i,-0.005402+0.037175i,0.0034801-4.8672e-05i,-0.023728-0.052068i,-0.049701-0.068151i,-0.061754-0.038577i,-0.047118+0.0097689i,-0.0023843+0.011366i,0.024005-0.039377i,0.013096-0.084547i,-0.005643-0.090096i,-0.01167-0.05767i,-0.0038614-0.018741i
0.33255+0.06751i,0.43491-0.011587i,0.38228-0.17376i,0.16158-0.30216i,-0.03528-0.30306i,-0.10672-0.20658i,-0.1045-0.094182i,-0.069561-0.023148i,-0.034489+0.0052434i,-0.015318+0.025772i,-0.00015319+0.029802i,-0.0095681+0.011836i,-0.052925-0.0003249i,-0.097307-0.0012371i,-0.12078+0.0046265i,-0.1174+0.015451i,-0.081067+0.026765i,-0.026944+0.03481i,0.014833+0.041172i,0.042542+0.051221i,0.060769+0.04515i,0.047036+0.017453i,0.010404+0.0026778i
-0.341-0.12102i,-0.53482+0.14297i,-0.51373+0.32021i,-0.33971+0.2883i,-0.1857+0.19565i,-0.063963+0.15616i,0.033453+0.12551i,0.06179+0.076211i,0.050404+0.042975i,0.04097+0.017879i,0.03081-0.0010041i,0.029286+0.0073163i,0.043621+0.043048i,0.055385+0.08588i,0.064698+0.10443i,0.077359+0.080652i,0.066129+0.023489i,0.014553-0.018432i,-0.03583-0.012071i,-0.052946+0.0066105i,-0.049928+0.011945i,-0.034923+0.0090491i,-0.014064-0.0022159i
-0.018637-0.033297i,0.075006-0.11335i,0.094161-0.12104i,0.079522-0.035584i,0.09244+0.00092814i,0.098249-0.036232i,0.066169-0.062253i,0.029713-0.050319i,0.0068363-0.033787i,-0.0065559-0.034736i,-0.014813-0.040308i,-0.0062542-0.039709i,0.02604-0.040083i,0.063399-0.047885i,0.079258-0.05414i,0.063974-0.041955i,0.039594-0.011548i,0.028005+0.0060449i,0.022096-0.0057326i,0.0097761-0.023455i,-0.0027503-0.02237i,0.0028186-0.0057789i,0.020205+0.0016821i
-0.077727+0.099642i,0.056199+0.049207i,0.13723-0.050304i,0.10338-0.13643i,0.018693-0.16557i,-0.061272-0.14453i,-0.079266-0.086346i,-0.032149-0.03795i,0.0042571-0.024224i,0.0089541-0.0082387i,0.0072938+0.0025877i,-0.010562-0.01768i,-0.056966-0.051943i,-0.10465-0.070364i,-0.1234-0.065654i,-0.11594-0.049656i,-0.090606-0.023908i,-0.046716+0.0041911i,-0.0084901+0.019079i,0.0053866+0.029251i,0.011901+0.038064i,0.011265+0.030424i,-0.0034908+0.020921i
0.20581+0.037992i,0.096662+0.011794i,0.022869+0.074271i,0.073064+0.1261i,0.12659+0.11903i,0.11121+0.10329i,0.0719+0.070817i,0.035299+0.02595i,0.0050184+0.0065677i,-0.015466+0.0086098i,-0.028594+0.031175i,-0.025028+0.059378i,-0.014287+0.065349i,-0.0079829+0.062281i,-0.0017771+0.06195i,0.011158+0.060235i,0.024981+0.047275i,0.0188+0.02634i,0.004916+0.01562i,0.0070628+0.0025783i,0.0098701-0.019088i,-0.00066192-0.022564i,-0.011206-0.0066976i
0.027154-0.001138i,0.02436-0.026845i,-0.0021273-0.10811i,-0.057702-0.15282i,-0.087758-0.12821i,-0.11154-0.089042i,-0.13828-0.031529i,-0.12462+0.025671i,-0.079709+0.051873i,-0.023413+0.059977i,0.015761+0.04717i,0.016538+0.045218i,0.018857+0.071371i,0.050202+0.076405i,0.08431+0.042425i,0.093-0.0044477i,0.074807-0.041973i,0.041157-0.057855i,0.010626-0.05451i,-0.0055642-0.042957i,-0.011879-0.031292i,-0.0080216-0.020376i,0.0040324-0.0088123i
-0.051094-0.22631i,-0.081412-0.19632i,-0.045898-0.16668i,-0.016263-0.14539i,-0.0119-0.079728i,0.0083603-0.017206i,0.023771-0.013593i,0.013308-0.016817i,0.0078488-0.011461i,0.016965-0.030961i,0.019755-0.05736i,0.02178-0.067641i,0.015032-0.090444i,-0.021306-0.12291i,-0.065319-0.12181i,-0.093788-0.083008i,-0.096061-0.028017i,-0.059204+0.0089084i,-0.016096+0.0036729i,-0.0069414-0.0065333i,-0.017111+0.011144i,-0.021818+0.027694i,-0.025377+0.022692i
-0.087851+0.18568i,0.031918+0.2332i,0.13774+0.22682i,0.22137+0.17224i,0.27102+0.091655i,0.22986+0.030837i,0.1469+0.032085i,0.11094+0.063144i,0.10986+0.058757i,0.082664+0.026446i,0.048129+0.014393i,0.051965+0.013931i,0.051763+0.0088745i,0.017264+0.023414i,-0.01878+0.051765i,-0.030489+0.073115i,-0.016039+0.077491i,-0.0021794+0.061219i,-0.011943+0.047842i,-0.024783+0.04294i,-0.016706+0.027312i,0.0046792+0.0013149i,0.020546-0.020496i
-0.02475+0.0022563i,-0.03957+0.00080722i,-0.019869-0.011113i,0.053936-0.074383i,0.1383-0.13237i,0.15727-0.11436i,0.10798-0.048341i,0.056478-0.0020352i,0.022332+0.0047081i,-0.018033+0.0056172i,-0.050268+0.018506i,-0.062856+0.015948i,-0.061092+0.0055868i,-0.0422+0.0085191i,-0.0064295+0.019511i,0.041324+0.023199i,0.076327+0.0096351i,0.077862-0.0096696i,0.067482-0.01905i,0.067157-0.02704i,0.063954-0.041164i,0.039166-0.043617i,0.007465-0.024471i
0.17344-0.084415i,0.10127-0.3324i,-0.068344-0.44387i,-0.22134-0.37393i,-0.31475-0.26957i,-0.32281-0.14098i,-0.20958-0.005923i,-0.054245+0.038239i,0.027535+0.02143i,0.041864+0.0084135i,0.031539+0.0031595i,0.02818+0.0083565i,0.038858+0.01722i,0.05323+0.023341i,0.068025+0.0081151i,0.061109-0.025307i,0.034051-0.040222i,0.01397-0.027142i,0.014543+0.0014338i,0.03307+0.026156i,0.041786+0.031257i,0.026397+0.024309i,0.0048845+0.014754i
-0.059512+0.15596i,-0.00051681+0.39641i,0.10288+0.40858i,0.11149+0.19744i,0.073806+0.0098131i,0.10342-0.10107i,0.12333-0.16987i,0.064156-0.15169i,0.017085-0.059481i,0.02008+0.020448i,0.021385+0.046848i,-0.011752+0.051972i,-0.044865+0.060233i,-0.047872+0.054422i,-0.034945+0.041298i,-0.013467+0.036592i,0.0090276+0.026087i,0.011316-0.014543i,-0.028749-0.060926i,-0.087258-0.055511i,-0.10801-0.015334i,-0.08673+0.0076112i,-0.055873+0.013472i
-0.079276-0.19475i,-0.14969-0.22123i,-0.1165-0.12369i,0.048813+0.018906i,0.17231+0.028795i,0.11398-0.038421i,-0.022926-0.046383i,-0.10284-0.017803i,-0.10389-0.0079679i,-0.061822-0.0078169i,-0.0057771+0.0042184i,0.040948-0.0024142i,0.038544-0.051914i,-0.023764-0.099302i,-0.10877-0.10372i,-0.17595-0.072136i,-0.19907-0.017982i,-0.16545+0.043926i,-0.086977+0.076063i,-0.0028115+0.052741i,0.058307+0.011408i,0.09508-0.012526i,0.10021-0.031776i
-0.010612+0.12045i,0.077033+0.086475i,0.07077+0.042037i,-0.025893+0.049293i,-0.14074+0.14268i,-0.17485+0.25105i,-0.12927+0.19651i,-0.13191+0.046915i,-0.15003+0.0045052i,-0.092535+0.023022i,-0.047026+0.0042306i,-0.067024-0.001775i,-0.076416+0.036287i,-0.023887+0.061909i,0.060778+0.033271i,0.111-0.019077i,0.11278-0.026406i,0.098247+0.008295i,0.078225+0.033682i,0.04605+0.043691i,0.015867+0.042266i,-1.0874e-06+0.018441i,-0.016982-0.0045574i
0.1931+0.015153i,0.31767-0.049174i,0.41488-0.13298i,0.44557-0.24104i,0.38858-0.33831i,0.23227-0.37609i,0.034446-0.24932i,-0.037178+0.002439i,0.039172+0.135i,0.097105+0.084791i,0.08337-0.0042491i,0.050808-0.067819i,-0.00087944-0.10916i,-0.054889-0.09299i,-0.071801-0.020397i,-0.056511+0.056636i,-0.01412+0.11186i,0.040228+0.12835i,0.069995+0.10798i,0.07248+0.086567i,0.07335+0.072487i,0.071359+0.041854i,0.051572+0.0061131i
-0.28244+8.2554i,3.004+7.6398i,6.6049+6.7027i,7.4331+3.5872i,6.0713+0.30947i,3.131-1.6725i,-0.17158-1.0118i,-1.4527+1.0315i,-0.46573+2.0962i,0.95748+1.3709i,1.2131-0.11474i,0.53434-0.92159i,0.043168-0.80673i,-0.023991-0.40343i,0.11191-0.24568i,0.15293-0.25619i,-0.011857-0.10041i,-0.14527+0.25821i,-0.072899+0.59686i,0.11757+0.72475i,0.27828+0.68637i,0.38547+0.66139i,0.50742+0.61454i
-0.12688+0.03276i,-0.24265+0.21892i,-0.17497+0.3011i,-0.030472+0.17902i,0.046172+0.10846i,0.098067+0.10658i,0.10367+0.010615i,0.060665-0.076531i,0.037998-0.10589i,0.0016272-0.11582i,-0.034271-0.057485i,-0.019428+0.023269i,-0.003364+0.070002i,-0.0063884+0.085382i,-0.0057055+0.078124i,0.0040716+0.064859i,0.01215+0.038541i,0.0077401+0.00033997i,0.0036524-0.024581i,0.011465-0.037685i,0.024063-0.050203i,0.022261-0.063504i,-0.0014539-0.071741i
0.10596-0.1793i,0.12503-0.38081i,0.11609-0.45785i,0.1292-0.39008i,0.17828-0.32977i,0.14556-0.24191i,0.071309-0.035415i,0.076801+0.13867i,0.10759+0.16975i,0.11037+0.11745i,0.091761+0.04516i,0.07415-0.004917i,0.067795-0.025648i,0.062888-0.0041853i,0.076995+0.048556i,0.11051+0.071305i,0.12431+0.048901i,0.10012+0.011408i,0.060017-0.0027771i,0.031615+0.0076739i,0.01356+0.010573i,-0.0043394+0.0035354i,-0.014723-0.0049363i
-0.099975-0.020745i,-0.13008+0.051095i,-0.092336+0.099359i,0.090038+0.0042105i,0.2707-0.20607i,0.31399-0.28687i,0.28974-0.17785i,0.26044-0.076792i,0.18877-0.046838i,0.081224-0.017717i,0.013273+0.019041i,0.0071501+0.041638i,0.027591+0.05638i,0.052789+0.062129i,0.067101+0.044778i,0.057893+0.013559i,0.036612-0.019282i,0.0041632-0.033321i,-0.018603-0.015668i,-0.01307-0.00058105i,-0.009591-0.0075776i,-0.015623-0.012175i,-0.0084504-0.0070134i
0.009535+0.18067i,-0.083329+0.20142i,-0.13297+0.15357i,-0.10158+0.0033244i,-0.09581-0.17379i,-0.093188-0.21486i,0.013576-0.16168i,0.10661-0.18061i,0.049644-0.21457i,-0.057816-0.15449i,-0.093817-0.067768i,-0.067343-0.031931i,-0.022452-0.022162i,0.0073689-0.0083201i,0.0036705+0.005229i,-0.0077366+0.01978i,0.0036753+0.032971i,0.028413+0.026771i,0.037695+0.006579i,0.035016-0.0064562i,0.035144-0.0164i,0.029472-0.028598i,0.0246-0.03895i
0.0079542-0.20771i,0.034322-0.32507i,-0.028317-0.3134i,-0.08734-0.11303i,0.014199+0.05614i,0.11493+0.040666i,0.08346-0.019495i,0.06487-0.049829i,0.070426-0.098038i,0.032992-0.10631i,0.0046162-0.047273i,0.0045769-0.0012928i,-0.00080075+0.0080906i,-0.017505+0.012868i,-0.029158+0.016743i,-0.034205+0.014957i,-0.046626+0.011371i,-0.04991+0.022696i,-0.017185+0.035385i,0.021139+0.015594i,0.027159-0.010388i,0.021893-0.013314i,0.015894-0.011873i
0.048894+0.0076695i,-0.053521+0.036437i,-0.11935+0.093876i,-0.077562+0.11985i,-0.0034167+0.040323i,0.04007-0.051577i,0.08596-0.039117i,0.14785-0.0049595i,0.16105-0.0086454i,0.10871-0.013926i,0.055263-0.03222i,0.027077-0.056088i,0.025743-0.054751i,0.042831-0.043199i,0.056911-0.032696i,0.06532-0.021461i,0.073619-0.013207i,0.078295-0.011809i,0.06342-0.01183i,0.032947-0.0020588i,0.016718+0.012879i,0.019323+0.015664i,0.026409+0.0092832i
