-0.0013223+0.00094574i,6.5319e-05-0.00079894i,-0.0024425-0.001327i,-0.0022816+0.00069534i,-0.0011504+0.0032964i,-0.0016835+0.0035685i,-0.001068+0.0026746i,-1.9282e-05+0.0015448i,0.00063696+0.00088807i,0.0011272+0.00071738i,0.0016831-0.00085893i,0.001017-0.0015953i,-0.00050994-0.0011488i,-0.0010494-0.00099583i,-0.00060397-0.00043514i,-1.266e-05-0.00024954i,0.00042612+0.00018518i,0.00081072-0.00013541i,0.00087093+0.00015426i,0.00030265+0.00053497i,9.8241e-05-0.00024264i,-0.00018724-0.00070789i,-1.5106e-05-0.00023987i
0.017126-0.0052571i,-0.0017727-0.030199i,-0.027314-0.047839i,-0.015187-0.034395i,0.022014-0.012491i,0.040051-0.0063694i,0.031882-0.0038107i,0.016402-0.000859i,0.0074427-0.0040174i,0.0038986-0.0051761i,0.0014649-0.0031256i,0.0014547-0.001789i,0.0026906-0.00033328i,0.0026336+0.00031822i,0.0032583-0.00036032i,0.0027464-0.0016631i,0.00036289-0.0027961i,-0.0011385-0.0012271i,-0.00135+0.0001615i,-0.00095274-0.0016209i,-0.00089449-0.0042854i,-0.002386-0.0040611i,-0.0029566-0.0011689i
-0.0093866+0.016305i,0.012415+0.0020579i,0.025748-0.040018i,0.004489-0.080364i,-0.0092589-0.081825i,0.003761-0.053038i,0.013393-0.028287i,0.011583-0.016516i,0.0052669-0.011313i,-2.2317e-05-0.0087754i,-0.0024882-0.006272i,-0.0034192-0.004259i,-0.0041262-0.0019798i,-0.0049739+0.00074234i,-0.0065029+0.0038444i,-0.0061771+0.0066917i,-0.0010015+0.0077878i,0.0054847+0.0076305i,0.0076898+0.006399i,0.0047006+0.004989i,-0.0014163+0.0041946i,-0.0055574+0.0040231i,-0.0041585+0.0028877i
0.00078337-0.0091323i,0.0026166+0.024568i,0.011749+0.081334i,0.013712+0.11133i,-0.0087823+0.10327i,-0.031203+0.08507i,-0.030486+0.064137i,-0.016967+0.040956i,-0.0058517+0.024878i,-0.00054587+0.012144i,-7.75e-05+4.9346e-05i,-0.0033693-0.0068012i,-0.0065463-0.0072499i,-0.0077436-0.0046752i,-0.0079259-0.0021909i,-0.0067548+0.00043873i,-0.0051639+0.0021832i,-0.0053405-0.00051207i,-0.0050178-0.0026226i,-0.0019137+0.00025281i,0.0029982+0.0026963i,0.0062767+0.0019506i,0.0051306+0.0014622i
0.011502+0.011785i,-0.0009646-0.0073906i,-0.012517-0.030142i,0.012078-0.029377i,0.04265-0.017098i,0.035017-0.017534i,0.014108-0.017947i,0.0021084-0.008811i,-0.0044198+0.001263i,-0.0048979+0.0094473i,-0.00077398+0.013015i,0.0020587+0.0099778i,0.0015729+0.003367i,-3.1691e-05-0.0027152i,-0.00038856-0.0063835i,-0.00077062-0.0094497i,-0.0042805-0.0097329i,-0.0072878-0.0054734i,-0.0058578-0.00072857i,-0.0024357-0.00068974i,-0.00070512-0.0024199i,-0.0011315-0.0022324i,-0.00072584-0.00047658i
-0.017521-0.0003281i,-0.0066803-0.014143i,-0.001081-0.048351i,-0.026271-0.082321i,-0.043337-0.095988i,-0.021534-0.088158i,0.002155-0.069575i,0.009088-0.046296i,0.0063259-0.023978i,0.0013148-0.0069742i,0.0015289+0.0068721i,0.0048826+0.01425i,0.0081585+0.013057i,0.0098856+0.0095404i,0.008713+0.0081649i,0.0070098+0.0078657i,0.0085999+0.0063308i,0.011999+0.0026937i,0.011203-0.0020754i,0.0050113-0.0024668i,-4.3495e-05+0.0012202i,-0.000811+0.0021871i,-0.00045822-0.0003582i
0.021242-0.0074765i,0.028331+0.025155i,0.028484+0.08417i,0.017013+0.12195i,-0.00072895+0.11496i,-0.0072489+0.089646i,-0.0029797+0.061974i,0.001872+0.03304i,0.010836+0.010385i,0.013678-0.004021i,0.0059618-0.01163i,0.00022823-0.010473i,-0.00035763-0.0034639i,0.0012537+0.0039816i,0.0030322+0.008338i,0.002513+0.0088957i,2.5468e-07+0.0065954i,-0.002709+0.0016941i,-0.0042133-0.0029208i,-0.0025557-0.0049785i,0.0010625-0.0048812i,0.0022376-0.0048897i,0.0016564-0.0040038i
0.00082563+0.025051i,-0.015821+0.010617i,-0.026065-0.027654i,0.0053737-0.049934i,0.046544-0.032217i,0.04405-0.0052713i,0.017637+0.0069478i,0.0013043+0.0050017i,-0.0039184-0.00097028i,-0.0030879-0.0048876i,-0.0010564-0.010397i,-0.0025248-0.015609i,-0.0063635-0.015464i,-0.0098218-0.010903i,-0.012051-0.0076072i,-0.012731-0.0074654i,-0.012328-0.0056517i,-0.010265+0.0012351i,-0.0064201+0.0077524i,-0.0033299+0.0063223i,-0.003945-0.00038684i,-0.0071221-0.0022178i,-0.0064858+0.001247i
-0.025909-0.014921i,-0.020999-0.04097i,-0.016137-0.075341i,-0.043418-0.098717i,-0.078325-0.097565i,-0.079026-0.075106i,-0.056338-0.048438i,-0.032474-0.023302i,-0.019534-0.0045684i,-0.014433+0.0042832i,-0.0077676+0.0070942i,-0.0026272+0.0044358i,-0.0026152+7.5181e-05i,-0.0044713-0.0026132i,-0.0059078-0.0022934i,-0.0041147+0.0006379i,0.0026193+0.0024787i,0.0089001+0.0026244i,0.0097195+0.0019941i,0.0063709+0.0021827i,0.0043746+0.0044622i,0.0040369+0.0047499i,0.0019233+0.0010132i
0.035815-0.0041866i,0.059501+0.032759i,0.074036+0.10105i,0.068921+0.14894i,0.042207+0.13532i,0.013854+0.08298i,0.0026847+0.043232i,0.0014087+0.02704i,0.00442+0.01911i,0.0054825+0.012056i,0.0012633+0.0087803i,-0.0017895+0.0086213i,5.3265e-05+0.0072709i,0.0044857+0.0045057i,0.0084261+0.0012498i,0.0075566-0.00036826i,0.002294-0.00082994i,-0.0037103-0.0036311i,-0.0066008-0.0069215i,-0.0052217-0.0057756i,-0.0019449-0.0030757i,-5.7641e-05-0.00129i,-0.0001779+0.00067073i
-0.008016+0.038236i,-0.030844+0.037705i,-0.04053+0.0074929i,-0.0020651-0.026844i,0.057482-0.038648i,0.084382-0.03166i,0.073605-0.02012i,0.048245-0.013823i,0.024651-0.010497i,0.012755-0.0048549i,0.0079773-0.00056523i,0.0043724+0.0012903i,0.0031873+0.0023302i,0.0026546+0.001514i,0.0015415+0.0009495i,-0.00078595-1.4515e-05i,-0.0036106-0.0014707i,-0.0025807+0.00058617i,-0.00047884+0.0032051i,-0.0013998+0.0018175i,-0.0037319+0.0020979i,-0.0039829+0.0047613i,-0.001356+0.0050823i
-0.033039-0.027817i,-0.042069-0.05995i,-0.061867-0.094966i,-0.10477-0.10786i,-0.12379-0.08284i,-0.090492-0.034444i,-0.04606-0.0038316i,-0.01818-0.00055738i,-0.0052689-0.0031291i,-0.00075989-0.0019384i,0.00047997-5.9465e-05i,0.00097067+0.00078146i,0.0015764+0.0010835i,0.00015004+0.0033074i,-0.002058+0.0085472i,0.00080749+0.012493i,0.0081683+0.011307i,0.013495+0.004644i,0.012818-0.0022382i,0.0098127-0.0024059i,0.0077886-0.0001777i,0.0055606-0.0015687i,0.0023461-0.0034853i
0.048513-0.0067433i,0.08343+0.018463i,0.10677+0.067654i,0.10419+0.108i,0.063586+0.116i,0.0074729+0.092164i,-0.024252+0.056365i,-0.025493+0.028097i,-0.01469+0.010545i,-0.007079-0.00075285i,-0.005739-0.008037i,-0.0057812-0.011304i,-0.0051158-0.01209i,-0.0052279-0.010579i,-0.0054327-0.0086766i,-0.0063184-0.00769i,-0.0093288-0.0061601i,-0.013229-0.0029505i,-0.013913-0.0012627i,-0.010815-0.0039156i,-0.0081135-0.0064656i,-0.0074167-0.0041188i,-0.0066705-8.7663e-06i
-0.014344+0.049226i,-0.028017+0.055941i,-0.023269+0.025253i,0.02011-0.030224i,0.059163-0.07518i,0.050629-0.092401i,0.026486-0.079051i,0.012669-0.047748i,0.0024472-0.021476i,-0.0019237-0.0065439i,0.00084859+0.0010878i,0.0034981+0.0018404i,0.00091395-0.0025148i,-0.0043714-0.0065795i,-0.0079999-0.0090175i,-0.010101-0.010049i,-0.010112-0.0073451i,-0.0071309-0.0006368i,-0.0036761+0.0058879i,-0.00088568+0.0086739i,0.0010912+0.007262i,0.0032711+0.0056516i,0.0047565+0.0046525i
-0.037706-0.037082i,-0.056616-0.064839i,-0.081432-0.075462i,-0.12344-0.055426i,-0.13323-0.031308i,-0.079513-0.017926i,-0.022143-0.0078413i,-2.2947e-05+0.0011797i,0.0040477+0.0095572i,0.0053948+0.013819i,0.0070593+0.016186i,0.0058772+0.01664i,0.0038447+0.013957i,0.0046913+0.011202i,0.0076283+0.0093752i,0.01203+0.0089711i,0.016051+0.0072008i,0.016906+0.00035956i,0.01402-0.0062523i,0.010913-0.0066618i,0.010688-0.0033028i,0.010336-0.0030047i,0.0056652-0.0052748i
0.061904-0.00098586i,0.10114+0.0199i,0.11971+0.068637i,0.11786+0.11728i,0.10582+0.14097i,0.084356+0.1303i,0.053902+0.092484i,0.026622+0.051289i,0.013827+0.020583i,0.008549+0.0030518i,0.0018404-0.0056453i,-0.0040889-0.0087364i,-0.0044769-0.0046384i,-0.00031957+0.00090631i,0.0028284+0.0034103i,0.0017164+0.0037312i,-0.0047378+0.0035863i,-0.011343+0.0043136i,-0.012779+0.0036541i,-0.011751+0.0015714i,-0.012897+0.0010732i,-0.013016+0.0032862i,-0.0085915+0.0048587i
-0.027809+0.057997i,-0.046331+0.071235i,-0.046406+0.025738i,-0.016275-0.057817i,0.007662-0.10578i,-0.0041177-0.088377i,-0.015501-0.052351i,-0.0087269-0.033535i,-0.0059749-0.023488i,-0.0053935-0.014097i,-0.0012577-0.011387i,0.00062237-0.012913i,-0.0016247-0.010359i,-0.00783-0.0039473i,-0.015039+0.0025237i,-0.016624+0.0062695i,-0.011756+0.0064431i,-0.003318+0.0068057i,0.0042391+0.0072473i,0.0058497+0.0052968i,0.003236+0.0029568i,0.0020349+0.0015744i,0.0021831+0.00080165i
-0.038542-0.057312i,-0.064186-0.097442i,-0.084648-0.11204i,-0.11823-0.082197i,-0.1514-0.041526i,-0.14179-0.025717i,-0.10105-0.019345i,-0.059075-0.0050266i,-0.026699+0.0053176i,-0.0094882+0.0056518i,-0.0042131+0.0061477i,-0.0019731+0.0085775i,-0.00082125+0.0064274i,-0.0015386+0.0015613i,-0.00091957-0.00062054i,0.0045644+0.00050494i,0.01187+0.00083628i,0.013348-0.003277i,0.0095223-0.0092126i,0.0068069-0.011708i,0.0053853-0.011917i,0.0016355-0.010714i,-0.0020089-0.0066517i
0.077489+0.0035562i,0.13893+0.02069i,0.17948+0.065457i,0.19555+0.10389i,0.1906+0.091586i,0.15131+0.041705i,0.08964+0.0061082i,0.03825-4.9584e-05i,0.014007-0.0018305i,0.0040903-0.0065286i,-0.0032176-0.0048763i,-0.0048906+0.0002653i,-0.00060894-0.00049699i,0.0043883-0.006425i,0.0065333-0.012916i,0.0035032-0.017371i,-0.0047068-0.0144i,-0.012194-0.005426i,-0.013951+0.0014716i,-0.012+0.0042167i,-0.0097345+0.0072743i,-0.0059028+0.0095526i,-0.0011308+0.0075256i
-0.035512+0.074922i,-0.062558+0.11448i,-0.07601+0.094196i,-0.063682+0.013476i,-0.032593-0.048539i,0.0025016-0.044844i,0.030288-0.017531i,0.036788-0.0079633i,0.022699-0.0046857i,0.010049+0.0022884i,0.0080631+0.0050693i,0.0087097+0.0035107i,0.0079557+0.0028213i,0.0045728+0.0046451i,-0.0010178+0.0070537i,-0.0050729+0.0066999i,-0.0044015+0.0020277i,0.0007132-0.001658i,0.0042511-0.00027628i,0.0057996+0.0032957i,0.007733+0.005311i,0.0096132+0.004092i,0.0099562+0.0018572i
-0.045695-0.073098i,-0.090314-0.12558i,-0.13873-0.13284i,-0.18288-0.058849i,-0.19764+0.047881i,-0.15649+0.11285i,-0.086473+0.11332i,-0.033695+0.076697i,-0.007828+0.043027i,0.00138+0.024672i,0.0023455+0.011698i,-0.0013268+0.00010854i,-0.0061463-0.0026974i,-0.0073904+0.0038265i,-0.0050157+0.011571i,0.0025161+0.016429i,0.011188+0.014833i,0.012547+0.0068377i,0.0079843-0.0016306i,0.0030008-0.0053193i,-0.0011503-0.004629i,-0.0034929-0.0043124i,-0.0043503-0.0039634i
0.089509+0.0068509i,0.1669+0.0012875i,0.22079-0.0043637i,0.23528-0.015891i,0.20985-0.032368i,0.1387-0.050884i,0.058955-0.05448i,0.011084-0.03914i,-0.0060376-0.026083i,-0.01063-0.017982i,-0.010605-0.014165i,-0.0094626-0.013868i,-0.0093695-0.011541i,-0.010003-0.0088139i,-0.010829-0.0086936i,-0.011826-0.0071405i,-0.01572-0.0011678i,-0.017374+0.0071467i,-0.013036+0.011296i,-0.008202+0.0095978i,-0.0063312+0.005492i,-0.0060415+0.0023063i,-0.0047414+0.001524i
-0.043202+0.077273i,-0.061066+0.13811i,-0.05202+0.13615i,-0.027173+0.038339i,-0.015201-0.085023i,-0.015516-0.14427i,-0.014333-0.13202i,-0.0096121-0.089088i,-0.0081328-0.043903i,-0.0027168-0.012065i,0.005351+0.0045749i,0.009582+0.010893i,0.011201+0.0094913i,0.0080098+0.0037526i,0.00056179-0.0011777i,-0.0061577-0.0035737i,-0.0063005-0.0051057i,-0.0012959-0.005653i,0.003303-0.0058761i,0.0050635-0.0078153i,0.0053263-0.0088477i,0.0049758-0.0080419i,0.0025684-0.0055913i
-0.044009-0.077319i,-0.093926-0.12457i,-0.13499-0.097887i,-0.14145+0.024952i,-0.11249+0.14224i,-0.059811+0.16245i,-0.0228+0.11338i,-0.012392+0.063927i,0.002166+0.03569i,0.016408+0.01458i,0.013027+0.0019688i,0.0024658+0.0028162i,-0.0020908+0.0060511i,0.00050684+0.0051495i,0.0068564+0.0020975i,0.014781-0.00024155i,0.01985-0.0018297i,0.016612-0.0053417i,0.0081615-0.0086555i,0.0029456-0.0058422i,0.0013795-0.00072558i,-8.5862e-05+0.0016511i,-0.00086387+0.0030615i
0.090192+0.010072i,0.15965-0.00040969i,0.18222-0.024743i,0.15676-0.049435i,0.13617-0.047649i,0.10823-0.025204i,0.061714-0.0024128i,0.029207+0.0081481i,0.010286+0.00026253i,-0.0051978-0.010357i,-0.013211-0.014971i,-0.012303-0.015461i,-0.0061801-0.011778i,-0.0014378-0.0071643i,0.00048782-0.0038848i,-0.0018252-0.0015166i,-0.0071363+0.0015735i,-0.0078041+0.0058316i,-0.0035002+0.0088369i,-0.0015496+0.0087828i,-0.0026752+0.0093067i,-0.0031672+0.0096628i,-0.00021822+0.0063596i
-0.050082+0.082617i,-0.078243+0.14778i,-0.092174+0.13952i,-0.11474+0.030357i,-0.16205-0.075248i,-0.17233-0.072467i,-0.11117-0.012998i,-0.043724+0.014267i,-0.017008+0.014817i,-0.013142+0.016983i,-0.0062232+0.017043i,0.0032815+0.0088204i,0.0067117+0.0011416i,0.0022352+0.00054886i,-0.0060344+0.0065718i,-0.010359+0.012937i,-0.0081374+0.011242i,-0.0022281+0.0050384i,0.0022818+0.0010444i,0.0022162-0.0025383i,-0.001663-0.00538i,-0.0033074-0.0040163i,-0.00099348-0.00038569i
-0.035984-0.090071i,-0.072231-0.15267i,-0.069724-0.14017i,-0.01869-0.017236i,0.026063+0.11356i,0.031009+0.13653i,0.015706+0.090773i,0.0046119+0.052292i,0.0076767+0.027159i,0.012277+0.01103i,0.0082424+0.0046678i,0.00019098+0.0040311i,-0.0089375+0.0033979i,-0.01484+0.002636i,-0.012451+0.0025116i,-0.0034099+0.0022635i,0.0048527+0.0015834i,0.0054898-0.0016919i,0.00058643-0.0045057i,-0.0025225-0.003099i,-0.0013123-0.00088607i,-8.9569e-06-0.0022795i,-0.0032465-0.0038149i
0.097761+0.0076874i,0.1824-0.0039546i,0.22218-0.028335i,0.21607-0.066635i,0.21723-0.11312i,0.20611-0.14171i,0.14587-0.14246i,0.072572-0.11528i,0.023609-0.069961i,0.0023971-0.029969i,-0.0020068-0.007832i,-0.0025341+0.0010322i,-0.0019801+0.0022513i,0.0018506-0.00098454i,0.0025062-0.0070736i,-0.0043968-0.01288i,-0.013243-0.012323i,-0.016263-0.0055229i,-0.013808+0.0013133i,-0.0094854+0.0041592i,-0.0045476+0.0043144i,-0.0018559+0.0028568i,-0.00010725-0.0010197i
-0.06022+0.095775i,-0.10584+0.19618i,-0.15276+0.2429i,-0.20841+0.18096i,-0.23988+0.083358i,-0.1937+0.034077i,-0.10342+0.016012i,-0.039878+0.002963i,-0.013563+0.0037807i,0.0014114+0.010359i,0.01093+0.0093991i,0.013949+0.0049374i,0.0164+0.00017971i,0.016552-0.0036559i,0.013819-0.0034966i,0.0094124-0.0012277i,0.0068551-0.001082i,0.0078841-0.0020354i,0.0081614-0.003023i,0.005081-0.0039179i,0.001761-0.0019388i,0.0024235+0.0012255i,0.0032272+0.0027273i
-0.040913-0.092657i,-0.090836-0.17786i,-0.096635-0.19216i,-0.033967-0.080824i,0.019465+0.070697i,0.0070051+0.1413i,-0.020395+0.13131i,-0.019646+0.092955i,-0.0028592+0.047079i,0.0058133+0.0055257i,-0.00071174-0.01667i,-0.010336-0.018158i,-0.015781-0.0081665i,-0.015965+0.0032193i,-0.0099414+0.0098949i,0.0012199+0.01149i,0.010223+0.0088697i,0.010943+0.0047317i,0.0084084+0.0014365i,0.0089242+0.00098863i,0.0085505-0.00077809i,0.0037868-0.0049318i,-0.0011534-0.0049197i
0.10332+0.003379i,0.20124-0.0355i,0.24055-0.12347i,0.19824-0.22894i,0.13795-0.28683i,0.082657-0.26333i,0.028479-0.17896i,-0.0039074-0.086598i,-0.015522-0.032635i,-0.024219-0.0062786i,-0.024042+0.0081564i,-0.014564+0.010334i,-0.007881+0.0078843i,-0.0058596+0.0071687i,-0.0080103+0.0073754i,-0.014313+0.0072633i,-0.018466+0.008502i,-0.015631+0.010213i,-0.0080624+0.011495i,-0.0039243+0.0089706i,-0.0027948+0.006107i,-0.0020027+0.0060417i,-0.00082921+0.0046456i
-0.051425+0.10459i,-0.081437+0.2308i,-0.094828+0.32686i,-0.11652+0.30274i,-0.14814+0.19327i,-0.13299+0.10937i,-0.071364+0.075958i,-0.020535+0.049933i,0.00056027+0.029965i,0.0081182+0.023615i,0.014806+0.023228i,0.018216+0.018431i,0.015556+0.0060408i,0.0096695-0.0045081i,0.0030384-0.0081775i,0.00026703-0.005467i,0.0047886-0.0034342i,0.0095507-0.0044588i,0.0078855-0.0055799i,0.0041324-0.0060021i,0.0015272-0.0046436i,0.0010918-0.0020187i,0.0010816+0.0011607i
-0.047858-0.093989i,-0.099222-0.16655i,-0.092769-0.1476i,0.018598-0.001875i,0.13896+0.15246i,0.16563+0.18692i,0.12385+0.11884i,0.074093+0.042582i,0.046512-0.0018891i,0.037256-0.024557i,0.023731-0.034102i,0.0045927-0.026697i,-0.0068821-0.012398i,-0.010732-0.0030598i,-0.0076105+0.00069561i,0.0013893-0.00067884i,0.0075222-0.0039897i,0.0065199-0.0078893i,-0.00041257-0.010848i,-0.0064088-0.010811i,-0.0081733-0.0098827i,-0.0096281-0.0095083i,-0.010501-0.0087114i
0.094325-0.00067687i,0.16311-0.054416i,0.13688-0.16561i,0.011181-0.27435i,-0.076282-0.30188i,-0.079492-0.25138i,-0.055338-0.17817i,-0.030772-0.10982i,-0.022826-0.049971i,-0.020868-0.0073788i,-0.011229+0.0059253i,-0.0031932+0.0014424i,0.0031879-0.0015869i,0.010556-0.00065523i,0.013064+0.00065984i,0.0053519+0.00051418i,-0.0091832-0.00021316i,-0.01793+0.00081003i,-0.016004+0.003198i,-0.010537+0.0068541i,-0.0061724+0.012376i,-0.00022978+0.014377i,0.0061008+0.0091742i
-0.047798+0.1035i,-0.078819+0.2261i,-0.095227+0.30215i,-0.12805+0.2606i,-0.18268+0.16166i,-0.17272+0.099086i,-0.10134+0.079001i,-0.054566+0.065914i,-0.032479+0.048455i,-0.021479+0.030645i,-0.016621+0.020431i,-0.0065923+0.014377i,0.0022447+0.0034834i,0.0031835-0.0080849i,-9.5173e-05-0.011776i,-0.0018208-0.010623i,0.00071616-0.0096765i,0.0053165-0.0073975i,0.0088407-0.0042404i,0.0088277-0.0032423i,0.007378-0.0034447i,0.0073213-0.0021193i,0.0051337+0.00058337i
-0.036655-0.091193i,-0.058793-0.16926i,0.01886-0.17313i,0.21313-0.081203i,0.35602+0.0042155i,0.31139+0.020993i,0.17436+0.012952i,0.080828+0.0064975i,0.03471-0.011013i,0.005905-0.028936i,-0.013228-0.026349i,-0.023033-0.0099112i,-0.028722+0.0037171i,-0.03339+0.014749i,-0.02898+0.02133i,-0.01522+0.020576i,-0.0039025+0.018742i,0.00052218+0.017142i,0.0010427+0.015956i,0.0015026+0.01253i,-0.00066882+0.0037795i,-0.0067644-0.0024845i,-0.010905-0.0019941i
0.098986-0.0031398i,0.17238-0.045379i,0.13498-0.11536i,-0.018896-0.16681i,-0.1253-0.16178i,-0.11445-0.11619i,-0.066603-0.075189i,-0.031299-0.046973i,-0.0055797-0.014098i,0.013906+0.014286i,0.026656+0.020435i,0.025382+0.009302i,0.016007+0.0007712i,0.013721+0.00085189i,0.012857+0.0022693i,0.0042648+0.0045054i,-0.0040403+0.008283i,-0.0052073+0.0098494i,-0.0027973+0.0074903i,-3.4299e-05+0.0066081i,0.0054251+0.010289i,0.010909+0.01007i,0.011366+0.0028697i
-0.054642+0.10984i,-0.10973+0.25114i,-0.16999+0.36127i,-0.22251+0.36666i,-0.24101+0.30298i,-0.18775+0.22312i,-0.095014+0.14975i,-0.027598+0.094431i,0.0066094+0.052288i,0.022407+0.025718i,0.027409+0.01123i,0.027431-0.00065198i,0.025506-0.01126i,0.01947-0.019697i,0.0098782-0.023665i,0.0038343-0.021739i,0.006556-0.019622i,0.011908-0.01945i,0.01069-0.019327i,0.0052731-0.01942i,-0.0006935-0.018338i,-0.0054771-0.014091i,-0.0057174-0.0073086i
-0.05621-0.092731i,-0.086552-0.19515i,-0.012119-0.26049i,0.1714-0.26132i,0.28397-0.24227i,0.22938-0.20768i,0.12317-0.14779i,0.052635-0.098637i,0.004863-0.068133i,-0.024231-0.04594i,-0.036874-0.029265i,-0.038573-0.010659i,-0.030377+0.0074791i,-0.020562+0.015613i,-0.010479+0.018704i,0.001288+0.01997i,0.0062111+0.015698i,0.0037818+0.0072221i,0.0029203-0.00044893i,0.0002822-0.0030619i,-0.0070622-0.00079099i,-0.012375+0.0034149i,-0.012048+0.0049414i
0.10489-0.015929i,0.19928-0.075516i,0.18751-0.16435i,0.035651-0.20329i,-0.094896-0.14705i,-0.1042-0.071313i,-0.07341-0.041738i,-0.058356-0.018866i,-0.041786+0.009122i,-0.023068+0.019708i,-0.010099+0.013572i,-0.0043637+0.0052009i,-0.0026588+0.0021159i,0.00070215+0.0023844i,0.002929+0.0006594i,-0.00042499-0.005409i,-0.0080014-0.010002i,-0.014456-0.0061268i,-0.016824+0.0024144i,-0.010888+0.0060823i,0.001491+0.0049348i,0.0093136+0.00286i,0.0095412+0.0012644i
-0.035685+0.12323i,-0.076616+0.29499i,-0.10854+0.45397i,-0.10538+0.50148i,-0.065983+0.44297i,-0.0088389+0.3371i,0.030307+0.22922i,0.038164+0.13572i,0.036657+0.062938i,0.031889+0.015233i,0.024673-0.00094463i,0.020138-0.0037637i,0.011137-0.0096701i,-0.003196-0.014926i,-0.017927-0.016759i,-0.025276-0.014903i,-0.019716-0.010784i,-0.0092861-0.0046978i,-0.0023231+0.002411i,-0.002503+0.0040076i,-0.0063685-0.00082238i,-0.0070057-0.0033916i,-0.0045528-0.0015152i
-0.064232-0.077843i,-0.11077-0.16114i,-0.071559-0.20133i,0.060175-0.2117i,0.13196-0.24691i,0.08005-0.24608i,0.024351-0.17688i,0.017921-0.11196i,0.010033-0.073884i,-0.0034754-0.03477i,-0.0092922-0.0046225i,-0.0093899+0.0094428i,-0.0069797+0.012142i,-0.010292+0.012247i,-0.0077805+0.017939i,0.0047595+0.026064i,0.013839+0.030843i,0.017155+0.024631i,0.017336+0.0099244i,0.015448+0.003351i,0.011697+0.0079634i,0.0089112+0.010154i,0.0067543+0.0046839i
0.092754-0.05126i,0.16226-0.146i,0.11855-0.26609i,-0.057504-0.28341i,-0.18332-0.1592i,-0.17828-0.039597i,-0.13178+0.0037065i,-0.086256+0.023363i,-0.04092+0.041652i,-0.009431+0.041343i,0.0058036+0.021473i,0.0088829-0.0022527i,0.0081782-0.0099367i,0.016507-0.0060141i,0.02039-0.0064516i,0.011385-0.011897i,0.0018232-0.016241i,-0.0034992-0.015417i,-0.0067378-0.01126i,-0.0078861-0.007143i,-0.0057645-0.002309i,-0.003056+0.0014491i,-0.00023092+0.0010449i
-0.021624+0.12874i,-0.035328+0.27007i,-0.016606+0.37981i,0.049972+0.37618i,0.12306+0.29248i,0.16947+0.19649i,0.15215+0.1106i,0.085749+0.059979i,0.040727+0.02654i,0.016344-0.0066092i,-0.0042153-0.018744i,-0.0078705-0.012546i,0.00021571-0.0066962i,0.0040114-0.0038024i,-0.00063555+0.00035975i,-0.0070779+0.0031288i,-0.00668+0.00086869i,-0.00042616-0.0027396i,0.0042957-0.0028315i,0.0033508-0.0018988i,-0.0036266-0.0050013i,-0.011187-0.0067487i,-0.012398-0.0013623i
-0.072466-0.042831i,-0.10574-0.062969i,-0.045481-0.059735i,0.074366-0.085198i,0.10399-0.16954i,0.032283-0.20538i,0.00050518-0.15192i,0.012938-0.11128i,-0.0023356-0.082336i,-0.013324-0.035592i,-0.0060362-0.0016939i,-0.0079213+0.014813i,-0.016871+0.019411i,-0.023146+0.015173i,-0.017733+0.012875i,0.00013816+0.015237i,0.013362+0.016068i,0.010509+0.0096726i,0.00091596-0.00063725i,0.00042955-0.007687i,0.0095289-0.010465i,0.014814-0.012353i,0.0076479-0.011175i
0.092486-0.069256i,0.14013-0.17026i,0.062634-0.23802i,-0.1207-0.16173i,-0.22894+0.026761i,-0.19211+0.14984i,-0.12309+0.14131i,-0.074638+0.10173i,-0.025862+0.075456i,0.012163+0.048822i,0.028735+0.020401i,0.02568-0.0035417i,0.010553-0.010566i,2.3605e-05-0.008006i,-0.0063524-0.014189i,-0.016932-0.025986i,-0.027524-0.028069i,-0.033261-0.011163i,-0.030086+0.013484i,-0.021257+0.024674i,-0.012173+0.02125i,-0.0051333+0.016262i,0.00050165+0.012161i
-0.0048262+0.11435i,-0.018102+0.21949i,-0.037771+0.2434i,-0.016903+0.16726i,0.076223+0.075112i,0.13779-0.0043317i,0.10451-0.043773i,0.051292-0.031365i,0.02434-0.020046i,-0.0035335-0.020731i,-0.025331-0.0087904i,-0.017239+0.0036208i,0.0059462+0.0013552i,0.019207-0.006276i,0.016704-0.0059238i,0.006472+0.0042128i,0.0028014+0.012318i,0.01339+0.0098126i,0.02852+0.00011224i,0.028174-0.0051112i,0.01067+0.00066426i,-0.0034063+0.009398i,-0.0042107+0.0096176i
-0.091087-0.038871i,-0.13373-0.052568i,-0.052063-0.032618i,0.075204-0.069156i,0.04169-0.19703i,-0.068751-0.24613i,-0.077298-0.17742i,-0.036726-0.11634i,-0.027975-0.074803i,-0.023848-0.032531i,-0.016919-0.0074916i,-0.01458+0.002132i,-0.012754-0.00040197i,-0.016847-0.0039354i,-0.014791+0.0035478i,0.00085896+0.013495i,0.018605+0.014032i,0.025264+0.00152i,0.014242-0.018686i,-0.0017656-0.029508i,-0.0064822-0.025865i,-0.0031909-0.019828i,-0.00092195-0.01534i
