-0.0013223+0.00094574i,6.5319e-05-0.00079894i,-0.0024425-0.001327i,-0.0022816+0.00069534i,-0.0011504+0.0032964i,-0.0016835+0.0035685i,-0.001068+0.0026746i,-1.9282e-05+0.0015448i,0.00063696+0.00088807i,0.0011272+0.00071738i,0.0016831-0.00085893i,0.001017-0.0015953i,-0.00050994-0.0011488i,-0.0010494-0.00099583i,-0.00060397-0.00043514i,-1.266e-05-0.00024954i,0.00042612+0.00018518i,0.00081072-0.00013541i,0.00087093+0.00015426i,0.00030265+0.00053497i,9.8241e-05-0.00024264i,-0.00018724-0.00070789i,-1.5106e-05-0.00023987i
0.08778-0.069966i,0.15987-0.15569i,0.13737-0.19011i,0.028514-0.060002i,-0.025588+0.16641i,-0.017366+0.28316i,-0.018433+0.25099i,-0.020144+0.18067i,0.0049055+0.11691i,0.031719+0.051679i,0.034882-0.0026669i,0.019076-0.025014i,0.00093653-0.012485i,-0.0049935+0.0084393i,-0.0087624+0.013681i,-0.018441+0.0051479i,-0.025633-0.0027959i,-0.027383+0.0025178i,-0.020149+0.017481i,-0.0078668+0.024716i,-0.00081822+0.019397i,0.00032989+0.013067i,0.0014939+0.0095375i
0.017313+0.13116i,0.0018321+0.23535i,-0.027802+0.25746i,-0.028177+0.1636i,0.040171+0.057395i,0.11734+0.0047759i,0.11561-0.018476i,0.075433-0.022617i,0.042723-0.016549i,0.013776-0.0041689i,0.0015965+0.015606i,0.0045409+0.027372i,0.010611+0.024374i,0.017357+0.012523i,0.024577+0.0012198i,0.027796-0.0039303i,0.020751-0.0050248i,0.011378-0.010316i,0.005631-0.018837i,0.0043233-0.020281i,0.0072768-0.014737i,0.0067766-0.0098473i,-0.0016582-0.0053287i
-0.10143-0.016036i,-0.16123+0.00638i,-0.15762+0.040082i,-0.11146+0.00031033i,-0.13168-0.11899i,-0.17026-0.17573i,-0.10856-0.13777i,-0.036044-0.10219i,-0.026676-0.071851i,-0.023885-0.023964i,-0.0092371+0.0066737i,-0.0026991+0.0087937i,-0.010101-0.0044957i,-0.023627-0.015036i,-0.027722-0.014413i,-0.018091-0.011165i,-0.0064861-0.011942i,-0.0087442-0.012271i,-0.022791-0.0045244i,-0.031053+0.0068477i,-0.025113+0.011127i,-0.013537+0.0060975i,-0.0062034-0.0011027i
0.07909-0.12364i,0.13358-0.27421i,0.15845-0.37302i,0.14258-0.27371i,0.12465-0.044948i,0.10841+0.081143i,0.048447+0.079581i,-0.0042818+0.067039i,-0.014119+0.052342i,-0.014724+0.01773i,-0.020313-0.012984i,-0.019198-0.026858i,-0.0045513-0.023078i,0.01019-0.011247i,0.007065-0.00066383i,-0.0099887+0.0092469i,-0.020434+0.020196i,-0.011673+0.033353i,0.014378+0.041586i,0.033829+0.038262i,0.028388+0.030146i,0.016034+0.026082i,0.012411+0.021042i
0.0343+0.10743i,0.085171+0.18085i,0.094985+0.18859i,0.061724+0.11366i,0.068688+0.016467i,0.094711-0.043556i,0.068943-0.073274i,0.021699-0.067144i,0.0089502-0.031994i,0.01088-0.0059854i,0.0045719+0.0095574i,0.0047039+0.019576i,0.012459+0.014437i,0.016047+0.0011872i,0.01503-0.0075246i,0.013277-0.0089263i,0.014602-0.0058016i,0.01915-0.011108i,0.017866-0.02864i,0.0088936-0.04156i,0.00040159-0.040726i,-0.0054838-0.031016i,-0.0064382-0.017493i
-0.11592+0.053869i,-0.22179+0.20192i,-0.25934+0.36797i,-0.22563+0.36807i,-0.23426+0.21242i,-0.24772+0.09344i,-0.15161+0.071715i,-0.026081+0.048917i,0.025435+0.0060852i,0.034811-0.016935i,0.035208-0.021455i,0.014875-0.015789i,-0.024042-0.0032209i,-0.055758+0.011829i,-0.058588+0.023306i,-0.040996+0.021363i,-0.02306+0.0085685i,-0.016453-0.0015039i,-0.022422-0.00036214i,-0.027446+0.00454i,-0.021317+0.0027448i,-0.011583-0.0059735i,-0.0073848-0.011865i
0.05359-0.11i,0.066519-0.29725i,0.043754-0.44554i,0.030887-0.39252i,0.053083-0.21681i,0.050078-0.071332i,0.0039962+0.013188i,-0.024114+0.050024i,-0.02291+0.039545i,-0.02442+0.014703i,-0.023716+0.00098967i,-0.011349-0.0075149i,0.0052804-0.0095391i,0.021631-0.0066158i,0.029851-0.002359i,0.029005+0.003459i,0.024344+0.0081447i,0.019925+0.011767i,0.02514+0.010088i,0.031978+0.0033621i,0.027518+0.0027801i,0.018867+0.010486i,0.011873+0.015775i
0.079346+0.044383i,0.20109+0.017767i,0.28098-0.10734i,0.22786-0.21637i,0.15458-0.17496i,0.14576-0.10719i,0.10158-0.11551i,0.019192-0.10752i,-0.020408-0.047078i,-0.016887+0.012527i,-6.0395e-05+0.040166i,0.015072+0.036805i,0.02521+0.015787i,0.02894-0.0058402i,0.027325-0.019211i,0.022174-0.029147i,0.012957-0.035045i,0.0027257-0.037272i,-0.012345-0.033518i,-0.026168-0.019409i,-0.028526-0.0034009i,-0.022521+0.0056775i,-0.014649+0.0054727i
-0.080538+0.068846i,-0.16929+0.25968i,-0.18838+0.50983i,-0.099959+0.58293i,-0.043645+0.43174i,-0.04666+0.26561i,0.0040417+0.16357i,0.061329+0.077999i,0.059978+0.020235i,0.040771-0.0047403i,0.018791-0.015107i,-0.0053573-0.0091568i,-0.018019+0.0097625i,-0.020459+0.026685i,-0.024132+0.033238i,-0.031001+0.0336i,-0.032354+0.029404i,-0.028136+0.02726i,-0.02138+0.034382i,-0.011846+0.038645i,-0.0038379+0.029154i,-0.0031629+0.011388i,-0.0052533-0.0031145i
-0.031646-0.085447i,-0.091685-0.18912i,-0.15348-0.24724i,-0.16716-0.20139i,-0.14985-0.15252i,-0.1495-0.13382i,-0.13748-0.064164i,-0.086281+0.0063395i,-0.047371+0.016516i,-0.039711+0.0013005i,-0.032986-0.010547i,-0.019666-0.014585i,-0.005144-0.018089i,0.0013853-0.028152i,-0.00020331-0.034063i,-0.00044165-0.023431i,0.0034888-0.0011102i,0.013285+0.012043i,0.026618+0.001838i,0.031794-0.018772i,0.0261-0.024691i,0.020819-0.01483i,0.019455-0.0024695i
0.084551+0.012087i,0.21514-0.058611i,0.25503-0.20164i,0.12778-0.29706i,0.031897-0.24113i,0.059731-0.13851i,0.053905-0.10474i,-0.0043255-0.074907i,-0.01505-0.026025i,0.010601-0.0034865i,0.025914-0.0033611i,0.02267-0.013681i,0.00018365-0.022684i,-0.025659-0.018296i,-0.037849-0.006483i,-0.036104-0.0028311i,-0.025054-0.010588i,-0.015189-0.01936i,-0.015353-0.020798i,-0.017612-0.013463i,-0.013525-0.0060182i,-0.007945-0.0042032i,-0.0062111-0.0032488i
-0.046441+0.11477i,-0.10148+0.27988i,-0.092097+0.39832i,0.035308+0.36496i,0.17072+0.2738i,0.20844+0.2143i,0.18588+0.15415i,0.14777+0.078774i,0.10607+0.011504i,0.058608-0.023019i,0.014799-0.017359i,-0.0073759+0.0044378i,-0.0084441+0.021487i,0.0037283+0.034533i,0.018799+0.045554i,0.027215+0.045626i,0.02389+0.031333i,0.012696+0.020768i,0.0051499+0.022174i,0.0047761+0.02108i,0.0021854+0.013609i,-0.0064822+0.006884i,-0.014661+0.00071783i
-0.034253-0.093839i,-0.088818-0.22616i,-0.095797-0.28578i,-0.077955-0.21066i,-0.16317-0.13908i,-0.27462-0.10884i,-0.25023-0.059257i,-0.14582-0.028511i,-0.092071-0.015218i,-0.072425+0.014717i,-0.045204+0.032995i,-0.012556+0.028336i,0.018482+0.0054742i,0.029502-0.024131i,0.026284-0.042756i,0.023379-0.046497i,0.021347-0.036157i,0.018359-0.022152i,0.013469-0.017711i,0.0069828-0.015011i,0.0036568-0.0059463i,0.0071053+0.0031177i,0.012282+0.0062486i
0.13292-0.031527i,0.29287-0.061909i,0.33521-0.086189i,0.16895-0.07422i,0.0090791-0.028028i,-0.016275-0.016746i,-0.010448-0.049392i,-0.022642-0.050657i,-0.019201-0.0080951i,0.004934+0.018661i,0.024208+0.0086409i,0.018188-0.0063757i,-0.0049285-5.1153e-05i,-0.022039+0.015178i,-0.026412+0.019614i,-0.027705+0.014463i,-0.029602+0.0059542i,-0.026268-0.0015374i,-0.020093-0.0026386i,-0.013662-0.00019821i,-0.0066937-0.0023217i,-0.0031047-0.0064592i,-0.00072094-0.0055396i
-0.085715+0.1347i,-0.22737+0.34352i,-0.32237+0.49995i,-0.177+0.42721i,0.13557+0.21692i,0.31634+0.06407i,0.2724+0.028691i,0.16811+0.049782i,0.1136+0.032407i,0.070017-0.012559i,0.027469-0.01889i,0.0029276-0.00031502i,-0.0032672+0.015187i,0.0099772+0.019622i,0.020241+0.013483i,0.016033+0.014229i,0.010227+0.020825i,0.0078423+0.023641i,0.0093487+0.020785i,0.0071068+0.010602i,-0.0043509+0.0019355i,-0.015758-0.0011057i,-0.019112-0.0009758i
-0.11709-0.08146i,-0.19504-0.2291i,-0.20271-0.34542i,-0.19428-0.30737i,-0.26201-0.17843i,-0.31502-0.060094i,-0.25645+0.0093357i,-0.16766+0.011703i,-0.11667+0.0044699i,-0.072508+0.013096i,-0.034806+0.0025367i,-0.016101-0.025438i,-0.012101-0.049143i,-0.023362-0.052267i,-0.038775-0.036105i,-0.040615-0.019034i,-0.025553-0.011949i,-0.0057471-0.013248i,0.0044493-0.015745i,0.0053389-0.0064129i,0.0076864+0.0102i,0.012442+0.016495i,0.0098138+0.010628i
0.2084-0.025517i,0.49725-0.1183i,0.68553-0.24058i,0.51524-0.2537i,0.16239-0.096371i,-0.01583+0.058456i,-0.01603+0.053307i,0.00098077-0.0080631i,0.001867-0.019192i,0.0058425-0.0013599i,0.0068412+0.0023255i,0.0011917-0.0021213i,-0.0050925+0.0099676i,-0.0095412+0.028514i,-0.0088878+0.036392i,0.00024654+0.029976i,0.0069552+0.012882i,0.001188-0.001328i,-0.0080313-0.002481i,-0.0080885-0.00098372i,-0.00099552-0.0036729i,0.0061784-0.0041079i,0.0098356-0.0022926i
-0.037465+0.15264i,-0.17186+0.3321i,-0.28474+0.43583i,-0.1606+0.32722i,0.11348+0.078514i,0.22203-0.095587i,0.16297-0.076958i,0.12975+0.0021261i,0.12457+0.0024248i,0.079946-0.026792i,0.032552-0.0040274i,0.02144+0.043652i,0.03431+0.054142i,0.044697+0.023297i,0.042702-0.010869i,0.03331-0.025123i,0.019346-0.020652i,0.007998-0.0066812i,0.0057043+0.0007532i,0.0032108-0.0038209i,-0.0065215-0.0090744i,-0.015696-0.0094783i,-0.013494-0.0073136i
-0.14825-0.10509i,-0.35951-0.16198i,-0.52371-0.081698i,-0.48249+0.079956i,-0.33383+0.12244i,-0.22517+0.051942i,-0.15382+0.0090116i,-0.10771+0.0067148i,-0.085482+0.017197i,-0.057957+0.01797i,-0.030929-0.005439i,-0.024368-0.029835i,-0.028472-0.04654i,-0.032279-0.047369i,-0.030627-0.026534i,-0.027732-0.0052434i,-0.025685+0.0049683i,-0.017375+0.0040237i,-0.0054431-0.0025658i,0.0039898-0.0054079i,0.0084818-0.0070829i,0.00308-0.0077992i,-0.0054729-0.0026608i
0.1815-0.040899i,0.46698-0.055604i,0.66856-0.083353i,0.54243-0.082545i,0.27555+0.02389i,0.16322+0.1265i,0.14581+0.065842i,0.077391-0.029505i,0.0065443-0.020507i,-0.0043043+0.028392i,0.0063307+0.033084i,0.0032591+0.0016967i,-0.0091331-0.0075682i,-0.011264+0.012518i,-0.0016806+0.023797i,0.0088871+0.018767i,0.014469+0.012804i,0.0094462+0.011876i,-0.00083999+0.014772i,-0.0073741+0.015565i,-0.0064745+0.011672i,0.0012592+0.0097491i,0.0059079+0.010148i
-0.058725+0.10807i,-0.071427+0.13898i,-0.018739+0.049131i,0.038074-0.11325i,0.043646-0.19079i,0.024451-0.13769i,0.0045491-0.044042i,0.010682+0.0050834i,0.037277-0.0023835i,0.038844-0.020525i,0.024626-0.0091997i,0.024355+0.01524i,0.030243+0.027773i,0.028762+0.029429i,0.016498+0.024097i,0.0029689+0.018226i,0.00024219+0.01107i,0.0067015+0.00051397i,0.0079933-0.0057268i,0.00053896-7.7431e-05i,-0.0044298+0.014225i,-0.0018611+0.01792i,0.00078175+0.0060355i
-0.12754-0.037677i,-0.31034-0.13194i,-0.46434-0.17559i,-0.4401-0.10599i,-0.32514-0.05724i,-0.26958-0.073048i,-0.23277-0.037689i,-0.15077+0.021195i,-0.077587+0.011458i,-0.054277-0.031132i,-0.053457-0.045773i,-0.049394-0.033221i,-0.040724-0.020144i,-0.031449-0.018779i,-0.02177-0.015018i,-0.012722-0.003697i,-0.007888-0.00023035i,-0.0083663-0.0074873i,-0.0065657-0.012588i,0.00050852-0.010474i,0.0024176-0.0092693i,-0.0037907-0.0087541i,-0.0062441-0.0054762i
0.18849+0.071332i,0.33239+0.16449i,0.37295+0.20753i,0.31464+0.15732i,0.25397+0.079351i,0.20812+0.009344i,0.15852-0.044548i,0.102-0.066829i,0.045555-0.04447i,0.016076+0.0055774i,0.021645+0.033108i,0.027279+0.025425i,0.013144+0.0091411i,-0.011893-0.0064175i,-0.029813-0.021154i,-0.030104-0.031268i,-0.023395-0.027482i,-0.014655-0.0071562i,-0.0025106+0.0074823i,0.0068232-2.6583e-05i,0.01078-0.012169i,0.013338-0.012321i,0.013564-0.0071073i
-0.0091328-0.044041i,-0.040419-0.040749i,-0.058837+0.035338i,-0.054936+0.12805i,-0.038239+0.18092i,0.0011449+0.18915i,0.032568+0.14364i,0.032885+0.087366i,0.040089+0.064364i,0.065518+0.048571i,0.070213+0.024118i,0.048813+0.0023694i,0.033475-0.010119i,0.033308-0.0054967i,0.026903+0.0095359i,0.0086057+0.020104i,-0.002249+0.022012i,0.0026132+0.015588i,0.0078202+0.0032453i,0.0031784-0.0055619i,-0.0028251-0.0088075i,-0.010061-0.0095149i,-0.017516-0.0026674i
-0.10684-0.081244i,-0.14687-0.11026i,-0.16007-0.08962i,-0.16594-0.05309i,-0.16394-0.052396i,-0.16297-0.04478i,-0.13774+0.0020869i,-0.08997+0.049225i,-0.053117+0.060824i,-0.039391+0.03792i,-0.046318+0.0076814i,-0.049471-0.0038761i,-0.032301-0.0076894i,-0.012015-0.022392i,0.0063294-0.033933i,0.027559-0.031911i,0.038239-0.024232i,0.027306-0.017543i,0.0064524-0.0076567i,-0.0070791+0.0037263i,-0.014494+0.012163i,-0.016315+0.016575i,-0.0092469+0.012946i
0.027441+0.15068i,0.14025+0.22478i,0.32376+0.1374i,0.38485-0.11244i,0.24596-0.30551i,0.097344-0.31096i,0.039011-0.22779i,0.019405-0.16323i,-0.0093445-0.12276i,-0.045221-0.073834i,-0.051425-0.020528i,-0.027773+0.011116i,-0.014468+0.031613i,-0.019821+0.052801i,-0.025464+0.05762i,-0.023957+0.04187i,-0.021619+0.018091i,-0.017652-0.0019252i,-0.0099828-0.0081857i,-0.001029-0.0017321i,0.013009+0.0087346i,0.028516+0.010687i,0.031019-0.00020669i
0.0084875-0.062827i,-0.040496-0.24562i,-0.14701-0.38434i,-0.20724-0.20951i,-0.13191+0.1474i,0.00085187+0.29962i,0.06157+0.20373i,0.056938+0.075087i,0.063681+0.0011074i,0.081335-0.04666i,0.070686-0.066151i,0.036894-0.050655i,0.01107-0.019496i,0.015439+0.015345i,0.035776+0.047882i,0.034417+0.060132i,0.012204+0.045141i,-0.0058632+0.021374i,-0.011084+0.0069547i,-0.0099276+0.0028082i,-0.011988+0.0030025i,-0.016471+0.0052761i,-0.017187+0.011113i
0.033516+0.052621i,-0.08849+0.10893i,-0.29303+0.17311i,-0.34511+0.20272i,-0.18726+0.16827i,-0.040737+0.10098i,-0.000338+0.079018i,0.011408+0.087824i,0.0067528+0.085002i,-0.006153+0.078823i,-0.0029277+0.067121i,-0.0011582+0.034054i,-0.017613-0.015864i,-0.050234-0.060929i,-0.081404-0.081953i,-0.08151-0.074243i,-0.047443-0.045857i,-0.0094928-0.012458i,0.0084065+0.011026i,0.0099633+0.018586i,0.0045132+0.010573i,-0.0067678-0.0012092i,-0.012704-0.0024725i
0.020002+0.083989i,0.1276+0.3611i,0.2966+0.61567i,0.37198+0.45088i,0.24346-0.0027659i,0.032628-0.23142i,-0.050558-0.18503i,-0.053723-0.11651i,-0.077236-0.067213i,-0.085768-0.001485i,-0.053905+0.038061i,-0.0095155+0.035112i,0.022238+0.019525i,0.019899+0.0071042i,-0.011425+0.0016035i,-0.036236+0.0076051i,-0.039122+0.020395i,-0.025029+0.021268i,-0.0070424-0.0005247i,0.0020179-0.02879i,0.0059604-0.042739i,0.0055922-0.041139i,-0.0032874-0.031736i
0.052921-0.23763i,0.1751-0.4763i,0.27884-0.56868i,0.20197-0.35535i,0.032661-0.0076613i,-0.01697+0.17311i,0.00067913+0.13221i,-0.0021001+0.061419i,0.030003+0.029786i,0.076587-0.018564i,0.067364-0.060192i,0.035562-0.047985i,0.039183-0.01208i,0.079119+0.00072186i,0.12233-0.012289i,0.13486-0.031206i,0.11054-0.040328i,0.066681-0.03284i,0.027368-0.015938i,0.0040649+0.00062947i,-0.0044625+0.016504i,0.0051506+0.026978i,0.021431+0.022126i
-0.18652+0.14481i,-0.31892+0.018941i,-0.37843-0.33122i,-0.3293-0.5311i,-0.20739-0.40077i,-0.092734-0.19209i,-0.064683-0.040343i,-0.041579+0.071701i,0.0076278+0.10355i,0.0029488+0.069964i,-0.029144+0.046462i,-0.038087+0.030684i,-0.054202+0.0088731i,-0.079763+0.0064932i,-0.073917+0.016707i,-0.041045+0.0074086i,-0.017343-0.025446i,-0.015316-0.043884i,-0.019655-0.018589i,-0.012238+0.021999i,-0.00024277+0.040339i,0.0045312+0.036495i,0.0081772+0.024253i
-0.012016+0.088975i,-0.074308+0.254i,-0.13331+0.41969i,-0.073635+0.37105i,0.021547+0.11633i,0.0089822-0.10488i,-0.018725-0.16133i,0.0031441-0.14178i,-0.00064965-0.12241i,-0.019572-0.076528i,-0.012281-0.034023i,-0.012872-0.027661i,-0.025612-0.018453i,-0.025767+0.016129i,-0.030282+0.055834i,-0.047174+0.087307i,-0.053542+0.097547i,-0.040655+0.071252i,-0.021283+0.022954i,-0.01491-0.018982i,-0.02625-0.039044i,-0.043458-0.034372i,-0.052371-0.014212i
0.33397-0.042805i,0.47322+0.016941i,0.38149+0.22894i,0.14365+0.43091i,-0.013477+0.43423i,-0.021591+0.31336i,0.057496+0.16625i,0.077087+0.0080386i,0.020285-0.064725i,0.010049-0.050737i,0.033529-0.03964i,0.032381-0.029818i,0.027305-0.021304i,0.018905-0.041166i,-0.0091173-0.064856i,-0.034991-0.060658i,-0.027805-0.026078i,0.0093175+0.010444i,0.038449+0.017841i,0.040877+0.0077487i,0.038864-0.00090218i,0.04013-0.011113i,0.033059-0.017807i
-0.27535+0.12225i,-0.37095+0.17514i,-0.22975+0.069071i,-0.019273-0.12714i,0.046476-0.15912i,0.039002+0.010498i,0.021082+0.14408i,-0.011185+0.16443i,-0.020992+0.14591i,-0.025975+0.10843i,-0.037817+0.082616i,-0.019154+0.073377i,-0.00017732+0.043718i,-0.019826+0.0069742i,-0.037512-0.0092963i,-0.029408-0.017875i,-0.024391-0.026243i,-0.030077-0.022394i,-0.029464-0.0075843i,-0.017481+0.0098423i,-0.0018583+0.019897i,0.0078665+0.017861i,0.01284+0.0096193i
0.027952-0.30006i,0.11582-0.53035i,0.17524-0.6444i,0.15197-0.51884i,0.12405-0.25615i,0.087165-0.12791i,-0.0014599-0.12808i,-0.034529-0.073387i,0.024062-0.017468i,0.065164-0.027561i,0.05202-0.042611i,0.019455-0.034062i,0.010737-0.0012474i,0.049065+0.037327i,0.094703+0.050823i,0.11144+0.04012i,0.096754+0.014978i,0.057437-0.012193i,0.017733-0.030546i,-0.015937-0.035903i,-0.046426-0.02031i,-0.055838+0.0044337i,-0.049342+0.013167i
0.24784+0.12175i,0.34811+0.055658i,0.2006-0.068758i,-0.12532-0.093099i,-0.35116-0.059449i,-0.33458-0.053551i,-0.17986-0.029451i,-0.063399-0.013219i,-0.048411-0.015259i,-0.049223+0.0057152i,-0.022117+0.012938i,-0.0057719-0.0042241i,-0.0051846-0.0086417i,-0.0031998+0.0037429i,0.0043198+0.016609i,0.0086664+0.014203i,0.01182-0.0021569i,0.017052-0.010752i,0.016357+0.0061735i,0.025666+0.027607i,0.04721+0.0237i,0.055161+0.0080408i,0.048223+0.0053069i
-0.51919+0.31153i,-0.80273+0.70516i,-0.67812+0.99644i,-0.15335+0.86173i,0.2409+0.4455i,0.27919+0.19323i,0.20678+0.1307i,0.14152+0.065235i,0.069914+0.009866i,0.0030029-0.0037073i,-0.03962+0.0068243i,-0.035991+0.016247i,-0.026765-0.0089188i,-0.06069-0.037207i,-0.095108-0.030924i,-0.089901-0.0096353i,-0.067337+0.0039612i,-0.052113+0.013294i,-0.039937+0.024128i,-0.017254+0.022508i,0.0013493+0.004596i,0.00040106-0.0091819i,-0.00047673-0.0085707i
0.36903-0.24588i,0.52624-0.36801i,0.43973-0.31096i,0.25104-0.0906i,0.2331+0.0957i,0.26788+0.068273i,0.17411-0.033915i,0.0854-0.025754i,0.085547+0.0068529i,0.080951-0.0089727i,0.051225-0.021281i,0.030535-0.01097i,0.028561+0.0010969i,0.031789-0.010838i,0.009955-0.037423i,-0.022266-0.049147i,-0.031883-0.046827i,-0.022848-0.04234i,-0.0084235-0.045179i,-0.009145-0.04745i,-0.028536-0.032053i,-0.041006-0.015215i,-0.045311-0.012335i
0.16919+0.082761i,0.30242-0.15348i,0.20074-0.59901i,-0.23893-0.83017i,-0.64328-0.64013i,-0.64191-0.29868i,-0.38207-0.08431i,-0.18357-0.02182i,-0.10709-0.0090074i,-0.044258+0.008426i,0.017636-0.0031096i,0.033878-0.031901i,0.028602-0.034981i,0.037662-0.021565i,0.045958-0.013324i,0.028024-0.0043372i,0.0055748+0.014923i,0.013427+0.024843i,0.033191+0.01574i,0.03391+0.012321i,0.03235+0.019152i,0.036976+0.020131i,0.037125+0.018624i
-0.47494+0.0067585i,-0.69554+0.25636i,-0.43468+0.54439i,0.13368+0.52201i,0.38274+0.27152i,0.24887+0.12559i,0.093807+0.060302i,0.00014953-0.0061682i,-0.053465-0.002384i,-0.04712+0.028102i,-0.038476+0.034536i,-0.048721+0.026258i,-0.074383+0.011057i,-0.10535+0.02694i,-0.095501+0.067546i,-0.042394+0.088251i,0.0056626+0.078859i,0.023112+0.05239i,0.014487+0.027907i,-0.0036731+0.012503i,-0.015963+0.0051879i,-0.018052+0.0012981i,-0.017214-0.0056921i
0.43367-0.050748i,0.68482-0.091936i,0.62299+0.02029i,0.35739+0.2583i,0.24157+0.35826i,0.24656+0.23419i,0.19708+0.10668i,0.15361+0.10262i,0.16335+0.11664i,0.14178+0.097582i,0.088948+0.07585i,0.047869+0.057759i,0.027546+0.048911i,0.015234+0.039957i,-0.0046141+0.023665i,-0.021567+0.014607i,-0.02924+0.019653i,-0.033257+0.033755i,-0.024541+0.040172i,-0.010638+0.019344i,-0.013243-0.0090174i,-0.018381-0.015518i,-0.0058864-0.01709i
-0.18003-0.05527i,-0.3282-0.27559i,-0.50359-0.54531i,-0.59332-0.56986i,-0.47611-0.34309i,-0.25599-0.12909i,-0.1166-0.035776i,-0.070744-0.048193i,-0.084106-0.12033i,-0.11544-0.16624i,-0.12251-0.14872i,-0.081385-0.091316i,-0.0027796-0.059022i,0.066236-0.071245i,0.10623-0.081218i,0.10946-0.077836i,0.075778-0.078236i,0.027846-0.069098i,-0.0087046-0.047744i,-0.016744-0.032079i,-0.01217-0.024457i,-0.01187-0.0081027i,-0.0021468+0.018397i
-0.19016+0.11925i,-0.42183+0.32007i,-0.43083+0.4591i,-0.13321+0.35487i,0.1004+0.14946i,0.11508+0.063882i,0.078391+0.074837i,0.055605+0.074087i,0.042825+0.066197i,0.048968+0.056129i,0.049191+0.026192i,0.022428-0.0071152i,-0.012495-0.015228i,-0.027845+0.0010349i,-0.026497+0.023338i,-0.022153+0.026925i,-0.016914-0.001891i,-0.013776-0.030492i,-0.012305-0.017213i,0.0071464+0.017338i,0.03808+0.025045i,0.044291+0.0049792i,0.024516-0.0049001i
0.36551+0.38904i,0.80639+0.58456i,0.98594+0.52882i,0.6032+0.29176i,0.074113+0.16513i,-0.082662+0.15034i,0.024665+0.057084i,0.082988-0.036228i,0.074215-0.035892i,0.05616+0.0033569i,0.044342+0.054453i,0.05792+0.09257i,0.062886+0.098575i,0.04224+0.10742i,0.034671+0.10758i,0.037871+0.064196i,0.028935+0.011401i,0.0076865-0.026246i,-0.011238-0.052429i,-0.0095121-0.059406i,0.0075149-0.052635i,0.01727-0.042643i,0.010932-0.032194i
0.095257-0.42366i,0.11166-0.70855i,0.087105-0.678i,0.0928-0.30953i,0.16966+0.023742i,0.16886+0.12034i,0.047249+0.11474i,-0.051259+0.13975i,-0.08492+0.17111i,-0.084758+0.15989i,-0.066718+0.10683i,-0.049902+0.05614i,-0.03759+0.03469i,-0.036195+0.042771i,-0.054868+0.080776i,-0.073573+0.12267i,-0.067922+0.12415i,-0.038205+0.076671i,-0.01563+0.017355i,-0.025134-0.0081458i,-0.047043+0.0034454i,-0.047432+0.021468i,-0.023941+0.029992i
-0.12527+0.073623i,-0.31195+0.041781i,-0.47459-0.030895i,-0.43456-0.064315i,-0.26791-0.10864i,-0.17125-0.15894i,-0.09964-0.10274i,0.045473-0.043184i,0.18042-0.081846i,0.21074-0.13766i,0.16442-0.16153i,0.090307-0.1655i,0.021887-0.15563i,-0.03032-0.13668i,-0.064807-0.099335i,-0.052096-0.049592i,-0.0020734-0.018192i,0.045556-0.004628i,0.082785+0.0093438i,0.10309+0.017738i,0.10172+0.025493i,0.086094+0.027885i,0.048009+0.0094921i
-0.33834+0.2854i,-0.42396+0.47947i,-0.30278+0.38848i,-0.17372-0.011927i,-0.23709-0.2801i,-0.30919-0.20392i,-0.27227-0.068073i,-0.23606-0.014516i,-0.22728+0.028169i,-0.20518+0.05655i,-0.18753+0.064016i,-0.15689+0.07054i,-0.10585+0.057393i,-0.087166+0.019165i,-0.091162-0.033904i,-0.084206-0.083276i,-0.076774-0.089195i,-0.06533-0.045247i,-0.048835+0.0017838i,-0.054855+0.021136i,-0.076796+0.028412i,-0.08409+0.036189i,-0.05717+0.037426i
0.28824+0.019611i,0.44498+0.081958i,0.45893+0.20088i,0.42255+0.3394i,0.43179+0.41653i,0.4262+0.3585i,0.40024+0.19999i,0.38681+0.044706i,0.37756-0.037767i,0.34926-0.085142i,0.23849-0.13906i,0.059282-0.14485i,-0.06192-0.10013i,-0.094779-0.061677i,-0.11186-0.0099077i,-0.12445+0.084624i,-0.10012+0.16397i,-0.034353+0.16844i,0.028691+0.1126i,0.036119+0.045216i,0.00060875+0.0034991i,-0.029938-0.017139i,-0.046184-0.037478i
0.075482+0.40063i,0.32928+0.45216i,0.47972+0.22044i,0.27472-0.044422i,0.044906-0.12449i,0.074478-0.20838i,0.041012-0.36306i,-0.17844-0.34626i,-0.32546-0.20235i,-0.3421-0.068136i,-0.24515+0.05359i,-0.070246+0.053182i,0.011514-0.059415i,-0.0039606-0.14362i,-0.017432-0.21199i,-0.057375-0.27296i,-0.13627-0.24886i,-0.17279-0.11572i,-0.11827+0.022532i,-0.048905+0.037547i,-0.044639-0.013682i,-0.052455-0.018663i,-0.031382-0.0052147i
-0.12053-0.20778i,-0.28306-0.30767i,-0.1488-0.31506i,0.20663-0.24439i,0.45266-0.197i,0.48952-0.20453i,0.41937-0.165i,0.38869-0.025636i,0.42032+0.058366i,0.36158+0.052032i,0.23776+0.066116i,0.17675+0.053765i,0.12047-0.025297i,0.029383-0.053738i,-0.025114+0.0035203i,-0.018697+0.069512i,0.03244+0.067565i,0.055396+0.0030962i,0.013184-0.018312i,0.0052878+0.018789i,0.042365+0.0083566i,0.047307-0.048512i,0.02266-0.089062i
