-0.0024275-0.00032477i,-0.0028292-0.00057596i,-0.0047022+0.00026169i,-0.0043196+0.00061572i,-0.0023281+0.0010791i,-0.00048189+0.0016529i,0.00053489+0.0010957i,0.00086818+0.00056322i,0.0014005+4.1035e-05i,0.001793-0.0009711i,0.0013946-0.00091521i,0.0010272+5.46e-05i,0.0015917+0.00026032i,0.0013887+0.00055167i,0.00014663+0.00039154i,-0.00033053-0.00028103i,-0.00052837-1.1439e-06i,-0.00072652+0.000642i,-0.00072712+0.00029563i,-0.0002364+1.3949e-05i,-0.00020228-8.0011e-05i,-0.0012576-0.00049295i,-0.00081661-0.00072943i
-0.052134-0.0021874i,-0.14177+0.025047i,-0.29486+0.11336i,-0.41663+0.2592i,-0.38951+0.35443i,-0.24289+0.29491i,-0.1167+0.14087i,-0.047778+0.034902i,0.0054175+0.0094708i,0.025473+0.00078923i,0.0080595-0.0047157i,-0.0023377+0.001484i,0.0045034+0.0031012i,0.0088422-0.0035668i,0.0019596-0.0095321i,-0.0095275-0.0096247i,-0.015969-0.0055772i,-0.012268-0.0016946i,0.00070552-0.00010402i,0.01193-0.002212i,0.012278-0.0071555i,0.0064493-0.012936i,0.00095828-0.015845i
0.045419+0.0053085i,0.1502+0.0073807i,0.34397+0.002152i,0.54057-0.037637i,0.57052-0.097039i,0.40528-0.10643i,0.19562-0.051257i,0.055994-0.0095974i,-0.015515-0.019022i,-0.036024-0.022927i,-0.020929-0.0091096i,-0.0077694-0.0074731i,-0.0096857-0.011503i,-0.012401-0.0098796i,-0.0087968-0.003217i,-0.0019199+0.0077049i,0.0022693+0.015379i,0.002454+0.013515i,-0.0042637+0.0036603i,-0.011985-0.0058784i,-0.012981-0.0078228i,-0.012642-0.0033243i,-0.012894+0.0026614i
-0.049673-0.0025387i,-0.14733-0.027887i,-0.32772-0.083007i,-0.50534-0.13764i,-0.52879-0.14352i,-0.37481-0.11098i,-0.17452-0.093079i,-0.050278-0.08366i,-0.011993-0.049002i,-0.0073567-0.016884i,-0.0096287-0.0095824i,-0.0060897-0.0067642i,0.0050108-0.0025181i,0.010017-0.002159i,0.0061034-0.0033103i,0.00093298-0.005851i,-0.00046603-0.0078564i,0.0023525-0.0067943i,0.0071052-0.00037722i,0.0072553+0.0090662i,0.0025008+0.012373i,0.00058911+0.01005i,0.0024691+0.0071074i
0.036172+0.010351i,0.11895+0.054973i,0.25998+0.14892i,0.38995+0.25732i,0.4051+0.29703i,0.28793+0.22636i,0.12193+0.12765i,0.015936+0.070325i,-0.0054116+0.034793i,-0.00024385+0.01214i,0.0012591+0.010259i,0.0018247+0.0099985i,-0.0037435+0.0026686i,-0.010748+0.0015804i,-0.010931+0.0088805i,-0.0060516+0.015815i,-0.0015227+0.017191i,0.00034957+0.012826i,-0.00013067+0.004439i,-0.0019441-0.003086i,-0.0012626-0.0012773i,0.0018006+0.0072364i,0.002703+0.011285i
-0.026334-0.0071282i,-0.082855-0.066547i,-0.15411-0.19403i,-0.18631-0.36371i,-0.16098-0.45559i,-0.1077-0.36931i,-0.040943-0.19774i,-0.0019669-0.075149i,-0.0087975-0.01253i,-0.01683+0.012891i,-0.010005+0.010396i,-0.0023677+0.0056285i,0.0044323+0.0086983i,0.0070082+0.0076643i,0.0060666+0.002237i,0.0060761-0.0016955i,0.0045796-0.0028313i,0.00042441-0.0019391i,-0.0030553+0.0020488i,-0.00159+0.0061796i,0.0050915+0.0029943i,0.012641-0.0054371i,0.015768-0.010644i
0.018482+0.017192i,0.054988+0.083582i,0.064727+0.21966i,0.0028088+0.38593i,-0.083308+0.45789i,-0.10833+0.34973i,-0.095174+0.16235i,-0.077247+0.04756i,-0.039833+0.015231i,-0.0070584+0.0068024i,-0.0007871+0.0051597i,-0.002928+0.0032399i,-0.0034219-0.0032766i,-0.0020743-0.0040446i,0.00083603+0.00086692i,0.0015718+0.0059108i,0.0017747+0.010361i,0.0016859+0.011726i,0.0004245+0.0062505i,-0.00024226-0.0015895i,0.00055267-0.0060295i,-0.0010448-0.0089466i,-0.0041891-0.010367i
-0.016889-0.022026i,-0.043029-0.084941i,-0.023133-0.20448i,0.084707-0.33365i,0.19527-0.36305i,0.18986-0.255i,0.11057-0.10222i,0.060852-0.017451i,0.035166-0.0083637i,0.012759-0.013844i,0.0039091-0.010807i,0.0050152-0.0051818i,0.0078541-0.00058687i,0.01075-0.0012328i,0.011851-0.0047881i,0.012041-0.0074568i,0.012953-0.010708i,0.014192-0.010908i,0.013254-0.005678i,0.0083812+0.00028638i,0.0021114+0.0017197i,-0.003066-0.001466i,-0.0060771-0.003133i
0.0066972+0.024686i,0.014042+0.078114i,-0.046463+0.15896i,-0.20465+0.22044i,-0.33376+0.20384i,-0.29286+0.12744i,-0.15186+0.052848i,-0.055891+0.022082i,-0.011944+0.028326i,0.010767+0.029709i,0.012005+0.0195i,0.0070042+0.010072i,0.0064682+0.00073316i,0.0029515-0.0034818i,-0.0030303-0.0029759i,-0.006436-0.0036016i,-0.008396-0.0024824i,-0.0091144+0.00065236i,-0.0058499+0.0012088i,-0.0012756-0.0011497i,-0.0018802-0.00073983i,-0.0078336+0.0033588i,-0.012485+0.0063455i
-0.0050614-0.023873i,0.0013282-0.057639i,0.07353-0.077654i,0.22805-0.038699i,0.33515+0.043911i,0.27508+0.083855i,0.12801+0.071696i,0.033493+0.045763i,0.0029921+0.012015i,-0.0085599-0.010186i,-0.0090415-0.011464i,-0.0046593-0.006743i,-0.0016026-0.0040465i,0.0022937-0.0052883i,0.0042575-0.0072607i,0.0032525-0.0066905i,0.0027496-0.0071083i,0.0041213-0.007361i,0.0045658-0.0060509i,0.0046953-0.003403i,0.0064232+0.00070347i,0.0071636+0.0045471i,0.0070273+0.0080509i
0.00087506+0.029965i,-0.012595+0.059965i,-0.080079+0.066749i,-0.19849+0.00042365i,-0.25334-0.10076i,-0.16849-0.12229i,-0.041166-0.077956i,0.017842-0.043869i,0.0153-0.025379i,0.0052427-0.010146i,0.0031909-0.0018077i,0.004283-0.0020387i,0.0044298-0.0052821i,-0.00055291-0.0063248i,-0.0071042-0.0047897i,-0.011889-0.0013783i,-0.016446+0.0021706i,-0.019166+0.0035855i,-0.017879+0.00089728i,-0.013911-0.0037952i,-0.0088659-0.0055058i,-0.0023769-0.0033354i,0.0034665-0.0012354i
-0.0032705-0.027547i,0.010741-0.048333i,0.058646-0.026092i,0.13436+0.082476i,0.1618+0.19726i,0.10309+0.18012i,0.032936+0.081739i,0.011166+0.020105i,0.018299-0.0010428i,0.017434-0.012454i,0.0071949-0.014768i,0.00015618-0.010735i,-0.0015875-0.0081511i,0.00052779-0.0066776i,0.0018564-0.0053903i,0.0016983-0.0025388i,0.0065115+0.003465i,0.014082+0.0090857i,0.015023+0.011521i,0.0088251+0.012313i,0.003865+0.010485i,0.0037634+0.005704i,0.0053491+0.00088004i
-0.0017654+0.033777i,-0.0035991+0.053119i,-0.0037059+0.026524i,0.010821-0.084309i,0.050554-0.18966i,0.08009-0.17352i,0.065504-0.088207i,0.028571-0.031354i,-0.00074689-0.0069929i,-0.010003+0.0078109i,-0.0063499+0.014857i,-0.0019779+0.012725i,-0.001253+0.0067916i,-0.0053776+0.0019693i,-0.010149+0.0012151i,-0.011391+0.0013185i,-0.01186-0.0020974i,-0.01206-0.0067286i,-0.0097002-0.0089483i,-0.0061392-0.0099242i,-0.0041981-0.010719i,-0.0034354-0.0099068i,-0.0037475-0.0085898i
-0.0033291-0.029169i,-0.0059225-0.04304i,-0.020257-0.010384i,-0.055657+0.077472i,-0.098537+0.12477i,-0.10104+0.068202i,-0.065222-0.0069526i,-0.036082-0.026088i,-0.021067-0.018215i,-0.01248-0.016543i,-0.0083145-0.017125i,-0.0074461-0.01409i,-0.006096-0.0099194i,-0.0035906-0.0048619i,-0.0014828+0.00066088i,0.00049972+0.004068i,0.0032914+0.0075248i,0.0061932+0.011941i,0.0065283+0.015247i,0.0058874+0.01837i,0.0049394+0.018183i,0.0033042+0.01308i,0.0019931+0.0078396i
0.0047981+0.033793i,0.012998+0.053885i,0.041716+0.034415i,0.10011-0.034012i,0.14686-0.071604i,0.11411-0.042414i,0.041953-0.012165i,0.0057826-0.013656i,-0.0012237-0.018396i,-0.0025141-0.01065i,-0.0012345-0.0003203i,0.0031841+0.005173i,0.0043544+0.0068946i,-0.00073694+0.0063062i,-0.006528+0.0056898i,-0.009587+0.0058744i,-0.0098278+0.0012341i,-0.007349-0.0073479i,-0.0030783-0.015005i,0.0015535-0.019938i,0.0051036-0.018049i,0.0064297-0.011831i,0.0043909-0.0071589i
-0.006934-0.03333i,-0.01692-0.063023i,-0.040818-0.077543i,-0.094131-0.072864i,-0.13952-0.079687i,-0.11561-0.07981i,-0.060208-0.042638i,-0.026501+5.0425e-05i,-0.0096026+0.016909i,-0.0018043+0.010439i,-0.0019271-0.0012318i,-0.0036788-0.0069842i,-0.0022173-0.0058908i,0.0018414-0.0010394i,0.0055872+0.0023879i,0.0069083+0.0052383i,0.0045471+0.012294i,-3.7932e-05+0.020055i,-0.0032107+0.023971i,-0.006499+0.022441i,-0.0083698+0.016055i,-0.0066487+0.0093323i,-0.0034227+0.0056456i
0.01917+0.030874i,0.032361+0.060853i,0.051915+0.08463i,0.07682+0.10008i,0.071444+0.11582i,0.020294+0.098933i,-0.019217+0.044861i,-0.024158+0.006286i,-0.01712-0.0030225i,-0.013545+0.0013131i,-0.012823+0.0090115i,-0.0097551+0.011902i,-0.0058245+0.0095551i,-0.0029381+0.0062519i,-0.0021481+0.0035828i,-0.0011662+0.0015486i,0.0039263-0.00062968i,0.0096147-0.0053319i,0.013343-0.011829i,0.015206-0.016819i,0.0139-0.017789i,0.0097705-0.014402i,0.0048223-0.010137i
-0.015875-0.027913i,-0.035189-0.062657i,-0.062471-0.10004i,-0.088845-0.12495i,-0.07284-0.12149i,-0.021673-0.070673i,0.0015799-0.0041601i,-0.00081954+0.022394i,-0.0030717+0.013791i,-0.0032096+0.0027412i,-0.0028613-0.0016444i,-0.0018896-0.0033505i,0.0023175-0.0038456i,0.0078466-0.00343i,0.011261-0.0010465i,0.01233+0.0020307i,0.0094613+0.0030998i,0.0022943+0.0044585i,-0.0068565+0.0080411i,-0.013779+0.011242i,-0.016214+0.010405i,-0.014641+0.0064659i,-0.0093525+0.0042623i
0.024532+0.021851i,0.031268+0.055311i,0.029243+0.094648i,0.01135+0.12329i,-0.027387+0.11937i,-0.042611+0.077544i,-0.010893+0.027466i,0.01433+0.0010748i,0.015986-0.002981i,0.011753+0.0012208i,0.0078857+0.0081571i,0.0072206+0.013215i,0.0072301+0.010282i,0.0031859+0.0020176i,-0.0027335-0.0046063i,-0.0048045-0.0058668i,-0.00074514-0.0046392i,0.0068784-0.0052389i,0.014858-0.01022i,0.019825-0.013551i,0.018848-0.0085214i,0.013368-0.0019889i,0.0072089-0.00099676i
-0.025392-0.0185i,-0.032232-0.047187i,-0.023139-0.073836i,0.010221-0.070937i,0.058058-0.034959i,0.067174+0.0065512i,0.031379+0.027657i,0.0029446+0.02816i,-0.0035795+0.021442i,-0.00086766+0.013078i,0.0042689+0.0042412i,0.0073568-0.0019146i,0.0089287-0.0056954i,0.010534-0.0075767i,0.01073-0.0066245i,0.0077142-0.005138i,0.00089058-0.0046461i,-0.0092364-0.0038998i,-0.019601+3.7278e-05i,-0.025196+0.0033669i,-0.022732+0.00096018i,-0.015959-0.0015891i,-0.010408-0.00055572i
0.022362+0.018088i,0.030052+0.055563i,0.019773+0.095313i,-0.011912+0.10161i,-0.038941+0.062043i,-0.01752+0.0019056i,0.022531-0.032539i,0.027695-0.033357i,0.013561-0.022371i,0.0046554-0.013018i,0.0016169-0.0076099i,0.0021767-0.0069378i,0.0008841-0.010302i,-0.0047339-0.012411i,-0.0086164-0.011924i,-0.008986-0.00938i,-0.0056885-0.0037843i,0.0011434+0.0024424i,0.011042+0.0048275i,0.019968+0.0050348i,0.020051+0.0065284i,0.013126+0.007477i,0.0073243+0.0055209i
-0.023194-0.014025i,-0.029836-0.042493i,-0.017952-0.059376i,0.021968-0.034988i,0.056421+0.0033847i,0.03543+0.015968i,-0.00076044+0.0038487i,-0.0014724-0.0046856i,0.0092346-0.0065711i,0.0094058-0.0097568i,0.0047822-0.011611i,0.0032799-0.010839i,0.0044173-0.0087599i,0.0031985-0.0039961i,0.0008813+0.0019589i,0.00054707+0.0037473i,0.0003646+0.0016236i,-0.0036759-0.0017734i,-0.01198-0.00331i,-0.01842-0.0041927i,-0.016398-0.0066874i,-0.0084412-0.0076877i,-0.0028035-0.0041799i
0.020435+0.010885i,0.034129+0.037151i,0.044892+0.04887i,0.039968+0.013928i,0.026528-0.032447i,0.027173-0.039684i,0.023026-0.022138i,0.0032148-0.0094096i,-0.0056336-0.0018181i,-0.0043722+0.00049522i,-0.0059952+0.00092719i,-0.0089357+0.001664i,-0.012429+2.3943e-05i,-0.015424-0.0035831i,-0.01599-0.005622i,-0.015057-0.0036007i,-0.01299+0.0017413i,-0.0050904+0.0078199i,0.0094718+0.011907i,0.018311+0.013807i,0.0157+0.014314i,0.0090232+0.012175i,0.0056778+0.0085473i
-0.015427-0.0059287i,-0.026099-0.029052i,-0.02532-0.038936i,-0.0094492-0.012667i,-0.0050451+0.011392i,-0.022296-0.0037048i,-0.033524-0.020809i,-0.025883-0.015064i,-0.014605-0.007967i,-0.0097406-0.0058075i,-0.0092263-0.0042373i,-0.0090103-0.0023555i,-0.0048347+0.0015271i,0.00080629+0.0059611i,0.0025761+0.0088355i,0.0010777+0.0089363i,0.00094279+0.0051084i,5.4717e-05-0.00224i,-0.004801-0.011437i,-0.0090148-0.018464i,-0.0072301-0.019344i,-0.0017144-0.015553i,0.001618-0.011665i
0.01693+0.0036772i,0.031794+0.018816i,0.040351+0.016408i,0.032219-0.016948i,0.02428-0.035067i,0.016064-0.011925i,0.0013039+0.0051536i,-0.0086092-0.0024076i,-0.0113-0.0094604i,-0.0091874-0.0072048i,-0.0050265-0.0018967i,-0.001867-0.00062488i,-0.0018525-0.002874i,-0.0026956-0.0045731i,-0.002335-0.0042858i,-0.0029024-0.0029404i,-0.004475-0.00031406i,-0.0035469+0.0045938i,0.0011902+0.012376i,0.0053294+0.018272i,0.0041395+0.016998i,0.00045113+0.010888i,-0.0012398+0.0054994i
-0.01462+0.0016719i,-0.036376-0.019653i,-0.058361-0.033729i,-0.061407-0.026205i,-0.047696-0.023732i,-0.026264-0.026601i,-0.0032902-0.0062991i,0.013809+0.014935i,0.018564+0.015258i,0.012467+0.0079167i,0.0049096+0.0048777i,0.0032037+0.0067395i,0.0069499+0.010224i,0.0087742+0.012957i,0.0054345+0.014297i,0.0029496+0.015116i,0.0044675+0.01266i,0.0070539+0.0051434i,0.0059212-0.0070387i,0.0030199-0.016639i,0.0037582-0.016263i,0.0057027-0.011072i,0.0036111-0.0073861i
0.01587+0.00040031i,0.0374+0.014976i,0.058561+0.02194i,0.052262+0.010358i,0.01992+0.010253i,-0.0083151+0.022502i,-0.020249+0.016207i,-0.025594+0.0064869i,-0.022123+0.0070844i,-0.013014+0.0077288i,-0.0081901+0.0060677i,-0.0074911+0.0033901i,-0.0077128-0.0033941i,-0.0055702-0.010537i,-0.0016899-0.011035i,-0.00068399-0.0081524i,-0.0026246-0.0051945i,-0.0059732-0.00062033i,-0.0092478+0.0062041i,-0.01005+0.013282i,-0.0090235+0.013283i,-0.0091155+0.0077332i,-0.0081962+0.0050143i
-0.0042737+0.0040471i,-0.035385-0.0092058i,-0.073039-0.012152i,-0.081726+0.0029366i,-0.04648+0.0057023i,-0.0055929-0.004616i,0.010603+0.0012736i,0.012089+0.0067066i,0.0087894+0.00011247i,0.004563-0.005138i,0.0022344-0.0054952i,0.002226-0.0030553i,0.0036939-0.00041982i,0.0035883+0.00060502i,0.0012758+0.0020849i,-0.00065857+0.0044426i,0.0011115+0.0060368i,0.0057287+0.0035707i,0.010269-0.0048516i,0.012862-0.012622i,0.013379-0.012656i,0.011747-0.0077733i,0.0081901-0.0039255i
0.012739+0.0050284i,0.040413+0.019667i,0.06804+0.031525i,0.057978+0.028874i,0.015274+0.019798i,-0.012795+0.0050152i,-0.0058036-0.015732i,0.0056675-0.023551i,0.0056068-0.016047i,0.002965-0.006442i,0.0042071+0.00011003i,0.0079017-0.00039785i,0.0086409-0.005947i,0.0072697-0.008613i,0.0076621-0.0079019i,0.0079224-0.0058938i,0.0059155-0.0048043i,0.00068651-0.0029473i,-0.0070543+0.0017878i,-0.013734+0.0051855i,-0.015486+0.0037344i,-0.012873+0.00080926i,-0.007438+0.00065964i
-0.0048025-0.00036984i,-0.032562-0.0085398i,-0.053822-0.0038526i,-0.034411+0.013719i,0.0060929+0.021012i,0.021844+0.022946i,0.014882+0.027251i,0.011674+0.023122i,0.012752+0.011889i,0.01051+0.0033578i,0.0057084+0.0017796i,0.0035706+0.004905i,0.0038727+0.0060391i,0.00090566+0.0047701i,-0.0037313+0.0036617i,-0.0049524+0.0036445i,-0.0026908+0.0065848i,0.0012296+0.0091962i,0.0078223+0.0073989i,0.013876+0.0039271i,0.014619+0.002655i,0.011448+0.0028921i,0.0078919+0.001303i
0.0066698+0.0085029i,0.041185+0.020692i,0.078113+0.025147i,0.071275+0.017696i,0.03029+0.010263i,0.0061595-0.0084301i,-0.0016841-0.027229i,-0.013345-0.022244i,-0.01831-0.0084926i,-0.01426-0.0025844i,-0.0092638-0.0019549i,-0.0059964-0.0035589i,-0.0049074-0.0065194i,-0.0025557-0.0072946i,0.0017289-0.0056555i,0.0044946-0.0043608i,0.0038967-0.0048172i,7.4608e-05-0.0063492i,-0.0069098-0.007582i,-0.012942-0.0064831i,-0.013463-0.0051328i,-0.010411-0.0046703i,-0.0078567-0.0036826i
-0.0055702-0.0063677i,-0.036101-0.013319i,-0.059462-0.0093595i,-0.038491+0.0049777i,-0.00061868+0.014515i,0.00036773+0.016067i,-0.015337+0.0081637i,-0.012451-0.0066426i,-0.0043621-0.014974i,-0.00034978-0.013988i,0.0030047-0.012413i,0.005495-0.011088i,0.0060089-0.0088577i,0.0024191-0.0076077i,-0.0029912-0.0069573i,-0.0055803-0.0055398i,-0.0048458-0.0026461i,-0.0015269+0.00096699i,0.0048753+0.0056001i,0.010489+0.0085428i,0.010868+0.0084377i,0.0084002+0.0069737i,0.0055451+0.0043043i
0.0078192+0.0094141i,0.043258+0.0089849i,0.073509-0.00573i,0.063617-0.025808i,0.036997-0.033762i,0.028228-0.025707i,0.022007-0.014224i,0.0069377-0.0042088i,-0.0018504+0.0027769i,-0.0029461+0.0043266i,-0.0021599+0.0035125i,-0.00081514+0.0014196i,0.00097543-0.00026244i,0.0027213+0.00099277i,0.0032385+0.0024505i,0.0030587+0.0021242i,0.0032644+0.0013854i,0.002567-0.0011462i,-0.00068762-0.0066017i,-0.0043531-0.011332i,-0.0046485-0.012034i,-0.0029363-0.010057i,-0.0025659-0.006289i
-0.0077052-0.011498i,-0.041613-0.012899i,-0.064074-0.005073i,-0.045662+0.0038381i,-0.01808+0.0062347i,-0.013633+0.0064298i,-0.014031+0.009527i,-0.0065688+0.012259i,-0.0011783+0.010408i,-0.001164+0.0055391i,-0.0040073+0.0031376i,-0.0045178+0.0053451i,-0.002224+0.0055035i,-0.001064+0.0014468i,-0.0032301-0.00139i,-0.0062872-0.0013012i,-0.0069667+0.00062087i,-0.0046582+0.0039553i,1.7901e-05+0.0096666i,0.0025474+0.01487i,0.001147+0.015138i,-0.00088321+0.011839i,-0.00062345+0.0082404i
0.015267+0.0095399i,0.044019+0.0053765i,0.061399-0.012383i,0.040369-0.025642i,0.016448-0.020642i,0.014237-0.0069464i,0.0050244+0.0021145i,-0.01168+0.0077571i,-0.01412+0.009393i,-0.0083534+0.0048813i,-0.0078941+0.00035165i,-0.0098583-0.0034922i,-0.010261-0.006229i,-0.0081877-0.0047369i,-0.0049531-0.00058223i,-0.0029098+0.0029336i,-0.0015478+0.0028318i,0.00015648-0.0015298i,0.0021624-0.0083987i,0.0031235-0.013982i,0.0032904-0.012969i,0.0039027-0.0093196i,0.0036355-0.0071973i
-0.016926-0.011872i,-0.053276-0.0055936i,-0.082944+0.010543i,-0.07228+0.017003i,-0.041596+0.0031639i,-0.02271-0.011015i,-0.0044742-0.010457i,0.012478-0.0082591i,0.015401-0.008004i,0.010121-0.006256i,0.0060912-0.0032901i,0.0055517+0.00010622i,0.0066529-0.00023054i,0.0053956-0.002346i,0.0010273-0.0035345i,-0.0023755-0.0032986i,-0.0027239-0.0017853i,-0.00241+0.00098737i,-0.0028741+0.0055461i,-0.0043249+0.0092757i,-0.0060776+0.010431i,-0.0055755+0.0085013i,-0.0034364+0.0045795i
0.017698+0.011843i,0.04979+0.0055516i,0.069886-0.0080834i,0.051059-0.012754i,0.019142-0.0052204i,0.0071673-0.00012152i,0.0034195-0.0024967i,0.0020641+0.00050505i,0.0059506+0.0056203i,0.0071315+0.0056488i,0.0059485+0.0050393i,0.0047603+0.0045973i,0.0018395+0.0032651i,-0.00017016+0.0025163i,-0.0005556+0.0035341i,-0.00058623+0.0047467i,-0.0002042+0.0046757i,0.00090356+0.0028931i,0.0044028-0.0026968i,0.0094704-0.0086556i,0.011476-0.0099636i,0.010217-0.0080327i,0.0082303-0.0057532i
-0.028311-0.006275i,-0.058547+0.0089543i,-0.075835+0.037971i,-0.055299+0.048672i,-0.023278+0.028581i,-0.0064381+0.0061168i,0.0052737+0.00066075i,0.012164+0.00061082i,0.008145-0.0047766i,-1.0987e-05-0.0066634i,-0.005003-0.0015927i,-0.0042831+0.0038515i,-0.0012849+0.0056057i,-0.0013205+0.0045022i,-0.0026641+0.0040135i,-0.0019416+0.0040384i,-0.0010701+0.002869i,-0.002699+0.0024873i,-0.0079818+0.005087i,-0.01303+0.0069962i,-0.01303+0.0048795i,-0.010361+0.0012277i,-0.0085047-0.00034586i
0.026568+0.0060619i,0.058083-0.0049602i,0.071745-0.022099i,0.047151-0.01854i,0.013566+0.00080963i,-0.0037683+0.0026616i,-0.012376-0.0092597i,-0.01326-0.014039i,-0.0068663-0.011748i,-0.0015253-0.0071877i,1.1524e-06-0.0050536i,-9.2017e-05-0.0065795i,7.1388e-05-0.0063878i,0.0006265-0.0035089i,0.00040355+1.1276e-05i,-0.0010002+0.0024507i,-0.0023187+0.0030485i,-0.00055518+0.001232i,0.0046329-0.001374i,0.010069-0.0026346i,0.012079-0.0022411i,0.0096861-0.0011762i,0.0059156-0.00065331i
-0.028373-0.0066677i,-0.056976+0.010344i,-0.062173+0.032665i,-0.030862+0.032476i,-0.004312+0.016194i,0.0016597+0.011759i,0.0056146+0.0087645i,0.0053661-0.004868i,-0.0010586-0.013227i,-0.0040592-0.010759i,-0.0021584-0.0064807i,0.0016127-0.0030035i,0.0046366-0.0020872i,0.0043174-0.0022641i,0.0035684-0.0012739i,0.0033362+0.00057308i,0.0034342+0.0024391i,0.0021165+0.0036556i,-0.0037437+0.0019017i,-0.010654-0.001278i,-0.013003-0.0026896i,-0.011228-0.0033717i,-0.0083014-0.0043177i
0.032497+0.00010468i,0.063827-0.021422i,0.071168-0.044021i,0.045471-0.037565i,0.020047-0.011697i,0.0070504-0.0043463i,-0.0039943-0.0097459i,-0.010729-0.005368i,-0.0088502+0.0017746i,-0.0037962+0.0040274i,-0.00047858+0.0043291i,0.00085653+0.0035779i,0.0019414+0.0021866i,0.0040716+0.00048828i,0.0056482-0.00048711i,0.0048047-0.00060579i,0.0025623-0.00074801i,0.0025328-0.00021765i,0.0073721+0.0022352i,0.013294+0.0058535i,0.013437+0.0074079i,0.0084576+0.007039i,0.0041447+0.0069631i
-0.037034+0.0051746i,-0.064046+0.030119i,-0.066086+0.048449i,-0.037071+0.036575i,-0.0085073+0.018599i,0.0019614+0.015311i,0.0010587+0.013506i,-0.0061415+0.0056342i,-0.01232-0.00071724i,-0.013618-0.0026236i,-0.013765-0.001074i,-0.010093+5.1987e-05i,-0.0042961-0.0022199i,-0.0029677-0.0045909i,-0.0035854-0.0037841i,-0.0015227-0.00051565i,0.0015056+0.0015108i,0.0018172+0.00027872i,-0.0020182-0.0036864i,-0.0074619-0.0074223i,-0.0089123-0.0080469i,-0.006341-0.0070094i,-0.0039807-0.0059675i
0.029854-0.012658i,0.049261-0.041663i,0.043382-0.060445i,0.017425-0.044125i,0.003964-0.02086i,0.005535-0.01396i,0.0015527-0.010562i,-0.004341+0.0006239i,-0.0018821+0.008598i,0.0025937+0.0068793i,0.0022632+0.0020968i,3.5981e-05-0.00057814i,4.2126e-05-0.0017541i,0.0014193-0.0024766i,0.0020005-0.0038742i,0.0016409-0.0048267i,0.00082579-0.0042493i,0.00065942-0.0021412i,0.0022368+0.0030781i,0.0049307+0.008439i,0.0055615+0.0099513i,0.003719+0.0095014i,0.00096283+0.0091138i
-0.030879+0.018945i,-0.049542+0.048991i,-0.044884+0.063963i,-0.020394+0.043802i,-0.002591+0.017364i,0.0016533+0.0076424i,0.0042697+0.0049497i,0.005264+0.0030156i,0.0031168+0.0042781i,-0.00025576+0.0047301i,-0.0021002+0.0030215i,-0.00058863+0.0015948i,0.0012771-0.0015152i,0.00027885-0.0046769i,-0.0031558-0.0050965i,-0.0052049-0.0028311i,-0.0041377+0.00032319i,-0.0023087-0.00014126i,-0.0016208-0.0056181i,-0.002096-0.011888i,-0.0019595-0.013057i,-0.0002526-0.010015i,0.0015902-0.0075561i
0.030134-0.02455i,0.041272-0.054691i,0.033874-0.06505i,0.013958-0.038817i,0.002872-0.013621i,0.0034347-0.0091658i,0.001518-0.0030116i,0.0020426+0.0079763i,0.0065658+0.0095385i,0.0077225+0.0054448i,0.0058805+0.004058i,0.0025297+0.0038749i,-5.4094e-05+0.0031643i,6.8098e-05+0.0026327i,0.0013572+0.002541i,0.0020667+0.00065071i,0.0016244-0.0021646i,0.0010365-0.0011938i,0.00057739+0.0040883i,-9.9907e-05+0.0094696i,-0.00071787+0.011654i,-0.0013363+0.0092938i,-0.001643+0.006383i
-0.025863+0.031179i,-0.034187+0.065575i,-0.025843+0.080661i,-0.0087539+0.057192i,0.0017616+0.021674i,0.0020034+0.0036167i,0.0058259-0.0027116i,0.010882-0.0072396i,0.0080214-0.0091139i,0.0014568-0.007603i,-0.0021295-0.0043922i,-0.0016479-0.0022235i,-0.00097491-0.0026623i,-0.0033667-0.0034508i,-0.0065092-0.0026478i,-0.0077229+0.00045568i,-0.0066839+0.0034245i,-0.004612+0.0026528i,-0.0019963-0.0030391i,0.0013196-0.009299i,0.0037876-0.010791i,0.005361-0.0087853i,0.0062807-0.0057535i
0.022522-0.035829i,0.028132-0.065654i,0.022533-0.074085i,0.01089-0.048819i,0.0023426-0.020504i,-0.0025335-0.011692i,-0.0055157-0.0073916i,0.00044327-0.0026878i,0.0081862-0.00288i,0.0090362-0.0046229i,0.0063754-0.0050633i,0.0028112-0.0033322i,0.000502-0.00098266i,-0.00029298+0.00088616i,-0.00021772+0.0019013i,-0.00013972+0.0026243i,-0.00057412+0.0028814i,-0.0019646+0.0031337i,-0.0046788+0.0048049i,-0.0071705+0.007333i,-0.0074964+0.008506i,-0.0069591+0.006423i,-0.0064329+0.0028004i
-0.016729+0.037182i,-0.019374+0.069489i,-0.0077903+0.079894i,0.0062082+0.052995i,0.0074059+0.019536i,0.0048149+0.0032373i,0.0069394-0.0070272i,0.0032367-0.013146i,-0.0043732-0.0098623i,-0.0070022-0.0040115i,-0.0049125-0.00051076i,-0.00084523+0.0017701i,0.00096236+0.00076662i,0.00020819-0.0012287i,-0.0011584-0.0009022i,-0.0038324+0.00063321i,-0.0055481+0.0021152i,-0.003446+0.001242i,0.0011888-0.0032179i,0.0065118-0.006641i,0.0091012-0.0067618i,0.0080099-0.0057263i,0.0057342-0.0042675i
