-0.0014896+0.00091094i,0.0005037-0.0015612i,0.00032325-6.8071e-05i,0.00094988+0.0025787i,0.0017164+0.0044802i,0.0028435+0.0040897i,0.0030624+0.0024178i,0.0016171+0.0019799i,0.0010209+0.0013297i,0.0015046+0.00073395i,0.0011309-0.00052307i,0.00047008-0.0020601i,0.00032186-0.0015192i,-0.00020059-0.0010974i,-0.00076249-0.0009866i,-6.2883e-05-0.00060663i,0.00021502-0.00084949i,-0.00018565-0.00055461i,-0.00035825-0.00048066i,-0.00029373-0.00072148i,-1.5e-05-0.00051658i,0.00011831+1.3032e-05i,0.00022349-0.00031942i
-0.082851+0.048359i,-0.19517+0.14192i,-0.18856+0.18577i,-0.080744+0.11048i,-0.030645+0.0044334i,-0.042202-0.022298i,0.001473+0.010048i,0.089177+0.011534i,0.107-0.02259i,0.050834-0.023953i,0.0066957-0.00041986i,-0.0040536-0.00090744i,-0.0086899-0.017247i,-0.010645-0.030287i,-0.012244-0.040245i,-0.014517-0.04062i,-0.012866-0.034365i,-0.012284-0.027106i,-0.011495-0.016772i,-0.0025777-0.0036747i,0.010257+0.0080348i,0.01437+0.01591i,0.014355+0.022853i
0.069652-0.091821i,0.091719-0.23806i,0.021988-0.2586i,-0.063497-0.10604i,-0.085738+0.047233i,-0.11046+0.088803i,-0.16402+0.073649i,-0.17567+0.069745i,-0.12825+0.062123i,-0.064883+0.041145i,-0.016864+0.025992i,0.008802+0.027274i,0.021693+0.036603i,0.032456+0.041945i,0.0428+0.041233i,0.04443+0.031445i,0.032005+0.014541i,0.013502+0.0010779i,0.00058173-0.0063162i,-0.0098561-0.007565i,-0.019844-0.00091082i,-0.017352+0.0038244i,-0.0072431-0.0024227i
-0.029811+0.15758i,0.038062+0.31637i,0.12213+0.30938i,0.1474+0.12335i,0.12429-0.014508i,0.14878-0.017861i,0.20933-0.014022i,0.19625-0.06233i,0.11036-0.080866i,0.037129-0.047625i,-0.0048014-0.02286i,-0.036597-0.014524i,-0.044759-0.011352i,-0.035699-0.02071i,-0.029518-0.032088i,-0.023318-0.03174i,-0.011947-0.019439i,-0.0014475-0.003434i,0.0017527+0.0085072i,0.0050755+0.013186i,0.015648+0.0080184i,0.021048+0.00030162i,0.014146-0.0029716i
-0.061655-0.1689i,-0.18704-0.23721i,-0.25138-0.17699i,-0.22523-0.023894i,-0.162+0.061214i,-0.094611+0.050741i,-0.065351+0.038951i,-0.071803+0.064638i,-0.057797+0.079818i,-0.029207+0.044277i,-0.011141+0.0053101i,0.0081356-0.0072827i,0.017326-0.0075456i,0.011883+0.0047102i,0.0096745+0.018758i,0.0082953+0.017697i,0.0060663+0.0078549i,0.010927-0.0039221i,0.016301-0.016672i,0.010573-0.025104i,-0.0046061-0.026484i,-0.016695-0.024004i,-0.020594-0.018089i
0.18496+0.094772i,0.35084+0.06512i,0.41857-0.0074604i,0.36276-0.093444i,0.26206-0.13991i,0.16424-0.13169i,0.084617-0.12221i,0.032352-0.1076i,0.014045-0.073277i,0.0069373-0.039512i,-0.0094187-0.012292i,-0.018942+0.0019989i,-0.018658+0.00017281i,-0.019688-0.003476i,-0.021191+0.00038325i,-0.013487+0.0068297i,0.0012374+0.010425i,0.0086027+0.011358i,0.0080911+0.012985i,0.010718+0.013145i,0.015575+0.009192i,0.014178+0.0072069i,0.010321+0.0095099i
-0.2167+0.02196i,-0.3335+0.077773i,-0.37571+0.093747i,-0.29626+0.090201i,-0.15664+0.056138i,-0.082445-0.00043189i,-0.060316+0.0099737i,-0.020602+0.047039i,0.002775+0.035013i,-0.0010859+0.0059501i,0.0054423-0.014725i,0.012851-0.029958i,0.0067466-0.027791i,0.003912-0.008636i,0.011856+0.010482i,0.017429+0.019193i,0.010067+0.014707i,-0.0024796+0.0045354i,-0.0089004-0.0056334i,-0.012402-0.015948i,-0.016955-0.020787i,-0.017552-0.01794i,-0.012651-0.013995i
0.13431-0.16044i,0.1841-0.24186i,0.21599-0.28916i,0.15596-0.28534i,0.036117-0.16824i,-0.039159-0.020697i,-0.071104+0.036244i,-0.074842+0.023897i,-0.049533+0.0074409i,-0.02231+0.01221i,-0.0088551+0.026201i,-0.0026589+0.034027i,0.0060961+0.030677i,0.013015+0.011425i,0.0076057-0.0089182i,0.0019854-0.016767i,0.0068427-0.012625i,0.011824+0.0013214i,0.011879+0.018159i,0.012037+0.031636i,0.015073+0.039516i,0.018819+0.037243i,0.019009+0.02684i
-0.0013426+0.21685i,-0.055008+0.3239i,-0.13407+0.43102i,-0.11537+0.43648i,-0.048898+0.27749i,0.0012691+0.10723i,0.05937+0.011256i,0.079444-0.040432i,0.043312-0.043812i,0.020038-0.025486i,0.016458-0.02398i,0.0093362-0.020313i,0.0065382-0.0093587i,0.0036763-0.0025838i,0.0015512+0.0019479i,0.00010338+0.0036683i,-0.0073561+0.0017718i,-0.015711-0.002724i,-0.017591-0.0064345i,-0.014206-0.0097744i,-0.011134-0.015653i,-0.0097701-0.019326i,-0.0066641-0.016361i
-0.11704-0.13202i,-0.052469-0.21577i,0.049998-0.30253i,0.064649-0.24591i,0.059684-0.04763i,0.081376+0.092233i,0.042674+0.089763i,-0.024262+0.060902i,-0.025231+0.050057i,0.0025583+0.034182i,0.008209+0.027508i,0.0079946+0.02628i,0.011701+0.01417i,0.010582-0.0068618i,-0.0015136-0.024073i,-0.017175-0.026101i,-0.020996-0.016072i,-0.011697-0.0052222i,0.00052466-0.00048579i,0.0098681+0.0066251i,0.016432+0.01834i,0.019844+0.023007i,0.01707+0.017556i
0.16308-0.016315i,0.15595+0.07892i,0.14089+0.21153i,0.17762+0.17115i,0.18733-0.058279i,0.12074-0.23396i,0.079319-0.23545i,0.064229-0.17513i,0.023173-0.11602i,-0.013661-0.070957i,-0.021638-0.048788i,-0.01577-0.03558i,-0.015141-0.021132i,-0.017574-1.926e-05i,-0.0085234+0.019109i,0.0059612+0.02314i,0.01293+0.018613i,0.0095773+0.011435i,0.0017725+0.0027635i,-0.0061455-0.011794i,-0.015311-0.030595i,-0.023846-0.037358i,-0.025375-0.027971i
-0.071106+0.11377i,-0.077304-0.039333i,-0.14622-0.29105i,-0.26651-0.3451i,-0.30569-0.14554i,-0.22467+0.01676i,-0.15098+0.059564i,-0.094934+0.081064i,-0.034691+0.070167i,-0.0074017+0.04398i,-0.0025505+0.037398i,-0.0055525+0.029581i,-0.0096321+0.020714i,-0.0022582+0.012388i,0.002097-0.0014934i,-0.0011384-0.010691i,0.00012088-0.017349i,0.0036127-0.024507i,-8.8989e-05-0.02421i,-0.0050105-0.010239i,-0.0016387+0.010567i,0.0050752+0.02182i,0.0065006+0.020043i
-0.097215-0.11754i,-0.091944+0.031253i,0.038387+0.24815i,0.18482+0.25939i,0.17406+0.067189i,0.076813-0.038729i,0.059267-0.038936i,0.072312-0.06307i,0.031697-0.077839i,-0.0073644-0.050693i,-0.0099902-0.032407i,-0.0035661-0.030701i,-0.0020099-0.02292i,0.0039031-0.0048694i,0.022609+0.010611i,0.038329+0.010255i,0.031347+0.0036378i,0.014527+0.003907i,0.0081784+0.0091248i,0.0085068+0.0045053i,0.0013248-0.012861i,-0.0096971-0.022154i,-0.013344-0.017277i
0.17925+0.0036332i,0.095805-0.12132i,-0.1418-0.20905i,-0.31746-0.095971i,-0.25277+0.13136i,-0.095467+0.23472i,-0.027973+0.1881i,-0.018042+0.12665i,0.01382+0.084806i,0.042384+0.045515i,0.033632+0.027761i,0.013122+0.029193i,0.0069513+0.028189i,0.0055929+0.012351i,-0.0047434-0.0056772i,-0.015212-0.0095271i,-0.015733-0.0035828i,-0.010732+0.0010808i,-0.0069401+0.00046289i,-0.0061036+0.0045124i,-7.9791e-05+0.018069i,0.010569+0.024903i,0.014994+0.01983i
-0.12519+0.17835i,0.031595+0.29893i,0.31935+0.33243i,0.54285+0.17965i,0.55726-0.071547i,0.41338-0.19562i,0.27138-0.16395i,0.16874-0.12007i,0.074721-0.094698i,0.013532-0.063624i,-0.0035427-0.043474i,-0.0019429-0.037953i,-0.0040833-0.034738i,-0.0079844-0.01956i,-0.00075134+0.0014871i,0.012039+0.011261i,0.020991+0.011588i,0.02648+0.0090599i,0.028659+0.0065014i,0.02594-0.00029738i,0.018015-0.012701i,0.0095109-0.021006i,0.0056719-0.022189i
-0.011101-0.25764i,-0.13355-0.33671i,-0.31218-0.35299i,-0.46476-0.2451i,-0.46855-0.047578i,-0.3259+0.038726i,-0.20522+0.028744i,-0.12262+0.058175i,-0.028622+0.077475i,0.022675+0.04826i,0.025398+0.027731i,0.023474+0.022894i,0.021924+0.017884i,0.011338+0.013951i,-0.0075167+0.010869i,-0.023756+0.010228i,-0.026934+0.0079828i,-0.024605+0.0014673i,-0.026354-0.0012566i,-0.023108+0.0064846i,-0.011014+0.015539i,-0.0023578+0.013678i,-0.0022442+0.0066419i
0.1766+0.18007i,0.27487+0.19882i,0.41407+0.17888i,0.51833+0.061913i,0.42022-0.10311i,0.21215-0.14012i,0.097211-0.078208i,0.05221-0.046649i,0.0036804-0.03922i,-0.027932-0.023546i,-0.029023-0.016856i,-0.018283-0.022439i,-0.018892-0.025928i,-0.024139-0.016283i,-0.014629-0.0014835i,0.0013787+0.0068556i,0.010194+0.0089018i,0.013459+0.009812i,0.016605+0.0094143i,0.017476-0.00027065i,0.010224-0.01496i,0.00077278-0.01958i,-0.0025987-0.014334i
-0.25891-0.031597i,-0.37688-0.086086i,-0.57392-0.11351i,-0.71749+0.020724i,-0.60382+0.21633i,-0.36638+0.26597i,-0.20759+0.19406i,-0.11255+0.13438i,-0.034574+0.10423i,0.008934+0.070483i,0.018963+0.040481i,0.015457+0.025081i,0.016422+0.017141i,0.018466+0.0071917i,0.009961-0.0013381i,-0.0029758-0.0042563i,-0.010062-0.0041368i,-0.013946-0.0016754i,-0.018509+0.00088325i,-0.021743+0.0066403i,-0.02061+0.016917i,-0.01636+0.023956i,-0.010126+0.027018i
0.18571-0.099813i,0.31368+0.010805i,0.53378+0.1192i,0.69417+0.046392i,0.62563-0.093782i,0.41929-0.11278i,0.24371-0.063363i,0.11459-0.047513i,0.017901-0.041958i,-0.02056-0.022256i,-0.017158-0.0051285i,-0.0071635+0.003138i,-0.0076058+0.0054731i,-0.011999+0.0051076i,-0.0054791-0.0005794i,0.0073753-0.0098341i,0.01306-0.014635i,0.012633-0.014238i,0.014328-0.012117i,0.015124-0.013383i,0.013399-0.016747i,0.016806-0.019001i,0.020174-0.022604i
-0.035353+0.15945i,-0.18925+0.084413i,-0.43588+0.0091438i,-0.5738+0.044385i,-0.47548+0.088102i,-0.27321+0.040291i,-0.13904-0.013254i,-0.070669-0.01294i,-0.018156+0.0082138i,0.014673+0.013104i,0.015134+0.0075157i,0.0076556+0.0084117i,0.016206+0.0028467i,0.02536-0.011791i,0.018418-0.019118i,0.0014925-0.016723i,-0.013042-0.0087391i,-0.020347-0.00019177i,-0.023168+0.0052562i,-0.021128+0.012316i,-0.013694+0.018357i,-0.010609+0.019854i,-0.013316+0.021618i
-0.06196-0.094987i,0.16432-0.08292i,0.50048-0.10612i,0.65084-0.18657i,0.51016-0.22336i,0.28331-0.17275i,0.12796-0.11607i,0.03885-0.081293i,-0.012052-0.062438i,-0.02906-0.046166i,-0.019783-0.026954i,-0.0059776-0.013025i,-0.0037203-0.0030645i,-0.0078606+0.0056523i,-0.0072621+0.010881i,0.0033987+0.010035i,0.017691+0.0021274i,0.024324-0.006607i,0.02447-0.011004i,0.022317-0.014494i,0.017263-0.019028i,0.011545-0.023196i,0.0067912-0.025071i
0.065682-0.039745i,-0.17891-0.018435i,-0.50898+0.059343i,-0.64196+0.13941i,-0.5223+0.15129i,-0.32897+0.10089i,-0.17862+0.046824i,-0.077659+0.022591i,-0.01789+0.020856i,0.00096773+0.019681i,-0.0054367+0.015308i,-0.010462+0.0093932i,-0.0044157+0.00086501i,0.0042021-0.0059681i,0.0072152-0.0050144i,0.0019371+0.0017173i,-0.0035902+0.0053728i,-0.0066105+0.004444i,-0.007991+0.0052587i,-0.0064196+0.0090423i,-0.0059417+0.014457i,-0.0070612+0.02117i,-0.0034204+0.0258i
0.011141+0.1127i,0.20179+0.021381i,0.42484-0.12261i,0.50242-0.17172i,0.4123-0.10279i,0.25528-0.01951i,0.12529+0.020792i,0.046714+0.020786i,0.0018897+0.0027459i,-0.01416-0.0085996i,-0.0081-0.011825i,-0.0025739-0.010642i,-0.0049691+0.0024719i,-0.0064859+0.019103i,-0.0021086+0.023055i,0.0068113+0.014544i,0.012058+0.0035044i,0.010427-0.0054341i,0.0082493-0.010209i,0.0051133-0.01265i,0.001614-0.015753i,0.00071212-0.020831i,-0.0025872-0.02708i
-0.12254-0.069288i,-0.25402+0.09088i,-0.38338+0.27602i,-0.41446+0.29767i,-0.30645+0.17734i,-0.14081+0.068136i,-0.02168+0.015088i,0.022325-0.0070824i,0.025728+5.9756e-05i,0.022407+0.018195i,0.015976+0.021519i,0.0057176+0.013297i,0.0025228+0.0028902i,0.0038557-0.0063331i,0.0021015-0.0096631i,-0.00071053-0.0026992i,0.00011944+0.0085136i,0.003396+0.015798i,0.002092+0.016744i,-0.0010439+0.014009i,-0.00305+0.013607i,-0.0054661+0.016481i,-0.0054647+0.019249i
0.18423-0.032928i,0.26105-0.18314i,0.34567-0.31045i,0.37791-0.28355i,0.28605-0.16152i,0.14536-0.073921i,0.051488-0.038545i,0.010537-0.026045i,-0.0073261-0.024204i,-0.011414-0.025769i,-0.0075565-0.02149i,-0.0027612-0.0080984i,-0.00034103+0.0063539i,-4.8429e-05+0.014644i,-0.0014027+0.01042i,-0.0013716-0.0025808i,0.00039869-0.012084i,0.0013683-0.013151i,0.00028276-0.0096033i,-0.002007-0.0062758i,-0.0023564-0.0064164i,-0.0004713-0.010316i,0.00098202-0.010643i
-0.12493+0.14103i,-0.13565+0.24598i,-0.1652+0.29369i,-0.20525+0.21551i,-0.16732+0.078651i,-0.075063-0.0090506i,-0.014618-0.039394i,9.5709e-05-0.040084i,0.0019216-0.023684i,0.0042883-0.0051638i,0.0021129+0.004077i,-0.00303+0.0016795i,-0.0073492-0.0082314i,-0.0081158-0.016982i,-0.0058895-0.014692i,-0.0060422-0.0038028i,-0.0070652+0.0047166i,-0.0069402+0.0072886i,-0.0044162+0.0069245i,0.0018656+0.0054181i,0.007659+0.0029658i,0.0093+0.003627i,0.010444+0.0052912i
0.011714-0.18348i,-0.0087698-0.26577i,0.017889-0.29765i,0.076534-0.22446i,0.071892-0.089633i,0.012577-0.0074619i,-0.021408+0.0099461i,-0.014067+0.010494i,-0.003138-0.0059339i,-0.01075-0.022361i,-0.015183-0.016582i,-0.0060823-0.0024923i,0.00091188+0.0078269i,0.0029363+0.013743i,0.0036892+0.01256i,0.0018394+0.0067408i,-0.00095539+0.0028637i,-0.00095792+0.0035704i,0.00088462+0.004119i,0.00022864-0.00041824i,-0.0015884-0.0076005i,-0.0014425-0.013816i,-0.0023198-0.016561i
0.089059+0.13632i,0.093703+0.19186i,0.032418+0.21502i,-0.042462+0.14609i,-0.032206+0.020842i,0.02928-0.03189i,0.0596-0.010889i,0.053586+0.0019615i,0.031239+0.0046598i,0.012046+0.011643i,0.0025162+0.0084603i,-0.0056981-0.0058767i,-0.011597-0.014394i,-0.0087262-0.01247i,0.00034519-0.0069941i,0.0088953-0.0019318i,0.011992-0.0010898i,0.0091315-0.0033378i,0.0043994-0.0039731i,0.0031278-0.0028919i,0.0038641+0.0013514i,0.0016092+0.0070541i,-0.0031534+0.010505i
-0.12091-0.031608i,-0.11558-0.061294i,-0.052937-0.09135i,0.0097364-0.053776i,0.00027027+0.036969i,-0.039495+0.065965i,-0.038428+0.038254i,-0.013177+0.016392i,0.0040936+0.0011805i,0.0070538-0.011214i,0.0052497-0.012339i,0.008034-0.0068852i,0.011939-0.00056887i,0.011533+0.0058829i,0.0078626+0.0069135i,0.0030153+0.001666i,-0.00062288-0.0037771i,-0.002582-0.0073168i,-0.0046392-0.0077276i,-0.0068636-0.0041558i,-0.0076757-0.0022652i,-0.0060507-0.0037927i,-0.0021547-0.0030752i
0.080727-0.04971i,0.092548-0.012635i,0.074329+0.038643i,0.044579+0.03298i,0.054689-0.01545i,0.091922-0.017844i,0.093096+0.0099859i,0.060793+0.024497i,0.035364+0.026758i,0.02699+0.018824i,0.016127+0.0071317i,0.0015781-0.0017958i,-0.0079246-0.0071472i,-0.011878-0.0077585i,-0.0091377-0.0027062i,-0.0037553+0.00032963i,-0.0014776-0.00013948i,-0.0027458+0.0013163i,-0.0028831+0.0040916i,0.00177+0.0072972i,0.0082838+0.009288i,0.011393+0.010028i,0.0088918+0.0092581i
-0.0061914+0.049874i,-0.029943+0.011133i,-0.027133-0.027891i,0.010823-0.014099i,0.0035389+0.026885i,-0.0491+0.030737i,-0.073579+0.010588i,-0.059862+0.0046126i,-0.029452+0.0041311i,-0.006765-0.0053483i,0.0031774-0.009325i,0.013368-0.00072213i,0.018268+0.006543i,0.014237+0.0082795i,0.0071925+0.0090147i,0.0031281+0.0077808i,0.0041855+0.0043974i,0.0066138+0.001944i,0.0037681+0.0011534i,-0.0047942-0.00067166i,-0.012694-0.003842i,-0.015012-0.0081799i,-0.011049-0.011315i
-0.024521-0.0052209i,0.010621+0.0045018i,0.012176-0.0018774i,-0.021961-0.028722i,0.0033357-0.059079i,0.054844-0.060504i,0.055401-0.029116i,0.031565-0.0018707i,0.015084+0.0037048i,0.0083532+0.0058217i,0.0080922+0.0075142i,0.0048346+0.0048217i,-0.0016365+0.0012724i,-0.0054032-0.0016157i,-0.0034559-0.0031805i,-0.00019831-0.0051307i,0.00046154-0.0067803i,-0.00060079-0.0056535i,0.0019843-0.0020544i,0.011415-0.00059507i,0.019124+2.1398e-05i,0.018824+0.003415i,0.012615+0.0064473i
-0.00047962-0.031588i,-0.027564-0.0085149i,-0.021306+0.011025i,-0.0082149+0.0082272i,-0.055455+0.008465i,-0.11373+0.0043273i,-0.11239-0.010958i,-0.075778-0.017522i,-0.045581-0.0066713i,-0.027581+0.0065228i,-0.012806+0.012286i,0.0032275+0.010974i,0.011649+0.0039132i,0.0092418-0.0038576i,0.0050094-0.0075361i,0.0028251-0.0053251i,0.0028117-0.00026166i,0.003884+0.00017669i,0.0014522-0.0041869i,-0.0083095-0.0069797i,-0.019176-0.0069085i,-0.021411-0.0068084i,-0.015449-0.0061922i
0.048191+0.026416i,0.044456-0.0054736i,0.010939-0.002184i,-0.0040855+0.033235i,0.028506+0.043822i,0.071285+0.036983i,0.06893+0.028232i,0.034718+0.013685i,0.0080041+0.0066012i,0.0022329+0.0090097i,-0.00087797+0.0056018i,-0.011431-0.00097959i,-0.016152-0.0018184i,-0.012948+2.4872e-05i,-0.010584+0.0013629i,-0.0084615+0.0018427i,-0.0053891+0.0012799i,-0.0027537+0.00055651i,0.00097498+0.00058105i,0.0091072+0.00027848i,0.0192-0.00052567i,0.022009-0.0012342i,0.016468-0.0022999i
-0.068974+0.029248i,-0.029918+0.046999i,0.026338+0.0084125i,0.038377-0.048236i,0.0087343-0.056604i,-0.015611-0.046937i,-0.015325-0.049537i,-0.0074831-0.03527i,0.00028731-0.010839i,0.0033911+0.0020729i,0.0027847+0.0065875i,0.0039663+0.0077105i,0.0050571+0.0052165i,0.0034161+0.0028269i,0.0028579+0.0037623i,0.0065589+0.0053514i,0.0095194+0.0039127i,0.0080886+0.0014697i,0.0016973+0.0014188i,-0.0085226+0.0033516i,-0.01815+0.0053995i,-0.021572+0.0059137i,-0.017428+0.006209i
0.028935-0.092391i,-0.015786-0.084078i,-0.04861-0.0043831i,-0.012586+0.067626i,0.059367+0.062431i,0.088818+0.036791i,0.074102+0.031008i,0.047816+0.01975i,0.022547+0.0022652i,0.0024758-0.0095044i,-0.0087566-0.010318i,-0.010223-0.00352i,-0.004223+0.0021427i,0.0027193+0.0054804i,0.0066115+0.0063056i,0.0054864+0.004494i,0.00056577+0.0030986i,-0.0041188+0.0056075i,-0.00073751+0.0086388i,0.012834+0.0062764i,0.024111+0.00046987i,0.025251-0.003708i,0.019692-0.0041422i
0.058436+0.10219i,0.098308+0.066274i,0.087769-0.048047i,0.014197-0.1378i,-0.062293-0.13662i,-0.079394-0.10828i,-0.055017-0.0828i,-0.029138-0.053764i,-0.014709-0.030586i,-0.0073476-0.015758i,0.0011147-0.0090564i,0.010107-0.0048189i,0.012901-0.0016827i,0.0087808-0.0030751i,0.0050186-0.0047825i,0.0062911-0.0054231i,0.0086937-0.0060839i,0.010255-0.0068245i,0.0061286-0.0059831i,-0.0065577-0.0015313i,-0.01773+0.0027877i,-0.018483+0.0038763i,-0.010514+0.0033956i
-0.13064-0.038671i,-0.14592+0.025347i,-0.077124+0.12067i,0.016199+0.17065i,0.063954+0.16235i,0.062832+0.13626i,0.042994+0.095089i,0.01936+0.047966i,-0.0014994+0.019156i,-0.010119+0.010664i,-0.0087686+0.0066277i,-0.0068502+0.0012015i,-0.0052377-0.0027698i,-0.0014699-0.0058513i,-0.0015505-0.0071055i,-0.0063156-0.0048642i,-0.0094802-0.0016526i,-0.0092904+8.0395e-05i,-0.0047275+0.00031393i,0.0043585-0.0015416i,0.012026-0.0043263i,0.012658-0.0074043i,0.0070616-0.010795i
0.14144-0.076404i,0.11997-0.14668i,0.016134-0.17739i,-0.067168-0.15328i,-0.081762-0.12377i,-0.061422-0.094161i,-0.040438-0.058908i,-0.02793-0.030077i,-0.014925-0.0096002i,-0.0015694-0.0012389i,0.0039782-0.0018371i,0.0023036-0.0016593i,-0.00093188+0.0017452i,-0.0037821+0.0046762i,-0.0049028+0.0034136i,-0.0029579+0.0027014i,-0.0013593+0.00211i,-0.0020461-0.0011085i,-0.0056822-0.0030775i,-0.013275-0.0017944i,-0.019758+0.0015978i,-0.019989+0.0051697i,-0.014462+0.0088238i
-0.057322+0.16476i,-0.0030709+0.21265i,0.083328+0.17869i,0.12149+0.12315i,0.11371+0.10423i,0.09053+0.085187i,0.058118+0.051725i,0.030378+0.027054i,0.016643+0.010703i,0.0098561+0.0041626i,0.0055774+0.0047997i,0.00015683+0.0044864i,-0.00368+0.0036768i,-0.00222+0.0031329i,0.00078856+0.0039629i,0.0030257+0.0068721i,0.0037648+0.009259i,0.0026224+0.0091194i,0.0029295+0.0070438i,0.0088067+0.0031781i,0.014576-0.0023568i,0.013765-0.0057382i,0.008449-0.0054084i
-0.073858-0.17234i,-0.13205-0.17683i,-0.15629-0.11747i,-0.13568-0.083888i,-0.10254-0.093236i,-0.069409-0.090802i,-0.029117-0.06425i,0.001237-0.041467i,0.0076087-0.027214i,0.00064577-0.01623i,-0.0039475-0.0045268i,-0.00075318+0.004972i,0.0047821+0.0073929i,0.0084576+0.0067979i,0.010833+0.0050509i,0.010932+0.00061647i,0.0092898-0.005228i,0.0078963-0.0079813i,0.004004-0.0070696i,-0.0041179-0.0054055i,-0.010276-0.003599i,-0.0089641-0.00082755i,-0.0025113+0.0024535i
0.17877+0.077337i,0.21918+0.051476i,0.18353+0.0082185i,0.12013+0.013045i,0.06893+0.046472i,0.040792+0.061353i,0.025406+0.044107i,0.017161+0.015523i,0.0071377-0.0026174i,-0.0032048-0.005161i,-0.0065886-0.0041264i,-0.007819-0.0069513i,-0.0085446-0.0074714i,-0.0040517-0.0039992i,0.0014847-0.0035842i,0.0013117-0.0068145i,-0.0014534-0.0072703i,-0.0016614-0.0036485i,0.002444+3.4921e-05i,0.0095534-1.7048e-05i,0.016286-0.0014057i,0.016606-0.0030144i,0.0095164-0.0056139i
-0.18862+0.059209i,-0.19862+0.09312i,-0.12758+0.086618i,-0.052603+0.032308i,-0.011426-0.015874i,0.00663-0.033726i,0.01189-0.035655i,0.0097016-0.025652i,0.0053757-0.012204i,0.0003033-0.0049471i,-0.00062012-0.0028489i,0.004247-0.0051007i,0.0060949-0.0072024i,0.0029033-0.0046007i,0.00051181-0.00097048i,-0.00052729+0.00063198i,-0.0016368+0.0019397i,-0.0010587+0.0025325i,-0.0016914-0.0001535i,-0.0060399-0.0040816i,-0.011067-0.0040718i,-0.010349-0.0014919i,-0.004623+0.00083347i
0.097633-0.16789i,0.088786-0.1961i,0.02686-0.1371i,-0.014431-0.040036i,-0.0071903+0.01775i,0.0035069+0.031888i,0.0035017+0.038118i,0.003562+0.037727i,0.0080173+0.026377i,0.0088062+0.0111i,-0.00026656+0.0014895i,-0.0089806+0.00084416i,-0.01162+0.0030062i,-0.010894+0.003753i,-0.0085025+0.0046808i,-0.0071253+0.0066522i,-0.0059277+0.0076296i,-0.0040618+0.0059825i,0.00033407+0.0061239i,0.0075571+0.0083258i,0.01256+0.0068799i,0.011045+0.0037373i,0.0043095+0.0017466i
0.036942+0.1875i,0.064687+0.19939i,0.088923+0.10854i,0.086477-0.0052918i,0.055603-0.058341i,0.02924-0.056996i,0.011282-0.033721i,0.0038112-0.0074527i,0.0056398+0.0028855i,0.0074893-0.0020194i,0.0088348-0.0081877i,0.0089311-0.010586i,0.0065301-0.01077i,0.0029155-0.007436i,0.0013605-0.001461i,0.0041181+0.0025152i,0.0060327+0.002932i,0.0055297+0.001129i,0.001949-0.0010884i,-0.0069409-0.0022232i,-0.014693+0.00040112i,-0.014497+0.0049272i,-0.0090173+0.0057515i
-0.15376-0.107i,-0.18657-0.096682i,-0.15378-0.010784i,-0.10198+0.071117i,-0.07353+0.092881i,-0.053181+0.07578i,-0.024276+0.051835i,-0.0018956+0.030954i,0.007616+0.015604i,0.010316+0.0069905i,0.010013+0.0067961i,0.010024+0.008782i,0.0079485+0.0063564i,0.0035684+0.0026974i,-0.0002146+0.0017524i,-0.0015841+0.0016743i,-0.001394+0.0012646i,-0.0028417+0.0012216i,-0.0016285+0.0030698i,0.0067695+0.0057046i,0.015611+0.0056042i,0.017226+0.0023027i,0.011599+0.0001846i
0.18333-0.026025i,0.20945-0.058384i,0.14413-0.097096i,0.076356-0.10894i,0.059746-0.087996i,0.046152-0.05443i,0.017822-0.029847i,-0.0029963-0.015002i,-0.0096469-0.0031351i,-0.0075203+0.001109i,-0.004577-0.003252i,-0.0023451-0.0070944i,-0.00017073-0.0071612i,-0.0005293-0.0058562i,-0.00010458-0.006187i,0.001865-0.0082688i,0.0029394-0.007508i,0.0041061-0.0055032i,0.001542-0.0065643i,-0.0075659-0.0077813i,-0.015844-0.0058688i,-0.016073-0.0038869i,-0.010298-0.0029603i
-0.11246+0.14256i,-0.11501+0.17999i,-0.053419+0.16686i,-0.0038474+0.13029i,0.0018496+0.092548i,-9.2011e-05+0.045084i,-0.0062664+0.005437i,-0.016676-0.0068002i,-0.013771-0.0024219i,-0.0015328+0.0042284i,0.0087963+0.0062396i,0.013284+0.0050087i,0.011519+0.0045877i,0.0063358+0.0037908i,0.0020186+0.0026642i,-0.00030293+0.0024025i,-0.0037406+0.0010382i,-0.0064301-0.0011767i,-0.0026969-0.00062713i,0.0068403+0.0019574i,0.013598-5.6403e-05i,0.011872-0.0049443i,0.0057911-0.0069424i
-0.0095174-0.17186i,-0.027408-0.20303i,-0.047747-0.16823i,-0.043287-0.13019i,-0.01466-0.109i,0.0017662-0.080855i,-0.0009967-0.046525i,-0.0069921-0.021279i,-0.010264-0.0030102i,-0.010188+0.006984i,-0.010861+0.0094824i,-0.011029+0.010666i,-0.0057575+0.0098842i,0.0010798+0.0051327i,0.002074+9.9894e-05i,4.6116e-05-0.00082493i,0.0012332-4.5814e-05i,0.0036273-0.00093135i,0.00065351-0.0029124i,-0.008474-0.0042902i,-0.016204-0.0033649i,-0.016558-0.00018848i,-0.011399+0.0031425i
