0.001183+0.00027355i,0.0011116-0.00048517i,0.00065928-0.0015126i,-0.0021029-0.0025787i,-0.0040435-0.0018056i,-0.0043978+0.00030804i,-0.0024341+0.0019708i,-0.00027163+0.0018105i,0.00080067+0.00044225i,0.0006177-0.00061716i,0.00018305-0.00091066i,0.00021404-0.0007344i,0.00064805-0.00056353i,0.0009766-0.00028504i,-0.00022408-0.00026515i,-0.001388+0.00022878i,-0.00071939+0.00060804i,0.00037247+0.00068452i,0.00048421+0.00054832i,-0.00019174+0.00042431i,-0.00012453+0.00070443i,0.00042387+0.00094772i,0.000242+0.0010111i
0.15957-0.021804i,0.042506-0.11884i,-0.054049-0.10134i,0.02499-0.079344i,0.098385-0.18615i,0.03446-0.23925i,-0.029801-0.13581i,-0.019304-0.033732i,-0.00025265-0.00057292i,0.0039137+0.010206i,0.00052382+0.0095302i,-0.01559+0.0042611i,-0.02263+0.0092017i,-0.0065521+0.014846i,0.011029+0.01226i,0.017239+0.0085833i,0.015832+0.0030777i,0.0088801-0.0066856i,0.002673-0.012179i,0.0053029-0.012558i,0.011062-0.014219i,0.0092626-0.015513i,0.0045894-0.011361i
-0.094686+0.15754i,0.027853+0.20465i,0.11675+0.19391i,0.10089+0.18936i,0.070888+0.18143i,0.075978+0.12275i,0.084476+0.03745i,0.053204-0.014136i,0.0032072-0.0034234i,-0.00093373+0.029506i,0.029882+0.037962i,0.054078+0.023654i,0.050871+0.00063804i,0.020288-0.009239i,-0.010372+0.0027903i,-0.021125+0.019465i,-0.013104+0.024498i,0.0045134+0.017433i,0.018314+0.010371i,0.022569+0.0081953i,0.018479+0.0080945i,0.0096687+0.0062074i,-0.0011481+0.0036946i
0.018953-0.12349i,0.045926+0.0018841i,0.12022+0.11385i,0.15564+0.090995i,0.14274+0.051278i,0.11835+0.046417i,0.085181+0.025877i,0.069113-0.0076402i,0.060022-0.050656i,0.016863-0.073665i,-0.025728-0.052372i,-0.032134-0.019614i,-0.018079-0.0022366i,-0.004382-0.0017685i,0.0006431-0.010812i,-0.0029469-0.016864i,-0.005347-0.011766i,-0.0003137+0.00027588i,0.0031344+0.0077293i,-0.0034472+0.0091483i,-0.010322+0.010861i,-0.0067358+0.011377i,0.001237+0.0054292i
0.056895+0.098311i,-0.098063+0.027145i,-0.28925-0.01058i,-0.29716+0.0036106i,-0.18851-0.033802i,-0.15145-0.089158i,-0.14643-0.0565i,-0.097909-0.0016832i,-0.048467+0.010271i,-0.02221+0.0045963i,-0.01794-0.0094234i,-0.036961-0.015779i,-0.04366+0.0019756i,-0.020146+0.015649i,0.0045588+0.0088653i,0.011497-0.002423i,0.0041704-0.0070054i,-0.008641-0.0028814i,-0.015658+0.0044082i,-0.01238+0.0056555i,-0.0035283+0.0010795i,0.0032046-0.0033965i,0.0065812-0.0050446i
-0.21717-0.01183i,-0.23803-0.055639i,-0.23039-0.08028i,-0.17631+0.034031i,-0.053283+0.18176i,0.057285+0.18758i,0.069165+0.093835i,0.01951+0.038843i,-0.002539+0.038842i,0.013552+0.037745i,0.034618+0.026237i,0.050185+0.0095397i,0.042036-0.01234i,0.011065-0.015957i,-0.010446+0.00026211i,-0.012008+0.012378i,-0.0074335+0.012522i,-0.0060376+0.0066546i,-0.0054416+0.0022412i,-0.0017981-0.0015756i,-0.0014599-0.003946i,-0.0069441-0.00079572i,-0.011926+0.0067294i
0.18451-0.18192i,0.30146-0.19903i,0.39598-0.2037i,0.31495-0.23065i,0.14211-0.18706i,0.082144-0.088045i,0.089027-0.037914i,0.07567-0.029969i,0.053961-0.036909i,0.022397-0.037876i,0.00020865-0.012046i,0.0050082+0.0095439i,0.012918+0.0057316i,0.010112-0.0061512i,0.0054304-0.011838i,0.001347-0.012661i,-0.0035734-0.00972i,-0.0033889-0.005787i,-0.0016561-0.0050633i,-0.0046235-0.0042107i,-0.0084517-0.0025793i,-0.0095244-0.0042973i,-0.0085526-0.0068989i
0.10318+0.2385i,0.17979+0.23709i,0.16495+0.16422i,0.037133+0.063193i,-0.12678-0.018982i,-0.19062-0.027739i,-0.13351+0.0023018i,-0.067703+0.023632i,-0.040206+0.042528i,-0.024815+0.043262i,-0.028974+0.018511i,-0.048273+0.0062191i,-0.045446+0.017607i,-0.018263+0.021152i,0.0038867+0.0054765i,0.010517-0.0096804i,0.0078599-0.015472i,0.0014413-0.016132i,-0.0033164-0.012854i,-0.0013776-0.0082802i,0.0076154-0.0062573i,0.015752-0.010055i,0.016574-0.016444i
-0.24882-0.018466i,-0.38142+0.1111i,-0.38353+0.2214i,-0.21912+0.21668i,-0.026093+0.1318i,0.043087+0.058445i,0.019966+0.027578i,0.0015229+0.01865i,0.0057715+0.014112i,0.0089477+0.006016i,0.0086113+0.0012998i,0.016636+0.00039653i,0.019298-0.0063865i,0.0073507-0.010184i,-0.0026051-0.0028386i,0.0011219+0.0058436i,0.013468+0.0069425i,0.021414+0.0010361i,0.020764-0.005567i,0.015057-0.0096106i,0.0063497-0.0078417i,0.0010336+0.0020165i,0.0021886+0.013183i
0.090107-0.16693i,0.023927-0.23383i,-0.04796-0.23884i,-0.061373-0.24754i,-0.060025-0.25635i,-0.077797-0.20092i,-0.063606-0.109i,-0.028762-0.066439i,-0.01482-0.058652i,-0.0016939-0.040749i,0.019574-0.02161i,0.029497-0.010128i,0.026819-0.0057771i,0.018496-0.0058914i,0.0092314-0.0013044i,0.00057255+0.0076358i,-0.003425+0.015756i,0.0018165+0.018198i,0.0082243+0.014685i,0.0069338+0.012047i,0.00089962+0.010703i,-0.0035553+0.0096961i,-0.0050252+0.0089135i
0.065293+0.18189i,0.21312+0.070606i,0.26003-0.12848i,0.15606-0.17621i,0.034251-0.063067i,-0.01813+0.024706i,-0.036771+0.032873i,-0.04265+0.031486i,-0.03595+0.037584i,-0.022561+0.029759i,-0.023425+0.0053601i,-0.04584-0.0051069i,-0.050334+0.01282i,-0.023433+0.025751i,-0.00044053+0.018046i,0.0039917+0.0056731i,-0.0031981-0.0033633i,-0.0155-0.0045467i,-0.020523+0.0042349i,-0.014161+0.013269i,-0.0019407+0.014033i,0.0077643+0.0049521i,0.0076466-0.0070609i
-0.068722-0.078922i,-0.080646+0.02557i,0.020385+0.11793i,0.17323+0.11167i,0.25655+0.046486i,0.21182+0.0053449i,0.11512+0.01194i,0.063586+0.022233i,0.038315+0.006336i,0.0037929+0.0009706i,-0.010418+0.014139i,-0.0011475+0.011597i,0.00238-0.0021867i,-0.0040505-0.0082493i,-0.006482-0.0082794i,0.00059089-0.007409i,0.0095005-0.0086212i,0.0098085-0.010498i,0.0029936-0.0097473i,-0.0018936-0.01107i,-0.0052103-0.013061i,-0.0091792-0.0084177i,-0.010109+0.0020302i
0.032899-0.064701i,-0.026404-0.062739i,-0.037004+0.072637i,0.023128+0.14676i,0.018491+0.065915i,-0.028156-0.020598i,-0.019304-0.045403i,-0.0054338-0.053256i,-0.01575-0.04368i,-0.011295-0.017839i,0.013642+0.0072116i,0.041555+0.010015i,0.044014-0.01155i,0.022754-0.02222i,0.0067726-0.013822i,-0.0031723-0.0037182i,-0.010486+0.0058379i,-0.0039785+0.0091i,0.0077992+0.00053082i,0.0087619-0.0079434i,0.0029627-0.0069472i,-0.0023023-0.0020034i,-0.0041076+0.00024814i
-0.056592+0.16519i,0.052851+0.17767i,0.087033+0.08435i,0.02475+0.074344i,0.027549+0.12718i,0.07783+0.068957i,0.04374-0.038546i,-0.016198-0.057366i,-0.025432-0.031573i,-0.026112-0.02562i,-0.040714-0.0199i,-0.04336-0.0012886i,-0.028589+0.015359i,-0.013554+0.019486i,-0.0067483+0.016722i,-0.0041031+0.011831i,-0.0038461+0.0048196i,-0.0040645+0.0011258i,-0.0017168+0.0035338i,0.0024573+0.0084553i,0.0078704+0.010954i,0.015218+0.0071799i,0.018503-0.0029979i
0.13002-0.09002i,0.031537-0.047482i,-0.094103+0.018491i,-0.15489+0.035222i,-0.11664-0.0023844i,-0.050967-0.044662i,-0.020794-0.039785i,0.0010449-0.010985i,0.026582-0.0042984i,0.026143-0.012057i,0.0034626-0.013727i,-0.017373-0.0022786i,-0.018806+0.016445i,-0.0089483+0.020445i,-0.0047359+0.0088145i,0.0017758-0.00068858i,0.013971-0.0045717i,0.018198-0.0051273i,0.01348-4.3441e-05i,0.0078496+0.0026986i,0.001604-0.0025024i,-0.0069768-0.0035851i,-0.0097086+0.0042129i
-0.15455-0.016865i,-0.24118-0.068828i,-0.31466-0.011903i,-0.31239+0.051249i,-0.27527+0.063705i,-0.20498+0.075827i,-0.085875+0.075323i,-0.006098+0.054872i,0.023946+0.040288i,0.047347+0.01915i,0.050137-0.0036959i,0.03641-0.011517i,0.021958-0.014247i,0.011369-0.013378i,0.0087096-0.0082685i,0.00096274-0.0038622i,-0.011008+0.0020446i,-0.014763+0.0096017i,-0.0099657+0.012677i,-0.0037531+0.0080762i,-0.003683+0.001699i,-0.0086308-0.00031258i,-0.013104+0.00039775i
-0.12408+0.035385i,-0.0348+0.031379i,0.073112-0.16649i,0.07677-0.30578i,0.045606-0.23068i,0.061089-0.080864i,0.060313-0.0069742i,0.033716-0.0044626i,0.002515-0.018405i,-0.025404-0.01238i,-0.024786+0.0024892i,-0.0082623-0.0025868i,-0.0050998-0.016689i,-0.0065744-0.017283i,-0.0046053-0.0072141i,-0.0055318+0.00050072i,-0.0097907+0.0016646i,-0.014315-0.00024849i,-0.016074-0.0012409i,-0.014956+0.00045093i,-0.0090545+0.0057002i,0.0028417+0.0050765i,0.012467-0.0029353i
0.48905-0.048572i,0.54446-0.14559i,0.49946-0.22858i,0.33045-0.27002i,0.11517-0.20634i,-0.0026649-0.078103i,-0.013125+0.0018903i,-0.0049614+0.018091i,-0.0074839+0.023981i,-0.0009045+0.029181i,0.00223+0.02181i,-0.0031737+0.015693i,0.0011445+0.015944i,0.0038734+0.009351i,-0.0025836+0.00058803i,1.3792e-05-0.0013521i,0.01517-0.0052558i,0.023269-0.01589i,0.015919-0.021823i,0.00722-0.016636i,0.0043805-0.010999i,0.0017814-0.0076253i,0.00096834-0.0015321i
-0.33223+0.10166i,-0.25354+0.15595i,-0.1123+0.29276i,0.049041+0.30533i,0.12383+0.15831i,0.070807+0.049143i,0.012061+0.018647i,-0.010216+0.014352i,-0.0093914+0.022896i,0.0061297+0.012517i,0.00097503-0.00064014i,-0.01113+0.01598i,-0.0085676+0.032352i,-0.00031757+0.029833i,0.0083984+0.016406i,0.0099402+0.00060549i,0.0033964-0.0025795i,0.0011486+0.0045387i,0.0049712+0.0076597i,0.0065897+0.0054783i,0.0044164+0.0036153i,0.0019875+0.0043558i,-0.00069706+0.004274i
-0.30402+0.003512i,-0.47109+0.30515i,-0.40615+0.38391i,-0.14901+0.19722i,0.048473-0.04447i,0.065933-0.1614i,0.013532-0.1323i,-0.010764-0.085793i,-0.031783-0.064042i,-0.050266-0.027135i,-0.038446+0.00099689i,-0.018723+0.0015631i,-0.010511-0.0089822i,-0.0076691-0.014225i,-0.002083-0.0082597i,0.0012688-0.0040516i,-0.0037927-0.0019128i,-0.0054296+0.0073536i,0.00032309+0.013508i,0.0024753+0.0096611i,0.0013447+0.0048663i,0.0041493+0.0039872i,0.009697+0.0031408i
0.62126+0.005373i,0.51928-0.30905i,0.23076-0.42498i,0.039918-0.21905i,0.019821+0.017406i,0.024267+0.051185i,0.0043035+0.0085878i,0.0059317+0.010144i,0.021314+0.02114i,0.03181+0.021307i,0.031577+0.0023399i,0.01643-0.024947i,0.0036641-0.031985i,-0.0011548-0.02632i,-0.0093378-0.017635i,-0.012632-0.0059131i,-0.0050984-0.0014003i,-0.00078771-0.0074858i,-0.00059667-0.0099488i,0.0059514-0.0056535i,0.0092273-0.0077982i,-0.00081334-0.012047i,-0.014001-0.0056007i
-0.48038-0.15321i,-0.19031-0.32047i,0.074108-0.34612i,0.11093-0.17536i,0.074419-0.010873i,0.051103+0.019087i,-0.0036574+0.0085406i,-0.029362+0.021374i,-0.011673-0.00041272i,-0.015719-0.037457i,-0.026429-0.032533i,-0.022085-0.012549i,-0.018412+0.0034569i,-0.010869+0.015743i,-0.00081296+0.013451i,0.0013686+0.0030756i,-0.0030754-0.0060929i,-0.010591-0.0078961i,-0.014352-0.00083828i,-0.012599+0.0062341i,-0.0087614+0.01027i,-0.0058654+0.008249i,-0.0059171+0.00037222i
-0.021777-0.066038i,-0.065268+0.36503i,0.075153+0.52501i,0.11658+0.28561i,-0.046845+0.038259i,-0.13664-0.0075648i,-0.089439-0.0014097i,-0.048739-0.01919i,-0.042504-0.018403i,-0.035371+0.00034123i,-0.01108+0.015615i,0.015899+0.016208i,0.022162+0.0068103i,0.01805+0.00099277i,0.01769+0.0014269i,0.01892-0.00038823i,0.015317-0.0031556i,0.011137-0.0029517i,0.006976-0.0065757i,-0.001151-0.011516i,-0.005546-0.0098131i,0.002831-0.004867i,0.018216-0.0065962i
0.76944+0.40477i,0.62838+0.26535i,0.20605+0.25611i,-0.037358+0.33659i,-0.0039357+0.34333i,0.084571+0.24919i,0.12121+0.10732i,0.099559+0.018713i,0.074556+0.018042i,0.069467+0.024303i,0.047959+0.010764i,0.028363+0.0048903i,0.027282+0.004039i,0.022173+0.0013577i,0.0072986+0.00042898i,-0.0043505+0.010534i,0.0019889+0.023442i,0.015686+0.017555i,0.01723+0.0033353i,0.012296-0.0025198i,0.01086-0.0059883i,0.0072903-0.0083529i,-0.00074726-0.0016685i
-0.86753-0.1897i,-0.80061-0.28411i,-0.67451-0.32892i,-0.53176-0.26426i,-0.3059-0.19835i,-0.1317-0.1682i,-0.073914-0.099294i,-0.040646-0.049897i,-0.028369-0.060934i,-0.048668-0.06565i,-0.063464-0.037639i,-0.062066+0.0026388i,-0.045345+0.03088i,-0.022775+0.033452i,-0.007107+0.017282i,-0.0024332-0.00049963i,-0.0059425-0.0066712i,-0.007502-0.00042899i,-0.0049006+0.0097346i,-0.0025074+0.017924i,-0.0047154+0.023865i,-0.0083615+0.025129i,-0.0094699+0.019625i
0.043965-0.21075i,-0.10646-0.022601i,-0.03622-0.063785i,0.013605-0.26218i,-0.10546-0.29389i,-0.17669-0.15498i,-0.12053-0.036026i,-0.049382+0.014837i,-0.012869+0.02746i,0.0061923+0.0242i,0.016012+0.017587i,0.012701+0.0065396i,0.0012507-0.011634i,-0.007779-0.022194i,-0.0047728-0.017478i,0.0055434-0.01683i,0.0062985-0.023411i,0.00051654-0.019887i,0.0017583-0.013274i,0.0051953-0.015804i,0.0022202-0.019332i,-0.0013343-0.014909i,0.0018263-0.0089212i
0.82382+0.50237i,0.96457+0.18941i,0.809-0.038031i,0.61031-0.047541i,0.4797+0.011371i,0.37006+0.033138i,0.24302+0.016261i,0.12898+0.019498i,0.083635+0.045885i,0.078462+0.045454i,0.061025+0.022028i,0.037664-0.0061129i,0.012091-0.022399i,-0.0089056-0.017329i,-0.013559-0.0019736i,-0.0081927+0.015751i,0.0011771+0.025899i,0.0047458+0.018483i,-0.0024124+0.0086058i,-0.0049654+0.0067103i,0.0036441-2.5874e-06i,0.0083177-0.0098212i,0.0028844-0.0080698i
-0.93311-0.27505i,-0.71514-0.15183i,-0.33102-0.086194i,-0.15116-0.11739i,-0.13851-0.17077i,-0.1501-0.1747i,-0.14549-0.1148i,-0.12597-0.056222i,-0.11166-0.038074i,-0.10042-0.029285i,-0.076846-0.016385i,-0.055841+0.0028147i,-0.036631+0.028088i,-0.011678+0.040625i,0.0042247+0.027988i,0.0019319+0.0057206i,-0.0082268-0.0039759i,-0.011732+0.00084336i,-0.0082066+0.0074244i,-0.0042246+0.011808i,-0.0029546+0.018503i,-0.0015243+0.021707i,-0.00063637+0.013644i
0.080337-0.20511i,-0.20245+0.058185i,-0.2314+0.29859i,-0.097404+0.27745i,-0.052777+0.14457i,-0.080703+0.081212i,-0.074512+0.05311i,-0.035842+0.026455i,-0.0015406+0.012015i,0.010845+0.00090397i,0.0043126+0.0013297i,0.011336+0.018252i,0.0358+0.015125i,0.041571-0.011416i,0.023275-0.024824i,0.0059205-0.026159i,-0.0022568-0.028711i,-7.4592e-05-0.023967i,0.011896-0.019387i,0.01605-0.023554i,0.0085704-0.026102i,0.0011276-0.022537i,-0.00097149-0.015065i
0.571+0.416i,0.5754+0.21537i,0.26918+0.17967i,0.14701+0.24873i,0.24026+0.16408i,0.24092+0.019402i,0.16264-0.038978i,0.10997-0.056821i,0.080644-0.053914i,0.054729-0.035358i,0.0265-0.021544i,0.011957-0.019612i,0.0051922-0.027649i,-0.004528-0.030942i,-0.010203-0.016955i,-0.0046422+0.011133i,0.0089353+0.027841i,0.014245+0.020238i,0.0027297+0.012348i,-0.0081522+0.015893i,-0.0046557+0.013123i,-0.00025796+0.00082238i,-0.0026746-0.00038744i
-0.55693-0.3844i,-0.53006-0.29812i,-0.35837-0.28745i,-0.26442-0.28323i,-0.24713-0.18668i,-0.19702-0.090964i,-0.12327-0.061361i,-0.09434-0.053685i,-0.10442-0.030337i,-0.083908-0.0060727i,-0.048326-0.014028i,-0.054426-0.027604i,-0.070662-0.0051514i,-0.052924+0.030523i,-0.016362+0.0373i,0.0031936+0.020004i,0.0016328+0.011797i,-0.0051364+0.015334i,-0.0074518+0.017679i,-0.004444+0.017611i,-0.0034023+0.019644i,-0.0032326+0.024085i,0.0019717+0.018077i
0.21704-0.056132i,0.17433-0.24184i,0.1639-0.40754i,0.12394-0.38862i,0.084272-0.17962i,0.070017-8.5108e-05i,0.035727+0.076837i,0.021181+0.099812i,0.027534+0.079702i,0.024121+0.05848i,0.026534+0.054007i,0.029554+0.042823i,0.027269+0.023329i,0.01922+0.0042255i,0.0044199-0.0090772i,-0.0046318-0.02176i,-0.0076012-0.03287i,-0.0039902-0.029712i,0.0080007-0.022135i,0.015022-0.021515i,0.013542-0.021253i,0.012011-0.019357i,0.0095002-0.016221i
0.3659+0.26057i,0.58808+0.12853i,0.49894+0.013733i,0.31708+0.014048i,0.20101-0.024558i,0.11005-0.096776i,0.05459-0.08201i,0.065039-0.031986i,0.082698-0.029611i,0.049372-0.039996i,0.011093-0.018193i,0.018013+0.009782i,0.037285+0.0080603i,0.031321-0.011271i,0.012137-0.015375i,0.006172-0.0032912i,0.013459+0.00024246i,0.010642-0.0085136i,-0.0042227-0.0093515i,-0.012584+0.00097633i,-0.01107+0.0058697i,-0.0072542+0.0028725i,-0.0052385+0.0028616i
-0.10144+0.12894i,-0.13235+0.55825i,0.034012+0.78488i,0.15539+0.63226i,0.10857+0.37098i,0.055012+0.19973i,0.044272+0.064577i,0.012045-0.0075259i,-0.011253-0.013701i,-0.011015-0.025124i,-0.020777-0.044159i,-0.035196-0.038548i,-0.032566-0.010673i,-0.0088089+0.017201i,0.0123+0.026306i,0.014363+0.029735i,0.0084491+0.03974i,0.0060161+0.040274i,0.0061573+0.025948i,0.0037324+0.0091569i,-0.0028289+0.00043524i,-0.0084835+0.0039733i,-0.0052622+0.0085271i
-0.41934+0.38419i,-0.46337+0.39535i,-0.37994+0.38139i,-0.25427+0.28201i,-0.13114+0.13153i,-0.06899+0.03013i,-0.071127+0.017169i,-0.07006+0.033684i,-0.056679+0.040606i,-0.04178+0.05718i,-0.013964+0.063722i,0.0014557+0.038569i,-0.0047235+0.0092111i,-0.013096-0.0073596i,-0.019215-0.014263i,-0.023803-0.014509i,-0.022801-0.011119i,-0.0096479-0.0028433i,0.0062794+0.0023574i,0.009352+0.00091349i,0.0089391-0.0011603i,0.0086188-0.0048672i,0.0027845-0.0048681i
-0.40118-0.52921i,-0.52998-0.64961i,-0.61304-0.66545i,-0.54754-0.50892i,-0.38061-0.32174i,-0.23804-0.21859i,-0.14493-0.14125i,-0.087007-0.071042i,-0.053786-0.034258i,-0.033858-0.033172i,-0.027456-0.033628i,-0.020392-0.016192i,-0.01261-0.0037113i,-0.01288-0.0019513i,-0.0071344-0.006608i,0.00062362-0.022191i,-0.004782-0.037026i,-0.020076-0.035846i,-0.029616-0.021838i,-0.024047-0.0061706i,-0.014407+0.0030296i,-0.0075784+0.0003571i,-0.0045886-0.0071448i
0.7115-0.39757i,0.5698-0.51044i,0.43498-0.52556i,0.36723-0.44613i,0.27499-0.24365i,0.19113-0.054789i,0.10569-0.017993i,0.026818-0.029321i,0.0279-0.02369i,0.056843-0.048781i,0.039179-0.069319i,0.0073507-0.056537i,-0.0044036-0.028441i,0.0018314-0.00086011i,0.013388+0.0081945i,0.016731+0.0029602i,0.01418-0.0001486i,0.010003+0.00074286i,0.0079344+0.0015042i,0.0090843-0.0034161i,0.0060858-0.010978i,0.0026997-0.011173i,0.0047363-0.0060667i
-0.021025+0.55036i,0.35781+0.44883i,0.54775+0.28013i,0.40058+0.093246i,0.13906-0.089897i,-0.029117-0.16874i,-0.071654-0.14834i,-0.05643-0.093729i,-0.038394-0.027074i,-0.018467+0.031602i,0.0035577+0.051874i,0.015683+0.038187i,0.015532+0.015087i,0.0079491-0.0026056i,0.0013838-0.0058847i,0.0052247+0.0040917i,0.02138+0.01369i,0.036225+0.011155i,0.036249+0.0060777i,0.027982+0.0085384i,0.024612+0.013055i,0.023421+0.015935i,0.017562+0.016862i
-0.5176-0.055818i,-0.58696+0.32699i,-0.46628+0.58478i,-0.26901+0.5423i,-0.11905+0.31138i,-0.040053+0.13978i,0.027004+0.081508i,0.048187+0.040786i,-0.0088624+0.016021i,-0.056999+0.022062i,-0.057441+0.037291i,-0.034589+0.05816i,-0.0078022+0.056708i,0.00090889+0.036834i,0.0037703+0.029352i,0.0093185+0.027264i,0.0013044+0.021467i,-0.013254+0.01739i,-0.019427+0.01208i,-0.017289+0.0061501i,-0.015522+0.0033239i,-0.016825+0.0028456i,-0.015377-0.001169i
0.64416-0.1532i,0.28794-0.29024i,-0.11109-0.18301i,-0.10771+0.0018593i,0.10739+0.060023i,0.17737+0.042509i,0.13657+0.053447i,0.12505+0.030672i,0.11494-0.041351i,0.06572-0.071258i,0.023589-0.050485i,0.0090939-0.037338i,0.0030973-0.035118i,-0.0031818-0.03028i,-0.014622-0.018866i,-0.025853-0.0043349i,-0.028499+0.0017114i,-0.019044+0.004532i,-0.00063687+0.0039325i,0.010315-0.010319i,0.0037702-0.026536i,-0.0082699-0.029295i,-0.011842-0.017727i
-0.2553+0.098618i,0.023396-0.1783i,0.15199-0.53318i,0.057523-0.58252i,-0.025766-0.37641i,-0.014354-0.23929i,-0.0094034-0.19272i,-0.016099-0.12264i,-0.0059385-0.055153i,0.0047055-0.030873i,0.0025465-0.03743i,-0.0048507-0.042994i,-0.0057023-0.031809i,-0.0042182-0.018654i,-0.013534-0.012842i,-0.020941-0.010057i,-0.0062701-0.013746i,0.010286-0.030134i,0.007641-0.038347i,0.0011148-0.020318i,0.0064825+0.0042757i,0.01854+0.013138i,0.024033+0.012167i
-0.28348+0.061145i,-0.13123+0.27746i,0.2031+0.1715i,0.20684-0.078996i,-0.0087766-0.082513i,-0.081325+0.046318i,-0.071015+0.051197i,-0.081121+0.015248i,-0.070339+0.02681i,-0.029897+0.033367i,-0.0044707+0.022795i,-0.01315+0.027477i,-0.018666+0.04423i,-0.0013393+0.04405i,0.021348+0.021817i,0.030546-0.0042592i,0.019856-0.0089728i,0.0032624+0.0060981i,-0.0051732+0.015033i,-0.0049302+0.01315i,0.00078426+0.0090761i,0.0044835+0.0068498i,0.0015636+0.00045685i
0.46725+0.049624i,0.43193+0.019571i,0.22314+0.20498i,0.15058+0.23661i,0.16832-0.030705i,0.1051-0.24361i,0.040699-0.22527i,0.013015-0.12911i,-0.013062-0.056621i,-0.022947+0.011501i,-0.011009+0.058321i,0.0033502+0.060921i,0.0083929+0.035745i,0.014271+0.013945i,0.039462+0.009637i,0.065031+0.0041204i,0.054932-0.0011016i,0.030029+0.013154i,0.026389+0.034227i,0.029549+0.036153i,0.018326+0.021534i,0.00020842+0.0077757i,-0.011309+0.0019176i
-0.092609-0.44603i,-0.29574-0.29286i,-0.37862-0.016847i,-0.15473+0.14208i,0.067066+0.1121i,0.065585+0.090465i,0.029848+0.13173i,0.047163+0.11657i,0.050129+0.04729i,0.016758-0.022217i,-0.03088-0.046669i,-0.034332-0.031866i,-0.0036418-0.028651i,0.0060819-0.027615i,-0.0058888-0.0046156i,-0.016269+0.024199i,-0.01361+0.027438i,-0.0085228+0.0030848i,-0.012345-0.019952i,-0.017515-0.024027i,-0.015743-0.011326i,-0.0081586+0.0051086i,0.00044727+0.017778i
0.15151+0.69372i,0.19448+0.60765i,0.26324+0.19055i,0.21716-0.066144i,0.16574+0.056858i,0.17703+0.22828i,0.1145+0.26462i,0.056615+0.2122i,0.067589+0.085745i,0.044175-0.027634i,-0.0048922-0.055746i,-0.035901-0.039975i,-0.041088-0.012185i,-0.029328-0.0067569i,-0.051087-0.038117i,-0.091361-0.053127i,-0.084092-0.034947i,-0.041032-0.018432i,-0.010521-0.011284i,0.0076039-0.0096199i,0.016532-0.022306i,0.010582-0.034261i,0.0053051-0.030204i
-0.29133+0.49292i,0.097415+0.28771i,0.28422-0.060968i,0.10193-0.20052i,-0.14884-0.18953i,-0.29368-0.2118i,-0.33115-0.18368i,-0.24784-0.054863i,-0.12197+0.036094i,-0.037706+0.062485i,0.012847+0.052739i,0.030185+0.018147i,0.0040532-0.00012581i,-0.027376+0.013127i,-0.032336+0.040144i,-0.018857+0.05376i,-0.0017539+0.0421i,0.012067+0.023462i,0.017199+0.01907i,0.02088+0.029459i,0.026626+0.040034i,0.021466+0.041011i,0.0058261+0.034428i
-0.31178-0.69714i,-0.49158-0.29748i,-0.31616+0.15239i,-0.008776+0.16088i,0.15249-0.10215i,0.19759-0.3364i,0.18655-0.49846i,0.10974-0.49047i,0.017831-0.30522i,-0.019537-0.13265i,-0.033679-0.031246i,-0.025157+0.044159i,0.01044+0.069809i,0.026615+0.055966i,0.030849+0.044207i,0.033262+0.035109i,0.017952+0.032502i,-0.0027716+0.041498i,-0.014541+0.042097i,-0.027755+0.031792i,-0.039646+0.027418i,-0.034754+0.027228i,-0.014695+0.019725i
0.32209-0.11866i,0.12942-0.096667i,0.00107+0.0817i,0.18091-0.023603i,0.38427-0.50513i,0.37484-0.88738i,0.23735-0.82819i,0.10109-0.50056i,0.039805-0.22774i,0.00079905-0.10297i,-0.041953-0.022906i,-0.042518+0.032628i,-0.0013361+0.031612i,0.060177-0.001772i,0.12458-0.05477i,0.14668-0.11521i,0.098813-0.1302i,0.0328-0.080821i,0.0092066-0.018314i,0.0097323+0.011338i,0.0036735+0.010922i,-0.0075742+0.0018386i,-0.014914+0.0025246i
-0.38165+0.57557i,-0.25086+0.60701i,-0.10375+0.31788i,-0.099111+0.30851i,-0.15533+0.78186i,-0.17+1.2479i,-0.17149+1.2223i,-0.15137+0.84246i,-0.069052+0.4763i,0.010674+0.18407i,-0.030745-0.03418i,-0.12356-0.090727i,-0.13762-0.032951i,-0.091017+0.033378i,-0.042432+0.068237i,-0.0054126+0.058917i,0.013358+0.012283i,0.0021257-0.033312i,-0.022559-0.038144i,-0.036276-0.013167i,-0.038781-0.0022421i,-0.03641-0.020313i,-0.038152-0.031361i
-2.352+8.2851i,-0.3893+6.5002i,3.1818+5.3129i,5.2557+1.9223i,4.8294-1.2404i,2.7083-2.3936i,0.61777-1.33i,-0.10389+0.28144i,0.50997+1.0038i,1.4914+0.44658i,1.6784-0.76906i,1.1083-1.5952i,0.53845-1.5687i,0.4409-0.97453i,0.71621-0.61092i,0.59047-0.53266i,0.11764-0.29388i,-0.11112-0.11461i,-0.16833-0.17864i,-0.15877-0.18848i,-0.024658-0.17236i,0.070798-0.30237i,-0.014542-0.40015i
