-0.00095345+0.00049641i,-0.0012015-3.9466e-06i,-0.00098748+0.00030663i,-0.0012742+0.00043283i,-0.001186-0.00021576i,-2.3044e-05+0.00024428i,0.0013405+0.0013932i,0.0014318+0.0015117i,0.00095477+0.0014048i,0.0015464+0.0006823i,0.0019196-0.00089927i,0.0016269-0.0010764i,0.00067475-0.00013222i,-8.8056e-05-0.00018505i,-0.00025095+0.00011468i,0.00046545+0.00032248i,0.0009832-0.00016643i,0.00082811-4.6435e-05i,0.00012336+9.9504e-05i,0.00024268-0.00023106i,0.00076399-0.00074367i,0.00089094-0.00077614i,0.0010874-0.00051634i
-0.060437-0.064002i,0.042253+0.12705i,0.13117+0.18234i,0.093431+0.12554i,0.063755+0.13536i,0.1547+0.12285i,0.20591+0.018698i,0.14858-0.048615i,0.097723-0.039567i,0.079069-0.018161i,0.059665-0.0029181i,0.040137+0.0034892i,0.023985+0.0042847i,0.012574+0.0088609i,0.0054957+0.0084116i,0.00086131+0.0050094i,-0.00035924+0.007988i,0.0030163+0.013333i,0.0066586+0.013208i,0.0051885+0.011198i,0.0047435+0.012343i,0.0079717+0.01079i,0.0069446+0.0041156i
0.083496-0.2418i,-0.1675-0.38718i,-0.31404-0.28098i,-0.23555-0.090325i,-0.19413-0.041349i,-0.27319-0.023557i,-0.27838+0.038674i,-0.19804+0.063019i,-0.13635+0.05414i,-0.089983+0.043643i,-0.053326+0.024343i,-0.032103+0.012068i,-0.01227+0.0088872i,0.0010152+0.0029212i,0.0035672+0.0018136i,0.00080401+0.0031622i,-0.0061855-0.0008335i,-0.013479-0.0032932i,-0.011773-0.0002046i,-0.0066262-8.2592e-05i,-0.0061966-0.00039719i,-0.0038948+0.0046822i,0.0041497+0.0065154i
0.061642+0.51656i,0.32167+0.57894i,0.38366+0.37943i,0.24542+0.16323i,0.21374+0.069063i,0.28351-0.024885i,0.24336-0.1172i,0.13863-0.11662i,0.07643-0.077383i,0.034348-0.057209i,0.0036777-0.036113i,0.0014091-0.014469i,0.0065736-0.0078967i,0.002602-0.009895i,-0.0043717-0.010325i,-0.004333-0.0042847i,0.0054536-0.00063584i,0.007756-0.0073414i,-0.0042322-0.012338i,-0.0098097-0.0072565i,-0.0057046-0.0064436i,-0.012624-0.01205i,-0.025968-0.0058527i
-0.40233-0.51174i,-0.58377-0.44167i,-0.47636-0.21905i,-0.29554-0.10576i,-0.31309-0.059735i,-0.36767+0.063586i,-0.26534+0.13904i,-0.1408+0.086161i,-0.093058+0.012588i,-0.060702-0.0078697i,-0.022284-0.0018353i,-0.0050055-0.0028522i,-0.0076818-0.0037191i,-0.0064976+0.0024401i,0.0038468+0.0056128i,0.0087803-0.00048539i,0.0014891-0.0065361i,-0.0046189-0.00078774i,0.00086979+0.0068923i,0.0061863+0.0060379i,0.0060279+0.007521i,0.015858+0.011046i,0.028863+0.0017203i
0.69241+0.20278i,0.83034+0.035536i,0.62413-0.1515i,0.37922-0.18553i,0.3452-0.17505i,0.33827-0.23655i,0.20233-0.22607i,0.085277-0.096911i,0.066404+0.0039981i,0.05111+0.018126i,0.0065836+0.0079098i,-0.018928+0.012226i,-0.01317+0.017534i,-0.0016255+0.011789i,0.0050887+0.0028122i,0.010407-0.0025111i,0.014789-0.005796i,0.012162-0.01339i,0.00028565-0.019799i,-0.0097544-0.016935i,-0.014679-0.014093i,-0.026535-0.0092179i,-0.033744+0.0050057i
-0.7086+0.19489i,-0.77772+0.33709i,-0.5693+0.34658i,-0.36396+0.24729i,-0.31322+0.19178i,-0.26194+0.19892i,-0.12608+0.14637i,-0.028997+0.013754i,-0.029356-0.077856i,-0.034237-0.078185i,-0.0045968-0.052414i,0.011068-0.037172i,0.006511-0.020967i,0.006255-0.0041942i,0.00714+0.0032135i,0.0024778+0.0047328i,-0.0029247+0.0055228i,0.00069433+0.0068355i,0.01142+0.0050399i,0.016342+0.0026804i,0.021601+0.0019455i,0.035033-0.0084998i,0.037271-0.028552i
0.3832-0.51544i,0.32721-0.60379i,0.17448-0.44499i,0.13974-0.24632i,0.19154-0.21167i,0.15281-0.24318i,0.035881-0.16639i,-0.010335-0.0042512i,0.043554+0.091646i,0.074889+0.070626i,0.034107+0.02882i,-0.00040687+0.015042i,-0.002764-0.0015265i,-0.0061991-0.015655i,-0.007077-0.012911i,-6.4909e-05-0.003709i,0.0068745+0.0032633i,0.0067996+0.0032995i,-0.0021192-0.0015769i,-0.012269-0.0036605i,-0.021546+0.00073402i,-0.030988+0.014464i,-0.030559+0.030404i
0.066337+0.64448i,0.17692+0.75716i,0.21733+0.61801i,0.1264+0.41006i,0.013972+0.29783i,-0.0038246+0.22467i,0.034855+0.092143i,0.020253-0.053545i,-0.044329-0.10235i,-0.063711-0.057439i,-0.023093-0.020272i,0.0089788-0.015837i,0.01099-0.0058913i,0.0060628+0.0097224i,-0.00034882+0.017503i,-0.0044168+0.016783i,-0.0059179+0.01017i,-0.0052569+0.0071146i,0.0036124+0.011753i,0.015326+0.0086025i,0.02093-0.0049897i,0.021197-0.017919i,0.016715-0.025017i
-0.42353-0.42249i,-0.49005-0.50058i,-0.35932-0.44324i,-0.18847-0.33511i,-0.10455-0.24093i,-0.084506-0.15863i,-0.083193-0.055275i,-0.048704+0.058301i,0.019244+0.096061i,0.048616+0.047999i,0.02363+0.0065933i,-0.0045034-0.0011647i,-0.012304-0.0035463i,-0.0066372-0.0097602i,0.0024658-0.015464i,0.0078247-0.01334i,0.011304-0.0040702i,0.012507-0.0013877i,0.0061764-0.0080402i,-0.0052686-0.0061569i,-0.012139+0.0089697i,-0.0085524+0.025781i,0.0016798+0.031463i
0.57256+0.013971i,0.65919-0.004348i,0.49155-0.015382i,0.27022-0.0024694i,0.17238+0.033486i,0.16719+0.046636i,0.14973-2.7229e-05i,0.077255-0.059479i,0.00035598-0.060108i,-0.023895-0.01939i,-0.0095887+0.0036531i,0.00932+0.0079985i,0.021565+0.01014i,0.022482+0.010469i,0.013134+0.0090864i,-0.00031182+0.0035388i,-0.013301-0.0047666i,-0.021076-0.0046385i,-0.01696+0.002638i,-0.0038783+0.0015125i,0.0016428-0.01193i,-0.0038907-0.025304i,-0.010273-0.027915i
-0.50826+0.3273i,-0.65854+0.358i,-0.59685+0.24388i,-0.42338+0.1095i,-0.29814+0.011576i,-0.24576-0.043494i,-0.18939-0.031289i,-0.10179-0.00115i,-0.037636-0.0042583i,-0.016831-0.018724i,-0.011918-0.021922i,-0.013042-0.017907i,-0.016479-0.01368i,-0.012328-0.014348i,-0.0028216-0.016915i,0.0066385-0.013047i,0.014604-0.0061198i,0.016684-0.0037576i,0.0093877-0.0031317i,0.0020014+0.0011566i,0.0044437+0.007798i,0.01034+0.01227i,0.010024+0.013554i
0.21692-0.49399i,0.33397-0.5149i,0.36859-0.30336i,0.32942-0.12349i,0.28154-0.075076i,0.23709-0.041494i,0.17469-0.0076064i,0.095228+0.011553i,0.045472+0.030789i,0.030626+0.03638i,0.020012+0.031314i,0.017884+0.025389i,0.018443+0.013858i,0.009037+0.0086732i,0.0015031+0.012158i,-0.0034756+0.0099464i,-0.0096593+0.0043648i,-0.011981+0.0025267i,-0.0085417+0.0042647i,-0.0049283+0.0044828i,-0.0070175-0.00033619i,-0.013226-0.0061345i,-0.017452-0.0078865i
0.12224+0.51931i,0.096769+0.62633i,0.03008+0.47664i,-0.034943+0.26693i,-0.11946+0.13783i,-0.20104+0.047181i,-0.20563-0.0092241i,-0.14004-0.045844i,-0.083851-0.06824i,-0.046511-0.057521i,-0.012724-0.043655i,-0.0053701-0.033812i,-0.0079371-0.013692i,0.0026341-0.0022854i,0.010531-0.0030876i,0.014956-0.0033342i,0.021023-0.0036259i,0.023058-0.0064119i,0.019419-0.011328i,0.012485-0.013046i,0.010253-0.009149i,0.015283-0.0050204i,0.020288-0.0021636i
-0.32668-0.37424i,-0.30526-0.51774i,-0.11184-0.46513i,0.059035-0.307i,0.15021-0.1587i,0.22309-0.052955i,0.227-0.0072543i,0.15024+0.036211i,0.091991+0.079821i,0.065357+0.071926i,0.032194+0.047912i,0.013656+0.034294i,0.012504+0.016794i,0.01008+0.0046151i,0.0061488+0.0010667i,-0.00095592-0.0015495i,-0.011184-0.0018844i,-0.017805-0.00081125i,-0.019552+0.0028079i,-0.017086+0.0098682i,-0.010507+0.015909i,-0.0067585+0.01398i,-0.0097862+0.0052955i
0.41114+0.12125i,0.41327+0.19825i,0.16892+0.20291i,-0.047249+0.17076i,-0.12642+0.11552i,-0.18146+0.027989i,-0.19981-0.028625i,-0.14425-0.067686i,-0.09644-0.10594i,-0.080334-0.091249i,-0.054001-0.051479i,-0.029298-0.027565i,-0.01633-0.010735i,-0.0076683-0.00098942i,-0.0026699+0.0027751i,0.0041723+0.0039738i,0.010986+0.0013381i,0.013123+0.0037271i,0.015293+0.0059191i,0.012021-0.0030345i,0.0016176-0.011212i,-0.0010277-0.0095392i,0.0069459-0.0050915i
-0.43614+0.12072i,-0.52823+0.11527i,-0.37009+0.064245i,-0.15626+0.021655i,0.0030918+0.0096527i,0.13314+0.014004i,0.17638+0.0054495i,0.12779+0.024708i,0.079961+0.073071i,0.062441+0.078904i,0.044158+0.048806i,0.025059+0.021115i,0.011378+0.0053838i,0.0035322+0.0021277i,0.0021471-0.00060039i,-0.001129-0.0030755i,-0.0074408-0.00011252i,-0.0097748-0.00074706i,-0.0060915-0.0030164i,0.0035827+0.00027456i,0.013125+0.0038335i,0.011325+0.0053759i,-0.0016745+0.0070927i
0.32123-0.28998i,0.40858-0.29793i,0.29132-0.1383i,0.11335-0.01617i,-0.024409-0.016493i,-0.13802-0.018702i,-0.15381+0.020782i,-0.084785+0.0067573i,-0.045106-0.056779i,-0.051323-0.069678i,-0.045585-0.029884i,-0.021814+0.0018583i,-0.0034058+0.015783i,0.0051535+0.018787i,0.0069847+0.014564i,0.0087981+0.0072851i,0.011739+5.8739e-05i,0.0097394-0.00081666i,0.0034288+0.00080856i,-0.0052943-0.00046171i,-0.01386-0.0024627i,-0.013536-0.0027986i,-0.0015195-0.0030137i
-0.10228+0.41813i,-0.10268+0.47919i,-0.013243+0.27253i,0.053553+0.0568i,0.067547+0.008555i,0.108-0.00029896i,0.10621-0.040051i,0.042529-0.022607i,0.011273+0.034933i,0.027621+0.036322i,0.028027-0.0086552i,0.0047817-0.036884i,-0.010301-0.03989i,-0.010111-0.033578i,-0.0045658-0.02438i,-0.0042502-0.014947i,-0.0057591-0.0090908i,-0.0067081-0.012868i,-0.0096841-0.015724i,-0.0064602-0.010765i,0.0028422-0.0087479i,0.0041375-0.0096401i,-0.0039801-0.0056833i
-0.1372-0.45832i,-0.18524-0.57628i,-0.16874-0.42473i,-0.12137-0.21514i,-0.10486-0.11667i,-0.12613-0.038495i,-0.096089+0.040529i,-0.016903+0.04378i,0.025868-0.0075937i,0.0063569-0.029485i,-0.01614+0.00048353i,-0.0028711+0.030854i,0.013278+0.030374i,0.011575+0.019271i,0.0048259+0.012046i,0.0015933+0.0071672i,0.00033028+0.0056601i,-0.00012946+0.012896i,0.0029984+0.020916i,0.0046905+0.020736i,0.0012247+0.017947i,0.0011405+0.013031i,0.0060762+0.0038613i
0.35678+0.3384i,0.43931+0.40836i,0.31972+0.26996i,0.16328+0.10175i,0.10336+0.031772i,0.084364-0.038969i,0.020005-0.10308i,-0.065637-0.078853i,-0.085336-0.0079766i,-0.037866+0.015947i,-0.0094509-0.016101i,-0.022557-0.040286i,-0.030812-0.033076i,-0.022797-0.017334i,-0.010027-0.0058625i,-0.00084318-0.0025129i,0.0021575-0.0049199i,0.0033203-0.014327i,0.00026697-0.023655i,-0.0046209-0.020954i,-0.0050797-0.013118i,-0.0038853-0.006615i,-0.0051751-0.00047807i
-0.52198-0.070954i,-0.64861-0.056475i,-0.49067+0.031733i,-0.23904+0.10128i,-0.093615+0.092488i,-0.047223+0.088589i,-0.0052769+0.1073i,0.067583+0.07781i,0.098523+0.012052i,0.065216-0.015138i,0.0366+0.0066631i,0.03854+0.031198i,0.043847+0.033293i,0.037599+0.01905i,0.021277+0.0049418i,0.0062843+0.0020606i,0.00091509+0.0078182i,0.0038255+0.01524i,0.008521+0.01311i,0.010237+0.0032671i,0.011775-0.0016418i,0.013814-0.0036322i,0.014062-0.0071834i
0.49939-0.21948i,0.63508-0.25385i,0.52108-0.20263i,0.2942-0.1519i,0.12682-0.13164i,0.058211-0.1381i,0.018197-0.15312i,-0.054824-0.12405i,-0.097597-0.04765i,-0.060714+0.0017554i,-0.016429-0.01508i,-0.018029-0.043579i,-0.028353-0.038761i,-0.018578-0.021294i,-0.0018537-0.013594i,0.0065094-0.014302i,0.0049667-0.017909i,-0.0015233-0.018453i,-0.006771-0.011628i,-0.0086196-0.0030706i,-0.0089459+0.0013701i,-0.0091718+0.0053177i,-0.0084517+0.0090687i
-0.26717+0.44259i,-0.35983+0.49393i,-0.30289+0.36428i,-0.15198+0.22386i,-0.042288+0.14358i,-0.011969+0.12402i,0.012604+0.13788i,0.071931+0.11263i,0.098202+0.04004i,0.059137-0.0085737i,0.020123-0.00056582i,0.017787+0.021811i,0.018642+0.021594i,0.0023045+0.009583i,-0.014223+0.0060279i,-0.017258+0.010162i,-0.011872+0.013905i,-0.0045211+0.015695i,0.0027299+0.012823i,0.0062133+0.003703i,0.0038279-0.0053445i,0.0013681-0.008667i,0.0023718-0.007669i
-0.048476-0.47912i,0.031584-0.56512i,0.079952-0.4683i,0.010478-0.32036i,-0.049899-0.20364i,-0.02492-0.16797i,-0.013926-0.18065i,-0.056582-0.14183i,-0.075883-0.053948i,-0.047128+0.0058571i,-0.016757+0.0077569i,-0.013682-0.015037i,-0.020097-0.018505i,-0.0097415-0.0079419i,0.0079737-0.0077173i,0.013706-0.013496i,0.0090986-0.016237i,0.0015899-0.014905i,-0.001469-0.0081103i,0.0012567+0.0014536i,0.0026895+0.0081462i,0.0010071+0.011483i,-0.0018838+0.011921i
0.28739+0.31673i,0.2026+0.42999i,0.053649+0.40697i,0.028731+0.28602i,0.027671+0.18174i,-0.027531+0.17865i,-0.036635+0.22593i,0.01973+0.20474i,0.054517+0.10763i,0.034316+0.025975i,0.0076044+0.014738i,0.011475+0.034247i,0.02135+0.033459i,0.01503+0.020748i,0.0023296+0.017049i,-0.0052068+0.020318i,-0.00501+0.020954i,-0.0021942+0.01528i,-0.0034474+0.0085742i,-0.0060983+0.004361i,-0.0053177+0.0005085i,-0.0015948-0.0052976i,0.0025748-0.011749i
-0.3569-0.036721i,-0.29939-0.16778i,-0.13758-0.24575i,-0.058349-0.1897i,8.6023e-05-0.12757i,0.068481-0.1644i,0.055052-0.22109i,-0.0037427-0.18858i,-0.024874-0.098136i,-0.009782-0.028029i,0.0046638-0.0095378i,8.9712e-05-0.023406i,-0.0086046-0.032603i,-0.0043924-0.031083i,0.0046749-0.029354i,0.0081514-0.028077i,0.0075715-0.025267i,0.005884-0.018735i,0.0024938-0.0095826i,0.0013921-0.0028591i,0.0036875-0.0021784i,0.0018033-0.0028514i,-0.0038599+0.0021291i
0.23038-0.18437i,0.23118-0.037732i,0.15421+0.14548i,0.10344+0.16453i,0.036639+0.1164i,-0.055658+0.15187i,-0.06636+0.20216i,-0.032731+0.17223i,-0.016981+0.099332i,-0.011572+0.029459i,-0.016904-0.005111i,-0.01186+0.0053018i,0.0047249+0.015266i,0.0044204+0.010056i,-0.0042456+0.010813i,-0.0059681+0.015557i,-0.0031347+0.016178i,0.0013045+0.012217i,0.0048526+0.0053139i,0.0051121+0.00020146i,0.0024112+0.00089406i,0.0013092+0.00097359i,0.0018285-0.0044391i
-0.0097899+0.25464i,-0.043909+0.12969i,-0.047104-0.088917i,-0.030199-0.16673i,0.016038-0.15577i,0.072115-0.2152i,0.050741-0.27069i,0.0026739-0.22482i,-0.0091266-0.12894i,-0.0050366-0.050608i,-0.002708-0.015805i,-0.01203-0.010911i,-0.020665-0.0045762i,-0.013466+0.0026703i,-0.0043729-0.0012127i,-0.0026681-0.010141i,-0.0036423-0.01533i,-0.007141-0.016527i,-0.010443-0.014134i,-0.010058-0.011735i,-0.0068039-0.0094054i,-0.0019672-0.0022385i,0.0023299+0.0079025i
-0.17612-0.15517i,-0.12153-0.062192i,-0.027035+0.11547i,0.007019+0.18365i,-0.035215+0.1701i,-0.080288+0.20453i,-0.059504+0.22552i,-0.030543+0.17218i,-0.025792+0.098905i,-0.019033+0.040538i,-0.013996+0.0069435i,-0.0072149+0.0014017i,0.0055455+0.0032726i,0.010866+0.0021527i,0.0069497+0.0030587i,0.0030676+0.0082694i,0.0021983+0.014674i,0.005242+0.01782i,0.0088568+0.012985i,0.0064193+0.0046082i,0.0032208+0.001375i,0.0042279-0.00089394i,0.0040839-0.0080369i
0.23627-0.019036i,0.18732-0.088407i,0.041571-0.19057i,-0.057237-0.21006i,-0.043194-0.17291i,0.029229-0.17773i,0.06821-0.1922i,0.069489-0.15774i,0.056358-0.097301i,0.033306-0.042238i,0.022242-0.0071017i,0.015775-0.0016541i,0.0032663-0.0041887i,-0.00060985-0.004706i,0.0016824-0.0086908i,0.0013661-0.010594i,-0.0012114-0.010175i,-0.0077293-0.0077805i,-0.011049+0.0013475i,-0.0070099+0.0089685i,-0.0035023+0.0072964i,-0.0029148+0.0046396i,-0.0018472+0.0078193i
-0.1579+0.17593i,-0.12349+0.2221i,-0.0071629+0.25102i,0.081637+0.22623i,0.083352+0.15943i,0.017411+0.13416i,-0.023306+0.14951i,-0.018059+0.12329i,-0.016426+0.059816i,-0.011427+0.012141i,-0.0029759-0.014889i,-0.0048516-0.020803i,-0.0079512-0.012564i,-0.011152-0.0067986i,-0.013066-0.0033013i,-0.0075989+0.00072457i,0.0021018+0.0041628i,0.013527+0.0040461i,0.021537-0.0003587i,0.01831-0.002736i,0.0089678-0.0008829i,0.00095216-0.00033231i,-0.003684-0.0036103i
0.00036398-0.20468i,-0.019023-0.23162i,-0.072255-0.23384i,-0.1231-0.2056i,-0.10899-0.12833i,-0.023866-0.094643i,0.035703-0.11741i,0.041983-0.099916i,0.041806-0.04882i,0.029216-0.017632i,0.010336-0.0013889i,0.0041691+0.0030726i,0.001317-0.0013286i,0.00057437-0.0024286i,0.0011186-0.0034916i,-0.0013965-0.0070685i,-0.0075293-0.010925i,-0.016609-0.012302i,-0.020399-0.0074503i,-0.011143-0.0033855i,0.00114-0.0040288i,0.0065251-0.0024456i,0.0056798+0.0028569i
0.11666+0.14004i,0.11197+0.18238i,0.13382+0.21072i,0.18987+0.16638i,0.15551+0.044869i,0.024554+0.014293i,-0.058044+0.082247i,-0.064043+0.098347i,-0.050429+0.051264i,-0.027002+0.00975i,-0.0081238-0.0083317i,-0.0029745-0.0081821i,0.0030301-0.0029856i,0.0066079-0.00082651i,0.0041676+0.0019483i,0.00020895+0.0047208i,-0.00023271+0.0080124i,0.0042187+0.010183i,0.006083+0.0058888i,2.7098e-05-0.00048666i,-0.0066607-0.0033247i,-0.0060069-0.0033127i,-0.00088215-0.0051818i
-0.11952-0.019096i,-0.074592-0.092055i,-0.061915-0.18099i,-0.12197-0.1626i,-0.11089-0.039067i,-0.012166+0.0037389i,0.037153-0.04644i,0.031523-0.049206i,0.033295-0.0073063i,0.025556+0.013794i,0.0080508+0.018193i,0.0036087+0.014525i,0.002309+0.0032047i,-0.00061744-0.0043742i,2.0489e-05-0.0058364i,0.0026897-0.0053587i,0.0025402-0.006103i,-0.0032648-0.0055301i,-0.0092367+0.00064706i,-0.009128+0.0064077i,-0.004245+0.0041909i,-0.00064039-0.0012923i,-0.0019271-0.0017119i
0.043089-0.068158i,0.0072326+0.026977i,0.013645+0.14782i,0.073901+0.1498i,0.073182+0.045248i,-0.0013323-0.0018683i,-0.037706+0.031792i,-0.03287+0.032411i,-0.033204+0.0026842i,-0.020061-0.006708i,0.00044573-0.009855i,0.005595-0.0093178i,0.0072337-0.00073946i,0.0090805+0.00052978i,0.0052322-0.0021433i,0.0034368-6.6927e-05i,0.007127+0.0052597i,0.012617+0.0094162i,0.01579+0.0070942i,0.010947+0.003787i,0.0033894+0.0050193i,0.0019063+0.004901i,0.0036329+0.00027927i
0.053445+0.060416i,0.047986-0.058413i,-0.013598-0.1879i,-0.089911-0.17835i,-0.089391-0.069451i,-0.018854-0.033596i,0.015107-0.073594i,0.0086894-0.064612i,0.010886-0.019417i,0.0079587+0.00078222i,-0.0050096+0.0062915i,-0.011621+0.0092619i,-0.012846+0.0099747i,-0.0093808+0.010443i,-0.0040736+0.0058435i,-0.0027515-0.0024091i,-0.0054415-0.010492i,-0.0099363-0.017409i,-0.0093756-0.015915i,-0.00013571-0.008217i,0.0077824-0.0037182i,0.0055579-0.0017281i,-0.0010772+0.001386i
-0.11115+0.047448i,-0.086184+0.18653i,-0.00076591+0.31669i,0.086014+0.29814i,0.096257+0.16019i,0.039838+0.067765i,0.0034801+0.049608i,-0.0026796+0.018582i,-0.011106-0.014432i,-0.010153-0.015192i,-0.00018555-0.010435i,0.0026793-0.0086046i,0.0037243-0.003258i,0.0052124-0.001686i,0.0025201-0.001797i,-0.0011796+0.002964i,-0.0020397+0.011309i,0.0015522+0.015716i,0.0035612+0.0085033i,-0.00029052-0.0053096i,-0.003426-0.012067i,-0.001087-0.0092645i,0.0039285-0.0061915i
0.079933-0.13356i,0.051053-0.24901i,-0.018693-0.34874i,-0.10002-0.34319i,-0.13492-0.22727i,-0.096613-0.11068i,-0.041158-0.058236i,-0.014051-0.020779i,6.1602e-05+0.0081558i,0.001023+0.003078i,-0.011541-0.0044264i,-0.016097+0.00041143i,-0.013674+0.001974i,-0.0099433+0.0017219i,-0.0046346+0.0035206i,-0.0018577+0.0018061i,-0.0011793-0.0056246i,-0.0040647-0.011119i,-0.007841-0.0067961i,-0.0056537+0.0011339i,-0.0019203+0.0043254i,-0.0014964+0.0039185i,-0.0032948+0.003935i
0.032544+0.14867i,0.082056+0.22858i,0.13629+0.29258i,0.18573+0.28838i,0.20343+0.19318i,0.15456+0.091954i,0.084553+0.052585i,0.052982+0.02833i,0.033749-0.0036734i,0.015886-0.010507i,0.013569-0.00431i,0.010602-0.0055518i,0.0010552-0.0055799i,-0.0052387-0.00123i,-0.0048775+0.0022075i,-0.00031239+0.0039405i,0.0036184+0.0066621i,0.0067677+0.0099343i,0.0080305+0.01085i,0.002337+0.0077016i,-0.0045091+0.0030729i,-0.0049689+0.00038537i,-0.0012367-0.0025381i
-0.12151-0.10384i,-0.17443-0.18369i,-0.20148-0.28595i,-0.23069-0.321i,-0.24184-0.2254i,-0.17444-0.1112i,-0.082083-0.066309i,-0.041084-0.037103i,-0.024198-0.0021152i,-0.012117+0.00088128i,-0.014873-0.010517i,-0.016644-0.0098388i,-0.010868-0.007021i,-0.0054152-0.0042779i,-0.0013876-0.0020852i,-0.00099087-0.0037519i,-0.0021441-0.0082529i,-0.0016012-0.011307i,0.0013901-0.007447i,0.0073231+0.0015107i,0.011151+0.0063599i,0.0084296+0.0038548i,0.0017266+0.00061821i
0.12657+0.011772i,0.15024+0.087268i,0.15108+0.22842i,0.19155+0.30209i,0.23011+0.21394i,0.1762+0.092636i,0.084781+0.046469i,0.039846+0.027305i,0.0244+0.003652i,0.018389-0.00047983i,0.021142+0.0042371i,0.019807+0.00097118i,0.014155-0.0026278i,0.0089024-0.0031638i,0.0026626-0.0017914i,-0.0018665+0.0018139i,-0.0029509+0.0080305i,-0.0009782+0.01074i,0.00081663+0.0052886i,0.00012082-0.0032343i,-0.0022682-0.0066531i,-0.0041994-0.0029018i,-0.0028277+0.0025469i
-0.059972+0.08844i,-0.063102+0.039044i,-0.062685-0.1012i,-0.10964-0.19778i,-0.16636-0.1587i,-0.14962-0.079321i,-0.091486-0.050731i,-0.061599-0.03539i,-0.043601-0.0079451i,-0.022933-0.0003837i,-0.01676-0.0069119i,-0.014147-0.0032253i,-0.005356+0.001047i,-0.00094064-0.0022191i,-0.0041239-0.0028872i,-0.0047992-4.8106e-05i,0.00060876-0.0013064i,0.003202-0.0050137i,-0.0010934-0.0059344i,-0.0042759-0.0035712i,-0.001645-0.0015812i,0.00086584-0.0029858i,0.00017159-0.0043981i
-0.021237-0.088385i,-0.0082154-0.030131i,0.031541+0.11382i,0.084601+0.21237i,0.12501+0.1844i,0.11147+0.10909i,0.069204+0.069947i,0.0486+0.046645i,0.037404+0.017513i,0.023986+0.003969i,0.018608+0.0031913i,0.013553-0.00012382i,0.0020698-0.0013318i,-0.0071039+0.00026461i,-0.0083092+0.00035899i,-0.0064442-0.00023098i,-0.0070089+0.0018873i,-0.0080344+0.0061733i,-0.0068644+0.0079989i,-0.0057839+0.0048763i,-0.0052285+0.00095684i,-0.0028257+6.064e-05i,0.0011224+2.9011e-05i
0.092631+0.015566i,0.089259-0.061335i,0.040926-0.204i,-0.021809-0.28975i,-0.073364-0.24466i,-0.077265-0.15386i,-0.049901-0.098996i,-0.034485-0.064163i,-0.026897-0.031789i,-0.017633-0.015467i,-0.014477-0.0095364i,-0.010802-0.0012166i,0.00057476+0.0042612i,0.0080083+0.0033252i,0.0075175+0.00061687i,0.0056249-0.0015737i,0.0053876-0.0047052i,0.0056817-0.0064829i,0.0058306-0.0023997i,0.0051199+0.0039163i,0.0025514+0.005382i,-0.00056875+0.0014876i,-0.0030472-0.0024576i
-0.10339+0.063881i,-0.12714+0.13378i,-0.10503+0.23887i,-0.055506+0.30446i,-0.0011301+0.25693i,0.031675+0.15995i,0.0369+0.089968i,0.034633+0.046657i,0.027726+0.01655i,0.013707+0.0044622i,0.0039265+0.003231i,-0.003162+0.00048672i,-0.012997+0.00035796i,-0.01455+0.002693i,-0.0088768+0.0018823i,-0.0055881-9.663e-05i,-0.006527+0.0014076i,-0.0064175+0.0041153i,-0.00035503+0.0031046i,0.005966-0.0015216i,0.0073447-0.0038993i,0.0049845-0.0024673i,0.0025448-0.0011234i
0.040504-0.10868i,0.055839-0.17279i,0.051953-0.25079i,0.030893-0.31836i,-0.0033984-0.30244i,-0.035149-0.21573i,-0.040118-0.12879i,-0.034245-0.06761i,-0.025472-0.025783i,-0.0099437-0.0067061i,-0.0002429-0.0032763i,0.0051323-0.0008487i,0.012775-0.002302i,0.015161-0.0083248i,0.0097776-0.010897i,0.0055022-0.008242i,0.0069618-0.0073053i,0.0075651-0.01039i,0.0026727-0.010466i,-0.0013477-0.0055766i,-0.0013998-0.00065796i,0.00045701+0.001178i,0.0025102+0.002055i
0.046171+0.12014i,0.050066+0.20082i,0.034096+0.2816i,0.015946+0.3341i,0.022101+0.30286i,0.03741+0.20145i,0.032449+0.10955i,0.023063+0.059963i,0.016615+0.031169i,0.0052603+0.012965i,-0.003026+0.0047209i,-0.0068505-0.00039558i,-0.01279-0.00117i,-0.016588+0.0039015i,-0.012689+0.0089879i,-0.0062578+0.0097049i,-0.0040922+0.0086932i,-0.0053587+0.0085095i,-0.0051722+0.007235i,-0.0027371+0.0037323i,-4.1923e-05-0.00089016i,0.0012368-0.003501i,0.0017497-0.0039672i
-0.088853-0.06899i,-0.090798-0.14955i,-0.03096-0.24536i,0.024949-0.30875i,0.016825-0.28557i,-0.0050253-0.19865i,-0.0058881-0.12102i,-0.0065609-0.070264i,-0.0048793-0.033592i,0.0040102-0.016719i,0.0081679-0.013735i,0.0097352-0.0073478i,0.014994-0.0026294i,0.014517-0.0032379i,0.0065118-0.0016517i,0.00042458+0.00062526i,0.00066797-0.00026049i,0.0023079-0.00085653i,0.0011024+0.00087072i,-0.00074066+0.0026171i,-0.0014611+0.0030634i,-0.0013397+0.002547i,0.00050254+0.0018814i
