-0.0003994-6.515e-06i,-0.00013543-0.00012666i,-0.00071528-0.00049075i,-0.00099183-0.0010047i,-0.00083352-0.00026527i,-0.0011572+0.00051674i,-0.00045395+0.00077773i,0.0012611+0.00094595i,0.001926+9.0954e-06i,0.0016423-0.00020494i,0.00087408-6.6487e-05i,-0.00022011-0.00058343i,-0.00057354-0.00068768i,-9.2935e-05-0.00027999i,0.00018557+0.00044315i,-0.0002003+0.0014696i,-0.00044355+0.0012018i,-6.8442e-05+0.00046816i,0.00028536-0.000187i,0.00028633-0.00042332i,-0.00013353-0.0005105i,-0.00041606-0.0005455i,-0.00072995-0.00059389i
6.226e-05-0.001498i,-0.00083882-0.0008109i,-0.00083005-0.0011021i,-0.00074549-0.0013368i,-0.00058154-0.001048i,-0.0019354+7.4102e-05i,-0.0021303-0.00010183i,-0.00085442-0.00095316i,-0.00055647-0.0012387i,-0.00093707-0.0012495i,-0.00078601-0.00054587i,-0.00016917+0.00012852i,-0.00062975-9.4147e-05i,-0.00073987-0.00060843i,-0.00016269-0.00029741i,-0.00048337+2.4858e-05i,-0.001179+0.00027401i,-0.00089058+0.00022382i,0.00013163+0.00015145i,0.00048033+0.0001843i,-0.00013415-1.4248e-05i,9.8862e-06+0.00025928i,0.00061381+0.00041414i
0.0010703-0.00070988i,0.00060213-0.00066537i,-0.00018475-0.00093961i,2.4165e-05-0.0014497i,-5.1701e-05-0.0018898i,-0.00031307-0.0014142i,0.00047949-0.00063742i,0.00096212-0.0010899i,0.00011537-0.0012655i,0.00018862-0.00051982i,0.00039215-0.00053994i,0.00026357-0.00019491i,0.00057017+0.00046509i,0.00038516+0.00074346i,0.0001797+0.00036797i,-0.00032169+0.00010053i,-0.0011523+2.8458e-05i,-0.00031002-0.00036855i,0.00035083-0.00024502i,0.00021688-0.00049284i,-4.7072e-05-0.00069279i,-0.0002116-0.00025864i,-0.00016475-0.00011783i
0.00073499-0.0020131i,0.0013418-0.001882i,0.00099693-0.0014291i,0.00070527-0.0011816i,0.00026173-0.00034706i,-0.00082439-0.00035388i,-0.00071321-0.001467i,0.00021406-0.0016708i,0.00071319-0.00097321i,0.00034709-0.00052727i,0.00059112-0.00018162i,0.00085244+0.0010999i,0.00027581+0.0018549i,-0.00025547+0.00087256i,-0.00062961+8.5795e-05i,-0.0003653+0.00019295i,0.00029858+0.00042922i,0.0007153+0.00091157i,0.0005286+0.00061754i,0.00054842-0.00020113i,0.00062597-0.00027177i,0.00013986-0.00043665i,0.00020232-2.2675e-05i
-0.0015745+0.0012319i,-0.0017361+0.00094767i,-0.00093253+0.0013778i,0.00081571-0.00013086i,0.001805-0.0012468i,0.00116-0.00096019i,0.00097877-0.0014564i,0.0011146-0.0010875i,0.00017368-0.00042729i,-0.00036746-0.00085467i,-0.00037968-0.00064826i,-0.00042567+0.00016348i,0.00016396+0.00017878i,0.00071798-8.516e-05i,0.0003609+9.1877e-05i,-0.00014221+0.0010236i,-8.2436e-06+0.0013763i,-8.9516e-05+0.00071199i,-5.2679e-05+0.00011383i,-2.2977e-05-0.00033085i,-0.0005033-0.00066396i,-0.00035314-0.00069404i,-0.00023837+1.5293e-05i
-0.0012485-0.00060293i,-0.001232-0.00094935i,-0.0012492-0.00079504i,-0.00057245-0.0010306i,0.00031039-0.0011074i,-0.0010624-0.0010784i,-0.0015833-0.0011318i,-0.001035-0.0013721i,-0.00016585-0.0014588i,0.00034408-0.00086244i,0.00085731-0.00010173i,0.00089564+0.0005285i,-8.8369e-05+0.00048107i,-0.00071731-0.00052945i,-0.00054127-0.0006139i,0.00030335-0.0002987i,0.00094011-0.00078277i,0.0012931-0.00089261i,0.0012014+0.00021729i,0.00045381+0.0010575i,0.00044483+0.0010983i,0.00029081+0.00069982i,-0.00013726+6.2119e-05i
0.0023108-0.0010537i,0.0028959-0.0015175i,0.0020591-0.0020785i,0.00033321-0.0020623i,-0.0015367-0.0024749i,-0.0016025-0.0021587i,-0.00035822-0.0010057i,0.00011529-0.00081933i,9.6633e-05-0.00086281i,-0.00034645-0.00039602i,-0.00059701-0.00041139i,-0.00025783-0.00018373i,-9.7935e-05+0.00053984i,-0.00023437+0.0011301i,-0.00046533+0.00095399i,-0.0001493+0.00046831i,-7.3322e-05+0.00025369i,-0.00053012+0.00043503i,-0.00052555+0.00037062i,0.00022983+0.00011753i,0.0012229+0.00012651i,0.00024602-9.3444e-05i,-0.00044115-0.00025432i
-0.0019718+0.0010079i,-0.0012536+0.0016063i,0.00067177+0.0031963i,0.0020938+0.0032088i,0.0017516+0.0021153i,0.001485+0.00031506i,0.0017138-0.00085631i,0.0014023-0.0010058i,0.00079542-0.00098529i,0.00027048-0.00073001i,0.00059086-0.00026323i,0.00023997+6.3355e-05i,-0.00087674-4.9793e-05i,-0.00042057+4.328e-05i,0.00011666-0.00027832i,-0.00050156-0.0003743i,-0.00026415-0.00012617i,0.00014469+2.7231e-05i,0.00050557-0.00012336i,0.00052038-0.00045991i,-0.00020833-0.001231i,-0.00036318-0.00079115i,6.1013e-05+0.00061092i
0.00026082-0.00043569i,0.00060815-0.0016492i,0.00058244-0.0024807i,4.1328e-05-0.0013217i,-0.00061603-7.2078e-05i,-0.00076217-4.1643e-05i,0.00015767-0.00015271i,0.00085786-0.00062919i,0.00027079-0.00073799i,-1.4197e-06-0.00096173i,0.0002785-0.00076904i,-0.00030205+0.00022638i,-0.00042887+1.9295e-05i,0.00061537-0.0011827i,0.0008767-0.00067097i,-0.00033767+0.00057566i,-0.00066505+0.00046873i,-0.00036019+0.00076486i,0.00013596+0.00096086i,0.00059506+0.00018343i,0.00098888-0.00014648i,0.00062188+0.00011742i,-0.00049972+0.00073326i
0.0013819+0.00039513i,0.0016329-0.00036243i,0.0016773-0.00077658i,0.0017936-0.00090037i,0.00033342-0.0016209i,-0.0011075-0.0021191i,-0.0012589-0.0013865i,-0.00085554-0.0006031i,-0.00088194-0.00047375i,-0.00043734+6.282e-05i,0.00024892+0.0007448i,-0.00019792+0.0005181i,0.00019192+0.00056899i,0.00049171-9.1815e-05i,0.00011258-0.00089241i,0.00023961-0.00064457i,0.00054631-0.00016269i,0.00048613+0.00022299i,-8.1636e-05+0.00055491i,1.9534e-05+0.00051891i,0.00056587-7.3899e-06i,0.00043255+4.7678e-05i,-0.00025093+0.0006019i
-0.0024711+0.00081161i,-0.001433+0.0024078i,-0.00049008+0.0022315i,0.0003606+0.0010715i,0.00067887-0.00011974i,-6.6027e-05-0.00019452i,-8.0451e-05-0.00049004i,-0.00042146-0.0012007i,-0.00069795-0.001206i,-0.00054788-0.00051662i,-0.0002028-8.9513e-05i,0.0006463-0.00012747i,0.00083685-6.0342e-05i,0.00089215-0.00089873i,0.001022-0.0013765i,0.00056762-0.00093099i,-0.00021821-7.3377e-05i,-0.00013027+0.0010723i,-0.00020918+0.0011502i,-0.00017606+0.00020736i,0.00030377-0.00026542i,1.3907e-05-4.3432e-05i,-0.00028879+0.00025073i
0.00086881-0.0010203i,0.00039879-0.002236i,0.0001147-0.0028269i,0.00069343-0.0019583i,-0.00061889-0.00080202i,-0.0021166-0.0013904i,-0.00056722-0.0017282i,0.00045721-0.00071887i,2.5747e-05-0.00063368i,0.00049541-0.00059104i,0.00045342+0.00047621i,-0.0004083+0.00054408i,-0.00065685+0.00016495i,-0.00012091+2.0693e-05i,-0.00038886+0.00049378i,-0.0012649+0.00084924i,0.00011757+0.00085785i,0.00069044+0.00014317i,0.00011571-0.0010614i,0.00017262-0.00067048i,0.00023454-0.00051156i,-0.00021085-0.00064495i,-0.0010751-0.00022205i
-0.0022351+0.00081689i,-0.0027084+0.001478i,-0.0025729+0.0023595i,-0.0011746+0.0014129i,-0.00015748-0.00080039i,0.00064825-0.0026666i,0.00093325-0.0027852i,0.00086962-0.0019223i,0.00018227-0.0014603i,-0.00026924-0.0014476i,-0.00032495-0.00057754i,-0.00045125+0.0002864i,-6.0104e-05+0.00033413i,0.00065231+0.0002302i,0.00063839+0.00068748i,-0.00021239+0.00070177i,-0.0001186+0.00023582i,0.00048249-0.00046113i,0.00076979-0.00096828i,0.00048535-0.0011925i,-4.0475e-05-0.0011904i,-0.00031347-0.00079871i,-0.00028871-0.00028316i
-0.0012507-0.0015146i,-0.0013036-0.0016284i,-0.00063018-0.0014812i,-0.00040329-0.0010647i,-0.0011513-0.0013999i,-0.0010728-0.00087979i,-0.00073712-0.00071833i,-6.7572e-05-0.0015682i,-7.7308e-05-0.0011137i,-0.00091534-0.00078695i,-0.00028916-0.00046905i,0.00024194+0.0001024i,5.6153e-05+0.0005054i,-0.00014631+0.00023407i,-0.00014632+0.00052546i,-0.00074651+0.00044336i,-0.0013197-0.000523i,-0.00059042-0.00041529i,-0.00043213-0.0004137i,-8.3712e-05-0.00069783i,0.00053052-0.00046626i,0.00034697+0.0004708i,-0.00024841+0.00094558i
0.0017758-0.0011231i,0.0018154-0.0016564i,0.001361-0.0020609i,0.00063135-0.001479i,-0.00021045-0.00090102i,-0.00066416-0.0011305i,2.9985e-05-0.0010998i,0.00033474-0.00063927i,-0.00015848-0.00045913i,0.00026263-3.3097e-05i,0.00051371+0.00064638i,-0.00043152+0.0012739i,0.00018686+0.0013947i,0.00090308+0.00087132i,0.00046954+2.3383e-06i,0.0005641-6.2888e-05i,0.00032812+0.00039378i,-8.5535e-05+1.9547e-05i,1.3791e-05-1.5716e-06i,0.00016327+0.00011728i,0.00019616-0.00052879i,-0.00017016-0.00028564i,-0.00045341+0.00042839i
-0.0003901+0.0010177i,0.00066696-0.00040972i,0.00164-0.00076599i,0.002023-0.0016214i,0.0013504-0.0030948i,-1.42e-05-0.003627i,-0.00050027-0.0032241i,-0.0001711-0.0023179i,0.00035348-0.0014636i,0.00055146-0.0010021i,0.00051501-0.00042162i,7.0156e-05+0.00037395i,-0.00055228+0.00050629i,-0.00030416-0.00019322i,0.00030573-0.00084684i,-3.083e-05-0.00042938i,-0.00019314+0.00046503i,0.00048185+0.00042971i,0.0010387+0.00053036i,0.00066385+0.00045799i,0.00046595-0.00025573i,0.00079897+0.00053323i,0.00044149+0.001523i
0.00053157+0.0010059i,0.0011467+0.00078444i,0.0021315+0.00081927i,0.0023261-0.00032045i,0.0020553-0.0016699i,0.0008218-0.0022621i,-0.00014937-0.0017174i,0.0003623-0.0015165i,0.00055153-0.0019413i,0.00038059-0.0016376i,0.00021218-0.00077962i,0.00019354+0.00036698i,0.00048462+0.0010329i,0.00047514+0.00097174i,0.00034712+0.00046374i,-3.8974e-05+0.00018591i,-0.00033493+0.00074836i,0.00013906+0.0008889i,0.001125+0.00046677i,0.0013306-0.00012875i,0.00075106+9.9214e-05i,0.00022573+0.00099185i,-0.00057266+0.0010557i
-0.0010475+0.00089793i,0.00068208+0.0013869i,0.0020412+0.0015036i,0.0023453+0.0014052i,0.0021269+0.00046024i,0.0010697-0.00089568i,0.00019143-0.00080782i,5.5945e-05-0.00047504i,-0.00054894-0.00047317i,-9.3611e-05-0.00020588i,0.000386+0.00062993i,-0.00027128+0.00087064i,-0.00030641+0.00048636i,-0.00024339-3.5916e-05i,-0.00039191-0.00047065i,-0.00060144-0.00018163i,-0.0007576-5.4274e-05i,-0.0008938-0.00028786i,-0.00052412-0.00045992i,-0.00020855-0.00080278i,-0.00012054-0.0009786i,3.7109e-05-0.00051983i,0.0005308-3.4396e-05i
-0.0015999-0.0024651i,-0.0013111-0.0027907i,-0.0012177-0.0021391i,-0.00064329-0.00066946i,-0.00096166+0.00025718i,-0.00062946-0.00053568i,0.00033621-0.0012779i,0.00025558-0.00071646i,0.00028334-0.0004593i,0.00094416-0.00040012i,0.00064758+2.9068e-05i,-0.00031091+0.00044615i,-0.00057143+0.00035908i,-0.0002058-0.0001309i,-8.6145e-05-0.00032325i,-0.00076077+0.00010305i,-0.00084927+0.00036567i,-0.00069382-0.00011188i,-0.00016492-0.00039111i,6.8564e-05-0.00032488i,-0.00024027-0.00027378i,-1.0782e-05-0.00014519i,-0.00040635+0.00013583i
-0.00068098+0.00041205i,0.0001557+0.0016278i,0.00037134+0.0010075i,0.00057504-0.00033907i,0.00014497-0.001468i,0.00046098-0.0021963i,0.00050261-0.0018876i,0.00022976-0.0017661i,0.00035755-0.0012976i,0.00018513-0.00045636i,-0.00069578-0.00029911i,-0.00079227+0.00022462i,-0.00039607+0.00014518i,2.0348e-06+6.9454e-05i,0.00042868+0.00040622i,0.0009047+0.00032961i,0.00033617-6.2823e-06i,-0.00065741-0.00023306i,-0.00021281+7.9491e-05i,-0.00030688+0.0003784i,-0.00014787-9.7092e-05i,0.00037316-0.00032592i,-0.00020358+3.1975e-06i
-0.001427-0.00052179i,-0.00063288+7.1404e-05i,-0.00086456+0.0020567i,-0.00074203+0.0027327i,0.0006237+0.0013448i,0.0015043+0.00051886i,0.0015356-0.00025569i,0.0017314-0.00057015i,0.00069103-0.00021083i,-0.0001824-0.00012218i,-0.00019507-0.00034526i,-0.00047592-0.00046833i,-0.00043704-0.00074333i,-0.00018158-0.00044631i,-0.00019068-0.00046828i,-0.00068917-3.3672e-05i,-0.00081515+0.00090731i,-0.0005903+0.00083734i,7.9754e-05+0.00028955i,0.00091997+0.00018548i,0.00032395+0.00031543i,-0.00025951+0.00017166i,0.00021056+0.00057258i
0.00010864-0.0014647i,-0.00018352-0.0020192i,0.00025354-0.0013137i,0.0011901-0.0008221i,0.00069601-0.0012439i,-0.0006334-0.00056401i,-0.00063596-6.0938e-05i,0.0004761-0.00059557i,0.00080612-0.00099821i,0.00057927-0.00093039i,0.00068591-0.00045354i,0.00014104+6.1441e-05i,-0.00076037+0.00026171i,-2.0082e-05-7.4722e-05i,0.00062367-0.00028928i,0.00013889+0.00019694i,-0.00043556+0.00035078i,-0.00091213-7.8528e-05i,-2.6669e-05-1.3341e-05i,0.00057066-6.6728e-05i,5.4259e-05-0.00030966i,-0.00037021-0.00026898i,-0.00016439+1.4706e-05i
-0.0012487-0.00025751i,-0.00082529+0.00033127i,0.00093469+0.00010857i,0.0015995-0.00042825i,0.00064801-0.0022028i,-0.00049614-0.0021364i,-0.00045492-0.0001135i,-0.00054171+2.93e-05i,-0.00036024-0.00077974i,0.00069993-0.00046172i,0.00063013+2.405e-05i,8.702e-06+0.00033243i,-0.00029415+0.00022471i,-0.00033184-0.00038147i,-0.00023896-0.00091826i,2.9479e-05-0.00050082i,0.00039891+0.00047474i,0.00043894+0.00032851i,-0.00044417-0.00014724i,-0.0001336-3.4378e-05i,0.00054337+0.00057392i,-0.00012684+0.00061339i,0.00014555-0.00025922i
0.001323-0.0005847i,0.0016261-0.0015836i,0.0017438-0.0013473i,0.0015025-0.0013779i,0.00082713-0.0022062i,-0.00010065-0.0017338i,-0.00014363-0.0014276i,0.00052734-0.0015297i,0.00068227-0.00083387i,0.0006734-0.00033316i,0.00052558+3.9999e-05i,-5.941e-05+0.00047361i,-0.00057749+0.000171i,0.00020338-0.00056853i,0.00052823-0.00014398i,4.6416e-05+0.00047836i,0.0002635+0.0003966i,0.00024878+0.00040739i,-0.0004374-0.0001712i,0.0007363-0.00087464i,0.0015082-7.2503e-05i,0.0010363+0.00099204i,0.00057808+0.0011856i
0.00089706+0.00010553i,0.00024881-0.0010687i,-8.5651e-05-0.00088596i,0.00064845-0.00094425i,0.00080049-0.0013543i,-0.00067597-0.0011342i,-0.00085185-0.0003354i,-0.00010707-0.00020929i,0.00037342-0.00090062i,0.0006532-0.00076762i,-0.00012677+0.00039917i,-0.00077277+0.00086354i,-0.00021632+9.8291e-05i,0.00098557+6.2537e-06i,0.0011695-6.4191e-05i,-0.0001072-6.4707e-05i,-0.00035632-0.00018398i,-0.00015766-4.1689e-05i,-0.00075975+0.00047111i,-0.0010839+0.00018349i,-0.00072315-0.00083374i,-0.00038032-6.6045e-05i,-0.00088528+0.00065297i
-0.0021183-0.00057103i,-0.0013789+0.00010667i,-0.00095063+0.00072894i,-0.00039049+0.00020772i,-0.00081178-0.00070722i,-0.0015033-0.001596i,-0.0011165-0.0016469i,-0.00059108-0.0010281i,-0.00035009-0.00091452i,-0.00012417-0.00031473i,-0.00049736-0.00025595i,-0.00032343-0.00032337i,0.00065028+0.00015086i,0.00080253+0.00031998i,-1.8635e-06+0.00023187i,-0.00017596-7.4605e-05i,4.8505e-05-0.00053965i,-5.5175e-05-0.0001135i,0.0002991-0.00019708i,0.00089444-0.0014787i,0.00068881-0.001674i,-0.00031229-0.00068038i,-0.00093501-9.1336e-05i
6.3732e-05+0.0022953i,0.0012595+0.0024141i,0.002978+0.0016986i,0.0035447-0.00035339i,0.002731-0.0021701i,0.0017604-0.0035991i,0.00099017-0.0033183i,-0.00050644-0.0013329i,-0.001079-3.9704e-05i,-0.00028677+3.1982e-05i,0.00056909+0.00084689i,0.00060549+0.0014766i,0.00044501+0.0010991i,0.0002339-3.6556e-05i,-0.00065057-0.00052621i,-0.00024641+0.0001734i,0.00028903+0.0010257i,-0.00023376+0.00093478i,-0.00016087-0.0002377i,0.00019746-0.00054211i,7.9269e-05-2.2821e-05i,2.0093e-05+7.0504e-05i,0.00027541-0.00028768i
0.0010835+0.0013086i,0.0023967+0.0002869i,0.0031698+2.8581e-05i,0.0028781-0.00052841i,0.0022457-0.0014319i,0.0014036-0.0020528i,0.00064089-0.002422i,0.00010928-0.001984i,-8.5493e-05-0.0014897i,0.00017136-0.00059842i,0.00031626+0.00013108i,0.00020259+0.00015293i,0.00039726+0.00051807i,0.00073119+0.00096354i,0.00057025+0.00012217i,0.00045234-0.0007923i,0.00049923-0.00067814i,0.00028657-0.00028327i,-0.00069095-0.00044045i,-0.00092204-0.00028922i,0.00062801+7.3809e-05i,0.0012278-0.00039188i,0.00029438-0.0005165i
-0.0022681+0.0015938i,-0.0015196+0.0020881i,-0.00027518+0.0023109i,0.00064773+0.0013128i,0.00095431-0.00029069i,-3.1994e-05-0.00099629i,-0.00081545-0.00075857i,-0.00079494+1.7924e-05i,-0.0010518+0.00087686i,-0.00022321+0.0016105i,0.0004721+0.001157i,0.00050003+0.0004661i,0.00035099+0.00024506i,-9.2236e-05+3.0363e-05i,-0.00023407-0.00047986i,-0.00072131-0.0005618i,-0.00068337-0.00014029i,-0.00020363+0.00022556i,-0.0007072+0.00026504i,-0.00096143-3.1793e-05i,-0.00013393+0.00020195i,-0.00019975+0.00017874i,-0.00053627+8.2776e-05i
-0.0018928+0.00052622i,-0.0022935+0.0013558i,-0.0022649+0.0017345i,-0.00067032+0.0011811i,-6.3658e-05+0.00095533i,-0.0011952-0.0007165i,-0.0031659-0.0032227i,-0.0055629-0.0035867i,-0.0064603-0.00050912i,-0.0055914+0.0030615i,-0.0034001+0.0043224i,-0.0014382+0.0047128i,-0.00014254+0.0038562i,0.0015827+0.0022072i,0.0018971+0.00054555i,0.00057392-0.00061972i,-0.00026318-0.0014109i,-0.0003992-0.0014463i,-0.00037025-0.0008552i,-8.225e-05+0.00013746i,-0.00023312+0.00075681i,-0.00099753+0.00084479i,-0.0011189+0.00023608i
0.00024541+0.0014131i,0.0014349+0.0005755i,0.0021805-0.0001651i,0.0022491-0.0010439i,0.0023714-0.0011937i,0.0022557-0.00025075i,0.0020096+0.0013166i,0.0028669+0.0010681i,0.0038767-0.00055743i,0.0037187-0.0018933i,0.0027069-0.0024097i,0.0015446-0.0017245i,0.0006335-0.001356i,-0.00022763-0.0011923i,-0.0002477-0.000102i,-0.00013482+0.0012428i,7.6669e-05+0.0007378i,0.00039711+0.00045942i,-9.5322e-05+0.00027756i,-0.00013236-0.00049723i,0.00025174-0.00038412i,0.00028973+0.0002993i,-3.8364e-05+0.00082378i
0.0013847+0.00064401i,0.0014884+0.00097382i,0.0012417+0.0006777i,0.0016477-0.00078031i,0.001002-0.0015612i,-0.00095884-0.001506i,-0.00088526-0.0008909i,0.0007697-0.00051339i,0.0013257-0.0012263i,0.0011552-0.0017812i,0.0011537-0.0014718i,0.00051581-0.00049167i,-0.00054665-0.00044829i,-0.0010414-0.00050928i,-0.0011341-0.00070818i,-0.0010971-0.00067737i,-0.0010205-4.7628e-05i,-0.00035904+0.00023851i,0.00024261+0.00020573i,0.00044943+5.6178e-05i,-0.00010969-0.00039662i,-0.00063147-0.00096607i,-0.00059291-0.00092995i
0.00067852+0.00052863i,0.0011057+0.00072278i,0.0022179-0.00056936i,0.0013814-0.00071839i,0.00025134-0.00052283i,-6.2233e-06-0.00055297i,0.00048179-0.00034643i,0.0013578-0.00060618i,0.0013513-0.00037748i,0.00079875-0.0010583i,0.00041741-0.0019145i,0.00029237-0.0010641i,0.00029774+2.2286e-05i,0.00019419+0.00044125i,9.9362e-06+0.0007306i,0.00020661+0.00024374i,0.00060811-0.00032033i,0.00052742+3.0198e-05i,0.00053988+2.8733e-05i,0.00030476+0.00023196i,-0.00048085+2.5048e-05i,-0.00080856-0.00029369i,-0.00083197-9.1503e-05i
-0.001226+0.00022144i,-0.0025333-0.00033432i,-0.0022069-0.00093782i,-0.00035651-0.0015664i,-0.0001413-0.0012454i,-0.00082359-0.00044313i,-4.0056e-05-0.00047909i,0.0013178-0.00083453i,0.0021291-0.00064315i,0.0014973-0.00065022i,0.00039454-0.00034605i,3.3104e-05-0.00016355i,4.8614e-05-0.00071114i,4.1583e-05-0.0008389i,0.00023834-7.5955e-05i,-1.8618e-05+0.00084329i,0.00021639+0.0002848i,0.00054021+2.0151e-05i,0.00033909-6.0173e-05i,0.00019883-0.00052216i,0.00031914-0.00046821i,0.00065892-0.00021731i,0.00058426+2.5495e-06i
0.0011245+0.00082897i,0.0017099+0.0011638i,0.0026276+0.00055048i,0.0018275-0.00029038i,0.00015157-0.0010165i,-0.00029147-0.0013433i,0.00037037-0.0013042i,0.0010681-0.0015082i,0.0004984-0.0015761i,0.00050117-0.0008927i,0.00038455+0.00020427i,-0.00039998+0.00036002i,1.6014e-05+0.00059995i,-4.9249e-05+0.00086944i,-0.00044161+0.0002919i,0.00020042-0.00049056i,0.00076113-0.0009414i,0.00047396-0.00029683i,0.0005608+0.00010452i,0.00021738-0.00081866i,-0.00020483-0.0011609i,9.1348e-05-0.00026288i,0.00037104+0.00018536i
0.0010967-0.00089377i,0.0016382-0.0019858i,0.0014668-0.0025331i,0.0005232-0.0027342i,-0.00057654-0.003046i,-0.0016484-0.001726i,-0.0012449-0.00095842i,-0.00023284-0.00033597i,0.00028441+0.00035916i,0.00081305-0.00020606i,-0.00017773-0.00028623i,-0.0011385+0.00042331i,-0.00037408+0.00073362i,-7.5818e-05-3.5619e-05i,0.00021005-0.00092623i,0.00034283-0.00087722i,-0.00085175-0.00023132i,-0.0012653+8.1425e-05i,0.00014488+0.00013365i,0.00084172+8.3115e-05i,0.00080163+0.00036362i,0.00058813+0.000832i,0.00032777+0.00062615i
0.0011134+0.00026312i,0.00073984-0.0001678i,0.0020402-0.001401i,0.0012744-0.0021421i,-0.00019555-0.0021556i,-0.0012433-0.002041i,-0.00063267-0.0011006i,0.00028989-0.00058029i,-0.00013785-0.00079719i,0.00028321-0.0010659i,0.00013445-0.00066484i,-0.00051872-0.00066747i,2.736e-05-0.00032459i,-4.5379e-05+0.0011039i,0.00020345+0.0013797i,0.00021678+0.00098893i,-0.00091046+0.00098258i,-0.00060506+0.00086166i,0.0003622+0.00015862i,0.00020148-7.9238e-05i,-0.00096+0.00028119i,-0.0013081+4.8063e-05i,-0.0007553-5.5038e-05i
0.0010761+0.00036659i,0.0022397+0.00025495i,0.0023769-8.0926e-05i,0.0017929-0.0015509i,0.0016046-0.0024481i,0.0015812-0.0019745i,0.0011068-0.0012277i,0.0014857-0.00085151i,0.0020242-0.0011182i,0.0011178-0.0015197i,0.00062813-0.0012331i,2.5104e-06-8.7924e-05i,-0.0006511+0.00081842i,-0.00060257+0.0011148i,-0.00022863+0.00082913i,0.00020721+0.00090061i,0.00048594+0.0012834i,0.0002941+0.00079521i,0.00020313-0.00058498i,0.00013987-0.0012535i,-9.8534e-06-0.0005113i,-0.00034174+0.00024253i,-0.00065048+0.00035082i
0.00068804-0.0021267i,7.7717e-05-0.0013479i,-0.00054619-0.0010039i,-0.00091317-0.00080242i,-0.0012364-0.00063023i,-0.0010687+0.00013519i,-0.00072805-7.5888e-05i,0.00015021-0.00098177i,0.00078934-0.0008809i,0.00016434-0.00039027i,0.00011186-0.00018505i,0.00014493+0.00015129i,0.00020718+0.00042638i,0.00073522+3.0364e-05i,0.00026213-0.00031405i,-0.00059797+0.00024784i,-0.00060811+0.00052636i,9.1371e-05+0.00012299i,0.0003078+0.00077694i,-0.0005728+0.0013603i,-0.00047678+0.00039255i,-0.0001108+0.00012202i,-0.00095973-6.1297e-05i
-0.00123-0.00036259i,-0.00031634-0.0009161i,0.0015167-0.0010813i,0.001673-0.00144i,0.00031966-0.001644i,-0.0012749-0.0012646i,-0.0014302-0.0006218i,0.00041942-0.00054496i,0.0010677-0.0010245i,0.00093517-0.001356i,0.00084892-0.0013608i,0.00014759-0.0014508i,-0.00038042-0.00098383i,-0.00094409-6.605e-05i,-0.0010806+0.00018165i,-0.0007693+0.00012174i,-0.00056522+0.00085263i,0.00049311+0.0014478i,0.00044075+0.001042i,-3.9287e-06+0.0010021i,3.117e-05+0.001005i,0.0001056+0.00088673i,-5.4957e-05+0.00087655i
-0.0011187+0.0017946i,-0.00027121+0.0018593i,0.00017291+0.0019042i,0.00038234+0.0011593i,0.0013777-0.00012799i,0.0015216-0.00011774i,0.00088014-0.00028895i,0.00010718-0.00088552i,0.00030001-0.0010677i,0.00061079-0.0010937i,-0.00018833-0.00084948i,-0.00041203-0.00049958i,0.00041106-0.00021816i,0.00042798+7.869e-05i,0.00028079+0.00042461i,0.00016117+0.00053965i,-0.0010267+0.00034063i,-0.00078276+9.9399e-05i,0.0003753+0.00013134i,0.00048036+0.0003295i,0.0011809+0.00011053i,0.0018204-0.00021356i,0.0012566+0.00029285i
-0.00082662+0.0004233i,-0.0006041+0.001478i,0.00034829+0.0011903i,0.0012103-0.00012544i,0.0013859-0.00065451i,0.0015203-0.00074621i,0.0013562-0.0011639i,0.00061352-0.0012201i,0.00077498-0.0007236i,0.00090489+4.2773e-05i,0.00066463-8.2369e-05i,0.00045374-0.00025842i,-0.00042857-0.00036069i,-0.0011193-0.00057149i,-0.0010639-0.00055133i,0.00010163+0.00020796i,0.0007449+0.0011731i,0.00033341+0.00097706i,0.00026171+0.00050699i,-2.8528e-05-0.00083661i,-0.00012546-0.0013801i,0.00030696-0.00061829i,0.00083961-0.0002318i
-0.00099467-0.00022651i,0.0006003+0.00056129i,0.0009687+0.00014039i,0.00054336-0.00021391i,0.00037303-0.00081193i,-0.00019712-0.0006039i,0.000299-0.00063275i,0.00075577-0.00042431i,0.00059526+0.00021259i,0.00039563-0.00014988i,0.00021589-0.00055458i,-0.00023901-0.0010737i,-0.00042048-0.0014756i,-0.00042696-0.0015593i,-0.00033633-0.0015426i,-0.00027507-0.0004461i,-0.00040521+8.4317e-05i,0.00026602-0.00019744i,0.00041347-0.00065286i,-0.00017437-0.00066809i,-0.00025457-0.00032162i,-1.2713e-06-2.4093e-05i,0.00051716+0.00023365i
-0.00058832-0.0022656i,-3.6258e-05-0.0021534i,0.00030141-0.0020931i,-0.00022597-0.0018283i,-0.0014065-0.0013494i,-0.0014557-0.0005263i,-3.745e-05-0.00026749i,0.0012298-0.00087222i,0.00058497-0.0011563i,-0.0002676-0.00054322i,-0.00044103+0.00056182i,-0.0010244+0.0011159i,-0.00107+0.001152i,-0.00042002+0.00086985i,0.00025759-0.00021478i,0.00070359-0.00090621i,0.00043354-7.4827e-05i,-0.00017122+0.00079027i,-0.00014239+0.00043161i,-0.00019276-4.732e-05i,-0.00076008-0.00013189i,-7.6655e-05+0.00019411i,0.00070122+0.00056668i
