-0.0003994-6.515e-06i,-0.00013543-0.00012666i,-0.00071528-0.00049075i,-0.00099183-0.0010047i,-0.00083352-0.00026527i,-0.0011572+0.00051674i,-0.00045395+0.00077773i,0.0012611+0.00094595i,0.001926+9.0954e-06i,0.0016423-0.00020494i,0.00087408-6.6487e-05i,-0.00022011-0.00058343i,-0.00057354-0.00068768i,-9.2935e-05-0.00027999i,0.00018557+0.00044315i,-0.0002003+0.0014696i,-0.00044355+0.0012018i,-6.8442e-05+0.00046816i,0.00028536-0.000187i,0.00028633-0.00042332i,-0.00013353-0.0005105i,-0.00041606-0.0005455i,-0.00072995-0.00059389i
0.0014156+0.00063944i,0.004138-0.00058061i,0.0048643-0.0016724i,0.0034411-0.0025812i,0.0015368-0.0031943i,-0.0011189-0.0034957i,-0.0020379-0.0042841i,-0.001389-0.0049691i,-0.00016626-0.0041123i,0.0013825-0.002301i,0.0019371-0.00047559i,0.0016478+0.00061792i,0.0010871+0.00036201i,0.0011594+0.0013293i,0.0017656+0.0030202i,0.0014827+0.002683i,0.00017879+0.001283i,-0.00050234-0.0005803i,-0.00098566-0.0022614i,-0.0014537-0.0030306i,-0.0013237-0.0026721i,-0.00025005-0.0012974i,0.0002908-0.00041187i
-0.0031295+0.0011845i,-0.004226+0.0026901i,-0.0020939+0.0040878i,0.001252+0.0023293i,0.001738-0.00087796i,8.6691e-06-0.0021683i,-0.0017247-0.0022289i,-0.0016134-0.0032207i,-8.2901e-05-0.0036569i,0.0020099-0.0029997i,0.0023958-0.0024594i,0.000627-0.0015109i,0.00019662-0.00070531i,0.00027361-0.001474i,-0.00025976-0.0018287i,-3.82e-05-0.00094599i,0.00041143+0.00034707i,0.00069869+0.0012783i,0.00046846+0.0006792i,-0.00033095-0.00024572i,-0.00089035+1.5824e-05i,-0.0014002+0.00060334i,-0.0014264+0.0010378i
-5.8117e-05-0.0015321i,-0.00025262-0.0030716i,-0.0001787-0.0024109i,-0.00081194-0.00029964i,-0.00097057+0.00057916i,-0.0014817+0.00032172i,-0.002198+0.00032552i,-0.0016738-0.00059472i,-0.00029628-0.0029333i,0.00084777-0.0034559i,0.00047869-0.0021929i,-0.00025196-0.00071472i,0.00033128-0.00094875i,0.0010909-0.0025263i,0.00082652-0.0026287i,7.5515e-05-0.0015731i,-0.0012196-0.00046267i,-0.0018851-0.00016456i,-0.0011135-0.00031701i,7.8404e-06-0.00082981i,-4.077e-05-0.00057364i,-0.00095074+0.00018694i,-0.0011001+0.00021404i
0.0010396+0.00091119i,0.0014195+0.00044507i,0.0024268+0.00021004i,0.0010824-0.0012539i,-0.0010056-0.0022463i,-0.00089419-0.0016875i,-0.00077951+5.3805e-05i,-0.00086756+0.001376i,0.00024763+0.00086031i,0.00022221+0.0001454i,-0.00079439-2.9573e-05i,-0.0014408+0.00068048i,-0.00060489+0.00070797i,-0.00086064-0.00022359i,-0.0022506-7.7876e-05i,-0.0018443+0.00038903i,0.00038879+0.0010977i,0.0021535+0.0014443i,0.0024609+0.00078339i,0.0018827+4.3079e-05i,0.00068269-0.00027861i,0.00029223+0.00026555i,0.00021266+0.0008079i
0.00093895+0.00086072i,0.0021232-0.00059093i,0.0042602-0.0016981i,0.0034176-0.0027744i,-6.7412e-06-0.0028839i,-0.002344-0.0019504i,-0.0012181-0.00049572i,0.00070493+0.00049004i,0.00042799+0.0011424i,0.00031792+0.0013016i,0.00027954+0.0016769i,-0.00013525+0.0020825i,-0.00051519+0.001763i,-0.0011124+0.0015403i,-0.0013861+0.0013184i,-1.6157e-06+0.00099421i,0.00081239+0.00070246i,0.00021744+0.00016362i,-0.00044211-0.00024349i,-0.00058266-0.00042323i,-8.8277e-05-0.00019855i,0.0011432-0.00020309i,0.0019408+0.0001978i
0.0022103+0.0043027i,0.0030331+0.0031511i,0.0050909+0.00094352i,0.0051544-0.0029075i,0.0024398-0.0059023i,-0.00091356-0.005884i,-0.0019837-0.0046594i,-0.0013705-0.0041087i,-0.0016227-0.0022532i,-0.00083335-0.00081954i,0.00057167-0.00096002i,0.0002847-7.8244e-05i,-0.0002629+0.0021253i,0.00045292+0.0036861i,0.0015109+0.003603i,0.0018445+0.0019848i,0.0023824+0.0015215i,0.0022347+0.00051894i,0.0013344-0.00066414i,0.0001956-0.00052407i,1.6589e-05-0.0003426i,-0.00061534-1.5388e-05i,-0.00088318+9.7406e-06i
-0.0010709+0.012666i,0.0028625+0.013278i,0.011805+0.012657i,0.01563+0.0043407i,0.014088-0.0040868i,0.0071284-0.0095715i,0.0011709-0.0078857i,0.00037871-0.0034411i,0.0019175-0.00024199i,0.0039477-0.00022746i,0.0026739-0.0032573i,-0.00061891-0.00395i,-0.0021345-0.0019689i,-0.0031709+0.00025517i,-0.0032672+0.0019134i,-0.0018782+0.0031999i,-0.0011046+0.0029022i,-0.0012906+0.0007385i,-0.0021065-0.00108i,-0.0025283-0.0015908i,-0.0018987-0.0017323i,-0.00079807-0.0011257i,-0.0002697-0.00060206i
-0.00047336-0.0020754i,-0.001527-0.002564i,-0.002077-0.0034337i,-0.0023573-0.0030032i,-0.0026397-0.001022i,-0.0024141+0.00048375i,-0.0024643+0.00015818i,-0.002158-0.0015307i,-0.00094856-0.0035202i,-0.00030967-0.0034937i,-0.00031814-0.0026521i,-0.00042544-0.0020537i,-6.6476e-05-0.0018432i,0.00035754-0.0021819i,-0.00026215-0.002735i,-0.0015656-0.0021415i,-0.0023373-0.00035478i,-0.0017871+0.00067819i,-0.00090876+3.9094e-05i,-0.00071418-0.0005031i,-0.00078876-0.00012292i,-0.00055453+0.0004936i,-0.00039782+0.0010896i
0.0023374-0.00020576i,0.0021818-0.0014515i,0.0020331-0.0028334i,0.00065813-0.0031874i,-0.0022237-0.0036191i,-0.0043808-0.0032161i,-0.0022323-0.0013813i,-0.00070349-0.0011407i,-0.00088763-0.0027074i,3.5944e-05-0.0028294i,0.00038572-0.0014259i,0.00036097-0.00040436i,0.00031133+3.773e-06i,-1.8288e-05-0.00097129i,-0.00082167-0.0015593i,-0.0015592-9.7439e-05i,-0.0012886+0.0010241i,-0.00067656+0.00070187i,-0.00028365+9.4742e-07i,-4.4828e-05-0.00025047i,-0.00018097-8.1785e-05i,0.00026243+0.00093162i,0.00022846+0.0019071i
-0.0014729-0.0020977i,-0.0018608-0.0026805i,-0.0019415-0.0019417i,-0.0013517-0.00070508i,-1.1636e-05+0.00038229i,0.0010016+0.0021607i,0.00066511+0.001445i,0.00061492-0.00075178i,0.00076123-0.0011714i,0.00030285+0.00048761i,-0.00020729+0.0010023i,-0.00018321+0.0009667i,-0.00013637+0.0010358i,0.00012427+0.00086832i,0.0007269+0.00049337i,0.00069572+0.0009162i,3.7482e-05+0.0017639i,0.0008674+0.0013956i,0.0018596+0.00029392i,0.0022958-0.00045584i,0.0018489-0.00020536i,0.00066966+0.00024656i,0.00026379+0.00064321i
-0.0024603-0.0016379i,-0.0027503-0.00049335i,-0.0020184-0.00072512i,-0.0012076-0.0016591i,-0.0020591-0.0014448i,-0.0016911-0.00090778i,-0.00011687-0.00062168i,0.00017219-0.00060193i,-0.00014847-7.1499e-05i,0.00023921+0.0011775i,0.0011928+0.0010344i,0.0010375+0.00092527i,0.00035692+0.0012332i,0.00043889+0.0013161i,0.00087473+0.0006324i,0.0012908-0.0001528i,0.0015516-4.2081e-05i,0.001484+0.00032939i,0.001551+0.00021687i,0.0015831-0.00073454i,0.001196-0.0017786i,0.0004611-0.0017789i,0.00086882-0.00047077i
-0.00079488+0.001528i,-0.00098992+0.00091283i,0.00018164-0.0001853i,0.0014566-0.0014197i,0.00039324-0.00239i,-0.0013866-0.0015023i,-0.0019379-0.001212i,-0.00167-0.0017127i,-0.0010882-0.0012331i,5.279e-05-0.00031829i,0.00075531-0.00038024i,0.00037282-0.0010148i,0.00037926-0.00042641i,0.0014991+0.00037329i,0.0022468+0.00054445i,0.0015405+6.2596e-05i,0.00077102-0.00036843i,0.00085393-0.00086928i,0.00033068-0.0015287i,0.00011789-0.0014275i,-0.00053125-0.0011777i,-0.0010967-0.0013052i,-0.00083115-0.0010589i
-0.0016429-0.00034022i,-0.00020801-0.0012917i,0.0013671-0.00070152i,0.0012546+0.00025073i,-0.00031694+0.00034956i,-0.00099189-0.00059909i,-0.00091732-0.002415i,-0.00088697-0.0035283i,-0.0011569-0.0033505i,-0.0019311-0.0023847i,-0.0019451-0.00097921i,-0.00091537+0.00028295i,-0.00024824+0.00069467i,-0.00088353+0.00096524i,-0.0015177-0.00035778i,-0.00098922-0.0012703i,-0.00052894-0.001181i,-0.00034392-0.0011777i,-0.00058369-0.0005424i,-0.00072829-0.00073172i,-0.00050839-0.00048239i,-0.00021365+0.00030039i,-0.00070868+0.000631i
-0.00028566-0.0015798i,-0.00064273-0.0018488i,0.00023528-0.0021876i,-0.00019996-0.0023212i,-0.0011434-0.0020665i,-0.001093-0.00089852i,-0.0010745-0.0011803i,-0.00091661-0.0032779i,-0.0012342-0.0035718i,-0.0019404-0.0031933i,-0.0018273-0.0019923i,-0.0010838-0.00054305i,-3.5811e-05-0.00083044i,0.00013564-0.00076254i,-0.00040236+0.00024716i,-0.00090288+0.0013605i,-0.0016574+0.0014307i,-0.0019325+0.00081117i,-0.0014235-0.00013557i,-0.0011837-0.00074737i,-0.0012911-0.00016406i,-0.0016203+0.00071294i,-0.0012046+0.00085641i
-0.0022679-0.0007694i,-0.003103-0.0014151i,-0.0034405-0.0015918i,-0.002625-0.00086939i,-0.0017317-0.00053252i,-0.0011164-0.000745i,-0.0011123-0.0009434i,-0.00079781-0.001347i,0.00016044-0.0021141i,0.0010196-0.0020346i,0.0009862-0.00075133i,0.00040194+0.0001822i,0.00036618+9.0688e-05i,7.2056e-05-0.00064445i,-0.00098618-0.00018987i,-0.00088257+0.00016968i,-0.00022794+0.00050068i,0.00086629+0.00099711i,0.0013878+0.0005609i,0.00076766-0.00015169i,0.0010712-0.00053382i,0.0016389-0.00040063i,0.0014718+0.00020369i
0.0020062-0.00028842i,0.0021226-0.00077844i,0.0019141-0.0030048i,0.00083675-0.0045145i,-0.0015866-0.0045053i,-0.003526-0.0031847i,-0.0021473-0.0017448i,0.00036188-0.0012513i,0.0016316-0.00052738i,0.0018729+0.00073585i,0.0013647+0.0013152i,0.0010346+0.00086168i,0.0012496+0.0010766i,0.00081662+0.0018096i,0.00052545+0.0011897i,0.00093772+9.222e-05i,0.0008932+6.1654e-05i,0.00061759+0.00018039i,0.00060359-0.00026395i,0.00045746-0.00037782i,0.00019492-0.00028469i,-2.6926e-05-0.00044931i,0.00065292-0.00099406i
0.0039976+0.00086118i,0.0043893-0.0005733i,0.0055888-0.0019601i,0.0045826-0.0024837i,0.00057249-0.0028703i,-0.0016418-0.0024341i,-0.00099579-0.0017352i,0.00042625-0.0010886i,0.0018372-0.00064007i,0.0023506-0.00088198i,0.0015023-0.0004246i,4.722e-05+0.00042562i,-2.3329e-05+0.00085857i,0.00068174+0.001414i,0.00067619+0.0013455i,0.00018889+0.00043339i,0.00021034-0.00039509i,0.00073942-0.00084343i,0.00072749-0.0012419i,0.00059187-0.0013609i,0.00073914-0.0014563i,0.00039109-0.0016045i,-0.00019171-0.0016861i
-0.0020226-0.0033637i,-0.0028414-0.0040741i,-0.00301-0.0036903i,-0.0021196-0.0027476i,-0.0015449-0.0017811i,-0.0012054-0.0012741i,-0.00055069-0.00093053i,-0.00034069-0.0011855i,-0.00025671-0.0015052i,0.00017184-0.0011639i,0.0007821-0.0007076i,0.00036618-2.5651e-05i,6.4345e-05+0.00069506i,0.00095648+0.0010025i,0.0013705+0.00051204i,0.00095911-4.6179e-05i,-0.00032645-0.0004237i,-0.00066229-0.00082831i,-0.00098438-0.00083876i,-0.0015501-0.00040415i,-0.00080908-0.00053598i,-0.00038319-0.00014662i,-0.00063488+0.00019142i
-0.00074944+0.001894i,0.0007471+0.0024639i,0.0025617+0.0027655i,0.0030932+0.00096416i,0.0023614-0.0010793i,0.0010026-0.001932i,-0.00067606-0.0016068i,-0.0012806-0.0017172i,-0.0014037-0.0020617i,-0.0014957-0.0013956i,-0.00086758-0.00063641i,-0.00033875-0.00034881i,-0.00059735-0.00037634i,-0.00060933-0.00088015i,-3.5474e-05-0.00092344i,-5.3563e-05+0.00031387i,-0.00070171+0.00038728i,-0.00074689-0.00040105i,-0.00015332-0.0011771i,-0.00055868-0.0011256i,-0.00065312-0.00029841i,-0.00042514+0.00062065i,-0.00012442+0.0014691i
-0.0024233-0.00034624i,-0.0038664+0.00089054i,-0.0038966+0.0019485i,-0.0021633+0.0011456i,-0.0012053-0.0007892i,-0.00081803-0.00090817i,-0.00054971-0.0010561i,-0.00040679-0.0020868i,-0.0013036-0.0024731i,-0.0021406-0.001673i,-0.0016973-0.00094742i,-0.00050929-0.00059584i,-0.00056377-0.00079274i,-0.00091088-0.0012915i,-0.00056124-0.0016024i,-0.00044942-0.001021i,1.9757e-05+0.00023335i,0.00023967+0.0011909i,-0.00043086+0.0011979i,-0.00083836+0.00079588i,-0.00015179+0.00089762i,0.0005232+0.0010388i,0.00060095+0.0011233i
0.0011784-0.0025964i,0.0014208-0.0038788i,0.0014185-0.0039996i,0.00018014-0.0027958i,-0.0015689-0.0020297i,-0.0018797-0.0015045i,-0.0010404-0.0013368i,-0.00091703-0.0019085i,-0.00086646-0.0020539i,8.2599e-05-0.0010978i,0.00088338-7.5659e-06i,6.507e-05+0.00047918i,8.0718e-05+0.00044247i,0.0010038-0.00022994i,0.00086132-4.1885e-05i,0.0007179+0.00047246i,0.0010256+0.00047014i,0.001548-0.00038726i,0.0013201-0.0010597i,0.00084886-0.00056782i,0.00071549+0.0002395i,0.00051685+0.00088912i,0.00045022+0.0010289i
-0.0021192-0.0012456i,-0.0018596-0.00057145i,-0.0027092-0.00026677i,-0.0034053-0.00075336i,-0.0032509-0.00011469i,-0.0022446+0.0015613i,-0.0005675+0.0011689i,0.00015137-0.00088309i,-0.00021237-0.00213i,-0.00014065-0.0012423i,0.00033313+2.4468e-05i,0.00096827+0.001352i,0.0015052+0.0024602i,0.0011432+0.0017383i,-0.00019438+0.00011027i,-0.00058489-9.7609e-05i,0.00025097+8.4229e-05i,0.0010558-0.00034851i,0.00073234-0.00046653i,-0.00028111-0.0010585i,-0.00079921-0.0012476i,-0.00068734-0.00044169i,-0.00044975+8.7858e-05i
-0.0013051-0.0028593i,-0.0024258-0.0029669i,-0.0027115-0.0035078i,-0.0026347-0.0039469i,-0.0032748-0.0024217i,-0.0025467-0.00019903i,-0.00093861+0.00054974i,0.00034994-0.00043799i,0.0013764-0.0015937i,0.0013048-0.001335i,4.2556e-05-0.00028827i,-9.4925e-05+0.00079082i,0.001029+0.001074i,0.0015017+0.000239i,0.0010552-0.00037072i,0.0004074-2.0514e-05i,-0.00013864+0.0006906i,-9.2572e-05+0.00030708i,-0.00044812-0.00040853i,-0.00087973-0.00096885i,-0.00035852-0.0017452i,0.00041398-0.0016099i,-8.7637e-05-0.00067354i
0.0015717-0.00084587i,0.0014732+0.000262i,-0.00013958-0.00045801i,-0.0011176-0.0019447i,-0.0012358-0.0021463i,-0.0016283-0.0012491i,-0.0015874-0.0011438i,-0.00074327-0.0011915i,-0.00042409-0.0005062i,-0.0010626+8.1457e-05i,-0.00074954+0.00012469i,0.00025653+0.00061723i,0.0011245+0.0010828i,0.0016478+0.00044695i,0.0011123-3.8616e-05i,0.00081875+5.2138e-05i,0.00021168-4.3641e-05i,-0.00048198+0.00021034i,-0.00054316+0.00064159i,-0.00020971+0.00056579i,-0.00029848+0.00029841i,-0.0008406-7.8632e-05i,-0.0010987-0.00043775i
-0.00042437-0.00091593i,-0.0012723-0.0015232i,-0.0012061-0.0022733i,-0.0006393-0.0029679i,-0.0015844-0.0027087i,-0.0028953-0.0023865i,-0.0019792-0.0018374i,-0.00075002-0.0019609i,-0.0002508-0.0021872i,0.00025012-0.0018014i,-0.00030365-0.0015331i,-0.0008659-0.00072254i,-0.00028114+0.00015565i,0.00032845-0.00041864i,-0.00015684-0.0006737i,-0.0010045-0.00072003i,-0.0011244-0.00085869i,-0.0007139+8.6865e-05i,0.00020521+0.00074742i,0.00030756+0.00043451i,0.00040892+0.00039791i,0.00054677+0.00065043i,0.00036573+0.00093983i
-0.00027883-0.0002446i,0.0012469-4.9822e-06i,0.0025513+0.00019783i,0.0024827-0.00091386i,0.00083988-0.0015276i,-0.0002294-0.0018352i,0.00030782-0.0025718i,7.5936e-05-0.0030973i,-0.00024667-0.0022918i,0.0010214-0.00072976i,0.0013938-0.00040175i,0.00011269-3.8215e-05i,-0.00059634+0.00038124i,-0.00039823+4.076e-07i,-0.00049621-0.00038393i,-0.0010421-0.00042522i,-0.0011748-4.2536e-05i,-0.00054127+0.00044693i,7.1623e-05-1.702e-05i,0.00046581-0.00052964i,0.00074879+1.5583e-05i,0.00032491+0.00070582i,0.00025942+0.00046888i
0.0013235+0.00081118i,0.0013392-3.6069e-05i,0.00078176-0.0020219i,0.00069195-0.0027439i,0.0003092-0.0026834i,-0.00081975-0.0031897i,-0.0018914-0.0018765i,-0.0017451-0.0015654i,-0.00033089-0.0025082i,4.8993e-05-0.0022429i,-0.00067554-0.0012055i,-0.00060769-0.00020958i,0.00031466+0.00052195i,0.00056452+0.00077382i,0.00056808+0.00091543i,0.00090433+0.0010472i,0.0012858+0.00097875i,0.0014527+0.00049181i,0.00012142-0.00027681i,-0.0011331-0.0011383i,-0.00068503-0.00072407i,0.00056369+0.00027155i,0.0006385+0.00056218i
0.00041809-0.0036266i,-0.0013115-0.0046988i,-0.001607-0.0050801i,-0.0017684-0.00385i,-0.0033196-0.0018542i,-0.0031437-2.2087e-05i,-0.0018756+0.00023273i,-8.3861e-05-0.00077998i,0.00071287-0.0014148i,-0.00021413-0.00068493i,0.00011626+0.00055368i,0.0016933+0.0011059i,0.0016104+0.00024713i,0.0013648-0.0002268i,0.0014741+7.0939e-05i,0.00072206+0.000187i,0.00044665+0.00026786i,0.00061668-0.00036504i,0.00083474-0.0009583i,0.00073931-0.0005777i,0.00080425-0.00047272i,0.001096-0.00062247i,0.0013184+0.00040547i
-0.00044166-0.0017846i,-0.0004967-0.0018131i,-0.0010212-0.0016767i,-0.0005711-0.0017343i,-0.0002083-0.0018983i,-0.00082572-0.0015465i,-0.0010602-0.0010993i,-0.00055364-0.0010195i,1.2604e-05-0.0015748i,9.629e-05-0.00084905i,-2.8497e-05+8.2394e-05i,5.8824e-05+0.00025063i,0.00051708+0.0001999i,0.00067986-0.00077008i,0.00080118-0.00025545i,0.00045394+0.00028855i,0.00015597+0.00017112i,0.00029944+0.00012675i,0.0001608+6.8432e-06i,-0.00056424-0.00030253i,-0.00062159-0.00025079i,0.00026287-3.7701e-06i,0.00023492-0.00031464i
-0.00041824+1.7724e-05i,-0.00090953+0.0018693i,-0.00055222+0.0034651i,0.00055552+0.001652i,0.00019014+0.00020706i,-0.0004279+0.00051436i,0.00029095-0.00033375i,0.00096755-0.0018347i,0.00037491-0.00186i,-0.0002695-0.0015303i,-0.00039927-0.0014606i,-0.00070966+7.6335e-06i,-0.00029944+0.00058393i,-0.00036403+0.00030078i,-0.0010967-5.147e-05i,-0.00041966-0.00012384i,-5.4083e-05-6.7844e-05i,-0.00025901-0.00069533i,-0.00015676-0.00068599i,-0.00010239-0.00034682i,0.00017136-2.52e-05i,-0.00035412+0.00020352i,-0.00093331-0.00030291i
-0.0013969-0.0027881i,-0.0030079-0.0029837i,-0.0033774-0.0031395i,-0.0012487-0.0024053i,0.00089992-0.0010263i,0.0013106-0.00063707i,0.0010573-0.0007403i,0.00086196-0.00057441i,0.0006042-0.00088366i,0.00060077-0.00023903i,0.00099325+0.00043564i,0.0011962+0.00087264i,0.00040228+0.0010919i,-0.0015189+0.00043495i,-0.0021962+0.0003053i,-0.00091129+0.00043742i,-0.00023993-0.00017065i,9.8541e-05+6.8376e-05i,0.0004146+0.00036489i,0.00055262-0.00071299i,0.00088657-0.0014972i,0.00054349-5.2566e-06i,-0.00053825+0.001261i
-0.00080611-0.00048693i,-0.00062605-5.9517e-06i,-0.00036493-0.00015708i,-0.00060036-0.00019302i,-0.00081374-0.0009664i,-0.0013024-0.002128i,-0.0012925-0.0021606i,-0.00093361-0.0014157i,-0.00063735-0.0012613i,-2.9522e-06-0.0013661i,0.00033025-0.0006752i,-8.6844e-05-3.1766e-05i,-0.00018793+0.00053196i,5.1527e-05+0.0014925i,-0.00029794+0.0012232i,-0.00074347+0.00083153i,-0.00060113+0.00090875i,-0.00032572+0.00011156i,-0.00025455-0.00046725i,-0.00011362-0.00018665i,0.00039168+6.137e-05i,0.00059567-0.00029427i,0.00067512+0.00071609i
0.00028989-0.00068i,0.00084952-0.00049565i,0.001262-0.00033397i,0.00018098-0.0008393i,-0.00092777-0.0010324i,-0.0014435-6.7489e-05i,-0.0011828+0.00012701i,-0.00063339-0.0010543i,0.00026233-0.0018809i,0.0010546-0.0015287i,0.001275+0.00017258i,0.00055568+0.0013355i,0.00038266+0.0010812i,0.0011708+0.00083381i,0.001612+0.00061783i,0.0016309+0.00053474i,0.0008995+0.00030846i,0.00040762-7.2099e-05i,-0.00037232-0.00055625i,-0.0009-0.00095146i,3.8253e-05-0.0012173i,0.00061836-0.0008742i,-0.00026959+0.00038156i
0.0018079+0.00011452i,0.0017285-0.0003334i,0.00067015-0.0016187i,-0.00054923-0.0025204i,-0.00096671-0.0024859i,-0.0017188-0.0012556i,-0.0011427-0.00095637i,0.00011337-0.0018645i,0.00043366-0.0021418i,1.3462e-05-0.0019255i,-0.00060739-0.001411i,-0.00054307-0.00074636i,0.00072987+0.00021055i,0.0021899+0.00033258i,0.0016654+0.00014956i,0.00064611+0.00026689i,0.00090364+0.00054453i,0.00077016+0.00044542i,0.00069592-0.0003729i,0.00053131-0.0004993i,-0.00034968-0.00075855i,-0.00050249-0.0013394i,2.3284e-05-0.0011557i
0.00019116+0.0013069i,0.00029262+0.00018794i,0.00039828+1.3379e-05i,0.0011895-0.0014943i,0.00030873-0.002849i,-0.00037127-0.0038478i,-3.1138e-05-0.0035362i,0.0002674-0.0019045i,0.00021753-0.0007808i,-0.00032243-0.00053782i,-3.6963e-05-0.0008978i,0.00029659-0.0012061i,-0.0004521-0.0011045i,-0.00069304-0.00060146i,-6.7069e-05-0.00055621i,0.00061652-0.00027042i,0.00011975+0.00030171i,-0.00077254+0.00022299i,-0.00099426-0.00040789i,-0.00040328-0.00064949i,-0.00034596-0.00014289i,-0.00094331-3.963e-05i,-0.0010329-0.00043091i
-0.0040793-0.0016302i,-0.0038346-0.00039794i,-0.0023231+0.00054267i,9.8887e-07+0.00018344i,0.00087747+0.00010924i,0.000545-0.00010923i,0.00087776-0.00057461i,0.00029767-0.0011341i,-0.00061461-0.0011761i,-0.0002213-0.0008496i,4.5876e-05-0.0002647i,-0.00031806+0.00032285i,-0.00091253+9.8342e-05i,-0.00049792+0.0002319i,-0.00082936+0.00069661i,-0.0017685+0.00098975i,-0.0017332+0.0012387i,-0.0006728+0.0013016i,-9.5741e-05+0.00060767i,-0.0001396-0.00035014i,7.2725e-05-0.00047255i,-0.00016493-0.00020732i,-0.00081944+0.0005889i
0.0019068-0.00020652i,0.0031116-0.0018232i,0.0033848-0.0020681i,0.0026116-0.0029365i,0.0014992-0.0046224i,0.00039522-0.0043548i,-0.000184-0.0026655i,-0.00059605-0.0022299i,0.00029688-0.0019701i,0.0012301-0.0013443i,0.00085541-0.00054378i,0.00071512-0.00017914i,0.00036697+0.00046242i,-0.00030455+0.00086387i,-0.00066051+0.00064042i,-0.00069228+0.00036291i,-0.00073816+0.00057709i,-0.00083113+0.0004462i,-0.00042565-0.00014003i,-0.00066531+4.9881e-05i,-0.00094013+0.00046639i,-0.00050273+0.00065419i,-6.4888e-05+0.00053912i
0.0003729+0.0035116i,0.0012663+0.0031822i,0.001894+0.0019733i,0.0023766+0.00053834i,0.0019022-0.00085026i,-6.1183e-05-0.0021084i,-0.0010678-0.0024347i,3.4592e-05-0.0019202i,0.0015459-0.0011731i,0.0010929-0.00077249i,0.00045966-0.00035103i,0.0003897+0.00055765i,0.0006395+0.0013839i,0.0010109+0.00096616i,0.001001+0.00070957i,0.00034771+0.00042463i,-0.00040339-2.816e-05i,0.00018778-0.00036333i,0.00089005-0.0013276i,0.00077085-0.0016511i,0.00082607-0.00083325i,0.00082577+0.00049756i,0.00047816+0.00033501i
-0.0033412-0.0033713i,-0.0037971-0.0023474i,-0.003414-0.0012436i,-0.0014619+0.00031184i,-0.00026417+0.00042064i,-0.00010255+0.00077041i,0.00038554+0.00037208i,0.00041174-0.0010899i,-0.00033274-0.0010518i,-0.00042874-0.00045101i,0.00041248-0.00028045i,0.00090618-0.00035872i,0.00095412-0.0005305i,0.0011255-0.0014777i,0.0014585-0.0016358i,0.0010032-0.00085532i,-0.00010466-0.000375i,-0.00068999-7.1474e-05i,-0.00097011-0.00029672i,-0.00049625-0.00074948i,0.00057901-0.0010123i,0.0010588-0.0008614i,0.0002121+7.487e-05i
-0.00047491+0.00073637i,-7.2525e-05+0.0014548i,0.00038137+0.0022874i,-0.00025689+0.0012515i,-0.0005785-0.00050261i,-0.00041419-0.0012954i,-0.00010034-0.0014413i,-0.00041126-0.0013719i,-0.00034062-0.0015522i,0.00030615-0.00029336i,0.00040984+0.00070912i,0.00055476+0.00070883i,-0.00018521+0.00031167i,-0.00098529+0.00042147i,-0.0006465+0.000637i,-0.00016453-0.00030639i,-0.00030915-0.00084455i,-0.00032955-0.00076938i,-0.00010691-0.00068751i,-0.00028386-0.00080926i,-0.00023472-0.00073564i,-0.00022965-0.0014302i,-0.00039807-0.0017547i
0.00089679+0.00031515i,-0.00014226+0.00018371i,0.00043453-0.00087056i,0.00057705-0.0033411i,-4.1712e-05-0.0040535i,-0.0010775-0.0021692i,-0.0010351-0.0015051i,-0.00060272-0.0016044i,-0.00053835-0.00077625i,-0.00069039-4.4607e-05i,-0.00081006+1.4984e-05i,-0.00060442+5.8191e-05i,-0.00071316+0.00068823i,-0.0011027+0.0012258i,-0.00060349+0.0011749i,2.4934e-05+0.00044396i,0.0001339+0.00036639i,0.00013778+0.00036053i,0.00055376-0.00022598i,0.00069138-0.00058339i,0.00034466-0.00028923i,-0.00073595+0.00042236i,-0.0016934+0.0006507i
0.00035883-0.00020471i,0.00065493-0.0010887i,0.0013861-0.0010648i,0.00096195-0.0016263i,5.8297e-05-0.002123i,-0.00091496-0.0020482i,-0.0012078-0.0023627i,-0.00012644-0.0021451i,0.00028984-0.0020041i,0.00012226-0.0011967i,-0.0002855-0.00097797i,-0.00033713-0.00072744i,0.00017023+0.00088691i,-0.00035054+0.0016049i,-0.001135+0.0012449i,-0.00065344+0.0014137i,0.0008997+0.0013439i,0.0014537+0.00089847i,0.00090159+0.00025049i,-0.00013386+0.00039432i,-0.00090859+0.00093422i,-0.00038687+0.00051573i,-0.00016378+0.0010217i
-0.00010155-0.00077683i,0.00026466-0.0012989i,0.00025939-0.0023391i,4.4163e-05-0.0020769i,-0.0010931-0.00032246i,-0.0012349+0.0003711i,-0.00026779+0.00029099i,0.00027767-0.00066486i,0.00064749-0.002173i,-5.6671e-06-0.0021508i,-8.9536e-05-0.00096477i,0.00024137-6.0669e-05i,0.00026634+0.00046202i,0.00050267+0.0012048i,0.00052273+0.0013018i,0.000661+0.0012063i,0.00082238+0.0014953i,0.0010742+0.00071972i,0.00098877-0.00018963i,0.00036254+0.00011361i,4.6287e-05+0.00073206i,-1.4937e-05+0.0013716i,0.00039601+0.0011997i
