0.00060143+0.0019132i,0.0029859+0.00069508i,0.0016524-0.0016075i,-0.00057076-0.002757i,-0.0022844-0.0010039i,-0.0028324+0.00073681i,-0.0018113+0.0011043i,-0.0003458+0.001327i,0.00068293+0.0012406i,0.00032758+4.0585e-05i,-0.00067522-0.00078202i,-0.0014549-0.00014154i,-0.0010135+2.4297e-05i,-0.00051455+0.00050138i,-0.00096733+0.00069333i,-0.00039299-0.0002893i,0.00025324-0.00070327i,0.00012038-0.00012492i,0.00030258+0.00078064i,0.00011018+0.00058768i,-0.0001449+8.3162e-05i,-0.00061963+0.00016984i,-0.0011286-7.0902e-05i
0.17416-0.0024004i,0.24062-0.017491i,0.12687-0.092669i,-0.12775-0.08965i,-0.25179+0.054432i,-0.12988+0.10393i,0.016148-0.0097431i,0.034855-0.084226i,0.010131-0.054873i,0.0063762-0.0067883i,0.019399+0.011253i,0.033389-0.0021084i,0.023663-0.02575i,-0.0079549-0.029346i,-0.028552-0.0094798i,-0.023936+0.013628i,-0.016685+0.038363i,-0.016562+0.06682i,-0.0090419+0.071917i,0.0043237+0.044247i,0.0077391+0.015236i,0.0053946+0.0058746i,0.0074571+0.0047824i
0.00072532+0.14991i,0.030682+0.19076i,0.16214+0.099723i,0.28488-0.014982i,0.24292+0.027194i,0.12333+0.1479i,0.062399+0.1773i,0.039367+0.12901i,0.015089+0.061872i,-0.0025417+0.01376i,-0.00039735+0.0014556i,0.0068332-0.0052575i,0.0017913-0.015852i,0.00086685-0.016703i,0.0055545-0.020141i,-0.0031101-0.041485i,-0.027554-0.070803i,-0.050049-0.087305i,-0.053547-0.073802i,-0.038618-0.03232i,-0.014925+0.0068202i,0.0074677+0.025687i,0.027709+0.02626i
-0.14181-0.027521i,-0.15329-0.066511i,-0.037207-0.11318i,0.040238-0.20719i,-0.067379-0.27205i,-0.16245-0.13637i,-0.053838+0.081748i,0.10525+0.13769i,0.13677+0.073355i,0.083253+0.025451i,0.04101+0.019432i,0.043153+0.026687i,0.062765+0.014971i,0.044283-0.011083i,-0.0078087-0.023465i,-0.04562-0.0063958i,-0.058175+0.022304i,-0.066649+0.038891i,-0.066517+0.04238i,-0.044864+0.03471i,-0.020047+0.018956i,-0.0096636+0.0058697i,-0.010413-4.0756e-05i
0.056579-0.14758i,0.13442-0.13845i,0.19405+0.046827i,0.18603+0.27303i,0.087342+0.30499i,-0.046189+0.17181i,-0.12681+0.078591i,-0.12394+0.073294i,-0.067618+0.081184i,-0.017121+0.06311i,1.4823e-06+0.032759i,0.002927+0.014023i,0.0060668+0.0095999i,0.0063768+0.0099812i,0.0028161-0.0011074i,-0.0036063-0.027936i,-0.010845-0.055704i,-0.01505-0.073393i,-0.01716-0.065192i,-0.017892-0.028837i,-0.015295+0.0053294i,-0.013116+0.020257i,-0.0094088+0.023493i
0.15419+0.076083i,0.22479+0.16153i,0.22372+0.19466i,0.22561+0.072415i,0.23911-0.14923i,0.12614-0.22413i,-0.047622-0.073022i,-0.099884+0.096659i,-0.070559+0.13517i,-0.042057+0.098619i,-0.012627+0.067485i,0.014607+0.060112i,0.038937+0.063998i,0.050198+0.040479i,0.027202-0.01069i,-0.022522-0.035984i,-0.06567-0.018796i,-0.078255+0.0056083i,-0.061904+0.011828i,-0.034607+0.0017037i,-0.016528-0.0082361i,-0.0083892-0.009728i,-0.00020179-0.012067i
-0.073682+0.15642i,-0.18718+0.23245i,-0.31041+0.18928i,-0.40317+0.072732i,-0.39193-0.01338i,-0.252-0.07665i,-0.11221-0.13868i,-0.072354-0.15528i,-0.072255-0.10393i,-0.038631-0.036821i,0.009913-0.0019604i,0.039224+0.0078415i,0.048453+0.0072854i,0.037152-0.0022556i,0.02177-0.021039i,0.017885-0.05401i,0.017013-0.090114i,0.017059-0.104i,0.014237-0.085401i,-0.0003148-0.049408i,-0.013719-0.020338i,-0.015491-0.010015i,-0.011863-0.0092775i
-0.14997-0.08812i,-0.21268-0.18388i,-0.12191-0.21369i,0.10078-0.13756i,0.26628-0.027142i,0.23925+0.0090733i,0.077318-0.0094684i,-0.038666+0.0085372i,-0.03204+0.032394i,0.0048483+0.01332i,-0.00080274+0.0032354i,-0.02055+0.028969i,-0.02585+0.058541i,-0.011935+0.055673i,0.0087516+0.0067814i,0.0012543-0.050132i,-0.036568-0.067797i,-0.069097-0.048273i,-0.071042-0.017321i,-0.045966+0.00022813i,-0.018545-0.0031992i,-0.0035923-0.014372i,0.0036489-0.022159i
0.10965-0.1475i,0.23951-0.2637i,0.32741-0.33826i,0.30536-0.36811i,0.20579-0.33247i,0.1123-0.19213i,0.098319-0.046733i,0.11844+0.0096496i,0.085593+0.029002i,0.037575+0.047488i,0.017877+0.043448i,0.011555+0.043133i,0.016607+0.053721i,0.0285+0.036723i,0.038123-0.0023711i,0.047206-0.032622i,0.052401-0.054616i,0.043098-0.066772i,0.022317-0.05107i,0.0034376-0.020225i,-0.006696-0.0010911i,-0.0056139+0.0026428i,-0.002278-0.0006384i
0.16713+0.12478i,0.32742+0.24996i,0.47106+0.33304i,0.50017+0.35308i,0.36221+0.34666i,0.16862+0.28248i,0.054481+0.17603i,-0.0084942+0.1007i,-0.042806+0.070481i,-0.030433+0.045972i,-0.015322+0.013329i,-0.026929+0.005976i,-0.028314+0.024965i,-8.4924e-05+0.026107i,0.033739-0.0023755i,0.034321-0.038387i,-0.0048703-0.06184i,-0.045837-0.064891i,-0.05947-0.049408i,-0.043044-0.028011i,-0.014023-0.015594i,0.0086551-0.0074741i,0.022813+0.0040179i
-0.10253+0.15272i,-0.15155+0.28164i,-0.040099+0.34663i,0.16078+0.25782i,0.19726+0.090307i,0.092664+0.018799i,0.049983+0.046793i,0.056726+0.025222i,0.0055659-0.045031i,-0.056771-0.053067i,-0.063359-0.0078081i,-0.051546+0.034838i,-0.03693+0.066186i,-0.0050794+0.072758i,0.022172+0.047843i,0.029637+0.0086252i,0.035425-0.026529i,0.044218-0.042016i,0.0325-0.0323i,0.0032048-0.012318i,-0.016198+0.00067633i,-0.018354+0.0045761i,-0.013355+0.0046748i
-0.14532-0.090119i,-0.26115-0.095882i,-0.36152+0.10499i,-0.39689+0.39784i,-0.36318+0.45777i,-0.29315+0.27023i,-0.23828+0.084953i,-0.19586+0.0048275i,-0.12196-0.0033926i,-0.034278+0.004836i,0.0054222-0.0049705i,-0.010879-0.0079743i,-0.036202+0.018933i,-0.031314+0.050027i,-0.0018929+0.050253i,0.012789+0.014547i,-0.0037508-0.022536i,-0.026988-0.02764i,-0.030897-0.0076836i,-0.017694+0.0074897i,-0.0062101+0.005144i,-0.0071739+0.0022608i,-0.01989+0.0067051i
0.13019-0.1201i,0.2054-0.16893i,0.18836-0.12791i,0.13981-0.0081919i,0.13903+0.062237i,0.098295+0.032226i,0.024881+0.035282i,0.038388+0.092595i,0.1028+0.079311i,0.10942+0.0014203i,0.052864-0.050737i,-0.017732-0.051237i,-0.05724-0.022777i,-0.048887-0.0056649i,-0.013958-0.01671i,0.016667-0.037686i,0.033236-0.043437i,0.034899-0.031489i,0.019005-0.017518i,-0.0063454-0.0099044i,-0.030128-0.0084901i,-0.045378-0.011809i,-0.051883-0.016055i
0.097379+0.11759i,0.12187+0.11741i,0.016434-0.076589i,-0.22837-0.33772i,-0.40856-0.38344i,-0.31188-0.2471i,-0.10232-0.1885i,-0.035737-0.20203i,-0.057342-0.13639i,-0.037579-0.044237i,-0.0074176-0.016492i,-0.020881-0.021578i,-0.049556-0.015301i,-0.041815-0.0032555i,-0.0058913-0.012537i,0.0096221-0.051546i,-0.018184-0.087063i,-0.063458-0.085739i,-0.083145-0.048339i,-0.05875-0.003558i,-0.016465+0.013681i,-0.0012361+0.007649i,-0.0080352+0.00025126i
-0.14504+0.089571i,-0.21153+0.11929i,-0.18719+0.10182i,-0.1128+0.077793i,-0.071034+0.079241i,-0.041632+0.10152i,-0.025545+0.1144i,-0.038428+0.10767i,-0.032217+0.078851i,-0.0062582+0.040565i,0.010136+0.0052474i,0.014421-0.033483i,0.010125-0.047483i,0.019791-0.018799i,0.044906+0.010012i,0.059517+0.012416i,0.058389+0.0092608i,0.047057+0.015307i,0.02874+0.021117i,0.011519+0.012379i,0.0040374-0.01168i,0.0049268-0.038007i,0.0076717-0.054374i
-0.071619-0.15709i,-0.037713-0.2387i,0.10141-0.26696i,0.23286-0.31552i,0.19478-0.36086i,0.075945-0.24333i,0.092863-0.072633i,0.15527-0.068539i,0.11227-0.10474i,0.043964-0.053707i,0.018686-0.016373i,0.013979-0.035263i,0.0063473-0.059438i,-0.014687-0.038456i,-0.013741+0.018048i,0.02473+0.03696i,0.035043+0.0021762i,-0.0082162-0.030348i,-0.051377-0.026256i,-0.055402-0.002227i,-0.028377+0.0075595i,-0.0056368-0.0047963i,-0.0034734-0.018376i
0.17396-0.086786i,0.26251-0.12118i,0.23029-0.12476i,0.096443-0.072922i,-0.014455+0.028804i,-0.055336+0.074117i,-0.087356+0.031084i,-0.11547+0.020381i,-0.076009+0.069154i,-0.0017174+0.078548i,0.043411+0.043651i,0.080813+0.021535i,0.10037+0.0032042i,0.064813-0.0078645i,0.016624-0.0044685i,-0.0049859-0.0031168i,-0.019615-0.00047879i,-0.033674+0.0082177i,-0.032236+0.012354i,-0.014158+0.0066788i,0.0085639-0.00087095i,0.028986-0.010276i,0.042015-0.020613i
0.04231+0.17433i,0.05318+0.24111i,0.047358+0.19104i,0.084096+0.051666i,0.1384-0.071083i,0.096749-0.084266i,0.023153+0.0042311i,0.043561+0.073389i,0.070119+0.055476i,0.033887+0.022955i,0.025571+0.01796i,0.064186+0.0099811i,0.086074-0.01106i,0.059812-0.036348i,0.0027234-0.042742i,-0.033626-0.023492i,-0.034543-0.027505i,-0.033346-0.066729i,-0.042088-0.081745i,-0.043629-0.044569i,-0.026812+0.0036653i,-0.0048301+0.02707i,0.00711+0.031486i
-0.18756+0.020125i,-0.31422+0.0079724i,-0.39929-0.053021i,-0.46696-0.085934i,-0.46615-0.019657i,-0.30421+0.064785i,-0.086382+0.034746i,-0.010121-0.063712i,-0.040096-0.090887i,-0.047854-0.053822i,-0.028093-0.0061353i,0.00095271+0.047077i,0.030088+0.078405i,0.032759+0.06767i,0.015189+0.048036i,0.0038759+0.048046i,0.0070588+0.05i,0.010742+0.04379i,0.0017501+0.042539i,-0.011926+0.047834i,-0.01242+0.049542i,0.0051941+0.042978i,0.020812+0.037661i
-0.01225-0.2064i,-0.033467-0.30286i,-0.070527-0.24663i,-0.089283-0.019606i,-0.027424+0.18385i,0.055619+0.15347i,0.054174-0.0011958i,0.039062-0.045978i,0.065499-0.0036287i,0.063643+0.0095469i,0.033043+0.02037i,0.036579+0.05364i,0.062635+0.057703i,0.043936+0.020012i,-0.027216-0.01039i,-0.087094-0.0038994i,-0.095405+0.0075187i,-0.07854-0.0053596i,-0.066917-0.023191i,-0.056972-0.027745i,-0.041565-0.020409i,-0.035298-0.010014i,-0.042965+0.001819i
0.21075-0.030561i,0.33643-0.1156i,0.35504-0.29576i,0.23778-0.4599i,0.061698-0.41217i,-0.043587-0.19393i,-0.032016-0.015692i,0.01579+0.058819i,0.040886+0.0789i,0.052925+0.070951i,0.043127+0.054174i,0.0136+0.058422i,-0.0038692+0.057819i,-0.014079+0.014555i,-0.044445-0.047398i,-0.094632-0.076386i,-0.12135-0.060342i,-0.10291-0.034482i,-0.065219-0.031431i,-0.037828-0.039155i,-0.025272-0.024073i,-0.0064334+0.0048153i,0.014947+0.015826i
-0.026724+0.1753i,-0.06176+0.1682i,-0.16517-0.059512i,-0.34147-0.30373i,-0.38258-0.24757i,-0.13864-0.024436i,0.14113+0.04881i,0.1725+0.034354i,0.065328+0.057497i,0.0042452+0.065162i,-0.013601+0.063852i,-0.021233+0.080637i,-0.012445+0.087838i,0.018246+0.040239i,0.024977-0.060385i,-0.013705-0.1319i,-0.028816-0.13957i,0.00096265-0.12922i,0.018527-0.11224i,-0.00015317-0.071996i,-0.029318-0.026605i,-0.04267-0.0039582i,-0.045941-0.0080556i
-0.18655-0.034545i,-0.29413+0.0073245i,-0.3161+0.16453i,-0.26422+0.35528i,-0.17511+0.35576i,-0.077554+0.14883i,-0.075874-0.027376i,-0.13028-0.060212i,-0.12792-0.034895i,-0.092241-0.012573i,-0.06976+0.0082685i,-0.06614+0.014723i,-0.0699+0.018829i,-0.040558+0.033244i,0.01626+0.026537i,0.03841-0.0052356i,0.021134-0.0038562i,0.0036508+0.046033i,-0.0024766+0.088579i,-0.0091725+0.080999i,-0.020606+0.043539i,-0.02419+0.023892i,-0.014988+0.02552i
0.090484-0.17745i,0.22272-0.22384i,0.44134-0.11346i,0.65173+0.031359i,0.60593+0.066043i,0.30164+0.097587i,0.066775+0.21285i,0.0435+0.26451i,0.069937+0.18172i,0.057203+0.085942i,0.025719+0.02087i,-0.017924-0.024429i,-0.049363-0.031692i,-0.045252-0.018878i,-0.027777-0.025222i,-0.02858-0.044498i,-0.041758-0.044241i,-0.049238-0.034445i,-0.05236-0.040617i,-0.042354-0.051492i,-0.011816-0.055102i,0.013022-0.055897i,0.019864-0.057061i
0.16939+0.062139i,0.22185-0.022311i,0.10535-0.33118i,-0.12723-0.68035i,-0.22469-0.6726i,-0.098139-0.34691i,0.052676-0.1418i,0.043066-0.12685i,-0.038289-0.10165i,-0.054493-0.052523i,-0.031533-0.039295i,-0.024934-0.053473i,-0.036346-0.06606i,-0.05053-0.058288i,-0.052428-0.040911i,-0.041102-0.044914i,-0.046387-0.064107i,-0.068457-0.075454i,-0.06587-0.079455i,-0.032654-0.066632i,0.0023905-0.02396i,0.031039+0.018516i,0.047118+0.030706i
-0.12954+0.17106i,-0.32604+0.27068i,-0.61884+0.36126i,-0.83999+0.51466i,-0.70683+0.59029i,-0.34857+0.37524i,-0.21526+0.056087i,-0.26269-0.057107i,-0.20513-0.028877i,-0.11412-0.016703i,-0.065093-0.0042765i,-0.010269-0.0052334i,0.020266-0.023494i,0.023501-0.028303i,0.029842-0.039765i,0.034374-0.059324i,0.037733-0.056973i,0.05751-0.041103i,0.074957-0.030463i,0.053301-0.015809i,0.0089002+0.0024924i,-0.017387+0.0093567i,-0.019939+0.0034275i
-0.13394-0.10268i,-0.095245-0.077061i,0.20338+0.16462i,0.67033+0.42939i,0.84451+0.38484i,0.53129+0.13214i,0.13216+0.011171i,-0.0046983-0.0028378i,0.00094839-0.058332i,-0.00061548-0.085471i,0.0085294-0.069667i,0.018715-0.073658i,0.0063844-0.087613i,-0.022883-0.069989i,-0.04246-0.0073998i,-0.029336+0.057557i,-0.017133+0.093001i,-0.025924+0.12398i,-0.023643+0.14665i,-0.011972+0.12213i,-0.012846+0.063805i,-0.025758+0.024118i,-0.037824+0.021524i
0.1591-0.14765i,0.33632-0.31864i,0.47688-0.58541i,0.45932-0.84413i,0.28696-0.78519i,0.17582-0.4126i,0.27807-0.15695i,0.35958-0.12663i,0.28412-0.093892i,0.19411-0.04714i,0.13667-0.056107i,0.098083-0.057419i,0.075957-0.037314i,0.037424-0.023943i,-0.012907-0.013582i,-0.051851-0.00245i,-0.081377+0.0020612i,-0.1042-0.012256i,-0.10317-0.036457i,-0.063579-0.045132i,-0.0072731-0.035052i,0.031019-0.036919i,0.030981-0.057762i
0.084249+0.14011i,0.018219+0.18519i,-0.26328+0.10703i,-0.60448+0.066408i,-0.60915+0.16335i,-0.28308+0.16418i,-0.075925-0.011795i,-0.093767-0.1283i,-0.092632-0.13346i,-0.044164-0.12126i,0.0020643-0.074794i,0.067249-0.035683i,0.10581-0.050286i,0.075268-0.067294i,0.0086558-0.047229i,-0.036823-0.0090274i,-0.05745+0.00015126i,-0.067562-0.028178i,-0.0546-0.057939i,-0.036919-0.055682i,-0.031442-0.012272i,-0.017284+0.029841i,-0.00437+0.031526i
-0.17214+0.10728i,-0.26698+0.28688i,-0.20036+0.64355i,0.03263+0.99734i,0.16912+0.96178i,0.080285+0.59597i,-0.055322+0.37298i,-0.03181+0.33003i,0.069382+0.24352i,0.089698+0.14747i,0.069425+0.11347i,0.056194+0.10771i,0.045029+0.10176i,0.035263+0.066617i,0.013473+0.0094847i,-0.015134-0.027503i,-0.026206-0.037798i,-0.0069584-0.021962i,0.027707+0.020183i,0.04468+0.056192i,0.034961+0.05483i,0.020145+0.02641i,0.011497-0.007667i
-0.043793-0.16022i,0.07963-0.23581i,0.38725-0.19823i,0.73248-0.17496i,0.75575-0.26026i,0.42431-0.29797i,0.13947-0.22205i,0.046709-0.14255i,0.022572-0.077856i,0.043547-0.031249i,0.046442-0.017065i,0.014612+0.014141i,0.016278+0.028862i,0.0034281+0.00077513i,-0.043835+0.014395i,-0.058688+0.070848i,-0.04705+0.095999i,-0.04711+0.098849i,-0.043848+0.11054i,-0.018642+0.094555i,-0.0032002+0.036579i,-0.019689-0.0057281i,-0.030427-0.0092121i
0.16496-0.047003i,0.19068-0.089116i,-0.049637-0.21445i,-0.44622-0.3171i,-0.58143-0.26277i,-0.36494-0.14646i,-0.11737-0.10261i,-0.006515-0.026466i,0.051157+0.11336i,0.080037+0.16108i,0.05757+0.11871i,0.03327+0.096654i,0.044415+0.083345i,0.054768+0.043478i,0.025366+0.006905i,-0.018093-0.0032515i,-0.030664-0.0069387i,-0.023797-0.013551i,-0.01932-0.0054451i,-0.0060337+0.017868i,0.02508+0.035136i,0.05062+0.027544i,0.052259-0.00091904i
-0.032807+0.15829i,-0.17646+0.28935i,-0.40406+0.37916i,-0.5563+0.46846i,-0.43844+0.51166i,-0.17532+0.39936i,-0.092456+0.26291i,-0.15882+0.21428i,-0.17384+0.13554i,-0.14886+0.030095i,-0.12922+0.0077853i,-0.093388+0.030806i,-0.039391+0.02638i,0.0032635-0.0065851i,-0.00054208-0.022163i,-0.017136+0.0059532i,0.0050843+0.040913i,0.048962+0.045802i,0.079491+0.024548i,0.074387+0.0019883i,0.037791+0.0042125i,0.012532+0.019333i,0.013032+0.016755i
-0.17314-0.010005i,-0.26309-0.027726i,-0.1822+0.065152i,0.056524+0.17662i,0.22126+0.13344i,0.22643-0.0052754i,0.21835-0.10971i,0.22177-0.16226i,0.1342-0.12163i,0.044722+0.0055126i,0.015019+0.068301i,-0.051125+0.049914i,-0.10052+0.062837i,-0.049626+0.073951i,-0.0022656+0.027776i,-0.0294+0.00073733i,-0.046888+0.041022i,0.015128+0.087389i,0.096463+0.076658i,0.11172+0.027102i,0.078441-0.007708i,0.045344-0.011817i,0.026188-0.00042019i
0.092581-0.16572i,0.1952-0.3539i,0.18941-0.58238i,0.033861-0.75458i,-0.15182-0.71223i,-0.26139-0.43691i,-0.30272-0.21444i,-0.39285-0.17998i,-0.47923-0.12723i,-0.39266+0.0062551i,-0.22061+0.049202i,-0.1421+0.003614i,-0.12885+0.0067995i,-0.063068+0.051678i,0.035425+0.061782i,0.085587+0.0603i,0.096892+0.098781i,0.12881+0.14408i,0.18852+0.14163i,0.20843+0.09955i,0.13836+0.058142i,0.028915+0.05226i,-0.037342+0.072334i
0.10488+0.051742i,0.13274+0.12599i,0.054063+0.086014i,-0.074792+0.012339i,-0.074376+0.037054i,0.047108+0.06261i,0.16392+0.025785i,0.28026-0.020947i,0.32806-0.066055i,0.23571-0.042396i,0.19708+0.030876i,0.27269+0.020076i,0.28405-0.047087i,0.22604-0.061469i,0.19946-0.022198i,0.19655+0.023306i,0.1884+0.071869i,0.20945+0.11704i,0.24291+0.10352i,0.20307+0.03554i,0.097358-0.016224i,0.010918-0.021325i,-0.027811+0.0069499i
-0.1974+0.11483i,-0.32888+0.16186i,-0.29812+0.085568i,-0.18362-0.14862i,-0.20903-0.35355i,-0.30501-0.31284i,-0.29767-0.05348i,-0.20115+0.16946i,-0.16318+0.16085i,-0.2147+0.017627i,-0.20693-0.044114i,-0.074854-0.011634i,0.052225+0.039622i,0.11028+0.12283i,0.17867+0.1789i,0.24694+0.14852i,0.26389+0.12417i,0.24776+0.12782i,0.19048+0.084647i,0.08783+0.011352i,-0.005699-0.025382i,-0.059655-0.013449i,-0.075804+0.016668i
-0.69219+8.9818i,0.43186+8.8641i,4.4078+8.9365i,6.9737+5.2915i,6.4796+0.70058i,3.7658-2.0827i,1.2339-1.8896i,0.45721-0.5697i,0.98208+0.045661i,1.4504-0.53705i,0.78572-1.5644i,-0.43327-1.8964i,-1.3353-1.433i,-1.8182-0.55209i,-1.7718+0.24099i,-1.2346+0.55756i,-0.52201+0.48969i,0.012854+0.3245i,0.22281+0.2594i,0.22083+0.38199i,0.26118+0.58691i,0.35194+0.65646i,0.32939+0.52289i
0.21472+0.0079398i,0.43576+0.03191i,0.52913+0.075594i,0.48309+0.13646i,0.38344+0.17452i,0.26854+0.22709i,0.2345+0.29812i,0.22164+0.23978i,0.082157+0.089724i,-0.069533+0.044419i,-0.1465+0.066439i,-0.22299+0.090315i,-0.21537+0.14655i,-0.099968+0.16345i,-0.049296+0.11139i,-0.090692+0.078685i,-0.11148+0.083431i,-0.10775+0.077865i,-0.12343+0.075446i,-0.12403+0.083794i,-0.085478+0.066976i,-0.047946+0.028313i,-0.019812+0.0034341i
-0.0081713+0.13616i,-0.050191+0.28349i,-0.068933+0.37092i,-0.066836+0.44219i,0.0023577+0.55522i,0.18365+0.51789i,0.35523+0.29447i,0.40821+0.10187i,0.36527-0.011122i,0.23221-0.081472i,0.047381-0.10995i,-0.10527-0.13261i,-0.18692-0.11546i,-0.17406-0.04866i,-0.12201-0.024755i,-0.12654-0.050834i,-0.17582-0.054313i,-0.1933-0.024657i,-0.13908+0.0030522i,-0.041531+0.0023267i,0.033061-0.020465i,0.052175-0.030064i,0.040452-0.022632i
-0.13006-0.090386i,-0.28947-0.17289i,-0.29624-0.16088i,-0.13227-0.10657i,-0.010139-0.12684i,-0.0319-0.15957i,-0.1202-0.17585i,-0.20496-0.25002i,-0.2747-0.2988i,-0.26694-0.21018i,-0.15726-0.096459i,-0.083266-0.062131i,-0.10904-0.024667i,-0.11279+0.056854i,-0.038043+0.099712i,0.037163+0.084083i,0.05693+0.074599i,0.047703+0.083984i,0.041181+0.079805i,0.025695+0.059264i,-0.0033276+0.040789i,-0.025541+0.037666i,-0.025879+0.032155i
0.14278-0.1124i,0.22624-0.26818i,0.11191-0.32957i,-0.13286-0.19529i,-0.24533+0.036837i,-0.17693+0.22236i,-0.072914+0.32466i,-0.023178+0.38379i,-0.0071074+0.37156i,-0.014849+0.27379i,-0.024788+0.18852i,0.021524+0.1693i,0.11412+0.14529i,0.17682+0.062215i,0.16255-0.037166i,0.11313-0.085211i,0.11615-0.09843i,0.16554-0.14287i,0.15803-0.20059i,0.066487-0.1776i,-0.016472-0.0654i,-0.016611+0.032738i,0.020588+0.048748i
0.051262+0.19206i,0.15393+0.32975i,0.12701+0.30763i,-0.075791+0.21983i,-0.20628+0.25524i,-0.128+0.26754i,-0.019663+0.13356i,-0.0012299+0.011099i,-0.0019585-0.01422i,0.016914-0.017597i,0.015787-0.041926i,-0.025319-0.060109i,-0.064012-0.041524i,-0.075693-0.0088926i,-0.084623+0.016889i,-0.089447+0.054101i,-0.090752+0.081473i,-0.11131+0.071544i,-0.12274+0.046122i,-0.092375+0.024046i,-0.048143+0.0047038i,-0.02534-0.0014344i,-0.023914+0.012749i
-0.20811+0.0089505i,-0.3766+0.082202i,-0.38318+0.13031i,-0.27925+0.12343i,-0.1905+0.094604i,-0.097173+0.027125i,-0.069056-0.086164i,-0.17203-0.11783i,-0.24162-0.053579i,-0.197-0.033305i,-0.14959-0.039223i,-0.14842-0.0025551i,-0.14762+0.064676i,-0.099037+0.11024i,-0.02342+0.089543i,0.015012+0.029986i,0.015534-0.0036674i,0.039359-0.0072993i,0.089977-0.029647i,0.097979-0.065378i,0.053403-0.057567i,0.013617-0.019934i,-0.0018194-0.00037325i
0.049149-0.22291i,-0.0084501-0.38614i,-0.097158-0.33611i,-0.15842-0.14916i,-0.22666-0.081456i,-0.29872-0.065377i,-0.29397+0.060923i,-0.15305+0.17757i,0.022828+0.1686i,0.079497+0.1012i,0.054893+0.053081i,0.055891+0.027378i,0.086659+0.0042682i,0.10856-0.025399i,0.091765-0.058375i,0.042795-0.061604i,0.020903-0.039535i,0.024545-0.042847i,-0.0095003-0.054345i,-0.065611-0.026444i,-0.084397+0.014504i,-0.059156+0.031474i,-0.022968+0.023124i
0.19589+0.16033i,0.39902+0.21575i,0.42754+0.20787i,0.27071+0.16076i,0.13144+0.12288i,0.097482+0.045873i,0.14009-0.057902i,0.16188-0.11846i,0.10425-0.084842i,0.07155+0.00044514i,0.076692+0.0070607i,0.026289-0.045069i,-0.042832-0.053796i,-0.064765-0.023803i,-0.055086+0.0071644i,-0.031605+0.024301i,-0.011457+0.021164i,-0.014112+0.021383i,-0.015492+0.043799i,0.00902+0.061991i,0.028933+0.047282i,0.013397+0.014579i,-0.018659-0.00090929i
-0.21434+0.18293i,-0.27314+0.37548i,-0.18588+0.35397i,-0.056404+0.047402i,-0.044558-0.24131i,-0.092121-0.24185i,-0.040198-0.097013i,0.049897-0.054998i,0.048866-0.080273i,-0.0031343-0.068307i,-0.039271-0.030989i,-0.042419+0.0060893i,-0.013434+0.018668i,0.016398-0.0059889i,0.024404-0.040588i,0.0060737-0.052076i,-0.014697-0.040136i,-0.00043312-0.035148i,0.03368-0.054839i,0.04168-0.073031i,0.021306-0.054326i,0.012956-0.0119i,0.030171+0.016202i
-0.13303-0.28721i,-0.32587-0.40622i,-0.40514-0.34906i,-0.33407-0.22228i,-0.25811-0.20746i,-0.18665-0.2172i,-0.11487-0.18659i,-0.10321-0.13214i,-0.10999-0.045753i,-0.083238+0.012996i,-0.049014+0.011858i,-0.030013-0.018494i,-0.034239-0.038292i,-0.050397-0.015773i,-0.051196+0.039101i,-0.028586+0.088119i,-0.00057048+0.11389i,0.0036859+0.13114i,-0.017832+0.14063i,-0.03363+0.11549i,-0.024938+0.056054i,-0.021341-0.0052781i,-0.041708-0.033179i
0.29478-0.057273i,0.41988-0.20409i,0.3294-0.29832i,0.16113-0.26645i,0.13905-0.17098i,0.1698-0.087834i,0.12654-0.0084984i,0.064008+0.018382i,-0.0086916-0.023611i,-0.064374-0.034136i,-0.065548-0.024447i,-0.063463-0.019654i,-0.062029+0.0084894i,-0.044706+0.027752i,-0.032853+0.024627i,-0.018775+0.01484i,0.00077074-0.0043924i,0.0087684-0.028587i,0.014862-0.035669i,0.031451-0.019401i,0.036631-0.00049569i,0.022676+0.014132i,0.0081969+0.026509i
-0.046901+0.32939i,-0.0064567+0.48845i,-0.0059879+0.39688i,-0.042085+0.15272i,-0.0087729+0.020714i,0.055146+0.0086763i,0.10044+0.028218i,0.14298+0.043598i,0.13515+0.01699i,0.062487-0.024442i,0.0026132-0.026768i,-0.013233-0.0006896i,-0.0058799+0.018571i,0.014976+0.01488i,0.036549-0.0028028i,0.044847-0.010821i,0.049932-0.0032307i,0.059468+0.012551i,0.059795+0.022693i,0.044341+0.017185i,0.021659+0.0014471i,-0.001356-0.0079017i,-0.012526-0.0027546i
-0.32901-0.14867i,-0.51487-0.1547i,-0.41938-0.10724i,-0.056427-0.10153i,0.21837-0.1718i,0.22475-0.17901i,0.13627-0.10916i,0.10428-0.069646i,0.094029-0.061447i,0.063973-0.040756i,0.042048-0.016451i,0.03586-0.0060576i,0.029495+0.0019967i,0.008822+0.018067i,-0.022498+0.041911i,-0.041273+0.063974i,-0.05442+0.07113i,-0.077769+0.072816i,-0.088271+0.068944i,-0.064609+0.047489i,-0.020399+0.018761i,0.0089061-0.0070836i,0.011937-0.022446i
