0.00060143+0.0019132i,0.0029859+0.00069508i,0.0016524-0.0016075i,-0.00057076-0.002757i,-0.0022844-0.0010039i,-0.0028324+0.00073681i,-0.0018113+0.0011043i,-0.0003458+0.001327i,0.00068293+0.0012406i,0.00032758+4.0585e-05i,-0.00067522-0.00078202i,-0.0014549-0.00014154i,-0.0010135+2.4297e-05i,-0.00051455+0.00050138i,-0.00096733+0.00069333i,-0.00039299-0.0002893i,0.00025324-0.00070327i,0.00012038-0.00012492i,0.00030258+0.00078064i,0.00011018+0.00058768i,-0.0001449+8.3162e-05i,-0.00061963+0.00016984i,-0.0011286-7.0902e-05i
-0.055099+0.029905i,-0.066675+0.037993i,-0.020363+0.073435i,0.053551+0.13281i,0.072128+0.17425i,0.025699+0.20241i,-0.01273+0.19797i,-0.027493+0.1351i,-0.038841+0.070056i,-0.036616+0.034169i,-0.026715+0.009457i,-0.023688-0.00072866i,-0.020217+0.0047767i,-0.013343+0.009825i,-0.01099+0.010622i,-0.01636+0.013584i,-0.023804+0.020532i,-0.022722+0.026023i,-0.012998+0.021345i,-0.0067939+0.011375i,-0.005315+0.005516i,-0.0035811+0.00069308i,-0.0025721-0.0055774i
-0.041705-0.048356i,-0.043861-0.054096i,-0.033087-0.0027644i,0.0050248+0.059617i,0.088355+0.047216i,0.15422-0.026076i,0.1438-0.055314i,0.10726-0.024557i,0.083008-0.0051705i,0.0528-0.011436i,0.020073-0.013285i,0.0049013-0.0046892i,0.0052142+0.00010682i,0.010918-0.0018934i,0.018535-0.0054052i,0.025273-0.0087019i,0.029738-0.0072825i,0.027955-0.0017954i,0.017749+0.0010445i,0.0039481+0.00020482i,-0.0055603-0.0017817i,-0.0067945+0.00083112i,-0.0019304+0.0085378i
0.039866-0.054938i,0.041314-0.050261i,-0.02785-0.0055649i,-0.1383+0.057055i,-0.22082+0.0928i,-0.24294+0.086418i,-0.2142+0.061644i,-0.15293+0.035125i,-0.086469+0.010736i,-0.042603+0.00018916i,-0.016105+0.0027877i,-0.0042215+0.0020851i,-0.0069804-0.00055386i,-0.011262+0.00023933i,-0.013842+0.00050208i,-0.018115-0.00091688i,-0.022542-0.0021146i,-0.024436-0.00069952i,-0.020374+0.0015458i,-0.012641+0.0034813i,-0.0063808+0.0043497i,-0.0021778+0.0011361i,2.4781e-05-0.0046269i
0.06807+0.036485i,0.062035+0.04336i,0.0053903+0.014063i,-0.052826+0.0074911i,-0.0291+0.073613i,0.048571+0.12375i,0.082743+0.092967i,0.060809+0.055518i,0.034005+0.051924i,0.025792+0.042565i,0.016522+0.020107i,0.002228+0.010182i,-0.0044951+0.011069i,-0.0026557+0.010457i,0.0032289+0.012102i,0.01268+0.016908i,0.021852+0.016978i,0.023224+0.010894i,0.015765+0.0057279i,0.0091089+0.0026652i,0.0080997-0.00016129i,0.0060634+0.00087643i,0.00034772+0.010032i
-0.023683+0.075111i,-0.041103+0.06561i,-0.039535-0.021694i,-0.052865-0.14828i,-0.10438-0.22995i,-0.12839-0.24169i,-0.11624-0.21202i,-0.099174-0.1551i,-0.066205-0.094694i,-0.038644-0.055343i,-0.02842-0.027251i,-0.019392-0.0077937i,-0.012068-0.0037405i,-0.0090107-0.006781i,-0.0083728-0.0097812i,-0.011397-0.012397i,-0.016504-0.012908i,-0.018623-0.011363i,-0.014567-0.0072197i,-0.0089396-0.0034559i,-0.0061743-0.003265i,-0.0024652-0.0067565i,0.0035522-0.013033i
-0.080959-0.0076954i,-0.077836-0.03092i,-0.016225-0.0456i,0.025414-0.040905i,-0.017956-0.0012329i,-0.070083+0.074903i,-0.04077+0.12495i,-0.0038051+0.10678i,-0.017869+0.075338i,-0.023412+0.056261i,-0.011937+0.028942i,-0.012305+0.0068625i,-0.015193+0.0034945i,-0.011001+0.007406i,-0.0073816+0.0099575i,-0.0078064+0.015393i,-0.0039633+0.025065i,0.0054224+0.032209i,0.0077322+0.026618i,-2.5433e-05+0.01632i,-0.0076669+0.013328i,-0.0096784+0.012251i,-0.013128+0.011169i
-0.0042653-0.089584i,0.029498-0.095982i,0.094264-0.048686i,0.17855-0.012486i,0.23889-0.042364i,0.24518-0.10223i,0.19716-0.13304i,0.13293-0.11598i,0.091932-0.075392i,0.066108-0.044343i,0.037912-0.027008i,0.014753-0.013092i,0.0025501-0.0058637i,-0.0036555-0.0029345i,-0.0032585-0.0012489i,-6.535e-05-0.0059653i,-8.3069e-05-0.012434i,-0.0035529-0.016234i,-0.0066633-0.013357i,-0.0055328-0.0043586i,-0.001734-0.00050273i,0.0041877-0.0011918i,0.012912-0.00071773i
0.092979-0.023543i,0.10871+0.0084459i,0.070773+0.063493i,0.011007+0.085802i,-0.045378+0.03265i,-0.10148-0.0042541i,-0.12556+0.036169i,-0.10661+0.057494i,-0.086512+0.027603i,-0.069269+0.0099464i,-0.034205+0.0081555i,-0.008485-0.0040268i,-0.0065902-0.011682i,-0.011566-0.0095581i,-0.013023-0.0044702i,-0.0088411+0.0026188i,-0.0049625+0.013252i,-0.0050397+0.025118i,-0.0052293+0.023213i,-0.0057178+0.0087071i,-0.0075004-0.0017307i,-0.0095654-0.0027287i,-0.011908-0.0004241i
0.041812+0.092034i,0.017378+0.1261i,-0.039621+0.14302i,-0.073929+0.18866i,-0.025802+0.2557i,0.065525+0.24262i,0.11468+0.14828i,0.11027+0.081796i,0.076342+0.065782i,0.042703+0.05521i,0.018151+0.03398i,0.0011317+0.017078i,-0.0062737+0.00663i,-0.0063768-0.0013589i,-0.0040864-0.0029791i,-0.0016971-0.0029689i,0.00070302-0.0099869i,0.0023568-0.0185i,0.0023138-0.017376i,0.0026015-0.0092507i,0.0075589-0.0049252i,0.013549-0.0032816i,0.015109+0.00047349i
-0.087693+0.061633i,-0.12504+0.050142i,-0.13877-0.002578i,-0.12621-0.062966i,-0.090199-0.10175i,-0.066711-0.10743i,-0.091766-0.091812i,-0.10808-0.069196i,-0.072898-0.057774i,-0.044638-0.04576i,-0.033995-0.01577i,-0.015799+0.0038074i,-0.0015678+0.004016i,0.0039353+0.002404i,0.0023874+0.0015619i,-0.0067336+0.008929i,-0.0176+0.027018i,-0.025451+0.036779i,-0.022664+0.0298i,-0.011547+0.015779i,-0.0046831+0.0033454i,-0.0056013-0.0043506i,-0.0080833-0.0064093i
-0.084341-0.079458i,-0.09649-0.11588i,-0.099946-0.14309i,-0.14421-0.14223i,-0.20744-0.075522i,-0.20224+0.023526i,-0.10512+0.092364i,-0.029653+0.10335i,-0.027181+0.083394i,-0.028504+0.059112i,-0.013825+0.031826i,-0.008196+0.010641i,-0.011098+0.0030717i,-0.012749+0.0036362i,-0.01306+0.0040915i,-0.0073965+0.0011817i,0.0081865-0.0060592i,0.023395-0.01125i,0.023608-0.0050896i,0.012394+0.0074979i,0.0062962+0.017502i,0.0080266+0.019718i,0.0091969+0.014922i
0.065616-0.097634i,0.1009-0.12713i,0.14057-0.12336i,0.1716-0.10137i,0.15479-0.070298i,0.11625-0.065286i,0.067594-0.10219i,0.025194-0.11215i,0.020457-0.078603i,0.025101-0.058833i,0.011675-0.049349i,-0.00045615-0.02822i,-0.0043934-0.011433i,-0.0089405-0.0023926i,-0.010784+0.0043796i,-0.014887+0.0066702i,-0.029147+0.0072182i,-0.042597+0.0053646i,-0.040076+0.0010019i,-0.024819-0.0016356i,-0.011746-0.0048051i,-0.0076412-0.0061511i,-0.0072641-0.0033204i
0.11002+0.048966i,0.15782+0.064286i,0.1696+0.049546i,0.15013-0.023763i,0.10068-0.1441i,0.018845-0.16444i,-0.044004-0.059688i,-0.062002+0.014261i,-0.068305+0.013678i,-0.065725+0.0051293i,-0.042942+0.0023977i,-0.021017-0.0089592i,-0.011492-0.021373i,-0.0093563-0.028538i,-0.010047-0.029703i,-0.0035893-0.022486i,0.015318-0.0073898i,0.031507+0.0099044i,0.024823+0.016003i,0.0025204+0.0091507i,-0.011186+0.0037937i,-0.0069365+0.0043898i,0.0042882+0.0054813i
-0.023392+0.12394i,-0.028434+0.18061i,-0.019112+0.20294i,-0.015716+0.20109i,-0.0060778+0.19018i,0.024147+0.12924i,0.066345+0.036303i,0.086526-0.012059i,0.070437+0.0014819i,0.053275+0.028583i,0.040122+0.031714i,0.021041+0.026069i,0.0082338+0.021253i,0.00016218+0.013195i,-0.0093057+0.0095117i,-0.021668+0.0080978i,-0.037768-0.00061745i,-0.044281-0.01388i,-0.030994-0.017808i,-0.0079996-0.012167i,0.006773-0.011297i,0.0056704-0.014511i,-0.0034132-0.01456i
-0.12074-0.0010654i,-0.1647+0.0054572i,-0.13592+0.040989i,-0.017693+0.071042i,0.1089+0.065062i,0.12803+0.041317i,0.036118+0.019125i,-0.039121+0.0012166i,-0.042501-0.025388i,-0.030522-0.038669i,-0.019229-0.020992i,0.0020428-0.0059377i,0.017288-0.0022769i,0.026275-0.0012159i,0.031274-0.0049329i,0.030802-0.0021924i,0.031308+0.016252i,0.028503+0.038106i,0.021236+0.038171i,0.014946+0.018583i,0.010217+0.0055791i,0.0074726+0.0085496i,0.007853+0.016473i
-0.017397-0.11872i,-0.038243-0.1587i,-0.089285-0.15741i,-0.13843-0.11701i,-0.14245-0.067482i,-0.10024-0.02331i,-0.024507+0.028665i,0.019163+0.064278i,-0.0039026+0.065431i,-0.033605+0.052645i,-0.036135+0.031114i,-0.034339+0.013672i,-0.031431+0.0074487i,-0.0299+0.00075536i,-0.033709-0.0075769i,-0.035963-0.0196i,-0.033648-0.040601i,-0.026058-0.057386i,-0.015922-0.045768i,-0.0053238-0.015777i,0.0060577+0.0012747i,0.011839-0.0026993i,0.0075638-0.013456i
0.11736-0.037311i,0.14428-0.058444i,0.12446-0.064608i,0.056209+0.007654i,-0.021767+0.12686i,-0.043757+0.14695i,-0.040971+0.064764i,-0.039312+0.0063748i,-0.012734-0.011264i,0.0081884-0.032945i,0.0034454-0.035201i,0.00075241-0.015492i,0.0027327-0.0016408i,0.0023138+0.0046733i,0.0056097+0.01313i,0.010625+0.027357i,0.0080495+0.044682i,-0.0034096+0.054602i,-0.014109+0.046467i,-0.015784+0.029118i,-0.013367+0.014854i,-0.012104+0.0089036i,-0.01032+0.010298i
0.058569+0.10495i,0.093113+0.11546i,0.12358+0.081584i,0.12012+0.013094i,0.09477-0.070049i,0.067422-0.080486i,0.024411-0.019887i,-0.015613+0.016008i,-0.038267+0.0041276i,-0.040952-0.0093725i,-0.023791-0.011679i,-0.0079524-0.016735i,-0.002101-0.020023i,0.0033756-0.02492i,0.0028658-0.039356i,0.00070043-0.051923i,0.014576-0.060472i,0.033827-0.062111i,0.033155-0.044163i,0.016833-0.018327i,0.0075064-0.002629i,0.011732-0.0030755i,0.018251-0.012938i
-0.093821+0.074239i,-0.098643+0.11452i,-0.099943+0.1243i,-0.14909+0.068994i,-0.19953-0.0023568i,-0.18819-0.034061i,-0.12971-0.048965i,-0.080031-0.047238i,-0.038248-0.020902i,0.0090097+0.0062971i,0.033223+0.023672i,0.033205+0.035478i,0.028709+0.03669i,0.020819+0.03159i,0.010544+0.029362i,-0.0063279+0.032565i,-0.030479+0.041908i,-0.045274+0.044154i,-0.038206+0.028567i,-0.018129+0.007301i,-0.0036108-0.0045968i,-0.00046325-0.0044441i,-0.0025408-0.0002421i
-0.090845-0.08733i,-0.13254-0.071866i,-0.13452-0.029924i,-0.048862+0.00202i,0.066351+0.046549i,0.089166+0.090669i,0.029389+0.087052i,-0.023859+0.052054i,-0.031702+0.014475i,-0.023099-0.01062i,-0.014876-0.0087415i,-0.0015507+0.0011253i,0.0069971+0.002195i,0.010602-0.002091i,0.018838-0.013439i,0.032434-0.02776i,0.052185-0.032889i,0.066531-0.025171i,0.055288-0.013076i,0.028866-0.0030099i,0.015844+0.0054109i,0.017711+0.0086271i,0.020205+0.0048782i
0.071168-0.10214i,0.047725-0.156i,0.02644-0.2066i,0.071126-0.22538i,0.11439-0.20392i,0.088891-0.17904i,0.045967-0.14223i,0.023976-0.091218i,0.0010031-0.040348i,-0.021594+0.00016806i,-0.043309+0.020492i,-0.058855+0.033647i,-0.054482+0.041396i,-0.047524+0.037174i,-0.046918+0.028885i,-0.049047+0.018327i,-0.061328+0.0039829i,-0.074034-0.0083804i,-0.063635-0.010113i,-0.034178-0.0019673i,-0.011662+0.0041973i,-0.002186+0.0039717i,0.0015789+0.0014765i
0.099837+0.050651i,0.15548+0.015378i,0.19091-0.0036252i,0.15227+0.088214i,0.020088+0.19431i,-0.072477+0.17789i,-0.076148+0.08164i,-0.060415+0.010386i,-0.035256-0.012786i,-0.0050234-0.017016i,0.0069113-0.018243i,0.0051063-0.011344i,0.0065396-0.0028631i,0.016254-0.0039922i,0.031489-0.0097949i,0.05103-0.0099875i,0.072139-0.00075229i,0.079861+0.015131i,0.060328+0.023488i,0.027331+0.022783i,0.0061024+0.021029i,0.0050183+0.016648i,0.013649+0.0070006i
-0.026478+0.10727i,0.045546+0.16779i,0.14083+0.25551i,0.16365+0.33433i,0.15096+0.29173i,0.13957+0.14863i,0.10462+0.02462i,0.058627-0.031786i,0.020568-0.040185i,-0.00017982-0.033256i,-0.0049784-0.036982i,-0.014028-0.045667i,-0.025001-0.036895i,-0.024165-0.026883i,-0.024328-0.030294i,-0.03238-0.036435i,-0.039685-0.04801i,-0.038103-0.061628i,-0.024726-0.05574i,-0.0092649-0.032638i,-0.0030167-0.012407i,-0.0049948+0.0017952i,-0.0044144+0.010166i
-0.10166-0.015849i,-0.14829+0.079071i,-0.22984+0.19899i,-0.34133+0.19169i,-0.37217+0.066528i,-0.27847-0.026675i,-0.16916-0.033241i,-0.099217-0.010738i,-0.043329-0.001682i,-0.0057612+0.0031535i,0.0090602+0.015934i,0.01479+0.025162i,0.015878+0.028013i,0.019298+0.033294i,0.031413+0.041659i,0.044585+0.053137i,0.050926+0.071179i,0.044313+0.08319i,0.021464+0.067335i,-0.0029595+0.034249i,-0.011759+0.014744i,-0.0049548+0.013989i,0.0072197+0.014466i
0.0024371-0.089781i,-0.12297-0.096304i,-0.33459-0.09103i,-0.45493-0.080439i,-0.37193-0.020757i,-0.17055+0.065934i,0.00029432+0.08416i,0.064697+0.049198i,0.056075+0.021519i,0.029987+0.0052117i,0.013966-0.00036035i,0.010714-0.0020151i,-0.00020433-0.0046248i,-0.014819-0.0037664i,-0.018373-0.010337i,-0.017289-0.027828i,-0.01244-0.050018i,-0.0051344-0.063429i,-0.0033733-0.05063i,-0.0027226-0.022618i,-0.0013413-0.0081457i,-0.0062131-0.0098155i,-0.011589-0.01023i
0.074701-0.012585i,0.04199-0.14475i,-0.0045995-0.37984i,0.012194-0.52393i,0.074079-0.44734i,0.08158-0.29055i,0.026946-0.19194i,-0.024141-0.12543i,-0.034448-0.052322i,-0.017206-0.0046509i,-0.017901+0.0062716i,-0.035558+0.01745i,-0.039142+0.031667i,-0.033259+0.034759i,-0.029223+0.039209i,-0.026608+0.051813i,-0.028336+0.06748i,-0.031949+0.069956i,-0.027096+0.045376i,-0.016488+0.012551i,-0.012263-0.0030412i,-0.0091936-0.0016843i,0.001858+0.0035603i
0.017667+0.057567i,0.13608-0.036784i,0.33837-0.19555i,0.40835-0.29344i,0.22719-0.24427i,0.024433-0.094647i,-0.030016+0.028962i,-0.024682+0.063452i,-0.024206+0.04872i,-0.0078357+0.029388i,0.0089711+0.011194i,0.0095876-0.0036793i,0.0047698-0.017549i,0.0062431-0.033806i,0.014513-0.048985i,0.024167-0.063174i,0.03634-0.075598i,0.047632-0.076305i,0.040851-0.057828i,0.022843-0.02858i,0.012985-0.012265i,0.0077107-0.014775i,0.0038473-0.01651i
-0.046864+0.0071835i,0.098643+0.11054i,0.31994+0.31131i,0.44403+0.44832i,0.37548+0.38i,0.20793+0.20542i,0.089412+0.051247i,0.035434-0.045837i,-0.0013086-0.069362i,-0.02106-0.042209i,-0.02025-0.027256i,-0.01907-0.029681i,-0.021451-0.022044i,-0.020754-0.0053369i,-0.02174+0.0077835i,-0.032926+0.019408i,-0.051426+0.035799i,-0.059529+0.048134i,-0.043274+0.041007i,-0.018116+0.019039i,-0.0051117+0.00096862i,-0.0024566-0.0028997i,0.00020366+0.0030502i
-0.004005-0.028765i,-0.054053+0.15701i,-0.13451+0.42841i,-0.13468+0.54036i,-0.057247+0.38296i,-0.048371+0.14435i,-0.10024+0.053685i,-0.096738+0.048941i,-0.055799+0.010493i,-0.044637-0.011669i,-0.038292+0.0061067i,-0.019671+0.020058i,-0.0044288+0.023787i,0.0083059+0.026457i,0.026221+0.026191i,0.049028+0.019296i,0.069677+0.0088272i,0.072793+0.0035491i,0.048989+0.0052507i,0.018926+0.0096829i,0.012038+0.0094701i,0.021676-0.00038193i,0.023272-0.0093748i
0.01633+0.0044856i,-0.19921+0.010646i,-0.53331+0.027977i,-0.72148+0.094262i,-0.61539+0.13568i,-0.31639+0.069145i,-0.060029-0.029127i,0.053908-0.064842i,0.074858-0.042033i,0.057081-0.019847i,0.035487-0.019699i,0.014933-0.022887i,-0.009747-0.017001i,-0.033543-0.010522i,-0.054152-0.0080113i,-0.069223-0.0061558i,-0.080427-0.0075077i,-0.085451-0.0090605i,-0.067453-0.0087774i,-0.031913-0.010822i,-0.0055256-0.014588i,0.0036336-0.01499i,0.0080774-0.010675i
-0.027883+0.022559i,-0.093479-0.17504i,-0.21558-0.42589i,-0.34609-0.45678i,-0.32601-0.27377i,-0.1628-0.14558i,-0.076885-0.15321i,-0.078306-0.13529i,-0.041302-0.059933i,0.0075463-0.030077i,0.0054996-0.038303i,-0.015627-0.038424i,-0.025231-0.031863i,-0.025265-0.022783i,-0.015583-0.011507i,0.0035035+0.00029946i,0.026394+0.011368i,0.04287+0.013018i,0.03875+0.0018678i,0.019147-0.008899i,0.004576-0.0010917i,0.0051449+0.013609i,0.012022+0.016568i
-0.031885-0.04759i,0.14465-0.16565i,0.34764-0.37433i,0.3235-0.57961i,0.14043-0.56981i,0.067652-0.31451i,0.11123-0.076856i,0.11144+0.014418i,0.044231+0.038884i,-0.0016253+0.047676i,0.003028+0.040378i,0.016768+0.01852i,0.015906-0.010352i,0.010975-0.037728i,0.0068515-0.056656i,-0.0071143-0.066911i,-0.030037-0.067892i,-0.04375-0.056184i,-0.035904-0.030653i,-0.0097084-0.0029263i,0.013702+0.0072121i,0.022281+0.0072723i,0.024523+0.0094184i
0.059216-0.029729i,0.19785+0.10511i,0.37023+0.21836i,0.42627+0.093783i,0.2979-0.099705i,0.13358-0.089335i,0.091137-0.015342i,0.082128-0.036167i,0.02303-0.057901i,-0.015947-0.034851i,-0.0097468-0.016949i,0.0082039-0.016606i,0.017572-0.018395i,0.016687-0.0083857i,0.013604+0.0072754i,0.015013+0.023389i,0.022116+0.044274i,0.033879+0.062416i,0.039148+0.057212i,0.024537+0.031614i,0.0061464+0.012592i,-0.00064816+0.0045655i,-0.0038323+0.00079666i
0.042292+0.070911i,-0.060495+0.23775i,-0.11004+0.41825i,0.082681+0.44581i,0.29536+0.31078i,0.22935+0.17923i,0.062327+0.16186i,0.0054341+0.14698i,-0.0051895+0.054784i,-0.032641-0.016566i,-0.049812-0.022899i,-0.04237-0.0047537i,-0.021769+0.0073425i,-0.0061673+0.0065809i,0.0011175+0.0018714i,0.006965-0.010171i,0.0039738-0.031135i,-0.012677-0.043478i,-0.026976-0.034017i,-0.023077-0.011667i,-0.010544+0.0036801i,-0.0032084+0.014426i,0.00043737+0.024963i
-0.087651+0.060755i,-0.26318-0.022436i,-0.38912-0.085073i,-0.28863+0.0092944i,-0.08155+0.10373i,-0.0055768+0.046801i,-0.037485-0.010238i,-0.018203-0.0036358i,0.042255-0.0077552i,0.061551-0.024025i,0.044384-0.028637i,0.024831-0.023235i,0.013486-0.01852i,-0.0021476-0.019251i,-0.023425-0.01385i,-0.034383+0.0048869i,-0.030616+0.028711i,-0.018239+0.045133i,-0.0051292+0.037728i,-0.00041328+0.010799i,-0.0032021-0.0063764i,-0.0026618-0.0051265i,0.0033245-0.0031622i
-0.073141-0.098534i,-0.026087-0.28632i,-0.014745-0.37892i,-0.1396-0.17474i,-0.23907+0.11125i,-0.18625+0.1396i,-0.1457+0.0013735i,-0.13865-0.044256i,-0.072777-0.016991i,-0.010488-0.020963i,-0.002581-0.037407i,-0.011942-0.041247i,-0.015053-0.03885i,-0.0083211-0.032556i,0.0055708-0.029597i,0.016657-0.032649i,0.016898-0.039486i,0.0042682-0.047635i,-0.0090508-0.040025i,-0.0066021-0.014628i,0.0028891+0.0039694i,-0.00013581+0.0094862i,-0.0087578+0.011871i
0.10817-0.083834i,0.31437-0.048495i,0.427+0.014187i,0.26472+0.024388i,0.045793+0.0026901i,0.014562-0.022502i,0.039861-0.073427i,-0.0034835-0.071302i,-0.037106-0.0077141i,-0.035724+0.030442i,-0.028951+0.035991i,-0.011437+0.036596i,0.01179+0.030399i,0.02766+0.0083891i,0.028311-0.016799i,0.0098773-0.022653i,-0.016645-0.0015705i,-0.028852+0.036483i,-0.015677+0.059033i,0.0033221+0.046576i,0.012243+0.021407i,0.017652+0.0047638i,0.020058-0.0030484i
0.10709+0.11257i,0.091884+0.32422i,0.010507+0.40976i,-0.099424+0.17227i,-0.17274-0.11479i,-0.12275-0.14084i,0.013926-0.055862i,0.064808-0.047746i,0.029892-0.060764i,0.010918-0.061253i,0.010955-0.061714i,0.015687-0.054762i,0.020855-0.047963i,0.014077-0.034114i,0.0065743-0.0073378i,0.012745+0.016099i,0.026032+0.014721i,0.031472-0.012239i,0.018662-0.031146i,-0.0020506-0.021406i,-0.015234-0.002069i,-0.02287+0.008958i,-0.024911+0.015291i
-0.11228+0.13504i,-0.36013+0.15503i,-0.54935+0.1038i,-0.46013+0.01099i,-0.2054-0.038369i,-0.013833-0.0091618i,0.08016+0.0033874i,0.09146-0.054495i,0.041817-0.10097i,0.0015775-0.1006i,-0.017894-0.082102i,-0.032318-0.049956i,-0.029243-0.013218i,-0.010236+0.0097161i,0.0043587+0.019506i,0.0043891+0.019736i,-0.012436+0.017263i,-0.039011+0.021296i,-0.048595+0.024396i,-0.033637+0.013132i,-0.018198+1.6286e-05i,-0.009869+0.007189i,-0.0011665+0.020721i
-0.15236-0.11779i,-0.21513-0.37249i,-0.17998-0.58814i,-0.013529-0.54093i,0.15586-0.32031i,0.13771-0.14003i,-0.003454-0.027708i,-0.056845+0.025664i,-0.0082878+0.021009i,0.046427+0.0095997i,0.066619+0.0088379i,0.063399+0.0083661i,0.057356+0.0031986i,0.036874-0.0080243i,-0.0056483-0.0082302i,-0.04261+0.010398i,-0.045439+0.023382i,-0.01898+0.017302i,0.0062676+0.0056739i,0.014029-0.0031972i,0.0073159-0.013468i,-0.0084918-0.026727i,-0.024125-0.033224i
0.1119-0.17983i,0.35748-0.32406i,0.56655-0.42768i,0.51631-0.40004i,0.28422-0.23484i,0.10481-0.059811i,0.052859+0.010187i,0.070319+0.0091127i,0.080702+0.0031234i,0.064402+0.0035248i,0.038494+0.00036202i,0.0094223-0.0019444i,-0.012562+0.0070059i,-0.016294+0.019641i,-0.015259+0.022804i,-0.020791+0.02059i,-0.033206+0.020456i,-0.045908+0.023353i,-0.042031+0.031854i,-0.014228+0.033584i,0.011615+0.016257i,0.0117-6.6416e-05i,-0.0016797-0.00099559i
0.20769+0.10211i,0.38798+0.31887i,0.5117+0.50531i,0.45752+0.49923i,0.26917+0.35145i,0.093637+0.14721i,-0.012906-0.054042i,-0.062615-0.13111i,-0.052572-0.085252i,-0.03282-0.025709i,-0.034084+0.014051i,-0.02426+0.040981i,0.00090896+0.040917i,0.015913+0.0061418i,0.0022658-0.041897i,-0.027802-0.069656i,-0.039161-0.069831i,-0.021848-0.04977i,0.00066561-0.022137i,0.0091352-0.0035821i,0.015122+0.00052743i,0.02647-0.012613i,0.028541-0.027281i
-0.07587+0.22244i,-0.23426+0.43859i,-0.2975+0.61939i,-0.1571+0.59907i,-0.0036221+0.38707i,0.039669+0.1796i,0.060841+0.099854i,0.076201+0.075606i,0.060301+0.026656i,0.028408-0.018301i,0.0073905-0.032051i,0.00030319-0.044642i,-0.01128-0.058273i,-0.026976-0.048833i,-0.038707-0.025644i,-0.043042-0.0070926i,-0.042004+0.00083192i,-0.047395-0.0026587i,-0.05321-0.0066883i,-0.039296-0.0039207i,-0.015904-0.0011985i,-0.0084079+0.0012151i,-0.012604+0.0064626i
-0.23267-0.061081i,-0.47233-0.19288i,-0.69841-0.24753i,-0.71639-0.13581i,-0.46832-0.0076231i,-0.12962+0.0070819i,0.10792-0.066109i,0.17086-0.13114i,0.11244-0.1053i,0.054869-0.046587i,0.020195-0.030464i,-0.013607-0.01799i,-0.017977+0.011673i,0.013671+0.021231i,0.045167-0.0015581i,0.049891-0.0314i,0.040499-0.040679i,0.034735-0.023029i,0.029631+9.2562e-07i,0.019719+0.0062839i,0.014298+0.0050497i,0.021851+0.0030924i,0.024252-0.0041372i
0.036858-0.23704i,0.09672-0.46692i,0.022014-0.62123i,-0.19255-0.49441i,-0.28789-0.17096i,-0.17902+0.034327i,-0.087481+0.06987i,-0.077882+0.074654i,-0.047141+0.069314i,-0.0036645+0.044937i,0.0206+0.02806i,0.043683+0.017568i,0.055417+0.00035845i,0.035436-0.014402i,-0.0040133-0.010602i,-0.038036+0.010842i,-0.053318+0.032043i,-0.053499+0.03498i,-0.038669+0.029488i,-0.0098072+0.026871i,0.012874+0.016842i,0.01438-0.0019282i,0.0015969-0.020786i
0.23563+0.008424i,0.46923+0.0024289i,0.62809-0.15711i,0.52227-0.40199i,0.22294-0.42036i,0.025391-0.15346i,0.038106+0.0853i,0.089045+0.12835i,0.057609+0.077175i,0.0075463+0.040633i,0.0012693+0.026292i,0.0051114+0.0092681i,-0.0031737-0.00088045i,0.0039496+0.0084514i,0.025605+0.018728i,0.039647+0.014206i,0.043808+0.0070258i,0.046725+0.01117i,0.045363+0.021378i,0.034575+0.023219i,0.025077+0.019398i,0.02662+0.017948i,0.032976+0.01474i
-0.0028267+0.21497i,0.012573+0.37817i,0.11646+0.3667i,0.1625+0.089294i,0.0076323-0.17902i,-0.15569-0.18323i,-0.1602-0.08168i,-0.10039-0.057892i,-0.043946-0.064154i,-0.0011779-0.052916i,0.0097003-0.018848i,0.018241+0.022485i,0.037684+0.028265i,0.035791-0.0056783i,-0.0029008-0.047268i,-0.058373-0.06409i,-0.089147-0.054387i,-0.088381-0.042123i,-0.072024-0.029572i,-0.040367-0.013115i,-0.0070821-0.0060607i,0.011312-0.01123i,0.017137-0.021219i
-0.20083+0.0032481i,-0.32326+0.044189i,-0.26389+0.2076i,0.014984+0.34068i,0.21736+0.24594i,0.14037+0.072657i,-0.020421+0.024321i,-0.063083+0.026908i,-0.030919-0.0021596i,-0.0079375-0.021713i,-0.0039445-0.013447i,-0.0042765-0.0044471i,-0.0067875+0.0023637i,-0.01214+0.021611i,-0.015777+0.037144i,-0.01283+0.036889i,0.0020849+0.043858i,0.021138+0.061827i,0.020973+0.063227i,0.0037816+0.04273i,-0.0071417+0.023252i,-0.0060026+0.0182i,-1.7356e-05+0.017563i
-0.0013435-0.20091i,-0.0090238-0.32356i,-0.06615-0.33344i,-0.033776-0.24595i,0.142-0.20244i,0.21808-0.20609i,0.14729-0.17155i,0.092836-0.097393i,0.058326-0.017733i,0.028504+0.04172i,0.010846+0.049587i,-0.010531+0.043686i,-0.014787+0.053984i,0.0057765+0.045791i,0.022975+0.005834i,0.0093632-0.035105i,-0.026371-0.043533i,-0.050591-0.028069i,-0.04238-0.0074711i,-0.011298+0.012053i,0.018631+0.019841i,0.036483+0.010813i,0.041152-0.0074643i
