-0.0036841-0.00086017i,-0.0032187-0.0020211i,-0.0033824-0.0015898i,-0.0030874+0.00052669i,-0.0021587+0.0020746i,-0.0016459+0.0017797i,-0.00067847+0.00066426i,8.6687e-05+0.00019284i,-0.00040489-0.00044513i,-0.0001669-0.0011901i,0.00042311-0.00076395i,0.0012105-0.00028919i,0.0010112+0.00010883i,0.0001651+0.0010149i,-0.00039988+0.0012188i,-0.00071212+0.00075696i,1.6808e-05+0.00081226i,9.6632e-05+0.00068716i,-0.00016708+0.00074547i,0.00029022+0.00059104i,-0.00019603+0.0001713i,-0.00049484-0.00032777i,-0.00050029-0.00088123i
-0.13555-0.1251i,-0.14953-0.12282i,-0.14821-0.043023i,-0.11779+0.022068i,-0.079152+0.042472i,-0.046103+0.050314i,-0.017261+0.046068i,-0.0017712+0.032416i,0.0024941+0.020924i,-0.0028994+0.010191i,-0.01169+0.003602i,-0.013088+0.0017299i,-0.010523+0.00091086i,-0.0096887+0.00058495i,-0.0081226-0.00057157i,-0.0047651-0.0018738i,-0.0021645-0.0028045i,-0.00081634-0.0043279i,0.000107-0.0046512i,0.0017849-0.00070455i,0.0040687+0.0042924i,0.0048045+0.0066924i,0.0036532+0.0070682i
-0.14599+0.14635i,-0.1335+0.16817i,-0.049978+0.17324i,0.01096+0.14931i,0.014546+0.10576i,0.012987+0.055301i,0.013893+0.014084i,0.0076255-0.0029501i,0.0068768-0.0048407i,0.0064782-0.0028465i,0.0015504+0.0016901i,-0.0020485+0.0058082i,-0.0028053+0.0079757i,-0.0015875+0.0094861i,-0.0019796+0.0093929i,-0.004669+0.0084266i,-0.0053493+0.0080995i,-0.0029744+0.0087728i,0.0018358+0.0077956i,0.0050458+0.0058506i,0.0046671+0.0056394i,0.0045897+0.0037725i,0.0049215+0.0001624i
0.10178+0.16682i,0.11945+0.13413i,0.13785+0.043585i,0.13117-0.022412i,0.10875-0.039996i,0.074008-0.037825i,0.03433-0.028053i,0.015566-0.016985i,0.0084975-0.011178i,0.0048729-0.0036312i,0.0094193+0.0044166i,0.013566+0.0062671i,0.013489+0.0049713i,0.013441+0.0040764i,0.011863+0.0035041i,0.0093036+0.002189i,0.006258-0.0023111i,0.00075184-0.0081205i,-0.0044182-0.010261i,-0.0045413-0.010835i,-0.0022519-0.012785i,-0.00081769-0.011722i,0.00037553-0.0080028i
0.2237-0.084058i,0.20109-0.097201i,0.10262-0.11922i,0.022866-0.11962i,-0.0030949-0.084115i,-0.014923-0.042304i,-0.021586-0.010602i,-0.018065+0.0025981i,-0.012459-8.9622e-05i,-0.0079561-0.0063959i,-0.0054665-0.011756i,-0.0039765-0.01151i,-0.0013176-0.008486i,-0.00015352-0.0084565i,0.0017007-0.0082065i,0.0041539-0.0056814i,0.0049222-0.0019416i,0.0061698+6.4431e-05i,0.0055132-0.0011784i,0.0020919-0.0012864i,-0.00085842+0.00081983i,-0.0024957+0.0027032i,-0.0038448+0.0033775i
-0.065977-0.21119i,-0.10764-0.17348i,-0.14075-0.080551i,-0.14356-0.012141i,-0.12472-0.0029672i,-0.085849-0.005625i,-0.044124-0.0019015i,-0.023717-0.0015499i,-0.017477+0.0032306i,-0.012761+0.0060988i,-0.011477+0.0021733i,-0.012266-0.002345i,-0.011526-0.0049921i,-0.010171-0.0057293i,-0.0098887-0.006046i,-0.010038-0.0055684i,-0.010717-0.0021017i,-0.011552+0.0038174i,-0.0094947+0.0088249i,-0.0065268+0.009618i,-0.0065929+0.007958i,-0.0076452+0.0062189i,-0.0050892+0.0041895i
-0.23358-0.014119i,-0.17866+0.0088454i,-0.068427+0.062837i,0.0047961+0.095795i,0.030954+0.089525i,0.037182+0.063529i,0.031921+0.03419i,0.02346+0.021246i,0.019436+0.017536i,0.012436+0.013887i,0.0035229+0.013718i,0.00066861+0.012339i,0.00039069+0.0096517i,-0.0011984+0.011513i,-0.003901+0.013092i,-0.0032106+0.011454i,0.002142+0.0055663i,0.0068132-0.002689i,0.0068345-0.0060981i,0.0066859-0.0035661i,0.0082786-0.00071681i,0.0088613-0.00059471i,0.0074584-0.00035296i
-0.0093596+0.26137i,0.034778+0.2433i,0.080326+0.14526i,0.10115+0.05413i,0.085488+0.022771i,0.049802+0.013147i,0.019099+0.0066716i,0.0084278+0.0038332i,0.0095081-0.0030845i,0.0090353-0.0070871i,0.0062718-0.0045674i,0.0026042-0.00089821i,-0.00084943+0.0028576i,0.00050032+0.0052291i,0.0044457+0.0053038i,0.0053537+0.0045202i,0.0021548+0.0048453i,-0.00093145+0.0057165i,-0.00016653+0.0051387i,0.0020933+0.0016287i,0.002967-0.00081123i,0.0029324-0.0017768i,0.0022946-0.0038502i
0.19779+0.080649i,0.14705+0.0081869i,0.063441-0.074602i,0.011027-0.10887i,-0.0068762-0.10846i,-0.012597-0.086301i,-0.01426-0.05356i,-0.015414-0.034188i,-0.019415-0.022368i,-0.015986-0.011723i,-0.0075676-0.0075616i,-0.0022853-0.0069458i,0.0026672-0.0055485i,0.0079373-0.0052634i,0.0098301-0.0085521i,0.0072151-0.012155i,0.0010291-0.013639i,-0.0056991-0.01208i,-0.0087886-0.0087368i,-0.0089548-0.0059741i,-0.0088469-0.0041602i,-0.008694-0.0024256i,-0.007266-0.00088239i
0.15607-0.24517i,0.12354-0.22424i,0.04759-0.11948i,-0.019419-0.03788i,-0.037783-0.0038364i,-0.024105+0.012677i,-0.0051547+0.015519i,0.0051398+0.013698i,0.0049699+0.012635i,8.2735e-05+0.0066843i,-0.0042868+0.00095506i,-0.0029235+0.00010893i,3.607e-05+0.00020527i,-0.0023168-0.0010589i,-0.0077062-0.0017134i,-0.0087584+0.00021095i,-0.0031138+0.0042994i,0.0040848+0.0068249i,0.0062477+0.0066426i,0.002627+0.0067653i,-2.3604e-05+0.0067102i,0.0010682+0.0066814i,0.0029746+0.0054786i
-0.18783-0.11255i,-0.19974-0.021353i,-0.14928+0.052841i,-0.084517+0.076962i,-0.052733+0.071108i,-0.038079+0.050207i,-0.025036+0.026757i,-0.016332+0.014712i,-0.004838+0.012956i,0.0020086+0.010308i,-0.00014152+0.0072755i,-0.0046723+0.0032266i,-0.0088014-0.00067027i,-0.012087-0.0011853i,-0.011205+0.0011602i,-0.0073443+0.0047386i,-0.005686+0.0061338i,-0.0077923+0.0056428i,-0.007294+0.0056577i,-0.0011407+0.0051269i,0.0044083+0.0027583i,0.0054677-0.00091454i,0.0036606-0.0033951i
-0.24249+0.11849i,-0.17807+0.085696i,-0.048434+0.02185i,0.037731-0.0010775i,0.060987-0.0015265i,0.050166-0.011374i,0.021688-0.0146i,0.0022865-0.0090406i,-0.0050179-0.0075173i,-0.0069254-0.0022238i,-0.0031667+0.0051066i,-0.00057753+0.0061102i,7.1644e-05+0.0051411i,0.0026649+0.0060083i,0.0060616+0.0073724i,0.0088354+0.0040223i,0.0095998-0.0030176i,0.0088537-0.0082559i,0.0084162-0.0097134i,0.0076475-0.0085893i,0.003825-0.0074865i,-0.00012382-0.0050899i,-0.0013069-0.0014433i
0.18315+0.22161i,0.25058+0.189i,0.1965+0.11847i,0.10963+0.04271i,0.071764-0.0013853i,0.050551-0.0040547i,0.03298+0.0074464i,0.026818+0.0098414i,0.020054+0.0051659i,0.014564-0.00010517i,0.012144-0.004835i,0.0087701-0.0030451i,0.0054334+0.003254i,0.004225+0.0060348i,0.0038944+0.0037827i,0.0023784+0.00097171i,-0.0012765+0.0015606i,-0.0045408+0.0042161i,-0.0068865+0.0045564i,-0.0091633+0.0020792i,-0.0070208+0.0014596i,-0.0024477+0.0014834i,-0.00020341+0.0002651i
0.19038-0.0081875i,0.080137-0.040109i,-0.030755-0.058993i,-0.067147-0.06785i,-0.07869-0.06101i,-0.074817-0.04201i,-0.049604-0.023847i,-0.031192-0.012555i,-0.021496-0.0015444i,-0.012914+0.003244i,-0.010913-0.00040808i,-0.0098387-0.0037245i,-0.0051226-0.0063797i,-0.0014023-0.010965i,-0.0015594-0.013107i,-0.0041167-0.0095567i,-0.0053388-0.0048232i,-0.0057191-0.0029479i,-0.0054012-0.0017278i,-0.003521+0.0015894i,-0.0020873+0.00458i,-0.0010469+0.0031203i,0.00077571+0.0011046i
-0.040302-0.33043i,-0.062853-0.34656i,-0.023629-0.22725i,-0.0033326-0.077615i,-0.0071512-0.00037033i,0.0012089+0.014699i,0.0037601+0.0052257i,-0.0051667-0.0019982i,-0.0080393-0.0030791i,-0.0090598-0.0033067i,-0.011025-0.00076297i,-0.0063066+0.0010487i,-3.8711e-06+0.00012574i,0.0013906-1.9123e-05i,-0.0010678+0.00080891i,-0.0013413+0.0012402i,0.0018254+0.0018998i,0.0058992+0.0043731i,0.0096347+0.0080251i,0.0095758+0.0086335i,0.0063604+0.0067052i,0.004042+0.0054388i,0.0012508+0.0044409i
-0.15518+0.040319i,-0.10785+0.17717i,-0.054424+0.21045i,-0.020458+0.14731i,0.015792+0.096418i,0.033958+0.062382i,0.02729+0.031067i,0.023497+0.017084i,0.02529+0.0059556i,0.019981-0.00076671i,0.013909+0.001258i,0.007872+0.0028571i,-0.0015682+0.0034339i,-0.0086321+0.0048786i,-0.0078511+0.0076757i,-0.002787+0.0094338i,-0.00011069+0.0061774i,-0.0029405-0.00032411i,-0.0062169-0.0045264i,-0.0027087-0.0062629i,0.0035716-0.0083691i,0.0039692-0.0086036i,0.0014456-0.0072756i
-0.16336+0.24411i,-0.15589+0.20918i,-0.1088+0.082064i,-0.034131-0.0085374i,0.0026294-0.048141i,-0.01462-0.054393i,-0.033759-0.03119i,-0.031424-0.015093i,-0.028982-0.0079963i,-0.024232+0.0026754i,-0.014301+0.0064153i,-0.0094828+0.003131i,-0.0056955+0.0017086i,0.00094616+0.002425i,0.0052027+0.001004i,0.0040301-0.0019125i,0.0014549-0.0026819i,0.00059059-0.0027323i,-0.0004363-0.0042825i,-0.0033591-0.00478i,-0.0059315-0.0023553i,-0.0055523-0.000977i,-0.0026526-0.0011424i
0.25831-0.019147i,0.34964-0.13637i,0.3039-0.14518i,0.16962-0.083083i,0.064981-0.042814i,0.030507-0.018692i,0.025968-0.00031662i,0.0118+0.0059325i,-0.001155+0.0097841i,0.00066097+0.0057808i,0.0032857-0.0024903i,0.0038395+0.00019037i,0.0068365+0.0068754i,0.0082328+0.0067287i,0.0078623+0.0013485i,0.0062596-0.0058477i,0.0015865-0.0074964i,-0.0037184-0.0007899i,-0.0068764+0.0054343i,-0.0087599+0.0058448i,-0.0095461+0.004743i,-0.0064708+0.0058934i,-0.0020614+0.0054346i
0.15976-0.042625i,0.056349+0.0088953i,-0.055924+0.059024i,-0.090226+0.041604i,-0.071578+0.024031i,-0.033122+0.027756i,0.0028941+0.018085i,0.022176+0.0094923i,0.0322+0.0093211i,0.028157+0.0041849i,0.014697+0.0013413i,0.0070844-0.00095511i,0.0021094-0.0079841i,-0.0038486-0.010756i,-0.0085279-0.0074435i,-0.0095311-0.0001841i,-0.0044515+0.0039007i,0.0030892-1.057e-05i,0.0069707-0.0039653i,0.0083004-0.00069287i,0.011144+0.0040874i,0.01156+0.0025007i,0.0068701-0.00097302i
-0.27653-0.18222i,-0.38507-0.1867i,-0.30117-0.14293i,-0.13991-0.05584i,-0.047736+0.0062506i,-0.033228+0.0031509i,-0.041355-0.017035i,-0.036416-0.019443i,-0.025347-0.019418i,-0.025031-0.014738i,-0.024888-0.0060059i,-0.018877-0.0055295i,-0.012371-0.0065681i,-0.0074518-0.00376i,-0.0058155-0.00052617i,-0.0075999+0.0027554i,-0.0084939+0.0061533i,-0.006518+0.0079743i,-0.0019651+0.0074404i,0.0023611+0.0047653i,0.0021615+0.0016866i,0.0007318-0.00052673i,0.0019388+0.0015255i
0.011407+0.035569i,0.18226+0.10479i,0.26093+0.11536i,0.18976+0.075181i,0.11409+0.033366i,0.077802+0.014208i,0.042209+0.014586i,0.014754+0.013491i,-0.0018745+0.0025579i,-0.0041026-0.0015096i,0.0037989-0.00015537i,0.0040669+0.0049974i,-0.001603+0.012176i,-0.0023171+0.014251i,0.0050652+0.012215i,0.014868+0.00563i,0.015096-0.0042575i,0.0051845-0.010011i,-0.0040073-0.0094556i,-0.0073007-0.010956i,-0.0074116-0.014612i,-0.0071506-0.013025i,-0.0054461-0.009043i
0.030148+0.29747i,0.032356+0.32955i,-0.01732+0.21124i,-0.03057+0.050311i,-0.021502-0.039057i,-0.014067-0.034951i,0.0033841-0.0054036i,0.010627+0.0035069i,0.0050417+0.012036i,0.0057421+0.018003i,0.0077426+0.014544i,0.0068902+0.0091962i,0.0082435+0.0030863i,0.0085787-0.0025708i,0.0042909-0.0044039i,0.00014212-0.0017476i,0.00049468+0.0022117i,0.0043194+0.0045271i,0.0059867+0.006078i,0.0040072+0.0096423i,0.0018943+0.012412i,0.00021258+0.0096683i,-0.0021681+0.0040067i
0.020572-0.21581i,-0.038578-0.40532i,-0.084459-0.38096i,-0.08648-0.18303i,-0.076671-0.029369i,-0.068828+0.0013199i,-0.054829-0.0088656i,-0.035393-0.0024107i,-0.016303+0.0065071i,-0.0063491+0.0011311i,-0.0072883-0.0091903i,-0.0053983-0.013254i,-0.00047-0.011211i,0.0016745-0.0060377i,0.00020005-0.0068801i,-0.0077345-0.012719i,-0.017165-0.011899i,-0.018691-0.0043363i,-0.012796+0.001418i,-0.0071036+0.0034187i,-0.0052408+0.0055825i,-0.0014496+0.0082875i,0.0042637+0.0098183i
0.18034-0.08395i,0.20866-0.0087225i,0.18057+0.090668i,0.10816+0.089319i,0.05699+0.044009i,0.052377+0.025704i,0.053319+0.01525i,0.03835+0.0067504i,0.028795-0.0017729i,0.020286-0.0094975i,0.010099-0.0074808i,0.0016869-0.0021574i,-0.0054936+0.00033157i,-0.0084722-0.00050986i,-0.0069304+0.00049679i,-0.00055414+0.0053999i,0.0083564+0.0051995i,0.013396-0.0026872i,0.01203-0.010649i,0.0085713-0.013502i,0.0071955-0.014494i,0.0066227-0.015051i,0.0053902-0.012275i
-0.26661+0.15744i,-0.37212+0.27864i,-0.27716+0.24713i,-0.090245+0.11774i,0.02388+0.022142i,0.033128-0.0095179i,0.0058219-0.014157i,-0.00054014-0.019451i,-0.0051396-0.023192i,-0.016548-0.009901i,-0.019481+0.0079406i,-0.01645+0.01381i,-0.011751+0.01084i,-0.0077634+0.0071789i,-0.0073777+0.0066949i,-0.0069634+0.010902i,-0.0044619+0.015403i,-0.0039116+0.016277i,-0.0042912+0.015958i,-0.0009755+0.014287i,0.0020728+0.010306i,0.0011117+0.0046984i,-0.00089598-0.0007591i
0.019012-0.14894i,0.11928-0.27739i,0.12899-0.31836i,0.034672-0.20138i,-0.04436-0.066643i,-0.066849-0.011489i,-0.064094+0.0035229i,-0.053056+0.011398i,-0.03729+0.014738i,-0.017257+0.012709i,-0.00081172+0.0035255i,0.0052923-0.0027666i,0.0058871-0.00090135i,0.0049188+0.0028806i,0.0087883+0.0023257i,0.014846-0.0065769i,0.0097893-0.015851i,-0.0026627-0.016512i,-0.0081994-0.010945i,-0.0084041-0.0067226i,-0.010469-0.0057265i,-0.010296-0.0024901i,-0.0064291+0.00209i
0.24737+0.1759i,0.3329+0.23462i,0.23459+0.18087i,0.083201+0.053433i,0.0076158-0.023398i,0.013527-0.023416i,0.039721-0.00063249i,0.036091+0.013002i,0.022145+0.020355i,0.020901+0.01556i,0.019619+0.002018i,0.012646-0.005049i,0.0066488-0.0062236i,0.0049642-0.0057669i,0.0051661-0.0051217i,0.0032971-0.0033779i,0.0035207-0.00022665i,0.0081031+0.0012159i,0.0099272-6.9909e-05i,0.0060586+0.00035127i,0.0025934+0.0034855i,0.0026644+0.0038938i,0.0023276+0.0027785i
-0.26614-0.047711i,-0.43451-0.064669i,-0.39258+0.046711i,-0.16953+0.1565i,-0.0042659+0.13981i,0.028116+0.072552i,0.016155+0.026156i,0.015322-0.00039554i,0.016235-0.012497i,0.001673-0.017594i,-0.017468-0.013863i,-0.024347-0.0063428i,-0.01946-0.0014979i,-0.014312-0.0011051i,-0.017034-0.0034062i,-0.023793-0.0014607i,-0.025942+0.0060148i,-0.021087+0.010317i,-0.012033+0.0084691i,-0.0016817+0.0074186i,0.0071656+0.0091145i,0.011672+0.0098503i,0.011208+0.0077324i
0.12233-0.2096i,0.21163-0.28357i,0.23285-0.25612i,0.14049-0.15903i,0.051733-0.047725i,0.0073854-0.001653i,-0.022905-0.0081334i,-0.030115-0.0039146i,-0.016685+0.00075897i,-0.0058964+7.3383e-05i,0.00086314+0.003849i,0.0071126+0.0079503i,0.0089135+0.0075307i,0.0059615+0.0051183i,0.005578+0.0056474i,0.011353+0.0065132i,0.017512+0.0009982i,0.017566-0.0066729i,0.0098485-0.0085361i,0.00071522-0.0091302i,-0.0051311-0.01351i,-0.0069273-0.016387i,-0.0057722-0.015148i
0.041158+0.34713i,0.05868+0.47848i,0.1045+0.30649i,0.10689-0.013132i,0.045125-0.18533i,0.012269-0.15877i,0.021237-0.074838i,0.017443-0.03162i,-0.0025274-0.012359i,-0.0081011+0.0072031i,0.0027096+0.015579i,0.011081+0.011111i,0.011741+0.0063023i,0.0087131+0.0052149i,0.0070069+0.0078156i,0.0069889+0.0082121i,0.004169+0.0039012i,-0.00037787+0.0017518i,-0.0024672+0.0036952i,-0.0019407+0.0059265i,-0.002479+0.004806i,-0.0057767+0.0011883i,-0.0084205+0.00018414i
-0.17684-0.18652i,-0.28304-0.24626i,-0.34967-0.13676i,-0.30346+0.078582i,-0.17498+0.169i,-0.083642+0.12215i,-0.0495+0.06581i,-0.027227+0.034201i,-0.0095587+0.013927i,-0.0020332-0.0021023i,-0.0052969-0.014273i,-0.012463-0.017422i,-0.01561-0.013551i,-0.011446-0.0097893i,-0.0041408-0.014113i,-0.0039975-0.020789i,-0.011333-0.015007i,-0.014628-0.0026324i,-0.0070474+0.0022624i,0.0039719+0.00042734i,0.010229+0.0017065i,0.012703+0.0084603i,0.013132+0.011765i
0.31076-0.13103i,0.44494-0.16355i,0.35265-0.12027i,0.16027-0.026317i,0.049515+0.073429i,0.019308+0.097448i,0.0057597+0.057257i,-0.0055811+0.033015i,-0.0025555+0.027175i,0.005229+0.013624i,0.0047903+0.0034446i,0.00023244+0.0012193i,-0.0019101-0.00043134i,-0.0014534-0.0027579i,-8.5304e-05-0.0025485i,0.0016552+0.0017094i,0.0052411+0.0048279i,0.0089822+0.0030566i,0.0034463-0.0010766i,-0.0099047-0.0011801i,-0.016508+0.00019141i,-0.012018-0.0028642i,-0.0049111-0.0074342i
-0.28086+0.27109i,-0.31182+0.35869i,-0.099301+0.2938i,0.15628+0.073336i,0.20052-0.12407i,0.12138-0.15294i,0.076173-0.094789i,0.056406-0.058061i,0.024603-0.03872i,-0.0060373-0.01479i,-0.017281+0.0052718i,-0.012791+0.014787i,-0.0078184+0.016354i,-0.010982+0.017072i,-0.018601+0.019069i,-0.020822+0.020459i,-0.013+0.015539i,-0.0062969+0.0037179i,-0.0062233-0.0014518i,-0.0036663+0.0036212i,0.002548+0.0074631i,0.0039474+0.006679i,0.0016955+0.0045807i
-0.072806-0.23012i,-0.14677-0.34104i,-0.19903-0.27865i,-0.20257-0.10713i,-0.12994-0.00011753i,-0.054755+0.0087182i,-0.0375+0.0033597i,-0.031633+0.0067362i,-0.01134+0.0019693i,0.0036687-0.0049142i,0.0096981-0.006185i,0.0088679-0.0038584i,0.0065557+0.00010614i,0.008896+0.0020244i,0.01534-0.00057718i,0.020102-0.0066121i,0.014604-0.0094746i,0.0054424-0.0035042i,0.0079032+0.0043399i,0.016748+0.0010498i,0.017921-0.0086789i,0.013028-0.011241i,0.0083949-0.0059038i
0.41738+0.22297i,0.51219+0.26212i,0.35039+0.10556i,0.067187-0.046984i,-0.091453-0.025425i,-0.091241+0.037142i,-0.054828+0.034275i,-0.038592+0.021272i,-0.023194+0.021661i,-0.0021545+0.017548i,0.011379+0.0090437i,0.014829-0.00048939i,0.015262-0.0091358i,0.016565-0.011799i,0.018177-0.0067702i,0.016056-0.0024493i,0.010424-0.0036029i,0.0021917-0.0065493i,-0.0066092-0.0087415i,-0.015607-0.0061612i,-0.024056-0.0013584i,-0.026198-0.00055115i,-0.022104-0.0032629i
-0.32159-0.06571i,-0.40862+0.013469i,-0.26585+0.13499i,-0.035663+0.17514i,0.041788+0.088043i,0.00096593+0.0075399i,-0.00031284-0.0045853i,0.022597-0.007334i,0.011581-0.011819i,-0.010295-0.0095664i,-0.020501-0.010771i,-0.022221-0.010597i,-0.019027-0.0071551i,-0.020895-0.0084583i,-0.029862-0.013107i,-0.034103-0.010726i,-0.026996+0.0013591i,-0.01297+0.0098911i,-0.0025858+0.0064407i,0.002492+0.0023518i,0.0094821+0.0059396i,0.014654+0.0127i,0.013939+0.015247i
0.080857-0.36818i,0.12473-0.48149i,0.067784-0.34456i,0.034411-0.089037i,0.10484+0.052197i,0.14285+0.055456i,0.082063+0.033086i,0.024754+0.028171i,0.011677+0.017254i,0.0076414+0.0026592i,-1.3282e-05-0.00035314i,-0.0080186+0.0026167i,-0.0132+0.0064353i,-0.010406+0.011488i,-0.0019476+0.011161i,0.004134+0.0048133i,0.0053501-0.0012236i,0.0015036-0.0020571i,-0.0012245+0.0030697i,0.0011469+0.0059622i,0.0045441+0.00021634i,0.0079415-0.0077308i,0.0098885-0.010506i
-0.023304+0.52497i,0.042195+0.61926i,0.11461+0.34863i,0.10339-0.033858i,0.030716-0.16456i,0.0046243-0.098869i,0.014559-0.052311i,0.0040509-0.040832i,-0.0059636-0.018762i,-0.0028809+0.0050793i,0.0013001+0.018988i,0.0066341+0.020991i,0.010631+0.013816i,0.0098221+0.010638i,0.0080928+0.018423i,0.0082313+0.023813i,0.0088005+0.012725i,0.0058329-0.0063535i,-0.0018016-0.012744i,-0.0089316-0.0029073i,-0.014155+0.0063362i,-0.018214+0.005213i,-0.017865-0.00081189i
-0.18436-0.14525i,-0.31052-0.19397i,-0.29762-0.083752i,-0.22882+0.03795i,-0.22806+0.021579i,-0.23006-0.034239i,-0.15336-0.032566i,-0.058902-0.01613i,-0.020037-0.011939i,-0.012683-0.0084653i,-0.0038693-0.0081396i,0.0047669-0.0052793i,0.012131+0.0021712i,0.015689+0.00053168i,0.011966-0.013853i,0.0038891-0.021497i,-0.0045747-0.0083241i,-0.0061251+0.013605i,0.0037055+0.019607i,0.015253+0.0047831i,0.017823-0.0089134i,0.014604-0.0063523i,0.011031+0.002914i
0.5368-0.18199i,0.65012-0.24921i,0.44906-0.20393i,0.19329-0.028719i,0.14685+0.12237i,0.16574+0.13248i,0.097868+0.08727i,0.0249+0.065455i,0.011294+0.040504i,0.012963+0.0071268i,0.007954-0.012391i,0.00026368-0.019572i,-0.0074891-0.019626i,-0.0078776-0.013465i,-0.00076542-0.0062918i,0.0059615-0.0073131i,0.0061426-0.016103i,0.00044723-0.021888i,-0.0054586-0.019526i,-0.0099649-0.011517i,-0.011134-0.0063981i,-0.0087603-0.0071909i,-0.0061083-0.0083383i
-0.38095+0.20017i,-0.45938+0.34641i,-0.26685+0.28219i,0.00062243+0.073901i,0.10512-0.036202i,0.093658-0.0157i,0.071267+0.00044893i,0.0464-0.012119i,0.019408-0.010224i,0.0021173+0.0031895i,-0.0091714+0.011354i,-0.014199+0.0067879i,-0.016384-0.0060235i,-0.021908-0.010649i,-0.027513-0.0021539i,-0.02665+0.013669i,-0.013203+0.02301i,0.0032169+0.015788i,0.0036705+0.0048645i,-0.0027474+0.0064449i,-0.0012353+0.014922i,0.0035831+0.017224i,0.0050105+0.013616i
-0.17469-0.34569i,-0.20749-0.44157i,-0.21543-0.30785i,-0.22121-0.13347i,-0.24412-0.10765i,-0.24633-0.11731i,-0.168-0.075687i,-0.074303-0.038884i,-0.033879-0.01848i,-0.019708-0.0016441i,-0.0090818+0.0059656i,-0.0057053+0.017583i,-0.0032774+0.034303i,0.0016547+0.037252i,0.0077077+0.021428i,0.0086049+0.0021269i,-0.0020379-0.0042752i,-0.013299+0.0055022i,-0.0082948+0.016168i,0.005748+0.010555i,0.01229-0.0035414i,0.012665-0.010017i,0.013106-0.0091577i
0.41807+0.44231i,0.60683+0.47749i,0.53977+0.2789i,0.32741+0.089545i,0.21552+0.060671i,0.19846+0.050764i,0.12785+0.017277i,0.040171+0.012923i,0.011493+0.0094713i,0.0091069-0.0059382i,0.0077495-0.0097115i,0.01126-0.0064528i,0.013226-0.0056425i,0.012378-0.0023132i,0.013293+0.0063675i,0.016546+0.0079844i,0.019516-0.0070711i,0.015172-0.02574i,0.0051431-0.026341i,-0.0042845-0.01051i,-0.01394+0.0033843i,-0.022151+0.0048386i,-0.024817-8.1439e-05i
-0.32813-0.0058316i,-0.50274-0.016307i,-0.42183+0.032447i,-0.19149+0.078646i,-0.048954+0.080953i,-0.0084276+0.078431i,0.0066467+0.055175i,0.0091006+0.022042i,0.005062+0.012067i,0.001538+0.010844i,-0.0035035+0.0045375i,-0.0011447-0.0082113i,0.0090528-0.02615i,0.014524-0.039659i,0.0067298-0.03996i,-0.0063546-0.023643i,-0.012489+0.0063141i,-0.0076705+0.03075i,0.00157+0.028147i,0.0058618+0.0092054i,0.0099668-1.4468e-05i,0.016204+0.0041673i,0.017062+0.011043i
0.32085-0.48309i,0.33121-0.59402i,0.13889-0.45721i,-0.070598-0.22966i,-0.16005-0.10435i,-0.19277-0.071707i,-0.16112-0.033564i,-0.08022-0.0018327i,-0.030469+0.0057187i,-0.012978+0.010516i,-0.0024494+0.0087023i,-0.0081898+0.0065858i,-0.023445+0.015526i,-0.028711+0.024242i,-0.021185+0.017791i,-0.011895-0.0017208i,-0.0076552-0.017967i,-0.007953-0.023023i,-0.0066556-0.017672i,-0.0036821-0.012556i,-0.0025065-0.016095i,-0.00059281-0.020093i,0.004628-0.017864i
-0.11626+0.47394i,-0.0083326+0.67324i,0.20229+0.52943i,0.32484+0.19746i,0.30688-0.011667i,0.25508-0.051557i,0.18135-0.032615i,0.096162-0.016647i,0.047254-0.016053i,0.024619-0.020037i,0.0097866-0.015784i,0.001024-0.0077499i,-0.0054153-0.00078544i,-0.011249+0.0074378i,-0.013372+0.020381i,-0.0078202+0.032i,0.0040758+0.0249i,0.013437+0.0020355i,0.0084973-0.0084086i,-0.0037648+0.0050663i,-0.010988+0.021412i,-0.013638+0.021291i,-0.015784+0.0087439i
-0.3878-0.25766i,-0.50593-0.34197i,-0.45956-0.24192i,-0.32661-0.056421i,-0.19552+0.054486i,-0.093461+0.078643i,-0.032691+0.043069i,-0.019563+0.0062802i,-0.02063+0.0016271i,-0.016861+0.00023751i,-0.017846-0.00078268i,-0.0070695+0.0050281i,0.018765+0.0038232i,0.038029-0.0045135i,0.039889-0.013692i,0.025236-0.016256i,0.0013676-0.0020768i,-0.018906+0.022812i,-0.018207+0.033385i,0.001441+0.019172i,0.018849+0.0015569i,0.026346-0.00019895i,0.025642+0.0060648i
0.61053+0.11254i,0.73119+0.0053764i,0.4665-0.11761i,0.099201-0.10151i,-0.096482-0.0026843i,-0.15169+0.021017i,-0.14737+0.0050733i,-0.09559+0.011236i,-0.046215+0.019171i,-0.022447+0.022996i,-0.0038897+0.020403i,-0.00023138+0.010089i,-0.015396+0.0022935i,-0.027205+0.00041581i,-0.022433-0.00067181i,-0.0067159-0.011984i,0.0068636-0.02812i,0.014117-0.03526i,0.013464-0.032326i,0.0024851-0.02404i,-0.010746-0.015347i,-0.016485-0.0086967i,-0.01333-0.0038042i
