-0.0036841-0.00086017i,-0.0032187-0.0020211i,-0.0033824-0.0015898i,-0.0030874+0.00052669i,-0.0021587+0.0020746i,-0.0016459+0.0017797i,-0.00067847+0.00066426i,8.6687e-05+0.00019284i,-0.00040489-0.00044513i,-0.0001669-0.0011901i,0.00042311-0.00076395i,0.0012105-0.00028919i,0.0010112+0.00010883i,0.0001651+0.0010149i,-0.00039988+0.0012188i,-0.00071212+0.00075696i,1.6808e-05+0.00081226i,9.6632e-05+0.00068716i,-0.00016708+0.00074547i,0.00029022+0.00059104i,-0.00019603+0.0001713i,-0.00049484-0.00032777i,-0.00050029-0.00088123i
-0.30484+0.24706i,-0.35296+0.41024i,-0.13474+0.42677i,0.16952+0.23145i,0.29687-0.011151i,0.24837-0.10278i,0.16218-0.0589i,0.098246-0.012687i,0.059463-0.0048592i,0.035344-0.004714i,0.019967-0.0041868i,0.0086957-0.005936i,-0.00047498-0.0067647i,-0.0088629-0.0055321i,-0.016953+0.0004355i,-0.021658+0.014203i,-0.01591+0.02643i,-0.0019655+0.024379i,0.0029259+0.014476i,-0.0036678+0.010627i,-0.0079562+0.012441i,-0.0086854+0.010337i,-0.0098434+0.0049505i
-0.009033-0.63138i,-0.093105-0.76709i,-0.17741-0.55148i,-0.20837-0.23051i,-0.15939-0.040198i,-0.077416+0.030304i,-0.021021+0.029905i,-0.012623+0.0061366i,-0.018005-0.00041864i,-0.012328-0.0092169i,-0.013641-0.019216i,-0.014125-0.0094918i,0.0011889+0.0079345i,0.019087+0.015045i,0.024257+0.009545i,0.014751-0.0026182i,-0.0018397-0.0099752i,-0.018197-0.0050446i,-0.020881+0.0060822i,-0.0063183+0.0070807i,0.010469-0.0050273i,0.020149-0.014336i,0.023516-0.013419i
0.15836+0.51024i,0.30762+0.57913i,0.30068+0.32379i,0.10089+0.08132i,-0.097377+0.066651i,-0.15394+0.096525i,-0.11793+0.053535i,-0.063952+0.011118i,-0.030287+0.0012796i,-0.01871+0.0089159i,-0.009855+0.017121i,-0.0034579+0.0089279i,-0.0088958-0.0085676i,-0.017499-0.014197i,-0.013144-0.0057034i,0.0044167+0.0025765i,0.019064-0.00028038i,0.023136-0.013369i,0.018643-0.022946i,0.0079209-0.016516i,-0.0036302+0.00097938i,-0.010292+0.013211i,-0.014322+0.01266i
-0.42946+0.01599i,-0.54735+0.099196i,-0.37126+0.15571i,-0.041573+0.095201i,0.14944-0.042636i,0.15859-0.11853i,0.099968-0.088057i,0.048771-0.03677i,0.021445-0.016746i,0.0062722-0.0061235i,0.0028076+0.0036297i,0.0021387+0.0045599i,-0.00087438+0.0027i,-0.0017056-0.0018999i,-0.0044178-0.0053605i,-0.010395-0.00010254i,-0.015987+0.011392i,-0.015234+0.021341i,-0.0093657+0.020646i,-0.003391+0.011454i,0.0015412+0.0039965i,0.0032167+1.8894e-05i,0.0024865+0.0010237i
0.62029-0.33777i,0.71579-0.53307i,0.41495-0.44688i,0.088099-0.1752i,0.032403-0.0031909i,0.067102+0.019214i,0.039022+0.0094124i,0.00046809+0.017109i,-0.0072403+0.019655i,0.0035713+0.00077863i,0.0073352-0.018614i,0.0042011-0.015277i,0.0047167+0.0024917i,0.0049988+0.012297i,0.00016898+0.0034993i,-0.0064242-0.014796i,-0.0083594-0.024957i,-0.011119-0.021377i,-0.016964-0.0095853i,-0.019685-0.0027255i,-0.017631-0.0060009i,-0.0089425-0.0098229i,0.0040428-0.011498i
-0.27342+0.34183i,-0.26535+0.48905i,-0.111+0.40046i,-0.043866+0.19702i,-0.13633+0.11525i,-0.19098+0.12449i,-0.12116+0.097078i,-0.032678+0.046349i,0.0038198+0.022203i,0.0022357+0.021368i,-0.0068886+0.022062i,-0.0063603+0.017112i,0.00055226+0.005427i,0.0023168-0.00085071i,0.0038479+0.0098202i,0.010398+0.024081i,0.014014+0.026108i,0.01691+0.013971i,0.017613-0.00014093i,0.013154+0.0010263i,0.0075927+0.013539i,0.00084143+0.02097i,-0.01006+0.017649i
-0.37548-0.36447i,-0.57142-0.42203i,-0.44961-0.29592i,-0.13265-0.19201i,0.048057-0.20711i,0.058411-0.18871i,0.031352-0.10972i,0.0091671-0.064593i,-0.013782-0.047711i,-0.024615-0.027883i,-0.023573-0.0091336i,-0.020301-0.0040464i,-0.017608-0.0045519i,-0.010953-0.00053954i,-0.0012731+0.00037683i,0.00216-0.00064138i,-0.0019146+0.0031746i,-0.0039335+0.010951i,0.0034119+0.016458i,0.016427+0.011275i,0.024151-0.0023764i,0.021617-0.011665i,0.018656-0.0095872i
0.60993+0.37121i,0.86262+0.38916i,0.66267+0.2043i,0.26443+0.073019i,0.12262+0.087234i,0.15918+0.05871i,0.11497-0.0052334i,0.026486+0.003986i,0.0023424+0.02421i,0.016058+0.010016i,0.027772-0.0068591i,0.024598-0.010038i,0.0084183-0.0052898i,-0.0041418-0.0080146i,-0.0094835-0.019539i,-0.0091808-0.030151i,-0.0051556-0.034533i,-0.0063354-0.033208i,-0.016039-0.028369i,-0.02735-0.02368i,-0.032055-0.022061i,-0.026372-0.017434i,-0.014753-0.011768i
-0.31748+0.019466i,-0.39757+0.12351i,-0.29873+0.21531i,-0.18766+0.22785i,-0.20256+0.19011i,-0.22424+0.15975i,-0.14868+0.1229i,-0.045991+0.067582i,0.00077966+0.035211i,0.0039224+0.029233i,-0.0037669+0.022883i,-0.0074015+0.016566i,-0.00024649+0.01631i,0.0042352+0.019002i,-0.00039879+0.024684i,-0.0051317+0.03012i,-0.0074914+0.027105i,-0.0074905+0.016256i,-0.0038182+0.0057829i,-0.00025408+0.0057336i,0.0033983+0.016027i,0.0044318+0.021767i,-0.0023023+0.018803i
0.052972-0.60501i,-0.028894-0.87532i,-0.066173-0.75962i,0.045774-0.45527i,0.14432-0.2908i,0.092102-0.20518i,0.018376-0.11046i,-0.0026648-0.066132i,-0.012768-0.059629i,-0.019144-0.044866i,-0.021117-0.025963i,-0.018003-0.013811i,-0.0073859-0.010777i,-0.00067026-0.0084608i,0.00076912-0.0036852i,0.00082749-0.00052594i,-0.00098362+0.0063928i,-0.00053753+0.017856i,0.0043984+0.026645i,0.0095971+0.028413i,0.0108+0.020435i,0.0088705+0.0069762i,0.010677-0.0012615i
0.00020739+0.64481i,0.11102+0.86844i,0.1791+0.6532i,0.13238+0.25236i,0.10109+0.056271i,0.14913+0.00028555i,0.13859-0.033104i,0.06738-0.012127i,0.03153+0.019266i,0.022223+0.017125i,0.019243+0.013456i,0.019419+0.010363i,0.011565-0.0003063i,0.0059216-0.010069i,0.0086464-0.015761i,0.014706-0.017699i,0.02025-0.021063i,0.01998-0.027102i,0.011461-0.031573i,-0.0007054-0.033192i,-0.0084196-0.030126i,-0.0085483-0.020963i,-0.0078501-0.012625i
-0.19286-0.091144i,-0.31391-0.024022i,-0.34726+0.11784i,-0.34906+0.20247i,-0.3642+0.20055i,-0.31076+0.17364i,-0.18027+0.12382i,-0.074953+0.066443i,-0.031419+0.036985i,-0.020545+0.026002i,-0.022529+0.011154i,-0.026594+0.0029779i,-0.026308+0.0084639i,-0.023541+0.013623i,-0.021077+0.014705i,-0.019715+0.013972i,-0.018874+0.0088645i,-0.016504+0.0010296i,-0.010438-0.003503i,0.0011122-0.0014061i,0.013079+0.0035908i,0.016874+0.0067457i,0.014979+0.0080764i
0.52194-0.33167i,0.67662-0.6175i,0.55753-0.6433i,0.37515-0.37647i,0.29001-0.14119i,0.17313-0.063431i,0.039744-0.025363i,-0.012773-0.011995i,-0.022956-0.021738i,-0.014898-0.018671i,0.0022128-0.01494i,0.0049484-0.016633i,0.0041615-0.01238i,0.0076396-0.0071306i,0.0060641-0.0082564i,-0.0012403-0.010274i,-0.0093553-0.0017197i,-0.015916+0.014628i,-0.016653+0.026838i,-0.017588+0.028685i,-0.024444+0.022435i,-0.027197+0.013975i,-0.018824+0.0059655i
-0.42063+0.26642i,-0.48989+0.45387i,-0.28613+0.40218i,-0.0098042+0.1375i,0.13445-0.065956i,0.17615-0.11842i,0.14567-0.10139i,0.082649-0.046006i,0.049715-0.0017447i,0.031578+0.0024159i,0.016607+0.0033583i,0.015293+0.0099582i,0.016141+0.010058i,0.015252+0.010115i,0.016981+0.01332i,0.020159+0.013862i,0.021794+0.0069335i,0.021823-0.0041692i,0.01554-0.011101i,0.0053788-0.012573i,0.0034156-0.012662i,0.0062958-0.014045i,0.0017933-0.011575i
-0.12281-0.12418i,-0.27405-0.084263i,-0.3715+0.033444i,-0.38335+0.087163i,-0.37117+0.054772i,-0.30298+0.048963i,-0.16241+0.050531i,-0.057547+0.013555i,-0.020744-0.014241i,-0.016995-0.019331i,-0.03031-0.014085i,-0.03714-0.0027315i,-0.030922+0.00093885i,-0.024822-0.004207i,-0.023165-0.0081781i,-0.021693-0.0033318i,-0.016725+0.0047451i,-0.01143+0.0048298i,-0.0044228-0.00012018i,0.009944-0.002524i,0.025467-0.0006149i,0.030813+0.004055i,0.025919+0.005394i
0.4779+0.1877i,0.7785+0.078397i,0.74747-0.092186i,0.44319-0.080227i,0.20514+0.056585i,0.091328+0.092828i,0.0061752+0.06182i,-0.028584+0.045835i,-0.026019+0.029885i,-0.014281+0.027477i,0.0078654+0.029212i,0.019669+0.018105i,0.015202+0.0074039i,0.0067069+0.0015342i,0.0020287-0.00045036i,0.0042819-0.0065158i,0.0058581-0.015148i,0.0050729-0.014691i,0.0052377-0.010323i,-0.0031146-0.0093639i,-0.023446-0.0072877i,-0.038286-0.0015428i,-0.033783+0.0012279i
-0.27387-0.15282i,-0.39375-0.13046i,-0.29802-0.051894i,-0.057636-0.042729i,0.10458-0.085894i,0.12998-0.097518i,0.09138-0.080844i,0.047222-0.039853i,0.025437+0.0020295i,0.01758+0.0095725i,0.013329-0.00016468i,0.013619-0.007938i,0.01171-0.0054039i,0.0092519+0.0094369i,0.011391+0.020684i,0.011226+0.018006i,0.0056571+0.0078386i,-0.0018935+0.00077386i,-0.0095206+0.00066039i,-0.011266+0.003129i,-0.0028328+0.00071588i,0.0083968-0.0069938i,0.012981-0.0081797i
-0.051492-0.12307i,-0.23696-0.1374i,-0.37886-0.043752i,-0.33749+0.044262i,-0.21784+0.033398i,-0.14401+0.0029104i,-0.079066+0.0038725i,-0.025489-0.011379i,-0.0053308-0.031025i,-0.0025579-0.038365i,-0.019572-0.036675i,-0.03774-0.019381i,-0.03309-0.0067468i,-0.016647-0.015167i,-0.009295-0.02935i,-0.014768-0.023863i,-0.020621-0.00047478i,-0.019872+0.015978i,-0.015195+0.019884i,-0.0047072+0.018893i,0.012023+0.017152i,0.023984+0.016647i,0.021836+0.012189i
0.063906+0.32843i,0.30002+0.41288i,0.45056+0.30237i,0.32178+0.1407i,0.10713+0.086332i,0.018069+0.095267i,-0.0091679+0.085563i,-0.026101+0.063649i,-0.030486+0.041011i,-0.026156+0.033999i,-0.0097807+0.033365i,-0.0011104+0.019158i,-0.0070285+0.0036239i,-0.016139-0.0019799i,-0.019489+0.00020226i,-0.0097543-0.0012776i,0.0073904-0.010928i,0.020271-0.017603i,0.024872-0.015557i,0.01683-0.0088555i,-0.0057111-0.0019903i,-0.026917+0.001876i,-0.032577+0.0026613i
0.072404-0.16787i,0.073322-0.20885i,0.06407-0.21208i,0.076965-0.18567i,0.096741-0.12199i,0.093275-0.068015i,0.071377-0.057299i,0.034764-0.039354i,0.013082-0.0031408i,0.0083777+0.0078599i,0.0085858+0.00043904i,0.019035-0.0020336i,0.024054+0.0029452i,0.019596+0.019007i,0.02093+0.037563i,0.021889+0.039378i,0.0088374+0.025618i,-0.011052+0.0097141i,-0.020772-0.0010475i,-0.014309-0.0059794i,0.0024441-0.012021i,0.013347-0.018291i,0.01593-0.015872i
-0.012091-0.055896i,-0.1743-0.15813i,-0.3267-0.1439i,-0.27705-0.023885i,-0.11983+0.0082444i,-0.039216-0.048739i,-0.030828-0.057432i,-0.014432-0.032004i,0.0067103-0.019882i,0.014632-0.013733i,0.0019627-0.008004i,-0.018491+0.0034323i,-0.01844+0.016696i,-0.0008075+0.012038i,0.0073731-0.0099416i,0.00022801-0.017691i,-0.003598-0.0020122i,-8.6441e-05+0.015196i,-0.00017892+0.015725i,-0.0038827+0.0029116i,-0.0041075-0.0042795i,0.003419+0.00042911i,0.0099883+0.0042277i
-0.12642+0.01733i,-0.016708+0.14035i,0.11835+0.21631i,0.11066+0.15341i,0.034178+0.046448i,-0.0024764+0.011566i,-0.010491+0.031706i,-0.015678+0.046709i,-0.016204+0.035362i,-0.012462+0.022173i,-0.0034279+0.013973i,0.00073565-0.0047514i,-0.0025958-0.026674i,-0.010931-0.039661i,-0.020031-0.040766i,-0.019114-0.039989i,-0.0095095-0.04356i,0.00061133-0.038906i,0.0048707-0.019896i,-0.0020962+0.0042777i,-0.016151+0.022416i,-0.023286+0.027765i,-0.02073+0.02215i
0.15575+0.089529i,0.19648+0.095095i,0.22631+0.035641i,0.20602-0.045295i,0.092795-0.035071i,0.0011538+0.023204i,0.0038895+0.028536i,0.034421-0.0013495i,0.03373-0.019375i,0.010927-0.02347i,-0.0020834-0.015198i,0.0062366+2.838e-05i,0.01309+0.0086937i,0.010223+0.02101i,0.010196+0.041841i,0.012766+0.053962i,0.0070567+0.047486i,-0.0042016+0.026812i,-0.0060561+0.0082909i,0.010773-0.000257i,0.033273-0.0095225i,0.036194-0.020817i,0.023648-0.024106i
-0.1325+0.014146i,-0.21655-0.096965i,-0.29868-0.17579i,-0.28456-0.093009i,-0.17333+0.013526i,-0.10884+0.020595i,-0.097097-0.018445i,-0.071361-0.046049i,-0.045501-0.049369i,-0.031361-0.022712i,-0.019926+0.0070794i,-0.016661+0.020615i,-0.021713+0.028099i,-0.025938+0.027974i,-0.025026+0.014198i,-0.020481+0.0037281i,-0.010399+0.0091698i,0.0010136+0.016306i,0.0043298+0.0087821i,-0.0070331-0.0062934i,-0.021439-0.01163i,-0.019599-0.00653i,-0.0098477-0.0015889i
0.12966-0.15769i,0.15464-0.093427i,0.14535+0.029357i,0.10894+0.064451i,0.11045+0.031784i,0.15337+0.010994i,0.12175+0.014856i,0.022845+0.032729i,-0.029455+0.045507i,-0.018915+0.031512i,0.0010657-0.0011168i,0.0063418-0.031205i,0.0087486-0.045609i,0.015307-0.048603i,0.018695-0.049528i,0.01255-0.054063i,-0.003069-0.059284i,-0.020707-0.051147i,-0.030807-0.02576i,-0.030865+0.0020037i,-0.026785+0.020175i,-0.021598+0.030249i,-0.015267+0.032486i
0.0055989+0.20464i,0.075723+0.2786i,0.15418+0.24914i,0.17949+0.12369i,0.12335-0.0013073i,0.066678-0.029224i,0.058861+0.0014416i,0.054652+0.032406i,0.045766+0.048573i,0.032388+0.029489i,0.0046152+0.0012772i,-0.014594+0.0031228i,-0.011619+0.018835i,-0.00032998+0.030326i,0.0064518+0.040803i,0.0097196+0.050218i,0.015299+0.053629i,0.020491+0.04492i,0.026421+0.026873i,0.040992+0.0080135i,0.056188-0.013776i,0.051405-0.034858i,0.034059-0.038957i
-0.2349-0.1959i,-0.3466-0.30955i,-0.36362-0.34551i,-0.31516-0.23961i,-0.28033-0.084907i,-0.26557-0.017917i,-0.20317-0.02034i,-0.096551-0.030936i,-0.025768-0.028461i,-0.0063988-0.0060394i,-0.012324+0.01984i,-0.023541+0.031554i,-0.028676+0.023931i,-0.034614+0.0044468i,-0.041158-0.011299i,-0.03832-0.011052i,-0.022433-0.0004644i,-6.0078e-05+0.005523i,0.0076197-0.00018258i,-0.012752-0.007195i,-0.040226+9.1062e-05i,-0.041649+0.012845i,-0.021968+0.010395i
0.27549+0.091233i,0.35299+0.093355i,0.27538+0.10595i,0.16328+0.12488i,0.14807+0.11152i,0.15848+0.061677i,0.10223+0.024248i,0.039986+0.020394i,0.020694+0.0083669i,0.01569-0.013098i,0.01981-0.018896i,0.032441-0.020042i,0.034741-0.015806i,0.033723-0.001988i,0.040619+0.0016324i,0.041309-0.01581i,0.019034-0.041309i,-0.016682-0.048904i,-0.037138-0.026143i,-0.02831+0.0043164i,-0.0086618+0.019634i,0.0016627+0.024673i,0.0015747+0.028886i
-0.1038+0.16739i,-0.055007+0.32562i,0.071187+0.37039i,0.17371+0.23019i,0.19709+0.036279i,0.15584-0.067494i,0.099873-0.063273i,0.058867-0.032845i,0.025019-0.02807i,-0.0064217-0.021682i,-0.0088791-0.0083101i,0.0046974-0.0055807i,0.0055671-0.0048987i,-0.0016779+0.0060366i,-0.0088101+0.021171i,-0.011327+0.033671i,-0.0035245+0.043153i,0.0080602+0.042401i,0.01553+0.026989i,0.024719+0.0068306i,0.038078-0.013703i,0.039106-0.033395i,0.024979-0.040712i
-0.024569-0.34653i,-0.15643-0.55537i,-0.22515-0.58415i,-0.19877-0.41874i,-0.19377-0.19603i,-0.20061-0.022451i,-0.13741+0.033035i,-0.062523-0.0083927i,-0.045438-0.023589i,-0.036927+0.010515i,-0.03063+0.026111i,-0.038836+0.01961i,-0.034256-0.0031586i,-0.027669-0.038421i,-0.033516-0.053003i,-0.037394-0.041391i,-0.028046-0.025402i,-0.0083177-0.014361i,0.0067074-0.011509i,-0.0039192-0.013068i,-0.034859-0.0011217i,-0.04857+0.018272i,-0.037161+0.019802i
0.067078+0.23353i,0.1693+0.29213i,0.17493+0.2079i,0.081133+0.083176i,0.025876+0.025662i,0.036338+0.010406i,0.022764-0.0024705i,-0.023941+0.018464i,-0.030781+0.046769i,-0.0070807+0.02744i,0.00015293-0.0063248i,-0.0070815-0.0084203i,-0.012468+0.018434i,-0.0039408+0.045209i,0.019121+0.044864i,0.03441+0.017127i,0.025811-0.01216i,0.0017495-0.02517i,-0.016836-0.01612i,-0.013881+0.0038409i,0.0027026+0.011441i,0.013815+0.010799i,0.017166+0.015575i
-0.067021+0.041295i,-0.051313+0.21441i,0.014584+0.3324i,0.03184+0.23923i,-0.0082435+0.03944i,-0.019671-0.08709i,-0.022332-0.090856i,-0.032171-0.035555i,-0.017999-0.0041427i,-0.002625-0.0076558i,0.010394-0.0088772i,0.026444-0.0090735i,0.026777-0.0047071i,0.018644+0.0087719i,0.0088081+0.020743i,-0.0020926+0.035142i,-0.0067299+0.050848i,-0.0052453+0.052073i,-0.0059528+0.034543i,-0.0058655+0.010149i,0.010385-0.0094996i,0.028553-0.022498i,0.028115-0.026618i
0.10623-0.17434i,0.031298-0.43606i,-0.12856-0.50474i,-0.19968-0.24253i,-0.14952+0.075178i,-0.09276+0.2135i,-0.04055+0.19593i,0.019146+0.10887i,0.038674+0.036849i,0.02243+0.012941i,-0.0056578+0.0091817i,-0.020886+0.0073259i,-0.012454-0.011976i,-0.010303-0.043155i,-0.021298-0.053315i,-0.023929-0.040193i,-0.013017-0.027167i,0.0015723-0.01775i,0.014437-0.0080405i,0.0156+0.0012155i,-0.0028823+0.014487i,-0.019719+0.025475i,-0.020423+0.021245i
-0.1198+0.10352i,-0.094862+0.19852i,0.0070673+0.21137i,0.1035+0.14661i,0.14852+0.10002i,0.13765+0.055705i,0.092658+0.0057884i,0.056254-0.0062127i,0.037023-0.007331i,0.017904-0.018919i,0.00013788-0.02183i,-0.010926-0.016247i,-0.021904-0.0042064i,-0.029368+0.015396i,-0.021656+0.021214i,-0.0029059+0.0063342i,0.0089411-0.011457i,0.0048863-0.020583i,-0.0067557-0.015001i,-0.010959-0.0072794i,-0.012195-0.012106i,-0.017104-0.019285i,-0.015112-0.017073i
0.12001+0.043687i,0.1933+0.18433i,0.27542+0.28869i,0.29391+0.17297i,0.21165-0.055599i,0.10208-0.17245i,0.032206-0.15894i,-0.0076408-0.099766i,-0.027801-0.049059i,-0.025954-0.0094499i,-0.00058668+0.013893i,0.01794+0.015874i,0.016755+0.025085i,0.027773+0.044688i,0.040819+0.051852i,0.028483+0.046058i,0.0036496+0.041087i,-0.0086687+0.034582i,-0.012267+0.020691i,-0.012385+0.0051656i,0.0010914-0.01209i,0.018831-0.023501i,0.021346-0.020579i
-0.050214-0.047119i,-0.1097-0.22374i,-0.17903-0.36177i,-0.14504-0.27538i,-0.0040216-0.1064i,0.083673-0.024284i,0.053442+0.011671i,0.0096823+0.036709i,0.0031513+0.047173i,-0.00035761+0.041238i,-0.025647+0.028229i,-0.04192+0.02517i,-0.020734+0.0087941i,0.00026457-0.030188i,0.0013469-0.05578i,-0.0013864-0.062106i,-0.0052465-0.062281i,-0.010057-0.047428i,-0.003253-0.022052i,0.006571+0.0062953i,0.0086674+0.041595i,0.010837+0.064348i,0.011551+0.056767i
-0.042724-0.08709i,-0.057368-0.06873i,-0.045509-0.073885i,-0.068945-0.17652i,-0.15719-0.26791i,-0.21832-0.2211i,-0.1802-0.10275i,-0.098261-0.032092i,-0.046085-0.016456i,-0.028352-0.018761i,-0.021813-0.021558i,-0.015422-0.018744i,-0.015621-0.017316i,-0.031848-0.022406i,-0.048398-0.021783i,-0.043353-0.010442i,-0.023055-0.0057028i,-0.0093544-0.013468i,-0.0049155-0.018094i,6.9514e-05-0.020973i,-0.0071168-0.027643i,-0.024779-0.026907i,-0.027532-0.017976i
0.15276+0.20199i,0.28603+0.30681i,0.31517+0.30582i,0.14462+0.1745i,-0.11385+0.068525i,-0.21585+0.05859i,-0.12861+0.03802i,-0.040079-0.014073i,-0.018443-0.036165i,-0.0046603-0.016244i,0.02946+0.0050686i,0.049655+0.0068379i,0.026333+0.020188i,-0.0007542+0.05433i,-0.0027917+0.07978i,-0.00050208+0.091575i,0.00058927+0.098913i,0.0068718+0.08157i,0.0011016+0.0431i,-0.015086+0.011127i,-0.01512-0.020676i,-0.002235-0.049204i,0.0014816-0.048194i
-0.18917-0.15265i,-0.35455-0.28225i,-0.47848-0.25748i,-0.4306+0.039814i,-0.18969+0.35405i,0.062372+0.3866i,0.1349+0.22977i,0.086601+0.10633i,0.057458+0.058236i,0.054153+0.031174i,0.030356+0.01376i,0.0080145-0.00093457i,0.010281-0.020434i,0.022639-0.03045i,0.034703-0.0379i,0.035829-0.052734i,0.017583-0.056787i,-0.004567-0.031373i,-0.012834+0.0058426i,-0.0053032+0.035403i,0.016742+0.070506i,0.04447+0.094414i,0.053776+0.080382i
0.12455-0.015138i,0.15723+0.022803i,0.17203+0.11035i,0.20192+0.1441i,0.224+0.090274i,0.17249+0.02315i,0.063636-0.0014791i,-0.030836+0.015238i,-0.071886+0.022207i,-0.073181-0.0051294i,-0.060502-0.03822i,-0.053592-0.045537i,-0.04493-0.029039i,-0.026054-0.016434i,-0.015043-0.013205i,-0.0060917-0.01289i,0.0058097-0.030061i,0.0023992-0.050668i,-0.0046154-0.045782i,0.0018245-0.031192i,-0.0019372-0.029336i,-0.022887-0.029439i,-0.028011-0.028717i
0.053029+0.16787i,0.22793+0.23427i,0.40989+0.15156i,0.45357-0.039146i,0.34009-0.19325i,0.14878-0.23845i,0.0040039-0.1788i,-0.016466-0.080897i,0.010313-0.025394i,0.0066141-0.0072042i,-0.0045751-0.0037003i,-0.015206-0.0013059i,-0.028657+0.020527i,-0.032276+0.045548i,-0.021779+0.059847i,-0.0049631+0.067665i,0.0094982+0.071527i,0.026445+0.059824i,0.036508+0.021818i,0.013236-0.025454i,-0.031007-0.064836i,-0.057817-0.083591i,-0.056904-0.067656i
-0.15389-0.17171i,-0.35022-0.21379i,-0.46724-0.15343i,-0.38298-0.057796i,-0.20642-0.038008i,-0.088093-0.053207i,-0.022656-0.0355i,0.011406-0.026977i,0.0075857-0.027515i,-0.009974-0.010037i,-0.035871+0.015298i,-0.043815+0.038294i,-0.015992+0.028539i,1.2059e-06-0.010165i,-0.016762-0.042559i,-0.053422-0.06231i,-0.092438-0.062246i,-0.10578-0.035904i,-0.088888+0.0030493i,-0.052145+0.041403i,0.0050539+0.077198i,0.056427+0.092091i,0.063264+0.079086i
0.15423+0.093752i,0.29224+0.063766i,0.33646-0.018246i,0.2274-0.079448i,0.074279-0.053256i,0.0026246+0.01157i,0.0016659+0.039856i,0.013+0.043086i,0.024356+0.035517i,0.026825+0.013855i,0.020736-0.00038292i,0.024928-0.013008i,0.023897-0.038637i,0.013923-0.046966i,0.018951-0.025654i,0.041644-0.004002i,0.064406-0.008442i,0.057706-0.029469i,0.025981-0.034912i,0.012383-0.017803i,0.015988+0.0014628i,0.015655+0.015018i,0.018512+0.016285i
-0.086526+0.0077477i,-0.090186+0.034026i,-0.058281+0.005052i,-0.07879-0.058194i,-0.14715-0.045504i,-0.16118+0.021793i,-0.1215+0.043318i,-0.084524+0.025324i,-0.056545+0.026221i,-0.024905+0.042827i,0.0039462+0.041487i,0.0090412+0.025159i,-0.010721+0.024338i,-0.024521+0.043214i,-0.013051+0.05442i,0.0035813+0.056293i,0.0028324+0.065987i,-9.8721e-05+0.06852i,0.0012924+0.045453i,-0.012509+0.0049233i,-0.042509-0.040377i,-0.068107-0.073189i,-0.073049-0.074775i
0.0086273-0.010268i,-0.079489+0.04397i,-0.15057+0.14241i,-0.083721+0.13874i,0.044483-0.018144i,0.088474-0.16846i,0.051559-0.19749i,-0.0098119-0.15274i,-0.05991-0.10246i,-0.079103-0.05515i,-0.063952-0.009142i,-0.04008+0.027525i,-0.028969+0.048882i,-0.032659+0.05045i,-0.045017+0.040702i,-0.047265+0.02503i,-0.036833+0.001882i,-0.022217-0.010639i,-0.0019857-0.0019314i,0.017216+0.010156i,0.039118+0.01434i,0.057738+0.0081706i,0.050409+0.0048062i
-0.032482-0.045382i,-0.048088-0.15905i,-0.11116-0.21912i,-0.20602-0.085207i,-0.25955+0.12547i,-0.22828+0.21617i,-0.13257+0.20066i,-0.018053+0.14758i,0.064824+0.080687i,0.10764+0.011513i,0.10776-0.056465i,0.072203-0.093331i,0.044605-0.075586i,0.048154-0.038295i,0.059332-0.017237i,0.05363-0.014667i,0.033119-0.017529i,0.003674-0.016294i,-0.01489-0.009344i,-0.0081526+0.0055998i,0.0093+0.033379i,0.029437+0.06132i,0.045759+0.054595i
0.085014+0.026546i,0.24661+0.11417i,0.36996+0.1618i,0.31441+0.16284i,0.18665+0.22238i,0.14447+0.25683i,0.091906+0.14841i,-0.044205+0.049774i,-0.12449+0.046082i,-0.11576+0.031102i,-0.10929-0.0072969i,-0.10639-0.012045i,-0.070419-0.0032686i,-0.020282-0.022255i,0.010116-0.054099i,0.01673-0.062761i,0.015699-0.041649i,0.0097695-0.01791i,-0.0081841-0.0032099i,-0.028315+0.0099213i,-0.044808+0.0090421i,-0.055441+0.00275i,-0.048087+0.0036711i
0.014336+0.098187i,0.016431+0.14227i,0.048091+0.1938i,0.17457+0.17647i,0.25907+0.023882i,0.1336-0.14022i,-0.051764-0.12455i,-0.087863-0.007795i,-0.043817+0.025019i,-0.040512+0.007313i,-0.057385+0.012905i,-0.061947+0.028463i,-0.070081+0.030302i,-0.10733+0.028456i,-0.14495+0.050161i,-0.13682+0.071221i,-0.10393+0.056536i,-0.063031+0.028113i,-0.014911-0.0047068i,0.0074668-0.041773i,0.0064878-0.057086i,0.0060454-0.060229i,0.00022703-0.055416i
-0.12027-0.080617i,-0.20978-0.084401i,-0.16292-0.033631i,0.011737+0.041173i,0.20584+0.058453i,0.30403-0.014549i,0.22812-0.10175i,0.053084-0.096709i,-0.050699+0.0086998i,-0.051625+0.065228i,-0.050602+0.034292i,-0.070178+0.013079i,-0.059055+0.029845i,-0.0080204+0.054394i,0.038778+0.054456i,0.034321+0.020442i,-0.012389-0.0094513i,-0.051665-0.009014i,-0.059678+0.012599i,-0.040171+0.038486i,-0.0032635+0.053064i,0.031221+0.053498i,0.045216+0.044285i
