-0.002773+0.0010152i,-0.0035651+0.00058594i,-0.0044562+0.0016586i,-0.0032985+0.0027873i,-0.0019053+0.003431i,-0.00071408+0.0019467i,-0.00032304+0.00078368i,-8.327e-05+0.0016398i,0.00032427+0.0016153i,-3.6064e-05+0.00051124i,-0.00011784+0.00022325i,0.00030709+0.00084812i,0.00057245+0.00036754i,0.00031599+8.9092e-05i,-0.00026385+0.00070137i,4.0424e-05+0.00023369i,0.00088215-0.00015256i,0.00041842+8.1739e-05i,-0.00013041-8.5316e-05i,0.00059588-0.00025987i,0.0012561-0.00047469i,0.0012802-4.3614e-06i,0.00084965+0.00021094i
0.056539-0.19432i,0.059043-0.25261i,0.014593-0.17782i,-0.021947+0.023431i,0.0027637+0.20328i,0.052767+0.27345i,0.070058+0.23928i,0.065637+0.16394i,0.061445+0.095564i,0.04266+0.041613i,0.0064596+0.016249i,-0.013853+0.012127i,-0.018075+0.0094865i,-0.024422+0.016228i,-0.021083+0.035241i,-0.001413+0.046478i,0.017442+0.039817i,0.018538+0.027417i,0.011336+0.019156i,0.0065142+0.013113i,0.0032248+0.0066402i,-0.0025611+0.0033098i,-0.010707+0.0082079i
0.084805+0.098093i,0.13367+0.097707i,0.082981+0.038348i,-0.034943-0.024137i,-0.10902-0.040641i,-0.12628-0.054734i,-0.096311-0.079373i,-0.057252-0.083206i,-0.04133-0.052599i,-0.014765-0.014338i,0.017245-0.0070088i,0.0186-0.011844i,0.0084128-0.002797i,0.023969+0.0072532i,0.057603-0.00039256i,0.069988-0.023443i,0.050628-0.034504i,0.024625-0.019943i,0.010083+0.00068202i,0.0045827+0.007393i,-0.0027655+0.003155i,-0.01237+0.00090738i,-0.014892+0.004695i
-0.0025331+0.03311i,0.040805+0.094447i,0.051576+0.025245i,-0.026329-0.092304i,-0.10461-0.073202i,-0.087834+0.023212i,-0.035615+0.077321i,0.006169+0.090262i,0.029945+0.070109i,0.022988+0.04476i,0.012584+0.034577i,0.0095444+0.019539i,0.0029317-0.0005625i,-0.012508-0.025144i,-0.041772-0.048635i,-0.065069-0.05105i,-0.054126-0.032615i,-0.015392-0.015864i,0.013251-0.01108i,0.01026-0.0071422i,-0.0057531+0.0037196i,-0.010425+0.01529i,-0.0057787+0.017542i
-0.098476+0.089795i,-0.17876+0.15488i,-0.096753+0.17351i,0.089362+0.071022i,0.15877-0.11635i,0.11037-0.18714i,0.086567-0.1345i,0.072166-0.10459i,0.029403-0.092264i,0.0025821-0.053276i,0.010093-0.014871i,0.022006-0.0019805i,0.020718-0.0027473i,0.016003+0.0027454i,0.015939+0.012228i,0.014833+0.014564i,0.004463+0.0051266i,-0.013816-0.0082433i,-0.025495-0.012128i,-0.017434-0.0075493i,0.00046924-0.003479i,0.01353-0.0052628i,0.019665-0.010516i
-0.10765-0.17356i,-0.12709-0.19744i,-0.071891-0.12211i,-0.0090133-0.0042193i,0.030857+0.061064i,0.037831+0.050559i,0.00097262+0.032585i,-0.023298+0.035512i,-0.011626+0.036096i,-0.0038338+0.024843i,-0.0094297+0.010336i,-0.0092406+0.0078872i,0.0010111+0.0091963i,0.00087318-0.0043205i,-0.016471-0.017881i,-0.029294-0.013701i,-0.029504+2.2056e-05i,-0.025344+0.012797i,-0.019715+0.018736i,-0.01166+0.015443i,-0.0027648+0.0076674i,0.0022157+0.0011978i,0.0020788-0.0039081i
0.16253-0.11841i,0.11276-0.17029i,0.022689-0.097614i,-0.0074783+0.0058714i,-0.011848+0.038216i,-0.047354+0.045397i,-0.067045+0.055158i,-0.044173+0.039573i,-0.012396+0.010331i,0.014806-0.0082171i,0.028266-0.020612i,0.018123-0.024827i,-0.0022521-0.010793i,-0.009947+0.020308i,0.0026929+0.0516i,0.021017+0.05864i,0.024551+0.042843i,0.0144+0.023855i,0.0056278+0.013099i,0.0062382+0.0065391i,0.0098242-0.0026443i,0.0062642-0.0081722i,-0.001143-0.0060821i
0.13881+0.098063i,0.23571+0.046489i,0.17933-0.045134i,0.029021-0.058019i,-0.012753+0.034075i,0.044267+0.070555i,0.062277+0.0040428i,0.003218-0.014926i,-0.041121+0.029171i,-0.037637+0.037237i,-0.033396+0.013416i,-0.033915-0.00090796i,-0.02883-0.0040543i,-0.018499-0.013193i,-0.0074431-0.034488i,-0.0029094-0.048961i,-0.00027888-0.039197i,0.007793-0.014469i,0.018035-0.0018091i,0.016284-0.010331i,0.0011219-0.019761i,-0.010233-0.015347i,-0.0092529-0.0049788i
0.019853+0.16476i,-0.0097712+0.24515i,-0.0092268+0.23163i,0.038307+0.10728i,0.029291-0.049078i,-0.041701-0.13727i,-0.068717-0.10972i,-0.022199-0.052853i,0.02294-0.036451i,0.026821-0.027209i,0.018982-0.0061788i,0.01255+2.9511e-05i,-0.00029694-0.0060613i,-0.014133+0.0017796i,-0.020027+0.019456i,-0.016942+0.024776i,-0.0048944+0.0094694i,0.0095214-0.014272i,0.012582-0.027619i,0.0049882-0.021579i,-0.00029478-0.0073594i,0.00068685+0.00039993i,0.0021234+0.00070673i
-0.14693+0.12652i,-0.12897+0.10823i,-0.068044+0.068342i,-0.039401+0.089687i,-0.04267+0.14549i,-0.007631+0.18927i,0.03601+0.17254i,0.025044+0.099048i,-0.019318+0.047594i,-0.040727+0.039336i,-0.040708+0.036421i,-0.035339+0.031686i,-0.013815+0.021655i,0.018003-0.0029732i,0.037307-0.028633i,0.03585-0.040407i,0.017343-0.03661i,-0.0081473-0.027569i,-0.024704-0.016317i,-0.02017-0.00084535i,-0.0044466+0.0085017i,0.0042454+0.0074502i,0.0051807+0.0048609i
-0.1632-0.10668i,-0.19292-0.069858i,-0.15857+0.00026193i,-0.078287+0.033197i,0.020057-0.019404i,0.043374-0.086673i,0.0023738-0.06664i,0.014302-0.0060944i,0.066348+0.0090133i,0.079166+0.0048272i,0.071397+0.014136i,0.063341+0.01699i,0.041159+0.011685i,0.01069+0.012675i,-0.014225+0.02121i,-0.023265+0.029006i,-0.01805+0.028192i,-0.012242+0.023543i,-0.0085557+0.018628i,-0.0024168+0.011699i,0.0020752+0.0056197i,0.00050928+0.0019396i,-0.0032057-0.00091388i
0.03229-0.11552i,0.10584-0.17322i,0.15272-0.23518i,0.072799-0.2314i,-0.069228-0.094692i,-0.1428+0.055059i,-0.12506+0.091372i,-0.092796+0.051263i,-0.088211+0.01353i,-0.073668+0.0026316i,-0.039144-0.0037784i,-0.011723-0.0095271i,0.0049878-0.0050031i,0.022829-0.0041463i,0.041309-0.011015i,0.0455-0.015454i,0.030665-0.012154i,0.012711-0.0022036i,0.0056937+0.0062664i,0.0055966+0.0045963i,0.0029388-0.0043246i,-0.0021394-0.0068231i,-0.0026654+0.0018199i
0.0063314-0.089718i,-0.022512+0.014364i,0.031991+0.11467i,0.14067+0.062776i,0.19424-0.04526i,0.21619-0.089258i,0.21599-0.097749i,0.16293-0.071582i,0.11408-0.026093i,0.083159-0.012791i,0.050292-0.0083446i,0.029006+0.00097595i,0.010104-0.00092391i,-0.01992-0.0034336i,-0.046136-0.0047204i,-0.049827-0.005082i,-0.029816+0.00087911i,-0.0014028+0.0059694i,0.016124+0.0031166i,0.014856-0.0031169i,0.0069186-0.004052i,0.0056002-0.00070561i,0.0090079-0.00026325i
0.16372-0.031155i,0.1077-0.069564i,0.022226-0.039603i,0.0033092-0.005602i,-0.014711-0.060024i,-0.07066-0.10746i,-0.075846-0.089853i,-0.045751-0.078978i,-0.047426-0.075913i,-0.0556-0.058928i,-0.048422-0.045492i,-0.03564-0.032571i,-0.017466-0.011634i,0.0074281+0.011478i,0.030855+0.023316i,0.039472+0.016935i,0.034117+0.00010449i,0.019207-0.01637i,-0.0023311-0.016388i,-0.01736+0.0017862i,-0.016038+0.015485i,-0.0073358+0.015477i,-0.0044768+0.012267i
0.0071788+0.1014i,-0.077345+0.096404i,-0.20993+0.11025i,-0.24168+0.15357i,-0.12731+0.17536i,-0.015292+0.1565i,0.015168+0.13001i,0.021687+0.10313i,0.028874+0.077837i,0.025055+0.062542i,0.0050836+0.047631i,-0.022711+0.031496i,-0.035829+0.016729i,-0.034267-0.00051081i,-0.03231-0.010333i,-0.028504-0.0077721i,-0.021409-0.0020051i,-0.01334+0.0028835i,-0.0024381+0.0040985i,0.0095695+0.0037334i,0.015278+0.0071964i,0.015118+0.0075729i,0.013984-0.0011004i
0.10186+0.069314i,0.17849-0.08693i,0.12778-0.24309i,0.0022388-0.19182i,-0.049121-0.039242i,-0.055394+0.016737i,-0.083544+0.010623i,-0.090589+0.0027501i,-0.070702-0.0090763i,-0.042543-0.0056794i,-0.005024+0.0013855i,0.017393-0.0021064i,0.014925+0.0006487i,0.012351+0.013686i,0.020545+0.023227i,0.026859+0.019892i,0.020417+0.011119i,0.0067153+0.0060917i,-0.0049587+0.0019032i,-0.011211-0.0086267i,-0.012568-0.02083i,-0.013446-0.025567i,-0.017001-0.022121i
-0.15323+0.19891i,-0.018738+0.30794i,0.18606+0.24062i,0.21226+0.055764i,0.077883-0.023417i,-0.00075829-0.0054095i,-0.015135-0.001834i,-0.024082+0.013996i,-0.012917+0.038415i,-0.0060308+0.036274i,-0.010741+0.025198i,-0.01067+0.013904i,-0.0056742-0.0016887i,-1.5137e-05-0.024904i,-0.0058312-0.045333i,-0.016382-0.043852i,-0.017468-0.025041i,-0.0062115-0.0030109i,0.014313+0.0096362i,0.026232+0.0093031i,0.020259+0.0038164i,0.010014+0.0015653i,0.0077935+0.0040669i
-0.12021-0.096289i,-0.1092-0.03567i,0.0097412+0.079208i,0.1265+0.1235i,0.12085+0.075545i,0.059893+0.03505i,0.052914+0.020926i,0.05654-0.0037937i,0.039786-0.021971i,0.036482-0.021753i,0.039613-0.013327i,0.040782+0.0012377i,0.031961+0.0069569i,0.008947+0.010061i,-0.0040406+0.017873i,-0.0002727+0.015224i,0.0063828+0.0035882i,0.0064523-0.009227i,-0.0073347-0.020176i,-0.023983-0.02191i,-0.025137-0.015419i,-0.017385-0.0086889i,-0.013657-0.0012686i
-0.12736-0.070572i,-0.22939+0.064888i,-0.20855+0.20607i,-0.060648+0.14773i,0.076763-0.028455i,0.12696-0.11797i,0.11277-0.10509i,0.07364-0.05706i,0.044617-0.019966i,0.019332-0.021004i,-0.011307-0.030088i,-0.027245-0.023839i,-0.020615-0.011113i,-0.0032666-0.0013928i,0.0071415-0.0026247i,0.0030439-0.0069177i,-0.0035944-0.0077256i,-0.0072837-0.0056155i,-0.0057984+0.008508i,0.0021122+0.028979i,0.0070843+0.039167i,0.0058142+0.039085i,0.0072354+0.034874i
0.13472-0.29819i,-0.0078898-0.50301i,-0.25806-0.49729i,-0.34814-0.26148i,-0.27055-0.071826i,-0.23657-0.00753i,-0.20817+0.048275i,-0.10427+0.057393i,-0.032+0.016727i,-0.012503+0.0103i,0.0038231+0.015769i,0.0037045+0.0013584i,-0.0091936-0.0094879i,-0.018228-0.0040728i,-0.015513+0.012899i,-0.0019942+0.023817i,0.0032084+0.021954i,-0.0013358+0.01156i,-0.0045331-0.011849i,-0.0030718-0.036298i,0.0022894-0.040198i,0.0081125-0.02983i,0.011944-0.024478i
0.22208+0.13477i,0.3576+0.12371i,0.3952-0.0082179i,0.28561-0.10255i,0.16792-0.020149i,0.15429+0.096287i,0.13508+0.086803i,0.054421+0.037101i,0.0053571+0.028603i,0.0044911+0.019474i,0.0053862+0.0022505i,0.00020465-0.0013651i,-0.0016799+0.0046008i,0.0070919+0.0051665i,0.017338-0.0066716i,0.01456-0.017273i,0.0037646-0.015834i,-0.0069822-0.0021111i,-0.010299+0.020981i,-0.0051855+0.035976i,-0.0025193+0.02881i,-0.0042291+0.013016i,-0.0053716+0.0031137i
0.07449+0.099947i,0.12911+0.060217i,0.13288+0.0016083i,0.054366-0.007315i,-0.038305-0.025351i,-0.080935-0.097516i,-0.083646-0.10834i,-0.047712-0.037977i,-0.0084617+0.0056987i,-0.00049802+0.01853i,0.0091176+0.026743i,0.027766+0.018379i,0.030821-0.00092919i,0.017441-0.019125i,-0.0016397-0.024027i,-0.011993-0.014804i,-0.0089711-0.0014522i,0.0020698+0.0043742i,0.015534-0.0078344i,0.020698-0.028436i,0.016508-0.038172i,0.00865-0.033845i,-0.00073892-0.02365i
-0.13384+0.29288i,-0.085317+0.54042i,0.075796+0.64368i,0.18097+0.48351i,0.12976+0.28589i,0.062407+0.24134i,0.079137+0.18568i,0.070261+0.067216i,0.026777+0.018564i,0.020629+0.021063i,0.015862+0.018486i,-0.0015796+0.025942i,-0.00711+0.034578i,-0.001101+0.031199i,0.0074713+0.018671i,0.012897+0.0017866i,0.016309-0.010556i,0.011694-0.013996i,-0.0098772-0.00014753i,-0.032348+0.025741i,-0.038777+0.03814i,-0.037223+0.031695i,-0.032334+0.024665i
-0.23048-0.20068i,-0.44262-0.32797i,-0.5887-0.3182i,-0.4896-0.17827i,-0.19185-0.10511i,0.02705-0.14986i,0.051453-0.14912i,0.016976-0.075144i,0.0083781-0.037207i,-0.0080607-0.037806i,-0.01962-0.024028i,-0.0041296-0.012218i,0.010739-0.013957i,0.0067851-0.0092375i,-0.0030827+0.0017511i,-0.0085459+0.0092899i,-0.0089293+0.01081i,-0.00088326+0.0066643i,0.020681-0.0071753i,0.043749-0.02278i,0.050361-0.021564i,0.041458-0.010936i,0.028189-0.0058871i
0.020083-0.070915i,0.094846-0.09154i,0.14732-0.11521i,0.12889-0.1329i,0.0073683-0.11835i,-0.15308-0.057402i,-0.18867+0.0091656i,-0.10533+0.0040129i,-0.051586-0.025141i,-0.038829-0.010287i,-0.028177+0.00014511i,-0.032158-0.0075254i,-0.036062-0.0043832i,-0.024638+0.0068349i,-0.0047523+0.017367i,0.014864+0.018031i,0.023011+0.0083042i,0.01059-0.0023303i,-0.01763-0.0035471i,-0.03904+0.003427i,-0.03848+0.006082i,-0.0226+0.0036913i,-0.0030789-0.0015059i
0.12869-0.18803i,0.19583-0.33962i,0.19815-0.44507i,0.091419-0.36246i,0.0222-0.12161i,0.076721+0.047562i,0.083379+0.060182i,0.0081797+0.042395i,-0.020274+0.034763i,-0.0055374+0.0045999i,0.0040523-0.013046i,0.011549-0.0093843i,0.013931-0.0087804i,0.0096106-0.013537i,0.0033834-0.020709i,-0.004975-0.025224i,-0.012202-0.021072i,-0.0094038-0.0071616i,0.010709+0.0055613i,0.034913+0.0059081i,0.041906+0.0011264i,0.035505-0.0034578i,0.025118-0.010058i
0.13435+0.2486i,0.26576+0.5081i,0.37979+0.65775i,0.40023+0.5067i,0.2925+0.15775i,0.11698-0.089928i,0.021026-0.11374i,0.027194-0.045324i,0.028917-0.0034298i,0.01067+0.022064i,0.011313+0.02672i,0.0051569+0.0090295i,-0.0095783+0.0018348i,-0.0099391+2.4423e-05i,-0.0059601-0.0066117i,-0.0037252-0.0075481i,0.0009045-0.0048213i,-0.0014624-0.0074573i,-0.02244-0.013384i,-0.048814-0.015878i,-0.058103-0.016958i,-0.051126-0.012601i,-0.036731+0.00073672i
-0.14268-0.010933i,-0.32792+0.0045452i,-0.40688+0.0059736i,-0.36063-0.012309i,-0.29344+0.045902i,-0.18619+0.15905i,-0.051396+0.15859i,-0.0038995+0.069407i,-0.0038846+0.030561i,0.019417+0.02089i,0.022087+0.0064899i,0.0076344+0.0088174i,0.0053488+0.010646i,0.0062509+0.0021248i,0.0044379-0.0086136i,-0.0017685-0.016432i,-0.0074755-0.015222i,-0.00098707-0.0057287i,0.0177+0.0088564i,0.034897+0.022883i,0.035586+0.028539i,0.022573+0.025414i,0.0094148+0.01863i
-0.054629+0.046665i,-0.16965+0.034228i,-0.25848+0.1056i,-0.13702+0.20875i,0.12014+0.16714i,0.24368+0.0043774i,0.18175-0.068536i,0.10893-0.030441i,0.081499-0.0050883i,0.046375-0.007191i,0.019128-0.0029986i,0.013421-0.0021022i,0.0088358-0.0040806i,0.002566+0.0018671i,-0.001828+0.010955i,-0.0048749+0.018705i,-0.0056328+0.020138i,-0.0061744+0.010422i,-0.010024-0.0098841i,-0.011748-0.029416i,-0.0063563-0.032578i,-0.0011985-0.020936i,0.001409-0.0048665i
-0.011656-0.21552i,0.036521-0.47009i,0.082213-0.66944i,0.016319-0.6648i,-0.15944-0.48379i,-0.27956-0.24944i,-0.23759-0.089138i,-0.13004-0.0468i,-0.063467-0.043985i,-0.029623-0.030994i,-0.015298-0.024786i,-0.0077918-0.017167i,0.0050898-0.0057138i,0.010874+0.0027446i,0.013828+0.0095306i,0.018978+0.0073247i,0.016862+0.0013167i,0.0092394+0.0048134i,0.0081068+0.01838i,0.012407+0.030786i,0.013168+0.031264i,0.014806+0.019326i,0.017348+0.0018089i
0.207+0.1125i,0.38879+0.17658i,0.39271+0.2433i,0.23052+0.3315i,0.15137+0.39898i,0.17334+0.3406i,0.12615+0.19515i,0.035893+0.10535i,6.5006e-05+0.07008i,-0.0039456+0.039811i,-0.0021742+0.027616i,0.0028041+0.023134i,-0.0017256+0.013666i,-0.0072967+0.0052643i,-0.0062706+0.00034272i,-0.0029438+5.9324e-05i,-0.00010005+7.9206e-05i,-0.00083779-0.0066181i,-0.0063382-0.019806i,-0.012196-0.030726i,-0.012083-0.032388i,-0.010033-0.026363i,-0.010986-0.016959i
-0.082412+0.076228i,-0.02561+0.19893i,0.11957+0.20239i,0.22697-0.0039793i,0.16898-0.25063i,0.035265-0.3032i,-0.017671-0.18662i,-0.0038345-0.089261i,-0.011022-0.056196i,-0.027459-0.026469i,-0.016699-0.0072272i,-0.0070066-0.0097671i,-0.0088429-0.00817i,-0.0071035-5.1125e-05i,-0.0027353+0.0036922i,0.0042141+0.0017897i,0.010573-0.00097952i,0.010337+0.0021639i,0.0028274+0.014221i,-0.0080173+0.027278i,-0.017425+0.027195i,-0.02134+0.018638i,-0.017529+0.012229i
-0.057866+0.098811i,-0.2104+0.20759i,-0.39395+0.28474i,-0.4685+0.31326i,-0.39521+0.33968i,-0.24377+0.32452i,-0.099123+0.21893i,-0.031931+0.10951i,-0.012684+0.064962i,0.00015915+0.050714i,5.7779e-05+0.040627i,-0.0044445+0.028901i,-0.0052496+0.0095756i,-0.0033817-0.0062902i,-0.0033073-0.013006i,-0.0085757-0.011249i,-0.010074-0.0038861i,-0.0020219-0.0014643i,0.011236-0.0105i,0.022689-0.020758i,0.025782-0.018158i,0.019509-0.0074482i,0.0077069+0.0015887i
-0.18475-0.16334i,-0.2712-0.26011i,-0.17054-0.30192i,0.096959-0.24284i,0.31096-0.19259i,0.31596-0.19059i,0.19094-0.13704i,0.10278-0.063333i,0.067743-0.039972i,0.040164-0.037735i,0.024501-0.029169i,0.018504-0.016485i,0.012305-0.0011618i,0.0076026+0.009518i,0.0056162+0.0096332i,0.0049092+0.0064148i,0.0039163+0.0050281i,-0.0011032+0.007314i,-0.010158+0.013692i,-0.014857+0.017508i,-0.010946+0.014139i,-0.0035936+0.008487i,0.0028119+0.0052472i
0.18516-0.1271i,0.23276-0.23422i,0.17294-0.28144i,-0.014101-0.25661i,-0.21087-0.19696i,-0.26399-0.11787i,-0.18272-0.062225i,-0.097096-0.03935i,-0.055469-0.012419i,-0.025848+0.010132i,-0.011715+0.0084471i,-0.012239+0.0054357i,-0.0061477+0.0071825i,0.0027347+0.002355i,0.0047729-0.003308i,0.00047441-0.0049776i,-0.0044415-0.004255i,-0.0045016-0.0037778i,0.0025503-0.0060212i,0.011091-0.0095922i,0.013055-0.010179i,0.011973-0.0063528i,0.011049-0.0057233i
0.065104+0.062938i,0.18532+0.10342i,0.2863+0.17301i,0.3056+0.26172i,0.29434+0.30029i,0.25059+0.24122i,0.14665+0.1286i,0.051881+0.050034i,0.021649+0.010873i,0.020343-0.011972i,0.016775-0.015565i,0.010304-0.010457i,-0.0020558-0.0041168i,-0.013132+0.0018049i,-0.011765+0.0042808i,-0.00072411+0.0025055i,0.0072646-0.0030601i,0.0033324-0.0076272i,-0.010916-0.0058491i,-0.02459-0.0011972i,-0.027058-0.0016972i,-0.02346-0.0056879i,-0.018171-0.0051362i
0.087325+0.11759i,0.085606+0.23421i,0.046411+0.22385i,0.00035343+0.0068917i,-0.033854-0.20156i,-0.048796-0.22533i,-0.029688-0.12662i,-0.0064965-0.046287i,-0.013203-0.016855i,-0.027902+0.00075834i,-0.026037+0.0083435i,-0.016375+0.0024453i,-0.0066114-0.0044542i,0.00012854-0.0090999i,-1.0876e-05-0.012026i,-0.005091-0.013811i,-0.010524-0.012402i,-0.0088506-0.0067915i,0.004605-0.00097441i,0.019729+0.0021465i,0.0228+0.0028741i,0.014927+0.0046691i,0.0077178+0.0060027i
-0.20352+0.10078i,-0.33766+0.099604i,-0.40524+0.099133i,-0.38015+0.15852i,-0.32426+0.242i,-0.23831+0.2532i,-0.1276+0.17708i,-0.044348+0.09571i,0.00041113+0.054164i,0.016224+0.030527i,0.010411+0.017166i,0.004634+0.0079947i,0.0027586-0.0044791i,0.0017308-0.0084364i,0.0041581-0.0036722i,0.0090095+2.9824e-05i,0.012347-0.00051113i,0.0092859-0.0015625i,-0.00011684-0.002492i,-0.007-0.0035352i,-0.0041098-0.0047489i,0.00096459-0.0077598i,-0.00060886-0.0085312i
-0.030355-0.1487i,-0.025263-0.22469i,0.042924-0.24953i,0.17644-0.21779i,0.28299-0.1792i,0.25796-0.1354i,0.14271-0.06784i,0.05499-0.014683i,0.018104-0.0010646i,0.0017113-0.0042259i,-0.0030598-0.0043148i,-0.0027791+0.0014799i,0.0013001+0.010363i,0.0082603+0.012093i,0.0092079+0.0044288i,0.0028896-0.0043941i,-0.0067244-0.0082588i,-0.012299-0.0054531i,-0.0088525+0.0021467i,-0.0020365+0.0083677i,0.0013757+0.010921i,0.0043642+0.011273i,0.0087574+0.0083215i
0.012831-0.052849i,0.029559-0.13015i,0.0030614-0.16307i,-0.12482-0.13916i,-0.27071-0.11168i,-0.27415-0.095448i,-0.16088-0.074765i,-0.067241-0.052033i,-0.025259-0.025309i,7.6681e-05-0.0041236i,0.013416-0.0019933i,0.010251-0.0076304i,0.0015275-0.0089486i,-0.0030304-0.0037577i,-0.0019907+0.0047969i,0.00095849+0.013603i,0.0064971+0.018546i,0.01075+0.012625i,0.0040872-0.0019585i,-0.0078928-0.014084i,-0.014267-0.01641i,-0.013237-0.013918i,-0.0084182-0.012221i
0.13943-0.024656i,0.25918+0.056208i,0.31308+0.18407i,0.32179+0.28916i,0.33582+0.32028i,0.28165+0.25124i,0.15361+0.12926i,0.058186+0.043633i,0.021845+0.0013637i,0.0086467-0.011633i,0.0084084-0.0056193i,0.0080752-0.0015027i,-0.0015541+0.0006629i,-0.0099962+0.0015439i,-0.012402-0.00247i,-0.012015-0.0061043i,-0.010631-0.0074238i,-0.007529-0.0075972i,-0.0013373-0.0036071i,0.0032551+0.0032533i,0.001307+0.0070902i,-0.004096+0.010771i,-0.0052692+0.014236i
-0.0066254+0.13114i,-0.079145+0.17793i,-0.14931+0.091317i,-0.16327-0.12301i,-0.13661-0.29255i,-0.086796-0.27224i,-0.019468-0.14253i,0.016515-0.054591i,0.010497-0.015632i,-0.0014119+0.0072925i,-0.0017958+0.013268i,0.0051837+0.0075934i,0.0094298+0.00061342i,0.0058212-0.001258i,0.0012612+0.001805i,0.0014915+0.0069115i,0.0057287+0.013589i,0.012115+0.016319i,0.018178+0.0095134i,0.020206-0.0020376i,0.018915-0.0086155i,0.015565-0.010076i,0.0092765-0.0083525i
-0.059443+0.0090665i,-0.080576+0.023233i,-0.083165+0.066338i,-0.068195+0.18203i,-0.065737+0.29434i,-0.073526+0.26881i,-0.069349+0.15551i,-0.049608+0.07811i,-0.023865+0.041533i,-0.010027+0.018326i,-0.013019+0.0083857i,-0.016853+0.0090743i,-0.012089+0.010713i,-0.0036043+0.0079779i,0.0061621+0.0013338i,0.012909-0.0066538i,0.010988-0.014175i,0.0026369-0.014162i,-0.0052282-0.0018337i,-0.0066143+0.012872i,-0.003047+0.01687i,-0.0012985+0.013404i,-0.0016112+0.0108i
-0.066202-0.030156i,-0.1-0.096542i,-0.022417-0.18713i,0.12134-0.27553i,0.19678-0.31096i,0.16828-0.22675i,0.097955-0.096703i,0.045597-0.029317i,0.014962-0.011455i,0.0007144-0.0041718i,-0.0014194-0.0021053i,-0.0027695-0.0021255i,-0.0023926+0.0018402i,0.0022026+0.0074174i,0.0061769+0.0093708i,0.0077058+0.0079138i,0.0060881+0.0071629i,0.00091871+0.0075508i,-0.0021174+0.0041643i,0.00029002-0.0023133i,0.0024208-0.0069501i,0.003308-0.0090079i,0.004051-0.009556i
0.032279-0.069378i,0.10568-0.093536i,0.079009-0.035172i,-0.081275+0.077406i,-0.2099+0.11813i,-0.20826+0.054022i,-0.13324-0.0073863i,-0.062667-0.018758i,-0.019875-0.013202i,1.8035e-05-0.0087749i,0.0064509-0.0086211i,0.0067823-0.0086892i,0.0049282-0.0084808i,0.0038251-0.008673i,0.0046405-0.0088276i,0.0047682-0.010507i,0.0027667-0.013695i,-0.0023555-0.016511i,-0.0090524-0.01424i,-0.015101-0.0073549i,-0.018398-0.0010815i,-0.018049+0.002488i,-0.01379+0.0038339i
0.035558+0.015129i,0.041833+0.079774i,0.093005+0.11363i,0.17284+0.076545i,0.21015+0.059934i,0.17488+0.084169i,0.10693+0.072015i,0.055381+0.035562i,0.031241+0.013105i,0.018514+0.0044071i,0.011859+0.0076478i,0.01202+0.0099217i,0.010384+0.0026399i,0.0045144-0.0057893i,-0.0019636-0.0096492i,-0.004839-0.0090354i,-0.0045541-0.0055345i,-0.0028422-0.0022552i,0.0038543-0.0022451i,0.011623-0.0045904i,0.014029-0.0072515i,0.011909-0.0066528i,0.0066242-0.0032602i
0.028332+0.024739i,0.010145+0.015611i,-0.088204-0.0093227i,-0.18752-0.050785i,-0.1899-0.099897i,-0.11449-0.11687i,-0.048394-0.076793i,-0.023151-0.023518i,-0.013586+0.0037497i,-0.0063153+0.0080767i,-0.0025952+0.0059185i,-0.0001173+0.0074392i,0.0039717+0.0081397i,0.0052489+0.0040684i,0.0011508-0.0010906i,-0.0029003-0.0042226i,-0.0021045-0.0052468i,-0.00024013-0.0038269i,-0.0026375+0.0004925i,-0.0062366+0.0044771i,-0.0076611+0.0060723i,-0.0059561+0.0061427i,-0.0012818+0.0048396i
-0.056623+0.036549i,-0.099178+0.090147i,-0.047863+0.11533i,0.04366+0.1314i,0.048808+0.17199i,0.0019674+0.17523i,-0.010725+0.11152i,-0.010264+0.043847i,-0.015296+0.01506i,-0.0096517+0.0092394i,-0.0047775+0.0024184i,-0.010886-0.0056918i,-0.017509-0.0071158i,-0.016569-0.0037092i,-0.011686+0.00020095i,-0.0049075+0.0033083i,-0.0010157+0.0049401i,-0.001632+0.0051953i,-0.00081526+0.0047748i,0.0017529+0.0030661i,0.004013+0.00020396i,0.0051923-0.002316i,0.0047589-0.0037287i
0.027508-0.04052i,0.023129-0.13792i,0.0029609-0.17864i,0.019558-0.15346i,0.079468-0.14381i,0.09899-0.12227i,0.059403-0.062599i,0.025478-0.025964i,0.0072198-0.017904i,-0.0010039-0.009464i,0.0029608-0.0052903i,0.0029167-0.0063569i,-0.003079-0.0010018i,-0.0059942+0.0064885i,-0.0071464+0.008379i,-0.0093976+0.0067194i,-0.010281+0.0051963i,-0.009369+0.0026444i,-0.0088284-0.0015792i,-0.01003-0.0040487i,-0.012532-0.0033694i,-0.012913-0.0013387i,-0.0093331+0.00054912i
