-0.002773+0.0010152i,-0.0035651+0.00058594i,-0.0044562+0.0016586i,-0.0032985+0.0027873i,-0.0019053+0.003431i,-0.00071408+0.0019467i,-0.00032304+0.00078368i,-8.327e-05+0.0016398i,0.00032427+0.0016153i,-3.6064e-05+0.00051124i,-0.00011784+0.00022325i,0.00030709+0.00084812i,0.00057245+0.00036754i,0.00031599+8.9092e-05i,-0.00026385+0.00070137i,4.0424e-05+0.00023369i,0.00088215-0.00015256i,0.00041842+8.1739e-05i,-0.00013041-8.5316e-05i,0.00059588-0.00025987i,0.0012561-0.00047469i,0.0012802-4.3614e-06i,0.00084965+0.00021094i
0.0019082+0.00030051i,0.0020977+1.8255e-05i,0.0021563+0.00026402i,0.00246+0.00058903i,0.0020384+0.00015416i,0.0003653+0.00063578i,-0.00066814+0.0016245i,-0.00055491+0.00053873i,-0.00012043-0.00031865i,-0.00082092+0.00013792i,-0.0012687+0.00090691i,-0.00075923+0.00076134i,-0.00054184-0.00017392i,-0.00050936-0.00068498i,0.00031358-0.00094851i,0.00058353-0.00026415i,-0.00042021-0.00040895i,-0.00067739-0.00075139i,-0.00048228-0.00048309i,-0.00038156-0.00086996i,-0.00011428-0.0014613i,0.00015703-0.0015781i,0.00013524-0.0010178i
-0.00070533-0.00066706i,-0.0020112+0.00015597i,-0.0027664+0.0009435i,-0.0022191+0.002497i,-0.0014534+0.0020781i,-0.0014928+0.00064426i,-0.00095501+0.0007732i,-0.00083944+0.00098786i,-0.001512-6.1688e-05i,-0.0015037-0.00044054i,-0.0014967+0.00039157i,-0.0015318+0.00072897i,-0.0015027+0.00064556i,-0.0014508+0.00079418i,-0.00038504+0.0006579i,0.0011576+0.00080404i,0.0014708+0.0002017i,0.00065222-0.00033431i,-4.1452e-06+0.0001424i,-1.9508e-05+0.00077731i,0.00010464+0.00050127i,-6.6405e-05-0.00051977i,-0.00050585-0.00072745i
-0.0024383-0.00013453i,-0.0024797+0.00076155i,-0.0016916+0.0016675i,-0.0005795+0.0020914i,0.00024085+0.0014025i,-0.00068914+0.00042844i,-0.0014939-0.00020269i,-0.00051527-0.00034763i,-0.00012877-0.00012571i,-0.00020505+0.00033694i,-0.00016287+0.0011198i,4.3144e-05+0.0010858i,-0.00011263+0.00092765i,-0.00019611+0.00092339i,0.00039937+0.00013202i,0.0006614-0.00059039i,0.00054688-0.000213i,0.00034654+0.00026411i,0.00022126+0.00075062i,0.00026386+0.00061532i,0.00037585-6.3175e-05i,2.577e-05-0.00046382i,0.00012011-0.00054554i
-0.0014923+0.00027594i,-0.0019828+0.0010407i,-0.0014668+0.0021087i,0.00093574+0.0028632i,0.0024084+0.0019953i,0.0013058+0.00079443i,-0.00031629+0.00067642i,-0.0001782+0.00082849i,0.00019832+0.0014386i,4.3146e-05+0.0018163i,-0.00054368+0.0013286i,-0.0012204+0.00049221i,-0.0012089+2.1466e-05i,-0.00041156+0.00016497i,8.5315e-05+0.00023031i,9.4688e-06+0.00076241i,0.00057779+0.00078231i,0.00090027+6.3314e-05i,-1.4726e-05-0.0004471i,8.4333e-05-0.00058122i,0.00027861+7.8553e-05i,-0.0002144-2.5776e-05i,3.5861e-06-0.00023093i
-0.0013291+0.00085311i,-0.0013963+0.0015369i,-0.00059572+0.0031883i,0.00025028+0.0029091i,0.00044214+0.0010959i,-0.00071589+8.844e-05i,-0.0016814+0.00019518i,-0.0006787+0.00074366i,1.2079e-05+0.0012639i,-9.5487e-05+0.0013299i,4.8923e-05+0.00084892i,-0.00045695-0.00026104i,-0.0003126-0.00034152i,0.00035347+0.00029112i,0.00060758-0.00059665i,0.00076153-0.0012771i,0.00065732-0.00052623i,0.00048388-0.00028548i,-0.00013668-0.00027886i,-0.00017541+0.00024373i,0.0011052+0.00030077i,0.00098331-8.1564e-05i,-5.2709e-05-0.00069399i
-0.0013605-0.00079556i,-0.0013338-0.0012661i,-0.00037118-0.00010975i,0.00027041+0.0011268i,0.00025094+0.00076859i,-0.00036661+0.00044698i,-0.0014932+0.00075246i,-0.00078012+0.00076003i,-4.6916e-05+0.00096074i,-0.00043029+0.0015369i,-0.00064523+0.00081622i,-0.00038316-0.000297i,-0.00030182-0.00030934i,-0.00012385+0.0008808i,0.00030431+0.0010466i,-1.5722e-05-0.00015735i,-0.00011405-0.00041604i,0.00020051-0.00031834i,-0.00024841-0.00051316i,-0.00080249-2.3603e-06i,-0.00034566+4.5328e-05i,0.00050432-0.00026954i,0.00046402-6.3877e-05i
0.00046013+0.00098586i,-0.00048125+0.0019724i,-0.00021092+0.0023984i,0.00098932+0.001823i,0.0011155+0.00077627i,0.00047123-0.00040126i,-0.00018926-0.00079429i,0.0001185+0.00077278i,0.00018551+0.0012648i,-1.5734e-05+0.00086007i,6.4889e-05+0.00122i,3.9049e-05+0.0011014i,-0.00031003+0.00019116i,0.00025694-0.00010552i,0.0011536+0.0002251i,0.0013465-0.00012873i,0.00098233-0.00015687i,0.00030294+0.00053495i,-0.00020602+0.00049446i,-0.00061803+7.5137e-05i,0.00019012+0.00044474i,0.00033528+0.0003591i,-0.00049044-0.00014019i
-0.00066766-0.0014419i,-0.001594-0.0012065i,-0.002891-0.00098808i,-0.0021945-0.00018202i,-0.00021381+0.0011421i,-0.00069681+0.00079736i,-0.00078097-0.00027718i,0.00032748+0.0002313i,0.00015056+0.00065683i,-9.3592e-05+0.00072906i,-0.00083428+0.00063982i,-0.0010372+0.00024619i,-0.00059199+0.00029793i,-0.00076818+0.00055304i,-0.00029471+0.000383i,-4.4196e-05+0.00029747i,5.2297e-05-0.00042576i,0.00039835-0.0016281i,0.00013481-0.0013062i,-0.00025147-0.00036507i,0.0002985+0.00074228i,0.00063789+0.00065313i,0.00012908-0.00022777i
-0.0018522-0.0010973i,-0.0017407-0.00043824i,-0.0012399+0.00016247i,-0.00017262+0.00091676i,0.00051973+0.0011625i,0.00059255+0.0011311i,-0.00058797+0.0010295i,-0.00089694+0.00054971i,-0.00020804+0.00042713i,7.1225e-05+0.00058838i,0.00020359+0.00070076i,0.00026452-0.00021497i,-0.00055716-0.00074893i,-0.00092438-0.00012819i,0.00058064-0.0001261i,0.0015287-0.00036683i,0.0010554-0.00014158i,0.00057095-6.3052e-05i,-7.5384e-05-0.00022403i,-0.00050641-0.00038933i,0.00048077-4.1722e-06i,0.00088924+0.00049406i,-0.00024451+0.00090885i
-0.0019859-6.2084e-05i,-0.00265+0.00079049i,-0.0026257+0.0020344i,-0.001321+0.0029095i,-6.7483e-05+0.002272i,0.00055855+0.000725i,0.00022502+0.0006204i,0.00014991+0.00029822i,-0.00026555-8.8972e-05i,-0.0010049+0.0011344i,-0.00040713+0.0019079i,-8.6908e-05+0.00077763i,-0.00043143+0.00037075i,-0.00098493+0.00061375i,-0.0011908-0.00022362i,-4.2462e-05-0.00065883i,0.00088196-0.0003396i,0.00067063-0.00040341i,-0.00021423-3.2325e-06i,-0.00052961+0.00051627i,-0.00051232+0.00029956i,-0.00021554-0.00018782i,0.00054394-0.00037772i
0.00077976-0.0011951i,0.00021693-0.0013002i,-0.00048236+0.00065081i,-0.00013854+0.0019673i,0.00028768+0.0019917i,4.1912e-06+0.0010937i,-0.00031497+0.00045429i,-0.0002722+0.0010719i,9.445e-05+0.0011946i,-0.00066707+0.00011648i,-0.0008721-0.00019627i,-0.00060653+0.00057326i,-0.00060431+0.00042226i,-0.00023915+0.00035515i,-0.00032861+0.00030874i,-0.00028626+0.00045871i,0.00013072+0.00029541i,0.00034452-0.000505i,0.00016375-0.0001796i,0.00018994-6.6311e-05i,0.00035947-0.001268i,0.0004979-0.0013847i,0.00056618-3.0053e-05i
-0.00022283-0.001443i,-0.0010237-0.00052942i,-0.00076561-0.00032329i,-0.0012736-0.00013925i,-0.0016487-0.00014593i,-0.0011363-0.00067384i,-0.00089162-0.00045915i,-0.00039413+0.00054375i,-0.0005425+0.00053912i,-0.00040825+0.00076661i,-0.00031217+0.00157i,-0.0012308+0.0014358i,-0.0015901+0.00086552i,-0.00089086+0.00018713i,-0.00075171-0.00020427i,-0.00044463+0.00051747i,0.00010096+0.0007849i,0.00044984+0.00050724i,0.00056653+0.00013987i,0.00032759-0.00079102i,-0.00020526-0.0014943i,3.5534e-05-0.00099439i,0.001143-0.00019672i
9.1753e-05+0.00034929i,-0.0009826-9.8391e-05i,-0.00095921+0.0010899i,-0.00035238+0.0013964i,0.00015758+0.0010442i,-0.00070592+0.00099101i,-0.0015655+0.00031683i,-0.00082197-0.00041832i,-0.0002969+9.8308e-05i,-0.00051006+0.00040829i,-0.00039429-4.4444e-05i,-4.509e-05+4.2651e-05i,-0.00082726-0.00012268i,-0.00081204-0.0005428i,0.00012075-0.00089258i,0.00083745-0.0010945i,0.00058164-0.00099175i,-0.0001275-0.0006975i,0.00017642-0.0004303i,9.1041e-05-7.829e-06i,-0.00031173+0.00012518i,-0.00055649-5.2072e-05i,-0.00076395+0.00054818i
-0.0011784-0.0013517i,-0.0028175+0.00023357i,-0.0038926+0.001121i,-0.0029983+0.001994i,-0.0018593+0.0022442i,-0.00072385+0.0016759i,-0.00022667+0.0016808i,-0.00021991+0.0016865i,4.326e-05+0.00084036i,0.00016519+0.0006344i,-0.00052215+0.0011705i,-0.001254+0.0008856i,-0.00076604+0.00050057i,-2.7029e-05+0.00044946i,-0.00022423+1.5049e-05i,-0.00010891-0.0005536i,0.00064805-0.00018593i,0.0011051+0.00035136i,0.00053645+8.032e-05i,0.00019853+0.00040379i,0.00067365-0.00028038i,0.00070727-0.00043913i,-0.00015735+0.00011505i
0.0011937-5.4009e-05i,0.00018947+0.00059431i,-3.5445e-05+0.0017557i,0.00060319+0.0017049i,0.00034491+0.00076978i,-0.0017536-0.00020618i,-0.0022206-0.0001114i,-0.0013946+0.00076734i,-0.0012724+0.0011229i,-0.00079035+0.00089502i,-8.795e-05+0.00036563i,0.00047089-0.00010352i,0.00054823-0.00037007i,2.3829e-05-0.00024486i,-2.292e-05-6.8414e-06i,0.00034859-0.00046343i,0.0004683-0.00046619i,0.00029177+0.00043721i,-0.00034127+0.00039455i,-0.00029004-0.00035412i,0.00034709-0.00075698i,0.00033514-0.00012565i,-0.00052356+0.00014403i
-1.3829e-05-0.00015788i,-0.0011432+0.00038637i,-0.00091362+0.00067287i,0.00084828+0.00056112i,0.00093833+0.00018222i,-0.00031559+9.5893e-05i,-0.00074942+0.00061678i,-0.00062476+0.0010105i,-0.00059197+0.0006555i,-0.00075025+5.7609e-05i,-0.00031551-0.00012905i,0.00010825+0.00020194i,-0.00074468+0.00061662i,-0.0015814-0.00042101i,-0.00075404-0.00080599i,0.00042253-0.00058949i,0.00095829-0.0010408i,0.0011409-0.001551i,0.00069306-0.0013063i,0.00041545+1.4668e-05i,0.00044529+0.00067851i,-0.0004152+0.00050743i,-0.0013611+0.00029078i
0.00013103+0.00018422i,8.7263e-05-0.00021729i,0.001238+0.00032945i,0.0016876+0.0010753i,0.0011954+0.00058897i,-0.00022978+0.00037237i,-0.0012443+0.00075248i,-0.00084636+0.00058251i,-0.00022563+0.00016576i,-0.00053196+0.00054746i,-0.0010588+0.0008624i,-0.0010737+0.00052888i,-0.0012989+0.0001512i,-0.00067434-0.0001757i,0.00083676-0.00072241i,0.001028-0.00088144i,0.00033491-0.00058221i,0.00020747-0.00069656i,-2.5927e-06-0.00065123i,0.0002653+0.00073026i,0.00032378+0.00065801i,-0.00056708-0.00046593i,-0.00026622+0.00045149i
0.00044496-0.001314i,-0.00085816-0.0015005i,-0.0021283-0.00038194i,-0.0016432+5.707e-05i,-0.00096562-0.00031427i,-0.0010359+0.00041749i,-0.0012229+0.0012788i,-0.001006+0.0011571i,-0.00076481+0.00022951i,-0.00034482+0.00036418i,0.00028856+0.00036893i,0.00031372+0.00024813i,-0.0011171+0.00033226i,-0.001715+0.00047591i,-0.00085615+0.00053518i,-0.00035668+4.5551e-05i,-0.00018456-0.00021573i,0.00013826-3.5544e-05i,0.0004585-0.00014708i,0.00053402+0.00017998i,-5.6642e-05+0.00012275i,-0.00066383-0.00080721i,-0.00080641-0.0010863i
-0.0019334-4.1024e-06i,-0.0028007-0.00065627i,-0.0026117-8.4925e-06i,-0.0010353+0.0014074i,0.00022762+0.0022382i,0.00081571+0.0018819i,0.00052601+0.0012774i,-0.00035316+0.00074992i,-0.00054826+0.00067973i,-5.6296e-05+0.00066354i,0.00027686+0.0006386i,0.00040659+0.00050462i,0.00034131+0.00081313i,0.0001896+0.00093316i,-0.00037093+0.00064721i,-0.00048152-5.9608e-05i,-0.00032982-0.00023641i,-0.00021948+3.6618e-06i,0.00026811+0.00027018i,0.0010877+2.6801e-05i,0.00085348-0.00076447i,-0.00048291-0.00077423i,-0.00067737+0.00017781i
0.00012816+0.00095873i,-0.00049249+0.0010451i,-0.00028921+0.0020005i,0.00065643+0.0026368i,0.00025843+0.0016908i,-0.00086006+0.00030147i,-0.001255+0.00021625i,-0.00071414+0.00014088i,-0.00075968+0.0002279i,-0.00089858+0.00053981i,-0.00019868+0.00016563i,0.0002335-0.00048222i,-9.5685e-05-0.00037298i,-0.0011637+0.00041679i,-0.0010021+0.00038895i,0.00030631+0.00072122i,0.0006821+0.00024012i,0.000948-0.00060476i,0.00049364-0.0010888i,-0.00069033-0.00089155i,-0.00099919+0.00057214i,-0.00085819+0.00092096i,-0.00058595-0.00045158i
-0.0015729+0.00020013i,-0.0025262+0.00032007i,-0.0023558+0.0023536i,-0.00074558+0.0041369i,0.00061733+0.0031308i,0.00081185+0.0020271i,0.00029653+0.0013703i,-0.00037116+0.00068103i,-0.00055093+0.00071951i,-0.00048095+0.0009506i,-0.00030298+0.0011235i,-0.00019091+0.00087871i,-0.00079793+6.1407e-05i,-0.0007751+0.00044353i,0.00014206+0.0009703i,0.0013764+0.00028494i,0.0022696-0.00071039i,0.0017818-0.0012721i,0.00015121-0.00098666i,-0.00055366-0.00041131i,0.00011226-0.00035622i,0.0005122+7.0627e-05i,0.00076789+0.00010695i
-0.00094157-0.0013216i,-0.0017313+0.00016829i,-0.00084002+0.0010822i,0.00053116+0.0014156i,-0.00027597+0.00082066i,-0.0013045-0.00061244i,-0.0013108-0.00022178i,-0.0011641+0.0010883i,-0.0011618+0.00096123i,-0.0010409+0.00031719i,-0.00085281-0.00074359i,-0.00062028-0.00090489i,-0.00043798+0.00018876i,-0.00038594+0.0011083i,0.00025099+0.00083214i,0.00072926+8.1068e-06i,0.000963-0.00035327i,0.00092284-0.00015051i,0.00067477+0.00030085i,0.00028741+0.00099796i,-0.00074858+0.00091588i,-0.00076341+0.00028609i,5.4049e-06+0.00063846i
0.00037477-0.0017201i,-0.00094951-0.0014741i,-0.0015198-0.00020486i,-0.00097126+0.00084415i,-0.00080231+0.0010356i,-0.00093786+0.00081114i,-0.00025763+0.00065876i,-5.9522e-05+0.00060318i,-0.00016251-0.00015826i,-0.00029451-0.00013472i,-0.00046562+0.00085017i,-0.00069112+0.0011003i,-0.00051803+0.00072782i,-0.00082158+0.00027178i,-0.00092029+6.8708e-05i,-0.00012962-0.00044224i,0.00047703-0.00091884i,1.1888e-05-0.00085153i,-0.00028636-0.00027661i,0.00010547+7.2558e-05i,9.6363e-05-0.00065137i,0.00010373-0.00060417i,5.3697e-06-0.00037665i
0.00042996-0.00067586i,-0.00085729-0.00047604i,-0.0012007-0.00019572i,-0.00035316-0.00021064i,0.00037336-0.0004856i,0.0002715-0.00097372i,-2.0322e-05-0.00067278i,-0.00039266+0.00047475i,-0.00086952+0.00071706i,-0.00026531+0.00060522i,1.0268e-05+2.0972e-05i,2.6256e-05-0.00069341i,-1.1076e-05-0.00034249i,-0.00016401+0.00013383i,-7.9175e-05-0.0001036i,-0.00015538-9.8928e-05i,-0.00055933-0.00020592i,-0.00021047-0.00019848i,0.00050799-0.0003493i,0.00021647-0.00017629i,-0.00040888+0.0003457i,-0.00031688+0.000331i,-0.00013479-0.00013151i
-0.0015226-0.001043i,-0.0010173-1.9961e-05i,-0.00031093+0.00085395i,6.8154e-05+0.0011971i,-0.00052893+0.001775i,-0.0014549+0.00079447i,-0.0018156-0.00064057i,-0.0018028+0.0001862i,-0.0014885+0.0011983i,-0.00040461+0.001409i,0.0009582+0.0009201i,0.0011801-0.00019816i,-1.7601e-05-0.00061653i,-0.00077947-0.00053589i,-0.00041516-3.5218e-05i,0.00016094-9.5073e-05i,0.00045271-0.00081843i,0.00081022-0.00046557i,0.00057371+0.00091009i,0.00027103+0.0010424i,0.00054191+0.0003178i,0.0002402-0.0006595i,-9.0646e-05-0.0013376i
0.00063211+0.0016806i,0.00061165+0.002014i,0.00078278+0.0040097i,0.0015575+0.0033525i,0.0017233+0.00072516i,0.00052346-0.00065405i,-0.0005018-0.00041175i,-0.00073627+0.00061605i,-0.00061088+0.00091194i,-0.00031766+0.00097561i,-0.00018603+0.00099896i,-0.00022044+0.00064286i,-9.9992e-05+0.00023736i,0.00011275+0.00068678i,0.00022651+0.00096147i,0.001043+0.00067821i,0.0010638+0.00025516i,0.0007097-0.0003114i,0.0004524-0.00010617i,0.00051218-0.00042487i,0.0006416-0.00052825i,0.00063852-5.3208e-05i,5.4556e-05+0.0003542i
-8.2315e-05+0.00020455i,-0.0016057+0.0001797i,-0.0016457+0.00097388i,-0.00055486+0.0019665i,-1.2705e-05+0.0022301i,-0.00052316+0.0017818i,-0.0009383+0.0022385i,-0.00074856+0.0024264i,-0.00086085+0.0010495i,-0.0004096+0.00015652i,0.0010163+0.00052285i,0.00032334+0.00062588i,-0.0011663+0.00050133i,-0.0012091+0.0010492i,-0.001196+0.001179i,-0.00065325+0.00059785i,0.00026889-0.0001697i,0.0012237-0.00038563i,0.00094502+0.00062867i,0.00033253+0.0012898i,2.0006e-05+2.3381e-05i,-0.00051056-0.00064159i,-0.00014497-3.6109e-05i
0.00049881-0.0015254i,-0.0011316-0.00208i,-0.0018332-0.0010956i,-0.0019448+0.00063505i,-0.0017008+0.00055787i,-0.0012519+4.3458e-05i,-0.00052564+0.00055226i,-0.00021902+0.00059499i,-0.00067611+0.00048522i,-0.00031423+0.00041528i,0.00024942+0.00027482i,-0.00080026+0.0001851i,-0.001316-0.00012924i,-0.00063812-0.00043744i,-0.0002873-9.5416e-05i,0.00035419+0.00028865i,0.00092195-0.00016498i,8.6489e-05-1.5277e-05i,-0.00058405+0.00057807i,-0.00058145+0.0003773i,-0.00045506+0.000299i,-0.00064651+0.00036988i,-0.00037018-0.00010476i
-0.00087898+0.00069655i,-0.00070149+0.0009718i,-0.00014981+0.0015107i,0.00077004+0.0023219i,0.0013856+0.0013031i,0.00064767-0.0007931i,-0.0010896-0.0008535i,-0.0013667-2.3723e-05i,-0.00049039-4.2843e-06i,-0.00018757+0.0012654i,-0.00041406+0.0021211i,-5.9594e-05+0.0009371i,0.0007371+0.00044853i,0.0013361+0.00050558i,0.001483+0.00032516i,0.0010785-0.00019546i,0.00083227-0.00053443i,0.00079721-0.0010881i,0.0010136-0.0013724i,-0.00016159-0.0012454i,-0.0009989-0.0013365i,-0.00084839+8.8104e-05i,-0.00081238+0.0012185i
0.00037434-0.00058226i,-0.00038196+0.00030449i,-0.00058043+0.0010635i,-0.00077557+0.0015311i,-0.00070658+0.0017921i,-0.00030779+0.00091164i,-0.00045539+0.0011702i,-0.00070569+0.0014977i,-0.0004297+0.0014341i,-0.0003156+0.0013323i,-4.8533e-05+0.00088485i,0.00010884+0.00074711i,4.4778e-05+0.00079017i,8.8373e-05+0.00066418i,0.0010448+0.00025166i,0.0011384+0.00056658i,0.00026559-0.00012729i,0.00093215-0.001362i,0.0010121-0.001388i,0.0005252-0.00030906i,0.00028361+9.0702e-05i,-0.00011209-1.5512e-05i,-0.0002876+0.00032667i
-0.0011065+0.0019143i,-0.0013002+0.001539i,-0.0017447+0.002348i,-0.00087795+0.0024691i,0.00051007+0.0011626i,0.0005027+0.00068066i,-0.00018224+0.00036371i,-0.00071689+0.00058209i,-0.00064808+0.001301i,-0.00021295+0.0013045i,0.00020998+0.0013895i,0.00010206+0.00099071i,-0.00018741+0.00018876i,-0.00047393-2.8162e-05i,-0.00087208+0.00017001i,-0.00035866+0.00022055i,0.00017673+0.00011426i,0.00041062-0.0010514i,0.00030175-0.0017167i,-0.00010832-0.00093881i,0.00022169-0.00011023i,-2.8979e-05+0.00022804i,-0.00049709-0.00077025i
-0.00029129-0.0010007i,-3.8138e-05-0.001207i,0.0014838-0.0010822i,0.0010457+0.00068682i,-0.0012786+0.00052178i,-0.0023592-0.00063644i,-0.0022586+0.00010557i,-0.0021463+0.00091216i,-0.0014816+0.00034014i,-0.0012164-0.0002553i,-0.0010614-0.00019726i,-0.00045141+4.9296e-05i,4.718e-05+0.00058328i,-4.4423e-05-2.3885e-06i,-0.00034027-0.00062242i,0.00032745-0.00043357i,0.0010318-9.2718e-05i,-2.0672e-05-0.00033721i,-2.7954e-05-0.00042601i,0.00076043+0.00047771i,0.00057793+0.00080675i,0.00016659-2.5498e-06i,4.0161e-05-7.4681e-05i
-0.0015482+0.00040034i,-0.00057163+0.00085661i,-0.0013556+0.0019665i,-0.0011572+0.002734i,0.00029835+0.0016066i,0.00033165+0.0010699i,-5.2284e-06+0.00089415i,-0.00033208+0.00041863i,-0.0010011+0.00033142i,-0.0013137+4.0479e-05i,-0.0012575+0.00095651i,-0.00054178+0.0013701i,0.00012361+0.00022471i,2.4032e-05-8.2684e-05i,0.00054141-0.00010223i,0.00069752+0.00056493i,0.00035228+0.00089809i,-9.9868e-05+0.00024468i,-0.00053645+0.00025599i,0.00047341-6.9127e-05i,0.0012898-0.00034197i,0.00068711+0.0001463i,-0.00026267+0.00019052i
0.001598-9.8307e-05i,0.0003777+0.00013009i,-0.00012806-9.4133e-06i,0.00049337-0.00024256i,0.0008076-0.00037757i,-0.0004771-0.00071515i,-0.0016529-0.00023603i,-0.0013895+0.00061982i,-0.00045438+0.00074704i,0.00023584+0.00060713i,-5.9467e-06+0.00014454i,-0.00027102-0.00045298i,-0.00045065-0.00029596i,-0.00058244+0.00017685i,-0.00054974+0.00059628i,0.00015352-7.3799e-05i,-0.00011642-0.00024492i,-0.00083112-0.00031981i,-0.00056579-0.00060257i,0.00012221-0.00023049i,0.00040976+0.00049682i,0.00021366+0.00069182i,-4.8036e-05-0.00028304i
-0.0012216+0.0016147i,-0.0013507+0.0017266i,-0.0012445+0.002402i,-0.00075879+0.0038849i,-0.00018321+0.0033239i,5.3879e-05+0.0013958i,-0.00033683+0.00083779i,-0.00059613+0.0003087i,-0.00094371-0.00031839i,-0.0011376-0.00010774i,-0.00081054+0.0013358i,-0.00026533+0.0016804i,-0.00036815+0.00082101i,-0.00079278+0.0005581i,-0.00015403+0.00054636i,0.00080047+0.00037457i,0.00067325+0.00013736i,0.00031577+6.7967e-05i,-0.00034982-0.00010211i,-0.00051828-0.00033179i,8.5757e-06+9.5277e-05i,4.8511e-05-0.00016294i,5.5076e-05-0.00046058i
-0.00083274+0.00039427i,-0.0014547+0.0011007i,-0.00081494+0.0024908i,0.00041962+0.0026712i,0.0011545+0.0016556i,0.0002416+0.00091688i,-0.00058917+0.00064156i,0.00015032+0.00018876i,0.00083197-0.00040375i,0.0002735-0.0009683i,-0.00050969-0.00019641i,-0.00062508+0.00065752i,-0.00076737-7.9619e-05i,-0.00098465+0.00013715i,-0.00023455+0.00078096i,0.0012234+0.00045939i,0.0015286+4.8513e-05i,-3.5741e-05-0.00032014i,-0.0011926+0.00016768i,-0.00088131+0.00067416i,-0.00017172+0.00032808i,8.7249e-05-0.00027156i,3.8026e-06-0.00011611i
-0.0010265-6.8842e-05i,-0.00040288-0.0012204i,0.00028368-0.0016738i,0.00037545-1.8058e-05i,8.617e-05+0.00052271i,-0.0012866+0.00027148i,-0.0019267+0.00014653i,-0.00088636+1.8436e-05i,-0.00053045+0.00037776i,-3.6418e-05+0.00056964i,6.3501e-05+0.00040895i,-0.00068918+0.00045835i,-0.00040132+0.00047789i,0.00025268+0.0004236i,5.1643e-06+0.00047559i,-5.6686e-05+0.00060255i,0.00057765+0.00065883i,0.0005891+0.00037615i,-0.00023922-0.00027053i,-0.00013566-0.00041644i,0.00045573-0.00027306i,0.00071945-0.00037483i,0.0001988-0.00037506i
0.001289-0.0010902i,0.00060341-0.0014468i,0.0012685-0.00063674i,0.001881-0.00091541i,0.00035602-0.0011255i,-0.0019407+0.00021126i,-0.0017146+0.00091912i,-0.00066768+0.0014498i,-0.00089249+0.001208i,-0.00070657+0.00062946i,-0.00025519+0.00080017i,-0.0004462+0.001003i,-0.00064549+0.001018i,-0.00055943+0.00030665i,-0.0001731-0.00084175i,0.00018563-0.0012132i,0.00024658-0.0015845i,0.00042156-0.0010503i,0.00084005-0.00026066i,0.00029346-0.00038732i,-0.0003061-0.00074453i,0.00030621-0.00048839i,0.00059044-0.000311i
-0.00046047+0.0010068i,-0.0001816+0.00027619i,0.00065003+0.00040903i,0.0019978+0.00062675i,0.0020191-0.00022956i,-2.6624e-05-0.0013383i,-0.0014633-0.00071146i,-0.0008573+0.00084894i,0.00011821+0.00081846i,0.0003594-1.3223e-05i,-5.0932e-05-6.8634e-05i,-0.00027086+0.00014805i,-0.00030585-0.00019348i,-0.00020993-0.0001133i,0.0001509+5.5301e-05i,0.00055186-0.00018008i,0.00068383-7.2602e-05i,0.00044512-1.2102e-05i,-0.00025502+4.9247e-06i,-0.00023083-0.0001458i,0.00012546-0.00073764i,-1.6308e-06-0.00068981i,-0.00053497-4.9016e-05i
0.00017006-0.0026763i,-0.0014302-0.0019269i,-0.0018315-0.0006333i,-0.00094241+0.0013347i,-0.0010544+0.0025694i,-0.00092453+0.0019913i,-0.00059309+0.0013154i,-0.00026508+0.0012177i,0.00036479+0.00014596i,0.0002426-0.00029012i,-0.00085892+6.4442e-05i,-0.0016818+8.1665e-05i,-0.00095893+3.6974e-05i,0.00029194-6.3673e-05i,0.00052127+0.00033077i,0.00073499+0.00081135i,0.0010154+0.00058907i,0.00048649+0.00018154i,0.00010441-0.00054558i,0.00033753-0.00033543i,0.00022499+0.00033938i,0.00026976+7.414e-05i,0.00051078-0.00017519i
-0.00012411+0.00019077i,-0.000391+0.00048726i,-0.00054863+0.0018515i,8.4952e-05+0.0012466i,0.00072668+1.0511e-05i,0.00038294+0.0001828i,-0.00063596+0.00058142i,-0.0011006+0.00088669i,-0.0010886+0.0012368i,-0.0015943+0.0010924i,-0.00073194+0.00070349i,-7.289e-05+0.00038591i,5.9152e-05-0.00033842i,0.00043066-0.00041262i,0.00080627+0.00030533i,0.0010439-0.00030915i,0.00040592-0.001179i,-0.00043833-0.0009864i,-0.00062537-0.00012524i,-0.00021244-6.1699e-05i,4.6106e-05-0.00042383i,-0.00010311-0.00030502i,-4.1423e-06+0.00031721i
-0.0012786-0.00032619i,-0.00083056-0.00053815i,-0.00096341+0.00030822i,3.7764e-05+0.0018455i,0.00095379+0.0022214i,-0.00013962+0.00090188i,-0.0012499+5.6896e-05i,-0.0010143+0.00028886i,-0.00056383+0.00035955i,-0.00019302+0.00015623i,-0.00012481+0.00028801i,-6.1705e-05+0.00033831i,-6.2911e-05-8.9292e-05i,-0.00045276-0.0003525i,-0.00062877-0.00019151i,-0.00032203+0.0003537i,-2.3895e-05+0.00014963i,0.00010252-0.00075738i,0.00064772-0.00091998i,0.0011538-0.00015361i,0.00086329+0.00064318i,0.00015103+0.00064411i,-0.00023138-3.3265e-05i
