-0.0010254-0.00069259i,-0.0010426-0.00039507i,-0.0016768-0.00021849i,-0.0011809+0.00053469i,-0.00025064+0.0022342i,-0.00032152+0.0019118i,-0.0005945+0.0011992i,0.00042927+0.0012131i,0.001497+0.00071173i,0.0019797-0.00074903i,0.0016332-0.0015778i,0.0013166-0.00043615i,0.00069789+0.00045928i,-5.8655e-05+0.00048904i,-0.00088925+0.00079379i,-0.0016361+0.00068159i,-0.0012347+0.00017642i,-0.00028538-0.0007692i,-0.00048243-0.00073499i,-0.00027737+0.00018696i,0.00010643+0.00078509i,-0.00019749+0.0010622i,-0.00010517+0.00064865i
-0.0015381-0.00067141i,-0.0017577+0.00042717i,-0.0019296+0.00081136i,-0.0014432+0.0013137i,-0.00010763+0.0027772i,0.00047961+0.0023999i,0.00051044+0.00054537i,-2.2093e-05+0.00036409i,-0.00060697-0.00012468i,-0.00018576-0.001017i,9.411e-05-0.00097386i,5.7304e-05-0.00048503i,0.00030655-0.00074534i,0.00065836-0.00072804i,0.00045816-0.00020277i,-0.00036517-0.0002432i,-0.00051594-0.00069388i,-0.00027893-0.0012153i,0.00047933-0.0005288i,0.00094338-0.00023656i,0.00083538-0.00057987i,0.00026067-9.6351e-05i,-0.00020093+0.00024402i
-0.00035942+0.0010416i,0.00050037+0.0010237i,0.0011614+0.0014567i,0.00097154+0.0014235i,0.00057581+0.00083217i,0.00086764+0.0011856i,0.0014992+0.001187i,0.001534+0.0011795i,0.0011713+0.00067197i,0.00072503-0.00066019i,0.00013688-0.00095808i,0.00041024+8.0406e-05i,0.00078541+0.00066307i,0.00035581-0.00015442i,0.00019312-0.00060714i,-1.45e-05-0.00035832i,0.00012302-0.00047174i,-0.00056372-0.0006648i,-0.0013027-4.9262e-05i,-0.00055502+0.0004917i,0.00022124+0.00082732i,0.00042864+0.00045967i,3.346e-05+0.00025487i
0.0011793-0.0003694i,0.00067744-0.0014112i,-0.00061257-0.0014177i,-0.0016931-0.00037221i,-0.0014215-0.000407i,-0.00078917-0.00079943i,-0.0003324+0.00019309i,0.00035962-0.00021255i,0.00086487-0.0014558i,-0.00014952-0.0013372i,-0.0002836-0.00083198i,0.00055804-4.8856e-05i,0.00060646+0.00020029i,0.00020477+0.00030544i,0.00015088+0.00079902i,0.00028606+0.0010284i,0.00032886+0.00012585i,0.00019953-0.00023966i,-0.00027623+0.00013682i,-0.00015455+0.00061298i,0.00049756+0.00049725i,0.00042036-0.00012309i,1.9275e-05-9.5879e-05i
0.00045112+0.0015025i,0.0015292+0.0012086i,0.0023627+0.00078032i,0.0026933+0.00084384i,0.0023271+0.00033889i,0.0025917-0.00082308i,0.0023547-0.0010799i,0.0013957-0.00050761i,0.00105+2.8182e-05i,0.00032914-4.3321e-05i,0.00010564-8.2274e-05i,0.00023502-0.00024586i,3.4611e-05-0.0005946i,-0.00026432-0.00011111i,-0.00063263+0.0007924i,-0.0001015+0.00091764i,0.00010522+0.00048996i,-0.0010242+2.8854e-05i,-0.0011575+0.0001138i,-0.00040948+9.7829e-05i,0.00010424-0.00011741i,0.00054556-0.00047962i,0.00020773-0.00037996i
-0.0016016+0.00064466i,-0.0012139+0.0016769i,-0.00092704+0.0017506i,-0.0011062+0.001421i,-0.00031091+0.0013734i,0.0013461+0.0013588i,0.0014152+0.00087906i,0.00044341-9.7724e-05i,0.0003558-0.0006956i,0.00052779-0.00034038i,0.00022387-0.0001141i,-0.0001606-0.0002987i,0.00025815-0.0010894i,0.00078827-0.0013049i,0.00038839-0.00082754i,4.6309e-05-9.2019e-05i,0.00044601+0.00026976i,0.00026806-1.4182e-06i,-0.00025249-0.00016942i,-5.4876e-05+0.00050622i,0.00077546+0.00049791i,0.00079551-0.00021388i,0.00014724-0.00033711i
-0.0024816+0.0022114i,-0.0022866+0.0015482i,-0.00087533+0.0016709i,-1.4184e-05+0.00080235i,0.00091947+0.00013026i,0.0015946-0.00013173i,0.0010703-0.00050283i,0.00034677-0.00068486i,0.00012817-0.00076873i,0.00051394-0.00022924i,0.00029356+0.00088311i,-0.00079272+0.00080632i,-0.00091329+0.00051815i,-0.00066278+0.00064949i,-0.00077583+0.00023009i,-0.00077131-0.00010213i,-0.00050744-0.0005024i,0.00017002-0.00072946i,-4.1196e-05-0.0004859i,0.00011807-0.00031555i,0.00027292+0.00024036i,6.5674e-05-0.00045232i,-2.7843e-05-0.00072436i
0.0013292-0.00078518i,0.0024619-0.0010062i,0.0020435-0.0011996i,0.0012379-0.0012161i,0.00081951-0.00026273i,0.00071837+0.00035704i,0.00056948+0.00049247i,0.00037711-0.00030875i,0.00018694-0.0011329i,-0.00023709-0.00094307i,-4.2183e-05-0.00050624i,0.00055436-2.4534e-06i,0.00059637-0.00015166i,-0.00025948-0.00037065i,-2.8048e-05+0.00015408i,0.00049515+0.00036372i,0.00060697+0.00066176i,0.0005919+0.00091891i,-0.00010428+0.00025935i,3.895e-05-0.00051264i,0.000735-0.00064682i,0.00033347-0.00047092i,0.00044991-0.00082185i
0.00058091+0.0018871i,0.00095462+0.0014469i,0.0019465+0.00042068i,0.0015394-0.00016193i,0.00012846-0.00048598i,-3.9391e-05-0.0011748i,0.00060661-0.0014515i,0.00065536-0.0011204i,0.00039596-0.00082685i,0.00065309-0.0011987i,0.00097351-0.0016481i,0.00056476-0.0011558i,0.00040952-0.00066498i,-3.5018e-05+2.9845e-05i,-0.00035241+0.00061053i,-0.00015118+0.00043005i,-4.9112e-05-3.2621e-05i,-0.00049181-0.0003691i,-0.00026776-0.00060393i,0.00033229-0.00078578i,0.00033341-0.00028165i,0.00034746-0.00012345i,3.2767e-06-0.00077635i
-0.0014827+0.0012175i,-0.001814+0.0024316i,-0.0013912+0.0026961i,-0.00089608+0.0019645i,3.58e-05+0.0015363i,0.00076304+0.0014151i,0.0003541+0.0002284i,-0.00020553-0.0011494i,-0.00027919-0.0017975i,-0.00048021-0.0012971i,-0.00047261-0.00051148i,-6.5384e-05+3.659e-06i,0.00029811-1.2559e-05i,0.00073688+0.00055764i,0.0015176+0.00074427i,0.0015112+0.00042365i,0.0003728+0.00073218i,0.00028751+0.00082804i,0.00028861+0.00088714i,-0.00028345+0.0005992i,0.00029383+0.00025532i,0.0013987+6.843e-05i,0.00052861-7.0287e-05i
0.0011071-0.001607i,0.0012349-0.0030294i,0.0015371-0.0034373i,0.00059215-0.0023661i,-0.00021577-0.0013095i,-5.9124e-06-0.00050597i,0.00015797-0.00047871i,0.00041169-0.00051708i,0.00059434-0.00053899i,0.00040162-0.00075854i,0.00021476-0.00070539i,0.0002694-0.0001424i,0.00032128+0.00034997i,0.00026848+0.00071559i,-8.257e-06+0.00021603i,4.0476e-05-0.00059747i,0.0002801-0.00034667i,-0.00036562+0.00020435i,-0.00090842-0.00023006i,-0.00099295-0.00064466i,-0.0010489-8.4193e-05i,-0.00035972+0.00029673i,0.00036295-0.00030578i
-0.0011331-0.0015402i,-0.0021736+0.00058987i,-0.0022523+0.0013487i,-0.0015353+0.0017637i,-0.00083861+0.003067i,-0.00053328+0.0035328i,0.00016558+0.0014459i,0.0003027+0.00013905i,-0.00029665-0.000352i,-0.00040781-0.0010847i,-0.00055489-0.0010677i,1.4536e-05-0.0011449i,0.00034402-0.0010473i,-0.00045682-0.0011123i,-0.00092838-0.0014826i,-0.0010961-0.00090853i,-0.0012856-0.00044395i,-0.00096804-3.0743e-06i,-5.8027e-05+0.00073755i,0.0003372+0.00034047i,2.0388e-05+0.00021922i,-0.00032721+0.00045843i,0.00027775+0.00014406i
0.00069259+1.0793e-06i,0.0013632+8.0499e-06i,0.001198-0.00076946i,0.0002519-0.00080963i,-0.00035533+0.00022007i,-0.0005425+0.00091587i,-0.00022884+0.0003419i,3.9527e-05-0.00077893i,0.00017143-0.0022814i,0.00079167-0.0024303i,0.00056308-0.0014057i,1.1977e-05-0.00026588i,-3.5056e-05+5.5061e-06i,-0.00014427-0.00030339i,4.4152e-05+0.00020966i,0.00037058+0.00048144i,0.00010002+0.00011976i,-0.00077773+2.7923e-05i,-0.00092962+0.00013399i,-1.5802e-05+0.000164i,-0.0001076-3.759e-05i,-0.00079507-0.0005551i,-0.001049-0.00012148i
-0.00065346-0.00041303i,-0.0014469+0.00016865i,-0.0020413+0.0013673i,-0.0011462+0.0021174i,-0.00026872+0.001878i,0.00089989+0.0011589i,0.0020928+0.00044572i,0.0011025-9.2286e-05i,-0.00010492+0.00012105i,-0.00043834-0.00015268i,0.00023252-0.0013502i,0.00080989-0.0011817i,0.0004598-0.00055236i,0.00052499-0.00048103i,0.00043209+5.3994e-06i,5.1697e-05+0.00076711i,-0.00062717+0.00024899i,-0.0015736+4.7322e-05i,-0.0012291+0.00023025i,-0.00035626+5.4633e-05i,0.00012027-0.00064538i,0.00056966-0.00082796i,0.00016068-0.0007437i
0.0012586-0.0011165i,-1.6258e-05-0.0015604i,-0.0004655-0.0018421i,-0.00032286-0.001475i,-0.00070989-0.00034989i,-0.00030048-0.00056952i,0.00025986-0.00068724i,0.00040867-0.00076567i,3.0414e-05-0.0012576i,-0.00039965-0.0010661i,-0.00024703-0.0011996i,0.00031992-0.0010389i,0.00068666-7.4874e-05i,0.00025037-0.00013931i,-0.00053571-0.00064946i,-0.00052158-3.9717e-05i,-0.00028943+0.00066861i,-0.00054131+0.00059446i,-0.00046619-0.00069409i,-0.0001716-0.00087697i,-6.6463e-05+3.1299e-05i,0.00026105+0.00013206i,0.00073195-0.00043797i
0.00016593+0.001035i,0.00036982-1.0948e-05i,0.00041587-0.00060677i,3.0507e-05-0.0011684i,0.00025959-0.00060758i,0.0011003-0.0001421i,0.0004331-8.5164e-05i,-0.00013787-0.0005716i,0.00028707-0.00061527i,0.00052431+5.7624e-05i,0.00020462+2.1396e-05i,0.00011391-0.0003781i,-0.00044508-0.00039347i,-0.00087864-0.00040295i,-0.0009866-0.00052642i,-0.0012184-0.00050073i,-0.00079592-0.00031007i,-0.00028757-5.3033e-05i,-0.00047267-0.00042927i,-0.00046577-0.00024057i,-0.00067499-0.00031548i,-0.00030491-6.4894e-05i,-0.00025613+0.0011606i
0.00096378-0.00036651i,0.00067524-0.0012714i,0.00085945-0.00061766i,0.0011165-0.00067817i,0.00085645-0.0014709i,0.00070811-0.0017352i,0.00078754-0.00066488i,0.00037997+0.00031641i,0.00081224+0.00043462i,0.0013399+0.00020429i,0.00051096-0.00051312i,0.00026523-0.00075809i,0.00014442-0.00037221i,-0.0007013+0.00052426i,-0.00062202+0.00096535i,5.4607e-05+0.00068001i,6.3227e-05+0.00047131i,-3.3496e-05+0.00016128i,-0.00069694-0.00055415i,-0.00079243-0.0007442i,2.5632e-05-0.00052099i,0.00031993-0.00038856i,0.00014537+2.1496e-05i
-0.00047599+0.0016051i,0.0016631+0.0014772i,0.0019041+0.00060632i,0.00088388+3.8268e-05i,0.00044668+0.00046308i,0.00030562+0.00082255i,0.00076993+0.00016262i,0.00079057-0.00042907i,0.00048513-0.00067243i,0.00058306-0.00042671i,0.00012266-0.00018163i,-0.0005889-0.00012945i,-0.00068483-0.00050782i,-0.00047545-0.00020656i,0.00016271+0.00080616i,1.7471e-05+0.0009433i,0.00020541+0.00024545i,0.00042138-0.00045342i,9.6653e-05-0.00057765i,-7.9788e-05-0.00060807i,0.00043102-0.00039352i,0.0012599-9.8302e-05i,0.00097314+5.5136e-05i
-0.0001781-0.00093957i,0.00087718-4.8854e-05i,0.0011528+0.00072338i,0.00012193+0.00046931i,-0.00081018+0.00024294i,0.00012832+0.00025077i,0.0007086+0.00018834i,0.00029767+0.00036378i,0.00076279-0.0005039i,0.00086111-0.0011907i,0.00041683-0.0009328i,0.00080458-0.00069271i,0.00043071-2.6048e-05i,7.4262e-05+0.00081585i,-0.00021673+0.00083475i,-9.0641e-05-1.7964e-05i,0.00019548+0.00019399i,0.00042351+7.3614e-05i,0.00068891-0.00015975i,0.00032222+0.00013021i,8.9411e-05+0.00053297i,0.00043027+0.00034331i,0.0010032-0.00042855i
-0.00017293-0.0013677i,-0.0006808-0.0012837i,-0.0018439-0.0011996i,-0.0013438+0.00025379i,-0.00034542+0.0012383i,0.00037102+0.00055441i,0.00043837-0.00026168i,-0.00013342-0.001007i,-0.00024396-0.0016062i,0.00023517-0.0020204i,0.00075214-0.001763i,0.00055765-8.7778e-06i,0.00010662-7.2948e-06i,-0.00027054-0.00077503i,-0.00073435-0.00062673i,-0.0012911-0.00029957i,-0.00085337-0.0003709i,0.00023151-0.00063956i,0.00052385-0.0009992i,0.00046966-0.00090817i,0.00061291-0.00074451i,0.00036565-0.001025i,9.5751e-05-0.00067841i
0.001181+0.00018209i,0.00043903-0.00072217i,-0.00011361-0.001033i,-0.00083302-0.00045846i,-0.0013867+0.0003348i,-0.00054447+0.00051146i,0.00049918+1.4651e-05i,0.00076542-0.00039353i,0.00071413-0.00064252i,0.00051725-0.00085243i,0.00014944-0.00062791i,3.6239e-05-0.00021484i,-1.5607e-05+2.3631e-05i,0.00030792-0.00010762i,0.0004899-0.00016903i,0.00014822+0.00020144i,0.00027392+0.00024536i,0.00039615+0.00085655i,0.00028276+0.00021535i,0.00042072-0.00043504i,0.00031395+4.761e-05i,0.00039697+0.00023818i,0.00053633-0.00012085i
-0.00038684+0.00067473i,0.00028066+0.00028985i,0.00035909-3.9393e-05i,0.0011178+0.00082996i,0.0014869+0.0014879i,0.0015396+0.00065496i,0.0012652-0.00051891i,0.00052071-0.00076068i,0.00013954-0.0014978i,0.00044959-0.0013844i,0.00078517-0.00064716i,0.0012942-0.00098155i,0.00092037-0.0010189i,-7.8452e-06-0.00083611i,-0.00059484-0.00039655i,-0.00088101-0.00016829i,0.00014397+3.1194e-05i,0.00074813+0.00090147i,-0.00018805+0.00068658i,-0.0006248-1.719e-05i,-3.6807e-05+0.00027749i,9.7176e-05+0.00012102i,-0.00014438-0.00025113i
0.0010963+0.0021137i,0.00081138+0.0014607i,0.0012364+0.00048747i,0.00086501+0.00021955i,0.00037521+0.00025655i,0.00053934+0.00080738i,0.00068734+0.0012841i,0.00064895+4.9184e-05i,0.00058476-0.0010147i,0.00013893-0.00059839i,-0.00013134-0.00066301i,0.00021191-0.0011514i,0.00038897-0.00075995i,8.6657e-06+8.818e-05i,-0.00087793+0.0010416i,-0.0012586+0.001064i,-0.00029712+0.00065538i,0.0001895+0.00016212i,-0.000309-0.00047347i,-0.00025545-0.00049724i,-0.00030382+0.00042888i,-0.00060684+0.00073041i,-0.00069158+0.00051083i
-0.00069367-0.0017712i,-0.00023178-0.0020027i,-4.0919e-05-0.0011194i,-0.00078879-0.00099406i,-0.0015021-0.00014502i,-0.00086737+2.477e-05i,0.00030944-0.00081042i,0.00091832-0.0011288i,0.0011358-0.0011644i,0.00082764-0.00066707i,0.00040089-0.00028069i,9.106e-05+7.2861e-05i,0.00033312+3.6758e-05i,0.00039765-0.00015277i,0.00042207-0.00022625i,0.00039717+0.00025241i,-0.00019127+0.00084912i,-0.00035627+0.0006124i,-0.00059957-7.6687e-05i,0.00026292-0.00010301i,0.00083402+0.00024242i,-0.00023165+8.0947e-05i,-0.00052968-0.00018876i
-0.00019021+0.0005209i,0.00044116-0.00050096i,0.00022169-0.00084617i,-0.00024263+9.1174e-05i,-0.00061905+0.00035779i,0.00012062+6.8186e-05i,0.00068062-8.9025e-05i,0.00060156-0.00049625i,4.8867e-05-0.00061446i,-0.00063946-0.00087051i,-0.0006217-0.00052544i,-0.00058585+0.0002679i,-0.00059414+8.6961e-05i,-0.00067547-0.0005937i,-0.00078148+0.00018578i,-0.00082275+0.0010296i,-0.0012306-0.00017232i,-0.0008243-0.00067424i,-0.00056854+0.000249i,0.00010698-6.3836e-05i,0.00058703-0.00061907i,0.0005703-0.00067186i,0.00076767-0.00041487i
-0.0010362+0.0014073i,0.00034729+0.0020603i,0.0017126+0.00083266i,0.0013318-0.00068881i,0.0011484-0.0011401i,0.0012556-0.00050957i,0.0013972-0.00012276i,0.0010187-0.00042254i,0.00037256+0.00021147i,0.00070585+5.271e-05i,0.00083775-0.0002221i,0.00016544+0.0004294i,-0.00026902-0.00011338i,-0.00014979-0.00056539i,-0.00012033+0.00013715i,-0.00032211+0.00038799i,8.9752e-05+0.00062109i,0.00080168+0.00098036i,0.00039964+0.00068662i,-0.00031437+0.00045502i,-0.00040515+0.00033743i,0.00039934-8.0491e-05i,0.00065688-0.00059909i
-0.00098211+0.00040039i,-0.001706-7.7168e-05i,-0.0017331-0.00046127i,-0.0016823-0.00016762i,-0.00041176+0.00041408i,0.0010491+0.0011732i,0.0013692+0.0010824i,0.00097029+3.6906e-05i,0.00055531-0.00073381i,-0.00020713-0.00079773i,-0.00051542-0.00036267i,0.00040132+0.00018929i,0.00096151-0.00036538i,0.00039933-0.00059446i,-0.00054709-3.8417e-05i,-0.00060153+7.2786e-05i,-0.00059271-0.00029968i,-0.0011168-0.00050999i,-0.0010485-0.00055395i,-0.00059135-0.00070656i,5.6718e-06-0.00023622i,0.00016617+3.3493e-05i,0.00028857-7.9308e-05i
0.00087183+0.00080444i,0.0013514-0.00010857i,0.0024193-0.00073777i,0.0026159-0.001239i,0.0014294-0.00090108i,0.00044278-0.00043231i,-0.0003623-0.00037174i,-0.00036237-0.00078056i,0.00079797-0.0010359i,0.00077445-0.00038001i,0.00023734-0.00021161i,0.00012421-0.00020563i,-3.1355e-05-0.00019491i,-0.0004758-0.00071607i,-0.0009301-0.00083574i,-0.00067022-0.00020062i,-0.00026837+0.00019319i,-0.00066803-5.1937e-05i,-0.0012108-0.00038213i,-0.00052654-0.00043177i,9.9001e-05-0.00032141i,-3.5766e-05-0.00032685i,-0.00026826-0.00010078i
0.0017161+0.0013198i,0.0028781+0.0012071i,0.0037126+9.6693e-05i,0.002586-0.00098861i,0.0012343-0.0010187i,0.00064488-0.00063109i,0.0009877+8.5021e-05i,0.0010349+0.00022346i,0.00090269-0.0004307i,0.00054725-0.00091233i,-0.00040165-0.0010082i,-0.00049736-0.00075766i,-0.00036165-0.00037415i,-7.8389e-05-1.7048e-05i,3.5936e-05+0.00039499i,-0.00037701+0.00064901i,0.00048694+0.00020483i,0.00077804+0.00017563i,8.0496e-05+0.00028857i,0.00013446-0.00027365i,0.00054625-0.00076079i,0.00035891-0.00045319i,-6.1824e-05+8.3196e-05i
-0.0015617-0.0012914i,-0.0019402-0.0017439i,-0.0023979-0.0015449i,-0.0022962-0.0010576i,-0.000688-0.00082975i,0.00093333-6.7464e-05i,0.00091742+2.2627e-05i,0.00026095-0.00061037i,-0.00018017-0.00069156i,-0.00082386-0.00014714i,-0.00072748-0.00064137i,-5.7206e-05-0.0010735i,6.7751e-05-0.00086626i,-0.00015904-0.00034904i,-0.00068445+0.00021876i,-0.00056922+4.9323e-05i,-0.00023922+7.3286e-05i,-0.00052038+0.00013513i,-0.001005-2.3247e-05i,-0.0012118+0.00072966i,-0.0010133+0.00099641i,-8.8632e-05+0.00014966i,5.2538e-05-0.00014468i
0.0019236-0.00012685i,0.00058149+0.0006213i,-0.00048798+0.00086671i,0.00018354+0.00076933i,0.00076529+0.00074264i,0.0002411+0.00070957i,0.00023731+0.0010324i,0.0002859+0.00073182i,-0.00015201+6.3214e-05i,0.00017529-0.00032955i,0.00039431-0.00078759i,-0.00037684-0.0004639i,-0.00012411+0.00035837i,0.00044286+0.00021973i,0.0003915-0.00038407i,0.00063561-0.00054907i,0.0011304+0.00028994i,0.0011784+0.00011802i,0.00042399-0.00087171i,-0.00031901-0.00088271i,-1.9064e-05-0.00046259i,0.00045432+0.00061653i,0.00021548+0.0011227i
-0.0021462+4.6615e-05i,-0.0011362+0.00011977i,-0.001038+4.1663e-05i,-0.0012763+0.00033906i,-8.771e-05+0.00063667i,0.0015603+0.00038292i,0.001387+0.00037772i,-0.000411+3.9907e-05i,-0.00098299-0.0007685i,6.3076e-05-0.0014501i,0.00030122-0.00099129i,-0.00013109+0.00010218i,-0.00024954-0.00062026i,0.00013522-0.0013085i,-6.6793e-05-0.00072903i,-0.00036396-6.2029e-05i,-0.00096231-0.0001881i,-0.0014493-0.00012666i,-0.0014304-0.0001982i,-0.00077179-0.00016198i,0.00038391+0.0001787i,0.00028436+0.00024497i,-4.2622e-05+0.00052982i
1.4589e-08-0.00069047i,-0.00011247-0.0011359i,-0.00056992+0.00073542i,-0.00062122+0.001854i,0.00021853+0.0014233i,0.0014636+0.00052322i,0.0015935-0.00053594i,0.00053325-0.0014947i,-0.00045823-0.0012599i,-0.0007974-0.00050833i,-7.154e-05-0.00074469i,0.00094156-0.0011269i,0.0010486-0.0013816i,0.00045576-0.001132i,-0.00087218-0.00028732i,-0.0012791+0.00067551i,-0.00089851+0.0010924i,-0.0001285+0.00082145i,0.00048114+0.00069861i,0.00051124+0.00048376i,-0.00014459+0.00031466i,-0.00064749+0.00038748i,-0.00012512-9.9075e-05i
-0.00037907+0.00068081i,-0.00045834+0.00020098i,-0.0011863+7.5016e-05i,-0.00043465-0.0001054i,0.0004956-5.9291e-05i,-8.5369e-05+2.7261e-05i,-0.00046509-0.00010945i,4.5709e-05-0.00036331i,0.00040715-0.001154i,0.00052114-0.0013206i,0.00089825-0.00087769i,0.0007862-0.0007236i,0.0002461-0.00066618i,0.00014551-0.00082176i,8.0829e-05-0.00044734i,-4.66e-05-0.00021906i,0.00024156-0.00016167i,0.00086861+0.00013362i,0.00047533+0.00029779i,-3.225e-05+0.0001802i,-9.3138e-05+0.0001447i,0.00056545+0.00066142i,0.0010756+0.00055713i
0.00094894-0.0016429i,0.0020153-0.0020634i,0.00080699-0.0022648i,0.00016649-0.0018225i,0.00051768-0.00081005i,0.00065548-0.00048056i,0.00094868-0.00067675i,0.00051787-0.00057391i,-0.00049693-0.0006475i,-0.00053854-0.00046253i,-0.00072426-0.00033635i,-0.00081846-0.00017275i,-0.00041565-0.00028264i,0.00047774-0.00099082i,0.0010058-0.00015424i,0.00022351+0.0010107i,0.00015897+0.00064363i,0.0006782-5.4712e-05i,-0.00014204+0.00043851i,-0.00037229+0.00017642i,1.718e-06-5.2075e-05i,-0.00027524+0.00026878i,-0.00046557-0.00011598i
-0.00022341-0.00049118i,-0.00078386-0.0012364i,-7.8642e-05-0.0009275i,-0.00024995+0.00037383i,-0.00044022+2.0203e-05i,0.00073541-0.0011799i,0.0013276-0.0012536i,0.0010585-0.0010693i,0.00061553-0.0007531i,0.00016933-0.00031296i,0.00082134+2.0713e-05i,0.0012165+0.00042453i,0.00073609+0.00053576i,0.0006723+0.00071949i,0.00040798+0.00095204i,-0.00046659+0.00036963i,-0.0001288-0.00042871i,0.00035879-0.00043686i,-0.00021834-5.4371e-05i,-0.00037464+0.00025629i,0.00012784+1.5926e-05i,0.00038564-6.4757e-05i,0.00054816+0.00049165i
3.9789e-05-0.0012468i,-0.00028547-0.0015386i,3.1551e-05-0.0010313i,-0.00044721-0.00022295i,0.0001673+0.00028844i,0.00060857+0.0010473i,-0.00034957+0.00068935i,-0.00049979-0.00045142i,-0.00034762-0.001177i,-0.00041857-0.0016541i,0.00014548-0.0012477i,0.00084317-0.00036843i,0.00018764+0.00022071i,8.7604e-05+1.7498e-06i,0.00034393-0.00050115i,0.00027915-0.00035473i,0.00015945+0.00073462i,-0.00030604+0.0016538i,-0.00070859+0.0013343i,-0.0009028+0.00070011i,-0.00057245+9.4212e-05i,0.00019967-3.5382e-05i,1.7025e-05-9.7433e-05i
0.00014298-0.00042807i,0.00075944-0.0012997i,0.0013251-0.0015629i,0.00065247-0.00021714i,-0.00025733+0.00018258i,0.00064647-0.0003118i,0.0014445-0.00099757i,0.00035561-0.0014978i,-3.4006e-05-0.0015655i,0.00043399-0.00093262i,0.00076617-0.00052607i,0.00050307-0.00088253i,0.000224-0.00092719i,0.00070997-0.00060042i,0.00091567+1.3565e-05i,0.0007918+0.00021122i,0.0010297+0.00030996i,0.00068735+0.00043635i,8.4113e-06-0.00017311i,0.00061325-9.0244e-05i,0.00067943+0.00016843i,0.00096531-0.00021186i,0.00074702-0.00045645i
0.0011296+0.0013593i,0.0014137+0.0002253i,0.0016037-0.0011152i,0.00031864-0.0012738i,-0.00091114-0.00061366i,-0.0010091+0.00021148i,-0.00059487+0.00096125i,-0.00029351+0.0012069i,-9.3268e-05+0.00060749i,-6.4649e-08-0.00038722i,-0.00036624-0.00042656i,-0.00087635-0.00023303i,-0.00052689-5.447e-05i,0.00021464+0.0007615i,0.00058603+0.00023752i,0.00072221-0.00044063i,0.00075381+0.00015971i,0.00026666+0.00061524i,-0.0008202+0.00062774i,-0.0019269+0.00038142i,-0.0017554-4.4767e-05i,-0.00077854-0.00059975i,-0.0003712-0.0005159i
-0.0019814-0.00084713i,-0.0023263+0.00015155i,-0.0016271-5.4281e-05i,-0.0013806+0.00041312i,-0.0015601+0.00092903i,-0.00043899-3.8413e-05i,0.00060711-0.00094425i,0.00054062-0.00048827i,-0.00012214+0.000238i,-0.00084661+0.00024584i,-0.00069292-0.00046699i,-0.00018505-0.00086923i,0.00088779-7.8353e-05i,0.0014635+0.00051796i,0.00088731+6.064e-05i,0.00010897+0.00017417i,-0.00074656+0.00029387i,-0.00098879+0.00029218i,-0.00055769+0.00054691i,-0.00013246+4.8374e-05i,-0.00049532-0.00022559i,0.00014971+5.6373e-05i,0.00074793+5.3221e-05i
0.0032895-0.0014683i,0.0034658-0.0027131i,0.0026504-0.0028606i,0.0010413-0.0021194i,-0.00027892-0.00029451i,-0.00050402+0.00073616i,0.00044816-0.00015942i,0.00054586-0.0013471i,0.00013319-0.0015877i,0.00024458-0.0011653i,0.00040017-0.0014903i,0.00024667-0.0012897i,-9.9229e-05-0.00091353i,0.00053616-0.00081121i,0.0010446+3.7941e-05i,0.00029191+0.00072117i,-0.00029255+9.0946e-05i,-0.00038282+3.9588e-06i,-0.00020792+0.000571i,-0.00068222+0.00055045i,-0.00046716+0.00026118i,0.00026171+0.00038855i,0.00026779+2.0028e-05i
-0.00019902+0.0015392i,0.00026034+0.001227i,0.0015708-0.00028702i,0.0010443-0.00063195i,0.00013947-0.00012337i,-0.00030863-0.00021508i,-0.00018385-0.00071832i,0.00025209-0.0013854i,0.00095023-0.0017815i,0.0013115-0.0013171i,0.0011928-0.00084007i,0.0015861-0.00072012i,0.0012865-0.00074015i,0.00014333+0.00043366i,-0.00054627+0.0010089i,-0.00013218-7.5281e-05i,0.00031439-8.8047e-06i,0.00023682+0.00097997i,-0.00033417+0.0011568i,-0.00067761+0.00067295i,0.00028517+0.00016983i,0.001068-2.0172e-05i,0.00077722-0.00029962i
-0.00068627-0.0010522i,-0.0007231-0.00020006i,-0.00055296-0.00023963i,-0.0013669-0.00016413i,-0.00165+0.00044892i,-0.0012259+0.0011029i,-0.00048787+0.00055853i,0.00072839-0.00035108i,0.00081773-0.00081089i,-9.3116e-05-0.00092167i,-0.00026095-0.00028226i,0.00014996+0.00038443i,6.1143e-05+0.00056218i,-0.00013827+0.00069204i,-0.0005729+0.00013677i,-0.0010023-0.00043013i,-0.00062257+0.00014182i,-0.00025212+0.00046378i,-0.00023847+0.00061156i,-0.00063555-0.00016119i,0.00022224-0.0006851i,0.00052774+6.6155e-05i,0.00011347+0.00014945i
-0.00059607+0.0011462i,7.0964e-05+0.0012181i,0.00063827+0.00078965i,0.00023299-0.00014021i,0.00030123-0.00069553i,0.00052165-0.00072629i,0.00091293-0.00039338i,0.0011115-0.0001881i,0.00097894-0.00063501i,0.0012152-0.0011292i,0.00032795-0.00093437i,-0.0008115-0.00068655i,-0.00012293-0.00097232i,0.00078134-0.00084031i,0.00018158-0.00019649i,-0.0005363+8.0947e-05i,-0.00029838+0.00010375i,0.0002777+3.383e-05i,0.00066517+0.00029559i,0.00042109+0.00044007i,2.3382e-05+0.00017366i,-0.000236-0.00027842i,-0.0002755+9.1683e-05i
