-0.0010254-0.00069259i,-0.0010426-0.00039507i,-0.0016768-0.00021849i,-0.0011809+0.00053469i,-0.00025064+0.0022342i,-0.00032152+0.0019118i,-0.0005945+0.0011992i,0.00042927+0.0012131i,0.001497+0.00071173i,0.0019797-0.00074903i,0.0016332-0.0015778i,0.0013166-0.00043615i,0.00069789+0.00045928i,-5.8655e-05+0.00048904i,-0.00088925+0.00079379i,-0.0016361+0.00068159i,-0.0012347+0.00017642i,-0.00028538-0.0007692i,-0.00048243-0.00073499i,-0.00027737+0.00018696i,0.00010643+0.00078509i,-0.00019749+0.0010622i,-0.00010517+0.00064865i
-0.43645-0.047569i,-0.40233+0.040769i,-0.15939+0.1326i,0.039603+0.12272i,0.032222+0.050084i,-0.03493+0.029107i,-0.035825+0.030817i,-0.016955+0.014935i,-0.017207+0.010311i,-0.021619+0.018503i,-0.01672+0.022142i,-0.0049565+0.017049i,0.0016985+0.0068021i,-0.0020695-0.00083391i,-0.0069853-0.0039575i,-0.0054535-0.0056107i,-0.0026775-0.0062603i,-0.0044642-0.0058365i,-0.0098095-0.0039731i,-0.01349-0.0030514i,-0.011241-0.0016315i,-0.0059498-0.00023066i,-0.0023388-0.0019212i
0.27071-0.47807i,0.23967-0.63692i,0.1216-0.60928i,0.0068145-0.43314i,-0.044872-0.24258i,-0.053789-0.12304i,-0.048074-0.052686i,-0.02958-0.0025431i,-0.0038979+0.016056i,0.015842+0.0049213i,0.017054-0.0078316i,0.0061402-0.0072611i,-0.0023056-0.0043135i,-0.0062588-0.0075524i,-0.0057274-0.0087983i,-9.5115e-05-0.0050924i,0.0052263-0.0013218i,0.003266+0.0011352i,-0.00017671+0.0049118i,0.0012052+0.0097702i,0.0024229+0.0089491i,0.002733+0.0041909i,0.0030897+0.00046365i
0.23105+0.46795i,0.25722+0.5497i,0.14893+0.5244i,0.067659+0.41815i,0.081549+0.23607i,0.085896+0.05826i,0.048677-0.022317i,0.017209-0.02887i,0.0029527-0.021731i,-0.0030176-0.01422i,-0.0054424-0.0080658i,-0.0051923-0.0037218i,0.0050846-0.00033113i,0.017078-0.00089706i,0.017116-0.0015618i,0.0056582+0.002483i,-0.0057621+0.0078023i,-0.0073574+0.0061247i,-0.005314-0.0035058i,-0.0058806-0.012761i,-0.0042632-0.013944i,-0.0010848-0.0095809i,0.00015837-0.0059488i
-0.41338+0.077446i,-0.33825+0.15673i,-0.11294+0.09466i,0.010209-0.027946i,0.0043816-0.033892i,0.012981+0.022925i,0.030541+0.027035i,0.0085919+0.0085259i,-0.012313+0.014433i,-0.0092871+0.023022i,-0.0013187+0.016956i,0.00041955+0.0075435i,-0.0039541+0.0063419i,-0.0083477+0.0092658i,-0.0096895+0.006661i,-0.0093232-0.0014882i,-0.0086164-0.0088747i,-0.0083769-0.0097499i,-0.0075206-0.0056844i,-0.0051952-0.00038697i,-0.0016576+0.0029568i,0.0010981+0.0038482i,0.0023177+0.004212i
0.046478-0.48711i,-0.16168-0.59575i,-0.32318-0.47327i,-0.30514-0.24928i,-0.19431-0.099297i,-0.091656-0.01897i,-0.021726+0.017321i,0.017588+0.0064167i,0.027967-0.014189i,0.021745-0.019953i,0.015043-0.014393i,0.008051-0.0063593i,0.00039604-0.00059422i,-0.0032008+0.0012348i,-0.0010605+0.00095697i,0.0052289-0.001099i,0.011148-0.0048701i,0.012569-0.0070993i,0.014878-0.007757i,0.018239-0.0076643i,0.016814-0.0028876i,0.013827+0.0035551i,0.0097+0.0042933i
0.37095+0.31984i,0.52811+0.31067i,0.50992+0.25108i,0.37802+0.17209i,0.23188+0.084374i,0.085617+0.031186i,0.0063626+0.017095i,-0.00019261+0.0012415i,-0.0050303-0.011281i,-0.010568-0.0012599i,-0.0054726+0.0063461i,-0.00018377+0.00055564i,0.0028553-0.0094727i,0.0034634-0.016373i,0.0019027-0.013699i,0.00094166-0.0035253i,0.0014913+0.0066659i,0.0017435+0.0094021i,-0.0033021+0.0092936i,-0.011317+0.013902i,-0.013955+0.015542i,-0.011853+0.012027i,-0.010128+0.0089961i
-0.31651+0.13999i,-0.23219+0.19666i,-0.10155+0.079526i,-0.074602-0.053562i,-0.09202-0.046734i,-0.05957-0.0043452i,-0.025681+0.0036598i,-0.0077683+0.022811i,0.01394+0.033968i,0.018774+0.019735i,0.0085211+0.0067365i,0.0028337+0.0023933i,0.0030936+0.0048704i,0.0047503+0.0093631i,0.005267+0.0069143i,0.0020464+0.00038933i,-0.0029806-0.0040133i,-0.0058581-0.0022104i,-0.0036396+0.0018219i,-0.0006001+0.00014575i,-0.0033945-0.00071927i,-0.0066969+0.002415i,-0.0062368+0.0036277i
-0.089858-0.33606i,-0.33453-0.2758i,-0.41344-0.072912i,-0.27365+0.061627i,-0.13964+0.034318i,-0.091765-0.028353i,-0.047518-0.030324i,-0.0024282-0.016377i,0.016804-0.021407i,0.011451-0.025951i,0.005069-0.01516i,0.010114+0.00030516i,0.014793+0.0058104i,0.013457+0.003109i,0.011531+0.0021064i,0.0099896+0.0029302i,0.0083119+0.0005569i,0.0051731-0.006737i,-0.0024579-0.016424i,-0.010083-0.021066i,-0.012061-0.020583i,-0.010459-0.018291i,-0.0086496-0.015178i
0.34667+0.12407i,0.47862-0.039844i,0.46826-0.15184i,0.36254-0.15788i,0.25449-0.13581i,0.17084-0.091051i,0.092431-0.039354i,0.022963-0.0087723i,-0.010404+0.018157i,-0.0021124+0.032038i,0.0058283+0.023668i,-0.0020349+0.013201i,-0.0092744+0.0088953i,-0.012836+0.0081351i,-0.013688+0.010164i,-0.011255+0.012543i,-0.0057651+0.013501i,0.0030448+0.012598i,0.012221+0.010671i,0.017489+0.0075096i,0.01648+0.0026237i,0.01229-0.0019826i,0.0092402-0.0047327i
-0.2+0.13213i,-0.086073+0.19263i,-0.040646+0.14161i,-0.085795+0.10277i,-0.044081+0.12314i,0.033041+0.096305i,0.028345+0.041125i,0.0069087+0.028707i,0.013266+0.025762i,0.01315+0.012971i,0.001387+0.0030128i,-0.0062355+0.0024097i,-0.0021316+0.0070748i,0.00069364+0.0031488i,-0.0035407-0.0048705i,-0.0083322-0.010623i,-0.012904-0.011679i,-0.013177-0.0060047i,-0.0044511-0.0026034i,0.0076941-0.0029504i,0.015511-0.0042145i,0.019412-0.0058355i,0.019796-0.0042719i
-0.077035-0.13953i,-0.26544+0.042401i,-0.26543+0.22503i,-0.12218+0.23412i,-0.079849+0.1864i,-0.09998+0.17351i,-0.059047+0.11779i,-0.020901+0.02526i,-0.025558-0.018813i,-0.027527-0.016813i,-0.013629-0.011896i,-0.0028679-0.015827i,-0.0025449-0.019726i,-0.0022333-0.019444i,-0.00084688-0.017093i,0.0022406-0.013739i,0.0073467-0.011503i,0.00518-0.0075243i,-0.0031941+0.0050977i,-0.0080048+0.018279i,-0.0052021+0.022835i,-0.00077057+0.021139i,-0.0012428+0.018824i
0.19128+0.021429i,0.20271-0.23324i,0.10087-0.38498i,-0.024928-0.33504i,-0.093261-0.24088i,-0.084537-0.16643i,-0.037766-0.094676i,-0.008462-0.037705i,0.0031548-0.0062489i,0.014288+0.0021107i,0.015184-0.00025975i,0.004244+0.0015797i,-0.0022311+0.0080588i,0.0016999+0.012973i,0.0073277+0.012355i,0.0099562+0.010604i,0.01129+0.011209i,0.0096047+0.0080069i,0.0024389+0.0024813i,-0.0057327+0.0018291i,-0.0097431+0.0064341i,-0.0091463+0.010564i,-0.007813+0.00887i
-0.12081+0.018365i,0.013892+0.040171i,0.095811+0.01312i,0.06438-0.014561i,0.031831-0.050089i,6.4926e-06-0.09124i,-0.026637-0.066213i,0.00051106-0.021407i,0.025761-0.017778i,0.019519-0.015317i,0.014731-0.0021704i,0.017896+0.0013806i,0.021153-0.0041847i,0.017479-0.0094386i,0.007937-0.010078i,-0.0032663-0.0062525i,-0.014562+0.00021573i,-0.020424+0.0025402i,-0.02217-0.0048787i,-0.024849-0.012572i,-0.023702-0.010434i,-0.015534-0.0061789i,-0.0095442-0.0079238i
0.06055+0.0030496i,0.024888+0.21033i,0.079761+0.32026i,0.16458+0.20509i,0.18072+0.092923i,0.1641+0.090128i,0.12596+0.067395i,0.055527+0.025654i,0.0093172+0.016728i,-0.0042712+0.019354i,-0.0063288+0.016201i,-0.0025666+0.0061994i,-0.0038641-0.00050962i,-0.007227+0.0034483i,-0.0039104+0.0082306i,0.00036647+0.0040352i,0.0022268-0.0088511i,0.0074678-0.019992i,0.017739-0.022819i,0.023606-0.022909i,0.017295-0.021372i,0.0059162-0.01376i,0.001242-0.004947i
0.0071867+0.050052i,-0.10994-0.1062i,-0.22525-0.15973i,-0.20804-0.055357i,-0.12042+0.025325i,-0.064486+0.017223i,-0.033864+0.010712i,-0.0041343+0.020514i,0.013228+0.017375i,0.010906+0.0021637i,-0.0038973+0.00061145i,-0.0098548+0.016222i,-0.0024452+0.025353i,0.0045605+0.019668i,0.0049949+0.010834i,0.0051608+0.0037132i,0.011076+0.0012196i,0.019339+0.004558i,0.022875+0.0055067i,0.017009+0.0012219i,0.0065251-0.0018518i,0.00028788-0.0025956i,5.7261e-05-0.0036863i
-0.15343-0.089536i,-0.07155-0.14743i,-0.0035247-0.17043i,-0.019028-0.10633i,-0.065067-0.027205i,-0.091157+0.019094i,-0.074859+0.033827i,-0.034093+0.017064i,-0.0087284-0.0042274i,0.005011-0.013904i,0.0092181-0.025467i,0.0011372-0.029685i,-0.0051648-0.026627i,-0.0099143-0.023843i,-0.012685-0.017838i,-0.011426-0.0078461i,-0.012133+0.0050461i,-0.014384+0.020691i,-0.011924+0.034067i,-0.0013005+0.03659i,0.0098915+0.025281i,0.011476+0.010702i,0.006895+0.0045624i
0.23176-0.018603i,0.32088+0.132i,0.3454+0.18434i,0.25315+0.052642i,0.15334-0.060642i,0.10745-0.085088i,0.057971-0.077321i,0.0066061-0.039349i,-0.004603+0.0026284i,0.0072164+0.018779i,0.015732+0.015743i,0.011518+0.0060126i,0.0043197+0.0052292i,0.0074258+0.0074449i,0.011189+0.0055248i,0.0095917+0.0015028i,0.0031468-0.0076381i,-0.0085884-0.018138i,-0.016362-0.022771i,-0.015361-0.020958i,-0.0093471-0.013519i,-0.003605-0.0048337i,-0.0028131+0.0029548i
-0.066221+0.17371i,-0.20122+0.12591i,-0.26386+0.1005i,-0.14912+0.12044i,-0.043931+0.10367i,-0.032929+0.06174i,-0.016846+0.043215i,0.015262+0.028635i,0.020135+0.012272i,0.010721+0.01312i,0.012842+0.02365i,0.021679+0.024075i,0.022084+0.014391i,0.014115+0.0058892i,0.0056146+0.0021368i,0.0035383+0.0018048i,0.010606+0.00095135i,0.015245-0.0044944i,0.0048644-0.0079064i,-0.0085357+0.00054416i,-0.0092206+0.010701i,-0.0044592+0.0083138i,-0.0048415-0.0014626i
-0.23881-0.129i,-0.24228-0.1796i,-0.19329-0.1769i,-0.14401-0.075103i,-0.06827+0.028684i,0.013468+0.0528i,0.044575+0.026632i,0.031527-0.0015204i,0.013026-0.010686i,0.002232-0.014319i,-0.011588-0.019532i,-0.021643-0.016285i,-0.023064-0.0096023i,-0.022611-0.0048949i,-0.021019-0.0022105i,-0.020171+0.0018283i,-0.018008+0.0115i,-0.0064304+0.017333i,0.011458+0.008648i,0.019818-0.003915i,0.015973-0.0072157i,0.012626-0.0062798i,0.010798-0.007318i
0.3322-0.12084i,0.48258-0.09964i,0.47848-0.053748i,0.27534-0.067219i,0.068257-0.097552i,-0.010201-0.097415i,-0.036629-0.07192i,-0.050825-0.024584i,-0.036909+0.01019i,-0.018255+0.017713i,-0.0089835+0.016977i,-0.0030385+0.013415i,0.0060804+0.0061217i,0.014371-0.0018285i,0.01538-0.0089527i,0.0086959-0.013827i,-0.0032612-0.01603i,-0.010175-0.015093i,-0.010244-0.011583i,-0.01198-0.0079882i,-0.014871-0.00074789i,-0.011743+0.008864i,-0.002448+0.01478i
-0.06914+0.29914i,-0.16481+0.3723i,-0.22674+0.32141i,-0.14666+0.19445i,-0.040097+0.12793i,-0.0023561+0.14915i,0.02875+0.14574i,0.049636+0.078663i,0.034412+0.025756i,0.020378+0.0092428i,0.019156-0.0014681i,0.016326-0.0058539i,0.010447-0.0039306i,0.0052831-0.0046214i,0.0037647-0.0041611i,0.0084295-0.003752i,0.017121-0.0057914i,0.02137-0.00068194i,0.017042+0.012965i,0.012405+0.017577i,0.0087743+0.010908i,0.0037618+0.0059613i,-0.00057271+0.0035578i
-0.30005-0.097316i,-0.39892-0.11805i,-0.35055-0.10898i,-0.21699-0.054468i,-0.10777-0.024781i,-0.051126-0.037956i,-0.020352-0.044599i,0.0047661-0.040071i,0.016252-0.038711i,0.010621-0.03635i,-0.0040343-0.031342i,-0.017633-0.021695i,-0.019855-0.0066449i,-0.012975+0.0063381i,-0.0073141+0.012605i,-0.0077251+0.016775i,-0.012213+0.020644i,-0.017532+0.016778i,-0.019157+0.0026623i,-0.016423-0.010183i,-0.011965-0.014558i,-0.010634-0.012152i,-0.011341-0.0063041i
0.31119-0.27227i,0.46444-0.42984i,0.46835-0.46371i,0.27655-0.38533i,0.039027-0.26992i,-0.11174-0.16707i,-0.15114-0.074037i,-0.11404-0.0024277i,-0.060695+0.027037i,-0.018865+0.034554i,0.015944+0.029503i,0.031647+0.011224i,0.029104-0.003286i,0.022527-0.0064491i,0.013355-0.0049936i,0.0020216-0.0073289i,-0.0082173-0.016378i,-0.015247-0.023147i,-0.015652-0.020756i,-0.011759-0.011951i,-0.0068732-0.0035249i,-0.0026699-6.4085e-05i,-0.00095376+0.001205i
0.02843+0.3408i,0.031354+0.49316i,0.043922+0.48414i,0.13144+0.31057i,0.21543+0.11637i,0.2216+0.011i,0.1667-0.024302i,0.1022-0.029266i,0.05872-0.020079i,0.028198-0.0095195i,0.0084013+0.0037667i,0.0065233+0.013925i,0.0048867+0.013257i,-0.0036708+0.0075334i,-0.0091319-0.0010478i,-0.0042062-0.011104i,0.01167-0.017555i,0.028453-0.019871i,0.037878-0.017222i,0.037234-0.014427i,0.02929-0.014018i,0.019291-0.013219i,0.010022-0.01053i
-0.29338-0.030493i,-0.36735+0.037175i,-0.26484+0.13868i,-0.083206+0.22488i,0.040649+0.19972i,0.073252+0.078814i,0.057946-0.019242i,0.040846-0.044776i,0.030583-0.040208i,0.0090378-0.032347i,-0.016832-0.014542i,-0.026068+0.0085226i,-0.020832+0.01786i,-0.014725+0.013899i,-0.010189+0.009979i,-0.003539+0.013266i,0.0039376+0.024317i,0.0062943+0.031479i,0.00044911+0.028482i,-0.0050473+0.025354i,-0.0015815+0.02467i,0.0038135+0.021326i,0.0043666+0.014215i
0.20733-0.3448i,0.21266-0.53657i,0.050734-0.49833i,-0.16484-0.25629i,-0.21615+0.0039651i,-0.11108+0.13683i,-0.019028+0.14354i,-0.00075092+0.11378i,-0.00070474+0.095094i,0.018958+0.063128i,0.028425+0.014784i,0.012819-0.017331i,0.0039208-0.027589i,0.01121-0.031504i,0.018994-0.031874i,0.015521-0.026455i,0.0022266-0.017771i,-0.0093838-0.0060724i,-0.011429+0.0057265i,-0.010541+0.01306i,-0.012448+0.014549i,-0.012843+0.010522i,-0.011956+0.0061842i
0.1244+0.37909i,0.18513+0.52831i,0.13278+0.4267i,0.033892+0.15695i,-0.029843-0.026673i,-0.027362-0.04087i,0.0067575-0.011298i,0.016018-0.015458i,0.004208-0.021839i,-0.0024099-0.0095129i,-0.00092668+0.0028707i,0.0027635+0.0027479i,0.0058917-0.00031585i,0.0065649+0.0014507i,0.0047162+0.0070779i,0.00537+0.010599i,0.0058316+0.0053149i,0.00088628-0.0081592i,-0.0097396-0.02374i,-0.020599-0.031973i,-0.02342-0.027444i,-0.016955-0.019337i,-0.0097804-0.013925i
-0.29155+0.00017909i,-0.35236+0.0065662i,-0.18374-0.05103i,0.0092264-0.115i,0.018442-0.086279i,-0.071511+0.0077185i,-0.090391+0.055662i,-0.039085+0.028077i,-0.012801-0.0063469i,-0.011213-0.0057876i,-0.00324+0.0016097i,0.0024986+0.0034862i,0.0031548+0.018028i,0.0054424+0.041166i,0.0056138+0.053647i,0.0014592+0.050932i,-0.0023549+0.042986i,-0.00080854+0.033331i,0.0068751+0.022286i,0.014266+0.01218i,0.017827+0.0027534i,0.019036-0.0028644i,0.016903-0.0062557i
0.097846-0.34935i,0.082611-0.50499i,0.0092-0.39405i,-0.035586-0.15461i,-0.022933-0.045507i,-0.016612-0.060174i,-0.024738-0.042523i,-0.01598+0.024256i,0.011813+0.052343i,0.02491+0.029145i,0.018813+0.00036027i,0.010774-0.015006i,-0.0024652-0.021434i,-0.024131-0.02794i,-0.043286-0.03425i,-0.049857-0.032651i,-0.043119-0.027669i,-0.024045-0.022018i,0.0020186-0.018532i,0.017405-0.018727i,0.015191-0.012605i,0.0083636-0.0012919i,0.0053059+0.0057867i
0.22642+0.35615i,0.34548+0.52129i,0.3358+0.44508i,0.22913+0.18815i,0.097221-0.039265i,0.0014709-0.14008i,-0.040972-0.13513i,-0.05104-0.095587i,-0.05011-0.060174i,-0.040559-0.024414i,-0.016739+0.0097733i,0.0099118+0.0243i,0.016282+0.010716i,0.0043068-0.012373i,-0.0047501-0.026689i,-0.0034356-0.032769i,-0.00042552-0.034683i,-0.0080447-0.026745i,-0.023569-0.0025807i,-0.027832+0.020068i,-0.016214+0.025388i,-0.005309+0.021912i,-0.0014187+0.017824i
-0.35389-0.012203i,-0.46823-0.030538i,-0.33793-0.034221i,-0.092255+0.0028729i,0.094961+0.049517i,0.17586+0.077595i,0.15882+0.048233i,0.097792-0.0067595i,0.05307-0.025466i,0.030276-0.022068i,0.0058273-0.012953i,-0.010918+0.0074794i,8.1224e-05+0.020104i,0.027656+0.012328i,0.045439-0.0018475i,0.043262-0.0073546i,0.034551+0.0015125i,0.032251+0.0079462i,0.028081+0.0023235i,0.018544+0.00041724i,0.0084345+0.0056368i,-0.001259+0.0073525i,-0.0064893+0.0051104i
0.070353-0.37521i,0.019519-0.47923i,-0.081636-0.28689i,-0.10769+0.019309i,-0.045314+0.15771i,-0.0033998+0.1162i,0.013744+0.070337i,0.044117+0.06647i,0.067672+0.048791i,0.059483+0.016832i,0.025373-0.0035872i,-0.0080418-0.0097383i,-0.020509-0.01105i,-0.018904-0.0080618i,-0.016209-0.001779i,-0.012088+0.0015597i,-0.0061288+0.00085858i,-0.0060851-0.0031968i,-0.014361-0.014504i,-0.025702-0.023949i,-0.030448-0.020006i,-0.025187-0.012836i,-0.019122-0.0094496i
0.36999+0.29909i,0.52909+0.35363i,0.3879+0.18411i,0.047047-0.0098341i,-0.17464-0.030366i,-0.18447+0.027053i,-0.12484+0.031342i,-0.093803+0.014804i,-0.077479+0.025474i,-0.042849+0.037308i,-0.0037776+0.018766i,0.013051-0.0055193i,0.024261-0.0049584i,0.041668+0.0040405i,0.048321+0.0019439i,0.038685-0.007343i,0.016105-0.011487i,-0.0014666-0.0026365i,0.0053924+0.0088573i,0.018992+0.0054388i,0.0171-0.0049352i,0.011256-0.0081495i,0.0081532-0.0097871i
-0.37436+0.067006i,-0.47004+0.046195i,-0.29765-0.066734i,-0.064975-0.18892i,0.030328-0.2131i,0.052859-0.15648i,0.055582-0.11151i,0.034745-0.088464i,0.010985-0.058299i,-0.0062103-0.028387i,-0.015887-0.0082591i,-0.014667+0.0061067i,-0.010144+0.025743i,-0.0071966+0.046459i,-0.0012403+0.052368i,0.010258+0.042889i,0.021675+0.02455i,0.025656-0.0015554i,0.021356-0.022385i,0.017504-0.024108i,0.014652-0.015286i,0.01119-0.0059452i,0.01135+0.00057717i
0.075165-0.27932i,0.11375-0.29603i,0.1641-0.12267i,0.21255+0.024378i,0.15393+0.047742i,0.030811+0.055324i,0.011747+0.082379i,0.062038+0.067298i,0.071631+0.01827i,0.04907-0.011557i,0.034991-0.016761i,0.016813-0.01912i,-0.026921-0.019008i,-0.068991+2.8497e-05i,-0.074663+0.031355i,-0.048062+0.047311i,-0.019326+0.038548i,-0.0068323+0.030352i,-0.0048501+0.040713i,-0.0014631+0.050963i,0.0042317+0.040467i,0.0051716+0.021492i,0.0029634+0.012776i
0.30987+0.24654i,0.44242+0.3358i,0.34133+0.30359i,0.12202+0.22961i,0.023176+0.14701i,0.043889+0.05661i,0.036739+0.0092995i,-0.006102+0.02025i,-0.015017+0.039565i,0.0061501+0.032382i,0.018197+0.011789i,0.024116-0.009345i,0.03048-0.047351i,0.019839-0.094974i,-0.0105-0.11105i,-0.041151-0.079607i,-0.048619-0.026726i,-0.031466+0.0020615i,-0.014524-0.005762i,-0.010341-0.018186i,-0.0083518-0.015337i,-0.0043963-0.0075236i,-0.005595-0.0028433i
-0.44706+0.13841i,-0.64037+0.20893i,-0.54078+0.17027i,-0.26328+0.032343i,-0.0617-0.092471i,-0.0092982-0.11887i,-0.021081-0.086897i,-0.024681-0.06417i,-0.019166-0.043114i,-0.016386-0.010173i,-0.011546+0.02197i,0.0047451+0.042304i,0.036743+0.048297i,0.064634+0.042835i,0.061407+0.026307i,0.032684+0.0013582i,0.0031229-0.020385i,-0.013889-0.029535i,-0.022201-0.027688i,-0.026278-0.01744i,-0.020662-0.0043832i,-0.011929+0.0014136i,-0.0081606+0.00068571i
0.053063-0.32736i,0.014898-0.41793i,-0.035569-0.25658i,-0.017537-0.0083934i,0.0099811+0.16788i,0.0064188+0.23433i,0.021899+0.19563i,0.054155+0.11116i,0.059832+0.042967i,0.040524+0.005894i,0.01603-0.011626i,-0.0075556-0.0085551i,-0.017519+0.012437i,-0.0080886+0.02712i,0.0089765+0.018855i,0.02171-0.0061108i,0.021341-0.023254i,0.020188-0.016379i,0.035997-0.0026831i,0.047864+0.00065939i,0.038827+0.0018014i,0.02593+0.0023005i,0.01652-0.0013907i
0.22321+0.055065i,0.33133-0.030967i,0.22352-0.1511i,-0.0087961-0.11357i,-0.11949-0.025881i,-0.11067-0.041747i,-0.086411-0.05455i,-0.059375-0.00047893i,-0.018984+0.044712i,0.012103+0.041576i,0.012876+0.017452i,-0.0016412-0.0024182i,-0.020247-0.016953i,-0.044122-0.026566i,-0.053476-0.026638i,-0.033804-0.013475i,-0.0022604+0.00017374i,0.0072941+0.0022182i,-0.012672+0.0020353i,-0.030054+0.0069041i,-0.02973+0.013877i,-0.019101+0.015539i,-0.008287+0.010022i
-0.14113+0.14015i,-0.17235+0.19137i,-0.076863+0.08512i,-0.014093-0.16172i,-0.059337-0.30998i,-0.066061-0.25276i,-0.025167-0.14407i,-0.024382-0.09139i,-0.048828-0.054461i,-0.044402-0.010059i,-0.014216+0.013224i,0.0065295+0.019802i,0.023784+0.028967i,0.054987+0.036364i,0.08037+0.036267i,0.0742+0.026621i,0.039871+0.01473i,0.0087121+0.0085553i,0.0019446+0.0082674i,0.0058275+0.0051483i,0.00044576-0.0022888i,-0.0078275-0.00053696i,-0.0076624+0.0049678i
0.093182-0.16271i,0.18454-0.16556i,0.25343-0.011079i,0.33035+0.1316i,0.37154+0.13721i,0.27855+0.092636i,0.13671+0.059369i,0.067252+0.021763i,0.04068-0.021899i,0.0078598-0.042523i,-0.017226-0.033713i,-0.024981-0.022733i,-0.031485-0.023032i,-0.04466-0.022629i,-0.054552-0.011373i,-0.047034+0.0059712i,-0.024482+0.015152i,-0.0036013+0.0029656i,-0.0005563-0.022272i,-0.0077104-0.034452i,-0.0069372-0.030931i,-0.0036761-0.023964i,-0.0035509-0.013856i
-0.01005+0.12746i,-0.075085+0.16992i,-0.17199+0.12695i,-0.22303+0.14162i,-0.19235+0.21583i,-0.13715+0.179i,-0.10343+0.084264i,-0.055013+0.054348i,0.016424+0.052665i,0.054604+0.030291i,0.043556+0.0054372i,0.018276-0.0078241i,0.0031161-0.011915i,-0.006091-0.0084975i,-0.016508+0.0018819i,-0.019716+0.011655i,-0.012791+0.012338i,-0.00367+0.012472i,0.0036002+0.022676i,0.010026+0.032855i,0.015743+0.030695i,0.014961+0.019777i,0.0071494+0.01098i
-0.00089337+0.050579i,0.014045+0.037128i,-0.0072165-0.052517i,-0.11882-0.17079i,-0.20806-0.18926i,-0.12334-0.12217i,0.022392-0.099649i,0.041727-0.096407i,-0.0056328-0.041362i,-0.0089382+0.0052458i,0.005502+0.0056038i,0.01532+0.0032264i,0.036057+0.0081309i,0.058368-0.0017879i,0.059776-0.025333i,0.03111-0.039064i,-0.007749-0.028659i,-0.023596-0.012232i,-0.013758-0.020336i,-0.0048536-0.04115i,-0.0036065-0.039105i,0.0013178-0.022578i,0.0021457-0.012271i
-0.060207-0.074033i,-0.007806-0.12335i,0.20402-0.11607i,0.41598-0.13988i,0.38918-0.2158i,0.20449-0.17733i,0.085011-0.046697i,0.057548+0.0010192i,0.022296-0.027286i,-0.018571-0.029444i,-0.021566-0.009988i,-0.017579-0.0028816i,-0.035407+0.0070981i,-0.059516+0.030654i,-0.065058+0.048825i,-0.045191+0.042073i,-0.021733+0.013573i,-0.013993-0.010683i,-0.016395-0.0088425i,-0.013645+0.01074i,-0.005023+0.023757i,0.00096642+0.020752i,0.0029935+0.0093298i
-0.10923+0.037552i,-0.14846+0.18022i,-0.16959+0.33004i,-0.12756+0.40484i,-0.010031+0.37245i,0.037548+0.25192i,-0.0040012+0.14512i,-0.0082312+0.098126i,0.045492+0.062388i,0.07973+0.019353i,0.068211-0.0075708i,0.039065-0.015606i,0.016743-0.02185i,0.011999-0.03636i,0.016255-0.050732i,0.021482-0.050865i,0.030118-0.041442i,0.042961-0.033468i,0.055954-0.026257i,0.057231-0.018909i,0.040609-0.0086377i,0.021272+0.0036545i,0.011805+0.0092284i
0.29867-0.22231i,0.2754-0.33333i,0.042071-0.28757i,-0.19227-0.11545i,-0.24784+0.040469i,-0.15306+0.068923i,-0.053064-0.00353i,-0.029094-0.040698i,-0.031434-0.0032225i,-0.022316+0.030987i,-0.015889+0.035754i,-0.0040801+0.028834i,0.01454+0.0052599i,0.016456-0.022747i,0.0046414-0.02905i,-0.0043235-0.015084i,-0.0043054+0.0053665i,-0.0035939+0.022649i,-0.019702+0.027231i,-0.044105+0.020721i,-0.050985+0.012703i,-0.039584+0.0080892i,-0.0262+0.0087695i
-0.15532+0.33651i,-0.15178+0.30159i,-0.053212+0.024796i,0.018856-0.24923i,-0.03715-0.31892i,-0.10491-0.19312i,-0.064675-0.044405i,-0.0015823-0.010118i,-0.0098517-0.023645i,-0.029504-0.0059074i,-0.027729+0.011229i,-0.027432+0.015072i,-0.014059+0.02527i,0.015868+0.040501i,0.032374+0.047786i,0.025024+0.039006i,0.0027828+0.027182i,-0.015746+0.023893i,-0.0068449+0.020826i,0.016933+0.011885i,0.028306+0.0029318i,0.02595-0.0023866i,0.016831-0.0066498i
-0.12003-0.13563i,-0.019593-0.034593i,0.15704+0.10452i,0.23691+0.12966i,0.22671+0.047253i,0.18049-0.065394i,0.097449-0.10095i,0.0491-0.050151i,0.060197-0.023951i,0.063164-0.039782i,0.043039-0.051834i,0.018424-0.044463i,0.0039235-0.021824i,-0.0032496-0.013996i,-0.010332-0.027569i,-0.0084336-0.039989i,-0.0015391-0.044041i,-0.001363-0.047164i,-0.013548-0.048056i,-0.024833-0.038145i,-0.020602-0.020343i,-0.011074-0.0079354i,-0.0080354-0.0027426i
0.36312-0.26732i,0.30963-0.3566i,0.09689-0.23085i,-0.0074581-0.026796i,0.032399+0.068005i,0.057984+0.077599i,0.039471+0.058603i,0.017159+0.041153i,0.0077904+0.042016i,-0.0014951+0.041038i,-0.0077467+0.031276i,-0.0036909+0.014605i,-0.012963+0.0079155i,-0.024641+0.024767i,-0.01631+0.040119i,-0.00054409+0.038049i,0.0077025+0.02566i,0.0057995+0.014751i,0.0049149+0.018251i,0.0062601+0.026978i,-0.00031904+0.026914i,-0.0074575+0.022475i,-0.0060523+0.017057i
