-0.002162-0.00072607i,-0.002472-0.00082282i,-0.0033145-0.00098296i,-0.0030124-0.00091705i,-0.0023239+0.00027045i,-0.0011506+0.0016748i,0.0004492+0.0016976i,0.0011786+0.0015667i,0.0014785+0.001201i,0.001527+0.00010428i,0.00099393-3.7353e-05i,0.00035741+0.00029577i,0.00018558+0.00018841i,8.5091e-05+1.7897e-05i,-0.00070871+0.00037214i,-0.0005523-0.00015035i,0.00082401-0.000593i,0.001476-0.0002235i,0.0010275+0.00064812i,-0.00043686+0.0004815i,-0.00072319+2.2699e-05i,-0.00051699+9.8946e-05i,-0.00087517-2.4148e-05i
-0.013082-0.085979i,-0.082355-0.1509i,-0.21739-0.14865i,-0.28855-0.048961i,-0.21+0.062743i,-0.0616+0.11276i,0.040724+0.10739i,0.059938+0.075885i,0.036455+0.044854i,0.016735+0.019799i,0.0024297+0.0019549i,-0.0079838-0.0008607i,-0.0075444+0.0063474i,0.0006547+0.014455i,0.010495+0.019281i,0.015189+0.016609i,0.012393+0.0092027i,0.0045713+0.0046115i,-0.0038125+0.001482i,-0.0075523-0.001935i,-0.0031869-0.00204i,0.003747+0.0028066i,0.0052506+0.0079215i
-0.0026507+0.021975i,-0.066225-0.012677i,-0.14589-0.005965i,-0.081935+0.042056i,0.084686+0.02227i,0.12532-0.069158i,0.042939-0.093002i,0.0041981-0.047781i,0.013643-0.028223i,0.0043658-0.028002i,-0.0093989-0.016647i,-0.0080613-0.0081305i,-0.0024122-0.0087697i,0.00070605-0.012223i,0.0010388-0.013877i,-0.00064145-0.013455i,-0.0055155-0.01008i,-0.010034-0.0026704i,-0.0078481+0.0048538i,-0.004058+0.0090711i,-0.0051479+0.0103i,-0.0083075+0.0093968i,-0.0081393+0.0061665i
-0.050689+0.059708i,-0.039249+0.10838i,0.040221+0.11682i,0.077334+0.019633i,-0.013314-0.0693i,-0.1089-0.020797i,-0.09376+0.058156i,-0.04151+0.050006i,-0.022255+0.012263i,-0.011771+0.0035547i,-0.0012511+0.0037045i,-0.0018899+9.5935e-05i,-0.0079558-0.0039631i,-0.011976-0.0030187i,-0.014192+0.0029782i,-0.011809+0.0068785i,-0.0020321+0.0063068i,0.010527+0.00026535i,0.01838-0.0093514i,0.016773-0.015153i,0.0072042-0.011035i,-0.002744-0.00078067i,-0.0052177+0.00566i
0.037535-0.0091338i,0.073637+0.054264i,0.126+0.15051i,0.09928+0.19056i,0.021697+0.17827i,0.033639+0.14304i,0.086127+0.059011i,0.058557-0.005449i,0.014609+0.00040936i,0.0084289+0.0067234i,4.7307e-05-0.002987i,-0.0088863-0.00053226i,-0.0054502+0.0051621i,0.0014677+0.0057297i,0.0091485+0.0032662i,0.01227+0.0019308i,0.010009+0.0036186i,0.0050581+0.003775i,-0.0036808+0.0020159i,-0.01296+0.00087772i,-0.013333-0.0010377i,-0.0052253-0.0053416i,0.00067539-0.0082079i
0.077994+0.00013256i,0.091153-0.041314i,0.075511-0.10783i,0.071099-0.12394i,0.086267-0.11351i,0.042679-0.14191i,-0.053173-0.1334i,-0.075965-0.060875i,-0.032627-0.015295i,-0.0084623-0.0063549i,0.002397-0.00085902i,0.010919-0.001619i,0.0098101-0.0056946i,0.0038136-0.0109i,-0.004824-0.015534i,-0.011052-0.012742i,-0.014453-0.0051925i,-0.014967+0.0026335i,-0.0077175+0.0088281i,0.0033745+0.0098486i,0.0080243+0.0029244i,0.0043403-0.007842i,-0.0014772-0.01255i
-0.042093-0.0253i,-0.083571-0.10326i,-0.13512-0.23921i,-0.17657-0.27674i,-0.16752-0.15023i,-0.12137+0.006593i,-0.064136+0.080111i,-0.01336+0.068964i,0.0063908+0.036275i,0.013974+0.023126i,0.021896+0.01212i,0.016565+0.00090344i,0.0079506+0.0032238i,0.0035294+0.010915i,-0.0012226+0.018022i,-0.001173+0.020311i,0.0023486+0.012691i,0.0030236+0.00011648i,0.00049365-0.0096935i,-0.0014796-0.012009i,0.00066079-0.0091071i,0.0051018-0.005036i,0.0064514-0.00083094i
-0.037882-0.063464i,-0.059761-0.015928i,-0.075346+0.11698i,-0.047483+0.23015i,0.031747+0.22516i,0.115+0.13065i,0.13377+0.024002i,0.087893-0.024559i,0.041431-0.015791i,0.016525-0.0071072i,-0.0017634-0.0084529i,-0.0076038-0.0036499i,0.0020239+0.0011518i,0.013551+0.00056609i,0.020643-0.0037236i,0.022744-0.0065529i,0.018419-0.0050812i,0.0096181+0.0020944i,0.00084777+0.013416i,-0.0022505+0.020234i,8.6306e-05+0.019746i,0.0028617+0.014925i,0.00394+0.008087i
0.031735+0.047315i,0.061566+0.14584i,0.085919+0.26127i,0.12188+0.23363i,0.10055+0.042698i,-0.0054731-0.088526i,-0.061477-0.058272i,-0.037089-0.014046i,-0.024192-0.019114i,-0.031042-0.015659i,-0.022276-0.0048932i,-0.0092038-0.0066274i,-0.0069676-0.010718i,-0.01066-0.012666i,-0.014487-0.013983i,-0.018556-0.012988i,-0.01875-0.0069956i,-0.01086-0.0016978i,0.0020772-0.0026305i,0.0096636-0.0053493i,0.0066887-0.0040354i,-0.00054363+0.0031221i,-0.0038296+0.0092746i
-0.042472+0.062694i,-0.028365+0.019715i,0.0099901-0.098457i,-0.011221-0.18402i,-0.090003-0.11728i,-0.088708+0.026224i,-0.0072581+0.083494i,0.027661+0.047147i,0.0075514+0.013075i,-0.0017071+0.0070432i,0.0014184+0.0062659i,-0.0019665+0.0074793i,-0.0093181+0.011918i,-0.0097928+0.015899i,-0.002253+0.019016i,0.0053032+0.019013i,0.0083498+0.010576i,0.0070581-0.0039616i,0.00055359-0.015104i,-0.0079314-0.015212i,-0.013278-0.0086432i,-0.011447-0.0026276i,-0.0061262+0.0010099i
-0.014676-0.066245i,0.011512-0.17341i,0.048952-0.25153i,0.049342-0.1969i,0.058527-0.059044i,0.092502-0.0074311i,0.057551-0.048185i,-0.0050405-0.039475i,-9.5224e-05-0.00098243i,0.012635-0.0011852i,-0.0012122-0.0011931i,-0.0022159+0.0060496i,0.0041364+0.0019952i,0.0055086-0.0032877i,0.0072871-0.0079925i,0.010554-0.010746i,0.014311-0.00701i,0.016264-0.00064254i,0.01545+0.0062034i,0.013395+0.010687i,0.010035+0.0069709i,0.004489-0.003095i,-0.0032244-0.0094451i
0.096114+0.0046648i,0.072208+0.029871i,0.0074306+0.069124i,-0.028702+0.067876i,-0.044756+0.013644i,-0.1038-0.022286i,-0.13826+0.018352i,-0.0836+0.052326i,-0.023673+0.029866i,-0.0047886+0.0089227i,0.0039935+0.00085247i,0.004544-0.0080308i,-0.0013846-0.0087213i,-0.0048009-0.0042109i,-0.0076855+0.0022518i,-0.011542+0.011218i,-0.012845+0.016251i,-0.0094349+0.014249i,-0.0036907+0.0058704i,-0.0012247-0.0042047i,-0.0022698-0.0092772i,-0.00083777-0.0093224i,0.0014692-0.010055i
-0.020268+0.079516i,-0.11778+0.15801i,-0.23109+0.20955i,-0.24351+0.19946i,-0.14824+0.14587i,-0.040559+0.10824i,0.034914+0.073431i,0.052299+0.023079i,0.02687+0.00011121i,0.017017+0.0012986i,0.017477-0.0058958i,0.0080997-0.0056298i,0.0059872+0.0058209i,0.012419+0.011869i,0.019454+0.013022i,0.023664+0.011876i,0.018834+0.0078978i,0.0030809+0.004082i,-0.015043+0.0041721i,-0.021892+0.0086812i,-0.012765+0.011674i,0.0011698+0.0094382i,0.0065726+0.0056115i
-0.06067-0.091731i,-0.043532-0.091456i,0.047088-0.061278i,0.13487-0.033586i,0.16867-0.052318i,0.14873-0.10993i,0.077667-0.12858i,0.015822-0.082047i,0.0050416-0.031269i,0.0043361-0.014944i,-0.0057784-0.0098276i,-0.0062893-0.0073507i,-0.00039047-0.013025i,-0.0022376-0.018311i,-0.0098251-0.018749i,-0.013955-0.016946i,-0.010888-0.013399i,-0.0016473-0.0050097i,0.0091121+0.004437i,0.014611+0.0067136i,0.014428+0.0031692i,0.010143+0.0028862i,0.0050226+0.0066727i
0.094241-0.092483i,0.23072-0.13063i,0.34937-0.14013i,0.31867-0.14564i,0.13723-0.12916i,-0.013231-0.052745i,-0.030178+0.012089i,-0.0036778+0.01472i,-0.0035035+0.00061646i,-0.0056712+0.0039537i,-0.00013318+0.007572i,-0.0019033+0.0036869i,-0.0072763+0.0010474i,-0.0096013+0.00074117i,-0.012361+0.0036871i,-0.015754+0.013002i,-0.017135+0.019872i,-0.014609+0.015148i,-0.0091759+0.0019618i,-0.0044627-0.0080971i,-0.0069464-0.0067952i,-0.0095456+0.0014085i,-0.0043873+0.003874i
-0.045755+0.10782i,-0.070566+0.12799i,-0.137+0.065777i,-0.1903+0.024662i,-0.14972+0.082884i,-0.045015+0.12266i,0.027812+0.066212i,0.025885+0.002067i,0.0013858-0.0066745i,0.00080607+0.0039762i,0.0066847+0.0082857i,0.0066311+0.012083i,0.0045526+0.013075i,0.0043091+0.0088655i,0.0066388+0.0015079i,0.0090458-0.0058215i,0.0076727-0.0097847i,0.0018984-0.010819i,-0.0036545-0.0066976i,-0.0055+1.5583e-05i,-0.0042167+0.0023045i,-0.0035498+0.00047046i,-0.0060298+0.0015404i
-0.15987+0.01894i,-0.30985-0.01084i,-0.39194-0.011235i,-0.31258+0.037608i,-0.15108+0.051105i,-0.059618+0.0077422i,-0.062918+0.003684i,-0.049838+0.037965i,-0.008891+0.03241i,-0.0039177+0.0085894i,-0.010301+0.0014203i,-0.006306-0.0079828i,-0.0063791-0.015219i,-0.0087666-0.0073063i,-0.012373+0.0042726i,-0.01584+0.0082847i,-0.012682+0.003225i,-0.00067651-0.0051252i,0.010645-0.010718i,0.01125-0.011801i,0.0053244-0.012048i,-0.0021183-0.013338i,-0.006031-0.011532i
0.11074-0.047728i,0.16838-0.066737i,0.18299-0.020122i,0.14841+0.03092i,0.083074+0.032726i,0.012598+0.046014i,-0.0041477+0.080095i,0.017315+0.068355i,0.015555+0.031702i,0.0049751+0.016899i,0.0054334+0.010806i,0.0051755+0.0077948i,0.0079633+0.012838i,0.018175+0.01203i,0.030064+0.0039535i,0.035185-0.00016519i,0.029323+0.0020567i,0.01547+0.00508i,0.0012694+0.0035841i,-0.004289-0.0003818i,-0.001124+0.0010742i,0.0053775+0.0029034i,0.0072643-0.0014527i
0.15361+0.10377i,0.25011+0.19333i,0.31064+0.2153i,0.27316+0.12712i,0.16605+0.033931i,0.10255-0.0020908i,0.075328-0.036926i,0.026854-0.055643i,-0.0039922-0.028325i,-0.0012056-0.007161i,-2.7025e-05-0.0061592i,-0.0015262+0.00063227i,0.00417+0.0038454i,0.0085573-0.0043871i,0.0066501-0.017929i,0.0042779-0.031581i,0.0049222-0.032256i,0.0053233-0.015574i,0.0020835+0.0063674i,0.00035469+0.018213i,0.0048925+0.015432i,0.0093219+0.0085376i,0.010386+0.0060236i
-0.10412-0.036751i,-0.17302-0.048343i,-0.17476-0.082019i,-0.12471-0.11572i,-0.087839-0.12405i,-0.091993-0.11752i,-0.087924-0.08248i,-0.047192-0.032602i,-0.0064176-0.013792i,0.001719-0.01706i,-0.0075351-0.018i,-0.012964-0.02119i,-0.016509-0.022359i,-0.020154-0.010075i,-0.019997+0.012661i,-0.016461+0.031689i,-0.011257+0.033861i,-0.002118+0.021176i,0.010063+0.0067351i,0.014306-0.00037811i,0.0080458+0.00091491i,1.9866e-05+0.0040904i,-0.0025867+0.0034044i
-0.049996-0.20912i,-0.10975-0.33454i,-0.17455-0.36966i,-0.20688-0.26477i,-0.18563-0.11487i,-0.11576-0.031781i,-0.044529-0.012008i,-0.0097953-0.013677i,-0.0053425-0.014541i,0.0013644-0.0087394i,0.014617-0.0035024i,0.017698+0.0019362i,0.014821+0.0045424i,0.011205-0.0012096i,0.0095103-0.0069755i,0.015222-0.0053617i,0.018117+0.0021934i,0.0081887+0.0090976i,-0.0054345+0.0084122i,-0.0093802+0.0019901i,-0.0062331-0.00074223i,-0.0035969+0.0014398i,-0.0029355+0.0040358i
0.048806+0.085597i,0.10191+0.14053i,0.083149+0.17061i,0.02344+0.1692i,0.028085+0.12688i,0.059093+0.069395i,0.042608+0.027514i,0.0064805+0.01389i,-0.010178+0.013874i,-0.010478+0.012879i,-0.0049844+0.011875i,-0.00030441+0.0099732i,-0.0039441+0.010549i,-0.01441+0.015196i,-0.025154+0.020057i,-0.031166+0.018247i,-0.029895+0.0091051i,-0.022307+0.0017645i,-0.013342+0.0015192i,-0.0092778+0.0045551i,-0.010865+0.0019496i,-0.013328-0.0048036i,-0.011612-0.0062146i
-0.11478+0.17557i,-0.1137+0.33413i,-0.0046834+0.41405i,0.13931+0.33217i,0.17465+0.19759i,0.11573+0.13693i,0.0719+0.12412i,0.060603+0.087546i,0.04407+0.040142i,0.016169+0.017822i,-0.0065873+0.0074443i,-0.019701-0.0025559i,-0.021696-0.0039833i,-0.0073429+0.0061267i,0.013601+0.021832i,0.024612+0.034765i,0.020319+0.033828i,0.00821+0.013902i,-0.00039661-0.010293i,-0.0014582-0.019009i,0.0010665-0.014473i,0.0021725-0.0082835i,0.0013552-0.0061401i
0.018592-0.082349i,0.0096065-0.17207i,0.025667-0.19896i,0.080991-0.15298i,0.097211-0.092437i,0.057698-0.041122i,0.02301-0.012789i,0.010383-0.0097503i,0.009287-0.0062756i,0.017563-0.0024419i,0.025207-0.0037538i,0.028867-0.0039661i,0.034386-0.0086637i,0.032446-0.028424i,0.017462-0.058008i,0.0012669-0.074626i,-0.0050276-0.063256i,-0.00277-0.033254i,-0.0035862-0.009054i,-0.0097637-0.0014903i,-0.0082397-3.7382e-06i,0.0036526+0.0038539i,0.01096+0.0069171i
0.18816-0.03531i,0.25335-0.16898i,0.17391-0.31363i,-0.018952-0.32675i,-0.13258-0.22305i,-0.11862-0.15329i,-0.097457-0.12088i,-0.086994-0.067035i,-0.053599-0.021118i,-0.022585-0.0050121i,-0.0068747+0.0021255i,0.0017971+0.0072385i,0.0031336+0.0086185i,-0.00059779+0.011053i,-0.0092135+0.015398i,-0.021138+0.017731i,-0.024611+0.015341i,-0.010126+0.010594i,0.012103+0.011096i,0.023948+0.016549i,0.018452+0.017749i,0.0046206+0.011839i,-0.0042436+0.0044111i
-0.054915+0.032059i,-0.09662+0.10094i,-0.12365+0.14919i,-0.13885+0.12279i,-0.12418+0.068599i,-0.078346+0.031248i,-0.029226-0.0025453i,0.00091705-0.020207i,0.00733-0.021538i,-0.0043919-0.017574i,-0.019771-0.0088384i,-0.028362-0.0033332i,-0.026755-0.0031794i,-0.012802+0.0021649i,0.013581+0.011519i,0.041568+0.01478i,0.05015+0.010631i,0.036227+0.0021102i,0.0192-0.0080174i,0.011234-0.016536i,0.0086212-0.017382i,0.0050361-0.013227i,-0.00085612-0.0099817i
-0.11828-0.087548i,-0.24449-0.0071478i,-0.26705+0.15673i,-0.13956+0.24904i,-0.015667+0.2019i,0.0064715+0.11603i,0.010824+0.067545i,0.026961+0.037248i,0.027416+0.019708i,0.024696+0.0066402i,0.019455-0.011887i,0.0095706-0.019708i,-0.00041606-0.015896i,-0.017388-0.010629i,-0.038656-0.010316i,-0.048978-0.014604i,-0.040263-0.014694i,-0.023678-0.0032644i,-0.01462+0.013849i,-0.015147+0.020341i,-0.014581+0.014822i,-0.0073045+0.007551i,0.0022342+0.0041262i
0.028568+0.0072983i,0.061073-0.011821i,0.08575-0.019843i,0.081294+0.031624i,0.047677+0.086522i,0.032266+0.10655i,0.042982+0.10512i,0.037999+0.082954i,0.011695+0.054924i,0.00039464+0.037564i,0.0070181+0.020418i,0.008289+0.0086637i,0.0081228+0.017687i,0.015781+0.037062i,0.027834+0.053356i,0.034911+0.062214i,0.027044+0.056796i,0.011715+0.037927i,0.002451+0.019274i,0.0042171+0.0087635i,0.0091332+0.00070447i,0.0056205-0.0044579i,-0.0017949-0.0032519i
0.003874+0.097214i,0.15065+0.085117i,0.29362-0.0539i,0.27779-0.19726i,0.17733-0.18576i,0.1255-0.080779i,0.091277-0.021135i,0.043654-0.016956i,0.009015-0.023574i,-0.0066951-0.016199i,-0.0067093+0.0004916i,0.0010014+0.0057683i,0.0061701-0.0036486i,0.013336-0.022096i,0.02375-0.041734i,0.030229-0.051978i,0.023995-0.048856i,0.0052984-0.039405i,-0.014882-0.031968i,-0.02502-0.026647i,-0.022085-0.019498i,-0.010283-0.010795i,0.0011-0.0042343i
0.017483-0.015871i,-0.0010596-0.013842i,-0.033443-0.039883i,-0.037873-0.13378i,-0.038615-0.20604i,-0.066733-0.17384i,-0.089217-0.09054i,-0.07128-0.033487i,-0.026679-0.018069i,-0.00049816-0.017276i,0.0064968-0.011214i,0.0086641-0.0068619i,0.0011425-0.012462i,-0.019858-0.018966i,-0.052858-0.013293i,-0.078549+0.0021252i,-0.072081+0.010738i,-0.038052+0.010459i,-0.0055414+0.010738i,0.0072274+0.017005i,0.0074426+0.025812i,0.0089369+0.028025i,0.011983+0.020639i
0.034059-0.012106i,-0.090902-0.03948i,-0.29186+0.027711i,-0.35432+0.16361i,-0.25518+0.18998i,-0.18299+0.096758i,-0.14704+0.038209i,-0.08057+0.028673i,-0.033356+0.023546i,-0.018093+0.021883i,-0.010881+0.016187i,-0.0051328+0.01034i,0.0056989+0.0084694i,0.022533+0.0074324i,0.044821+0.0098402i,0.0628+0.014397i,0.064684+0.016197i,0.051841+0.010168i,0.037573-0.0015385i,0.027707-0.01226i,0.015194-0.014791i,-0.00082997-0.0088556i,-0.01296-0.0027568i
-0.03705-0.036249i,-0.015937-0.061397i,0.042988-0.020198i,0.065774+0.07588i,0.041391+0.12129i,0.027543+0.059392i,0.013053-0.028969i,-0.0078854-0.049949i,-0.010386-0.026972i,-0.0058281-0.011387i,-0.0085851-0.0060223i,-0.013033-0.0041565i,-0.014354-0.0068271i,-0.014831-0.011333i,-0.016309-0.018647i,-0.018973-0.03186i,-0.022558-0.037942i,-0.024803-0.028299i,-0.026254-0.013375i,-0.027418-0.0011291i,-0.025508+0.0029904i,-0.0202-0.0010636i,-0.014819-0.0017854i
0.02264-0.050484i,0.1046-0.008458i,0.25289-0.00095979i,0.30874-0.083439i,0.2169-0.12941i,0.12811-0.073168i,0.109-0.02959i,0.089124-0.026668i,0.061553-0.019087i,0.043558-0.018424i,0.021157-0.020422i,-0.0021352-0.0079247i,-0.01582+0.020585i,-0.019207+0.056177i,-0.019025+0.079726i,-0.018273+0.087533i,-0.010766+0.080458i,0.0027401+0.057685i,0.014461+0.032018i,0.022651+0.012474i,0.027687-0.002382i,0.027361-0.011833i,0.021767-0.013521i
-0.019042+0.095446i,-0.083574+0.14929i,-0.12444+0.14142i,-0.078297+0.090862i,0.029486+0.070729i,0.1318+0.079877i,0.16506+0.07067i,0.1171+0.044103i,0.052132+0.027633i,0.02016+0.016668i,0.0094542-0.000266i,0.0057228-0.011067i,0.012677-0.013374i,0.028714-0.023919i,0.043283-0.043543i,0.050365-0.053206i,0.048034-0.043475i,0.035514-0.024135i,0.017342-0.0088368i,0.00080625-0.0071066i,-0.0089302-0.014037i,-0.012275-0.017191i,-0.012842-0.01407i
-0.088151-0.00012077i,-0.1445-0.044618i,-0.23052-0.083348i,-0.25417-0.037401i,-0.15287+0.016056i,-0.066875+0.019146i,-0.068019+0.038598i,-0.063668+0.056994i,-0.043112+0.032512i,-0.032787+0.014189i,-0.011211+0.011614i,0.011537-0.0038637i,0.011968-0.02635i,-0.0090218-0.045837i,-0.039009-0.053179i,-0.065798-0.041478i,-0.078353-0.021633i,-0.071245-0.0050022i,-0.048872+0.007059i,-0.023222+0.019276i,-0.004015+0.032667i,0.0068493+0.036512i,0.010741+0.027897i
0.10639-0.078887i,0.18458-0.11523i,0.17736-0.14329i,0.040833-0.14481i,-0.14302-0.094897i,-0.24346-0.021576i,-0.21056+0.028272i,-0.11031+0.03024i,-0.032218+0.01192i,0.0043989+0.011293i,0.021149+0.018597i,0.023591+0.023743i,0.019538+0.030483i,0.02324+0.038872i,0.036082+0.05057i,0.050364+0.052224i,0.051852+0.03416i,0.040421+0.010154i,0.025825-0.0072823i,0.014313-0.016667i,0.0083069-0.018516i,0.0067736-0.013971i,0.0060665-0.0095477i
0.059385+0.083319i,0.10149+0.14883i,0.16317+0.22145i,0.19208+0.20737i,0.10909+0.10631i,0.0044218+0.038664i,-0.014042+0.0044175i,-0.002383-0.021925i,-0.0019388-0.011466i,0.0019626+0.0051965i,-0.0054578+0.0056259i,-0.017208+0.0028297i,-0.019828-0.0051123i,-0.015542-0.012649i,-0.0042547-0.022354i,0.0045645-0.038886i,0.0078691-0.048335i,0.0082227-0.039892i,0.0038127-0.019798i,-0.007249-0.00085449i,-0.019182+0.010556i,-0.023327+0.012167i,-0.021782+0.0078011i
-0.14114-0.035229i,-0.19913-0.039077i,-0.15775-0.00027284i,-0.01904+0.032798i,0.11457+0.01445i,0.14118-0.028916i,0.084743-0.041722i,0.025266-0.023892i,-0.0039676-0.012625i,-0.017532-0.013289i,-0.026045-0.0090579i,-0.027591-0.0029577i,-0.028683+0.0013774i,-0.030269+0.015144i,-0.029464+0.035097i,-0.026652+0.051548i,-0.021455+0.058596i,-0.016614+0.051039i,-0.011494+0.033111i,0.0039782+0.014637i,0.022084+0.00018133i,0.0294-0.0058433i,0.02844-0.0013246i
0.021813-0.10046i,-0.0308-0.1995i,-0.12242-0.30359i,-0.16152-0.30682i,-0.077681-0.17417i,0.047075-0.069335i,0.075994-0.059302i,0.040824-0.048886i,0.025628-0.025423i,0.019-0.020945i,0.0053239-0.019881i,0.0002937-0.0067889i,0.013864+0.014548i,0.03854+0.028403i,0.055357+0.02496i,0.06301+0.01144i,0.06372-0.0012178i,0.05014-0.0066808i,0.025718-0.0095705i,-9.0479e-05-0.015978i,-0.017093-0.021779i,-0.021785-0.021914i,-0.017987-0.016996i
0.043602+0.13533i,0.054973+0.1804i,0.043112+0.1528i,0.0028124+0.10206i,-0.019142+0.055089i,0.0015226+0.0082754i,0.02437-0.015062i,0.031612-0.011384i,0.023791-0.0022762i,0.0096862-0.00018113i,0.0034618-0.011867i,-0.0043877-0.029075i,-0.016012-0.037806i,-0.032559-0.045089i,-0.053527-0.042704i,-0.064718-0.019819i,-0.057279+0.0027482i,-0.033063+0.007215i,-0.0074993+0.0040875i,0.0055501+0.012692i,0.0087624+0.027398i,0.0038175+0.028514i,-0.0061327+0.019549i
-0.050562+0.0158i,0.0049872+0.13991i,0.12483+0.31137i,0.17408+0.35136i,0.05962+0.21627i,-0.081995+0.112i,-0.0826+0.11632i,-0.01637+0.096525i,-0.0036433+0.04126i,-0.0063316+0.025881i,0.017475+0.025461i,0.037031+0.0068719i,0.033237-0.013463i,0.014455-0.022831i,-0.0048857-0.0182i,-0.013444+0.00085549i,-0.013582+0.02081i,-0.011005+0.027066i,-0.0075369+0.017498i,-0.0047707-0.0011367i,-0.0012086-0.015004i,0.0068334-0.013133i,0.016504-0.0072976i
0.10418-0.11283i,0.10856-0.1554i,0.028338-0.15937i,-0.053978-0.1258i,-0.084039-0.04701i,-0.097202+0.046076i,-0.084917+0.081419i,-0.043387+0.060568i,-0.0036873+0.033357i,0.021045+0.017321i,0.027897+0.01135i,0.029618+0.017917i,0.035662+0.025889i,0.044018+0.023658i,0.048666+0.0042585i,0.034073-0.029541i,0.0058198-0.054643i,-0.012112-0.048i,-0.013529-0.02014i,-0.012454+0.0015346i,-0.015818+0.010394i,-0.016674+0.012146i,-0.014225+0.010427i
-0.061367+0.025795i,-0.13693-0.090045i,-0.22618-0.28412i,-0.23601-0.33008i,-0.1225-0.17065i,0.011907-0.048366i,0.027468-0.035306i,-0.017134-0.011638i,-0.010857+0.020732i,0.0049986+0.012282i,-0.011515+0.0027539i,-0.032826+0.014332i,-0.040355+0.026153i,-0.032583+0.031681i,-0.018417+0.036527i,-0.0054543+0.039912i,0.0020417+0.034568i,0.00053411+0.018401i,0.00078452+0.0021553i,0.015146-0.0069056i,0.029421-0.012677i,0.026074-0.015009i,0.012388-0.010766i
-0.13019-0.065039i,-0.1028-0.067511i,0.027355+0.012092i,0.12482+0.088833i,0.1233+0.056344i,0.10209-0.020695i,0.070952-0.060963i,0.018396-0.056366i,-0.023483-0.030475i,-0.035381-0.0087454i,-0.026674+0.0023843i,-0.01389+0.0014103i,-0.0044845-0.0057321i,0.0029646-0.0093531i,0.010292-0.014941i,0.017642-0.022349i,0.025433-0.024524i,0.024121-0.01812i,0.006169-0.0080626i,-0.016375-0.0021799i,-0.026375-0.0026074i,-0.020275-0.0071394i,-0.0096078-0.010703i
0.12276+0.06438i,0.17778+0.21956i,0.18275+0.38461i,0.15304+0.34469i,0.103+0.11521i,0.031254-0.058536i,-0.0043531-0.095343i,-0.0051859-0.08577i,-0.012401-0.06817i,-0.021221-0.04284i,-0.023015-0.027575i,-0.021555-0.016948i,-0.013963-0.0024183i,-0.0018262+0.0054846i,0.0058878+0.0037352i,0.0052784-0.0015104i,0.0021062-0.0028107i,0.006572-0.0023716i,0.014972-0.0010174i,0.016291+0.0090681i,0.012853+0.022239i,0.0054357+0.027241i,-0.0030126+0.027206i
-0.052259+0.17079i,-0.17996+0.18935i,-0.29126+0.072058i,-0.25944-0.069816i,-0.153-0.096957i,-0.08422-0.038871i,-0.027746+0.023665i,0.034809+0.033948i,0.053099+0.0087835i,0.034637-0.0011256i,0.016631-0.0070771i,-0.0040983-0.018864i,-0.026293-0.020489i,-0.035934-0.010524i,-0.026497+0.010603i,0.0044884+0.036107i,0.033957+0.046275i,0.03734+0.033949i,0.023266+0.0074429i,0.0085517-0.018807i,-0.00058729-0.031726i,-0.0055699-0.029633i,-0.0080472-0.020776i
-0.021609-0.21589i,0.046564-0.41746i,0.13612-0.54069i,0.12449-0.41463i,0.029159-0.11201i,-0.021815+0.10943i,-0.014853+0.15062i,-0.0069481+0.11032i,-0.0042315+0.072937i,0.01397+0.049771i,0.041321+0.023765i,0.053877-0.0099596i,0.044074-0.033062i,0.020231-0.034991i,-0.00637-0.023132i,-0.029733-0.0078115i,-0.043197+0.0042905i,-0.038916+0.015686i,-0.022156+0.028279i,-0.0070147+0.034217i,-0.00058363+0.031401i,0.0051264+0.019343i,0.0097087+0.0006132i
0.23688-0.061674i,0.40031-0.0012182i,0.45535+0.11737i,0.32471+0.18567i,0.13405+0.1852i,0.01782+0.15348i,-0.035228+0.093403i,-0.060045+0.04276i,-0.048231+0.021438i,-0.020423+0.006417i,-0.0036737+0.0031035i,0.01432+0.018564i,0.034935+0.034587i,0.047776+0.039634i,0.048998+0.034418i,0.032559+0.025313i,0.0034713+0.020005i,-0.015432+0.017476i,-0.011878+0.01013i,0.0051072-0.0019435i,0.021059-0.012071i,0.025193-0.01342i,0.020811-0.0076848i
-0.24379+0.19297i,-0.49909+0.36809i,-0.67847+0.5109i,-0.55797+0.46547i,-0.23532+0.21006i,-0.012322-0.026184i,0.058038-0.087279i,0.085202-0.069626i,0.088643-0.06216i,0.054534-0.049874i,0.013239-0.022991i,-0.0087621+0.0029262i,-0.014935+0.01097i,-0.017213-0.00027935i,-0.019715-0.015835i,-0.014097-0.026702i,-0.0026354-0.032079i,-0.0012487-0.028549i,-0.012133-0.01704i,-0.026145-0.0056216i,-0.032723+0.0015016i,-0.028764+0.003569i,-0.018072+0.0023313i
-0.19-0.19394i,-0.29041-0.33773i,-0.2812-0.40558i,-0.16141-0.32202i,-0.036059-0.21321i,0.020913-0.17802i,0.023335-0.12759i,0.029098-0.045143i,0.036613-0.00080456i,0.01772+0.0045674i,-0.004198+0.004048i,-0.018162-0.00049872i,-0.028398-0.0091128i,-0.028896-0.016536i,-0.030771-0.017299i,-0.036632-0.0053987i,-0.028952+0.0029281i,-0.01112-0.0013143i,0.0017185-0.0018247i,0.010252+0.010776i,0.017263+0.024876i,0.018902+0.028319i,0.014446+0.024939i
