-0.0024114+0.0005765i,-0.0009831+0.00093558i,-0.0019329+0.0040084i,-0.0024711+0.0072564i,-0.0019894+0.0085699i,-0.00093227+0.0055047i,-0.00073457+0.0022943i,-0.0004031+0.00069497i,0.00039661-0.00068761i,0.00043034-0.00062397i,0.00012105-0.00054365i,-0.00027995-0.0010265i,-0.00051521-0.0013337i,-0.00095562-0.0013038i,-0.0017728-0.0012217i,-0.00091916-0.00039087i,-8.0051e-05+0.00030418i,-0.00068714+0.00044848i,-0.00098128+0.00047518i,-0.00023849+0.00030968i,-9.9093e-05+0.00086928i,-0.00050702+0.0010574i,-0.00030454+0.00072771i
-0.00074186+0.00067426i,-0.00018694+0.0011622i,-0.00063082+0.0038321i,0.00082287+0.0069846i,0.0028318+0.0066974i,0.0016405+0.0032605i,-0.00099997+0.0015733i,-0.0019214+0.00081272i,-0.0018332+0.00025615i,-0.0013345+0.00011888i,-0.00044066-0.00036415i,0.00041988-0.0002254i,0.00064021-0.00015671i,-0.00055866+0.0002563i,-0.0007347-9.495e-05i,-0.00076967-0.00074002i,-0.0014542-0.00066212i,-0.00090045-0.00014242i,-0.00013926+0.00072789i,0.00019882+0.0009502i,-0.00018399+0.00028805i,-0.00080398+9.6164e-05i,-0.00097121-7.5956e-05i
0.00039675+0.0018888i,0.00038858+0.0016783i,0.0003296+0.0027148i,0.0011448+0.004939i,0.0022572+0.0054592i,0.0012045+0.0025261i,-0.0016122+0.00080353i,-0.0021698+0.00065153i,-0.00022336-0.00021147i,7.9433e-06-0.00025238i,-0.00065025+0.000297i,-0.00059971+0.00016961i,-0.00047861-0.00033738i,-0.00040673-0.00094879i,-5.9235e-07-0.00092122i,0.00013227-0.00044291i,4.3522e-05+0.00017278i,-0.00033208+0.00029988i,-0.0011274+0.00024557i,-0.00021608+0.0005472i,0.0011657+0.00065158i,0.00057939+0.0002151i,-7.3601e-05-0.0011032i
0.00041477-7.319e-05i,-0.00028077+0.00073241i,-0.00078771+0.0022854i,-0.00089038+0.0054506i,-0.00012274+0.0062415i,7.6396e-05+0.0039283i,-0.0015615+0.0018525i,-0.0017588+0.00047368i,-0.00095998+0.00051541i,-0.00055823+0.00054723i,-0.00011006+0.00010785i,0.00066361+0.0001844i,0.00012232+9.9025e-05i,-0.00081047-0.00022311i,-0.00050133+3.5532e-06i,-0.00033248+0.00040673i,-0.00077037+0.00046383i,-0.00097676+0.00062986i,-0.00027803+0.0010695i,0.00018489+0.0014738i,0.00016014+0.0008367i,0.00036989+0.00011209i,0.00016487-0.00018047i
-0.00080537+0.00015301i,-0.00091381-0.0005951i,-8.5087e-05+0.0012132i,0.00038312+0.0040499i,0.0012134+0.005546i,0.00012268+0.0036312i,-0.0014181+0.0012115i,-0.00079779-6.4449e-05i,0.00042752-0.00061234i,0.00074739-0.00037686i,0.00011973-0.0003624i,-0.00075373-0.0010215i,-0.0012108-0.0014116i,-0.00097262-0.0011483i,-0.00063697-9.8286e-05i,-0.00015501-0.00027315i,-0.0001158-0.00040186i,0.00036964+2.4655e-05i,0.0009454+3.8995e-05i,0.0012145-0.00028426i,0.00079514-0.00020508i,-0.00021827-1.2933e-05i,6.0804e-05-0.00044846i
0.0018902-0.0016202i,0.00156+0.00015333i,0.00043833+0.0023614i,0.00025165+0.0047106i,0.0010181+0.0063594i,0.00020393+0.005307i,-0.0017156+0.0022599i,-0.0017729+0.00039873i,-0.00079122-0.00046601i,-0.00034957-0.00054283i,-0.00042678+0.00042779i,-0.00026364+0.00099704i,-0.00010972+0.0012124i,9.6045e-05+0.00060625i,0.00020101-0.00044086i,-0.00046721-0.00030893i,-0.00076866+0.00065717i,-0.00014422+0.0010052i,0.00013694+0.00039271i,9.0705e-05-0.00015701i,-0.00053668-0.00024728i,-0.0013369-0.0004467i,-0.0014011-0.00092001i
0.00050848+0.00035916i,6.7764e-05+0.0018142i,-0.00076266+0.0033452i,-0.00057244+0.0053901i,0.0004481+0.0061803i,-0.00043363+0.0041224i,-0.0017081+0.0020079i,-0.0011162+0.0017742i,7.7936e-06+0.00084435i,0.00016713-0.00029923i,-0.00024917-0.00055276i,-0.0002225+0.00016375i,-0.0003151-6.6069e-05i,-0.00020293-0.00059658i,-0.00042702-0.00073271i,-0.00085954-0.00060793i,-0.00086727+0.00018399i,-0.0012705+0.0013174i,-0.0012735+0.0014466i,-0.00056629+0.0011837i,-0.0001231+0.00093936i,-0.00023072+5.1616e-05i,-0.00026584-0.00058597i
-6.3781e-05-0.0012743i,-0.00017734-0.00061582i,-7.5186e-05+0.0018573i,-1.8112e-05+0.004125i,0.00083144+0.0039385i,0.00023739+0.0019998i,-0.0013335+0.0009958i,-0.002342+0.00019006i,-0.0018214-0.00033846i,-0.00073301-0.00059976i,-0.00046947-0.00052376i,-0.00047136-0.0010672i,-0.00080201-0.001137i,-0.00098893-0.00046725i,8.6823e-05-0.00026311i,5.7495e-05+0.00021633i,-0.00059472+0.00054358i,-0.00069863+0.000671i,-0.00061547+0.00073749i,7.7318e-05+0.00069164i,0.00082361+0.00050203i,0.0003649+0.00033508i,2.7019e-05+0.00020186i
-0.00062608-0.00042595i,-0.00052031+0.00087663i,-0.00076644+0.0043844i,0.00037741+0.0071882i,0.0015288+0.006929i,0.00038725+0.0041279i,-0.001574+0.0014327i,-0.0013155+0.00082046i,-0.00012502+0.0010212i,0.00020995+0.0003868i,-0.00038515-0.00051883i,-0.0005505-0.00059687i,-0.00033144-0.00037287i,-0.00033445+0.00043376i,-0.00038973+0.00080626i,-0.00023314+0.00048344i,-0.00020394+0.0009799i,-0.00057499+0.0011661i,-0.00060625+0.0011436i,-0.00019214+0.0008076i,-9.521e-05-3.066e-05i,4.424e-05-0.00073377i,-1.1791e-05-0.00057599i
0.0014591-0.0002222i,0.00094301+0.0001262i,2.3783e-05+0.0011038i,-0.00086917+0.0037684i,-0.00062072+0.0052562i,-0.00087807+0.0033038i,-0.0018047+0.0010053i,-0.0023933+0.00049129i,-0.0014505+0.00044715i,-0.00074805-0.00031918i,-0.00022543-0.00063163i,0.00054648-0.00061608i,0.00075804-0.00031108i,0.00042868+0.0006136i,-0.00023687+0.00058161i,-0.00046908+0.00011683i,-0.00072195+0.00052759i,-0.00068045+0.00058326i,-2.8571e-06+0.00044878i,0.00037104+0.00060233i,-0.000341+0.00029156i,-0.00092704+5.0075e-05i,8.2324e-05-4.903e-05i
0.00046795-0.0010461i,-0.00049605+0.00098666i,-0.0014044+0.0036287i,-0.0012282+0.0056964i,0.00017555+0.0051747i,0.00041971+0.0033299i,-0.0011196+0.0020728i,-0.0013766+0.0011573i,-0.0013241+0.0002762i,-0.001081-1.2139e-06i,-0.00057744+0.00047382i,-0.001003-0.00014642i,-0.0011387-0.0012558i,-0.00023937-0.0011363i,-0.00038576-0.00064661i,-0.0011884-7.7707e-05i,-0.00084634+0.00035423i,-0.00073868+0.00017822i,9.7626e-05-1.9369e-05i,0.00097196+0.00026584i,0.00010443+0.00033807i,-0.00018737-0.00014139i,-4.8064e-05+5.6575e-05i
-0.0016597-0.0013011i,-0.001955-0.0010367i,-0.0020552+0.0017072i,-0.0010643+0.0054032i,0.0001362+0.0064951i,6.3415e-05+0.0038016i,-0.00086859+0.0014116i,-0.0014111+0.00043254i,-0.00011973-0.00061874i,-0.00010815-0.00090125i,-0.0013551-0.00032845i,-0.0014385+0.00013765i,-0.0013694-5.1812e-05i,-0.0012622-0.0002912i,-0.0011531+5.5005e-05i,-0.0011535+0.0005202i,-0.0011583+0.00041011i,-0.00094656+0.00012321i,-0.00011348+0.00028881i,-4.6884e-05+0.00063059i,4.7486e-05-0.00025055i,8.1103e-05-0.00069115i,-0.00026513-0.0003056i
-0.0005765+0.00060564i,-0.00028184+0.00050254i,0.00060821+0.0024533i,0.00111+0.0050038i,0.0015735+0.0051557i,0.00096127+0.0029414i,-0.0015655+0.0014702i,-0.0028348+0.0010887i,-0.0022967-6.9223e-05i,-0.0013564+3.3305e-05i,-0.00012837+0.00078305i,0.0001062+0.00010108i,-0.00043135-0.00021143i,-0.0010762+0.00025848i,-0.0013647+0.00049831i,-0.001318-0.00043938i,-0.00073569-0.0011455i,-6.8283e-05-0.00010726i,-0.0003977+0.00023616i,-0.00014085-0.00029877i,0.00019569+0.00014139i,-0.00055246-0.00025819i,-0.0011008-5.801e-05i
0.00072823-0.00053575i,0.0019896+0.0011676i,0.00085611+0.00264i,4.4586e-05+0.0043093i,0.00088244+0.0046171i,2.5914e-05+0.0021175i,-0.0018117+0.00072925i,-0.002115+0.00097747i,-0.001702+0.0011039i,-0.0015039+0.0010764i,-0.0011392+0.0009838i,-0.00069311+4.2897e-05i,-0.0004642-0.0011153i,7.7099e-05-0.0011955i,0.00033702-0.00099669i,9.4929e-05-0.00076974i,-0.00035585+0.00015666i,-0.00034898+0.0010804i,-0.00047798+0.0012423i,-0.00064978+0.00079072i,-0.00033674-6.0518e-05i,0.000174-0.00056849i,0.00023258-0.00017314i
-0.00041519+0.00019197i,-0.00069686+0.0014403i,-0.0013288+0.0041059i,-0.0010591+0.0068986i,-0.00020331+0.0065214i,-0.00098287+0.003865i,-0.002909+0.0016304i,-0.0021642+0.0013169i,0.00013129+0.00094835i,-0.0003286+0.00022745i,-0.0015195-0.00040327i,-0.00096642-0.0007698i,-0.00059019-0.0001188i,-0.00084895+1.3493e-05i,-0.0011638-0.00063536i,-0.0010751-0.00020637i,-0.00080721+0.0013246i,-0.0009892+0.001221i,-0.00050813+0.00037562i,-0.00015915+0.00023145i,-0.00063426-0.00014541i,-0.00037989+0.00032909i,0.0005588+0.00058778i
-0.00033899-0.0010046i,-0.00083676+0.00083884i,-0.0011236+0.0037405i,-0.00020924+0.0067781i,0.001392+0.0077533i,0.00082368+0.0053063i,-0.00050725+0.0018117i,-0.00055461+0.00047537i,0.00010542-2.827e-05i,3.8907e-05-0.00051528i,-0.00032277-0.00092077i,-0.00021468-0.00095011i,0.00014258-0.0010188i,0.00013866-0.00065547i,-0.00056776-0.0006096i,-0.0010349-0.00045825i,-0.00097181+0.00030461i,-0.00089632+0.00028966i,-0.00017628+0.00031371i,0.00039754+0.00083556i,0.0007527+0.00034254i,0.00070366-1.5584e-06i,0.00022114-0.00020919i
0.00030446-0.0012697i,-0.0013254-0.00051112i,-0.0031776+0.0023197i,-0.003326+0.0062022i,-0.001532+0.0073997i,-0.001383+0.004638i,-0.0019467+0.0017381i,-0.0014933+0.00060716i,-0.00028633+0.0001895i,0.00066221+0.00052223i,0.0006912+0.00098093i,0.00029898+0.0001121i,0.00010788-0.00075191i,-0.00019595-0.00075898i,-0.0011452-0.000342i,-0.0012785-0.00031373i,-0.00083032+0.00032923i,-0.00069134+0.0015777i,-0.000118+0.00069645i,0.00016366-0.00015782i,2.2459e-05-0.00055314i,0.0004069-0.0011381i,0.00063857-0.0010524i
-0.00074067-0.0008086i,-8.8644e-05-0.00080213i,1.9773e-05+0.00092309i,-9.6523e-05+0.0046476i,0.0004935+0.0058291i,0.00042494+0.0040933i,-0.0015538+0.0017768i,-0.002537+0.00050435i,-0.0010242+0.00035929i,-7.7061e-05+0.00087474i,-7.0175e-05+0.00089051i,-0.00035422+0.00018783i,-0.00077206-0.0012418i,-0.0008272-0.00095901i,-0.00077188-0.000488i,-0.00042642-0.00061786i,-0.00037758+1.0285e-05i,-0.00045479+0.00055313i,-0.00020267+0.00054848i,0.00066976+0.00078784i,0.00040917+0.0011341i,1.2562e-05-0.00012857i,-0.00011004-0.00081301i
-0.0017152-0.0004249i,-0.001513+0.00076021i,-0.0018328+0.0041976i,-0.00057041+0.0069434i,0.00087325+0.0068142i,0.0005769+0.0036772i,-0.0015807+0.0012018i,-0.0025369+0.00046322i,-0.0013605-4.8199e-05i,-0.00036802+4.633e-05i,-0.00057504+0.00084219i,0.00027059+0.0012313i,0.001078+0.00024709i,0.00064045-0.00089304i,0.00017133-0.00041112i,-0.00025092+0.00033919i,0.0002375+0.00048535i,0.00033949+0.00021235i,-0.00072647+0.00081226i,-0.00095177+0.00092242i,0.00019252+0.00039219i,0.00065987+0.00039581i,-0.0001969+0.00010008i
-0.00081401-0.0014514i,-0.0011586-0.00032743i,-0.0019685+0.0010751i,-0.0022528+0.0045173i,-0.0014847+0.0068647i,-0.0014175+0.0048991i,-0.0023392+0.0023617i,-0.0014609+0.00041038i,-0.0004297-0.00085696i,-0.00072504-0.00054299i,6.8571e-05+0.00019384i,0.00091281-2.8527e-05i,0.00037812-0.00093601i,0.00027538-0.0010833i,0.00049984-0.00036524i,-2.5392e-05+0.00027453i,-0.0011176+0.00062988i,-0.0011929+0.001127i,-6.7897e-06+0.0017505i,0.00029691+0.00072229i,0.00043983-0.00036291i,0.00064636-5.4971e-05i,-0.00013512+0.00079897i
-0.0014848+0.00014409i,-0.00047408+7.2265e-05i,-0.00092581+0.0020853i,-0.00049522+0.0057994i,0.00099393+0.0063824i,0.0003772+0.0030159i,-0.0014709+0.00075897i,-0.0019052+0.00030935i,-0.0018934-0.00045112i,-0.0020993-0.00056188i,-0.00094955-0.0004756i,0.00037839-0.0011302i,0.000651-0.0016222i,0.00084997-0.0018454i,0.00046785-0.00072168i,-0.00023694+0.0004549i,-0.00024931+0.00041693i,-0.00027632+0.00044097i,-0.0003685-7.3942e-05i,0.00020534+0.00014072i,0.00055996+8.764e-05i,0.00044028+4.2147e-05i,0.00036282+0.00053238i
9.8844e-05-0.00068116i,-0.00051009+0.0006683i,-0.0017439+0.0029297i,-0.0010367+0.0063801i,9.1882e-05+0.0074579i,0.00076466+0.004172i,-0.00080067+0.00070275i,-0.0017756-0.00061485i,-0.0010214-0.00058144i,-0.00082756-0.00025163i,-0.00047527-0.00058641i,0.00030225-0.00088495i,0.00033868-0.00091826i,-5.0406e-05-0.00042672i,4.1162e-05-0.00040198i,0.00048951-0.00083535i,4.2163e-05-0.00057954i,-0.00073292+0.00031681i,-0.0006025+0.00092583i,-0.00013845+0.00085374i,0.00061781+0.00053242i,0.00062067+0.00077745i,0.00078231+0.0010058i
-0.00088734+5.2753e-05i,-0.0010296-0.00031744i,-0.00078216+0.0018051i,-0.00051176+0.00535i,0.00078633+0.0060382i,0.00032877+0.0033825i,-0.0021011+0.0011482i,-0.0021745+0.00058554i,-0.00086973+0.00018132i,-0.0004422-3.2718e-05i,-0.0012925+0.00019859i,-0.00077251-0.00023666i,-0.00027938-0.00079786i,-0.0007308-0.00080768i,-0.0011514-0.00053958i,-0.0010044-4.0025e-05i,-0.0010355+0.00086763i,-0.0019061+0.00067645i,-0.0019052+0.00042292i,-0.0012466+0.00088468i,-0.00010327+0.00082839i,0.00088906+0.00063736i,0.00048756+0.0011679i
9.4874e-06-0.00028525i,0.00044689+7.8213e-05i,0.001352+0.0016073i,0.0021601+0.004061i,0.0027359+0.004938i,0.0016596+0.0030864i,-0.00035861+0.00051278i,-0.0010909+0.00019199i,-0.00065171-0.0001426i,0.00013729-0.00071459i,0.0006136-5.3693e-05i,0.000371-0.00018029i,-6.7822e-05-0.00085052i,-0.00055582-0.00050584i,-0.0008979-3.5811e-05i,-0.00025451+0.00010489i,0.0001984+0.00017158i,-0.00048695+0.00052017i,-0.0012788+0.00071198i,-0.00092357+9.1894e-05i,-0.00032525-0.00042903i,2.8854e-05-0.00052915i,-7.2634e-05-0.00040534i
-0.00078241+0.00077847i,0.00069739+0.0012836i,0.00043366+0.0037429i,0.00019911+0.0070212i,0.0012459+0.0069674i,0.0014467+0.0040352i,-0.00015873+0.00118i,-0.00078632-0.00019603i,-0.00064057-0.0013069i,-0.00070992-0.0015306i,-0.00032548-0.0011117i,0.00031563-0.001327i,4.5203e-05-0.0016685i,-0.00013246-0.0014245i,-0.00024406-0.0010686i,-0.00068649-0.0001019i,-0.0016629+0.001109i,-0.0013456+0.0010731i,-0.00037291+0.0012329i,0.00014543+0.0009181i,0.001022+0.00018518i,0.00074898+0.00048123i,-0.00047641+0.0010958i
0.0011928+0.00050553i,-0.00051467+0.0020815i,-0.0018831+0.0035364i,-0.0020907+0.0059601i,-0.00062161+0.0071578i,-0.00084945+0.005545i,-0.002111+0.0020206i,-0.0015643+0.00047668i,-0.0006545+0.00016987i,-0.00081971-0.00033293i,-0.00050154-0.00037369i,-0.00012984-0.00048542i,-0.00083619-0.00079212i,-0.00063561-0.00080174i,-0.00057795-0.00053269i,-0.00036326-0.00032619i,0.0002688-9.8807e-06i,-0.00012504-0.00014296i,-0.00015132-0.0002385i,-4.1053e-05+1.2902e-05i,0.00015797-0.00015065i,0.00047131-0.00038625i,-0.00032183+0.00015875i
-0.0018513-0.00020259i,-0.0020698+0.0002186i,-0.0022231+0.0031885i,-0.0013035+0.0066877i,0.00051011+0.0062992i,0.00071435+0.0021537i,-0.00068042-0.00031087i,-0.001413-0.00032283i,-0.00067382-0.00090557i,7.2036e-05-0.00028442i,-0.0007666+0.00066177i,-0.0014861+0.00063386i,-0.0016252+0.00015578i,-0.0014686-0.0007374i,-0.00096932-0.0007671i,-0.0018042-7.4072e-05i,-0.0023222+0.00045075i,-0.0015083+0.00051551i,-0.00074978+0.00032537i,-0.00083592+0.00011103i,-0.00045776+0.00010434i,-9.5037e-05+4.4965e-05i,-0.00060732-5.1128e-06i
-0.0014512-0.00089862i,-0.001201+0.00034513i,-0.0016995+0.003819i,-0.00078015+0.0066467i,0.00066349+0.0067252i,0.00046163+0.0039374i,-0.0010749+0.0010275i,-0.0014556-0.00022782i,-0.00037381-0.00029933i,0.00060283-0.00036241i,0.00069544-0.00026512i,-0.00018237-0.0003815i,-0.00085375-0.0007667i,-0.00038502-0.0010226i,0.00024616-0.001069i,0.00019633-0.00026442i,-0.00055186+4.5606e-05i,-0.0011796+0.00042812i,-0.0012517+0.0010408i,-0.00039452+0.00065097i,-0.00012788-0.00039432i,-0.00037404-0.00023793i,-0.00043402+0.00016408i
-0.0010386-0.0011727i,-0.0011567-0.0011706i,-0.0011772+0.00086889i,0.00030278+0.0038496i,0.0020721+0.0045625i,0.0016792+0.0022017i,-0.00067358+0.00013194i,-0.0012246-9.051e-05i,-0.00070163-0.00040381i,-0.00091787-0.00097874i,-0.00062996-0.0010107i,-5.7234e-05-0.0011074i,-0.00035583-0.0011164i,-0.00032912-0.00045305i,-0.00040803-1.7928e-05i,-0.00085111+3.0705e-05i,-0.00067772-0.00030367i,-0.00011353-8.6385e-05i,-0.00042834+0.00068278i,0.00020952+0.00066865i,0.00059463+8.4202e-05i,0.00049209-0.0003182i,0.00063492+0.00018805i
0.0024903+0.00085183i,0.001469+0.00098435i,0.00056253+0.0024972i,0.0010551+0.0059746i,0.0014948+0.0069862i,-5.8086e-05+0.0039962i,-0.0019534+0.0004499i,-0.001463-0.00090551i,-0.00079334-0.0004323i,-0.0012482-0.00010522i,-0.00039483-0.00016204i,0.00022844-8.0811e-05i,-5.5411e-05-0.00039561i,-0.00040564-0.0006799i,-0.00084278-0.00050421i,-0.0015066+4.8326e-05i,-0.0016784+0.00049464i,-0.00092372+0.00023835i,-2.7816e-05-0.00013806i,0.0004346+2.8729e-05i,0.00027256-0.00032246i,-0.00035283-0.0010498i,-0.00039725-0.00045855i
-0.0017251+0.0016137i,-0.0012229+0.0013209i,-0.0011229+0.00274i,-0.00074815+0.0058982i,0.00079085+0.0067257i,0.0017678+0.0041575i,-5.2558e-05+0.0018663i,-0.0012884+0.00044023i,-0.00065623+9.9113e-05i,-0.00041033+5.9628e-06i,0.00011225-0.00056606i,0.00055787-0.0010594i,0.00052488-0.0010068i,0.0005082-0.00085075i,-5.3356e-05-0.0017384i,-0.00041808-0.0013017i,-5.863e-05-2.4355e-05i,0.00016673+0.0010915i,-0.0002787+0.001398i,-0.00053002+0.0011096i,-0.00014066+0.00070542i,5.3517e-05+0.00049075i,9.3061e-05+0.0007571i
-0.0017517+0.0012218i,-0.0012738+0.0018539i,-0.0015771+0.0041777i,-0.00089895+0.0069534i,0.00070623+0.0074396i,1.7464e-05+0.0046586i,-0.0017166+0.0014985i,-0.0016953+0.00010769i,-0.0010429-0.00038789i,-0.001093-0.00055607i,-0.0011601+7.3796e-06i,-0.00038383+0.00031426i,3.3839e-05+0.00022403i,0.00037785-0.00034918i,0.00061655-0.00041237i,0.00025891-0.00047298i,-1.2797e-05-0.00049109i,-0.00033741+8.4914e-06i,-0.00069422+0.00023974i,-0.00073786+0.00048514i,-0.00045784+0.00081844i,-0.0002293+0.00025336i,0.00012565-0.00072284i
-0.0012663+0.00056633i,-0.0011825+0.0013131i,-0.00037209+0.0042043i,0.0013531+0.0073162i,0.0022684+0.0075517i,0.00069405+0.0040651i,-0.001058+0.0014629i,-0.0013015+0.0011525i,-0.0013291+0.00097759i,-0.0015267+7.7283e-05i,-0.0011264-0.0011209i,-0.00078912-0.0010832i,-0.000356-0.0007183i,-3.9658e-05-0.0010555i,-0.00010807-0.00082039i,-0.00049004-0.0010073i,-0.00095058-0.0008351i,-0.00084383+0.00012518i,-0.0001232+0.00014974i,0.00020403+0.00048555i,0.00034067+0.00030489i,0.00075629+0.00030258i,0.00096928+0.00082703i
0.0015769-0.00061898i,-0.00019889+0.0015551i,-0.0010267+0.0036395i,-0.00024932+0.0049936i,0.00039469+0.0042838i,0.00010036+0.0021061i,-0.00060147+0.00043889i,-0.00089534-0.00017027i,-0.00073177-0.00051506i,-0.00057948-0.00075633i,-0.00090852-0.00076319i,-0.0013154-0.00082946i,-0.00094822-0.00073117i,-0.00046345-0.00069363i,-0.00075158-0.00060279i,-0.0011727-0.00037208i,-0.0015165+0.00039085i,-0.0013087+0.0005074i,-0.00046186+0.00013318i,-3.5248e-05+0.00035889i,-0.00013866+0.00031454i,-0.0004527+6.309e-05i,-0.00070874+0.00016706i
0.0003103+0.00048105i,-0.0014697+0.0010551i,-0.0020553+0.0019295i,-0.00031495+0.0046949i,0.00019813+0.005905i,-0.0012373+0.0034775i,-0.0018193+0.00061262i,-0.00114-7.5425e-05i,-0.00055317-0.00023587i,-0.00056662-0.00022984i,-0.00039977+0.00021274i,0.00026515-7.4312e-05i,0.00050593-0.00048636i,0.00015889-0.0003149i,6.6047e-05+0.00010638i,-0.00011446+0.00066371i,-0.00051504+6.2117e-05i,-5.8299e-05-0.00077894i,-0.00046561+6.1902e-05i,-0.0010373+0.00052084i,-0.00095855+3.9856e-05i,-0.00039622+1.2319e-05i,0.00034544-0.00043782i
-0.00098497+0.00042702i,-0.0016752+6.5718e-05i,-0.001807+0.0016777i,-0.00054691+0.0059566i,0.0010939+0.0067098i,0.00073608+0.0035212i,-0.00067984+0.0010759i,-0.0013606+0.00045832i,-0.00096506+4.4659e-05i,-0.00079884-0.00019071i,-0.00020846+0.0003164i,6.8535e-05+0.00012971i,-0.00012372-0.0010026i,-0.00021585-0.0011128i,-0.00040167-0.00040249i,3.353e-05-0.00046505i,-0.00014353-0.00073266i,-0.0007154+3.5027e-05i,-0.00079212+0.00050332i,-0.00044489+0.00041816i,0.00013905+0.00027827i,0.00037367-5.7362e-05i,0.0001495-0.00019425i
0.0017746-0.00014022i,0.0025255-0.000348i,0.00070037+0.00077042i,-0.00043599+0.0040376i,4.6163e-05+0.0055234i,6.6933e-05+0.0030967i,-0.00060918+0.0007136i,-0.0017655-1.7558e-05i,-0.0018495-0.00088197i,-0.00094002-0.00051455i,-0.00013533+0.00024214i,-0.00011044+0.00066021i,-0.00024096+0.00073212i,-0.00014712+0.00041565i,-0.00012389-0.00018348i,0.00028345+0.00018767i,0.00060479+0.00065293i,-0.00029535+0.00087484i,-0.00031849+0.0012705i,0.00037166+0.0012197i,0.00056693+0.0012609i,0.00047015+0.00043883i,1.8624e-05-0.00029926i
9.5221e-05-0.00052857i,0.00044791+0.00052793i,0.00051234+0.0030994i,0.00033865+0.0063133i,0.00039209+0.0066698i,-0.0010292+0.0032168i,-0.0014405+0.00062039i,-0.00042911+0.00042978i,6.2844e-05+0.00034138i,-4.1006e-05+0.00050227i,-0.00065636-0.00023408i,-0.0005068-0.00088114i,-0.00015216-0.00068577i,1.3085e-05-0.00025094i,-4.3948e-05+0.00024469i,-5.606e-05-0.00032733i,-0.00022299-5.6258e-05i,-0.00060069+0.000922i,-0.00025782+0.0011564i,0.00027308+0.001537i,0.00055911+0.00099439i,-0.00016727-6.8971e-05i,-0.00064116-0.00016535i
-0.00051505-0.0016011i,-0.0014583-0.0010303i,-0.0031418+0.002002i,-0.0025392+0.0060113i,-0.00044032+0.0068567i,0.0001589+0.0043479i,-0.00036979+0.0017446i,-0.00082503-1.5885e-06i,-0.00036414-0.00077012i,-0.0001125-0.0012633i,-9.6716e-05-0.0011909i,0.00018527-0.0010205i,0.00070643-0.0016304i,0.00086483-0.0018295i,0.00016604-0.0013072i,0.00050194-0.00022739i,0.00076743+0.00039743i,0.00053425+0.00048044i,0.00029831+0.00072338i,-0.00022912+0.00077814i,0.0001061+0.00051928i,-4.2984e-05+0.00015401i,-0.00062233-0.00026759i
0.0009857-0.0010103i,0.00096573-0.00012588i,0.00064737+0.0014613i,0.00023312+0.0042628i,0.00054529+0.0061729i,0.00079027+0.0041374i,-0.00056312+0.0011404i,-0.00073291-0.00030537i,-0.00031183-0.0008703i,-0.00071524-0.0010497i,-0.00082137-0.00068317i,-0.00049793-0.00067032i,-0.0004115-0.00074216i,-4.8103e-05-0.00064595i,0.00071974+0.00016435i,0.0001852+0.00080803i,-0.0010209+0.00060706i,-0.00079589+0.00040101i,-0.00049839+0.00042986i,-0.0010633+0.00068515i,-0.00020096+0.00053249i,0.00048473+9.7687e-05i,0.00056296-4.4614e-05i
0.00013985+0.0013315i,0.00062915+0.0011934i,0.00097775+0.0024449i,0.0012806+0.0052166i,0.0017543+0.0060829i,0.0010274+0.0040036i,-0.0013024+0.0014269i,-0.0015317+0.00018054i,-0.00066257-0.00010274i,-0.00039557-6.4256e-05i,-8.1526e-05-0.00059381i,-0.00018214-0.00063243i,-8.2743e-05-6.513e-05i,-2.876e-05-0.00011288i,-0.00076608+7.5111e-05i,-0.0010195+0.00055683i,-0.0011453+0.00045425i,-0.00051442-0.0001551i,-0.00037999+0.00042937i,-0.00067945+0.00060374i,-7.9826e-05-0.00015671i,0.00025882-0.00042343i,-4.2412e-05-0.00050958i
0.0013045+8.2776e-05i,0.00060112+0.00034815i,-0.00047853+0.0023929i,-0.00072314+0.0053116i,1.4513e-05+0.0058026i,7.4128e-05+0.0035089i,-0.00070446+0.0012119i,-0.00086493+0.00012567i,-0.00064537-0.0008518i,-0.00061733-0.00075227i,-0.00040157-3.4785e-05i,-0.00014062+0.00018689i,0.0002065+0.00021614i,0.00048313+0.00011732i,-4.9923e-05-0.00032702i,-0.00043294-0.00018488i,-0.00032018+0.001007i,4.1753e-06+0.0012191i,0.00060836+0.0004051i,0.00046611+0.00028928i,-0.0003076-0.00016086i,-0.00070053-0.00067027i,-0.00079183-2.4973e-05i
0.00035327+0.00058378i,-0.00088161+0.0017708i,-0.0014371+0.0038481i,-0.00060487+0.0060311i,0.00058884+0.0056801i,0.0007459+0.0034563i,-0.0014175+0.0016469i,-0.0020761-0.00033723i,-0.0013908-0.00098115i,-0.00068441-0.00040339i,-0.00010106-0.00016797i,-3.4127e-06-0.00024715i,-0.00012252-0.00090869i,0.00010449-0.0012282i,-0.0003122+0.00012673i,-0.00083966+0.0011505i,-0.00081806+0.00044199i,-0.00030814+0.0001996i,0.00011954+0.00049207i,0.00048687+0.00056271i,0.00053508+0.00040935i,4.8617e-05-0.0003039i,-0.00048792+0.00021762i
