-0.0034316+0.00165i,-0.0037858+0.00042154i,-0.0038294+0.00050981i,-0.0028658-0.00025819i,-0.0024699+0.00029527i,-0.0022329+0.0011628i,-0.00097638+0.0013972i,0.00053748+0.001013i,0.00049852-0.00041807i,0.00043582-0.00014458i,0.00061022+0.00028294i,0.00015659-0.001088i,0.000243-0.0016309i,0.00075806-0.000512i,0.0012927-9.0906e-06i,0.00073262-0.00029091i,-0.00051319-0.00054953i,-0.00088236-0.00050585i,-2.7831e-05-0.0011659i,0.00021614-0.0017108i,0.00021509-0.00074271i,0.00047901+0.00062373i,0.00018674+0.0010675i
0.40613+0.61214i,0.5286+0.90432i,0.47338+0.81858i,0.32106+0.4861i,0.19357+0.257i,0.091606+0.18147i,0.036058+0.14285i,0.022624+0.1093i,0.0088621+0.098533i,0.0096844+0.091452i,0.01824+0.047956i,0.0082266+0.0011953i,0.0023416-0.011987i,0.0047875-0.016476i,-0.001624-0.011473i,-0.0073152+0.0051175i,-0.0073771+0.016231i,-0.0069706+0.015071i,-0.0087951+0.0058817i,-0.0098982-0.0019724i,-0.001858-0.0067669i,0.01168-0.011594i,0.0211-0.0183i
-0.62636-0.08901i,-0.8211-0.24349i,-0.66796-0.26165i,-0.33214-0.22672i,-0.055-0.30717i,0.079324-0.37715i,0.10645-0.31658i,0.090257-0.22706i,0.039092-0.17615i,-0.031947-0.11414i,-0.058554-0.025139i,-0.021881+0.03198i,0.02119+0.030138i,0.031369+0.018589i,0.027466+0.013967i,0.019585-0.0042356i,-2.1618e-05-0.027553i,-0.019498-0.039915i,-0.023743-0.036938i,-0.014131-0.02302i,-0.00034615-0.0094425i,0.011199-0.0028864i,0.016368+0.0030449i
-0.28866-0.50096i,-0.4412-0.52835i,-0.46035-0.3038i,-0.30971-0.031663i,-0.15285+0.12322i,-0.072946+0.13471i,-0.037531+0.068691i,-0.035537+0.023813i,-0.033551+0.019853i,-0.026466+0.013097i,-0.028711+0.01294i,-0.023169+0.027313i,-0.012204+0.035184i,-0.0083186+0.025823i,-0.01161+0.0062446i,-0.016819-7.3554e-05i,-0.014309+0.0045602i,-0.0045885+0.00402i,0.0030009+0.0016895i,0.0040949+0.0035468i,-0.0020319+0.013844i,-0.0086814+0.031723i,-0.00804+0.04438i
1.0502-0.061611i,1.2775-0.18792i,0.90307-0.28624i,0.36737-0.19526i,0.12954-0.020666i,0.089097+0.098692i,0.090208+0.19372i,0.13053+0.20497i,0.14468+0.11962i,0.12445+0.035i,0.084009-0.026731i,0.019042-0.040293i,-0.020846-0.0060941i,-0.03148+0.017435i,-0.032828+0.032656i,-0.013633+0.045847i,0.019751+0.040696i,0.047719+0.027122i,0.052013+0.016089i,0.026188+0.0074666i,-0.010322+0.0044508i,-0.031434+0.0073745i,-0.033707+0.0076198i
-0.21924+0.5544i,-0.30636+0.59563i,-0.25836+0.43774i,-0.17047+0.27051i,-0.14916+0.15189i,-0.17773+0.081988i,-0.17633+0.075557i,-0.14379+0.071779i,-0.12724+0.043114i,-0.10115+0.020154i,-0.055397-0.0010393i,-0.023622-0.02376i,-0.0095353-0.037799i,0.0074535-0.039276i,0.02222-0.040349i,0.011639-0.044381i,-0.011902-0.035698i,-0.019029-0.016488i,-0.01181-0.0051635i,-0.0025932-0.0097248i,0.004334-0.024601i,0.0012677-0.038992i,-0.010898-0.040036i
-0.69279+0.034457i,-0.67433+0.26378i,-0.28913+0.3907i,0.052486+0.21248i,0.12785-0.030408i,0.062091-0.15648i,-0.051597-0.19917i,-0.099092-0.15104i,-0.052761-0.095449i,-0.041568-0.059368i,-0.04102-0.00052709i,-0.010212+0.01799i,-0.00014603-0.0010579i,0.00034875-0.020186i,-0.0081303-0.040336i,-0.026383-0.035975i,-0.028784-0.010938i,-0.025782+0.0087852i,-0.021752+0.014924i,-0.0090569+0.0031946i,0.0055837-0.013565i,0.017079-0.020299i,0.022238-0.020385i
0.56753-0.86504i,0.59326-1.2194i,0.23976-1.1176i,-0.12765-0.66308i,-0.21009-0.29274i,-0.14122-0.16055i,-0.085009-0.11923i,-0.041579-0.081672i,0.0054202-0.059135i,0.040782-0.050821i,0.052612-0.04379i,0.051555-0.028664i,0.048146-0.0048416i,0.039592+0.02559i,0.036771+0.044405i,0.041199+0.03298i,0.033965+0.0055417i,0.013953-0.012754i,-0.0010308-0.014887i,-0.0025344-0.0026314i,0.0033912+0.017983i,0.013063+0.031017i,0.020369+0.026955i
0.28817+0.52133i,0.17473+0.4876i,-0.04568+0.23478i,-0.096609+0.094732i,0.044775+0.11329i,0.15842+0.10735i,0.14161+0.073648i,0.072498+0.099008i,0.055266+0.1368i,0.066082+0.098458i,0.038948+0.039139i,0.016575+0.021828i,0.018125+0.013813i,0.014619+0.0092824i,0.013942+0.011175i,0.0063619+0.0027713i,-0.010511-0.0020687i,-0.018021-0.0012114i,-0.017571-0.0011668i,-0.0076905-0.00044565i,0.0020649-0.0041158i,-0.0047287-0.0057901i,-0.010954+0.0034876i
-0.26945+0.7747i,0.021433+0.99364i,0.38356+0.70697i,0.3969+0.18358i,0.15726-0.07468i,0.0041491-0.095117i,-0.043434-0.097456i,-0.064388-0.10469i,-0.072169-0.081202i,-0.06858-0.016717i,-0.047715+0.04546i,-0.029445+0.066913i,-0.026232+0.058357i,-0.030956+0.032161i,-0.035258+0.011863i,-0.021575+0.0089541i,-0.00049521+0.0022639i,0.0094108-0.0045607i,0.012967-0.00026957i,0.0089971+0.0030965i,-0.00044059+0.00043389i,-0.0092347-0.0033698i,-0.019329-0.0048921i
-0.025594-0.77617i,-0.035907-0.85793i,-0.033294-0.55842i,-0.0063079-0.18754i,-0.011083+0.015607i,-0.043607+0.08506i,-0.027702+0.073868i,-0.0025808+0.038067i,0.0015097+0.026933i,0.001025+0.014381i,-0.008483-0.0064553i,-0.01969-0.01835i,-0.022963-0.023251i,-0.020275-0.022291i,-0.0075195-0.018063i,0.0051181-0.016356i,0.0073914-0.012993i,0.0072443-0.0074954i,0.0081549-0.0073373i,0.0071318-0.0024892i,0.0097533+0.011418i,0.018497+0.011526i,0.014387-0.0045359i
0.25149+0.010173i,0.13424+0.062592i,0.045097+0.15614i,0.060207+0.14201i,0.041387-0.034204i,-0.022209-0.12893i,-0.038672-0.056433i,-0.0081051+0.018221i,0.024272+0.020401i,0.028674-0.0079966i,0.01579-0.024692i,0.00374-0.028927i,-0.0062043-0.023972i,-0.0014783-0.0085892i,0.0082887+0.0021998i,0.0082975+0.0085478i,0.01333+0.012639i,0.018688+0.0039347i,0.0064553-0.0077605i,-0.010605-0.010825i,-0.019598-0.010611i,-0.020267-0.0070131i,-0.005515-0.0052084i
-0.25033+0.66418i,-0.1365+0.61643i,0.0093424+0.2955i,-0.014927+0.11305i,-0.061269+0.12703i,-0.021086+0.052546i,-0.033002-0.10883i,-0.10946-0.16075i,-0.14911-0.10008i,-0.10889-0.038684i,-0.044832-0.023765i,-0.002877-0.012472i,0.030467+0.007925i,0.041953+0.01086i,0.028159+0.0097584i,0.019657+0.0017005i,0.0099405-0.022924i,-0.011382-0.029727i,-0.018215-0.01071i,-0.0086226-0.0011481i,-0.0040529-0.0049542i,-0.0026322+0.00017182i,0.007039+0.012867i
-0.22755-0.25957i,-0.32004-0.17881i,-0.41963-0.024584i,-0.36588+0.046069i,-0.159+0.046139i,-0.038223-0.0071225i,-0.048059-0.044389i,-0.0088607-0.029805i,0.06624-0.038076i,0.05169-0.04973i,0.0040367-0.017178i,0.0019782+0.0033626i,0.01214-0.0097656i,0.0037216-0.019004i,-0.0083651-0.012315i,-0.011311+0.0046696i,-0.0070912+0.021994i,0.0018896+0.028326i,0.0083088+0.018202i,0.010428+0.002318i,0.016789-0.0051191i,0.023881-0.006933i,0.02139-0.0057701i
0.58468+0.034534i,0.66189+0.13883i,0.42251+0.1545i,0.061213+0.070701i,-0.13015+0.054419i,-0.052693+0.14383i,0.13298+0.17816i,0.18253+0.11564i,0.10823+0.066044i,0.060384+0.058245i,0.0558+0.043428i,0.042233+0.020716i,0.013531+0.012636i,-0.0057939+0.014325i,-0.010039+0.018673i,-0.0030871+0.027591i,0.015+0.031827i,0.025893+0.018523i,0.014263+0.0032228i,-0.0010411+0.0022376i,-0.0054343+0.0031871i,-0.0091664-0.0012924i,-0.017168-0.0053457i
-0.19278+0.51484i,-0.13492+0.40355i,0.075155+0.037877i,0.18994-0.19421i,0.16874-0.17108i,0.12532-0.10963i,0.016505-0.10155i,-0.10695-0.021497i,-0.10998+0.089916i,-0.039354+0.099817i,-0.006025+0.05304i,-0.0028216+0.044815i,0.0065995+0.050772i,0.013713+0.029925i,0.008976+0.0076832i,-0.0038644-0.00042273i,-0.01967+0.0026452i,-0.028307+0.014776i,-0.016571+0.020809i,0.0021632+0.010762i,0.0030836-0.003946i,-0.011803-0.0088842i,-0.023752-0.00061925i
-0.70792-0.43806i,-0.83816-0.52664i,-0.55881-0.47075i,-0.22918-0.42156i,-0.22277-0.32781i,-0.32443-0.12534i,-0.23923+0.032575i,-0.070072-0.0042054i,-0.025237-0.12369i,-0.068632-0.1316i,-0.065893-0.058551i,-0.039262-0.025007i,-0.035327-0.019859i,-0.023179-0.0089895i,-0.011878-0.010854i,-0.014448-0.019832i,-0.018166-0.021826i,-0.017101-0.019475i,-0.015245-0.014884i,-0.012532-0.0035585i,0.0039984+0.013014i,0.028991+0.020229i,0.040416+0.012634i
0.21726-0.25745i,0.11513-0.21625i,-0.02696-0.044782i,-0.0086283+0.086365i,0.077889+0.085864i,0.094217+0.01529i,0.028352-0.049556i,-0.060724-0.020511i,-0.044973+0.066281i,0.022958+0.065257i,0.017096+0.019355i,-0.0072608+0.0067182i,0.0016957-0.0061702i,0.0065563-0.017943i,-0.0063542-0.016631i,-0.027727-0.012392i,-0.036668-0.013358i,-0.031853-0.020276i,-0.029157-0.015248i,-0.022397+0.0015361i,-0.0091926+0.013626i,0.0046212+0.016626i,0.013573+0.0096811i
0.40258+0.84126i,0.7364+1.101i,0.85261+0.95723i,0.63878+0.575i,0.34121+0.24444i,0.12906+0.095132i,0.029372+0.059619i,0.0085795+0.019768i,-0.021484-0.013155i,-0.04695+0.0094403i,-0.025835+0.03909i,0.010871+0.042249i,0.029953+0.034075i,0.024021+0.024559i,0.012833+0.019871i,0.012672+0.011541i,0.012885+0.0042379i,0.014063+0.0051739i,0.013999-0.00090203i,-0.004409-0.013836i,-0.032454-0.020362i,-0.05468-0.015536i,-0.057167-0.0013096i
-0.064413-0.37071i,0.077292-0.562i,0.19544-0.48343i,0.14159-0.21416i,-0.0088575-0.01651i,-0.12899+0.012989i,-0.19826-0.027202i,-0.21128-0.028702i,-0.16271-0.014966i,-0.096001-0.011117i,-0.041398-0.0046527i,-0.0055342-0.0011491i,0.0072802+0.0068462i,0.015974+0.016067i,0.038004+0.011575i,0.063942-0.006857i,0.068886-0.024025i,0.043502-0.025146i,0.016886-0.013244i,0.012213-0.0051746i,0.013735-0.0088196i,0.0065031-0.012821i,-0.0049018-0.0034504i
-0.33897-0.35287i,-0.75588-0.27907i,-0.96168-0.041444i,-0.67813+0.11297i,-0.26989+0.086261i,-0.076136+0.048115i,0.04028+0.079454i,0.18095+0.043664i,0.20019-0.074936i,0.088276-0.11513i,0.0055603-0.062783i,-0.014164-0.024506i,-0.019119-0.013828i,-0.020148-0.0038684i,-0.024909+0.0020132i,-0.029127+0.0054966i,-0.020267+0.0070042i,-0.001852+0.0068612i,0.014962+0.0032344i,0.022219-0.004676i,0.025236-0.0048935i,0.03288+0.00084812i,0.035606-0.00061792i
0.03478+0.79252i,0.085027+1.0464i,0.047859+0.86499i,-0.031769+0.52867i,0.069053+0.27108i,0.27879+0.0045147i,0.28253-0.2174i,0.063792-0.19519i,-0.071825+0.0084818i,-0.038405+0.11393i,0.00068253+0.082059i,0.01451+0.057779i,0.048002+0.0463i,0.063241+0.005352i,0.03131-0.03057i,-0.013437-0.027132i,-0.02493-0.0051335i,-0.0088432+0.00012054i,-0.00061866-0.0055776i,-0.002918-0.0076361i,-0.0048039-0.01021i,-0.013039-0.014032i,-0.020658-0.014832i
0.0097881-0.36639i,0.0039875-0.64451i,0.00079768-0.68623i,-0.018217-0.4939i,-0.026033-0.33224i,-0.05134-0.35973i,-0.10916-0.41032i,-0.10192-0.30394i,-0.031337-0.1775i,-0.016623-0.12681i,-0.050067-0.081566i,-0.049636-0.035485i,-0.030578-0.02181i,-0.02037-0.014073i,0.002413+0.004184i,0.025878+0.0092652i,0.01792+0.0036117i,-0.0076329+0.0097446i,-0.010716+0.021371i,0.010461+0.021102i,0.030189+0.010265i,0.039992-0.0019921i,0.03432-0.008037i
0.41239-0.45846i,0.32909-0.73099i,0.10152-0.74682i,-0.025112-0.63217i,-0.051841-0.55577i,-0.089556-0.47506i,-0.10308-0.24868i,0.006554-0.0068909i,0.15406-0.025308i,0.13788-0.17369i,0.037313-0.17332i,0.00293-0.10261i,-0.015048-0.067447i,-0.026746-0.016414i,0.0035503+0.041848i,0.049993+0.079842i,0.080999+0.075689i,0.067173+0.040228i,0.032495+0.028087i,0.030636+0.029909i,0.049574+0.01513i,0.054584+0.00061852i,0.034381-0.0051468i
-0.84584+7.5352i,1.1348+8.0124i,3.9948+6.5816i,4.5754+2.7466i,3.2229-0.40959i,0.84247-1.7435i,-1.0441-1.0149i,-1.3658+0.41647i,-0.38384+1.2057i,0.74518+0.67285i,0.83316-0.43633i,0.24981-1.1159i,-0.26197-1.6523i,-0.63311-2.4142i,-0.6804-2.7834i,-0.46584-2.0529i,-0.3321-0.91992i,-0.51721-0.23506i,-0.89479+0.14679i,-0.90906+0.46446i,-0.49994+0.61534i,-0.065058+0.46855i,0.12872+0.089351i
0.29972+0.095361i,0.52202+0.32454i,0.65884+0.33431i,0.46989+0.081189i,0.07699-0.033792i,-0.22711+0.21028i,-0.3085+0.48575i,-0.22533+0.46091i,-0.16316+0.29328i,-0.11907+0.26618i,0.024275+0.29404i,0.15455+0.2053i,0.14219+0.08361i,0.064614+0.037936i,0.021856+0.045276i,0.015755+0.056674i,0.017092+0.065915i,0.018867+0.063008i,0.012645+0.037508i,-0.0036264+0.014923i,-0.021598-0.0070204i,-0.046018-0.036094i,-0.067769-0.034157i
0.45742-0.39098i,0.42583-0.62881i,0.25009-0.4924i,0.21923-0.1391i,0.30839+0.10991i,0.38617+0.25428i,0.44464+0.27037i,0.38196+0.12835i,0.20596+0.021838i,0.11002+0.0048606i,0.086074-0.034013i,0.025386-0.062993i,-0.024153-0.031038i,-0.01728-0.012388i,-0.0018457-0.048741i,-0.0045671-0.09399i,-0.0081364-0.10259i,-0.0028304-0.076i,0.0081512-0.043723i,0.021921-0.024128i,0.026121-0.015856i,0.019762-0.0098211i,0.014119-0.0018527i
-0.66025+0.31722i,-0.88014+0.59816i,-0.7859+0.65495i,-0.48452+0.45803i,-0.25146+0.23684i,-0.12131+0.14634i,0.013881+0.070228i,0.081134-0.07549i,0.039204-0.13049i,0.0049088-0.067187i,0.0031214-0.026752i,-0.038879-0.023227i,-0.089689+0.0079671i,-0.082837+0.039463i,-0.05386+0.020249i,-0.049198-0.012733i,-0.044512-0.014449i,-0.01276-0.0033266i,0.023124-0.0067778i,0.029357-0.020409i,0.011324-0.021792i,-0.0052581-0.012924i,-0.010616-0.010119i
-0.13975-0.15915i,-0.081495-0.030117i,0.054754+0.078618i,0.025185+0.086323i,-0.061675+0.13961i,0.024243+0.24381i,0.17537+0.19941i,0.13068+0.059511i,-0.034768+0.033277i,-0.074977+0.084425i,-0.012501+0.074333i,0.032569+0.039603i,0.055448+0.028473i,0.059713+0.017712i,0.044628+0.011655i,0.02937+0.0057812i,0.019002-0.0060279i,0.013429-0.013707i,0.011384-0.01185i,0.012649-0.0056557i,0.014395-0.011936i,0.010938-0.024449i,0.0061087-0.01847i
0.43293-0.25416i,0.36638-0.60687i,0.11936-0.64295i,0.04914-0.38682i,0.19819-0.20675i,0.30601-0.13821i,0.31372-0.039313i,0.32132+0.011398i,0.28881-0.018103i,0.19747-0.043497i,0.091798-0.052786i,-0.011153-0.042158i,-0.064568-0.0018542i,-0.05185+0.028364i,-0.019617+0.029112i,0.00017659+0.016098i,0.0097102+0.0041297i,0.018223+0.001991i,0.023891-0.00053439i,0.016853-0.0034249i,0.0039179+0.011674i,0.0041492+0.033631i,0.014484+0.034274i
-0.43049+0.2685i,-0.35447+0.36279i,-0.26622+0.26909i,-0.31905+0.18409i,-0.37009+0.25186i,-0.27484+0.28686i,-0.14392+0.21201i,-0.11089+0.12707i,-0.1194+0.09412i,-0.069166+0.073111i,-0.014825+0.012425i,-0.018285-0.031869i,-0.025444-0.015949i,-0.005256+0.0094604i,0.0052161+0.0076997i,-0.0076577-0.0037773i,-0.01863-0.0053547i,-0.0093885-0.0049312i,0.0044411-0.010209i,0.0061115-0.013435i,-0.0024184-0.010891i,-0.013339-0.0054703i,-0.014988+6.5661e-05i
-0.054699-0.1727i,-0.11502+0.0086361i,-0.037941+0.091862i,0.071552-0.028917i,0.12554-0.15792i,0.14363-0.19625i,0.093792-0.20078i,-0.0064483-0.15712i,-0.062443-0.054871i,-0.042469+0.021423i,0.0053014+0.025075i,0.037014+0.0034455i,0.05191-0.011773i,0.045346-0.023857i,0.018208-0.023594i,-0.0078014-0.013298i,-0.026132-0.0036513i,-0.03543+0.0053354i,-0.02943+0.0094637i,-0.015333+0.0053281i,-0.003824-0.0030675i,-0.0010645-0.010426i,-0.0054721-0.0058218i
0.50693+0.3161i,0.66796+0.29607i,0.65109+0.20539i,0.47576+0.080137i,0.21972-0.044005i,-0.034015-0.092155i,-0.18291-0.056464i,-0.16748-0.023538i,-0.091608-0.041342i,-0.062736-0.030951i,-0.035766+0.021098i,-0.0031581+0.046252i,0.00051218+0.055463i,0.0035143+0.061836i,0.016874+0.057588i,0.03197+0.050556i,0.038241+0.036175i,0.027106+0.017846i,0.012819+0.0016416i,-0.0014264-0.011491i,-0.016559-0.0099623i,-0.021656+0.0059397i,-0.01486+0.016941i
-0.45915-0.22992i,-0.50287-0.37858i,-0.40063-0.3603i,-0.23642-0.10607i,-0.10982+0.22542i,-0.0021468+0.44053i,0.12114+0.41438i,0.15612+0.21472i,0.070771+0.066759i,0.0051566+0.023848i,-0.0068214-0.023429i,-0.039768-0.075941i,-0.078024-0.077493i,-0.073656-0.047538i,-0.043353-0.034999i,-0.034692-0.04681i,-0.050351-0.051408i,-0.053453-0.032903i,-0.035858-0.0070491i,-0.014129+0.0055937i,0.0043573-0.0045471i,0.015425-0.028145i,0.018387-0.041197i
-0.0061544-0.28953i,-0.1947-0.15148i,-0.2696+0.048463i,-0.15214+0.030104i,-0.028973-0.17072i,0.04189-0.26899i,0.13255-0.23147i,0.16194-0.22113i,0.070804-0.21577i,-0.012584-0.13661i,-0.0079136-0.035466i,0.030042+0.029077i,0.055166+0.05616i,0.057212+0.058122i,0.042499+0.055663i,0.034818+0.054423i,0.032659+0.035046i,0.017987+0.0039321i,-0.00089251-0.014407i,-0.0048686-0.013495i,0.005253-0.00095302i,0.013046+0.0081829i,0.0024368+0.010248i
0.24643+0.14877i,0.33249+0.067309i,0.31832+0.026758i,0.22554+0.10621i,0.16154+0.17483i,0.084297+0.12431i,-0.03814+0.060406i,-0.092154+0.10897i,-0.030637+0.17171i,0.029728+0.13736i,0.015427+0.079184i,-0.010104+0.049606i,-0.015879+0.017674i,-0.020936-0.0085394i,-0.020496-0.01187i,-0.014407-0.0058488i,-0.01063+0.0018931i,-0.0051033+0.010031i,0.004778+0.012416i,0.0090047+0.0091242i,0.0028481+0.0031259i,-0.0036568-0.0014353i,2.6209e-05-0.0013544i
0.051164-0.16368i,0.10761-0.1957i,0.062456-0.094307i,-0.024456-0.00063521i,-0.11178+0.027711i,-0.1868+0.10428i,-0.14934+0.212i,-0.023623+0.1666i,0.036216+0.0097309i,0.020279-0.06933i,0.016343-0.07988i,0.015195-0.094967i,-0.00931-0.089793i,-0.02581-0.052712i,-0.017779-0.021182i,-0.0013666-0.01656i,0.00542-0.031766i,-0.0066302-0.041692i,-0.024229-0.032046i,-0.028008-0.016447i,-0.017058-0.0051543i,-0.0011126+0.0039199i,0.0093659+0.0093738i
0.33206+0.20611i,0.48747+0.16368i,0.34729-0.032052i,0.074995-0.086373i,0.012266+0.022776i,0.13161+0.061541i,0.19401+0.011607i,0.1221-0.023797i,0.013281-0.006208i,-0.013341+0.019681i,0.00063245+0.0082712i,-0.016315+0.0096562i,-0.018477+0.040816i,0.0029081+0.044746i,0.011567+0.024077i,0.0096492+0.0092684i,0.011116+0.0053322i,0.019852+5.3188e-05i,0.024738-0.0085998i,0.018005-0.0037516i,0.0062072+0.010868i,-0.0033685+0.017894i,-0.011922+0.010297i
-0.29933+0.19877i,-0.40577+0.3812i,-0.27817+0.37472i,-0.061458+0.1878i,0.11914+0.023233i,0.23252-0.079088i,0.19724-0.14089i,0.096427-0.10427i,0.057525-0.027344i,0.032205+0.010223i,-0.0062538+0.029927i,-0.018351+0.039292i,-0.0082791+0.02572i,-0.0033436+0.0020419i,-0.017506-0.010432i,-0.036516+0.0024499i,-0.040353+0.029102i,-0.029054+0.049696i,-0.012186+0.052607i,-0.0024225+0.03231i,-0.0030077+0.0051292i,-0.0050061-0.010081i,-0.0011016-0.0089909i
0.29807+0.0046368i,0.31607-0.04592i,0.18146-0.033028i,0.0024366-0.0040746i,-0.17714-9.8861e-05i,-0.30092-0.017664i,-0.295-0.013913i,-0.21035+0.00597i,-0.13025+0.019717i,-0.06619+0.0257i,-0.003274+0.010451i,0.038011-0.021202i,0.041535-0.032483i,0.036765-0.018647i,0.0437-0.0051611i,0.055963-0.0083193i,0.05526-0.02635i,0.037449-0.043005i,0.014041-0.045858i,-0.0034072-0.032176i,-0.0032806-0.0095873i,0.0076304+0.0066255i,0.010601+0.012815i
-0.50702+0.37278i,-0.51831+0.48268i,-0.3226+0.33793i,-0.073583+0.16741i,0.12166+0.15264i,0.23842+0.20543i,0.24861+0.20109i,0.18568+0.13467i,0.1081+0.067517i,0.049439+0.034998i,0.023455+0.01857i,0.0023868-0.0078475i,-0.0275-0.021918i,-0.036277-0.014899i,-0.025283-0.0073666i,-0.024455+0.0010919i,-0.026466+0.012642i,-0.015681+0.014226i,-0.004121+0.0069327i,-0.0027887-0.0021307i,-0.010695-0.013222i,-0.019506-0.021005i,-0.017895-0.025928i
-0.18924-0.60028i,-0.29717-0.59383i,-0.16171-0.36195i,-0.011875-0.18979i,-0.036679-0.1139i,-0.045918-0.012613i,0.01811+0.030606i,0.002828-0.011796i,-0.072544-0.048779i,-0.10248-0.052i,-0.091581-0.026632i,-0.06341+0.015438i,-0.0174+0.044619i,0.020256+0.045966i,0.026202+0.025113i,0.0096093+0.00082707i,-0.016952-0.009796i,-0.037469+0.00094177i,-0.030004+0.017904i,-0.0068213+0.019174i,0.0093399+0.010988i,0.017914+0.0078601i,0.01559+0.013516i
0.36209+0.052979i,0.34324-0.15313i,0.19038-0.21322i,0.14284-0.082181i,0.20681-0.0058112i,0.19363-0.065817i,0.097257-0.11484i,0.041023-0.06505i,0.062749+0.014022i,0.086016+0.022326i,0.061184-0.018628i,0.022188-0.046109i,-0.0090092-0.050184i,-0.028118-0.034493i,-0.025438-0.011922i,-0.0092711+0.0063332i,0.010223+0.011841i,0.018459-0.00036185i,0.0074944-0.01081i,-0.002866-0.0070681i,-0.0045764+0.0014946i,-0.0045618+0.0092647i,0.0014877+0.011211i
-0.32265-0.048326i,-0.22156-0.0058167i,-0.087696+0.048524i,-0.072934+0.056515i,-0.13954+0.019874i,-0.18968+0.0076327i,-0.15017+0.019975i,-0.076921-0.029159i,-0.07195-0.10147i,-0.090617-0.084696i,-0.045535-0.019623i,0.026963+0.0020237i,0.050725-0.013433i,0.02788-0.015274i,0.007458+0.0065387i,0.0076979+0.017464i,0.01071+0.0081173i,0.015448+0.00092546i,0.024662-0.0029111i,0.022785-0.0088866i,0.013318-0.012114i,0.0069462-0.014247i,0.0014293-0.015463i
0.4196-0.31701i,0.42116-0.31897i,0.2721-0.1698i,0.15971+0.023736i,0.13786+0.13135i,0.094062+0.13695i,0.011784+0.12426i,-0.018484+0.12344i,0.014073+0.094346i,0.0391+0.024077i,-0.0061416-0.032974i,-0.078959-0.027168i,-0.095095+0.013786i,-0.057654+0.024594i,-0.021034-0.0027556i,-0.0091155-0.02978i,-0.010407-0.039277i,-0.022121-0.036378i,-0.034792-0.020529i,-0.030128-0.0013926i,-0.016616+0.0063814i,-0.0078376+0.0094913i,-0.0035851+0.008764i
0.11925+0.41112i,0.20695+0.53055i,0.27367+0.46256i,0.21914+0.24889i,0.13089+0.081629i,0.14332+0.015784i,0.17844-0.035815i,0.13748-0.084737i,0.061862-0.089923i,0.02448-0.047096i,0.046283-0.013083i,0.076111-0.02636i,0.064868-0.049967i,0.027943-0.045168i,0.0005749-0.017328i,-0.0034016+0.011441i,0.0073366+0.029503i,0.023319+0.029669i,0.03371+0.010426i,0.026203-0.0049634i,0.0073223-0.0062099i,-0.0099253-0.0024375i,-0.018822+0.010524i
0.10269-0.12463i,0.096395-0.27698i,-0.089876-0.25531i,-0.2126-0.051662i,-0.1797+0.073974i,-0.14119+0.052292i,-0.12251+0.023238i,-0.093514+0.050336i,-0.048518+0.081128i,-0.016596+0.06686i,-0.015189+0.050044i,-0.0059149+0.062279i,0.017706+0.056925i,0.025117+0.02566i,0.015175+0.00168i,0.0025608-0.0081749i,-0.0070415-0.0092557i,-0.01409-0.0032649i,-0.020287+0.0035893i,-0.022817+0.0060542i,-0.013332+0.0082339i,0.0068959+0.0062384i,0.021473-0.0067481i
-0.21572+0.4865i,-0.16517+0.74304i,-0.060232+0.55346i,-0.053818+0.18892i,-0.038756+0.054648i,0.05389+0.0484i,0.0915+0.023181i,0.07913-0.016284i,0.061137-0.059054i,0.0226-0.0726i,-0.014037-0.063238i,-0.044524-0.061027i,-0.063282-0.045037i,-0.048761-0.0175i,-0.017652-0.0030242i,0.0065949+0.003698i,0.02238+0.0056761i,0.025304-0.0029062i,0.01804-0.0129i,0.013017-0.01668i,0.0069609-0.018539i,-0.0056426-0.016479i,-0.014451-0.0079187i
-0.17974-0.50173i,-0.46325-0.57929i,-0.52288-0.33903i,-0.37532-0.069294i,-0.28439+0.048075i,-0.26938+0.092641i,-0.2072+0.10808i,-0.13087+0.097017i,-0.079212+0.082161i,-0.03165+0.050069i,0.002235+0.011785i,0.025313-0.0034162i,0.043471-0.0056646i,0.048604-0.0099804i,0.036785-0.016099i,0.012016-0.015919i,-0.012485-0.0040482i,-0.022315+0.013505i,-0.013949+0.023702i,-0.0013181+0.021631i,0.0087197+0.013552i,0.016968+0.0037913i,0.011384-0.0045337i
0.30482+0.46395i,0.46609+0.42363i,0.40452+0.20445i,0.24613+0.019258i,0.15718-0.041734i,0.15492-0.03273i,0.15635-0.019877i,0.13677-0.027898i,0.1092-0.042913i,0.064911-0.039277i,0.014468-0.0099598i,-0.014781+0.024985i,-0.020495+0.03478i,-0.019396+0.022929i,-0.017609+0.016068i,-0.0082908+0.013529i,0.0080915+0.0044071i,0.018964-0.0056428i,0.018089-0.010055i,0.010531-0.01056i,-0.001876-0.0097467i,-0.012919-0.0027828i,-0.010136+0.0060407i
