-0.0049351-0.000569i,-0.0040426-0.00023577i,-0.0036459+0.0031255i,-0.0024007+0.0045934i,-0.00072006+0.0027343i,-0.00025486+0.00037644i,-0.0005312-0.00045747i,0.00018724+2.2114e-05i,0.00091478+0.00025951i,0.00087802+0.00036311i,0.00035786+0.00025183i,-2.9506e-05-0.0002066i,-9.1699e-05-0.00048239i,-2.254e-05-0.00083689i,0.00035479-0.0012504i,0.00057358-0.00051771i,0.00028403+0.00029234i,0.00014727+0.0002395i,0.00023949+0.00068841i,-0.00017804+0.00053384i,-0.00072948+0.00042601i,-0.00085389-0.00019424i,-3.585e-05-0.00045877i
-0.010192-0.01235i,-0.0040966-0.017933i,0.0089079-0.014308i,0.015939-0.0053993i,0.010749-0.0019107i,0.0047416-4.6905e-05i,0.0053498+0.0015062i,0.0064201+0.0002389i,0.0033251+0.00046837i,-0.0018453+0.0033564i,-0.0050564+0.0035655i,-0.0053624-0.00070179i,-0.0033312-0.0034299i,0.00049276-0.0026215i,0.0032933-0.0012743i,0.002712-0.00014205i,0.0012394+0.00028164i,-0.00041501+1.6854e-05i,-0.00098491+0.00031708i,0.00062339+0.00039693i,0.0014338-0.0004061i,0.00083047-0.0012384i,0.00053565-0.0019307i
0.012843-0.0051044i,0.02179-0.0071052i,0.024992-0.013026i,0.021007-0.017973i,0.014083-0.013807i,0.0088506-0.0056049i,0.0074991+0.00028415i,0.0069708+0.0014039i,0.0059946+0.0001812i,0.0040565+4.4748e-05i,0.0024281-0.00057619i,0.00045067-0.0022432i,-0.0026571-0.0016647i,-0.0049115+0.0010545i,-0.0048434+0.0019666i,-0.0040973+0.0013001i,-0.0035064+0.00064483i,-0.0017666+0.00052366i,-0.00048651-0.00021735i,-0.00094782-0.00071359i,-0.0014647-0.00012677i,-0.00058207+0.00021827i,0.0004204+0.00067507i
-0.0015491+0.011289i,-0.011728+0.011682i,-0.019761+0.0024889i,-0.022148-0.0037442i,-0.020618-0.0033769i,-0.014539-0.00016119i,-0.0084254+0.0037506i,-0.0035473+0.0052054i,5.7742e-05+0.0035071i,0.0013195+0.00141i,0.00046971+0.0018799i,0.00049844+0.0019481i,0.00046396+0.00039517i,-0.0014854-0.0017417i,-0.0024641-0.0031921i,-0.0012928-0.0029227i,-0.00015789-0.0016146i,-0.0001045-0.0011868i,-0.0014196-0.00018083i,-0.003429+0.0013888i,-0.0035217+0.001736i,-0.0017358+0.0015435i,-0.00026914+0.001005i
-0.0064107-0.0019574i,-0.011358-0.00090288i,-0.016075+0.0075568i,-0.01984+0.013391i,-0.018233+0.0072005i,-0.013979+0.001114i,-0.010499+0.002502i,-0.0070442+0.0062289i,-0.0032784+0.0058423i,-0.0013338+0.0013498i,-0.00073495-0.0019175i,0.0021726-0.0022706i,0.0056811-0.0015453i,0.006504-0.00014794i,0.0051121+0.00030633i,0.0030681-0.00034214i,0.0011635-0.00087604i,0.00051814-0.0016755i,0.00085355-0.0019741i,0.00053707-0.00084189i,0.00083888+0.00099202i,0.0011081+0.0019894i,0.0012962+0.0016195i
0.011796-0.0007501i,0.019196+0.0065373i,0.021053+0.014263i,0.017337+0.016933i,0.010148+0.013361i,0.0010108+0.0083002i,-0.0044851+0.0064636i,-0.0050525+0.0059835i,-0.0037009+0.0040493i,-0.001964+0.0019649i,-0.00015812+0.00094331i,-9.054e-05+7.6054e-05i,-0.00068069-0.0011267i,-0.0022423-0.00097554i,-0.0028061+0.00055466i,-0.0012696+0.00086238i,0.00033828-7.0812e-05i,0.00085557+0.00023017i,0.0014785+0.00059379i,0.0022522+0.0010318i,0.0016541+0.00040907i,0.0011478-0.00072432i,0.000757-0.00011137i
-0.0012885+0.0032282i,0.00043993+0.0015573i,0.0088994-0.0060235i,0.015423-0.0075818i,0.01161-0.0023013i,0.004264-0.00013121i,-0.00018309-0.0023199i,-0.0017881-0.0039475i,-0.0029443-0.00172i,-0.0033714+0.0019429i,-0.0035192+0.0038294i,-0.0026945+0.0027221i,-0.00015899-0.00016791i,0.0025752-0.0025881i,0.0035541-0.0031172i,0.0027116-0.0022055i,0.0012794-0.0016522i,0.00071685-0.0027853i,0.00076267-0.0038901i,0.00030135-0.0046133i,-0.00060916-0.0040949i,-0.00084857-0.0022818i,-0.00044127-0.00055756i
-0.0020207-0.0063031i,-0.0015642-0.01342i,-0.00079569-0.02167i,-0.0023627-0.023619i,-0.0030179-0.017928i,-0.0016742-0.011684i,-0.001173-0.010087i,-0.001448-0.0091422i,-0.0019335-0.0057554i,-0.0013959-0.0015335i,2.125e-05+0.0017068i,0.0010307+0.0051982i,0.0016405+0.0080003i,0.0023193+0.0078227i,0.0026328+0.0057276i,0.002858+0.0032469i,0.002248+0.00083748i,-0.00013109-0.00038363i,-0.0017602-0.0010542i,-0.001596-0.00064172i,-0.0016261+0.00012432i,-0.0019059+0.00038222i,-0.0016633+1.7933e-05i
0.0014322-0.001466i,-0.0006653+0.0038445i,-0.0088197+0.0076844i,-0.014384+0.005399i,-0.011812+6.2858e-05i,-0.0059336-0.0045039i,-0.0018989-0.0063506i,-0.0015789-0.0057424i,-0.0018698-0.0043996i,-0.00063603-0.0020532i,-0.0003139+0.0011207i,-0.0012459+0.0015596i,-0.0024479+0.00016691i,-0.0034531-0.00050271i,-0.0040776-0.0012452i,-0.003972-0.0014323i,-0.0026273-0.0013022i,-0.0011152-0.00064498i,-0.00074963+0.00052832i,-0.0016947+0.0011174i,-0.00093657+0.0011601i,0.00064012+0.0011352i,0.00093735+0.0012284i
-0.00044039+0.0067216i,-0.0029507+0.013342i,-0.004338+0.019208i,-0.004495+0.02029i,-0.0067123+0.014824i,-0.0064026+0.0085133i,-0.0027176+0.0063054i,0.00092178+0.0042153i,0.0027073+0.0010144i,0.001441-0.00039378i,0.00044857-0.00097392i,0.0020412-0.0014646i,0.0030681-0.001767i,0.0029435-0.0017216i,0.003104-0.0011829i,0.0024689+0.00012679i,0.0016701+0.0011855i,0.0021298+0.0022276i,0.0025867+0.0028598i,0.0030147+0.0021098i,0.0026771+0.00067077i,0.0010647-0.00015351i,-0.00016817-0.00037613i
0.0013374-0.0049885i,0.0050932-0.0082279i,0.012519-0.0056377i,0.012384-0.00078938i,0.0051614+0.0031863i,0.00072806+0.0053883i,0.0029856+0.0061863i,0.006766+0.0054694i,0.0071353+0.0015795i,0.0034817-0.0015191i,-0.00049859-0.0012594i,-0.0024859-0.0005106i,-0.0042568-9.7724e-05i,-0.005558+0.0021738i,-0.0047582+0.004098i,-0.0028861+0.0030291i,-0.0012999+0.00071879i,-7.0865e-05-0.0011492i,0.00099493-0.0022846i,0.002095-0.0030284i,0.0019889-0.0031065i,0.0010606-0.0028586i,0.0015088-0.0023101i
0.0067739-0.0012433i,0.0094761-0.0036189i,0.011395-0.0083458i,0.011785-0.0094568i,0.0098238-0.0037296i,0.0066915+0.0013445i,0.0044085+0.002315i,0.0036992+0.0019601i,0.00293+0.0010122i,0.0011111+0.00043116i,-3.8779e-05-0.00033468i,0.00050008-0.0019277i,0.0020897-0.0027016i,0.0029541-0.0023089i,0.0034762-0.0019844i,0.0043495-0.0023453i,0.0042535-0.0030107i,0.0020295-0.0029177i,0.00014703-0.0025019i,-0.0009087-0.0017559i,-0.0015666-0.00041047i,-0.0015605+0.0014298i,-0.0019135+0.0014217i
-0.0030225+0.0031625i,-0.0069254+0.0038012i,-0.012439+0.00032014i,-0.01354-0.0043532i,-0.0086209-0.00755i,-0.0049293-0.0067732i,-0.0057039-0.0033942i,-0.0064638-0.00014375i,-0.0044433+0.0019041i,-0.00066327+0.0024415i,0.0010227+0.0016954i,0.0010567+0.0021588i,0.0024014+0.0031615i,0.0029155+0.0029642i,0.0020271+0.0025124i,0.0014987+0.0016501i,8.5939e-05+0.00096051i,-0.0016153+0.00071158i,-0.0028045+0.00026888i,-0.0033239-0.00046266i,-0.002291+0.00022674i,-0.0010497+0.00074896i,0.00043313-0.00038406i
0.0016424-0.0049067i,0.00012381-0.0024681i,-0.002833+0.00079905i,-0.0051776+0.00212i,-0.0082627-0.00096673i,-0.010026-0.0028045i,-0.010566-0.00067817i,-0.0098006+0.0023396i,-0.0065691+0.0043485i,-0.002264+0.0031376i,-9.5529e-05+0.0011584i,-0.000296+0.00027892i,-7.3127e-05-0.0012709i,-0.00027503-0.0031095i,-0.0018106-0.0032671i,-0.0024764-0.0025655i,-0.0015398-0.00088437i,-0.001002+0.0018477i,0.00037066+0.0039374i,0.0015954+0.0041936i,0.0021127+0.002848i,0.0021552+0.0013028i,0.00086741+0.00080113i
0.0043993+0.0017927i,0.0070515+0.0046229i,0.0083652+0.0083247i,0.0047918+0.0102i,-0.0018124+0.0088479i,-0.0059982+0.0059127i,-0.006231+0.0043742i,-0.0040182+0.0041452i,-0.001754+0.0034993i,-0.0001262+0.0019717i,0.0013733+0.0010382i,0.0019269+0.0012822i,0.0015114+0.0018081i,0.00073742+0.0026064i,-0.00080477+0.0034897i,-0.0014432+0.0037025i,4.3471e-05+0.00363i,0.0016514+0.0028026i,0.0017011+0.0006955i,0.001097-0.001377i,0.00084257-0.0015818i,-0.00011879-0.00167i,-0.00049017-0.0019775i
-0.001686+0.0029621i,0.00085386+0.00095117i,0.0057711-0.0014778i,0.0069941-9.1551e-05i,0.0034551+0.0035261i,0.0021053+0.004014i,0.0038884-0.00072815i,0.0039376-0.0049683i,0.0016435-0.0046926i,-0.00077164-0.0020862i,-0.00091581+0.0003783i,-0.0017432+0.0011616i,-0.0022843+0.0011171i,-0.0016741+0.0010073i,-0.0016455+0.00099481i,-0.0011208+0.00096487i,0.00018937-8.8805e-05i,0.00080631-0.001065i,0.0014534-0.0012938i,0.0022248-0.0018321i,0.00064539-0.0014588i,-0.0013005+0.00020573i,-0.0018657+0.001047i
-0.00037198-0.0069693i,-0.00081268-0.0068106i,-0.0017779-0.0058202i,-0.0003766-0.0042005i,0.0042568-0.001513i,0.0065727-0.0015554i,0.0051064-0.0057306i,0.0017101-0.0086032i,-0.0021264-0.0075529i,-0.0039312-0.0038095i,-0.0031159-0.00074214i,-0.00083821-0.00014352i,0.002004-0.00022668i,0.0033748+0.00062997i,0.0027296+0.00054448i,0.0014745-0.00077757i,0.00016773-0.0024423i,-0.0017466-0.0037789i,-0.0027903-0.003182i,-0.0032513-0.0013036i,-0.0027731+8.0895e-05i,-0.0010699+0.00073252i,-0.00073803+0.001201i
-0.00061285+0.0010604i,-0.0035408+0.0038178i,-0.005755+0.0060022i,-0.0046759+0.0028306i,-0.0020967-0.0030142i,-0.0034426-0.0070617i,-0.0048156-0.0064288i,-0.0036497-0.0033202i,-0.0023199-0.00087572i,-0.0011246+0.00089444i,-0.00098314+0.0015249i,-0.00084149+0.00038916i,-0.00083818-0.0015545i,-0.0017672-0.0027446i,-0.0013971-0.003664i,-0.00094561-0.0039146i,-0.0014263-0.0025838i,-0.0011191-0.00036936i,-0.00055493+0.0017603i,0.00010455+0.0025563i,0.00042848+0.0021948i,0.00097457+0.0015482i,0.0015589+0.001336i
0.0025533-0.00051307i,0.0021117-0.00049159i,0.0020206-0.00042713i,-5.9287e-05+0.00082195i,-0.0049997-0.00084827i,-0.0069808+6.1989e-05i,-0.0043773+0.003812i,0.00016932+0.005794i,0.0033513+0.0054729i,0.0032545+0.0021968i,0.0014571-0.00017882i,0.00077155-0.00061168i,0.00071242-0.0016997i,0.00029529-0.0018278i,9.766e-07-0.00053879i,1.0721e-05+0.00060893i,-0.00038842+0.0017401i,-0.00039374+0.0023526i,-0.00028072+0.0016247i,-0.00084461+8.7588e-05i,-0.00081942-0.00063103i,-0.00017956-0.0016119i,0.00017603-0.0017455i
0.0043687+0.00068383i,0.0080248-0.00017335i,0.008724-0.0011472i,0.0019028-0.00099102i,-0.005647+0.0015432i,-0.0055966+0.0046741i,0.00057784+0.0062848i,0.0055533+0.0053641i,0.0068414+0.0025429i,0.0051139-0.0003062i,0.0030184-0.00024152i,0.0023576+0.0019194i,0.00045223+0.0027478i,-0.0016749+0.0025915i,-0.0019265+0.0023705i,-0.0016488+0.0016454i,0.0001206-2.5585e-05i,0.0022315-0.0015662i,0.0027982-0.0018918i,0.0023101-0.0016496i,0.00055823-0.00079346i,-0.00080017+0.00020275i,-0.00071106+0.00046485i
0.00067923-0.0032911i,-0.00064883-0.0023647i,-0.0025877+0.00076093i,-0.0013341+0.0049618i,0.00071249+0.0084698i,0.002281+0.0075584i,0.0031691+0.0032776i,0.0024887+0.00031708i,0.0010952-0.00071977i,3.7502e-05-0.0011829i,0.00059939-0.0017378i,0.0011386-0.0017773i,0.001554-0.0012974i,0.0030282-0.00020856i,0.0041399+0.00063482i,0.0043328+0.00055073i,0.0037275-0.00098467i,0.002683-0.0029498i,0.0008445-0.0028667i,-0.00055094-0.0014475i,-0.0014049-0.00040326i,-0.0022087-0.00034672i,-0.0017038+0.00019383i
-0.0034978+0.0050762i,-0.0064752+0.0074174i,-0.006099+0.0084126i,-0.00028431+0.0051244i,0.0047316+7.7538e-05i,0.0032683-0.0035389i,-0.0024101-0.0047478i,-0.0059037-0.0027371i,-0.0066351+0.00026243i,-0.0052939+0.0015851i,-0.0021884+0.0016674i,0.00049907+0.0014024i,0.0013436+0.0013887i,0.00039308+0.001789i,-0.00050372+0.0014625i,-0.00065431+0.0010369i,-0.0016711+0.00080557i,-0.0021522+0.0012009i,-0.00085537+0.002054i,-0.000175+0.0015291i,0.00048813+0.0010132i,0.00098068+0.001655i,0.0010222+0.0029452i
0.0014032-0.0022721i,0.003847-0.0025916i,0.0054337-0.0039975i,0.0038455-0.0063346i,0.0012646-0.0077154i,-0.0035211-0.0055611i,-0.0078999-0.0010546i,-0.0082593+0.0027637i,-0.0064332+0.0043037i,-0.004071+0.0039534i,-0.0037684+0.002629i,-0.0038415+0.00089941i,-0.0027162-0.00075098i,-0.0023405-0.0023404i,-0.0022527-0.0029584i,-0.002172-0.0022328i,-0.0027506-0.00099229i,-0.0026894-0.00016786i,-0.0020677-9.3533e-05i,-0.00083933+5.5113e-05i,0.00032092+8.6809e-05i,0.00049125-0.00059506i,0.00050746-0.0011581i
0.0019575-0.0039375i,0.0017641-0.004327i,-4.2938e-05-0.0046765i,-0.0041373-0.0050573i,-0.0094239-0.0037541i,-0.0090354+0.00038951i,-0.0046108+0.0042235i,-0.0016079+0.0047474i,0.0010626+0.0031587i,0.0016174+0.0015705i,0.0006566+0.0016035i,0.0010214+0.0023381i,0.0016863+0.0026016i,0.00024131+0.0031751i,-0.0017224+0.0024404i,-0.0015987+0.0012728i,-0.00038111+0.0014019i,0.001255+0.0024076i,0.0027143+0.002308i,0.002544+0.0010476i,0.0014015+0.00030259i,0.00032889-0.00055354i,-0.00026636-0.0011988i
0.00050647-0.0055969i,0.00027782-0.005036i,-0.0028367-0.0035562i,-0.0073377+0.0024292i,-0.008775+0.0071129i,-0.003062+0.0054964i,0.0033141+0.00048316i,0.0051082-0.0032007i,0.00394-0.0038739i,0.0022971-0.0020631i,0.001509+0.00043938i,0.0005129+0.0018005i,-0.001367+0.0015422i,-0.0018882-0.00016954i,-0.0012247-0.00077206i,-0.0013176-8.67e-05i,-0.0010385+3.3455e-05i,0.00011308-0.0010346i,5.4467e-05-0.0019626i,-0.0011229-0.0013155i,-0.0010647-0.0010252i,-0.00051681-0.00083109i,-0.00086964-0.00068911i
-0.00032366+0.0011499i,-0.0001497+0.0021707i,-0.00039841+0.004431i,-0.00021529+0.0070852i,0.00077839+0.0075698i,0.0012332+0.0028144i,0.0012004-0.0028947i,0.0011968-0.0056415i,0.00050587-0.0048336i,-0.00044629-0.0030559i,0.00047333-0.0029684i,0.0017654-0.0038235i,0.0022858-0.0033891i,0.0024722-0.0017863i,0.0025103-0.00089792i,0.0023892-0.00077037i,0.0020196-0.001372i,0.0015871-0.0019519i,0.00098137-0.001639i,0.00090987-0.0013648i,0.001425-0.00047874i,0.0015242-3.3099e-05i,0.0017792+7.4683e-05i
-0.0039351+0.0018011i,-0.0048133+0.0056069i,-0.0028525+0.0080146i,0.0023431+0.0050476i,0.0051716-0.00042297i,0.0031885-0.0030739i,-0.00039646-0.0023558i,-0.0024011-0.00054671i,-0.0023188+0.00092839i,-0.0017147+0.0018433i,-0.0013623+0.0013354i,-0.0013925-0.00041397i,-0.0014065-0.0018997i,-0.0014406-0.0021219i,-0.0015215-0.001817i,-0.0010988-0.0015451i,-0.00044007-0.001024i,-0.0012527-0.00063569i,-0.001959+0.00039435i,-0.0008532+0.0015625i,0.00033455+0.00098985i,0.00084155-0.00048194i,0.0004094-0.0010068i
0.0018923-0.002062i,0.0049018-0.0030644i,0.0064902-0.0041316i,0.0041244-0.0061596i,0.00026866-0.0088549i,-0.0027454-0.00647i,-0.0042989+0.0011967i,-0.0034469+0.0066278i,-0.00085401+0.0082659i,0.00047703+0.0067656i,-0.00033881+0.0038709i,0.00017244+0.0017713i,0.0012164-0.00015798i,0.0017262-0.0017214i,0.0018085-0.0013546i,0.0011431-0.00013899i,0.00072988+0.0011199i,0.00047354+0.0014369i,0.00070657+0.00064878i,0.0009326-0.00080805i,0.00072899-0.001179i,0.00033948-0.00047985i,0.00060971+0.00023966i
0.0010669-0.00027157i,0.00065591-0.0013232i,-0.00049903-0.004833i,-0.0043376-0.0050071i,-0.0090916-0.0016657i,-0.0075679+0.0021894i,-0.001572+0.0036907i,0.0024624+0.0034959i,0.0029902+0.0026947i,0.0020837+0.0019248i,0.0016753+0.0029726i,0.0027223+0.0044709i,0.002543+0.0040221i,0.00085955+0.0027651i,6.3842e-05+0.0022039i,0.00014844+0.0017944i,5.489e-05+0.0013052i,2.9948e-05+0.00042434i,0.00033217-0.00043261i,0.00018792-0.00039237i,-7.0852e-05-0.00035126i,6.042e-05-0.0010256i,3.0208e-05-0.00063064i
-0.0034088+0.0016688i,-0.0033033+0.004537i,-0.0032613+0.0062976i,-0.0049705+0.0076769i,-0.0061462+0.0074627i,-0.0041829+0.0031372i,-0.0021702-0.0014818i,-0.0019217-0.0035071i,-0.00090909-0.0032548i,0.0004377-0.0018863i,0.00079847-0.00033779i,0.00036684+0.00046635i,-0.00048114-0.00041173i,-0.00036471-0.00017796i,0.00082497+0.00086397i,0.0014853+0.00023849i,0.0017791-0.0011969i,0.0017647-0.0017262i,0.0018852-0.0021486i,0.0013144-0.0021522i,-1.5037e-05-0.0016642i,-0.00018457-0.0013232i,1.1005e-06-7.1485e-05i
-0.0016746-0.0051899i,-0.0018945-0.0034412i,-0.0010516+0.0043462i,0.0019896+0.011514i,0.0033523+0.011097i,0.0017007+0.0053657i,-0.0017521-0.00079667i,-0.004643-0.0043136i,-0.0058364-0.0050278i,-0.0046068-0.0035007i,-0.0019798-0.0025729i,0.00031795-0.0020815i,0.0010321-0.0013648i,-0.00014286+2.676e-05i,-0.0010822+0.0017201i,-0.0014886+0.0015019i,-0.0022096+0.00016219i,-0.0029304-0.00074605i,-0.0031014-5.0807e-05i,-0.0021518+0.00041356i,-0.0013111-0.0006589i,-0.0016666-0.0011433i,-0.0018117-0.00049725i
0.0048502+0.0010007i,0.0065836+0.0029431i,0.0060654+0.0012739i,0.0060634-0.0022888i,0.0056485-0.0044501i,0.001695-0.0035569i,-0.0029027-0.00016397i,-0.0040058+0.0014475i,-0.0036388+0.0010585i,-0.0033918+0.00077856i,-0.0033694+0.00023275i,-0.0036522-0.00015834i,-0.0031342-0.00051382i,-0.0020158-0.0013434i,-0.0013611-0.0017467i,-0.001427-0.0019123i,-0.0013274-0.0020806i,-0.00055278-0.0017604i,0.00064287-0.0012262i,0.001442-0.00081245i,0.0016108-0.00032124i,0.00070706-5.097e-05i,0.00057608-0.00046029i
-3.0101e-05-0.0003578i,0.00041952-0.0022841i,0.00074842-0.0061163i,-0.0016165-0.0093171i,-0.0050644-0.0090297i,-0.0057565-0.0061837i,-0.0023229-0.001158i,0.0018014+0.0024084i,0.004285+0.0025172i,0.0033635+0.0017245i,0.00075518+0.0019475i,-0.00049336+0.002502i,-0.0005625+0.0016999i,-0.00077536+0.0012366i,-0.00079952+0.0011895i,0.00083156+0.00030774i,0.0017-0.00061703i,0.00068198+0.00039675i,-0.00034178+0.00206i,-0.0003228+0.0022484i,-0.00023882+0.0018437i,-0.00065309+0.0018327i,-0.0010835+0.0017257i
-0.004052-0.0039271i,-0.0061231-0.0050747i,-0.007713-0.0050843i,-0.0090884-0.0034268i,-0.01006-0.0016109i,-0.0055598-0.0013037i,0.0017553-0.0014084i,0.0054501-0.0014986i,0.0055809-0.0023983i,0.0041415-0.0022107i,0.0026887-0.0003578i,0.0021356+0.00093097i,0.0011746+0.00067402i,0.00024388-0.00026614i,0.00042837-0.00091744i,5.2435e-05-0.0014382i,-6.3027e-05-0.0022303i,0.00089228-0.0027708i,0.00080433-0.0027497i,1.7945e-05-0.0016757i,0.00068534-0.00026258i,0.0011045+0.00057796i,0.00083057-7.5261e-05i
0.0067473+0.0031553i,0.0088676+0.0039685i,0.0064137+0.005355i,0.00047956+0.0079998i,-0.0036094+0.008542i,-0.0038371+0.0039841i,-0.0022469-0.0011843i,-0.00076023-0.0030286i,0.0010011-0.0023492i,0.0019306-0.0011518i,0.0021043-0.00055997i,0.0026556-0.00096559i,0.0032423-0.0011889i,0.0028237-0.00012747i,0.0021037+0.0002784i,0.0017211-8.9864e-05i,0.001586-0.00081038i,0.0010448-0.00072635i,0.00020313-0.00058273i,-0.0002489-0.00073894i,-0.00033106-0.00014221i,-6.4408e-05+2.5366e-05i,0.00037611+0.00021355i
-0.00059095+0.0034064i,-0.00026838+0.005816i,0.0015328+0.0085457i,0.0049003+0.0093806i,0.004942+0.0054942i,0.00078726+0.0013928i,-0.0027193+0.0016043i,-0.0042967+0.0021452i,-0.0032604+0.0022475i,-0.0016028+0.0024839i,-0.00085344+0.0018802i,-0.00057324+0.001307i,-0.00098053+0.0010072i,-0.0013192+0.00033251i,-0.0010785-0.00036759i,-0.00073964-0.00022263i,1.24e-05+9.2901e-05i,0.00079348-0.00072205i,0.00058559-0.00096336i,0.00073877-0.00039608i,0.00105-7.9348e-05i,0.00091324-5.0136e-05i,0.00020879-4.1462e-05i
0.00037904+0.0026021i,0.002208+0.0042498i,0.0069871+0.0023524i,0.0089744-0.0035465i,0.0057237-0.0073636i,0.0010877-0.0040413i,-0.0012321+0.0022662i,-0.0016829+0.0058925i,-0.0018785+0.0052153i,-0.001962+0.0029809i,-0.0021457+0.0014072i,-0.0026086+0.00050628i,-0.0020694+0.00031962i,-0.00052884+0.0014198i,-6.4812e-05+0.0023071i,0.00045321+0.0022634i,0.0012721+0.0016458i,0.0015906+0.0014863i,0.0011768+0.0016818i,0.00024245+0.00056611i,-0.00034589-7.8427e-05i,-0.00054072+0.00067571i,-0.00058131+0.00031897i
-0.00068088-0.00088954i,-0.0031624-0.002416i,-0.0056743-0.0048331i,-0.0073282-0.0068829i,-0.0071535-0.0056548i,-0.005865-0.0032425i,-0.0017715-0.00036751i,0.001698+0.00171i,0.00094207+0.0020323i,-0.00060756+0.0015516i,-0.00087119+0.0016058i,-0.00060259+0.0025102i,-0.00016789+0.0027156i,-0.00053608+0.0018726i,-0.00094082+0.0013205i,-0.0007609+0.0007601i,-0.00020998-0.00032596i,-0.00012482-0.00080426i,0.00015017-0.0012228i,0.00080012-0.0016318i,0.00042926-0.00094033i,-0.00020838-0.00038776i,6.8554e-05-0.00037082i
-0.0011942-0.002999i,-0.0032235-0.0033497i,-0.0066309-0.0020804i,-0.012135+0.00070225i,-0.014393+0.002097i,-0.0097475+0.00033422i,-0.0045804-0.0023803i,-0.0020997-0.0034031i,-0.0002781-0.0023428i,0.00038966-0.00047789i,0.00025999+0.00053111i,0.00063575+0.00054298i,0.00095155-0.00016257i,0.00099901-0.00033336i,0.0014001+2.1007e-05i,0.0015503-0.00012608i,0.00048871-0.00027466i,-8.932e-05+0.00084763i,0.00039278+0.0012927i,0.0010307+0.00087701i,0.0010292+0.00060313i,0.00073406+0.00034133i,0.00045354+5.9513e-05i
0.0016986-0.0025105i,0.0017261-0.00036716i,0.0015625+0.0044644i,0.0020825+0.01062i,0.00175+0.011535i,0.00012405+0.0058594i,-0.0026403-0.00043849i,-0.0046382-0.0031639i,-0.0041029-0.0028089i,-0.0021574-0.0019149i,-0.00057282-0.0010803i,-3.8929e-05-0.0007855i,-0.00016389-0.00061375i,-0.0016608+0.00011753i,-0.0031291+2.0281e-05i,-0.0038913-0.0001919i,-0.0028969+5.8629e-05i,-0.0013997-0.00077772i,-0.0011281-0.0012881i,-0.001248-0.00078386i,-0.0010662-0.00021584i,-0.00056779-0.00078313i,-0.00051854-0.0016476i
0.0071705+0.0051083i,0.0092309+0.0060118i,0.011863+0.0048237i,0.010207+0.0020792i,0.0059745-0.0010836i,0.0015105-0.0017348i,-0.001555+0.0003149i,-0.0021068+0.00084579i,-0.0010988-3.2931e-05i,-2.8577e-05-0.0011251i,-5.5776e-05-0.0019663i,-0.0011012-0.0019419i,-0.0019952-0.0020335i,-0.0018997-0.0025533i,-0.0009055-0.0015946i,-0.00034712+0.00018377i,0.000606+0.00081867i,0.0014953+0.000596i,0.0015186+0.00055137i,0.0018018+0.00051816i,0.0014752+0.00035349i,0.00034591+0.00013216i,-0.00026231-7.6752e-05i
-0.0013577+0.0060586i,0.00016413+0.0057769i,0.0047891+0.00038285i,0.0058642-0.0076718i,0.0034586-0.010313i,0.0017211-0.0065036i,0.0012288-0.0020251i,0.0011364+7.5261e-05i,0.0017604+0.00083482i,0.0015485+0.00079578i,0.0004294+0.00092505i,-3.2208e-05+0.0010505i,0.00024225+0.00078407i,-9.9951e-05+0.00093652i,0.00020862+0.0018159i,0.0010853+0.0022996i,0.00096157+0.0010013i,9.2566e-05-0.0011843i,-0.00079626-0.0017514i,-0.0011979-0.00045609i,-0.00073854+8.5631e-05i,-0.00064112-4.3925e-05i,-0.0013215-0.00016145i
-0.0027223-0.0025826i,-0.0074504-0.0016387i,-0.012143-0.00089821i,-0.012519-0.001598i,-0.010967-0.0017466i,-0.0061587-0.0010294i,0.00052056-0.0011623i,0.0036024-0.00089576i,0.0032333+7.4493e-05i,0.0014346+0.0016355i,-8.7715e-05+0.0021084i,-0.00032951+0.0014042i,-0.00035742+0.00064866i,0.00057346-0.00059614i,0.0016633-0.0014759i,0.0010381-0.0022953i,7.8379e-05-0.0021816i,-0.00092211-0.0011404i,-0.00052887+0.00020742i,0.00029396+0.00026892i,0.0006537-0.00054337i,0.00074945+0.00023013i,0.00029571+0.001184i
0.0020288-0.0011773i,0.00097658-0.0012648i,-0.0026764+0.0010809i,-0.0058586+0.007236i,-0.0073225+0.010776i,-0.0063709+0.0077157i,-0.0053453+0.0022248i,-0.0032603-0.00087213i,9.9927e-05-0.0011961i,0.0015365+0.00011804i,0.0014793+0.0013289i,0.0020446+0.00082317i,0.0022575-0.0001954i,0.0022875-0.00058504i,0.0023059-6.2723e-05i,0.0015539+9.4256e-05i,-5.0952e-05+0.00017403i,-0.0012815-0.00022914i,-0.0010701-0.0013287i,-0.00053055-0.0011129i,-0.000888-0.00061616i,-0.00081745-0.00030104i,-0.00024373-9.7103e-05i
-0.0035839+0.00077973i,-0.0018012+0.0016632i,0.0011623+0.0044246i,0.0041831+0.0070683i,0.0036913+0.0067277i,-0.00074357+0.0040318i,-0.0045735+0.0021761i,-0.0046855+0.0025562i,-0.0022566+0.0027354i,0.00014859+0.0018659i,0.0016018+0.0014762i,0.0016113+0.0011918i,0.00088701+0.00055394i,-0.00064829-0.0004265i,-0.0016491-0.00044154i,-0.001689+0.00079744i,-0.0010038+0.0017576i,0.00083403+0.0017955i,0.0013974+0.00074031i,0.00013147-8.5183e-05i,-0.00072181+0.00032329i,-0.0011132+0.00016975i,-0.00038147-0.00050074i
