-0.0049351-0.000569i,-0.0040426-0.00023577i,-0.0036459+0.0031255i,-0.0024007+0.0045934i,-0.00072006+0.0027343i,-0.00025486+0.00037644i,-0.0005312-0.00045747i,0.00018724+2.2114e-05i,0.00091478+0.00025951i,0.00087802+0.00036311i,0.00035786+0.00025183i,-2.9506e-05-0.0002066i,-9.1699e-05-0.00048239i,-2.254e-05-0.00083689i,0.00035479-0.0012504i,0.00057358-0.00051771i,0.00028403+0.00029234i,0.00014727+0.0002395i,0.00023949+0.00068841i,-0.00017804+0.00053384i,-0.00072948+0.00042601i,-0.00085389-0.00019424i,-3.585e-05-0.00045877i
-0.00052448+0.00048243i,-0.0012+0.00030005i,-0.0012305-0.00012222i,-0.0012878-0.0004897i,-0.0016815+0.0003013i,-0.0015832+0.00017931i,-0.0010226-0.00066378i,-0.00049738-0.0002004i,-0.00014656+0.00042766i,-3.2981e-05+0.00077847i,-0.00040581+0.00087562i,-0.0010966+0.00044362i,-0.00077705+0.00012724i,0.00017815+0.00054675i,0.00052951+0.0007217i,0.00063183+0.00034216i,0.00097775-0.00021383i,0.00086885-0.00047537i,0.00047074-3.1153e-05i,-0.00025138+0.00043507i,-0.00074862+0.00054322i,-0.00083874+5.076e-05i,-0.00047928-0.00036523i
0.00045351-0.00052078i,-0.0002885+0.00086545i,-0.0011371+0.0016017i,-0.0014276+0.0018359i,-0.0012478+0.0010007i,-0.00022777+0.00013868i,0.00048696+0.00010675i,0.0003086+0.00039262i,5.1086e-06+2.5988e-06i,-0.00030704-0.000542i,-0.00073321-0.00068172i,-0.00023578-0.00023634i,0.00050641+0.0004027i,0.00032847+0.00088539i,-0.00076072+0.00086886i,-0.0016214+0.00034979i,-0.0013068+0.00014309i,-0.00096829+0.00018485i,-0.0007328-0.0004109i,-0.0004674-0.00054275i,-0.00019457-1.9415e-05i,0.00025047+0.00041769i,0.00061962+0.00041617i
-0.00070282+0.003789i,-4.4219e-05+0.0042452i,0.001539+0.0042745i,0.0026448+0.0028366i,0.0015271+0.00049848i,-0.00055257-0.0016976i,-0.0017908-0.0022127i,-0.0013847-0.00085045i,-0.0009108+0.00029612i,-0.00089742+0.00017701i,-0.00084972+0.0004089i,-0.00025408+0.00097069i,3.6038e-05-0.00010835i,-0.00019143-0.00069086i,0.0001488+0.00062191i,0.00024575+0.0014783i,2.5317e-06+0.00068644i,0.00019999-6.9197e-05i,2.1118e-05+0.00015794i,-2.4223e-05-0.00049264i,0.00034252-0.00055066i,0.00043552+0.0001415i,0.00015142+0.00025184i
0.001283+0.0022535i,0.0025142+0.0020941i,0.0031276+0.0015415i,0.0026657+0.0006839i,0.00083406-0.0004845i,-0.00059214-0.0010074i,-0.00096444-0.0003485i,-0.0013139+0.00027579i,-0.00062538-0.0004755i,0.00042009-0.00072392i,0.00042702-0.00013462i,-4.7447e-05+3.3809e-05i,-0.00030091+0.00027086i,-0.00059764+0.00097973i,-0.00045418+0.00099437i,0.00029818+0.00022108i,0.0006889-0.00028935i,0.00082165+0.00015577i,0.00081016+0.0011533i,0.0004056+0.00079214i,-0.00017693+0.00027619i,-0.00049228+0.0006927i,-4.2236e-05+0.00042507i
1.0236e-05+0.00099174i,-0.00056043+0.00101i,-0.0020352+0.00059142i,-0.0027333+0.00062603i,-0.0030289+0.0009867i,-0.0020249+0.00092208i,-0.00080615+0.00045799i,-0.00018911+0.00049803i,0.00058776+0.00033187i,0.00084507+8.069e-05i,0.00084409+0.00025994i,1.8516e-05+0.00025364i,-0.00066186-0.00010532i,-0.00032194+0.0001217i,-0.00054783+0.00040058i,-0.00064596-3.0948e-05i,-0.00043019-0.00093754i,-3.1498e-05-0.0014898i,-3.2889e-05-0.0011589i,0.0001304-0.00013638i,0.0001839+0.00011675i,0.00030143+3.5966e-05i,0.00071406+0.00011499i
-9.9464e-05-0.00011891i,0.00016601+0.00013844i,0.00039511+0.0013676i,-0.000236+0.001744i,-0.00061242+0.00089196i,-0.00076617-0.00072381i,-0.00045526-0.0010835i,0.00025998-0.0002919i,0.00017489+0.0002999i,-0.0002928+0.00064351i,-0.00012411+7.5066e-05i,9.5166e-05-0.00056642i,0.00010727-0.00011384i,4.8763e-05+0.00025667i,0.00038853+3.0749e-05i,6.7751e-05-0.00044527i,1.6536e-05-0.00061971i,0.00024698-0.00051753i,0.00037173-0.00075039i,-4.2547e-05-0.00080556i,-0.00089083+2.5677e-06i,-0.0010356+0.0011639i,-0.00017786+0.0012235i
-0.00044084+0.001888i,-0.00087022+0.0013315i,0.00011813+0.001817i,0.00014363+0.0016073i,-0.00076742-0.0002972i,-0.0010717-0.0016754i,-0.0010356-0.0010991i,-0.00035941-0.00026017i,-0.00052473+0.00059514i,-0.00094668+0.00024868i,-0.00042691-4.3187e-05i,0.00016007+9.366e-05i,-0.00018878-0.00017837i,-0.00059031-5.9041e-05i,-6.8008e-05+0.00032659i,0.00070338+2.2681e-06i,0.00057851-0.00034375i,-0.00077289-0.00024008i,-0.0014568-0.00028304i,-0.00094803-0.00057846i,-0.00039606-0.00075562i,6.3318e-05-0.00065024i,-0.00012114+0.00015383i
-0.00030011+0.0013038i,-0.00040695+0.0019242i,0.00081441+0.002806i,0.0011482+0.0025218i,-0.0005415+0.00085422i,-0.0014603-0.0016042i,-0.00073273-0.0020665i,-0.00029636-0.00014411i,-0.00036908+0.00042045i,-0.00056704-0.00024021i,-0.00079248+0.00050453i,-0.00078074+0.0013053i,-0.00011679+6.572e-05i,0.00060185-0.00025009i,0.00069968+0.00044111i,0.00025993+0.00043308i,-0.0002657+0.00047889i,-0.00023422+8.4146e-05i,1.4797e-05-0.00094698i,0.00025458-0.0007773i,0.0001256-0.00054617i,0.00026973-0.00039224i,0.00045795+0.00027528i
0.0015854-0.00062029i,0.0018933+0.00043073i,0.0017631-0.00076i,0.00054227-0.0010237i,-0.00071134-0.00021759i,-0.00079061+0.0014444i,-0.00031988+0.0017399i,-0.00027145+0.00089519i,-0.00054404+0.00023141i,-0.0010127-0.00036465i,-0.00051824+0.00014648i,0.00022141-4.0579e-05i,0.00066624-0.00083716i,0.00065805-0.00067392i,0.00080999-3.1362e-05i,0.0013628-7.3226e-05i,0.001347-0.00086791i,0.00077572-0.001158i,0.00062409-0.00061125i,0.00087071-0.00040614i,0.00022251-0.00024975i,-0.00073485-0.00049874i,-0.00073111-0.00087064i
-0.001206-0.0020988i,-0.0018574-0.0026768i,-0.0026684-0.0010753i,-0.0025305+0.0013055i,-0.0020226+0.00065395i,-0.0016708-0.0011197i,-0.0011452-0.0012533i,-0.00047456-0.00033761i,-0.00030703+0.00019219i,-0.00047597+0.00064981i,0.00010474+0.0010875i,0.00063783+0.00067856i,0.0003715+2.9631e-05i,-0.00036433-0.00054423i,-0.00046572-0.00032013i,-0.00068035-0.00021607i,-0.0013396+2.5866e-05i,-0.0014606+0.00043141i,-0.00075652-0.00027662i,0.00020702-0.00076109i,0.00042355-0.00023373i,-0.00010081-0.000124i,-0.00071786-0.001212i
-0.0004868-0.00067796i,5.1984e-06+0.00028839i,0.00041091+0.00075228i,-0.00040907+0.00081897i,-0.00091531+0.001194i,-0.0011094+0.0006198i,-0.0013232+0.0004451i,-0.0012052+0.00083583i,-0.0011223+0.00025215i,-0.0010074+0.000408i,-0.001002+0.00092966i,-0.00065825+0.0010543i,0.00041963+0.00041781i,0.00041925+2.6085e-05i,-0.00070979+0.0001977i,-0.00076649+2.1175e-05i,-0.00095905-0.00051838i,-0.00080188-0.00084832i,0.00027206-7.8913e-06i,0.00031291+0.0006564i,-8.4886e-05+0.00036717i,0.00035891-0.0002016i,0.0007053-0.0011157i
-0.00025801+0.0021034i,-0.00034174+0.0035957i,-0.0003193+0.0031825i,0.00065141+0.001514i,0.0007239+0.00084246i,9.0855e-05+0.00061581i,-0.00065656-0.00026985i,-0.00087053-0.00020635i,0.00034973+0.0011773i,0.000634+0.0018623i,0.00064692+0.0009145i,0.00069999-6.3905e-05i,0.00059531-0.00049881i,0.00022793-5.7781e-05i,-0.00067313+0.0003384i,-0.0009378+0.00062143i,-0.00018979+0.00059956i,-3.1565e-05-9.4356e-05i,-0.00056824-0.00050158i,0.00021445-0.0012514i,0.00058437-0.00081797i,-8.7425e-05+0.00039651i,-0.00075004+0.00047718i
0.00069458-0.00055167i,0.0005516-0.0024221i,-0.00040546-0.0028499i,-0.0010244-0.00192i,-0.0018486-0.0014i,-0.0020672-0.00063256i,-0.0012705+9.5e-05i,0.00013056+0.00027564i,0.00041231+0.00024053i,-0.00069773-0.0002458i,-0.00033262-0.0005403i,7.0452e-05+0.00020473i,9.975e-05-6.1078e-05i,0.0006659-0.00078121i,0.0010061-0.00076707i,0.00035795-0.0006477i,5.509e-05+0.00010634i,0.0010637+0.00031046i,0.0011229-0.00040889i,0.0001683-0.00050626i,-0.00022654+0.00023965i,0.00027662+0.00059392i,-0.00034018+0.00022289i
0.00079687+0.00013151i,-0.00034634+0.00036274i,-0.0005436+0.0002215i,-0.000759+0.0012137i,-0.0011186+0.0012543i,-0.0013048+0.00037725i,-0.0022341-0.00059357i,-0.001051-0.00068574i,0.00011294-0.00027755i,-0.00051866-0.00012111i,-0.00015237+0.0008195i,-0.0001153+0.0009136i,-0.00064167+0.00081855i,-0.00079788+0.0015905i,-0.00067163+0.0013175i,-0.00054664+0.00043101i,-0.00053462-0.00060023i,-0.00023782-0.0012622i,0.00053231-0.00044628i,0.00062114+0.00028545i,0.0003615-0.00025943i,0.00037493-0.00067335i,0.00036541-0.00079091i
-0.00071483+0.00037813i,0.00083312+0.00083106i,0.0011758+0.0009305i,-3.0933e-05+0.0008271i,-0.0002528-7.6619e-05i,-0.0010472-0.00088778i,-0.0013228-0.00081729i,-0.00039832-0.00054312i,0.000526-0.00028884i,0.0013011+3.5995e-05i,0.0011886+7.0716e-05i,0.00043223-0.00012821i,0.00051139-0.00077674i,0.00051997-0.0012161i,0.00012328-0.00014252i,0.0003181+0.00025618i,0.00021825-0.00057573i,0.00031698-0.00064508i,0.00066521-0.00023674i,0.0006244+0.00022856i,0.00044638+0.00030872i,-6.4135e-05-0.00020677i,-0.00022136-0.00030844i
0.00091868-0.00042721i,0.0023691+0.0004838i,0.0016874+0.0010421i,-1.1489e-05+0.00029036i,-0.0012481-0.00070466i,-0.0019022-0.00065334i,-0.0018729-0.00067698i,-0.00098761-0.0010611i,-3.2866e-05-0.00090537i,7.8777e-05-0.00035273i,-0.00044938+0.00049848i,-0.00062218+0.0002393i,-0.00072428-0.00044886i,-0.00074196-0.00064567i,-0.0007896-0.00042876i,-0.0007653+0.00030013i,-0.00017453+0.0001525i,3.9743e-05+0.00027784i,-0.00086447+0.00069512i,-0.00078697+9.2876e-05i,-0.00038583-0.00024604i,0.00031201+0.00044681i,0.00067132+0.001071i
0.00054967-0.00093447i,0.00074555+8.4812e-05i,-0.00027767-3.5819e-05i,-0.0020804-0.00020977i,-0.0023517-0.00014108i,-0.0018617+7.4696e-05i,-0.0010649-0.00025674i,3.1183e-05-0.00047644i,0.00065607-0.00013798i,-0.00027136-0.00049038i,-0.0011917-4.1839e-05i,-0.00031279+0.0003598i,0.00023564-0.00028684i,0.00033326-3.4197e-06i,0.00011224+0.00083062i,-0.00059371+0.00046548i,-0.00097946+0.00038792i,-0.00021836+0.00037127i,0.00037213+2.4786e-05i,0.00065157+0.00075386i,0.00062202+0.0011724i,-0.00017753+0.00071989i,-0.00062167+0.00079604i
7.5953e-05+0.001423i,0.00014319+0.00051227i,0.0014114+0.0012487i,0.00093713+0.00062908i,-0.00059318-0.00090263i,-0.0015455-0.0014482i,-0.0013134-0.00060038i,1.1879e-05-5.8726e-05i,0.00030985-0.00024396i,-6.6733e-05-4.7312e-05i,-0.00022738+0.00014017i,6.1147e-05-0.00023669i,-0.00012834-0.00034032i,2.3995e-05-0.00020399i,0.00064529+6.2924e-05i,0.00082056-8.0633e-05i,0.00061303-0.00062585i,0.00038921-0.00030731i,0.00043136+0.00018934i,0.00065559+0.00025713i,0.00056491+0.00054837i,-9.369e-05+0.00096437i,-0.00034352+0.0010801i
0.0014519+0.00015835i,0.0020922-0.00049364i,0.0017744-0.00067127i,0.00049026-0.00012156i,-0.00056674+0.00010082i,-0.0010708+0.00011835i,-0.00088447-0.00075739i,-0.00097094-0.00046774i,-0.00068499+0.00019486i,-0.00078038-0.00020505i,-0.00071125-0.00058765i,-0.00023296-0.00041731i,0.00030299+0.00039873i,0.00036235+0.0014572i,0.00016622+0.0013992i,-0.00041012+0.00041368i,-0.00081981-0.00032257i,-0.0015493-3.9215e-05i,-0.001476+6.5873e-05i,0.00056183+0.00051899i,0.0012979+0.001098i,-9.1676e-05+0.00061147i,-0.0012821+0.00021286i
0.0019522-0.00039242i,0.0016851+0.00044939i,0.0012277+0.00022963i,0.00027251+0.00014111i,-0.0016531-0.0001204i,-0.001966-0.00047163i,-0.0005824-0.00013972i,3.4055e-05-0.00035171i,0.00037712-0.00035304i,0.0010813+0.00060003i,0.0012298+0.00091306i,0.00088014+0.00055727i,0.00022347-0.00018841i,-0.00042646-0.00083638i,-0.00031633-0.00054335i,0.00010287+0.00019417i,-8.6085e-05+0.00034197i,-0.00017887-5.6428e-06i,-0.00013506+0.00040697i,-0.0003513+0.00021499i,-0.00025716-0.00068946i,-4.7839e-05-0.00043569i,-0.00026008+0.00012759i
-0.0024145+0.00053395i,-0.0019196+0.0011674i,-0.00078892+0.0017542i,-0.00097584+0.0015273i,-0.0013204+0.00054208i,-0.0015049+0.00026695i,-0.00091601+3.6423e-05i,-0.00039772+8.148e-05i,-0.00028699+0.00049072i,-0.00050432+0.00040136i,2.3954e-05-2.6161e-07i,0.0004248-0.0002007i,0.00038814-5.4321e-05i,0.00027402+0.00019848i,-0.00010781+0.0008567i,-0.00066927+0.00062031i,-0.00052963+0.00018187i,5.5914e-05+0.00016278i,0.0002206-0.00064901i,0.00051806-0.00065726i,0.00032232-2.1186e-05i,-0.00043021-0.0002312i,-0.00089191-6.9266e-05i
-0.0019673-0.0042941i,-0.0023084-0.0037856i,-0.0025401-0.0021157i,-0.0022601+0.00028059i,-0.0013108+0.0013359i,0.00076745+4.103e-05i,0.00095544-0.00093737i,0.00060461-5.1522e-05i,0.00011211+0.00049413i,0.0001584+0.0012087i,0.0011255+0.0012892i,0.0017974+0.00097291i,0.0012565+0.0012999i,0.0005665+0.00047837i,0.00056866+4.3088e-05i,0.0003393+0.00017799i,-2.5337e-05-0.00024853i,0.00015184-0.00075212i,2.6708e-05-0.00031869i,-0.00046589+2.7082e-05i,-0.0005181-0.00062645i,-0.00046798-0.0011662i,0.00032911-0.00096878i
-2.7773e-05+0.0015968i,0.001054+0.001852i,0.0020984+0.0032683i,0.0017231+0.002722i,0.00023813+0.00016564i,-0.0011935-0.0013946i,-0.0014329-0.0012188i,-0.0010269-0.00036809i,-0.00045642+4.2542e-05i,-0.00015559+0.0003054i,-0.0001433+0.00072932i,-0.00037142+2.3413e-05i,-0.0002637-0.0010909i,-0.00025868-0.0012464i,-0.00084395-0.0014235i,-0.00081576-0.001369i,-0.0003013-0.00099597i,-0.00034099-0.00088372i,-0.00045649-0.0012143i,-0.00028273-0.00079545i,-0.00056811+0.00020588i,-0.00037581+0.00051185i,-0.000198-0.00010406i
0.00094744+0.0014245i,0.0014638+0.0021787i,0.0022335+0.001621i,0.0010249-1.3418e-05i,-0.001276-0.0010515i,-0.001535-0.0010754i,-0.0014067-0.00058954i,-0.0013241-0.00026893i,-3.101e-05+3.2974e-05i,0.0005459+0.00070118i,0.00023754+0.00087107i,2.4642e-05+0.0008593i,-0.00019504+0.0010791i,-0.00039514+0.00087028i,-0.00037715-0.0001851i,-0.00054216-0.0011883i,-0.00034283-0.00089557i,-0.00044893-0.00027263i,3.4183e-05-0.00014448i,0.00037736+0.00050638i,0.00032402+0.0011298i,0.00027779+0.00078133i,-5.7543e-05-0.0001803i
0.0026422+0.0013362i,0.0017801+2.4471e-05i,0.0014231+0.0002368i,0.00039495+0.00014707i,-0.00069526-0.0012609i,-0.0013952-0.0014648i,-0.0011483-0.0013283i,3.483e-05-0.0010857i,0.00055129-0.00030355i,0.00031725-0.00029077i,-0.00041141-0.0008976i,-0.00085784-0.0010584i,-0.00024736-0.00068106i,6.1237e-05-0.0002169i,-0.0007681+0.00021507i,-0.00085335+0.0005229i,-0.00018595-0.00020137i,-6.3894e-05-0.00060601i,-3.9872e-05-0.00060619i,-0.00012399-0.00028852i,0.00046707+0.00029189i,0.00062025+0.00050207i,-0.00010751+0.00053452i
0.0021874+0.0010392i,0.0014812+0.00090474i,7.7616e-05+0.00081481i,-0.00029834+0.00060794i,-0.00070735+0.00021333i,-0.0010283+1.6797e-05i,0.00034762-7.8324e-05i,0.0012151-0.00045593i,0.00041077-0.00056522i,-0.00063794-0.00063924i,-0.00058668-0.00035443i,-0.0002013+0.00038235i,0.00019424+3.9482e-05i,0.0005665-4.5349e-07i,1.9905e-05+0.00033186i,-0.00028937-0.00034726i,0.00029079-0.00047519i,0.00052884-0.00018567i,0.0005074+2.9604e-05i,0.0002175-0.00010014i,-0.00010725-0.00022986i,-0.00084854+0.00011647i,-0.00068829+0.00016214i
-0.0011071+0.0033262i,6.6989e-06+0.0033472i,0.0010964+0.0030139i,0.00099985+0.0012473i,0.00033128-0.0016816i,-0.00068554-0.0027326i,-0.0014479-0.0019678i,-0.0014493-0.00056953i,-0.00086038+0.00057133i,-0.00047566+0.00029559i,-0.00041806+0.00034921i,2.4392e-06-5.6541e-05i,0.00083675-0.00020613i,0.00052261+0.0003588i,-0.00023734+0.00013219i,-0.00029617-3.505e-05i,0.00063224+0.00021307i,0.001225+0.00043739i,0.00068406+0.00036714i,0.00037906+0.00037761i,0.00018519+0.00015086i,-0.0007098-3.2108e-05i,-0.0015703+0.00029951i
-0.00014065+0.00092186i,-0.0011145+0.0011535i,-0.00022872+0.00061103i,0.00019608+0.00061239i,-0.00024792+0.00040202i,-0.0004116-0.0001795i,0.00030201-0.00032509i,0.00084874-0.00020625i,0.00077132-0.0002391i,0.00068173+0.00015744i,4.6604e-05+0.00034374i,-0.00024856+0.00046699i,-0.00019252+0.0003263i,-0.00052455-0.00078633i,-0.001079-0.00085003i,-0.001102+0.00033449i,-0.00084497+0.00094939i,-0.0010463+0.00036898i,-0.0012348-0.00046104i,-0.00087444-0.00030622i,-0.00047134+0.00061674i,-0.00028872+0.0006487i,-0.00024979+0.00023915i
6.077e-05-0.0012106i,0.00024385-0.00096376i,-0.0013356-0.00030058i,-0.0028218-0.00037327i,-0.0024267-0.00091154i,-0.0016582-0.0013148i,-0.0017772-0.001119i,-0.0013868-0.00023443i,-0.00052281+0.00079222i,-0.00082804+0.0010766i,-0.00062728+0.00028774i,3.101e-06-0.00017749i,-0.00051299+0.00010705i,-0.00046463-0.00031373i,0.000258-0.00077163i,0.00043176-0.00029282i,0.00063811+0.00021648i,1.2203e-05+0.00017298i,-3.6023e-05+0.00020639i,0.00035779+7.357e-05i,0.00017923-0.00014368i,0.00028613-0.0001471i,0.00026221-0.00030017i
-0.002029-0.001025i,-0.0018814-0.00054389i,-0.0024278+0.0016441i,-0.0022572+0.0028073i,-0.0011107+0.0017014i,-0.001179-6.8229e-06i,-0.0011224-0.00059187i,-0.00011637-0.00036124i,0.00040795+0.00035462i,0.00037619+0.00086012i,0.0001764+0.0011506i,-2.075e-07+0.00099524i,0.0004291+0.00018623i,-2.9573e-05-0.00030528i,-0.00022374-0.00033811i,0.00052926-0.00027559i,0.00038157+0.00034379i,0.00025144+0.00059463i,-0.00017935+8.4969e-05i,-0.00025692-0.00067252i,0.00029142-0.0015259i,0.00064796-0.001554i,0.00026235-0.00076324i
0.0014495-0.0016496i,0.0015639-0.0016154i,0.0019685-0.0016892i,0.00061385-0.0017079i,-0.00091988-0.001551i,-0.00057823-0.00063567i,-0.00074757-4.0709e-05i,-0.00063066-0.00024158i,-0.00030116-0.0003505i,-0.0003849-0.00023659i,-0.00027755-0.00011602i,0.00039397+0.00051297i,0.00051195+0.00036063i,0.00029971-0.0010942i,0.00029094-0.0012058i,0.0003296-0.00080487i,0.00063646-0.00049707i,-2.4498e-06+0.00036787i,0.00062799+0.00047774i,0.0016468+0.00027406i,0.0010741+0.0004528i,0.00028697+0.00068378i,0.00043147+0.00039481i
0.0021078+0.0024252i,0.0025323+0.0036492i,0.0037343+0.0035625i,0.0028543+0.0012285i,7.37e-06-0.00081404i,-0.0022248-0.0010309i,-0.0019472-5.5304e-05i,-0.00053127+0.00080367i,0.00021137+0.00029401i,0.00043006-0.00086841i,0.00029532-0.00061317i,0.00073891+0.00033277i,0.00070506-0.00010269i,-0.00054618-0.00016134i,-0.0012328+0.0001567i,-0.0010497-0.00041891i,-0.00080591-0.0011518i,-0.00023758-0.0012644i,5.7847e-05-0.00090343i,0.00016563-0.00021112i,0.00017919-0.00050371i,0.00029931-0.00084419i,0.00038205-0.00034975i
-0.0016764-0.0011058i,-0.0017647+0.00010737i,-0.0025499+0.00012828i,-0.0027163+0.00073303i,-0.002327+0.0010669i,-0.0021226+0.0007461i,-0.0017538+0.00035025i,-0.0013576+8.2369e-05i,-0.00087621+0.0002161i,-0.00066883+0.00052828i,-0.00022186+0.0010195i,0.00057146+0.0020765i,0.00048155+0.0019734i,0.00039999+0.00062465i,0.0003426-0.00022672i,0.00022373-0.00033013i,-0.0004607-0.00043794i,-0.0013552-0.00024683i,-0.0011826-0.00033065i,0.0002065-0.0005416i,0.00047816-0.00065545i,7.6819e-05-0.00050058i,0.00039455-0.00037521i
-0.0015474-0.0022491i,-0.0013825-0.0017384i,-0.00088472-0.0010011i,-0.0011943+0.00015803i,-0.0012567+0.00021788i,2.7582e-05-0.00046629i,0.00053322-0.0008875i,-1.5781e-05-0.0010871i,-0.00054751-0.00026293i,-0.000803+0.00075458i,-0.00029343+0.00078482i,0.00048051+0.00045049i,0.00065215+0.00033803i,0.00098229+0.00040148i,0.00099339+0.00061829i,0.00011944+0.0011071i,-0.00017586+0.00081821i,0.00057472+0.00046234i,0.0010499+0.0005542i,0.00048365+7.5394e-05i,0.00016841-0.00018478i,-0.00012734-0.00039037i,-0.00063803-0.00016844i
0.0025562+0.001967i,0.0014513+0.0015249i,0.00089585+0.00043292i,0.00052278-0.0005939i,-0.00067188-0.0010098i,-0.0013609-0.00064251i,-0.00091696-0.0007283i,-0.0009474-0.00057601i,-0.0010204-3.1715e-05i,-0.00013967+7.8817e-05i,0.00054919-0.00029752i,6.6802e-06-0.00044116i,-0.00086307+0.00052351i,-0.0013617+0.0010605i,-0.00086307-1.8254e-05i,-0.00020017-0.0007084i,4.0674e-05-0.0012991i,0.00032829-0.0019458i,0.00016139-0.0012243i,-0.00050225-0.00027101i,-0.00071754-4.1262e-05i,0.0003333+0.00022966i,0.00097403+0.00072016i
0.001619+0.0011026i,0.0015564+0.00068739i,0.0019806+0.00037934i,0.0019389-1.189e-06i,-0.00016135-0.00036284i,-0.0013093-0.00063821i,-0.00098728-0.00050998i,-0.0012295+0.0004503i,-0.0012895+0.0010898i,-0.0006889+0.00097485i,0.00021974+0.00095121i,1.6031e-05+0.00030245i,-0.00053383-0.00026048i,-0.00048245+4.7364e-05i,-9.3179e-05+0.00045265i,0.00067337+0.00060249i,0.00044466+0.00047548i,-1.7907e-05-5.2189e-05i,-0.00010197-0.00093066i,2.1258e-05-0.00086077i,0.00051224-0.00011335i,0.00040252+0.00035922i,0.0005148+0.00023527i
0.00097003+6.1971e-05i,0.00083186+0.0015284i,4.9502e-05+0.0016873i,-0.0010374+0.0013878i,-0.001202+0.00033725i,-0.0011593+0.00037001i,-0.0011622+0.00018367i,-0.00091461-0.00087965i,-0.0008029-0.00024883i,-0.00064255+0.0010622i,-0.00073694+0.0010936i,-0.0010065+0.0010472i,-0.00017184+0.0010433i,0.00054249+0.00072491i,0.00047861+0.00099866i,0.00042179+0.00093043i,0.00024376+0.00082774i,-0.00028124+0.00060461i,7.5385e-05+0.00020959i,5.7616e-05-0.00014611i,-0.00081857-0.00082168i,-0.00060013-0.00091852i,-0.00022024+0.00030157i
0.00041443-0.00020755i,-3.2891e-05-0.00053077i,-0.0011292-0.00053369i,-0.0015013-0.00040793i,-0.0013546-0.00053796i,-0.0021452-0.00084947i,-0.0016324-0.00016943i,-0.00083021+0.00020472i,-0.00079081-0.00037873i,-0.00077671-0.00013293i,-0.0001906+0.00010177i,0.00047929-5.5708e-05i,0.00029591-0.00024563i,0.00015902+0.00020187i,1.6863e-05+0.00084333i,-8.7454e-05+9.018e-05i,-5.5045e-05-0.00021591i,-0.00032964+0.0007525i,-0.00057411+0.00082952i,-0.0006486+0.00021429i,-0.0003172-6.3551e-05i,4.0885e-05-0.00048652i,-0.00021353-0.00094196i
-0.0015239+0.00094397i,-0.0012672+0.0018579i,-0.00038648+0.0027721i,0.00057625+0.0030904i,0.00066546+0.0014435i,0.00053401-0.00087544i,0.0006786-0.0014191i,0.00036187-0.00070534i,0.00036063-6.1233e-05i,0.00054687+0.00022711i,0.00025535+0.00085996i,0.00036447+0.00093272i,0.0008446-0.00011728i,0.00031629-0.0005212i,0.00018243-0.00054001i,0.0009643-1.0465e-05i,0.0010691+0.00065849i,0.00083292+0.00036925i,0.00072622-0.00011855i,0.00079492+6.7043e-05i,0.00053002+0.00016469i,0.00053181+0.00041153i,0.00090131+0.00023674i
0.002691+6.1834e-05i,0.0025553+0.00056282i,0.0011995-0.0010754i,-0.0002564-0.0020534i,-0.0011901-0.0021343i,-0.001395-0.00094009i,-0.0014579-0.0003383i,-0.00184-0.00072937i,-0.00071822-0.00085176i,0.00073657-0.00075755i,0.0010569-0.00031584i,7.1439e-05-0.00018881i,-0.00023366-0.00056763i,2.0974e-05-0.00019324i,-0.00060896+0.00029474i,-0.00088837+9.6507e-06i,-0.00046819-0.00090895i,0.00018959-0.0012971i,0.00065762-0.00049555i,0.00028081+0.00020446i,0.00012197+4.0495e-05i,0.00021084-0.00015332i,0.00043156+0.00017965i
0.00039903+0.00073637i,0.0011726+0.00094893i,0.0018065+0.0022736i,0.0011166+0.0023624i,7.1838e-06+0.0011418i,0.00010553+4.4259e-05i,0.00066734+7.8983e-05i,0.00022923+0.00058029i,0.00052666+0.00076861i,0.0010292+0.0003211i,0.00061283-7.9879e-05i,0.00026865-0.00013395i,0.00027274+0.00010235i,0.00016128+0.00054282i,3.6756e-05+0.0003873i,-0.00030378+0.00013455i,-0.00073866+0.00052676i,-0.00098406+0.00015755i,-0.00069055-0.00018883i,-0.00016128+0.00039468i,0.00043329+0.00049419i,0.00032761+0.00047121i,-0.00024243+0.00024188i
0.00067814+0.00078271i,-0.00031583+0.0015497i,-0.0010959+0.0023192i,-0.00089481+0.0014139i,-0.0009711-0.00035204i,-0.0016057-0.00090052i,-0.0017245-0.00063412i,-0.00076611+8.5553e-05i,0.00026689+0.00033547i,0.00051133+0.00015885i,0.00057492-9.169e-05i,0.00093709+0.00050429i,0.00098587+0.0015719i,0.00053839+0.0015368i,1.3562e-05+0.0010636i,0.00011881+0.00011688i,0.00083154+0.00051877i,0.00036339+0.00085703i,-0.00020851-0.00018129i,-0.0003665-0.00033341i,-0.00035479-0.00045627i,-0.00036319-0.00042107i,-8.523e-05+0.00014787i
