-0.0023843+0.00018174i,-0.00094637-0.0010168i,-0.0020985-0.0016567i,-0.0017381-0.00079546i,-0.0009361+0.00122i,-0.00037635+0.0029765i,-0.00013301+0.002935i,0.00083227+0.0017465i,0.0021207+0.0013384i,0.0015643+0.0010075i,0.00054745+0.00031927i,-3.5185e-05+9.4704e-05i,-0.00075055-0.00019341i,-0.0010472-0.00050381i,-0.00048167-0.00025958i,-6.6926e-05+0.00071331i,-0.00050331+0.0015035i,-0.00052001+0.00091664i,2.4254e-05+0.00021135i,0.00026532+0.00040544i,0.00015269+0.00051067i,0.00040991+0.00051206i,0.00055268+0.0005503i
0.0021887+0.0019228i,0.0017839+0.0019428i,0.00040172+0.0010375i,0.00013038-0.00034436i,0.00072808-0.00018537i,0.00051905+0.0013771i,0.00040838+0.0016386i,0.0010236+0.0012903i,0.0010654+0.0015407i,9.5077e-05+0.0015134i,-0.00042061+0.00073197i,-0.00035139+0.00015357i,-0.00065748-7.6454e-05i,-0.0008657+0.00023884i,-0.0009003+0.00037547i,-0.00064128-0.00031899i,-0.00042036-0.00071161i,-8.5401e-05-0.00038562i,0.00043558-0.00013426i,0.00051757+6.4786e-05i,0.00022594-0.00012632i,0.00010963-0.00075192i,-0.00028326-0.0001054i
-0.0038289-0.0021078i,-0.0034796-0.0021132i,-0.0025031-0.0015514i,-0.0021982-0.00025298i,-0.0017215+0.0010585i,0.00017973+0.00098153i,0.0012441+0.00067977i,0.00099552+0.00071081i,0.00046576+0.0009389i,0.00012104+0.0013509i,0.00053356+0.0021419i,9.475e-06+0.0014245i,-0.00029111-0.00041849i,0.00073693-0.00075136i,0.00093888-0.00039728i,0.00037824-5.9654e-05i,-0.00014424+9.0476e-05i,-0.00051653-5.6296e-05i,-0.00065148+0.00031252i,-0.00075481+0.00023336i,-0.00012681-0.00056434i,0.0005207-0.00058884i,0.000629+0.00017343i
0.0022952-0.00027256i,0.0024384-0.00068704i,0.0014662-0.00056801i,0.00085409-0.0007733i,0.00094346-0.0011186i,0.0005541-0.00010634i,0.00044487+0.00039066i,0.00054415+6.1822e-05i,0.00023444+0.00019552i,-0.00025713+0.0003875i,-3.1515e-05+0.00044266i,0.00038712+0.00069596i,0.00040805+0.00030138i,0.00055412-0.00022793i,-0.00021802-0.00071486i,-0.00053759-0.00056853i,0.00020149+0.00036457i,0.00016501+0.00080002i,0.00021123+0.00099793i,0.00034646+0.0014962i,0.00040307+0.0010104i,0.00077417+0.00020369i,0.00055935-0.00036756i
0.00010778+0.0005217i,-0.00055887-0.00077303i,-0.0012537-0.00070972i,-0.0015357-0.00018204i,-0.00071942+0.00019604i,0.00018799+0.0010018i,0.0012307+0.00098482i,0.00094104+0.00030161i,6.156e-05-0.0001591i,0.00019683+4.1672e-05i,0.00023941+0.00071502i,0.00013548+0.00078602i,0.00033367+0.00058075i,-0.00012014+0.00059078i,-0.00046321+0.00062549i,-0.00039239+0.00044369i,-0.00029894+0.00081043i,0.0004523+0.0010294i,0.00066287+0.00027799i,-0.00017548-0.00044242i,-6.9727e-05-0.0011401i,9.8119e-05-0.0011675i,0.0003126+2.2319e-05i
-0.00010253+7.4253e-05i,0.00068317-5.2887e-05i,8.4371e-06-5.0275e-06i,-0.00064159+0.00024298i,-0.0001837+8.292e-05i,0.00087203-0.0005786i,0.0014302-0.00078605i,0.00064162-0.00059095i,0.00033881+7.646e-06i,0.00043078+0.00090224i,-0.00022438+0.00082666i,-0.00026011+0.00046545i,-0.00038989+0.00067806i,4.6831e-05+0.0004351i,0.00064153-0.00018859i,0.00044522-0.00029994i,3.7194e-05+0.00024348i,-0.0013521+0.00069765i,-0.0015809-0.00014992i,-0.00089898-0.00064754i,-0.00028927-0.00070104i,-0.00014129-0.00096481i,-0.00061854-0.0011405i
-0.00089184+0.00025814i,-0.0015249-0.0006022i,-0.00050561-0.00059509i,3.7246e-05-0.00026769i,-0.00058611-0.00074104i,-0.00089256-0.00035907i,-0.00033315+0.00084787i,0.00024089+0.00078867i,-0.00038646+0.00012766i,-0.00089819-2.2969e-05i,-0.00085294-8.9224e-05i,-0.00066012-9.4373e-05i,-0.00028653+2.1823e-05i,-0.00018704-0.00025764i,-0.00094948-0.00020873i,-0.00085499+1.6222e-05i,5.4585e-05-0.00055967i,9.9042e-05-0.00066828i,-5.2846e-05+0.00019364i,0.00039075+0.00054995i,0.00075569-0.00035403i,0.00074237-0.00022944i,-0.00024067+0.00026238i
0.002218-0.0018921i,0.0020231-0.0014456i,0.0011435-0.00088191i,0.0004482-0.00077623i,0.00033983-0.00048007i,0.0013368+9.1253e-05i,0.0019478+0.001009i,0.0013037+0.0010058i,0.00079186+0.00036489i,0.00012814+0.00032948i,-0.0005183+0.00028469i,-6.4791e-05+0.0006456i,0.00026565+0.00065027i,-0.00018113+0.00040089i,-0.00040176+0.00087336i,-0.00063149+0.00090872i,-0.0012657+0.0004404i,-0.0013694+0.00021833i,-0.00034853-0.0003817i,0.00066622-0.00084359i,0.00041272-0.00059144i,-0.00010467+8.4528e-05i,-0.00047982+0.00035945i
0.00030582+0.0014725i,-9.4452e-05+0.0013931i,-0.0013142+0.00095468i,-0.0021153+0.0012151i,-0.0015156+0.0015415i,-0.00031395+0.0012227i,0.00091418+0.0011597i,0.0020521+0.00078324i,0.0013821-0.00020938i,0.00049856-9.7453e-05i,0.0010788+0.0013535i,0.0013541+0.0020734i,0.00065647+0.0012356i,0.00014775+0.00077374i,0.0002348+0.00064651i,0.00040388+5.5802e-05i,-0.00043319+0.00020242i,-0.00080091-0.00016156i,-0.00021265-0.00052241i,-0.00029847-0.0007634i,-9.7883e-05-0.00078504i,0.00013758+0.00039373i,-4.2374e-06+0.0010094i
-0.00095546-9.0156e-05i,-0.00060727-0.00027071i,-0.00087406-0.00053989i,-0.00042745-0.00081507i,4.044e-05+0.00070551i,-0.00036525+0.0026924i,-0.00085115+0.0024871i,-0.00056451+0.00071368i,-0.00039672-0.00014813i,-0.00087973+0.00034119i,-0.00080456-2.1129e-05i,5.5044e-05-0.00072982i,5.8551e-05-0.00032593i,4.5193e-05-0.00018362i,-0.00023687-0.00040434i,-0.00047041-0.00039425i,0.00015727-0.00061966i,0.00029465-0.00047i,0.00055214-0.00026369i,0.00032768-0.00064315i,-0.00077428-0.00084786i,-0.00075285-0.00059449i,0.00039786-0.00041352i
9.7563e-05-0.0022385i,-0.00081157-0.0021162i,-0.0017915-0.0035824i,-0.002523-0.0032251i,-0.0030176-0.0015096i,-0.0014121-0.0005593i,0.00048506+3.4411e-05i,0.0014764+0.0001206i,0.0012132-0.00043817i,0.0003289-0.0011262i,-0.0007387-0.00052255i,-0.0011687+7.4376e-05i,-0.00092007+0.0005514i,-0.0010512+0.00054607i,-0.00090066+0.00027434i,-0.00054965+0.00062844i,-0.00051111+0.00096505i,-0.00025393+0.0010928i,1.5332e-05+0.0011115i,-8.969e-05+0.00062372i,-0.00015011+0.00036732i,-2.7843e-05+0.00058242i,0.00028351+0.00057894i
0.0025472-0.0023298i,0.0024264-0.0028949i,0.0013228-0.0037464i,-0.00053986-0.002513i,-0.00093645-0.00053116i,-0.00051115-0.00017658i,0.00068494-0.00016837i,0.0011148-0.00035745i,-2.6088e-05-0.0010725i,-0.0011183-0.00088239i,-0.0013854-0.00018566i,-0.00018387+0.00021466i,0.00029888+6.4483e-05i,-0.00047533+0.00026825i,-0.00053339+0.00095609i,0.00012916+0.00089085i,-0.00023276+0.0004921i,-0.00031624+0.00058231i,-4.0155e-05+0.00011592i,0.00030209-0.0010501i,0.00089698-0.00098381i,0.0012498+3.5604e-05i,0.00071926+0.00073529i
-0.00050079+0.0040378i,-0.0011492+0.0029983i,-0.00081384+0.0022532i,-0.00027143+0.0017021i,0.000436+0.0011822i,0.001379+0.0013889i,0.0016839+0.0011094i,0.00094262+0.00042322i,-0.00029999-0.00016096i,-0.00055199+0.00011398i,-0.00042043-1.5041e-05i,-0.00064836-0.00076327i,-0.0006002-0.00042173i,-0.00013226-0.00016945i,0.00017278-4.1517e-06i,0.00088352+0.00032725i,0.0012153-0.00013533i,0.00059501-0.00044194i,0.00080616-0.00058235i,0.00060312-0.00069212i,-0.0001036-0.0004162i,-0.00087355-0.00038675i,-0.0013857-0.00076902i
-0.00095457-0.0025941i,-0.0010218-0.0015947i,-0.0016513-0.0016683i,-0.0020188-0.0017842i,-0.0012607-0.00042275i,-0.00096517+0.0011334i,-0.00023195+0.00145i,0.0015217+0.0011434i,0.0014521+0.00010119i,-6.5445e-05-0.00082109i,-0.00078781-0.00034394i,-0.00056707+0.0005537i,-0.00079357+0.0012192i,-0.0010392+0.0016059i,-0.0014211+0.0014217i,-0.0013624+0.00079984i,-0.000402+0.00016463i,0.00034918-0.00025606i,0.00033678+0.00024993i,0.00026199+0.00096855i,0.00057526+0.00063095i,6.3571e-05+0.00043143i,-0.00039266+0.00031411i
0.0016051-0.0016107i,0.00022702-0.0010083i,-0.0013127-0.00074152i,-0.0019763-0.00015683i,-0.0019282+3.1223e-05i,-0.00079311+8.0343e-05i,0.0012789+0.00068729i,0.0021335+0.00030608i,0.00068107-0.0010883i,-0.00026426-0.0011731i,-0.00034215+0.00014274i,-0.0004688+0.0011841i,-0.00012021+0.00080275i,0.00011174+0.00038405i,4.5105e-05+0.00080719i,0.00020779+0.00066575i,-9.943e-05-0.00043168i,-0.00055078-0.00053267i,-0.00041267+0.00022303i,2.6118e-05+0.00049081i,0.00010942-0.00013349i,-8.7157e-05-0.00021113i,-2.631e-05+0.00027483i
-0.00051799+0.00047746i,-0.0013251+7.5028e-05i,-0.0011646-0.00027058i,-0.00052422-0.0004671i,0.00056203-0.00043874i,0.00039797-0.00047277i,-0.00058623+0.0001079i,-0.00027846+0.00082725i,0.00052674+0.00067939i,0.000116+0.00012286i,-0.0007447-0.00022035i,-0.0011711-0.00065714i,-0.00042191-0.0011992i,-0.0001389-0.0013637i,-0.00028743-0.0013028i,1.7701e-05-0.00071541i,-2.9522e-05+0.00054619i,-0.00037929+0.0006551i,-0.00064323-0.00053548i,-0.00046976-0.0013829i,0.0004808-0.0013561i,0.0006658-0.00057054i,-0.00015532+0.00052104i
-0.00010749+0.00061956i,0.00049256+0.0012453i,0.0011774+0.0014019i,0.001434+0.0013307i,0.0011567+0.00054042i,0.0010315-0.00018281i,0.00049973+0.00076386i,0.00056041+0.0013892i,0.0014595+0.00051946i,0.0012265-0.00016789i,-7.2586e-05+0.00016802i,-0.00041619+0.00052194i,-9.3565e-05+9.545e-05i,-0.00038723-3.4491e-05i,-0.00074946-0.00029002i,-0.00035935-0.001173i,0.00033646-0.0014477i,0.00061843-0.00057439i,0.00027086+0.00029041i,-0.00016376+0.0005233i,-0.00035141+0.00092612i,-0.00048699+0.00046108i,-0.00022664-0.00032419i
-4.1397e-05+0.00035506i,-0.0001888+0.00030506i,0.00011288+0.00010115i,0.00059266-0.00029308i,0.00084645+0.00039431i,1.7788e-05+0.0010649i,-0.00060252+0.00048195i,-0.00037599-0.00041631i,-0.00025386-0.00056456i,-0.00063878+0.00011438i,-7.1848e-05+0.00040043i,0.00052342-0.00032203i,-3.1488e-05-0.0008351i,-0.00048279-0.00074091i,-0.00024513-0.00069419i,-0.00059728-0.00071842i,-0.0010797-0.00097047i,-0.00097664-0.00055687i,-0.00038259+0.000332i,0.00023002+0.00086649i,0.00054985+0.00084422i,0.00022794+0.00030138i,3.7675e-05+0.00024581i
0.00093602+0.001944i,0.001223+0.0018776i,0.00089619+0.0017673i,0.00094753+0.00088592i,0.00062075+0.00030703i,0.00019658+0.00087332i,0.00051217+0.0011365i,0.0011633+0.00069403i,0.00062245-0.00011778i,-0.00021017-0.00057137i,-3.9008e-05-0.00056502i,0.00041723-0.00013027i,0.00042454+0.0009001i,-0.00021437+0.00039208i,-0.00054976-0.00055825i,-8.3525e-05-0.00090048i,0.00010881-0.00048326i,-0.00081458-0.0001671i,-0.0014694+0.00034319i,-0.0011395+0.00039696i,0.00017675-0.00017413i,0.00095478-0.00012351i,0.00065985-0.00013321i
0.00074833+0.0015303i,0.0012037+0.00082267i,0.0021471-0.00087138i,0.0015684-0.0014226i,0.00094458-0.00061296i,0.0013101+0.00063348i,0.00095126+0.0011628i,0.00064218+0.00081403i,0.00060986-0.00020479i,0.00053433-0.0010426i,0.00066511-0.0007016i,0.0010898-0.0002186i,0.00065431-0.00040885i,-0.00016502-0.00047685i,1.0528e-06-0.00015579i,0.00047965+0.00051002i,0.00043626+0.00036839i,0.00025271-0.00035985i,-0.00039165+0.00032371i,-0.00035497+0.00096298i,0.00026747+0.00041257i,-0.00014495+0.0001454i,-0.0010096-9.6495e-05i
-0.00057396-0.0011444i,-0.0014155-0.00053686i,-0.00094781-0.00023875i,-0.00060644+0.0001333i,-0.00066018+0.00082256i,0.00015486+0.0012508i,0.00059265+0.0010458i,0.00067525+0.0010637i,0.00077227+0.00065023i,0.00024432-0.00096919i,-0.0001324-0.0010775i,-0.00034252-0.00058738i,-0.00019966-0.00025104i,6.2774e-05+0.00031278i,-0.00044399+0.00032099i,-0.00014567+0.00063856i,0.00017004+0.00042234i,0.00048636+0.00017213i,0.0010013+0.00069457i,0.00060587+0.00021268i,-0.00030271-0.0005174i,-0.00016764-0.0006482i,0.00043382-0.00050918i
0.0040024-0.0011465i,0.0031634-0.00090055i,0.0014638-0.001846i,-0.0012627-0.0016919i,-0.0023506-0.00037846i,-0.0010194+0.0007563i,0.00053931+0.00079346i,0.0010066+0.00016215i,0.0013446-0.00050684i,0.00063686-0.0011158i,-0.00022167-0.00065121i,-0.00032222+0.00052096i,-0.0012337+0.00098956i,-0.0021444+0.0010088i,-0.0020308+0.0010714i,-0.0011419+0.00024358i,0.0005841-0.00050331i,0.0012502-0.00011855i,0.00055819+0.0010162i,0.00032524+0.00084378i,0.00076815+7.8583e-05i,0.00072665-0.00014733i,0.00041447-0.00040151i
0.0014395+0.0016858i,0.00081637+0.0014879i,-0.00014232+0.00064336i,-0.00040938-0.00033897i,0.00029861-0.00052071i,0.00068263+0.00034295i,0.00074895+7.0472e-05i,0.00092227-0.000688i,0.00069659-0.00109i,-0.00051951-0.00079277i,-0.0014942+8.2849e-05i,-0.00082613-0.00010904i,0.00026641-0.00031736i,0.00031284-0.00027991i,-6.557e-05-0.00073554i,0.00034082-0.0010395i,0.0007556-0.0013336i,0.00039529-0.00099796i,7.938e-05-0.00045202i,0.00026347-0.0003056i,0.00032286+0.00018577i,0.00049631+0.00058703i,0.00068639+0.00059519i
-0.00038338-0.0019105i,-0.00045944-0.0036142i,-0.00082413-0.003003i,-0.0010044-0.00075529i,-6.7346e-05+0.0002246i,0.001319+0.0013992i,0.0019366+0.0020124i,0.0015681+0.00097518i,0.00042722+0.00016263i,-0.00021502+0.00045963i,-8.014e-06+0.00032071i,0.0002816-0.00034704i,0.00067392-0.00034188i,0.00075073-7.8973e-05i,0.00021026-0.00030068i,-0.00072682+8.2566e-05i,-0.0014282-0.00032161i,-0.0011074-0.00078151i,4.5866e-05-0.0018031i,0.0006932-0.0017099i,0.00034048-0.0003103i,0.00050446-0.00025878i,0.00057342+8.5385e-05i
0.0010725-0.00015956i,0.0004398-0.00023766i,-5.0185e-05-0.00082903i,-0.00066571-0.0016626i,-0.00062419-0.0014744i,0.00012186-0.00077197i,-0.00076382-0.00023314i,-0.00040737+0.00010875i,0.00013068+0.00056634i,0.00037808+0.00069321i,0.000346+0.00038173i,-1.7087e-05-0.00036247i,-0.00027478-0.00082256i,-0.0003218-0.00060905i,-5.5142e-05-0.00011549i,-0.00029041+0.00012623i,-0.000746+2.8173e-05i,-0.00090622-0.00056223i,-0.00062124-0.00065294i,-0.00098313+0.00032251i,-0.0011741+0.00086425i,-0.00082589+0.00033414i,-1.4288e-05-0.00037134i
0.0034207+7.7072e-05i,0.003172-0.00014495i,0.0010276+0.00037981i,-0.00071995+0.00028411i,-0.00083213+8.3569e-05i,-0.00070951+0.00029479i,-9.5522e-05+0.00031819i,0.0016355-1.5018e-05i,0.0019692-0.00072538i,0.0011311-0.0008831i,0.00013634-0.00073677i,-0.0002736-0.00078829i,-0.0002503-0.0004722i,-0.00079179-0.00040805i,-0.00056001-0.00023344i,-0.00067648-4.3829e-05i,-0.0011112+0.00038115i,-0.00045223+0.00078595i,-1.6074e-05+0.0010833i,2.6825e-05+0.00061845i,0.00014429-0.00075579i,0.00029224-0.0015379i,-0.00037486-0.0010407i
-0.0007385-0.00044926i,-0.0010485-0.00010625i,-0.00098712+0.00024692i,-0.00068717+0.00013352i,0.00011318+0.00050023i,0.0014756+0.00059144i,0.0017546+0.00029922i,0.0010743+0.00052284i,0.00028501-8.9721e-05i,0.00034718-0.00069801i,0.0011406-3.2586e-05i,0.00033315+0.0006078i,-0.00078844-0.00026652i,-0.00054286-0.001365i,-1.3903e-05-0.00089026i,-0.00022507+8.0377e-05i,-0.00029855+0.0004791i,-6.1658e-05+0.00080976i,-0.00012518+0.00072979i,0.00046977+0.00092502i,0.00077034+0.0010505i,0.00037865+0.00042187i,2.1364e-05+3.2506e-05i
0.0018911-0.0006883i,-7.6549e-05-0.0010743i,-0.0018298-0.0011413i,-0.00201-0.0011214i,-0.0017114-0.0010115i,-0.001375+4.0881e-05i,4.078e-05+0.00037161i,0.0016136+1.0435e-05i,0.0025889+0.00028085i,0.0017543+5.73e-05i,0.00047884-0.00024238i,0.00029874+0.00018403i,-0.00040923+0.00067187i,-0.00082996+0.00081353i,-0.00068722+0.00035255i,-0.00012886-0.00039136i,-0.00066514-0.00058949i,-0.0015783+5.0354e-05i,-0.00040038+0.00023782i,0.00039288+0.00023852i,0.00024446+0.00076337i,0.00015758+0.00037657i,-0.00044466-0.00042125i
0.0012149+0.0011344i,0.00099877+7.2444e-07i,-0.0004971-0.0014099i,-0.001683-0.0011876i,-0.0014029-6.4051e-05i,-0.00010904+0.0020721i,0.00060506+0.0020612i,0.00057071+0.00049465i,0.00011482-0.0010025i,-0.00050655-0.0010294i,-0.00084123+0.0006287i,-0.00093264+0.0009684i,-0.00089436+0.00040049i,-7.5911e-05+0.00064306i,0.00017549+0.0010671i,0.00010599+0.00063914i,0.0004041+0.00020627i,0.00071592-0.00040793i,0.00050535-0.00083158i,-5.3145e-05-0.00037726i,-0.00070605+0.00066722i,-0.00069783+7.83e-05i,-0.00010705-0.00069489i
-0.00058572+0.00053089i,-0.000241+0.00012792i,0.00019523-0.00087615i,0.00029489-0.001179i,0.0003656+1.8313e-06i,0.00067778+0.0011282i,0.0016677+0.0011304i,0.0022097+0.00094616i,0.0019692+0.000561i,0.0019271+0.00021843i,0.0008837+0.0003306i,-0.0004349-5.549e-05i,-0.00074678-0.00044582i,-0.0001107-0.00046428i,0.00036295-0.00042058i,0.00022045-0.00043916i,0.00040384-0.00014755i,0.0013404+0.00027682i,0.00097951+0.00035489i,-0.00048858+0.00025894i,-0.00013279-0.00032509i,0.00031328-0.00094757i,0.00010608-0.00054404i
0.00060255+0.00096215i,0.0015185+0.00059697i,0.0025579-0.00088786i,0.0022629-0.0023894i,0.0014213-0.001882i,0.00061459+0.00042963i,0.00035263+0.0011526i,0.00016024+0.00067302i,-7.273e-05+0.00041311i,-0.00025364+0.00024861i,0.0003369-2.7476e-05i,0.0010785+7.1057e-05i,0.0004961-0.00027569i,-0.00020555-0.0013385i,0.00017568-0.0012476i,0.00024828-0.00069262i,7.8762e-05-0.0002738i,0.00013+0.00017925i,-0.00032343+0.00037632i,-0.00080725+0.00051877i,-0.00089493+4.672e-05i,-0.00068549+0.00021076i,0.00048366+0.0001932i
-0.00094091+0.0012988i,-0.0020079+0.00097225i,-0.0030288+0.00020359i,-0.0018355+0.00035838i,6.8207e-05+0.0012839i,0.0014072+0.0010416i,0.0014542+0.00052001i,0.00057503+0.00067382i,-5.5279e-05+0.0001319i,-0.00046826-0.0008819i,-0.00060975-0.00078059i,-0.00045918+0.00013928i,0.0004191-7.3914e-05i,0.0013158-0.00018383i,0.0010827-0.00018687i,0.00027303-0.00055559i,0.00020315-0.00041232i,5.6111e-05+7.7046e-05i,-0.00050792-0.00037509i,-0.00043389-0.00089946i,-0.00019342-0.00042618i,-2.9672e-05+0.00028096i,0.00054973+0.00042453i
0.00048819-0.00064501i,-0.0005301-0.00019228i,-0.00017-0.00043045i,-0.00067129-0.00065519i,-0.000855+0.00012274i,-0.00020182+6.5009e-05i,0.00052624+6.5333e-05i,0.00029966+0.00026654i,0.00033512-0.0002744i,0.00048244-0.0010067i,0.0001618-0.00084809i,-0.00033042-2.4503e-05i,1.2665e-05+0.00013358i,0.00023673-0.00025982i,-0.00063389-9.6947e-05i,-0.00034798+0.00022249i,0.0002742+1.677e-05i,3.0077e-06-0.00047727i,0.00019895-0.00043577i,-5.0887e-05-0.00090928i,-0.00086989-0.00088712i,-0.00096777+0.00017075i,-0.00075638+0.00058971i
0.0024788+0.00034987i,0.002276+0.00032403i,0.0009828+0.00043196i,-0.00021522+0.000293i,-0.00069688-0.00021758i,0.00014119+0.00025506i,0.00094727+0.0019766i,0.00097683+0.0015656i,0.0007044+0.00019586i,0.00022285-0.00035665i,-5.9782e-05-0.00031014i,-0.00012247+0.00017963i,-0.0009889+0.00046852i,-0.0016637-1.9484e-05i,-0.00052875-0.00071104i,0.00030867-3.4887e-05i,0.00074714+0.00081083i,0.00046536+0.00077983i,0.00062215+0.00049316i,0.00073186+0.0001938i,0.00042448+0.00023768i,0.00035876+0.00058519i,0.00058226+0.00045914i
-0.0016446+0.00092582i,-0.0022554+3.2678e-05i,-0.0026798-0.00096123i,-0.0027664-0.00092644i,-0.0013931+0.00055252i,0.00056609+0.0010865i,0.0013675+0.00048519i,0.0012609-0.00030128i,0.00047942-0.00059595i,0.00031479-0.00052749i,0.0001728+0.00017025i,0.00055754+0.00029834i,0.000408-9.1328e-05i,-0.00023582-0.00015793i,0.00033893-0.00030444i,0.00077171+3.3737e-05i,0.00010809+0.00066753i,-0.00050662+0.00089028i,-0.00065311+0.00017112i,-0.00039335-0.00013221i,-0.00022498+0.00023948i,-0.00028461-0.0002453i,-1.399e-05-0.0005005i
-0.00034075+0.00099052i,0.00027786+0.00044208i,0.00085729-8.1931e-05i,0.00062687-0.00018111i,0.00022911-0.00026667i,4.0709e-05-0.0001417i,0.00017568+0.00038745i,0.00055295+0.00015616i,0.0010259-4.3745e-05i,0.00016271-0.00022797i,-0.00049962-0.00030964i,-0.00080128-0.00039945i,-0.00071619-0.00090913i,-0.00030043-0.0010614i,-0.00039715-0.00054114i,0.00045451+0.00031129i,0.00057383+0.00091869i,0.00051306+0.00045865i,0.00081232-0.00021437i,0.00075019-0.00067914i,0.00069375-0.00045036i,0.00078061-0.00044748i,0.00016186-0.0003689i
0.0029588-0.0023538i,0.0026797-0.0036526i,0.0013674-0.003132i,-0.00028335-0.0028014i,-0.00044112-0.001828i,-0.00026099+7.0739e-05i,0.00044163+0.00057033i,0.0014203+0.00034116i,0.0014475-0.00032521i,0.00070893-0.00063147i,-5.3448e-05-0.00096781i,-0.00041375-0.00047146i,-0.00049737+0.00017574i,-0.00072958+0.00033449i,-0.0008251+0.0005221i,-6.8701e-05-8.1895e-06i,0.00094985-0.00027744i,0.0007742+0.0001835i,0.00062571+0.0003557i,0.00033334+0.0011064i,4.819e-05+0.0012415i,4.3101e-05+0.00018935i,-0.00040976-0.00024505i
0.0012436+0.00099051i,0.001015+0.00055939i,0.00021263-0.00011097i,-0.00064838+0.00032897i,-0.0004131+0.0013288i,-2.702e-05+0.0015955i,0.00013965+0.001239i,0.00071815+0.00023368i,0.00066317-0.00071411i,-0.00021223-0.00059538i,-0.00080888+0.00038129i,-0.00065366+0.0013092i,-0.00049428+0.00063458i,-0.00037097-0.00016796i,-0.00015086-0.00015357i,-0.00028305-0.00040775i,-0.00028868-0.00093806i,-0.00049586-0.00042462i,-0.00025187+0.00028654i,-3.0327e-05+1.2315e-05i,-0.00077783-0.00014424i,-0.00075068-0.00033366i,-0.00010254-0.00074373i
-0.00088777-0.00019945i,-0.0022807-0.0011006i,-0.0020604-0.0012382i,-0.0010816-0.00065935i,-0.00031696+0.00038558i,-0.00037034+0.0010939i,0.00059202+0.00083608i,0.0017135-9.917e-05i,0.0009029-0.0008777i,-0.00031101-0.00050654i,-0.0004447+0.00043237i,-0.00032707+0.00066954i,7.2499e-05+0.00054104i,0.00032178-5.5854e-05i,-0.00023138-0.00098945i,-0.00046745-0.00095981i,-0.00073054-0.00019558i,-0.0012537-0.00017041i,-0.00099288+0.00019717i,-0.00017481+0.00068231i,0.0003004+0.00073761i,0.00022987+0.0013038i,-0.00018259+0.0017781i
0.001358-0.00083633i,0.001443-0.0013143i,0.001182-0.0011051i,0.00028348-0.0014711i,0.00022502-0.0010567i,-0.00046774+8.0729e-05i,-0.0013827+0.0010171i,-0.0005143+0.00096651i,0.00040865+2.042e-06i,0.00014376-0.00059415i,0.0001233-0.00094044i,0.00022773-0.00065312i,-0.00022524-0.00053011i,-0.0004641-0.00058743i,-0.00065052-0.00015943i,-0.00076411+0.0003017i,-0.00019719+0.00016325i,0.00040008+0.00049251i,0.00050857+0.00093574i,0.00059483+0.00071426i,0.0010764+0.00068735i,0.00094362+0.00076744i,-0.00015853+0.00085701i
0.00012599-0.00071339i,0.00074203-0.00099024i,-0.00011838-0.0014277i,-0.0011196-0.0020907i,-0.00032592-0.00085758i,0.0010227+0.0010651i,0.00080819+0.0016286i,-6.0769e-05+0.00098908i,0.00027242-0.00022872i,0.00024271-6.9687e-05i,0.00015297+0.00081169i,0.00045757+0.00094804i,0.0001112+0.00011296i,-7.3194e-05-0.00063217i,0.00041179-0.00043266i,0.0010704+0.00014307i,0.00098321+0.00053738i,0.00048309+0.00042857i,0.00016493+0.00059291i,-0.00015915+0.0003311i,0.00058321-0.00014284i,0.0010068+2.9812e-06i,0.00019273+0.0001888i
0.00065404+0.0013567i,0.00057875+0.0014787i,0.00030612+0.0014038i,-0.00040725+0.0012488i,-0.00018327+0.0014203i,0.0011232+0.0014974i,0.0013274+0.001287i,0.00047586+0.0010267i,-0.00027593+0.00044389i,-0.00063132+0.00035904i,-0.00063992+0.00019554i,-0.00030104-6.3361e-05i,-0.00018038-3.0754e-05i,0.00019829-0.00012305i,0.00081539-0.00044282i,0.0014555+7.0262e-05i,0.0017408+0.00030506i,0.0016729-0.00013811i,0.00090994-0.00078523i,-0.00050403-0.0010684i,-0.0008017-0.0011157i,0.000223-0.00093193i,0.00069416-0.00056269i
-0.0014731+0.0017775i,-0.0013223+0.0021966i,-0.0012254+0.0015354i,-0.00063373-0.00040214i,0.00053257-0.00040736i,0.0012919+0.00090776i,0.00056264+0.00076438i,-0.00049533-0.00016877i,-0.0005801-0.00057993i,-0.00030963+0.00015867i,0.00018869+0.00050145i,0.00073349-0.00025918i,0.00059657-0.0011505i,0.00046772-0.0015093i,0.00025524-0.0014107i,1.8837e-05-0.0011829i,-0.00018519-0.00059669i,-0.00032405+8.826e-05i,-1.9523e-05+0.00035697i,-0.00022852+0.00049308i,-0.00030713-3.8646e-05i,-0.00035904+4.3074e-05i,-0.00053294+0.00044236i
-0.0017274-0.0016308i,-0.0023417-0.0023942i,-0.0017117-0.0016821i,-0.00045438-0.00050559i,0.00084667+0.00027176i,0.0014774+2.1414e-05i,0.0011524-0.00058128i,0.00076684-3.5965e-05i,0.00074713+0.00046837i,0.00046614-0.00050025i,-0.00011914-0.0018555i,-0.00074863-0.0013611i,-0.00093632+5.3776e-05i,-0.00092693+0.00024673i,-0.00063754-0.00036526i,-7.0594e-05-0.00025225i,0.00046526+0.0002224i,0.00035658-0.0003716i,-0.00055953-0.00048702i,-0.00048809+7.3922e-05i,0.00025718+0.00011082i,-0.00017511+0.00011345i,-0.00018272-0.00060163i
