-0.00062896-0.0010951i,0.0005572-0.0016951i,7.9221e-05-0.001608i,-0.0015438-0.0013788i,-0.0017599-0.0006968i,-0.0012112+0.00074511i,-0.00041381+0.0014591i,0.00038925+0.00099521i,0.0011798+0.00047573i,0.0017034+0.00048067i,0.0015309+0.00016741i,0.00018248-0.00037902i,-0.00043383-0.00057341i,5.5304e-05-0.00082344i,-0.00024966-0.00076904i,-0.00047947-0.0010879i,-0.00021849-0.00096211i,0.00019499-0.00060511i,0.00070258-0.00037318i,0.0010588+0.0001811i,0.00080909+0.0002063i,0.00012343-0.00035403i,-8.4944e-05-0.00027026i
0.0014342+0.0001233i,0.00014813-0.00024991i,-0.00078788-0.00040432i,-0.0013285-0.00048627i,-0.0015895-0.00081872i,-0.0015592-0.00014335i,-0.0015826+0.00043357i,-0.00088552+0.00037143i,0.0001825+9.3683e-05i,0.00037961-0.00017013i,-0.00034682+0.00010759i,-0.00043635-0.00031094i,-0.00081682-0.00050984i,-0.00075368+0.00051429i,-0.00065937+0.0013678i,-0.0008405+0.0011261i,-0.00082018+0.00065219i,-0.0006235-2.988e-05i,-0.00053996-0.00028363i,9.7518e-05-0.00042749i,0.0011006-0.00061759i,0.00036045-0.00087863i,-0.00020454-0.0011931i
-0.0011991-5.8643e-05i,-0.0010966-0.0020612i,-0.0011801-0.0017505i,-0.0011272-0.00036725i,-0.0017364-0.00021023i,-0.0015917-5.4943e-05i,-0.00052526+0.00044897i,-0.0002482-0.00011343i,0.00041312-0.00073075i,0.00051228-0.00015803i,0.0002279-5.5431e-05i,-0.00016523-0.00084395i,-0.00051993-0.00065349i,-0.00077049-0.00028499i,-0.00093574-0.00045626i,-0.001072-0.00068202i,-0.0010572-0.00056776i,-0.00022714-0.00038695i,-0.0003372-0.00046725i,-0.00092857+0.00022746i,-0.00032239+0.00087865i,0.0002452+0.00039839i,0.00044811+6.6376e-05i
-0.001198-0.0018365i,-0.0027012-0.000893i,-0.0030795-0.00031685i,-0.0028496-0.00055028i,-0.0019811+0.00045249i,-0.0004095+0.0015389i,0.0008871+0.0006961i,0.0010985-0.00022245i,0.0011607-0.00024832i,0.0010402-0.00095384i,0.00056564-0.00074264i,0.00076905-0.00047569i,0.0011572-0.0004596i,0.00089637-3.3544e-05i,0.00073387+0.00012751i,0.00077647+0.00037451i,0.00037742-2.0292e-05i,0.00020373-0.00045825i,3.9824e-05-0.0004189i,0.00083849-0.00036767i,0.0012237-0.00026615i,-5.9308e-05-0.00041478i,-0.0007827-0.00052317i
0.0012082-0.00066282i,0.00063087-0.0010749i,-0.00095775-0.0013954i,-0.0011322-0.00067336i,-0.00083059-0.00022819i,-0.00085826-0.00039711i,-0.0011765-0.00010988i,-0.00090881+0.0001261i,-0.00020388+3.4375e-05i,-0.00022278+0.000306i,0.00014244-0.00059019i,0.00024592-0.00090075i,-0.00035176-0.00019455i,-0.000419+0.00061681i,-0.0010336+0.00014223i,-0.00082155-0.00073646i,-1.0351e-05+8.9457e-05i,-0.00014013-4.138e-05i,0.00059966-0.00090225i,0.00090304-0.00062301i,0.00034459-0.00070722i,0.00045492-0.00096536i,0.00034022-0.0006492i
-9.1123e-05-0.0016878i,-0.0008888-0.0019777i,-0.0014468-0.0018282i,-0.001453-0.00028769i,-0.0011505+0.00072783i,0.0002168+0.00061049i,0.00088717+2.1904e-06i,5.6047e-05-0.00062938i,-0.00028723-0.00058845i,0.00018694-0.00029817i,0.00033571-0.00017256i,-0.00030291+0.00021077i,-0.00031236+0.00035902i,7.9557e-05+0.00048457i,3.2596e-05+8.043e-06i,-0.00032875-0.00035906i,-0.00030348-0.0005538i,0.00038026-6.4991e-05i,0.00080721+0.00019672i,0.00046642-6.9882e-05i,0.0003378-0.00031339i,0.00044714-0.00029825i,0.0007897-9.4593e-07i
-0.00028867-0.00088654i,-0.0014419-0.0022764i,-0.0023407-0.0021201i,-0.0019758-0.0015957i,-0.0016686-0.0013175i,-0.00097045+0.0003266i,0.00034409+0.0011134i,4.3123e-05+0.000385i,-0.00050784-0.0004082i,8.87e-05-0.00073441i,-0.00024541-0.00088317i,-0.00026419-0.00053495i,-9.0746e-05-9.2844e-05i,-0.00090183+0.00012746i,-0.001123+0.00014278i,0.00016241-0.00025167i,0.00093976-0.00026418i,0.00044628+0.00030512i,-0.00012546+0.00082459i,-0.0010255+0.00057933i,-0.0012676+0.00020586i,0.00051961+0.00015575i,0.0014272-4.4722e-05i
0.0027955-0.00046027i,0.0022706-0.00088334i,0.00026664-0.0016615i,-0.0014892-0.0006738i,-0.0026092+0.00011591i,-0.0025194-0.00061152i,-0.0011073-0.00052197i,0.00022328-0.00053426i,0.00072639-0.0014184i,0.00049874-0.0013588i,0.00050185-0.00046409i,0.00028258+6.0583e-05i,-0.00072919+0.00070858i,-0.00097169+0.00039942i,-0.00017783-0.00015561i,-2.1064e-05-7.9257e-05i,-0.00035411+2.7392e-05i,-0.00022877+0.00065645i,-6.6169e-05+0.00034878i,-4.8126e-05-5.7968e-05i,-8.2619e-05-8.2261e-05i,7.5327e-05-0.00043252i,0.00048509-0.00038958i
0.002243-0.00052465i,0.0024633-0.001634i,0.0023446-0.0024323i,0.0011343-0.0028763i,-9.2048e-05-0.0018611i,-0.00021263-2.4067e-05i,0.00022484+0.00086237i,0.00025607+0.00037199i,-0.00040788-0.00020673i,-0.00088259-0.00060565i,-0.0012475-0.00051613i,-0.00098779+1.2191e-05i,-0.00013418+9.2964e-05i,0.00035583+0.00018789i,-6.0776e-07+0.00019847i,-0.00074102+5.8954e-05i,-0.00031713-0.00025187i,-8.9506e-05-0.00020486i,-3.2791e-05+9.3883e-05i,0.00068586+0.00033625i,0.00044349+0.00058429i,-0.00018513+0.00041188i,-0.00050411+0.00054336i
-0.00096706-0.00098969i,-0.00084854-0.00030794i,-0.0018046-0.00060173i,-0.0022588-0.0010217i,-0.0017976-0.0011989i,-0.00063478-0.00019968i,0.00029+0.0010063i,0.00023388+0.00062584i,-0.0002107-0.00028771i,-0.00085403+0.0001726i,-0.00082489+0.00057267i,-0.00014627-2.8794e-05i,-8.6011e-05-7.0609e-05i,0.00016619+0.00038401i,0.00081094+0.00040889i,0.00017027-9.6262e-05i,-0.00030018-0.00037868i,0.0003192-0.00079898i,0.00019709-0.0015806i,0.00048492-0.0015082i,0.0012063-0.0011405i,0.00040403-0.0002541i,-0.00035085+3.0319e-05i
0.00057115-0.00024932i,-0.00091616-0.00093215i,-0.0015493-0.0017798i,-0.0017455-0.0011186i,-0.0021779+0.000437i,-0.0013267+0.00065244i,-0.00077498+0.00012036i,-0.00074537-0.00023375i,-0.00020787-0.00020142i,0.00065605-0.00037845i,0.00041212-0.00053275i,-0.00050995-0.00040857i,-0.0012733-0.00015463i,-0.0013083-0.00051752i,-0.00068727-0.00089806i,0.00033405-0.00025454i,0.00063879+8.0745e-05i,0.00052148+0.00023029i,0.00057225+0.00055202i,0.00028815+0.00078932i,0.00050261+0.00065094i,0.0003432+7.3218e-05i,-0.00015761+3.0186e-05i
-0.00038633+0.00081646i,0.00033393+0.0017392i,0.0010677+0.0035441i,0.0017806+0.0033426i,0.00073181+0.0018374i,7.4238e-05+0.00050425i,0.00056152+0.00047849i,0.00046755+0.00038284i,0.00014865+0.00029036i,-0.00020454+0.00036356i,-0.00029857+0.00044482i,-0.00024376+0.00010311i,0.00033468-0.0001839i,0.00029773-0.00045591i,-0.00010045-0.00014235i,-0.00014602-0.00030684i,7.5085e-05-0.00028969i,0.00028222+0.0003262i,0.00024404+0.00028936i,-0.00015041+9.8224e-06i,-0.00026886-0.00054626i,2.4682e-05-0.0002126i,0.00038088+0.00072993i
-0.0018445+0.00043279i,-0.0019115+0.00025603i,-0.00223-0.0007469i,-0.0031437-0.00087849i,-0.0024934-0.00028329i,-0.0017923-0.00079821i,-0.0022418-0.00087126i,-0.0018849+4.3412e-05i,-0.000967+0.00021509i,0.00025727-0.00091337i,0.00032714-0.00095956i,-0.00029621+0.00024049i,0.00036127+0.00047908i,0.00048375-0.00054056i,0.00048068-0.0014514i,0.00078559-0.0011826i,0.00092613-0.00033485i,0.00010913+0.00066473i,-0.0006091-3.4697e-05i,-0.00040271-0.0010273i,0.00061204+0.00016128i,0.00080991+0.0016473i,0.00010569+0.00086195i
-0.00050681-0.0012676i,-0.0008945-0.00080006i,-0.0023667+0.00019883i,-0.0025744+0.00057239i,-0.0011402+0.00096263i,-0.00010075+0.0013203i,-5.8548e-05+0.001402i,0.00013733+0.0003352i,0.0004792-0.00032979i,0.00042262-0.00021248i,0.00048653+0.0003587i,0.00051878+0.00065468i,-0.00011037+0.00047714i,-0.00089297+0.00017107i,-0.0006955-0.00077296i,-0.00088043-0.00089291i,-0.0008231-0.0008594i,-0.00025471-0.00050423i,0.00031908+0.00036549i,0.00032484+0.00050117i,6.152e-06+0.00033418i,0.00032401+0.00067083i,0.0001593+0.00077876i
-0.0020877-0.0022747i,-0.0032395-0.0024004i,-0.0042808-0.0016551i,-0.0048397-0.0015862i,-0.0038017-0.00050044i,-0.0032797+0.00158i,-0.0021926+0.0012393i,-0.00097892-0.00042516i,-0.00059805-0.00072648i,-0.00045883-0.00035168i,-0.00050884+2.556e-05i,-0.00015758+0.00015648i,0.00064285-1.2519e-05i,0.0014593-9.1023e-05i,0.001905+0.00042505i,0.0008549+0.00035061i,-5.5312e-05-0.00049324i,-5.1263e-06-0.00013678i,0.00029278+0.00039004i,0.00035303-5.4883e-05i,0.00012969-0.00085646i,9.6142e-05-0.0010484i,0.0001628+0.00032754i
-0.0010242-0.0008243i,-0.00076335-0.0012849i,-0.00038803-0.0013532i,-0.00035448-0.0018023i,-0.00060705-0.0009439i,-2.6337e-05-6.7895e-05i,0.00028159-0.00029455i,-1.6417e-05-0.00055225i,8.8164e-05-0.00023248i,0.00044092-5.765e-05i,0.00020623-0.00046089i,-7.2298e-05-0.00094619i,0.00032934-0.001185i,0.0003019-0.0011276i,-5.8044e-05-0.00093873i,-0.00014555-0.0011739i,0.00022363-0.00061639i,0.00030967-6.6121e-05i,0.00098123-0.00062036i,0.0014406-7.7506e-05i,0.00072766+0.00044083i,0.00020163-0.00014457i,-0.0004674-0.00059469i
-0.00011693-0.0013139i,-0.0012842-0.001723i,-0.0017482-0.0015541i,-0.00067334-0.00089725i,-0.00032959-0.00040917i,-0.00021307+0.00019472i,0.00070855+0.00027174i,0.0012326+0.00021231i,0.00042909-0.00026036i,-7.7066e-05-0.00089546i,0.0001113-0.0005484i,0.00049945+0.0004323i,0.00092201+0.0013189i,0.00022265+0.001933i,-3.525e-05+0.0010934i,6.8223e-06+2.0055e-05i,-0.00057002-0.00015846i,-0.00097078-7.1581e-06i,-0.00068205-0.00034695i,-0.00062059-0.0005655i,-0.00050865+0.00019262i,0.00051028+0.00072547i,0.0008564-1.0491e-05i
0.00031232+0.00065921i,-0.0004478+0.00084973i,-4.3965e-07-7.1834e-05i,-0.00079956-0.0019738i,-0.0014284-0.0020185i,-0.001017-0.00018053i,-0.00012554+0.00091859i,0.00076701+0.00043302i,0.001559-0.00066822i,0.0015836-0.0012962i,0.00082728-0.00094504i,0.0006355-0.00011143i,0.00086903+0.00040943i,0.00019804-7.4224e-05i,-0.0003755-0.00037843i,-0.00021955+0.0001469i,-5.0041e-05+0.00040456i,-1.5277e-05-0.00015302i,-0.00039071-0.00039769i,-0.00083705-4.6396e-05i,-0.0011129-5.005e-05i,-0.0011526-0.0005345i,-3.5605e-05-0.00063586i
0.0027584+0.00068511i,0.0029739+0.00034676i,0.0028551-0.00061116i,0.0008497-5.8092e-05i,-0.00051565-7.6894e-05i,-0.00050967-1.6176e-05i,-7.8157e-05+0.00076941i,2.4128e-05+0.00074323i,-0.00067568-0.00024692i,-0.000929-0.00075799i,-0.00063022-0.0004186i,-0.00080601+0.00016617i,-0.0010483+0.000621i,-0.00068677+0.00082546i,-0.00046383+6.1691e-05i,-2.4185e-05+0.00012972i,0.00038045+0.0011356i,0.0001612+0.0009886i,-0.00040667+0.00044445i,-0.00015141+0.00024151i,0.00071624+0.00059634i,0.00065015+0.00067012i,0.00044007-0.00023685i
-0.0016673-0.0021551i,-0.0034259-0.0022067i,-0.0045654-0.0021363i,-0.0035459-0.0017493i,-0.0022163-7.6711e-05i,-0.0010358+0.0013065i,0.00025426+0.0014976i,-1.9943e-05+0.00053405i,-7.0311e-05-0.00064134i,0.00023262-0.00018244i,-0.00011853+0.0005251i,-0.00041015+0.00031432i,-0.00042902-0.00010057i,-0.0001533+2.4943e-05i,0.00027008+0.00024941i,0.00044815+0.00019474i,-0.00046607+0.000858i,-0.0010506+0.00083951i,-2.4569e-05+1.2297e-07i,0.0003268-0.00085427i,0.00025243-0.0010532i,-4.0797e-05+2.9165e-06i,-2.509e-05+0.00035741i
-0.0002258-0.00086796i,0.00041594-0.0011423i,0.0009451-0.00086493i,0.00073799-0.00056657i,-0.00034367-0.00011455i,-0.0005598+0.00033091i,-0.00047569+0.00097087i,-0.00051103+0.00043948i,-0.0001014-0.00035217i,8.7867e-05-0.00074159i,-0.00012918-0.00037817i,0.00011591+0.00059822i,0.00090878+0.00055612i,0.00086154+0.0001896i,-0.00018045+0.00022293i,-0.00053682-3.0099e-05i,0.00030057-0.00035744i,0.00094001-0.00016897i,0.00086813-0.00025052i,0.0010019-0.00086621i,0.00066228-0.00099424i,-0.00030225-0.0006388i,-0.00077926+4.8501e-05i
0.0010927-0.0016612i,1.7715e-05-0.0021284i,-0.0020812-0.0021151i,-0.0026409-0.0010055i,-0.0024509+0.00047387i,-0.0022861+0.0002334i,-0.0012355-0.00040292i,-0.00065603-0.00067574i,-0.0003085-0.00054816i,-8.6126e-05+0.00051071i,-0.00013264+0.00055255i,0.00066755-6.5674e-05i,0.00092216+0.00031029i,0.00067634+0.00079523i,0.00042167+0.00086749i,0.00025729+0.00086438i,0.00027045+0.00080268i,0.00035103+0.00037853i,7.1246e-05+0.00011301i,-0.00020706-3.7186e-05i,-0.00042125+2.4343e-05i,-0.00072314+5.9049e-05i,-0.00066483-0.00029858i
0.0014056-0.00068342i,0.0014683-0.001092i,0.00018738-0.0013995i,-0.00086245-0.0013433i,-0.00046097-0.00033249i,0.00020647+0.0013828i,0.0010518+0.0018526i,0.0018326+0.00075921i,0.0010197+0.00031115i,-0.00017461-0.00030133i,-0.00083298-0.001701i,-0.00020875-0.001494i,0.00099062-0.00019877i,0.0009556-0.00038789i,0.00010892-0.00074085i,1.7544e-06-0.00086164i,0.00025576-0.00063533i,-0.00020171+0.00016484i,-0.00053651+8.834e-05i,-0.00023771+0.00046278i,0.00014797+0.00038014i,0.00054567+7.9964e-05i,0.00042392+0.00049923i
-0.00059738+0.00013857i,-0.00083216-0.00066043i,-0.00025016-0.00048113i,-0.00102-0.00060609i,-0.0010817-0.00018954i,-0.0010301+0.00013772i,-0.00030862-0.00043832i,0.00099583-0.0001783i,0.00035419+0.00037683i,-0.00073674-0.00045022i,-0.00095683-0.00057299i,-0.00029322+0.00055993i,-7.1605e-05+0.00025678i,-0.0002814-0.00099781i,-0.00022498-0.001393i,0.00064408-0.0011715i,0.0011669+0.00016639i,0.0003596+0.00055477i,-7.3989e-05+0.00037928i,0.00031421+0.00045773i,0.00048213-0.00024307i,0.00028578-0.00038282i,0.00065996+0.0001626i
0.0022982-0.00059269i,0.0020732-0.0015736i,0.0021759-0.0014287i,0.0010373-0.0011738i,-0.00032401-0.00036047i,-0.0014827+0.00082004i,-0.0013849+0.0019048i,0.00033611+0.0018351i,0.0010272+0.0011526i,0.00083252+0.00026902i,0.00011188-0.00058121i,-0.0016322-0.00093904i,-0.002138-0.00082665i,-0.0012469-0.00024033i,-0.001167-0.00033356i,-0.00066269-0.00011547i,-0.00026246+0.00055282i,0.00047676+0.00026865i,0.00088785+0.00034876i,-0.00021593+0.00085066i,0.00033812+0.00065404i,0.0014169+0.00057259i,0.00084738+0.00030927i
-0.00051131-0.00021815i,-0.00084481+9.3915e-05i,-0.0018943+0.00038725i,-0.0018035+0.00063532i,-0.0015642-0.0001185i,-0.0015798-0.0013373i,-0.0006692-0.0012953i,0.00033882-0.00089686i,0.00020476-0.00082499i,-0.00022603-0.0002701i,-6.1312e-05-0.00094792i,4.7332e-05-0.0014437i,-0.00025091-0.00075554i,-0.0003945-0.00082288i,-0.00034603-0.00072859i,-0.00016768+4.7059e-05i,0.00096905+4.9062e-05i,0.0010773+0.00029028i,4.4001e-05-0.0001724i,-0.00037894-0.00043652i,0.00018847-0.00024306i,0.00025506-0.00040627i,-8.4791e-05+6.2509e-05i
0.0013242+0.0013549i,0.0005901+0.00086448i,-0.00048912-0.00013885i,-0.0015325-0.00049244i,-0.0014019+6.2329e-05i,-0.0011319+0.00046209i,-0.00074269+0.00055041i,-1.2909e-05+0.00092088i,0.00015589+0.0011211i,0.00012283-8.195e-05i,0.00060611-0.0013497i,7.783e-05-0.0004447i,-0.00063149+0.0014198i,0.00027+0.001284i,0.00073603+0.00016664i,0.00028703-0.00014159i,-0.00040224+0.0002111i,-0.00041944-6.3055e-05i,5.4265e-05-0.00027922i,-5.728e-05-3.6948e-05i,-4.7683e-05+0.00052697i,-1.6554e-05+0.00060975i,-0.00046103+0.00050259i
-6.2019e-05-0.00024105i,-0.00023736-0.0012114i,-0.00086143-0.0025533i,-0.0013665-0.0016676i,-0.0015699-0.0012699i,-0.00073866-0.0008074i,-0.0001918-0.00019784i,-0.00065366-0.00074958i,-0.00077471-0.00069684i,-0.00061518-0.00022662i,-0.0012408-0.00015016i,-0.0011951+8.393e-05i,-0.00057536+0.00054361i,-2.0325e-05+0.00054558i,0.00019515-0.00035606i,0.00061397-0.00062311i,0.001393-0.00015068i,0.00092448+0.00014969i,0.00011467+0.00029396i,0.00018833+0.00067493i,-0.0003738+0.00022761i,-0.00098157-0.00048104i,-0.00047896-0.00035836i
0.00058476-0.00077153i,-0.00051118-0.0017111i,-0.0012603-0.0024329i,-0.001348-0.0028288i,-0.0013494-0.0021i,-0.00039446-0.00091679i,0.00066322-0.00010225i,0.00053898+0.00021047i,0.00040189-0.00045866i,0.00026438-0.00085941i,-0.00015066-0.00055614i,-0.00076102+6.1189e-05i,-0.00096169+0.0004878i,-0.0006673+0.00016494i,-0.00080692-0.00085829i,-0.00057657-0.0013507i,-0.00014014-0.00054448i,-0.00029998+0.0001276i,-0.00017366+0.00018962i,0.00017976-0.00038189i,-0.00010719-0.00055448i,0.00021464-6.5595e-05i,0.00039784+0.00043138i
0.00052815-0.0016002i,0.0012341-0.0019305i,0.0004733-0.0022628i,-0.00090163-0.0022764i,-0.001359-0.0010815i,-0.0008745+0.00043082i,-0.00018984+0.0011122i,-0.00016322+0.00044785i,1.5051e-05-0.0006262i,0.00029612-0.00027685i,0.00045335+0.00017521i,0.00029099+0.0001768i,0.00069359+3.9311e-05i,0.00071381-0.00025282i,0.00015987-0.00038754i,-0.0001737-0.00032809i,-0.00050006-2.6157e-05i,-0.00029424-0.00041644i,9.4401e-05-0.00020474i,0.00040938+0.00013829i,0.00070452-0.00094875i,0.00074617-0.0013773i,0.00069382-0.00056416i
0.00043552+0.00057537i,0.00068574+0.00025439i,0.0011382-0.00045743i,0.00022957-0.0010147i,-0.00070442-0.00068694i,-0.0013428+0.00046998i,-0.00067338+0.0012014i,0.0008888+0.00062658i,0.00095681+0.00032344i,-9.8752e-05-0.00018204i,-0.00045359-0.00035716i,-0.00034023-9.9769e-05i,-4.4887e-05-0.00056787i,-0.0004818-0.0013922i,-0.00079317-0.00052744i,-0.00048384+0.00039244i,-0.00033579-0.00039189i,-0.00024534-0.0002882i,1.2186e-05+0.00029572i,0.00084654+8.8075e-05i,0.00159-0.00014318i,0.0012316-0.00040478i,0.0011333+0.00011025i
0.0025506+0.00060831i,0.0041666+6.4548e-05i,0.00416-0.0012429i,0.0022092-0.0018991i,-0.00011778-0.0017481i,-0.0013123+0.00015463i,-0.0010092+0.0015102i,-0.00076284+0.0011362i,-0.00035328+0.00035421i,-0.00040158+0.00025143i,-0.00055119-7.5092e-05i,-0.0006134-0.0006146i,-0.00028484-7.5891e-05i,8.3417e-05+0.00067732i,-0.00034038+0.0010749i,-0.00039474+0.00097991i,-0.00052445+0.00018571i,-0.00050151-0.00063091i,-0.00023637-0.00040321i,0.00031759-9.5622e-05i,0.0011063-0.00045549i,0.00085601-0.00013882i,-3.22e-05+0.00026191i
-0.0016241-0.00085715i,-0.0029101-0.0010872i,-0.0028513-0.00087063i,-0.0023171-0.00071437i,-0.0018979-0.00010599i,-0.0011345+0.0010112i,-0.00068288+0.0015112i,-0.00013761+0.00096304i,7.5469e-05+0.00022305i,-0.00051272-0.00017595i,-0.00045605-0.00058717i,-6.4678e-05-0.0011381i,0.00015543-0.00091578i,-0.00021352-0.00012254i,-0.00048364+0.00040604i,-0.00027615+0.00059819i,-0.00032576+0.00041319i,0.00032985-0.00023172i,0.0009733-0.0010695i,0.00067646-0.0010914i,0.00010375-0.0006757i,0.00061692-0.00076255i,0.00055556-0.00054133i
0.00079154+0.00016099i,0.00022549+0.00018627i,-0.00021541+0.00015772i,-0.00016127+0.00092497i,-0.00032362+0.00083385i,-0.00072815+0.00063811i,-0.00022428+0.00030546i,0.00011657-0.00034761i,0.0001143-0.00051686i,7.2387e-05-0.00019794i,-4.154e-05+0.00060242i,-0.00034505+0.00090795i,-2.7306e-05+0.00050816i,0.00045266+4.976e-05i,0.0002707-0.00018108i,-0.00021352-0.00095052i,-0.00019529-0.0014027i,-0.00023633-0.00061265i,1.8736e-05-0.00029039i,0.00023146-0.00047133i,-0.00042085-0.0007976i,-0.00034754-0.00068859i,-0.00053567-0.00010767i
-0.00037625+0.0012171i,-0.00010991+0.00087731i,-0.00060695+0.0010959i,-0.0012803+0.00072161i,-0.0014959+0.00066891i,-0.00097413+0.0012397i,-0.00055073+0.00069169i,-0.00025028+0.00040564i,0.00048281+0.00012779i,0.00087278-0.00059907i,0.00091509-0.00043551i,0.0010464+7.0895e-05i,0.00060364-0.00044361i,0.00051233-0.00074364i,0.00062534-0.00057454i,0.0003045-0.00032419i,-8.3892e-05+0.00036759i,-0.00022581+4.25e-05i,0.00016062-0.00023738i,0.0010088+0.00022573i,0.0012592+0.00019339i,0.0011174+0.00021551i,0.00056029+0.00017602i
-0.00037187+5.4687e-05i,-0.00075278-0.00099927i,-0.0013821-0.0019615i,-0.0011917-0.0015277i,-0.0017177-0.00072088i,-0.0021896+0.00060235i,-0.0014284+0.0012029i,-0.00071854+0.00029254i,0.0001877+6.3028e-05i,0.00038194-0.00014781i,-0.00035198-0.00011505i,-0.00047702+0.00020353i,-0.00029142+0.00029912i,1.0123e-05+0.00055191i,0.00048958+0.00053625i,0.00028131-0.00025739i,-0.00046286-0.00023419i,-0.00098577+0.00015733i,-0.00047675+0.00024295i,0.00058412+0.00033179i,0.0006377+8.447e-05i,9.3068e-05-3.1638e-06i,0.00031737-1.4351e-05i
-0.00054033-0.00069924i,-0.00090653-0.0008325i,-0.0022253-0.0012212i,-0.0016527-0.0017317i,-0.00079311-0.0012156i,-0.00025018+7.7009e-05i,0.00028408+0.0002781i,0.00023803-0.00062031i,0.00047929-0.00134i,0.0010273-0.0014035i,-5.2989e-05-0.00092287i,-0.00079082-0.00052199i,9.8972e-05-0.00023447i,0.00060924-0.00011285i,0.00046204+0.00013514i,0.00040117+5.6338e-05i,0.00046701-0.00014122i,0.00026358-0.00051411i,0.00019706-0.0011102i,0.00076026-0.00018395i,0.0013023+0.00037692i,0.0010574-0.00035647i,0.00020488+0.00019025i
0.0020936-0.0024138i,0.00066993-0.003494i,-0.0013536-0.0031176i,-0.0034799-0.0020972i,-0.0032792-0.0015848i,-0.0023141-0.0016269i,-0.0015533-0.00054863i,-0.00095909+6.1821e-05i,-0.0001681-0.00014027i,0.00024949-0.00043692i,-0.00047648-0.00098699i,-0.0015022-0.00053844i,-0.001252+0.00037623i,-0.00060741+0.00089754i,-0.00059716+8.177e-05i,-0.000921-0.00072945i,-0.00090422-0.0011039i,-0.00026202-0.0010717i,-0.00020606-0.00083967i,-0.00024343-0.00072857i,0.00027954-0.00052415i,0.00076796-0.00062985i,0.00087776-0.00038808i
-0.00054673-0.0016565i,-0.0011822-0.00059482i,-0.0017911+0.00056818i,-0.0020299+0.00096191i,-0.001683+0.00034496i,-0.0008234-0.00047047i,0.00014057-0.00042361i,0.00018908-0.0011417i,0.00017758-0.0012092i,0.0002544-0.0010058i,-6.4575e-07-0.00088079i,-6.8431e-08-0.00080936i,0.00073784-0.00060185i,0.0018967-0.00042595i,0.0014508-0.00056789i,-0.00037073-0.00039487i,-0.00052666+4.8886e-05i,0.00065854+0.00011878i,0.00038194-0.00023202i,-6.3125e-05-0.00077179i,0.00046792-0.00050217i,0.00065761+0.00030759i,0.00062989+0.000793i
0.0015562-0.0010233i,0.0018896-0.0024991i,0.0025997-0.0037082i,0.0012956-0.0039619i,-0.00040589-0.0033399i,-0.00066467-0.0015123i,-0.00069077-0.00043593i,-9.8785e-05-0.0005802i,0.0012079-0.00044865i,0.00098558-0.00064209i,4.7528e-05-0.00096067i,-0.00020165-0.0012011i,0.00029547-0.00057197i,-0.00032288+0.00095289i,-0.0014442+0.0014846i,-0.00036071+0.00072583i,0.00079492-0.00065185i,-0.00014379-0.0010608i,-0.00056383-0.00049971i,-0.00010116-6.662e-05i,4.3944e-05+0.00077052i,-0.00057894+0.0011706i,-0.00014882+4.9522e-05i
0.0024932-0.00090081i,0.001307-0.0022441i,-2.3476e-05-0.0029546i,-0.0018854-0.0033462i,-0.0030622-0.0026477i,-0.0029791-0.00042706i,-0.0020131+0.00016856i,-0.0010323-0.00027001i,4.4296e-05+2.1174e-06i,0.00054978+0.00034767i,0.00040984+0.00024104i,8.8022e-05+0.00016385i,-2.1858e-05+0.00023296i,0.00037417+0.00062728i,0.00052541+0.00053449i,7.3421e-05+0.00017597i,-5.1862e-05+0.00031579i,-0.00026173+0.00037494i,-0.00050357+6.1848e-05i,-0.00027934+0.00037344i,-0.00023675+0.00042762i,-0.0010119-0.00092719i,-0.00060473-0.0012456i
-0.00042428-0.0024221i,-0.0011912-0.00065132i,-0.0010499+0.0015741i,-0.00076955+0.0021403i,-0.00086643+0.0013838i,-8.3482e-06+0.00067488i,0.00071145+0.00064546i,-0.00025163+0.00026765i,-0.00050301-0.00020953i,0.00046672-0.00044913i,0.00022345-0.00021486i,-0.00011971-5.6049e-05i,-0.00044042-0.00055709i,-0.00096472-0.00070678i,-0.00060813-0.00054216i,0.00032144-0.00013097i,0.00030284-0.00015657i,6.2696e-05-0.00074743i,0.00018208-0.00090372i,0.00020743-0.00044532i,4.5283e-05-0.00019759i,0.00032048-9.7249e-05i,0.00053885+3.0161e-05i
0.00095432+0.00109i,0.0024505+0.00092511i,0.0032541+0.00037857i,0.0034747+3.011e-05i,0.0023418-0.00019195i,0.00025452-0.00059582i,-0.00057995-0.00059686i,-0.00015402-0.00027444i,0.00021645-0.00016845i,0.00028144-9.6067e-05i,0.00056293-5.9251e-05i,0.00049124-0.00045481i,0.00033302-0.00034044i,0.00026979-0.00025855i,0.00033885-0.00062458i,0.00040967-0.0011194i,-9.0546e-05-0.00092601i,-0.00056942-6.863e-05i,-0.00010597+0.00057445i,2.4619e-05+0.00097907i,-0.0001321+0.0010311i,-0.00031526+0.00057146i,-0.00036951-9.5359e-05i
