-0.0034733-0.00030147i,-0.0030362-0.00010394i,-0.0036574-0.0004035i,-0.0025083-0.00032827i,-0.0015743+0.0012063i,-0.00098436+0.0021336i,-0.00011877+0.0016251i,3.0421e-07+0.0011113i,5.3509e-05+0.0010688i,0.00031779+0.00084682i,0.00060895+0.00030133i,0.00035257-0.00059606i,0.00016578-0.00042387i,0.00031907+0.00064385i,0.00020245+0.00081041i,-0.00043873+0.00020643i,-0.00040209+0.00024927i,0.00024345+0.00099778i,0.00070899+0.00018474i,0.00066164-0.0014067i,-8.541e-05-0.0010936i,-0.00022458+0.00015333i,0.00016123+0.00077652i
-0.035434-0.092562i,-0.07115-0.097132i,-0.077317-0.055933i,-0.035007-0.013766i,0.014626+0.017484i,0.032326+0.05294i,0.020702+0.062391i,0.0047237+0.038601i,-3.3002e-05+0.016443i,0.0013845+0.0053624i,0.000731+0.0012522i,-0.00083827+0.0023206i,-3.51e-05+0.0015538i,0.00034373+0.00015699i,-0.0014616+0.0005797i,-0.0029426+0.0012629i,-0.0031644+0.0014811i,-0.0053648+0.0014552i,-0.0092768+0.0025214i,-0.010468+0.0083499i,-0.0045763+0.01848i,0.0036642+0.022827i,0.0046359+0.016839i
0.090661+0.046063i,0.12077+0.025987i,0.096562-0.011346i,0.039348-0.026571i,0.0026748-0.033484i,0.00211-0.051771i,0.012617-0.054479i,0.012665-0.029982i,0.0086901-0.0049916i,0.0096457+0.0060224i,0.008713+0.0086146i,0.0043497+0.008178i,0.0020259+0.0056087i,0.00078738+0.002542i,0.00044434+0.00015573i,0.0012024-0.001786i,0.002555-0.0036024i,0.0052159-0.0037561i,0.0081809-0.0047469i,0.007195-0.010892i,6.3957e-05-0.01946i,-0.0056989-0.022437i,-0.0043902-0.017197i
-0.10118+0.021519i,-0.11463+0.05486i,-0.076152+0.074694i,-0.024411+0.065806i,0.00681+0.054417i,0.010085+0.050759i,-0.0011054+0.036646i,-0.0074468+0.018298i,-0.0068878+0.010971i,-0.0080089+0.00867i,-0.009558+0.0077152i,-0.006856+0.0053327i,-0.0040992+0.0020187i,-0.0031719+0.0016863i,-0.0027727+0.0031355i,-0.0019652+0.0039685i,-0.0011956+0.001746i,-0.0032501-0.0015875i,-0.0075302-0.00055791i,-0.009162+0.0072648i,-0.0029614+0.017452i,0.0047697+0.020642i,0.0043287+0.014191i
0.069106-0.080767i,0.062836-0.11333i,0.024031-0.1056i,-0.0085994-0.077462i,-0.02206-0.069613i,-0.020383-0.07429i,-0.0094747-0.053942i,-9.3323e-06-0.021941i,0.002188-0.0071862i,0.00029216-0.0036686i,-0.0012834-0.0027241i,-0.003147-0.0014549i,-0.0028897+0.0017741i,-0.0011777+0.0026276i,-0.0006292-0.00022268i,-0.0006305-0.0019978i,0.00042286-0.001324i,0.0030132-0.0001436i,0.0062854-0.00088893i,0.0072355-0.0078259i,0.0021031-0.017372i,-0.0047256-0.02066i,-0.0045845-0.014423i
-0.00020212+0.10689i,0.021142+0.13114i,0.045116+0.10568i,0.046195+0.062574i,0.023962+0.044668i,-0.0067412+0.045775i,-0.025613+0.033705i,-0.02349+0.013441i,-0.017467+0.0035827i,-0.013854+0.0027501i,-0.0086617+0.0004331i,-0.0059011-0.0052731i,-0.006895-0.0069169i,-0.0063256-0.0031912i,-0.0034357+0.00064703i,-0.00053492+0.0030051i,-0.00011978+0.0029529i,-0.0027337+0.00088736i,-0.0065631+0.0011216i,-0.0071315+0.0077477i,-0.0016743+0.01779i,0.0048222+0.021998i,0.0054915+0.01594i
-0.064837-0.082828i,-0.093508-0.09334i,-0.094431-0.067395i,-0.068762-0.040092i,-0.037995-0.033909i,-0.009922-0.025128i,0.012527-0.0045831i,0.015182+0.0025245i,0.0055553-0.0032636i,-0.00027297-0.0084175i,-0.0020094-0.0084739i,-0.0019887-0.0045572i,-0.00012642-0.0023576i,0.00036241-0.0025143i,-0.00058722-0.0026973i,-0.0011675-0.0018092i,-3.4232e-07+0.00084403i,0.0035361+0.0037126i,0.007517+0.0025851i,0.0074721-0.0041759i,0.0014278-0.014154i,-0.0032927-0.018604i,-0.0018083-0.012851i
0.099404+0.024186i,0.12746+0.020209i,0.10886+0.0023413i,0.065779-0.00081451i,0.034731+0.019137i,0.018347+0.028115i,0.0044631+0.013505i,-0.0027666+0.00045823i,-0.0024402-0.0027079i,0.00040569-0.0037008i,0.002449-0.0042511i,0.0022643-0.0041805i,0.0012265-0.0039084i,0.0014191-0.0029019i,0.0031184-0.0013161i,0.0045164-0.0015241i,0.0032099-0.0027077i,-6.8832e-06-0.004522i,-0.0032351-0.0039211i,-0.0051248+0.0040308i,-0.0026211+0.01631i,0.00091446+0.021438i,0.00026865+0.015299i
-0.087743+0.043711i,-0.11103+0.060414i,-0.085317+0.060202i,-0.0397+0.037772i,-0.001793+0.0065829i,0.027471-0.010904i,0.035963-0.01138i,0.023366-0.0056533i,0.011367-0.002161i,0.0040679-0.0022045i,0.001526-0.0006843i,0.0044913+0.0012903i,0.0066637-0.00091678i,0.0045465-0.004115i,0.0011921-0.0043646i,2.0213e-05-0.0023899i,0.001597-0.0015022i,0.0033871-0.001278i,0.0035287-0.0018284i,0.0026964-0.0074134i,7.2165e-05-0.017148i,-0.0023971-0.021896i,-0.0020252-0.016237i
0.042573-0.084929i,0.054562-0.11115i,0.037937-0.090967i,0.017015-0.046152i,0.0047161-0.018017i,-0.014061-0.017537i,-0.025492-0.021324i,-0.016803-0.013332i,-0.00296-0.0049175i,0.0049204-0.0026865i,0.0052298-0.0024607i,0.0028856-0.0021571i,0.002149-0.0013437i,0.002145-0.00096079i,0.00065871-0.001727i,-0.0014706-0.0022408i,-0.0027778-0.0021408i,-0.0039181-0.003932i,-0.0059409-0.0036907i,-0.0062936+0.0033541i,-0.0031001+0.015242i,-0.00038331+0.021085i,-0.00058278+0.016646i
0.017587+0.096545i,0.022228+0.12403i,0.025658+0.097142i,0.022607+0.039586i,0.013874+7.2193e-05i,0.0081486-0.010178i,0.0024794-0.0027721i,-0.00016458+0.0053895i,0.002099+0.0077226i,0.0036733+0.0085006i,0.0031226+0.0069508i,0.00064072+0.0036191i,-0.00017186+0.0029277i,-3.415e-05+0.0026612i,-0.0023284+0.0030156i,-0.0027687+0.0047446i,-0.00046164+0.0052258i,0.0021443+0.0050057i,0.0038256+0.0030251i,0.0032616-0.0048984i,0.00010537-0.016529i,-0.0018474-0.022408i,-0.0008626-0.017335i
-0.070083-0.063689i,-0.089197-0.085103i,-0.078226-0.066756i,-0.054557-0.029677i,-0.04698-0.0040979i,-0.047354+0.0093754i,-0.032589+0.011754i,-0.013304+0.0069319i,-0.0059308+0.0031638i,-0.0026261+0.001342i,-0.0017158-0.00012333i,-0.0027351+0.0015304i,-0.0016528+0.0040502i,-0.00019528+0.0032739i,-0.00047628+0.00136i,-0.00046649+0.0019781i,-2.6267e-05+0.0027598i,0.00034379+0.0014913i,0.00048702+0.0018843i,-5.248e-05+0.0078931i,0.00058951+0.018531i,0.0014473+0.023449i,0.00078901+0.018264i
0.086138+0.0079789i,0.11228+0.014653i,0.087787+0.0093058i,0.045067+0.00070843i,0.027046+0.0043368i,0.028914+0.015457i,0.023061+0.018721i,0.0089595+0.011636i,0.0020424+0.0067565i,0.0027379+0.0062045i,0.0025903+0.0048349i,-9.9762e-05+0.0036993i,-0.00036743+0.0040772i,0.001873+0.0048664i,0.0042957+0.0038269i,0.0062119+0.0014779i,0.0058499+0.00023998i,0.0047844+0.00083801i,0.0031179-0.00047499i,0.00046551-0.0073917i,-0.0021867-0.016945i,-0.0014751-0.021056i,0.0010385-0.017121i
-0.071279+0.04644i,-0.096946+0.056333i,-0.076792+0.048726i,-0.03676+0.036417i,-0.0094831+0.02567i,0.0057045+0.012685i,0.012922-0.0010421i,0.0090107-0.0056375i,-0.00072973-0.0021526i,-0.0057076+0.0014964i,-0.0049792+0.0038465i,-0.0016893+0.003882i,0.00056695+0.00089201i,0.00081707-0.002185i,0.00040048-0.0045717i,-0.00063291-0.0061083i,-0.0014705-0.0051823i,-0.00093755-0.0042905i,-1.5965e-05-0.0027308i,-0.00025981+0.0049476i,0.0010387+0.016489i,0.0021264+0.021838i,0.0013374+0.016815i
0.03214-0.075726i,0.048135-0.097312i,0.042856-0.077174i,0.029891-0.045238i,0.030568-0.031114i,0.029266-0.026312i,0.013174-0.017637i,-0.0001071-0.0090854i,-0.0037-0.0048648i,-0.003141-0.0024209i,-0.0020766-0.0006508i,-0.0024072-0.00088291i,-0.0025813-0.00051136i,-0.0010853+0.0017437i,0.0007347+0.0015679i,0.001453-0.00085119i,-0.00028684-0.0023067i,-0.0018743-0.0020151i,-0.0025626-0.0019452i,-0.004382-0.0071475i,-0.0053916-0.016572i,-0.0034988-0.02075i,-0.0011305-0.01694i
0.023981+0.074889i,0.02461+0.099634i,0.019359+0.079271i,0.014605+0.033702i,0.0031555-0.0012486i,-0.0097421-0.019461i,-0.011775-0.021479i,-0.0071952-0.010541i,-0.0036028-0.0017208i,-0.0027061+0.0028062i,-0.0016144+0.0028427i,-0.0017721-0.00032305i,-0.0036133-0.0015848i,-0.0045921-0.0018948i,-0.0054114-0.0010851i,-0.0050242+0.0011045i,-0.0030732+0.0015029i,-0.001133-5.2637e-05i,-0.00011057-5.2707e-05i,0.0005726+0.005114i,0.0012462+0.014747i,0.00046851+0.020813i,-0.00030364+0.018032i
-0.059017-0.045383i,-0.072432-0.066356i,-0.055401-0.058974i,-0.034679-0.034844i,-0.027866-0.017001i,-0.028878-0.00028318i,-0.024406+0.010515i,-0.012555+0.0070669i,-0.0051623+0.00029664i,-0.0052897-0.0038006i,-0.0068895-0.0043619i,-0.0080127-0.0020004i,-0.0075108+6.3825e-06i,-0.0056806+0.0020545i,-0.0024912+0.0055318i,0.00063395+0.0066723i,0.0016379+0.0050158i,0.00088172+0.0031657i,-0.00090535+0.00012526i,-0.0032825-0.0048136i,-0.0045193-0.012107i,-0.0034009-0.016306i,-0.0016319-0.014334i
0.07275-0.0014681i,0.094441+0.010119i,0.072437+0.012997i,0.028651+0.0089009i,-0.0024096+0.011107i,-0.010841+0.01419i,-0.0042899+0.012847i,0.002166+0.0080466i,0.0049943+0.0012808i,0.0062934-0.0039323i,0.0038777-0.0058016i,0.00091598-0.0042939i,0.00040525-0.0022474i,3.6916e-05-0.0016524i,-6.3831e-05-0.00083406i,0.00098271+0.00094968i,0.0027327+0.001787i,0.0045378+0.0010272i,0.0055203+0.00035379i,0.0058291+0.0035582i,0.0064048+0.011002i,0.0054767+0.0167i,0.0035042+0.015411i
-0.050442+0.042638i,-0.073753+0.045907i,-0.060322+0.035043i,-0.02626+0.028983i,2.0522e-05+0.029821i,0.013701+0.030209i,0.01596+0.020509i,0.0099707+0.0065144i,0.0046741-0.00041455i,0.0020867-0.0027345i,0.00087277-0.0037276i,0.0007563-0.0033658i,0.00012712-0.0020931i,-0.00039691-0.0008357i,-0.00060616-0.0006161i,-0.00052623-0.0018157i,0.00030862-0.0023247i,0.00029055-0.0010852i,-0.0011251-0.0011911i,-0.0031372-0.0045781i,-0.0043035-0.010834i,-0.0025039-0.015471i,0.00041565-0.014826i
0.013838-0.059996i,0.033101-0.075333i,0.034319-0.057687i,0.023599-0.032278i,0.022448-0.022854i,0.024336-0.02384i,0.018169-0.019663i,0.0079582-0.010058i,0.0018659-0.0045217i,0.0022052-0.0026171i,0.0057702-0.0013798i,0.0077818-0.0014709i,0.0068103-0.0025793i,0.0044081-0.0044153i,0.0018205-0.0067303i,-0.00085253-0.0066849i,-0.00084934-0.0039382i,0.0005839-0.0024195i,0.0013677-0.0026471i,0.0030475-1.7206e-05i,0.0037415+0.0068198i,0.0029383+0.011772i,0.0015506+0.0106i
0.024927+0.058758i,0.020852+0.081819i,0.014527+0.064492i,0.017203+0.02407i,0.019142-0.0052904i,0.013037-0.018655i,0.0033255-0.018651i,-0.0020076-0.008956i,-0.0021068+0.0019871i,-0.0001716+0.0079921i,0.0032039+0.0073193i,0.0039274+0.0019255i,0.0016553-0.0019537i,0.00094874-0.0029313i,0.00024061-0.0024148i,-0.00095583-0.0015053i,-0.0014165-0.00097505i,-0.0021718-0.0014118i,-0.0041561-0.0019306i,-0.0065951-0.0031621i,-0.0075875-0.006843i,-0.0061959-0.010165i,-0.0032858-0.0098118i
-0.050783-0.027026i,-0.05974-0.04812i,-0.045707-0.04496i,-0.02942-0.028058i,-0.025661-0.023031i,-0.026081-0.022009i,-0.020843-0.01287i,-0.012436-0.0027963i,-0.0066987+0.0027613i,-0.0036593+0.0059813i,-0.0012086+0.0068664i,0.00099294+0.0052624i,0.0031988+0.003155i,0.0034795+0.0013809i,0.0028491-0.00059475i,0.0027962-0.0015742i,0.0019444-0.0015591i,0.00081825-0.00066262i,0.0010734-0.00016248i,0.002513+0.0012902i,0.0036867+0.0072741i,0.0035239+0.013083i,0.0026822+0.012443i
0.052472-0.00371i,0.071364+0.0076812i,0.054291+0.013404i,0.021849+0.010883i,-0.001382+0.013959i,-0.013801+0.018065i,-0.013762+0.015742i,-0.0051893+0.0098593i,0.0014173+0.0057993i,0.0026095+0.0037772i,-0.0011976+0.0026754i,-0.004329+0.0037689i,-0.0045327+0.0050193i,-0.0040862+0.0049525i,-0.0014511+0.0049442i,0.0019029+0.0050284i,0.0038991+0.0038746i,0.0029965+0.0019929i,-6.8192e-05+0.0012668i,-0.003857+0.00058608i,-0.0056997-0.0028246i,-0.0042885-0.0060981i,-0.0019837-0.0069134i
-0.035354+0.033826i,-0.05719+0.036505i,-0.051717+0.025554i,-0.028755+0.019976i,-0.012404+0.023824i,-0.0015842+0.026975i,0.0051539+0.021215i,0.0051238+0.0086702i,0.0019369-0.0010506i,-0.0016589-0.0032602i,-0.004189-0.00037169i,-0.0030033+0.0025214i,0.00075817+0.0027452i,0.0027112+0.0037271i,0.0027579+0.0051547i,0.0025418+0.0029662i,0.002017+0.00034991i,0.0025068+2.2508e-06i,0.0034991-0.00059412i,0.0042177-0.00054082i,0.0043745+0.0032622i,0.0043722+0.007259i,0.0040912+0.0074184i
0.0070116-0.043309i,0.023739-0.056106i,0.02758-0.040475i,0.022201-0.015594i,0.024249+0.00010519i,0.025913+0.0043756i,0.019033+0.0013827i,0.0093102-0.0030169i,0.0023619-0.0071362i,-0.0025239-0.0097895i,-0.0055611-0.0084081i,-0.0059096-0.0034433i,-0.0042076+0.0011026i,-0.0026224+0.0020717i,-0.0017257+0.0019111i,2.1486e-05+0.0027401i,0.0023501+0.0021017i,0.0021694-0.0006959i,-0.00059447-0.002221i,-0.0040162-0.0021701i,-0.0064247-0.0048485i,-0.0063174-0.0085905i,-0.0046954-0.0086203i
0.020711+0.035013i,0.017279+0.052762i,0.0087868+0.039388i,0.010282+0.010709i,0.016177-0.011586i,0.019258-0.022419i,0.014778-0.020057i,0.004736-0.010578i,-0.00062566-0.003012i,-0.0001456-0.001172i,0.0021607-0.0027264i,0.0026471-0.0056667i,0.0016351-0.0064457i,0.00094231-0.0052763i,-0.00028759-0.0042604i,-0.0024673-0.0026804i,-0.004628-0.00090158i,-0.003484+0.00034903i,0.00035168+3.6229e-05i,0.0026896+0.00034874i,0.0037079+0.0031809i,0.0040144+0.0053689i,0.0023958+0.0039054i
-0.035165-0.01715i,-0.041756-0.035377i,-0.030113-0.036395i,-0.018445-0.026638i,-0.016016-0.025292i,-0.017724-0.025523i,-0.015887-0.017599i,-0.011171-0.0054425i,-0.0073736+0.0035234i,-0.0031269+0.005882i,0.0013567+0.002818i,0.0012273-0.00060085i,-0.0015404-0.0012936i,-0.0036576-0.0026256i,-0.0046963-0.0040802i,-0.0031185-0.0031021i,-0.00041457-0.0022522i,0.00047796-0.00237i,-0.00090187-0.001956i,-0.0032887-0.0021514i,-0.005339-0.0036278i,-0.0055344-0.0052211i,-0.0043631-0.0041102i
0.037276-0.0065503i,0.050256+0.0036405i,0.037545+0.010101i,0.011145+0.0046116i,-0.0098312+0.00023266i,-0.019134+0.0010587i,-0.017287+0.0023963i,-0.0087606+0.0043668i,0.0017269+0.0069854i,0.0083183+0.0069367i,0.0080972+0.0029687i,0.00318-0.0011182i,-0.0006334-0.0020893i,-0.00079536-0.0017823i,-0.0005382-0.0016286i,-0.0023587+3.7126e-05i,-0.0034347+0.0012573i,-0.0014426+0.0011204i,0.00071011+0.00098211i,0.0024253+0.0017388i,0.0047008+0.0053031i,0.0066694+0.0087391i,0.0075015+0.0080179i
-0.021587+0.022299i,-0.038304+0.022259i,-0.035645+0.013046i,-0.020578+0.013748i,-0.012462+0.022692i,-0.0099101+0.027559i,-0.0043029+0.022433i,0.001222+0.012582i,0.0033378+0.0049852i,0.0028174+0.0023119i,0.0017044+0.0037692i,0.0017374+0.0043937i,0.0011413+0.0025966i,-8.9718e-05+0.0014074i,-3.1835e-05+0.001257i,0.0014251+0.00051022i,0.0029904-0.0011183i,0.0020019-0.0026173i,-0.00072213-0.0028562i,-0.0028347-0.0023747i,-0.0036267-0.0038185i,-0.0035434-0.0054425i,-0.0030297-0.0039272i
0.0079691-0.029377i,0.019834-0.038305i,0.025216-0.026844i,0.020476-0.010588i,0.019656+0.00086968i,0.022066+0.0085377i,0.017913+0.0091814i,0.0095058+0.0015904i,0.0018568-0.0065517i,-0.0025524-0.007725i,-0.0043143-0.0032956i,-0.0041095+0.0018211i,-0.0012086+0.004266i,0.0029185+0.0048016i,0.0055889+0.0045978i,0.0052049+0.0042782i,0.0027025+0.0041695i,0.002036+0.0034051i,0.0026022+0.0024197i,0.00218+0.0026308i,0.0027948+0.0047419i,0.0043454+0.0067335i,0.004496+0.005479i
0.014611+0.022251i,0.010401+0.036174i,0.003051+0.028368i,0.0062905+0.010257i,0.014681-0.0018437i,0.019579-0.008089i,0.016785-0.010028i,0.0059485-0.0099202i,-0.0052059-0.00813i,-0.0097165-0.0042977i,-0.0066138-0.0015907i,-0.0015046-0.0019368i,0.0005532-0.0032386i,0.0011811-0.0027023i,0.0013594-0.002358i,0.0022838-0.0029479i,0.0035198-0.0032217i,0.0021609-0.0033657i,-0.00040764-0.0031844i,-0.0025096-0.0035857i,-0.0047846-0.0054098i,-0.0061972-0.0059139i,-0.0060491-0.0041356i
-0.024662-0.010409i,-0.029195-0.024333i,-0.018765-0.025696i,-0.0083261-0.019306i,-0.0035892-0.021706i,-0.0019176-0.024826i,-0.0034861-0.019088i,-0.0071086-0.0090769i,-0.0092962-0.0013343i,-0.0085568+0.0014572i,-0.0062207+0.00082287i,-0.0037519+5.8176e-05i,-0.0015447+0.00089483i,-0.00038674+0.0014724i,-0.0012359+0.0010157i,-0.0021707+0.00064242i,-0.001318+0.00074886i,0.0012214+0.00088242i,0.0030317+0.00061702i,0.002488+0.0018894i,0.0024064+0.0055843i,0.0037414+0.0078395i,0.0038509+0.0056965i
0.027578-0.002541i,0.037498+0.0058031i,0.028986+0.010152i,0.0088247+0.00281i,-0.0085664-0.0053331i,-0.018844-0.0091753i,-0.01853-0.0058315i,-0.0087548+0.0010741i,0.001391+0.0043284i,0.0064723+0.0012731i,0.0064952-0.0037494i,0.0022187-0.0065996i,-0.002472-0.0072409i,-0.0052811-0.0059549i,-0.0063395-0.0029652i,-0.0058855-0.0011952i,-0.005207-0.0021137i,-0.0049861-0.0033685i,-0.0042434-0.0041657i,-0.0034078-0.0050483i,-0.0037911-0.0056641i,-0.0046473-0.0062073i,-0.0046354-0.0048797i
-0.013107+0.016399i,-0.025929+0.016754i,-0.024799+0.0081392i,-0.017087+0.0055643i,-0.016026+0.0090608i,-0.016591+0.012816i,-0.010908+0.01253i,-0.00030449+0.0090621i,0.0091203+0.0057412i,0.012784+0.0024295i,0.0097011+0.0014365i,0.0039779+0.002341i,-0.00013115+0.0024574i,-0.0025317+0.0026769i,-0.0027234+0.0040084i,-0.0012606+0.0048836i,-5.4546e-05+0.0045097i,0.00072965+0.0036344i,0.00090557+0.0028816i,0.001319+0.0033355i,0.0034173+0.0056847i,0.0059971+0.0069512i,0.0060894+0.0059976i
0.0049289-0.022232i,0.015751-0.028344i,0.019795-0.018866i,0.013193-0.0034466i,0.0084689+0.0081414i,0.0068305+0.015122i,0.0067832+0.013494i,0.0072965+0.0046328i,0.0067038-0.0033844i,0.0045948-0.0055058i,0.0018083-0.0040962i,-0.00027232-0.0023518i,-0.00044147-0.0015192i,-0.00015503-0.0017776i,0.00092935-0.0018623i,0.0016354-0.0015444i,0.00022996-0.0015407i,-0.0018746-0.00036002i,-0.0033494-0.00061719i,-0.0041366-0.0031942i,-0.0049377-0.0054689i,-0.0056859-0.0071592i,-0.0047868-0.0069298i
0.011447+0.017277i,0.008198+0.027169i,0.002427+0.022416i,0.0055805+0.0094807i,0.014408+0.0026341i,0.019517+0.0012308i,0.016643-0.00082026i,0.0071209-0.0049612i,-0.0024654-0.0057009i,-0.0048575-0.0020635i,-0.0014613+0.002936i,0.0031187+0.0049048i,0.0058727+0.0033304i,0.0051948+0.0017415i,0.0038968+0.0015748i,0.0040491+0.0013352i,0.0044453+0.00060724i,0.0049674+0.0008907i,0.00547+0.0029425i,0.0050976+0.0047935i,0.0048524+0.0059802i,0.0050707+0.007088i,0.0048759+0.0069607i
-0.011634-0.0055213i,-0.013424-0.016112i,-0.0046732-0.019967i,0.0026291-0.016835i,0.0059875-0.0173i,0.0065692-0.019934i,0.0015273-0.016355i,-0.0073038-0.0073102i,-0.012831+0.0013804i,-0.013163+0.0050887i,-0.010236+0.0042001i,-0.0056524+0.00183i,-0.00089081-0.00087557i,0.002222-0.0032495i,0.0024094-0.0044998i,0.001035-0.0047898i,0.00068409-0.0047057i,0.00062931-0.0043513i,-0.0006505-0.0041934i,-0.0028906-0.0044992i,-0.0053412-0.0053349i,-0.006578-0.0064204i,-0.0053997-0.0064782i
0.025592-0.012841i,0.035437-0.0056797i,0.030533-0.0057482i,0.011511-0.010031i,-0.0044428-0.015702i,-0.012925-0.016289i,-0.012625-0.0095922i,-0.008454-0.00046832i,-0.0047617+0.0050722i,-0.0031234+0.0036343i,-0.0036144-0.0012666i,-0.0037589-0.0041973i,-0.0026334-0.0033288i,-0.0019388-0.0012841i,-0.0024272+0.0005277i,-0.0026692+0.0021235i,-0.00080249+0.0018341i,0.0021106+0.00014813i,0.0026526-0.0012566i,0.0033427-0.00074956i,0.0044099+0.0025144i,0.0055286+0.0054674i,0.006112+0.0061427i
-0.011357+0.011836i,-0.020524+0.010781i,-0.019924+0.0057901i,-0.014457+0.0034035i,-0.014702+0.0022329i,-0.017326+0.001918i,-0.013839+0.0052601i,-0.0039917+0.0072133i,0.0050028+0.005071i,0.0075024+0.0023345i,0.0036924-0.00087291i,-0.0016315-0.0019811i,-0.0044525-0.00053336i,-0.0041187-0.00021174i,-0.0032679-0.00022096i,-0.003006+0.00027833i,-0.0034265+0.00039976i,-0.0046094-0.00026743i,-0.0058192-0.0011756i,-0.0066194-0.0018791i,-0.0067101-0.0033346i,-0.0058688-0.0053598i,-0.00503-0.0064206i
9.3609e-05-0.011454i,0.007192-0.014947i,0.011695-0.0079799i,0.0083058+0.00019442i,0.0037536+0.007575i,0.0017126+0.013257i,0.003233+0.011485i,0.0078567+0.0039158i,0.0099072-0.0040223i,0.008629-0.0088362i,0.0056081-0.0085382i,0.00086263-0.0050218i,-0.0026454-0.00068877i,-0.0025511+0.0024533i,-0.00016676+0.0034097i,0.0017462+0.0038025i,0.0028914+0.0033426i,0.0039204+0.0013686i,0.0038507+0.00036305i,0.0041785+0.0011257i,0.0058202+0.0037211i,0.0070549+0.0061066i,0.0064266+0.0060381i
0.005155+0.008805i,0.0021785+0.013977i,-0.0024357+0.011889i,0.0012417+0.0064851i,0.0087153+0.005646i,0.013581+0.0051937i,0.012472+0.00067952i,0.0066693-0.0065713i,0.0022419-0.010683i,0.0019452-0.0080326i,0.003724-0.0030539i,0.0039142-0.00079216i,0.0025576-0.00019497i,0.00081582+8.6215e-05i,-0.00022112-0.00056254i,0.00010762-0.00049694i,-0.00012546+0.00027315i,-0.00094589+0.0018662i,-0.00085624+0.002348i,-0.0018006+0.00051856i,-0.0041343-0.0017301i,-0.0057691-0.0045781i,-0.0055333-0.0062244i
-0.014407-0.0029457i,-0.015456-0.0099127i,-0.009107-0.0098414i,-0.00017433-0.0057852i,0.0088051-0.0050021i,0.013969-0.0067413i,0.0088761-0.0072558i,-0.0019369-0.0039951i,-0.0082231+0.0018698i,-0.0069127+0.0063676i,-0.0018467+0.0067786i,0.0018233+0.003263i,0.0022738+0.00031723i,0.0019457+0.00024557i,0.002138-0.0001886i,0.0030218-0.0016925i,0.004158-0.0027029i,0.004869-0.003552i,0.0043447-0.0033312i,0.0034129-0.0013123i,0.0039378+0.0021573i,0.0053454+0.0060772i,0.0053664+0.0072226i
0.0093558-0.0013739i,0.013832+0.0029545i,0.0102+0.0052333i,0.0040636-0.00047201i,0.0012346-0.0089858i,-9.4027e-05-0.013576i,-0.0030594-0.010315i,-0.0064641-0.0011091i,-0.0064721+0.0069137i,-0.0034569+0.010546i,-0.00049336+0.0084915i,0.0018419+0.0032759i,0.0027171-0.00071473i,0.0026009-0.0010912i,0.0013723-8.7837e-05i,-0.00048706+7.1437e-06i,-0.0015669+0.00048937i,-0.0018151+0.0012759i,-0.001471+0.0018732i,-0.0025599+0.0010177i,-0.0046398-0.0014433i,-0.0053341-0.003377i,-0.0047421-0.0047682i
-0.0068613+0.0053136i,-0.011794+0.0044948i,-0.012147-0.00064183i,-0.0093284-0.0027498i,-0.011008-0.003818i,-0.012995-0.0046887i,-0.0096996-0.0010485i,-0.002745+0.0060546i,0.0020729+0.0095174i,0.0018264+0.0096598i,-0.0016156+0.0083644i,-0.0041338+0.0051788i,-0.004392+0.0023763i,-0.0035519+0.0005735i,-0.0013633+0.00015443i,-0.00074372-0.00048741i,-0.00087647-0.0022677i,-0.00078718-0.0032383i,-0.00095567-0.0028808i,-0.0010035-0.0018123i,0.00039828+0.0016015i,0.0023717+0.0059967i,0.0036396+0.0074686i
0.00082011-0.010893i,0.0057046-0.013996i,0.0060534-0.0082844i,0.00049358-0.0011466i,-0.0062276+0.0031916i,-0.0088691+0.0066669i,-0.0037517+0.0072649i,0.0030203+0.0034653i,0.004693-0.002029i,0.0007455-0.0052456i,-0.0046712-0.0047637i,-0.0057913-0.0020141i,-0.0030443+0.0010193i,-0.0014765+0.002332i,-0.0013467+0.0025032i,3.8072e-05+0.0025189i,0.0016018+0.0031669i,0.00078032+0.0037154i,-0.0010473+0.0035441i,-0.0029278+0.0024626i,-0.0043495-0.00098108i,-0.0050587-0.0057033i,-0.0042097-0.0071691i
-0.00036111+0.0088232i,-0.0027457+0.013958i,-0.0053496+0.013428i,-0.0029796+0.010305i,0.0019018+0.010994i,0.005251+0.010729i,0.0057233+0.0034761i,0.0048282-0.007226i,0.002495-0.014091i,-0.00025759-0.013901i,-0.0025703-0.0093622i,-0.0036407-0.0035665i,-0.003385+0.00045264i,-0.0030626+0.0020558i,-0.0025522+0.0018525i,-0.0019784+0.0013325i,-0.0014128-0.00010807i,-0.00058321-0.0018935i,-0.00063234-0.0031727i,-0.00022448-0.0023436i,0.0013758+0.001429i,0.0022725+0.0048514i,0.0017485+0.0052865i
-0.0066123-0.0024096i,-0.00762-0.0069675i,-0.0024522-0.0063815i,0.004113-0.0020822i,0.0094568-0.00034134i,0.012209-0.00094844i,0.0071742-0.0026883i,-0.001531-0.0052024i,-0.0063943-0.0062548i,-0.00652-0.006669i,-0.0037617-0.0068446i,-0.0011441-0.0053005i,0.00080996-0.0025019i,0.0018161-0.00088956i,0.001323-7.0199e-05i,0.0016536+0.00082225i,0.0026708+0.0016995i,0.0030752+0.0017852i,0.0027931+0.0012654i,0.00096967+0.00025493i,-0.0013257-0.0023329i,-0.002101-0.0046504i,-0.0017718-0.0059539i
