-0.0034733-0.00030147i,-0.0030362-0.00010394i,-0.0036574-0.0004035i,-0.0025083-0.00032827i,-0.0015743+0.0012063i,-0.00098436+0.0021336i,-0.00011877+0.0016251i,3.0421e-07+0.0011113i,5.3509e-05+0.0010688i,0.00031779+0.00084682i,0.00060895+0.00030133i,0.00035257-0.00059606i,0.00016578-0.00042387i,0.00031907+0.00064385i,0.00020245+0.00081041i,-0.00043873+0.00020643i,-0.00040209+0.00024927i,0.00024345+0.00099778i,0.00070899+0.00018474i,0.00066164-0.0014067i,-8.541e-05-0.0010936i,-0.00022458+0.00015333i,0.00016123+0.00077652i
0.025986+0.024391i,0.015472+0.20136i,0.090742+0.41717i,0.23905+0.44855i,0.30158+0.25224i,0.23071+0.037046i,0.14259-0.055562i,0.083683-0.069573i,0.036574-0.05352i,-0.007722-0.023317i,-0.03873+0.004191i,-0.038097+0.017152i,-0.018753+0.010028i,-0.0090342-0.012657i,-0.019215-0.035895i,-0.039891-0.042918i,-0.048006-0.032099i,-0.036063-0.013983i,-0.019931+0.001132i,-0.010034+0.0086916i,-0.0048935+0.0099417i,-0.0016104+0.006332i,-0.0019355-0.00034765i
0.002524-0.0089334i,-0.046895-0.20053i,-0.1799-0.42606i,-0.30491-0.47617i,-0.29101-0.321i,-0.20353-0.13441i,-0.14556-0.013302i,-0.085033+0.041021i,-0.024155+0.039959i,0.017494+0.018432i,0.043109-0.0028964i,0.040804-0.013854i,0.025282-0.0057817i,0.02137+0.011942i,0.029781+0.029084i,0.045183+0.036153i,0.053434+0.026822i,0.043789+0.0095535i,0.025532-0.0013163i,0.010931-0.0038627i,0.0013673-0.0025097i,-0.0030815-0.00084879i,-0.002979+0.0015176i
-0.016692+0.037983i,0.10023+0.20959i,0.30631+0.38872i,0.43556+0.39474i,0.37912+0.24167i,0.27134+0.076047i,0.19891-0.036474i,0.11497-0.080638i,0.0376-0.062758i,-0.0081413-0.02083i,-0.028936+0.012861i,-0.025287+0.022948i,-0.01147+0.0072079i,-0.0085525-0.019507i,-0.020223-0.042109i,-0.035356-0.049946i,-0.038367-0.041873i,-0.026608-0.027788i,-0.012951-0.016439i,-0.0030197-0.0070369i,0.0064636-0.0016199i,0.012189-0.0029937i,0.01029-0.006289i
0.0065367-0.064686i,-0.16599-0.19419i,-0.41292-0.30221i,-0.51875-0.2805i,-0.41367-0.16265i,-0.27538-0.043083i,-0.19934+0.031096i,-0.13446+0.061056i,-0.061983+0.058875i,-0.0056302+0.026674i,0.017151-0.011252i,0.016759-0.024943i,0.015659-0.012296i,0.021105+0.013127i,0.030585+0.033247i,0.0363+0.036477i,0.029155+0.028044i,0.012029+0.01706i,-0.00021347+0.0078242i,-0.0044393+0.0018011i,-0.0062998-0.00051322i,-0.0063584+0.00077535i,-0.0040013+0.0011098i
0.031936+0.09405i,0.23519+0.16815i,0.48182+0.21954i,0.54348+0.22773i,0.40432+0.19652i,0.25893+0.12291i,0.18103+0.046845i,0.1164+0.010239i,0.053183+0.00057812i,0.0097935+0.004698i,-0.0078424+0.017035i,-0.011831+0.021638i,-0.015452+0.011445i,-0.019173-0.0086492i,-0.023599-0.029282i,-0.028026-0.033827i,-0.024072-0.01969i,-0.011141-0.0041759i,-0.0018893+0.0014219i,-0.0013227+0.0015923i,-0.00013115+0.002185i,0.0050375+0.0016443i,0.0073458+0.00013875i
-0.087207-0.086419i,-0.29673-0.09244i,-0.52326-0.075839i,-0.55861-0.085246i,-0.40833-0.10309i,-0.25413-0.070366i,-0.1518-0.021275i,-0.074023-0.0062848i,-0.025693-0.0021718i,-0.0052791-0.0053581i,-0.0047898-0.016175i,-0.0060971-0.014918i,0.00067301+0.0011622i,0.0097511+0.024713i,0.02006+0.044469i,0.028567+0.047199i,0.027337+0.034106i,0.019577+0.019448i,0.012875+0.01162i,0.0057066+0.0082523i,-0.0027707+0.0088423i,-0.0079928+0.0117i,-0.0070009+0.011185i
0.1313+0.051344i,0.32588-0.0052724i,0.51431-0.082987i,0.52331-0.076601i,0.36085-0.015716i,0.19552+0.0033499i,0.099409+0.0069057i,0.055098+0.018846i,0.028376+0.0076355i,0.005589+0.0033533i,-1.9198e-05+0.015532i,-0.0032709+0.018462i,-0.010587+0.010565i,-0.014984-0.0063631i,-0.017058-0.024795i,-0.014727-0.031747i,-0.0080046-0.030436i,-0.00090412-0.026484i,0.0016821-0.021307i,0.00094014-0.015144i,0.0021896-0.0080205i,0.0060935-0.0046057i,0.0082786-0.0046632i
-0.15363+0.010911i,-0.31551+0.11805i,-0.45169+0.20839i,-0.45337+0.13796i,-0.32387-0.010743i,-0.17259-0.064765i,-0.069101-0.068002i,-0.031963-0.078525i,-0.027929-0.056609i,-0.015827-0.028589i,-0.0055099-0.023675i,-0.00054305-0.022594i,0.0032655-0.01524i,0.0048563+0.00062973i,0.0079151+0.021109i,0.0088047+0.02919i,0.0033843+0.022059i,-0.0053668+0.011789i,-0.0094544+0.0061539i,-0.0067875+0.002509i,-0.0047661+0.00018408i,-0.0063231+0.0010232i,-0.0071677+0.0019876i
0.14369-0.086999i,0.25509-0.23392i,0.33637-0.33303i,0.34825-0.23525i,0.2772-0.062103i,0.14401+0.0069114i,0.016596+0.036025i,-0.03019+0.073231i,-0.012839+0.064978i,0.0037444+0.032241i,0.0062809+0.016596i,0.00032226+0.012226i,-0.007049+0.0064693i,-0.007984-0.0089693i,-0.0092578-0.027693i,-0.010872-0.032326i,-0.0076174-0.023479i,-0.0031781-0.012095i,-0.002723-0.0059895i,-0.0042584-0.0056981i,-0.003762-0.0079974i,-0.0011678-0.010168i,-0.001355-0.0093696i
-0.103+0.14904i,-0.15176+0.32036i,-0.18014+0.41317i,-0.20241+0.30458i,-0.16627+0.13337i,-0.045698+0.051025i,0.058793-0.0008826i,0.0647-0.04193i,0.024659-0.034425i,0.0068084-0.01632i,0.0063146-0.01796i,0.0089608-0.023879i,0.0081197-0.023102i,0.00097761-0.0098537i,-0.0033222+0.010576i,-0.0028721+0.023907i,0.00044044+0.026377i,0.0050319+0.021609i,0.0067282+0.015586i,0.0055736+0.012644i,0.0016959+0.012999i,-0.001963+0.012973i,-0.0029152+0.010159i
0.026559-0.18681i,0.0078294-0.35219i,0.015978-0.4094i,0.098395-0.2728i,0.1396-0.095406i,0.052663-0.025159i,-0.054487+0.010118i,-0.060399+0.051613i,-0.012462+0.048422i,0.0035022+0.025793i,-0.0024991+0.024833i,-0.0052306+0.029705i,-0.0032476+0.025253i,0.0044762+0.013036i,0.0090732-0.0041541i,0.005689-0.01761i,0.0039236-0.021999i,0.0049721-0.018278i,0.0052315-0.012567i,0.0045479-0.008653i,0.0044697-0.0056548i,0.0050822-0.0038247i,0.0052391-0.0020558i
0.057959+0.18668i,0.1376+0.31963i,0.13724+0.35037i,0.0016411+0.23594i,-0.1067+0.10142i,-0.055148+0.061823i,0.05942+0.036218i,0.082092-0.023869i,0.029657-0.041501i,0.0023532-0.01672i,0.006962-0.0097572i,0.010196-0.019185i,0.0053631-0.020212i,-0.0041753-0.0084436i,-0.007056+0.0084246i,-0.00098003+0.018351i,0.0015296+0.017891i,-0.00071227+0.01009i,-0.0026342+0.0026843i,-0.0027601+0.0014965i,0.00061956+0.0054223i,0.0060194+0.0071969i,0.0063654+0.001957i
-0.14502-0.14315i,-0.26552-0.22277i,-0.27141-0.23963i,-0.11943-0.17559i,0.010219-0.096655i,-0.010043-0.080322i,-0.090677-0.073634i,-0.10353-0.027791i,-0.054831-0.00086758i,-0.025226-0.0029202i,-0.025151+0.0097074i,-0.022865+0.029273i,-0.012375+0.033481i,0.00085435+0.022057i,0.0098533+0.002719i,0.0084674-0.012958i,0.0014492-0.018236i,-0.0054046-0.013082i,-0.0093013-0.0064731i,-0.0094932-0.0059361i,-0.0084015-0.0091355i,-0.0087715-0.0098023i,-0.0069549-0.0047887i
0.19911+0.057198i,0.32829+0.072704i,0.31611+0.07551i,0.13356+0.056328i,-0.033754+0.028452i,-0.045109+0.053108i,0.029583+0.085674i,0.059142+0.052014i,0.025299+0.012648i,0.0054787+0.0036518i,0.0097411-0.013818i,0.0067338-0.031711i,0.00024658-0.032066i,-0.00807-0.022193i,-0.014237-0.0056745i,-0.0080829+0.0091325i,0.0024815+0.014756i,0.0059557+0.012455i,0.0018872+0.0071001i,-0.0052938+0.0052688i,-0.0079247+0.008161i,-0.0034656+0.0088599i,-0.00061928+0.0040013i
-0.19806+0.0464i,-0.30966+0.087298i,-0.28703+0.079117i,-0.10499+0.031777i,0.076601-0.014592i,0.10887-0.084508i,0.023999-0.13078i,-0.039936-0.082454i,-0.024722-0.022559i,-0.0068241-0.01556i,-0.015334-0.0061521i,-0.015173+0.015282i,-0.0066053+0.021351i,0.0012045+0.013971i,0.0044859-8.8593e-05i,0.00014808-0.011513i,-0.0048719-0.013488i,-0.0039163-0.0099405i,0.0013044-0.0047484i,0.0065085-0.0026898i,0.0066448-0.003114i,0.00091515-0.00078804i,-0.0017339+0.0032304i
0.14513-0.13972i,0.21899-0.21959i,0.20922-0.20206i,0.089806-0.11356i,-0.046353-0.034722i,-0.091296+0.051634i,-0.038268+0.12238i,0.02837+0.10374i,0.038011+0.046162i,0.02612+0.021236i,0.026725+0.0034577i,0.020582-0.018827i,0.010987-0.028095i,0.0043019-0.02522i,-0.0018024-0.011996i,-0.0011259+0.0043707i,0.0060995+0.011502i,0.0091122+0.0076088i,0.0053068-0.00092493i,-0.00040864-0.0032519i,-0.0012685+0.0018941i,0.003514+0.0033489i,0.0037195-0.00093818i
-0.053395+0.19918i,-0.076757+0.29388i,-0.074694+0.2699i,5.5066e-05+0.15993i,0.11627+0.06237i,0.16422-0.037576i,0.1061-0.12369i,0.022961-0.11655i,-0.0058853-0.056321i,-0.0012428-0.023432i,0.00058173-0.008377i,0.0016413+0.0065431i,-0.00038734+0.014795i,-0.0014667+0.016508i,0.0020655+0.0095652i,0.00047391-0.0022699i,-0.0055311-0.0098496i,-0.0062286-0.010094i,-0.00051959-0.0075131i,0.0071832-0.0086242i,0.010242-0.011206i,0.0065407-0.009248i,0.002419-0.0041859i
-0.056414-0.1898i,-0.075403-0.27231i,-0.062241-0.24994i,-0.0882-0.14576i,-0.17657-0.042087i,-0.22187+0.063046i,-0.15706+0.13882i,-0.057955+0.11754i,-0.01124+0.057608i,-0.00070468+0.035705i,0.0075304+0.025981i,0.0097569+0.0068389i,0.0094612-0.0063886i,0.0092028-0.0098254i,0.0079657-0.0055331i,0.0096994+0.0014588i,0.01147+0.0062229i,0.0075693+0.0079897i,-0.0016984+0.0066985i,-0.012138+0.0066788i,-0.015972+0.0093153i,-0.010144+0.0099022i,-0.0038511+0.0052172i
0.14214+0.12598i,0.187+0.1851i,0.15021+0.18675i,0.1135+0.13266i,0.15406+0.071i,0.2017-0.011974i,0.16471-0.095276i,0.067073-0.098342i,0.0026081-0.046623i,-0.0094281-0.019849i,-0.014385-0.013607i,-0.01828+0.00018127i,-0.015396+0.01334i,-0.011336+0.018418i,-0.0051374+0.014442i,-0.0017145+0.0019849i,-0.0031092-0.0089959i,-0.003015-0.0094448i,0.0016521-0.0035913i,0.0082169-0.0014486i,0.010803-0.0034884i,0.0082032-0.0039292i,0.0056276-0.0019628i
-0.17691-0.017905i,-0.23111-0.048564i,-0.19295-0.082424i,-0.144-0.087894i,-0.17012-0.072201i,-0.21452-0.02639i,-0.18809+0.048064i,-0.095402+0.073882i,-0.025924+0.044238i,-0.010709+0.027331i,-0.0048162+0.027717i,0.0043645+0.021099i,0.01269+0.0080955i,0.016504-0.0051064i,0.011632-0.0072128i,0.0071151+0.0028775i,0.0077865+0.01152i,0.008362+0.011299i,0.0025636+0.0060743i,-0.0080242+0.0067327i,-0.013004+0.014124i,-0.0080797+0.016169i,-0.0029624+0.0091466i
0.14729-0.077054i,0.19826-0.070112i,0.18155-0.015959i,0.14821+0.018115i,0.16728+0.018281i,0.21168-0.0014421i,0.19679-0.045382i,0.10833-0.061621i,0.035318-0.038819i,0.010238-0.030223i,-0.0044599-0.032881i,-0.016783-0.022665i,-0.022544-0.0092447i,-0.022414-0.00035559i,-0.015596+0.0021635i,-0.0091784-0.0042915i,-0.0064235-0.011782i,-0.0034282-0.013729i,0.0018422-0.011332i,0.0091144-0.010054i,0.013381-0.011909i,0.010453-0.011103i,0.00411-0.0052636i
-0.076513+0.14028i,-0.1172+0.14724i,-0.1272+0.076022i,-0.10195-0.0044226i,-0.10592-0.065416i,-0.1567-0.085732i,-0.16955-0.032982i,-0.09686+0.018597i,-0.027876+0.016451i,-0.010251+0.010073i,0.0013149+0.01513i,0.014473+0.010429i,0.01831+0.0026261i,0.016456-0.0023182i,0.0087964-0.0016664i,0.001574+0.0092045i,0.00074917+0.017762i,0.00093357+0.014982i,-0.0027532+0.0071534i,-0.010444+0.0038337i,-0.014884+0.0077675i,-0.01169+0.0096837i,-0.0059659+0.0055083i
-0.028911-0.14093i,0.0035296-0.15472i,0.050139-0.09062i,0.062669+0.00025479i,0.081319+0.088652i,0.13872+0.1341i,0.16237+0.086571i,0.10295+0.013308i,0.036369-0.0059455i,0.017805-0.0050128i,0.0076677-0.017377i,-0.012887-0.021835i,-0.026808-0.011103i,-0.025779+0.00032786i,-0.015262-7.7547e-05i,-0.0069102-0.010813i,-0.0045403-0.018504i,-0.0034291-0.014999i,-0.00023031-0.0083315i,0.0052945-0.0081486i,0.0085702-0.012419i,0.0066649-0.012773i,0.0037746-0.0074091i
0.096614+0.091128i,0.072159+0.11299i,0.0047082+0.086344i,-0.023749+0.020278i,-0.03812-0.061257i,-0.084692-0.11725i,-0.11528-0.094312i,-0.083514-0.029596i,-0.034503+0.0013435i,-0.014042+0.0087808i,-0.0025114+0.017878i,0.012333+0.01808i,0.021504+0.013092i,0.023645+0.0099411i,0.020103+0.010187i,0.013634+0.014474i,0.0077109+0.019159i,0.0033965+0.017253i,-0.0011202+0.0098916i,-0.0082623+0.0072537i,-0.013756+0.011589i,-0.012299+0.012895i,-0.0074689+0.0076085i
-0.12258-0.0070616i,-0.10407-0.03091i,-0.035806-0.035521i,-0.0026964+0.02022i,0.0061809+0.11292i,0.043453+0.17333i,0.076815+0.14098i,0.059035+0.061526i,0.023436+0.018319i,0.013303+0.005804i,0.0071416-0.0042504i,-0.0081942-0.0072468i,-0.019234-0.0066055i,-0.021012-0.0074692i,-0.015641-0.011233i,-0.0076688-0.020486i,-0.0014917-0.027256i,0.001445-0.022077i,0.004334-0.011908i,0.0092897-0.0079233i,0.013865-0.01045i,0.014805-0.012579i,0.011802-0.0096051i
0.080813-0.072107i,0.069025-0.046282i,0.02004-0.0073942i,-0.00383-0.041115i,-0.0013524-0.13094i,-0.020527-0.18804i,-0.047162-0.1507i,-0.041773-0.067765i,-0.021358-0.023161i,-0.018833-0.011158i,-0.015467+0.0026808i,0.0036714+0.010186i,0.018762+0.0070093i,0.019703+0.0055704i,0.015478+0.0097284i,0.01123+0.016853i,0.0066335+0.020118i,0.0020106+0.013405i,-0.0036491+0.0051478i,-0.0099534+0.0064707i,-0.012914+0.014089i,-0.01011+0.015507i,-0.0058779+0.0098316i
-0.011904+0.10564i,-0.013544+0.075913i,-0.0062285+0.017638i,-0.0076705+0.023482i,-0.026618+0.088186i,-0.030085+0.13517i,-0.0055295+0.11811i,0.014853+0.058156i,0.011309+0.015053i,0.0067017+0.00085601i,0.0035895-0.010321i,-0.0070516-0.014581i,-0.016331-0.011299i,-0.020508-0.010663i,-0.020521-0.01254i,-0.014575-0.016036i,-0.0068243-0.017435i,-0.0014101-0.013523i,0.0028773-0.007986i,0.0081312-0.0081002i,0.012425-0.0144i,0.012338-0.01734i,0.0086296-0.012957i
-0.06378-0.08235i,-0.051821-0.056499i,-0.023588-0.014737i,-0.00021616-0.032502i,0.033156-0.099072i,0.061007-0.14381i,0.041892-0.12704i,0.0067433-0.067974i,-0.0030189-0.02197i,-0.0039002-0.0046072i,-0.0029567+0.0039476i,0.0024535+0.0063232i,0.0071945+0.0050415i,0.0101+0.0072762i,0.010206+0.013072i,0.0071349+0.02066i,0.002509+0.023526i,-0.00029728+0.017019i,-0.0024487+0.0090766i,-0.0086691+0.010374i,-0.015086+0.017995i,-0.015756+0.021256i,-0.011703+0.016258i
0.096621+0.013442i,0.074934-0.0028806i,0.033603-0.012195i,0.016212+0.013847i,-0.019943+0.06665i,-0.067374+0.10491i,-0.06069+0.094134i,-0.022829+0.051064i,-0.00031007+0.021964i,0.010751+0.011247i,0.011323-0.00016678i,0.0025094-0.006435i,-0.0023932-0.0056395i,-0.0038874-0.0065814i,-0.005654-0.010902i,-0.0044968-0.016042i,1.0095e-06-0.01674i,0.0035602-0.011313i,0.0048947-0.0076802i,0.0062111-0.012607i,0.007226-0.019998i,0.0081492-0.019497i,0.007895-0.012522i
-0.075032+0.05901i,-0.049866+0.059537i,-0.015294+0.041124i,0.0029681+0.020586i,0.057543-0.006438i,0.11558-0.038429i,0.093902-0.045619i,0.034553-0.020656i,0.0093646-6.5785e-05i,0.0074445+0.0033114i,0.006134+0.0063127i,0.005124+0.010617i,0.0045366+0.011707i,0.0062722+0.012298i,0.0088599+0.013107i,0.0065262+0.014254i,0.00026866+0.013873i,-0.0025972+0.0094543i,-0.0030629+0.0049431i,-0.0050073+0.008745i,-0.0073009+0.019042i,-0.0063978+0.021963i,-0.0036699+0.014962i
0.015727-0.093024i,-0.0022696-0.080682i,-0.0090374-0.049342i,-0.012495-0.03653i,-0.065242-0.014225i,-0.12088+0.020054i,-0.096617+0.032069i,-0.035621+0.017945i,-0.012271+0.0047267i,-0.015335+0.0050278i,-0.012973+0.0071768i,-0.0051322+0.0019433i,0.00059349-0.0048167i,0.0018564-0.0091296i,0.00088201-0.013337i,0.0020975-0.01791i,0.0047569-0.01837i,0.0042329-0.012454i,0.0015453-0.0076152i,0.00055009-0.010358i,0.0014007-0.017707i,0.0027259-0.020573i,0.003921-0.016977i
0.053927+0.082721i,0.054706+0.064763i,0.030343+0.04509i,0.018015+0.053499i,0.054406+0.046925i,0.10511+0.023954i,0.092613+0.010133i,0.037114+0.0035029i,0.0059615-0.0005233i,-0.0011736-0.0040661i,-0.0058005-0.0030781i,-0.0080305+0.0041796i,-0.0064716+0.011155i,-0.0026785+0.014049i,0.00076503+0.016077i,0.00087484+0.017558i,-0.0026578+0.01521i,-0.0040759+0.0076616i,-0.0026012+0.0032207i,-0.001468+0.0090367i,0.00015214+0.0185i,-1.9294e-05+0.019059i,-0.0035767+0.011936i
-0.091919-0.022981i,-0.079035-0.010087i,-0.043197-0.018055i,-0.038771-0.056939i,-0.078424-0.082352i,-0.11633-0.079327i,-0.094196-0.061583i,-0.041616-0.037893i,-0.019139-0.019239i,-0.016452-0.0047709i,-0.0093294+0.0007326i,-0.0040016-0.0054538i,-0.003363-0.010931i,-0.0044057-0.011903i,-0.0057204-0.012567i,-0.0026891-0.013374i,0.002757-0.012235i,0.0051022-0.0071721i,0.0032092-0.0031092i,0.0002719-0.0060201i,-0.0017273-0.011995i,-0.0014685-0.013797i,-5.0326e-05-0.0095656i
0.085804-0.043542i,0.067761-0.042106i,0.036281-0.0056821i,0.041591+0.045376i,0.076927+0.073698i,0.095174+0.078641i,0.064325+0.06743i,0.018478+0.038894i,0.0062759+0.01347i,0.011605-0.0068899i,0.0040526-0.016622i,-0.0056918-0.007499i,-0.0069377+0.0050356i,-0.0043339+0.010122i,-0.0015696+0.014022i,-0.00033984+0.019015i,-0.0011054+0.016941i,-0.00054193+0.0082145i,0.0012898+0.001662i,0.0026296+0.0033936i,0.002995+0.01009i,0.0025769+0.013566i,0.0016487+0.010349i
-0.03819+0.088166i,-0.023115+0.073408i,-0.01192+0.0084038i,-0.025885-0.061744i,-0.048561-0.1046i,-0.058018-0.12256i,-0.042272-0.10102i,-0.01253-0.047247i,0.004813-0.011591i,0.0091886-0.00089041i,0.011167-0.0010326i,0.0077926-0.0070231i,0.0015303-0.01036i,-0.0022753-0.010907i,-0.0037446-0.012788i,-0.0026188-0.015192i,0.00087042-0.012737i,0.0031864-0.0055097i,0.0017674-0.0017416i,-0.0034776-0.0046058i,-0.0066367-0.0087803i,-0.0038336-0.008608i,0.00097338-0.0058917i
-0.033283-0.085925i,-0.037877-0.062681i,-0.009356+0.001108i,0.032801+0.062014i,0.055188+0.10885i,0.052301+0.13933i,0.030398+0.11859i,0.012318+0.061154i,0.0083319+0.021174i,0.0066062+0.0056259i,0.0032838+0.0025399i,0.0023039+0.0037759i,0.0033616+0.00369i,0.0051595+0.0042097i,0.006541+0.0064672i,0.0056292+0.0085517i,0.0024997+0.0076578i,4.4578e-06+0.0034783i,0.00024967+0.0007534i,0.00232+0.0013976i,0.0030602+0.0035104i,0.0019817+0.0038762i,-0.00011782+0.0016347i
0.083188+0.046036i,0.072293+0.022636i,0.013803-0.013041i,-0.031968-0.044104i,-0.032627-0.086864i,-0.017036-0.12075i,0.0042088-0.10023i,0.014935-0.049589i,0.0086604-0.01482i,0.0054836+0.003706i,0.0090011+0.009705i,0.0082554+0.0042167i,0.004924-0.00094171i,0.0036724-0.0033444i,0.0016754-0.0075865i,-0.00083217-0.011612i,-0.0012095-0.0097961i,-0.0017825-0.0049444i,-0.0056551-0.0018322i,-0.0095154+0.00015231i,-0.0090748-0.00025092i,-0.0051289-0.0020017i,-0.0026701-0.0024227i
-0.092324+0.022426i,-0.066688+0.037534i,-0.0042122+0.034526i,0.023197+0.043823i,0.0081445+0.098373i,-0.0086358+0.13348i,-0.022243+0.09549i,-0.029179+0.036799i,-0.028042+0.01236i,-0.02216+0.012828i,-0.012216+0.012836i,-0.0043101+0.0084219i,-0.0012151+0.0046421i,0.001351+0.0031997i,0.0044034+0.004959i,0.0064357+0.0070614i,0.0049587+0.0051178i,0.0031315+0.00083786i,0.0048742-0.0018479i,0.0080617-0.0023084i,0.0072362-0.0020536i,0.0016316-0.00069058i,-0.00064574+0.00020157i
0.054717-0.080172i,0.025138-0.075177i,-0.011816-0.035351i,-0.012224-0.031647i,0.0058249-0.085152i,0.025656-0.11887i,0.038056-0.086602i,0.02653-0.035037i,0.0075801-0.010751i,-0.001588-0.0081382i,-0.0055586-0.0057519i,-0.0062578-0.00022977i,-0.0041915+0.0015449i,-0.0029407+0.00062489i,-0.0036241-0.0011038i,-0.0049911-0.0032959i,-0.0037936-0.0026671i,-0.0022194+0.00023457i,-0.0038469+0.0014002i,-0.0061992+0.0022348i,-0.0043615+0.0036477i,0.0017131+0.0039665i,0.0042477+0.0031893i
0.012989+0.088503i,0.031259+0.062423i,0.022224+0.0071986i,-0.010406+0.0021789i,-0.037181+0.044478i,-0.059671+0.068752i,-0.068134+0.047173i,-0.048789+0.016655i,-0.023015+0.0054917i,-0.01071+0.00089189i,-0.0083751-0.0044964i,-0.0074663-0.0055971i,-0.0064477-0.0028397i,-0.0059029+0.0014461i,-0.002612+0.0054854i,0.0027342+0.0071146i,0.0047418+0.0049373i,0.0053329-0.00023504i,0.0084066-0.0057786i,0.010142-0.0086072i,0.0065605-0.009693i,0.0014713-0.0090703i,0.0008737-0.0072984i
-0.070258-0.056531i,-0.06713-0.024229i,-0.02129+0.0094422i,0.026751-0.010494i,0.05685-0.056854i,0.077424-0.07212i,0.078341-0.04158i,0.056046-0.010052i,0.03337-0.0085263i,0.014491-0.014318i,0.0018345-0.0080452i,-0.00019277+3.2725e-05i,-0.00029669+0.00092881i,-0.0032562-0.00029523i,-0.0070239-0.00047585i,-0.0072927-0.0010143i,-0.0043626-0.00036077i,-0.0038696+0.001534i,-0.0077385+0.0032504i,-0.011574+0.0081371i,-0.0090453+0.012673i,-0.0016795+0.011479i,-0.00015481+0.0068958i
0.089887-0.0043169i,0.066277-0.028575i,0.0043434-0.029868i,-0.041018+0.0041226i,-0.0691+0.039797i,-0.093634+0.046209i,-0.086958+0.024539i,-0.04447-0.00077753i,-0.0099431-0.008154i,0.0050815-0.0058145i,0.0090674-0.0055125i,0.0055603-0.0043412i,0.0030148-0.0016422i,0.0039227-0.00025652i,0.0053555+0.00027662i,0.006106+0.00051126i,0.0049243-0.00084518i,0.0041724-0.0016552i,0.0075648-0.0029475i,0.0092976-0.0080393i,0.0043015-0.012394i,-0.0030549-0.011706i,-0.0026605-0.0071889i
-0.060319+0.066832i,-0.025372+0.072014i,0.036642+0.040879i,0.076203-0.00075707i,0.098242-0.02327i,0.1159-0.013928i,0.0996+0.005269i,0.051185+0.012217i,0.016015+0.010367i,0.0061264+0.010201i,0.0054799+0.0099505i,0.0038033+0.0063051i,0.00028293+0.0019421i,-0.0020235-0.0016783i,-0.0030738-0.0034307i,-0.0034247-0.0036907i,-0.0027068-0.0031083i,-0.0041757-0.00096748i,-0.008085+0.0046274i,-0.0099159+0.012356i,-0.0061872+0.017611i,2.3606e-05+0.01726i,1.0476e-05+0.012344i
0.0027206-0.094637i,-0.027805-0.080134i,-0.064639-0.022594i,-0.081547+0.024565i,-0.093798+0.036818i,-0.10469+0.020581i,-0.080775-0.0043141i,-0.040999-0.010794i,-0.018363-0.0016482i,-0.007881+0.001678i,-0.0038554-0.001872i,-0.0020511-0.0016424i,0.0030021+1.0235e-05i,0.006264-0.002798i,0.0063806-0.0054043i,0.0056014-0.0042666i,0.0049691-0.002301i,0.0059662-0.0031542i,0.0085495-0.0066645i,0.0089588-0.012672i,0.0041449-0.018875i,-0.001635-0.018572i,0.00017196-0.012009i
0.056933+0.071039i,0.0779+0.04441i,0.076769-0.019276i,0.070091-0.052512i,0.086341-0.039604i,0.10074-0.012701i,0.070191+0.012235i,0.025931+0.023559i,0.0058564+0.023305i,0.0014573+0.018069i,-0.0025088+0.011509i,-0.0068359+0.0066386i,-0.0085374+0.0059596i,-0.0075738+0.0061202i,-0.0059853+0.0048143i,-0.0046778+0.0035896i,-0.003447+0.0022158i,-0.0047221-0.00019579i,-0.0092875-0.00026402i,-0.010955+0.0073747i,-0.00447+0.017337i,0.0033077+0.019109i,0.0014773+0.013081i
-0.090384-0.012692i,-0.098501+0.020778i,-0.068818+0.065198i,-0.053135+0.065697i,-0.076977+0.025185i,-0.091227-0.016686i,-0.062846-0.039221i,-0.024623-0.033131i,-0.007664-0.020101i,-0.0082911-0.013897i,-0.0083593-0.0080654i,-0.0034101-0.0046468i,-0.00043361-0.0046663i,0.00057484-0.0032076i,0.0024315-0.0014102i,0.0043472+1.5945e-05i,0.0060932+0.00097226i,0.0077558-0.00042771i,0.0094059-0.0039975i,0.0092163-0.010397i,0.0033007-0.017845i,-0.0030314-0.020325i,-0.0010315-0.015755i
0.079808-0.054033i,0.067062-0.087494i,0.021456-0.0954i,0.0094759-0.067226i,0.041194-0.030528i,0.051613+0.0042092i,0.024365+0.03019i,0.004016+0.027606i,0.0020044+0.0091717i,0.0030558-0.0017483i,0.0024484-0.0043354i,-0.00025837-0.0028783i,-0.0020831+0.0008749i,-0.002157+0.0044891i,-0.0023332+0.0063427i,-0.0020199+0.0056713i,-0.0024368+0.0037542i,-0.0056897+0.0017399i,-0.0094866+0.0027572i,-0.010504+0.010384i,-0.0047486+0.019943i,0.0028084+0.023343i,0.0011053+0.018137i
-0.028457+0.09375i,-0.00020819+0.11657i,0.038623+0.089968i,0.028301+0.041054i,-0.017877+0.0055988i,-0.03802-0.022585i,-0.021831-0.037367i,-0.005489-0.031271i,-0.0032528-0.019928i,-0.00060056-0.010213i,0.0067012-0.0044611i,0.0089098-0.0046085i,0.0053175-0.0054891i,0.0038827-0.0053957i,0.0043666-0.0053321i,0.0043582-0.0046673i,0.0040774-0.0029595i,0.0069517-0.0013449i,0.012523-0.0025629i,0.011803-0.0092252i,0.0028327-0.017983i,-0.0051704-0.020276i,-0.0040937-0.015213i
