-0.001408+0.00085734i,-0.0021538+0.00055193i,-0.0028135+0.00016828i,-0.0021956-0.00037078i,-0.00064523-0.00013177i,0.00061505+0.00017462i,0.0013297+0.00095604i,0.0006921+0.0016672i,-2.8709e-05+0.0010386i,0.00016854+0.00014231i,-1.9028e-06+0.00051276i,-0.00045115+0.00079816i,0.00018006-0.00016831i,0.001402-0.0002743i,0.0010366+0.000512i,0.00055825+0.00056649i,0.00056724-0.00033471i,0.00068109-0.0013583i,3.2645e-05-0.0017788i,-0.00050222-0.0009655i,-0.00046546+0.0004751i,6.3203e-05+4.5597e-05i,0.00040614-0.00057674i
-0.67474-0.21323i,-0.95771-0.16616i,-1.0464+0.043867i,-0.88036+0.39259i,-0.4402+0.67894i,0.092153+0.78471i,0.45643+0.64174i,0.48753+0.2888i,0.26147+0.011891i,0.086354-0.055892i,0.038705-0.097358i,-0.0085551-0.13111i,-0.0257-0.085264i,0.015031-0.038382i,0.044843-0.020533i,0.038308-0.0032104i,0.019926+0.0092467i,0.012359+0.010287i,0.010628+0.00035238i,0.014213-0.010786i,0.027808-0.010065i,0.037859-0.0018858i,0.032343+0.00078312i
-0.17985-0.22619i,-0.27623-0.13243i,-0.13926+0.063966i,0.18844-0.0062555i,0.35298-0.43241i,0.30143-0.82187i,0.1583-0.87876i,0.0046664-0.60905i,-0.029803-0.24824i,-0.010232-0.047767i,-0.029795+0.069692i,-0.0083588+0.16238i,0.031571+0.13964i,0.021427+0.055681i,-0.010556-0.0060739i,-0.036367-0.022617i,-0.029768+0.0037567i,0.0034881+0.022798i,0.013183+0.010607i,-0.009628-0.002638i,-0.02157+0.0052224i,0.0028515+0.016923i,0.035618+0.0093634i
0.50228+0.1139i,0.67239-0.24562i,0.40143-0.68734i,-0.11253-0.60969i,-0.37671-0.005061i,-0.3672+0.50398i,-0.27447+0.60667i,-0.14361+0.43434i,-0.052186+0.19833i,-0.0054936+0.066362i,0.039473+0.016943i,0.047424-0.01543i,0.022206-0.026517i,0.00068281-0.036194i,-0.012863-0.044286i,-0.014989-0.039347i,-0.019048-0.035334i,-0.040031-0.023987i,-0.04767+0.0030338i,-0.027717+0.01564i,-0.014562-0.0005219i,-0.020007-0.017105i,-0.028638-0.017297i
-0.52717+0.084676i,-0.61946+0.076506i,-0.55971+0.034677i,-0.39594-0.014697i,-0.085549-0.095821i,0.2365-0.15181i,0.3503-0.14363i,0.2505-0.10053i,0.11315-0.025271i,0.054636+0.01023i,0.011546-0.033617i,-0.049265-0.063409i,-0.059969-0.035809i,-0.018-0.00095964i,0.022694+0.011768i,0.030811+0.015154i,0.019319+0.03236i,0.022012+0.052465i,0.033182+0.045764i,0.03385+0.023967i,0.028612+0.0088414i,0.026858-0.0025387i,0.03132-0.014683i
0.026213-0.27213i,0.22568-0.16216i,0.55473-0.049356i,0.65842-0.13279i,0.35693-0.25668i,-0.044375-0.28547i,-0.24021-0.2694i,-0.22224-0.21468i,-0.11188-0.14874i,-0.035566-0.081673i,0.012036+0.0034648i,0.0495+0.045513i,0.031185+0.024294i,-0.0068048-0.01538i,-0.02698-0.053245i,-0.042467-0.066437i,-0.043306-0.048062i,-0.026793-0.028273i,-0.015877-0.016985i,-0.016823-0.0012422i,-0.015095+0.016028i,-0.0024923+0.019129i,0.0094168+0.0053401i
0.53015+0.21451i,0.7736+0.099773i,0.7002-0.26004i,0.3373-0.48998i,0.06191-0.26846i,0.024822+0.069334i,0.017562+0.18794i,-0.031942+0.18071i,-0.063043+0.15699i,-0.068183+0.13477i,-0.059361+0.12838i,-0.028186+0.11653i,0.017365+0.077199i,0.040362+0.024095i,0.040302-0.0039658i,0.040015-0.0075337i,0.021796-0.017438i,-0.012858-0.018072i,-0.024306-0.0016011i,-0.01619+0.0051809i,-0.017334-0.00025579i,-0.02948-0.0026692i,-0.04691+0.0046007i
-0.2973+0.31043i,-0.29881+0.46066i,-0.11295+0.50988i,0.082919+0.37826i,0.13745+0.10954i,0.11148-0.098861i,0.096803-0.17381i,0.069486-0.17123i,0.019531-0.12423i,-0.0026112-0.080256i,-0.012362-0.096114i,-0.049393-0.13066i,-0.080769-0.11882i,-0.063656-0.064816i,-0.014677-0.019883i,0.020961-0.0058762i,0.031616+0.0029154i,0.032507+0.010998i,0.031052+0.007932i,0.031358+3.8528e-05i,0.036638-0.0083104i,0.041886-0.018089i,0.043217-0.02791i
-0.16795-0.040835i,-0.115+0.15243i,0.16903+0.33043i,0.48133+0.25368i,0.47614+0.039148i,0.25248-0.086613i,0.079254-0.10934i,0.010366-0.070223i,0.021193-0.02904i,0.030193-0.016056i,0.029405+0.018984i,0.062247+0.042503i,0.074553+0.015883i,0.054562-0.018755i,0.03297-0.042419i,0.0026441-0.04479i,-0.017417-0.025157i,-0.0073497-0.011582i,0.0050005-0.0097556i,0.0029024-0.0025246i,0.0018752+0.0070935i,0.0053688+0.0078604i,0.0051723+0.0052762i
-0.0019185+0.007743i,-0.037937+0.014792i,-0.10083+0.0010575i,-0.13437+0.053411i,-0.07976+0.15823i,-0.024302+0.18651i,-0.015818+0.13693i,-0.0046966+0.070606i,0.003399+0.023233i,-0.0025448+0.020143i,-0.0071268+0.040457i,-0.0059795+0.050001i,0.0060465+0.034055i,0.006724+0.0016363i,-0.011806-0.011558i,-0.013696-0.0043018i,-0.0095916-0.0079096i,-0.022266-0.010746i,-0.026558-0.0020956i,-0.017488-0.0053662i,-0.014488-0.016616i,-0.021636-0.015891i,-0.036912-0.00085486i
-0.41195+0.012152i,-0.67148+0.26408i,-0.5408+0.62946i,-0.11736+0.67593i,0.11385+0.30775i,0.10609-0.017334i,0.080741-0.095285i,0.046753-0.061197i,0.0026284-0.0032484i,-0.013069+0.0046579i,-0.031973-0.041697i,-0.044628-0.070141i,-0.030522-0.056262i,-0.0017169-0.017431i,0.026819+0.0081177i,0.037124+0.013651i,0.044432+0.018392i,0.051633+0.0084854i,0.037517-0.0089064i,0.014046-0.0050428i,0.0064283+0.0084214i,0.012394+0.0089659i,0.018559+0.001868i
0.24577-0.080477i,0.38412-0.21384i,0.40556-0.24574i,0.3346-0.11817i,0.24904+0.014i,0.15711-0.00040828i,0.053772-0.066179i,0.01193-0.058297i,0.042959-0.033836i,0.058069-0.034363i,0.054784-0.012022i,0.071329+0.012529i,0.072059-0.003694i,0.040057-0.026807i,0.010239-0.032168i,-0.014238-0.030219i,-0.035967-0.015731i,-0.02945+0.0074617i,-0.0062318+0.017187i,0.0025332+0.007567i,-0.0049469-0.0058794i,-0.015129-0.00928i,-0.018813-0.0033255i
-0.27663+0.13854i,-0.39858+0.16939i,-0.53213+0.1653i,-0.57233+0.21946i,-0.40041+0.27093i,-0.19273+0.24648i,-0.11821+0.20787i,-0.099368+0.17911i,-0.067735+0.13636i,-0.032374+0.08785i,-0.014658+0.05487i,-0.013062+0.057431i,0.0082018+0.073265i,0.033431+0.060027i,0.031333+0.036997i,0.022211+0.024407i,0.012108+0.0090073i,-0.0048033-0.0016977i,-0.010451-0.0057848i,-0.0015119-0.011972i,0.0052626-0.011276i,0.00032339-0.0046799i,-0.015664-0.0015408i
-0.1772-0.52217i,-0.29521-0.50141i,-0.24734-0.13994i,-0.096827+0.16804i,0.020002+0.16256i,0.085848+0.022816i,0.10326-0.064992i,0.068116-0.068687i,0.038587-0.024093i,0.048373-0.0098834i,0.043974-0.044053i,0.0050848-0.074637i,-0.033832-0.06738i,-0.048104-0.035903i,-0.038558-0.021778i,-0.025599-0.02343i,-0.0060303-0.011607i,0.02002-0.0020839i,0.026089-0.0046225i,0.012347+0.0010205i,0.0027888+0.014405i,0.0026412+0.019692i,0.0042607+0.016734i
0.51852+0.038601i,0.58636-0.031328i,0.36136-0.090445i,0.084231-0.11446i,-0.058384-0.11805i,-0.11902-0.093636i,-0.1385-0.038052i,-0.1024+0.029579i,-0.040902+0.065095i,-0.012321+0.070304i,0.0040903+0.078302i,0.049213+0.078443i,0.081314+0.052412i,0.073247+0.021647i,0.052741+0.0039024i,0.028278-0.0078203i,-0.0050865-0.012998i,-0.029873-0.0010217i,-0.025382+0.013177i,-0.0076229+0.0059277i,-0.0037025-0.012484i,-0.011252-0.023372i,-0.019038-0.023216i
-0.34025+0.42054i,-0.39145+0.47007i,-0.42285+0.28104i,-0.46735+0.12436i,-0.38419+0.16862i,-0.17619+0.24915i,-0.044546+0.20793i,-0.041692+0.09284i,-0.081479+0.014924i,-0.077589-0.0012993i,-0.046959-0.016232i,-0.060153-0.021542i,-0.075195+0.0022483i,-0.053109+0.013075i,-0.027087+0.010917i,-0.0067862+0.010075i,0.0068056+0.0045741i,0.0094161-0.0043359i,0.0062531-0.014092i,0.0032639-0.017204i,0.0018927-0.013594i,-0.0015319-0.0077602i,-0.0014949-0.0011638i
-0.31133-0.31216i,-0.41093-0.096025i,-0.31827+0.21817i,-0.1432+0.23277i,-0.05089+0.022308i,-0.056745-0.11421i,-0.056723-0.10754i,-0.030644-0.039597i,0.012885+0.011621i,0.040884+0.013717i,0.047891+0.00083404i,0.046457-0.017174i,0.026585-0.029484i,0.010508-0.023122i,0.010135-0.024539i,0.0076344-0.031493i,0.0050707-0.023937i,0.0087786-0.015674i,0.0078244-0.011154i,0.001841+0.0008423i,0.0041392+0.011332i,0.011456+0.0083517i,0.0098225-0.0010395i
0.53172-0.18332i,0.5574-0.41127i,0.27028-0.56337i,-0.032154-0.46575i,-0.13222-0.2058i,-0.13162-0.01046i,-0.1075+0.038726i,-0.066418+0.010052i,-0.045323-0.0014789i,-0.033598+0.025794i,-0.016758+0.051375i,0.0023631+0.052933i,0.01369+0.033889i,0.0073812+0.013001i,0.00055469+0.004267i,-0.0017321-0.00061838i,-0.011722-0.0084433i,-0.021402-0.0053666i,-0.011967+0.010746i,0.006516+0.015768i,0.0080233+0.0057418i,-0.002947-0.0034237i,-0.0066915-0.0062425i
-0.34907+0.36849i,-0.51824+0.5242i,-0.47412+0.42047i,-0.31615+0.092396i,-0.23778-0.14132i,-0.20408-0.15617i,-0.17192-0.069376i,-0.13654-0.010057i,-0.10703-0.0071407i,-0.086317-0.014428i,-0.057264-0.013435i,-0.026013-0.01816i,-0.0022729-0.024361i,0.018556-0.021762i,0.033542-0.010416i,0.043155+0.0045278i,0.047605+0.012829i,0.042591+0.0078188i,0.023183-0.0070912i,-0.00065854-0.013297i,-0.0089656-0.0057303i,-0.0063314+0.0025595i,-0.0027375+0.0096017i
-0.29124-0.45483i,-0.49327-0.62978i,-0.50834-0.50907i,-0.26341-0.23042i,-0.018332-0.089155i,0.019745-0.094979i,-0.040676-0.089441i,-0.045941-0.031924i,0.0067501-0.0013586i,0.031198-0.016845i,0.012513-0.019855i,-0.007344-0.006804i,-0.021529-0.0044717i,-0.028033-0.005516i,-0.023482-0.013467i,-0.025405-0.024429i,-0.028316-0.021915i,-0.018571-0.012339i,-0.0038202-0.0037046i,0.0063965+0.003876i,0.010159+0.013279i,0.013868+0.020756i,0.016923+0.019625i
0.21383-0.04754i,0.28932-0.11217i,0.21972-0.23055i,0.047444-0.2959i,-0.096495-0.21796i,-0.13589-0.05225i,-0.069801+0.05694i,0.0025939+0.056666i,0.0028032+0.02407i,-0.01401+0.027222i,0.0067221+0.031285i,0.03264+0.012592i,0.042071+0.0010418i,0.038071-0.00074754i,0.026321+0.0015048i,0.017723+0.0027925i,0.006511-0.0016348i,-0.010215-0.0035007i,-0.014651+0.00041335i,-0.0044816-0.00097933i,0.002765-0.012554i,-0.0011879-0.023389i,-0.0095015-0.019325i
-0.025484-0.25463i,-0.18958-0.40127i,-0.26883-0.36643i,-0.13301-0.22474i,0.05459-0.19151i,0.11247-0.26036i,0.055027-0.28507i,-0.0093113-0.22089i,-0.0037072-0.12839i,0.025419-0.079662i,0.0094762-0.047856i,-0.011756-0.0033462i,-0.005862+0.021256i,0.0033277+0.021482i,0.0061664+0.022149i,0.013421+0.03424i,0.032038+0.044203i,0.047445+0.032743i,0.040489+0.008849i,0.017546-0.0013416i,0.00097695+0.0067842i,-0.0021146+0.018142i,-0.00074472+0.019671i
0.40011+0.025416i,0.64798-0.13807i,0.64393-0.30439i,0.41182-0.28857i,0.19004-0.16135i,0.04325-0.1054i,-0.072598-0.071516i,-0.1102+0.0078113i,-0.075895+0.069016i,-0.02962+0.070198i,-0.0040855+0.027038i,-0.0041079-0.018701i,-0.011494-0.038954i,-0.013261-0.038398i,-0.010963-0.036787i,-0.016188-0.048177i,-0.034281-0.056267i,-0.050042-0.042638i,-0.052712-0.013893i,-0.043917+0.0070244i,-0.032607+0.0087018i,-0.02734+0.0024152i,-0.021262+0.0026724i
-0.30331-0.10902i,-0.40956-0.15769i,-0.32626-0.16752i,-0.13099-0.12383i,0.0096415-0.065322i,0.05004-0.026034i,0.040595-0.020986i,0.029652-0.041341i,0.020135-0.07007i,-0.00017761-0.06873i,-0.004652-0.027018i,0.0079091+0.0095424i,0.01138+0.025463i,0.0096696+0.029577i,0.010127+0.026966i,0.015196+0.029581i,0.021417+0.033544i,0.022034+0.029288i,0.027547+0.016152i,0.03469-0.0039943i,0.031544-0.017929i,0.022591-0.021082i,0.0068092-0.020155i
0.56823-0.37057i,0.77418-0.56976i,0.62792-0.48349i,0.32574-0.20102i,0.19033-0.031934i,0.18189-0.0055684i,0.16762-0.0065805i,0.11037+0.010529i,0.058507+0.056262i,0.056708+0.075967i,0.045947+0.039399i,0.0095104+0.0077523i,-0.0084914+0.001608i,-0.014476-0.00082711i,-0.020895+0.00098424i,-0.024126+0.0094861i,-0.016089+0.01786i,-0.00094827+0.016805i,0.0035333+0.0092649i,-0.000512+0.0080885i,-0.0078144+0.014713i,-0.015254+0.02113i,-0.015588+0.01828i
0.32107+0.72133i,0.57483+0.94414i,0.65928+0.70304i,0.49775+0.28265i,0.25926+0.071082i,0.10324-0.021767i,0.0040944-0.093381i,-0.052695-0.099292i,-0.064923-0.062868i,-0.053195-0.014093i,-0.0077023+0.016283i,0.03565-9.1861e-05i,0.034833-0.02388i,0.013212-0.031367i,-0.0016449-0.033237i,-0.00046088-0.039501i,0.0033972-0.053568i,-0.0051404-0.060923i,-0.01684-0.046582i,-0.019879-0.023254i,-0.011222-0.016095i,-0.00051517-0.022318i,0.0025044-0.021102i
-0.36764-0.075135i,-0.43931-0.10153i,-0.31063-0.095541i,-0.13295-0.046232i,0.0038678+0.029538i,0.11477+0.052277i,0.149+0.0039646i,0.098772-0.02419i,0.051933-0.0010982i,0.040379+0.010362i,0.018718-0.0021579i,-0.015416-0.00095416i,-0.029627+0.013367i,-0.014417+0.021553i,0.0040262+0.023938i,0.0019105+0.035152i,-0.011598+0.054813i,-0.017022+0.060228i,-0.010376+0.043161i,0.0026709+0.017471i,0.013218-0.00044543i,0.01867-0.0085886i,0.016146-0.016909i
0.38503-0.017963i,0.55603+0.056315i,0.47176+0.16687i,0.24593+0.2318i,0.090555+0.22351i,0.00066692+0.17694i,-0.054953+0.12807i,-0.060866+0.074785i,-0.062205+0.020381i,-0.067864+0.0082983i,-0.042607+0.020876i,-0.0058133+0.0093884i,0.0078974-0.01365i,-0.003467-0.025298i,-0.021039-0.023707i,-0.024986-0.017679i,-0.010708-0.017105i,0.0090278-0.018451i,0.01642-0.016018i,0.0079773-0.0082761i,-0.004339-0.00037617i,-0.011844+0.0032544i,-0.010207+0.0039111i
-0.048428+0.48873i,-0.055184+0.69556i,0.020589+0.60752i,0.087086+0.31704i,0.051956+0.083535i,0.026661-0.021929i,0.037179-0.050574i,0.032437-0.026844i,0.03058+0.0052336i,0.022989+0.018608i,0.018892+0.032417i,0.035735+0.035848i,0.041516+0.015293i,0.029003-0.01031i,0.015048-0.029012i,0.0072847-0.035309i,0.0050357-0.035593i,-0.0015241-0.032806i,-0.0095708-0.016514i,-0.0079993+0.0041521i,0.0011901+0.0094962i,0.0079649+0.0028529i,0.0058149-0.0026242i
-0.32748+0.13741i,-0.40789+0.20008i,-0.3033+0.18585i,-0.12293+0.1325i,0.0062496+0.13807i,0.081093+0.1631i,0.1065+0.096036i,0.052129-0.014498i,-0.024646-0.043746i,-0.04007-0.0098336i,-0.018931+0.0050663i,-0.01319-0.0042069i,-0.018576-0.0037035i,-0.011133+0.0092283i,0.0047216+0.020414i,0.008637+0.026854i,4.7485e-06+0.034727i,-0.0040899+0.03582i,0.0022541+0.016151i,0.0062345-0.0086808i,0.0014158-0.015445i,-0.00015404-0.0072724i,0.006807-0.0024741i
-0.22081-0.087361i,-0.31879-0.049113i,-0.31525+0.017155i,-0.2568+0.055283i,-0.22874+0.037129i,-0.22185+0.0039451i,-0.18198+0.016287i,-0.094861+0.044848i,-0.019449+0.028765i,-0.0090603-0.0078656i,-0.02504-0.010054i,-0.014854+0.0060482i,0.0055231+0.0034785i,0.0075414-0.0093024i,-0.0074722-0.017746i,-0.022319-0.021966i,-0.020523-0.023726i,-0.0098851-0.019257i,-0.005353-0.0094743i,-0.002078+0.00016748i,0.0069015+0.00618i,0.01389+0.0082173i,0.013582+0.0094837i
0.04614-0.081881i,0.0014254-0.088178i,-0.026423-0.034264i,0.0048319+0.016381i,0.063817+0.015304i,0.10204-0.021016i,0.070708-0.057908i,0.0071914-0.04774i,-0.018037-0.014955i,-0.011034-0.0015725i,0.00070621+0.0052661i,0.012376+0.0087791i,0.017889+0.0035326i,0.017711-0.0018237i,0.01741-0.0087571i,0.018894-0.01785i,0.019244-0.023285i,0.01432-0.024455i,0.0049036-0.018205i,-0.0055294-0.004298i,-0.012878+0.0059832i,-0.016402+0.0075212i,-0.017168+0.0029827i
-0.18036+0.1885i,-0.29585+0.24608i,-0.29566+0.2403i,-0.19538+0.17978i,-0.13756+0.11766i,-0.10646+0.10719i,-0.018187+0.080682i,0.046122+0.0013437i,0.040202-0.042247i,0.019671-0.032351i,0.0033742-0.013591i,-0.0021607+0.0059521i,0.0051351+0.015451i,0.010169+0.012774i,0.010025+0.011554i,0.0038731+0.018706i,-0.0068418+0.030456i,-0.012829+0.038445i,-0.0044874+0.033289i,0.0071987+0.0096039i,0.0040971-0.016833i,-0.0053677-0.026727i,-0.0050404-0.020127i
-0.32372-0.31827i,-0.37967-0.49884i,-0.27691-0.49862i,-0.1248-0.32818i,-0.028233-0.20541i,-0.051479-0.17075i,-0.12662-0.10616i,-0.12718-0.028546i,-0.075343-0.0045282i,-0.043588-0.010562i,-0.032305-0.0097383i,-0.023409-0.0029857i,-0.012441-0.0013951i,-0.0026497-0.0039754i,0.0044385-0.0078622i,0.013055-0.018339i,0.023862-0.033618i,0.027637-0.045821i,0.014093-0.045388i,-0.0021262-0.026067i,-0.0025499+0.00034456i,0.0017864+0.018747i,0.00029896+0.027526i
0.2405-0.25878i,0.352-0.29003i,0.32933-0.23853i,0.15944-0.17753i,0.020306-0.071222i,0.036671+0.013581i,0.089434-0.0021415i,0.068256-0.019502i,0.038486+0.0064562i,0.036189+0.014765i,0.035681+0.0067715i,0.03243+0.0043387i,0.021972+0.0056087i,0.0051926+0.011255i,-0.0054477+0.014794i,-0.011836+0.015806i,-0.019683+0.020337i,-0.022125+0.02637i,-0.011923+0.028013i,-0.0004592+0.020528i,-0.00053331+0.0087917i,-0.007527-0.0059168i,-0.013536-0.023097i
0.027753+0.1304i,-0.12921+0.15931i,-0.25219+0.187i,-0.17162+0.15666i,-0.049784+0.042458i,-0.034332-0.016262i,-0.027014+0.0035808i,0.0014599-0.0095816i,-0.0043777-0.027857i,-0.0041787-0.013978i,0.0019471-0.0095051i,-0.0097217-0.0082666i,-0.010679-8.0309e-05i,0.0011546-0.0015679i,0.0094949-0.010199i,0.010541-0.016751i,0.0052194-0.019377i,-0.0015166-0.015627i,-0.0049182-0.0064566i,-0.0032433-0.0028876i,-0.00053733-0.0069523i,0.0017764-0.0084539i,0.0077811-0.0046629i
-0.049574-0.15359i,0.06106-0.3542i,0.12715-0.42399i,0.077065-0.2628i,0.030197-0.097506i,0.011873-0.087623i,-0.027594-0.10545i,-0.019031-0.05519i,0.030521-0.02397i,0.034166-0.028068i,0.013242-0.017234i,0.012883+0.003777i,0.024184+0.016401i,0.025338+0.018261i,0.01858+0.018954i,0.02288+0.026871i,0.040814+0.02761i,0.050588+0.011444i,0.037958-0.0099987i,0.019213-0.021424i,0.0093813-0.02107i,0.00064905-0.01694i,-0.013565-0.0086947i
0.14629-0.099256i,0.33267+0.033981i,0.45762+0.13773i,0.40234+0.060899i,0.24748-0.024458i,0.13963-0.0017026i,0.091797+0.0035307i,0.016749-0.013343i,-0.042599+0.011103i,-0.029942+0.037248i,0.0012872+0.033254i,0.0037642+0.017463i,-0.017747+0.0085538i,-0.035387+0.01162i,-0.036165+0.013148i,-0.039476+0.0025252i,-0.05238-0.0050321i,-0.055044-0.0041949i,-0.038375+0.0020515i,-0.0148+0.0092234i,0.0013323+0.0071551i,0.0097322-0.0040646i,0.014633-0.016i
0.12481-0.01936i,-0.049751-0.042589i,-0.28157-0.025314i,-0.30952+0.02709i,-0.19592+0.04723i,-0.12665+0.044427i,-0.060647+0.054598i,0.016807+0.018866i,0.033756-0.035886i,0.0095656-0.039878i,0.00080984-0.017874i,0.013864-0.0099052i,0.030046-0.015461i,0.033297-0.020586i,0.028441-0.019226i,0.028931-0.016054i,0.03316-0.0083466i,0.03211+0.0033703i,0.020157+0.01022i,0.0045591+0.010516i,-0.0053814+0.0071224i,-0.0074734+0.0042565i,-0.0053279+0.0041642i
0.13225+0.16639i,0.30496+0.064651i,0.37677-0.14072i,0.27299-0.233i,0.16719-0.17952i,0.12376-0.14991i,0.049121-0.12276i,-0.0089626-0.032849i,0.0010517+0.036559i,0.022914+0.039257i,0.01499+0.023252i,-0.0093224+0.032504i,-0.020173+0.053072i,-0.014437+0.046287i,-0.012575+0.024485i,-0.015226+0.017316i,-0.010961+0.016375i,-0.0022047+0.0063924i,0.003175-0.0060778i,0.0034891-0.0096398i,0.0056733-0.0049529i,0.010756-0.0010288i,0.010817-0.002386i
-0.16589+0.11645i,-0.1378+0.379i,-0.011158+0.59469i,0.086704+0.55719i,0.071107+0.3911i,0.05492+0.26785i,0.097376+0.14082i,0.093964+0.011455i,0.036895-0.030703i,0.0019414-0.0052844i,0.0043958+0.010501i,0.0096608-0.0099464i,-0.0077638-0.034667i,-0.024819-0.031012i,-0.022931-0.01711i,-0.015679-0.014804i,-0.014412-0.015137i,-0.0090915-0.010223i,0.0027682-0.0055766i,0.01167-0.0044549i,0.017858-0.0049465i,0.019391-0.0086332i,0.015242-0.012409i
0.067386-0.20514i,-0.085601-0.30544i,-0.26402-0.32821i,-0.27704-0.26788i,-0.20012-0.21265i,-0.18238-0.1646i,-0.18026-0.062529i,-0.11319+0.015515i,-0.039769+0.010315i,-0.015281-0.016689i,-0.013637-0.011658i,0.0019446+0.016854i,0.030921+0.028304i,0.039592+0.015586i,0.02631+0.0044621i,0.013315+0.0057355i,0.0053923+0.014058i,-0.0023846+0.023641i,-0.007505+0.026399i,-0.0070883+0.0224i,-0.0048551+0.018668i,-0.0003614+0.015636i,0.0040301+0.010846i
0.21054+0.22018i,0.37922+0.20356i,0.48222+0.07589i,0.41798-0.0067111i,0.2838+0.011148i,0.21263+0.015824i,0.15779-0.034831i,0.087242-0.054019i,0.040728-0.034017i,0.016345-0.014501i,-0.0026848-0.0061065i,-0.025223-0.0083191i,-0.044914-0.0032383i,-0.039913+0.0012756i,-0.020671-0.0063004i,-0.0066202-0.015912i,0.002267-0.024317i,0.0077242-0.030394i,0.0077535-0.027239i,-0.00047612-0.018687i,-0.010234-0.0093979i,-0.012739+0.00062842i,-0.0097141+0.0074435i
-0.33758+0.18236i,-0.48984+0.34578i,-0.51592+0.4767i,-0.38981+0.43597i,-0.23791+0.25797i,-0.14795+0.1496i,-0.064156+0.14114i,0.00065899+0.11895i,0.0095595+0.081539i,0.0031503+0.055833i,0.0090735+0.029395i,0.022242+0.005736i,0.02952-0.016506i,0.02256-0.02638i,0.011211-0.018121i,0.0020965-0.004302i,-0.0061888+0.0105i,-0.0092603+0.021406i,-0.0023385+0.021616i,0.0075613+0.014053i,0.01553+0.0075105i,0.021706+0.0021822i,0.022137-0.0022929i
-0.041434-0.30473i,-0.082276-0.468i,-0.14215-0.52775i,-0.17956-0.37874i,-0.13121-0.15755i,-0.065395-0.093012i,-0.07023-0.11815i,-0.07253-0.10221i,-0.036255-0.075115i,-0.013478-0.051975i,-0.0093562-0.020219i,-0.012282+0.0098479i,-0.0069292+0.031317i,0.0097501+0.030411i,0.016011+0.012466i,0.011715-0.0032067i,0.0035413-0.010659i,-0.0069815-0.0089288i,-0.01305-0.0011964i,-0.012894+0.0062397i,-0.010789+0.011006i,-0.0092699+0.013538i,-0.0096849+0.010866i
0.22847+0.11105i,0.35322+0.22465i,0.45438+0.26613i,0.40818+0.14455i,0.21099-0.0044894i,0.07589-0.01685i,0.070347+0.030622i,0.075577+0.04944i,0.060711+0.044752i,0.039146+0.014828i,0.010687-0.012143i,-0.0049741-0.021033i,-0.012376-0.026379i,-0.016873-0.02119i,-0.0087292-0.0096542i,0.0053425-0.0025143i,0.017844-0.0012604i,0.025164-0.0044559i,0.022813-0.0069788i,0.012759-0.0061019i,0.0014715-0.0027674i,-0.0046318+0.0018442i,-0.0018291+0.0030264i
-0.22516+0.11788i,-0.45102+0.093067i,-0.60552+0.098913i,-0.4917+0.17503i,-0.20604+0.18939i,-0.036988+0.10514i,-0.023222+0.03943i,-0.035449+0.0063439i,-0.037133-0.011468i,-0.018283-0.0021651i,0.011859+0.0027237i,0.023805-0.00098228i,0.027923+0.0042742i,0.029799+0.006087i,0.020217-0.00045438i,0.00036466-0.0068463i,-0.022878-0.0047781i,-0.035688+0.0061255i,-0.027577+0.014541i,-0.0096117+0.011205i,0.00060072+0.0026561i,0.0017281-0.00033377i,-0.0013967+0.003121i
-0.031602-0.21338i,0.11074-0.38335i,0.20839-0.52139i,0.075757-0.50162i,-0.11932-0.31789i,-0.14892-0.13242i,-0.083473-0.042985i,-0.018816+0.0032558i,0.02439+0.020015i,0.01792+0.01066i,-0.0058706+0.013302i,-0.0099782+0.017705i,-0.0074313+0.012618i,-0.0030448+0.013238i,0.0064884+0.017366i,0.019335+0.01492i,0.028944+0.004909i,0.023519-0.0083959i,0.0052629-0.015389i,-0.0090157-0.0096353i,-0.010282+0.00047274i,-0.0041984+0.0023342i,0.0003585-0.0017232i
0.10719+0.040933i,0.11237+0.27304i,0.12949+0.51342i,0.19735+0.48695i,0.22442+0.23653i,0.15244+0.042362i,0.057514-0.020736i,-0.01265-0.025541i,-0.040256-0.0095217i,-0.018436-0.0050232i,0.0021008-0.017138i,0.0018034-0.016953i,0.0029734-0.0074061i,0.0042641-0.0043852i,0.00082251-0.0053502i,-0.0024002-0.002769i,-0.0020789+0.004841i,0.0038249+0.010846i,0.0099643+0.011453i,0.0082311+0.0062373i,-0.0010795+8.4879e-05i,-0.010372+0.0015896i,-0.011424+0.0080178i
-0.056858-0.0040674i,-0.23635-0.18219i,-0.4356-0.35937i,-0.49505-0.3164i,-0.37515-0.10987i,-0.18089+0.037062i,-0.029371+0.074872i,0.054768+0.056347i,0.075456+0.018464i,0.05205+0.0060016i,0.035017+0.015038i,0.024202+0.012521i,0.0043822+0.011406i,-0.002013+0.018059i,0.0072957+0.015036i,0.0091776+0.0025692i,-0.0034797-0.008966i,-0.019147-0.0096515i,-0.022125+0.00052496i,-0.009501+0.0092382i,0.0020118+0.0077716i,0.0037958-0.0013824i,0.00090435-0.0098777i
