0.00086091-0.00063949i,0.0015445-0.0018978i,0.0024486-0.0020066i,0.0014128-0.0014727i,0.00028483-0.0011137i,0.00011324+0.00041448i,0.00055015+0.0017066i,0.0014367+0.0019675i,0.0018429+0.0009732i,0.0012517-0.00027317i,1.2671e-05-0.0012046i,-0.00077195-0.00076406i,-0.00068116-0.00039947i,9.4344e-05-0.00035965i,0.00076503+0.00050976i,0.00058295+0.00035028i,0.0010723-0.00028308i,0.0012457-0.00077555i,0.00064176-0.00043977i,-0.00025207+0.00036089i,-0.00042279+0.00011904i,-0.00011026-0.00024842i,-0.00048679+0.00010774i
0.00020748-0.0014466i,5.6639e-05-0.00075394i,0.00039745-0.00029251i,0.00085124-0.00027962i,0.0010438-0.00013521i,0.00087408+0.00022553i,0.00080402-8.304e-05i,0.00098891-0.00035287i,0.00078692+0.00014822i,-0.00017664+2.8202e-07i,-0.00045359+0.0002998i,2.8784e-05+0.0012177i,-0.00041037+0.0009807i,-0.00088159-0.00033716i,-0.00057207-0.0006257i,-0.00041282+8.6506e-05i,3.6453e-05+0.0002076i,0.00058458+0.000549i,0.0005008+0.00091382i,-0.00015792+0.00020878i,-0.0001846-0.00044682i,-0.00053829-0.00092103i,-0.00057812-0.00094181i
-0.0020712-0.0013231i,-0.0030909-0.0014602i,-0.0037753+0.00012471i,-0.0030176+0.0012649i,-0.0013974+0.0020716i,-5.2798e-05+0.0017619i,0.00084134+0.00055534i,0.00072513-3.8528e-05i,-4.8862e-05-6.9873e-05i,-0.00072849+0.00035807i,-0.00075342+0.00072887i,0.0001749+0.00070574i,0.00039076-0.00020974i,-0.00053965-0.0010453i,-0.0010275-0.00080506i,-0.00096562-0.00062345i,-0.0005749-0.00045266i,-0.00031077+0.00034952i,-8.1196e-05+0.0004361i,-0.00037024+0.00015334i,-0.00027864-0.00033878i,-1.0811e-05-0.0006845i,0.00015051-0.00062269i
-0.0023154+0.0019373i,-0.0013952+0.0022342i,-0.00050008+0.0036134i,0.00041184+0.0034554i,0.0010198+0.0019069i,0.0014957+0.0011516i,0.00090735+0.0010816i,0.0003198+0.00068844i,0.00074082+0.00059286i,0.00089709+0.00076232i,0.00032546+0.00066204i,-9.7104e-05+0.00054728i,2.6114e-05+0.00098874i,0.00030629+0.0013021i,-0.00022132+0.00068445i,-0.00020919+0.00043298i,0.00017653+0.00074281i,0.0002407+0.00072426i,-5.8777e-05+0.00013495i,-0.00090815+0.0001889i,-0.0011069+0.00031959i,-0.00050354+0.00033278i,-0.00049277+0.00036802i
-0.001268-0.0011658i,-0.0011589+5.7456e-05i,-0.0020695-0.00031065i,-0.0011243-0.000446i,0.00036905+0.00026222i,0.00017107+0.00092928i,0.00025784+0.00022295i,0.00013065-0.00031379i,-0.00044423+0.00038545i,-0.00046357+0.00085014i,-5.0711e-05+0.00081588i,0.00056391+0.00010401i,0.0007222-0.0004813i,0.00097974-0.0009329i,0.00045424-0.00016486i,-7.0564e-05+0.0010454i,-0.00034423+0.0013544i,-0.0011451+0.00031928i,-0.00084888-0.00058278i,8.3871e-05-0.00043864i,-5.9249e-06-0.00029925i,-0.00074244-0.00026335i,-0.0010199-0.00070969i
0.00019426-0.00082144i,0.00013923-0.0017284i,0.00040948-0.001864i,0.00035409-0.0013855i,-0.00011097-0.00014557i,0.00011942+0.00052758i,7.4173e-05-0.00011276i,-4.2063e-06-0.00022287i,-0.00026666-0.00033524i,-0.00066578-0.00056699i,-0.00020289+0.00016693i,0.00060021+0.0010161i,0.00088452+0.00098842i,0.0010436+0.00083132i,0.00030647+0.00040315i,-0.00086547-0.00055775i,-0.0010143+1.9097e-05i,-6.3605e-05+0.00096809i,0.00067005+0.0011558i,0.00071775+0.00094006i,0.00098918+0.00043051i,0.00057154+0.00034645i,0.00026049+0.00069548i
0.0016639-0.00030196i,0.0021251+0.00070077i,0.0029517+0.0011243i,0.0017228+0.00055526i,-8.8472e-05-0.00023294i,6.6974e-05-0.00064399i,0.00058675-0.00057514i,0.00027393-0.00043725i,-8.18e-05-3.8643e-05i,-0.00050634-0.00012581i,-0.00080478+0.00026453i,-0.00075711+5.2821e-05i,-9.9695e-05-0.00077263i,-0.00027865-0.00051172i,-0.00066553-0.00021491i,-0.00015236-0.00055858i,7.8762e-06-0.0012104i,-0.0003204-0.0010753i,-5.079e-05-0.00024093i,-0.00035725-0.00012152i,-0.00073404-0.00040808i,-0.00070837-1.4342e-05i,-0.0005153-4.6391e-05i
0.00086193-0.00066743i,0.00045017-0.00095322i,0.00053216-0.00017097i,0.00090911+0.0007901i,0.00083448+0.00094799i,0.00060491+0.00077079i,0.00027677+0.0005698i,0.0009191+0.00041993i,0.0010816+0.00036461i,4.3083e-05+0.00018469i,-0.00041822-4.0171e-05i,0.00017493-0.00020826i,0.00019004-0.00052507i,-0.00027129-0.00073487i,-0.00017398-0.00042632i,0.00010127-0.00056052i,0.0003037-0.0007036i,-0.00015453-0.00029261i,-0.00037496-0.00039641i,-0.00067393-0.0011278i,-0.00066762-0.0010133i,-0.00015278-0.00041189i,0.00037653-0.00026508i
-0.00010586+0.00061701i,0.0011096+0.00089493i,-0.00046343+0.00084278i,-0.0020039-1.5005e-05i,-0.00053931+7.829e-05i,0.00075678+0.00027011i,0.00033373+6.8268e-05i,0.00010561+0.00012251i,6.0225e-05-8.5266e-05i,0.00013911+0.000501i,6.6049e-05+0.0011061i,-0.00038322+0.00081002i,2.9314e-05+0.00012847i,0.00018274-0.00038032i,0.00019823-1.0058e-05i,0.00053211+0.00033618i,-0.00017783-0.00013409i,-0.00038872-0.000263i,-0.00051179-0.00062481i,-0.00082452-0.00060469i,-0.00066942-1.7902e-05i,0.0004922-0.00013893i,0.0014499-0.00020713i
-0.0030111-0.00092099i,-0.0027085-0.0015287i,-0.0027322-0.0016i,-0.0013127-0.0004661i,0.00030043+0.00075148i,0.00058042+0.0010899i,8.0026e-05+0.0010383i,-0.00069062+0.0013989i,-0.00070048+0.001617i,-0.00097444+0.0010928i,-0.00063243+0.00062664i,-0.0001115+0.0008779i,0.00026308+0.0010714i,0.00057089+0.00067989i,-1.063e-05+9.7197e-05i,-0.0010652-0.00041712i,-0.00023819-0.00035807i,0.00058754-0.00019192i,0.0010196-0.00028484i,0.0005461+0.00017437i,-0.00050939+0.00021402i,-0.00051481+0.00013887i,-0.00038107+0.00012627i
-0.0016325-0.0012467i,-0.0010716-0.0011955i,-0.0017606-0.00091404i,-0.00092461-0.00028437i,-0.0005485+0.00056516i,-0.00054556+0.00037902i,0.00068995-0.00013822i,0.00026385+0.00066887i,-0.00074617+0.0018404i,-0.00080448+0.0020417i,-0.00086082+0.0017474i,-0.00033098+0.0019032i,0.00012389+0.0018278i,-0.00023228+0.00097497i,-0.00024747+0.00078612i,-7.8247e-05+0.00070828i,-5.4315e-05-0.00055074i,0.00094215-0.00059763i,0.00088061+0.00028521i,-0.00042613-0.0002548i,-0.0011726-0.0008841i,-0.00075506-0.00079207i,0.00048646-0.00079846i
0.0022882+0.00084849i,0.0020345+8.3574e-05i,0.0014641+0.00046252i,0.00082532+0.0011182i,0.00080776+0.00098562i,0.00064781+0.0011866i,0.00020075+0.00071351i,-0.00028918+0.00052338i,-0.00041387+0.0011845i,-0.00028102+0.0011355i,-0.00010848+0.0009521i,-0.00030684+0.0006349i,-0.00047906-7.4944e-05i,5.1547e-05+6.5745e-05i,-5.6959e-05+0.001052i,-3.0813e-05+0.0012619i,0.00010914+0.0010935i,-0.00022944+0.00047676i,-0.00074279+0.00029936i,-0.00060105+9.9411e-07i,0.00013944-0.0006081i,-0.00013578-0.00045465i,-6.215e-05+0.00038115i
-0.00022173-0.0002639i,8.56e-05+0.0006142i,-4.2829e-05+0.00074973i,0.00028185+0.00054777i,0.00094083+0.0008042i,0.0015411+0.001027i,0.0013838+0.00034432i,-5.307e-05-0.00079954i,-0.00070352-0.00062697i,1.8214e-05+4.1139e-05i,4.9968e-05+0.00036408i,0.0002564+0.00029262i,0.00065746+0.0001935i,0.0003273-0.00012437i,0.00055855-0.00026013i,0.000296+0.00025558i,-0.00011314+0.00077562i,-3.3915e-05+0.00030059i,3.2339e-05-0.00023245i,-0.00039912-0.00027614i,-0.00029805-0.0010489i,0.00038265-0.0012169i,0.00094259-0.00069366i
-0.001367+0.0026062i,-0.0013758+0.0033049i,-0.0011497+0.0031944i,-0.00046193+0.0023725i,-0.00010491+0.0012617i,7.9793e-05+0.0001273i,-3.6656e-05-0.00036557i,-0.00049412+0.00014276i,-9.7034e-05+0.00036669i,0.00061633+0.0010228i,0.00075289+0.0012028i,0.0011878+0.00050499i,0.0018222+0.00012431i,0.00086176+0.00016697i,0.00043428-6.5494e-05i,0.00079496+0.00029886i,0.00033466+0.00064271i,8.1277e-05+0.00089128i,6.5017e-05+0.0012809i,-0.00040247+0.001283i,-0.00050397+0.000386i,0.00044421-0.00015403i,0.0007968-5.0947e-05i
0.00010417-0.00094763i,-0.0011009-0.0012656i,-0.00041755-0.0019992i,0.00013068-0.00042465i,0.00014861+0.0010241i,0.0012568+0.00051164i,0.00018356-0.0007179i,-0.0016506+0.00021562i,-0.0017227+0.00088922i,-0.00051319+0.00077006i,0.00015023+0.0011467i,-1.1953e-05+0.00042799i,0.00028866+4.9887e-05i,0.00098418+0.00042793i,0.00028304+0.00049498i,-0.00067454-0.00024272i,-3.144e-05-0.00032499i,0.00048236+7.803e-05i,-0.00035371+0.0010031i,-0.00023141+0.00051656i,0.00024204-0.0011314i,0.00041573-0.0011722i,0.00077486-0.0007446i
0.0035864-0.0020443i,0.003183-0.0016119i,0.0025702-0.0023836i,0.0013965-0.0017141i,0.00084769-0.00091386i,0.00080023-0.00024963i,0.00063867-0.00023047i,0.00088325-0.0003569i,0.00081183-0.0006235i,-0.00041316-3.6182e-05i,-0.0014119+0.00011838i,-0.0003148-0.00031769i,0.00021958+0.00035805i,-0.0004938+0.00025483i,-0.00011712-0.00086271i,5.8679e-05-0.0011536i,-0.00015977-0.00084891i,-1.4015e-05-0.00094267i,0.00078564-0.00063849i,0.0013386+0.00036442i,0.00050953+0.00084058i,-0.00037853+7.2603e-05i,8.4113e-05-0.00071364i
-0.00067239-0.0018758i,-0.00083698-0.0019421i,-0.0015048-0.0024866i,-0.0015204-0.001984i,-0.00078733-0.00026085i,-0.00046809+0.00025404i,-0.00028909-0.00064474i,-0.00058322-0.00087578i,-0.0009261+7.4521e-05i,-0.0011536+0.00065653i,-0.0014237+0.00066259i,-0.0010218+0.00024095i,-0.00051553+3.1297e-05i,-0.00070711+0.00016566i,-0.00062105-2.8722e-05i,-0.00039908-0.00034884i,-5.4976e-05-0.00054108i,-0.00011448-0.00092625i,7.6518e-05-0.0010311i,0.00041062-0.00038422i,6.0367e-05-0.00015139i,-0.00031321-0.00027654i,-0.00022676-0.00043952i
-0.0011155+0.0015395i,0.00027671+0.0015947i,0.00064784+0.0029876i,0.00073123+0.0027502i,0.0010464+0.0022903i,0.0012556+0.0016138i,0.00085211+0.00070937i,0.00059348+0.00093421i,0.00054713+0.00075129i,0.00048466+4.2798e-05i,0.0002602+1.7464e-05i,-0.00016497+2.4923e-05i,0.00016232-0.00055191i,0.00048809-0.0012906i,7.3925e-05-0.00094323i,-0.00028732-0.00015863i,-0.00012907-2.4906e-05i,-0.00032233-0.00021389i,-0.00050913+0.00011267i,-0.00030127-0.00015694i,-0.00027597-0.00024969i,-0.0005924-0.00016907i,-0.00018064-0.00058655i
-0.00033491-0.00085107i,-0.0010706-0.0022211i,-0.0013802-0.002025i,-0.00047557-0.0010663i,-0.0005412-0.00063489i,-0.0004249+9.0986e-05i,-5.6401e-05+0.00048937i,-9.3765e-05+0.00049198i,-0.00021184+0.00041696i,-0.00043906+0.00018068i,-0.00042874+3.9611e-05i,-0.00023419+0.00027047i,3.3473e-05+0.00081852i,-0.00015742+0.00059524i,-0.00071946+0.00010603i,2.7888e-05-0.00013937i,4.5762e-05-0.00051233i,-0.00043541-0.00052417i,-0.00045644+0.00024586i,-0.00027252+4.0165e-05i,-0.00029209+0.00022325i,-0.00036229+0.00075899i,-0.00026506+0.00060076i
-0.0016049+0.00053503i,-0.0022346-0.00034043i,-0.0024283+0.00062861i,-0.001852+0.00105i,-0.0013014+0.0010251i,-1.6715e-05+0.001092i,0.00077089+0.00047496i,0.00057002+8.1553e-05i,0.00057639+0.00091679i,0.00057918+0.0019414i,0.00017396+0.0021314i,-0.00012556+0.0012194i,0.00023937+0.00078998i,0.00033968+0.0010783i,0.0004054+0.00040584i,0.00081002-0.0001449i,0.00059838-0.00017244i,0.00035307-0.0004255i,0.00033963-0.0004253i,-9.2219e-06-0.00053335i,-5.5617e-05-0.00077423i,9.0648e-05-0.0006614i,0.00045822-0.00036178i
0.0011747-0.00021723i,0.00098397+0.0012378i,0.0014005+0.0014041i,0.0012247+0.00089053i,0.00063099+0.0013746i,-0.00027666+0.00074058i,-0.00022794-0.00026675i,0.00039258-0.00030124i,0.0004315+0.00030202i,6.1868e-06+0.0011958i,-0.00017246+0.0011444i,-0.00032639+0.00035682i,-0.00058178+7.4866e-05i,-0.00068891+1.4077e-05i,-7.2535e-05-0.00023357i,0.0009673-6.2628e-05i,0.0011983-0.00029963i,0.00065213-0.00038306i,0.00016247-0.00012673i,0.00011519-0.00033588i,-0.00030208-0.00041636i,-0.000773-3.8303e-05i,-0.00042228+0.00031783i
0.00014377+0.0015705i,0.00012744+0.0014454i,0.00063339+0.0014836i,0.00108+0.0015151i,0.00059717+0.0009673i,0.00069906+5.8128e-05i,0.0015656-0.00037213i,0.0017075+0.00029126i,0.001243+0.00059757i,0.00057286+0.00048153i,-3.3133e-05+0.0011059i,-0.00023511+0.0011573i,0.00023962+0.00025626i,-0.00045357-0.00025606i,-0.001624-0.00054438i,-0.00073004-0.00072173i,0.00038275-0.00046325i,0.00037877-0.00019434i,-6.7164e-05-0.00021215i,-0.00030376-0.00019384i,-0.00026905-0.00045804i,-9.708e-05-0.00042727i,-0.00010974-0.00035741i
0.00032645+0.000502i,0.00081913+0.00023498i,0.00069363+0.0014139i,0.0006774+0.0017224i,0.0011816+0.00071623i,0.00082172+0.00016314i,0.00059144+0.00020961i,0.00043263-0.00040749i,-0.00015568-0.0010638i,-0.00013434-0.00037776i,-0.00015955+0.00050929i,7.9537e-05+0.0011149i,0.0003816+0.0012593i,-0.0002036+0.0010737i,-0.00059643+0.00070154i,-0.00055769+0.00032336i,2.0835e-06-2.5405e-05i,0.00060981-8.1692e-05i,0.00055141-0.000519i,5.3014e-05-0.00040105i,-0.00044983+0.00035933i,-0.00029796+0.00042279i,-0.00017226+0.0003684i
0.0013621+0.0025361i,0.00073691+0.0019346i,0.00087283+0.001378i,0.0016961+0.0006714i,0.0017009-0.00061882i,0.0010835-0.0018929i,0.00075392-0.0019709i,0.00054002-0.00054905i,0.00079029+0.0010376i,0.00092714+0.0015359i,0.00035582+0.0011285i,0.00042173+1.0397e-05i,6.8725e-05-0.00070692i,4.2156e-05-0.00070161i,0.00081217-0.00057703i,0.00054596-0.00032684i,0.00022257-0.00015138i,0.00046093+0.00046426i,0.00056549+0.00090396i,-0.00019965+0.00084988i,-0.00067579+0.00071822i,-6.0462e-05+0.00063183i,0.00035885+0.00019722i
-9.8853e-05-7.0294e-05i,-0.00090228+0.00020305i,-0.00068497+5.0833e-05i,-1.338e-05+4.4042e-05i,0.00053535+0.00028201i,0.00076253-0.00016523i,0.00094622+5.0203e-06i,0.00068342+0.0006166i,6.3086e-05+0.00019533i,-0.00037161+8.8286e-05i,-2.4986e-05+8.2272e-05i,0.00063166+0.000106i,0.00029567-4.9054e-05i,7.7615e-05-0.00041329i,-9.5891e-05+0.00023914i,-0.000315+0.00091587i,-5.6737e-06+0.00042318i,0.00029931-0.00047858i,0.00010846-0.00066542i,-0.00014359-0.00061706i,-1.6007e-05-0.00098974i,-0.00017432-0.00035887i,-0.00014377+0.00015762i
0.0011983-0.0016459i,0.00069029-0.0013822i,0.0022381-0.00092486i,0.0016796-0.00028255i,-5.3722e-05+0.00027917i,-0.00077564+0.00055872i,-0.00017738+0.00011552i,-2.7332e-05-0.00066549i,6.9124e-05-0.00018402i,-7.5939e-05+0.00069718i,-0.00068708+0.00043964i,-0.00026581-4.4034e-06i,0.00069702-0.00038487i,0.00026147-0.00081182i,-3.0105e-05-0.00056943i,0.00082149+0.00012244i,0.00096676+0.0004193i,0.00014781-2.8401e-06i,-3.1477e-05+0.00033348i,5.2954e-05+0.00087918i,8.9383e-07+0.0009576i,-0.00058222+0.00082769i,-0.00019082+0.0007093i
0.00032033-0.0011455i,0.00025999-0.00043963i,0.0018924+0.00094775i,0.0014287+0.0013343i,0.00046551+0.0016962i,0.00092004+0.0019083i,0.0010851+0.0015432i,0.00054863+0.00065167i,0.00018415+0.00019664i,-0.0001389+0.00087416i,-0.00050573+0.0015121i,-0.00089529+0.0015663i,-0.00071022+0.00060918i,-0.00011882+0.00043333i,-0.0001652+0.00096154i,-0.0006214+0.00079405i,-0.00063658+0.00053266i,-0.00040703+0.00054888i,-0.00020472+0.00029423i,0.00031203+0.00057461i,0.00047299+0.0003283i,0.00049834-0.00034599i,0.0003301-0.00054425i
0.0010353-0.0008957i,-0.001174-0.00086785i,0.00073527-0.0006506i,0.0011653-0.00086938i,0.00067885-0.00096092i,-0.00021023-0.00071131i,-0.0004853-0.00030101i,-0.00011404-0.00030619i,1.9845e-05+0.00056649i,-0.00049181+0.00099903i,-0.00057309+0.00082885i,0.00044918+0.0012021i,0.00047542+0.00080456i,9.7367e-05+0.00012113i,-1.6624e-05-9.1571e-05i,0.00078417-0.00022288i,0.0011827+1.2615e-05i,0.00014375+0.00010279i,-0.00020987+5.7667e-05i,-0.0001314+0.00055576i,-8.2971e-05+0.00033508i,-3.5665e-05-0.00012965i,-7.4636e-05-2.6964e-05i
-0.0034784-0.00012278i,-0.0025743-8.079e-05i,-0.0025439-0.0012874i,-0.0014883-7.3091e-05i,-0.00019805+0.001497i,0.00057779+0.0015376i,0.00044379+0.0013225i,2.5212e-05+0.00059132i,-0.00025069+0.00039498i,-0.00078392+0.00016774i,-0.00061206+8.0115e-05i,0.00018708+0.00045191i,0.00061027+0.00072689i,-7.6548e-05+0.0004867i,0.00044994+0.00019955i,0.0010788+0.00085411i,0.00021585+0.00070333i,-0.00056907+0.00067247i,-0.00051778+0.00065492i,0.00025318-5.4722e-05i,0.00052643+1.4232e-06i,6.6249e-05-2.9677e-05i,0.00015477-0.00018669i
-6.3946e-05-0.0019405i,-0.00082205-0.0017447i,-0.0019909-0.0017321i,-0.0018201-0.0012332i,-0.00019402+0.00023918i,0.00087838+0.00051934i,0.00087102+0.00022197i,0.00036082+0.0013468i,-8.9192e-05+0.0019608i,0.00021772+0.0013268i,0.00038169+0.0010971i,0.00052654+0.0011342i,0.00036309+0.00070464i,3.0061e-05+0.00017286i,-0.00062782-0.00033853i,-0.00077964-0.00024821i,-0.00035599+0.00016279i,-0.00055475+0.00060531i,-0.00034359+0.00050897i,-9.1156e-05-0.00017017i,-0.00046139-0.00068488i,6.1343e-05-0.0011152i,0.00088362-0.00042519i
-0.0018372+0.0011115i,-0.00079404+0.0023446i,4.8434e-05+0.0026065i,0.00061387+0.0027301i,0.00063596+0.0021101i,0.00068566+0.0021204i,0.00036141+0.0017259i,-0.00065941+0.00085639i,-0.0010383+0.0013161i,-0.00013826+0.0015016i,0.00056153+0.0013406i,0.00083613+0.0015621i,0.00051924+0.00094886i,-0.00041641-0.00046043i,-0.00011099-0.0008005i,-5.3963e-05-0.00021353i,-0.0005137+0.00047771i,-0.0003309+0.0012612i,-8.5314e-05+0.0011278i,-0.00010484+0.00070637i,-0.0002193+0.00073638i,-0.00039503+0.000577i,-0.00090537+0.00042922i
-0.00051206+0.0016154i,-0.0012856+0.0017428i,-0.0011794+0.002316i,-0.00065259+0.0025168i,2.0052e-05+0.0016123i,0.0002165+5.2793e-05i,0.00024672-0.0013968i,0.00017969-0.00097784i,0.00014127-7.7793e-05i,0.00054122+0.00012612i,-0.00025699+0.00060107i,-0.00069045+0.00083207i,-0.00057751+0.00026467i,-0.00047197-0.00013632i,-0.00020509-0.00014656i,-5.9958e-05-0.00016413i,-0.00011771+0.00033061i,-2.3545e-05+0.00029776i,0.000123-0.00070769i,0.00034756-0.0010108i,4.7654e-05-0.00099037i,0.00039086-0.00084428i,0.00063014+0.00015843i
0.0027444+0.00028882i,0.0025058-9.393e-05i,0.002339-0.00067232i,0.0014328-0.00015905i,0.00067443+0.00070004i,0.00072926+0.00054321i,0.0013291-0.00036279i,0.0011549-0.00046464i,0.00070361+4.5299e-05i,0.00027216+0.0001754i,-0.00082907+3.096e-05i,-0.0010463+8.4013e-05i,-0.00012151+0.00029806i,0.00071083+8.2894e-05i,0.00078971-0.00010777i,0.00038535-0.0001076i,-4.9679e-05-3.4965e-06i,-0.00033137+0.0001226i,0.00011534+0.00020641i,0.00022516+1.0025e-05i,0.00038718+0.0002343i,0.00048555+0.00071346i,-0.00014296+0.00035394i
0.0011008-0.0011861i,0.0015753-0.00019691i,0.001899+0.00038459i,0.0014516+0.00017365i,0.00016244-0.00015523i,-0.00090292-0.00018626i,-0.0010509-1.3726e-05i,-0.00085977+0.00031668i,-0.0010072+0.00061252i,-0.00079081+0.00063938i,-0.00042356+0.00029759i,-0.00043548+0.00010542i,-1.7506e-05-0.00028026i,0.00018249-0.00060061i,-0.0004085-0.00069514i,-0.00086528-0.00093522i,-0.00033253-0.00035908i,0.00035293+0.00056835i,0.00033739+0.00069031i,-0.00010946+0.00041936i,-0.00046892+1.9941e-05i,-0.00024203+0.00021961i,-4.4093e-05+0.0001801i
0.0025785-0.00011021i,0.003691-0.00015724i,0.003241+0.00032968i,0.0017932+6.6053e-05i,0.00042957-0.00043093i,0.00012965-0.00086523i,7.6581e-06-0.00069053i,-0.00072583+0.00023906i,-0.00068106+0.00086903i,-0.00098093+0.00045275i,-0.0012831+0.00018022i,-8.5381e-06+0.00039097i,0.0012396+0.00020572i,0.00077972-0.0001851i,-0.00013506-0.00054064i,-8.0511e-05+0.0001174i,-1.4973e-05+0.00080607i,-5.8024e-05+0.0003775i,-0.00035718-0.00041101i,-0.00027557-0.00011957i,0.00011956-0.00012771i,0.00047363-0.00033936i,0.00030023+3.0781e-05i
0.0025006+0.00040642i,0.0027581+0.00094724i,0.00099787+0.0011338i,-2.3667e-05-0.00020707i,0.00026593-0.0014389i,-2.3241e-05-0.0013181i,0.00063996-0.00097313i,0.00082054-0.00056485i,0.00095693-0.00064529i,0.00094518-0.0010687i,-7.1839e-05-0.00039606i,-0.00053757-7.0155e-05i,0.00011937+3.0926e-05i,0.00026695+0.00037281i,-0.00074584-0.00051177i,-0.00037135-0.00087775i,8.912e-05-0.00012398i,-6.7978e-05+0.00055804i,-0.00012264+0.00014609i,-0.00028903-0.00021221i,-0.00063982+0.00024628i,-0.00037388-0.00010523i,-8.1773e-05-0.00072326i
0.0011373-0.0018773i,0.0012596-0.0018152i,-2.3016e-05-0.0023341i,-0.00022419-0.0016339i,-8.5579e-05-0.00056938i,0.00052157+0.00025856i,0.00056151+0.00047976i,-0.00020175+0.00029616i,-0.00092788-1.3061e-05i,-0.0012227+0.00039431i,-0.0011062+0.0006746i,-0.0008636+0.00061551i,-0.00067632+0.00010645i,-0.00056157-0.00064433i,-0.00073423-0.00055379i,-0.00048813+0.00013911i,-0.00039163+7.934e-05i,-3.1481e-06-0.00039317i,0.00041803-0.0005018i,-0.0001674-0.00095616i,-0.0001574-0.0006465i,0.0002309+0.00022754i,1.4962e-05+3.5535e-05i
-0.00044538-0.0004721i,-0.00022009+0.00033985i,-0.00044124+0.00069188i,-0.00011421+0.00070567i,0.00037543+2.5834e-05i,0.00027662-0.00020076i,-0.00031494+0.00012545i,-0.00023231+6.0221e-05i,0.00046717+0.00036247i,0.00066303+0.0009518i,0.00044314+0.00081451i,0.00037856+0.00044904i,-0.0001738+0.00035217i,-0.00012626-0.00014552i,0.0003279-0.00037077i,0.00020827-0.00025659i,0.00053056-5.6868e-06i,0.00056153+0.00066801i,0.00010315+0.0010305i,-6.9674e-05+0.00074068i,-0.00017468+0.00022136i,-0.0001896+0.00011061i,0.00028852+0.0001536i
8.8577e-05-0.0013595i,-0.00044654-0.00087984i,-0.0013024-0.001436i,-0.0011344-0.0011712i,0.00033035-0.0002546i,0.0010833+0.00020752i,0.00050341+0.00040182i,-0.00021276+0.00027461i,-0.0010195+0.00036001i,-0.00099552+0.0011337i,-5.9886e-05+0.00053126i,-4.2583e-05-0.00023447i,0.00042382-0.00047244i,0.00071608-0.00025363i,3.1701e-05-0.00033425i,4.1716e-05-0.00028418i,-1.6974e-05+0.00032799i,4.0013e-05+0.00028055i,0.00018112-0.00023064i,8.9227e-05-0.00014887i,0.00034219-7.4596e-05i,-0.00013125-0.00089405i,-0.00057807-0.00098441i
0.0017225+0.00032013i,0.0010051+7.2141e-05i,0.0011288+0.00040164i,0.0014431+0.00075441i,0.00053883+0.0014973i,-0.00035684+0.0019074i,9.5233e-05+0.00072233i,0.0004049-0.00022643i,0.00017867+8.2722e-05i,-0.00045387+0.00011125i,-0.00062954-0.0003652i,-1.2569e-05-0.00047674i,0.00066882-0.00010824i,0.00086423-0.00015265i,0.00042726-9.4968e-05i,0.00021673-0.00023723i,0.00038171+0.00019643i,0.00071131+0.00061981i,0.0012719+0.00057458i,0.0011601+4.2985e-05i,-0.00031819-0.00041026i,-0.0012782+0.00010953i,-0.0014385+0.00015597i
-0.0017069+0.0005979i,-0.00065491+0.00069555i,-0.0011533+0.0010811i,-0.00039976+0.00061552i,0.0014924+0.00042053i,0.0018756+0.00052179i,0.0013752+0.00017135i,0.00073894+0.0011726i,-0.00049+0.0019192i,-0.001369+0.0012365i,-0.0010819+0.0013056i,-2.0649e-05+0.00086724i,0.00083042+0.00038798i,0.00072112-0.00021541i,0.0002157-0.00061042i,-0.00028398-6.2403e-05i,-0.00088186+0.00039398i,-0.00060819+0.00061418i,0.00030555-0.00017713i,0.00054644-0.00060038i,0.00034272+0.00019916i,9.5285e-05-2.6686e-05i,-0.00037448-0.000752i
0.000345-0.0017976i,0.00013131-0.0010267i,-0.00091436-0.0004156i,-0.0015214+0.00090503i,-0.0012273+0.0013138i,-0.00093632+0.00095501i,-0.00093794+0.00028422i,-0.00051049-0.00027037i,-0.00029125+0.00014204i,-0.00079423+0.00094135i,-0.00074846+0.0010843i,-0.0002237+0.00083258i,5.9521e-05+0.00011294i,-1.8363e-06-0.00082058i,-0.00082048-0.00095681i,-0.00093197-0.00076303i,-0.00035425-0.00043456i,0.00032839+0.00011441i,-8.365e-05-6.128e-05i,-0.00023295-9.8444e-05i,4.677e-05+0.00060076i,0.00046667-0.00026472i,0.00087164-0.00095358i
0.00028427-0.0012263i,0.00037669-0.0014295i,-0.00061912-0.001487i,-0.0011665+0.00021041i,-0.00019639+0.0017867i,0.00074982+0.0012104i,0.00098323+0.000345i,0.0011754+0.0001352i,0.00055868-2.4319e-05i,9.3939e-05-2.4824e-05i,9.6871e-05+0.00034037i,-9.1664e-05+0.00058609i,5.0373e-05+0.00054709i,-2.3698e-05-0.00038003i,-0.00039746-0.00065612i,-0.00016497+0.00024024i,-9.0647e-05+0.0005383i,-0.00044828+0.00010188i,-0.00091074-0.00079118i,-0.00053201-0.00037158i,0.00043702+0.00059601i,0.00076934+0.00082609i,0.00067322+0.00047372i
