-0.0020159+0.00058171i,-0.0014704-0.00015387i,-0.0024141+8.2489e-06i,-0.0025671+0.00074544i,-0.001607+0.0010791i,-0.00052782+0.0011842i,-0.00080504+0.0017366i,-0.0014375+0.0018315i,-0.0004292+0.0015237i,0.00091808+0.0011141i,0.00087641+0.0006816i,0.00088775+0.0006172i,0.0007996+0.0008294i,0.00015022+0.00073557i,0.00036914+0.00077178i,8.775e-05+0.00016434i,-0.00025076-0.00042372i,-0.00032197-0.00096223i,-0.00013851-0.00076879i,-0.00025337-0.00069298i,-0.00089065-0.00058481i,-0.00086451-2.1768e-05i,-0.00032935+0.00029685i
0.04786-0.21508i,0.20395-0.36509i,0.39189-0.3555i,0.40359-0.12004i,0.20567+0.091986i,-0.012418+0.093999i,-0.11414-0.00061414i,-0.092788-0.05802i,-0.038865-0.082647i,-0.022864-0.078756i,-0.02461-0.043443i,-0.023997+0.0042616i,-0.0089977+0.037214i,0.0058381+0.031056i,-0.012453+0.0084044i,-0.046081+0.0036129i,-0.058201+0.0058275i,-0.042928+0.0015492i,-0.020581-0.0059703i,-0.0090115-0.012634i,-0.0089773-0.014894i,-0.014001-0.014148i,-0.016906-0.011846i
0.2512+0.058393i,0.52129+0.16061i,0.77752+0.17733i,0.82325-0.027939i,0.60062-0.24204i,0.25723-0.23521i,0.057903-0.10137i,0.042135-0.0098925i,0.05476+0.0021509i,0.040591-0.0048215i,0.023786+0.017366i,0.016305+0.041181i,0.0014189+0.03364i,-0.029242+0.019215i,-0.056994+0.01536i,-0.068005+0.010833i,-0.063441-0.0044347i,-0.05381-0.027182i,-0.043159-0.033497i,-0.029933-0.019514i,-0.016329-0.00085388i,0.00023835+0.013138i,0.016692+0.010309i
-0.11279+0.27698i,-0.35351+0.55937i,-0.63522+0.81128i,-0.67535+0.80377i,-0.41247+0.48103i,-0.078092+0.059175i,0.078986-0.17973i,0.063355-0.16675i,0.041352-0.068206i,0.03562-0.027061i,0.0031531-0.031968i,-0.041378-0.041243i,-0.064771-0.030627i,-0.039784-0.015294i,0.0028775-0.042456i,0.0077462-0.090989i,-0.0060779-0.10085i,-0.0035137-0.068025i,0.0044337-0.032022i,0.0012831-0.016218i,-0.0085673-0.012412i,-0.015878-0.010532i,-0.013478-0.0035692i
-0.26233-0.11858i,-0.48311-0.25394i,-0.57832-0.25099i,-0.38203+0.050945i,-0.059969+0.34342i,0.081168+0.32474i,0.0090775+0.19493i,-0.084777+0.14313i,-0.080926+0.1257i,-0.037251+0.077945i,-0.034194+0.020137i,-0.042846-0.0065424i,-0.0252-0.013693i,-0.0020778-0.025656i,0.016212-0.040968i,0.02995-0.054929i,0.027491-0.058897i,0.014042-0.049751i,-0.0014664-0.036948i,-0.018193-0.023612i,-0.033782-0.0067166i,-0.037552+0.013323i,-0.024015+0.025763i
0.13701-0.30806i,0.25704-0.68005i,0.21175-1.0436i,-0.11584-1.0334i,-0.32427-0.54067i,-0.10208-0.023146i,0.15244+0.10866i,0.14285+0.042354i,0.047679+0.02679i,0.027449+0.025016i,0.043686-0.019629i,0.039759-0.063446i,0.0099299-0.059525i,-0.0090242-0.010337i,0.026149+0.036513i,0.084604+0.032258i,0.095562-0.0044145i,0.056798-0.025341i,0.014688-0.020542i,-0.0037186-0.0096992i,-0.0019407-0.0073728i,0.0011262-0.011i,-0.0057538-0.010661i
0.28721+0.19197i,0.54258+0.41754i,0.62275+0.59037i,0.33393+0.51476i,-0.092997+0.28195i,-0.30804+0.13586i,-0.28173+0.052634i,-0.19299-0.021462i,-0.12519-0.035912i,-0.072476-0.01647i,-0.025215-0.0017725i,0.0088469+0.0089421i,0.017661+0.013287i,0.0058327+0.0080059i,-0.011952+0.012066i,-0.014705+0.037756i,0.0036294+0.046256i,0.015232+0.017979i,0.013666-0.0083459i,0.014884-0.017172i,0.011367-0.024572i,0.0010018-0.025931i,-0.0058113-0.017838i
-0.18495+0.26701i,-0.28669+0.49919i,-0.16956+0.52025i,0.13531+0.1569i,0.19967-0.21312i,-0.028678-0.17232i,-0.093777+0.087404i,0.023314+0.15065i,0.041472+0.054837i,-0.0067476+0.02861i,0.00097213+0.065829i,0.038588+0.071283i,0.039166+0.028358i,-0.002061-0.0021359i,-0.031172+0.02106i,-0.013088+0.055483i,0.025399+0.052027i,0.055308+0.023143i,0.061164-0.003315i,0.047303-0.01564i,0.034201-0.015729i,0.023182-0.016638i,0.010468-0.019506i
-0.27854-0.2332i,-0.59496-0.47285i,-0.84899-0.59806i,-0.773-0.49207i,-0.42161-0.37698i,-0.12453-0.40127i,-0.055812-0.39674i,-0.074136-0.26162i,-0.046634-0.12571i,-0.020681-0.074532i,-0.04089-0.045292i,-0.063118-0.0057032i,-0.054228+0.012373i,-0.028639+0.004985i,-0.011675-0.014493i,-0.020998-0.030691i,-0.033648-0.027995i,-0.021685-0.018316i,-0.0026197-0.016692i,0.0013957-0.018473i,-0.0064131-0.016072i,-0.011158-0.0095087i,-0.0063133-0.0053119i
0.27976-0.21532i,0.56448-0.40953i,0.75534-0.45444i,0.69085-0.23249i,0.48721+0.019133i,0.26024+0.069843i,0.021972+0.042087i,-0.10051+0.063731i,-0.070511+0.055339i,-0.034846+0.0021945i,-0.046305-0.017242i,-0.050499-0.004542i,-0.0328-0.0051208i,-0.025884-0.025268i,-0.036096-0.030354i,-0.0328-0.0086613i,-0.0053098+0.0099788i,0.017882+0.012166i,0.013925+0.0061964i,-0.010651+0.0085969i,-0.022579+0.024561i,-0.010174+0.03341i,0.0040681+0.024416i
0.21826+0.28261i,0.46621+0.48021i,0.64195+0.46005i,0.53526+0.18703i,0.30599+0.032389i,0.26032+0.066534i,0.30681-0.0063875i,0.2093-0.135i,0.060398-0.11891i,0.025493-0.057623i,0.030145-0.066689i,0.0024904-0.086748i,-0.018825-0.074904i,-0.006403-0.054388i,0.014727-0.044958i,0.019057-0.044712i,0.015418-0.044599i,0.011618-0.039725i,0.0052764-0.028377i,0.004866-0.020189i,0.0062158-0.020417i,0.0052896-0.017411i,0.00674-0.0078157i
-0.31888+0.2003i,-0.61303+0.49449i,-0.754+0.81191i,-0.5608+0.84748i,-0.29793+0.51074i,-0.24639+0.14773i,-0.25175-0.0017169i,-0.16824-0.036764i,-0.074351-0.05126i,-0.032958-0.051702i,-0.027183-0.045091i,-0.022782-0.032237i,-0.0013696-0.018767i,0.01784-0.016034i,0.021216-0.013267i,0.019236+0.0037013i,0.02522+0.033733i,0.0379+0.056909i,0.043102+0.052404i,0.029706+0.025047i,0.0068555-0.0015854i,-0.0093309-0.014113i,-0.018077-0.012083i
-0.12399-0.32041i,-0.26018-0.54985i,-0.30355-0.61115i,-0.17761-0.43922i,-0.049684-0.2421i,-0.037825-0.10829i,-0.00049357+0.024004i,0.07761+0.056978i,0.071846+0.0172i,0.041249+0.025531i,0.055454+0.032509i,0.063028+0.0083689i,0.044086-0.0013428i,0.019003+0.018784i,0.014885+0.050357i,0.036775+0.053646i,0.050939+0.027113i,0.051412+0.0044832i,0.054523-0.0065462i,0.055921-0.014185i,0.046182-0.021525i,0.025751-0.027417i,0.0026-0.029005i
0.30337-0.10378i,0.48636-0.31599i,0.41971-0.53441i,0.11689-0.51654i,-0.021913-0.27189i,0.093168-0.15255i,0.11071-0.19998i,0.011479-0.13508i,-0.0023353-0.019888i,0.034272+0.00012573i,0.04702-0.010569i,0.048358-0.011372i,0.032722-0.014352i,0.002248-0.014603i,-0.022133+0.0047876i,-0.02642+0.04334i,-0.017512+0.065938i,-0.014711+0.053529i,-0.020793+0.020395i,-0.024615-0.010074i,-0.023156-0.018597i,-0.016878-0.010723i,-0.010609-0.005667i
0.0016319+0.34553i,0.060059+0.62956i,0.1107+0.74592i,0.1355+0.55646i,0.15568+0.2777i,0.15511+0.16873i,0.13553+0.17067i,0.10264+0.12838i,0.038394+0.044943i,-0.035143+0.019187i,-0.051379+0.04597i,-0.02621+0.041888i,-0.014467+0.0050418i,-0.020563-0.027632i,-0.041649-0.036547i,-0.05581-0.011623i,-0.036133+0.013901i,-0.0068284+0.016754i,0.0052013+0.014213i,0.0058435+0.016077i,0.0093248+0.020127i,0.024557+0.016034i,0.04004-0.00039449i
-0.31553-0.04712i,-0.53891-0.013853i,-0.5539+0.04934i,-0.34791+0.10311i,-0.18872+0.13676i,-0.11643+0.14714i,-0.035621+0.10595i,-0.0047873+0.0095764i,-0.018121-0.035169i,-0.012745-0.017997i,-0.016432-0.0027195i,-0.030793+0.017948i,-0.016781+0.031502i,0.0061922+0.0095352i,-0.0070729-0.023911i,-0.053431-0.029685i,-0.077215-0.0028725i,-0.05266+0.024435i,-0.015158+0.027451i,0.0022427+0.018359i,0.0059542+0.017634i,0.013916+0.021269i,0.022227+0.0081399i
0.10639-0.32383i,0.10484-0.61883i,0.048916-0.71515i,-0.0064661-0.46597i,-0.033288-0.13464i,-0.091989+0.020107i,-0.16373+0.065016i,-0.11558+0.069552i,-0.0069695+0.0057323i,0.017957-0.062201i,-0.009602-0.07098i,-0.017689-0.052366i,-0.0076725-0.035305i,0.010113-0.02176i,0.022211-0.026985i,0.014723-0.041002i,0.0020355-0.036278i,0.00329-0.01157i,0.017034+0.014227i,0.02426+0.023355i,0.015717+0.023197i,0.010903+0.026483i,0.023603+0.02412i
0.30618+0.15898i,0.57838+0.20694i,0.66508+0.11825i,0.42698-0.089754i,0.10859-0.23281i,-0.042676-0.22735i,-0.044537-0.21367i,-0.017958-0.18664i,-0.0053449-0.098875i,0.0079462-0.027517i,0.014307-0.012664i,0.0016913-0.019654i,-0.016667-0.018503i,-0.014522-0.016828i,0.0026698-0.026481i,0.0078077-0.035917i,0.0022422-0.026529i,-0.0039577-0.0084914i,-0.005616-0.0048095i,-0.0033569-0.019009i,-0.017359-0.034925i,-0.040659-0.026197i,-0.040714+0.0020826i
-0.21445+0.23793i,-0.30437+0.43526i,-0.26654+0.4359i,-0.13285+0.19569i,-0.041716-0.032633i,-0.032735-0.12338i,-0.071144-0.12041i,-0.099716-0.031214i,-0.054943+0.066354i,1.9879e-05+0.066234i,0.010092+0.024532i,0.019111-0.0044848i,0.02779-0.031264i,0.023502-0.032764i,0.027964-0.012216i,0.04043-0.0032168i,0.045845-0.0098767i,0.036387-0.020464i,0.016758-0.025512i,0.002532-0.028151i,-0.0069831-0.032925i,-0.016322-0.024018i,-0.01608+0.0022846i
-0.21363-0.25985i,-0.43368-0.38412i,-0.50927-0.30676i,-0.29455-0.073307i,0.0246+0.024332i,0.20631-0.061582i,0.21224-0.10522i,0.12434-0.065576i,0.02617-0.016358i,-0.014849+0.019223i,-0.012013+0.016578i,-0.011531-0.0082628i,-0.011818-0.020093i,-0.0010177-0.014355i,0.011733-0.0005318i,0.010963+0.011857i,-0.0019891+0.028451i,-0.0050853+0.042108i,0.0068118+0.032896i,0.014786+0.013329i,0.013962+0.0027141i,0.01078-0.0021292i,0.0037137-0.0077471i
0.34101-0.11071i,0.64063-0.20768i,0.82097-0.15757i,0.73743+0.046763i,0.49022+0.17926i,0.23091+0.14665i,0.03144+0.043645i,-0.0944-0.026128i,-0.1405-0.022638i,-0.10367+0.006816i,-0.034168+0.020307i,0.026014+0.03529i,0.058854+0.038426i,0.039994+0.025476i,-0.0021353+0.034269i,-0.019299+0.061816i,-0.0065381+0.070801i,0.017442+0.060273i,0.031021+0.057258i,0.029623+0.064884i,0.026435+0.064185i,0.022992+0.049359i,0.016422+0.031655i
0.081582+0.34678i,0.22097+0.5613i,0.3058+0.52962i,0.21574+0.27765i,0.079093+0.20485i,0.096378+0.33907i,0.21803+0.33558i,0.22773+0.14691i,0.11393-0.012418i,0.016832-0.038417i,-0.00077306-0.0089616i,0.0096221-0.0089972i,-0.00042848-0.018201i,-0.01064-0.0089646i,-0.013889-0.00049921i,-0.033781+0.0033398i,-0.061461+0.015952i,-0.071766+0.034848i,-0.056297+0.041124i,-0.027717+0.021137i,-0.013256-0.005406i,-0.015618-0.012595i,-0.018698-0.0085156i
-0.39769+0.034924i,-0.80928+0.18012i,-1.0783+0.37467i,-0.95852+0.45262i,-0.60784+0.32915i,-0.33568+0.11194i,-0.20432-0.01034i,-0.1108-0.046071i,-0.059571-0.081821i,-0.066211-0.09224i,-0.080582-0.050991i,-0.070045-0.0022872i,-0.035507+0.0095133i,-0.007171-0.023057i,-0.012015-0.066747i,-0.032442-0.080147i,-0.035815-0.061295i,-0.023706-0.032787i,-0.016518-0.023058i,-0.017096-0.033387i,-0.014633-0.036265i,-0.010498-0.027258i,-0.0073781-0.012631i
0.055567-0.33927i,0.012053-0.57707i,-0.071488-0.58026i,-0.11918-0.34704i,-0.13877-0.19528i,-0.17368-0.13711i,-0.1505-0.029633i,-0.0093122+0.033871i,0.10772+0.0098957i,0.10159-0.0034241i,0.046868+0.0069105i,0.0048186+0.0076357i,-0.014012+0.00338i,-0.0091736-0.00051097i,-0.00034264-0.0059033i,-0.0018888-0.018044i,-0.014033-0.030073i,-0.022539-0.027429i,-0.021565-0.0161i,-0.030269-0.0080421i,-0.053011-0.0011609i,-0.065596+0.0069628i,-0.050269+0.0044933i
0.3153+0.093168i,0.58312+0.0079686i,0.60107-0.22676i,0.2522-0.39217i,-0.088954-0.31858i,-0.12676-0.23304i,-0.076675-0.29714i,-0.1387-0.29155i,-0.16736-0.157i,-0.10084-0.081729i,-0.048004-0.086062i,-0.026389-0.066652i,0.0020389-0.019954i,0.029819+0.0043956i,0.033281+0.0067401i,0.010815+0.023493i,-0.0095501+0.053261i,-0.024906+0.062831i,-0.045655+0.051227i,-0.052101+0.03393i,-0.034918+0.011683i,-0.01477-0.012363i,-0.010761-0.022079i
-0.21525+0.25896i,-0.31302+0.44829i,-0.23315+0.45297i,0.025429+0.23972i,0.23438+0.064604i,0.26297+0.0011414i,0.16761-0.033272i,0.061669-0.013394i,0.025725+0.041762i,0.0065989+0.059038i,-0.035011+0.052443i,-0.054514+0.040573i,-0.051359+0.018495i,-0.041482+0.0024198i,-0.033965-0.0049067i,-0.038561-0.002029i,-0.040348+0.013238i,-0.024887+0.021506i,-0.0012585+0.010007i,0.012815-0.0066302i,0.0083723-0.0085148i,0.0069739+0.0022013i,0.022119-0.0018555i
-0.1847-0.24224i,-0.33028-0.41313i,-0.31582-0.46254i,-0.12253-0.42936i,0.010351-0.40729i,-0.039923-0.3081i,-0.13293-0.15745i,-0.17765-0.092446i,-0.18105-0.073928i,-0.11094-0.049604i,-0.020216-0.043091i,0.03007-0.043877i,0.047291-0.046171i,0.047543-0.048271i,0.048655-0.043457i,0.03744-0.04815i,0.0099357-0.045333i,0.0094077-0.021574i,0.042871-0.011211i,0.053345-0.035176i,0.013326-0.060239i,-0.036533-0.045989i,-0.054858-0.0043438i
0.34092-0.12634i,0.57894-0.24192i,0.61059-0.23763i,0.41378-0.060925i,0.28268+0.076985i,0.29358+0.063122i,0.30954-0.014557i,0.29422-0.047224i,0.2433+0.013172i,0.16138+0.093067i,0.093983+0.09519i,0.035063+0.044245i,-0.017445+0.013842i,-0.038726+0.014474i,-0.035387+0.017369i,-0.031029+0.013902i,-0.037257+0.0029255i,-0.061591-0.011331i,-0.095187-0.019315i,-0.11091-0.026461i,-0.091086-0.027536i,-0.047555-0.023429i,-0.013444-0.034799i
0.06771+0.36158i,0.20149+0.66287i,0.3518+0.76027i,0.35194+0.54969i,0.13547+0.32754i,-0.079316+0.27378i,-0.11261+0.28786i,-0.15362+0.24421i,-0.29596+0.16621i,-0.33257+0.11929i,-0.21324+0.048375i,-0.097914-0.04109i,-0.048763-0.072736i,-0.025548-0.064469i,-0.028256-0.048797i,-0.057353-0.011874i,-0.059094+0.029763i,-0.025037+0.031745i,-0.011557-0.002784i,-0.025633-0.025397i,-0.03138-0.0079643i,-0.0013338+0.018213i,0.040378+0.011711i
-0.34453-0.038747i,-0.58733-0.041279i,-0.58398-0.017818i,-0.25933+0.027229i,0.090655+0.044716i,0.21693-0.065539i,0.16115-0.26504i,0.1388-0.41125i,0.19529-0.46616i,0.16225-0.41269i,0.049004-0.22163i,0.039728-0.0096191i,0.099547+0.058762i,0.079928+0.020279i,0.02203+0.0039354i,0.0081751+0.0045644i,0.0050858-0.012471i,0.00012201-0.014806i,0.0027108+0.00021243i,-0.022997+0.016352i,-0.072783+0.040289i,-0.10057+0.072525i,-0.080378+0.09923i
0.088203-0.31235i,0.050085-0.5755i,-0.14699-0.60776i,-0.31859-0.32375i,-0.26133-0.058848i,-0.16039-0.013898i,-0.22063-0.027539i,-0.30671+0.072305i,-0.26091+0.19299i,-0.14944+0.1478i,-0.13816-0.016914i,-0.21078-0.083688i,-0.1851-0.004427i,-0.047011+0.059228i,0.048201+0.036667i,0.042694+0.020967i,0.030403+0.068662i,0.062536+0.13909i,0.09918+0.16517i,0.085497+0.11059i,0.018284+0.013389i,-0.049342-0.065439i,-0.092684-0.088752i
0.26106+0.28165i,0.51024+0.53951i,0.68187+0.71042i,0.64854+0.57172i,0.50288+0.17089i,0.37932-0.2833i,0.24814-0.66205i,0.035068-0.84894i,-0.17845-0.74026i,-0.23785-0.41681i,-0.10817-0.13851i,0.059923-0.068311i,0.085106-0.07735i,0.0042885-0.0090191i,-0.040204+0.058629i,-0.048346+0.037889i,-0.076086-0.011127i,-0.10873-0.047198i,-0.15061-0.071992i,-0.18084-0.062761i,-0.12085-0.0095521i,0.014951+0.02126i,0.10512-0.0082171i
-0.23456+0.26243i,-0.35253+0.4046i,-0.2755+0.32905i,-0.15808+0.090972i,-0.2211+0.12079i,-0.20295+0.46678i,0.070414+0.61987i,0.23315+0.43614i,0.12194+0.30065i,-0.034726+0.30679i,-0.13272+0.24777i,-0.22954+0.14019i,-0.28818+0.13359i,-0.20423+0.18041i,-0.0548+0.13567i,0.013464+0.059739i,0.057896+0.027312i,0.13202-0.032112i,0.17202-0.11966i,0.12544-0.15703i,0.0093285-0.093201i,-0.060884+0.040908i,-0.037353+0.13065i
0.13239+8.6931i,0.20268+8.9921i,1.8213+8.8017i,2.624+5.0202i,2.7186+1.2103i,1.738-1.0977i,0.27503-0.95578i,0.064774+0.32441i,0.82817+0.89578i,1.4324+0.55461i,1.3477+0.016459i,1.0839-0.20694i,1.0878-0.26083i,1.0746-0.24054i,0.97317-0.29321i,0.6883-0.34973i,0.27091-0.20478i,-0.01824-0.013565i,-0.13614+0.11752i,-0.019609+0.272i,0.27531+0.32895i,0.45445+0.18604i,0.34088+0.025933i
0.39375-0.042376i,0.61684-0.04744i,0.61577-0.001905i,0.43506+0.031594i,0.26875-0.089789i,0.0058212-0.22547i,-0.29216-0.10192i,-0.3379+0.11119i,-0.22626+0.11169i,-0.14678+0.02331i,-0.087392-0.015154i,-0.067592-0.033703i,-0.066716-0.024103i,-0.044502-0.0026439i,-0.035181+0.021808i,-0.0227+0.06293i,0.020841+0.099832i,0.072222+0.11229i,0.099022+0.11929i,0.0902+0.13615i,0.063471+0.12411i,0.028535+0.066559i,5.6558e-06+0.01493i
-0.0068057+0.28247i,0.088444+0.50045i,0.33675+0.43032i,0.50759+0.018462i,0.40995-0.26311i,0.31912-0.20417i,0.36783-0.14107i,0.31887-0.12992i,0.22648+0.030252i,0.23837+0.16381i,0.20579+0.16722i,0.12167+0.18911i,0.1142+0.18551i,0.11263+0.088721i,0.049589+0.0010017i,0.002325-0.02285i,-0.02356-0.052836i,-0.088173-0.093852i,-0.15065-0.091358i,-0.1368-0.037743i,-0.045111+0.027609i,0.047586+0.040534i,0.069897+0.011646i
-0.27689-0.21133i,-0.46143-0.44269i,-0.51614-0.62767i,-0.41312-0.59177i,-0.26385-0.38609i,-0.10737-0.17295i,-0.0054587-0.0025558i,-0.0029568+0.12569i,-0.045642+0.18461i,-0.051062+0.19626i,0.02124+0.17278i,0.070066+0.090049i,0.017186+0.017153i,-0.048359+0.021331i,-0.055583+0.044253i,-0.04587+0.032374i,-0.052679+0.025495i,-0.063168+0.033183i,-0.073149+0.033203i,-0.055877+0.031422i,0.0031091+0.018492i,0.059414-0.0068977i,0.074334-0.031864i
0.2412-0.18721i,0.42983-0.26176i,0.43147-0.13991i,0.21934+0.14578i,0.015818+0.3327i,-0.06346+0.35558i,1.0366e-06+0.36564i,0.12975+0.35291i,0.17625+0.22781i,0.12981+0.044382i,0.065729-0.11534i,0.0039762-0.1801i,-0.033886-0.13999i,-0.019267-0.068911i,0.020742-0.032012i,0.043597-0.034271i,0.056957-0.044555i,0.076648-0.053313i,0.085792-0.063379i,0.07145-0.069321i,0.029698-0.065583i,-0.020825-0.045641i,-0.048147-0.022378i
0.14347+0.34929i,0.29628+0.71834i,0.50249+0.93176i,0.64806+0.7435i,0.60858+0.37889i,0.43978+0.13417i,0.30425-0.02661i,0.21452-0.1995i,0.1089-0.28881i,0.020515-0.23273i,-0.016414-0.12785i,-0.020752-0.056202i,-0.0093105-0.03137i,0.0032004-0.037231i,0.0055204-0.047069i,-0.0084218-0.04993i,-0.03947-0.046498i,-0.071542-0.040904i,-0.090142-0.037972i,-0.089603-0.024413i,-0.050553+0.0076832i,0.014403+0.029551i,0.057383+0.026927i
-0.34716+0.030078i,-0.71514+0.019719i,-0.95079+0.0032737i,-0.8518-0.033965i,-0.56418-0.11549i,-0.32999-0.18624i,-0.29575-0.14492i,-0.39687-0.023625i,-0.40447+0.062778i,-0.25182+0.061442i,-0.079796+0.013826i,0.012126-0.032687i,0.039237-0.058641i,0.032928-0.064496i,0.006227-0.052562i,-0.021493-0.030222i,-0.031237-0.0032601i,-0.018017+0.022874i,0.0068907+0.03548i,0.019099+0.033131i,-0.0017581+0.022887i,-0.032301+0.012392i,-0.035422-0.0020308i
0.031081-0.32902i,-0.012518-0.56127i,-0.205-0.52299i,-0.38365-0.13268i,-0.35057+0.1833i,-0.27278+0.21502i,-0.25759+0.24961i,-0.10986+0.37561i,0.099187+0.35558i,0.1309+0.19539i,0.045863+0.085342i,-0.011415+0.05086i,-0.022448+0.025671i,-0.017628-0.003778i,-0.011795-0.022412i,-0.0054418-0.024011i,0.0066236-0.023005i,0.022159-0.033494i,0.030793-0.049606i,0.019383-0.049915i,-0.014579-0.013504i,-0.038976+0.050002i,-0.027571+0.093894i
0.26653+0.12479i,0.51233+0.21665i,0.64461+0.11427i,0.52528-0.14509i,0.30335-0.20801i,0.22281-0.042632i,0.29011-0.010722i,0.29534-0.17969i,0.16935-0.26294i,0.057677-0.14251i,0.043382-0.00514i,0.0454+0.027299i,0.016136+0.025742i,-0.0075201+0.035788i,-0.008324+0.040633i,0.0074463+0.032797i,0.0096398+0.020214i,-0.018107+0.025714i,-0.040197+0.046583i,-0.033862+0.047923i,-0.0071291+0.022636i,0.02296-0.0076112i,0.034112-0.028165i
-0.20979+0.11981i,-0.4018+0.097835i,-0.47027-0.10068i,-0.39016-0.33031i,-0.28771-0.33896i,-0.16446-0.20148i,-0.1271-0.14605i,-0.25409-0.11947i,-0.31162-0.017882i,-0.18701+0.030907i,-0.066208-0.0065768i,-0.033171-0.027554i,-0.02612-0.0146i,-0.016635+0.0010233i,-0.021289+0.015134i,-0.039022+0.041066i,-0.035092+0.076744i,-0.009751+0.099895i,0.0049551+0.096647i,-0.0017597+0.068643i,-0.015649+0.027381i,-0.027637-0.015295i,-0.040702-0.034617i
-0.063839-0.24733i,-0.076429-0.49552i,-0.073299-0.55687i,-0.065253-0.34523i,-0.050386-0.14296i,-0.04651-0.0858i,-0.026241-0.015058i,0.064823+0.095399i,0.13536+0.11331i,0.094819+0.052062i,0.023229+0.012831i,0.0036869+0.0067387i,0.014406-0.00020227i,0.016664-0.014771i,0.022789-0.02071i,0.050073-0.025815i,0.067426-0.049945i,0.050544-0.077643i,0.015853-0.077827i,-0.0093415-0.041532i,-0.02165+0.0084631i,-0.028536+0.04344i,-0.02617+0.048134i
0.29189+0.064769i,0.64428+0.24283i,0.95019+0.41684i,1.0037+0.38811i,0.77365+0.18539i,0.36315+0.044295i,0.073406+0.021112i,0.022593-0.00535i,0.039752-0.04909i,0.030465-0.042813i,0.0204-0.0084689i,0.012049+0.011681i,-0.0087374+0.0198i,-0.034054+0.026338i,-0.042775+0.022065i,-0.039901-0.0011466i,-0.046511-0.022414i,-0.056058-0.035827i,-0.062982-0.048877i,-0.054759-0.044026i,-0.0050642-0.017717i,0.063195-0.0037581i,0.086142-0.016736i
-0.1044+0.22416i,-0.2164+0.45085i,-0.18918+0.49909i,-0.02877+0.24104i,0.026081-0.012983i,0.00079995+0.030976i,0.066094+0.1722i,0.097204+0.14639i,0.02703+0.061888i,0.013322+0.044579i,0.059629+0.034402i,0.066883+0.0099895i,0.050057+6.2939e-05i,0.042224-0.0024027i,0.025537-0.0061195i,0.0022519-0.0037663i,-0.011208-0.00083546i,-0.021666+0.0022938i,-0.030224+0.01601i,-0.030292+0.028434i,-0.024172+0.017487i,-0.02142-0.013012i,-0.023591-0.026735i
-0.1913-0.17578i,-0.43496-0.34995i,-0.68705-0.31748i,-0.76073+0.01316i,-0.56831+0.25802i,-0.2649+0.13772i,-0.12076-0.05986i,-0.092019-0.067171i,-0.02032-0.0028171i,0.046384-0.014581i,0.035873-0.051065i,9.2912e-05-0.04064i,-0.001218-0.018204i,0.02513-0.012409i,0.050478-0.013163i,0.057229-0.018008i,0.051262-0.02721i,0.044121-0.039248i,0.037796-0.046515i,0.028647-0.034985i,0.0059022-0.0083144i,-0.021289+0.024208i,-0.02064+0.047555i
0.17614-0.071246i,0.36206-0.10127i,0.40036-0.050606i,0.2824+0.083614i,0.21298+0.15797i,0.163+0.06417i,0.044131-0.0496i,-0.01867-0.04638i,-0.010043-0.03397i,-0.039577-0.031367i,-0.057934+0.0043713i,-0.025793+0.0094307i,-0.0048792-0.021058i,-0.0070498-0.033726i,0.00034309-0.032793i,0.01721-0.041027i,0.022856-0.044575i,0.026525-0.029036i,0.04275-0.017184i,0.054879-0.027002i,0.041941-0.0354i,0.017419-0.020296i,0.0082813+0.00114i
-0.030076+0.1852i,-0.10072+0.35628i,-0.15451+0.36527i,-0.14701+0.17072i,-0.12279+0.026407i,-0.11598+0.037868i,-0.12383+0.058205i,-0.14841+0.054873i,-0.12926+0.093245i,-0.05512+0.11673i,-0.0098182+0.086427i,-0.021699+0.052295i,-0.034412+0.040143i,-0.024397+0.024235i,-0.024505-0.00015733i,-0.047081-0.0054283i,-0.064504+0.003354i,-0.063463-0.0002369i,-0.061-0.020572i,-0.069964-0.036101i,-0.072-0.024411i,-0.044039+0.0023053i,-0.0067068+0.01395i
-0.14778-0.11257i,-0.33349-0.30868i,-0.45299-0.47306i,-0.43502-0.48815i,-0.35102-0.39682i,-0.21977-0.20883i,-0.03061+0.022597i,0.11967+0.098388i,0.12689+0.040866i,0.065881+0.010804i,0.046931+0.014552i,0.05673+0.0044385i,0.047919-0.0091329i,0.020304-0.0005693i,0.006264+0.035894i,0.027007+0.078636i,0.056109+0.091426i,0.05657+0.076671i,0.037253+0.065298i,0.024588+0.059348i,0.018305+0.040011i,0.0074062+0.010277i,-0.010491-0.013236i
0.1856-0.098782i,0.44471-0.20771i,0.5821-0.2837i,0.40966-0.23558i,0.17929-0.089619i,0.15004-0.025555i,0.15912-0.12233i,0.073628-0.18306i,-0.0056328-0.12701i,-0.022605-0.063173i,-0.022286-0.032378i,-0.018094-0.011228i,-0.011581+0.001465i,-0.016314+0.0041033i,-0.017603+0.0026274i,-0.0055559-0.0069173i,0.0056582-0.016893i,0.010239-0.012389i,0.012996-0.0012788i,0.018202+0.0012572i,0.027129-0.0065642i,0.031088-0.019818i,0.019297-0.024829i
