-0.0020159+0.00058171i,-0.0014704-0.00015387i,-0.0024141+8.2489e-06i,-0.0025671+0.00074544i,-0.001607+0.0010791i,-0.00052782+0.0011842i,-0.00080504+0.0017366i,-0.0014375+0.0018315i,-0.0004292+0.0015237i,0.00091808+0.0011141i,0.00087641+0.0006816i,0.00088775+0.0006172i,0.0007996+0.0008294i,0.00015022+0.00073557i,0.00036914+0.00077178i,8.775e-05+0.00016434i,-0.00025076-0.00042372i,-0.00032197-0.00096223i,-0.00013851-0.00076879i,-0.00025337-0.00069298i,-0.00089065-0.00058481i,-0.00086451-2.1768e-05i,-0.00032935+0.00029685i
0.01833+0.17939i,0.076177+0.43516i,0.2304+0.54366i,0.37973+0.30338i,0.30397+0.015689i,0.081927-0.0016208i,-0.0062501+0.070633i,-0.0074957+0.051821i,-0.031101+0.022534i,-0.027962+0.016405i,-0.0078607+0.001407i,-0.0090985-0.007962i,-0.021415-0.0018085i,-0.027487+0.01237i,-0.017622+0.020356i,0.0051641+0.010444i,0.024539-0.013531i,0.029609-0.039095i,0.020141-0.054226i,0.00079919-0.049296i,-0.022998-0.029674i,-0.042037-0.0058253i,-0.046037+0.019407i
-0.1576-0.085458i,-0.415-0.20178i,-0.63839-0.23408i,-0.57228-0.11188i,-0.30055-0.055104i,-0.16734-0.13647i,-0.20002-0.10127i,-0.16828+0.022651i,-0.065838+0.056161i,-0.0042855+0.035395i,0.0064412+0.0232i,-0.013981+0.032784i,-0.018292+0.056461i,0.01084+0.049572i,0.019132+0.015293i,-0.011886-0.0069168i,-0.047443-0.013711i,-0.064311-0.020369i,-0.06523-0.022923i,-0.052467-0.0054268i,-0.017467+0.02252i,0.02852+0.026796i,0.052282+0.0021125i
0.1329-0.045024i,0.36481-0.12141i,0.56251-0.15835i,0.54485-0.068904i,0.41309+0.11843i,0.3346+0.23797i,0.26747+0.21192i,0.19487+0.13781i,0.14457+0.054224i,0.077142-0.0066345i,0.016773+0.0021215i,0.018581+0.022485i,0.041805+0.0026471i,0.035519-0.023995i,0.017246-0.02956i,0.019241-0.020343i,0.035358-0.0062345i,0.038696+0.0078731i,0.029679+0.020052i,0.026837+0.023871i,0.028461+0.012687i,0.018753-0.0020485i,0.00076243-0.0025827i
-0.056022+0.14015i,-0.12041+0.39281i,-0.11757+0.61979i,-0.013497+0.5259i,0.0031238+0.19651i,-0.073291+0.00073023i,-0.033429-0.047429i,0.034328-0.097332i,-0.0015903-0.090653i,-0.024687-0.02384i,0.0020082-0.011863i,0.0040802-0.043833i,-0.015122-0.05619i,-0.02766-0.038628i,-0.025429-0.0067692i,-0.016791+0.0095433i,-0.021132+0.0047378i,-0.027868-0.0067744i,-0.020253-0.022173i,-0.010621-0.038161i,-0.011836-0.043301i,-0.019421-0.028306i,-0.017441-0.0049881i
-0.059414-0.13454i,-0.21263-0.36738i,-0.41945-0.56544i,-0.45937-0.47134i,-0.21114-0.26739i,0.03832-0.23694i,0.038599-0.20569i,-0.038294-0.069135i,-0.030085+0.0073168i,-0.0076129-0.012966i,-0.0095773-0.040722i,-0.019727-0.056542i,-0.029341-0.052753i,-0.011216-0.029593i,0.027362-0.018892i,0.051838-0.02359i,0.064181-0.023365i,0.06973-0.012126i,0.064439+0.0014188i,0.049975+0.006748i,0.021794+0.00745i,0.002431+0.013178i,0.0089675+0.0090273i
0.13314+0.033257i,0.36138+0.067033i,0.51683+0.066159i,0.27499+0.074968i,-0.16996+0.20177i,-0.32271+0.31507i,-0.2171+0.21801i,-0.13849+0.072142i,-0.087097+0.059899i,-0.027244+0.080108i,-0.017058+0.066448i,-0.030934+0.071068i,-0.022785+0.077819i,-0.012834+0.043247i,-0.036298-9.0121e-05i,-0.08089+0.0065723i,-0.097497+0.044281i,-0.073087+0.057402i,-0.039677+0.038863i,-0.028063+0.018821i,-0.026863+0.020696i,-0.015629+0.032361i,-0.0059127+0.028133i
-0.10722+0.052109i,-0.27028+0.20222i,-0.35133+0.3912i,-0.17899+0.39637i,0.029339+0.18331i,0.027991+0.04178i,-0.0087436+0.1411i,0.078343+0.21523i,0.11607+0.086985i,0.047376-0.029822i,0.024406-0.031396i,0.063348-0.018703i,0.071743-0.034183i,0.024603-0.03501i,-0.012427+0.0097161i,0.019913+0.050875i,0.076139+0.031248i,0.093318-0.022255i,0.074712-0.054688i,0.053946-0.052803i,0.043225-0.04154i,0.025596-0.040117i,-0.00054648-0.033961i
0.037838-0.11405i,0.077702-0.33488i,0.068943-0.59002i,0.029297-0.6267i,0.10207-0.40321i,0.27183-0.16062i,0.28252-0.10688i,0.10023-0.10373i,-0.010751-0.015239i,0.022754+0.043257i,0.062077+0.013847i,0.045812-0.031788i,0.010808-0.029062i,0.003458+0.012917i,0.023459+0.038056i,0.036802+0.028575i,0.023558+0.018894i,-0.0056592+0.027795i,-0.028762+0.038849i,-0.036096+0.040849i,-0.030296+0.030536i,-0.013526+0.014518i,0.0051892+0.0053323i
0.026142+0.1079i,0.09271+0.28439i,0.17993+0.44775i,0.18722+0.38396i,0.027056+0.14138i,-0.17764+0.023934i,-0.16976+0.051479i,-0.037651+0.020076i,-0.0086284-0.035864i,-0.034033-0.006607i,-0.042131+0.038322i,-0.067084+0.049667i,-0.079413+0.053311i,-0.039294+0.032052i,0.0046983-0.038765i,-0.0059415-0.12094i,-0.041275-0.14666i,-0.043775-0.10922i,-0.023046-0.058425i,-0.015399-0.026506i,-0.026774-0.011408i,-0.047138-0.0016711i,-0.058169+0.0085686i
-0.080148-0.054748i,-0.22324-0.153i,-0.39655-0.30311i,-0.46173-0.36763i,-0.32344-0.32358i,-0.15569-0.3461i,-0.15817-0.34327i,-0.17079-0.18323i,-0.062631-0.035092i,0.024243-0.023857i,0.032992-0.024736i,0.044732+0.022788i,0.06374+0.045444i,0.041456+0.03265i,-0.019025+0.044059i,-0.065357+0.097059i,-0.065595+0.13475i,-0.038408+0.11695i,-0.0091849+0.07584i,0.018837+0.051232i,0.051753+0.039371i,0.078437+0.023051i,0.08102+0.0015543i
0.08078-0.013211i,0.23921+0.010059i,0.5206+0.1027i,0.745+0.20274i,0.65538+0.2935i,0.38123+0.43799i,0.20411+0.47102i,0.10303+0.29265i,-0.0020194+0.10949i,-0.040384+0.047478i,-0.011508+0.01803i,0.027527-0.019484i,0.052661-0.044039i,0.053126-0.050119i,0.04992-0.0428i,0.059237-0.036036i,0.057401-0.028031i,0.033714-0.012877i,0.010618-0.0033166i,0.0015163-0.012489i,-0.004465-0.031065i,-0.014528-0.037687i,-0.023085-0.027123i
-0.044217+0.030035i,-0.17523+0.035789i,-0.43794+0.056914i,-0.64648+0.10795i,-0.59371+0.064753i,-0.39812-0.12161i,-0.23888-0.22129i,-0.10338-0.13152i,-0.016715-0.037495i,-0.030487+0.00081206i,-0.06154+0.016677i,-0.071256-0.012813i,-0.082227-0.046643i,-0.065329-0.033491i,-0.011431-0.0035403i,0.041807+0.0046974i,0.068991-0.001033i,0.067156+0.0060002i,0.050353+0.020074i,0.030455+0.016958i,0.0052868+0.0026846i,-0.011816-0.0044934i,-0.01054-0.0060054i
0.025294-0.038873i,0.16675-0.091173i,0.41263-0.22103i,0.56825-0.34694i,0.52471-0.29556i,0.42689-0.084202i,0.37664+0.056719i,0.26544+0.044767i,0.126+0.017214i,0.071539+0.017959i,0.051677+0.024689i,0.021446+0.04896i,-0.0025622+0.056757i,-0.033404+0.024386i,-0.077812-0.0064162i,-0.10832-0.01559i,-0.10032-0.025899i,-0.059057-0.045624i,-0.022431-0.055067i,-0.0098783-0.031124i,-0.0014691+0.013831i,0.012181+0.045404i,0.023905+0.049862i
-0.011176+0.019227i,-0.11945+0.1352i,-0.29965+0.37007i,-0.4039+0.568i,-0.35892+0.50202i,-0.29703+0.21513i,-0.2979-0.013669i,-0.22969-0.062432i,-0.090247-0.039484i,-0.0030412-0.040449i,0.023554-0.052305i,0.021044-0.040112i,0.012231+0.0059551i,0.027304+0.050993i,0.063321+0.06507i,0.088506+0.056675i,0.071175+0.038049i,0.02319+0.017638i,-0.0099015+0.0043831i,-0.015072-0.0027104i,-0.0055404-0.0093133i,0.0054182-0.019607i,0.008025-0.029397i
0.017585-0.0091585i,0.046101-0.12421i,0.064791-0.3436i,0.011058-0.50059i,-0.067078-0.40944i,-0.035509-0.1678i,0.037118+0.0045605i,0.024794+0.047707i,-0.02681+0.027319i,-0.040537+0.011645i,-0.029282+0.0092093i,-0.013292-6.651e-05i,0.0017088-0.01171i,0.0048529-0.014049i,-0.0092302-0.018038i,-0.026718-0.021333i,-0.031605-0.013268i,-0.033018+0.0019064i,-0.039135+0.015018i,-0.041541+0.017621i,-0.041189+0.011809i,-0.042401+0.0076267i,-0.040519+0.011404i
-0.030495+0.045324i,-0.022348+0.17287i,0.027188+0.37798i,0.11941+0.44976i,0.16075+0.24373i,0.055982+0.015581i,-0.065376-0.025966i,-0.062278+0.01001i,-0.013693+0.0092309i,-0.017946+0.005505i,-0.040297+0.029185i,-0.039378+0.044108i,-0.024062+0.026198i,-0.014611-0.010008i,-0.025102-0.043579i,-0.048375-0.051365i,-0.052615-0.022791i,-0.028364+0.016042i,0.0038977+0.03328i,0.021378+0.03405i,0.023969+0.037363i,0.028504+0.038935i,0.032632+0.030857i
-0.0027139-0.06448i,-0.056843-0.17412i,-0.13736-0.31974i,-0.15046-0.34382i,-0.053594-0.14572i,0.067596+0.07816i,0.14125+0.1387i,0.12213+0.10399i,0.052435+0.090153i,0.043777+0.085595i,0.082194+0.03575i,0.083449-0.019258i,0.052001-0.031316i,0.023796-0.0055071i,0.015404+0.05052i,0.034547+0.091226i,0.050742+0.074482i,0.041677+0.029118i,0.023374-0.0025532i,0.013238-0.018267i,0.010751-0.032397i,0.003121-0.042162i,-0.010402-0.038693i
0.056174+0.03241i,0.1413+0.045754i,0.21992+0.009766i,0.16424-0.074506i,-0.0053465-0.15347i,-0.10505-0.19487i,-0.092685-0.20583i,-0.060587-0.183i,-0.038119-0.1169i,-0.025209-0.049249i,-0.027343-0.010081i,-0.031625-0.00050517i,-0.037802-0.0028956i,-0.038111-0.0063932i,-0.021316-0.021407i,-0.00061978-0.03622i,0.015634-0.034189i,0.023608-0.025938i,0.017664-0.022575i,0.0083178-0.023568i,0.0025316-0.028996i,-0.0036997-0.033993i,-0.010673-0.029956i
-0.069183+0.012606i,-0.13519+0.028686i,-0.16626+0.038494i,-0.090956+0.021665i,0.049266+0.0037147i,0.12464+0.022449i,0.1072+0.050501i,0.068527+0.050641i,0.047131+0.024018i,0.025427-0.011138i,-0.011406-0.02401i,-0.034159-0.0083537i,-0.019896+0.0036717i,0.013307-0.0045411i,0.039446-0.029149i,0.037637-0.059547i,0.0071846-0.075282i,-0.024934-0.066383i,-0.040069-0.039301i,-0.042026-0.0065279i,-0.040419+0.023682i,-0.03165+0.050791i,-0.0098904+0.064665i
0.014161-0.064392i,0.022003-0.090209i,-0.0044476-0.032639i,-0.077997+0.14331i,-0.14174+0.28386i,-0.14692+0.22634i,-0.1383+0.084695i,-0.11995+0.020248i,-0.075842+0.0015224i,-0.040152-0.0095837i,-0.0032664+0.0060862i,0.036342+0.025279i,0.039486+0.027002i,0.0040036+0.028459i,-0.04615+0.044732i,-0.073257+0.068513i,-0.059515+0.069917i,-0.032493+0.044781i,-0.0073196+0.017272i,0.016888+0.002691i,0.035675-0.0063617i,0.043939-0.021329i,0.035763-0.04291i
0.051372+0.045218i,0.10817+0.070728i,0.17663+0.040999i,0.22519-0.0915i,0.19625-0.21799i,0.09035-0.17117i,0.036344-0.012759i,0.043949+0.054065i,0.0084954+0.033315i,-0.037986+0.032802i,-0.041995+0.030476i,-0.032116-6.5349e-05i,-0.019535-0.0255i,0.0032368-0.042125i,0.024483-0.057244i,0.0287-0.056293i,0.0189-0.030389i,0.0070171+0.00083608i,-0.0017305+0.015591i,-0.0083477+0.020434i,-0.0072417+0.026203i,0.0018043+0.026814i,0.0070663+0.019452i
-0.056062+0.044457i,-0.089297+0.095789i,-0.083937+0.18844i,-0.0043741+0.28576i,0.1049+0.26638i,0.15734+0.10981i,0.11321-0.017507i,0.055433-0.040194i,0.041165-0.037057i,0.025305-0.039072i,0.0014818-0.026929i,-0.015785-0.015108i,-0.031336-0.005542i,-0.035319+0.020652i,-0.017338+0.053534i,0.010866+0.061855i,0.032324+0.041695i,0.043676+0.014552i,0.039082-0.0090564i,0.019566-0.023963i,-0.0015918-0.024324i,-0.019248-0.013487i,-0.029907+0.0025592i
-0.011766-0.07256i,-0.022967-0.15704i,-0.066633-0.30375i,-0.19272-0.45051i,-0.33247-0.40634i,-0.3319-0.16927i,-0.19111+0.0043742i,-0.065724+0.041586i,-0.0098858+0.052739i,0.026168+0.054273i,0.031762+0.036832i,0.01209+0.033305i,0.0069238+0.030666i,0.003046+0.0024969i,-0.015906-0.029042i,-0.032596-0.037322i,-0.034734-0.028215i,-0.024034-0.01252i,-0.0086837+0.0055408i,0.0034822+0.017996i,0.011494+0.018172i,0.019727+0.0078626i,0.02847-0.0048538i
0.062445+0.017974i,0.097505+0.075263i,0.1422+0.19962i,0.22735+0.31223i,0.29145+0.2647i,0.24746+0.084917i,0.13776-0.042883i,0.050763-0.076841i,0.00077543-0.082479i,-0.027015-0.081248i,-0.023979-0.073934i,-0.0036506-0.06156i,0.0088111-0.034445i,0.024176+0.0024605i,0.049398+0.02022i,0.062225+0.014024i,0.053821+0.0018749i,0.029851-0.010613i,0.0047338-0.018663i,-0.0097795-0.018773i,-0.016592-0.015238i,-0.018988-0.0061697i,-0.018668+0.0060003i
-0.044559+0.045983i,-0.12702+0.01312i,-0.298-0.084535i,-0.48561-0.12666i,-0.48199-0.015132i,-0.27921+0.11084i,-0.11407+0.11462i,-0.045662+0.075637i,0.011332+0.049622i,0.042076+0.021095i,0.02969+0.010817i,0.017851+0.011218i,0.016783-0.004918i,0.0031189-0.026931i,-0.028518-0.031605i,-0.049869-0.015866i,-0.043906+0.0049596i,-0.023869+0.020468i,-0.0046856+0.026443i,0.0058639+0.021262i,0.0049889+0.01218i,-0.0019806+0.0044616i,-0.0076329-0.0021145i
-0.019411-0.043418i,0.068963-0.041115i,0.31072-0.015759i,0.57916-0.036136i,0.60152-0.11171i,0.3935-0.15462i,0.20221-0.12535i,0.088312-0.066793i,0.018681-0.018178i,-0.0012169-0.00042279i,-0.0080052-0.01647i,-0.022528-0.0264i,-0.021078-0.016593i,-0.0024673-0.0058763i,0.013226-0.0040277i,0.015209-0.010636i,0.0053136-0.018954i,-0.0078827-0.023538i,-0.016963-0.020205i,-0.014101-0.011045i,-0.00073225-0.0072965i,0.012697-0.0087577i,0.020671-0.0064286i
0.040172-0.017869i,-0.032887+0.014914i,-0.22923+0.12319i,-0.41546+0.25353i,-0.41824+0.26049i,-0.30344+0.16669i,-0.20796+0.11093i,-0.11788+0.091739i,-0.033859+0.054059i,0.013869+0.024047i,0.049559+0.018361i,0.061905+0.011237i,0.038482+0.0041013i,0.0076034+0.0022034i,-0.0089995+0.010051i,-0.0052755+0.027107i,0.0047062+0.034511i,0.0074874+0.026035i,0.0060277+0.014869i,0.0035872+0.013202i,0.00097781+0.017226i,-0.0021676+0.016843i,-0.010763+0.0085657i
0.028979+0.036313i,0.10309-0.047917i,0.22904-0.29598i,0.29734-0.57146i,0.22787-0.58757i,0.13518-0.35679i,0.11916-0.16248i,0.095975-0.087579i,0.043713-0.038141i,0.0086645+0.00084448i,-0.019055+0.018743i,-0.035797+0.023563i,-0.03411+0.019102i,-0.021848+0.013517i,-0.0032791+0.00094264i,0.0013661-0.018331i,-0.011073-0.02591i,-0.018154-0.017478i,-0.016155-0.0065128i,-0.011754-0.0022025i,-0.0050663-0.0045394i,0.0027675-0.0073176i,0.01435-0.0068143i
-0.064749+0.021356i,-0.083661+0.13946i,-0.062904+0.39418i,-0.017938+0.62674i,-0.020468+0.59803i,-0.086089+0.38274i,-0.11833+0.23209i,-0.070045+0.14757i,-0.024059+0.078988i,-0.0061321+0.050516i,0.016329+0.027446i,0.030896+0.001877i,0.031108-0.00035687i,0.023726+0.0074518i,0.009892+0.012074i,0.0048077+0.015545i,0.013885+0.015648i,0.02157+0.0099518i,0.022435+0.0023187i,0.019999+0.00062229i,0.01947+0.0045614i,0.019745+0.006782i,0.013663+0.0053308i
0.010127-0.08712i,-0.053369-0.19666i,-0.21859-0.36449i,-0.37931-0.46887i,-0.3268-0.38246i,-0.09293-0.21959i,0.061571-0.14682i,0.054815-0.11734i,0.0011747-0.063854i,-0.02148-0.011066i,-0.01698+0.020099i,-0.011569+0.024558i,-0.012555+0.018016i,-0.0022896+0.014542i,0.009838+0.0059227i,0.0058291-0.0018264i,-0.0046578-0.0042741i,-0.0092944-0.0059686i,-0.01247-0.0087318i,-0.021932-0.012384i,-0.032493-0.0091137i,-0.032368-0.0026735i,-0.021612-0.0049509i
0.075988+0.062345i,0.20037+0.11979i,0.43537+0.18826i,0.6448+0.20914i,0.58107+0.15276i,0.2916+0.078736i,0.05644+0.044136i,-0.016991+0.030439i,-0.01264+0.002109i,-0.011469-0.01868i,-0.015833-0.016811i,-0.0081821-0.015303i,0.0018333-0.022037i,-0.00067373-0.022228i,-0.0047566-0.011044i,0.001669-0.0040768i,0.012827-0.006343i,0.017307-0.010565i,0.010583-0.010135i,0.0036644-0.0035135i,0.0047793+0.004858i,0.007631+0.014796i,0.0060599+0.029031i
-0.09805+0.039926i,-0.23177+0.076141i,-0.43952+0.15311i,-0.56364+0.2229i,-0.43242+0.18438i,-0.16175+0.081748i,0.015022+0.0083896i,0.048665-0.018318i,0.026802-0.012589i,0.0065324-0.015264i,-0.011851-0.024527i,-0.022888-0.011357i,-0.019093+0.0051802i,-0.012793+0.0020806i,-0.012872-0.0068091i,-0.016857-0.008352i,-0.019771-0.0060774i,-0.01776-0.0029914i,-0.01256+0.0012947i,-0.0086986+0.0050929i,-0.0062816+0.0099366i,0.0010224+0.010384i,0.010644+0.0016184i
0.017254-0.096762i,0.089989-0.21524i,0.19991-0.40278i,0.25559-0.5302i,0.18901-0.45641i,0.024684-0.26915i,-0.10575-0.095317i,-0.10722+0.010195i,-0.050363+0.0094736i,-0.024942-0.027139i,-0.0091255-0.027899i,0.0069355-0.022797i,0.0029192-0.018711i,-0.0034396-0.0011073i,0.00037217+0.01258i,0.0077626+0.013619i,0.011187+0.0099663i,0.0090175+0.0042594i,0.0091163-0.0031757i,0.01379-0.011517i,0.0127-0.020768i,0.0022297-0.022438i,-0.0057212-0.013535i
0.068306+0.052883i,0.086797+0.18267i,0.091609+0.38166i,0.050458+0.51055i,-0.017758+0.47143i,0.020871+0.32798i,0.12237+0.16023i,0.13704+0.032213i,0.098293-0.0044333i,0.066723-0.0017682i,0.026195+0.0029707i,-0.0015807+0.016355i,-0.0075524+0.015164i,-0.015166+0.00062091i,-0.019447-0.0081352i,-0.018896-0.00937i,-0.017425-0.004364i,-0.013898-0.00081505i,-0.012267-0.0023102i,-0.013116+0.00091006i,-0.012407+0.0095054i,-0.01184+0.012914i,-0.015485+0.010138i
-0.064585+0.028397i,-0.16357-0.051734i,-0.29008-0.19133i,-0.3212-0.3085i,-0.2426-0.34118i,-0.21427-0.249i,-0.20826-0.069905i,-0.11559+0.051173i,-0.02941+0.060451i,-0.00096715+0.036422i,0.014968+0.0071734i,0.01698-0.021405i,0.015915-0.025665i,0.025066-0.017782i,0.027704-0.011334i,0.023233-0.0070519i,0.01934-0.0056276i,0.017387+0.0012908i,0.015675+0.0050503i,0.0099764-0.0055122i,0.00045943-0.016487i,-0.0050102-0.013499i,-0.00028883-0.0032656i
0.0030715-0.051197i,0.12294-0.061859i,0.2949-0.043109i,0.36166+0.054658i,0.30791+0.19293i,0.27959+0.21136i,0.24899+0.07908i,0.13886-0.02542i,0.059838-0.021018i,0.057815+0.0041784i,0.061983+0.010611i,0.048542+0.0089039i,0.02405+0.0042638i,2.3019e-05+0.0059754i,-0.0093753+0.0090794i,-0.0099724+0.009514i,-0.010748+0.0088901i,-0.012857+0.0051107i,-0.01321+0.0073492i,-0.0050524+0.020194i,0.007507+0.027626i,0.013751+0.019915i,0.0080472+0.0054115i
0.0288+0.0018375i,-0.04038+0.079761i,-0.14767+0.15947i,-0.21887+0.073748i,-0.25205-0.13971i,-0.28916-0.20686i,-0.2529-0.0906i,-0.13145+0.002293i,-0.050625+0.020406i,-0.032446+0.028353i,-0.031149+0.027514i,-0.027052+0.014152i,-0.011402-0.00372i,0.0027486-0.023002i,0.007881-0.030743i,0.010754-0.026902i,0.014678-0.021402i,0.019744-0.015948i,0.021828-0.014415i,0.0094637-0.017679i,-0.012101-0.017441i,-0.0228-0.0095881i,-0.018673+0.00049705i
0.011378+0.024869i,0.0076439-0.075584i,0.011488-0.19507i,0.099159-0.14799i,0.26443+0.037106i,0.34617+0.10277i,0.25248+0.03423i,0.096107-0.00020734i,0.010992+0.015055i,-0.0010755+0.01129i,0.0061437-0.013095i,0.0078004-0.020353i,0.0069024+0.00037062i,0.0094442+0.022756i,0.0067823+0.026519i,-0.002831+0.020245i,-0.01047+0.014972i,-0.0134+0.0107i,-0.0092936+0.0097434i,0.0068816+0.011757i,0.028101+0.0090831i,0.037569+0.0010042i,0.028879-0.0026841i
-0.04214+0.025876i,0.0286+0.093883i,0.11472+0.1447i,0.04042+0.09329i,-0.17568-0.028334i,-0.29801-0.08008i,-0.25653-0.03193i,-0.15623+0.016184i,-0.093266+0.02197i,-0.067767+0.032002i,-0.0326+0.053216i,-0.0011367+0.052639i,0.0072608+0.032041i,0.0029144+0.011052i,-0.00071474-0.001019i,0.0028252-0.0049063i,0.0084531-0.0071486i,0.0074625-0.01322i,-0.0057215-0.018598i,-0.02593-0.014169i,-0.039224-0.00073692i,-0.037094+0.0084384i,-0.023688+0.0056418i
-0.015688-0.07301i,-0.10982-0.060028i,-0.17931+0.0045074i,-0.056526+0.057517i,0.19648+0.071893i,0.32826+0.061659i,0.27885+0.027681i,0.16846+0.00053507i,0.084275-0.0076451i,0.031835-0.020962i,-0.0093813-0.02881i,-0.025336-0.019071i,-0.013438-0.0069509i,0.0017035+0.00131i,0.0093773+0.0061078i,0.0070153+0.0056933i,-0.0025596+0.0048232i,-0.0085429+0.0094518i,-0.0039995+0.013939i,0.0089233+0.0067802i,0.018621-0.013147i,0.015186-0.028369i,0.0032961-0.025061i
0.094747+0.021676i,0.14743-0.058537i,0.12576-0.15118i,-0.023037-0.13559i,-0.23836-0.061417i,-0.35888-0.027211i,-0.30173-0.00084995i,-0.15923+0.015857i,-0.060648+0.0020642i,-0.018985-0.0043407i,0.015613-0.003192i,0.033806-0.010277i,0.020559-0.011003i,-0.00035738-0.0051142i,-0.010945-0.0038734i,-0.0083069-0.0069667i,-0.0017097-0.0097927i,-0.0016531-0.0085462i,-0.0061379-0.0010408i,-0.011001+0.011851i,-0.013219+0.029138i,-0.008464+0.040855i,0.00089519+0.034469i
-0.070353+0.085585i,-0.044263+0.17746i,0.031576+0.22063i,0.10921+0.15876i,0.20817+0.079494i,0.29758+0.043032i,0.26999-0.0099145i,0.15239-0.05807i,0.06547-0.062313i,0.02652-0.04955i,-0.0012554-0.024186i,-0.015794-0.00017346i,-0.021027+0.0044316i,-0.020051+0.004821i,-0.0096161+0.007142i,-0.0038719+0.010712i,-0.0055713+0.016726i,-0.0017263+0.017285i,0.0066109+0.0047892i,0.0076985-0.014486i,0.00080621-0.031206i,-0.0044833-0.037763i,-0.0048449-0.031258i
-0.048302-0.11808i,-0.14025-0.15825i,-0.23184-0.13718i,-0.2767-0.06102i,-0.32643+0.028626i,-0.36759+0.081691i,-0.28873+0.099833i,-0.13951+0.076318i,-0.048539+0.033253i,-0.015689+0.015645i,-0.005721+0.0049333i,-0.0088593-0.0083091i,-0.010634-0.010047i,-0.0080446-0.0059121i,-0.0038177-0.0033103i,0.0058409-0.0074708i,0.014017-0.016482i,0.012152-0.01755i,0.006131-0.0086966i,0.0054448+0.0036018i,0.013632+0.01574i,0.02284+0.021617i,0.021453+0.017529i
0.1384+0.010091i,0.22596-0.032843i,0.27683-0.10175i,0.28495-0.14596i,0.31856-0.1613i,0.36285-0.16016i,0.28518-0.13455i,0.13955-0.071957i,0.061977-0.01243i,0.040628+0.0022122i,0.029453-0.00041541i,0.020291+0.0055266i,0.015498+0.01178i,0.014022+0.0085365i,0.0083543+0.0027905i,0.0010283+0.0067543i,-0.00023076+0.013929i,0.0008966+0.0092832i,-0.00108-0.001852i,-0.0082243-0.0065264i,-0.019976-0.0052836i,-0.02758-0.0047774i,-0.0228-0.0015761i
-0.081567+0.11986i,-0.10702+0.21163i,-0.09961+0.26579i,-0.098125+0.22933i,-0.15654+0.15954i,-0.22089+0.1278i,-0.17971+0.10564i,-0.082284+0.072417i,-0.02538+0.046677i,-0.0026804+0.040954i,0.0069613+0.038964i,0.0089045+0.027156i,0.010169+0.0072866i,0.0077831-0.0077648i,0.0024577-0.011002i,-0.0019215-0.01479i,-0.0067819-0.021265i,-0.010589-0.018112i,-0.0094988-0.0094298i,-0.00052502-0.0046355i,0.014754-0.0028685i,0.026441-0.00026811i,0.024787+0.00016466i
-0.063066-0.1275i,-0.11136-0.21165i,-0.12816-0.26116i,-0.058162-0.26738i,0.069523-0.2739i,0.14618-0.25668i,0.12543-0.17011i,0.074559-0.070739i,0.04752-0.0178i,0.023649-0.017126i,-0.0025558-0.029865i,-0.010443-0.026949i,-0.0026593-0.01964i,0.0025006-0.015783i,0.003943-0.0069005i,0.011286+0.0075577i,0.017818+0.016796i,0.01461+0.015425i,0.0082726+0.010007i,0.0049562+0.0076925i,-0.0004239+0.0076639i,-0.0098049+0.005583i,-0.013376+0.004682i
0.14612+0.010673i,0.24435+0.03i,0.2768+0.055528i,0.18368+0.10418i,0.017739+0.16972i,-0.10698+0.18491i,-0.12871+0.14158i,-0.08592+0.093891i,-0.043972+0.057355i,-0.0132+0.035401i,0.011528+0.021944i,0.017948+0.0094477i,0.0075743+0.0051644i,-0.003386+0.005703i,-0.011438+0.004029i,-0.021946-0.00090747i,-0.027579-0.0040433i,-0.020499-0.0030549i,-0.0098111-0.0032416i,-0.0068051-0.0052279i,-0.0085134-0.0072658i,-0.0064251-0.0076206i,-0.0048709-0.0065644i
-0.075646+0.11361i,-0.1509+0.18148i,-0.18888+0.19499i,-0.1469+0.12703i,-0.04786+0.031063i,0.048981-0.023147i,0.079348-0.033639i,0.050241-0.032197i,0.013975-0.02475i,-0.014782-0.015268i,-0.032931-0.0039946i,-0.032954+0.0040291i,-0.024268+0.0064972i,-0.012751+0.0095435i,0.0030566+0.0083108i,0.017819+0.0024921i,0.023423-0.0011446i,0.017875-0.0038673i,0.0082038-0.0074049i,0.002826-0.0091484i,-0.00023679-0.0061526i,-0.0069066-0.00040823i,-0.0087341+0.0026535i
-0.057425-0.11428i,-0.064494-0.20819i,-0.035436-0.22231i,0.010832-0.11017i,0.017862+0.038816i,-0.021725+0.11934i,-0.039662+0.11862i,-0.025466+0.079791i,-0.017012+0.03986i,-0.0056325+0.019208i,0.0083526+0.0055065i,0.008404-0.0047333i,0.005215-0.001752i,0.0060287+0.0043989i,0.0032202+0.0080063i,-0.0039566+0.011644i,-0.0098057+0.012342i,-0.010172+0.011828i,-0.007212+0.013285i,-0.006152+0.014759i,-0.0026921+0.014172i,0.0043922+0.0087883i,0.0072684+0.0027516i
