-0.0032918+0.00026434i,-0.0021292+0.00036379i,-0.0018964+0.0013829i,-0.0020182+0.002493i,-0.0016779+0.0033528i,-0.00084928+0.0029244i,-0.00053577+0.0013846i,-0.00063481+0.0011147i,-0.00066341+0.001779i,-0.00048219+0.0014985i,0.00013716+0.0002501i,0.0004184-0.0010384i,-0.00051279-0.00074769i,-0.0012671-5.9267e-05i,-0.00092082+0.00011073i,0.00022243+9.166e-05i,0.00035128+0.00047376i,-2.081e-05+0.00065175i,0.00041358-0.0001275i,0.00085541-2.7845e-05i,0.00048145+0.00035076i,-0.00058812+3.3057e-05i,-0.00055876-0.00086461i
-0.073605-0.35989i,-0.26046-0.61118i,-0.39164-0.59423i,-0.26131-0.32431i,-0.016157-0.12934i,0.060908-0.098735i,0.0054965-0.039844i,0.030216+0.05016i,0.092918+0.05388i,0.082523+0.023654i,0.047057+0.029812i,0.034968+0.036821i,0.037857+0.01593i,0.039948-0.012143i,0.027379-0.03016i,0.0020601-0.034574i,-0.016885-0.032959i,-0.02404-0.027313i,-0.028391-0.011397i,-0.029869+0.0055575i,-0.021228+0.010844i,-0.011423+0.0062845i,-0.011372+0.0049565i
0.22614+0.15227i,0.38682+0.21721i,0.33482+0.19107i,0.062037+0.16247i,-0.11489+0.20239i,-0.076943+0.21768i,0.013081+0.1448i,0.021957+0.058977i,-0.015573+0.040041i,-0.020494+0.057873i,-0.0074369+0.053976i,-0.01154+0.029268i,-0.032043+0.011547i,-0.06019+0.017243i,-0.071034+0.038046i,-0.050542+0.04657i,-0.018297+0.036128i,-0.00024672+0.020649i,-0.0013937+0.01611i,-0.0014704+0.024346i,0.006072+0.028456i,0.014388+0.022714i,0.021281+0.012747i
-0.099978-0.2095i,-0.24233-0.38648i,-0.36234-0.3865i,-0.30339-0.19365i,-0.12976-0.09983i,-0.064749-0.1713i,-0.093688-0.18727i,-0.076264-0.10852i,-0.025304-0.049843i,0.017836-0.031816i,0.059327-0.046964i,0.065437-0.062859i,0.044392-0.038211i,0.051125-0.0063588i,0.072651+0.0029656i,0.064925+0.0094334i,0.036066+0.011078i,0.011543+0.0018626i,-0.0016132-0.0033879i,-0.0040979-0.0077348i,-0.0068335-0.018447i,-0.014-0.027267i,-0.019711-0.026735i
0.14672+0.15836i,0.37363+0.28272i,0.5734+0.25484i,0.47162+0.10231i,0.14481+0.12371i,-0.011486+0.28437i,0.024361+0.28966i,0.037485+0.17595i,0.0083464+0.091494i,-0.029963+0.033778i,-0.078878+0.00039115i,-0.091951+0.0022867i,-0.068123+0.017909i,-0.046765+0.032702i,-0.022353+0.035592i,0.011383+0.019183i,0.032475+0.0025465i,0.034414-0.00054049i,0.034162-0.00080002i,0.034914-0.00063737i,0.029078+0.0067712i,0.019629+0.018086i,0.01473+0.020376i
-0.13419+0.03675i,-0.27886+0.082302i,-0.33642+0.090619i,-0.17842-0.0092196i,0.070659-0.21253i,0.17375-0.34188i,0.11291-0.27607i,0.02125-0.14546i,-0.02376-0.064795i,-0.03552-0.027469i,-0.030824-0.0003247i,-0.017144+0.012655i,0.0033964-0.0050332i,0.02025-0.049123i,0.0081656-0.084776i,-0.025028-0.083276i,-0.0461-0.054848i,-0.039618-0.023493i,-0.024082-0.0094578i,-0.023293-0.015396i,-0.029984-0.024321i,-0.029079-0.022336i,-0.021563-0.012221i
-0.14223+0.15395i,-0.18952+0.29205i,-0.16695+0.31884i,-0.15917+0.22185i,-0.22577+0.16249i,-0.23799+0.18933i,-0.11518+0.16623i,0.0030681+0.082523i,0.033675+0.034612i,0.028888+0.044336i,0.030336+0.072184i,0.03699+0.075942i,0.019471+0.058873i,-0.01658+0.061035i,-0.036769+0.071835i,-0.033755+0.059945i,-0.018568+0.038892i,-0.0046158+0.025434i,0.0044798+0.021648i,0.0086984+0.028422i,0.011604+0.038574i,0.016106+0.034161i,0.015301+0.016819i
0.0639-0.3126i,0.0097765-0.48864i,-0.047673-0.38248i,0.034116-0.10539i,0.18114-0.033586i,0.16971-0.12611i,0.043908-0.10783i,-0.0059458-0.031748i,0.0045759-0.010932i,0.037934-0.022535i,0.080364-0.058222i,0.077513-0.085055i,0.047415-0.082007i,0.027802-0.08212i,0.011046-0.079831i,-0.0062631-0.055082i,-0.014617-0.030416i,-0.012997-0.016945i,-0.0093585-0.0053245i,-0.0063703+0.00079396i,-0.0047184-0.00067561i,-0.0074642-0.0033776i,-0.011178-0.0033535i
0.15115+0.16053i,0.30585+0.17428i,0.33885+0.015066i,0.1475-0.093937i,-0.060551+0.058303i,-0.081497+0.21925i,-0.014669+0.1639i,0.007953+0.042186i,0.0048548-0.0091373i,-0.0031938-0.019898i,-0.024697-0.029671i,-0.038694-0.029748i,-0.032341-0.00071061i,-0.016898+0.045947i,0.0051145+0.072978i,0.030092+0.061836i,0.038384+0.033192i,0.022829+0.0083966i,0.0051933-0.00019159i,0.0071759+0.0064157i,0.018759+0.0072098i,0.01917-0.0022846i,0.0087603-0.0083879i
-0.030771-0.23994i,-0.042696-0.37154i,-0.012473-0.34566i,0.086759-0.24915i,0.21178-0.25555i,0.24082-0.27238i,0.16963-0.18238i,0.098291-0.061207i,0.050598-0.0043035i,0.00055641+0.0079297i,-0.041878+0.023673i,-0.054282+0.032427i,-0.040955+0.010027i,-0.023594-0.025007i,-0.012017-0.045421i,-0.0041174-0.042534i,0.0031159-0.029266i,0.0077176-0.019075i,0.011176-0.013191i,0.011274-0.018212i,0.0012537-0.026469i,-0.0072498-0.016435i,-0.0011745+0.0009482i
0.12337+0.27656i,0.15746+0.44603i,0.046085+0.4282i,-0.1634+0.28977i,-0.28996+0.22245i,-0.24117+0.15622i,-0.14557+0.042895i,-0.093871-0.001613i,-0.042017+0.010554i,-0.0036468+0.014534i,0.007025+0.027926i,0.015174+0.047202i,0.021869+0.057982i,0.029627+0.065358i,0.038433+0.063402i,0.038678+0.048603i,0.02866+0.032418i,0.014281+0.019675i,6.6929e-05+0.0094941i,-0.013138+0.0087751i,-0.017443+0.0099497i,-0.013521+0.0023857i,-0.0095265-0.0080783i
-0.28505+0.0093633i,-0.42118+0.097336i,-0.28461+0.20566i,0.028255+0.17632i,0.16096+0.015974i,0.088533-0.041729i,0.04528+0.01963i,0.059913+0.03641i,0.047365+0.012547i,0.023183+0.0075049i,0.021855+0.0061149i,0.023349-0.0056942i,0.012252-0.023576i,0.00083476-0.043891i,-0.0081015-0.059457i,-0.015996-0.057431i,-0.016044-0.042046i,-0.0054598-0.023865i,0.007776-0.010285i,0.011956-0.0030747i,0.010051+0.0078886i,0.012295+0.017717i,0.014043+0.016616i
0.061144-0.08614i,0.049064-0.15858i,-0.042575-0.152i,-0.10837-0.021155i,-0.077879+0.11586i,-0.042918+0.14318i,-0.035226+0.10687i,-0.03176+0.061016i,-0.030334+0.027136i,-0.0098656+4.5236e-05i,0.0097653-0.03683i,0.011532-0.051861i,0.011116-0.034694i,0.00041251-0.01649i,-0.020326-0.0026044i,-0.034738+0.011538i,-0.036615+0.025158i,-0.030671+0.034743i,-0.022135+0.037521i,-0.012555+0.034029i,-0.003168+0.020259i,-0.0026626+0.00026413i,-0.011499-0.0067378i
0.068342-0.01553i,0.16933-0.075924i,0.27178-0.18513i,0.2544-0.28007i,0.14903-0.26756i,0.10076-0.15217i,0.092152-0.055166i,0.066937-0.01494i,0.040788+0.011063i,0.021931+0.034778i,0.0044567+0.044266i,-0.012604+0.030595i,-0.028656+0.0088167i,-0.036585+0.0054165i,-0.029272+0.01724i,-0.012216+0.020565i,0.0049966+0.0074303i,0.019079-0.01086i,0.027009-0.020758i,0.027348-0.021229i,0.019621-0.016835i,0.011745-0.0083354i,0.0086438-0.0044005i
-0.029611-0.055887i,-0.1058-0.081769i,-0.22648-0.025277i,-0.26072+0.097196i,-0.14991+0.15057i,-0.023326+0.086535i,0.022549+0.0063133i,0.014116-0.02078i,-0.0024382-0.011831i,-0.0051288-0.0051792i,0.00065042-0.011792i,0.0059167-0.012852i,0.011315-0.0065196i,0.011838-0.0019142i,0.0078827+0.0015798i,0.004109+0.0047629i,-0.0028233+0.0074889i,-0.011404+0.012836i,-0.017511+0.01756i,-0.022266+0.015192i,-0.02525+0.008964i,-0.02534+0.0054442i,-0.02127+0.0080767i
0.17809+0.01333i,0.35305+0.018727i,0.41749-0.014713i,0.29324-0.057511i,0.13692-0.057144i,0.044976-0.050719i,-0.022919-0.052996i,-0.045815-0.024026i,-0.011072+0.00058202i,0.010982+0.0038984i,0.0046259+0.016991i,-0.0045587+0.025145i,-0.0054365+0.02671i,0.016453+0.029489i,0.042633+0.018388i,0.045896-0.0021091i,0.031032-0.019699i,0.011834-0.031934i,0.0012458-0.031428i,0.0056671-0.020505i,0.015584-0.0075369i,0.02264+0.0019224i,0.023503+0.0005452i
-0.20041+0.191i,-0.38513+0.38317i,-0.4242+0.49344i,-0.2436+0.40595i,-0.085034+0.20729i,-0.067859+0.077144i,-0.043856+0.059997i,0.0052085+0.048109i,-0.0032328+0.011052i,-0.031855-0.0091588i,-0.03469-0.017008i,-0.021632-0.016644i,-0.0051357-0.016814i,-0.0062101-0.033433i,-0.03226-0.046564i,-0.052945-0.035112i,-0.048057-0.0033626i,-0.028014+0.030887i,-0.01198+0.044461i,-0.0096775+0.033915i,-0.011553+0.015809i,-0.0068575+0.0035122i,0.0011745-0.0013449i
0.010645-0.20695i,0.072719-0.40177i,0.14459-0.50706i,0.10961-0.41972i,-0.0019544-0.21871i,-0.043058-0.049362i,-0.031014+0.0059182i,-0.021485-0.0035001i,0.00072163-0.0073957i,0.023341-0.0048842i,0.02893-0.0055202i,0.021962-0.0050264i,0.011503+0.0043257i,0.014765+0.024987i,0.032723+0.038026i,0.044744+0.030055i,0.041342+0.0032184i,0.026778-0.026387i,0.012923-0.034567i,0.012139-0.019655i,0.013434-0.0051133i,0.0057967-0.0031726i,-0.0030068-0.0067626i
0.019188+0.14131i,-0.018679+0.28815i,-0.07582+0.36351i,-0.070295+0.27299i,-0.025992+0.10492i,0.0021601+0.019556i,0.050503+0.015184i,0.073948+0.0008113i,0.030633-0.011396i,-0.012625+0.0020502i,-0.02139+0.0098386i,-0.013582+0.0046477i,-0.011097-0.011377i,-0.032119-0.030683i,-0.055211-0.03618i,-0.055791-0.029367i,-0.040006-0.016388i,-0.017103+0.0009652i,0.00030089+0.013801i,0.0023121+0.015751i,-0.0036596+0.012389i,-0.010185+0.011543i,-0.012905+0.017055i
-0.028803-0.16425i,-0.018051-0.36997i,-0.018409-0.50422i,-0.045336-0.38623i,0.0077161-0.14494i,0.091843-0.047615i,0.043594-0.064628i,-0.044327-0.030637i,-0.032209+0.021932i,0.020596+0.015896i,0.037073-0.01199i,0.02365-0.023403i,0.0073084-0.010232i,0.014786+0.0177i,0.040221+0.030937i,0.051165+0.020114i,0.036645-0.0025228i,0.0065642-0.022676i,-0.017378-0.026823i,-0.018526-0.018744i,-0.0086159-0.010066i,-0.0035398-0.0022564i,-0.00064009+0.0019662i
0.12998+0.10498i,0.21342+0.29496i,0.23918+0.45916i,0.2137+0.37091i,0.13444+0.10081i,0.032102-0.055782i,0.011837-0.027115i,0.058237+0.022017i,0.059553+0.013036i,0.0095145+0.012064i,-0.019829+0.036821i,-0.018404+0.044194i,-0.014344+0.021327i,-0.024364-0.011152i,-0.044787-0.025946i,-0.052412-0.01549i,-0.034306+0.0093938i,0.00065008+0.031556i,0.024568+0.032388i,0.018783+0.018861i,0.0046816+0.0063535i,0.002082-0.0037945i,0.0019263-0.010453i
-0.092886+0.0016539i,-0.18882-0.078455i,-0.23719-0.17472i,-0.19062-0.12495i,-0.090473+0.043098i,-0.0065861+0.13174i,0.0074081+0.090783i,-0.010422+0.031458i,0.00048385+0.010893i,0.032016-0.0069584i,0.043269-0.035189i,0.0271-0.04238i,0.018215-0.015686i,0.036077+0.016778i,0.057282+0.030317i,0.0611+0.026317i,0.048938+0.011134i,0.02421-0.007172i,0.00044105-0.014641i,-0.0071058-0.010215i,-0.0052302-0.0051195i,-0.003858-0.0050262i,-0.0039977-0.006187i
0.020999+0.0024285i,0.11367+0.083076i,0.23856+0.17908i,0.26894+0.1525i,0.15958+0.036535i,0.037477-0.0069172i,0.021001+0.0067295i,0.032121-0.01647i,-0.0024517-0.042713i,-0.036927-0.02141i,-0.043021+0.019184i,-0.025587+0.03609i,-0.008118+0.017413i,-0.015016-0.014504i,-0.032568-0.030563i,-0.036926-0.025296i,-0.027332-0.0099527i,-0.0076983+0.0031469i,0.01319+0.0060852i,0.022607+0.0016936i,0.020298-0.003092i,0.012586-0.0059231i,0.0056745-0.0042865i
-0.043571-0.028754i,-0.16269-0.11686i,-0.30779-0.21594i,-0.32761-0.17712i,-0.19189-0.024114i,-0.04157+0.049963i,-0.00088889+0.026029i,-0.022248+0.021117i,-0.010104+0.048531i,0.023984+0.041984i,0.032372+0.00060069i,0.018563-0.022412i,0.00951-0.011015i,0.014793+0.012806i,0.025307+0.024591i,0.02496+0.017526i,0.0084546+0.0052563i,-0.014449+0.00081902i,-0.026888+0.0078913i,-0.0223+0.015968i,-0.011981+0.016279i,-0.0039352+0.016773i,0.0040266+0.014259i
0.024022+0.00055751i,0.12148+0.021274i,0.2383+0.039571i,0.22293-0.0092551i,0.071276-0.10195i,-0.042305-0.13059i,-0.05778-0.079589i,-0.035125-0.017648i,-0.022863+0.0036175i,-0.032363+0.0095693i,-0.034683+0.028918i,-0.022364+0.032092i,-0.021256+0.0086083i,-0.032821-0.014266i,-0.042601-0.022388i,-0.042259-0.015858i,-0.02853-0.0023777i,-0.0062058+0.0088883i,0.012277+0.008918i,0.016963+0.0040829i,0.014343+0.0017413i,0.011924-0.0037067i,0.004056-0.0092405i
-0.0052648-0.015896i,-0.10235-0.0035334i,-0.26614+0.043001i,-0.31239+0.10333i,-0.18617+0.1178i,-0.0737+0.089813i,-0.019577+0.065295i,0.03102+0.033845i,0.047551+0.0068184i,0.040906-0.0028787i,0.039454-0.020281i,0.02937-0.03383i,0.018548-0.018574i,0.019925+0.0086i,0.025901+0.024394i,0.026248+0.024045i,0.018375+0.0098868i,0.0083432-0.0016131i,-5.0153e-05+0.0016523i,-0.0045093+0.0063211i,-0.0069959+0.0058462i,-0.0074532+0.0063381i,-0.0034886+0.0077936i
0.055915+0.038794i,0.18053+0.058212i,0.33927+0.039305i,0.37347+0.004202i,0.26326-0.0084714i,0.1545-0.007344i,0.076781-0.022993i,0.00056128-0.03168i,-0.041973-0.025085i,-0.051416-0.019351i,-0.054113-0.0041091i,-0.046148+0.013894i,-0.032163+0.0097292i,-0.026991-0.011524i,-0.027631-0.0271i,-0.024901-0.026426i,-0.016178-0.017146i,-0.007374-0.014242i,-0.0037284-0.01903i,-0.003883-0.019443i,-0.0049164-0.01549i,-0.006355-0.014423i,-0.0090591-0.013511i
-0.070734-0.011883i,-0.17704+0.014659i,-0.25245+0.067185i,-0.18885+0.081709i,-0.050156+0.040169i,0.030104-0.00035057i,0.051659+0.00011548i,0.058943+0.0068358i,0.054491+0.002286i,0.047025+0.0031161i,0.042319-0.00024041i,0.037018-0.004486i,0.036918+0.0014291i,0.037837+0.01166i,0.032454+0.018323i,0.024273+0.014525i,0.012581+0.0040482i,0.0032681+0.00099119i,0.0016344+0.0079828i,0.00069459+0.013585i,-0.0045632+0.013718i,-0.0069447+0.016311i,0.00046306+0.017944i
0.058356-0.028193i,0.14532-0.10964i,0.22443-0.22105i,0.19692-0.24414i,0.084605-0.14907i,0.012767-0.057526i,-0.013066-0.035099i,-0.033375-0.018839i,-0.022404+0.0057225i,-0.0035717+0.0062814i,-0.0069699+0.0082334i,-0.011556+0.015528i,-0.013705+0.008062i,-0.016656-0.0066185i,-0.016203-0.021375i,-0.014769-0.026508i,-0.010224-0.017874i,-0.0089981-0.0098645i,-0.014356-0.0079478i,-0.012296-0.0021314i,-0.0014976+0.0050055i,0.0050146+0.0022739i,0.0025191-0.0044412i
-0.065938+0.035785i,-0.156+0.11149i,-0.25741+0.20432i,-0.2744+0.2149i,-0.19397+0.12434i,-0.12196+0.057054i,-0.055492+0.06412i,0.024359+0.06066i,0.0502+0.023812i,0.035366+0.00298i,0.031417-0.010919i,0.02783-0.026249i,0.018065-0.023177i,0.013044-0.0067848i,0.012507+0.0092477i,0.013585+0.01548i,0.011874+0.0087419i,0.012456+0.0043965i,0.021933+0.0083978i,0.026761+0.0056757i,0.020087-0.0015192i,0.012099-0.0006576i,0.0092096+0.0017754i
0.049682-0.055255i,0.10335-0.12997i,0.13832-0.19246i,0.10272-0.15749i,0.029914-0.031629i,0.0080256+0.048535i,0.0030517+0.017788i,-0.034284-0.027757i,-0.058776-0.012243i,-0.04532+0.014268i,-0.031106+0.016819i,-0.033242+0.015062i,-0.036434+0.012829i,-0.030502+0.0047479i,-0.019135-0.0065967i,-0.010103-0.011777i,-0.0033054-0.0080798i,-0.0051343-0.0061121i,-0.017618-0.0079989i,-0.02218-0.0063554i,-0.012604-0.0078998i,-0.007049-0.016017i,-0.011858-0.017374i
-0.0064471+0.079514i,-0.016182+0.18995i,-0.025312+0.28789i,-0.0025415+0.2649i,0.045886+0.12336i,0.063746+0.0032063i,0.043767-0.002808i,0.031435+0.031076i,0.026279+0.022863i,0.010271+0.0052742i,0.002885+0.0015426i,0.0075798-0.0024035i,0.01294-0.0039109i,0.014608+0.0029733i,0.012243+0.015704i,0.0093945+0.023764i,0.0087677+0.022067i,0.019037+0.01785i,0.036657+0.012264i,0.034649-0.00086696i,0.012989-0.0079843i,-0.00068625-0.00037303i,0.00024492+0.006433i
-0.020986-0.064107i,-0.01744-0.15011i,0.024146-0.23597i,0.065245-0.2448i,0.048776-0.16816i,0.01596-0.08517i,0.0058405-0.062739i,-0.0097142-0.059051i,-0.015891-0.027663i,0.002047-0.0030694i,0.010984+0.0049496i,0.0084484+0.012647i,0.0075483+0.010776i,0.004839-0.0018079i,0.0025572-0.013855i,0.0020847-0.018007i,0.00071525-0.016064i,-0.010712-0.013657i,-0.029858-0.0059562i,-0.03257+0.0094312i,-0.017806+0.017407i,-0.006878+0.01065i,-0.0046784+0.0032882i
0.03137+0.03778i,0.042452+0.089282i,0.016408+0.14712i,-0.0078096+0.15713i,0.0090694+0.092896i,0.0093582+0.028451i,-0.0088831+0.039337i,0.015672+0.06383i,0.042407+0.032081i,0.020803-0.0050635i,-0.0015966-0.010711i,0.00046556-0.012514i,0.0038753-0.014907i,0.0033536-0.0079953i,0.00010484+0.0028686i,-0.004683+0.010262i,-0.0048014+0.013539i,0.0071865+0.013368i,0.027226+0.0083107i,0.034289+0.00047575i,0.024387+0.00024616i,0.016742+0.0067095i,0.017291+0.0061617i
-0.052392-0.021306i,-0.080752-0.059048i,-0.067742-0.13554i,-0.04905-0.18609i,-0.06457-0.12965i,-0.055397-0.040782i,-0.0045813-0.026271i,0.01301-0.043449i,-0.0026767-0.020411i,0.00066801+0.011411i,0.008833+0.017073i,0.0026174+0.015553i,-0.0061815+0.015812i,-0.012067+0.01007i,-0.012836-0.003302i,-0.0095771-0.017445i,-0.012946-0.022552i,-0.030175-0.014333i,-0.048866+0.0042289i,-0.045126+0.019728i,-0.023355+0.017976i,-0.010896+0.0046853i,-0.01109-0.0029289i
0.042491-0.014184i,0.052209+0.012086i,0.017495+0.11644i,-0.010677+0.23162i,0.024004+0.23233i,0.044438+0.15012i,-0.0015349+0.096481i,-0.028752+0.078754i,-0.01584+0.051525i,-0.010469+0.022653i,-0.011333+0.0063822i,-0.008956-0.004969i,-0.008017-0.0071254i,-0.004678+0.00095308i,-0.00027563+0.012386i,-0.00040311+0.022626i,0.0021096+0.026176i,0.019942+0.018817i,0.042675-0.0017654i,0.042107-0.022846i,0.021454-0.025213i,0.0080791-0.011627i,0.0066747-0.001794i
-0.009873+0.038158i,0.003885+0.029548i,0.040962-0.05483i,0.057143-0.17163i,0.017918-0.20673i,0.0051781-0.14815i,0.046105-0.10026i,0.040658-0.089915i,-0.0033277-0.060142i,-0.0095881-0.022644i,0.0042671-0.01318i,0.0032007-0.0096075i,-0.00041976-0.001145i,0.00011692-0.0007216i,5.2872e-06-0.0084376i,-0.00062664-0.017649i,-0.0046765-0.021663i,-0.020835-0.015983i,-0.041581+0.0025207i,-0.043027+0.02088i,-0.026383+0.018504i,-0.015344+0.0042567i,-0.011804-6.9477e-05i
-0.014449-0.028179i,-0.030043-0.010094i,-0.048535+0.07686i,-0.041658+0.19564i,0.010458+0.23302i,0.032986+0.15309i,-0.015032+0.071268i,-0.040488+0.049849i,-0.013003+0.029156i,-0.00047627-0.0022025i,-0.012358-0.013235i,-0.015251-0.013756i,-0.0094832-0.016314i,-0.002929-0.016403i,0.00032881-0.0085364i,0.0019186+0.0064542i,0.0093284+0.015032i,0.027301+0.0036983i,0.044961-0.021088i,0.041983-0.036888i,0.024545-0.030203i,0.014225-0.013789i,0.010851-0.0064957i
0.030016+0.019411i,0.05494-0.0054459i,0.071419-0.10386i,0.060076-0.23702i,0.013409-0.283i,-0.011524-0.20678i,0.025952-0.10984i,0.054332-0.068196i,0.032002-0.045979i,0.0097953-0.016296i,0.0069133+0.0048211i,0.0084496+0.01386i,0.0087065+0.012701i,0.0037051+0.0057677i,-0.00061392-0.0057618i,-0.0017887-0.020335i,-0.0092225-0.025602i,-0.026603-0.0077119i,-0.040965+0.028124i,-0.035438+0.050228i,-0.018788+0.04262i,-0.010563+0.022889i,-0.0083665+0.011765i
-0.046473+0.0045474i,-0.081254+0.040498i,-0.09947+0.13851i,-0.086136+0.25906i,-0.058772+0.2934i,-0.053888+0.22814i,-0.070578+0.14663i,-0.045242+0.10301i,0.014848+0.070254i,0.036386+0.034487i,0.027593+0.016117i,0.021141+0.0063121i,0.011688-0.0041746i,0.0049261-0.0055368i,0.0050798+0.0031279i,0.0057194+0.01319i,0.010449+0.013348i,0.025433-0.0028042i,0.038741-0.031251i,0.035447-0.047672i,0.020704-0.034645i,0.01086-0.013325i,0.0067613-0.0047565i
0.032913-0.026525i,0.067672-0.065434i,0.090852-0.13853i,0.090091-0.22119i,0.079194-0.22981i,0.075607-0.14193i,0.091759-0.040259i,0.082048-0.0020842i,0.029763+0.003503i,-0.00058161+0.012788i,0.0024241+0.0084023i,0.0050727+0.00027982i,0.003972+0.0040577i,0.0015105+0.0082653i,-0.0013175+0.0038938i,-0.0041342-0.0069643i,-0.011118-0.012013i,-0.023155+0.0042343i,-0.03339+0.036691i,-0.029124+0.055926i,-0.015195+0.045201i,-0.0074115+0.021993i,-0.0059199+0.0084333i
-0.0092524+0.04149i,-0.026867+0.088109i,-0.050315+0.14778i,-0.073141+0.20596i,-0.084062+0.20762i,-0.07954+0.12494i,-0.0775+0.028407i,-0.068607-0.0066985i,-0.039745+0.0027246i,-0.013477+0.0054674i,-0.010203-0.0043723i,-0.01902-0.012449i,-0.021169-0.011102i,-0.011499-0.0040273i,0.0005042+0.0059268i,0.0074715+0.016444i,0.014227+0.016701i,0.023009-0.0058157i,0.026218-0.042485i,0.018852-0.061983i,0.0081345-0.050797i,0.0033342-0.028946i,0.0018824-0.016754i
-0.01534-0.036311i,-0.010396-0.080451i,0.026432-0.13705i,0.08574-0.19556i,0.12869-0.2085i,0.14036-0.15198i,0.11451-0.080848i,0.051691-0.03909i,-0.0063912-0.020137i,-0.026216-0.0067511i,-0.022581+0.001814i,-0.015642+0.0077262i,-0.0046516+0.010521i,0.0017437+0.0058981i,-0.0023964-0.002883i,-0.007561-0.0091779i,-0.011136-0.0055261i,-0.015298+0.016491i,-0.016063+0.049451i,-0.0095848+0.06449i,-0.002228+0.04977i,0.00019528+0.025559i,0.00052779+0.010422i
0.029242+0.023902i,0.025732+0.060019i,-0.032512+0.11268i,-0.12663+0.16034i,-0.19012+0.15133i,-0.20005+0.071938i,-0.16766-0.0055254i,-0.10515-0.025006i,-0.039345-0.014721i,-0.0024922-0.011i,0.0067946-0.0069143i,0.0073857-0.0033942i,0.0024322-0.00685i,-0.00099748-0.0083495i,0.0034468-0.0043782i,0.0095512+0.0027397i,0.014292+0.0030664i,0.016847-0.014277i,0.01228-0.043219i,0.0036885-0.058514i,-0.0017912-0.046831i,-0.0013787-0.024587i,0.00077749-0.010649i
-0.027164-0.00088164i,-0.028376-0.017167i,0.028688-0.057801i,0.13859-0.095305i,0.22928-0.084512i,0.22973-0.010804i,0.16973+0.067621i,0.11411+0.071305i,0.067335+0.025785i,0.026331+0.0020642i,0.010653+0.0021834i,0.014435+0.0013077i,0.014433-0.00038003i,0.0053953+0.0004403i,-0.0060391-0.0021586i,-0.015389-0.0070705i,-0.020387-0.0031321i,-0.016304+0.01868i,-0.004389+0.049765i,0.0046693+0.065521i,0.0067115+0.055064i,0.0050953+0.034357i,0.0034118+0.018736i
0.016811-0.016405i,0.018819-0.0025593i,-0.01812+0.041031i,-0.11309+0.080679i,-0.20551+0.080317i,-0.19388+0.035766i,-0.10589-0.013271i,-0.034363-0.01831i,0.0011712+0.0026115i,0.016307+0.010127i,0.014117+0.005369i,0.0019103+0.00036421i,-0.0089373-0.001817i,-0.011305+0.00061572i,-0.003786+0.0067673i,0.005433+0.010058i,0.0093331+0.00052098i,0.0038687-0.022443i,-0.007916-0.047019i,-0.01527-0.056409i,-0.015704-0.045736i,-0.01234-0.026826i,-0.0080927-0.012067i
0.004462+0.014573i,0.0092141+0.0023551i,0.049346-0.032605i,0.15176-0.065989i,0.24692-0.061722i,0.23178-0.008854i,0.14464+0.042056i,0.074052+0.042783i,0.029369+0.018385i,0.0025597+0.0074548i,-0.0073129+0.0046763i,-0.0080438+0.0034172i,-0.0014944+0.0060892i,0.0037521+0.006933i,-0.00020478+0.0033706i,-0.0088032+8.2956e-05i,-0.013682+0.0033623i,-0.0067432+0.017761i,0.010076+0.037852i,0.020397+0.048039i,0.018704+0.041029i,0.011883+0.024108i,0.0045348+0.0098855i
-0.014474-0.0065566i,-0.01957-0.0074293i,-0.066645+0.0013781i,-0.17791+0.019727i,-0.26603+0.016997i,-0.24157-0.032036i,-0.15211-0.078965i,-0.088373-0.063343i,-0.048972-0.015213i,-0.016875+0.0034997i,-0.0043997-0.00078301i,-0.0061702-0.0019162i,-0.007555-0.0021694i,-0.0048379-0.0059578i,0.0024584-0.0066908i,0.010028-0.0045995i,0.011591-0.0085404i,-1.1286e-05-0.021727i,-0.018585-0.038162i,-0.025077-0.046982i,-0.01868-0.042031i,-0.011194-0.028112i,-0.0057868-0.016027i
0.014715+0.0034499i,0.021183+0.013224i,0.063291+0.020247i,0.15008+0.014521i,0.21025+0.030051i,0.17599+0.070847i,0.085181+0.085731i,0.022855+0.05369i,-0.00079817+0.013783i,-0.010841-0.00025849i,-0.01035-0.0018124i,-0.0029336-0.0056134i,0.0028247-0.0074633i,0.0037834-0.0070928i,-0.00047179-0.0091609i,-0.0062456-0.0093232i,-0.0053723+0.00042391i,0.0083813+0.016841i,0.026019+0.032511i,0.032218+0.041036i,0.026658+0.0375i,0.016754+0.024059i,0.0071935+0.0098188i
-0.0075986+0.0078946i,-0.024432+0.0014296i,-0.073367+0.0029928i,-0.14364+0.013108i,-0.17199-0.016281i,-0.12381-0.070057i,-0.050767-0.084408i,-0.0083183-0.054903i,0.0055368-0.022122i,0.0115-0.0055699i,0.013569+0.00023154i,0.010132-0.0018772i,0.0020872-0.0048236i,-0.0045318-0.0019672i,-0.0030316+0.0023505i,0.0028096+0.0012169i,0.0031071-0.0048052i,-0.0090608-0.010638i,-0.025347-0.015593i,-0.030769-0.021008i,-0.023285-0.020945i,-0.012474-0.012741i,-0.0032081-0.002788i
