-0.0032918+0.00026434i,-0.0021292+0.00036379i,-0.0018964+0.0013829i,-0.0020182+0.002493i,-0.0016779+0.0033528i,-0.00084928+0.0029244i,-0.00053577+0.0013846i,-0.00063481+0.0011147i,-0.00066341+0.001779i,-0.00048219+0.0014985i,0.00013716+0.0002501i,0.0004184-0.0010384i,-0.00051279-0.00074769i,-0.0012671-5.9267e-05i,-0.00092082+0.00011073i,0.00022243+9.166e-05i,0.00035128+0.00047376i,-2.081e-05+0.00065175i,0.00041358-0.0001275i,0.00085541-2.7845e-05i,0.00048145+0.00035076i,-0.00058812+3.3057e-05i,-0.00055876-0.00086461i
0.00099717-0.00047042i,0.00053467-0.00031682i,-0.00061737-2.1331e-05i,-0.0018806-0.00020614i,-0.0010554-0.00015925i,3.9259e-05+0.0007102i,-0.00065708+0.001128i,-0.0013494+0.00088828i,-0.00085743+0.00092422i,-0.00019466+0.0004169i,-4.4054e-05-0.000583i,0.00021001-0.00064004i,0.00032011-0.0006776i,9.2962e-05-0.00052512i,-2.4891e-05+0.00098243i,-0.00026728+0.0010664i,-7.6709e-05-0.00035881i,0.00055269-0.00030364i,0.00083691+0.00019534i,0.00068862+0.0005165i,7.3179e-05+0.00061784i,-0.00060153+0.00047163i,-0.00053459-5.9685e-05i
-0.00084017-0.00066012i,-0.0010583-0.0010154i,-0.0011603-0.00032719i,-0.0010083+0.00075121i,-6.1717e-05+0.0011488i,0.00018005+0.0016691i,0.00018398+0.0017837i,0.0003867+0.00099058i,-0.0002067+0.00061303i,-0.0012563+0.00050686i,-0.0011401+0.00050311i,-0.00052506+0.00028771i,-0.00033856-0.0001746i,-0.00023405+0.00031559i,0.00048947+0.00021481i,0.000748-0.0003972i,0.00020439-0.00050998i,0.00010572-0.00072532i,0.00012357-0.00083498i,4.5804e-05-0.0009417i,-0.00018603-0.00083893i,-0.00032907-0.00015912i,-0.0001866+0.00021732i
0.0014429-0.0015489i,-0.00057512-0.0023883i,-0.0017572-0.0022598i,-0.0018708-0.0013761i,-0.0013502-0.0012274i,-0.0006956-0.00081259i,0.00017265+9.7695e-05i,0.00095527+0.0010288i,0.00060198+0.0010125i,-0.00021924+4.9053e-05i,-0.00097392-0.00012803i,-0.0010326+5.5658e-05i,-0.00048861-0.0002198i,0.00050181-0.00070722i,0.0012124-0.00043268i,0.00063032+0.00034452i,-0.00030255+8.4267e-05i,0.00034849+0.00029575i,0.0010687+0.00028603i,0.00048513+0.00062591i,-0.00012894+0.00067882i,-0.00099617-0.00025508i,-0.0013718-0.00061327i
2.4812e-05+0.0002014i,-0.00037136-0.0003295i,-0.00040166-0.00037966i,-0.00098953+0.00032749i,-0.001108+0.0012463i,-0.00020457+0.0019245i,-0.00014367+0.0018681i,-1.4463e-05+0.0013858i,0.00011475+0.0012471i,-0.00079271+0.0017352i,-0.0004095+0.0011197i,0.00070845+0.00042526i,0.00058269-4.0947e-05i,-0.00013505-0.00034641i,-6.6732e-05-0.00086504i,7.0658e-05-0.001312i,-0.00017869-0.00028884i,-0.00014952+0.00030757i,0.00035433-6.9926e-05i,0.00069218+1.7068e-05i,0.00075975+0.00043916i,0.00072204+0.00074556i,0.00036706+0.00073103i
0.0020352+0.000174i,0.0013645-0.00067104i,0.0016538-0.0010979i,0.00081593-0.0011741i,-0.00023946-0.0012644i,-0.00060718+0.0002941i,-0.00073902+0.0017465i,-0.00036125+0.0014116i,0.0002909+0.00098923i,0.00023917+0.0011909i,-6.996e-05+0.00047026i,-0.00033161-0.00038899i,-0.00035291-0.00032412i,1.3819e-05+5.5311e-05i,0.00040337+0.0005128i,0.00020906+0.00067306i,1.5799e-05+0.00055444i,0.00034923+0.0011408i,5.0833e-05+0.0012456i,-0.00084257+0.0013408i,-0.00080474+0.001692i,-3.7917e-05+0.0014805i,-0.00034307+0.0007767i
6.0785e-05+0.001038i,-0.0012234+0.0012484i,-0.0013069+0.001032i,-0.00050331+0.00047625i,-0.000304+0.0005387i,-0.00010418+0.001499i,-0.00042393+0.0016894i,-0.00042643+0.0013449i,0.00040353+0.0009874i,0.00040832+0.00066141i,-0.0003902-1.1611e-05i,-0.00067551-0.00059113i,-0.00074607-0.0002671i,-0.00010344+0.00045202i,-3.4378e-05+0.0010437i,-0.00058107+0.00049962i,0.00036877+0.00038629i,0.00043412+0.00034079i,-5.5306e-06+8.3307e-05i,0.00042423+0.00053263i,-0.00011914+0.00066079i,-0.00093693+0.00087779i,-0.00049104+0.00058413i
0.00065027-0.0012099i,0.00097698-0.0022247i,4.6853e-05-0.0025595i,-0.00065768-0.0016085i,-0.00029248-0.0010925i,-0.00019671-0.00076861i,-5.9179e-05+0.00032319i,0.00040219+0.00075592i,5.9398e-05+0.00057287i,-3.6662e-05+0.0002265i,0.00017738+2.2846e-05i,2.1051e-05-8.9532e-05i,-7.7304e-05-0.00031764i,0.00010902-0.00024753i,0.00058625-0.00017934i,0.0010465-0.00022222i,0.00082478-0.00074851i,0.00074322-0.0010488i,0.0005866-0.00018636i,7.0684e-06+0.0005943i,3.8417e-05+0.00041769i,0.00041409+1.2047e-05i,0.00087311-0.00046629i
0.0019849-0.00036162i,0.0015385-0.0003233i,0.0007409+0.00019655i,0.00015061+0.000423i,-0.00047613+0.00061557i,-0.00090656+0.0012809i,-0.0003749+0.0026072i,0.00012157+0.0032778i,0.00021247+0.0022826i,-0.00011337+0.0013267i,-2.7925e-05+0.00084903i,0.00018333+0.00068846i,8.9804e-05+0.00028252i,-0.00015706-0.00013886i,-4.1173e-05-0.00030387i,-0.00036052-0.00012334i,-0.0002084+0.00020411i,0.00058135+7.6133e-05i,9.0167e-05-0.00078134i,-0.00041706-0.00094765i,-9.3047e-05+1.2467e-06i,-9.2006e-05+0.00053058i,0.00014766+0.00021667i
-0.0014411+0.0011918i,-0.0020051+0.0014685i,-0.0015669+0.0020792i,0.00011248+0.0013399i,0.0011797+0.00058565i,0.0013343+0.00048275i,0.00072829+0.00077631i,-0.00020414+0.0015432i,-0.0008276+0.0013407i,-0.00055239+0.00088323i,-9.4996e-05+0.00029558i,-0.00016332-0.00068639i,-0.00089541-0.00095367i,-0.00073944-0.00068607i,-0.00091791-0.0001582i,-0.00088395-0.00046053i,-0.00029068-0.00014865i,-0.00051725+0.0005622i,-0.00048447+0.00050146i,-0.00037579+0.00010548i,-0.00045859+0.00011459i,5.2703e-05-0.00013856i,-0.00013236-0.00037933i
0.0018169+0.00055316i,0.0026945+0.00011266i,0.002629+7.9064e-05i,0.00089836+0.00069114i,-0.00083814+0.0011187i,-0.0012228+0.00069326i,-0.0012179+0.00048i,-0.0007989+0.00044064i,-0.00062093+8.6333e-05i,-0.00056071+0.00025i,-6.058e-05+0.00057619i,0.00030484-0.00053279i,0.00062418-0.0011667i,0.0014548-0.0007289i,0.00094505-0.00027729i,-0.000662+7.4704e-05i,-0.00091665-0.00021548i,-0.00020718-0.0006626i,0.00017283+5.1837e-05i,-2.9071e-05+0.0010643i,-0.00047275+0.00089325i,-0.00051837+0.00089232i,-0.00043486+0.00016842i
-0.00042667-0.00063146i,-0.00013802+0.00013143i,-0.00029792+0.0013415i,0.00040856+0.0009416i,0.0014775+0.00097334i,0.0015392+0.0013495i,0.00028845+0.00098963i,-0.0002314+0.00050441i,0.000371+0.00058069i,0.00017149+0.001057i,-0.00044075+0.0010736i,-2.4275e-05+0.00050185i,-0.00030182+8.924e-05i,-0.0010997+0.00014546i,-0.00040932+0.000176i,0.00017615+0.00039182i,-0.00010765+0.00097053i,-0.00082131+0.0016342i,-0.00053627+0.0015104i,-0.00049572+0.0010261i,-0.00098573+0.00052329i,-0.00068086-6.4863e-05i,-0.00028215-3.5808e-05i
0.0014284-0.00050672i,0.0014867-0.00011327i,0.00088027-4.1587e-05i,-0.00013849-0.00021307i,-0.00062815+8.3808e-05i,-0.00030267+0.00047434i,-0.00014663+0.0009508i,6.2988e-05+0.00087344i,-2.3207e-05+0.0003095i,-0.0010178+0.00012788i,-0.0017553+0.00045361i,-0.00111+0.00090899i,-0.00018823+0.0008665i,0.00029265+0.00057149i,0.00038086+6.511e-05i,0.00021078+6.7365e-05i,6.8646e-05+0.00047021i,-0.00026907+0.00068608i,5.4923e-05+0.00031067i,0.00037822-7.2664e-05i,-0.00017175-0.00017721i,-0.00017879-0.00016681i,-0.00015292+0.00019743i
-0.002113-0.0013884i,-0.0027508-0.00080947i,-0.003413+0.00038507i,-0.0024307+0.0019739i,-0.00088654+0.002983i,8.8037e-05+0.0037669i,-5.0741e-05+0.0035902i,-0.00074151+0.002581i,-0.0012749+0.0014212i,-0.0012387+0.00095466i,-0.00095964+0.00082826i,0.00020527+0.00099702i,0.00082728+0.00043593i,-5.5636e-05-0.0008282i,3.9939e-05-0.0013836i,-0.00022273-0.00016514i,-0.0010284+0.0010865i,-0.00054772+0.00083403i,-4.3773e-05+0.00035713i,8.414e-05-5.7161e-05i,0.00040532+0.00018257i,0.00090844-8.2923e-05i,0.0011807-0.0004819i
0.00066522-0.0016856i,-0.00021193-0.0018273i,-0.00084838-0.0026271i,-0.0013907-0.001646i,-0.0015986+0.00025587i,-0.00099874+0.00051622i,-0.00090534-7.3742e-05i,-0.00088462+0.00020238i,-0.0010721+0.00048801i,-0.00089991+0.00057785i,-0.00038674+0.00040539i,-0.00033363+9.8192e-05i,1.0248e-05-0.00030066i,0.00025216-0.00021874i,0.00048659-0.00029979i,0.00025204-0.0010757i,9.368e-05-0.0014157i,0.00012488-0.0010467i,-0.00015385+0.00027034i,-0.00051729+0.00069553i,-0.00068305-0.00037918i,-0.00010072+7.4651e-05i,0.00057542+0.00076461i
0.0008456-0.00034503i,0.00082596-0.00094265i,-6.6142e-05-0.0016483i,-0.0015558-0.0016946i,-0.0013419-0.00090623i,-0.00054207+0.00064313i,0.00015027+0.0014615i,0.00051812+0.0012631i,0.00031001+0.00046218i,0.00015374-0.00011292i,-0.00046552+0.0004322i,-0.00078876+0.0010464i,-0.00043418+0.0010837i,-9.1069e-05+0.00078901i,0.00014053+0.00037689i,0.00040445-7.964e-05i,0.00047599-0.00072457i,0.00034207-0.00078583i,-0.00031506-0.00013275i,-0.0006406+0.00025486i,-0.00038779+0.00029472i,1.2535e-05-3.7663e-06i,7.4359e-05-9.9499e-05i
0.00063506+0.00056132i,0.0010054-8.7245e-05i,0.0008039+0.00025399i,0.0013818+0.00023771i,0.0016514-0.00024054i,0.0011596-0.00063662i,0.0004426+0.00016326i,-0.00030789+0.0020274i,-0.00030308+0.0022127i,0.0001071+0.0013665i,0.00069631+0.00082088i,0.0006475+0.00047307i,-0.00032104+0.00010598i,-0.00025937+0.0005609i,-0.00015717+0.00073527i,-0.00054541+0.00019917i,-0.00077052+0.00071627i,-0.0008006+0.00051521i,-0.00050673+0.00058686i,-0.00030869+0.0012308i,-0.00018901+0.00085811i,0.00037881+0.0010061i,0.00043767+0.00056568i
-0.0020661-0.00032559i,-0.0021092-0.00053347i,-0.0016287+0.00011158i,-0.0006308+0.001248i,0.00047607+0.0015067i,0.0010438+0.00087267i,0.00050498+0.00020465i,-0.00056523+0.00077493i,-0.00084159+0.0016881i,-0.00088478+0.001444i,-0.00014363+0.00051561i,0.00096568-0.00028056i,0.00078832-0.00044414i,0.00025105-0.00072864i,2.3399e-06-0.00074345i,-0.00024429+1.9259e-05i,5.1552e-06+0.00047061i,0.00054224+0.00060251i,0.00021389+0.00095953i,-3.5129e-05+6.1345e-05i,0.00040429-0.0008592i,0.00082019-0.0010154i,0.00074595-0.00077023i
-0.00021849-0.00067115i,-0.00069302-0.00019971i,-0.00096543+0.00097978i,0.00027862+0.0016391i,0.0011072+0.0018024i,0.00091257+0.0020459i,0.00061573+0.0018346i,0.00031065+0.0010863i,-0.00087999+0.0010206i,-0.0018911+0.00040057i,-0.00098872-0.00044676i,0.00029717-0.00060796i,0.00016221+0.000344i,-9.9246e-05+0.00063897i,0.00026887-0.00029697i,0.00084147-0.00067691i,0.001125-0.00037621i,0.00078566-0.00059124i,-0.00022499-0.00052166i,-0.0010656-0.0006073i,-0.00041474-0.00072941i,2.8928e-05-0.00011867i,-0.00013982-0.00019828i
-0.00011613-0.00012811i,-0.0014973+0.00090618i,-0.0020423+0.0013617i,-0.0010382+0.0015213i,-0.0006357+0.0019784i,-0.00090617+0.0019905i,-0.00027641+0.0016725i,-8.0148e-05+0.00088598i,-8.9793e-05+0.000124i,0.00036874+9.3482e-05i,0.00088341+0.00033715i,0.000654+0.00046857i,0.00025473+0.00058381i,0.0005397+0.00097286i,0.00065109+0.00061368i,0.00053031+3.8794e-05i,0.00064549+0.00011166i,0.0002602+0.00013359i,1.4016e-05+0.00048812i,-0.00018875+0.00043438i,8.0564e-06-5.3431e-05i,0.00052469+9.3625e-05i,0.00079602+0.0005476i
0.0012107-0.0015631i,-0.00013546-0.0030268i,-0.00022519-0.0031571i,0.0001342-0.001314i,-1.3102e-06+0.00011939i,0.00034141+0.00022393i,0.00012864+0.00042478i,-0.00028998+0.00099109i,-0.00023709+0.0010141i,-0.0011832+0.00014691i,-0.0013945+0.00016975i,-0.00062695+0.00048705i,-0.00015435+0.00041277i,0.00026436-0.00037229i,7.6569e-05-0.00017266i,0.00010886+3.5682e-05i,0.00065457-0.001145i,0.00041335-0.0010839i,-0.0002105+0.00012559i,-0.00067723+0.00069916i,-0.00053202+0.00063937i,-0.00020382+0.00028579i,-0.00053949+0.00066368i
0.0024037+0.00053256i,0.0018112-4.7871e-05i,0.00035302-0.0010471i,-0.00087389-0.0016008i,-0.00048339-0.00082063i,-0.00072454-0.00020239i,-0.00054984-6.4468e-05i,0.00017952+0.00013824i,2.0707e-05-0.00023055i,-0.00041073-0.00031398i,-0.00045807-0.00032317i,4.7742e-05-0.00042946i,0.00068894-0.00056157i,0.00037054-0.00054094i,0.00047196+0.00025885i,0.00066267+5.559e-05i,0.00012648-0.0002537i,-0.00040713+0.00048204i,-0.00078454+0.00049418i,-4.5228e-05+0.00041813i,0.00076951+0.00041434i,0.00024494+0.00033511i,-0.0005333+0.00043624i
-0.00036114+0.0005508i,-0.0009969+0.00082653i,-0.00058957+0.00082099i,0.00071343+0.00083138i,0.001516+0.0011662i,0.0012538+0.0014203i,-0.00010357+0.00084666i,-0.00065673+0.0003738i,-1.7964e-05+0.00077695i,0.00027389+0.0013862i,-0.00011759+0.00057155i,-0.00038623-0.00068255i,1.8606e-05-0.00060327i,0.00013883+0.00016458i,-0.00025514+0.00060433i,4.6623e-05+0.00021974i,0.00026029-0.00064513i,2.502e-05+2.1536e-05i,-0.00032312+0.00081396i,-0.00065747+0.00054641i,-4.423e-05+0.00042567i,-0.00017423+0.0012908i,-0.00025199+0.0011395i
0.00084024-0.00046499i,0.00048692+0.0011462i,0.0001551+0.0021636i,0.00025592+0.0015781i,-0.00028097+0.0012543i,-0.00088733+0.0005752i,-0.00051568+0.00055572i,-0.0002666+0.0012689i,-0.00052697+0.00061448i,-0.00072051+0.00043427i,-0.00078684+0.00089755i,-0.00028131+0.00059074i,0.00027509+0.00058773i,-0.00022374+0.00042506i,-0.0007821+0.0001789i,-0.00062894+0.00055614i,-0.00019805+0.00063924i,-0.00028972+6.1965e-05i,0.00011199-4.8231e-05i,-1.4853e-05+0.00049589i,-0.00051094+0.00032243i,-7.1003e-05+0.000125i,0.00041299+0.00020508i
0.00077162+0.00098046i,0.0011701+0.00061314i,0.0001243+0.0001289i,-0.0012281-0.00010839i,-0.0014665-0.00015119i,-0.00063338+0.0012356i,-6.0655e-05+0.0023998i,0.00013803+0.0022649i,0.00030208+0.0020115i,-0.00025522+0.0015497i,-0.00066719+0.00081367i,-0.00012216+0.00027308i,0.00024227-0.00043465i,3.7391e-06-0.00011331i,-0.00030881+0.00042278i,-0.00076464+0.0005064i,-0.0014218+0.00016088i,-0.0014614-0.00050839i,-0.00059396-0.0002436i,-0.00019212+0.00080244i,-0.00095722+0.00076301i,-0.00062945+0.00022682i,0.00054583+0.00019968i
0.00069088-0.0032987i,0.00038316-0.0023301i,-9.4651e-06-0.0008781i,-0.00091118-0.00028118i,-0.00087253+0.0004795i,0.00057332+0.00067628i,0.00095603+0.00018496i,-0.00026894+0.00019432i,-0.00098085+0.0005172i,-0.001075+3.3369e-05i,-8.1797e-05+0.00032696i,0.0010261+0.0012633i,0.0010635+0.0013762i,0.00048652+0.00081519i,0.00058597+9.611e-06i,0.0010699+0.00018924i,0.00063292+0.00047606i,0.00023036-0.00013784i,0.00013201-0.00012496i,-3.3852e-05+0.00031949i,-0.00072973-7.9312e-05i,-0.00097689-0.00030552i,-0.00058645-0.00017979i
0.00067523+0.00045962i,0.0015162+0.00012263i,0.0011255+0.0003582i,-0.00051825+0.0011151i,-0.00060625+0.00097852i,0.00025009+0.00092277i,-0.00012872+0.00095673i,-0.00075264+0.00097238i,-0.00045866+0.0013533i,0.0003271+0.0011293i,0.0001692+0.000265i,-2.8763e-05-0.00015345i,-6.8191e-05+8.7731e-05i,-0.00072203+0.0008256i,-0.00053081+0.0011824i,0.00052534+0.00080715i,0.0011643+0.00081018i,0.00034589+0.00059845i,-8.4231e-06-0.00017519i,0.0014176+0.00012452i,0.0016354+0.00089522i,0.00091773+0.00040724i,0.00014496-0.00034101i
0.00028624-0.0016477i,-0.0006269-0.0015725i,-0.00105-0.0012675i,-0.00064596-0.00030378i,-0.00065079+0.00085611i,-0.00060832+0.001386i,0.00026622+0.0013974i,0.00059724+0.0011471i,-9.293e-06+0.0012092i,-0.0005946+0.0012944i,0.00023722+0.00061079i,0.00059114+0.00029373i,0.00030978+0.00045667i,-6.1472e-05+0.00039667i,0.00052405+9.5654e-05i,0.0011423+0.0002274i,0.00060818+0.00059705i,0.00023137+0.00058987i,0.00044042+0.00075096i,0.00042625+0.00089253i,0.00022105+0.00066278i,-5.4254e-05+0.00049922i,0.00063392+0.00040202i
0.000636+0.0007138i,0.0012782+0.0027955i,0.0018211+0.0035356i,0.0018227+0.0024285i,0.0013763+0.0013501i,0.00094794+0.00093632i,0.00018293+0.000981i,-0.00071304+0.00096294i,-0.0011175+0.00070977i,-0.00080543-0.00019758i,-0.00036413-0.00022167i,-0.00048045-0.00039232i,-0.0001271-0.00053663i,-0.00010947+0.00015763i,-0.00021152+0.0013015i,-6.564e-05+0.0011591i,-5.5726e-06+5.7914e-05i,-2.1878e-05-0.00094249i,0.00021055-0.00034611i,0.00085232+0.000409i,0.00021936-2.9234e-06i,-0.00046465-0.00059668i,-0.0004978-0.00071065i
-0.0013127-0.00050742i,-0.0014364+0.0010102i,-0.0016467+0.0021795i,-0.0013937+0.0027202i,-0.00082993+0.0024892i,3.8517e-05+0.0016753i,-9.3875e-06+0.0015946i,-0.000207+0.0018148i,-0.00049299+0.0016399i,-0.00063816+0.0013466i,-0.00033072+0.0013706i,0.00049582+0.00035001i,0.00049938-0.00062631i,-0.00059885-0.0011072i,-0.00078429-0.00087634i,1.1174e-05-0.00031886i,-0.00039763+0.00019084i,-0.00062913+0.00019026i,-0.00045038-0.00056127i,-7.9365e-05-0.00091952i,0.00011894+0.00030227i,-0.00033435+0.00057243i,0.00042778-0.00024636i
0.0005613+0.0018232i,0.00049778+0.0012253i,0.00036359-6.8327e-05i,0.00058656-0.00022454i,0.00071188+0.00027967i,0.00089694+0.00037388i,0.00097786+0.00025338i,-4.5789e-05+0.00091739i,-0.0018146+0.0011071i,-0.0017514+0.00025456i,-0.00096085-8.6491e-05i,-0.00094905-0.00021849i,-0.00080259+0.00027158i,-0.00023407+0.00057982i,-0.00061319+0.00063361i,-0.00075042+5.1667e-05i,-0.00020395-0.00073006i,8.8238e-05-0.00083589i,0.0003376-0.00054995i,0.00018649-0.00056539i,-5.9111e-05+0.00019548i,-0.00037118+0.0010099i,-6.2299e-05+0.000415i
-0.00087412+0.00095651i,-0.0019375+0.0013022i,-0.0027392+0.0011708i,-0.0018671+0.00090907i,-0.0011921+0.0017163i,-0.0013671+0.0023091i,-0.0012393+0.0024434i,-0.001014+0.0021271i,-0.0010551+0.0017306i,-0.0012976+0.0009055i,-0.00090355+8.7617e-05i,-0.00024501-0.00029659i,0.00019937-0.00050008i,0.00018931-0.00058798i,0.00045337-0.00067646i,0.00057097-0.0005967i,0.00025935-0.00021816i,8.8821e-05-0.00019956i,-0.00046011-0.00018179i,-0.00071213+0.00020576i,-0.00027046+2.4901e-05i,-0.00012509-4.4275e-05i,-3.9647e-05-0.00022513i
-0.001929+0.00050526i,-0.00075606+0.00093868i,-0.00019093+0.0013314i,-0.00074702+0.0016028i,-0.00067494+0.0015622i,0.00038097+0.00098111i,0.00061547+0.00053712i,-2.0218e-05+0.00076663i,-0.00032872+0.00059308i,-0.00080841+0.00034394i,-0.00031416+0.00044609i,0.00033572-0.00035198i,0.0003725-0.0007469i,0.00029681-0.00058245i,0.00033676-0.00070288i,0.00012369-0.00098375i,-0.00042724-0.0011689i,-0.0003657-0.0010968i,0.00015596-0.00083715i,0.00077285-0.00025433i,0.0011036-0.00034339i,0.00059098-0.00072027i,5.2236e-05-0.00017613i
0.00083581+0.00049316i,0.00018221+0.00049183i,0.00014016-2.5739e-05i,0.00022118-0.00029737i,-0.00055776-0.00019276i,-0.0013388+0.00040381i,-0.00064415+0.0016837i,-0.00016511+0.0017407i,-0.00033519+0.00069289i,-0.00053723-0.00015609i,-0.0004063-2.8941e-05i,-0.00042253+0.00031194i,-0.00037209-0.00014397i,-0.00041598-0.0002148i,-0.00048319-0.00029554i,-0.00027807-0.00031463i,-0.00024952+0.00010439i,-0.00083694-6.4432e-06i,-0.00090477+0.00045896i,-0.00044425+0.0012152i,-0.00061052+0.00078216i,-0.0012449-6.1694e-05i,-0.00090309-0.00040862i
-0.00031362-9.5008e-06i,0.00018814-0.0010463i,-5.9843e-05-0.0018777i,-0.00025567-0.0012216i,0.00031465+0.00010357i,0.0013061+0.00094108i,0.0014329+0.0010587i,6.5268e-05+0.00067823i,-0.00098836+0.00054033i,-0.00017851+0.00028555i,0.00051579-0.00022655i,0.00079078-3.9389e-05i,0.0011866+0.00056092i,0.0013078+0.00021637i,0.00075989-0.00015657i,0.00013694-0.00017007i,7.5394e-05-0.0004744i,-8.017e-05-8.9146e-05i,-0.00024676+0.00078531i,-0.00015191+0.0012784i,2.8076e-05+0.0011423i,0.00041541+0.00029301i,0.00053902-0.00051366i
0.0019476-0.0012521i,0.00091928-0.0012467i,6.5511e-05-0.00039359i,-6.5998e-05+0.00027518i,-0.00097971+0.00039929i,-0.0017221-7.8942e-06i,-0.00068774+0.00033806i,0.00045699+0.00082047i,-0.00028163+0.00048332i,-0.00049826+0.00056231i,0.00016704+0.00085513i,0.00026562-0.00045333i,0.0011443-0.00099778i,0.0014866-0.00022357i,0.00074081+0.00011714i,0.0004277-0.00035541i,0.00010214-0.00023765i,-0.000384-3.1718e-05i,-0.00039346-0.00025124i,-0.00048417+0.0005492i,-0.00032963+0.00073453i,-5.2529e-06+2.5991e-05i,0.00014192+0.00020959i
-0.0016126-0.0016496i,-0.00082279-0.0009367i,-0.00041344+0.00027916i,-0.0016579+0.0017492i,-0.0017752+0.0015383i,-0.00059999+0.001002i,-0.00012802+0.00068619i,-0.000353+0.00065561i,-0.00099686+0.00084189i,-0.001079+0.00084839i,-0.0006229+0.00078371i,-0.00010349+0.00020031i,0.00096389-0.00053688i,0.00076378-0.00081493i,-5.0239e-05-0.00046925i,-0.00026535-0.00015i,-7.3638e-05-8.9138e-05i,0.00051854+0.00032545i,0.00043429+0.00055222i,-2.8116e-07+0.0010721i,0.00013772+0.00086209i,-0.00018087-5.5905e-05i,-0.00075371-0.00015291i
-0.00090437+0.0018019i,-0.00090454+0.0010701i,-0.00024334+0.00042706i,0.00011167+0.00034851i,-0.00034197+0.00075568i,-0.0007389+0.00024802i,-0.00074826+9.4086e-05i,-0.0015042+0.00059868i,-0.0016552+0.0011414i,-0.00068485+0.0011084i,6.4559e-05+1.6525e-05i,0.00022265-1.4021e-05i,-0.00035307+0.00014941i,-0.00026491+7.192e-06i,6.5712e-05+0.00016871i,0.00016585+0.00039171i,-8.4535e-05+0.00017026i,-0.00024335-0.00026141i,-0.00016936-0.00013188i,-4.3726e-05+0.00045215i,-0.0002438+0.0002581i,-0.001074-0.00055386i,-0.0010687-0.00054122i
-0.0010452+0.00062204i,-0.0017337+0.00031062i,-0.00074422-0.00065576i,0.00047749-0.00032981i,0.0010841-0.00010163i,0.00144+0.00019801i,0.00092234+0.00072744i,0.00052491+0.00051328i,9.8998e-05+0.00054588i,-0.00013328+0.00026045i,6.2614e-05-0.00016527i,7.443e-05-0.00015839i,-0.00091597-0.00023954i,-0.0013357-0.00043402i,-0.00086462-0.0007017i,-0.00046783-0.0011523i,0.00023982-0.0010507i,0.00052653-0.00023793i,-0.00028475+0.00012399i,-0.00096012-0.00044353i,-0.00057604-0.00048209i,-0.0003196-0.00017279i,-0.00039779+4.3766e-05i
-0.00061811+0.0016949i,-0.00011703+0.0017565i,0.00033237+0.0025999i,0.00099974+0.0025186i,0.0020478+0.0014802i,0.0025664+0.001206i,0.0014911+0.0015042i,0.00035865+0.0017954i,-0.00038418+0.0015162i,-0.00025445+0.00052259i,-0.00028935-0.00022414i,-0.00061845-0.00029576i,-0.00024675-3.8444e-05i,6.4118e-05-0.00017202i,0.00027155+0.00035126i,0.00023245+0.0010499i,0.0003803+0.00059247i,0.00014279-0.00026787i,-0.00035236-0.00065766i,-0.00040298-0.00013935i,-7.1246e-05+0.00058063i,8.015e-05+0.0011705i,-0.00028357+0.00079996i
-0.00028326-0.0011411i,-0.0015014-0.00039189i,-0.0028778+0.00013512i,-0.0024211+0.00056497i,-0.001592+0.00073869i,-0.00089509+0.00077371i,-0.00030759+0.0011791i,-0.00045063+0.0017i,-0.0007038+0.0012588i,-0.00078066+0.00042274i,-0.00034078-0.00023816i,0.0007708-0.00087001i,0.00065862-0.00037756i,8.534e-06+0.000495i,0.00027553+0.00086477i,0.00064707+0.00014618i,0.00046458-0.00038862i,-0.0002927+0.00016453i,-0.00093738+0.00092915i,-0.00077637+0.0005142i,0.00054086+0.0005996i,0.0009275+0.00086426i,-2.4101e-05-9.6534e-05i
-0.00062425-0.00085223i,-0.0004897+0.00081022i,-0.000389+0.00090326i,9.5023e-05+0.0012485i,0.00093646+0.0022066i,0.0013941+0.0029535i,0.0015451+0.0023607i,0.0010531+0.0012054i,-0.00023695+0.00057394i,-0.00062946+0.00040367i,-0.00058079+0.00042655i,-0.0004881+9.6516e-05i,5.2498e-05-0.00047722i,0.00042336-0.00097802i,0.00033695-0.00088757i,-7.627e-06-0.00042396i,4.5886e-05-0.00043873i,0.00074899+0.00011309i,0.00091506+0.00075961i,0.00064403+0.00029117i,-0.00016468-6.9584e-05i,-0.00044959-0.00013091i,-0.00080428-0.00047872i
0.0011026+0.0013133i,0.0021757+0.0014208i,0.0022782+0.0014868i,0.00116+0.0010207i,0.00023003-2.6181e-05i,-0.00020714-0.0001681i,-0.00091446+0.00032614i,-0.00097682+0.00059827i,-0.00081227+0.00050874i,-0.00030906-5.2775e-05i,0.0001993+0.00042346i,-0.00015027+0.0012524i,0.00015039+0.0011373i,-0.00016306+0.00063932i,-0.00071205-0.00015173i,-0.00078301-0.00046582i,-0.00098082-0.00041728i,9.9132e-05-0.00036755i,0.00073368-0.00047694i,0.0004491-0.00015604i,-9.8565e-05-5.6092e-05i,-0.00052684-0.00017371i,4.4907e-05-0.0002219i
