0.0028552+0.00096379i,0.0027219-0.00034116i,0.0010727-0.0013309i,-0.0012101-0.0019488i,-0.0020762-0.00062333i,-0.0018624+0.0016238i,-0.00075749+0.0028958i,-0.00031952+0.0025426i,0.00032678+0.0010582i,0.0011438+0.00024129i,0.0015029-0.00016505i,0.00086701-0.00028493i,3.0491e-05+6.3419e-06i,-0.00054348-0.00011871i,-0.00054646-0.00056908i,-0.00023927-0.00034351i,5.3415e-05+5.19e-05i,0.00037157+0.00066407i,0.00012045+0.00036916i,-0.00034899-0.00052238i,7.4572e-05-0.00036644i,0.00025861-0.00010246i,0.00012573-0.00034956i
0.048251-0.097398i,0.080359-0.12017i,0.097655-0.11597i,0.10883-0.10226i,0.10532-0.068985i,0.069038-0.026299i,0.023475+0.0094331i,0.0017981+0.024894i,-0.0034463+0.01552i,-0.0073116+0.0026264i,-0.0089359+0.00036762i,-0.0056478+0.0012212i,-0.00088816+8.2335e-05i,0.0019958-0.0037286i,0.0029055-0.0073104i,0.002735-0.0073794i,0.0039899-0.0055038i,0.0033058-0.0043833i,-0.0024303-0.0019136i,-0.0081607+0.0017668i,-0.0077171+0.0033595i,-0.0050146+0.0037323i,-0.0037997+0.0035719i
0.050098+0.069907i,0.036712+0.10092i,-0.00082561+0.091896i,-0.028128+0.069022i,-0.030799+0.057409i,-0.0094442+0.04249i,0.011087+0.022098i,0.021332+0.0082413i,0.021079+0.0014409i,0.014636-0.0012745i,0.010556-0.0041368i,0.0066576-0.0074548i,0.0010873-0.0084945i,-0.0013293-0.0063672i,0.00031074-0.0020563i,0.001442+0.0021335i,0.00111+0.0038946i,0.0010564+0.0051851i,0.002219+0.0071437i,0.0041067+0.0069263i,0.0036333+0.0042291i,0.00097161+0.0010946i,-0.0011035-0.00078376i
-0.081405+0.016424i,-0.11025+0.0023345i,-0.088647-0.00022707i,-0.041413+0.007419i,-0.015822+0.0054249i,-0.012523+0.0072285i,-0.0098916+0.0078474i,-0.0080208-0.00047665i,-0.0084923-0.009141i,-0.0090386-0.010245i,-0.0085928-0.0072642i,-0.0065764-0.0058069i,-0.002817-0.0044227i,3.4451e-05-0.0029718i,-0.00031803-0.0037853i,-0.0018155-0.006039i,-0.00099124-0.0074042i,0.0010225-0.0066619i,0.002591-0.0052881i,0.0034556-0.0043982i,0.0031568-0.0040011i,0.0027933-0.0028036i,0.0026506-0.00020945i
0.019613-0.068577i,0.051022-0.078226i,0.050053-0.038998i,0.021087+0.0051962i,0.0020579+0.0064079i,-0.0098111-0.014541i,-0.016221-0.020715i,-0.013026-0.013541i,-0.0046326-0.0082601i,0.00032588-0.0068158i,0.0012016-0.0056188i,0.0010645-0.0021632i,-0.00012239+0.0046991i,-0.0003528+0.010403i,0.0024006+0.0098507i,0.0034514+0.0060047i,0.0022938+0.0040038i,0.0015187+0.0018867i,0.00067711-0.0024466i,-0.0010557-0.0055735i,-0.0021324-0.0046216i,-0.0017472-0.0016495i,-0.0014196+0.00021965i
0.053357+0.039407i,0.06743+0.058864i,0.064261+0.029606i,0.059331-0.0077221i,0.054098+0.0011229i,0.032828+0.022328i,0.006711+0.030867i,-0.0058279+0.027747i,-0.0046758+0.018267i,-0.0010465+0.0090831i,-1.7692e-05+0.0051936i,0.00067104+0.0024929i,-0.00063532-0.0035618i,-0.0039577-0.0082566i,-0.0064275-0.0078794i,-0.0061914-0.0047447i,-0.0040979-0.0023637i,-0.0050679-0.0021983i,-0.0088845-0.00062401i,-0.010022+0.0019868i,-0.0083618+0.001702i,-0.005619-0.0004678i,-0.0019988-0.0024131i
-0.058084+0.023139i,-0.090876+0.023326i,-0.080807+0.017557i,-0.06125+0.014275i,-0.064088+0.013906i,-0.052014+0.010617i,-0.024384+0.0077377i,-0.0016999+0.0064134i,0.0085613+0.0050242i,0.010258+0.0037384i,0.011448+0.002441i,0.011068-0.00023032i,0.0095097-0.00011021i,0.0091768+0.0031788i,0.008406+0.0039515i,0.0065657+0.0038465i,0.004118+0.0050203i,0.0036411+0.0067608i,0.0055489+0.0070707i,0.0062487+0.0051532i,0.0053761+0.0024221i,0.0038353+5.5383e-06i,0.0016042-0.0013757i
0.00018025-0.060377i,-0.0036129-0.084488i,-0.015375-0.067628i,-0.018259-0.044084i,-0.0052394-0.042399i,0.0045462-0.038422i,0.0025729-0.027071i,0.0018832-0.015065i,0.00072599-0.0079327i,-0.0020644-0.0020459i,-0.0035909+0.003411i,-0.0050721+0.0043079i,-0.0076753+0.0025636i,-0.010258+0.0011393i,-0.0089332-0.00046789i,-0.005763-0.0029378i,-0.0028677-0.006846i,-0.0010593-0.0078429i,-0.00053831-0.0046984i,0.0011778-0.0020334i,0.0017409-0.00031186i,0.00081205+0.0013869i,-0.00044763+0.0025887i
0.053557+0.025168i,0.076621+0.043042i,0.062551+0.056035i,0.035413+0.062875i,0.017392+0.047838i,0.0038802+0.021254i,-0.0055056+0.0017754i,-0.011707-0.0050684i,-0.0076974-0.0036716i,-0.0013686-0.00289i,-0.0014453-0.0030679i,-0.0018923-0.0017759i,0.001118-0.0014789i,0.0053973-0.0030464i,0.0070575-0.0042092i,0.0053859-0.0032474i,0.0034733-0.001214i,0.0029207-0.0019356i,0.0025472-0.0050318i,0.0016262-0.0062857i,0.00025106-0.0054989i,-0.0015528-0.0038236i,-0.0018562-0.0016559i
-0.041867+0.031461i,-0.049784+0.035106i,-0.035513+0.010335i,-0.020112-0.015328i,-0.012345-0.017916i,-0.013623-0.0095697i,-0.01848-0.00084011i,-0.020008+0.0060489i,-0.014047+0.010101i,-0.0075482+0.011001i,-0.0041868+0.011576i,-0.00042164+0.010585i,-0.00024759+0.0060459i,-0.004374+0.0020908i,-0.0064289+0.0013126i,-0.0062999+0.00046746i,-0.0064535-0.00056974i,-0.0090867-0.000929i,-0.01159+0.00043849i,-0.0096596+0.0032031i,-0.0052571+0.0032386i,-0.000767+0.00068646i,0.0027662-0.0015329i
-0.011761-0.049965i,-0.012517-0.06349i,0.00098018-0.058365i,0.0089147-0.049374i,0.0060896-0.035261i,0.0031469-0.021777i,0.0040554-0.010025i,0.0062374-0.0038775i,0.0034216-0.0019232i,-0.0025031-0.00061095i,-0.0071448-0.00074256i,-0.0070714-0.0017018i,-0.0034745-0.0014004i,0.0006615-0.00053391i,0.0036815+0.00089171i,0.0056685+0.0024201i,0.0067129+0.0028369i,0.0074919+0.0032373i,0.0073089+0.003356i,0.0040549+0.0023311i,0.00088073+0.00081512i,-0.0011521+0.00093197i,-0.0029397+0.0015552i
0.043702+0.0069828i,0.038951+0.013237i,0.016718+0.015471i,0.0064651+0.0062324i,0.0087343-0.0041234i,0.013733-0.0077818i,0.011087-0.011482i,0.0051389-0.011892i,0.0012656-0.0076768i,0.00061295-0.0055842i,0.0013421-0.0062297i,0.00017942-0.0054933i,-0.0010807-0.0029009i,-0.0012869-0.00040662i,-0.00039389+0.00048456i,0.00050481-0.00072461i,0.00080008-0.0031765i,0.00082748-0.0035454i,0.00074618-0.00088634i,0.0017722+0.00102i,0.0015215+0.0016398i,-0.00060171+0.0014356i,-0.0020082+0.0012322i
-0.017707+0.034347i,-0.025776+0.03314i,-0.024046+0.032786i,-0.016406+0.039366i,-0.013772+0.02842i,-0.015174+0.0060928i,-0.014812-0.01185i,-0.012573-0.016089i,-0.0081882-0.01077i,-0.0028991-0.0042517i,-0.0019714-0.00086704i,-0.0029601-8.7481e-05i,-0.00068265-0.0012652i,0.0029222-0.0041267i,0.0053905-0.0054726i,0.0046747-0.0047964i,0.0031369-0.0039155i,0.0033289-0.0042809i,0.0033902-0.0057462i,0.00098918-0.0053943i,-0.0012884-0.0030193i,-0.00063247-0.0010127i,0.0012301+1.0498e-05i
-0.022001-0.027804i,-0.0066492-0.036354i,0.0076162-0.031417i,0.0090356-0.021546i,0.013402-0.018503i,0.010171-0.01587i,5.777e-05-0.0090163i,-0.0080826-0.0021937i,-0.0079984+0.00018799i,-0.0041183-0.00063912i,-0.0017483-0.0019257i,-0.00046378-0.0018243i,-0.0019308-0.00063664i,-0.005764+0.00053244i,-0.0092151+0.0013031i,-0.0095909+0.0027208i,-0.0071664+0.0042822i,-0.0066559+0.0040133i,-0.0075612+0.0033949i,-0.0056994+0.0019549i,-0.0012666+7.4745e-05i,0.0021776-0.00020444i,0.002873-0.00033963i
0.028314-0.013079i,0.036737-0.0029346i,0.038946-0.007209i,0.035041-0.016764i,0.025662-0.0055814i,0.01907+0.002299i,0.017681-0.00017165i,0.014341-0.0038124i,0.00988-0.0051335i,0.0067898-0.0042268i,0.0061797-0.0020769i,0.0065397-6.0495e-05i,0.0054234+0.00011159i,0.0030653-0.0010631i,0.0023486-0.0017984i,0.00419-0.001456i,0.0065042-0.00013974i,0.0077385+0.00075118i,0.0064651+9.2225e-05i,0.0030215-0.0018618i,-0.00058899-0.0019861i,-0.0037298-0.0019632i,-0.0044183-0.0028471i
-0.0061277+0.023879i,-0.029824+0.028804i,-0.038699+0.023623i,-0.029063+0.01296i,-0.020775+0.0044698i,-0.0080632-0.00077585i,0.0033944-0.0058574i,0.0078114-0.0095473i,0.0055279-0.0058521i,0.0029972+0.00057054i,0.0018415+0.0026264i,0.00019216+0.0013441i,-1.2777e-05+0.0018277i,0.0021142+0.0059655i,0.0045875+0.0089865i,0.004014+0.0073026i,0.0001701+0.0033433i,-0.0012757+0.0020458i,0.00029466+0.0027956i,0.00020993+0.001843i,-0.0011888+0.0003737i,-0.0017081-0.00043148i,-0.0013471-0.00040913i
-0.016876-0.011068i,-0.018006-0.027042i,-0.015531-0.017417i,-0.011614+0.0015007i,-0.0071614-0.0033574i,-0.0038568-0.014474i,-0.0017727-0.019396i,-0.00086923-0.017239i,-0.0019361-0.0096197i,-0.0024576-0.0025497i,-0.0018229-0.0012171i,-0.0012441-0.0026862i,0.00051471-0.0052866i,0.0016042-0.010236i,0.00053363-0.0135i,-0.00058177-0.010944i,-0.0015146-0.0068182i,-0.0017263-0.0052231i,-0.00092819-0.0042954i,0.00020732-0.0017405i,0.001711+0.00046365i,0.0018706+0.0017163i,0.00020313+0.0021502i
0.019027-0.0098664i,0.038198-0.0038149i,0.035219+0.0052255i,0.020052+0.012867i,0.016372+0.012435i,0.013017+0.0066161i,0.0053442+0.0027781i,-0.00031+0.0033671i,-0.0014372+0.002966i,-0.0014332+0.0018999i,-0.00075835+0.0025617i,0.0012883+0.0038017i,0.0026167+0.0029083i,0.001197+0.0020526i,3.9898e-05+0.0034283i,0.00070299+0.0038538i,0.00019925+0.0033127i,-0.00094794+0.0029433i,-0.00060684+0.0022475i,0.0012188+0.00080322i,0.0027309-0.00040312i,0.0026968-0.0013945i,0.001779-0.0022593i
0.00094014+0.017873i,-0.0026579+0.026516i,6.9097e-05+0.012359i,0.0038287-0.0037053i,0.0033467-0.001966i,0.0026162+0.0010749i,0.0072902+0.0025165i,0.0099716+0.0032938i,0.0085194+0.0017783i,0.0048744-0.00045803i,0.0015894+0.00057458i,-0.00046772+0.0020424i,-0.0020265+0.0011606i,-0.0044343+0.00045869i,-0.0061161+0.0013172i,-0.0034463+0.0020189i,0.00050244+0.0010177i,0.0028542-0.00020012i,0.0028336-0.00022818i,0.0014137-0.00096743i,-1.3191e-05-0.001895i,-0.0020606-0.002333i,-0.0022494-0.0029134i
-0.012987-0.0087155i,-0.023078-0.017259i,-0.017009-0.02i,-0.0065306-0.021479i,-0.0029292-0.020213i,0.0064845-0.014236i,0.014943-0.0082768i,0.014067-0.0062846i,0.0068627-0.0033653i,-0.00025138-0.00050718i,-0.0015248-0.0010214i,0.0012748-0.0019563i,0.0054563-0.00039772i,0.010082+0.0021497i,0.011377+0.0031806i,0.0089944+0.0016136i,0.0045506-0.0011298i,0.00013393-0.0013723i,-0.0019109-0.00013517i,-0.0018229+0.00019197i,-0.0019427+0.00098294i,-0.0022151+0.0019665i,-0.0011397+0.002359i
0.011794-0.0075009i,0.010046-0.010193i,0.00068465-0.00039777i,-0.0040074+0.006994i,-0.0024673+0.0023138i,-0.00052812-0.0018202i,-0.00031207-0.0054682i,-0.00056643-0.0086035i,-0.002966-0.0080195i,-0.0044226-0.0051946i,-0.0039707-0.0026222i,-0.0025399-0.00061545i,0.0004634+0.00061058i,0.0024921+0.00033164i,0.0019201-0.00080029i,0.001197-0.00016702i,0.0016479+0.00031376i,0.0019806-0.0012259i,0.0027084-0.0012193i,0.002413+0.0022998i,0.0016311+0.0041107i,0.0014701+0.0026235i,0.00028453+0.0017794i
0.0028944+0.013451i,0.0065211+0.017616i,0.0056916+0.019209i,0.0039398+0.021464i,0.0040148+0.013581i,0.00083305+0.005224i,-0.0027322+0.0053758i,-0.0021876+0.0079167i,0.00061308+0.0063912i,0.0022657+0.0018591i,0.0018184-0.00061689i,0.0010519-0.00051347i,0.00041815-0.00012949i,-0.0011728-0.00087814i,-0.0020201-0.0012298i,-0.0011296+0.00086771i,-0.0007626+0.0033387i,-0.00033097+0.0050047i,2.5923e-05+0.0055175i,6.7091e-05+0.0037782i,0.0011315+0.0010441i,0.0022038-0.0018395i,0.0025743-0.0033932i
-0.0095711-0.0038817i,-0.0053616-0.0060308i,0.0028817-0.012083i,0.0053308-0.013582i,0.0078215-0.0057238i,0.0087028-0.001416i,0.0066415+0.0010834i,0.004416+0.0057661i,0.0025175+0.0071404i,0.0019924+0.0058589i,0.0024804+0.0053512i,0.0023462+0.0067875i,0.00086012+0.0074879i,-0.0021449+0.0066354i,-0.0040528+0.0060274i,-0.0035855+0.0045951i,-0.0013564+0.00060106i,0.00034887-0.0032415i,0.0013086-0.004229i,0.0012685-0.0036703i,-0.00064455-0.0032053i,-0.001536-0.0021856i,-0.0014643-0.00072284i
0.0052407-0.011264i,0.0038074-0.0080745i,0.0048238-0.0089293i,0.007298-0.014423i,0.0077228-0.0099664i,0.011573-0.0037218i,0.015587-0.0021514i,0.012526-0.0024548i,0.005039-0.0024527i,-0.0018517-0.0023369i,-0.0040462-0.0013685i,-0.0027727-0.00030458i,-3.059e-05+0.0025862i,0.0034373+0.0056491i,0.0062622+0.0048008i,0.0054949+0.0026456i,0.0022108+0.0016056i,-0.00036199+0.0015772i,-0.002105+0.0010584i,-0.0032645-5.8491e-05i,-0.0040346+0.00056587i,-0.0034026+0.0019124i,-0.0013316+0.0013625i
0.0057709+0.0048004i,-0.0055393+0.0064048i,-0.013156+0.0086488i,-0.0091642+0.0085508i,-0.0070642+0.0030917i,-0.003337-0.0012697i,0.0018636-0.0059568i,0.0016823-0.0097127i,-0.00027564-0.0067517i,0.00094807-0.0025574i,0.0016285-0.0016299i,3.2444e-05-0.0010939i,-0.0014286+5.3633e-05i,-0.0024501-0.00057217i,-0.0030635-0.00053985i,-0.0029824+0.00098895i,-0.0021516+0.0018685i,-0.0016237+0.0019335i,-0.0015046+0.0010616i,-0.0013005+0.0018068i,0.00036371+0.0033348i,0.0025846+0.0023236i,0.0029024+0.0020581i
-0.0072183-0.0035834i,-0.006635-0.008836i,-0.0067425-0.005582i,-0.0053576+0.0044311i,-0.00052037+0.0033075i,0.00090577+0.00022846i,-0.0026678+0.00084475i,-0.0060905+0.0023249i,-0.0067463+0.0059867i,-0.004942+0.009175i,-0.0043423+0.0085907i,-0.0047981+0.0054925i,-0.004042+0.00052902i,-0.0021349-0.0045004i,-0.00096095-0.00616i,-0.0010959-0.0045325i,-0.0011457-0.0011761i,-0.00021013+0.0015565i,0.001155+0.0028619i,0.0019361+0.0029696i,0.0016683+0.001663i,0.00077469-0.00011035i,-0.00035242-0.00089429i
0.0038441-0.0054224i,0.013315-0.00416i,0.016143-0.0026634i,0.011228+0.0021826i,0.0094187+0.0068378i,0.0062552+0.0052984i,0.0017567+0.0047632i,-0.0015558+0.0058521i,-0.0049227+0.0032706i,-0.0066722-0.00043248i,-0.0047657-0.0013269i,-0.0025612+0.0007518i,-0.0027945+0.0025248i,-0.0043051+0.0049655i,-0.0039803+0.0069252i,-0.0022533+0.004489i,-0.0015698-0.00012212i,-0.00045699-0.0035113i,0.00098152-0.0043986i,0.001254-0.0039531i,-0.00042238-0.0036515i,-0.0018274-0.0026444i,-0.0013149-0.00077116i
0.0045577+0.00027746i,0.001269+0.0038611i,0.0016543-0.00073167i,0.0044071-0.0076484i,0.0044207-0.0038133i,0.0075163-0.0005857i,0.01164-0.0015556i,0.011044-0.0032572i,0.0070267-0.0054758i,0.0023197-0.0053049i,-5.7369e-05-0.0029211i,-0.00080585-0.0014841i,-4.7061e-05-0.00089511i,0.0019064-0.0010691i,0.0035171-0.0014239i,0.0025233-0.0015416i,-0.00016384-0.0011444i,-0.0014551-0.00030789i,-0.0015272-0.001077i,-0.0020331-0.0015713i,-0.0023437-0.00087516i,-0.0010983+0.00075016i,-0.00040758+0.0008881i
-0.0056731-0.00093921i,-0.013582-0.0040859i,-0.015413-0.003275i,-0.010216-0.0021417i,-0.0065459-0.0035045i,-0.00036904-0.0043033i,0.005446-0.0064551i,0.0041594-0.0085618i,-0.00081748-0.0064786i,-0.0034451-0.0021925i,-0.003367-0.00095253i,-0.0017525-0.002191i,0.001592-0.0022632i,0.0046561-0.0017953i,0.0050081-0.0024089i,0.00277-0.0021329i,-0.00018839-0.00095589i,-0.0019241-0.00087388i,-0.0019383-0.00051559i,-0.0021438+0.00048886i,-0.0018595+0.0014367i,-0.00065041+0.001147i,-0.00060458+0.00055253i
0.0034528-0.0026515i,0.006491-0.0054389i,0.0042345+0.00011754i,0.001432+0.0062622i,0.0011193+0.0028549i,0.00019164+0.00013735i,-0.00065212-0.0004616i,-0.0030733-0.004474i,-0.0061489-0.0069099i,-0.0054074-0.006655i,-0.0027678-0.0055784i,-0.0016649-0.0033419i,-0.002096-0.0019085i,-0.003744-0.0025671i,-0.004951-0.0041093i,-0.0032951-0.0038665i,0.00058881-0.0028242i,0.0035883-0.0017625i,0.0033748+0.00022819i,0.0028882+0.0020287i,0.003411+0.0016223i,0.0013996-0.00020901i,-0.0009526-0.0010909i
-0.0014081+0.0023449i,0.0041043+0.0064653i,0.0058008+0.0085503i,0.003632+0.0093498i,0.0050536+0.0084129i,0.0047115+0.0063454i,0.0027395+0.0058065i,0.0038294+0.0033537i,0.0048178-0.0024217i,0.005643-0.0053157i,0.0058201-0.0041184i,0.0041229-0.0019935i,0.0032629+0.00040814i,0.0020895+0.0032076i,0.00032752+0.0052793i,0.00090177+0.0047542i,0.00085753+0.0017474i,0.00012152-0.0013596i,0.0010555-0.003087i,0.0021973-0.0031864i,0.0018461-0.0022505i,0.00028542-0.00084931i,-3.9482e-05+0.0005951i
-0.0072982-0.0013643i,-0.0092833+0.00026097i,-0.0060271-0.0015179i,-0.0010524-0.0045772i,0.0033916-0.0017231i,0.0068479+0.0010891i,0.0097807+0.0024243i,0.012719+0.003789i,0.011602+0.002808i,0.0075452+0.0010604i,0.0048354+0.0012047i,0.0029607+0.0019888i,0.0026318+0.002608i,0.0041853+0.0022217i,0.0045083+0.0012212i,0.0025024+0.00071651i,-0.00030722+0.00072333i,-0.0011104+0.00071764i,-0.001004+0.00041215i,-0.0015892-0.00094694i,-0.0016912-0.0016494i,-0.00048932+3.9248e-06i,-0.00052632+0.00075322i
-0.0019825-0.0019792i,-0.0035226-0.0026269i,-0.0026056-0.0010301i,0.0008159-0.00074033i,0.00089399+0.00011413i,0.0031351+0.00081631i,0.0065702-0.00078461i,0.0070534-0.0022298i,0.005122-0.0030629i,0.0030715-0.0016541i,0.0026358-0.00010579i,0.0020304-0.00015264i,0.00095637+0.00037392i,0.0015973-0.00055941i,0.0027684-0.0032223i,0.0019004-0.0032947i,0.00064094-0.00086662i,0.00058228+0.00012642i,-0.00066396+5.3029e-05i,-0.0031354+0.00016096i,-0.003343+0.00088321i,-0.00075871+0.0008051i,0.001024+0.000253i
-0.0013394+0.0026166i,-0.00073703+0.00075008i,-0.0028713+0.0011507i,-0.0039391+0.0028587i,-0.0034874+0.00033593i,-0.0024249-0.0010524i,-0.00031973-0.00064069i,0.0009947-0.0018761i,0.00376-0.0023578i,0.0067051-0.0013806i,0.005243+0.00054729i,0.0019309+0.0015255i,-0.0018018+0.00014738i,-0.0055237-0.0016523i,-0.0063413-0.0019371i,-0.003745-0.00043161i,-0.00011249+0.00033371i,0.0016134+0.0012278i,0.0016932+0.0027505i,0.0015699+0.0028719i,0.001246+0.0023023i,0.0006796+0.0011625i,-0.00040328+0.00062612i
0.0014166+0.0030979i,0.0031943+0.0029304i,0.0027194+0.0033464i,0.00055702+0.0046221i,0.0015165+0.0035974i,0.00072702+0.0050143i,-0.00094391+0.0094898i,-0.00011363+0.011684i,0.0025054+0.011458i,0.0038936+0.0096801i,0.0019061+0.0071348i,-0.00088966+0.0045022i,-0.0018885+0.0028598i,-0.0018068+0.0037856i,-0.0023123+0.0050402i,-0.0026972+0.0038688i,-0.0025652+0.0012123i,-0.002532-0.00042918i,-0.0017854-0.00064692i,7.786e-05-0.00077874i,0.0010849-0.00050883i,0.00043439+0.0003368i,-0.00023914+0.0018677i
0.00027317-0.0049786i,0.00061876-0.0040443i,0.003387-0.0045563i,0.0046154-0.004958i,0.0038074-0.0016061i,0.0022487+0.0022647i,0.001954+0.0078768i,0.0026241+0.012003i,0.0012774+0.010793i,-0.0017092+0.0076144i,-0.0030339+0.0056237i,-0.002441+0.0040246i,-0.0028118+0.0031454i,-0.0026664+0.0026834i,6.3187e-05+0.0023506i,0.0017907+0.0024092i,0.0007739+0.0016633i,-0.00050096+0.00089801i,8.3885e-05-0.00027485i,-0.00014822-0.0024818i,-0.00081723-0.0031606i,-0.00067437-0.0020468i,-0.0007728-0.0005593i
0.0040045+0.0011258i,0.0030061+0.00023056i,0.0038632-0.0021299i,0.0054351-0.0045048i,0.003296-0.0036415i,0.001715-0.0018414i,0.0018601-0.00044686i,0.0022097+0.00069216i,0.0015876+0.0012135i,-0.00071111+0.0015336i,-0.0028527+0.00094655i,-0.0028972-0.00049801i,-0.0017032-0.0035682i,9.7335e-05-0.006061i,0.0011971-0.006051i,0.00075162-0.0041867i,0.00046472-0.0012268i,0.00025524+0.00060726i,-0.001009+0.00039717i,-0.0022441+0.00094247i,-0.0023398+0.0020682i,-0.00076047+0.00068643i,0.0010397-0.0013915i
0.0021758+0.0023074i,-0.00034683+0.0007839i,-0.0035113+0.00080648i,-0.0051015+0.0011269i,-0.0053224-0.00085022i,-0.003524-0.00076607i,-0.002499-0.00067826i,-0.003918-0.00091096i,-0.0035833+0.001124i,-0.0027004+0.0030209i,-0.0032242+0.0027478i,-0.002036+0.0010135i,-0.0013254-0.0005109i,-0.0034738-0.0015849i,-0.0050397-0.0020387i,-0.0040427-0.0024054i,-0.0018727-0.0021387i,-0.00054476-0.00079996i,-0.00071434+0.00069386i,-0.00082248+0.0023207i,-0.00050287+0.0027295i,-0.00068081+0.0017382i,-0.0018575+0.0015697i
7.9824e-05-0.0044808i,0.0016461-0.0047142i,0.0018241-0.002453i,0.001868+0.0021878i,0.0019812+0.0020869i,-0.0011378+0.00091675i,-0.0048967+0.0023047i,-0.0079111+0.0025014i,-0.0086623+0.0019445i,-0.0074337+0.0011313i,-0.0056204+0.00024852i,-0.0037075+0.00013989i,-0.0031187+0.000645i,-0.0036803+0.0018575i,-0.0040807+0.0036537i,-0.0028039+0.0040181i,-0.001403+0.0021441i,-0.0016311+0.0003536i,-0.00095067-6.9867e-05i,0.0016885+4.6598e-05i,0.0023046-0.00031709i,0.00095865-0.0011817i,-0.00026341-0.00091595i
0.0029518-0.00041721i,0.0033765+0.0018467i,0.0028973+0.0021071i,0.0018401+0.00038856i,0.0020865-0.00015319i,0.00064466-0.00050715i,-0.0025381+0.00071778i,-0.005303+0.00071993i,-0.0053316-0.0012039i,-0.0032595-0.002509i,-0.0026103-0.0028228i,-0.0017531-0.0028662i,-0.0002455-0.0021531i,0.00072183-0.00065773i,0.0024968-6.279e-05i,0.0036514+2.7482e-05i,0.0026336+0.00030283i,0.0012128+0.0007953i,0.0010075-1.5086e-06i,0.00081423-0.0012374i,-0.00028708-0.0012575i,-0.0011439+2.0403e-05i,-0.00040394+0.0013787i
0.0007579-5.0354e-06i,-0.00092584-0.0012946i,-0.00085818-0.0018725i,0.0013949-0.0016337i,0.0022684+0.00053693i,0.0028404+0.00035054i,0.0033603-0.0013261i,0.003642-0.0018198i,0.0025426-0.0015908i,0.00077159-0.00097391i,-0.00014954-0.0011263i,0.0008937-0.0014778i,0.0024829-0.001987i,0.0029789-0.0036743i,0.002497-0.0046475i,0.0018301-0.0028172i,0.0019246-0.0002027i,0.0016044+0.00061606i,-8.9533e-05-0.00010848i,-0.0012448-0.00047737i,-0.0017036-0.000264i,-0.00094309-0.00087609i,0.00023707-0.0016204i
0.0024124+0.00042126i,0.003026-0.002636i,0.0021676-0.002067i,0.0012431-0.0017718i,0.00027164-0.004156i,0.00032495-0.006025i,-0.00034279-0.0075401i,-0.0014112-0.0072024i,-0.0016085-0.005139i,-0.0012398-0.0029487i,-0.00010831-0.001821i,0.0004502-0.0014216i,0.0003017-0.0013131i,-0.0012748-0.0020526i,-0.0036078-0.0040542i,-0.0028649-0.0045539i,-0.00093263-0.0029971i,-0.00047525-0.0017784i,-0.0016709-0.00057671i,-0.0023948+0.0014411i,-0.0016202+0.0024511i,-0.001294+0.0021732i,-0.0017345+0.0012131i
0.0014765+0.0011419i,0.00073179+0.0014257i,-0.0023954+0.0014183i,-0.0044433+0.0025208i,-0.0046094+0.00066296i,-0.0040245-0.00076849i,-0.0039546-0.0015636i,-0.0048513-0.0036168i,-0.0030424-0.0049238i,-0.0001016-0.0053558i,0.0014974-0.0046377i,0.0014739-0.002299i,0.00093134-0.00045831i,-0.00018401+0.0011996i,-0.0012528+0.0028794i,-0.00091623+0.0037827i,-0.00027626+0.0027885i,-0.00044752+0.00092949i,0.00058961+0.00062775i,0.0024943+0.0010832i,0.0034595+0.00048498i,0.0022813-0.00032171i,0.0011789-0.00035973i
-0.0028951-0.0049752i,-0.0028733-0.004318i,-0.0012261-0.0020357i,-0.00027493+0.0013808i,0.0016792+0.0025138i,0.0021287+0.0016709i,0.00090606+0.0024669i,1.6807e-05+0.0024898i,0.00096077+0.0014174i,0.0018595+0.00085393i,0.0015208+0.00071829i,0.0013532+0.0013618i,0.0022781+0.0029126i,0.0044094+0.0039764i,0.0048934+0.0032112i,0.0033394+0.0014986i,0.001492+0.00046767i,0.00086344+0.00067238i,0.0016655+0.00026475i,0.0016824-0.0015692i,0.00064969-0.0020926i,0.00031969-0.00098196i,0.0010387-0.000465i
0.0027895-0.004104i,0.0022659-0.0049419i,0.0014912-0.0064297i,0.0015999-0.0056365i,0.0012173-0.0030601i,0.00028603-0.0017316i,0.00074926-0.00075572i,0.002591+7.0667e-05i,0.0021244+0.0014912i,0.00074388+0.0024141i,0.00010499+0.0023654i,-0.00043092+0.0023319i,0.00016538+0.0023739i,0.001555+0.0010328i,0.0024211-0.00025901i,0.0029307-0.00019403i,0.0021092+0.00050313i,1.4202e-05-0.00017083i,-0.0009461-0.0016935i,-0.0011464-0.0022697i,-0.0015085-0.0018917i,-0.0017986-0.00082094i,-0.0010854-0.00062477i
0.00036382-0.0011829i,-0.00064091-0.0020582i,-0.0021036-0.0033896i,-0.0024219-0.0036397i,-0.00080174-0.0018347i,0.0010425-0.0017193i,0.001531-0.0047584i,0.0006448-0.005523i,-0.00029836-0.0031949i,7.0731e-05-0.00013782i,0.00029882+0.001066i,-0.00039175+0.00022334i,0.00021072-0.00058599i,0.00062495-0.00077398i,-0.0013031-0.0016085i,-0.0027727-0.0022705i,-0.0021887-0.0022019i,-0.0011407-0.0020907i,-0.00092689-0.0011033i,-0.0012624+0.00078683i,-0.0010838+0.0023973i,-0.0011115+0.0023177i,-0.0016853+0.0011511i
