0.0031771+0.00068635i,0.0037971-0.0008563i,0.0026706-0.0021979i,0.0013409-0.0022258i,-7.7731e-05-0.0021016i,-0.0019911-0.0011071i,-0.0022485+0.00080729i,-0.00080678+0.0015917i,0.00073309+0.00084149i,0.0014456-0.00012937i,0.00082682-0.00042249i,-0.00032629-0.00091551i,-0.00050843-0.00098598i,-0.00081646-0.0003962i,-0.0018494-0.0003341i,-0.0017774-0.00039871i,-0.00068228-0.00065544i,0.00010577-9.8161e-05i,0.0004571+0.00049692i,5.7444e-05+8.1753e-05i,-0.00035495-0.00055948i,-0.00056561-0.0009964i,-0.00027362-0.00067865i
-0.044769-0.0025975i,-0.049275-0.010445i,-0.021917-0.018859i,0.0030573-0.024669i,0.014244-0.02828i,0.024672-0.021244i,0.021135-0.0084435i,0.0063759+0.0002254i,-0.00099792+0.0048559i,-0.0014908+0.0030814i,-0.0014668-0.0012317i,0.00040071-0.0034786i,0.0020131-0.0056699i,0.0017387-0.0098888i,0.0016708-0.012466i,0.0013476-0.010089i,0.00033715-0.0045856i,-0.00069985+0.00044722i,-0.0021339+0.0030851i,-0.0025209+0.0050438i,-0.0015754+0.0062707i,-0.00085379+0.006965i,0.00024366+0.007219i
0.043866-0.038593i,0.069719-0.0611i,0.066515-0.063256i,0.035335-0.040116i,-0.00085297-0.0052163i,-0.020205+0.012034i,-0.023852+0.0064376i,-0.020793+0.0011316i,-0.011952+0.0019182i,-0.0031095+0.00079252i,-0.0014898-0.0005913i,-0.0024375+0.0011075i,-0.0021389+0.003939i,-0.0020569+0.0074759i,-0.0028814+0.010647i,-0.0023636+0.010503i,0.00057294+0.0060744i,0.0043982+0.0015573i,0.0076126-0.00030546i,0.0068936-0.0028008i,0.0033676-0.005305i,6.231e-05-0.005937i,-0.00099937-0.006642i
-0.014423+0.037892i,-0.035713+0.039999i,-0.053607+0.014795i,-0.054976-0.012225i,-0.036741-0.023997i,-0.015663-0.021299i,-0.0090564-0.0059724i,-0.0086063+0.011331i,-0.0044959+0.015692i,-0.0028041+0.0083587i,-0.0027625+0.00062883i,-0.0020959-0.0043687i,-0.0032915-0.0061825i,-0.0052961-0.0074275i,-0.0050204-0.0081243i,-0.0021982-0.0057922i,-0.00095022-0.0023829i,-0.0021885-0.00021838i,-0.0042832+0.00080858i,-0.0056959+0.0021002i,-0.0053785+0.003842i,-0.0026038+0.0043679i,-9.6707e-05+0.0036873i
-0.021291-0.042598i,-0.0289-0.059532i,-0.028159-0.048762i,-0.015685-0.015028i,-0.0015501+0.015908i,0.00074714+0.022593i,-0.0042149+0.016059i,-0.0071815+0.0084756i,-0.0073273+0.0012438i,-0.0045602-0.0015315i,0.00044873-0.00051361i,0.0024765+0.0008421i,0.0029923+0.0029623i,0.0044909+0.0048994i,0.0033233+0.0043785i,0.00099783+0.00084507i,0.00056441-0.0033817i,0.0014344-0.0065119i,0.0026703-0.0076031i,0.0016292-0.0059069i,-0.00032502-0.0034244i,-0.0012108-0.0029833i,-0.0020782-0.0027952i
0.025942+0.030124i,0.021886+0.057322i,-0.0030712+0.071394i,-0.020265+0.057461i,-0.019492+0.027587i,-0.014385+0.0082046i,-0.0072488+0.0048573i,0.0017603+0.0030416i,0.0036399-7.1975e-05i,8.0378e-05+0.00094056i,-0.0004668+0.0025627i,0.0013224+0.00072896i,0.0010455-0.0014207i,-0.001916-0.0028224i,-0.0022699-0.0036777i,0.00029676-0.0029494i,0.0009175-0.00097122i,-0.0020438+0.0013391i,-0.0063164+0.0040811i,-0.0062472+0.0064052i,-0.002876+0.0058585i,-0.001343+0.0035348i,-0.00077285+0.0020094i
-0.03174+0.0077213i,-0.034504+0.0076506i,-0.0098388+0.010502i,0.021319+0.009722i,0.031547-0.0010276i,0.022918-0.008021i,0.014908-0.0086186i,0.0096331-0.010839i,0.003818-0.011615i,6.6876e-05-0.0065372i,0.00018708-0.0016193i,0.0014597+0.0010768i,0.0023105+0.0021207i,0.0033569-0.0002252i,0.0025383-0.0038454i,-0.00042361-0.0052248i,-0.0024759-0.0040195i,-0.0013636-0.0024197i,-0.00021397-0.0015426i,0.00078997-0.001663i,0.0024914-0.0018752i,0.0028062-0.00075147i,0.0016191+0.00076639i
0.03218-0.013122i,0.057216-0.0053244i,0.06407+0.0089915i,0.04371+0.013507i,0.015617+0.0097215i,-0.0011729+0.0071558i,-0.0028972+0.0027403i,0.00074391-0.004463i,0.0028957-0.0059577i,0.0019719-0.0026166i,-0.00084208+0.0013416i,-0.0023061+0.0028077i,-0.0035075+0.0016772i,-0.0037213+0.0018439i,-0.00021406+0.0041241i,0.0045044+0.0067261i,0.0057775+0.0084733i,0.0050544+0.0086943i,0.0058242+0.0073804i,0.0061581+0.0054266i,0.0040508+0.0027918i,0.0024644+0.0010547i,0.0017271-4.1257e-05i
-0.0020306+0.022477i,-0.0015548+0.016968i,0.012178-0.011511i,0.022897-0.038237i,0.015041-0.043161i,0.0067669-0.032349i,0.0042454-0.019533i,0.0019905-0.0090781i,0.0022158-0.0012399i,0.0026145+0.0010912i,-0.0005827-0.00077363i,-0.0030806-0.0017348i,-0.0031335-0.0031519i,-0.0031654-0.0051878i,-0.0052404-0.0059185i,-0.0076432-0.0046846i,-0.0060915-0.0029949i,-0.0020978-0.0025677i,-0.00049374-0.003063i,-0.0012727-0.0038994i,-0.0010157-0.0029104i,0.0016053+0.00025003i,0.0031486+0.00080017i
-0.0057441-0.029525i,-0.00068812-0.051545i,0.0029306-0.056352i,-0.0027373-0.03852i,-0.0074368-0.010634i,-0.0069132+0.0085092i,-0.0080421+0.013314i,-0.0092972+0.013308i,-0.0072352+0.010649i,-0.0031464+0.0052652i,-4.767e-05+0.0021818i,0.0020247+0.0010483i,0.001847-6.4563e-05i,0.00090862+0.0017446i,0.0022161+0.0055483i,0.0044503+0.0064378i,0.0042132+0.0040712i,0.0032305+0.0020519i,0.0034381+0.00032844i,0.0022392-0.0012641i,0.00021613-0.0016047i,-0.0008048-0.0021507i,-0.0017402-0.002765i
0.0099277+0.0075188i,0.0023408+0.011167i,-0.017954-0.0023627i,-0.032233-0.017002i,-0.030687-0.015228i,-0.020839-0.0082421i,-0.013784-0.00068589i,-0.0079694+0.0055863i,-0.0019254+0.0050867i,0.00096545+0.0010778i,0.00089407-0.00032406i,5.5099e-05-0.00037997i,-5.3302e-05-0.0017547i,-0.0018663-0.0039632i,-0.0058335-0.00542i,-0.0076345-0.0053254i,-0.0058956-0.0054708i,-0.0047379-0.0058098i,-0.0051675-0.0053726i,-0.0053527-0.0037855i,-0.0042779-0.0018654i,-0.0019042-0.00026648i,-0.0010963+0.00098523i
-0.023296+0.0022303i,-0.041547-0.00067379i,-0.046046+0.0030581i,-0.034132+0.011809i,-0.013777+0.01652i,-0.0010253+0.015915i,-0.0014368+0.014026i,-0.0045177+0.012796i,-0.0057555+0.0095799i,-0.0046655+0.0047324i,0.0006517+0.0014567i,0.0059721-0.00092315i,0.0071668-0.0031821i,0.0067128-0.0035314i,0.0071857-0.0021797i,0.0083789-0.0016144i,0.0065991-0.0013316i,0.0031885-0.00012431i,0.0014005+0.0018058i,0.00057328+0.0022846i,-7.5748e-05+0.00056823i,-0.0014907-0.00039109i,-0.002304+0.00033385i
0.016946-0.0030203i,0.023038+0.005765i,0.015698+0.021387i,0.0044097+0.028958i,-0.0015443+0.021559i,-0.0042444+0.010966i,-0.0041597+0.0046043i,-0.0024741-0.00088047i,-0.001616-0.0048163i,-0.0023734-0.0042938i,-0.0035135-0.0012776i,-0.0044909+0.0012132i,-0.003885+0.0034761i,-0.0035984+0.0033761i,-0.0046012+0.00051069i,-0.0034936-0.00080761i,-0.00072567-0.0015265i,0.0002179-0.0018032i,-0.00031523-0.00030525i,0.00029268+0.00079307i,0.00055049+0.00083122i,-0.00022673+0.00063755i,-0.00062194+0.001246i
-0.0059844+0.019732i,-0.0044982+0.032001i,0.0041586+0.036441i,0.012178+0.029051i,0.013337+0.012463i,0.0095449-0.001722i,0.005063-0.0058727i,0.001909-0.0046987i,-0.0004282-0.0012396i,-0.00021319+0.0013476i,0.0019559-0.000815i,0.0020827-0.005198i,0.0011353-0.007929i,0.0024047-0.0082784i,0.0046853-0.0062277i,0.0045409-0.0030814i,0.0027142+0.00028516i,0.0020793+0.0031679i,0.0027006+0.0037273i,0.0028485+0.0031596i,0.002541+0.0025526i,0.0024603+0.0015358i,0.0021998+0.00029958i
-0.0011827-0.012728i,0.010297-0.018669i,0.029251-0.013818i,0.037214-0.0070375i,0.025765-0.0057211i,0.0091423-0.005528i,-0.00067952-0.0062428i,-0.004086-0.0071551i,-0.0049467-0.004734i,-0.0048421-0.00052693i,-0.0050431+0.0024092i,-0.0054622+0.0060227i,-0.0040676+0.0093863i,-0.00088831+0.010577i,0.00039345+0.0098619i,0.00079704+0.0075417i,0.0015443+0.0042336i,0.0023517+0.00095043i,0.004068-0.001672i,0.0040025-0.0016851i,0.0020539-0.00028608i,0.0010213+0.00044817i,0.00061415+0.00023064i
0.014383+0.0012741i,0.021878-0.00098064i,0.023816-0.010571i,0.016334-0.021454i,0.0011898-0.024116i,-0.010323-0.018396i,-0.010546-0.011461i,-0.0054242-0.0060033i,-0.00076441-0.0018921i,0.0018209-0.0018196i,0.0014391-0.004763i,8.761e-05-0.0081745i,-0.0020204-0.0096989i,-0.0054774-0.0095351i,-0.0069659-0.0083539i,-0.0066346-0.0049923i,-0.0064355-0.0010514i,-0.0055945+0.0010566i,-0.0042437+0.0014911i,-0.0023414+0.001177i,-1.6932e-06+0.00099296i,0.0018453+0.00091127i,0.0025755-0.00022152i
-0.011974-0.00013525i,-0.015227-0.010274i,-0.010236-0.025202i,-0.0040626-0.029328i,-0.0020715-0.017883i,-0.0026756-0.0040817i,-0.004101+0.0024126i,-0.0044722+0.0035616i,-0.003785+0.0036714i,-0.0026401+0.0038802i,-0.00045869+0.0060266i,0.0040159+0.0098627i,0.0069981+0.011452i,0.0079544+0.0098577i,0.0083533+0.0063523i,0.0070803+0.0015594i,0.0046864-0.00079167i,0.0023477-0.00084533i,0.00080935-0.0022083i,-0.00015845-0.0032736i,-0.00082501-0.0020456i,-0.0013852-0.00022754i,-0.0018615+0.0011505i
-0.00066061-0.0068539i,-0.0038225-0.0075591i,-0.013243-0.0083173i,-0.023402-0.0097113i,-0.024122-0.0046271i,-0.016234+0.003071i,-0.0076671+0.0057395i,-0.0018467+0.0034225i,0.00012918-0.00076607i,-0.00053106-0.0042205i,-0.0012791-0.0053431i,-0.0032124-0.0073616i,-0.0063494-0.0095841i,-0.0084409-0.0092563i,-0.0090892-0.0070362i,-0.0088371-0.0034883i,-0.0075618-0.0013031i,-0.0066416+0.000127i,-0.0057575+0.0025565i,-0.003869+0.002526i,-0.0016737+0.00042464i,-0.00063677-0.00065637i,3.5713e-05-0.00043324i
0.003689+0.0075944i,-0.0029093+0.010565i,-0.011964+0.0087721i,-0.013856+0.0065876i,-0.0070321+0.0072328i,0.0016788+0.0087333i,0.0049236+0.0081989i,0.0048128+0.0057438i,0.0048561+0.0033345i,0.0035497+0.0034491i,0.0042534+0.004855i,0.006809+0.0057997i,0.0077596+0.0050139i,0.0094932+0.0029046i,0.011406+0.00047774i,0.010834-0.0020116i,0.0084143-0.002806i,0.0066016-0.0021818i,0.0054118-0.0016249i,0.0038082-0.00028699i,0.0021116+0.00074741i,0.0009765+0.0011202i,-3.1929e-05+0.0021472i
-0.0055168+0.0035711i,-0.0028041+0.0070876i,-0.0014548+0.012822i,-0.0034395+0.016131i,-0.0014336+0.013588i,0.0021364+0.0067344i,0.0026803+0.0016469i,0.0018135-0.00042908i,-0.00059241-0.0022685i,-0.0037033-0.0032359i,-0.0059747-0.0034906i,-0.010174-0.0050182i,-0.012924-0.0057704i,-0.01292-0.0040917i,-0.011731-0.0012416i,-0.0084786+0.0022411i,-0.0044315+0.003143i,-0.0028471+0.0016085i,-0.0022574+0.0013878i,-0.0013162+0.00088365i,-0.00094111-0.00025392i,-0.00042619-0.00056686i,0.00072846-0.0011601i
0.0071807-0.002099i,0.011082+0.0021219i,0.01526+0.0085464i,0.016965+0.01007i,0.013884+0.0045826i,0.0076825-0.0015549i,0.002589-0.0031397i,0.0014552-0.0018243i,0.0026997+0.00037395i,0.0040332+0.0015339i,0.005225+0.00025983i,0.0061012-0.0014166i,0.0060431-0.001275i,0.0065147-0.001068i,0.0070987-0.0019609i,0.0059243-0.00288i,0.005266-0.0027689i,0.0053903-0.0025008i,0.0048851-0.0027853i,0.0031479-0.00092944i,0.0025209+0.00066784i,0.0019939+0.00026395i,0.00047674+0.00023584i
0.0016164+0.0021285i,0.0062408+0.00035505i,0.011996-0.0001604i,0.015777-0.0011638i,0.012519-0.0048459i,0.0037209-0.0061859i,-0.0032729-0.0029083i,-0.00561+0.0012337i,-0.0059645+0.0040995i,-0.0056236+0.0050261i,-0.0059373+0.0029056i,-0.0067456+0.001106i,-0.0065654+0.00057517i,-0.0059257+0.0013173i,-0.0051297+0.0032473i,-0.0034333+0.003676i,-0.0028164+0.001981i,-0.0040096+5.6273e-05i,-0.0044323-0.0016413i,-0.0032912-0.0028654i,-0.0020578-0.0016091i,-0.0012361+0.00028547i,-0.00073727+9.8875e-05i
-0.0046086-0.0015043i,-0.001053-0.0049639i,0.0062411-0.0095796i,0.010409-0.012842i,0.0048675-0.011841i,-0.0044918-0.007742i,-0.008774-0.0021702i,-0.0082937+0.001278i,-0.005418+0.0013122i,-0.00088809+4.2811e-05i,0.0035391-0.0017344i,0.0076579-0.0026255i,0.0091918-0.0034508i,0.0067972-0.0057088i,0.0040263-0.006806i,0.0020384-0.0057181i,-0.0003775-0.0024956i,-0.0015449+0.00062525i,-0.00087753+0.0012557i,0.00016136+0.0016058i,0.00069926+0.0023645i,0.0011702+0.0018374i,0.00157+0.00041282i
-0.0013017-0.0013539i,-0.0048541-0.0037916i,-0.0050282-0.0088148i,-0.0044089-0.01455i,-0.0077284-0.012971i,-0.011104-0.0048059i,-0.010147+0.0026347i,-0.0068449+0.005913i,-0.0032951+0.0068929i,-0.0017286+0.0072533i,-0.0020634+0.0070646i,-0.0020911+0.0062972i,-0.0015161+0.0040221i,0.00059671+0.0011242i,0.0029593-0.00031488i,0.0027213-0.0010883i,0.0015769-0.0020023i,0.00048978-0.0014911i,-0.00075358-0.00090857i,-0.00093639-0.001317i,-0.00021981-0.0012059i,0.00027633-5.6755e-05i,0.000962+0.00074268i
0.0016163+0.0027548i,0.0018693+0.001082i,-0.00021074-0.0034739i,-0.0048643-0.0062434i,-0.0086802-0.0024081i,-0.0089416+0.0045018i,-0.0074616+0.0070502i,-0.005077+0.0049848i,-0.003305+0.0018595i,-0.0030574-0.00077062i,-0.0013434-0.0024221i,0.0018002-0.0030609i,0.0034204-0.0027013i,0.0017627-0.0019648i,-0.0009636-0.0015519i,-0.0023179-0.00040813i,-0.0023858+0.0016209i,-0.00080755+0.0031987i,0.0017109+0.0045265i,0.0029233+0.0045824i,0.0023523+0.0027828i,0.0019283+0.0011752i,0.0010918+8.7699e-05i
0.0011641+0.0028076i,-0.00049516+0.0055726i,-0.0044939+0.0043852i,-0.0098317+0.00088767i,-0.010315+0.0021932i,-0.0049492+0.0045746i,3.2869e-05+0.0024933i,0.0019054-0.00039412i,0.0022707-0.0016478i,0.0010733-0.00038441i,-0.0013141+0.0027369i,-0.0031505+0.0041044i,-0.0038857+0.002364i,-0.0027432+0.00056665i,-0.00022755-0.00040478i,0.0015053-0.0017903i,0.0022033-0.0022478i,0.0030473-0.0018428i,0.0023516-0.0021919i,0.00089345-0.0031867i,0.00022943-0.003034i,0.00038482-0.0028649i,0.00026601-0.0018823i
0.0034157-0.00036101i,0.0029312-0.0021252i,0.0022793+2.6933e-05i,0.0010878+0.004486i,0.0010465+0.0065528i,0.0022561+0.0042044i,0.0015654-0.00062816i,-0.00014013-0.0040304i,-0.0021768-0.0047141i,-0.0039276-0.0041615i,-0.0032043-0.0048216i,-0.0010056-0.005383i,-0.00040486-0.0030703i,-0.00078144+0.00040012i,-0.0014135+0.0037963i,-0.0019777+0.0056381i,-0.0010343+0.0044444i,0.00062185+0.0013575i,0.0013048-5.291e-05i,0.00074248+0.0013265i,-0.0001991+0.0019957i,-0.00047873+0.0010148i,-0.00098811-2.0585e-06i
-0.0015496-0.00082946i,0.0027907-0.0014205i,0.0055303+0.00021221i,0.0057735+0.0039715i,0.0071412+0.004665i,0.0065955-0.00054704i,0.0034871-0.0065753i,0.0011278-0.0084091i,-0.00050763-0.0078213i,-0.00084629-0.0043661i,-5.8479e-05+7.1027e-05i,-0.00046518+0.003172i,-0.0020097+0.0046575i,-0.0023546+0.0028451i,-6.9432e-05-0.00049458i,0.00097306-0.0023478i,0.00034668-0.0023758i,-0.00088779-0.0020032i,-0.0023179-0.0030317i,-0.0024551-0.0035122i,-0.0019812-0.0025658i,-0.00073377-0.0015083i,-0.00030441-0.00093842i
-0.00089102-0.0015824i,-0.0015119-0.0013252i,0.0014821-0.000455i,0.0069533-0.00065364i,0.0084072-0.0024203i,0.0037488-0.0047976i,-0.000502-0.0044478i,-0.0016939-0.0026678i,-0.0014236-0.0018283i,-0.00010014-0.0020932i,0.00017004-0.0031253i,0.00045337-0.0044708i,0.001144-0.0048526i,0.0020296-0.0029109i,0.0036359-0.00035631i,0.0047251+0.0014802i,0.0030533+0.0011987i,0.00057011+0.00020289i,-0.00037523+0.00089074i,-0.00013748+0.0020634i,-0.00023673+0.0030615i,-5.5276e-05+0.0027383i,0.00031093+0.0018487i
0.0011132+0.0023929i,-0.0010663-0.00082716i,-0.00079177-0.0032737i,0.0012903-0.0062272i,0.0005748-0.0094856i,-0.0025601-0.0075099i,-0.0040641-0.0015719i,-0.00233+0.0024656i,-0.00031423+0.0026045i,0.001137+0.00094504i,0.0017291+0.0009603i,0.00084496+0.0030927i,-0.0014426+0.0039816i,-0.0041815+0.0016914i,-0.0048144-0.002007i,-0.0029058-0.0039549i,-0.0015624-0.0030056i,-0.0014071-0.00091299i,-0.00040684+0.00072419i,0.00070037+0.00070275i,0.00044881-0.00047519i,-9.4426e-05-0.0012443i,0.00024736-0.00091275i
-0.0026605+0.0042779i,-0.00075+0.0051933i,0.0024089+0.0031601i,0.0039913-0.0037774i,0.00033417-0.0079518i,-0.0047451-0.0050077i,-0.0046804+0.001861i,-0.00096926+0.0072904i,0.0026743+0.0086039i,0.0034467+0.005031i,0.0014095-0.00015161i,8.6245e-05-0.0051333i,0.00086543-0.0086192i,0.0029252-0.0087258i,0.0045642-0.006768i,0.0035807-0.0044086i,0.0017722-0.0023339i,0.00047671-0.0011689i,-0.0004316-0.00038373i,-0.00082287+0.0011417i,-0.00015824+0.0025971i,0.0012331+0.002022i,0.0021854+0.00037419i
0.0053884+0.003471i,0.0086644+0.00498i,0.0092874+5.6806e-05i,0.0026681-0.006727i,-0.0052187-0.0052512i,-0.0079784+0.0023996i,-0.0053612+0.0088391i,-0.0026294+0.011234i,-0.00088418+0.0096397i,5.4323e-05+0.0065967i,0.00093876+0.0055127i,0.0018124+0.0057172i,0.0011974+0.005448i,-0.00083361+0.0047759i,-0.0037559+0.0021294i,-0.0057747+0.00054903i,-0.0057283+0.00076427i,-0.0035226+0.0019525i,-0.00085379+0.0030794i,0.0017001+0.001497i,0.001983-0.00029304i,-0.00018386-0.00050324i,-0.0017238-0.00042157i
0.0039599-0.0036366i,0.0051469-0.0054635i,0.0029883-0.006774i,-0.0030773-0.004888i,-0.0073371+0.00072567i,-0.006219+0.0053952i,-0.0036993+0.0057446i,-0.0028992+0.0045214i,-0.0025152+0.0026611i,-0.0035901+0.00219i,-0.0052409+0.0012928i,-0.0047603-0.0026254i,-0.0042315-0.0052336i,-0.0026842-0.0044638i,-0.00012741-0.001965i,0.0010939-0.0001504i,0.0020114+0.00031352i,0.0023558-1.6582e-05i,0.00136-0.0014047i,0.00010131-0.0020986i,0.00019297-0.0019128i,0.0013106-0.0015632i,0.0018556-0.0011592i
0.00029276-0.0045555i,-0.00010295-0.0068407i,-0.0027379-0.0072955i,-0.0051665-0.0027043i,-0.0044329+0.0035248i,-0.0032071+0.0046224i,-0.0036963+0.001484i,-0.0043377-0.0016285i,-0.003608-0.0024621i,-0.0017388-0.00069248i,0.0013941+0.0013133i,0.0048922+0.0026747i,0.0061728+0.0038656i,0.0047423+0.0049162i,0.0020848+0.0037348i,-0.0011617+0.002288i,-0.0031362+0.0029138i,-0.002518+0.0026806i,-0.0013433+0.0018713i,-0.00080818+0.00089929i,-0.00046344+3.218e-05i,-0.00049797+1.7849e-05i,-0.00052428+0.00058362i
0.00093187-0.0025211i,0.0015313-0.0047449i,0.0016075-0.0035364i,0.003025+0.00053482i,0.004181+0.0022763i,0.0024916-0.00032623i,-0.0015803-0.0032447i,-0.0050487-0.0054625i,-0.0061551-0.0055887i,-0.0062449-0.0029914i,-0.0054056-0.00086043i,-0.0049673-0.001243i,-0.0054327-0.0023315i,-0.0044976-0.0031065i,-0.0017979-0.0026218i,0.0017271-0.0020468i,0.0042828-0.0019045i,0.0043131-0.0014595i,0.0017285-0.0016759i,-0.00028078-0.001411i,-0.00044245-0.0006743i,-7.3063e-05-0.00035499i,-0.00010005+6.2157e-05i
-0.0012681-0.00077552i,-0.0034944+4.9673e-05i,-0.0025267+0.00042113i,0.0014661-0.00041827i,0.0039937-0.0022741i,0.0010679-0.003705i,-0.0023826-0.0041415i,-0.0035133-0.0050513i,-0.0026648-0.0062657i,-0.00043408-0.0058834i,0.0017321-0.0048002i,0.0038872-0.0028707i,0.005445-5.3627e-05i,0.0046466+0.0021345i,0.0021827+0.0027048i,0.00010261+0.0022138i,-0.0013788+0.0021916i,-0.00093523+0.0026583i,-3.2563e-05+0.0031095i,-0.00022504+0.0031382i,-5.4297e-05+0.0021979i,0.00057947+0.0011103i,0.00058051+0.00047877i
-0.0046683+0.00090901i,-0.0064567+0.0036531i,-0.0038783+0.0055634i,0.0020934+0.001654i,0.004851-0.0035254i,0.0021544-0.0039098i,-0.001858-0.0022225i,-0.0031946-0.0017333i,-0.0023799-0.00081934i,-0.0014297+0.00059617i,-0.0011261+0.001262i,-0.0028316+0.00091147i,-0.0041829+0.00041586i,-0.0032398+0.00068829i,-0.00061234-8.6778e-05i,0.0022485-0.0016511i,0.004841-0.0023791i,0.0055686-0.0024477i,0.0045515-0.0029038i,0.0023842-0.0023207i,0.00020837-0.0011836i,-0.0004236-0.00053635i,0.00053832-0.00020043i
0.0019219+0.0040294i,0.0054749+0.0080628i,0.009054+0.0072939i,0.0077712-0.001i,0.0016684-0.0078139i,-0.0034905-0.0062302i,-0.0036362-0.00079881i,-0.0022282+0.0013871i,-0.00058492+0.00061525i,0.00019824-0.0010493i,3.5614e-05-0.002545i,0.0019492-0.0025215i,0.0038768-0.001818i,0.00263-0.001853i,0.00021613-0.0022709i,-0.0017242-0.0019754i,-0.0039471-0.0006829i,-0.0044965+0.00099315i,-0.0030526+0.0022233i,-0.0020042+0.0027113i,-0.00073553+0.0016602i,0.00012536+0.00033067i,-6.7071e-05-0.00011755i
0.0041736-0.0027877i,0.0086196-0.0047964i,0.011735-0.0073666i,0.0072493-0.0096745i,-0.00099377-0.0096705i,-0.0040184-0.0051646i,-0.0017596+0.00017314i,0.0014067+0.0039311i,0.003962+0.0054461i,0.0041337+0.0042216i,0.0025438+0.0042312i,0.00033697+0.0042284i,-0.002112+0.0030487i,-0.002996+0.0022031i,-0.0022647+0.00023657i,-0.00084509-0.00094774i,0.001062-0.0014378i,0.0020439-0.0017001i,0.0013475-0.0022728i,0.0016508-0.0027698i,0.0019448-0.00097537i,0.0010435+0.00065156i,0.00052504+0.00050056i
0.0033884+0.0001459i,0.0044023-0.0038949i,0.0026335-0.0069062i,-0.0027549-0.0062285i,-0.0061602-0.0029952i,-0.00359-0.00040776i,-0.00024738+0.0016232i,0.0010903+0.0039899i,0.0013631+0.0044846i,-0.0014125+0.0033066i,-0.0034627+0.0017604i,-0.0013335+4.4234e-07i,0.0010302-0.0016977i,0.0011874-0.0016562i,0.00016135-0.0011705i,-0.00040682-0.0015694i,-0.0020471-0.0014887i,-0.0037072-0.00036773i,-0.0035544+0.001241i,-0.0027994+0.002228i,-0.0016106+0.001431i,-0.00054302-0.00052643i,2.3725e-05-0.0015198i
0.00026521+0.0024666i,-0.0011957+0.0010496i,-0.0030215-0.0020416i,-0.0048754-0.0012746i,-0.0055755+0.0025088i,-0.0050128+0.0038808i,-0.0036257+0.0035079i,-0.0016568+0.0034661i,-9.3049e-05+0.0018983i,-1.2311e-05-1.4578e-05i,0.00010558-1.7012e-05i,0.00029369+0.0014944i,-0.00087542+0.00215i,-0.0018272+0.00014832i,-0.0019577-0.0010499i,-0.0011337-3.4469e-05i,0.0012916+0.0010468i,0.0032009+0.0017655i,0.0030561+0.00099368i,0.0017427-0.00038162i,0.00052142-0.0011203i,0.00065195-0.00096386i,0.00084567-0.00017282i
-0.00095602-0.0068473i,-0.004493-0.0097212i,-0.0065664-0.0080984i,-0.0054106-0.0011754i,-0.0025244+0.0045999i,-0.0026404+0.0063111i,-0.0047933+0.0051522i,-0.0048377+0.0025854i,-0.0046546+0.00043429i,-0.0033771+0.001695i,-0.0012087+0.0033273i,0.00054866+0.0015824i,0.0017066-0.00037629i,0.0019125-0.0009585i,0.0013609-0.001351i,0.00049088-0.0010927i,-0.00045791-0.0006678i,-0.0021435-0.00098821i,-0.0025631-0.00030138i,-0.0022478+0.0003447i,-0.0025494+0.00015344i,-0.0011147+0.00081627i,-2.5175e-05+0.00072691i
-0.0035544+0.003883i,-0.0051312+0.0063776i,-0.0033194+0.0090135i,0.0017721+0.0086345i,0.0048805+0.0045312i,0.0021217+0.00038898i,-0.0026926-0.001184i,-0.0053562-0.0027816i,-0.0051718-0.004201i,-0.0036084-0.003412i,-0.00094936-0.0023439i,0.00085692-0.0023969i,0.00044702-0.0020183i,-2.2897e-05-0.0011886i,0.00033378-0.000559i,0.0017276+0.0007616i,0.003767+0.0013981i,0.0048094+0.0012189i,0.0048069+0.00084925i,0.0037716+7.3809e-05i,0.0024596-0.00054618i,0.0018772-0.00028626i,0.0016158+0.00017536i
-0.0021152+0.0081328i,-0.00066359+0.014578i,0.0025214+0.016208i,0.0076477+0.0083406i,0.0095894-0.0012668i,0.0050119-0.0051169i,-0.00092574-0.0044017i,-0.0047443-0.0033514i,-0.0041755-0.0007919i,0.00013523+0.0016938i,0.0026144+0.0018531i,0.0022921-0.00084072i,0.0015702-0.0026185i,0.0012774-0.0012291i,0.00050896-0.00069346i,-0.0001115-0.001642i,-0.0010045-0.0025949i,-0.0019083-0.0027706i,-0.0022757-0.001687i,-0.0027376-0.00038457i,-0.0028908+0.00013696i,-0.0022643-0.00051503i,-0.00058408-0.0010453i
0.0077735-0.0011002i,0.011356-0.0029684i,0.013489-0.0063208i,0.010061-0.0093729i,0.0017516-0.0087469i,-0.0036405-0.0034565i,-0.0050279-1.5045e-05i,-0.0055543+0.00040872i,-0.0055975+0.00036766i,-0.005373+0.00056424i,-0.0043354+0.00053165i,-0.0028685+0.00038771i,-0.0026777+0.0012518i,-0.0033394+0.0016218i,-0.0024624+0.0011612i,-0.001383+0.0014572i,0.00050654+0.0019195i,0.0029354+0.0014038i,0.0042243+0.00019067i,0.0051046-6.7757e-05i,0.0052586+0.00056219i,0.0038225+0.00067514i,0.0014027+0.00040484i
