-0.0032886-0.00038311i,-0.0029387-0.00084816i,-0.0031507-0.00074459i,-0.0031019-0.00033786i,-0.0019689+0.00084538i,-0.00088232+0.0019359i,-0.00042428+0.0012481i,0.0001749+0.00061313i,0.00034809+0.00090622i,5.4067e-05+0.0013492i,0.00040372+0.0015339i,6.3269e-05+0.0016116i,-0.0006029+0.00079395i,-3.3507e-05-0.00072835i,-0.00015599-0.00076927i,-0.00021626-0.00023798i,-3.0704e-05+0.00077073i,-0.00054658+0.0021637i,-0.00059424+0.0016067i,0.00050692+0.00024685i,0.00087985+8.3588e-05i,1.7314e-05+0.00057708i,8.3107e-06+6.7431e-05i
-0.00010354-0.00045386i,0.00031506-0.00033075i,7.7636e-05-0.00014806i,0.00010048-0.00040221i,0.00048378-5.8045e-06i,3.3693e-05+0.00031166i,-0.00047359+0.00071474i,-0.00097635+0.00031503i,-0.0012633-8.7815e-05i,-0.00077311-0.00013861i,-0.00011043-0.00050662i,0.00064361-0.00033277i,0.0011591-0.00054962i,0.00084481-0.00063238i,0.00016805+0.00012773i,-1.9318e-05+0.00033977i,-0.00019133+0.00073711i,-0.00019165+0.0010856i,0.00038869+0.00057605i,0.00092863+0.00019838i,0.0014044-0.00032703i,0.0014705-0.00091858i,0.0015023-0.00043786i
-0.00028304-0.0013222i,-0.0011299-0.00084344i,-0.0017664-0.000168i,-0.0021862+0.0010678i,-0.0024195+0.0011056i,-0.0019955+0.00059501i,-0.00078438+0.00048583i,0.00014069+0.00032234i,-2.7283e-05-0.00021471i,-0.00046374+6.4498e-05i,-0.0012789+0.00096057i,-0.0011391+0.0005533i,-0.00016799-0.00023705i,0.00014715-0.0004068i,0.00014205+0.0004584i,0.00023659+0.00058737i,0.00040887-0.00025029i,0.00035889-5.0336e-05i,0.00025713+0.00015515i,-0.0002854-0.00037868i,-0.00075149-0.00086985i,-0.00060633-0.00092149i,-0.00083951-0.00073556i
-0.00089514-0.0020309i,-0.0012479-0.0017729i,-0.0010281-0.0010707i,-0.00055955-0.00025355i,5.9347e-05+9.0028e-05i,-0.00035312+0.00015731i,-0.00055745-4.5825e-05i,-0.00010561-0.000677i,0.00065061-0.00059261i,0.0013415-0.0003966i,0.0012918-0.00059399i,0.00067361+0.00012442i,-0.0001815+0.0007326i,-0.00041532+0.00055307i,0.00020546+0.00053623i,0.00059782+0.00061156i,-6.3892e-06+0.00085516i,-0.00027121+0.00064798i,0.00010267+0.00018083i,-0.00015331-0.00021028i,0.00014412-0.00027905i,0.00067859+0.00042384i,0.00022413+0.00073401i
4.2286e-05+0.00014457i,0.00047829-0.00013103i,0.00066651+0.00038489i,-0.00017487+0.0012005i,-0.00082163+0.0011989i,-0.00028463+0.00071156i,0.00059149+0.00019064i,0.00055405-4.8024e-05i,0.00017793-0.00044443i,0.0010854+0.00035984i,0.001682+0.0012984i,0.00089265+0.00059166i,0.00013763-0.00036514i,6.1723e-05-0.0008154i,9.5191e-05-0.0006415i,0.00035081-0.00017625i,7.761e-05-0.00033435i,-0.00052139-0.0007676i,-0.00040263-0.00090777i,-0.0001244-0.0010136i,0.00021458-0.00045299i,9.2776e-05+0.00025427i,-0.00047894+0.00042165i
0.0005218+8.703e-05i,0.00054126+0.00045174i,-0.00049682+0.000558i,-0.0011719+0.00073195i,-0.00045954-5.4256e-05i,-0.00046871+5.3473e-06i,-0.00079926-0.0005956i,-0.00067032-0.0017133i,-0.00032026-0.0010689i,-0.00015474-3.5749e-06i,-0.00013837+0.00036656i,-0.0002059+0.00036381i,0.00013807+0.00036792i,0.00055587+0.00059798i,0.00098073+0.00048744i,0.00069861+0.00067524i,1.8225e-05+0.00087794i,-0.00030385+0.0006941i,-0.00030173+0.00045766i,3.926e-05-0.00049905i,3.5992e-05-0.00038432i,-0.0004895+0.00018097i,-0.00069743-0.00038178i
0.0014218-0.00084397i,0.001876+0.00038553i,0.0017577+0.00046717i,-4.3162e-05+0.00027184i,-0.0014038+0.001109i,-0.0008755+0.0010065i,9.036e-05+8.4011e-05i,-0.0003189-0.00037946i,-0.0010123-0.00035641i,-0.00098404+0.00022857i,-0.00084729+0.00078401i,-0.00045904+0.00057006i,0.00028974+0.00064395i,0.00078607+0.0012888i,0.00065169+0.00031059i,4.0981e-05-0.00034688i,-0.00014654+0.00080189i,0.00013094+0.001414i,0.00037131+0.00054286i,0.00075274-0.00019244i,0.0012149+0.00024475i,0.0011524+0.00058578i,0.0012032-0.00028413i
0.00056091-0.00099135i,-0.00075632-0.0013843i,-0.0022702-0.0022244i,-0.0014253-0.0020805i,-0.00015787-0.0012999i,-0.0001814-0.00058095i,-0.00025059-0.00032635i,0.00016835-0.00061395i,0.00077286-0.00083508i,0.00070619-0.00062266i,0.00043923+0.00046275i,0.00041455+0.0009076i,0.00043008+0.00041142i,0.0010453+0.00068066i,0.0010866+0.0012467i,0.0002322+0.0010827i,-0.00010103+0.00054582i,0.00012658+0.0004965i,0.00021372+0.00044639i,0.00050992+0.00049142i,0.0007579+0.00027738i,0.00010598-0.00031746i,0.00022254+2.2232e-05i
0.00030962-0.00045076i,-6.6927e-05-0.00069012i,-0.00039826+0.00026975i,-0.00053268+0.0015844i,-0.00031008+0.00090669i,-0.00033608-0.00020097i,-0.00088229+1.5221e-05i,-0.0007663+6.4966e-05i,-0.00062873-0.00045015i,-0.00053591+8.2101e-05i,-0.00038877+0.00078225i,0.00052233-0.00025136i,0.00087804-0.00082544i,0.00060324-0.0005805i,-0.0002923+2.086e-05i,-0.00093729+0.00069369i,-0.00012944+0.00075685i,3.5788e-05+2.8194e-05i,-0.00019374-0.00023606i,0.0001849+0.0001253i,0.00090714+1.2899e-05i,0.00060146+2.8454e-05i,0.00054385-0.00029369i
0.00084725+0.001298i,0.00081437+0.00083892i,0.00015143+6.4156e-05i,-0.00064814-0.00025466i,-0.0010953-4.9226e-05i,-0.00103-0.00029656i,-0.00055461-0.00058349i,0.00048132-0.00034461i,0.0002644-0.00046684i,-0.00042756-0.00051949i,-0.00060187-0.00014155i,-0.00031372+0.00041148i,0.00060582+0.00057789i,0.00090436+0.00045655i,0.000535+0.00069178i,4.4165e-05+0.00076816i,-3.5303e-05+0.0010654i,0.00011232+0.0016969i,4.1271e-06+0.00067899i,0.0005873-0.00080543i,0.0010699-0.00056177i,0.00067259+8.1399e-05i,-2.3308e-05+3.0579e-05i
-0.0039852-0.0015628i,-0.0029293-0.00066649i,-0.0032052-0.00022427i,-0.0020673+0.00097581i,0.00036291+0.0024274i,0.00085568+0.0016346i,0.00044714+0.00014553i,0.00031683-0.00086378i,-0.00032561-0.00080343i,-0.00071933+0.00070652i,-0.00018225+0.0018765i,0.00017898+0.0010165i,0.0006311-0.00051499i,0.00082926-0.001232i,0.00037381-0.00092016i,0.00026318-0.00022918i,0.00024962+0.00027808i,0.00026257+0.00011779i,0.00041095-0.00048386i,0.00046904-0.00090904i,0.00042087-0.00080594i,0.0003901-0.00021742i,0.00054148-0.00045178i
0.0023658+0.00034548i,0.0017229-0.00055482i,0.00057979-0.0013807i,2.5387e-05-0.0010893i,-1.5664e-05-0.00059059i,-0.00016907-0.0011451i,-0.00053713-0.001353i,-0.00037438-0.0006658i,0.00048619-0.00017117i,0.0011738-0.00029858i,0.00046031+0.00025266i,0.00015529+0.00010388i,0.00019838+5.5492e-05i,-0.00023217-9.6953e-05i,0.0004805-0.00042712i,0.0012935+0.00054367i,0.00052858+0.00092699i,-0.00022973+0.00022007i,4.6736e-05-0.00018498i,0.00039006+0.00026664i,0.00024123+0.00059121i,-0.00031135+0.00060545i,-0.00063906+0.00013083i
0.001358-0.00035975i,0.00028169-0.00057659i,-0.00073922-0.00041277i,-0.0013195+0.00031722i,-0.00087706+0.00018363i,7.1297e-05+0.00012453i,0.00080041-0.00023845i,0.00024903-0.0006106i,-0.0001823-0.00051984i,-0.00060761-0.00033438i,-0.00074078+0.00012982i,0.00011773+0.0005435i,0.00089455+0.00075759i,0.00097836+0.00053133i,0.00062963+0.00010931i,0.00054136+0.00027066i,0.00066104+0.00020702i,0.00037556+0.00042641i,-0.00046612+0.00067671i,-0.00048034+0.00033146i,0.00040917-0.00021999i,0.00047497-0.00016845i,0.0001699-2.1757e-05i
-0.00093132+0.0018646i,-0.00016732+0.0012318i,0.0012885-0.00027077i,0.0014506+0.00033314i,0.0010031+0.00041372i,0.00036027-0.00070279i,-0.00026767-0.00096174i,-0.0014374-0.0016812i,-0.0015178-0.0013224i,3.1893e-05+0.00057162i,0.00053801+0.00038928i,0.00096461-0.00043275i,0.0012958-0.00052588i,0.0006386+0.00022816i,0.00092074+0.00076065i,0.00056145+0.00017003i,-0.00045832-0.00012112i,2.7481e-05+0.00016478i,0.00023661+0.00038096i,0.00042934+0.00030014i,0.00038023+0.00026341i,-1.8636e-05+0.00020745i,-0.00013542+7.2319e-05i
0.0010531-0.0010985i,0.0022722-0.0013871i,0.0014278-0.0011102i,4.2597e-05-0.00058172i,-3.5579e-05-0.00015754i,-0.00010204+0.00036796i,-0.00044799+0.0004351i,-0.00016257-0.00017722i,0.00052555-0.00035925i,0.00089056-0.00039637i,0.00056013-0.00025871i,-0.00019609-0.00025748i,-0.00019933-7.4839e-05i,1.1004e-05+0.00016736i,0.00048197-0.00013936i,0.0010935-0.00044436i,0.00092789-0.00017287i,0.00016615+0.00054799i,-0.0002017-1.4468e-05i,0.00022855-0.00063135i,0.00049701-0.00042297i,0.0004693-0.00028684i,0.00026168+8.1232e-05i
8.5702e-05-0.00083273i,0.0012168+0.00054111i,0.00071463+0.0014045i,-0.0011867+0.00091132i,-0.00080192+0.00028998i,0.00036608+0.0003506i,-6.9626e-05+0.00029244i,-0.00069087-0.00050161i,-0.0005374-0.00047465i,-3.5794e-05+0.00015337i,-6.1109e-05-0.00032727i,0.00034768-0.00064405i,0.00045958-0.00030714i,-0.00020351+0.00038273i,-0.00059379+0.0012269i,-0.00032264+0.0010714i,-0.00014989+1.2043e-05i,-0.00021046-0.00074919i,0.00057785-0.00073118i,0.0010592-0.00045481i,0.0012136-0.00055997i,0.00092622-0.00082187i,-0.00018929-0.00079234i
0.00020174+0.00057535i,0.00042307+0.0021491i,0.00017218+0.0026102i,-0.00024735+0.0023533i,0.00055325+0.0014105i,0.00088836+0.00014759i,-0.00046105-8.4466e-05i,-0.00062769-0.00081092i,0.00021218-0.00060062i,0.0010244+6.798e-05i,0.0013848+8.5625e-05i,0.00043199-0.00027765i,-0.00022133-0.00050201i,0.00031466+0.00034068i,7.8654e-05+0.00069948i,-0.00051272+0.00066211i,-0.00095515+0.00025329i,-0.00082891-0.00020377i,0.00014598-6.3056e-05i,0.00056582-0.00010289i,0.00050768+8.1363e-05i,0.00051033+0.00024541i,0.00037607+0.00024901i
0.0021062-0.0023852i,0.0018733-0.0042173i,0.0010076-0.0048479i,0.00042235-0.0036708i,-0.00035777-0.0017581i,-0.00041747-0.00023198i,-0.00068821-0.00024526i,-0.00065901-0.0010728i,0.00058925-0.0012929i,0.00081907-8.1982e-05i,3.9515e-05+0.0011999i,-0.0001751+0.0014287i,-0.00031551+0.0010057i,0.00022583+0.00081656i,0.0014074+0.00049146i,0.001556+0.00051179i,0.0010824+0.0010877i,0.00043174+0.00093003i,-0.00026077-0.00015276i,-0.00026779-0.00082983i,0.00038562-0.00041906i,0.00083506-0.00019626i,0.00031812-0.00064726i
0.0022054-0.00089472i,0.0014992-0.0018455i,0.00052514-0.002869i,-0.00043389-0.0016204i,-0.0012716-0.0009204i,-0.0020749-0.0008791i,-0.0018575-0.00059748i,-0.0016856-0.0006732i,-0.0018684-0.00087519i,-0.00046337-0.00062244i,0.0005345-5.9782e-05i,-0.00011193+0.0001849i,-0.0011111+0.0002582i,-0.0010039+0.00046489i,-0.00049403+0.00075838i,7.1393e-05+0.00080816i,0.0012572+0.00065551i,0.0014292+0.00079868i,0.0010478+0.00054333i,0.00033009-3.5237e-05i,-6.2395e-05-0.00031287i,0.0002912-0.00043405i,6.2412e-05-0.00017113i
0.00039286+0.00031582i,0.00056732+0.00050756i,0.00086742+0.00054974i,0.0010532+0.00083127i,0.00096838+0.0016234i,0.00099721+0.00056925i,0.00097702-0.0011767i,0.0004494-0.0014944i,0.00022524-0.00081115i,0.00062459-8.9483e-07i,0.0010588+0.00094843i,0.00068943+0.0010427i,0.00013089-0.00035961i,0.00028314-0.0013159i,0.0013385-0.00082226i,0.0015953+9.6569e-06i,0.0011245+0.00029618i,0.00084495+0.00052328i,0.00043364+0.00067243i,0.00021341+0.0012312i,-0.00025913+0.0017226i,0.00017473+0.0011269i,0.0009577+0.00055166i
0.0010355-0.0010885i,4.5393e-05-0.0024253i,-0.0010089-0.0030961i,-0.001181-0.0016415i,-0.0013481-9.145e-06i,-0.0019362+0.00061064i,-0.001211-4.3801e-05i,0.0001198-0.00055081i,-0.00016058-0.00089923i,-0.00040283-0.00091759i,0.00016318-0.00027022i,0.0006927+6.9035e-05i,0.00046225-2.779e-06i,-0.00014075+0.00075466i,-0.00026791+0.00083786i,-2.0979e-07+0.00057405i,-0.00029747+4.2089e-05i,0.0001625-0.00010763i,0.0008804+0.00013992i,0.00031212+0.00039202i,3.909e-05+0.00084767i,-7.947e-05+0.00045549i,-0.00020653+0.00013014i
0.00030911-0.00040901i,-0.0013157-0.001897i,-0.002288-0.0017936i,-0.0019571-0.0012394i,-0.0013722-0.0012376i,-0.0010059-0.0011172i,-0.00036658-0.0010768i,-0.00062921-0.00036619i,-0.00092702-6.3179e-05i,-0.00054294+0.00063478i,-0.00045506+0.0013527i,-0.00021697+0.0012679i,-0.00026579+0.00069047i,0.00013008+0.00067991i,0.00084481+0.0008269i,0.00016208+3.3406e-05i,-0.00018657+0.00035275i,0.00042427+0.0009862i,-2.182e-05+0.00031827i,-0.00057902-0.00015215i,-0.00046315+5.7472e-05i,-0.00066235+0.00038497i,-0.00052564-0.00015743i
-0.00048741-6.8742e-05i,-0.0012178+3.1507e-06i,-0.0014305+0.00042211i,-0.0010117+0.0021137i,-0.0012489+0.0028518i,-0.0010374+0.001042i,-0.00054347-0.00049418i,-0.00038446-0.00020032i,-0.00057584-7.4594e-05i,-0.00039745+3.4696e-06i,-0.00016259+0.00083589i,-0.00037416+0.00074971i,-0.00026687+0.00024415i,0.00013687+0.00015345i,-0.00013883-4.0319e-05i,-0.00025183-2.8545e-05i,-8.201e-05+0.00098208i,-0.00056488+0.0015066i,-0.00093146+0.0003701i,0.00013369+0.00045449i,0.0011877+0.00084806i,0.0011446+0.00024244i,0.00064664-0.00017769i
0.00098735+0.00014809i,0.00089052-0.00080916i,0.00083308-0.00052666i,0.00071095-0.00052673i,0.00075524-0.0010524i,5.2076e-05-0.0011516i,-0.00042904-0.0014159i,-0.00033428-0.0010341i,-0.00029187-0.00044675i,0.00011699+0.00033655i,0.00022436+0.00074381i,-0.00046121+0.00014467i,-0.0003435-0.0010456i,0.00012339-0.0014377i,0.00042179-0.00044779i,0.00054413+0.00010544i,-5.5359e-05+0.00018301i,-4.0202e-05+0.0001144i,0.00041793+0.0003725i,0.00025678+0.00015147i,0.00040866-0.00085324i,0.0008065-0.0010295i,0.00093957+4.8042e-05i
0.00053044+0.0021278i,0.0019893+0.0015606i,0.0021157+0.0011948i,0.0011633+0.00046949i,0.00038722-0.00023735i,-0.0011122-0.0012379i,-0.0017219-0.0014254i,-0.00099234-0.00046024i,-0.0004032+0.00031639i,2.0695e-06+0.0004233i,-0.00026736+0.00032145i,-0.00082797+0.00073354i,0.00021311+0.00037538i,0.00069019+0.00080197i,0.00092588+0.0013403i,0.0019391-0.00016942i,0.0011673-0.00080839i,-8.9113e-05+0.00041855i,-7.4866e-05+0.00090294i,-0.00072621+0.00020975i,-0.00080932+1.59e-05i,-0.00077883-8.2292e-05i,-0.00018013-0.00062225i
0.00088037+0.00024807i,0.00086006-0.00091082i,0.00061906-0.0010676i,0.00034231-0.00032563i,-4.5568e-05-0.00047139i,-0.00014775-0.0004899i,-0.00012999-6.4569e-05i,-0.0006874-0.00084054i,-0.00097962-0.0008537i,-0.00067364-0.00026928i,0.00025206+0.00010084i,0.0003066+0.00037514i,0.00047521+0.00042392i,0.00099366+0.00048495i,0.00069985+0.00048212i,6.6744e-05+0.00030964i,0.00049047+0.00052084i,0.000885+0.00054987i,0.00021912+0.00016521i,0.00039207-3.3678e-05i,0.00017766-0.00071261i,-0.00083709-0.0011696i,-0.00056122-0.00058679i
0.0016447-0.0018552i,0.0015936-0.00076776i,0.0013134-0.00062304i,-2.7773e-06-0.00057625i,-0.0010216-0.00069869i,-0.00093332-0.00081651i,-0.00050973-0.00057386i,-0.00071455-0.00067397i,-0.00080399-0.00027384i,-0.00047256+1.8714e-05i,-0.00019439+0.00055008i,-0.0011111+0.0012164i,-0.0012275+0.00095027i,-6.8755e-05+0.00034346i,1.965e-05+0.00011794i,0.00015545+5.2685e-05i,0.00075549+1.2951e-05i,0.00069626-7.9954e-06i,0.00061332-8.5248e-05i,7.6747e-05-0.00051836i,-0.00035133-0.00025121i,-0.00051593+0.00011098i,-0.0010312-0.00023089i
-0.00025089+0.00090185i,-0.00024715+0.00036397i,-0.00027921+0.00089548i,-0.00040893+8.1736e-05i,-0.00098816-0.0010888i,-0.0011586-0.0005508i,-0.00034426-0.00033379i,0.0002279-0.00034192i,0.00017279-0.00037862i,9.2079e-05-0.00061567i,-2.9468e-05-0.00025983i,0.00011995-1.6232e-05i,0.00016029+7.3515e-06i,0.00055149-0.00018945i,0.00094879-5.8033e-05i,1.2679e-05+0.0004327i,-0.00012845+0.0003256i,0.00043933-0.00018848i,0.000331+0.00029351i,0.00062171+0.00082376i,0.00060084+0.00043742i,0.00011323+4.849e-06i,0.00024688-8.7218e-05i
-0.00025361-0.00067746i,0.00022692-0.0006045i,0.001063+6.6576e-05i,0.0012464-5.6773e-06i,0.00092951+0.00014469i,0.00029372+0.00019025i,-8.0056e-05-0.00026837i,0.0004673-0.00052715i,0.0007002+0.00024047i,0.00048107+0.00078255i,0.00027126+0.00053041i,-0.00011123+0.00043083i,-0.00012676-0.00012686i,-2.2581e-05+6.7266e-05i,-7.2636e-05-0.00033226i,0.00016143-0.00095479i,-4.6658e-05-0.00035109i,0.00031617+0.00021539i,0.0010608+0.00043019i,0.00086092+0.00056139i,0.00070297-7.8091e-06i,0.00092885-0.00044072i,0.00094606+9.9719e-05i
0.0012718-0.0014528i,0.0011449-0.0011574i,-0.00041886-0.00017066i,-0.00069634-0.00063116i,-0.00051588-0.0006165i,-0.001009+0.0005156i,-2.2955e-06-4.1999e-05i,0.0014759-0.0010865i,0.0011572-0.00048862i,0.00032087-2.2923e-05i,-0.00039665+0.00024484i,-0.00072107+0.00017232i,1.1586e-05+3.213e-05i,0.00056349+0.0002217i,0.00082987+0.00068155i,0.00072889+0.00043947i,0.00064891-0.00036826i,0.00098598-0.00051757i,0.00057798-0.00099948i,-0.00014014-0.0013937i,-0.00032485-0.00059054i,-0.00010511-0.00016859i,0.0001262-0.00090347i
0.0018305+0.0016418i,0.00089592+0.00063658i,0.0014773+0.00056392i,0.0014025+0.0010779i,-0.0004369+0.00092388i,-0.0012208+0.00010086i,-0.00034774-0.00094828i,-0.00010463-0.00077776i,-3.0313e-05-8.8676e-05i,0.00093825+0.0003944i,0.0013861+0.00060173i,0.00061529+0.00039854i,-0.00032993+8.4866e-05i,0.00011774+2.8946e-07i,0.0007357+4.5452e-05i,0.0007335-0.00025237i,0.00071902-0.00032075i,0.00080713-0.00038031i,0.00022554-0.0001538i,-0.00045132+0.000729i,-0.00023105+0.00056842i,0.00013743-0.00031325i,0.00013088-0.00014056i
0.0011249-0.00072797i,0.0008058-0.00064515i,6.7624e-05-0.0012069i,-0.0013296-0.001287i,-0.0019516-0.0010246i,-0.0019307-0.00030612i,-0.0010038+0.00031331i,-0.00028385-4.9992e-05i,-0.00027826-0.00015465i,-0.00020317+0.00031446i,0.00029291+0.00063341i,0.00057316+0.00047281i,0.00058067+0.00053322i,0.00061752+0.0010906i,4.4795e-05+0.00075326i,-7.6371e-05+3.5238e-05i,0.00020078-0.00023274i,0.00086658+0.00016982i,0.0012968+0.00045471i,0.0003688-2.0224e-05i,-0.00025672-0.00023621i,-0.00018581-3.6576e-05i,-0.00070471+0.00025505i
0.00076221-0.0032915i,0.00060221-0.0019601i,-0.00072621-0.0011358i,-0.0022676-0.00089438i,-0.0022524-0.00056769i,-0.00084403-4.7522e-05i,0.00069106+0.00034712i,0.00086931+0.00044818i,0.00031222+3.1121e-05i,0.00020013+3.0571e-05i,-7.9864e-05+0.00054172i,0.00010483+0.0010161i,0.0001577+0.00039731i,0.00091499-0.00042959i,0.0016511-0.00041319i,0.0010136+0.00035719i,0.00073317+0.00036016i,0.001217+6.9926e-05i,0.00069314+0.0006887i,-1.888e-05+0.00077043i,0.00039213+0.00047871i,0.0011709+0.00015483i,0.0014811-0.00019877i
0.0014089-0.00063631i,0.0012412-0.0016142i,0.00060233-0.0016067i,2.0622e-05-0.0013685i,0.00033312-0.0010394i,0.00020323-0.00066121i,-0.00066539-0.00081963i,-0.0011621-0.00020331i,-0.0010699+0.00027725i,-0.0004574-0.00026889i,0.00023621-0.00016653i,0.0008844+0.00053899i,0.001119+0.00044703i,0.0012358+0.00037179i,0.00080803+0.00019598i,0.00027778+0.0004242i,0.0011553+0.00082734i,0.0016316+0.00079996i,0.00059906+0.0011777i,-0.00022421+0.0011971i,0.00013782+0.0011241i,0.00069444+0.00063327i,-0.00013458+8.4728e-06i
0.00075399-0.00066412i,0.00013841-0.00011832i,-0.0011798-0.00021985i,-0.00099682+0.00062026i,-0.0011555+0.0014038i,-0.0019325+0.0007411i,-0.0012685+0.00030055i,-0.00032203-0.00040845i,-0.00057541-0.0010384i,-0.0011469-0.00099625i,-0.00033185-0.00033855i,0.00088144+0.00025152i,0.00061829+0.00032711i,6.9754e-06+0.00040993i,-0.00020005+0.00064089i,-0.00049888+0.0008205i,-0.00010003+0.00056184i,0.0010715-0.00027645i,0.0010017-0.00055121i,3.795e-05+0.00031568i,-0.00049387+0.00037226i,-0.00015155-0.00073395i,0.00022-0.00092891i
0.0011267+0.000616i,0.00089643-3.0227e-05i,7.4706e-05+0.00076584i,-0.00050996+0.0018314i,-0.0010793+0.00064815i,-0.00069538-0.00088757i,-0.00017949-0.0010459i,3.2215e-05-0.00056346i,0.00015968-0.000529i,0.00051015-7.8783e-05i,0.00041531+0.00044415i,0.00026165+0.0002676i,0.00042793+0.00033534i,0.00039305+0.00056533i,0.00037071+0.00016408i,0.0007423+0.00043798i,0.0018713+0.00077874i,0.0014943+0.0005152i,-5.1769e-05-0.00026873i,-6.9338e-05-0.00076852i,0.00016835-0.00080874i,0.00018555-0.00098182i,-4.4089e-05-0.00067569i
0.00022032+0.0011648i,0.00139+0.00061396i,0.0014093+0.00017898i,0.0013473-0.00054957i,0.00057251-0.00043965i,6.7609e-05+0.00011283i,-6.3239e-05-0.00053651i,-0.00040451-0.0006069i,3.5423e-05+0.00053226i,0.00070213+0.0021631i,0.0008576+0.0018983i,0.00065504+0.00040654i,0.00051184-0.00055454i,0.0007478-0.00042282i,0.00050226+0.00070772i,8.5745e-05+0.00087213i,0.00017221-0.00022015i,0.00045074-0.00031745i,0.00056071+5.9585e-05i,0.00032523+0.0003521i,8.9305e-05-0.00012718i,-0.00028487-0.0010585i,-0.00023585-0.00074415i
0.0002398+0.00085807i,0.0013591+0.00053999i,0.001837+0.0011447i,0.0022281+0.0011042i,0.0016182+0.0006753i,0.00074194+0.00031337i,0.00029613+7.8183e-06i,-8.3986e-05+7.8848e-05i,-7.9569e-05+0.00012538i,0.00042646-3.0185e-06i,0.00065882-0.00015847i,0.00032278+1.4734e-05i,-6.7901e-05+3.1922e-05i,-0.00025766-0.0003255i,-0.00027199-6.3464e-05i,0.00022801+0.00057826i,0.00034385+0.00074149i,0.00028693+0.0006905i,0.00041268+0.0001119i,0.00070549-0.00066728i,0.00061811-0.00050338i,-0.00010407-0.00056011i,0.00017835-0.00022215i
0.0011426+0.0017572i,0.0011678+0.0011968i,0.0015988+0.00080679i,0.00046274+0.00093006i,-0.00049784+0.00028083i,-0.00032795-0.00018242i,-0.00036598+0.00020946i,-0.00070048+0.0012262i,-0.0012145+0.00096349i,-0.00082415+0.00061165i,0.00051666+0.00027854i,0.0011123-0.00019918i,0.00062706+0.00021522i,0.00028251-0.00014232i,-0.00025484-0.00036646i,-8.3301e-05+0.00058217i,0.00048533+0.001472i,0.0006879+0.0016544i,0.0005968+0.00064882i,0.00039501-6.007e-05i,4.0396e-05+0.00010605i,0.00021344+0.00051621i,-9.0015e-05+1.4438e-05i
0.0010294+0.00080949i,1.8985e-05-0.00062651i,-0.00060361-0.00053736i,-0.00048097+8.0656e-05i,-0.00031437+0.00024856i,-0.0010792-3.0179e-05i,-0.0014925-0.00027231i,-0.00060825-0.00056698i,0.0001503-0.0013258i,-0.00027266-0.0010918i,-0.00064622-0.00067951i,-1.4609e-05-0.00047084i,0.00013697-0.00013714i,0.0002885+0.00037382i,0.00046051+0.00036931i,0.00068891+0.00022203i,0.0005587+0.00013993i,0.00033601-0.00087809i,0.00024316-0.0011077i,0.00023349-0.00060803i,8.5582e-05-0.00049651i,-8.9361e-05-5.6908e-05i,-0.00034306+0.00076212i
0.00098781-0.0029558i,4.4918e-05-0.0024389i,-0.0014726-0.0023267i,-0.0015473-0.0012432i,-0.0020899+0.00059321i,-0.0018106+0.0010668i,-1.2933e-05-3.9418e-05i,0.0009389-0.00054002i,6.6442e-05-0.00050515i,-0.00081879-0.00079959i,-0.00077895-0.00057711i,6.8951e-05+0.00043687i,0.0011864+0.00077928i,0.0013718+0.00081693i,0.00037348+0.00054109i,0.00033594+0.0002704i,0.00067063-0.00013826i,0.00072104-0.00052179i,0.0007012-0.00018154i,0.00011528-0.00010973i,-3.4178e-05-0.00066898i,3.6004e-05-0.0015035i,-0.00020651-0.00075344i
0.0019207-0.00048781i,0.0011953-0.00082234i,0.00029032-0.0012917i,-0.0012066-0.0016158i,-0.0021731-0.001317i,-0.0019655-0.00054871i,-0.0013573-0.00043782i,-0.00047135-0.00031305i,-0.00027742+0.00048272i,-0.00026705+0.00049175i,-0.0002179+0.00035567i,-0.00018816+0.00033629i,0.00072703+0.00041886i,0.00083559+0.00040209i,-0.00034664-0.00052823i,-0.00045638-0.00050589i,-7.6403e-06+9.0027e-05i,-6.4962e-05-3.3593e-06i,0.00051457+0.00015894i,0.00076096+0.00053931i,0.00078448+0.00020352i,0.00062137-0.00015521i,0.00068811-8.2897e-05i
0.00034357-0.0018872i,0.00039971-0.0016621i,-0.0013691-0.00070696i,-0.0014509+0.00050506i,-6.5767e-05+0.0014489i,0.00054504+0.00073197i,-0.00019716-0.00049981i,-0.00084788-0.00060969i,-0.00051313-0.00071904i,0.00082906-0.00019275i,0.0010798+0.00020164i,0.000382-0.00027542i,-7.3252e-05-0.00038027i,-0.00026893+8.2004e-05i,3.4661e-06+0.0001771i,0.00035753-0.0001619i,0.00070044-0.00052612i,0.00085257-7.3743e-05i,-0.00010199-0.00023674i,3.1975e-05-0.00069755i,0.0010523-0.00034407i,0.0010382-7.8042e-05i,0.00070347+0.00025572i
