-0.002289-0.00064858i,-0.0014509-0.0017364i,-0.0021997-0.00030473i,-0.0032936+0.00070012i,-0.0021603+0.0024331i,-0.00055383+0.0029193i,0.00014519+0.0020916i,0.0009474+0.0020278i,0.0014814+0.0018999i,0.0020883+0.0010146i,0.0017895-0.00014121i,0.00059873-0.00090666i,6.0277e-05-0.00067801i,-0.00065742+1.7632e-05i,-0.0011546+0.0004925i,-0.00104+0.00088433i,-0.00037086-0.00010813i,0.0003512-0.00030559i,8.4545e-05+0.00039055i,0.00025305+0.0010024i,0.00073379+0.0010147i,0.0005791+0.00033593i,0.00021668-0.00038246i
-0.022433-0.010444i,0.00091559-0.059778i,0.075857-0.15963i,0.10887-0.23769i,0.037599-0.20418i,0.0043263-0.1056i,0.05059-0.064332i,0.058519-0.058805i,0.027892-0.020093i,0.026092+0.011776i,0.034074+0.0054184i,0.0257-0.0085656i,0.012786-0.013673i,0.0051073-0.010428i,0.0056932+0.00042159i,0.011756+0.010767i,0.014027+0.013548i,0.0094036+0.0091897i,0.002492+0.0046635i,-0.00013442+0.0079504i,0.0026643+0.018685i,0.0084188+0.02766i,0.013173+0.027174i
0.0029395+0.0062125i,-0.0069265+0.051223i,-0.0075037+0.15961i,0.039766+0.23426i,0.1081+0.17405i,0.09133+0.076485i,0.0064011+0.053925i,-0.029379+0.060006i,-0.020691+0.029885i,-0.023621+0.00077945i,-0.028085+0.0023218i,-0.019768+0.013613i,-0.0054458+0.020722i,0.0039822+0.021283i,0.00054479+0.015488i,-0.0092124+0.0054787i,-0.014273-0.0029722i,-0.01195-0.0056872i,-0.0090606-0.0057764i,-0.013078-0.0062192i,-0.019633-0.0091985i,-0.023144-0.013082i,-0.022298-0.010869i
-0.011622-0.023277i,-0.01672-0.086619i,-0.055219-0.20845i,-0.1345-0.29719i,-0.18729-0.24675i,-0.158-0.13387i,-0.0749-0.078673i,-0.019688-0.058886i,-0.0013466-0.026885i,0.012417-0.0038579i,0.021041-0.0039042i,0.014731-0.010875i,-0.00094493-0.012889i,-0.01005-0.0082313i,-0.0053833-0.0022252i,0.0042916+0.002626i,0.0073497+0.0039075i,0.0047059+0.0020467i,0.0064225+0.0037592i,0.016011+0.0072204i,0.025851+0.010199i,0.03024+0.010727i,0.02835+0.0038156i
0.036348+0.0071195i,0.070874+0.066941i,0.1523+0.17805i,0.27079+0.23988i,0.30085+0.17856i,0.1904+0.10745i,0.076016+0.10308i,0.03756+0.074083i,0.013644+0.013137i,-0.013871-0.0044098i,-0.018973+0.011263i,-0.010335+0.018232i,0.00036729+0.014584i,0.0065289+0.009017i,-0.00045701+0.0058816i,-0.014477+0.0070494i,-0.020384+0.010043i,-0.014733+0.010489i,-0.009875+0.0052747i,-0.013862-0.0015644i,-0.021923-0.005551i,-0.02471-0.0053407i,-0.021714-0.0010167i
-0.023741+0.035674i,-0.062648+0.0048765i,-0.16244-0.076385i,-0.27714-0.095361i,-0.2676-0.0063281i,-0.13119+0.028035i,-0.032511-0.029852i,-0.016967-0.047641i,-0.0052746-0.013971i,0.020534-0.0036357i,0.026848-0.018762i,0.012841-0.024177i,-0.0032388-0.014512i,-0.012995-0.0045456i,-0.012044+0.00019245i,-0.0028994+0.00014955i,0.0026916-0.0042389i,0.0021093-0.0085149i,0.0024012-0.0088623i,0.0070067-0.005285i,0.012861-0.0029929i,0.014685-0.0067616i,0.0096983-0.010228i
-0.038627-0.035056i,0.018852-0.0017869i,0.20633+0.061778i,0.40729+0.037916i,0.40519-0.075893i,0.22717-0.10817i,0.077646-0.042386i,0.025326-0.0093381i,-0.0023243-0.021512i,-0.029582-0.013029i,-0.031073+0.015715i,-0.015672+0.028047i,-0.0031646+0.018268i,-0.00088131+0.0050666i,-0.006735-0.00018253i,-0.011042+0.0021899i,-0.0091174+0.0064394i,-0.0039871+0.0089982i,-0.0012604+0.0099942i,-0.0043917+0.0077395i,-0.010934+0.0052949i,-0.016675+0.0091947i,-0.013966+0.014644i
0.056719-0.039484i,-0.016917-0.055182i,-0.2143+0.0073839i,-0.37369+0.15362i,-0.34792+0.24831i,-0.21257+0.18797i,-0.10016+0.068295i,-0.027722+0.012675i,0.021387+0.0014592i,0.034572-0.014339i,0.019351-0.030809i,-0.0010818-0.03127i,-0.012537-0.017019i,-0.01193-0.0019572i,-0.0052874+0.00069027i,-0.00079778-0.0069865i,-0.0028639-0.013459i,-0.0063264-0.012343i,-0.0066888-0.0086648i,-0.0037144-0.0081809i,0.0029731-0.0095115i,0.0098001-0.011538i,0.013971-0.01276i
0.015781+0.098109i,0.11029+0.08972i,0.24579-0.035454i,0.31212-0.18936i,0.25592-0.22641i,0.14803-0.12872i,0.076152-0.024473i,0.030067+0.0036541i,-0.0085544+0.0052071i,-0.017822+0.025i,0.00089704+0.038799i,0.017624+0.026645i,0.018436+0.0045363i,0.0089159-0.010381i,-0.0048812-0.012211i,-0.014208-0.0051716i,-0.01218+0.0012377i,-0.0044268+0.0026015i,0.0017245+0.0029334i,0.0027354+0.0066654i,0.00054172+0.010202i,-0.0010329+0.0077478i,-0.0029929+0.0020179i
-0.12432-0.043327i,-0.21514+0.037626i,-0.266+0.23514i,-0.23348+0.41207i,-0.13281+0.40066i,-0.033271+0.22044i,0.0087086+0.045199i,0.015584-0.023086i,0.024346-0.031391i,0.017842-0.04085i,-0.0094087-0.042861i,-0.029293-0.026981i,-0.027888-0.0094657i,-0.016361-0.0039876i,-0.0052328-0.0067171i,0.0010163-0.0081973i,0.00011156-0.0051643i,-0.0041894-0.00080947i,-0.0065567-0.00036812i,-0.0030784-0.0064638i,0.0014413-0.014186i,-0.0016315-0.01476i,-0.0073492-0.0096223i
0.13028-0.094556i,0.16676-0.21343i,0.12058-0.36512i,0.026758-0.45149i,-0.042887-0.38717i,-0.062894-0.22152i,-0.042441-0.065192i,-0.010971+0.0093675i,-0.0024712+0.025355i,0.0011006+0.02998i,0.015941+0.024926i,0.022181+0.00966i,0.01406-0.0035285i,0.0039951-0.0078595i,-0.0023477-0.0034193i,-0.0021795+0.00095039i,0.0020584-0.00053867i,0.0045467-0.0048627i,0.003961-0.0042242i,0.001782+0.0021641i,0.00091428+0.006117i,0.0036231+0.0068784i,0.0083095+0.0080126i
-0.0016418+0.18088i,0.031061+0.306i,0.08875+0.40734i,0.1203+0.44188i,0.096919+0.36496i,0.062918+0.20974i,0.034224+0.065125i,0.011715-0.0047804i,0.0015973-0.016467i,-0.0085336-0.014267i,-0.020318-0.0088337i,-0.021685-0.0018077i,-0.011258+0.002125i,0.0013567+0.0015258i,0.0069548-0.00606i,0.0047954-0.014103i,0.0004474-0.01342i,-0.0022313-0.0047653i,-0.0033273+0.0012482i,-0.0040124-0.0018548i,-0.00433-0.0042958i,-0.0036389-0.0026016i,-0.001893-0.0023414i
-0.15934-0.10738i,-0.26495-0.17991i,-0.32553-0.23963i,-0.31014-0.27999i,-0.22391-0.24624i,-0.10774-0.12438i,-0.015424-0.019315i,0.016392+0.011801i,0.0099122+0.013011i,0.01118+0.013878i,0.020244+0.0041209i,0.02051-0.011821i,0.01411-0.020097i,0.0079427-0.018533i,0.0036985-0.010532i,-0.00031867-0.0003043i,-0.0031029+0.0053502i,-0.0033947+0.00288i,-0.00034034-0.0014868i,0.0068409-0.0014602i,0.011617-0.0020451i,0.0093-0.0065592i,0.0035355-0.0079232i
0.18112-0.072157i,0.28628-0.086159i,0.31491-0.0275i,0.28164+0.076855i,0.21424+0.10404i,0.10799+0.03499i,0.018823-0.020593i,-0.009538-0.02178i,-0.0076673-0.014238i,-0.011995-0.015426i,-0.022171-0.0084845i,-0.023441+0.0053403i,-0.012481+0.013613i,-0.00046666+0.011216i,0.0046065+0.0019466i,0.0030412-0.0053237i,0.000504-0.0053891i,-0.0020138-0.0022852i,-0.0062436+5.1045e-05i,-0.010513+0.0016077i,-0.0093923+0.001657i,-0.0035142+0.0023341i,0.0008489+0.0043717i
-0.032943+0.1836i,-0.079059+0.24288i,-0.14426+0.14779i,-0.2113-0.027809i,-0.20809-0.098228i,-0.11305-0.041911i,-0.018171+0.018016i,0.012936+0.022685i,0.00223+0.013807i,-0.000649+0.013057i,0.01151+0.0027049i,0.014473-0.014397i,0.0069924-0.019848i,0.0018525-0.012218i,0.0017327-0.0021001i,0.0054331+0.0029698i,0.0069949+0.0031108i,0.0043615+0.00085103i,0.0038752-0.0018145i,0.0079213-0.0045686i,0.0069117-0.0057276i,-0.0018074-0.0036185i,-0.0067419+0.00034546i
-0.13438-0.11197i,-0.14597-0.14812i,-0.0069957-0.097251i,0.18535-0.0078847i,0.2366+0.033247i,0.1377+0.016317i,0.039653-0.013774i,0.0053659-0.028179i,-0.0054222-0.027363i,-0.015484-0.016472i,-0.018332+0.0019482i,-0.0077171+0.017432i,0.0077617+0.020298i,0.016893+0.012939i,0.0143+0.0036068i,0.0040829-0.0028305i,-0.0034554-0.0041805i,-0.0042444-0.000927i,-0.0036059+0.003048i,-0.0050204+0.0066102i,-0.001727+0.0075088i,0.0058408+0.0043157i,0.0084491-1.3331e-06i
0.15421-0.067392i,0.16903-0.087357i,0.032452-0.058391i,-0.1394-0.022862i,-0.17135-0.021556i,-0.081395-0.015344i,-0.0032972+0.0067217i,0.016479+0.015417i,0.01212+0.0096252i,0.012433+0.00068734i,0.0099592-0.014532i,-0.0036911-0.02562i,-0.01588-0.018901i,-0.015974-0.0038504i,-0.0078976+0.0049333i,-0.001158+0.0053112i,-0.00051214+0.0015147i,-0.001394-0.0037837i,-0.00057417-0.0098141i,0.00038851-0.013225i,0.00069043-0.01052i,-0.0012358-0.0043829i,-0.0028368+0.0004239i
-0.0059125+0.16422i,0.031006+0.19701i,0.13079+0.10219i,0.23623-0.019873i,0.22987-0.048266i,0.10571-0.026152i,-0.0010935-0.016971i,-0.023988-0.01493i,-0.017494-0.017126i,-0.017803-0.011984i,-0.0099402+0.0043204i,0.0073326+0.011924i,0.016385+0.0064762i,0.014507-0.00028119i,0.0088148-0.0033472i,0.003598-0.0022213i,0.0013645+0.0013379i,5.9056e-05+0.0043699i,-0.0004709+0.0074667i,0.00068977+0.010821i,0.00096059+0.0087656i,-0.0018983-2.4398e-05i,-0.0061683-0.0069755i
-0.1445-0.079239i,-0.20043-0.062876i,-0.20551+0.056945i,-0.17831+0.18504i,-0.11753+0.18972i,-0.024081+0.11247i,0.048452+0.051457i,0.056776+0.014673i,0.031961-0.0055135i,0.014248-0.011126i,0.0022783-0.011923i,-0.0099558-0.0060809i,-0.014162+0.0041006i,-0.011336+0.0089364i,-0.0079354+0.0087564i,-0.0043293+0.0051894i,-0.0017616+0.0008619i,-0.0030413-0.0019119i,-0.004726-0.0055554i,-0.0048878-0.0099722i,-0.0041024-0.0096632i,-0.0011359-0.0021063i,0.002177+0.0051148i
0.13905-0.08876i,0.18674-0.14421i,0.16276-0.203i,0.11866-0.22907i,0.083026-0.16957i,0.027124-0.082126i,-0.026506-0.033428i,-0.034321-0.015397i,-0.020927-0.0078021i,-0.012572-0.0031544i,-0.0022301-0.00074562i,0.0071188-0.0027209i,0.0064552-0.0065848i,-0.00046589-0.0071934i,-0.0054382-0.0069546i,-0.0057547-0.0079704i,-0.003871-0.007695i,0.00058475-0.0051799i,0.0056588-0.0012426i,0.0096779+0.0042435i,0.011468+0.0065631i,0.0077685+0.0027104i,0.0031522-0.0013813i
0.005785+0.15802i,0.013017+0.24612i,0.042483+0.28417i,0.0623+0.26865i,0.042142+0.18649i,0.034679+0.076074i,0.044161+0.009279i,0.037256-0.0072827i,0.023345-0.01007i,0.012174-0.012858i,0.0018261-0.010859i,-0.0048595-0.0038445i,-0.0052485+0.0027561i,-0.0023348+0.0069895i,0.0023421+0.0091016i,0.0057233+0.0080653i,0.0043505+0.0054426i,0.00058842+0.0028776i,-0.0038918-0.0011279i,-0.010052-0.0064174i,-0.012916-0.0087362i,-0.0085508-0.0087004i,-0.0030406-0.0082044i
-0.13236-0.073675i,-0.19779-0.11736i,-0.21359-0.10835i,-0.17363-0.06428i,-0.10926-0.017298i,-0.073336+0.031418i,-0.055051+0.052097i,-0.024165+0.035576i,-0.0018761+0.010701i,0.00074426+0.001143i,0.00034522+0.0019002i,0.0022417+0.00051867i,0.0018933-0.0038164i,-0.00075162-0.0076327i,-0.0036597-0.0098311i,-0.0049951-0.0079011i,-0.0045268-0.0048718i,-0.0022738-0.0032264i,0.0035188-0.000458i,0.011562+0.0024762i,0.014443+0.0027984i,0.0095377+0.002363i,0.0027469+0.0039843i
0.12232-0.069289i,0.19295-0.082922i,0.18642-0.058244i,0.1212-0.0097547i,0.072263+0.011099i,0.063406-0.018961i,0.065055-0.044654i,0.044553-0.037573i,0.019258-0.021404i,0.0083854-0.013802i,0.0013156-0.010827i,-0.0056891-0.0041195i,-0.0068811+0.0010453i,-0.0046131-0.00097498i,-0.00028016-0.0044893i,0.003883-0.0066365i,0.0053421-0.0067567i,0.0039574-0.0046726i,-0.0014802-0.0016526i,-0.0089606+0.00057129i,-0.011843+0.0011601i,-0.0083963+0.0012687i,-0.0033543+0.0010596i
-0.0025523+0.13019i,-0.024774+0.18894i,-0.044518+0.15785i,-0.049468+0.07161i,-0.037752+0.025871i,-0.026382+0.029741i,-0.029777+0.032435i,-0.023939+0.019737i,-0.008783+0.0064953i,-0.0012667+0.0011231i,0.0033943-0.000683i,0.0067447-0.0049315i,0.0039947-0.0087037i,-0.0034787-0.0076583i,-0.0087249-0.0019042i,-0.0081048+0.0033668i,-0.0055465+0.0045194i,-0.0019618+0.0037328i,0.0044705+0.00099905i,0.012342-0.0045023i,0.014643-0.0076736i,0.010531-0.0075238i,0.0066281-0.0064495i
-0.10331-0.05717i,-0.14015-0.084331i,-0.1055-0.057263i,-0.047418-0.0097162i,-0.035053-0.0043694i,-0.031475-0.030202i,-0.0065088-0.039346i,0.0097224-0.024397i,0.010303-0.0095254i,0.0062985-0.0060034i,-0.0023586-0.0035733i,-0.0068892+0.0022814i,-0.0022126+0.0052386i,0.0053172+0.0041133i,0.0096307+0.0023659i,0.0080417+0.00097298i,0.0038649+0.00045472i,0.0007709+0.0013245i,-0.0038648+0.0041569i,-0.0095148+0.0097328i,-0.012222+0.012132i,-0.010163+0.0088846i,-0.0063318+0.0048216i
0.090184-0.059294i,0.11869-0.080292i,0.068091-0.06799i,-0.0026563-0.043626i,-0.0098167-0.017543i,0.011064+0.028634i,0.015261+0.057377i,0.014184+0.039962i,0.011808+0.012894i,0.0082352+0.0022968i,0.0053868-0.0043499i,0.00022186-0.0096733i,-0.0028435-0.0099884i,-0.00026707-0.0079409i,0.003445-0.0053372i,0.0045698-0.0030915i,0.00361-0.0012032i,0.0043268-0.001425i,0.0069021-0.0055339i,0.0090686-0.010704i,0.0094545-0.012526i,0.0056129-0.0098236i,0.0011716-0.0049592i
0.013264+0.098213i,0.023598+0.13196i,0.044336+0.09015i,0.064101+0.021377i,0.058725-0.021325i,0.031348-0.052802i,0.01512-0.067526i,0.010309-0.050672i,0.006356-0.026571i,0.0039056-0.013681i,0.0023573-0.005791i,0.0031485+0.00058005i,0.0046212-0.00021335i,0.002687-0.0051861i,-0.00052179-0.006788i,-0.001584-0.005444i,-0.0021191-0.0032275i,-0.0034769+0.0003799i,-0.0044737+0.0074935i,-0.0034114+0.01554i,-0.0017083+0.018099i,0.00022987+0.013322i,0.0017994+0.0074982i
-0.086023-0.034764i,-0.1241-0.036542i,-0.117-0.0076924i,-0.084445+0.026088i,-0.042108+0.035499i,-0.0053074+0.035443i,0.0068516+0.03647i,0.006452+0.025427i,0.0063667+0.011614i,0.0048067+0.0035486i,0.0012541-0.0028071i,-0.0026916-0.0054793i,-0.0032787-0.0035955i,-0.0035471+0.00026018i,-0.0048603+0.0047962i,-0.005793+0.0068548i,-0.0054754+0.0062738i,-0.0041992+0.0047979i,-0.0036698-0.00080978i,-0.0037693-0.011022i,-0.005049-0.01735i,-0.0052967-0.015448i,-0.0042658-0.01049i
0.06669-0.058951i,0.092004-0.087375i,0.081602-0.10065i,0.050574-0.1015i,0.012565-0.07823i,-0.018716-0.045666i,-0.023722-0.02311i,-0.0085438-0.0087i,0.00096942-0.0021532i,0.0019106-0.0015391i,0.0015669-0.002885i,0.0012981-0.0028182i,0.0027533-0.0006733i,0.0047498+0.0020769i,0.0060799+0.0043868i,0.0073193+0.0040598i,0.0064306+0.0017554i,0.0051178+0.001734i,0.0058794+0.0057867i,0.0071873+0.01367i,0.0068099+0.017938i,0.004768+0.012543i,0.0014781+0.0059075i
0.020767+0.076737i,0.030134+0.11475i,0.048071+0.12346i,0.081594+0.11007i,0.10113+0.083137i,0.097289+0.060474i,0.077583+0.041699i,0.048918+0.019463i,0.025672+0.0037306i,0.01434-0.00052153i,0.0084089-0.0020652i,0.002401-0.0038784i,0.00032677-0.004486i,0.0026048-0.0051358i,0.0038047-0.0041123i,0.003278-0.0016396i,0.0016395-0.00042123i,-0.0014663-0.00060808i,-0.006691-0.0031364i,-0.012732-0.0085227i,-0.014945-0.010441i,-0.011916-0.0063357i,-0.0074787-0.0017111i
-0.07191-0.018966i,-0.10271-0.031914i,-0.11266-0.027133i,-0.10292-0.0065801i,-0.080696-0.0015638i,-0.062767-0.016433i,-0.042152-0.027872i,-0.018034-0.019641i,-0.0036278-0.0064022i,0.00017656-0.0019008i,0.0006624-0.0020187i,0.0019609-0.0019165i,0.003846-0.003044i,0.0013447-0.0051588i,-0.0047313-0.0066292i,-0.0073651-0.0074477i,-0.0071132-0.0079268i,-0.0060835-0.0070308i,-0.0014005-0.0028954i,0.0087561+0.0016492i,0.01548+0.0022157i,0.013796-0.00079112i,0.0095792-0.0031052i
0.045286-0.047676i,0.077883-0.060769i,0.092841-0.05493i,0.092566-0.03782i,0.088412-0.017901i,0.069619-0.0018349i,0.042184+0.012364i,0.021226+0.013992i,0.0083019+0.0076763i,0.0034391+0.0037734i,0.0019717+6.3813e-06i,-0.0005278-0.00082447i,-0.002346+0.0020137i,-0.0041156+0.003052i,-0.0057374+0.0046797i,-0.0040869+0.0063233i,-0.0010297+0.0064429i,-0.00064584+0.007609i,-0.0040816+0.0065863i,-0.011947+0.0029952i,-0.017297+0.0016227i,-0.013868+0.001879i,-0.007762+0.00088918i
0.021666+0.057599i,0.01491+0.092026i,0.0053596+0.099222i,-0.0074482+0.092241i,-0.027234+0.086949i,-0.035223+0.065876i,-0.024725+0.03645i,-0.0074392+0.018672i,0.0023562+0.010253i,0.0034659+0.0057613i,0.0033047+0.0019325i,0.0027312-0.0017291i,0.0017403-0.0021805i,0.0018578+0.0004329i,0.0016368+0.0038797i,0.0017178+0.0040719i,-0.00030918-0.00027337i,-0.0027969-0.0054991i,0.00051459-0.0074961i,0.0077475-0.0069731i,0.010779-0.0058503i,0.0069939-0.0050671i,0.0010197-0.0039345i
-0.05448-0.0075432i,-0.075558-0.02083i,-0.060708-0.018884i,-0.021473-0.011817i,0.013576-0.021742i,0.040467-0.026015i,0.048131-0.016191i,0.032329-0.0075386i,0.012868-0.0032517i,0.0050335-0.001908i,0.0028279-0.0015733i,0.00057571-0.00010111i,0.0010102+0.00058127i,0.0026488-0.0020944i,0.0022203-0.0067128i,0.0029244-0.0082715i,0.0056147-0.0061086i,0.0061037-0.0035729i,0.0013672-0.0004116i,-0.0045725+0.0048748i,-0.0058803+0.0068719i,-0.0019383+0.0049902i,0.0029415+0.0040418i
0.029869-0.038196i,0.04792-0.046064i,0.03533-0.023092i,0.001109+0.013796i,-0.022891+0.032091i,-0.035812+0.030441i,-0.033231+0.018495i,-0.01759+0.0086253i,-0.0056236+0.0044159i,-0.0026481+0.0018461i,-0.0017017-0.0014666i,-0.0016953-0.0031535i,-0.0017205-0.0030593i,-0.00060709-0.0039114i,-0.00078071-0.0044352i,-0.0024734-0.004647i,-0.0059234-0.0041782i,-0.0095522-0.0018152i,-0.0064444-0.0013636i,0.0013453-0.0057317i,0.0051917-0.0096221i,0.0024634-0.0085396i,-0.00035897-0.0049061i
0.020515+0.040661i,0.024302+0.061838i,0.018039+0.047856i,0.012031+0.012894i,0.01558-0.009406i,0.017815-0.01439i,0.012884-0.0057795i,0.0067781+0.0014686i,0.0024074+0.0011669i,0.00053886+0.00037411i,0.0010225+0.00034684i,0.0012736-0.00063976i,0.00013172-0.0010622i,-0.0038319-0.0020179i,-0.0072907-0.00063111i,-0.0055451+0.0026203i,1.807e-05+0.0017097i,0.004724-0.0011463i,0.005466-0.00017737i,0.0017587+0.0039211i,-0.0026146+0.0062212i,-0.0027195+0.003554i,-0.0011778-0.00068816i
-0.040737+0.002796i,-0.062325+0.004075i,-0.057665+0.015366i,-0.041712+0.037482i,-0.031374+0.051168i,-0.018352+0.046382i,-0.0043464+0.032973i,0.0032472+0.016305i,0.0034521+0.004701i,0.002056+0.00083415i,0.00057572-0.00098426i,-0.0017666-0.001495i,-0.0016699+0.0004695i,0.0015857+0.00024545i,0.00415-0.0011199i,0.0042563-0.00018614i,0.0013768+0.0024018i,-0.0026052+0.0043864i,-0.002805+0.0015855i,-0.00015619-0.0043088i,0.0014208-0.00624i,0.0012671-0.0031214i,0.0003234+0.00078938i
0.015864-0.031991i,0.023863-0.051748i,0.020589-0.05719i,0.010221-0.065414i,0.0066034-0.07288i,0.010784-0.060129i,0.011633-0.034677i,0.0084298-0.01406i,0.0047412-0.0046499i,0.0029296-0.0018919i,0.0023155-0.0028402i,0.00065619-0.0041448i,-6.2134e-05-0.0036722i,0.0019975-0.0023908i,0.0043875-0.00025261i,0.005912-0.00038467i,0.0053709-0.0045071i,0.0021893-0.0077018i,0.00024554-0.0049856i,0.00045711+0.0025162i,0.001802+0.0068875i,0.0022585+0.004382i,0.0020408+0.0011061i
0.025294+0.028315i,0.032982+0.04642i,0.03336+0.055392i,0.034603+0.059067i,0.029124+0.055926i,0.0086425+0.045174i,-0.0048242+0.028961i,-0.0020455+0.012189i,0.0019906+0.0010732i,0.00055674-0.0027012i,-0.00034597-0.0038144i,-0.00025306-0.0035836i,0.00056124-0.0024363i,0.0026864-0.0034223i,0.001005-0.0057211i,-0.0027939-0.0042975i,-0.0022357+0.0012687i,0.00079701+0.0063451i,0.0015964+0.0062734i,0.00029925+0.0003298i,-0.0012081-0.0053898i,-0.0013201-0.0051758i,0.00077459-0.0020423i
-0.03418+0.0067466i,-0.052223+0.0038303i,-0.058949-0.0061209i,-0.054684-0.019186i,-0.038269-0.031046i,-0.016213-0.028739i,-0.0028348-0.014866i,3.2052e-05-0.0068487i,0.00099952-0.0044483i,0.002298-0.0029563i,0.0028982-0.0030816i,0.0018848-0.0045187i,-0.00074334-0.0056941i,-0.0037555-0.0051362i,-0.0037649-0.0028052i,-0.0016461-0.0008263i,-0.0012489-0.0019322i,-0.0031255-0.0038507i,-0.0031564-0.0018188i,0.00049153+0.0030809i,0.0028388+0.0057195i,0.00051635+0.0044754i,-0.0027736+0.0014666i
0.0067209-0.027671i,0.022865-0.036064i,0.041219-0.026893i,0.057939-0.0081354i,0.065402+0.011806i,0.048448+0.020726i,0.025041+0.019156i,0.013075+0.012228i,0.0058587+0.0046127i,0.0022602+0.0002068i,0.0017106-0.00279i,0.0018489-0.0033733i,0.0036747-0.0013078i,0.0040067+0.00086099i,0.0018523+0.0033181i,0.0010516+0.0058143i,0.0025372+0.0061981i,0.0042174+0.0046507i,0.0017907+0.0020423i,-0.0031831-0.0021408i,-0.0058925-0.0044902i,-0.0034586-0.002927i,0.00047839+0.00050169i
0.018385+0.018958i,0.017149+0.03436i,0.0053332+0.041092i,-0.0082602+0.031479i,-0.018185+0.011477i,-0.014745-0.0067112i,-0.0054841-0.010676i,0.00065862-0.0044547i,0.0043137+0.00020028i,0.005105-0.00031698i,0.0045703-0.0030464i,0.0031821-0.0034771i,0.001411-0.0012948i,0.0016631+0.00041037i,0.0029256+0.0006607i,0.0017161-0.00054512i,-0.0010479-0.0014707i,-0.0041965+4.67e-05i,-0.0037606+0.0027942i,0.0023633+0.0043326i,0.0071094+0.003562i,0.0051445+0.0015386i,0.00090649+5.9901e-06i
-0.024234+0.0060187i,-0.03419+0.00015301i,-0.022618-0.0042488i,0.008802+0.0011985i,0.029995+0.010765i,0.025742+0.016091i,0.012347+0.011355i,0.0072257+0.002739i,0.0051776-0.002874i,0.0021392-0.0029147i,0.0018728-0.001321i,0.0025117-0.0022872i,0.0040248-0.0046242i,0.0057538-0.0072827i,0.0041791-0.0083676i,0.0018132-0.0057323i,0.0022285-0.0031199i,0.0039759-0.0028411i,0.0024392-0.0027812i,-0.00342-0.0022296i,-0.0062761-0.0014193i,-0.0036973-0.0013485i,-0.00090068-0.0020057i
0.0031255-0.017972i,0.013324-0.020984i,0.014393-0.0050702i,0.0021521+0.015478i,-0.0066739+0.016656i,-0.0077158+0.0079429i,-0.0044475+0.0050282i,-0.0017947+0.0048342i,-0.00059085+0.0030469i,0.0021876+0.0011242i,0.0045639-0.00059614i,0.0031883-0.0014243i,0.0017847+0.00070472i,0.0011768+0.002418i,-0.00057687+0.0016267i,-0.001678+0.0010662i,-0.0024215+7.6864e-05i,-0.003741+0.00010129i,-0.0026145+0.0001643i,0.0018492-0.002847i,0.0038363-0.0038403i,0.0015043-0.0021717i,-0.001797-0.00010861i
0.016594+0.01085i,0.0194+0.021584i,0.019994+0.020922i,0.025692+0.011321i,0.031096+0.01061i,0.02511+0.012024i,0.014075+0.0083222i,0.0074673+0.0059677i,0.0028976+0.0062806i,0.00028908+0.0054561i,-0.00052573+0.0029122i,-0.00077804+0.0010907i,0.00029646+0.00022846i,-0.00013114+3.2759e-05i,-0.0014942+0.0021615i,-0.0010617+0.0043343i,-0.00049135+0.0033176i,-0.0021834-0.00016274i,-0.0046558-0.00079579i,-0.0063072+0.0027305i,-0.005989+0.0049137i,-0.0034125+0.0025374i,-0.001105-0.00010934i
-0.013972+0.008585i,-0.026822+0.012592i,-0.029628+0.021187i,-0.028403+0.032263i,-0.029703+0.028434i,-0.022275+0.011158i,-0.00788+0.00030989i,0.0032269-0.0033207i,0.0052225-0.0045592i,0.0033467-0.0042627i,0.0037453-0.0026898i,0.0047558-0.00047537i,0.0056379+0.0017077i,0.0083391+0.002268i,0.0094339+0.00069552i,0.0068681-0.0014588i,0.0042827-0.0011548i,0.0038238+0.0006219i,0.0045445-0.00056067i,0.0043124-0.0046181i,0.0032619-0.0065148i,0.0020841-0.0043362i,0.0017079-0.0010276i
-0.0019183-0.013461i,0.0016886-0.023784i,0.0035718-0.023013i,0.0077816-0.017618i,0.014529-0.013029i,0.014543-0.0039153i,0.0065829+0.00089978i,0.00062569-0.0014309i,-0.0012175-0.0031689i,-0.0014966-0.0010662i,9.371e-05+0.0016649i,-0.00026232+0.0026649i,-0.0020308+0.0031346i,-0.0020436+0.0022595i,-0.00068473+0.0012327i,0.00089963+0.0011987i,0.0020999+0.00034326i,0.0011012-0.0015428i,-0.00049579-0.002245i,-0.00077672+0.00053694i,-0.001314+0.0027793i,-0.0023476+0.00090621i,-0.0028094-0.0020331i
0.013527+0.0048013i,0.019225+0.016251i,0.014326+0.025942i,0.0040146+0.034599i,-0.0053028+0.034938i,-0.0084368+0.022596i,-0.0046532+0.011573i,-0.003346+0.0072516i,-0.0057028+0.0024026i,-0.0060172-0.0014334i,-0.0035179-0.0031726i,-0.0022675-0.0044836i,-0.00087058-0.0041738i,0.00012983-0.0026827i,-0.0019437-0.0027583i,-0.0043052-0.0026578i,-0.0035836-0.0017105i,-0.0023997-0.0031349i,-0.0026203-0.0050451i,-0.0027021-0.0068719i,-0.0018461-0.0077123i,-0.0004374-0.0055889i,-0.00026156-0.0017906i
