-0.002289-0.00064858i,-0.0014509-0.0017364i,-0.0021997-0.00030473i,-0.0032936+0.00070012i,-0.0021603+0.0024331i,-0.00055383+0.0029193i,0.00014519+0.0020916i,0.0009474+0.0020278i,0.0014814+0.0018999i,0.0020883+0.0010146i,0.0017895-0.00014121i,0.00059873-0.00090666i,6.0277e-05-0.00067801i,-0.00065742+1.7632e-05i,-0.0011546+0.0004925i,-0.00104+0.00088433i,-0.00037086-0.00010813i,0.0003512-0.00030559i,8.4545e-05+0.00039055i,0.00025305+0.0010024i,0.00073379+0.0010147i,0.0005791+0.00033593i,0.00021668-0.00038246i
-0.059859-0.31745i,-0.13689-0.33174i,-0.18233+0.019307i,-0.088815+0.37253i,0.038966+0.35832i,-0.0094455+0.21396i,-0.12537+0.14577i,-0.15815+0.073987i,-0.15427+0.026892i,-0.11107+0.045071i,-0.057784+0.046276i,-0.040663+0.030025i,-0.020623+0.022172i,0.00034736+0.0041098i,0.0056148+0.0011627i,0.015253+0.018836i,0.023922+0.026888i,0.017803+0.025668i,0.0046284+0.019127i,-0.010886+0.0094277i,-0.032287+0.017457i,-0.036112+0.04203i,-0.0095729+0.043771i
0.45241+0.016845i,0.8451-0.1837i,0.97126-0.63442i,0.6258-0.88225i,0.24794-0.60996i,0.19475-0.29667i,0.19703-0.23269i,0.11175-0.14413i,0.080173-0.036334i,0.061499-0.04286i,0.00012093-0.055432i,-0.043522-0.017542i,-0.055951+0.024778i,-0.041919+0.043863i,-0.022533+0.03368i,-0.019449+0.024472i,-0.0094028+0.030037i,0.013462+0.02317i,0.026702-0.002095i,0.02685-0.018438i,0.030392-0.021817i,0.036921-0.029062i,0.024044-0.032706i
-0.33961+0.13886i,-0.71318+0.089733i,-0.95151-0.16521i,-0.85806-0.48253i,-0.62377-0.59162i,-0.46407-0.44725i,-0.29952-0.23056i,-0.13664-0.13452i,-0.081657-0.11657i,-0.074262-0.042484i,-0.034257+0.031676i,-0.00090389+0.033836i,0.0086596+0.0070661i,0.02098-0.012905i,0.038285-0.024093i,0.049339-0.037882i,0.05039-0.060534i,0.036552-0.077359i,0.01099-0.074148i,-0.0062337-0.055239i,-0.012412-0.037084i,-0.021454-0.019866i,-0.023474+0.00089985i
0.068632-0.15321i,0.32173-0.23517i,0.62787-0.23926i,0.72468-0.14876i,0.60485+0.0019947i,0.45151+0.034013i,0.27949-0.078573i,0.073739-0.11807i,-0.040974-0.049132i,-0.038717-0.0035698i,-0.023671-0.0061089i,-0.01973-0.0021465i,-0.008959+0.012722i,-0.0072717+0.019129i,-0.01578+0.023381i,-0.020474+0.030194i,-0.021189+0.032434i,-0.027542+0.031607i,-0.025375+0.03814i,-0.0047132+0.033317i,0.0013859+0.0040999i,-0.011155-0.013372i,-0.012441-0.010113i
0.094998-0.038176i,0.15955-0.025493i,0.21854-0.039175i,0.22068-0.077732i,0.096233-0.11877i,-0.02571-0.13902i,-0.039349-0.1247i,-0.023493-0.087486i,-0.0048246-0.047525i,0.014724-0.035373i,0.0071614-0.046251i,-0.017391-0.048855i,-0.032254-0.044988i,-0.031548-0.032684i,-0.021525-0.01055i,-0.018642+0.0089298i,-0.018744+0.032239i,-0.0022031+0.046691i,0.014007+0.028682i,0.0083795+0.0046866i,0.0013299-0.00084796i,0.0039901-0.0055462i,-3.018e-05-0.018702i
0.059727+0.12049i,0.19259+0.21071i,0.47389+0.17882i,0.64307-0.069365i,0.40662-0.30709i,0.047595-0.28991i,-0.051027-0.128i,-0.0090752-0.053123i,-0.01464-0.04023i,-0.037341+0.01545i,-0.021921+0.054446i,0.0019756+0.033727i,0.0057681+0.0073243i,-0.0014981+0.012011i,-0.00349+0.036045i,0.01613+0.047479i,0.045017+0.022876i,0.048376-0.014187i,0.028813-0.022467i,0.020233-0.0090672i,0.022345-0.0058654i,0.015243-0.0081057i,0.0061399+0.00030655i
-0.055344+0.03278i,-0.015804+0.086972i,0.033057+0.25686i,0.086041+0.53999i,0.18286+0.73275i,0.24155+0.64417i,0.17602+0.38074i,0.053282+0.16685i,0.00076916+0.069936i,0.017474+0.013012i,0.025339-0.027111i,0.013668-0.033705i,0.0028018-0.021004i,0.0079942-0.021019i,0.022385-0.043258i,0.018749-0.069096i,-0.0078224-0.075277i,-0.032065-0.056842i,-0.033586-0.025283i,-0.017224-0.0031973i,-0.0015189+7.4273e-05i,0.010683+0.0035602i,0.026232+0.0094323i
-0.013422-0.14657i,-0.056121-0.20434i,-0.16781-0.16246i,-0.28291-0.074125i,-0.28595-0.12693i,-0.15648-0.26838i,-0.013858-0.2631i,0.067495-0.17206i,0.057295-0.11549i,0.0081719-0.056324i,-0.0011606-0.013316i,0.0031254-0.010382i,-0.00061418-0.013173i,-0.015742-0.00022011i,-0.04686+0.034238i,-0.064409+0.070522i,-0.056842+0.087147i,-0.033142+0.078228i,-0.011416+0.04359i,-0.0076536+0.010271i,-0.0094745-0.00072442i,-0.0043864-0.0038987i,-0.0008779-0.012812i
0.0043992+0.20859i,-0.082776+0.58698i,-0.082338+0.97856i,0.14099+0.98597i,0.33717+0.58527i,0.23177+0.18061i,0.032716+0.038513i,-0.0237+0.0095981i,-0.035702-0.02609i,-0.053652-0.021384i,-0.034886-0.0073676i,-0.012527-0.010131i,-0.0017131-0.0091707i,0.011235-0.013818i,0.024183-0.02613i,0.04416-0.028986i,0.06648-0.023123i,0.065014-0.017089i,0.039754-0.0026127i,0.023907+0.017031i,0.022454+0.026277i,0.014104+0.028212i,0.00053525+0.030536i
-0.012881-0.0010011i,0.039859-0.10065i,0.087083-0.20371i,-0.060867-0.18915i,-0.3178-0.021693i,-0.37047+0.13501i,-0.26655+0.1399i,-0.18775+0.10193i,-0.1038+0.10233i,-0.021727+0.083515i,0.013061+0.055325i,0.024738+0.026707i,0.012179-0.011715i,-0.018865-0.016227i,-0.032822+0.0076625i,-0.031743+0.016464i,-0.032283+0.0057532i,-0.027031-0.010568i,-0.017577-0.022986i,-0.015301-0.031768i,-0.018267-0.041504i,-0.022469-0.041424i,-0.018729-0.025089i
-0.012778-0.11223i,-0.094402-0.25402i,-0.31096-0.37951i,-0.46264-0.39004i,-0.32107-0.31206i,-0.041959-0.23735i,0.095703-0.16816i,0.10646-0.11528i,0.071542-0.094137i,0.024506-0.059657i,0.0047687-0.021183i,0.0068532-0.007783i,0.021491-0.0051242i,0.033816-0.018316i,0.022229-0.048351i,-0.0023483-0.063513i,-0.023899-0.051121i,-0.034298-0.025864i,-0.030884-0.00017787i,-0.016512+0.018408i,-0.0016505+0.028026i,0.0088423+0.029602i,0.01689+0.019621i
-0.076973+0.076346i,-0.2189+0.17343i,-0.35846+0.22682i,-0.32296+0.25495i,-0.12375+0.25511i,0.0028139+0.14434i,-0.030582+0.03675i,-0.03749+0.043868i,0.016198+0.034901i,0.018636-0.0098479i,0.0037031-0.017369i,0.003674-0.015904i,-0.0058794-0.018159i,-0.014614-0.013034i,-0.019195+0.0087881i,-0.012033+0.040757i,0.0078105+0.055041i,0.023764+0.044i,0.022099+0.018185i,0.0074052+0.0010252i,-0.0016455-0.0041894i,-0.0087006-0.0087985i,-0.016613-0.0062159i
-0.032255-0.042141i,-0.088249-0.0074091i,-0.04269+0.10858i,0.058178+0.10674i,-0.0063223-0.035135i,-0.17486-0.067139i,-0.20131-0.0041637i,-0.14451-0.0042926i,-0.1221-0.00085667i,-0.08528+0.040137i,-0.043926+0.049725i,-0.025228+0.033162i,-0.012147+0.0079448i,-0.0034647-0.015441i,0.0060856-0.031885i,0.0097399-0.050234i,-0.0048759-0.059895i,-0.01405-0.044606i,-0.0062852-0.021371i,0.0013017-0.013582i,0.0040384-0.012892i,0.0051514-0.006763i,0.003553-0.00015868i
0.19172-0.0086291i,0.43264-0.19972i,0.55396-0.52626i,0.43221-0.69599i,0.25769-0.57861i,0.20032-0.39989i,0.16324-0.29384i,0.097116-0.18178i,0.061643-0.077246i,0.04565-0.034214i,0.033638-0.018495i,0.043516+0.0031926i,0.067017+0.024152i,0.079568+0.033893i,0.076015+0.028827i,0.066425+0.01768i,0.057186+0.0072846i,0.03752-0.0071254i,0.0094133-0.01223i,-0.0045091-0.00095824i,-0.0042589+0.0064602i,-0.003381+0.0035174i,0.0012204+0.0016419i
-0.19604+0.050424i,-0.29105+0.16415i,-0.24322+0.20492i,-0.13754+0.18094i,-0.12981+0.23092i,-0.13588+0.27754i,-0.12484+0.20365i,-0.12594+0.12614i,-0.094092+0.091163i,-0.054427+0.055623i,-0.03371+0.032195i,-0.019138+0.0025701i,-0.022698-0.042943i,-0.042759-0.072857i,-0.066829-0.071018i,-0.083315-0.043284i,-0.079636-0.010833i,-0.0585+0.017297i,-0.029695+0.02794i,-0.010394+0.014032i,-0.0097048-0.001709i,-0.01543-0.0092815i,-0.019237-0.010918i
0.066392-0.24066i,-0.020558-0.42926i,-0.14278-0.44301i,-0.14238-0.2957i,-0.048942-0.25144i,-0.0359-0.2831i,-0.066328-0.19534i,-0.027026-0.068919i,0.020811-0.035921i,0.01719-0.029905i,0.01153-0.010976i,0.011506-0.0059654i,0.00051514+0.011086i,0.0080706+0.057135i,0.048242+0.094893i,0.090531+0.089188i,0.10234+0.046687i,0.08042+0.0011116i,0.042727-0.019075i,0.014707-0.012926i,0.0055932+0.00055965i,0.0048355+0.0091548i,0.0057228+0.011371i
0.12534+0.27377i,0.2767+0.51935i,0.40694+0.71886i,0.45136+0.68475i,0.38829+0.4374i,0.2746+0.21042i,0.19946+0.055541i,0.10229-0.051061i,0.0012483-0.0521i,-0.017048-0.0086313i,-0.0048177+0.011298i,0.0029423+0.041879i,0.035539+0.059691i,0.057936+0.018485i,0.035423-0.043798i,-0.0075638-0.071022i,-0.0356-0.05735i,-0.033784-0.030468i,-0.015749-0.013216i,-0.001195-0.0060275i,0.0074898-0.0058414i,0.010773-0.0072087i,0.0074417-0.002419i
-0.14094-0.065704i,-0.11525-0.14422i,-0.011473-0.27471i,0.017113-0.32414i,-0.07512-0.24854i,-0.14309-0.1599i,-0.11683-0.082758i,-0.059205-0.032486i,-0.034684-0.010903i,-0.035472+0.01667i,-0.020052+0.027751i,0.0073194-0.0049048i,0.010476-0.047461i,-0.009634-0.048527i,-0.022605-0.0062311i,-0.017022+0.034112i,-0.0070699+0.042738i,-0.01067+0.029509i,-0.021347+0.01669i,-0.02522+0.0088425i,-0.024612+0.00094658i,-0.022263-0.0040303i,-0.015743-0.009077i
0.071095-0.086033i,0.11839-0.031598i,0.2224+0.055748i,0.29625+0.056866i,0.2718+0.012985i,0.20694-0.021034i,0.084193-0.057346i,-0.031231-0.02377i,-0.023384+0.029176i,0.016262+0.010445i,0.0083092-0.0026419i,0.0028894+0.015875i,-0.0057579+0.023541i,-0.024223+0.033439i,-0.022531+0.041134i,-0.0053276+0.03327i,0.017019+0.02602i,0.039414+0.02187i,0.047149+0.010146i,0.036233+0.00086151i,0.020401+0.0042593i,0.0080504+0.012217i,0.00080416+0.018403i
0.00074159-0.028598i,-0.26305-0.15733i,-0.66597-0.1609i,-0.80394-0.0038489i,-0.60039+0.051624i,-0.36926+0.0061333i,-0.19325+0.029413i,-0.034874+0.041638i,0.017235+0.004783i,-0.00078405+0.014686i,3.9641e-05+0.035061i,0.00037462+0.034328i,0.016778+0.04483i,0.063894+0.040161i,0.092251+0.0050889i,0.076896-0.032185i,0.039085-0.054281i,0.0050498-0.055661i,-0.013228-0.037888i,-0.010641-0.017979i,0.00094299-0.012241i,0.003685-0.016899i,-0.0029708-0.020307i
0.06896+0.25078i,0.37711+0.46251i,0.67419+0.54274i,0.68998+0.42872i,0.53899+0.24652i,0.40667+0.12106i,0.28844+0.037731i,0.1533-0.012203i,0.046308-0.020372i,-0.017893-0.0060481i,-0.03398+0.012249i,-0.0089705+0.0072497i,0.0033229-0.020873i,-0.032815-0.036203i,-0.085307-0.016376i,-0.10064+0.021966i,-0.075373+0.052019i,-0.038484+0.059539i,-0.010674+0.04299i,-0.0039752+0.019i,-0.011657+0.0052494i,-0.016622+0.0071032i,-0.0090523+0.014476i
-0.27247-0.16419i,-0.54025-0.12185i,-0.60354+0.0064095i,-0.38744+0.070698i,-0.18888+0.032914i,-0.1507-0.0030062i,-0.13524+0.01304i,-0.10166+0.033975i,-0.055748+0.053871i,0.0024838+0.037843i,0.013627+0.0018331i,-0.0088531+0.0052187i,-0.011978+0.022407i,0.013197+0.028566i,0.059821+0.025766i,0.092074+0.0024467i,0.082756-0.020174i,0.0563-0.024831i,0.032264-0.022531i,0.014435-0.013423i,0.0091755-0.002033i,0.008613-0.0022908i,0.0021416-0.0091116i
0.38562-0.17286i,0.60371-0.49484i,0.59715-0.80844i,0.33427-0.83211i,0.10835-0.59966i,0.053348-0.41439i,0.0010003-0.32158i,-0.051257-0.19528i,-0.051757-0.072996i,-0.04915-0.0031535i,-0.043284+0.037615i,-0.018153+0.049125i,0.00014797+0.043541i,-0.00025338+0.04116i,-0.017832+0.034821i,-0.036928+0.022956i,-0.037218+0.012407i,-0.023471+0.0069237i,-0.0088927+0.0076743i,0.0030015+0.0058165i,0.0093309-0.0024933i,0.0083131-0.009359i,0.0090038-0.011338i
-0.209+0.42417i,-0.37527+0.7757i,-0.47911+0.99757i,-0.38056+0.9087i,-0.19408+0.64418i,-0.087786+0.46243i,-0.018194+0.36739i,0.044994+0.24658i,0.054079+0.099838i,0.017744+0.0058589i,-0.0044582-0.025536i,-0.0010817-0.038003i,0.0033938-0.044867i,0.0025733-0.050064i,0.0020394-0.051539i,0.0063141-0.034445i,0.0050567-0.0072181i,-0.0045237+0.016966i,-0.0084436+0.029958i,-0.0073206+0.025423i,-0.0094292+0.013813i,-0.01358+0.0066993i,-0.018641+0.0078974i
-0.17188-0.35509i,-0.22909-0.59635i,-0.21072-0.64823i,-0.13802-0.43575i,-0.041696-0.23048i,0.0046423-0.17637i,-0.039908-0.15081i,-0.09474-0.087984i,-0.092377-0.015568i,-0.048562+0.025832i,-0.013071+0.027971i,-0.012097+0.02211i,-0.02282+0.025466i,-0.022968+0.046494i,-0.0088513+0.075629i,0.015042+0.076103i,0.036583+0.045049i,0.046981+0.0071697i,0.043317-0.022503i,0.02795-0.030744i,0.016189-0.019924i,0.016443-0.0091486i,0.020909-0.0083456i
0.35174+0.073603i,0.61402+0.22751i,0.77878+0.29736i,0.70069+0.13163i,0.46159-0.065752i,0.29367-0.10944i,0.26336-0.11437i,0.20036-0.14634i,0.07842-0.11772i,0.0017532-0.057282i,-0.028643-0.026178i,-0.034174-0.0044655i,-0.014614+0.0098578i,0.0013292-0.0074036i,-0.0014966-0.043154i,-0.013681-0.062607i,-0.030588-0.051935i,-0.044898-0.020252i,-0.044013+0.012859i,-0.027535+0.027732i,-0.0098021+0.018172i,-0.0046386+0.0045169i,-0.0045463+0.0018703i
-0.17835+0.13261i,-0.40715+0.061463i,-0.58896-0.050468i,-0.53105-0.017933i,-0.33707+0.072991i,-0.23103+0.050245i,-0.23437+0.017696i,-0.18995+0.054446i,-0.077648+0.063505i,-0.0024282+0.019262i,0.02219-0.008175i,0.036794-0.016088i,0.032111-0.023303i,0.013803-0.0041422i,0.0074194+0.033237i,0.0093175+0.060711i,0.010826+0.066539i,0.011954+0.048543i,0.010217+0.024016i,0.0054463+0.0080295i,0.00071363+0.0044338i,0.0021713+0.0058507i,0.0061468+0.0027467i
-0.073601-0.11624i,0.03748-0.17235i,0.16107-0.21376i,0.12842-0.2324i,0.042398-0.19039i,0.024073-0.098166i,0.018047-0.034655i,0.0022279-0.019433i,-0.018567-0.019454i,-0.041375-0.0020744i,-0.047748+0.021264i,-0.038102+0.022789i,-0.028955+0.0074066i,-0.028148-0.013902i,-0.034145-0.027374i,-0.028738-0.027206i,-0.0081152-0.024743i,0.0095833-0.020178i,0.016898-0.015362i,0.017338-0.011722i,0.01629-0.0081119i,0.013154-0.0057796i,0.0070306-0.00034711i
0.090625-0.044659i,0.049395+0.09417i,0.018396+0.31448i,0.10235+0.3809i,0.18841+0.24395i,0.17422+0.10877i,0.16391+0.054036i,0.154+8.5577e-05i,0.09059-0.039747i,0.037803-0.039629i,0.024238-0.041011i,0.013233-0.036751i,0.0067094-0.010922i,0.020591+0.012731i,0.040548+0.018215i,0.04207+0.012015i,0.02008+0.0048378i,-0.0081306+0.0032085i,-0.023709+0.0090286i,-0.023906+0.012164i,-0.016779+0.0061876i,-0.011489-0.00023242i,-0.0095851-0.0027456i
0.084283+0.11522i,0.09546+0.043534i,0.012514-0.07694i,-0.10266-0.071146i,-0.11632+0.0064786i,-0.029409+0.0023084i,0.019168-0.029317i,0.0030947-0.011942i,-0.010151+0.02448i,0.0020199+0.038632i,0.01109+0.03396i,0.0099242+0.026091i,0.0055695+0.0068215i,-0.020035-0.010647i,-0.055133-0.0092135i,-0.065875+0.0014944i,-0.048621+0.0091652i,-0.021157+0.010139i,-0.00034127+0.0065008i,0.0081841+0.0045087i,0.0078817+0.010732i,0.0063574+0.021015i,0.0086953+0.027137i
-0.16445+0.013732i,-0.087898+0.035039i,0.14546-0.021078i,0.30949-0.14296i,0.2595-0.19508i,0.12494-0.16703i,0.0059998-0.15426i,-0.058641-0.12713i,-0.051622-0.077666i,-0.041411-0.058648i,-0.051773-0.045824i,-0.037672-0.022274i,-0.0021583-0.0094399i,0.033603-0.0077308i,0.063714-0.011678i,0.070763-0.017689i,0.055238-0.017352i,0.036275-0.014356i,0.019239-0.014151i,0.0048966-0.012362i,-0.0032668-0.0095995i,-0.0051372-0.012584i,-0.0046134-0.019928i
0.042448-0.17257i,-0.068686-0.14628i,-0.22221+0.046576i,-0.2314+0.21172i,-0.11002+0.18043i,-0.036019+0.10978i,0.01082+0.1183i,0.06613+0.10522i,0.062175+0.044086i,0.032034+0.016037i,0.029435+0.019891i,0.027562+0.021051i,0.0095233+0.020951i,-0.01708+0.020568i,-0.042914+0.023607i,-0.052169+0.027007i,-0.048368+0.021583i,-0.04208+0.018868i,-0.029929+0.025751i,-0.0096939+0.028214i,0.0076479+0.018606i,0.0087738+0.0079108i,0.00062105+0.0086019i
0.13392+0.11825i,0.14744+0.0449i,0.021889-0.1198i,-0.14637-0.15662i,-0.1677-0.023233i,-0.079937+0.070632i,-0.036108+0.063732i,-0.04321+0.035006i,-0.044898+0.017466i,-0.033952+0.0074498i,-0.025888-0.0069394i,-0.024047-0.021417i,-0.015363-0.025237i,0.0064514-0.031348i,0.022901-0.042951i,0.025862-0.043862i,0.026588-0.030158i,0.028016-0.017137i,0.022374-0.015772i,0.0047467-0.017012i,-0.015453-0.010302i,-0.022907+0.00035773i,-0.019232+0.0055836i
-0.14123+0.10603i,-0.046418+0.26124i,0.21074+0.3915i,0.40715+0.35544i,0.40067+0.18471i,0.31172+0.02613i,0.24327-0.07103i,0.16292-0.11098i,0.0756-0.084786i,0.033125-0.045221i,0.017971-0.02899i,0.0048245-0.0067613i,0.0011273+0.017974i,-0.0016006+0.040471i,-0.0016596+0.062689i,0.0066501+0.062346i,0.010621+0.040946i,0.0086288+0.021445i,0.0084984+0.013139i,0.012577+0.0090993i,0.018425+0.0016397i,0.018773-0.0064126i,0.015838-0.0088748i
-0.03125-0.2066i,-0.16934-0.30227i,-0.32183-0.30283i,-0.34114-0.19456i,-0.22828-0.063249i,-0.11247-0.02324i,-0.082224-0.029704i,-0.069268-0.0045407i,-0.029642+0.003868i,-0.014739-0.014359i,-0.027968-0.015006i,-0.034309-0.0037374i,-0.025304-0.0020765i,-0.01243-0.019212i,-0.0064026-0.046335i,-0.010829-0.057788i,-0.021156-0.046621i,-0.028827-0.02769i,-0.031806-0.011749i,-0.030553+0.0018989i,-0.026419+0.011759i,-0.022864+0.011899i,-0.021864+0.0052968i
0.19573+0.06759i,0.32055+0.016254i,0.37684-0.097876i,0.27303-0.21394i,0.054315-0.23825i,-0.078183-0.13204i,-0.066137-0.032951i,-0.025705-0.018077i,-0.011763-0.024938i,-0.0020589-0.016772i,0.017213-0.012424i,0.029561-0.02141i,0.023241-0.022647i,0.015127-0.0036679i,0.016589+0.024477i,0.021768+0.043747i,0.024633+0.044297i,0.025775+0.034238i,0.028365+0.020406i,0.029107-0.00058723i,0.023901-0.020132i,0.017755-0.023804i,0.014619-0.014783i
-0.18344+0.14978i,-0.31454+0.28751i,-0.43336+0.45842i,-0.36288+0.57431i,-0.09477+0.52149i,0.086708+0.36483i,0.11997+0.215i,0.10486+0.091828i,0.062869+0.017107i,0.021352-0.0047563i,-0.0032658-0.0080325i,-0.021911-0.0045967i,-0.028536+0.0012538i,-0.027734-0.0042667i,-0.032295-0.014534i,-0.033938-0.015624i,-0.024751-0.0090717i,-0.017189-0.0045825i,-0.018124+0.00062061i,-0.019264+0.014459i,-0.014489+0.027186i,-0.0094331+0.023465i,-0.0098975+0.009603i
0.014777-0.20081i,0.11456-0.33621i,0.22999-0.48544i,0.18754-0.52081i,0.051735-0.37515i,0.028616-0.20768i,0.071118-0.11765i,0.06175-0.06573i,0.030198-0.025273i,0.026092-0.014309i,0.028204-0.030892i,0.011633-0.038241i,-0.0045885-0.0203i,-0.00011027+0.0030736i,0.020398+0.016649i,0.035505+0.014685i,0.029937+0.0019034i,0.016871-0.0072676i,0.014532-0.0132i,0.017201-0.027326i,0.01309-0.042729i,0.0056983-0.041209i,0.0033608-0.025198i
0.12741+0.097343i,0.13391+0.25273i,0.15895+0.40716i,0.22867+0.35875i,0.2306+0.14543i,0.13408-0.018982i,0.046628-0.070274i,0.016692-0.071065i,0.011532-0.057619i,-8.7797e-06-0.035411i,-0.010554-0.00752i,0.0012393+0.0083718i,0.01566-0.0020591i,0.0079456-0.014345i,-0.014732-0.011439i,-0.032375+0.00046355i,-0.030227+0.012746i,-0.017659+0.017435i,-0.013316+0.018948i,-0.013828+0.027166i,-0.0098128+0.03648i,-0.0022851+0.036011i,0.0035008+0.025764i
-0.1143+0.0076597i,-0.23843-0.175i,-0.39623-0.37619i,-0.47179-0.34881i,-0.41794-0.13213i,-0.29451+0.048267i,-0.16613+0.11705i,-0.053831+0.10834i,0.0038049+0.056191i,0.015048+0.012027i,0.016166-0.013329i,0.0060661-0.025053i,-0.0032087-0.017531i,0.0035118-0.009431i,0.016234-0.011482i,0.02032-0.01707i,0.011981-0.02111i,0.0010776-0.020332i,-0.0024039-0.016758i,-0.0010662-0.015106i,0.00090138-0.020013i,0.0027905-0.027142i,0.003845-0.026955i
0.034255-0.011546i,0.2277+0.11122i,0.47157+0.24751i,0.53883+0.22842i,0.42075+0.11007i,0.28505+0.063868i,0.18699+0.04221i,0.089214-2.9184e-05i,0.020276-0.01257i,0.0050561+0.0005517i,0.016527+0.0039697i,0.021962-0.011121i,0.0089929-0.022968i,-0.010932-0.017354i,-0.025923-3.0814e-05i,-0.027433+0.020806i,-0.014539+0.03154i,-0.0018094+0.030207i,0.008167+0.024215i,0.021412+0.017264i,0.030918+0.01414i,0.026033+0.01446i,0.012599+0.012854i
-0.027449-0.017191i,-0.22804+0.013183i,-0.44879+0.090928i,-0.42652+0.15333i,-0.20537+0.12065i,-0.039584+0.052732i,0.051399+0.038117i,0.098702+0.025505i,0.078603-0.0050633i,0.037698-0.022329i,0.011687-0.023218i,0.00012786-0.0065167i,0.0086278+0.010265i,0.020787+0.0077133i,0.020786-0.0056643i,0.011286-0.018635i,0.0016323-0.020118i,-0.002354-0.013333i,-0.0065638-0.013227i,-0.019189-0.018581i,-0.034073-0.021469i,-0.035205-0.017979i,-0.0221-0.0094563i
0.086801-0.0066629i,0.26187-0.15666i,0.42915-0.34492i,0.40475-0.37666i,0.21864-0.25376i,0.043962-0.16479i,-0.069291-0.13373i,-0.099934-0.08258i,-0.058953-0.028665i,-0.01194-0.007184i,0.0091946-0.0079126i,0.010759-0.015284i,0.0022716-0.018707i,-0.0023196-0.012035i,0.0031926-0.0013338i,0.013545+0.0032209i,0.017512-0.0036865i,0.011515-0.010458i,0.0055547-0.0016105i,0.013477+0.016476i,0.032468+0.026928i,0.041756+0.023691i,0.034706+0.014131i
-0.095587+0.092262i,-0.15329+0.30438i,-0.18648+0.50067i,-0.1609+0.48582i,-0.098892+0.33409i,-0.039449+0.23099i,0.026957+0.17294i,0.068709+0.088922i,0.046796+0.01374i,0.01118-0.0037523i,0.0075388+0.0067178i,0.018455+0.0099053i,0.024617+0.0031791i,0.019732-0.0079952i,0.00062343-0.017581i,-0.02166-0.015322i,-0.031326+0.00074819i,-0.026148+0.015737i,-0.016431+0.014391i,-0.014987+0.0016662i,-0.023903-0.007364i,-0.031543-0.0080778i,-0.027419-0.0052481i
-0.014239-0.13903i,-0.10414-0.29868i,-0.17689-0.39939i,-0.14515-0.31919i,-0.050417-0.14693i,0.0079229-0.037251i,-0.0042686+0.0059605i,-0.011941+0.029011i,0.015127+0.021242i,0.029812-0.0023035i,0.019683-0.012989i,0.0011542-0.013066i,-0.011135-0.0039243i,-0.007699+0.0039984i,0.0031792+0.003022i,0.013527-0.00038778i,0.017403-0.0052279i,0.013282-0.0064624i,0.011874-0.0026142i,0.019665-0.0010353i,0.032426-0.0036754i,0.038176-0.007167i,0.028512-0.0086957i
0.11831+0.084206i,0.26751+0.17093i,0.36866+0.27708i,0.31534+0.29324i,0.16996+0.17527i,0.088038+0.054967i,0.10236-0.010293i,0.09552-0.048027i,0.038223-0.040407i,0.010324-0.0061838i,0.017513+0.0053269i,0.020469+0.002778i,0.019718+0.0018989i,0.017138+0.0021894i,0.010977+0.0061152i,0.0068625+0.010972i,0.0062892+0.012602i,0.005373+0.0068468i,-0.0021126-0.001242i,-0.016008+0.0023593i,-0.028344+0.014096i,-0.033036+0.020156i,-0.028447+0.020406i
-0.11584+0.028737i,-0.23919+0.038679i,-0.35189-0.0050935i,-0.33718-0.037427i,-0.19876-0.0068708i,-0.10548+0.016268i,-0.10052+0.016544i,-0.07354+0.024984i,-0.014047+0.012877i,0.0072181-0.01335i,-0.0032475-0.016895i,-0.010881-0.0050329i,-0.010218+0.0057865i,-0.0040288+0.0067482i,0.0021633-0.0040285i,0.002532-0.01677i,-0.0029828-0.01955i,-0.0095242-0.010553i,-0.0060225-0.0020832i,0.0073885-0.0079392i,0.018552-0.022947i,0.020719-0.029924i,0.015746-0.026263i
0.034236-0.082558i,0.093928-0.142i,0.18704-0.15818i,0.19897-0.1349i,0.095366-0.097874i,0.023693-0.042601i,0.043448-0.00015635i,0.056464+0.0050313i,0.032015+0.014719i,0.019235+0.028717i,0.022623+0.021528i,0.023635+0.0045809i,0.019734-0.0070497i,0.016659-0.0065918i,0.013155+0.003627i,0.0072286+0.013653i,0.0047516+0.014393i,0.0040605+0.006599i,-0.0019259+0.0053207i,-0.0092651+0.018715i,-0.011453+0.036741i,-0.0067545+0.043327i,0.00061782+0.034928i
0.021891+0.057014i,-0.018818+0.12341i,-0.1342+0.19003i,-0.20409+0.21284i,-0.13216+0.17764i,-0.052424+0.11178i,-0.045399+0.079417i,-0.029331+0.060948i,-0.0053506+0.013091i,-0.0088361-0.015246i,-0.014077-0.007394i,-0.01493+0.0029472i,-0.015186+0.011487i,-0.010325+0.01532i,-0.0070081+0.008196i,-0.0072942-0.00017503i,-0.0085068-0.00059255i,-0.0072128+0.0020819i,0.0012409-0.0012316i,0.0092255-0.014981i,0.010089-0.033399i,0.0029076-0.044884i,-0.0094734-0.041903i
