-0.00036238+0.00061427i,6.827e-05-0.00026691i,-9.6587e-05-0.00023956i,0.00021364-0.0006657i,0.00011186-0.00087492i,-0.00029923+0.00022009i,-0.00041665+0.00058672i,-0.00038747+0.0011885i,0.00013234+0.0015547i,0.0010645+0.00072371i,0.0010849-6.4572e-05i,0.00080613-0.00062849i,0.00069498-0.00050723i,-0.00046276+0.00022099i,-0.00065655+0.00013603i,0.00048388+0.00027631i,0.00066439+0.00046307i,0.0005963+0.00015417i,0.00064515+0.00087008i,0.00046549+0.001081i,-0.00022833+0.00012809i,-0.00014265-0.00025592i,0.00021156-0.00047931i
-0.0007224+0.00041513i,0.00080474-0.00045636i,0.00087965-0.00025341i,0.0011515-0.00088939i,0.0012256-0.00062894i,0.00034912+0.00087868i,-0.00014571+0.0011407i,8.4764e-05+0.0013025i,0.0012743+0.00060794i,0.0023913-0.00052316i,0.0028505-0.000251i,0.0021336-0.00071235i,0.00079027-0.0010308i,-9.0405e-05-0.0006164i,-0.00095283-0.00070438i,-0.0019129-0.00076268i,-0.0013797-0.00097311i,-0.00058598-5.3571e-05i,-0.00052329+0.00082373i,-0.00017597+0.00043957i,0.00091553+0.00022685i,0.0014711+0.00065248i,0.00064945+0.00073836i
-0.00097499-0.00061727i,-0.00038569-0.0006677i,-0.0011306-0.00059229i,-0.0010972-0.00046772i,-0.00071069-3.1761e-05i,-0.00040246+0.0012719i,-0.00010848+0.0017655i,0.00044977+0.00098886i,0.00087248+8.4117e-05i,0.00077752-0.00078694i,0.00091637-0.0015636i,0.001079-0.0013767i,0.00023952-0.00060121i,-0.00037531-0.00057457i,0.00040843-0.00056116i,0.00059529-0.00044243i,0.00046757-0.00085524i,0.00032726-0.0010743i,0.00012645-0.0010181i,0.00024773-0.00077336i,0.00010517+4.9998e-05i,-0.00030298+0.00027081i,-1.9216e-05+0.00037946i
-2.7015e-05+0.0018803i,0.0003465+0.0017899i,0.000183+0.0019821i,5.1958e-05+0.0016856i,0.00051539+0.00043348i,-0.00077245-0.00017504i,-0.0014395+0.00032666i,-0.00016561+0.0010423i,0.00072778+0.00060863i,0.0011533-0.0002679i,0.0016011-0.0008322i,0.0017835-0.00087698i,0.0011552-0.00080044i,0.00029793-0.00053449i,0.00018256+0.00017855i,0.0007448+4.0231e-05i,0.0009117-0.00064191i,7.4888e-06-0.0009405i,-0.00029205-0.00012249i,0.00021664+0.00044772i,0.00022509+0.00027825i,0.00025038-0.00016391i,0.0003202+0.00028556i
0.00040114+0.001003i,0.0001356+0.0007283i,-0.00014544+0.00087046i,-0.00036125+0.00037686i,-0.00043792+0.00045741i,-0.00043539+0.0010702i,-0.00089525+0.00092962i,-0.00036077+0.00042987i,0.0010165+5.3249e-05i,0.001968+0.00026991i,0.0011928+0.00025222i,3.7882e-05-0.00020403i,-0.00020392-0.00045745i,1.3039e-05-0.00086643i,-6.0512e-05-0.00016129i,-1.7127e-05+0.00010688i,0.00061485-0.00069713i,0.00066124-0.0006574i,0.00085493-0.00017019i,0.0006172-8.7581e-05i,-0.00011006+4.5261e-08i,-0.00023045-0.00065173i,0.00026305-0.00090533i
0.0029013-0.00042887i,0.0028764-0.00057027i,0.0033611-0.0010614i,0.002031-0.0012936i,-0.00027119-0.00087656i,-0.0014285-0.00099314i,-0.0014907-0.0010944i,-0.00074882+0.00019201i,0.00073402+0.00045497i,0.0013295-0.0011057i,0.0011253-0.0018111i,0.00050608-0.0015046i,0.00023957-0.0012486i,0.0002286-0.00061857i,0.00014229-0.00017189i,0.00095221-0.00035211i,0.0014949+0.00010667i,0.0016436+0.00073171i,0.0010628+0.00088252i,0.00019038+3.281e-05i,0.00056409-0.00036685i,0.0010788-0.00012821i,0.00048481-0.00026752i
-0.00081473-0.00095165i,-0.0012985-0.0006649i,-0.0010041-0.00043172i,0.00064488-0.00075182i,0.0011919-0.00089923i,0.00059271-0.00044606i,0.00024093+7.1461e-05i,0.0008756+0.00015215i,0.0017133-0.00022519i,0.0014522-0.0008412i,0.00055201-0.0016291i,-0.00020324-0.00082215i,-0.00083444+0.00038673i,-0.00059168+0.00060493i,0.00017904+0.0010379i,0.0008593+0.00082658i,0.0012189+0.00034151i,0.00096743+1.8967e-05i,0.0011644-5.1992e-07i,0.0009761+0.00025258i,0.00048524+0.00019382i,0.0004921+0.00012712i,-0.00041041-0.00012045i
0.0023547-8.1481e-05i,0.0010399-0.00042788i,0.00040164-0.00010038i,-0.00016991+0.00018937i,-0.00049445-0.00024502i,-0.0005088+0.00025384i,-0.00018447+0.0013203i,0.00049939+0.0017777i,0.0010799+0.00064568i,0.00022158-0.0013779i,-0.00022451-0.002155i,0.00043653-0.0012329i,0.00032245-0.00080647i,-0.00022162-0.0010494i,-0.00011981-0.00044742i,0.00045151+0.00026994i,0.00091731+0.00031993i,0.00082558+0.00024195i,0.00034473+0.00041917i,0.00045431+0.0003471i,0.00057247-0.00013311i,0.00050007-0.00082666i,0.00040587-0.00098856i
-0.0014691-0.0011429i,-0.0017792-0.0015168i,-0.0015744-0.00092281i,-0.0010598+0.0003847i,-0.00079257+0.0013133i,-0.00041168+0.0010056i,-0.00036713+0.00081188i,0.0007613+0.00061892i,0.00178+6.6916e-05i,0.0013397-0.00072614i,0.0010976-0.00098636i,0.00099176-0.00086889i,-0.00022655-0.00069121i,-0.0010348-0.00032546i,-0.00071877+0.00052089i,-0.00029852+0.0013248i,-0.00021679+0.0010506i,-0.00011778+0.00057755i,0.00051471+0.00036932i,0.0017821-0.0001403i,0.0018836-0.00080535i,0.0013424-0.00056329i,0.00079558-0.0003721i
0.0027421-0.00065432i,0.0027933-9.9245e-06i,0.002742+0.00051646i,0.0017672+0.00032699i,-0.0003677+0.00065513i,-0.0016526+0.00063838i,-0.0010427+0.00061019i,0.00032109+0.00053768i,0.00096588-0.00035329i,0.00063221-0.001148i,0.0001151-0.00119i,0.00025278-0.0013058i,0.00012597-0.00034332i,-0.00086884+0.00033033i,-0.00082932+0.00027747i,-5.8884e-05+0.00050212i,6.588e-05+0.00023741i,-0.00021459-0.00053188i,0.00045903-0.00077949i,0.00045256-0.00038859i,-0.00030357-0.00076678i,7.1424e-05-0.0014185i,-9.86e-05-0.0010025i
-0.0022859+0.0014741i,-0.0029109+0.0017961i,-0.0033802+0.0022999i,-0.0030744+0.0020777i,-0.0021236+0.00094953i,-0.0011675-0.00040609i,-0.00082887-0.00087394i,-0.00045755+0.00073772i,-1.5899e-05+0.0014807i,0.00073451+1.3447e-05i,0.00053999-0.0007747i,0.00026206-0.00062355i,0.00013892-0.0002638i,-0.00039342+0.00047086i,-0.0011289+0.00050111i,-0.00087888+0.00024056i,0.00052472-7.759e-05i,0.0010685-0.00033093i,0.00024346-0.00013518i,0.00020456+0.00063336i,0.00030812+0.00063122i,-0.00033032-0.00036875i,-0.00032294-0.0013595i
-0.0039798+0.0019806i,-0.003563+0.0013883i,-0.0034819+0.0024282i,-0.0015084+0.0019852i,0.00056138+0.00073555i,0.0010007-0.00025486i,0.00061279-0.00066141i,0.00054923+9.7995e-05i,0.00062684+0.00067641i,0.0011859+0.00063614i,0.00080506+0.00094736i,0.00020807+0.00024173i,0.00033823-0.00087407i,0.0006033-0.00097796i,0.00038868-5.1505e-05i,-0.00067482+0.00048829i,-0.0012923+0.00016054i,-0.00087193-4.5177e-05i,-0.00046136-0.00021929i,-0.00028686-0.00042752i,-0.00028357-5.1969e-05i,-0.00047342+0.00031263i,-0.00024589-8.0156e-05i
-0.00033534+0.0022207i,0.00045194+0.0020358i,0.00072431+0.0010309i,0.00069008+0.0012827i,-0.00028531+0.0013568i,-0.00083593+0.00044223i,-0.00067452+0.00062688i,0.00029643+0.0013369i,0.00027526+0.0014096i,-0.00010116+0.0010006i,0.0007272+0.00017591i,0.00075635-0.00092136i,-0.00026553-0.0017153i,-0.0013184-0.00083232i,-0.0011341+0.00046201i,0.00037888+0.00011896i,0.00077937-0.00053856i,-0.0002389-0.00061669i,-0.00057774-8.2771e-05i,-4.5702e-05+0.00037099i,0.00040464+0.00025942i,0.00045328-0.00034208i,0.00067435-0.00044364i
-0.0011312+0.00072081i,-0.00054953+2.8742e-05i,-0.00010107+0.00013455i,0.00096393-0.00052885i,0.0017886-0.0015557i,0.0012013-0.00037174i,0.00086387+0.00038062i,0.0012786-1.4745e-05i,0.001354-0.00021604i,0.0013508-0.00070097i,0.000591-0.00028586i,-0.00032516-0.00015815i,0.00010744+9.6668e-05i,-0.00018787+0.00086796i,-0.0010328+0.0007367i,-0.00097146+0.00064565i,-0.0011419-0.00012988i,-0.00076766-0.00058277i,8.7927e-05-0.00019757i,-0.0002256+0.00017786i,-0.0006224+0.00034385i,0.00016313+0.00033212i,0.00064629+6.848e-05i
0.0014349+0.00029687i,0.0010226-0.00017839i,0.0012471+0.00082344i,0.00069242+0.0015634i,-0.00030617+0.0012376i,-0.00050748+0.001075i,-0.00039547+0.0011857i,0.00058411+0.00091892i,0.0016098+0.00036685i,0.0012013-0.00025103i,0.00056571-0.0010099i,0.00017104-0.0015354i,0.00030347-0.00094095i,-0.00033793+0.00047996i,-0.00065005+0.00072153i,0.00025505+0.00025433i,0.00039249-0.00019596i,0.00062929-0.00049343i,0.00051716-7.6607e-05i,-0.00032586+0.00024862i,-0.00011235-0.00038025i,0.00051148-0.00088995i,0.00076159-9.0785e-05i
0.0023287-0.00059448i,0.0024609-0.00072683i,0.0026011-0.0016266i,0.001682-0.0022108i,-0.00012558-0.0020535i,-0.0014169-0.0015119i,-0.0011957-0.0009651i,-5.6608e-05-0.00076151i,0.00062392-0.00053448i,0.00049817-0.00050981i,1.4422e-05-0.00095015i,0.00024768-0.0025609i,-0.00022331-0.0030105i,-0.0014529-0.0015371i,-0.0014701-0.00042787i,-0.00083115-0.0002799i,0.0003807-0.0006146i,0.00043334-0.00064663i,-7.56e-06+0.00029828i,-8.7492e-05+0.00062546i,4.9699e-05+0.00033838i,0.00074839-0.00022338i,0.00062891-0.0012853i
-0.00082733+0.00024463i,-0.0015522+0.00078213i,-0.0009881+0.001071i,0.00039724+0.00053389i,0.00059234-0.00016162i,-0.0004892-0.00059279i,-0.0012989-0.00016876i,-0.0012088-0.0004381i,-1.2616e-05-0.0006292i,0.00082685-0.00025282i,-0.00015474-0.00059185i,-0.0012563-0.0012463i,-0.0011131-0.0016655i,-0.00053843-0.00093945i,9.0381e-05+0.00014595i,0.0003119+0.00028318i,-2.1865e-05+0.00068785i,0.00034795+0.00090568i,0.00073775+0.00080891i,0.00031703+0.00034092i,0.00043312-9.5121e-05i,0.00068884-5.2405e-07i,0.00075914-8.6251e-05i
0.0012757+0.00051175i,0.0016883+0.00016178i,0.0011298+0.0012942i,3.9257e-05+0.00082617i,-0.00041076-0.00050537i,-0.00040489-0.0010374i,-0.00035518-0.00098269i,0.00082666-0.00065922i,0.0019514-0.00046492i,0.0021134-0.00043805i,0.0013873-0.00050096i,0.00043632-0.0011348i,-0.00048701-0.0016273i,-0.00093502-0.00062539i,-0.00056817+0.00063412i,0.00042717+0.0011448i,0.0014248+0.00030972i,0.00093478-0.00039553i,0.00021424-4.7311e-05i,0.00060766+0.00039548i,0.0010372+0.00021497i,0.0007855-0.00073596i,0.00016937-0.00065856i
0.00022296-0.0014107i,0.00064423-0.0015848i,0.00036148+0.00014451i,-0.00089608+0.0015694i,-0.001427+0.00098792i,-0.00078644+0.00050582i,-0.00078121+0.00084198i,-0.00085047+0.00084179i,0.00022809+0.00021333i,0.001385-0.00055449i,0.0012997-0.00073099i,0.00067255-0.00089819i,0.00042511-0.0020144i,-0.00027147-0.0020073i,-4.6187e-05-0.00026876i,0.00019372+0.00086233i,-0.00019472+0.0011933i,-0.00057952+0.0011435i,-0.00020813+0.00045064i,2.8702e-05+0.00033404i,-0.00039554+0.00036675i,-0.00035507+0.00018421i,-0.00018894-0.00011914i
-0.0017323-0.0021267i,-0.0027108-0.0012865i,-0.0030917-0.0027355i,-0.001526-0.0027299i,-0.00068889-0.00099155i,-0.00024072+0.00026732i,0.00058141+0.0007975i,0.0011367+0.00095291i,0.0012587-9.7196e-05i,0.0011188-0.00072577i,0.0011747-0.00042811i,0.0012988-0.00039789i,0.00090931-0.0002306i,0.00042248-9.6557e-05i,-0.00013226-5.3269e-05i,-0.0004682+0.0001493i,-0.00085939+0.00020068i,-0.00061347+1.6555e-05i,0.00040253-0.0004101i,0.00086604-0.00062344i,0.00070556-0.00015096i,0.00063032+7.6366e-05i,0.00049293+0.00032349i
0.00038591-0.00085517i,-0.00068529-0.0014927i,-0.0002346-0.00062553i,-0.00018167+0.00030214i,-0.0012442+0.00047868i,-0.0022314-0.00030943i,-0.0016967-0.00091062i,-3.5752e-05-0.00015072i,0.0012113+0.00037821i,0.0016495-0.00035457i,0.0020346-0.00099062i,0.0012205-0.00036645i,0.00050893-0.00020913i,0.00025402-0.0004343i,-0.0007205-2.5314e-05i,-0.00065167+0.00048035i,0.00021158+0.0011241i,0.0004398+0.0016088i,0.00019631+0.0010205i,0.00054521+0.00047699i,0.00074517+0.001441i,0.00012125+0.001228i,-0.00022264+0.00060869i
0.0019772+0.00011866i,0.0021163-0.00034186i,0.0019952-0.001035i,0.0012874-0.0017226i,0.00042744-0.001837i,-0.0002403-0.0010961i,4.3507e-05+0.00022851i,0.000333+0.00032516i,0.00043873-0.00022509i,0.00061817+0.00031148i,0.00049882-0.00038965i,-7.326e-05-0.0013503i,-8.9112e-05-0.00078259i,-0.00028388-3.6671e-05i,-0.00077755+0.00028767i,-0.00078305-7.2192e-05i,-0.0005042+0.00017339i,-3.6827e-05+0.00065646i,0.00022118+0.00048022i,0.00038327+0.00069302i,0.00036508+0.00045715i,-0.00014134+0.00014126i,0.00014515+1.4828e-05i
0.00030398+0.0018365i,0.00041256+0.0014209i,0.00068756+0.0019019i,0.00056696+0.0020492i,0.00030425+0.0011786i,-0.00041833-0.0001782i,-0.00030659-0.00036538i,0.00021983+0.00074829i,0.00061447+0.00056717i,0.0011743+0.00010139i,0.001494+0.00013098i,0.0016588-0.00043346i,0.00088099-0.00077845i,-9.2536e-06+0.00015039i,-0.00034734+0.00040369i,-0.001036-2.9629e-05i,-0.001252+9.005e-05i,-0.00034417+0.00031526i,-0.00010247+0.00027418i,-0.00040079+8.9855e-06i,-0.00024374-7.3817e-05i,-6.1855e-05+0.00024387i,-0.00027843+0.00056242i
-0.00092242-0.00039671i,-0.00098781-0.0011154i,-0.0014159-0.0007448i,-0.00030771-0.00028749i,0.0017887-0.00063681i,0.0015615-0.00059782i,-8.2644e-05+0.00024573i,-0.00034967+0.00048345i,-0.00017022+0.00012664i,-0.00019761+4.6783e-05i,0.00033099-9.8014e-06i,0.0010442+1.2027e-05i,0.0010174-0.00061027i,0.00026243-0.0010538i,0.00029596-0.00075014i,0.00022828-0.00072781i,7.8476e-05-0.00084585i,4.4299e-05-0.00057682i,0.0001682-0.00068511i,0.00022468-0.00081524i,0.00034415-0.00041737i,0.00075732+0.00050333i,0.00084037+0.00062607i
-0.0005809-0.0022702i,-0.0010154-0.0010483i,-0.00098563-0.00064187i,-0.0016856+0.00037354i,-0.0021746+0.00124i,-0.0014747+0.0015369i,-0.0010703+0.0014299i,-0.00035607+0.00065999i,0.0011374-0.00043207i,0.0013385-0.0015766i,0.00064488-0.0013475i,0.00012572-0.00070765i,-7.3089e-05-0.00095261i,-0.00055098-0.00050066i,-0.00080465+0.00087362i,-0.00034075+0.0011624i,0.00032575+0.0009847i,9.9308e-05+0.0006266i,0.00020808+0.00047089i,0.00063842+0.0006443i,0.0010519+0.00048755i,0.0016717+1.0125e-05i,0.0011704-0.00011604i
-0.00059653+0.0004571i,-0.0012985+9.1219e-05i,-0.0016099-0.00010405i,-0.0011138-0.00068164i,-0.00019837-0.00067851i,-0.00071089+2.0332e-05i,-0.001388+0.00013925i,-0.00016271+0.00013084i,0.00085816-0.00010925i,0.00054753-0.00042319i,0.0007301-0.00063537i,0.0011872-0.0011547i,0.0014882-0.0012307i,0.00085586+0.00021809i,-2.5123e-05+0.0012427i,9.1266e-05+0.0009128i,-0.00016497+0.00012986i,-0.00038252-0.00023452i,0.00021475-0.00028958i,0.00095025-0.0002813i,0.00064245-0.00025866i,-0.00012309-0.00091453i,0.0003305-0.0013547i
0.00054567+0.0021197i,4.2735e-05+0.0019156i,0.0012811+0.0022056i,0.0017408+0.0019563i,0.0010375+0.00084016i,0.00056115+8.6225e-05i,-0.00054358+0.00037377i,-0.00018024+0.0013918i,0.00068122+0.0018449i,0.00088232+0.00026509i,0.0012371-0.0016307i,0.0010548-0.0019249i,0.00080361-0.0014537i,0.00087386-0.00096476i,0.00053054+8.1159e-05i,2.9317e-05+0.00021092i,4.8862e-05+2.8468e-05i,0.00029804-3.6822e-05i,0.00078167+0.00026282i,0.0006224+0.00011004i,0.00024763+0.00026285i,0.00017373+0.00032964i,-0.00049744-2.0495e-05i
-0.0013291-0.0023839i,-0.00071829-0.0017773i,0.00017081-0.00042463i,-6.8009e-05+1.7402e-05i,-0.00087072-0.00034544i,-0.0016094+0.00014729i,-0.0016028+0.00075037i,-0.00018885+0.00078339i,0.0011406+0.00024386i,0.00097674-0.00079353i,0.00027014-0.0018277i,0.00038126-0.0021181i,-0.00021825-0.0014021i,-0.00064799+0.00013815i,-0.00023594+0.0010342i,0.00056582+0.00074559i,0.00058014+0.00039294i,0.00012984+0.00024776i,-0.00024959+0.00017428i,-0.00099337+0.00033703i,-0.00092188+0.00044704i,-0.00043012+3.6884e-05i,-3.3026e-05+0.00013297i
-0.00028732+0.0018594i,-0.000494+0.0013898i,0.00012207+0.0029814i,0.00020722+0.0031879i,0.00064564+0.0013567i,0.0012366-0.00061309i,0.00057966-0.000893i,0.00088979-0.00030927i,0.001782-0.00030555i,0.0011796-0.0010457i,0.0014547-0.0010853i,0.0019894-8.4848e-05i,0.0011799-0.00055752i,0.0004938-0.00065479i,0.00029152+0.00028836i,0.00056796+0.00046385i,0.00086894+0.00041508i,0.0014378+0.00068467i,0.0010782+0.00069805i,0.00073186+0.00015235i,-0.00016474+0.00033307i,-0.00027596+0.00010467i,0.00089375-0.00034143i
-0.00071647-2.7134e-05i,0.0003905-0.00081178i,0.0012486-0.0017885i,0.00015314-0.0021816i,-0.00043587-0.0016413i,-0.00010101-0.00046821i,1.7034e-05+6.5175e-05i,0.00035925+3.4442e-05i,0.00051476+0.00037667i,0.00023638-0.00020388i,0.0002242-0.0011633i,0.00012669-0.00057777i,5.6066e-05-6.5486e-05i,-0.00018029-0.00020984i,-0.00027689-0.00013623i,0.0002508+0.00028935i,0.00053558+0.00043307i,0.0006652-0.00016461i,0.00062338-0.00032794i,0.00068538+0.00050533i,0.0007022+0.00075956i,0.00090627+0.00046232i,0.00042873+0.00012578i
-0.0012667-0.00042437i,-0.00049596-0.0003457i,-0.0010471+0.00055458i,-0.00085379+0.0011588i,-0.00072957+0.00069766i,-0.00078357-0.00019955i,-0.00033562+0.00022576i,0.00069528+0.00053735i,0.0018697+0.00040363i,0.0019376-9.4717e-05i,0.0016437-0.00096082i,0.0014551-0.00077758i,0.00035492-0.00048373i,0.00048162+0.0002855i,0.00055836+0.0008806i,-0.00041713-4.3618e-05i,-0.00050158-0.00017737i,8.2166e-05+9.4818e-05i,0.00069639+8.8064e-05i,0.00073877+0.00017398i,0.00020093-0.00044515i,-2.0262e-05-0.00066705i,0.00032709-0.00011181i
-0.0019605-0.0023879i,-0.0019171-0.00252i,-0.002142-0.0017693i,-0.0019173-0.0008338i,-0.0010803-0.00025015i,-0.00033715+0.00018749i,-0.00028867+0.00058489i,7.1716e-06+0.00073229i,0.00058304-0.00031959i,0.0013283-0.0012796i,0.001427-0.00069902i,0.00096047-0.00045286i,0.00084085-0.00050378i,3.7815e-05-0.00017066i,-0.00079382+0.00040328i,-0.00028171+0.00081405i,-6.2399e-05+0.00068608i,-0.00053655-4.7598e-05i,-0.00053401-0.00024213i,-7.5904e-06+0.00052537i,-5.4039e-05+0.00095209i,0.00017903+0.00069817i,0.00092468+8.8325e-05i
0.001731-7.7388e-05i,0.002246-0.00030664i,0.0016844+0.00011784i,-0.00013752+0.0011326i,-0.00047958+0.0011681i,-0.00027519+0.0012849i,-0.00055087+0.0013655i,8.499e-05+0.0015451i,0.0013142+0.0013657i,0.0017516+0.00043804i,0.0012392-8.2986e-05i,0.00011704-0.00069781i,-0.00077754-0.00086377i,-0.001341+0.00034422i,-0.0012705+0.00062119i,-0.00017243-0.0001995i,0.00053448+0.0001922i,-1.0958e-05+0.0004815i,0.00025131+0.00064199i,0.0006723+0.00088782i,0.0011074+0.00043017i,0.0010185+0.00044105i,0.00045117+0.00036731i
-0.00047987-0.000511i,-0.00044379-0.00066451i,-0.00043584-0.00082784i,-0.00072148-0.00059466i,-0.00054452-0.0010114i,-0.00037476-0.0016121i,-0.0001227-0.00054682i,0.0005137-3.7452e-05i,0.0012201-0.00017447i,0.0016492+7.2277e-05i,0.0011277-9.6428e-05i,1.9999e-05-0.00068963i,3.8941e-05-0.00062322i,4.5854e-05+0.00019203i,-0.00099561+0.00069156i,-0.00081217+0.00056413i,-0.00059716+8.9116e-05i,-0.0008345-5.9953e-05i,-0.00044337-0.00032375i,0.00038823-0.00016486i,0.00096318+0.0012111i,0.0011666+0.0013802i,0.00056193+0.00015216i
0.0017158-0.00068828i,0.0022291-0.0005893i,0.0019926-0.00034886i,0.0014825+0.00022027i,0.00097552-0.00022035i,-0.00034466-0.00010765i,-0.00069337-0.00031106i,0.00040963-0.00036969i,0.00057214-0.00048361i,0.00018479-0.0016544i,0.00025834-0.0022347i,0.00019593-0.0016801i,-0.00066874-0.0014753i,-0.0012326-0.001227i,-0.0011859+9.9472e-05i,-0.00048265+0.00034582i,6.5915e-05-0.0004348i,0.00070862-0.0006188i,0.00059416-0.0002335i,-5.9691e-05+7.6083e-05i,2.5967e-05+0.00035234i,2.0409e-05-5.4526e-05i,4.8018e-05-0.00036923i
-0.0010602+0.00025447i,-0.00060896+0.00041635i,-0.00036328+0.00018966i,0.0003064-0.00030314i,0.0010301-0.00096278i,0.00086208-0.0010552i,0.00026152-0.00042514i,0.00064612+0.00047175i,0.0010402+0.0008166i,0.00056704+0.00040067i,-0.00018277-0.00036181i,-0.00059933-0.00098047i,-0.00048785-0.0012806i,-0.00072284-0.00075715i,-0.00099074-0.00026917i,-0.00056787+4.1285e-05i,-2.1095e-05-0.00017979i,2.2567e-05+0.00018392i,-0.00035079+0.00027713i,-0.00012274+0.00034469i,0.0001103+0.00091572i,3.2228e-05+0.00038911i,0.00063958-0.00078143i
0.00125+0.00024126i,0.00052816-0.00027155i,0.00021218-0.00031793i,-0.000521+0.00086144i,-0.0011661+0.0021172i,-0.00087831+0.0017021i,-1.1108e-05+0.00082033i,0.00070678+0.00049633i,0.00112+0.00053131i,0.001775+0.00011316i,0.0018582-0.00071386i,0.00098738-0.0011658i,0.00044519-0.00093647i,-0.00030967-0.00067113i,-0.00061782-0.00051374i,-0.00027557-0.00025096i,0.00036512-0.00015424i,0.0012567-8.2151e-05i,0.0011187+0.0001155i,0.00075575+0.00045106i,0.00048816+3.3761e-05i,-0.0002192-0.00044839i,1.6183e-05-0.00043223i
0.00015501-0.0020236i,0.0005893-0.0021157i,0.00030167-0.0021354i,-0.0013842-0.0026752i,-0.0025138-0.0020668i,-0.0022944-0.00099243i,-0.0018026-0.0005497i,-0.0011626-0.00022888i,-0.00016895+0.00032137i,0.00057076-6.3427e-05i,0.00070119-0.0012184i,0.00023736-0.0020234i,0.00012604-0.0019306i,0.00014435-0.0010387i,-0.00024622+0.00038561i,-0.00088313+0.0011077i,-0.00086934+0.00083278i,-0.00087945+0.00012807i,-0.00023634-2.9358e-05i,0.00011549+0.00081634i,-0.00035928+0.00066937i,6.3071e-05-0.00049856i,0.00057777-0.00016778i
-0.00084079-0.00063733i,-0.0011354-0.00026735i,-0.0010618+0.00045931i,-0.00075484+0.0011187i,-0.00045719+0.00092939i,4.6567e-05+0.0011493i,0.00040547+0.0011332i,0.00060369+0.00041051i,0.0017036+0.00018267i,0.001553+0.00020815i,0.00050925-8.9296e-05i,0.00066971-7.2209e-05i,0.0009074-0.00059602i,0.00034866-0.0010151i,-0.0002789-0.0004772i,-1.3459e-05+0.00031289i,-0.00015053+0.00090059i,-0.00065262+0.00042037i,0.00010334+0.00019934i,0.0007088+0.00016482i,0.00053545-0.00053811i,0.00020763-0.0008196i,-4.7044e-05-0.00039927i
-0.000162+0.0011717i,-0.00059783+0.00079819i,0.00020527-0.00094318i,0.00045035-0.001661i,-0.00073007-0.0020094i,-0.00045959-0.0020221i,0.00019503-0.00042661i,8.8275e-05+0.00062666i,0.00076758+0.00031955i,0.0018328-0.00045896i,0.001884-0.00086424i,0.0014374-0.0009372i,0.0011018-0.0014509i,-7.8657e-05-0.0012789i,-0.00086696-0.00043418i,-0.00050271+2.2882e-05i,-0.00057559+0.00017259i,-0.000193+0.00020049i,0.00028958+0.00036978i,2.9416e-05+0.00034912i,-0.0002623+9.5239e-05i,0.00016961-0.00052542i,0.00068843-0.0010433i
-9.15e-05+0.0015263i,-8.4786e-05+0.0018255i,0.00030243+0.0012448i,0.0015234+0.0013034i,0.0020408+0.00049365i,0.0010365-0.00012098i,-5.9001e-05+0.0001029i,-0.00012889+0.0007614i,0.00049077+0.00035856i,0.00085943-0.00092745i,0.00031572-0.0014713i,2.7097e-05-0.001613i,-6.2674e-05-0.001136i,-0.00016452-0.00026867i,-0.00026008+0.00066207i,6.0313e-05+0.00050436i,5.051e-05+0.00019932i,-0.00012808+0.00023138i,-0.00024432+0.000358i,-0.00045418+0.00051172i,-0.00055893-6.5145e-06i,-0.00024295-0.0010656i,6.928e-05-0.0016948i
0.0019178-0.00056163i,0.0014061-0.0007564i,0.0012662-0.00086105i,0.0002295-0.00081511i,-0.00098529-0.00076921i,-0.0012627-0.00094784i,-0.0010639-0.00059033i,3.8882e-05+0.00056424i,0.001716+0.0010922i,0.0020113+0.00035799i,0.0013995-0.00074673i,0.0014496-0.0015104i,0.0013075-0.0010297i,0.00013289+0.00030576i,-0.00085551+0.0013813i,-0.00095342+0.001035i,-0.00092345-5.1486e-05i,-0.00084272+1.9361e-05i,-0.00069414+0.00036706i,-0.00044691+0.00074138i,0.00033181+0.00058336i,0.00067939-0.00019252i,0.00013889-0.00067857i
0.0010308-0.00049735i,0.0015221+0.00085234i,0.00072415+0.0013534i,0.00043565+0.00083222i,0.0011078+0.0012922i,0.00015682+0.0012871i,-0.00070351+0.00030384i,0.00056392+0.00097356i,0.0015219+0.00068745i,0.0019719-0.00059567i,0.0014938-0.00091354i,0.00082846-0.00040763i,0.00093253+7.0974e-05i,-2.1922e-05-0.00012609i,-0.0010964-0.00039356i,-0.00086457-3.8937e-05i,0.00010763+0.00068031i,0.00046628+0.00080217i,0.00019821+0.00059508i,-0.00033817+0.00041306i,-0.00032158+0.00060944i,9.551e-05+0.00065388i,-0.0002011+0.00048669i
0.00044872+0.0015277i,0.0014094+0.0024111i,0.0018509+0.0024927i,0.0012261+0.0011164i,0.00057954-0.00017789i,-0.00042016-0.00089494i,-0.0010828-0.00082473i,-0.00064355+0.00010803i,0.0001799+0.00071515i,0.001277-0.00026474i,0.0016263-0.0010814i,0.0012921-0.001019i,0.0011106-0.00045583i,0.00010731-9.4807e-05i,-0.00082067-0.0012848i,-0.0010747-0.0013793i,-0.0014765-0.0005096i,-0.0010396+0.00029701i,-0.00019476+0.00061564i,0.00013911-3.0454e-05i,0.0006975+0.0002817i,0.0011598+0.00067781i,0.0010038+0.00017279i
