-0.0013936+0.0013197i,-0.0010176-0.00011651i,-0.0018944-0.00099902i,-0.0014467-0.00086354i,-0.0010923+0.00032128i,-0.00085319+0.00099354i,0.00059841+0.0012081i,0.0021295+0.0017637i,0.0019228+0.001819i,0.00074296+0.00062296i,-0.00036447-0.0004122i,-0.00084711-0.001481i,-0.00079519-0.0014159i,-0.0012159-0.00068472i,-0.00057843-0.00052379i,0.00035733-0.00024225i,0.00025086+0.0002799i,0.00016894+9.122e-05i,0.0001079-0.00027718i,0.00016736-0.00074547i,0.00057487-0.0012913i,-6.7087e-05-0.00064114i,-0.00071426+9.4812e-06i
0.061485-0.0702i,0.08058-0.12472i,0.046059-0.21775i,-0.037603-0.29284i,-0.10895-0.23392i,-0.1045-0.075316i,-0.047977+0.031428i,-0.025206+0.053642i,-0.034554+0.056035i,-0.026526+0.051318i,-0.012309+0.03056i,-0.0099602+0.0088469i,-0.012784-0.0056083i,-0.014964-0.014469i,-0.013795-0.019962i,-0.011108-0.024658i,-0.0092888-0.025968i,-0.0085387-0.022074i,-0.010181-0.015501i,-0.010507-0.0095877i,-0.0075799-0.0055437i,-0.0031885-0.0019844i,0.0022816+0.0036058i
0.044897+0.086812i,0.053657+0.1171i,0.056881+0.1274i,0.049917+0.13698i,0.049755+0.11834i,0.080634+0.042046i,0.092934-0.038837i,0.063954-0.050461i,0.037038-0.024061i,0.022559-0.0238i,0.0068302-0.030948i,-0.0033881-0.018087i,-0.0038964+0.0003087i,0.00099466+0.009978i,0.0038975+0.011374i,-0.0010046+0.011596i,-0.0056831+0.015599i,-0.0028938+0.01525i,0.0015151+0.0057438i,0.0011726-0.0018351i,-0.00041836+0.0003117i,-0.0010857+0.0073952i,-0.00053086+0.0090914i
-0.089272+0.018051i,-0.079737+0.061209i,0.010732+0.14392i,0.12686+0.17776i,0.15408+0.098082i,0.058281+0.013059i,-0.036112+0.0098417i,-0.043178+0.012937i,-0.019031-0.014018i,-0.0084451-0.020004i,0.0016996-0.011201i,0.0078741-0.010216i,0.0078286-0.0085729i,0.010135-0.0050816i,0.01633-0.0013172i,0.024178+0.00099409i,0.026596+0.0031006i,0.0231+0.007771i,0.020418+0.0093476i,0.018126+0.0032655i,0.01233-0.0040968i,0.0059878-0.0062274i,0.001887-0.0030965i
0.02406-0.10128i,-0.011595-0.13485i,-0.096784-0.15512i,-0.16491-0.15106i,-0.1467-0.080483i,-0.068267+0.032565i,-0.0058639+0.10308i,0.0028225+0.10721i,-0.010454+0.088333i,-0.0048424+0.067396i,0.0065129+0.045413i,0.0063679+0.027273i,-0.0011287+0.01187i,-0.010043-0.00079235i,-0.017346-0.0070843i,-0.025801-0.0075137i,-0.034492-0.0031029i,-0.034554+0.003391i,-0.022735+0.0069334i,-0.0075826+0.0056654i,0.00078688+0.0018479i,0.00018461+0.0007476i,-0.0025722+0.0031895i
0.069082+0.055884i,0.054783+0.027236i,-0.024221-0.0413i,-0.10895-0.052416i,-0.11446-0.0059561i,-0.055628-0.022919i,-0.024116-0.089785i,-0.02393-0.0936i,-0.012569-0.060612i,-0.010292-0.046011i,-0.015354-0.027084i,-0.0064986-0.0046659i,0.0044152+0.0044541i,0.0095674+0.0079869i,0.0082603+0.0096519i,0.0032259+0.010063i,-0.0016414+0.0089589i,-0.0057549+0.0052031i,-0.0074809+0.0023475i,-0.0039687+0.0024158i,0.00087689+0.004248i,0.0013425+0.0054827i,-0.0024922+0.0061066i
-0.073221+0.051949i,-0.015208+0.075635i,0.14163+0.08617i,0.25966+0.052414i,0.20621-0.012057i,0.055656-0.039186i,-0.032471-0.030244i,-0.03812-0.046141i,-0.028823-0.064714i,-0.020068-0.04629i,-0.01281-0.023588i,-0.015431-0.014006i,-0.015221-0.0089599i,-0.0073033-0.0074429i,0.0013905-0.0067833i,0.0079077-0.010168i,0.010253-0.015426i,0.011295-0.016059i,0.012743-0.010997i,0.0092364-0.0028233i,0.00019058+0.0016803i,-0.0085024-0.00020145i,-0.013498-0.0030601i
-0.0053967-0.099269i,-0.0018308-0.081968i,0.010725-0.010701i,0.03554+0.018882i,0.056594-0.0092613i,0.086297-0.001247i,0.11918+0.038641i,0.10987+0.050867i,0.069281+0.051143i,0.044435+0.04586i,0.032835+0.025892i,0.018455+0.0067561i,0.0035399-0.0056428i,-0.0073971-0.010754i,-0.013676-0.0062586i,-0.01684+0.0018034i,-0.018129+0.0074066i,-0.015533+0.010466i,-0.008711+0.010725i,-0.0037549+0.007535i,-0.0024575+0.0041659i,-0.0013027+0.0022462i,-0.00014481+0.00019852i
0.075537+0.035745i,0.0081797+0.041113i,-0.16296+0.044164i,-0.27701+0.089647i,-0.20739+0.12742i,-0.084553+0.075485i,-0.039108-0.0021527i,-0.019802-0.022504i,-0.00082298-0.021021i,-0.0097156-0.022777i,-0.015304-0.01598i,-0.00087823-0.01228i,0.01622-0.012923i,0.026373-0.012122i,0.023499-0.011836i,0.012419-0.011977i,0.0022616-0.013669i,-0.0050519-0.013062i,-0.0094679-0.0053899i,-0.0095757+0.00041074i,-0.0064873-0.001585i,-0.0012379-0.0073379i,0.002949-0.01089i
-0.062811+0.068229i,-0.057544+0.039029i,-0.0018934-0.041742i,0.034693-0.094086i,0.0063552-0.056545i,-0.046117+0.010351i,-0.072955+0.034942i,-0.064877+0.018357i,-0.037919-0.0085483i,-0.016131-0.016484i,-0.011157-0.0034951i,-0.0094099+0.0113i,-0.00031519+0.016483i,0.0080466+0.012293i,0.0077899+0.0022293i,0.0026991-0.0074278i,-0.0021348-0.013229i,-0.0035237-0.015078i,-0.0033711-0.013592i,-0.0033538-0.0092702i,-0.0038995-0.0034226i,-0.0051924+0.00095028i,-0.0043174+0.004403i
-0.023726-0.10999i,0.048796-0.13753i,0.17496-0.15127i,0.23244-0.18865i,0.14978-0.20632i,0.063856-0.1419i,0.074252-0.051978i,0.099525+0.005051i,0.092835+0.032506i,0.071758+0.032045i,0.043996+0.019009i,0.021022+0.010165i,0.0073415+0.0050289i,-0.0034633+0.0055099i,-0.0091847+0.0051804i,-0.0078817+0.0030436i,0.0027031+0.0041354i,0.013304+0.0023166i,0.012071-0.0033368i,0.0036029-0.00729i,-0.0011826-0.011015i,0.00091997-0.011868i,0.0033042-0.0081738i
0.10586+0.016428i,0.088902+0.076171i,0.017205+0.17322i,-0.023658+0.23856i,0.0053196+0.18689i,0.033878+0.067563i,0.022417-0.0011218i,0.0091282-0.012893i,-0.0085559-0.010618i,-0.031781-0.0085394i,-0.036782-0.010969i,-0.025768-0.014699i,-0.011149-0.012203i,0.0025635-0.0088214i,0.010574-0.0085711i,0.0094108-0.010135i,0.0042987-0.012299i,0.0030297-0.010782i,0.0032447-0.0084261i,0.0001607-0.010965i,-0.0052765-0.014159i,-0.011449-0.012034i,-0.014231-0.0068511i
-0.061842+0.11771i,-0.12096+0.14636i,-0.1917+0.16978i,-0.19332+0.19104i,-0.093093+0.16969i,-0.013901+0.11966i,-0.029151+0.08401i,-0.064326+0.063169i,-0.063404+0.031577i,-0.041092+0.00083306i,-0.021304-0.0076185i,-0.0065462+0.0059603i,0.0082218+0.021906i,0.017282+0.0223i,0.018364+0.012423i,0.019261+0.0053308i,0.02036+0.0077242i,0.015751+0.012252i,0.0095817+0.0079947i,0.0099438+1.5165e-06i,0.014606-0.0018634i,0.014968+0.0011183i,0.010134+0.0017816i
-0.083182-0.10794i,-0.074106-0.1867i,-0.036578-0.30302i,-0.036476-0.37362i,-0.078334-0.28074i,-0.084465-0.11745i,-0.028695-0.024201i,0.028463+0.0029008i,0.062639+0.0083628i,0.070116+0.0020672i,0.050013-0.0054497i,0.024361-0.0066686i,0.002414-0.0026805i,-0.012918+0.0041787i,-0.015184+0.0079864i,-0.0077732+0.0071766i,0.0022136+0.0017982i,0.0094956-0.003592i,0.013444-0.0023315i,0.015948+0.00057586i,0.016137-0.0031412i,0.011669-0.010881i,0.0057244-0.015071i
0.13355-0.057376i,0.18824-0.092211i,0.23432-0.11276i,0.23089-0.10577i,0.13721-0.079524i,0.043807-0.057179i,-0.0017398-0.057284i,-0.032506-0.055172i,-0.047299-0.021146i,-0.035795+0.012342i,-0.023112+0.013199i,-0.027128+0.0024875i,-0.031955-0.00076013i,-0.022377-0.0018227i,-0.0083371-0.0028176i,-0.0080226+0.0016283i,-0.016346+0.013471i,-0.016297+0.018919i,-0.0070025+0.012332i,-0.00041792+0.0062941i,0.0002691+0.0077322i,0.00068059+0.010357i,0.001662+0.0054186i
0.0016675+0.15633i,0.024018+0.26786i,0.052986+0.39444i,0.095393+0.42806i,0.13921+0.27453i,0.098161+0.081352i,0.0034816+0.012065i,-0.046976+0.020561i,-0.051919+0.016763i,-0.039463+0.00092696i,-0.018117-0.0044393i,0.0027496-0.0026167i,0.015072-0.0031115i,0.015844-0.0052394i,0.014274-0.0049709i,0.016192-0.0045064i,0.01715-2.8905e-06i,0.016891+0.010617i,0.014834+0.015169i,0.011516+0.010215i,0.011818+0.0026681i,0.015954-0.0030655i,0.019818-0.0034002i
-0.13173-0.045756i,-0.21673-0.029439i,-0.28504+0.00097202i,-0.29008+0.012282i,-0.20886+0.030293i,-0.082653+0.049333i,0.029023+0.035296i,0.099726-0.013117i,0.10762-0.057038i,0.07047-0.063315i,0.035526-0.049036i,0.0098555-0.037434i,-0.01019-0.026225i,-0.017903-0.010506i,-0.019818+0.0038165i,-0.02279+0.011192i,-0.026983+0.0081994i,-0.025777+0.0025875i,-0.013392+0.004333i,-0.0019991+0.0069983i,-0.0016183+0.0071945i,-0.0050206+0.0087502i,-0.00088698+0.010371i
0.084614-0.1144i,0.067057-0.24933i,-0.0096368-0.39385i,-0.082791-0.3957i,-0.086434-0.23045i,-0.017967-0.083677i,0.036092-0.054812i,0.025125-0.046597i,0.0050269-0.004749i,0.0064525+0.024276i,0.0092547+0.024106i,0.0033226+0.013297i,-0.0035208+0.0056887i,-0.0044406+0.00091176i,-0.0036835-0.0014368i,-0.0070139+0.0031701i,-0.013357+0.012792i,-0.019167+0.020272i,-0.020445+0.02093i,-0.017818+0.018836i,-0.012704+0.019975i,-0.004894+0.02257i,0.0010655+0.023531i
0.061004+0.11742i,0.16906+0.14188i,0.31297+0.11938i,0.35976+0.055448i,0.2472-0.012857i,0.076036-0.027845i,-0.030589+0.022864i,-0.049316+0.073806i,-0.033453+0.076529i,-0.013711+0.054655i,0.010511+0.037371i,0.034836+0.016119i,0.042624-0.0088551i,0.028884-0.019557i,0.01056-0.020356i,0.00029851-0.029939i,-0.0033724-0.042311i,-0.0033938-0.038123i,-0.004533-0.020266i,-0.0079199-0.0092654i,-0.011224-0.0088911i,-0.015401-0.0076106i,-0.015131+6.255e-05i
-0.10668+0.02349i,-0.11175+0.14773i,-0.063559+0.31582i,0.0075172+0.34777i,0.039707+0.21818i,0.022779+0.11994i,0.030045+0.084029i,0.051713+0.019551i,0.037177-0.046534i,0.0068197-0.052747i,-0.0092447-0.023828i,-0.011644-0.0032037i,-0.009877+0.0030129i,-0.0095693+0.0064721i,-0.0051223+0.011112i,0.0034019+0.012685i,0.0010928+0.0085063i,-0.0097467+0.0030843i,-0.0098718-0.0019729i,-0.0001161-0.0081939i,0.0031399-0.010031i,-0.0012149-0.0027029i,-0.0075142+0.0066254i
0.022964-0.11036i,-0.092134-0.17001i,-0.26057-0.196i,-0.31231-0.11336i,-0.20168+0.0065418i,-0.064849+0.0033039i,-0.020454-0.04794i,-0.028473-0.025894i,-0.015432+0.021515i,-0.0038376+0.026515i,-0.012727+0.016683i,-0.010269+0.021712i,0.007919+0.021569i,0.0178+0.0027322i,0.015982-0.015702i,0.017833-0.017281i,0.02956-0.0085555i,0.032926-0.0015945i,0.02049-0.00078212i,0.0085088-0.0023291i,0.0052468-0.005872i,0.0016774-0.010499i,-0.00817-0.0089369i
0.068299+0.06087i,0.12131-0.035796i,0.14646-0.16498i,0.088906-0.19749i,-0.0044893-0.13196i,-0.051943-0.045363i,-0.062857+0.028262i,-0.041226+0.082471i,-0.0009921+0.084849i,0.021638+0.050458i,0.027472+0.019493i,0.025229-0.0013172i,0.017672-0.01008i,0.0090985-0.0075036i,-0.0036269+0.0012046i,-0.018878+0.0096063i,-0.029121+0.0047152i,-0.030904-0.010506i,-0.028171-0.017928i,-0.022924-0.012078i,-0.019279-0.0046657i,-0.01976-0.0026033i,-0.020117-0.0036873i
-0.070356+0.049426i,0.010083+0.16171i,0.11947+0.23654i,0.13129+0.14212i,0.070306+0.0045i,0.035175-0.0098162i,0.05266-0.0021946i,0.043108-0.062451i,-0.0070224-0.094627i,-0.026522-0.05637i,-0.020017-0.0089048i,-0.022002+0.023007i,-0.024343+0.04164i,-0.012436+0.039929i,0.0021974+0.02735i,0.010231+0.023561i,0.013535+0.031737i,0.0096939+0.033907i,0.0060368+0.02289i,0.008466+0.0096809i,0.012685-0.00061036i,0.015179-0.010295i,0.012709-0.019869i
-0.0061348-0.080048i,-0.11104-0.068988i,-0.18872-0.023741i,-0.10648+0.013367i,0.0076335+0.010066i,0.0093985-0.047661i,-0.037616-0.09811i,-0.047607-0.088536i,-0.028357-0.044055i,-0.026739-0.010336i,-0.040868+0.0080314i,-0.035135+0.016559i,-0.016491+0.0042517i,-0.011779-0.018844i,-0.018605-0.035609i,-0.02579-0.041894i,-0.02052-0.040688i,-0.0003786-0.034897i,0.01541-0.025111i,0.01661-0.015486i,0.0093838-0.011878i,0.0010706-0.013198i,-0.0019115-0.01358i
0.055947+0.013653i,0.075509-0.1124i,0.084324-0.2256i,0.091346-0.1536i,0.080688-0.016714i,0.035939+0.025736i,-0.0017725+0.051315i,0.012214+0.089198i,0.032608+0.077323i,0.016899+0.031331i,-0.0084449-0.0069613i,-0.026116-0.026076i,-0.026689-0.025876i,-0.010069-0.012598i,0.0029616+0.0038836i,-0.003278+0.015818i,-0.024001+0.024366i,-0.033466+0.022663i,-0.025834+0.0078335i,-0.019463-0.0016293i,-0.011684+0.0026951i,0.0027377+0.0094824i,0.01227+0.0082377i
-0.029416+0.048332i,0.067448+0.1554i,0.14489+0.27586i,0.055392+0.25818i,-0.064191+0.1197i,-0.012255+0.033935i,0.086457+0.010459i,0.07958-0.0031722i,0.01846-0.0093871i,-0.010609-0.020753i,-0.010765-0.0348i,-0.014394-0.028038i,-0.011007-0.0049262i,0.0070024+0.0048193i,0.021636-0.0074701i,0.02883-0.025661i,0.032143-0.029643i,0.031753-0.014062i,0.029591+0.0020147i,0.027816-0.00026378i,0.022456-0.010994i,0.014706-0.015234i,0.010272-0.012293i
-0.020193-0.029835i,-0.14444+0.044733i,-0.31383+0.091624i,-0.3433+0.035521i,-0.19879-0.029934i,-0.073927-0.035762i,-0.036689-0.022608i,-0.021248-0.018643i,0.0021384-0.028422i,0.013861-0.039819i,0.012778-0.03749i,0.0092534-0.040855i,-0.0060065-0.049399i,-0.026031-0.039286i,-0.035559-0.026014i,-0.043845-0.025715i,-0.04995-0.03106i,-0.038462-0.032509i,-0.014333-0.024155i,-7.8998e-05-0.014359i,-0.0018561-0.0045919i,-0.002682+0.011267i,0.0068528+0.021178i
0.015601-0.023385i,-0.020351-0.24364i,0.025035-0.52732i,0.16903-0.58759i,0.23417-0.36307i,0.14719-0.1184i,0.029219+0.0062632i,-0.016747+0.034009i,-0.0052143+0.013435i,0.02005-0.0027561i,0.02903-0.0050933i,0.022828-0.0080334i,0.021952-0.013311i,0.033756-0.011038i,0.054275-0.0015355i,0.070052+0.005701i,0.063141+0.014652i,0.036159+0.022531i,0.0076832+0.023009i,-0.0056829+0.022362i,-0.0013631+0.019695i,0.0058172+0.013211i,0.0056519+0.0091383i
0.020092+0.014719i,0.25034+0.058405i,0.51128+0.17621i,0.53918+0.26557i,0.32706+0.20073i,0.10495+0.086004i,0.0021578+0.012973i,-0.0335-0.020265i,-0.037574-0.012004i,-0.013074+0.0046623i,0.0097465-0.0020742i,0.030124-0.010479i,0.053066-0.012303i,0.052913-0.017692i,0.033738-0.017144i,0.023046-0.017406i,0.02147-0.029155i,0.019401-0.028673i,0.022884-0.014259i,0.027138-0.011711i,0.01593-0.018267i,-0.0083476-0.015252i,-0.02541+0.000657i
0.0082763+0.041444i,-0.087887+0.32033i,-0.24178+0.66867i,-0.32162+0.777i,-0.2563+0.56435i,-0.12967+0.25489i,-0.051388+0.055389i,-0.010582-0.027853i,0.022336-0.052804i,0.022147-0.048203i,0.011028-0.038074i,0.0043035-0.033587i,-0.0079552-0.016053i,-0.021326+0.018203i,-0.032894+0.056039i,-0.038674+0.084817i,-0.038434+0.090253i,-0.033381+0.067584i,-0.022946+0.037357i,-0.01147+0.020878i,-0.002755+0.014177i,0.00065741+0.0069988i,0.00056832+0.00011264i
-0.05407-0.014216i,-0.28397-0.22867i,-0.55175-0.50648i,-0.59398-0.56291i,-0.35435-0.36976i,-0.081049-0.17992i,0.042725-0.097735i,0.077524-0.0506i,0.084427-0.010632i,0.073064+0.01068i,0.06082+0.03069i,0.051037+0.051043i,0.044928+0.056162i,0.042767+0.035555i,0.031014-0.0022022i,0.015892-0.027067i,0.016958-0.028029i,0.020135-0.014806i,0.0089447+0.0032342i,-0.0016331+0.016639i,-0.0017858+0.014374i,-0.0050642-0.0013386i,-0.015101-0.0088844i
0.017048-0.074522i,0.25324-0.26534i,0.525-0.52892i,0.52475-0.65983i,0.2846-0.48756i,0.11611-0.18382i,0.11252-0.031313i,0.1198-0.0022821i,0.080053+0.028103i,0.053121+0.058279i,0.043256+0.059467i,0.036451+0.045129i,0.028829+0.025895i,0.0048249+0.0036722i,-0.031841-0.016683i,-0.063877-0.029151i,-0.08004-0.031236i,-0.069281-0.029285i,-0.04068-0.027554i,-0.021097-0.026514i,-0.014793-0.020688i,-0.0075771-0.01083i,-0.0021156-0.0067716i
0.087502+0.071609i,0.20648+0.40795i,0.3775+0.8124i,0.49913+0.88201i,0.41485+0.58542i,0.20407+0.30394i,0.099916+0.18738i,0.069606+0.10735i,0.00073363+0.041689i,-0.059838+0.023696i,-0.072943+0.018112i,-0.070221+0.010804i,-0.062063+0.018758i,-0.032834+0.032287i,0.0084995+0.027727i,0.035355+0.016774i,0.036362+0.019313i,0.021474+0.025069i,0.008081+0.021108i,0.0051081+0.014047i,0.011235+0.0063522i,0.018519-0.009643i,0.014232-0.029178i
-0.10556+0.069111i,-0.39885+0.088327i,-0.6963+0.20462i,-0.66646+0.40332i,-0.3879+0.40657i,-0.20571+0.19941i,-0.18515+0.10819i,-0.13939+0.14679i,-0.058172+0.11824i,-0.041186+0.04473i,-0.045402+0.020094i,-0.031496+0.025024i,-0.015557+0.016609i,0.0016661-0.01836i,0.013605-0.067817i,0.0064544-0.10315i,-0.0069903-0.10817i,-0.0095309-0.088645i,-0.0058696-0.054064i,-0.0028062-0.021115i,-0.001601-0.0015968i,0.002005+0.010824i,0.012369+0.01616i
-0.051764-0.14547i,-0.015014-0.45391i,-0.090539-0.80756i,-0.34692-0.84897i,-0.47015-0.51043i,-0.3198-0.15879i,-0.16699-0.0095238i,-0.090868+0.035847i,-0.0023899+0.027889i,0.057925-0.020646i,0.052193-0.045932i,0.02164-0.049887i,-0.0080441-0.047392i,-0.021216-0.02027i,-0.0044751+0.017775i,0.017485+0.035958i,0.014548+0.03039i,-0.0017632+0.016136i,-0.013958+0.00059104i,-0.022779-0.0085422i,-0.022511-0.0040676i,-0.0081019+0.0049208i,0.010567+0.0075013i
0.15507+0.040938i,0.34885+0.20501i,0.50914+0.25444i,0.45196-0.0097133i,0.23828-0.26801i,0.11483-0.22964i,0.11467-0.14806i,0.0631-0.13793i,-0.0057214-0.084414i,0.001656-0.037249i,0.0073977-0.034445i,-0.0087614-0.024609i,-0.0020218-0.00015226i,0.030947+0.031074i,0.07853+0.049802i,0.11561+0.032125i,0.12245-0.001077i,0.1013-0.016561i,0.068196-0.013252i,0.040498-0.009284i,0.015472-0.010006i,-0.011728-0.0046048i,-0.02775+0.0053525i
-0.083115+0.14172i,-0.24776+0.28778i,-0.24374+0.45347i,0.074637+0.4924i,0.31356+0.30157i,0.17997+0.064697i,-0.014482+0.0071974i,-0.055609+0.023109i,-0.06003+0.029572i,-0.066053+0.059035i,-0.036128+0.069995i,0.0057706+0.051956i,0.023639+0.026426i,0.0018426+0.006785i,-0.0372+0.017362i,-0.054686+0.043383i,-0.04699+0.043889i,-0.026895+0.020066i,-0.0065582-0.0034518i,0.0026166-0.0178i,0.0023429-0.02092i,0.001043-0.014575i,0.0052312-0.0037953i
-0.09218-0.17721i,-0.11773-0.46465i,-0.1439-0.61563i,-0.1407-0.37628i,-0.077326-0.015515i,-0.022321+0.11252i,-0.042956+0.086287i,-0.058881+0.053374i,-0.040978+0.013311i,-0.027779+0.0016698i,-0.011042+0.0088997i,-0.006051-0.0094689i,-0.02786-0.021264i,-0.051141+0.0024184i,-0.050315+0.045955i,-0.016279+0.082313i,0.02946+0.090909i,0.051825+0.070621i,0.038522+0.038039i,0.013419+0.015961i,-0.00063705+0.0050688i,-0.0060502-0.007032i,-0.0068932-0.012391i
0.17429-0.0028463i,0.33101+0.094055i,0.27203+0.092016i,-0.095141-0.044074i,-0.34663-0.11971i,-0.21936-0.12735i,-0.023571-0.17868i,0.035226-0.17186i,0.060733-0.099427i,0.070304-0.07311i,0.034996-0.057417i,0.005298-0.016463i,0.0037877+0.0025681i,0.0014721-0.011291i,-0.018968-0.028205i,-0.04153-0.033345i,-0.039687-0.029449i,-0.014661-0.018951i,0.012021-0.0081534i,0.023949-0.0050841i,0.019497-0.00071088i,0.011248+0.0097758i,0.0042843+0.015368i
-0.065731+0.18309i,-0.21418+0.37124i,-0.2391+0.49522i,-0.082091+0.3639i,0.026098+0.076123i,0.012538-0.052265i,0.018493-0.015355i,0.053782+0.0030878i,0.059496+0.0045564i,0.039374+0.0084713i,0.012177+0.0057667i,0.0054231+0.013844i,0.01286+0.011554i,-0.0043479-0.0094411i,-0.050419-0.014224i,-0.088572+0.018684i,-0.092277+0.068011i,-0.0664+0.091597i,-0.0303+0.067385i,-0.008279+0.020843i,0.0014381-0.01318i,0.0096523-0.032933i,0.0073175-0.040668i
-0.10565-0.19483i,-0.099955-0.51155i,0.01557-0.77533i,0.2469-0.72049i,0.39438-0.40637i,0.29158-0.085685i,0.12832+0.1109i,0.037084+0.14719i,-0.048424+0.10475i,-0.087427+0.098629i,-0.058841+0.078752i,-0.043934+0.019824i,-0.050477-0.017049i,-0.037003-0.03581i,-0.017734-0.066101i,-0.017153-0.08434i,-0.023068-0.061547i,-0.023968-0.018548i,-0.015914+0.014115i,0.00065615+0.0222i,0.0068249+0.010304i,0.00052138+0.0063982i,0.0027015+0.010758i
0.18383-0.040111i,0.36457-0.017781i,0.41266-0.048821i,0.21836-0.097035i,-0.0075308-0.049474i,-0.071487-0.00055557i,-0.04672-0.038063i,-0.012839-0.059365i,0.010631-0.049043i,-0.0065358-0.042493i,-0.028982-0.017972i,-0.020507+0.0039373i,0.0017603-0.0050733i,0.018144-0.036495i,0.014967-0.066788i,-0.015552-0.076087i,-0.056549-0.059441i,-0.070428-0.028462i,-0.0443-0.0023909i,-0.010481+0.010609i,0.0068478+0.017606i,0.016667+0.025676i,0.024424+0.0284i
-0.044071+0.23015i,-0.12719+0.53708i,-0.12568+0.90329i,-0.038155+1.0146i,-0.028296+0.69233i,-0.074481+0.23946i,-0.08004-0.00092697i,-0.039316-0.054579i,0.01305-0.078303i,0.01548-0.12206i,-0.018277-0.12966i,-0.012283-0.086116i,0.035183-0.043833i,0.073975-0.012i,0.099373+0.015581i,0.1128+0.019593i,0.095301+0.0048089i,0.056404-0.0081542i,0.023618-0.011974i,0.0018477-0.012405i,-0.014785-0.016028i,-0.032355-0.017958i,-0.042931-0.0096845i
-0.11715-0.14956i,-0.15043-0.35143i,-0.11439-0.48131i,0.00099613-0.43134i,0.11603-0.28361i,0.14442-0.13276i,0.11707+0.0099686i,0.059238+0.089132i,-0.0026918+0.089075i,0.0035637+0.054371i,0.036444-0.0044603i,0.019247-0.049103i,-0.0077224-0.042728i,-0.0026641-0.017045i,0.0078302-0.010985i,-0.0038044-0.030486i,-0.038007-0.058063i,-0.066754-0.064482i,-0.065435-0.045419i,-0.041317-0.02721i,-0.015376-0.01292i,0.0024402+0.00099179i,0.012606-2.4311e-05i
0.15364-0.062123i,0.22719-0.16271i,0.10828-0.41803i,-0.15865-0.65293i,-0.26165-0.55401i,-0.12825-0.23007i,0.017649-0.046937i,0.054794-0.028892i,0.051387-0.010037i,0.071782+0.033876i,0.098163+0.054936i,0.099847+0.04715i,0.065838+0.03399i,0.012551+0.021902i,-0.038221+0.010818i,-0.065313+0.010338i,-0.057657+0.014229i,-0.034597+0.0058282i,-0.016646-0.0053311i,-0.0012795-0.00335i,0.014655-0.0020023i,0.023655-0.01429i,0.02187-0.019131i
-0.03916+0.2085i,-0.076295+0.46038i,0.047614+0.72747i,0.26504+0.7705i,0.27602+0.48427i,0.046224+0.13652i,-0.16468-0.0021022i,-0.17777-0.0060165i,-0.085381-0.020822i,-0.043662-0.031627i,-0.038796+0.00093668i,-0.011856+0.039768i,0.022697+0.043874i,0.04216+0.021954i,0.055339-0.0091529i,0.068869-0.044529i,0.081114-0.071519i,0.087382-0.07381i,0.076093-0.050117i,0.047409-0.025479i,0.013846-0.019151i,-0.013459-0.011665i,-0.022543+0.012786i
-0.06304-0.13116i,0.0079622-0.19852i,0.232-0.07493i,0.51628+0.1387i,0.58096+0.14691i,0.32977+0.02206i,0.065741+0.0057691i,-0.014424+0.031437i,-0.022486+0.007202i,-0.039349-0.0047146i,-0.056704+0.011903i,-0.070178+0.029919i,-0.058999+0.037893i,-0.017103+0.023542i,0.019843-0.0010526i,0.025767-0.011834i,0.012907-0.0018459i,0.00083718+0.01577i,-0.0025754+0.018878i,-0.00021652+0.0067403i,0.0022807-0.00022631i,0.0074271+0.003668i,0.0089483+0.0038463i
0.11322-0.022352i,0.069045-0.061296i,-0.2338-0.19799i,-0.56882-0.2766i,-0.4835-0.14331i,-0.065404-0.039918i,0.20644-0.12405i,0.21353-0.17879i,0.14304-0.12185i,0.086826-0.066305i,0.038843-0.053234i,0.003936-0.047127i,-0.0033377-0.0247i,0.0091025+0.002236i,0.021576+0.024118i,0.034961+0.038122i,0.051751+0.035808i,0.059799+0.017415i,0.050573-0.0046234i,0.036892-0.01345i,0.029142-0.0098201i,0.01912-0.0046814i,0.0049836-0.0015501i
-0.12794+0.14638i,-0.30515+0.25531i,-0.42734+0.36183i,-0.38697+0.42425i,-0.24364+0.35895i,-0.10561+0.20027i,-0.043157+0.082794i,-0.020915+0.060706i,0.011011+0.066457i,0.020601+0.028454i,0.004381-0.027463i,-0.016118-0.05744i,-0.028843-0.045126i,-0.014928-0.0081723i,0.019705+0.0061659i,0.041582-0.0086246i,0.03788-0.014512i,0.029302-0.0013891i,0.029147+0.010201i,0.024584+0.0089829i,0.011321+0.0017567i,-0.0015086-0.0016413i,-0.0073908-0.0014224i
0.0017517-0.16293i,0.18559-0.27072i,0.50906-0.24566i,0.72837-0.13054i,0.6097-0.039978i,0.29212+0.051874i,0.089246+0.14675i,0.031523+0.13519i,-0.014486+0.055415i,-0.031159+0.039008i,0.010941+0.052001i,0.039561+0.029318i,0.018183+0.0063178i,-0.010472+0.016252i,-0.010002+0.03653i,0.0062417+0.046791i,0.0056543+0.059809i,-0.015199+0.082711i,-0.029274+0.095678i,-0.021106+0.081933i,-0.00093535+0.046946i,0.0079077+0.0085456i,-0.0018061-0.013144i
