-0.0024754+0.0012173i,0.00010665+0.0013173i,0.00016769+0.0012527i,0.00082814+0.0010153i,0.00087988+0.0024681i,0.0007319+0.002401i,0.00088805+0.0013343i,0.0010249+0.00063745i,0.00082254+0.00021462i,0.00078755+0.00018884i,0.00042964-0.00019707i,-3.6461e-05-0.00038561i,0.00028189-3.5798e-05i,-0.00040302-0.00018148i,-0.001086-0.00033287i,-0.00081088+5.4519e-05i,-0.00043432+0.00061809i,-0.00023068+0.0010695i,-0.00060414+0.00091992i,-0.0012834-0.00065543i,-0.00077688-0.00098535i,-0.00044241-0.00012617i,-0.0011871-9.7842e-05i
-0.00084052+0.00013288i,-0.00010542-0.00020094i,0.00037191-0.00054427i,0.00093599-0.00055931i,0.0017834-0.00053258i,0.0018678-0.00051471i,0.00097671-0.00033574i,-0.0004972+0.0017107i,-0.00042526+0.0030939i,0.00040122+0.002515i,0.00063499+0.0024828i,0.00049188+0.0029678i,0.00017844+0.0021853i,-0.00022331+0.00051876i,-0.000697-0.0011174i,-0.00034333-0.0016321i,-0.00024555-0.00067091i,-0.00090004+8.7467e-05i,-0.0010354-0.00028159i,-0.00055638-0.00084647i,0.0003196-0.0005379i,0.00037222-0.00042456i,0.00017309-0.00059349i
-0.00093029+0.00026464i,-0.001398+0.00080323i,-0.00095518+0.0016837i,6.4284e-05+0.0017924i,0.00057186+0.0016633i,0.00082792+0.00098205i,0.00010932-0.00018563i,-0.0019276-6.3453e-05i,-0.0029418+0.00062963i,-0.0023467+0.0017513i,-0.0017804+0.0016559i,-0.00082358+0.00034612i,-0.00056879-0.00024693i,-0.00094555-6.2531e-05i,-0.0009497+0.00054656i,-0.00073767+0.00037828i,-0.00071418-0.00056037i,-0.00074956-0.00035496i,-0.0011742+0.0004241i,-0.0011622-0.00019517i,-0.00020566-0.00080859i,-6.7366e-05-0.00054848i,-0.00066885+1.6799e-05i
-0.00088044+0.00036634i,-0.0005181-0.00098347i,0.00032348-0.00026025i,0.0011922+7.0152e-05i,0.0018693-0.0001292i,0.0016868+5.405e-05i,0.0013989+0.00015404i,0.0010041-0.00086291i,-1.4066e-05-0.0017213i,-0.00081-0.0021318i,-0.0011028-0.0021981i,-0.0015335-0.0015844i,-0.00092248-0.0015818i,-2.9032e-05-0.0018656i,1.766e-06-0.0011928i,0.00020091-0.0012298i,0.00015227-0.0011148i,0.00035216-0.00070189i,0.00015474-0.00053279i,-8.294e-05-0.00078277i,0.00040249-0.00072396i,3.3837e-05-2.9644e-05i,-0.00046709-4.0455e-05i
-0.00012027-0.00016825i,-8.254e-05+5.576e-05i,0.00028769-0.0002625i,0.0010097-4.847e-05i,0.0023725+0.00086622i,0.0030974+0.0014868i,0.0019976+0.00033212i,0.0016526-0.0017829i,0.0017418-0.0029469i,0.0016083-0.0026183i,0.0012747-0.0021493i,0.00088625-0.0020698i,0.00070156-0.0010903i,0.00028048-0.00077152i,0.00064369-0.00086549i,0.00047677-0.00079498i,9.9998e-05-0.00014133i,-0.00034589+1.64e-05i,-0.00029815-0.00061812i,-0.0001246-0.00082951i,-0.00029591-0.0008491i,-0.00047933-0.00045692i,-0.0008177+0.00010249i
0.00087938+1.5221e-05i,-0.00057891-0.00015349i,-0.0010682-0.0012207i,-0.00035571-0.0010349i,0.00075807+8.2437e-05i,0.0018877+0.00042653i,0.0020367-0.00041332i,0.002245-0.0004882i,0.00323-0.00026723i,0.0031698-0.0014144i,0.0025317-0.0014952i,0.0026244+0.00018289i,0.0026665+0.00059841i,0.0023036+0.00033433i,0.0014342+0.00045455i,0.00081864+0.00036971i,0.00076394+0.00061021i,0.00045361+0.00093562i,0.00019815+0.00087807i,-0.00020806+0.00028606i,-0.0010697-0.0006739i,-0.00095677-0.00066184i,-0.00045251-0.00017469i
0.0016757+0.00011072i,0.001248-0.00093192i,0.0013372-0.0018693i,0.0013412-0.0015331i,-0.00031828-0.0019964i,-0.0016786-0.0016691i,-0.00073713+0.00038665i,0.00069062+0.001707i,0.0018784+0.0016032i,0.0027338+0.0013169i,0.0025738+0.0019931i,0.0024699+0.0019582i,0.0020121+0.0018047i,0.00091248+0.0013194i,0.00020625+0.00071877i,2.0253e-05+0.00095971i,-0.00029127+0.00044429i,-0.00098966-0.000144i,-0.00096362+0.00027746i,-0.00032874+0.00054885i,-0.00042189-0.00026605i,-0.00052535-0.0017126i,-6.9034e-05-0.0018825i
-0.00071309-0.0023473i,-0.00086941-0.0017981i,-0.0012996-0.0010844i,-0.00022112-0.00042377i,0.0010334+0.00038038i,0.00099878+0.00077872i,0.0007956+0.00078868i,0.0006234+0.001665i,9.3215e-05+0.0030133i,-0.00033541+0.0031589i,6.5135e-05+0.0023341i,6.6541e-05+0.0016056i,-0.00016147+0.0010944i,0.00030419+0.00087992i,0.00012115+0.0010305i,-0.0004316+0.00094421i,-0.00044851+0.0004129i,-0.00022153-2.6126e-05i,0.00013576-0.00025638i,0.00041474-0.00010502i,9.8229e-05+0.00046464i,-0.00021524+0.0002832i,7.0777e-05-0.0004273i
0.0025623-0.00018708i,0.0028002-0.0012499i,0.0033386-0.0017568i,0.0029556-0.0010053i,0.00052232+0.00095242i,-0.00096224+0.00039876i,-0.00066268-0.00019719i,-0.0011127+0.00058118i,-0.0012615+0.00087061i,-0.00075431+0.00083607i,-0.00096447+0.00052182i,-0.0010221+0.00060837i,-0.00098827+0.00050129i,-0.0018088+0.00050585i,-0.0022923+0.00049086i,-0.0013046-0.00012245i,-0.0003181-0.00059136i,-0.00020149+0.00024366i,-0.000113+0.00037421i,0.00033643-0.00039327i,0.00048882-9.6567e-05i,0.00041955+0.00068621i,0.00044656+0.0004832i
-0.0013662+0.0030734i,-0.0016446+0.0033439i,-0.0013183+0.0027688i,0.00068623+0.0027958i,0.0021959+0.0030127i,0.0027326+0.0012932i,0.0017403-0.00085441i,0.00014807-0.0016995i,-0.0018735-0.0014262i,-0.0023199-0.0011168i,-0.0009675-0.001462i,0.00019364-0.0017298i,0.00011157-0.001658i,-0.0010427-0.0012732i,-0.0013507-0.00079536i,-0.00065108-0.0004781i,-1.6108e-05+6.133e-05i,-0.00012855-0.00042193i,-0.0002276-0.001568i,-0.00011822-0.0010578i,0.00026524-0.00012584i,0.00023072+0.00030982i,-0.00048722+0.00046551i
-0.0016979+0.0019143i,0.00014205+0.0014832i,0.00097557+0.00090617i,0.0016973+0.0015775i,0.0018007+0.0019697i,0.0012695+0.0012661i,0.0011368-0.00017455i,0.00093517-0.0018236i,0.00061359-0.0028095i,0.00038774-0.0029475i,0.00063713-0.0029632i,0.0012411-0.0028154i,0.00036993-0.0022046i,-0.00025298-0.00071372i,-0.00016157+0.00017447i,0.00012896-0.00020475i,0.00068852-0.00052453i,0.00094653-0.0010799i,0.0010303-0.00091201i,0.00087787+0.00040853i,0.00053112+0.00076375i,-0.00026945+0.00038384i,-0.00063494+0.00049523i
-0.0026951-0.00048499i,-0.0020358-0.00036028i,-0.0023194+0.00059227i,-0.0016221+0.0021089i,-0.00031933+0.0022428i,0.00012747+0.0012804i,8.5508e-05+0.00041614i,0.0008021-0.00037947i,0.0019709-0.0010509i,0.0022067-0.0018044i,0.0025944-0.0018376i,0.0028974-0.0011622i,0.0024917-0.001147i,0.0016706-0.0018242i,0.0015124-0.001328i,0.001425+3.6364e-05i,0.00051342+0.00038542i,0.00042881-0.00023424i,0.00088036+0.00010004i,0.00065159+0.0003617i,0.00045969+0.00014662i,0.00022146+0.00052497i,0.00063073+0.00075628i
0.00082927-0.0032931i,0.00036247-0.0027012i,-0.0016535-0.0022549i,-0.0016519-0.0016961i,-0.00097341-4.0618e-05i,-0.00024099+0.00069137i,0.00069595+0.00016618i,0.001044+3.6219e-06i,0.002575+0.00047241i,0.0038603+0.0010905i,0.0028655+0.00070173i,0.0021481+0.0003228i,0.0016571+0.00071224i,0.0007311+0.0014373i,0.00023523+0.0011865i,0.00024296+0.00041301i,0.00019717+0.0011361i,0.00011649+0.0018712i,0.00024151+0.0011731i,-0.00012182+2.3296e-05i,-0.00038366-0.00084026i,-0.00039281-0.00060009i,-0.0001203-1.5528e-05i
3.186e-05+0.00095209i,0.0010626+0.00084242i,0.0012485+5.9949e-05i,0.0011145+0.00084067i,0.0023376+0.0015583i,0.0019793+0.0009077i,0.00085278+0.0001629i,0.00042473+0.00043056i,0.0005022+0.0022699i,0.0012084+0.0026805i,0.0010508+0.0020853i,0.00054898+0.0019211i,-3.3521e-05+0.0015377i,-0.00063695+0.0013873i,-0.001111+0.0007377i,-0.00063955+0.00043249i,-0.00039827+0.00039084i,-0.00080371-0.00023261i,-0.00069027-0.00046387i,-0.00075578-0.00023043i,-0.0014617+0.00017478i,-0.00041448+0.00037103i,0.00018439+0.0001208i
-0.00016867+0.00038328i,0.00021452+6.7088e-05i,0.0015975-0.00080923i,0.0023454-0.00036578i,0.0015714+0.00023729i,0.00033791-2.6311e-05i,-0.0001749-0.00018578i,-0.00063568+0.00040578i,-0.00081073+0.0015188i,-0.001523+0.0012412i,-0.0017865+0.00070129i,-0.0016728+0.00070618i,-0.0013783+0.0011181i,-0.0010481+0.00089511i,-0.00081971-6.8731e-05i,-0.0010554+0.00024518i,-0.0018019+0.00080912i,-0.00176+0.00044954i,-0.00065748+0.0003718i,-7.7526e-05+0.0004557i,0.00011119+0.00052451i,0.00060989+0.00023582i,0.0004157-0.0002204i
-0.00057081-0.0014573i,-0.0020602-0.0024767i,-0.0021693-0.0019371i,-0.0020814+0.00042483i,-0.00090678+0.0019729i,0.00011619+0.0017104i,-0.00022438+0.00016579i,-0.00040549-0.00083065i,-0.0011967-0.00081177i,-0.0025142-0.00042563i,-0.0019544-0.00022171i,-0.00095062-0.00015547i,-0.00061768-0.00057319i,-0.00065356-0.00083495i,-0.00061889-0.00094904i,-0.00070477-0.00086922i,-0.00076653-0.00025866i,-0.000625-0.0002271i,-0.0005135-0.00055108i,-0.00062523-0.0005363i,-0.00023152+1.6025e-05i,-0.00020142+1.6567e-05i,-0.0003421-0.00033614i
0.0031996+0.0005932i,0.0025911+0.00026972i,0.0024386-6.4002e-05i,0.0022824+0.00018016i,0.001298-0.00060995i,0.00048697-0.0015741i,0.00083809-0.0012668i,0.00061298-0.00099672i,0.00010823-0.001949i,-7.409e-05-0.0028983i,0.00029161-0.0027789i,0.00096984-0.0015851i,0.00054413-0.0014995i,0.00029522-0.0023689i,0.00049483-0.0020116i,0.00051293-0.0013087i,0.00088135-0.0011476i,-2.7561e-05-0.00092396i,-0.00068541-0.00054796i,-0.00048536-0.00040276i,-0.00043162-0.0001778i,-0.00021799+0.00023592i,7.4503e-07-0.00016275i
0.00094604+0.0018689i,0.0015876+1.3443e-06i,0.002204-0.00088131i,0.0025894-0.00076809i,0.0019794-0.00070872i,0.0010902-0.0011368i,0.00063966-0.00049786i,0.00044675-0.00038216i,0.0011486-0.00076487i,0.0016567-0.0013979i,0.0015927-0.0020167i,0.0014606-0.0015188i,0.0015548-0.0005528i,0.00079402+0.00019599i,0.00022085+0.00044978i,-0.00023095+0.00028465i,-0.00010729-0.00081668i,0.00029953-0.0012466i,-3.5989e-05-0.00069688i,8.1348e-05-0.00087962i,-0.00029414-0.0014153i,-0.00068138-0.00087963i,-0.00029336+7.9597e-06i
-0.0011969+0.00019903i,-0.00066031-0.00016538i,-0.00056101-0.00028872i,0.0010124+1.4104e-06i,0.0017435+0.00099784i,0.0018314+0.0008675i,0.0020707-0.00049511i,0.0026079-0.00051685i,0.0023035+0.00015218i,0.0024622+0.000737i,0.0033708+0.00050544i,0.0028914-0.00031527i,0.0023353-4.774e-05i,0.0019075-0.00014892i,0.0010556-4.9817e-05i,0.00087736-0.00022997i,0.0011054-0.00047266i,0.0003489+0.0003274i,9.0642e-05+0.00082566i,0.00022408+0.00065321i,0.0003879-0.00027215i,0.00051503-0.0011805i,0.00028958-0.0011861i
-0.0022528+0.00032785i,-0.0025538+0.00098115i,-0.0024833+0.0022045i,-0.0011901+0.0025671i,0.00065335+0.0022855i,0.0019542+0.0015986i,0.0016574+0.00064234i,0.0007322+0.00032888i,0.00097257+0.00063715i,0.0015124+0.00065242i,0.0013524+0.00062453i,0.0010032+0.0010172i,0.00085848+0.0011104i,0.00044738+0.0014475i,-9.8314e-05+0.00086126i,-0.00024659-0.00044178i,0.00023494-0.00013475i,0.00048087+0.0010191i,0.00060163+0.001074i,0.00051511+6.9298e-05i,0.00016212-0.00040638i,-0.0001037-0.00097181i,-0.00067379-0.00047006i
0.00041498+0.00050607i,5.9069e-05+0.0002043i,0.0006917-0.00087738i,0.0014737-0.0010164i,0.0013431-0.00046423i,0.00047649+4.4276e-05i,-0.00023523+0.00029001i,-0.00047425+0.0006196i,-0.00045222+0.0013907i,-0.00094712+0.0016093i,-0.0012605+0.0017933i,-0.0011557+0.0016426i,-0.001639+0.0014248i,-0.0017232+0.00068068i,-0.00058973+9.2482e-06i,-0.00014889+0.00022691i,-6.5583e-05+0.00014457i,0.00037733+0.00011675i,0.0004601+0.00058111i,0.00025992+0.00045931i,0.00058419+0.00020869i,0.00072061+7.7529e-05i,0.00034301-0.00036169i
0.0010266+0.0018294i,0.0014179-8.365e-05i,0.0013108-0.0010042i,0.0018284-0.00077041i,0.0028785-0.0003223i,0.0020143-0.00070258i,0.00048208-0.00021483i,-0.00098815+0.00097496i,-0.0018676+0.0013231i,-0.0020226+0.00042176i,-0.0018024-9.3197e-06i,-0.0014398+7.6628e-05i,-0.0019547+6.9134e-05i,-0.0019481-7.511e-05i,-0.0016407-0.00021903i,-0.00192+1.5802e-05i,-0.0007984+0.00073824i,-0.00037221+0.00087418i,-0.00072306+0.00053898i,-4.6036e-05+0.00091603i,0.00033543+0.00071524i,-2.574e-06+6.4041e-05i,-0.00058592-0.00063719i
-0.0018723-0.00054012i,-0.0013622-0.00051026i,-0.00133-0.00061678i,-0.0012316-0.00052938i,-0.00084663+0.00071295i,-0.00079053+0.0019856i,-0.0004067+0.0010431i,0.00018092+0.00037988i,-0.00020751+4.0174e-05i,-0.00069875-0.00094437i,-0.0008796-0.0013357i,-0.0007238-0.0018672i,0.00014111-0.0018514i,0.00015731-0.001072i,-0.00061547-0.0012793i,-0.00074852-0.0014469i,-0.00063302-0.0007048i,-0.00045312-0.00062094i,-0.00042633-0.00073173i,-0.00022617-0.00042842i,-0.0003184-9.2206e-05i,-0.00090616+0.00053857i,-0.0013681+0.00068006i
5.3428e-05+0.0013832i,0.00082931+0.00035297i,0.00026952-0.00057546i,6.0592e-05-0.0006764i,-0.00036974-0.00034888i,0.00031618-6.6735e-05i,0.00090682-0.00068347i,4.338e-05-0.001352i,-7.0001e-06-0.0012093i,0.00069416-0.0022067i,0.0013139-0.003235i,0.0010015-0.0027581i,0.00078946-0.0014127i,0.00092276-3.552e-05i,0.00058351+0.00011762i,-0.00030617-0.00030892i,-8.0769e-05+2.3565e-05i,0.00024993+0.00034708i,-0.00023196-2.1635e-05i,-0.00018874-0.0006909i,-0.00034345-0.0007313i,0.00020958-8.8012e-05i,0.00049027+4.3462e-05i
0.0020808+0.0015131i,0.0023637+0.00063392i,0.0023233+0.00047455i,0.0014505-0.00027861i,0.0014141-0.001197i,0.0011362-0.0010649i,0.00075772-0.0011062i,0.0012135-0.00099369i,0.0017514-0.0010273i,0.0019871-0.0013432i,0.0022615-0.0014116i,0.0019251-0.00076863i,0.0013284+2.6787e-05i,0.001119+0.00019593i,0.0011655+0.00092543i,0.00068338+0.0012212i,0.00013824+0.00016303i,0.00014282-0.00079184i,-0.00021354-0.00029699i,0.00010826+0.00026278i,0.00015164-0.00011666i,-0.00023914+0.00025044i,-0.0001522+0.00081473i
-0.00031647-1.6266e-05i,-0.00036461-0.00033252i,-0.0011714-3.4689e-06i,-0.00094305-0.00027718i,0.00089768-0.00058965i,0.0019818-0.00065053i,0.0016285-0.00076855i,0.0016116-0.00055985i,0.0013264+0.00018001i,0.00087953+0.0007729i,0.0011432-4.3765e-05i,0.0015344-0.00021981i,0.0010793+0.00044605i,0.00054653+0.00097967i,0.00027849+0.0011108i,0.00031052+0.0009313i,0.00046893+3.4415e-05i,0.00048943-0.00057887i,0.00057639-0.00041677i,0.00080961-0.00043465i,0.00030543-0.00040343i,1.1525e-05-0.0011926i,0.00058154-0.0012178i
0.00071889-0.00097523i,0.00062104-0.0014701i,0.0016511-0.0028055i,0.001646-0.0030738i,0.0010964-0.001825i,0.00076396-0.00063788i,0.00068042+7.5885e-05i,0.001169+0.0012227i,0.0013643+0.0017753i,0.0011073+0.0016846i,0.00027229+0.0017692i,1.3002e-05+0.0014011i,-0.00046271+0.0016356i,-0.00064407+0.0016764i,-5.1771e-05+0.00089223i,0.00060134+0.00056046i,0.0010475+0.00070729i,0.00089808+0.00070976i,0.00071411+0.00037071i,-0.00019569+0.00031563i,-0.00098606+0.00029368i,-0.00026294+6.2032e-05i,0.00023324-9.2844e-05i
-0.00041976+0.00032716i,0.0001735-0.0007452i,0.00089479-0.00073077i,0.0012472+0.00035105i,0.0024457+0.00060923i,0.0028054+0.001192i,0.0020506+0.0012198i,0.0014328+0.0008086i,0.00050739+0.0012619i,-0.00059131+0.00162i,-0.00037338+0.0010056i,0.00023464+0.00052872i,-9.0079e-05+0.0008138i,-0.00080858+0.00050924i,-0.0009141+4.0088e-06i,-0.00022734-0.00013687i,-5.4043e-05-2.4107e-05i,0.00038323+0.00010779i,0.00046094+7.1291e-05i,0.00066432-0.00020267i,0.0010581-0.00080107i,0.00067972-0.00068334i,0.0002914-1.4341e-06i
0.00095921+0.0010068i,0.0014064+0.00088154i,0.0011762-8.971e-06i,0.0015721+0.00042902i,0.0013627+0.0012295i,0.00052465-3.8763e-06i,-0.00024618-0.0012994i,-0.00054708-0.0006317i,-0.00028423+0.00057089i,-0.00077347+0.000357i,-0.0010647-0.00020894i,-0.00089633-0.00027407i,-0.00096701-0.00069416i,-0.00089433-0.0012849i,-0.00065061-0.00090815i,-0.00062491-0.00090164i,-0.0003961-0.00076906i,-0.00052498-0.00058162i,-0.00085004-0.0011532i,-0.00043068-0.00050833i,-0.00047259+0.00057391i,-0.00071608+0.00070286i,0.00012991+0.00099607i
0.00033526-0.0015322i,-1.73e-05-0.0015814i,0.0004176-0.00047084i,0.0010603+0.00042322i,0.0010655+0.00085865i,0.0014096+0.0015447i,0.00068916+0.0014686i,4.3346e-05+0.00039563i,0.00066178-0.0002169i,0.00077365-0.0005895i,0.00011519-0.0010708i,0.0003608-0.0013617i,0.00092977-0.0013992i,0.00067366-0.0010524i,9.5861e-05-0.00091808i,-0.00021981-0.0009615i,-0.0004895-0.0005399i,-0.00010547-0.00050812i,0.00047916-0.00084499i,0.00015317-0.00020851i,0.0003361+0.00034739i,0.00010312+0.00086846i,-0.00046322+0.0012001i
-0.00091268+0.00046624i,-0.00028799-0.0013796i,0.00068931-0.0011464i,0.0004961+0.00023575i,0.00054031+0.00017933i,0.00061494-0.00095297i,0.00041518-0.0013309i,0.00030897-0.00045314i,0.00050721+7.8689e-05i,0.0012085-0.0011344i,0.0019721-0.0017674i,0.0013362-0.0017659i,0.0001621-0.00078791i,-0.00020636+0.00085432i,0.00066131+0.00057036i,0.00072276-0.0005484i,0.00053779-0.00081371i,0.00089312-0.0010914i,-6.7574e-05-0.0011198i,-0.00042103-0.00052139i,0.00022814+2.158e-05i,0.00043409+0.00018818i,0.00025993+0.00012984i
-0.00072555-0.00026352i,0.00024411-0.0003755i,0.00034748-8.8075e-05i,8.289e-05-0.00056932i,0.00063689+0.00061006i,0.0005346+0.00090516i,0.0011258-0.00045336i,0.0017533-0.00063014i,0.001493-0.00039771i,0.001368-0.00027325i,0.0017174-5.8615e-05i,0.0014711-7.9266e-05i,0.0007666-0.00048608i,0.00020223-0.00087597i,-0.00017132-0.00074171i,0.00010809-0.00048725i,0.00032696-0.00067275i,0.00011935-0.0010425i,-0.00014888-0.00071942i,-0.00045784-6.4166e-05i,-0.00048694-0.00014344i,-0.00024425-0.00051551i,0.00037542-0.0009052i
-0.00091023+2.2853e-05i,-0.0013411-0.001498i,0.0003715-0.0013429i,0.0012155-0.00036176i,0.001141+0.00014459i,0.0011441+0.00078668i,0.00026413+0.00033499i,-0.00010309-0.00038785i,0.00058595+0.00027133i,0.00077106+0.00029963i,0.00069632+5.8023e-05i,0.00057728+0.00054211i,0.00016511+0.00065143i,9.3602e-05+0.00020362i,-5.1656e-05+0.00028968i,2.8189e-05+0.0012072i,0.00012987+0.00094978i,0.00046139-0.00027603i,0.00052194-0.00062988i,0.0004238-0.00076531i,4.476e-05-0.00071537i,0.00032832-0.00015404i,0.00017525+0.00022503i
-0.00034493-0.00053917i,0.0011712-0.00057546i,0.001471-0.00011092i,0.00092486+0.0013714i,0.00043424+0.0010142i,0.0011807-0.0004053i,0.0018989-0.00076449i,0.00087791-3.5006e-05i,-8.1198e-05+0.0010222i,-0.00011905+0.001575i,-0.00021665+0.0013976i,0.00042497+0.0012596i,0.00094757+0.00032483i,0.00075924+9.1115e-05i,0.00062651+0.00018513i,0.00014145-0.00023234i,-0.00019918-0.00063031i,-0.00028503-0.0005449i,-0.00053912-0.00015304i,-0.00028251-0.00033385i,0.00019623-0.00037972i,0.00024328+3.9637e-05i,-0.0002416+0.0003024i
-0.00058139-0.0010044i,-5.5689e-05-0.0015034i,0.0007289-0.0025384i,0.00075638-0.0014789i,0.00084889+0.00066685i,0.0010545+0.0014247i,0.00021354+0.0011892i,-0.00092758+7.6452e-05i,-0.0010969+4.6467e-05i,-0.00090246+0.00036147i,-0.0010035+0.00053309i,-0.00096708-1.41e-05i,-0.0010134-0.00041221i,-0.0015144-0.0002672i,-0.00072887-6.4125e-05i,-2.2345e-05+0.00032419i,-0.00023183+0.00019967i,3.818e-05-0.00022219i,0.00032266-0.00021714i,0.00020268-2.4836e-05i,0.00071131+3.2699e-05i,0.00035898+0.0001998i,-0.00081242+0.0003487i
0.00073967-5.931e-05i,0.0006143-0.00040312i,0.000872-0.0011342i,0.00093906-0.00079198i,0.00047291+0.00076558i,0.00045837+0.0018627i,0.00076833+0.00086518i,0.00073771-1.9687e-05i,0.00064159-0.00030178i,0.00053481-0.00064821i,-4.4067e-05-0.00018362i,-0.00058868+2.7365e-05i,-0.00037385-0.00053245i,-0.00078624+0.00036669i,-0.00019538+0.00099167i,0.0010035+0.0006557i,0.00092703+0.00064039i,8.6423e-05+0.00032354i,0.00018852+8.8808e-05i,0.00076498-0.0005009i,0.00073426-0.0011028i,0.00092886-0.00050839i,0.00056318+0.00045003i
0.0016449-0.0011437i,0.0013767-0.0006382i,0.00069246-0.0010098i,0.00062401-0.0012049i,0.00022981-0.00018309i,0.00062602+0.00028271i,0.00083052+4.1903e-05i,-0.00029693-5.7046e-05i,0.00031899-0.00077771i,0.0013189-0.0021055i,0.00075382-0.0023825i,0.00028633-0.0015762i,-0.00037296-0.00082431i,-0.0010568-0.0012647i,-0.00048514-0.0012366i,0.00023624-0.00012358i,-0.00045049+6.2578e-05i,-0.00087399-0.00033395i,-0.0006288+0.00015456i,2.2207e-05+0.00019805i,0.00070246-0.00011111i,-0.00029752-7.5439e-05i,-0.0010588-0.00050428i
0.00024829-0.00050566i,0.0012809-0.0012126i,0.0022421-0.0016938i,0.0016069-0.0011669i,0.00047928-0.00059114i,-2.5982e-06-0.00051813i,-9.9832e-05-2.0388e-05i,0.00035114-0.00017647i,0.0011124-0.0003872i,0.0015314+5.005e-05i,0.0014916+0.00022918i,0.0011341+0.00030932i,0.0011051+0.00027514i,0.00064759+0.00025079i,-0.0001336+0.00018623i,0.00029666+0.00049212i,0.00036239+0.00044901i,-0.00044337-0.00029315i,-0.00059446-0.00060678i,-0.00023579-0.00047703i,4.1552e-05-0.00059382i,3.9022e-05-0.00045814i,-0.0002754-0.00065017i
0.0016469-0.00026325i,0.0013565-0.00049085i,0.0019165-0.0011025i,0.0015307-0.0013021i,0.00023978-0.0016211i,-0.00028833-0.0015439i,0.00011735-0.0016798i,0.0016141-0.0017487i,0.0024615-0.00087899i,0.0020425-0.00061803i,0.0015-0.00019335i,0.00061367+0.00010975i,0.000485+0.00063284i,0.00078307+0.0012824i,0.00026002+0.00026276i,-0.00020193-0.00055948i,-0.00017325-0.00026865i,-3.5327e-05-7.6283e-07i,-4.2571e-05-0.00050041i,-0.00019359-0.0006363i,-0.00014642-0.00053721i,-5.3948e-05-0.00063278i,0.0005194-0.00047121i
0.00047137+0.00031571i,0.00090469+0.0015071i,0.0013274+0.0017376i,0.0013745+0.00095388i,0.0014546+0.0010665i,0.0023214+0.00097133i,0.0018032+0.00016326i,0.00044751+0.00025505i,0.0001585+0.0012231i,0.00071891+0.0018315i,0.00049061+0.00092327i,4.5732e-05+0.0004113i,-0.000163-9.3106e-05i,0.00010969-0.00083048i,-4.1865e-05-0.00046402i,-0.00022804-0.00015627i,1.1513e-05-0.00017482i,-0.00010449+0.00014886i,-0.00039852+0.00054796i,-0.00075249+0.00014262i,-0.0004783-5.5216e-05i,6.933e-05+0.00012451i,-0.00017231+0.00053701i
-0.00081391+0.00041473i,-0.0020521+0.00059168i,-0.0017521+9.5504e-06i,0.00038318+0.00030505i,0.0015719+0.0010354i,0.0015029+0.00096062i,0.0011445+0.00060046i,0.00054489+0.00064715i,5.1397e-05+0.0007502i,-0.00029948+0.00081803i,-0.0014107+0.00078463i,-0.0014563+0.00027568i,0.00013161-0.0005303i,0.00018995-0.00054223i,-0.0005769-0.00054474i,-0.00049236-0.0012015i,0.00020581-0.00064638i,0.00048721+0.0003696i,1.7636e-05+9.095e-05i,-0.00034212+0.00032906i,-0.00038488+0.00039525i,0.00017623+1.589e-06i,-0.00072254+6.4292e-05i
0.00077638+0.00037134i,0.0013392-0.00068759i,0.0012163-0.0013682i,0.00054781-0.00096667i,0.00037359-0.00013119i,0.00025031+0.00039365i,-0.00039432-0.00058118i,-0.00107-0.0010478i,-0.00072076-0.0010002i,-7.7303e-05-0.001304i,-0.00010786-0.00067169i,-5.4485e-05+0.00014377i,5.5106e-05+0.00065732i,0.00031028+0.00077129i,0.00094743-0.00018368i,0.00095372-0.001226i,0.00039552-0.0013575i,0.00013286-0.0010097i,-0.00054458-9.5059e-05i,-0.00085799+0.00010272i,-0.00072803-0.00011626i,-0.00078366-0.00041858i,-0.00064361-0.00038919i
0.00044233+0.00069852i,-5.9155e-06+0.0015078i,0.0010055+0.00091703i,0.001902+0.00039476i,0.0014579+0.00031502i,0.001765-4.7144e-06i,0.0012181-0.0001013i,-0.00016617-0.00070826i,2.631e-05-0.0010494i,0.0010017-0.00088687i,0.00094914-0.00045697i,0.000463-0.00042026i,-0.00020435-0.00072229i,-4.4025e-05-1.2076e-05i,0.00047512+0.00068349i,-0.00033469+0.00030127i,-0.00053176+8.4104e-07i,0.00028196-0.00041895i,0.00035751-0.00050318i,0.00045931-0.00018083i,0.00011939-0.00037091i,-0.00010682-0.00067849i,-0.00061737-0.0010802i
0.00032769+0.0015964i,0.0014465-0.00053005i,0.0032073-0.0014186i,0.0030934-0.0010649i,0.0015642-0.00033628i,0.0011157+9.5508e-05i,0.0010192-9.0504e-05i,0.00095686-0.00033796i,0.0017296-0.00056753i,0.0023925-0.00058318i,0.0020634-0.00011887i,0.00096824+0.0003381i,0.00037395+0.00045313i,0.00061889+0.00054568i,0.00042641+0.00079219i,-0.00035227+0.00064359i,-0.00012956+0.00027393i,0.0004801-2.4533e-05i,0.00029649+5.2888e-05i,0.00045505-0.00015382i,0.00073234-0.00067911i,0.00017324-0.00096611i,-0.00031786-0.00086712i
