-0.0024754+0.0012173i,0.00010665+0.0013173i,0.00016769+0.0012527i,0.00082814+0.0010153i,0.00087988+0.0024681i,0.0007319+0.002401i,0.00088805+0.0013343i,0.0010249+0.00063745i,0.00082254+0.00021462i,0.00078755+0.00018884i,0.00042964-0.00019707i,-3.6461e-05-0.00038561i,0.00028189-3.5798e-05i,-0.00040302-0.00018148i,-0.001086-0.00033287i,-0.00081088+5.4519e-05i,-0.00043432+0.00061809i,-0.00023068+0.0010695i,-0.00060414+0.00091992i,-0.0012834-0.00065543i,-0.00077688-0.00098535i,-0.00044241-0.00012617i,-0.0011871-9.7842e-05i
-0.1767+0.24733i,-0.225+0.39931i,-0.26586+0.31334i,-0.37675+0.12548i,-0.40367+0.19241i,-0.18466+0.37385i,0.055274+0.3404i,0.084389+0.20926i,0.024319+0.14842i,0.0097081+0.11368i,0.027769+0.070175i,0.033352+0.031856i,0.019214+0.02321i,0.02674+0.025283i,0.064084+0.0047437i,0.077458-0.036741i,0.029087-0.073314i,-0.032378-0.070708i,-0.04598-0.030078i,-0.028853+0.0056079i,-0.013967+0.013996i,-0.0036946+0.0022806i,3.4785e-05-0.013741i
-0.12913-0.14532i,-0.28697-0.15264i,-0.47843-0.039808i,-0.62161+0.064551i,-0.60258+0.063107i,-0.38087+0.029585i,-0.077398+0.016638i,0.11033-0.0060026i,0.1347-0.024716i,0.096011-0.0088942i,0.06425+0.0080176i,0.041563-0.0034284i,0.020936-0.034809i,-0.0067375-0.046132i,-0.037392-0.014805i,-0.055104+0.033865i,-0.056828+0.07241i,-0.043025+0.090142i,-0.0066861+0.084898i,0.036378+0.061443i,0.049928+0.02932i,0.035102+0.0070669i,0.020759-0.0021612i
0.062202-0.10134i,0.03534-0.020688i,0.091234+0.1377i,0.25188+0.10978i,0.26975-0.11061i,0.097614-0.19691i,-0.022431-0.11241i,-0.0608-0.055702i,-0.094199-0.024913i,-0.10836-0.01495i,-0.11376-0.02698i,-0.091981-0.012279i,-0.03932+0.0052575i,0.0016639+0.0048929i,0.03724-0.018376i,0.07253-0.068374i,0.096657-0.10893i,0.10248-0.11453i,0.062827-0.082357i,0.0016804-0.022098i,-0.019164+0.031246i,-0.0041+0.057875i,0.014554+0.066825i
0.3487-0.23726i,0.55746-0.64876i,0.62039-0.94597i,0.497-0.75035i,0.26864-0.30012i,0.024336-0.053941i,-0.18151-0.0026553i,-0.25147+0.056994i,-0.17942+0.13279i,-0.043749+0.16342i,0.058338+0.12291i,0.074517+0.063736i,0.05466+0.038727i,0.02739+0.02918i,-0.020332+0.047884i,-0.053019+0.10543i,-0.048482+0.14244i,-0.028396+0.12447i,-0.0056405+0.072648i,0.0073232+0.018362i,0.00090456-0.024018i,-0.0078951-0.049756i,-0.011896-0.051815i
-0.0566+0.43145i,-0.21447+0.70576i,-0.5032+0.76227i,-0.70653+0.63272i,-0.5077+0.49242i,-0.036404+0.32123i,0.24579+0.11084i,0.23456-0.012085i,0.16157-0.066171i,0.092706-0.11773i,0.019694-0.11381i,-0.01617-0.063396i,-0.02644-0.01359i,-0.009524+0.029587i,0.047189+0.030633i,0.090736-0.016577i,0.080436-0.039156i,0.044844-0.0087399i,0.020572+0.024847i,0.0028891+0.025767i,-0.018881+0.014468i,-0.033049+0.012589i,-0.036276+0.0056984i
-0.39747+0.1084i,-0.49459+0.17726i,-0.34189+0.24526i,-0.13018+0.16629i,-0.16291-0.085527i,-0.37755-0.19579i,-0.4059-0.060018i,-0.22345+0.046971i,-0.10198+0.046199i,-0.072997+0.067632i,-0.054752+0.084002i,-0.057727+0.059308i,-0.056947+0.026512i,-0.042353-0.010125i,-0.049661-0.017894i,-0.054344+0.010855i,-0.030113+0.013322i,-0.0034158-0.003773i,0.0090551+0.0041847i,0.023024+0.014144i,0.040916+0.0018938i,0.045195-0.01001i,0.03843-0.0060554i
-0.11175-0.23463i,-0.0090319-0.060807i,0.36188+0.10376i,0.57834-0.08643i,0.29824-0.25153i,-0.041086-0.027036i,-0.064273+0.20678i,0.01113+0.19288i,0.062153+0.11274i,0.08543+0.042152i,0.052635+0.0033626i,0.045532+0.019607i,0.08026+0.031426i,0.081959+0.029308i,0.047936+0.034588i,0.012142+0.051308i,-0.007192+0.068073i,-0.0088682+0.050113i,-0.0222+0.012671i,-0.046261+0.0039791i,-0.044523+0.01573i,-0.02271+0.024725i,0.0004049+0.027229i
0.37555-0.49372i,0.2729-0.96955i,-0.12441-1.1906i,-0.27776-0.91274i,-0.012231-0.55008i,0.21937-0.45365i,0.19996-0.41069i,0.12664-0.30693i,0.075267-0.21044i,0.057413-0.13063i,0.069706-0.093303i,0.053511-0.079135i,0.021013-0.049361i,-0.002912-0.02043i,-0.0096199-0.0065335i,0.012474-0.0067069i,0.044563-0.0028535i,0.061587+0.019285i,0.050854+0.031576i,0.017005+0.016071i,-0.019591-0.0067594i,-0.043581-0.023489i,-0.056168-0.026786i
0.62069+0.71143i,0.95547+0.98072i,0.90422+0.96563i,0.44797+0.6779i,0.11099+0.26721i,0.12437-0.031079i,0.20128-0.11232i,0.1083-0.092472i,-0.14208-0.043025i,-0.32615+0.066721i,-0.2905+0.13617i,-0.1783+0.1131i,-0.10703+0.097417i,-0.053199+0.09953i,-0.03836+0.083414i,-0.081574+0.061735i,-0.12397+0.053199i,-0.10733+0.048095i,-0.046869+0.023531i,0.010806-0.014337i,0.042042-0.033895i,0.046691-0.025676i,0.041954-0.015624i
-0.55889+0.20747i,-0.52265+0.24268i,-0.026068+0.089728i,0.47337-0.074405i,0.51019+0.031472i,0.30598+0.3061i,0.19122+0.37177i,0.17069+0.21324i,0.22218+0.050104i,0.28272-0.06739i,0.22161-0.10876i,0.11234-0.06684i,0.0461-0.038235i,-0.014276-0.042456i,-0.06665-0.015424i,-0.070549+0.075486i,-0.03073+0.1701i,0.0036389+0.18568i,0.010837+0.12037i,0.017555+0.041422i,0.045332-0.0059991i,0.065502-0.026163i,0.055406-0.024776i
-0.3209-0.48461i,-0.34845-0.44061i,-0.20963-0.33198i,-0.20837-0.45648i,-0.45872-0.66115i,-0.67222-0.65451i,-0.65035-0.41332i,-0.48055-0.11607i,-0.34185+0.073112i,-0.28897+0.16976i,-0.20403+0.18055i,-0.10572+0.10016i,-0.060882+0.04763i,-0.013995+0.042729i,0.014122+0.010769i,-0.016892-0.036098i,-0.066854-0.064157i,-0.11388-0.062568i,-0.14559-0.015785i,-0.12795+0.052087i,-0.073984+0.085449i,-0.023651+0.071459i,0.011478+0.046651i
0.17203-0.30406i,-0.10512-0.25828i,-0.5216+0.10721i,-0.43756+0.54814i,0.084623+0.54316i,0.3612+0.18447i,0.2938-0.035241i,0.19717-0.038568i,0.17376-0.0076424i,0.15551-0.014964i,0.097498-0.020829i,0.030981+0.015041i,-0.0013854+0.056676i,-0.020748+0.039396i,-0.05835-0.025747i,-0.096219-0.096878i,-0.10819-0.14593i,-0.077212-0.13633i,-0.0078547-0.1022i,0.033216-0.091395i,0.029145-0.066307i,0.01768-0.014911i,0.0047284+0.026343i
0.41118+8.7261i,3.5189+7.5575i,7.5568+6.0623i,8.6774+2.4456i,6.8362-1.2137i,3.3835-2.8741i,0.55951-1.7476i,-0.2973+0.034334i,0.26373+0.81027i,0.95925+0.37392i,0.67035-0.51857i,-0.30612-1.0144i,-1.2146-1.0004i,-1.6782-0.56445i,-1.4745+0.01731i,-0.91262+0.37033i,-0.42784+0.3544i,-0.1367+0.11381i,0.023589-0.11723i,0.099211-0.24199i,0.12557-0.30553i,0.092184-0.28106i,0.06337-0.13301i
-0.53047+0.25925i,-0.51811+0.44181i,-0.26469+0.388i,0.040332+0.17506i,0.29609+0.12413i,0.44749+0.18983i,0.42137+0.1477i,0.29591+0.10398i,0.23987+0.11025i,0.22537+0.081727i,0.15726+0.042801i,0.051165+0.037462i,-0.020271+0.05497i,-0.037654+0.047133i,-0.063033+0.023164i,-0.087214+0.026283i,-0.075143+0.022942i,-0.051953+0.023144i,-0.013456+0.03607i,0.037123+0.016526i,0.076926-0.0081419i,0.099155-0.011815i,0.090137-0.018128i
-0.059425-0.092207i,-0.084126+0.22475i,-0.085424+0.77452i,0.044807+1.0716i,0.2497+0.79972i,0.3114+0.29043i,0.19201+0.014081i,0.099155+0.034639i,0.10801+0.11273i,0.082848+0.12037i,0.046491+0.11708i,0.058105+0.107i,0.070548+0.1011i,0.087872+0.096604i,0.10264+0.043324i,0.077502-0.011447i,0.038706-0.010877i,0.020762+0.016265i,0.010583+0.023675i,-0.0044137+0.008366i,-0.010285+0.0014329i,-0.013097+0.0052259i,-0.015209+0.01434i
0.27384+0.065029i,0.46025+0.034055i,0.57139-0.039662i,0.54004-0.12986i,0.28276-0.13261i,-0.02716+0.043279i,-0.12191+0.21191i,-0.041499+0.19926i,0.098194+0.11315i,0.22818+0.026879i,0.21764-0.049486i,0.093885-0.047213i,0.00054171-0.0010517i,-0.053321+0.014787i,-0.10942+0.022317i,-0.1435+0.060711i,-0.10964+0.11469i,-0.027143+0.12212i,0.018605+0.049738i,0.012532-0.032955i,0.0093188-0.077266i,0.0051299-0.085966i,-0.015283-0.043444i
-0.15254+0.052607i,-0.30581+0.014577i,-0.34102-0.13242i,-0.33173-0.25285i,-0.32074-0.19226i,-0.25773-0.073633i,-0.14174+0.0035926i,-0.046803+0.02825i,-0.011803+0.0060282i,-0.02136-0.044868i,-0.066393-0.080911i,-0.10779-0.051692i,-0.088355-0.0010747i,-0.052744+0.01769i,-0.050141+0.044012i,-0.051031+0.08455i,-0.043303+0.088212i,-0.05302+0.053221i,-0.079081+0.027798i,-0.084894+0.016105i,-0.0697+0.0015781i,-0.052158+0.0057892i,-0.020661+0.023984i
0.025388-0.28874i,0.14055-0.37362i,0.26892-0.22184i,0.25014+0.011627i,0.039818+0.052082i,-0.1872-0.026849i,-0.26953-0.055399i,-0.20454-0.012369i,-0.095102+0.05763i,-0.019809+0.12627i,0.02974+0.1532i,0.071354+0.12956i,0.091881+0.10047i,0.088249+0.087915i,0.082763+0.085521i,0.083016+0.070751i,0.057272+0.01812i,-0.00042204-0.030128i,-0.041811-0.0084026i,-0.035368+0.049465i,-0.0040781+0.062358i,0.019839+0.032831i,0.029208+0.0031752i
0.27104+0.17577i,0.34457+0.24443i,0.37641+0.2094i,0.40648+0.0044957i,0.36896-0.18724i,0.27651-0.22482i,0.1791-0.18946i,0.10512-0.1294i,0.093828-0.077848i,0.090788-0.069529i,0.075077-0.050331i,0.087782-0.036804i,0.088075-0.04415i,0.072668-0.014859i,0.085733+0.018141i,0.10624+0.010786i,0.10474+0.0082048i,0.096347+0.021165i,0.089061+0.0094359i,0.059498-0.022357i,0.012562-0.036562i,-0.022254-0.027372i,-0.030192-0.0097716i
-0.076777+0.17888i,-0.054719-0.011219i,-0.16376-0.40771i,-0.34589-0.52814i,-0.25118-0.26687i,0.03853-0.032278i,0.16078+0.0057386i,0.13953-0.042455i,0.099407-0.10606i,0.056214-0.12465i,0.037257-0.10603i,0.015854-0.10973i,-0.017945-0.11875i,-0.025995-0.12596i,-0.019048-0.13562i,-0.011326-0.12784i,0.0031398-0.098667i,0.014355-0.07077i,0.01149-0.064016i,-0.0047711-0.066841i,-0.021989-0.062178i,-0.025353-0.047317i,-0.015505-0.0281i
-0.33047+0.0035644i,-0.38372+0.31057i,-0.13389+0.58876i,0.22397+0.44234i,0.32684+0.031535i,0.15754-0.19384i,0.048599-0.17506i,0.057491-0.13863i,0.039092-0.16219i,-0.016353-0.1774i,-0.055832-0.14419i,-0.061355-0.076261i,-0.040803-0.017823i,-0.018748+0.003633i,-0.020559+0.0030346i,-0.037835-0.0061222i,-0.040381-0.026805i,-0.028183-0.045599i,-0.025989-0.034152i,-0.029809+0.0010216i,-0.02492+0.029506i,-0.0074728+0.038214i,0.013263+0.020536i
0.34153-0.50282i,0.34111-0.99544i,0.12727-1.1837i,-0.088161-0.79877i,-0.099246-0.23012i,0.060155+0.020024i,0.14406+0.0089194i,0.12333-0.0055195i,0.10424+0.0087512i,0.092184+0.030884i,0.07719+0.061637i,0.064182+0.070313i,0.047851+0.05228i,0.018275+0.032845i,-0.024222+0.035255i,-0.056248+0.075731i,-0.046893+0.12075i,-0.010269+0.12525i,0.025905+0.099841i,0.052995+0.070958i,0.05756+0.044805i,0.043173+0.021746i,0.025831+0.0089593i
0.20752+0.3699i,0.28445+0.4457i,0.1923+0.30721i,0.0096848+0.047144i,-0.079474-0.14323i,-0.07297-0.17133i,-0.034263-0.12179i,0.019322-0.098642i,0.053396-0.098589i,0.060922-0.080874i,0.07113-0.042369i,0.094984-0.0079058i,0.10015-0.00079295i,0.079974+0.0068771i,0.098722+0.03674i,0.15154+0.040667i,0.14924+0.017463i,0.095722+0.0041131i,0.046143-0.0084549i,0.0051914-0.028961i,-0.026348-0.043615i,-0.042585-0.041534i,-0.040162-0.026883i
-0.28469+0.059995i,-0.18047+0.10646i,0.14483+0.141i,0.43114+0.18171i,0.51762+0.16681i,0.43863+0.067258i,0.26945-0.043807i,0.10138-0.09851i,-1.7256e-05-0.096916i,-0.035719-0.076574i,-0.050185-0.075691i,-0.06366-0.096938i,-0.063749-0.10768i,-0.061299-0.10907i,-0.084322-0.1116i,-0.11168-0.091636i,-0.099064-0.042399i,-0.050197+0.00072252i,0.0028705+0.012987i,0.035805+0.0088334i,0.04008+0.0038809i,0.02728-0.0027845i,0.012562-0.012009i
-0.081579-0.32342i,-0.20084-0.4034i,-0.27963-0.40061i,-0.27786-0.3858i,-0.22902-0.2958i,-0.18668-0.1347i,-0.14347-0.01692i,-0.07541+0.038542i,-0.013499+0.037064i,0.00094956-0.00063181i,9.3669e-05-0.016496i,0.0062379-0.013182i,0.0028615-0.0006632i,0.013974+0.027085i,0.054472+0.042677i,0.095999+0.019861i,0.11095-0.033625i,0.083632-0.077786i,0.022762-0.073773i,-0.02453-0.034189i,-0.032735-0.00030215i,-0.022225+0.015106i,-0.013046+0.024316i
0.27355+0.095319i,0.24663+0.13789i,0.05476+0.25225i,-0.076801+0.35459i,-0.082141+0.26665i,-0.074329+0.039833i,-0.086441-0.068147i,-0.042879-0.024547i,0.031115+0.024827i,0.051885+0.026222i,0.020566+0.023659i,-0.011961+0.042866i,-0.016012+0.051054i,-0.015648+0.032843i,-0.038928+0.0026025i,-0.071325-0.024366i,-0.083774-0.037333i,-0.069472-0.025013i,-0.04056+0.0014372i,-0.014675+0.017728i,-0.0016009+0.02265i,0.0015826+0.022306i,-0.0001845+0.022409i
-0.18832+0.1926i,-0.19688+0.11619i,-0.10857-0.14562i,-0.02376-0.30304i,0.0040411-0.14959i,0.047954+0.13711i,0.077531+0.23909i,0.013345+0.14482i,-0.039482+0.070571i,0.015088+0.046209i,0.063256+0.0028653i,0.043312-0.025104i,0.017322-0.02539i,0.007739-0.024939i,0.0048812-0.013551i,-0.0029899+0.0066545i,-0.026639+0.020176i,-0.044415+0.018315i,-0.041927+4.3309e-05i,-0.034377-0.022745i,-0.026087-0.034936i,-0.010297-0.034972i,0.0099278-0.036141i
-0.066526-0.12769i,0.015518-0.048099i,0.14936+0.099586i,0.17055+0.16156i,0.10182+0.077576i,0.031947-0.090912i,-0.025542-0.19347i,-0.036206-0.13703i,-0.0033907-0.065568i,-0.019832-0.052973i,-0.03495-0.029103i,0.0053376-0.015501i,0.029625-0.018014i,0.029652-0.007443i,0.038712-0.0017573i,0.051961-0.0020475i,0.052231+0.0063606i,0.034221+0.024079i,0.015853+0.042038i,0.0067795+0.049652i,0.002253+0.046057i,-0.0020562+0.043048i,-0.0018856+0.039698i
0.092889-0.1025i,-0.10604-0.083323i,-0.37712+0.098186i,-0.38617+0.25228i,-0.18354+0.16617i,-0.079747+0.0079361i,-0.075934-0.0096857i,-0.05719+0.014584i,-0.048544+0.0053876i,-0.057603+0.014647i,-0.053294+0.039925i,-0.042303+0.040491i,-0.04414+0.021078i,-0.056356+0.013525i,-0.069283+0.012805i,-0.074138+0.020779i,-0.048728+0.042869i,-0.0019862+0.051924i,0.022746+0.029567i,0.013837-0.0055106i,-0.0085633-0.024859i,-0.026807-0.027498i,-0.037653-0.019326i
0.19671+0.26465i,0.50842+0.2405i,0.72681-0.033482i,0.54511-0.30557i,0.13572-0.24779i,-0.082661-0.0052223i,-0.070171+0.09946i,-0.032037+0.047522i,-0.058766-0.00059501i,-0.071101+0.013235i,-0.046451+0.023827i,-0.038573+0.022536i,-0.033451+0.036731i,-0.0089382+0.037601i,0.011086+0.023041i,0.014448+0.0079292i,0.0026801-0.0091574i,-0.017805-0.014006i,-0.023759-0.00054894i,-0.0031093+0.016951i,0.024509+0.021951i,0.037743+0.016954i,0.032832+0.012863i
-0.42154-0.070677i,-0.74951+0.023886i,-0.83912+0.23352i,-0.5207+0.35642i,-0.10354+0.2452i,0.05557+0.073787i,0.042552+0.040343i,0.061268+0.078467i,0.11309+0.058616i,0.12214-8.4535e-05i,0.092189-0.024047i,0.07291-0.015121i,0.069932-0.010741i,0.056489-0.0020633i,0.040214+0.02302i,0.040251+0.036088i,0.049805+0.023505i,0.058752+0.0024809i,0.054286-0.012579i,0.031723-0.017303i,0.0089555-0.0052425i,0.0012132+0.013113i,0.0070794+0.019697i
0.25727-0.21079i,0.42511-0.30939i,0.47679-0.29271i,0.31512-0.17625i,0.060213-0.01841i,-0.051863+0.12785i,0.0017242+0.13346i,0.043902+0.022341i,0.036065-0.050687i,0.016566-0.067653i,-0.013833-0.067673i,-0.03564-0.050088i,-0.034701-0.030659i,-0.021521-0.035336i,-0.021833-0.06292i,-0.052975-0.083334i,-0.093053-0.079514i,-0.11158-0.061351i,-0.098501-0.033536i,-0.059601-0.0087965i,-0.018862-0.010291i,0.00026758-0.021908i,0.0071289-0.016581i
0.11893+0.18052i,0.15669+0.11897i,0.081982-0.092469i,0.029173-0.24168i,0.15003-0.30071i,0.27974-0.39816i,0.217-0.40605i,0.066301-0.24101i,-0.01349-0.06773i,-0.018469+0.011339i,0.00067857+0.032226i,0.017785+0.032208i,0.02083+0.022806i,0.015376+0.023331i,0.02701+0.047989i,0.059277+0.078221i,0.081433+0.092909i,0.073141+0.082892i,0.047875+0.050792i,0.024495+0.018116i,0.0051218-0.0035453i,-0.011426-0.014557i,-0.023718-0.019008i
-0.28603+0.16516i,-0.33457+0.39356i,-0.1749+0.52204i,-0.0012984+0.38321i,-0.012462+0.17592i,-0.10631+0.11733i,-0.13193+0.12753i,-0.074431+0.099397i,-0.024894+0.053786i,-0.022312+0.030181i,-0.020206+0.020119i,-0.016494-0.0076971i,-0.028944-0.034666i,-0.036567-0.047098i,-0.038746-0.066832i,-0.039438-0.084627i,-0.023798-0.087898i,0.00070318-0.073683i,0.0095182-0.043669i,0.0025385-0.0090683i,-0.0041031+0.020248i,-0.0003541+0.033067i,0.010281+0.02974i
0.13312-0.36079i,0.20176-0.61361i,0.22485-0.65656i,0.16336-0.40844i,0.062218-0.089852i,0.015362+0.053768i,0.015809+0.025943i,0.015996-0.027239i,0.021859-0.039319i,0.043897-0.015444i,0.064568+0.010159i,0.068572+0.023472i,0.059456+0.035504i,0.04286+0.046783i,0.022091+0.062456i,0.0071945+0.08086i,0.00063603+0.082165i,-0.0076521+0.059709i,-0.014522+0.027744i,-0.015472-0.0016297i,-0.01481-0.021089i,-0.012181-0.026711i,-0.0077205-0.024843i
0.10535+0.20354i,0.0018386+0.31305i,-0.27402+0.3422i,-0.40081+0.2371i,-0.21433+0.054741i,0.019231-0.045116i,0.09707-0.016768i,0.052868+0.04118i,0.022004+0.048275i,0.027811-0.014159i,0.0060265-0.066367i,-0.014793-0.05892i,-0.012034-0.043346i,-0.00771-0.031427i,0.014235-0.016737i,0.04918-0.021399i,0.070399-0.033715i,0.069925-0.03432i,0.046205-0.024152i,0.016342-0.0034985i,0.0042023+0.020115i,0.0033939+0.027235i,-0.0048871+0.018383i
-0.026137+0.00031675i,0.18897-0.13702i,0.489-0.37251i,0.53792-0.42418i,0.29101-0.23528i,0.0080291-0.069558i,-0.12784-0.03789i,-0.095188-0.062886i,-0.051123-0.080319i,-0.073071-0.039084i,-0.077124+0.014399i,-0.056003+0.019889i,-0.037872+0.010218i,-0.025356+0.0018254i,-0.043032-0.011808i,-0.087514-0.014878i,-0.12078-0.0081248i,-0.11459+0.0021317i,-0.068491+0.011524i,-0.017441+0.0007009i,0.0019115-0.026355i,-0.00024803-0.035418i,0.0053333-0.023764i
-0.18225-0.11324i,-0.42018+0.013725i,-0.55933+0.26068i,-0.45793+0.3407i,-0.23103+0.19912i,-0.033562+0.048512i,0.074722-0.0075062i,0.08918-0.01983i,0.059887-0.027209i,0.048088-0.032278i,0.06044-0.037289i,0.062207-0.049221i,0.04069-0.050545i,0.034355-0.029353i,0.068834-0.0084678i,0.11178-0.0048944i,0.12028-0.0081102i,0.094262-0.0066569i,0.057966-0.0019401i,0.026776+0.0060484i,0.0049263+0.01439i,-0.014095+0.017001i,-0.029951+0.019004i
0.21049-0.036319i,0.27474-0.13339i,0.21747-0.1591i,0.13028-0.082446i,0.069745-0.021796i,0.00018813-0.0051483i,-0.054545+0.012826i,-0.059268+0.028918i,-0.041417+0.041112i,-0.03323+0.043538i,-0.05133+0.04506i,-0.070459+0.059177i,-0.065393+0.058853i,-0.058661+0.034589i,-0.075867+0.0083855i,-0.098576-0.004578i,-0.091483-0.01132i,-0.057998-0.017677i,-0.027826-0.020857i,-0.0083961-0.019696i,0.0096278-0.014123i,0.028174-0.0066371i,0.035304-0.0036394i
-0.10166+0.19187i,-0.062635+0.21411i,-0.02362+0.063072i,-0.033446-0.093598i,-0.028258-0.11084i,-0.012077-0.055642i,-0.016649-0.011743i,-0.016107+0.0035304i,0.0054356-0.0042051i,0.035194-0.019886i,0.05671-0.040488i,0.064392-0.049057i,0.064962-0.038362i,0.065161-0.030153i,0.06427-0.026344i,0.050064-0.016965i,0.016363+0.0042724i,-0.015254+0.027781i,-0.025591+0.038253i,-0.024971+0.038303i,-0.022302+0.034878i,-0.014693+0.028022i,-0.0046864+0.017306i
-0.19266-0.053946i,-0.3082+0.14508i,-0.21833+0.41849i,0.024841+0.46195i,0.18511+0.28516i,0.20835+0.11353i,0.15795+0.016921i,0.072023-0.013148i,0.015357-0.02428i,-0.017228-0.043958i,-0.042434-0.031298i,-0.042401-0.0045572i,-0.038638+0.0042768i,-0.048937+0.015151i,-0.055877+0.026004i,-0.040656+0.025895i,-0.0075236+0.016868i,0.013754+0.0054469i,0.0049725-0.0011197i,-0.0086051-0.0038889i,-0.0054925-0.0055215i,0.003891-0.0070274i,0.009891-0.0069225i
0.23845-0.21371i,0.26836-0.49069i,0.12808-0.62861i,-0.057144-0.47574i,-0.17397-0.25389i,-0.2269-0.15904i,-0.21573-0.11217i,-0.12492-0.052139i,-0.028383+0.0018302i,0.022087+0.034548i,0.036065+0.040508i,0.032718+0.036007i,0.029483+0.0283i,0.026503+0.015577i,0.022429+0.011059i,0.014667+0.018657i,0.0078879+0.025376i,0.011337+0.021673i,0.020356+0.0113i,0.022759-5.9066e-05i,0.01131-0.0091177i,-0.0026068-0.0083665i,-0.007399-0.0023732i
0.059733+0.38456i,0.24701+0.604i,0.36353+0.54948i,0.27295+0.27181i,0.16215+0.093636i,0.17963+0.082917i,0.21878+0.087489i,0.18492+0.051186i,0.10781+0.013734i,0.047163+0.0076464i,0.033031+0.00047435i,0.0304-0.024496i,0.012831-0.033926i,0.0014294-0.026871i,0.0010112-0.025318i,6.8121e-05-0.030647i,-0.0073137-0.031623i,-0.01286-0.024278i,-0.0061927-0.017038i,0.0075295-0.014543i,0.015889-0.014542i,0.0094776-0.012982i,0.00021264-0.00783i
-0.29949-0.1782i,-0.46651-0.17625i,-0.38073-0.070955i,-0.092105+0.032058i,0.069568+0.057402i,0.0037218+0.040709i,-0.091381+0.017305i,-0.10884-0.005393i,-0.08584-0.019651i,-0.064841-0.015804i,-0.05151+0.013983i,-0.033034+0.042845i,-0.015976+0.045189i,-0.007778+0.042045i,0.00039967+0.050552i,0.019576+0.048635i,0.03386+0.02066i,0.020346-0.0076055i,-0.013187-0.012548i,-0.039494-0.0016852i,-0.04095+0.006847i,-0.024213+0.0047311i,-0.0092893-0.00073541i
0.27317-0.2049i,0.28166-0.41038i,0.026651-0.42652i,-0.28288-0.182i,-0.33581+0.054161i,-0.1676+0.10371i,-0.028195+0.059759i,0.0041084+0.04529i,0.016561+0.055012i,0.036126+0.022355i,0.026788-0.029304i,0.013326-0.047718i,0.021328-0.051529i,0.024524-0.067139i,0.01102-0.086942i,-0.014679-0.083502i,-0.031662-0.048553i,-0.023578-0.014788i,-0.000214-0.0049895i,0.019034-0.0078136i,0.022924-0.0066093i,0.018028+0.001178i,0.0089774+0.0078805i
0.016395+0.31005i,0.15401+0.41767i,0.30468+0.24553i,0.33588-0.10788i,0.23-0.31237i,0.08338-0.27333i,-0.0029085-0.14453i,-0.009908-0.065169i,-0.015624-0.04202i,-0.029397+0.00053496i,-0.0074289+0.040727i,0.013072+0.039743i,0.0075761+0.032941i,0.0014596+0.043909i,0.0019443+0.064847i,0.0096242+0.074305i,0.015744+0.062546i,0.013116+0.04473i,0.0035341+0.034232i,-0.010545+0.030331i,-0.023759+0.023917i,-0.03214+0.014915i,-0.026142+0.008986i
-0.31915-0.18179i,-0.53395-0.17211i,-0.51942-0.00061577i,-0.28164+0.22166i,-0.067369+0.32033i,0.026031+0.26713i,0.034166+0.14616i,0.012462+0.047255i,0.015932-0.0014535i,0.028594-0.034815i,0.011083-0.054692i,-0.01965-0.047479i,-0.037205-0.026824i,-0.033689-0.018696i,-0.016911-0.034409i,-0.003246-0.056266i,0.0077214-0.067862i,0.016862-0.065025i,0.020118-0.051138i,0.021971-0.036402i,0.024022-0.02289i,0.026514-0.011066i,0.024504-0.0027513i
0.29917-0.12981i,0.42682-0.23933i,0.33831-0.26345i,0.12265-0.21087i,0.016254-0.1839i,0.039633-0.20294i,0.094114-0.18715i,0.10875-0.10902i,0.077149-0.028427i,0.042583+0.0086405i,0.024816+0.011698i,0.018727+0.0051197i,0.017581-0.0042404i,0.011054-0.0061564i,-0.0045181+0.0081206i,-0.02094+0.034146i,-0.025692+0.05556i,-0.019321+0.050587i,-0.0099434+0.027601i,-0.0013676+0.010279i,0.0015417+0.0035109i,-0.00069412+0.0005851i,-0.0060654-0.0015035i
-0.03742+0.32287i,-0.0054193+0.47005i,0.044706+0.37405i,0.062902+0.10247i,0.0041371-0.086424i,-0.10806-0.073832i,-0.15932+0.020443i,-0.11779+0.024392i,-0.083673-0.029875i,-0.082333-0.032178i,-0.064515-0.00022483i,-0.035797+0.020305i,-0.014083+0.029363i,0.0058002+0.030162i,0.028641+0.022172i,0.045358+0.0006141i,0.03712-0.019399i,0.015427-0.01204i,0.0024885+0.010624i,-0.00036343+0.023274i,0.0012541+0.022558i,0.0042836+0.014911i,0.0083318+0.0037077i
-0.22114-0.16118i,-0.3279-0.18075i,-0.24168-0.071985i,0.00070241+0.10685i,0.21999+0.21195i,0.29784+0.1555i,0.19798+0.029248i,0.039402+0.00097578i,-0.0091006+0.027836i,-0.00016489-0.0025207i,-0.020563-0.031998i,-0.033933-0.026113i,-0.032271-0.022021i,-0.039712-0.021335i,-0.058093-0.019984i,-0.072846-0.012892i,-0.068553-0.0024058i,-0.049557-0.0015891i,-0.032132-0.0099034i,-0.021623-0.018382i,-0.011779-0.024549i,-0.0029742-0.029372i,-0.00060287-0.023191i
