-0.0048428+0.00067165i,-0.0053332+0.0010465i,-0.0065103+0.0026415i,-0.0052909+0.0033206i,-0.0030834+0.0030141i,-0.0016844+0.0027009i,-0.0010493+0.0024896i,-0.0007317+0.002511i,-0.00080794+0.0017973i,-0.00032834+0.0013837i,0.00049118+0.00064793i,0.00064149-0.00032247i,0.0005541+0.00020333i,0.00030163+0.0013399i,-0.00044464+0.0016879i,-0.00039288+0.0010243i,0.00016852+0.0010266i,0.0004705+0.00083976i,0.00035789+0.0007437i,-0.00022048+0.00076249i,3.3429e-05+0.00036505i,0.00066091+0.00024086i,0.00031991+0.00034309i
-0.0030055-0.0022828i,-0.011819-0.0089364i,-0.031049-0.014506i,-0.055344-0.0059799i,-0.066226+0.0097193i,-0.048246+0.0036058i,-0.020261-0.018751i,-0.014961-0.032744i,-0.026051-0.025738i,-0.026155-0.0047696i,-0.01123+0.0098178i,0.00089564+0.0099506i,0.0010365+0.0051372i,-0.0016472+0.00059985i,-0.002691-0.0043997i,-0.004646-0.0072556i,-0.0045768-0.0071205i,-0.0018925-0.0047986i,-0.00084265-0.00034842i,-0.0013567+0.0034613i,-0.0007199+0.0039068i,-0.00015441+0.00029549i,-0.0011119-0.0022758i
0.0024604-0.0060448i,0.0052867-0.016642i,0.0034646-0.025231i,-0.0173-0.013466i,-0.048245+0.011968i,-0.052417+0.020169i,-0.030174+0.003905i,-0.014873-0.0079961i,-0.011535-0.0062824i,-0.010233+0.00025528i,-0.0063328+0.0032751i,-0.0021736+0.00050821i,0.00013606-0.0045403i,0.0028279-0.0083511i,0.0036384-0.0097481i,0.0041625-0.0096735i,0.0068227-0.011389i,0.00713-0.013366i,0.0035127-0.014153i,-0.0017267-0.012256i,-0.0041671-0.0074453i,-0.0035237-0.0041762i,-0.0035937-0.0027511i
0.0034751+0.00076866i,0.015867-0.0021867i,0.031616-0.0058416i,0.034594-0.0076744i,0.023984-0.0010654i,0.0087787+0.014046i,0.00072962+0.025318i,0.0090741+0.022613i,0.018122+0.011684i,0.013848-0.00011378i,0.0024949-0.0061782i,-0.0033538-0.0084264i,-0.0018527-0.011608i,0.0015302-0.011258i,0.0036326-0.0046525i,0.0061876+0.00056051i,0.0078809+0.0005449i,0.0062147-0.0037783i,0.0041815-0.011758i,0.0017455-0.014708i,-0.0010057-0.0081977i,-0.00020708-0.00092577i,0.0019545+0.00072645i
0.0068313+0.0088112i,0.013868+0.013837i,0.027706+0.012934i,0.040826-0.016329i,0.045537-0.055185i,0.035194-0.047226i,0.019605-0.0055201i,0.019159+0.014748i,0.026649+0.0082488i,0.020311-0.0050912i,0.0059199-0.010552i,-0.001216-0.010773i,-0.00063068-0.01236i,-0.0005017-0.0085453i,-0.0013962+0.00082354i,0.00096047+0.0076586i,0.0020056+0.010546i,0.00054455+0.010355i,0.00017663+0.0065404i,0.00089711+0.00042878i,0.0016445-0.0012i,0.0029951+0.0019549i,0.0040932+0.0036618i
-0.0033666+0.0046957i,-0.0096097+0.0128i,-0.016105+0.011395i,-0.015734-0.020154i,-0.013201-0.066462i,-0.015504-0.076878i,-0.016963-0.042664i,-0.008162-0.0090661i,0.001941-0.0020757i,0.0025458-0.0040712i,0.00067486-0.0031805i,0.0024-0.0038624i,0.0031161-0.0037853i,-0.00013416+0.0027518i,-0.0030948+0.0088163i,-0.0045884+0.012321i,-0.0063259+0.01599i,-0.0067135+0.019167i,-0.0028909+0.019281i,0.0027654+0.011933i,0.0036927+0.0036898i,0.0023843+0.0026713i,0.0037044+0.0037637i
-0.0055851-0.00087626i,-0.016804-0.00079365i,-0.029569-0.00081034i,-0.036085-0.00089589i,-0.038271-0.0069531i,-0.044124-0.020962i,-0.041202-0.024215i,-0.031758-0.013438i,-0.023508-0.0012252i,-0.012181+0.0050606i,-0.0011779+0.0057957i,0.005188+0.0055359i,0.0050209+0.0085412i,0.0012101+0.01005i,-0.00078185+0.004551i,-0.0055139-0.0011061i,-0.011796-0.001193i,-0.012562+0.0029057i,-0.0089552+0.0091591i,-0.0045059+0.011229i,-0.0021947+0.0057686i,-0.0031939+0.0012714i,-0.0037553+0.0011096i
-0.0003124-0.0038637i,-0.0025943-0.01229i,0.002426-0.0056017i,0.017068+0.030124i,0.025208+0.074177i,0.022924+0.070946i,0.0087582+0.026203i,-0.013204+0.0043941i,-0.018748+0.0081964i,-0.0076903+0.0095162i,0.0013997+0.008033i,0.0029964+0.013089i,0.0017064+0.016982i,0.0004899+0.0093601i,-0.0021069-0.0028095i,-0.0073557-0.010659i,-0.011475-0.013302i,-0.01149-0.013065i,-0.01051-0.0095543i,-0.0074253-0.0032294i,-0.0034834-0.0012714i,-0.0043809-0.0032182i,-0.0083363-0.0019079i
0.004628-0.0064414i,0.012006-0.010617i,0.025586-0.0067692i,0.052709+0.027193i,0.090902+0.07228i,0.10346+0.076013i,0.0689+0.041071i,0.027082+0.014092i,0.0094291+0.0056064i,0.0081005+0.00097079i,0.0058006+0.0015424i,0.0005914+0.0097825i,-0.0021393+0.01129i,-0.002304+0.0010888i,-0.0037286-0.0078255i,-0.0055342-0.011638i,-0.0047968-0.014084i,-0.0035474-0.016643i,-0.0051704-0.016322i,-0.006687-0.0091226i,-0.0054377-0.00048082i,-0.0041764+0.0029653i,-0.0047008+0.0033578i
0.0075737+0.002409i,0.013897+0.0038068i,0.023951+0.0022526i,0.032697-0.0060912i,0.045763-0.019117i,0.055428-0.014169i,0.045967-5.5285e-05i,0.026824-0.0023578i,0.016284-0.010336i,0.010328-0.010981i,0.0030964-0.0054002i,-0.0036359-0.0022062i,-0.0060515-0.0045718i,-0.0040655-0.0071753i,-0.0016408-0.00458i,0.0040472+0.00013468i,0.011432+0.0010929i,0.012166-0.0041176i,0.0054845-0.011057i,-0.00061895-0.0093841i,0.00029815-0.00078721i,0.0035185+0.0035998i,0.0036537+0.0022907i
0.0016911+0.00095762i,-0.002703+0.0040165i,-0.017522+0.0013202i,-0.058709-0.021588i,-0.10725-0.051606i,-0.11113-0.056263i,-0.069176-0.033784i,-0.023287-0.019371i,-0.0045284-0.019942i,-0.0070739-0.011806i,-0.0092547-0.005153i,-0.0096693-0.011241i,-0.010396-0.016123i,-0.0055792-0.0098739i,0.0021768+0.0020698i,0.0089294+0.009673i,0.012597+0.011179i,0.013404+0.0093162i,0.013418+0.0059139i,0.009177+0.0018956i,0.0041867+0.0011224i,0.0050411+0.0017518i,0.0064656-0.00095373i
-0.002431+0.0050252i,-0.0070507+0.0087741i,-0.035782+0.012307i,-0.095368+0.0081533i,-0.15874-0.0019773i,-0.17778+0.00094356i,-0.12257+0.0063799i,-0.051685-0.0050348i,-0.024575-0.010816i,-0.020539+0.00019147i,-0.014124+0.0037149i,-0.007492-0.0081567i,-0.0052592-0.013212i,-0.0031158-0.0040507i,0.0022565+0.0046346i,0.0054724+0.0084624i,0.0046742+0.011037i,0.0034656+0.01339i,0.003815+0.012532i,0.0023885+0.0050834i,-0.0010645-0.002601i,-0.0023976-0.0047368i,-0.0017998-0.0046041i
-0.0036249+0.0049174i,-0.0094659+0.0059331i,-0.010112+0.0048538i,-0.010501+0.012902i,-0.021761+0.038746i,-0.024874+0.051014i,-0.013942+0.029541i,-0.011489+0.011282i,-0.014322+0.0083734i,-0.011781+0.0073482i,-0.0032512+0.0045904i,0.0055693+0.000119i,0.0071573-0.0011806i,0.0029756+0.00075751i,-0.0030458+0.00065401i,-0.011308+0.0005844i,-0.017667+0.0037254i,-0.014717+0.0086654i,-0.0039658+0.0094899i,0.0039803+0.0042625i,0.0026945-0.00025723i,-0.0020926-0.0005674i,-0.0040369-0.00094559i
-0.0044121-0.0057067i,-0.0026327-0.012387i,0.023475-0.019328i,0.086043-0.02262i,0.16036-0.021593i,0.17214-0.021924i,0.10788-0.016565i,0.044703+0.0014203i,0.017096+0.011535i,0.010284+0.0040678i,0.011686-0.00010832i,0.017852+0.0057168i,0.019596+0.0073758i,0.0095678+0.001894i,-0.0051506-0.0026957i,-0.015736-0.0043103i,-0.018955-0.0045435i,-0.018038-0.0037786i,-0.015104-0.00032328i,-0.0089803+0.0030814i,-0.0034772+0.0026288i,-0.0022437+0.0019745i,-0.003305+0.0034992i
0.00041667-0.0035885i,0.009608-0.0081508i,0.03426-0.017192i,0.088853-0.049118i,0.1482-0.10209i,0.15273-0.1143i,0.093975-0.065542i,0.036175-0.013259i,0.020144+0.0055429i,0.018143+0.00096072i,0.013066+0.00021185i,0.011374+0.0088393i,0.012743+0.010205i,0.0086246+0.0016239i,-0.0013004-0.0045263i,-0.0079791-0.0057605i,-0.0088514-0.0080018i,-0.0093271-0.011556i,-0.0085327-0.011367i,-0.0030547-0.0058978i,0.0021973+0.00028543i,0.0039529+0.0042443i,0.0040665+0.0057675i
0.0034127+0.0014903i,0.002871+0.0052172i,-0.004845+0.0029604i,-0.02516-0.01339i,-0.050435-0.035342i,-0.065251-0.049528i,-0.060405-0.030234i,-0.030761-0.00056887i,-0.0015694+0.0038415i,0.0057891+4.4294e-05i,-0.0012976+0.0019357i,-0.0096353+0.0075305i,-0.0089882+0.0079859i,-0.0019565+0.0012938i,0.0047364-0.0040449i,0.0089378-0.008265i,0.010129-0.012519i,0.0059713-0.013499i,-0.0048453-0.0073509i,-0.012177+0.0019719i,-0.0093781+0.0059317i,-0.0030343+0.0048358i,0.00085672+0.0047749i
0.00073644+0.0092226i,-0.0050551+0.012333i,-0.028991+0.032037i,-0.084374+0.074051i,-0.15374+0.11096i,-0.17906+0.11626i,-0.12939+0.080561i,-0.060443+0.028144i,-0.021238+0.0019943i,-0.0068857+0.00071314i,-0.009436+0.00091359i,-0.019153+0.00055307i,-0.020833+0.0021681i,-0.010218+0.0045075i,0.0039222+0.003066i,0.012635-0.00048086i,0.013028-0.00038482i,0.009503+0.00031504i,0.0057738-0.0025792i,0.0013416-0.0049693i,-0.0017535-0.0027824i,-0.0017596-0.0010436i,-2.8643e-05-0.0012437i
-0.0036046+0.00108i,-0.003963+0.0012673i,-0.013352+0.017484i,-0.034891+0.073744i,-0.050437+0.15465i,-0.034209+0.16292i,-0.009262+0.080289i,-0.0076387+0.0097644i,-0.0099542-0.008508i,-0.0059059-0.0086427i,-0.0074499-0.0084365i,-0.012957-0.0072009i,-0.016035-0.0018832i,-0.010326+0.0061603i,0.00018459+0.0081807i,0.0056434+0.0063923i,0.0061565+0.0073i,0.007579+0.0092273i,0.010344+0.0078968i,0.0070621+0.0046966i,0.0014138+0.0017305i,-0.0015713-0.00040128i,-0.0039109-0.00098903i
0.001075-0.0051698i,0.0078062-0.0075685i,0.023994-0.0098763i,0.063756-0.0095928i,0.12711-0.011232i,0.15756-0.023807i,0.11416-0.042761i,0.047757-0.042924i,0.0080722-0.027048i,-0.0042911-0.016313i,-0.0022078-0.010245i,0.0035694-0.0086899i,0.002015-0.0082538i,-0.0045316-0.00094727i,-0.007251+0.0088223i,-0.0054445+0.015761i,-0.001517+0.017936i,0.0024923+0.013161i,0.0064423+0.0021159i,0.010083-0.0087708i,0.0084379-0.012545i,0.0026644-0.010811i,-0.0014647-0.0075394i
-0.00033162+0.0063204i,0.0053387+0.002807i,0.025081-0.019673i,0.060758-0.087047i,0.093149-0.17217i,0.10381-0.18405i,0.078548-0.11758i,0.034307-0.051905i,0.0038662-0.019485i,-0.0043522-0.0027341i,0.0052834+0.00467i,0.015345-0.0024116i,0.014012-0.014031i,0.0041441-0.015988i,-0.0087794-0.0074538i,-0.014932+0.0022009i,-0.012152+0.0051165i,-0.0077381+0.0044978i,-0.0020651+0.0074361i,0.0034852+0.0097367i,0.0033138+0.0073185i,0.00010709+0.002905i,-0.002104-0.00070342i
-0.00014851+0.005808i,-0.0051049+0.0074319i,-0.017953-0.0075182i,-0.048755-0.054419i,-0.091184-0.1009i,-0.11539-0.09028i,-0.083534-0.025066i,-0.028637+0.015655i,-0.0088655+0.015784i,-0.005295+0.019463i,0.0083125+0.020936i,0.018348+0.0091366i,0.018437-0.0051215i,0.0086651-0.015885i,-0.006616-0.016723i,-0.015797-0.0092081i,-0.017669-0.005266i,-0.019451-0.0054226i,-0.022057-0.0027551i,-0.017831+0.0015946i,-0.0088276+0.0036417i,-0.0035318+0.0036603i,-0.001426+0.0033029i
-0.0030051-0.0010887i,-0.012908+0.0011618i,-0.037236+0.017621i,-0.088444+0.051536i,-0.16581+0.093859i,-0.19586+0.13233i,-0.13192+0.12915i,-0.050966+0.079945i,-0.015647+0.039339i,-0.0031246+0.027816i,0.0058752+0.01901i,0.0093176+0.010352i,0.012146+0.0067764i,0.011978+0.00048184i,0.0041098-0.010428i,-0.0076197-0.017239i,-0.016924-0.015153i,-0.017396-0.0077709i,-0.011205+0.00032056i,-0.0072179+0.0069712i,-0.0042561+0.012269i,0.00073904+0.013324i,0.0058305+0.010182i
-0.0005103+0.00081461i,-0.0013595+0.00070316i,-0.0049572+0.020299i,-0.005846+0.083597i,0.0045663+0.16333i,0.0060514+0.16363i,-0.0082943+0.091438i,-0.013704+0.039473i,-0.0022905+0.018316i,0.0027978+0.0014869i,-0.0051324-0.0044645i,-0.0079397+0.0051372i,-0.00097544+0.016776i,0.009762+0.017154i,0.016334+0.0046771i,0.013156-0.0087583i,0.0055061-0.013578i,-0.0018013-0.013353i,-0.0093566-0.013145i,-0.014615-0.010853i,-0.012853-0.0084127i,-0.006061-0.0066144i,-0.00010589-0.0036636i
0.0066886-0.0015965i,0.016728-0.0075102i,0.047032-0.008093i,0.11548-0.0072905i,0.19735-0.033556i,0.20051-0.081246i,0.10557-0.097562i,0.027015-0.06128i,0.014716-0.02971i,0.0061014-0.030451i,-0.015775-0.022647i,-0.022829-0.0039091i,-0.017869+0.0097581i,-0.0056992+0.017221i,0.011104+0.013214i,0.018818+0.0017511i,0.018827-0.0054951i,0.020533-0.0079171i,0.024325-0.009839i,0.023177-0.010379i,0.01311-0.008462i,0.0032667-0.0046592i,0.00053627-0.0010516i
0.0012397+0.0026617i,0.0079032-3.0651e-05i,0.02751-0.021498i,0.067743-0.084151i,0.11331-0.16987i,0.11936-0.21573i,0.064379-0.17419i,0.015906-0.089741i,0.010459-0.041432i,0.0055417-0.028818i,-0.0084516-0.014947i,-0.017549-0.0031473i,-0.023379-0.0035391i,-0.022438-0.00045167i,-0.010137+0.0093345i,0.0072585+0.01203i,0.019104+0.0074732i,0.018462+0.0029099i,0.0097426+0.0011496i,0.0028322-0.0015915i,0.0006294-0.0059672i,-0.0016892-0.0057921i,-0.0036163-0.0020552i
-0.0036663+0.00052015i,-0.01018+0.00016352i,-0.030813-0.016711i,-0.071991-0.053184i,-0.11087-0.082346i,-0.1098-0.061832i,-0.060855-0.017952i,-0.018092-0.0071957i,-0.0077658-0.0096294i,-0.00040549-0.0022717i,0.0080797+0.0001828i,0.0055419-0.0075923i,-0.0058813-0.017404i,-0.020123-0.016586i,-0.024435+0.0010335i,-0.013771+0.018558i,-0.0019493+0.022599i,0.0057485+0.016779i,0.012823+0.0081588i,0.017002+0.002662i,0.012934+0.00088107i,0.0052675+0.00051452i,0.001006+0.00094445i
-0.0035887-0.003023i,-0.012541-0.0038868i,-0.038107+0.007961i,-0.10487+0.054753i,-0.19075+0.14164i,-0.18017+0.20526i,-0.077897+0.16742i,-0.022259+0.076275i,-0.022324+0.029283i,-0.0065315+0.022174i,0.015464+0.0077522i,0.020427-0.0088014i,0.01688-0.016083i,0.0051098-0.015395i,-0.012067-0.0064221i,-0.021283+0.0060033i,-0.021391+0.016076i,-0.019024+0.020991i,-0.020663+0.022581i,-0.024965+0.022964i,-0.020607+0.019248i,-0.012927+0.011871i,-0.010687+0.0063082i
0.0053054+0.00049259i,0.014884+0.0060793i,0.015138+0.033593i,0.0082415+0.10433i,0.011956+0.18869i,0.013674+0.20208i,0.0087524+0.13081i,-0.0019972+0.057454i,-0.014152+0.027859i,-0.011497+0.01908i,-3.1098e-05+0.010448i,0.012879+0.0055726i,0.024828+0.0047613i,0.025362-0.0011982i,0.01038-0.0099534i,-0.0093233-0.0089782i,-0.023016-0.00053489i,-0.02455+0.0042521i,-0.016173+0.00098433i,-0.0056219-0.0032575i,0.002221-0.00036235i,0.006487+0.0020873i,0.005685-0.00069683i
0.0042544+0.0056015i,0.016199+0.017248i,0.055876+0.033856i,0.12844+0.028639i,0.18123-0.015465i,0.15359-0.06013i,0.069985-0.057623i,0.020177-0.021266i,0.010641-0.0035473i,-0.0046444-2.5844e-05i,-0.011912+0.012649i,-0.004212+0.020816i,0.0070059+0.019628i,0.018584+0.008425i,0.016662-0.011299i,0.00082004-0.022907i,-0.011216-0.020871i,-0.015353-0.009592i,-0.01484+0.0050766i,-0.011848+0.0096046i,-0.0083853+0.0019291i,-0.0054219-0.0047527i,-0.0023252-0.0066516i
-0.0011455+0.0062237i,-0.0047915+0.010974i,0.0062622-0.0028962i,0.047295-0.070128i,0.093856-0.17806i,0.075761-0.23124i,0.022987-0.16593i,0.019405-0.069778i,0.029852-0.031001i,0.012663-0.013076i,-0.00024986+0.0081886i,-0.0035698+0.015793i,-0.0079375+0.013692i,-0.003943+0.0060353i,0.0032924-0.005772i,0.0050907-0.013523i,0.006188-0.020384i,0.0054133-0.02687i,0.0054828-0.031305i,0.0084494-0.03377i,0.0061439-0.02754i,0.0016154-0.014552i,0.0017865-0.006117i
-0.0094842-0.0013015i,-0.034742-0.010385i,-0.081351-0.034395i,-0.13078-0.074091i,-0.15298-0.11187i,-0.12671-0.10165i,-0.061502-0.056561i,-0.011339-0.035777i,0.0046336-0.026444i,0.011417-0.011391i,0.012862-0.0062491i,0.0045813-0.009108i,-0.0072715-0.0068082i,-0.013359+0.0021888i,-0.0071676+0.0095372i,0.0036884+0.0057092i,0.0089582-0.0060107i,0.0085695-0.013247i,0.0061045-0.0080243i,0.0042985+0.0044055i,0.0042158+0.012946i,0.0059334+0.016526i,0.0077288+0.016766i
-0.0055557-0.012289i,-0.026105-0.031442i,-0.072424-0.0521i,-0.15296-0.021333i,-0.213+0.078374i,-0.16468+0.13925i,-0.075624+0.092263i,-0.047621+0.022893i,-0.040579+0.0010393i,-0.015229-0.0053164i,-0.0035364-0.018898i,-0.007392-0.021759i,-0.011347-0.014077i,-0.012919-0.0014532i,-0.0055755+0.010662i,0.004633+0.012911i,0.009693+0.0072448i,0.0080004-0.0036344i,0.00057112-0.013656i,-0.0027377-0.013317i,0.0029291-0.0089597i,0.0070021-0.0077351i,0.0055319-0.005473i
0.0073377-0.0047355i,0.029774-0.021232i,0.046673-0.015105i,0.043628+0.047699i,0.035139+0.1329i,0.018113+0.16402i,-0.016139+0.11322i,-0.049603+0.056428i,-0.047999+0.031805i,-0.02626+0.0046895i,-0.020545-0.01397i,-0.016952-0.011489i,-0.0064499-0.0073799i,-0.00091867-0.002899i,0.0029087+0.0057154i,0.0047002+0.010256i,0.0019888+0.012908i,0.0029661+0.018686i,0.0066464+0.024316i,0.0032284+0.027367i,-0.0066391+0.022974i,-0.014508+0.012707i,-0.017798+0.0066347i
0.014564+0.00064471i,0.061022+0.017044i,0.14386+0.031031i,0.22548+0.022671i,0.24173-5.7029e-05i,0.16621-0.02302i,0.058968-0.010745i,0.010634+0.02741i,0.010557+0.029714i,0.00024154+0.0094115i,-0.011621+0.0088375i,-0.00909+0.012114i,-0.0037203+0.0041791i,-0.0018656-0.0043166i,-0.0031151-0.0062709i,-0.0034774-0.0021359i,-0.00044229+0.0062807i,0.00022949+0.010249i,-0.0054009+0.0041794i,-0.012878-0.0041847i,-0.014387-0.0059451i,-0.0099169-0.0023613i,-0.0070365-0.0011438i
0.007173+0.01664i,0.020622+0.051067i,0.052495+0.074418i,0.11361+0.019271i,0.1486-0.10727i,0.10344-0.16952i,0.053554-0.10623i,0.063219-0.030249i,0.066657-0.013078i,0.035162-0.0046127i,0.016959+0.011908i,0.014966+0.012593i,0.010436+0.0022055i,0.0013562-0.0042086i,-0.0088799-0.0008345i,-0.012657+0.0073491i,-0.0082907+0.010736i,0.00016562+0.012848i,0.0088452+0.014303i,0.013134+0.010396i,0.011808+0.0043107i,0.01119-0.00036139i,0.012025-0.0010795i
-0.027138+0.016939i,-0.074016+0.034947i,-0.13015+0.036329i,-0.1573-0.0038158i,-0.14455-0.069849i,-0.087406-0.096614i,-0.009981-0.078662i,0.031159-0.064775i,0.029005-0.048379i,0.020475-0.017891i,0.019006+0.0023173i,0.01666+0.0061718i,0.011869+0.0020454i,0.00138-0.0049568i,-0.013411-0.0066632i,-0.021454-0.0010531i,-0.019419+0.0029564i,-0.016009-0.0020169i,-0.01518-0.010472i,-0.01441-0.017675i,-0.012822-0.021443i,-0.010156-0.018552i,-0.0065595-0.012773i
-0.031144-0.015298i,-0.083959-0.042031i,-0.16293-0.056307i,-0.23355-0.0069269i,-0.22476+0.081863i,-0.13274+0.10584i,-0.05514+0.039567i,-0.045648-0.027708i,-0.049909-0.030657i,-0.02554-0.011661i,-0.0034309-0.0084139i,0.0025697-0.0055i,0.0075886-0.0015596i,0.012143-0.005062i,0.0065801-0.0094384i,-0.0044279-0.0076696i,-0.011021-0.0047021i,-0.0089457-0.0045309i,0.00074319-0.0026916i,0.0077805+0.0045577i,0.0068359+0.014403i,0.0038832+0.019957i,0.0024708+0.016345i
0.015951-0.032197i,0.032576-0.07612i,0.03344-0.076706i,0.0071758+0.011548i,-0.014283+0.13026i,-0.0076817+0.17204i,-0.020703+0.1068i,-0.058294+0.037662i,-0.062791+0.019987i,-0.036094+0.013377i,-0.016587+0.0036527i,-0.0095357+0.0024199i,-0.0038189+0.0062419i,0.003741+0.0040894i,0.0077931-0.0099968i,0.0015893-0.024694i,-0.010251-0.023989i,-0.019021-0.013442i,-0.022037-0.0048931i,-0.018371-0.00055752i,-0.0077901-0.00047992i,0.0025386-0.0030247i,0.005411-0.0054359i
0.041268+0.0074868i,0.1083+0.011611i,0.17589+0.012771i,0.19891+0.021234i,0.17218+0.048691i,0.10467+0.054431i,0.035887+0.049191i,0.0092819+0.05485i,0.0064557+0.042161i,-0.00030517+0.020771i,-0.0024249+0.010803i,-0.0012795+0.0053226i,-0.003614+0.0068291i,0.0025245+0.010239i,0.013019+0.0040734i,0.015122-0.0064587i,0.0091514-0.014535i,0.0041331-0.013966i,0.010616-0.0056174i,0.020538+0.00093142i,0.017925-0.00016385i,0.0087237-0.0035402i,0.0040201-0.0038156i
0.01099+0.038997i,0.030827+0.077934i,0.069595+0.076006i,0.10672-0.016496i,0.089424-0.14392i,0.031237-0.16801i,0.015206-0.084973i,0.043209-0.017997i,0.049969-0.0079858i,0.025632-0.005455i,0.010006+0.0021918i,0.0039281+0.00191i,-0.0043458+0.0036016i,-0.006889+0.013752i,-0.00039815+0.019946i,0.0090617+0.014445i,0.012853+0.0042253i,0.0067773-0.0045882i,-0.0055414-0.0079639i,-0.016521-0.0074106i,-0.020969-0.0058514i,-0.018348+0.0010189i,-0.011939+0.0081039i
-0.040154+0.020835i,-0.094266+0.034959i,-0.12934+0.012123i,-0.12668-0.073822i,-0.11221-0.15865i,-0.089831-0.16655i,-0.05021-0.10737i,-0.010549-0.056686i,0.0082779-0.037361i,0.0083811-0.020784i,0.0018585-0.0053811i,-0.0022584-0.0011772i,-0.0033844-0.0052932i,-0.0039603-0.0070795i,-0.002386-0.00068588i,0.0042265+0.0069105i,0.013861+0.0039786i,0.018188-0.0047921i,0.015952-0.0057577i,0.014966+0.0031703i,0.018764+0.0099848i,0.019028+0.0088662i,0.012162+0.0073962i
-0.033517-0.02453i,-0.069499-0.052991i,-0.10869-0.05061i,-0.12172-0.014398i,-0.095222+0.012068i,-0.063302+0.027736i,-0.054021+0.023698i,-0.054259+0.0031975i,-0.042017-0.0013361i,-0.018879+0.00031029i,-0.0086082-0.0013044i,-0.0064838-0.0016579i,-0.0059654-0.0068233i,-0.015051-0.0099216i,-0.024501-0.0022941i,-0.023652+0.0065642i,-0.016516+0.010737i,-0.010734+0.011944i,-0.012402+0.009391i,-0.018555+0.0023011i,-0.021758-0.0048637i,-0.0227-0.0082744i,-0.021939-0.0072442i
0.029374-0.032258i,0.05849-0.045935i,0.068901-0.010358i,0.055753+0.096114i,0.046304+0.20056i,0.047466+0.20532i,0.025745+0.13072i,-0.011283+0.071563i,-0.022617+0.044856i,-0.014075+0.021468i,-0.0085187+0.0021546i,-0.0066371-0.0065236i,-0.0050734-0.012482i,-0.0069857-0.016775i,-0.009203-0.013121i,-0.00816-0.0013027i,-0.0060215+0.015086i,0.00044801+0.02088i,0.013069+0.0087298i,0.019791-0.0025118i,0.015932-0.00083572i,0.010255+0.0058052i,0.0060083+0.0061862i
0.042568+0.022406i,0.081002+0.038449i,0.10834+0.0552i,0.10403+0.078818i,0.079622+0.096415i,0.047837+0.059792i,0.027408+0.016026i,0.028504+0.01327i,0.028+0.011998i,0.015531-0.00054565i,0.007197-0.0068957i,0.0070025-0.0074525i,0.006835-0.0053113i,0.0046169-0.0013319i,0.0042224+0.0033789i,0.0071215+0.0072685i,0.0082869+0.0074131i,0.0024602+0.0070649i,-0.010437+0.0062331i,-0.021545+0.0075115i,-0.018605+0.011142i,-0.0027271+0.007973i,0.0083895+0.00057725i
-0.019632+0.028167i,-0.036198+0.028881i,-0.043486-0.0084i,-0.027265-0.085664i,-0.019167-0.16338i,-0.022932-0.17562i,-0.013488-0.13058i,0.014802-0.082138i,0.031954-0.056446i,0.017406-0.034274i,0.0039442-0.0074078i,0.0046816+0.0039701i,0.007272+0.0011935i,0.00769-0.0040014i,-0.0015865-0.010178i,-0.017817-0.013635i,-0.02648-0.014754i,-0.02054-0.012647i,0.0016445-0.0058853i,0.024876-0.0067348i,0.028957-0.015867i,0.017889-0.021806i,0.0091019-0.020353i
-0.034455-0.015379i,-0.057065-0.035946i,-0.062253-0.087542i,-0.045665-0.15495i,-0.0084219-0.18844i,0.0059753-0.16704i,-0.012998-0.11636i,-0.025802-0.081383i,-0.02037-0.059611i,-0.010972-0.029858i,-0.0010426-0.00058137i,0.0085413+0.015808i,0.015778+0.01844i,0.01683+0.012828i,0.004174+0.0078319i,-0.015158+0.0065443i,-0.028561+0.0056319i,-0.034695+0.0042012i,-0.039239+0.0085394i,-0.040379+0.015446i,-0.038049+0.017803i,-0.035344+0.020542i,-0.027613+0.021559i
0.024004-0.019039i,0.043362-0.010024i,0.074976+0.042473i,0.09408+0.09631i,0.089677+0.1112i,0.083412+0.10212i,0.047722+0.06955i,-0.016371+0.031538i,-0.046301+0.020927i,-0.026161+0.021208i,-0.0060193+0.016392i,0.00039751+0.012221i,0.0060979+0.0062436i,0.0106-0.0031357i,0.01044-0.01672i,0.0064305-0.026361i,0.0047922-0.021537i,0.0072344-0.013215i,0.011382-0.01769i,0.014175-0.025756i,0.015986-0.018831i,0.017677-0.0054435i,0.015242-0.00243i
0.029535+0.027165i,0.055305+0.08143i,0.045515+0.16256i,0.006225+0.24012i,-0.032774+0.26547i,-0.037703+0.22531i,-0.010539+0.14505i,-0.005697+0.083219i,-0.012748+0.059608i,-0.00072954+0.036465i,0.0079804+0.0061204i,0.0020687-0.0040466i,-0.0015064+0.0043484i,0.0050972+0.0057925i,0.019056-0.006449i,0.027506-0.0243i,0.023019-0.03874i,0.0085957-0.036018i,-0.0079844-0.010942i,-0.013917+0.018833i,-0.009403+0.025124i,-0.0059908+0.012807i,-0.0045173+0.0064245i
