-0.00097317+0.00017176i,-0.00072808+0.00016042i,-0.001296-6.2388e-06i,-0.0013482+9.2761e-05i,-0.0022472+0.00091383i,-0.0031057+0.0015734i,-0.0019493+0.0021358i,-9.7123e-05+0.0023241i,0.001241+0.0014402i,0.0010642+0.00068233i,0.0005678+0.00027967i,0.00045389+0.00038666i,0.00062877+0.00059959i,-2.9335e-05+0.00021502i,-0.00041483+0.0002946i,8.6606e-05+0.0005569i,0.00033579+0.00025012i,0.00046846-9.4451e-05i,0.00070701+0.00041597i,0.00082685+0.00051642i,0.00043757+0.00040036i,-4.2964e-05+0.0002272i,5.9359e-05+0.00087081i
-0.14646-0.0089781i,-0.13726-0.0071251i,-0.065114+0.035852i,-0.048451+0.12763i,-0.062633+0.18429i,-0.033325+0.14719i,-0.022371+0.1023i,-0.049107+0.12143i,-0.050359+0.13075i,-0.025985+0.076118i,-0.014332+0.011177i,-0.0171-0.02329i,-0.020364-0.041952i,-0.022076-0.076292i,-0.035739-0.10859i,-0.050766-0.085827i,-0.037796-0.019141i,-0.0039591+0.036252i,0.029187+0.050595i,0.053613+0.034193i,0.067275+0.0082379i,0.060281-0.010938i,0.032361-0.011144i
0.043601-0.18211i,0.069826-0.18444i,0.10692-0.081126i,0.12504+0.0017823i,0.095344+0.020045i,0.066686-0.0055992i,0.073917-0.043648i,0.080154-0.03629i,0.069434+0.003808i,0.061678+0.030611i,0.071403+0.033905i,0.078498+0.019919i,0.061935+0.021005i,0.046411+0.056075i,0.053527+0.080026i,0.06299+0.060622i,0.062572+0.027126i,0.05305+0.0047138i,0.022757-0.0058948i,-0.01642-0.0070193i,-0.041177-0.0065875i,-0.044309-0.0078403i,-0.029074-0.011911i
0.25599+0.04984i,0.361+0.019637i,0.32933-0.061584i,0.24164-0.13976i,0.16532-0.16665i,0.065565-0.13117i,-0.026537-0.1039i,-0.054696-0.12128i,-0.047835-0.13499i,-0.055343-0.11135i,-0.075175-0.067608i,-0.083989-0.029242i,-0.073322-0.014101i,-0.055889-0.030722i,-0.050543-0.055755i,-0.053796-0.054813i,-0.055246-0.039338i,-0.0477-0.015619i,-0.020182+0.018575i,0.015049+0.035937i,0.029374+0.028915i,0.020765+0.015229i,0.0090447+0.0044382i
-0.15085+0.25572i,-0.26208+0.33714i,-0.33269+0.24761i,-0.31435+0.13741i,-0.20756+0.12283i,-0.099027+0.10799i,-0.064513+0.099004i,-0.055346+0.10842i,-0.035694+0.070539i,-0.0367+0.011952i,-0.044821-0.0092988i,-0.039019-0.0133i,-0.024715-0.0093545i,0.0025096+0.023373i,0.030047+0.066146i,0.031527+0.082985i,0.0022687+0.081095i,-0.030303+0.065402i,-0.049497+0.035117i,-0.056613+0.016528i,-0.042599+0.022952i,-0.011432+0.031083i,0.0094381+0.021809i
-0.23972-0.15161i,-0.26998-0.18719i,-0.12842-0.11421i,-0.00132-0.014749i,0.0050134+0.028322i,0.027693+0.069855i,0.10593+0.095751i,0.1343+0.068902i,0.08261+0.029494i,0.027615+0.002834i,0.011364-0.019658i,0.016399-0.028804i,0.012474-0.035995i,-0.020197-0.059943i,-0.057463-0.07105i,-0.052619-0.047556i,-0.0074434-0.019519i,0.02919-0.011118i,0.036003-0.010758i,0.033997-0.011853i,0.0383-0.02112i,0.038575-0.029217i,0.028731-0.019318i
0.12617-0.26223i,0.093319-0.30082i,-0.025159-0.1635i,-0.072144-0.04234i,-0.0279-0.053509i,0.014041-0.09331i,0.063777-0.1305i,0.064632-0.16249i,0.015653-0.11157i,0.020871-0.027046i,0.053268-0.010048i,0.059191-0.026239i,0.056786-0.023285i,0.058858-0.00038065i,0.060252+0.0046188i,0.038742-0.029083i,0.0040777-0.06223i,-0.010314-0.062727i,-0.0023366-0.043548i,0.0094365-0.025972i,0.0019218-0.0096586i,-0.018539+0.0063365i,-0.025594+0.0085818i
0.36703+0.16495i,0.57951+0.13898i,0.56374-0.046989i,0.32553-0.18704i,0.081916-0.16183i,-0.070563-0.10244i,-0.17971-0.084631i,-0.23021-0.057397i,-0.17539-0.015558i,-0.088717+0.0084977i,-0.043803+0.033206i,-0.030712+0.056023i,-0.032753+0.057753i,-0.035234+0.047603i,-0.028995+0.042308i,-0.017314+0.052845i,-0.012027+0.070749i,-0.0113+0.075761i,-0.005183+0.065362i,0.0026547+0.04693i,0.0067989+0.025138i,0.0027707+0.0082766i,-0.010749+0.0021323i
-0.33061+0.33976i,-0.51598+0.51035i,-0.54714+0.51039i,-0.42258+0.4277i,-0.25642+0.37414i,-0.12548+0.3206i,-0.06956+0.29251i,-0.026456+0.29507i,0.0083775+0.23378i,-0.024193+0.13069i,-0.070969+0.068761i,-0.081445+0.035612i,-0.050906+0.024298i,0.024924+0.025326i,0.086325+0.0077976i,0.092222-0.01313i,0.079378-0.015621i,0.066546-0.0069679i,0.040546-0.0023601i,0.0078823+0.0028004i,-0.00051164+0.013163i,0.015629+0.0093801i,0.021034-0.007513i
-0.21202-0.34759i,-0.15492-0.50243i,0.12238-0.48188i,0.33032-0.37082i,0.2819-0.25832i,0.16699-0.11101i,0.15084-0.01479i,0.16623-0.038635i,0.14981-0.10142i,0.14554-0.12682i,0.16882-0.13243i,0.17137-0.13254i,0.12084-0.11102i,0.039312-0.078744i,-0.019332-0.05109i,-0.03195-0.039009i,-0.027474-0.052785i,-0.028172-0.066063i,-0.029949-0.045876i,-0.029261-0.0081577i,-0.026977+0.017906i,-0.017593+0.023302i,0.0035763+0.012896i
0.23008-0.22048i,0.12632-0.2373i,-0.17698-0.074212i,-0.30694+0.033852i,-0.20222-0.044721i,-0.14845-0.10025i,-0.1443-0.042637i,-0.12984-0.0013622i,-0.1232+0.021131i,-0.088873+0.038935i,-0.062878+0.023475i,-0.067692+0.012985i,-0.059557+0.01441i,-0.048093+0.012171i,-0.054536+0.012506i,-0.07281+0.016423i,-0.083039+0.026066i,-0.064474+0.031583i,-0.025457+0.014571i,0.0046996-0.014627i,0.0069305-0.026175i,-0.009575-0.008435i,-0.021663+0.014123i
0.35615+0.32732i,0.64695+0.32669i,0.72373+0.059765i,0.46408-0.14578i,0.11755-0.10714i,-0.088679-0.052804i,-0.17391-0.040172i,-0.15589-0.027974i,-0.099049-0.049995i,-0.079329-0.031818i,-0.056807+0.032364i,-0.03934+0.051762i,-0.050913+0.050539i,-0.032533+0.072108i,0.032035+0.090952i,0.10029+0.10211i,0.14074+0.11803i,0.13058+0.12612i,0.081756+0.11943i,0.037167+0.094302i,0.0046591+0.04542i,-0.035384+0.0051862i,-0.060772+0.0099402i
-0.5405+0.29382i,-0.8467+0.55025i,-0.8565+0.70108i,-0.60078+0.60702i,-0.34779+0.39638i,-0.15361+0.28281i,0.018349+0.25102i,0.090346+0.22191i,0.032681+0.19439i,-0.078042+0.15581i,-0.16395+0.10112i,-0.17622+0.05662i,-0.11091+0.030556i,-0.03766+0.00025589i,-0.027236-0.043157i,-0.066013-0.071298i,-0.095867-0.072799i,-0.093802-0.042021i,-0.065795+0.00046024i,-0.024381+0.0093748i,0.013941-0.0074981i,0.038635-0.027465i,0.039926-0.046591i
0.0044602-0.57375i,0.16442-0.90053i,0.41548-0.98421i,0.48154-0.8141i,0.29712-0.54733i,0.089968-0.33949i,-0.031213-0.25659i,-0.12077-0.18122i,-0.14227-0.10822i,-0.0451-0.14016i,0.10711-0.2427i,0.19277-0.31839i,0.15704-0.28241i,0.098218-0.16712i,0.082612-0.082868i,0.057312-0.039199i,0.027674+0.0037464i,0.030539+0.017354i,0.032854-0.0048781i,0.012076-0.019028i,-0.0019555-0.0076161i,0.013189-0.0025806i,0.024865-0.022565i
0.33499+0.015913i,0.21737+0.13001i,-0.17997+0.36115i,-0.35962+0.54087i,-0.20071+0.48315i,-0.16823+0.31856i,-0.30486+0.26986i,-0.31886+0.20912i,-0.21371+0.059775i,-0.13353+0.02528i,-0.089165+0.13203i,-0.065904+0.17189i,-0.084193+0.10214i,-0.11438+0.053578i,-0.099145+0.057546i,-0.035246+0.052246i,0.01132+0.034329i,0.022787+0.025102i,0.037031+0.0059725i,0.051841-0.014415i,0.035848-0.020203i,-0.012135-0.012191i,-0.044636+0.012649i
0.12449+0.39427i,0.39693+0.36015i,0.61806-0.027376i,0.48188-0.3501i,0.16463-0.34387i,0.04216-0.28023i,0.093846-0.27435i,0.18801-0.1826i,0.23378-0.057941i,0.16821-0.032374i,0.078512-0.067277i,0.044827-0.065556i,0.057674-0.017611i,0.10124+0.010122i,0.12347-0.0075842i,0.10311-0.017722i,0.079524-0.0089617i,0.046112+0.003544i,-0.020264+0.047606i,-0.053322+0.11183i,-0.003211+0.12589i,0.057206+0.061653i,0.050896-0.0094998i
-0.62156+0.02617i,-0.97702+0.27632i,-0.98385+0.61348i,-0.60778+0.66408i,-0.20476+0.37943i,-0.035106+0.13761i,-0.040607+0.056726i,-0.11674+0.012784i,-0.16742-0.0050525i,-0.14383+0.032119i,-0.071346+0.094043i,0.0074448+0.11311i,0.037733+0.081305i,0.015537+0.068584i,-0.012946+0.10063i,-0.040041+0.12041i,-0.095684+0.11648i,-0.15228+0.12552i,-0.132+0.11827i,-0.053384+0.047718i,-0.022914-0.024833i,-0.034018-0.020833i,-0.01082-0.0007392i
0.29136-0.47701i,0.48566-0.85291i,0.52856-1.0052i,0.3754-0.89686i,0.077761-0.6975i,-0.20609-0.49719i,-0.30755-0.33579i,-0.23674-0.23435i,-0.098615-0.20429i,0.015029-0.23825i,0.055607-0.25572i,0.062868-0.21641i,0.049037-0.15859i,0.021569-0.081646i,0.031055-0.018498i,0.054171-0.0084408i,0.063603-0.017304i,0.076317-0.033517i,0.050776-0.049479i,-0.021165-0.020136i,-0.050292+0.023292i,-0.03094+0.0038887i,-0.044538-0.042906i
-0.0012664+9.3136i,1.9621+9.1078i,4.9954+9.7582i,6.4119+7.0144i,5.756+2.8606i,3.2473-0.63931i,0.50235-1.3898i,-0.62772-0.47638i,-0.4418+0.37049i,0.42816+0.68681i,1.2186+0.26951i,1.4954-0.42669i,1.4349-0.83265i,1.1197-0.7406i,0.85446-0.48512i,0.64378-0.41249i,0.28958-0.37863i,0.044921-0.15498i,0.15083+0.082936i,0.39132+0.068489i,0.53358-0.1143i,0.53829-0.25173i,0.41147-0.28225i
-0.29034+0.24516i,-0.2552+0.23396i,-0.03037+0.045237i,0.084913-0.10485i,0.0013112-0.054614i,-0.017514+0.027136i,0.025929-0.021451i,-0.012493-0.071683i,-0.081184+0.011224i,-0.04599+0.16062i,0.072397+0.19578i,0.1216+0.092989i,0.056755-0.0014673i,-0.031063-0.019812i,-0.070633+0.014349i,-0.04274+0.043453i,-0.001197+0.022619i,-0.0017142+0.0056899i,-0.02724+0.031033i,-0.041527+0.066335i,-0.014781+0.086658i,0.025758+0.052849i,0.02697-0.0091534i
-0.25898-0.42492i,-0.47367-0.50884i,-0.57106-0.36391i,-0.51714-0.2492i,-0.39842-0.25329i,-0.22172-0.20853i,0.010289-0.15676i,0.11472-0.11181i,0.09452-0.0011833i,0.049663+0.05281i,-0.056595+0.041136i,-0.13704+0.073805i,-0.11905+0.088796i,-0.10854+0.07577i,-0.11503+0.10597i,-0.077357+0.13375i,-0.03453+0.10896i,-0.018614+0.081223i,0.006827+0.073322i,0.038002+0.040507i,0.031528-0.019453i,-0.0041123-0.053671i,-0.017418-0.045709i
0.47831-0.07i,0.58666-0.14277i,0.36491-0.14936i,0.031009-0.066719i,-0.12597+0.019178i,-0.084513-0.002328i,0.032346-0.15777i,0.091039-0.32298i,0.050734-0.30148i,-0.043113-0.11542i,-0.12183+0.077052i,-0.10535+0.16805i,-0.026079+0.12216i,0.013416+0.038761i,0.0096713+0.010982i,0.0078444+0.012232i,0.010038-0.0034552i,0.0073412-0.029244i,-0.00083874-0.041112i,-0.021824-0.051199i,-0.072894-0.053003i,-0.12704-0.0077292i,-0.12253+0.048588i
-0.0083781+0.46447i,0.062712+0.55738i,0.057167+0.34148i,-0.13231+0.15147i,-0.25836+0.19415i,-0.14372+0.18022i,-0.023056+0.021429i,-0.019242-0.038003i,-0.042527+0.082454i,-0.054769+0.22888i,-0.076596+0.26665i,-0.11419+0.21746i,-0.12478+0.14466i,-0.10539+0.060174i,-0.092702+0.0089758i,-0.051623+0.0069901i,0.014705-0.02274i,0.039614-0.078908i,0.029018-0.081464i,0.021088-0.019204i,0.027829+0.036902i,0.039149+0.038767i,0.031448+0.0046349i
-0.49401-0.085154i,-0.7063+0.062087i,-0.55956+0.31855i,-0.20137+0.39149i,0.021807+0.28674i,0.1463+0.24988i,0.24905+0.24262i,0.23523+0.23895i,0.18898+0.28789i,0.17928+0.26722i,0.070897+0.17397i,-0.089818+0.14967i,-0.11457+0.15351i,-0.049104+0.11229i,-0.010219+0.076825i,-0.0034055+0.068269i,-0.017152+0.069584i,-0.045252+0.070145i,-0.063643+0.040962i,-0.056249+0.0023606i,-0.028751-0.010326i,-0.00025722-0.0057615i,0.018924+0.011682i
0.34316-0.52933i,0.43627-0.907i,0.27689-0.99512i,0.023172-0.67186i,-0.068734-0.26938i,-0.042794-0.077107i,0.016447-0.00023881i,0.10855+0.085387i,0.17784+0.10452i,0.17761+0.025207i,0.14196-0.033414i,0.10962-0.0014171i,0.08887+0.034247i,0.062429-0.018255i,0.028365-0.098553i,0.0072022-0.13346i,0.0069378-0.13559i,0.014938-0.11998i,0.014164-0.092265i,0.0018046-0.073207i,-0.021052-0.055282i,-0.036269-0.017803i,-0.022169+0.019284i
0.25277+0.5063i,0.34355+0.8079i,0.27848+0.89314i,0.21529+0.75596i,0.27251+0.5546i,0.32622+0.35568i,0.2859+0.19596i,0.22219+0.096026i,0.17726+0.052204i,0.14259+0.049583i,0.14244+0.059673i,0.17467+0.045821i,0.17084+0.003641i,0.11306-0.0080871i,0.054242+0.022869i,0.022094+0.047074i,0.0116+0.039958i,0.019362-0.0046629i,0.016762-0.049761i,-0.0078674-0.047825i,-0.016834-0.016887i,0.00097025+0.0098408i,0.01878+0.021692i
-0.42913+0.081181i,-0.508+0.03842i,-0.33907-0.14342i,-0.17006-0.25087i,-0.11109-0.17038i,-0.056121-0.11625i,-0.060035-0.19768i,-0.12541-0.24662i,-0.13707-0.18898i,-0.091025-0.10401i,-0.052315-0.059993i,-0.055987-0.063926i,-0.090049-0.065867i,-0.11929-0.041125i,-0.11128-0.008004i,-0.056926+0.01487i,-0.0076692+0.026432i,0.006125+0.036266i,0.012442+0.039653i,0.016229+0.034427i,0.010257+0.029228i,0.0063382+0.023852i,0.0066894+0.017298i
-0.089869-0.39918i,-0.24046-0.39805i,-0.2673-0.082436i,-0.062362+0.10484i,0.13217-0.045616i,0.12394-0.1594i,0.0182-0.081173i,-0.045842+0.024808i,-0.0056167+0.040469i,0.067004-0.017979i,0.076646-0.039443i,0.059481-0.010406i,0.047654+0.0076033i,0.048456+0.021603i,0.069124+0.01944i,0.075069-0.033297i,0.047842-0.10109i,0.007331-0.12362i,-0.013877-0.10163i,-0.01295-0.077075i,-0.012948-0.054191i,-0.0073634-0.022824i,0.022817-0.0044049i
0.51153+0.053867i,0.76518-0.076047i,0.67706-0.22276i,0.42206-0.1741i,0.28056-0.03824i,0.1688+0.027993i,0.09587+0.11625i,0.1508+0.15368i,0.15526+0.075783i,0.05765+0.049535i,0.01081+0.10099i,0.02801+0.13367i,0.049426+0.10705i,0.031995+0.036342i,-0.027007-0.0088215i,-0.081458-0.0046903i,-0.10204+0.015565i,-0.09083+0.02889i,-0.065253+0.033566i,-0.038586+0.032331i,-0.017826+0.021524i,-0.0082837+0.0078434i,-0.0045159+0.00026183i
-0.25611+0.42869i,-0.27232+0.59858i,-0.13974+0.38659i,-0.077235-0.05444i,-0.10941-0.29916i,-0.010328-0.32234i,0.1449-0.32359i,0.18091-0.27062i,0.14545-0.12378i,0.10082-0.010711i,0.041436+0.01458i,-0.0094092+0.011472i,-0.026214+0.015198i,-0.021887+0.022483i,-0.017346+0.028512i,-0.011207+0.044022i,0.0036437+0.066813i,0.026027+0.067724i,0.040296+0.033373i,0.0229-0.015218i,-0.018518-0.043325i,-0.04565-0.039315i,-0.043936-0.028564i
-0.31584-0.3346i,-0.50936-0.34775i,-0.46836-0.10993i,-0.26482+0.091781i,-0.15352+0.098159i,-0.13733+0.081624i,-0.10185+0.058138i,-0.084484-0.025481i,-0.077928-0.069718i,-0.034445-0.057333i,0.0039635-0.04055i,0.022712-0.033366i,0.027469-0.054002i,0.002865-0.075063i,-0.023606-0.061142i,-0.026653-0.040547i,-0.030063-0.045304i,-0.044306-0.054435i,-0.049968-0.035063i,-0.030277+0.011169i,0.009168+0.049491i,0.037603+0.055104i,0.041727+0.045552i
0.44201-0.24558i,0.53851-0.5343i,0.29021-0.65309i,-0.045549-0.44835i,-0.15844-0.16831i,-0.12867-0.061353i,-0.087626-0.044489i,-0.055007-0.036722i,-0.078701-0.044244i,-0.12084-0.024003i,-0.10518-0.0022026i,-0.062773-0.013427i,-0.041093-0.0081663i,-0.03457+0.02938i,-0.024964+0.062382i,-0.0058458+0.074515i,0.012352+0.073861i,0.014148+0.058629i,0.0030769+0.017333i,-0.012109-0.032857i,-0.023446-0.054152i,-0.019595-0.043399i,-0.010711-0.02795i
0.0098014+0.6004i,0.15042+1.0021i,0.32472+1.0855i,0.42345+0.81116i,0.42775+0.47158i,0.38344+0.22464i,0.29921+0.051913i,0.17375-0.017312i,0.090339+0.011374i,0.067621+0.031931i,0.023761+0.014764i,-0.041782+0.02433i,-0.049354+0.050613i,0.013318+0.040474i,0.083002+0.00018733i,0.11508-0.041026i,0.11814-0.061i,0.10488-0.053045i,0.077046-0.026717i,0.050824-0.0055195i,0.033434-0.010393i,0.01638-0.019945i,0.0017073-0.010662i
-0.44878-0.276i,-0.69479-0.47324i,-0.70209-0.60127i,-0.58825-0.54415i,-0.51262-0.31693i,-0.43015-0.084231i,-0.33754+0.047312i,-0.22643+0.10856i,-0.096399+0.10436i,-0.029585+0.061321i,-0.024439+0.069127i,-0.0083894+0.10569i,0.013022+0.087433i,-0.0096967+0.023726i,-0.075925-0.012716i,-0.12603-0.008065i,-0.12812-0.017718i,-0.099919-0.043676i,-0.066428-0.048907i,-0.042885-0.020614i,-0.031332+0.020005i,-0.023701+0.033808i,-0.013954+0.021431i
0.31336-0.25356i,0.41409-0.27073i,0.4099-0.028272i,0.42957+0.18935i,0.47047+0.15679i,0.41313+0.082598i,0.32003+0.11393i,0.25332+0.13501i,0.18925+0.09352i,0.14565+0.036652i,0.14025-0.012998i,0.139-0.050778i,0.1137-0.062297i,0.0905-0.0568i,0.085911-0.056163i,0.074069-0.037327i,0.04597+0.011226i,0.022297+0.04749i,0.0091326+0.041609i,-0.0069369+0.0050047i,-0.022319-0.017152i,-0.015524-0.0055167i,0.0070275+0.0057695i
0.21966+0.32443i,0.36443+0.32334i,0.30812+0.085067i,0.10036-0.072547i,0.0012066-0.017438i,0.044714-0.010367i,0.07355-0.11077i,0.062532-0.16208i,0.040211-0.1227i,0.025554-0.048028i,0.025168-0.0087854i,0.011636-0.011111i,-0.022735-0.0096497i,-0.067509+0.021664i,-0.075252+0.065722i,-0.016011+0.065301i,0.052923+0.022567i,0.083279-0.0095182i,0.087589-0.010586i,0.089149+0.003659i,0.085335+0.0046645i,0.05905+0.0035905i,0.026718+0.018713i
-0.44895+0.061874i,-0.63726+0.15473i,-0.56162+0.13947i,-0.37716-0.027394i,-0.27931-0.17823i,-0.22204-0.20583i,-0.18859-0.18185i,-0.18527-0.13367i,-0.1408-0.075468i,-0.091083-0.057586i,-0.091409-0.048987i,-0.089786-0.023262i,-0.045221-0.009145i,0.015642-0.016185i,0.038295-0.039124i,0.006674-0.064565i,-0.037653-0.07913i,-0.064285-0.072652i,-0.074515-0.044723i,-0.078087-0.016148i,-0.076539-0.0025318i,-0.062541-0.0083579i,-0.041337-0.021987i
0.11408-0.36311i,0.10437-0.4239i,0.085442-0.14324i,0.15389+0.19322i,0.21738+0.2571i,0.1726+0.20989i,0.12556+0.20808i,0.10963+0.16547i,0.079703+0.1083i,0.075679+0.080708i,0.078742+0.050727i,0.048284+0.036173i,0.011953+0.027254i,-0.016142-0.0045917i,-0.034823-0.026809i,-0.045934-0.016115i,-0.054066+0.014108i,-0.036086+0.035225i,0.010022+0.021597i,0.047405-0.011768i,0.056849-0.035954i,0.046259-0.040178i,0.030915-0.028398i
0.30796+0.16974i,0.43765+0.050241i,0.2919-0.24463i,-0.0020012-0.37275i,-0.13521-0.23071i,-0.083074-0.11221i,0.0018976-0.089998i,0.067069-0.056346i,0.083347-0.01923i,0.040498+0.01653i,-0.0020124+0.061358i,-0.0065208+0.083511i,0.0077073+0.073005i,0.014249+0.059354i,0.010803+0.055835i,0.01434+0.047993i,0.02338+0.02829i,0.0089511-0.001696i,-0.035318-0.018508i,-0.072779+0.00050531i,-0.079059+0.040295i,-0.065371+0.070049i,-0.0413+0.071625i
-0.31691+0.30233i,-0.32798+0.64416i,-0.05508+0.82594i,0.22443+0.64778i,0.2666+0.34042i,0.2103+0.1689i,0.14973+0.082921i,0.069186+0.020545i,0.024845-0.027731i,0.0042411-0.070724i,-0.0094949-0.073935i,0.006163-0.048537i,0.022605-0.03671i,0.016668-0.050863i,0.0002326-0.066927i,-0.012885-0.057554i,-0.021521-0.035763i,-0.021179-0.011871i,-0.0025165+0.008319i,0.022827+0.0038393i,0.038333-0.018553i,0.044224-0.034586i,0.039624-0.038458i
-0.068766-0.49906i,-0.25231-0.84463i,-0.43953-0.90202i,-0.45924-0.61202i,-0.33746-0.25807i,-0.21782-0.03198i,-0.10604+0.061261i,-0.018614+0.051931i,-0.024317+0.034666i,-0.039765+0.059479i,-0.0049752+0.05292i,0.0095442+0.0040555i,-0.015377-0.010343i,-0.037544+0.04082i,-0.034512+0.10798i,-0.0064392+0.13433i,0.027525+0.11562i,0.041502+0.076008i,0.031582+0.035571i,0.01809+0.011228i,0.017115+0.006956i,0.022128+0.0075284i,0.018044+0.0076803i
0.40158+0.18962i,0.67301+0.27521i,0.72775+0.26038i,0.58856+0.14933i,0.44818-0.011229i,0.32198-0.16098i,0.17086-0.20187i,0.067641-0.13808i,0.041067-0.065781i,0.026084-0.024933i,-0.014403-0.008187i,-0.047612+0.010169i,-0.028577+0.023839i,0.026625-0.011171i,0.058441-0.075497i,0.050589-0.1132i,0.033942-0.11207i,0.024033-0.090166i,0.011592-0.062241i,-0.016029-0.036688i,-0.054911-0.017959i,-0.072259-0.00031194i,-0.051251+0.011334i
-0.29966+0.24221i,-0.43084+0.38818i,-0.40734+0.34289i,-0.32811+0.1656i,-0.28086+0.079202i,-0.21583+0.086354i,-0.17205+0.058385i,-0.16483+0.031499i,-0.0897+0.037267i,0.021156+0.013978i,0.067582-0.0077444i,0.064862-0.0028898i,0.034597-0.00031067i,-0.0081155+0.012178i,-0.023068+0.033033i,-0.021121+0.029876i,-0.031483+0.011318i,-0.029833+0.0021951i,0.0048588-0.0097436i,0.045903-0.037814i,0.065844-0.060965i,0.055727-0.063215i,0.027664-0.048639i
-0.11806-0.37722i,-0.28119-0.57624i,-0.39997-0.51546i,-0.35857-0.28i,-0.25674-0.14167i,-0.22087-0.074061i,-0.15693+0.039806i,-0.042704+0.097703i,0.00028375+0.060906i,-0.019354+0.013887i,-0.034492-0.011085i,-0.032755-0.018434i,-0.010761-0.032047i,0.0048675-0.057834i,0.0015373-0.058177i,0.0085845-0.023087i,0.026698+0.011175i,0.0211+0.022738i,-0.01683+0.035104i,-0.043476+0.069105i,-0.033982+0.097546i,-0.014436+0.092944i,-0.0042085+0.071246i
0.38483+0.16137i,0.70181+0.29453i,0.8614+0.35052i,0.77025+0.27508i,0.58648+0.16307i,0.46426+0.072051i,0.35821-0.0054301i,0.23229-0.033702i,0.13476-0.02364i,0.071205-0.0053554i,0.042514+0.027409i,0.043526+0.059297i,0.039858+0.068137i,0.019967+0.050821i,-0.0086237+0.013112i,-0.034526-0.025423i,-0.042319-0.045916i,-0.031136-0.048747i,-0.014665-0.049737i,-0.011004-0.061997i,-0.024052-0.078451i,-0.032933-0.076055i,-0.02371-0.056912i
-0.2842+0.13718i,-0.53181+0.11705i,-0.69786-0.030438i,-0.71023-0.10625i,-0.60369+0.013073i,-0.4048+0.12352i,-0.20201+0.065374i,-0.10184-0.038419i,-0.084097-0.047763i,-0.067457+0.0084639i,-0.033006+0.032781i,-0.0086549+0.0038902i,-0.0080063-0.019104i,-0.00048029+0.0048471i,0.026988+0.041358i,0.037725+0.04252i,0.016025+0.023797i,0.00015784+0.019981i,0.016376+0.031089i,0.045362+0.040925i,0.063249+0.044282i,0.062169+0.036569i,0.044683+0.019726i
0.0088856-0.20872i,0.091375-0.2361i,0.23802-0.057547i,0.37129+0.11043i,0.40921+0.02201i,0.30969-0.13401i,0.18439-0.12406i,0.13029-0.049606i,0.090707-0.025951i,0.030338-0.020358i,-0.020586-0.010988i,-0.042535+0.00063723i,-0.035464-0.0014858i,-0.042391-0.035936i,-0.077275-0.050488i,-0.077405-0.0069986i,-0.026202+0.032947i,0.0085161+0.023295i,-0.0036431-0.0075774i,-0.036456-0.016801i,-0.060058+0.0024846i,-0.057567+0.026918i,-0.037143+0.035634i
0.20464+0.053214i,0.30569+0.021045i,0.2694-0.13277i,0.14506-0.25092i,0.083147-0.14548i,0.087202+0.016199i,0.060665+0.037089i,0.017354+0.0071144i,0.035912+0.0094247i,0.086367-0.0014825i,0.10002-0.017211i,0.079011-0.0068827i,0.053602+0.025164i,0.057474+0.063771i,0.082332+0.070125i,0.076487+0.032963i,0.035324-0.0028695i,0.0053406-0.014305i,-0.00049232-0.016201i,0.0041115-0.023944i,0.012019-0.038826i,0.014017-0.045435i,0.0089572-0.038416i
-0.20184+0.11578i,-0.40798+0.19438i,-0.52669+0.26876i,-0.47372+0.30029i,-0.3708+0.20722i,-0.31+0.073971i,-0.24995+0.035357i,-0.17872+0.027998i,-0.13974+0.0073859i,-0.11837+0.012108i,-0.099364+0.01921i,-0.093431+0.0057357i,-0.082788-0.017998i,-0.068875-0.040874i,-0.054744-0.052786i,-0.027611-0.052511i,-0.0028812-0.039807i,0.0073799-0.017331i,0.013612+0.0014057i,0.022323+0.013356i,0.0284+0.021284i,0.029065+0.02093i,0.023243+0.016148i
0.05604-0.14169i,0.2212-0.19262i,0.43754-0.18182i,0.50737-0.20284i,0.40356-0.24998i,0.28362-0.21175i,0.18818-0.098365i,0.10434+0.019977i,0.063343+0.058017i,0.039267+0.0087381i,0.016014-0.021451i,0.019208+0.0031227i,0.035728+0.022613i,0.027935+0.019538i,0.0024606+0.024489i,-0.0060722+0.034262i,-0.00082001+0.0272i,-0.010544+0.01319i,-0.034732+0.0069079i,-0.055527-0.002991i,-0.065346-0.016353i,-0.061284-0.014897i,-0.038993-0.0024411i
0.055131+0.041589i,-0.025006+0.036488i,-0.20843-0.0058916i,-0.32132+0.0018353i,-0.29764+0.13432i,-0.22503+0.25274i,-0.1245+0.21941i,-0.022408+0.10421i,0.037035+0.043003i,0.066959+0.048645i,0.083149+0.044468i,0.076858+0.016709i,0.057928-0.00026497i,0.063052-0.0081529i,0.079027-0.028709i,0.054306-0.050073i,0.01017-0.04717i,0.0046111-0.026839i,0.035258-0.0075609i,0.062965+0.010011i,0.070087+0.024054i,0.059382+0.018227i,0.038101-0.0044905i
