0.00061929+4.6681e-05i,0.00095354-0.00049429i,-0.00066607-0.0015912i,-0.0020155-0.0018086i,-0.0022982-0.00085017i,-0.0019569-0.0004687i,-0.0010582-0.00056846i,-0.00011812+0.00027675i,0.00036303+0.00072075i,0.0004559-0.00039777i,0.00011127-0.00071575i,8.7923e-05-0.00080547i,0.00017721-0.00045742i,-0.0002541+0.0001962i,-0.00062744+0.00070425i,-0.0010085+0.0009785i,-0.00057035+0.00035987i,8.9824e-05-0.00082876i,0.0004363-0.0006327i,0.0002341-0.00030115i,-0.00041556-0.00049182i,-0.00088847-0.00031103i,-0.00072333-0.0002827i
0.00052167-0.0012071i,0.0012221-0.00083961i,0.0018096+0.00048935i,0.0019258+0.00036741i,0.0007609-0.00045535i,-0.00070521-0.0014698i,-0.00097044-0.0010411i,-0.00097768-0.00016981i,-0.00082665-0.0010767i,-0.00048454-0.0012694i,-0.00017977-0.00061195i,-5.6779e-05-0.00019357i,-0.00037432-0.00010517i,-0.00072572-0.00014593i,-0.0006968+0.00032779i,-0.0012051+0.00050685i,-0.00065371+0.00036508i,0.00056526+0.00022391i,0.00072712-0.00017233i,0.0008728-0.0010216i,0.00064945-0.001285i,0.00045353-0.0011205i,0.00031234-0.0006504i
-5.6024e-05+0.00042562i,0.0002709-0.00012379i,0.00050092-0.0010138i,0.00032414-0.0014163i,-0.00068079-0.0016544i,-0.0015183-0.0013202i,-0.0012181-0.0003716i,-0.0010622+0.00015375i,-0.0011021-0.00017439i,-0.00083449-0.0005928i,-0.00074855-3.5966e-05i,0.0001312+0.00017332i,0.00058141-0.0003436i,-0.00042371-0.00043843i,-0.00023395-6.1097e-05i,0.00079385+0.00016499i,0.00066258+0.00031129i,-1.9276e-05-0.00026926i,-0.00037806-0.00047907i,-0.00040132-0.00033323i,-0.00036978-3.0744e-05i,0.00014304+0.00013387i,0.00035198+0.00018564i
-2.0736e-05-0.00018406i,-0.00068573-0.0012313i,-0.00054653-0.00097359i,0.00060334-0.00026151i,0.00062657-0.00086028i,-0.00025607-0.0015589i,-7.0197e-05-0.00071879i,0.00050419-0.00042059i,0.00055488-0.00058212i,-0.00024359-6.2788e-05i,-0.00058979-0.00014683i,-7.0306e-05-0.00030189i,-0.00016284-0.00059687i,-0.00080995-0.00045801i,-0.00082643+5.4587e-05i,-4.3157e-05-3.1228e-06i,-4.9791e-06-0.00049169i,-0.00022818-8.7156e-05i,-7.1793e-05+0.00012179i,0.00028032-0.00022995i,9.9922e-05-0.00026439i,-2.3554e-05+2.5408e-05i,-0.00025308+0.00081781i
0.0008067-0.00078743i,0.00076434-0.0016975i,0.00087044-0.0014174i,0.001264-0.00086636i,0.00068284-0.00090798i,1.0233e-06-0.00080716i,0.00062633-0.00090201i,0.00027435-0.00063843i,-0.00017127-0.00065221i,-0.0003627-0.0010957i,-0.00020546-0.00048113i,0.00034887+0.00033507i,0.00028077+0.00040989i,-3.2709e-05+0.00017186i,0.00023314-0.00018704i,0.00052952-1.6022e-05i,0.000137+0.00049638i,-0.00022652+0.00059356i,-0.00044266+0.00025036i,-0.00089365-0.00032913i,-0.0011105-0.0012256i,-0.00073349-0.00088952i,-0.00044433-2.6584e-05i
0.0017316-0.0001381i,0.0028341-0.001118i,0.0023481-0.0010235i,0.0014953-2.8979e-05i,0.0008135+6.3512e-05i,-0.00037718-0.0010619i,-0.0011888-0.0016206i,-0.00047659-0.0011181i,-0.00027423-0.00051848i,-0.00042138-0.00028956i,-0.0002185-0.00089711i,-0.00033359-0.00066917i,-0.00088687+0.00035024i,-0.00064763+0.00013944i,-9.9343e-05-0.00039607i,-0.00011614-0.00119i,-2.3277e-05-0.0013855i,0.00014233-0.00053825i,-0.00020134-0.0001708i,-0.00089524-0.00025254i,-0.00053471+2.0872e-05i,-0.00038537+0.00027989i,-0.00066375+0.00023i
0.0012325+0.00035052i,0.0010881+0.00054311i,0.00086824-5.0613e-05i,-0.00015644-0.0008412i,-0.00059435-0.0021127i,-0.0011851-0.0018284i,-0.0016981-0.00027434i,-0.00066675-0.00061016i,0.00038315-0.00098056i,-0.00020726-0.00059832i,-0.00067498+0.00039273i,-0.00064197+0.00040364i,-3.2029e-05-0.00027928i,0.00058826-0.00030272i,0.00065901+3.3036e-05i,-0.00019257+0.00015269i,-0.00067315-0.0006267i,-0.0006669-0.00067386i,-0.00031485+0.00018985i,-0.00016523+0.00017067i,-0.00072599-0.00029294i,-0.00010359-0.00022542i,0.00064907-0.00037443i
0.00052214-0.00078257i,0.00068738-0.00042742i,0.00073289-0.00030379i,0.00076922+0.00029911i,0.0010705+0.00016278i,0.00043085-0.00024192i,-0.00061355-0.00090368i,-0.00090659-0.0010535i,-0.00076068-0.0010334i,-0.00068007-0.0012433i,-0.00070683-0.00069222i,-0.00054821+0.00017175i,-0.000703+4.5471e-05i,-0.00092973-0.00093848i,-0.00087381-0.00059954i,-0.00058911+0.00044131i,-4.803e-05+0.00071151i,0.00016604+0.00041011i,0.00018428-0.00030962i,-1.3179e-06-0.00095799i,-4.9541e-05-0.00073554i,-0.00024266+0.00075503i,8.3463e-05+0.00075724i
0.0016265-0.0013445i,0.0023789-0.0008198i,0.0018969-0.00043414i,0.0010401-0.0013682i,0.00047852-0.0018057i,-0.00057184-0.0016949i,-0.00040334-0.00086403i,0.00081795+0.00011254i,0.00083646+0.00011413i,-0.00078364-0.00016621i,-0.0022019-0.00022887i,-0.0014626+6.4467e-05i,9.2581e-05-5.8615e-05i,0.00011586-0.00027209i,-0.00013169+9.2451e-05i,7.3146e-06+0.00030202i,-0.0006892-0.0003556i,-0.0012473-0.00095609i,-0.00088984-0.00043165i,-0.00087312+3.0222e-05i,-0.00044329+0.0002891i,0.00024301+0.00029269i,0.00046398+0.00017328i
0.00087639-0.0011822i,0.0010407-0.0013267i,0.00048706-0.0014803i,0.00027639-0.0012465i,0.00043774-0.00079286i,-2.2525e-05-0.00091088i,-0.00016067-0.0010679i,-0.00028418-0.00098922i,0.00011857-0.00054078i,1.5032e-05-9.5995e-05i,-0.0003165-0.00026333i,-0.00028066-0.00067116i,-0.00055054-0.00095072i,-0.00085347-0.0007151i,-0.00093699-0.00038463i,-0.00052391+0.00019468i,0.00030302+4.4096e-05i,0.0012786-0.00043104i,0.0014125-0.0005681i,2.8289e-05-0.00089139i,-0.00082725-0.00083173i,-0.00036433-0.00011101i,0.00043709+5.82e-05i
6.0341e-05-0.00076526i,-6.4542e-05+0.00028196i,0.00015554+0.00053047i,-1.0593e-05-0.00011279i,-0.00078036-0.00047745i,-0.00094715-0.00066324i,3.0539e-06-0.00022738i,0.00025519-0.00052362i,0.00012528-0.0007087i,-0.00014946-0.0012485i,7.4762e-05-0.0013217i,0.00012718-0.00093874i,-0.00054442-0.0015078i,-0.00025717-0.0011766i,0.00038784-5.06e-05i,0.00050513-0.00036338i,-0.00010776-8.4708e-05i,-4.3334e-05+0.0008226i,0.0011521+0.00030516i,0.00056226+0.0005268i,-0.0010428+0.0011726i,-0.0012349+0.0010346i,-0.000314+0.00021943i
0.00086541-0.00096613i,0.00064688-0.00020957i,0.00033845-0.00052233i,0.00039092-0.0021726i,1.5116e-05-0.002661i,-0.00068417-0.0025424i,-0.00076576-0.0017783i,-0.00099513-0.0010985i,-0.0010438-0.0014073i,-0.00096997-0.0012734i,-0.0014014-0.00070512i,-0.0016565-0.00083187i,-0.0011144-0.000701i,0.00032888+2.8653e-05i,0.00078498-0.00025213i,0.00011605-0.00065894i,0.0002552-0.00063842i,0.00061867-0.00023682i,0.00072342-0.00014134i,0.00074901-0.00054996i,-0.00016449-0.00087755i,8.0037e-05-0.00017844i,0.00046963+0.00026868i
0.0014354-0.0011644i,0.0012234-0.0011338i,0.0010276-1.3108e-05i,0.00084757+0.00029131i,0.00074858-0.0011354i,0.00015428-0.0013643i,-0.00054972-0.00052347i,-0.00019974-0.00092178i,8.488e-05-0.0016506i,-0.00032867-0.00178i,-0.00081733-0.00076996i,-0.00043462-0.0003082i,0.00012636-0.00036526i,-0.00025899-0.00043894i,-0.00023428-0.00020963i,0.00058161-0.00014592i,-0.00011555+0.00015778i,-0.0012945-0.00050194i,-0.00086487-0.00097958i,-0.00025861+8.5171e-06i,1.7386e-05+0.00051742i,0.0003367+0.00084038i,0.00041697+0.00078786i
0.00095774-0.00047187i,0.0012211-0.00041809i,0.00041456-0.00010582i,-0.00024747-0.00035812i,-0.00069957-0.00088258i,-0.00084054-0.00074023i,-0.0010501-0.00010022i,-0.00079447+0.00040053i,5.3937e-05+0.00056436i,0.00026798-5.3572e-05i,-0.00014116-0.00036188i,-0.0004338+5.0822e-06i,0.00011339+0.00013217i,-0.00011305-0.00040156i,-0.00031423-0.00060177i,5.3476e-05-0.00031058i,0.00013021+0.0002176i,6.2593e-05+0.00053464i,-0.00013812+0.0001676i,0.00012446+6.8652e-05i,0.00012596+0.0003128i,-0.00013295+9.0985e-05i,-0.00035082+0.00019858i
0.00012528-0.00074402i,-5.952e-05-0.0016384i,-0.00066079-0.0014539i,-0.0007918-0.00040296i,1.4537e-05+0.00026311i,-6.0335e-05-0.00014627i,-0.00088372-0.00083263i,-0.00096119-0.0010994i,-0.00079604-0.00085569i,-0.00070057-0.00053745i,0.00015775-0.00016225i,0.00032842+0.00017107i,-0.00037473+6.6527e-05i,-0.00050678+0.00099267i,-0.00055703+0.0016639i,-0.00080841+0.00095666i,-0.00085967+0.00013354i,-0.00013358-2.8875e-05i,0.00049847-0.00029253i,0.00011906-0.00050695i,-0.00032394+7.4671e-05i,-0.00080612+0.00035758i,-0.00010424-0.00082275i
0.00031134-0.0027345i,-0.00028262-0.0026722i,-0.00022586-0.0021986i,0.00067155-0.00062133i,0.0008128+0.00049785i,0.0005521-6.4493e-06i,0.00043868+6.0203e-05i,0.00047818-1.4958e-05i,0.0002266-0.00082434i,-0.0011647-0.0010175i,-0.0014368-0.00062175i,-0.00027863-0.0001971i,-2.9098e-05-0.00093127i,-0.00015476-0.0011822i,-0.00067424-0.00041199i,-0.00029165+0.00039449i,0.00018401+0.00058448i,0.00073528-9.5576e-05i,0.00093635-0.00061076i,0.00042908-0.00029579i,0.00031576-0.00017239i,0.00088711-0.00051339i,0.0011372-0.00020124i
0.0011998-0.00024836i,0.0012759+2.4768e-05i,0.0014374+0.00032495i,0.00055084+0.00037217i,6.4199e-05-0.00083436i,-3.3824e-05-0.0017012i,-0.00061952-0.0011811i,-0.00052158-0.00022796i,0.00039762+0.00013503i,3.7741e-05+0.00031388i,-0.00083335+0.00032315i,-0.00027027+0.00061781i,0.00030111+0.00048317i,-0.00037995+4.0945e-05i,-0.00041977-0.00013708i,-0.00031313+8.4563e-05i,-0.0011374-9.1511e-05i,-0.0013207-0.00075426i,-5.3626e-05-0.00045546i,-6.3856e-05+7.1106e-05i,-0.00065062-0.00018174i,-0.00062564+6.989e-05i,-0.00052017+0.00034649i
0.0016372-3.0554e-05i,0.0013755-0.00078978i,0.00098719-0.00087407i,0.00041049-0.00063557i,8.3004e-05-0.0011784i,-0.00017368-0.001595i,-0.0011563-0.0007318i,-0.0012979-0.00010052i,-0.00052854-0.00076315i,-0.0002913-0.0011556i,-0.00033166-0.00089264i,-0.00023374-0.00091776i,0.000347-0.00084193i,0.00026346-0.00018281i,0.00023555+8.3942e-05i,0.0007734+8.9726e-05i,3.0775e-05+0.00035891i,-0.0005974+0.00040836i,-0.00018558-1.2985e-05i,-0.00020838-0.00054912i,0.00028142-0.00033979i,0.00092362+3.8321e-05i,0.00084619-5.29e-05i
0.0018944-0.0016167i,0.0016147-0.0013165i,0.00081387-0.00076921i,-0.00014066-0.00082006i,-0.0013792-0.0013836i,-0.0026675-0.0010776i,-0.0021893-0.00091538i,-0.00027894-0.0010907i,0.00028854-0.0011483i,-0.00055032-0.0006007i,-0.00082027+0.0002261i,-0.00054529+0.0010454i,-0.00023248+0.0010505i,-2.4087e-05+0.000493i,0.00035948+0.0002i,0.00079488+0.00049566i,0.00046424+0.00041093i,-8.7551e-05+0.00020038i,0.00032208+0.00035199i,0.0003798+0.00014317i,-0.00090642-0.0001481i,-0.0010804-0.00053022i,-0.00023191-0.00080583i
-0.00010293+0.00024871i,-0.0004241+1.9756e-05i,0.00086208-6.8968e-05i,0.0018599+2.2694e-05i,0.0020694-0.000394i,0.0015998-0.0010624i,-0.00023671-0.0013743i,-0.0012691-0.001297i,-0.00026232-0.0013001i,0.00030781-0.00071519i,-0.00039514-0.00057492i,-0.00035316-0.00089205i,0.00037614-0.00010307i,0.00022383+0.00028566i,0.0006315-0.00014954i,0.0005151-0.00038085i,0.0001152-0.00028356i,0.0010841-0.00049761i,0.0018868-0.0011352i,0.0013694-0.00073339i,0.00011171-0.00072978i,4.9264e-05-0.0010496i,0.00031091-0.00012967i
0.0026179+0.00099511i,0.001221+0.0011928i,0.0008342+0.00055845i,0.00023655-0.00079224i,-0.00090363-0.0013418i,-0.0018915-0.00090225i,-0.0016747-0.00084637i,-0.00056993-0.00099561i,0.00014744-0.001045i,0.00031243-0.00062664i,-0.00014042+1.4101e-05i,-0.00034075+6.8145e-05i,-0.00037829-7.9538e-05i,-0.00040353-0.00017916i,2.3311e-05+0.00032231i,0.00023829+0.00060375i,-0.00015385+0.0003826i,-9.2347e-05+0.0002434i,-5.7855e-05+8.887e-05i,-0.00053281-0.00029477i,-0.00074024+7.1397e-05i,-0.00062718+0.0001043i,-0.00043006-0.00062734i
-0.00063509-0.00088148i,-5.8839e-06-0.00083129i,0.00028633-0.00085369i,0.00025418-0.0010902i,-4.8801e-05+4.2604e-05i,-0.00060168+0.00032135i,-0.0010007-0.00096639i,-0.001268-0.00078822i,-0.00056402-0.00062143i,0.00055533-0.00016327i,0.00081372+0.00072047i,0.00040449+0.00015121i,-0.00085949-1.0103e-05i,-0.0012617+0.00013819i,-0.00062929-0.0005456i,-0.00013892-0.00079066i,-0.0002462-3.1092e-05i,8.8058e-05+0.0010234i,0.00046663+0.00066744i,-9.9902e-06-0.00044313i,-0.00015361-0.00060989i,-0.00021784-1.9347e-05i,-0.00064129-8.5603e-05i
0.0017358-0.00074286i,0.0017776-0.00083129i,0.00093482-0.00031215i,-2.1699e-06+0.00074041i,3.0697e-06+0.00052569i,-0.00018635-0.00074693i,7.8666e-05-0.0014252i,0.00069038-0.0017284i,0.00015583-0.0013823i,-0.00065339-0.00066184i,-0.00077568+6.1217e-05i,-9.9157e-05+0.00043827i,2.0736e-05+0.00012468i,-0.00021162-1.7308e-05i,-0.00012723+0.00038478i,-2.3668e-05+0.00075784i,-9.2996e-05+0.00038892i,-6.6535e-06+0.0001997i,0.00019316+0.00020182i,0.00079294+8.1251e-05i,0.00083086-0.00040804i,2.8097e-05-0.00048831i,-0.00054858+9.6084e-05i
0.00097352-0.00022761i,0.00015783-0.0004212i,-0.00028027+0.00013088i,-0.00017478+0.00015221i,-0.00023207-0.00029837i,-0.00049233-0.0014735i,-0.0012296-0.0016819i,-0.0010076-0.00057429i,-0.00031238-0.00012977i,-0.00025191-0.0011946i,-0.00029224-0.0017292i,-0.00025729-0.0015815i,-0.000197-0.00039709i,-0.00056192+0.00067217i,-0.00066271+0.00044112i,-0.00069312-0.00035364i,-0.00052425-0.00026594i,-0.00017389+0.00025785i,4.1887e-05+0.00028642i,0.00071756-3.0709e-06i,0.00036277-0.00010953i,-0.00021607-0.00012018i,0.00016665-0.00013058i
0.0004375+0.00088391i,-7.5696e-05+0.00031854i,-0.00047136-8.8897e-05i,0.00034193-0.00083111i,0.00021372-0.0017776i,-0.00040604-0.0015066i,-0.00069331-0.00021399i,-0.00089581-1.5371e-05i,-0.00085519-0.0004558i,-0.00027009-0.00014769i,-0.00051933+0.00013805i,-0.00062046-6.4546e-05i,-0.00014907-6.396e-05i,9.6326e-05+0.00031384i,-1.377e-05+0.00024506i,-0.00053761+6.7332e-05i,-0.00030962+4.3608e-05i,-0.00012612-0.0009353i,-0.0007155-0.001139i,-0.00090104-0.0003386i,-0.0005017-0.0003824i,8.4293e-05-0.00023492i,0.00062879-2.0705e-05i
0.0020803-0.0011336i,0.0018192-0.00090095i,0.0010217-0.0017029i,0.00045658-0.0021119i,0.00017396-0.0015323i,-0.00083168-0.00041372i,-0.00097049+0.00060458i,-0.00018518-0.00013354i,0.00048212-0.0013941i,0.00081282-0.0017444i,0.00031784-0.0013157i,-0.00011364-0.001015i,7.4955e-05-0.00088481i,0.00053493+5.9375e-05i,0.00026651+0.00019566i,-0.00016883-3.0478e-05i,0.00036685+3.7154e-05i,0.00088966-0.00019521i,0.00051691-0.00052432i,0.00023037-1.1467e-05i,-1.5519e-05+0.0011916i,3.1957e-05+0.0011966i,0.00067571+0.00075651i
0.0022897-0.00012167i,0.0026466+0.00092796i,0.0017738+0.00086539i,0.00064505+0.00013565i,0.00070293-0.00059303i,0.00056475-0.00052111i,-0.00033251-0.00016405i,0.00014142-0.00078856i,-6.915e-05-0.001496i,-0.00072625-0.0015031i,-0.00030978-0.0015469i,0.00016363-0.00067916i,0.00021442+0.00033157i,0.0005961+0.00011282i,0.0010081-4.9366e-05i,0.00056132+8.2978e-05i,0.00045372+7.1168e-05i,0.00064433-5.0513e-05i,0.00064385-0.00033579i,0.00056394-0.0010987i,9.3032e-05-0.00066745i,-0.00065229+8.4654e-05i,-0.00075241+2.9162e-05i
-0.00055256+0.00039335i,-0.00084025+0.00011424i,-0.0010742-0.00018108i,-0.00033487-0.00046836i,0.00028866-0.0012215i,0.00010389-0.0015911i,-0.00083919-0.0010163i,-0.0011067-0.00039606i,5.5067e-05-0.00034402i,0.00051347-0.00048685i,-0.00064694-0.00063965i,-0.00092081-0.0002421i,-0.00041509+0.00014779i,0.00027469-0.00032805i,0.00071818-0.0007944i,0.0002612-0.00057698i,-0.00055093-0.0004809i,-0.00021029-0.00032781i,-0.00010963-7.8983e-05i,-0.00037449-0.00010347i,-0.00073582-0.00055386i,-0.0012251-0.0016491i,-0.00048995-0.0021158i
0.0014551-0.0013849i,0.0022245-0.00051601i,0.0016327-0.00080465i,-1.2091e-05-0.0012478i,-0.0010471-0.00061113i,-0.00064613-6.2389e-05i,-0.00041766+9.6867e-05i,-5.456e-05+2.9651e-05i,0.00016102-0.00045326i,-0.00073905-0.0011554i,-0.0014426-0.00082339i,-0.0010405+3.0676e-05i,0.00029699+0.00025049i,0.0010362+0.00056391i,0.00071072+0.00056551i,-0.00013317+0.00048903i,-0.00047309+0.00065155i,-0.00036178+0.0002651i,0.00038427-0.00032341i,0.00085711-0.00038769i,0.0006991-0.00014331i,0.00035936+5.5853e-05i,-0.00051985+0.00034723i
0.00018604-0.0016731i,0.00029999-0.001824i,0.00032026-0.00029593i,0.00043224+0.0012354i,0.00031834+0.0012672i,-0.00021279+0.00010829i,-0.00023891-0.00061606i,0.00035851-0.00035233i,0.00046898-0.00084319i,-0.00018922-0.00087361i,-0.00063255-0.00033192i,-0.00016177-3.3262e-05i,-0.00072594-0.00011728i,-0.00095792-0.00016164i,-0.00057469-0.00038142i,-0.00079554-0.00075627i,-0.00089729-0.00048955i,-0.0003188-0.00042075i,0.0012962-0.00069801i,0.0011052-0.00028617i,-0.00016228+0.00033302i,-0.00027324+0.00042716i,-0.000439+0.00053702i
-0.0006552-0.00072168i,0.00051227-0.00085431i,0.00089451+0.00043245i,0.00044473+0.0010699i,0.00072731+0.00025729i,0.00094809-0.00043105i,0.0010058-4.2851e-05i,0.00045132-0.00037882i,-0.00024135-0.0012728i,-0.0002168-0.0012564i,-0.00016667-0.0011693i,-0.00026659-0.0011872i,-0.00071749-0.00087932i,-0.0010648-0.00021932i,-0.00074761-0.00010762i,-9.6041e-05-0.00066598i,0.00037027-0.00079986i,0.00082674-0.00046941i,0.0010364-0.00086879i,0.00081389-0.0010724i,0.00031786-0.00012141i,0.00029198+0.00021306i,-2.8617e-05+0.00014776i
0.00063727+0.00078628i,-0.00069919-0.0002133i,0.00018569-0.00067039i,0.00066537-0.00012135i,0.00029928-0.00046536i,-0.0010028-0.0011379i,-0.0018181-0.00056841i,-0.0011818-0.00050224i,-0.00017859-0.00077024i,-0.00026209-8.7058e-05i,-0.00077316+0.00022596i,-0.0005535+0.00028146i,9.8016e-05-9.329e-06i,0.00011658-0.00043451i,-0.0003557+0.00043048i,-0.00030971+0.00050809i,0.00010495+0.0002375i,0.00046747+0.00082886i,0.00033837+0.00047848i,6.8745e-05-0.00036893i,-0.00076537-0.00041654i,-0.0017308-0.00070858i,-0.0011127-0.00042224i
-0.0003524-0.0013835i,0.00010156-0.0013128i,0.00081337-0.00088451i,0.0013167-0.00092119i,0.00054712-0.00095031i,-0.00066039-0.00049107i,-0.00072019-0.00073622i,0.00059667-0.00099683i,0.0012998-0.00053876i,8.0086e-05-0.00055141i,-0.00084369-0.00020133i,-0.00097279+0.00054463i,-0.00019436-0.00024066i,0.00034077-0.0010305i,-0.00030831-0.00085703i,-0.00073641-0.00065485i,-0.0007224-0.00080367i,0.00030201-0.001243i,0.0011702-0.00090017i,0.001276-0.00046189i,0.00016132-0.00010218i,-0.00034326+0.00021886i,-0.00015139+1.1054e-05i
0.00013361+0.00018619i,0.00024043+5.6943e-05i,0.0005761+9.3543e-05i,0.00080858-0.0003172i,0.00049753-0.0011419i,-0.00014689-0.00053627i,-0.00018559+0.00039504i,0.00029725-0.00012884i,0.00024022-0.0010394i,-0.0002878-0.001377i,-0.00075207-0.00087816i,-0.00059066-1.8109e-05i,-0.00017458-0.00031527i,-0.00022068-0.00061539i,-0.00025401-0.00026187i,-0.00024128-0.00037765i,-0.00022667-0.00076466i,-0.00050317-0.00035039i,-0.0011911-0.00012543i,-0.0014085-6.7314e-05i,-0.0011642+0.00026474i,-0.00055903+0.00040857i,0.00021665+0.00078773i
0.00011338-0.00017046i,0.00051271-0.00050134i,0.0001652+0.00034222i,0.00044051+0.0012862i,0.00083706+0.0012286i,0.00051426+0.00066577i,-0.00038801-0.00034961i,-0.00063428-0.00083446i,-0.00076544-0.00052482i,-0.00096711-0.00037167i,-0.00032881-0.00040623i,4.9411e-06-0.00096426i,-0.0004992-0.00098459i,-0.00082431-0.00030597i,-0.00053318-0.00049022i,-0.00035587-0.00025238i,0.0001359-0.00015753i,0.00065798-0.00061195i,0.00020042-0.0010384i,-0.00072205-0.00052662i,-0.0010973-0.00043367i,-0.00028163-0.001036i,0.00048474-0.0010416i
0.0021321-0.00083563i,0.0012622-0.0010377i,0.00056263-0.0010103i,0.00042256-0.00062079i,0.00041042-0.00044425i,0.00021964-0.00050615i,-0.00031776-0.00099032i,-0.00017289-0.00073511i,-0.00028481-0.00013831i,-0.00089107+0.00014536i,-0.00024869-9.0171e-05i,0.00038408-0.00053582i,0.00034869-5.2551e-05i,6.297e-05-6.3399e-05i,-0.00029191+0.00027166i,0.00022844+0.00050337i,0.00091987+0.00014244i,0.0005071-0.00030847i,-0.00050722-0.00054416i,-0.00098903-0.00046379i,-0.00066466-0.00034107i,-0.00056196-3.1681e-05i,-0.0011659+0.00058159i
0.0015611-0.0011004i,0.0017595-0.0011092i,0.00075897-0.00053875i,-0.00070203-0.00055579i,-0.0015757-0.0004877i,-0.001211-4.3551e-05i,-0.00073977-0.00015159i,-0.00083+9.486e-05i,-0.00021287-0.00042369i,0.00070674-0.0012043i,0.0010498-0.00053687i,9.7814e-06-0.00015974i,-0.00091594-0.00036135i,-0.00061548-0.00056793i,-0.00058483-6.7492e-05i,-0.00084796-0.00014234i,-0.00021983-0.00040141i,-8.0012e-05+8.9241e-05i,-0.00026345+0.00038266i,0.0005091+0.00026808i,0.00085309+0.00017711i,0.00057868+0.00061936i,0.00031772+0.00082345i
0.00020987+4.2586e-05i,0.0012854-3.3563e-05i,0.0010959+0.00079852i,0.00068564+0.0010739i,0.00013579+0.00011741i,-0.00048687-0.00019676i,-0.0005338-0.00052076i,-0.00037388-0.0010865i,-0.00039173-0.00055309i,-0.00013418+8.4874e-05i,0.00033546-4.5078e-05i,0.0007027-8.3459e-05i,0.0012203-0.00021047i,0.00094586-0.00050296i,0.0008221-0.00031295i,8.968e-05+0.00023481i,-0.0010537+0.00036934i,-0.00057583-4.4887e-05i,0.00025498-7.5476e-05i,-0.00028546+8.6372e-05i,-0.00029663+0.00023485i,0.00042203+0.00010002i,0.0001159-4.6642e-05i
-0.00035729-0.0004112i,-0.00020804-0.00087146i,-0.00041919-0.00094886i,0.00038874-0.00066114i,0.0013474-0.00097481i,-4.4592e-05-0.0012777i,-0.00098883-0.0012036i,-0.00066426-0.00056246i,-0.00026113-0.00040864i,0.00025636-0.00048844i,0.0005241-0.0005052i,0.00045616-0.00050698i,-0.00038234-0.00054974i,-0.00094338-0.00053006i,-0.0009108-0.0002432i,-0.00020648+0.00064849i,0.00057062+0.0011519i,0.00038865+0.00010811i,-0.00061148-0.00066187i,-0.0015271-0.00040812i,-0.0015237+3.2225e-05i,-0.00056635+2.2225e-05i,0.00079464-0.00050143i
0.001671-0.001049i,0.0013298-0.00011629i,0.0012626-0.00047535i,0.00058179-0.0011409i,-0.0010061-0.001123i,-0.002626-0.00066545i,-0.0027189-0.00020138i,-0.0015209+5.0802e-05i,-0.00075763-0.00030736i,-0.00064421-0.00098049i,-0.00015911-0.00090895i,0.00045913-0.0001914i,0.00021138+0.00034999i,-0.00048227+0.00064991i,-0.00034913+0.00030688i,-4.7288e-05-0.00035888i,0.00061063-3.4868e-05i,0.00064499+0.00060125i,-0.00028283+0.00061005i,-5.9522e-05-0.00056411i,0.00029196-0.00059944i,-0.00027345+0.00041176i,-0.00070064+0.0012049i
0.00041775-0.0021004i,0.00056842-0.0013242i,9.2124e-05-0.0012327i,0.00010531-0.0014686i,-0.00030991-0.00093369i,-0.00031843-0.00081596i,-0.00020381-0.00057878i,-9.1901e-05+0.00015656i,0.00067228+0.00043361i,0.00084638+0.00081467i,0.00043227+0.00035625i,0.00016158-4.257e-05i,0.00035322+0.0001181i,8.808e-05-0.00072023i,-0.00049747-0.00074046i,-0.00017435-5.2533e-05i,0.00097629-0.00034656i,0.0012772-0.00086682i,0.00050559-0.00019189i,1.9304e-05+0.00024078i,-7.3083e-05+0.00040401i,-0.00069211+0.00044494i,-0.00040685-3.7576e-05i
0.0013357-0.0022101i,0.0011445-0.0026459i,0.00033024-0.0014251i,0.00012472+0.00013211i,0.0004036-0.00038575i,0.00081112-0.00080818i,0.00033532-0.00042901i,0.00024552-0.0010414i,0.00037451-0.0010405i,9.3664e-05-0.0004706i,-0.00011796-0.00030203i,-4.8264e-05-0.00014938i,0.00025689-0.0009663i,0.00038582-0.0015288i,0.00024312-0.00096349i,0.0001826-0.00036899i,-0.00019194-0.00016102i,0.00024324-0.00057746i,0.001175-0.00079994i,0.00034817-0.00079501i,-0.00033689-0.00052532i,-0.00044949-2.4575e-05i,-0.00013678+0.00034401i
0.0005556-0.0016273i,0.0011404-0.001583i,0.00031248-0.00075272i,-0.00047489-0.00039291i,5.0517e-05-0.00046693i,0.00082961-0.0011042i,0.00034683-0.0012978i,-0.00033937-0.0011344i,-0.00044884-0.0015303i,-0.00034782-0.0019263i,-6.3549e-05-0.0013186i,-0.00024061-0.00042337i,-0.00083435-0.00034068i,0.00025307+2.659e-05i,0.00052323+0.00071365i,-0.0004785+0.00081567i,-0.00072039+0.00067074i,-1.3342e-05+1.8972e-05i,0.00024348-9.5816e-05i,2.8889e-05-6.2285e-05i,-4.9976e-05-0.000525i,0.00025123-0.00013912i,0.00020441+0.0009312i
