-0.003568+7.5957e-05i,-0.0023353+0.00071392i,-0.00078903+0.00019582i,0.00020964+0.00034014i,9.6953e-05+0.0016345i,-0.00014605+0.0022699i,-0.00045455+0.0016934i,-0.00029502+0.00074548i,0.00052488-0.00056809i,0.00041838-0.0007709i,-0.00026047-0.00085831i,-0.00059277-0.00076191i,-0.0008377-5.8016e-05i,-0.00062146+0.00032438i,-0.00022056+0.00020072i,0.00033551-3.2712e-05i,0.000236+0.0001638i,-8.6273e-05+0.00031405i,0.0002424+0.0002418i,0.0010797-4.9027e-05i,0.0008984-0.00038122i,0.00010646+0.0001813i,-1.258e-05+0.00038911i
-0.3227-0.77339i,0.17454-0.69527i,0.42731-0.72448i,0.33394-0.63154i,0.24385-0.39598i,0.19642-0.22917i,0.094397-0.11782i,0.022242-0.037984i,-0.00096588-0.013941i,-0.0069765-0.017423i,-0.017872-0.030222i,-0.024978-0.035745i,-0.0055894-0.039681i,0.019004-0.054644i,0.03571-0.065483i,0.046838-0.074928i,0.03781-0.081625i,0.0079345-0.066378i,-0.019155-0.03794i,-0.033677-0.0142i,-0.045515+0.0089701i,-0.045189+0.027206i,-0.032355+0.026112i
0.65841-0.43872i,0.2773+0.20858i,0.12568+0.59077i,0.03732+0.46024i,-0.10696+0.28423i,-0.095142+0.20958i,-0.019788+0.10139i,-0.0063388+0.038372i,-0.0002175+0.021417i,0.00039742+0.0095765i,0.0057698+0.013192i,0.012196+0.017482i,0.0043658+0.031241i,-0.0035854+0.051366i,-0.016269+0.065626i,-0.028425+0.082864i,-0.025019+0.088782i,-0.0080577+0.068559i,0.015178+0.037844i,0.041291+0.01122i,0.059649-0.01453i,0.054563-0.03511i,0.033538-0.037821i
0.9879+0.60793i,0.45923-0.091282i,0.036771-0.30696i,0.10729-0.19593i,0.20487-0.19384i,0.091474-0.16072i,0.021675-0.061289i,0.025332-0.027926i,0.024513-0.017498i,0.023845-0.014119i,0.013362-0.02682i,0.003441-0.037285i,0.0037243-0.047851i,0.0098344-0.057123i,0.014932-0.06658i,0.012163-0.075915i,0.0052565-0.073209i,-0.005337-0.052846i,-0.0199-0.021352i,-0.036148+0.01098i,-0.045626+0.037329i,-0.03666+0.049317i,-0.013975+0.043221i
-0.95356+1.6151i,-0.20329+1.3391i,0.04561+0.73827i,-0.14711+0.39918i,-0.18793+0.26187i,-0.082942+0.10944i,-0.041023+0.015533i,-0.047804+0.012309i,-0.053461+0.033968i,-0.032403+0.061822i,0.015145+0.081633i,0.051601+0.070893i,0.046242+0.045586i,0.019443+0.042301i,0.0081785+0.052253i,0.0073381+0.051486i,0.0022164+0.044398i,0.0022799+0.030839i,0.0055137+0.010627i,0.010204-0.0076029i,0.020734-0.020584i,0.024271-0.023761i,0.016134-0.014903i
-1.9184-1.63i,-1.7365-0.98115i,-0.99499-0.49799i,-0.34317-0.30738i,-0.011554-0.16297i,0.069007-0.049075i,0.054852+0.01028i,0.046732+0.00031442i,0.02019-0.043051i,-0.02131-0.057746i,-0.05076-0.052791i,-0.060363-0.031653i,-0.033477-0.0090511i,-0.0029918-0.015057i,0.0008259-0.028738i,0.00028974-0.02758i,0.0073671-0.020935i,0.012312-0.013309i,0.0086221-0.0081072i,-0.0033687-0.0057809i,-0.018461+0.0024358i,-0.026727+0.012052i,-0.025938+0.016695i
2.0382-1.6519i,1.553-1.3663i,0.94293-0.73617i,0.39372-0.31211i,-0.011171-0.074099i,-0.10818+0.024681i,-0.074344+0.010695i,-0.040592+0.025762i,0.016361+0.036579i,0.038599+0.0079467i,0.025752-0.0070098i,0.0095011-0.0090524i,-0.010584+0.0045023i,-0.011796+0.026573i,0.00092859+0.035151i,0.0022547+0.033919i,-0.0046976+0.029204i,-0.0077582+0.024035i,0.00070295+0.019137i,0.014436+0.013422i,0.019721+0.0066221i,0.014273-0.0018185i,0.0025376-0.0099958i
1.2843+1.9112i,0.80366+1.3752i,0.24556+0.80869i,0.14213+0.37005i,0.17369-0.011236i,0.085376-0.1225i,0.038386-0.05795i,0.021546-0.039553i,-0.012555-0.020661i,-0.014282+0.0074512i,-0.0022031+0.0076994i,0.0070324-0.001658i,0.01213-0.016856i,0.0029773-0.023774i,-0.0086352-0.017464i,-0.010809-0.012211i,-0.0066313-0.0084814i,-0.0048767-0.0064733i,-0.011967-0.0040798i,-0.023213-0.0053396i,-0.031664-0.011183i,-0.030348-0.010755i,-0.018469-0.0055839i
-1.4783+1.1916i,-0.81753+0.72695i,-0.25165+0.18691i,-0.068176+0.065136i,0.033748+0.15002i,0.080959+0.084058i,0.0076042+0.0021273i,-0.038102+0.014528i,-0.031105+0.011957i,-0.029734+0.00021087i,-0.017625+0.010134i,-0.00456+0.016783i,-0.0073061+0.01984i,-0.014858+0.018938i,-0.020949+0.012544i,-0.024203+0.008171i,-0.02591+0.0049121i,-0.023264+0.0026218i,-0.012926+0.0036739i,0.0085963+0.0094697i,0.03368+0.013134i,0.042846+0.006651i,0.037907-0.0054521i
-1.1272-1.1534i,-0.84352-0.62767i,-0.49395-0.090127i,-0.27908+0.057034i,-0.19994+0.013519i,-0.1069+0.029111i,0.0048266+0.016963i,0.022375-0.032824i,-0.00040072-0.038484i,0.0034347-0.030881i,0.0049955-0.03145i,0.0003357-0.029383i,0.0028919-0.027142i,0.016818-0.028795i,0.02988-0.036013i,0.030228-0.039278i,0.029619-0.032246i,0.030858-0.023815i,0.020127-0.020555i,-0.0030495-0.017218i,-0.018951-0.0077891i,-0.016809+0.0032853i,-0.0072126+0.015296i
0.7475-0.808i,0.56981-0.50095i,0.27316-0.33998i,0.11953-0.20043i,0.11506-0.073791i,0.075514-0.044863i,0.016733-0.021952i,0.0179-0.012946i,0.027044-0.022731i,0.025092-0.0088254i,0.021565+0.0062282i,0.013202+0.010277i,0.0060339+0.010324i,-0.004044+0.020497i,-0.0044435+0.040637i,0.0048641+0.047042i,0.0025627+0.041807i,-0.0049078+0.038173i,-0.0015517+0.030668i,0.0096256+0.018576i,0.013225+0.0094525i,0.0052199+0.0065858i,-0.0035151+0.0043327i
0.41197-0.023249i,-0.02594+0.015174i,-0.072719-0.012148i,-0.060327-0.062959i,-0.10315-0.018721i,-0.049422+0.039696i,0.0089712+0.038284i,0.040257+0.039175i,0.057422+0.024752i,0.029684+0.0013938i,0.00017264-0.0061201i,-0.003442-0.010586i,0.0083055-0.012795i,0.013739-0.023941i,-0.0032228-0.034746i,-0.017627-0.027727i,-0.015415-0.020392i,-0.012373-0.019929i,-0.014818-0.017042i,-0.020504-0.010374i,-0.022394-0.0029068i,-0.01704+0.0024114i,-0.014166+0.0075826i
0.87991+0.43103i,0.70548+0.030431i,0.45692+0.07019i,0.31472+0.10847i,0.15155+0.013167i,0.007906+0.0013662i,-0.021893+0.022723i,-0.027283+0.036231i,-0.016698+0.059872i,0.009619+0.046786i,0.02231+0.018667i,0.022288+0.0083453i,0.0083589+0.016632i,0.0011586+0.032472i,0.0047039+0.031396i,0.00087687+0.021364i,-0.0028892+0.017469i,-0.0010586+0.012468i,0.0037063+0.0063996i,0.0080832+0.0034283i,0.0051813+0.0017738i,-0.0020557-0.0023796i,-0.0025608-0.0095866i
-0.63224+1.3177i,-0.31673+0.78658i,-0.34204+0.23513i,-0.24522+0.047525i,-0.035789-0.058389i,-0.011221-0.12286i,-0.043905-0.057811i,-0.043892-0.01244i,-0.071161-0.0032487i,-0.074367+0.018411i,-0.047293+0.030125i,-0.025684+0.028574i,-0.014755+0.015136i,-0.015721-0.00021115i,-0.012086-0.0086191i,-0.0032068-0.015018i,0.00039762-0.014868i,0.00415-0.0080007i,0.0058856-0.0030356i,0.0048157-0.0070507i,0.006233-0.015716i,0.0080781-0.014813i,0.0065122-0.0036215i
-1.4447-0.56881i,-0.58644-0.076114i,0.080347+0.039875i,0.075796+0.14319i,0.018035+0.28587i,0.081097+0.18316i,0.034015+0.017032i,-0.020872-0.018756i,-0.0044068-0.027665i,0.011158-0.039513i,0.011742-0.033252i,0.003755-0.023882i,-0.003591-0.019078i,-0.0026969-0.021412i,-0.0046382-0.018651i,-0.0072263-0.0085062i,-0.0085113-0.0041143i,-0.01236-0.0047322i,-0.013478-0.0021971i,-0.0074971+0.0082678i,0.0033163+0.017963i,0.0087786+0.013222i,0.0064574+0.00012361i
0.36437-1.7633i,-0.3666-0.94416i,-0.48898-0.30727i,-0.29388-0.334i,-0.22875-0.38014i,-0.14187-0.18187i,-0.0010913-0.056252i,0.041976-0.061358i,0.020013-0.057619i,0.0029533-0.033828i,-0.0078459-0.018703i,-0.010312-0.013649i,0.0010227-0.0068911i,0.020866+0.0021234i,0.035764+0.0036269i,0.037544+0.0020546i,0.033468+0.0029537i,0.029964+0.0035959i,0.024566-0.0013553i,0.013983-0.0098494i,0.00088859-0.010294i,-0.0044931-0.00095843i,-0.0034215+0.0062105i
2.125+0.45842i,1.5827-0.15697i,0.9081-0.25433i,0.54998+0.026348i,0.37417+0.14949i,0.18932+0.080134i,0.056005+0.037056i,0.038699+0.041703i,0.047093+0.030329i,0.030937+0.019878i,0.022728+0.016857i,0.020913+0.0090462i,0.0092522+0.0053892i,-0.0069811+0.013873i,-0.020585+0.026214i,-0.028828+0.029804i,-0.031637+0.025049i,-0.027771+0.018693i,-0.020918+0.016734i,-0.013032+0.019732i,-0.0045364+0.018072i,-0.0011106+0.0097137i,0.0015118+0.0059287i
-0.80621+2.018i,-0.54968+1.5861i,-0.34465+0.93442i,-0.24251+0.35478i,-0.19195+0.042565i,-0.11217-0.0018256i,-0.034649+0.019349i,-0.022278+0.025962i,-0.023181+0.022731i,-0.018939-0.00032445i,-0.021446-0.013468i,-0.01419-0.011227i,-0.0027079-0.0064069i,0.0029283-0.0028086i,0.0019546-0.0069128i,-0.00013005-0.012962i,0.0029758-0.012675i,0.0072662-0.0094483i,0.0078905-0.0093196i,0.0044583-0.014258i,-0.0012707-0.016499i,-0.0069806-0.01009i,-0.013731-0.00076292i
-1.3863-0.81372i,-0.88394-0.88462i,-0.48752-0.6401i,-0.19576-0.22387i,-0.0023523-0.0002487i,0.013067+0.035946i,-0.021088+0.048374i,-0.01013+0.049991i,0.013456+0.045096i,0.037314+0.039006i,0.047259+0.02502i,0.036301+0.016654i,0.016363+0.0077107i,-0.0041462-0.0024238i,-0.011196-0.0083769i,-0.008285-0.011533i,-0.0095598-0.010489i,-0.012374-0.0041005i,-0.011358+0.0049468i,-0.0051518+0.013443i,0.0051589+0.017154i,0.014949+0.008262i,0.019424-0.0067501i
0.31645-0.70883i,0.53138-0.12329i,0.49517+0.075902i,0.27321+0.047469i,0.11392+0.014673i,0.040499-0.039615i,-0.013522-0.07542i,-0.046132-0.065295i,-0.059155-0.0368i,-0.060975-0.0052844i,-0.050537+0.010828i,-0.033947+0.0090678i,-0.017478+0.0036934i,-0.0058038+0.0008318i,0.0007323+0.006113i,0.0067395+0.01516i,0.010892+0.015404i,0.0092076+0.0078315i,0.0051342+0.0013131i,0.001667-0.0036736i,-0.0022401-0.0048941i,-0.0076077+0.0032913i,-0.012825+0.012499i
0.37328-0.32691i,-0.11771-0.083331i,-0.30738-0.012623i,-0.36371-0.0045491i,-0.29803+0.03229i,-0.13088+0.022782i,-0.021289-0.01666i,0.009677-0.027116i,0.0093344-0.022029i,0.004802-0.020315i,0.0071089-0.019672i,0.0080256-0.014437i,0.011378-0.0090932i,0.015969-0.016352i,0.0084576-0.027875i,-0.0046033-0.028951i,-0.0093621-0.021111i,-0.0062789-0.013645i,-0.0062522-0.010913i,-0.012878-0.0047913i,-0.017625+0.0032221i,-0.014297+0.002578i,-0.0045938-0.0057689i
0.69664+0.094484i,0.33055-0.13194i,0.30163-0.16724i,0.3753-0.27884i,0.27694-0.29873i,0.14641-0.14871i,0.091006-0.021148i,0.062577+0.010092i,0.029919-0.00431i,0.00077999-0.0052761i,-0.0037472+0.0069701i,0.00022839+0.0078831i,-0.0023441+0.014202i,0.0055594+0.029049i,0.01987+0.035289i,0.025101+0.033246i,0.021871+0.027356i,0.015229+0.020285i,0.012931+0.013506i,0.016967+0.0013778i,0.016546-0.013086i,0.0086734-0.014464i,0.0042032-0.0012855i
0.31119+0.9921i,0.38447+0.43073i,0.14483+0.27964i,0.012701+0.36064i,-0.0019414+0.30988i,-0.02977+0.17566i,-0.051084+0.090239i,-0.042624+0.06972i,-0.014058+0.053536i,-0.0068333+0.016429i,-0.021982+0.0044166i,-0.021528+0.0090206i,-0.017427+0.00089831i,-0.021596-0.0065296i,-0.026688-0.012322i,-0.033376-0.017933i,-0.033217-0.016304i,-0.021324-0.012857i,-0.011995-0.013191i,-0.011679-0.0095616i,-0.0078459+0.0012154i,0.00027014+0.0065842i,0.00091833+0.0050338i
-1.3566+0.64947i,-0.79536+0.6263i,-0.43118+0.3131i,-0.21131+0.062511i,-0.048224-0.070095i,0.011967-0.10564i,0.014344-0.080627i,0.0010983-0.07277i,-0.0063899-0.063898i,0.010024-0.051692i,0.016594-0.053952i,0.0071755-0.047935i,0.00049209-0.031983i,-0.0033435-0.012399i,0.0013227+0.0061524i,0.012444+0.010013i,0.016092+0.0069463i,0.014198+0.011661i,0.019151+0.018839i,0.029284+0.016474i,0.029791+0.0059675i,0.01683-0.0028181i,0.0022545-0.0079719i
-0.56844-1.5102i,-0.29275-1.0739i,-0.0021459-0.70823i,0.037425-0.35064i,0.023159-0.037827i,0.031973+0.058974i,0.0073956+0.038041i,0.00098686+0.034707i,0.015773+0.03678i,0.029517+0.035651i,0.038054+0.027707i,0.030904+0.016705i,0.021361+0.0060458i,0.012467-0.0083741i,0.0022815-0.014131i,0.0011806-0.0089283i,0.001611-0.0060389i,-0.0061821-0.0073406i,-0.020308-0.003826i,-0.03112+0.0088442i,-0.027816+0.019621i,-0.011695+0.017605i,0.0052696+0.010412i
1.1113-0.40195i,0.60719+0.15461i,0.28258+0.49665i,0.1162+0.38464i,-0.02233+0.15999i,-0.058197+0.059451i,-0.016447+0.010723i,-0.006328-0.018675i,-0.021604-0.0096768i,-0.031337+0.013938i,-0.022193+0.024426i,-0.0053707+0.014861i,0.0023562+0.0073182i,0.0064896+0.0070614i,0.002827+0.0045687i,-0.007492+0.0077881i,-0.008399+0.013371i,-0.0030541+0.010119i,0.001623+0.0010997i,0.0043791-0.0063039i,0.0025334-0.005529i,-0.0030475+0.0024119i,-0.008597+0.0066077i
0.54338+0.48524i,0.087848-0.14528i,-0.21192-0.49055i,-0.24069-0.43717i,-0.13752-0.27302i,-0.061263-0.14995i,-0.022909-0.054803i,0.0087002-0.0086763i,0.013669-0.0070636i,0.0065919-0.013319i,0.0013675-0.012641i,-0.0028051-0.0019168i,0.0022139+0.0067741i,0.011824+0.0016605i,0.01905-0.01089i,0.017403-0.020845i,0.0073639-0.02054i,0.0019874-0.013399i,-0.00042803-0.012167i,-0.0085567-0.016398i,-0.017413-0.017072i,-0.016596-0.012643i,-0.0045371-0.0063906i
-0.21173+0.79487i,0.16366+0.70386i,0.44068+0.60745i,0.45494+0.37669i,0.30536+0.17608i,0.16692+0.094023i,0.077035+0.058724i,0.03553+0.044129i,0.030109+0.023259i,0.011965+0.011745i,-0.0017017+0.020396i,-0.0033562+0.016086i,-0.014799+0.010104i,-0.0221+0.022324i,-0.019251+0.035892i,-0.01432+0.037319i,-0.0084895+0.027713i,-0.0049456+0.016635i,-0.00061114+0.012968i,0.011412+0.012009i,0.02342+0.0065203i,0.020527+0.0012393i,0.0055661+0.0043996i
-0.61739-0.15574i,-0.59875-0.31821i,-0.64614-0.27249i,-0.47457-0.092309i,-0.26445-0.021549i,-0.17447-0.024402i,-0.11451-0.020027i,-0.08067-0.010319i,-0.059709+0.0094658i,-0.033769-0.0015731i,-0.030419-0.022855i,-0.025301-0.018673i,-0.012476-0.01679i,-0.0095685-0.020967i,-0.0085251-0.023936i,-0.0070807-0.0278i,-0.0049116-0.023694i,0.001379-0.014626i,0.0064339-0.012155i,0.003297-0.012926i,-0.0032706-0.010724i,-0.0044502-0.0088154i,-0.0044078-0.011204i
-0.12737-0.1595i,0.28474+0.011467i,0.38848-0.064206i,0.23213-0.080703i,0.16419-0.053444i,0.14797-0.072893i,0.087707-0.064681i,0.045343-0.044465i,0.013978-0.037981i,0.0037093-0.021558i,0.016805-0.017232i,0.019038-0.021265i,0.016546-0.01627i,0.012801-0.012474i,0.0096061-0.0050893i,0.012429+0.0040532i,0.0098579+0.0066987i,0.0015517+0.011445i,0.0013798+0.023088i,0.0092409+0.032829i,0.013429+0.0335i,0.010168+0.027354i,0.0080913+0.016261i
-0.1029-0.58528i,-0.25605-0.16457i,-0.1031+0.023918i,-0.020962+0.015953i,-0.049944+0.075013i,-0.032321+0.11689i,-0.0024913+0.073116i,0.0012706+0.032374i,0.010452+0.011311i,0.022507+0.0022461i,0.030044+0.0046608i,0.029069+0.0058974i,0.02066+0.0054708i,0.013533+0.0016276i,0.0034916-0.0036673i,-0.0065178-0.0021451i,-0.0082261+0.0010785i,-0.0070953-0.002823i,-0.013236-0.011968i,-0.02665-0.018121i,-0.032114-0.018588i,-0.023054-0.016436i,-0.010503-0.010132i
0.78102-0.12227i,0.29641-0.14236i,-0.0052321+0.046929i,-0.054042+0.082503i,-0.063208-0.015321i,-0.066214-0.037924i,-0.039307-0.0030254i,-0.008111+0.011298i,0.0083022+0.0096886i,0.0022155+0.016787i,-0.0079073+0.031171i,-0.0069679+0.033109i,-0.0024802+0.023787i,0.00080965+0.014161i,0.00205+0.0026135i,0.00020299-0.0073718i,-0.0017914-0.0096241i,-0.0012396-0.0054475i,0.0024113+0.00068834i,0.0084236+0.0046247i,0.011405+0.0072543i,0.0093071+0.0091204i,0.0060173+0.0076044i
0.26947+0.71495i,0.33855+0.1719i,0.23067-0.18248i,0.13899-0.20575i,0.10002-0.12798i,0.051708-0.085118i,0.0053345-0.061082i,-0.0093195-0.033677i,-0.008724-0.0095585i,-0.010563-0.0022478i,-0.018266-0.0046737i,-0.023196-4.9107e-05i,-0.016665+0.007818i,-0.0037247+0.012234i,0.0092326+0.016223i,0.017003+0.016601i,0.016733+0.011395i,0.012849+0.0046262i,0.010211-0.0030232i,0.0076076-0.01137i,0.0024633-0.018359i,-0.00076815-0.017179i,0.00027995-0.0071825i
-0.77685+0.45329i,-0.4626+0.63674i,-0.1875+0.62687i,-0.037103+0.42419i,0.013878+0.22278i,0.035216+0.11323i,0.04+0.051398i,0.019739+0.030636i,0.0017822+0.027097i,-0.012557+0.014189i,-0.016058-0.0015204i,-0.010841-0.016074i,-0.010769-0.016065i,-0.010276-0.003068i,-0.01154+0.0033i,-0.0153+0.0047828i,-0.013533+0.006715i,-0.0084476+0.0064193i,-0.0041694+0.0095013i,0.0023816+0.018307i,0.0083126+0.025157i,0.0053372+0.021774i,-0.0042617+0.01247i
-0.28525-0.82051i,-0.32727-0.8913i,-0.35859-0.73285i,-0.26314-0.38783i,-0.14487-0.16795i,-0.095709-0.079835i,-0.051472-0.023908i,-0.026094-0.013569i,-0.027334-0.01455i,-0.0099532-0.016516i,0.0072577-0.022467i,0.0097566-0.015662i,0.0043456-0.010098i,-0.0072946-0.0098715i,-0.010403-0.0078728i,-0.0056024-0.0064149i,-0.0025219-0.0021354i,0.00010735+0.0029231i,7.8378e-05+4.3622e-05i,-0.0051716-0.0076458i,-0.0081569-0.013144i,-0.0033556-0.016083i,0.0032574-0.016289i
0.52023+0.079319i,0.71479+0.3397i,0.64979+0.27026i,0.35005+0.11083i,0.18178+0.054585i,0.12358+0.020182i,0.046342+0.0025267i,0.011261+0.002609i,0.011898-0.013341i,0.01078-0.014648i,0.014307-0.0046866i,0.013553-0.0081501i,0.010867-0.012601i,0.011065-0.013264i,0.0073857-0.00966i,0.0019555-0.0020507i,-0.0031913+0.0019204i,-0.0082377+0.0036876i,-0.010476+0.0079315i,-0.0089281+0.015079i,-0.0061671+0.020808i,-0.0051169+0.02259i,-0.0039693+0.020207i
-0.22556-0.11643i,-0.56796+0.0067224i,-0.45903+0.062288i,-0.23232+0.017372i,-0.15591+0.0064119i,-0.11093+0.014721i,-0.042266-0.0043375i,-0.0040807-0.023653i,0.0063873-0.017863i,0.009084+0.00174i,0.012357+0.018204i,0.019605+0.022791i,0.02123+0.017369i,0.013571+0.012532i,0.0032957+0.0084986i,-0.0075735+0.0010317i,-0.012544-0.0045092i,-0.0094421-0.0071137i,-0.0059228-0.012612i,-0.0055433-0.020956i,-0.0061307-0.024584i,-0.0046041-0.021352i,-0.0030034-0.015206i
0.57835-0.022763i,0.47882-0.25846i,0.30577-0.18147i,0.17946-0.087511i,0.11558-0.072112i,0.074828-0.048406i,0.027902-0.0088773i,0.0077391+0.025111i,0.010103+0.028211i,-0.0019045+0.015936i,-0.016888+0.014643i,-0.01818+0.018644i,-0.011609+0.018648i,-0.0024746+0.011387i,0.0054302+0.00054742i,0.013166-0.010151i,0.016519-0.016708i,0.012111-0.014862i,0.0070788-0.0062036i,0.0058372+0.0037545i,0.0058152+0.010459i,0.0042695+0.011695i,0.0017057+0.0082798i
-0.1298+0.71569i,-0.012709+0.51497i,-0.026915+0.29577i,-0.0047849+0.15651i,0.0060379+0.072928i,-0.0077471+0.026902i,-0.0020641-0.0038976i,-0.0022601-0.015703i,-0.01025-0.0033337i,-0.010341-0.00042773i,-0.014491-0.0076173i,-0.019462-0.0059938i,-0.01516-0.0025731i,-0.0086793-0.0013108i,-0.0056363+0.0028633i,-0.0031243+0.011348i,0.0012738+0.019399i,0.0069335+0.01918i,0.0094071+0.0098202i,0.0072156-0.0027765i,0.0038405-0.011788i,0.001286-0.013111i,-0.00054062-0.0072355i
-0.7199-0.11392i,-0.47945-0.0047284i,-0.24223+0.024307i,-0.090142+0.047556i,0.0024862+0.057906i,0.04107+0.042294i,0.033353+0.027707i,0.010139+0.023586i,-0.0023375+0.013259i,-0.0015883-0.0012793i,0.004899-0.013365i,0.0033946-0.018166i,-0.0043246-0.0069039i,-0.0030669+0.0049725i,0.0015855+0.0028766i,0.00064549-0.0035862i,-0.0033725-0.0056032i,-0.0058492-0.0042365i,-0.0050722+0.001789i,-0.0015001+0.012295i,0.001877+0.018764i,0.00075047+0.015798i,-0.0020061+0.0072327i
0.10866-0.71566i,0.06244-0.57529i,-0.025836-0.3657i,-0.093499-0.16661i,-0.10847-0.073136i,-0.094257-0.029055i,-0.054842+0.00086829i,-0.022623-0.0064089i,-0.014384-0.018513i,-0.0067533-0.013498i,0.00067942-0.0051486i,0.0010466-0.0049173i,-0.0063877-0.013255i,-0.016148-0.014658i,-0.017787-0.0039771i,-0.012306+0.0052508i,-0.006462+0.0079763i,-0.0025055+0.0082162i,-0.00047784+0.0042816i,-0.0037048-0.0040229i,-0.0069326-0.0092948i,-0.0021756-0.0075537i,0.0056919-0.0036404i
0.50654+0.19464i,0.44005+0.30837i,0.32495+0.2034i,0.18358+0.06548i,0.1085+0.022384i,0.056713-0.0034699i,-0.003998-0.019258i,-0.019758-0.0075852i,-0.00065204+0.0032353i,0.01025+0.0073694i,0.01386+0.0070114i,0.018723-0.00083764i,0.023632-0.0071754i,0.025273-0.0097041i,0.020881-0.011573i,0.012303-0.010406i,0.0036096-0.0069987i,-0.0037156-0.0038196i,-0.0057143+0.00092426i,-0.0011874+0.0066018i,0.0037088+0.009056i,0.0031848+0.0085352i,-0.0027428+0.0084465i
-0.1579+0.065577i,-0.36444-0.014818i,-0.29641-0.041485i,-0.1771-0.048928i,-0.1175-0.046743i,-0.048885-0.043552i,0.016478-0.039321i,0.030688-0.034722i,0.0063807-0.022159i,-0.015273-0.0064988i,-0.017791+0.0050671i,-0.0063876+0.016097i,0.0044623+0.019755i,0.0046471+0.015856i,-0.00043096+0.012227i,-0.0040434+0.0074485i,-0.005305+0.0024872i,-0.00444-0.001207i,-0.0027223-0.0036926i,-0.001814-0.0049865i,-0.0019203-0.0051225i,-0.0017526-0.003801i,-0.00085038-0.0037685i
0.30235+0.09354i,0.36059-0.050295i,0.3114-0.016781i,0.22522+0.0047348i,0.15137+0.015992i,0.095489+0.045231i,0.044005+0.049635i,0.016032+0.038506i,0.01689+0.01573i,0.015412-0.006652i,0.0087363-0.010496i,0.0012205-0.0064561i,-0.0056741-0.00075686i,-0.0042822+0.0027098i,-0.00078185+0.0011523i,0.0044651-0.00015785i,0.012117-0.0020355i,0.013167-0.0050735i,0.0070319-0.0046307i,0.0011849+0.0016064i,-0.002018+0.0086938i,-0.0024841+0.0099557i,-0.0012106+0.0045043i
-0.29722+0.40164i,-0.24507+0.28247i,-0.24842+0.14784i,-0.16309+0.0652i,-0.091472-0.007557i,-0.075042-0.039639i,-0.044972-0.022606i,-0.013761-0.0095884i,-0.0040007-0.00056945i,0.0018556+0.0058522i,0.0003739+0.0050345i,-0.0048356+0.0043844i,-0.0031194+0.00047934i,-0.0012055-0.0017593i,-0.0038375+0.00063947i,-0.0096839+0.0037311i,-0.013477+0.0090934i,-0.0090758+0.01278i,-0.0011508+0.0076996i,0.00071526-0.0022012i,-0.0018287-0.0093659i,-0.0019422-0.010699i,0.0026336-0.0068065i
-0.39961-0.26437i,-0.11603-0.13955i,0.095543-0.080125i,0.11765-0.0043358i,0.089651+0.069103i,0.071819+0.065668i,0.027161+0.028539i,-0.0069941+0.021976i,-0.0099986+0.0217i,-0.0062809+0.016338i,-0.0037992+0.0093157i,-0.0076174+0.0021771i,-0.01316+0.0063898i,-0.0097667+0.012194i,-0.0014625+0.007282i,0.004598-0.0015524i,0.0048227-0.0079239i,0.00011947-0.0083494i,-0.0035493-0.00235i,-0.0029509+0.0061593i,0.0024749+0.011994i,0.0069665+0.010312i,0.0045233+0.0054744i
0.14584-0.46523i,-0.046457-0.24404i,-0.1708-0.056252i,-0.17464-0.017995i,-0.14318-0.057823i,-0.10462-0.045149i,-0.045662-0.013286i,-0.01102-0.013597i,-0.0064633-0.018357i,-0.0066416-0.016991i,-0.0036502-0.014532i,0.0043079-0.017591i,0.0064757-0.026472i,-0.0014102-0.027269i,-0.0097766-0.017185i,-0.012131-0.0052321i,-0.0079855+0.0028117i,-0.0024+0.0047778i,-0.0001263+0.00047903i,-0.0017474-0.0072806i,-0.0051157-0.0096568i,-0.0064694-0.0031091i,-0.0029665+0.0051705i
0.47191+0.14979i,0.39511+0.062003i,0.28437-0.041016i,0.18661-0.024697i,0.13695+0.019294i,0.081402+0.001163i,0.017026-0.016956i,-0.0084272-0.0038527i,-0.0042765+0.011686i,-3.2656e-05+0.016579i,0.0024243+0.015896i,0.0074493+0.015984i,0.013606+0.015365i,0.018177+0.0096879i,0.020281+0.00099616i,0.018523-0.0041581i,0.0125-0.0051558i,0.0041743-0.0046078i,-0.00083367-0.0015942i,-4.1121e-05+0.0040617i,0.0022456+0.0054333i,-1.3953e-05+0.0021189i,-0.0058051-4.2058e-05i
-0.17491+0.25059i,-0.24952+0.21541i,-0.19766+0.14513i,-0.15044+0.040064i,-0.10697-0.01413i,-0.034093-0.017817i,0.017807-0.016083i,0.018986-0.021099i,-0.0030275-0.024776i,-0.015166-0.020697i,-0.012579-0.013692i,-0.010048-0.0084719i,-0.0089638-0.0043219i,-0.0055961+0.00031836i,-0.0036375+0.0057609i,-0.0038954+0.0084326i,-0.0042669+0.0072008i,-0.0024612+0.0037877i,-0.0014651+0.00041502i,-0.0023505-0.0030032i,-0.0016331-0.0063662i,-0.00041188-0.0072902i,-0.00096733-0.0064768i
