-0.003568+7.5957e-05i,-0.0023353+0.00071392i,-0.00078903+0.00019582i,0.00020964+0.00034014i,9.6953e-05+0.0016345i,-0.00014605+0.0022699i,-0.00045455+0.0016934i,-0.00029502+0.00074548i,0.00052488-0.00056809i,0.00041838-0.0007709i,-0.00026047-0.00085831i,-0.00059277-0.00076191i,-0.0008377-5.8016e-05i,-0.00062146+0.00032438i,-0.00022056+0.00020072i,0.00033551-3.2712e-05i,0.000236+0.0001638i,-8.6273e-05+0.00031405i,0.0002424+0.0002418i,0.0010797-4.9027e-05i,0.0008984-0.00038122i,0.00010646+0.0001813i,-1.258e-05+0.00038911i
-0.45922+0.33905i,-0.75592+0.45477i,-0.73215+0.4199i,-0.37982+0.20593i,-0.098572+0.0056594i,-0.013292-0.023313i,0.012067-0.0045951i,0.0065294-0.016176i,-0.0034522-0.021338i,0.0023269-0.017701i,0.0098034-0.0071393i,0.017434+0.011517i,0.01253+0.028721i,-0.0070376+0.041233i,-0.028712+0.039996i,-0.043513+0.022253i,-0.048263+0.0045783i,-0.039425-0.001075i,-0.027307-0.0023521i,-0.028784-0.0047602i,-0.032459-0.0041511i,-0.026718-0.0035977i,-0.022061-0.0033916i
0.33863-0.32034i,0.67017-0.576i,0.64676-0.61955i,0.3114-0.35987i,0.084709-0.084492i,0.011029-0.011456i,-0.027274+0.0041177i,-0.013213+0.035715i,0.01187+0.035784i,0.017359+0.021335i,0.015905+0.0012363i,0.0029713-0.019272i,-8.992e-05-0.028112i,0.015282-0.033509i,0.033181-0.02908i,0.042459-0.010129i,0.040641+0.0062574i,0.027267+0.0083246i,0.013592+0.0057465i,0.012911+0.0087622i,0.015575+0.010492i,0.012077+0.0085214i,0.011493+0.0057295i
-0.27712+0.25607i,-0.46091+0.63788i,-0.4229+0.74863i,-0.21436+0.46723i,-0.095275+0.1613i,-0.028863+0.056239i,0.040836+0.000552i,0.030888-0.053155i,-0.0049392-0.045416i,-0.018588-0.019264i,-0.030249+0.0025784i,-0.026974+0.01868i,-0.017625+0.015587i,-0.017259+0.0076023i,-0.013349-0.0017932i,-0.0028231-0.017842i,0.0035797-0.028039i,0.0079564-0.02048i,0.013924-0.0074602i,0.013116-0.0074674i,0.0068087-0.011007i,0.0044041-0.005045i,0.0049175+0.0019826i
0.13056-0.34147i,0.10805-0.65797i,0.076479-0.73813i,0.071631-0.47346i,0.09889-0.19029i,0.06309-0.074608i,-0.0071177-0.0023875i,-0.003565+0.050601i,0.020784+0.044884i,0.026957+0.029061i,0.036427+0.021544i,0.034855+0.013618i,0.020405+0.017479i,0.0079798+0.026438i,-0.0054283+0.02656i,-0.022762+0.021871i,-0.032509+0.015071i,-0.031977+0.001722i,-0.031866-0.0077869i,-0.031872+0.00044404i,-0.023298+0.011699i,-0.012163+0.0069979i,-0.0091994-0.0026639i
0.18955+0.43643i,0.31199+0.66076i,0.28897+0.67049i,0.086915+0.42161i,-0.10023+0.20331i,-0.093668+0.12255i,-0.013268+0.046423i,-0.0027554-0.011082i,-0.013013-0.016302i,-0.01078-0.016527i,-0.016401-0.025645i,-0.024319-0.028694i,-0.016477-0.027522i,0.0089982-0.029873i,0.03756-0.025072i,0.057617-0.008376i,0.061734+0.00685i,0.050713+0.015037i,0.0408+0.015669i,0.039895+0.0013122i,0.032176-0.015896i,0.016391-0.012606i,0.0097936-0.00078522i
-0.45919-0.38244i,-0.71134-0.61119i,-0.68176-0.57368i,-0.31143-0.31666i,0.02298-0.14481i,0.067964-0.081434i,0.016535-0.020815i,0.013617-0.0053641i,0.01354-0.019141i,0.0020168-0.012637i,-0.0066047+0.011628i,-0.0030719+0.032941i,-0.0079029+0.034451i,-0.034841+0.035148i,-0.057797+0.032888i,-0.062249+0.0085946i,-0.054571-0.017476i,-0.040484-0.023281i,-0.029849-0.017375i,-0.033555-0.0058649i,-0.03577+0.0087329i,-0.022707+0.009295i,-0.015792-0.00024228i
0.53847+0.24395i,0.92686+0.43496i,0.9188+0.37685i,0.44824+0.17708i,0.036218+0.084123i,-0.053876+0.038024i,-0.045171-0.010855i,-0.046948+0.0059552i,-0.025771+0.037347i,-0.0043062+0.039353i,0.010262+0.020161i,0.013139-0.010105i,0.01201-0.021832i,0.028295-0.016031i,0.045961-0.0042996i,0.047196+0.01519i,0.036469+0.029941i,0.024937+0.024981i,0.019082+0.010167i,0.022783-0.00029812i,0.026742-0.0081436i,0.017001-0.010512i,0.011234-0.0051062i
-0.41498-0.084603i,-0.84563-0.14463i,-0.8762-0.08755i,-0.4548-0.052233i,-0.10275-0.098448i,-0.017758-0.077945i,0.021158-0.017354i,0.054993-0.023527i,0.040959-0.037399i,0.019107-0.037758i,-0.0099923-0.034442i,-0.026282-0.0096724i,-0.019792+0.0020165i,-0.025192-0.010837i,-0.034564-0.023989i,-0.026122-0.031047i,-0.0096864-0.033069i,-0.0034935-0.025059i,-0.0063067-0.0091676i,-0.014499-0.0027887i,-0.025304-0.0022444i,-0.020057+0.0041953i,-0.0096863+0.0039176i
0.30639+0.015931i,0.64092-0.1221i,0.66578-0.21544i,0.36218-0.1131i,0.13394+0.066796i,0.08806+0.086888i,0.031002+0.025399i,-0.020789+0.035122i,-0.012004+0.051035i,-0.001092+0.043675i,0.0044866+0.042614i,0.0054421+0.037137i,-0.0085273+0.032552i,-0.019946+0.03239i,-0.02553+0.030228i,-0.03211+0.022443i,-0.034264+0.013863i,-0.021049+0.008453i,-0.0018208+0.0017352i,0.0093972+0.001313i,0.01801+0.0048505i,0.018017-0.001677i,0.0121-0.0064673i
-0.28737+0.13506i,-0.43192+0.41408i,-0.38135+0.49415i,-0.18191+0.25392i,-0.071831+0.00012186i,-0.034396-0.032486i,0.025439-0.0080771i,0.03738-0.044838i,0.010014-0.05628i,0.011615-0.050267i,0.011236-0.065111i,0.0014879-0.06985i,0.015208-0.0592i,0.046792-0.045976i,0.07233-0.029263i,0.083037-0.0090901i,0.076242+0.0044194i,0.046453+0.0052288i,0.015578+0.0023747i,0.0053876-0.010126i,-0.0038178-0.032086i,-0.017772-0.032559i,-0.018175-0.016306i
0.24543-0.38008i,0.23291-0.67101i,0.13731-0.65003i,0.069433-0.26802i,0.08057+0.033422i,0.041855+0.068359i,-0.03982+0.03822i,-0.051458+0.050455i,-0.022336+0.048504i,-0.013475+0.035373i,-0.017589+0.038802i,-0.023306+0.04808i,-0.038325+0.048876i,-0.067456+0.036283i,-0.091185+0.013613i,-0.094687-0.012282i,-0.081893-0.028426i,-0.052755-0.024287i,-0.023843-0.011766i,-0.015766+0.0062965i,-0.011375+0.029653i,0.003622+0.032781i,0.010627+0.016717i
-0.075798+0.5883i,-0.020334+0.85407i,0.056276+0.74887i,-0.0029585+0.28809i,-0.12311-0.015469i,-0.096708-0.031024i,0.0079427-0.015969i,0.015894-0.039011i,-0.017333-0.02759i,-0.012436-0.0037401i,0.013574-0.0060466i,0.027083-0.025364i,0.027125-0.030394i,0.045399-0.014431i,0.06916+0.0061074i,0.070076+0.024226i,0.055206+0.033826i,0.033956+0.027057i,0.021553+0.012287i,0.0271-0.0057775i,0.032448-0.028488i,0.019139-0.038437i,0.0033248-0.02656i
-0.15769-0.48022i,-0.21524-0.77398i,-0.24922-0.68426i,-0.093394-0.27841i,0.085752-0.02069i,0.093494-0.0035367i,0.038473-0.014107i,0.044218-0.013913i,0.055946-0.015861i,0.05039-0.0089545i,0.026777-0.0065345i,-0.0021474+0.00024341i,-0.0079156+0.0027696i,-0.011294-0.0054458i,-0.015122-0.011027i,-7.4809e-05-0.018849i,0.013647-0.032467i,0.0080568-0.036967i,-0.0078739-0.023549i,-0.022503-0.0024112i,-0.029435+0.011256i,-0.02177+0.015327i,-0.0081318+0.0098732i
0.14787+0.15932i,0.28758+0.44017i,0.31915+0.41844i,0.11466+0.17656i,-0.08899+0.034986i,-0.09893+0.020483i,-0.050485-0.0057429i,-0.047241-0.017568i,-0.043116-0.013484i,-0.042795-0.011809i,-0.041383+0.0077063i,-0.027564+0.01505i,-0.036059+0.0041646i,-0.055986+0.0079438i,-0.06033+0.019254i,-0.059151+0.022015i,-0.056968+0.023274i,-0.037955+0.028799i,-0.005866+0.027102i,0.016374+0.016689i,0.028874+0.013611i,0.031276+0.0092804i,0.021054+0.00074208i
0.043926-0.0031251i,-0.21886-0.081682i,-0.28601-0.013927i,-0.065375+0.057217i,0.11381+0.024492i,0.083897+0.031669i,0.048787+0.089261i,0.065171+0.060444i,0.044712+0.0035921i,0.028591-0.0090688i,0.037957-0.022679i,0.041402-0.028854i,0.056512-0.011573i,0.076754+0.0015349i,0.081347+0.0107i,0.07995+0.024332i,0.080129+0.021068i,0.061946-0.0070672i,0.024557-0.029079i,-0.0027074-0.033304i,-0.020565-0.041303i,-0.028293-0.03909i,-0.01641-0.024142i
-0.03709+0.13917i,0.14073-0.092421i,0.11257-0.24169i,-0.097133-0.13822i,-0.17145+0.059732i,-0.084314+0.093704i,-0.040347+0.028332i,-0.048322+0.034217i,-0.021214+0.062018i,-0.0050288+0.042431i,-0.033548+0.028395i,-0.061481+0.029717i,-0.080733+0.010567i,-0.10269-0.020326i,-0.11294-0.047052i,-0.11145-0.065277i,-0.10384-0.057094i,-0.07598-0.017379i,-0.032188+0.020796i,-0.0016437+0.040442i,0.015601+0.055967i,0.025177+0.056897i,0.020934+0.039726i
-0.25534-0.097103i,-0.17657+0.1599i,-0.0021927+0.27026i,0.16821+0.091963i,0.17458-0.13886i,0.07872-0.19925i,0.01662-0.1293i,0.0071389-0.062563i,0.0044454-0.019175i,0.0095082+0.01623i,0.030597+0.013008i,0.043162-0.014126i,0.050178-0.020058i,0.071077-0.0033135i,0.087868+0.022927i,0.092299+0.042862i,0.086524+0.037408i,0.060736+0.0078412i,0.024528-0.023562i,0.00069367-0.044936i,-0.011705-0.060445i,-0.020485-0.057789i,-0.018948-0.035899i
0.32117-0.19581i,0.20984-0.19286i,0.017072-0.13185i,-0.12148+0.053019i,-0.093625+0.2003i,0.0037673+0.17191i,0.053051+0.063315i,0.077552-0.002808i,0.099701-0.043945i,0.079204-0.075693i,0.018605-0.063299i,-0.023625-0.013992i,-0.035065+0.017657i,-0.04721+0.018225i,-0.050933+0.0019933i,-0.036558-0.015946i,-0.020331-0.025451i,-0.010071-0.022492i,-0.0083025-0.0035916i,-0.0058908+0.026403i,0.0069262+0.048449i,0.020918+0.044542i,0.024198+0.024182i
-0.034663+0.28404i,-0.16873+0.14046i,-0.16622+0.0054558i,-0.1168-0.13696i,-0.15479-0.18238i,-0.17677-0.063581i,-0.11106+0.039221i,-0.06965+0.033076i,-0.084114+0.013626i,-0.083092+0.027887i,-0.039643+0.043098i,0.0049774+0.029893i,0.015806+0.0019885i,0.011377-0.010763i,0.0070959-0.0056971i,-0.008186+0.0017799i,-0.026854+0.012252i,-0.021968+0.029463i,0.0083322+0.026315i,0.026653-0.0078698i,0.01561-0.040964i,-0.0049144-0.05091i,-0.020356-0.040988i
-0.26809+0.12296i,-0.06424+0.12588i,0.010674+0.15486i,0.055358+0.24339i,0.16564+0.27902i,0.18308+0.17268i,0.096202+0.063828i,0.034847+0.035728i,0.018792+0.024974i,0.014417+0.0036491i,0.021672-0.021646i,0.023107-0.035954i,0.021676-0.017826i,0.041681+0.012366i,0.073069+0.022515i,0.099267+0.015253i,0.116-0.0062287i,0.10017-0.045968i,0.045313-0.06601i,-0.0012901-0.0398i,-0.012729-0.0050547i,-0.0043096+0.012728i,0.010463+0.017163i
0.059561-0.60636i,0.045999-0.59455i,0.023605-0.55429i,-0.1021-0.46011i,-0.24834-0.26822i,-0.20628-0.080004i,-0.085601-0.023849i,-0.051178-0.028734i,-0.037235+0.0051944i,0.00048633+0.026378i,-0.0055867+0.015719i,-0.040972+0.00072179i,-0.064289-0.037522i,-0.094193-0.081007i,-0.12353-0.087039i,-0.13393-0.070408i,-0.13983-0.041677i,-0.1262+0.018263i,-0.069104+0.071769i,-0.011834+0.072896i,0.0082891+0.051952i,0.0075468+0.035511i,-0.002714+0.01523i
0.38806+0.46113i,0.25891+0.63104i,0.19637+0.66732i,0.22726+0.4738i,0.21063+0.23354i,0.090752+0.15316i,0.01871+0.16461i,0.052379+0.13882i,0.094164+0.076539i,0.090432+0.034113i,0.077235+0.020272i,0.075782+0.027099i,0.079616+0.047016i,0.080329+0.067997i,0.075046+0.080456i,0.077973+0.073457i,0.087832+0.040584i,0.081386-0.013958i,0.03991-0.060438i,-0.012492-0.071084i,-0.034641-0.062708i,-0.023866-0.050859i,0.0025286-0.032966i
-0.24588+0.1308i,-0.24158-0.35314i,-0.31361-0.6192i,-0.33342-0.53554i,-0.20635-0.35273i,-0.0025333-0.25272i,0.08103-0.2066i,0.0071917-0.1404i,-0.052681-0.060872i,-0.049559-0.046548i,-0.050726-0.04166i,-0.041608-0.0087777i,-0.030303-0.0090864i,-0.035807-0.038933i,-0.028291-0.059966i,-0.022451-0.059138i,-0.034681-0.032855i,-0.038386+0.00506i,-0.010235+0.035123i,0.032429+0.047722i,0.048816+0.045711i,0.03339+0.038293i,0.01014+0.029602i
-0.25428-0.069437i,0.13254+0.22394i,0.38712+0.32239i,0.38983+0.25389i,0.26796+0.12611i,0.069983-0.0021999i,-0.095245-0.010837i,-0.080203+0.085059i,0.021045+0.12156i,0.045993+0.10338i,0.029574+0.081688i,0.027303+0.036909i,0.024093-0.0089887i,0.016136-0.010868i,0.021209+0.017399i,0.03792+0.024749i,0.038791+0.0079902i,0.024604-0.0030132i,0.0064977-0.015718i,-0.019335-0.036226i,-0.04055-0.048641i,-0.047161-0.047919i,-0.044943-0.032364i
0.073834-0.40133i,-0.39295-0.086321i,-0.49505+0.17259i,-0.31549+0.15121i,-0.22417+0.066183i,-0.12918+0.10954i,0.077579+0.10233i,0.17918-0.072525i,0.090123-0.22145i,-0.021461-0.23111i,-0.056961-0.16103i,-0.04753-0.068233i,-0.010429+0.010276i,0.03712+0.034479i,0.047367+0.01713i,0.035775+0.02099i,0.055223+0.033827i,0.069072+0.020256i,0.049794+0.024231i,0.0526+0.055002i,0.078627+0.059712i,0.087401+0.03639i,0.080574-0.001057i
0.68071+0.55361i,0.81288+0.077228i,0.72079-0.20762i,0.35658-0.22056i,-0.11905-0.11179i,-0.40571+0.039551i,-0.37338+0.090116i,-0.22306+0.081065i,-0.066595+0.15681i,0.099382+0.22548i,0.15627+0.18902i,0.1009+0.1338i,0.051811+0.088344i,0.015381+0.026976i,-0.027537-0.008354i,-0.048723-0.022127i,-0.060384-0.02093i,-0.052153+0.011288i,-0.021462+0.013131i,-0.03378-0.035751i,-0.069988-0.057754i,-0.073819-0.040495i,-0.059165-0.019358i
-1.1364+0.43619i,-0.94804+0.68311i,-0.57665+0.74172i,-0.14312+0.57889i,0.27612+0.42931i,0.56049+0.27882i,0.55722+0.042478i,0.29203-0.11845i,0.02609-0.12327i,-0.11675-0.082416i,-0.14983-0.012069i,-0.08773+0.086242i,-0.0008871+0.14994i,0.084966+0.16085i,0.15937+0.12171i,0.18232+0.058518i,0.14303-0.022006i,0.053371-0.10004i,-0.019244-0.10047i,-0.028462-0.042614i,-0.030609-0.0028054i,-0.031289+0.012329i,-0.0045426+0.014744i
0.73132+8.6042i,3.8485+6.1128i,6.405+4.1525i,6.3553+1.2683i,5.2949-0.99149i,3.4698-2.5617i,1.0819-2.2463i,-0.021437-0.65207i,0.4468+0.40209i,1.1597+0.16615i,0.83455-0.76172i,-0.16867-1.1496i,-0.69861-0.85769i,-0.75773-0.5472i,-0.71931-0.36063i,-0.57501-0.066889i,-0.24909+0.26019i,0.095409+0.39462i,0.19325+0.30934i,0.10106+0.19103i,0.072379+0.093827i,0.11903-0.013952i,0.13499-0.11509i
0.20973+0.59993i,-0.19416+1.0465i,-0.21785+1.2029i,-0.057657+1.0152i,0.065189+0.82016i,0.22829+0.63361i,0.32541+0.31704i,0.28219+0.098394i,0.21901+0.019904i,0.11416-0.032231i,0.017559-0.026739i,0.039956-0.0016223i,0.11649-0.028109i,0.13833-0.079309i,0.079838-0.10736i,-0.0193-0.082952i,-0.097344-0.017627i,-0.11134+0.043978i,-0.054839+0.074404i,0.016912+0.071622i,0.046189+0.047157i,0.034555+0.020659i,0.020389+0.01547i
-0.0026459+0.17505i,-0.01646-0.55057i,-0.19566-0.89561i,-0.22391-0.88777i,-0.13286-0.85863i,-0.11811-0.68555i,-0.095813-0.3751i,-0.069116-0.1761i,-0.065831-0.051661i,0.011384+0.014198i,0.08131-0.015851i,0.078006-0.035654i,0.060352-0.0029733i,0.05197+0.0243i,0.06133+0.037425i,0.091212+0.034819i,0.10112+0.0067146i,0.054515-0.024826i,-0.016079-0.036613i,-0.05507-0.02449i,-0.042609+0.01304i,0.0056813+0.049306i,0.044058+0.043824i
-0.67895+0.173i,0.0153+0.4186i,0.41978+0.20959i,0.19404+0.0042981i,-0.07115+0.064158i,-0.089599-0.00071252i,-0.13607-0.12836i,-0.17908-0.029689i,-0.11412+0.10566i,-0.08357+0.14365i,-0.082741+0.1619i,-0.057257+0.14492i,-0.060615+0.10017i,-0.079365+0.093719i,-0.069486+0.10657i,-0.047491+0.10213i,-0.038479+0.084691i,-0.024976+0.048221i,-0.015199+0.0032522i,-0.027262-0.0071791i,-0.028622+0.012799i,-0.017479+0.025308i,-0.017996+0.043444i
0.13372-1.149i,-0.38697-0.71827i,-0.4665-0.124i,-0.097062+0.07059i,0.18973-0.0056382i,0.3148+0.060947i,0.42665+0.13925i,0.41401+0.025631i,0.26449-0.11979i,0.10949-0.19246i,-0.0066264-0.19022i,-0.038376-0.13867i,0.0027861-0.11338i,0.040574-0.11088i,0.052616-0.096124i,0.040338-0.07602i,0.022297-0.054287i,0.011516-0.035287i,0.0022777-0.016637i,0.0057393-0.00092251i,0.0075527-0.0021185i,-0.0043778-0.01174i,-0.0063701-0.019914i
1.1333+1.0702i,1.1533+0.6729i,0.75364+0.14526i,0.22028-0.1075i,-0.14661-0.16472i,-0.32792-0.14669i,-0.33504-0.036051i,-0.20777+0.061355i,-0.091661+0.068344i,-0.027375+0.059177i,0.012445+0.050694i,0.005229+0.035851i,-0.039978+0.032273i,-0.099799+0.046788i,-0.13497+0.083784i,-0.11295+0.12115i,-0.066346+0.1376i,-0.017677+0.1223i,0.015479+0.060396i,0.011031-0.0064391i,0.0031044-0.029149i,0.013152-0.025871i,0.017793-0.019872i
-1.5355+0.1871i,-1.4708+0.15746i,-0.87407+0.18026i,-0.20317+0.039726i,0.057862-0.20754i,-0.036931-0.25811i,-0.096337-0.10017i,0.0095064+0.013333i,0.11662-0.011969i,0.1119-0.076891i,0.057892-0.10499i,0.027032-0.10032i,0.040552-0.075868i,0.075518-0.06993i,0.070595-0.10464i,0.012164-0.13334i,-0.047948-0.1185i,-0.069276-0.064148i,-0.048213+0.0027587i,-0.011234+0.054312i,0.018967+0.081326i,0.038784+0.080527i,0.050126+0.064142i
0.63194-0.89241i,0.93704-0.72995i,0.75058-0.57197i,0.33271-0.33942i,0.17123-0.13082i,0.15579-0.18244i,0.047324-0.22857i,-0.032615-0.082042i,-0.026778+0.074008i,0.0055118+0.14946i,0.046567+0.14238i,0.0622+0.076612i,0.040307+0.025684i,-0.0015398+0.010105i,-0.024293+0.028676i,0.0081001+0.058176i,0.052218+0.051139i,0.045386+0.025172i,0.013742+0.011434i,0.0031157-0.0070739i,-0.00233-0.027421i,-0.0095156-0.0201i,-0.010496+0.011365i
0.32956+0.036373i,-0.23238+0.12685i,-0.29636+0.30461i,-0.024675+0.25427i,0.030404+0.065207i,0.018795+0.034998i,0.082956+0.04861i,0.069447+0.02912i,0.0052288+0.030798i,-0.028904+0.028666i,-0.018019+0.025287i,0.020435+0.02426i,0.038004+0.02387i,0.041814+0.021387i,0.034284+0.0022606i,0.0019788-0.0074647i,-0.020402+0.0023683i,-0.016975-0.0015075i,-0.015837-0.0054896i,-0.021553+0.023626i,-0.021066+0.060229i,-0.02198+0.070899i,-0.026887+0.060187i
0.31972+1.1278i,0.67159+0.74779i,0.474+0.35788i,0.19076+0.23688i,0.19996+0.13162i,0.18874-0.014713i,0.057338-0.010687i,-0.035015+0.065131i,-0.079875+0.083905i,-0.093249+0.06195i,-0.076893+0.028793i,-0.048638+0.013202i,-0.0096383+0.0081503i,0.018216-0.014827i,0.01683-0.038849i,-0.0026028-0.034361i,-0.015762-0.0039234i,-0.0077277+0.020938i,0.0017618+0.012251i,-0.011601-0.020767i,-0.034154-0.042241i,-0.040668-0.042345i,-0.036093-0.040277i
-1.5524-0.64092i,-1.4164-0.50502i,-0.9503-0.44941i,-0.57464-0.28802i,-0.28918-0.032394i,-0.064653+0.049255i,-0.022678+0.0022574i,-0.054735-0.0040748i,-0.039226-0.0096475i,-0.014318-0.031195i,0.014633-0.016401i,0.040842+0.0067344i,0.023235+0.024021i,-0.0039281+0.056964i,0.0020399+0.080171i,0.022827+0.067828i,0.02545+0.028326i,0.0047438-0.010294i,-0.012708-0.025189i,-0.0022995-0.024426i,0.014393-0.02688i,0.011632-0.027349i,0.0079249-0.017336i
1.1964-0.7287i,1.1896-0.18146i,1.1267+0.21949i,0.8627+0.12446i,0.44626+0.0053545i,0.19357+0.071572i,0.13766+0.07558i,0.09409-0.012716i,0.026488-0.064099i,-0.020674-0.045548i,-0.049598-0.0052651i,-0.071505+0.017278i,-0.05862+0.013155i,-0.02363-0.020392i,-0.016287-0.051129i,-0.032501-0.048763i,-0.036246-0.023012i,-0.01705+0.0024873i,0.0042426+0.013389i,0.0090402+0.017386i,0.0094402+0.022452i,0.01255+0.019476i,0.010196+0.008747i
0.37929+0.6356i,-0.3613+0.075249i,-0.88375-0.061687i,-0.72644+0.096915i,-0.42028+0.078065i,-0.28355+0.017309i,-0.16314+0.027031i,-0.072555+0.026811i,-0.024707+0.026737i,0.015636-0.001271i,0.022006-0.036193i,0.011251-0.040091i,-0.0098464-0.016971i,-0.021023+0.024749i,-0.0045406+0.041412i,0.013149+0.025549i,0.025019+0.0052332i,0.019953-0.0072484i,-0.00012411-0.0005398i,-0.0091098+0.011771i,-0.0091723+0.010213i,-0.0048598-0.0013542i,0.0015597-0.010202i
-0.53927+1.0485i,0.40914+0.76108i,0.792+0.20477i,0.58601-0.021688i,0.44147-0.041649i,0.30199-0.11357i,0.088305-0.088837i,0.0027281-0.016598i,-0.023787-0.0069368i,-0.038035+0.027032i,-0.0017739+0.04809i,0.026818+0.023007i,0.032659-0.0038729i,0.022271-0.026096i,-0.0022297-0.02794i,-0.020548-0.0040501i,-0.02526+0.029116i,-0.010068+0.045547i,0.0080711+0.031818i,0.013092+0.0098711i,0.014329-0.00060577i,0.014102+0.0062747i,0.018263+0.020359i
-1.3426-1.3983i,-1.5676-0.68984i,-1.1875-0.068537i,-0.74468+0.10918i,-0.4913+0.20143i,-0.23633+0.22867i,-0.048962+0.093581i,-0.0075057-0.011943i,0.012616-0.033241i,0.01471-0.057712i,-0.018577-0.058242i,-0.035145-0.030163i,-0.030172-0.0097859i,-0.016598-5.6662e-05i,-0.0018078-0.0045834i,0.0026814-0.019625i,-0.00034681-0.031529i,-0.0040035-0.031718i,-0.0078455-0.023237i,-0.0093465-0.013402i,-0.008371-0.004692i,-0.0093035-0.0016979i,-0.016303+0.0012865i
2.1278-0.70171i,1.8482-0.92487i,1.1734-0.81167i,0.61048-0.55389i,0.27129-0.36716i,0.081344-0.23075i,0.0026426-0.10309i,-0.00013753-0.035i,-0.0098163-0.031968i,-0.028932-0.013473i,-0.010771+0.01013i,0.015399-0.00252i,0.024982-0.018786i,0.036543-0.023579i,0.046689-0.025903i,0.039219-0.028517i,0.013973-0.025931i,-0.011552-0.01321i,-0.016736+0.00036424i,-0.0067231+0.01145i,0.002665+0.016884i,0.0051083+0.011995i,0.0004744+0.0041963i
-0.12874+1.8615i,-0.1808+1.7338i,-0.1137+1.2359i,-0.01324+0.65516i,-0.038121+0.24206i,-0.060242+0.086443i,-0.0060776+0.030714i,0.010121+0.0047541i,0.016904+0.020208i,0.031893+0.011557i,0.020213+0.0020634i,0.017527+0.016818i,0.013924+0.026317i,-0.016068+0.047575i,-0.037102+0.080068i,-0.025665+0.09708i,0.0041569+0.08471i,0.027227+0.045279i,0.025425+0.011475i,0.012296+0.002163i,0.0099781+0.0012568i,0.015712-0.0024245i,0.015743-0.009434i
-1.1805-0.2483i,-0.86309-0.49276i,-0.52551-0.5159i,-0.22028-0.28286i,0.074629-0.12081i,0.13803-0.083673i,0.055419-0.0097849i,0.053556+0.034504i,0.061635+0.0093228i,0.029926-0.0028618i,0.00020029-0.0041209i,-0.022203-0.0044082i,-0.018392-0.0085012i,0.0014581-0.037717i,0.0010555-0.074717i,-0.018935-0.093716i,-0.040463-0.086084i,-0.050427-0.051082i,-0.045642-0.021502i,-0.044589-0.012162i,-0.048355+0.00471i,-0.039685+0.025923i,-0.019689+0.031852i
-0.080722-0.74925i,0.044103-0.31508i,0.15928+0.012854i,0.06302+0.082709i,-0.10526+0.11973i,-0.10233+0.10356i,-0.036882+0.0049783i,-0.044191-0.027429i,-0.050455+0.0042209i,-0.023582+0.014196i,0.0064263+0.0012734i,0.011655-0.0079204i,-0.0065193+0.0078363i,-0.014168+0.037693i,-0.00059721+0.059885i,0.02194+0.077457i,0.048356+0.081161i,0.064905+0.050255i,0.061438+0.0098683i,0.055928-0.014713i,0.04828-0.036743i,0.026471-0.046887i,0.0042165-0.032751i
0.67128-0.25391i,0.38807-0.27931i,0.093543-0.21703i,0.099573-0.16538i,0.17277-0.20127i,0.097408-0.17003i,0.014312-0.047811i,0.0069797+0.0094199i,-0.0046691-0.0092388i,-0.028854-0.019664i,-0.038341-0.014667i,-0.034076-0.021344i,-0.0162-0.038663i,0.0015801-0.057886i,-0.00082573-0.071878i,-0.023744-0.080238i,-0.049991-0.072754i,-0.05561-0.033916i,-0.037882+0.01046i,-0.022327+0.038887i,-0.014921+0.058967i,-0.0059068+0.062207i,-0.002846+0.04457i
0.20769+0.42113i,0.19844+0.35497i,0.13161+0.1868i,-0.048827+0.20065i,-0.11112+0.29708i,-0.013427+0.23021i,0.026119+0.077496i,-0.018151+0.02027i,-0.024706+0.029654i,0.0038008+0.024161i,0.029963+0.007529i,0.048137+0.00013035i,0.045827+0.010672i,0.029422+0.033943i,0.018295+0.05314i,0.023818+0.061482i,0.031652+0.053036i,0.020012+0.025992i,-0.0013349+0.0022467i,-0.008776-0.013135i,-0.0056796-0.030724i,-0.0033526-0.042341i,0.0016573-0.043144i
0.0048802+0.29559i,-0.029138+0.23567i,0.1163+0.16292i,0.2289-0.075962i,0.15041-0.23904i,0.026299-0.16322i,-0.0092459-0.052141i,-0.0028785-0.036359i,-0.017071-0.044544i,-0.043587-0.025211i,-0.055061+0.012691i,-0.041103+0.040487i,-0.017593+0.037044i,0.00036214+0.011463i,0.0064292-0.014078i,0.0019807-0.028878i,0.0013421-0.032522i,0.011157-0.031373i,0.014834-0.025157i,0.0058018-0.0062099i,-0.0011469+0.018004i,0.0031171+0.033352i,0.0094356+0.037478i
-0.62108+0.26716i,-0.61597+0.099554i,-0.66144+0.13909i,-0.53479+0.31209i,-0.30933+0.3001i,-0.17837+0.14718i,-0.088162+0.05453i,-0.0051743+0.022351i,0.032125+0.0019396i,0.039568-0.0085703i,0.039389-0.015374i,0.020837-0.021414i,-0.014394-0.012879i,-0.040062+0.013061i,-0.044375+0.031645i,-0.043381+0.041917i,-0.036863+0.056364i,-0.015065+0.062175i,0.006601+0.044629i,0.014246+0.014203i,0.016074-0.010613i,0.010455-0.022096i,-0.00019763-0.017047i
