-0.00062715-0.0010701i,0.00029978-0.0018689i,-0.00054353-0.0021131i,-0.0011167-0.00046863i,-0.0020375+0.0014659i,-0.0019663+0.0020663i,0.0001223+0.001945i,0.0011356+0.0016279i,0.00064381+0.0010572i,0.00068724-7.8588e-05i,0.00096787-0.0010886i,0.00038957-0.00059704i,-0.00027399+0.00024183i,-0.00029608+0.00054489i,-0.00050476+0.00046097i,-0.00049454+8.9412e-05i,-0.00065079-0.00026221i,-0.00053029-0.00031257i,-0.00055453+0.00023785i,-0.00011118+0.00085359i,0.00089492+0.00072146i,0.0010676+0.0004942i,0.0008526+8.0516e-05i
0.015013+0.051026i,-0.0036637+0.057059i,-0.092363-0.064079i,-0.20912-0.23397i,-0.20973-0.24023i,-0.073288-0.13943i,0.026726-0.091575i,-0.00045843-0.050378i,-0.023913+0.013895i,0.012032+0.025048i,0.036697-0.0071276i,0.038217-0.025233i,0.030392-0.026799i,0.014762-0.025611i,0.011065-0.019164i,0.027041-0.0025845i,0.049637+0.018768i,0.063615+0.028669i,0.061577+0.025555i,0.048627+0.023864i,0.034597+0.020616i,0.024199+0.0089423i,0.015036-0.0029219i
-0.058821+0.030628i,-0.083206+0.06242i,-0.014746+0.065401i,0.069798-0.0026996i,-0.0013633-0.080617i,-0.13508-0.06405i,-0.12886+0.0029888i,-0.038011-0.0018238i,-0.017459-0.038435i,-0.048644-0.010968i,-0.04539+0.042008i,-0.018897+0.059661i,0.00084601+0.055391i,0.020966+0.055275i,0.030527+0.053922i,0.012176+0.037532i,-0.02082+0.009512i,-0.033694-0.011489i,-0.017004-0.022169i,0.0037857-0.037494i,0.010385-0.053236i,0.0069142-0.054485i,0.00098517-0.043128i
0.0043815-0.11796i,0.017454-0.23324i,0.063627-0.23299i,0.16896-0.083032i,0.29393+0.03039i,0.31822+0.03264i,0.21184+0.025383i,0.10323+0.041304i,0.061447+0.043024i,0.04815+0.024931i,0.024263+0.0024643i,-0.0055086-0.0084968i,-0.022441-0.0059012i,-0.029958-0.0041638i,-0.027851-0.0077493i,-0.0067112-0.013026i,0.024564-0.020437i,0.032767-0.023985i,0.0090639-0.010436i,-0.012636+0.023872i,-0.016415+0.054862i,-0.015626+0.058851i,-0.018686+0.045319i
0.1106+0.050302i,0.17817+0.071411i,0.050183+0.037516i,-0.26856+0.013918i,-0.44577+0.090983i,-0.34249+0.14095i,-0.18789+0.070522i,-0.11659+0.029557i,-0.058446+0.041963i,-0.00095801+0.015448i,0.028603-0.019027i,0.040052-0.030292i,0.037115-0.031353i,0.03203-0.029602i,0.030584-0.037191i,0.02148-0.044301i,0.0012936-0.035072i,-0.013207-0.020502i,-0.012554-0.019482i,-0.010181-0.036897i,-0.0095961-0.054322i,-0.0015145-0.051467i,0.013807-0.03394i
-0.070003+0.1021i,-0.055725+0.20485i,0.14295+0.19922i,0.41015-0.0043302i,0.40102-0.22187i,0.17659-0.2161i,0.071095-0.093177i,0.04993-0.070847i,-0.010605-0.076478i,-0.045178-0.0243i,-0.032451+0.023067i,-0.0087331+0.041589i,0.0082909+0.03663i,-0.00069928+0.023736i,-0.025899+0.035801i,-0.037768+0.068177i,-0.031949+0.090167i,-0.014378+0.08916i,0.0088467+0.073842i,0.022222+0.059802i,0.018845+0.054556i,0.0082323+0.052267i,0.0036699+0.040423i
-0.10707-0.095158i,-0.30322-0.13331i,-0.54499+0.0099281i,-0.59792+0.30372i,-0.33057+0.40392i,-0.022985+0.20026i,0.046041+0.0080096i,0.017735-0.012823i,0.02417-0.00066269i,0.0057589-0.016155i,-0.034185-0.018721i,-0.056044-0.013324i,-0.050178-0.0050841i,-0.018539+0.0068645i,0.015844+0.0035828i,0.032913-0.025755i,0.034481-0.059553i,0.023925-0.065253i,0.0053431-0.050837i,-0.010022-0.045388i,-0.017577-0.044579i,-0.018537-0.040353i,-0.019902-0.032003i
0.15379-0.070974i,0.34712-0.19932i,0.48919-0.40239i,0.41636-0.54054i,0.16144-0.4194i,-0.078009-0.15006i,-0.15368-0.0013554i,-0.11811+0.012408i,-0.078026+0.016113i,-0.037509+0.035684i,0.0020762+0.036264i,0.023158+0.021004i,0.017851+0.0030398i,-0.0071238-0.011809i,-0.027896-0.012274i,-0.029809+0.008511i,-0.017401+0.030302i,-0.0063737+0.028883i,-0.0032995+0.015785i,-0.0028355+0.014355i,-0.0020528+0.017175i,-0.0015315+0.015072i,-0.0035326+0.015219i
-0.00021104+0.16196i,-0.013051+0.37228i,-0.026978+0.5541i,-0.022096+0.55155i,-0.0032589+0.34411i,0.043261+0.11401i,0.096409+0.019957i,0.10756+0.00074372i,0.076723-0.02343i,0.040754-0.037475i,0.018988-0.033691i,0.00062293-0.021129i,-0.0054612-0.003896i,0.015221+0.005265i,0.04538-0.0012638i,0.055997-0.01424i,0.038171-0.018026i,0.013027-0.010227i,0.0039018+0.001789i,0.011341+0.0047574i,0.025492-0.002898i,0.036133-0.0099106i,0.038679-0.011345i
-0.14169-0.060484i,-0.27015-0.1557i,-0.30669-0.26627i,-0.18506-0.32022i,-0.023675-0.2789i,0.037787-0.17053i,0.012561-0.065583i,-0.007264+0.0055364i,0.0081759+0.032224i,0.017363+0.022455i,0.008659+0.016887i,0.007597+0.020007i,0.011901+0.017139i,-0.0030857+0.012573i,-0.039239+0.015045i,-0.068812+0.020482i,-0.066732+0.016298i,-0.040971+0.0070054i,-0.012655+0.0046486i,0.0010233+0.0091378i,-0.0073095+0.012164i,-0.024195+0.010018i,-0.030772+0.0037911i
0.094148-0.11967i,0.20739-0.23788i,0.23827-0.28157i,0.096297-0.16339i,-0.081608+0.047296i,-0.11897+0.17029i,-0.067757+0.13652i,-0.043468+0.059824i,-0.043772+0.024126i,-0.038624+0.015662i,-0.026843+0.0055471i,-0.012048-0.009089i,-0.003666-0.013912i,0.0053301-0.003672i,0.031162+0.0035643i,0.060181-0.0041208i,0.068558-0.0077947i,0.050599-0.0038339i,0.019685-0.0086507i,-0.0020789-0.01862i,-0.002311-0.01928i,0.012402-0.010637i,0.017788-0.0072997i
0.086461+0.13863i,0.17249+0.31223i,0.25045+0.42208i,0.30051+0.3024i,0.28497+0.012534i,0.18147-0.20687i,0.07069-0.23086i,0.0077911-0.15121i,-0.019107-0.075409i,-0.021068-0.025985i,-0.016145+0.0031199i,-0.0125+0.022656i,-0.0075284+0.022579i,-0.01221+0.0027104i,-0.030046-0.0047173i,-0.046525+0.0056851i,-0.047795+0.013066i,-0.029768+0.014329i,-0.0025847+0.017138i,0.016429+0.02228i,0.018582+0.019859i,0.0057717+0.013129i,-0.004513+0.016961i
-0.16569+0.033067i,-0.37606+0.030817i,-0.57096-0.0026009i,-0.59906+0.016302i,-0.43089+0.11983i,-0.20119+0.19676i,-0.069673+0.16435i,-0.027044+0.085057i,-0.0017666+0.03022i,0.0054381-0.0028089i,0.0028465-0.020069i,0.0019484-0.034258i,-0.0012352-0.036882i,0.007031-0.017428i,0.025518+0.003014i,0.040758+0.010292i,0.039509+0.0079766i,0.021044+0.0048962i,-0.0035813+0.0042427i,-0.028651+0.0022105i,-0.040911+0.0045016i,-0.035716+0.010968i,-0.021977+0.013611i
0.015774-0.14988i,0.10509-0.27994i,0.30147-0.31501i,0.4783-0.24603i,0.43041-0.18457i,0.22822-0.14305i,0.10327-0.097921i,0.050522-0.081755i,-0.0046849-0.064683i,-0.02354-0.026655i,-0.014861-0.0067648i,-0.014319+0.0065786i,-0.010809+0.020403i,-0.011976+0.014284i,-0.026488-0.0036408i,-0.040159-0.015804i,-0.037311-0.017866i,-0.01472-0.011758i,0.016185-0.0033041i,0.042515-0.0037663i,0.048994-0.016925i,0.036572-0.028107i,0.022283-0.033687i
0.12306+0.040903i,0.1803+0.10777i,0.041046+0.18459i,-0.22932+0.23341i,-0.30182+0.19919i,-0.16425+0.075046i,-0.065507-0.0054313i,-0.010598+0.020251i,0.044675+0.028345i,0.048134-0.007409i,0.026384-0.023359i,0.016791-0.025993i,0.008943-0.025332i,0.008701-0.012708i,0.021067+0.0056971i,0.033431+0.018395i,0.031279+0.019871i,0.0084786+0.010437i,-0.0199-0.0033008i,-0.037851-0.0045181i,-0.036731+0.0096121i,-0.020486+0.02016i,-0.0096084+0.020794i
-0.058288+0.10986i,-0.072859+0.1677i,0.033889+0.075842i,0.2176-0.13018i,0.27724-0.1881i,0.18802-0.053083i,0.10596+0.047165i,0.048593+0.030218i,-0.0057439+0.014534i,-0.011841+0.035765i,0.0082463+0.04413i,0.013097+0.036056i,0.0072439+0.023548i,-0.0039419+0.0044284i,-0.022962-0.013977i,-0.039552-0.019554i,-0.040089-0.014908i,-0.024899-0.0029339i,-0.0017382+0.013492i,0.022337+0.022317i,0.035042+0.013263i,0.029086-0.0034567i,0.015511-0.006922i
-0.087052-0.090293i,-0.17629-0.14451i,-0.23231-0.083651i,-0.24174+0.067374i,-0.23112+0.12067i,-0.17443+0.062809i,-0.096034+0.01346i,-0.047587+0.0095628i,-0.013728+0.012901i,-0.00037813-0.0063252i,-0.010586-0.017608i,-0.0070842-0.010507i,0.007732-0.0072041i,0.016935-0.0029526i,0.025325+0.0043118i,0.028197+0.0084889i,0.020025+0.011625i,0.0048116+0.0090034i,-0.015341-0.0043678i,-0.039485-0.020633i,-0.056602-0.023522i,-0.056032-0.014014i,-0.040746-0.0065764i
0.1122-0.054844i,0.20967-0.10699i,0.23026-0.12794i,0.1852-0.11475i,0.15509-0.11055i,0.10073-0.11103i,0.023727-0.076848i,0.0036565-0.046483i,0.0030919-0.04775i,-0.010455-0.027744i,-0.0061832-0.00072965i,-6.8194e-05+0.0031566i,-0.003418+0.0021456i,-0.0055552+0.0014837i,-0.0070426+0.0014134i,-0.0068578-8.3444e-05i,-0.0036155-0.0056785i,0.00072565-0.0014207i,0.012773+0.016606i,0.037561+0.030973i,0.05763+0.031832i,0.058394+0.02764i,0.046925+0.021855i
0.013955+0.12112i,0.02137+0.21816i,-0.0056629+0.18905i,-0.093898+0.070987i,-0.14713+0.071669i,-0.060535+0.13533i,0.032463+0.09159i,0.010616+0.032718i,-0.020052+0.037503i,-0.0032787+0.028275i,0.0083043+0.0021219i,0.010637-0.0054087i,0.014243-0.0027808i,0.014561+0.0034026i,0.012143+0.0093966i,0.011474+0.011653i,0.013465+0.007963i,0.014369-0.0071208i,0.0044228-0.02849i,-0.02346-0.038743i,-0.049028-0.031536i,-0.050926-0.020894i,-0.040383-0.014691i
-0.13364-0.018001i,-0.23489+0.0011659i,-0.1827+0.10191i,0.063803+0.17884i,0.2129+0.07009i,0.1094-0.08619i,0.002225-0.086854i,0.023589-0.04491i,0.032841-0.049313i,-0.0044186-0.029762i,-0.019852+0.0064623i,-0.017971+0.01828i,-0.018568+0.013317i,-0.016887+0.0010693i,-0.012141-0.01193i,-0.010506-0.017061i,-0.0094693-0.013517i,-0.006113-0.0035502i,0.0043514+0.010332i,0.026547+0.021989i,0.044541+0.022797i,0.043551+0.014553i,0.027965+0.0042348i
0.070653-0.13026i,0.097684-0.29967i,-0.025534-0.42857i,-0.26662-0.35998i,-0.33689-0.1322i,-0.17681+0.052371i,-0.043931+0.079894i,-0.028922+0.048691i,-0.019441+0.040364i,0.012943+0.017788i,0.022652-0.017268i,0.014066-0.027124i,0.0099757-0.015384i,0.012581-0.00062402i,0.017854+0.010016i,0.020964+0.0082487i,0.016514-0.0014201i,0.0060355-0.011038i,-0.0071374-0.021441i,-0.024621-0.032395i,-0.037874-0.039855i,-0.036177-0.038813i,-0.023339-0.026744i
0.10367+0.11848i,0.27532+0.25088i,0.49248+0.30753i,0.62121+0.19879i,0.55171+0.031882i,0.34503-0.08159i,0.15939-0.10096i,0.067133-0.047873i,0.035754-0.011742i,0.0093752-0.0014867i,-0.0089363+0.018668i,-0.0063088+0.032219i,-0.0012635+0.02603i,-0.0079942+0.016i,-0.022017+0.012799i,-0.028843+0.016816i,-0.02172+0.019098i,-0.011324+0.01889i,-0.0017698+0.026192i,0.013565+0.039745i,0.026514+0.047795i,0.026274+0.04531i,0.019259+0.033682i
-0.14701+0.056572i,-0.34747+0.12441i,-0.52527+0.17322i,-0.57443+0.14738i,-0.51999+0.097589i,-0.38969+0.11101i,-0.21108+0.11366i,-0.087352+0.042356i,-0.047705-0.0027422i,-0.022415+0.002055i,-0.0012712-0.0012637i,-0.0016531-0.01085i,-0.0079804-0.013326i,-0.0081458-0.013941i,-0.0022909-0.015098i,0.0067189-0.01407i,0.013895-0.0064983i,0.021076+0.0040182i,0.024708+0.0032277i,0.011263-0.013045i,-0.011334-0.028046i,-0.019505-0.028808i,-0.013096-0.022171i
0.0019458-0.14794i,0.018252-0.32137i,0.060576-0.40022i,0.16869-0.26471i,0.30687-0.093723i,0.31996-0.064354i,0.1807-0.064534i,0.061257-0.014111i,0.025129+0.0082742i,0.0031882-0.0056547i,-0.016014-0.0094776i,-0.013835-0.0052125i,0.0011892-0.0077318i,0.013742-0.012765i,0.016043-0.011092i,0.0085962-0.0035963i,-0.0031624+0.00052818i,-0.014033-0.00015756i,-0.016576+0.0027434i,-0.0025702+0.013396i,0.015893+0.021699i,0.018553+0.02063i,0.0096638+0.015504i
0.13021+0.059406i,0.28202+0.12221i,0.33906+0.1163i,0.1466-0.0041874i,-0.1497-0.08915i,-0.26086-0.048688i,-0.16064-0.0068943i,-0.048293-0.015343i,-0.0099786-0.015629i,0.0080049-0.0010705i,0.030791+0.0015228i,0.035559-0.0026618i,0.021559+0.0058377i,0.011104+0.019845i,0.0095226+0.024275i,0.01144+0.020148i,0.013333+0.013594i,0.012065+0.0057186i,0.0051933-0.0056905i,-0.0081625-0.02044i,-0.014056-0.029901i,-0.0078815-0.029417i,-0.0059826-0.02138i
-0.094388+0.087991i,-0.22859+0.21782i,-0.2888+0.36495i,-0.12958+0.43964i,0.12084+0.38007i,0.22172+0.23291i,0.15349+0.11182i,0.052047+0.052802i,0.0036608+0.023658i,-0.010955+0.0076985i,-0.021714+0.0070463i,-0.027782+0.012292i,-0.026201+0.012009i,-0.022931+0.0041716i,-0.023188-0.0068358i,-0.027141-0.013962i,-0.029148-0.014841i,-0.026304-0.010015i,-0.019624+0.0016286i,-0.0092357+0.020665i,-0.0028768+0.03408i,-0.0030713+0.032289i,0.0014986+0.024098i
-0.035373-0.12741i,-0.067415-0.33178i,-0.10629-0.54742i,-0.16803-0.61857i,-0.22976-0.51943i,-0.22694-0.33438i,-0.14495-0.15876i,-0.049727-0.049291i,-0.0060468-0.002623i,-0.0016055+0.012667i,0.0029034+0.013303i,0.014915+0.0022887i,0.021077-0.012142i,0.02276-0.015292i,0.028752-0.0093066i,0.034856-0.0032773i,0.033226+0.0029268i,0.02546+0.009384i,0.018149+0.011125i,0.011209-0.0011899i,0.0041856-0.018512i,0.0035013-0.022709i,0.0046071-0.018758i
0.13014+0.019839i,0.30417+0.097646i,0.45224+0.24342i,0.45392+0.3827i,0.35183+0.40594i,0.23487+0.27888i,0.11363+0.09626i,0.01762-0.013575i,-0.01545-0.0373i,-0.012136-0.030512i,-0.010427-0.018454i,-0.011232-0.00081757i,-0.0052534+0.016518i,-0.00093542+0.02478i,-0.0058152+0.027336i,-0.012154+0.024664i,-0.012481+0.01217i,-0.0076492-0.002932i,-0.0010185-0.0086628i,0.0075371+0.00038135i,0.013204+0.013679i,0.0097526+0.014973i,0.0013819+0.0082148i
-0.063681+0.094651i,-0.18486+0.18637i,-0.31427+0.16047i,-0.33639-0.054543i,-0.24904-0.25545i,-0.13755-0.23774i,-0.049405-0.093401i,-0.0071388+0.0024337i,-0.00058241+0.02807i,0.0013975+0.027224i,0.0061227+0.025541i,0.0069713+0.020839i,-0.0035868+0.0076279i,-0.019713-0.0021556i,-0.02617-0.0048459i,-0.02087-0.0041067i,-0.013284+0.0022761i,-0.0094038+0.010023i,-0.010364+0.010261i,-0.014878-0.00041001i,-0.015257-0.0071232i,-0.0074967-0.00072153i,0.00029049+0.0054858i
-0.057137-0.079648i,-0.10753-0.18941i,-0.10485-0.22616i,-0.036488-0.06165i,0.01499+0.15593i,0.014659+0.18612i,0.0069047+0.07651i,0.017141-0.011873i,0.020788-0.040552i,0.007061-0.035103i,-0.0078144-0.027595i,-0.013751-0.023876i,-0.0069108-0.018851i,0.0059251-0.019184i,0.011693-0.019618i,0.0090616-0.013216i,0.0054087-0.0079148i,0.0015876-0.007867i,-0.0032377-0.0074758i,-0.0069206-0.0021038i,-0.011528-0.00054241i,-0.015931-0.0013865i,-0.013235+0.0049895i
0.08838-0.026167i,0.2105-0.034422i,0.30309-0.047558i,0.26604-0.11543i,0.16094-0.19923i,0.077886-0.17145i,0.017982-0.054356i,-0.022537+0.026556i,-0.036582+0.036478i,-0.027513+0.016675i,-0.012048+0.0037995i,-0.00029735+0.0067595i,0.0098222+0.016745i,0.016572+0.023539i,0.017426+0.02186i,0.011978+0.015189i,0.0027866+0.012632i,-0.0020309+0.013928i,-0.00059798+0.014199i,0.0036765+0.011554i,0.011046+0.0065492i,0.015791+0.0017944i,0.014183-0.0030626i
-0.011172+0.073815i,-0.070812+0.17739i,-0.17431+0.27961i,-0.23623+0.3319i,-0.19027+0.31938i,-0.079046+0.22182i,0.019984+0.087785i,0.068195+0.010785i,0.071403-0.01092i,0.047993-0.016089i,0.024618-0.015148i,0.0063364-0.015127i,-0.011567-0.011583i,-0.018446-0.0059461i,-0.016743-0.0050018i,-0.013227-0.005681i,-0.0082192-0.0099285i,-0.0049962-0.014077i,-0.0045211-0.010898i,-0.0062964-0.0026197i,-0.008429+0.0019163i,-0.0092265-0.0035933i,-0.0099573-0.012097i
-0.048205-0.041892i,-0.072719-0.13474i,-0.016027-0.26845i,0.10444-0.3621i,0.13554-0.3384i,0.038539-0.2036i,-0.062105-0.075091i,-0.094213-0.029079i,-0.078105-0.011668i,-0.042115+0.0095002i,-0.016802+0.016699i,-0.005066+0.011817i,0.0051423-0.0018852i,0.010564-0.016239i,0.012324-0.02226i,0.015821-0.022669i,0.01522-0.019393i,0.0083379-0.0148i,0.0028885-0.015146i,0.0007156-0.019009i,-0.0029942-0.016427i,-0.0084486-0.0035362i,-0.010207+0.0097654i
0.044405-0.022113i,0.10287-0.0032512i,0.11298+0.097168i,0.027515+0.23505i,-0.043457+0.26538i,0.0023117+0.15928i,0.074963+0.056081i,0.088821+0.033596i,0.069964+0.031686i,0.042329+0.014045i,0.024062+0.00083177i,0.019888-0.0020078i,0.01868+0.0024128i,0.017954+0.011819i,0.013371+0.020451i,0.0042533+0.023472i,0.00087779+0.020088i,0.0068928+0.013286i,0.015638+0.0071568i,0.020619+0.0016933i,0.02171-0.0067953i,0.019432-0.014128i,0.015113-0.014466i
0.0046909+0.043263i,-0.010244+0.077582i,-0.029802+0.042716i,-0.0093693-0.080608i,0.030045-0.15814i,-0.0021426-0.13363i,-0.06484-0.099564i,-0.076076-0.090884i,-0.055741-0.067875i,-0.028835-0.028553i,-0.0067582-0.0036315i,-0.0020285+0.0058252i,-0.010196+0.0099896i,-0.022214+0.010874i,-0.025075+0.0097314i,-0.014693+0.0058337i,-0.005969+0.0021531i,-0.0044872+0.0044241i,-0.0046804+0.01209i,-0.0028303+0.019031i,-0.002307+0.024836i,-0.0023725+0.0269i,0.00024947+0.019348i
-0.0395-0.0041581i,-0.079226-0.022179i,-0.10788-0.033725i,-0.12112+0.0093151i,-0.11694+0.082093i,-0.053925+0.12096i,0.024468+0.12908i,0.041069+0.12082i,0.024211+0.092085i,0.01312+0.053089i,0.0073512+0.029011i,0.0094676+0.01569i,0.013468-0.0003598i,0.012614-0.010125i,0.006896-0.0075947i,-0.002356+0.0012597i,-0.003362+0.007583i,-4.8969e-06+0.0047013i,-0.0040295-0.0039506i,-0.0097216-0.010587i,-0.0086662-0.014444i,-0.001351-0.016258i,0.0043324-0.0158i
0.011826-0.028643i,0.047402-0.044852i,0.10814-0.028166i,0.17349-0.019454i,0.18831-0.079898i,0.10695-0.15179i,0.015188-0.15716i,-0.0039166-0.11817i,-0.0078045-0.079427i,-0.026691-0.041689i,-0.030885-0.015201i,-0.022538-0.0040419i,-0.010283+0.0062372i,0.0041202+0.011551i,0.013677+0.0069858i,0.015734+0.0011349i,0.011335+0.00085681i,0.0083278+0.0044178i,0.010339+0.0077071i,0.010923+0.0087854i,0.004888+0.0073053i,-0.0074128+0.008178i,-0.015148+0.012663i
0.020713+0.016599i,0.011912+0.027404i,-0.062997+0.025141i,-0.18427+0.031019i,-0.22994+0.091645i,-0.15091+0.16774i,-0.070129+0.17371i,-0.058379+0.12078i,-0.044665+0.065691i,-0.014443+0.023277i,-0.0024371+0.0049096i,-0.0019703+0.0061226i,-0.0048838+0.0079848i,-0.009937+0.009473i,-0.010948+0.0091248i,-0.0099765+0.0041686i,-0.0099888-7.1255e-05i,-0.0085999+0.00094149i,-0.0055244+0.0033322i,-0.0018103+0.0037809i,0.005689+0.0025192i,0.014082-0.0005623i,0.017467-0.00042481i
-0.0089808+0.017208i,0.013982+0.0229i,0.10466+0.0049187i,0.23223-0.047817i,0.27173-0.11736i,0.20441-0.17641i,0.14155-0.17795i,0.11377-0.12531i,0.075922-0.072149i,0.031439-0.033944i,0.0070919-0.011617i,-0.0033909-0.005698i,-0.0084307-0.01135i,-0.0072797-0.022194i,-0.0021438-0.024508i,0.0058102-0.017754i,0.011239-0.013407i,0.0069671-0.010979i,-0.0014505-0.0050443i,-0.008396+0.0034629i,-0.015697+0.0084726i,-0.020926+0.006927i,-0.018562+0.00098182i
-0.0082326-0.0039777i,-0.035448-0.0012312i,-0.091982+0.023829i,-0.17024+0.064077i,-0.21166+0.097663i,-0.18877+0.12376i,-0.14675+0.11616i,-0.10688+0.064022i,-0.061051+0.025222i,-0.021585+0.013618i,-0.0077312+0.006151i,-0.0050682+0.0059673i,0.0043673+0.012367i,0.012076+0.017876i,0.0090262+0.019722i,-0.0010206+0.01709i,-0.0074169+0.013224i,-0.0057605+0.0060814i,0.00015983-0.0073443i,0.0053962-0.021234i,0.009169-0.026709i,0.011217-0.019592i,0.0083969-0.0088515i
0.015278-0.014722i,0.030705-0.035123i,0.052-0.054635i,0.10652-0.048946i,0.18812-0.029499i,0.22045-0.040578i,0.18356-0.048281i,0.12504-0.015256i,0.07207+0.0022422i,0.032393-0.008336i,0.015208-0.014125i,0.0097404-0.014185i,-0.0013141-0.0089649i,-0.01371-0.0011493i,-0.016329+0.00076512i,-0.0095734-3.494e-05i,-0.0044719-0.00042354i,-0.0054545+0.0041946i,-0.0043433+0.016086i,0.0010177+0.024481i,0.0020817+0.021897i,-0.0039725+0.011994i,-0.011868+0.0042168i
0.0054836+0.016992i,0.013748+0.028838i,0.0055871+0.017148i,-0.061806-0.030321i,-0.18017-0.067318i,-0.24471-0.044456i,-0.20215-0.016271i,-0.12126-0.022558i,-0.063-0.015174i,-0.026625+0.0060633i,-0.0072324+0.010576i,-0.00084488+0.0062897i,0.001907+0.0018076i,0.0020401-0.0027167i,-0.00076775-0.0024437i,-0.0033232+0.0021909i,-0.0037728+0.0042558i,-0.0022664+0.001012i,-0.0027958-0.003844i,-0.0050173-0.0075327i,-0.0029151-0.0067752i,0.00706-0.0024328i,0.01623-0.0012999i
-0.014569+0.0056641i,-0.036747+0.019819i,-0.030124+0.070297i,0.053424+0.13743i,0.1777+0.16006i,0.2313+0.12973i,0.1718+0.10606i,0.075989+0.098326i,0.01948+0.064095i,-0.0026498+0.020618i,-0.0077281+0.003439i,-0.0028579-0.00015559i,0.0025798-0.0030663i,0.0088053-0.002863i,0.012636-0.0024123i,0.010727-0.0019585i,0.0084883+0.0012364i,0.006396+0.0038236i,0.0013354+0.0057434i,-0.0057939+0.010421i,-0.011526+0.011846i,-0.011034+0.0053533i,-0.0048785-0.0014875i
0.0056323-0.01862i,0.007217-0.064763i,-0.01906-0.13464i,-0.099859-0.19192i,-0.1905-0.20097i,-0.21762-0.178i,-0.16442-0.1516i,-0.083569-0.11554i,-0.034228-0.064281i,-0.016359-0.023715i,-0.0096128-0.0094504i,-0.007615-0.0037447i,-0.0087468+0.0043984i,-0.010961+0.010824i,-0.0093566+0.011475i,-0.0061073+0.00554i,-0.0052313-0.00055601i,-0.0016101-0.0043731i,0.0066719-0.011527i,0.01405-0.020958i,0.015899-0.023289i,0.01077-0.014995i,0.0019348-0.0063892i
0.027759+0.017341i,0.072432+0.047038i,0.13174+0.094438i,0.17006+0.14579i,0.1733+0.18322i,0.15519+0.18032i,0.1092+0.1319i,0.045654+0.069648i,0.012777+0.024715i,0.011251+0.0033695i,0.010472+0.00091228i,0.007543+0.0031564i,0.0056767-0.0045488i,0.0047949-0.016117i,0.0081545-0.018992i,0.014623-0.015156i,0.015677-0.011681i,0.0078368-0.008039i,-0.0018305+0.0021709i,-0.0064744+0.016005i,-0.0075678+0.020678i,-0.0067712+0.013804i,-0.0053727+0.0076586i
-0.018018+0.016865i,-0.057245+0.031946i,-0.1003+0.018734i,-0.1044-0.060585i,-0.07002-0.17115i,-0.035672-0.20895i,0.0031173-0.15378i,0.040316-0.082985i,0.036884-0.037562i,0.012712-0.012927i,0.0019007-0.0055973i,-0.00072467-0.0030317i,0.0017759+0.0059721i,0.0054388+0.01388i,0.001012+0.01712i,-0.0064173+0.016616i,-0.0062214+0.013192i,0.00033295+0.0081138i,0.0064002-0.001955i,0.0087563-0.016142i,0.0077421-0.020885i,0.0068844-0.012053i,0.009106+1.2548e-05i
-0.0051634-0.02394i,-0.010032-0.060764i,-0.014005-0.071205i,-0.018064+0.012093i,-0.027519+0.15082i,-0.038568+0.20953i,-0.051205+0.15096i,-0.053373+0.066302i,-0.02948+0.019655i,-0.0040798+0.0041125i,0.0013282+0.0012555i,-0.0018336+0.00074216i,-0.0030394-0.00084136i,-0.0039659-0.0029167i,-0.0062007-0.0056006i,-0.0061819-0.0051519i,-0.00568-0.0024619i,-0.0077777+0.0017293i,-0.0097092+0.0091213i,-0.011625+0.01661i,-0.013789+0.017708i,-0.014455+0.010733i,-0.013735+0.0020952i
0.019486+0.0012708i,0.056753+0.0094074i,0.098155-0.0045181i,0.11196-0.078561i,0.09969-0.1794i,0.09277-0.20075i,0.085915-0.12159i,0.060893-0.031154i,0.024134+0.007128i,0.0010192+0.0093929i,0.0002227+0.0043483i,0.0035967-0.0012518i,0.00083768-0.003082i,-0.0028742-0.0010149i,-0.0053211+0.0022373i,-0.008282+0.0053423i,-0.0087428+0.0062312i,-0.0039959+0.0052547i,0.0045556+0.0023789i,0.013766-0.0040664i,0.019463-0.0089265i,0.016957-0.0096282i,0.010325-0.01179i
-0.014299+0.018816i,-0.043612+0.050596i,-0.087034+0.10005i,-0.1129+0.15338i,-0.11636+0.18675i,-0.11832+0.16301i,-0.10974+0.089075i,-0.078412+0.025355i,-0.039621+0.0032958i,-0.015867+0.0030114i,-0.0087347+0.0055482i,-0.0036176+0.0067808i,0.0027692+0.0038739i,0.0087873+0.001123i,0.012354+0.00097979i,0.010902+0.0018751i,0.0077009+0.0017922i,0.0031453+0.0011139i,-0.0066599+0.004824i,-0.017162+0.014897i,-0.01919+0.022264i,-0.01262+0.020388i,-0.0057395+0.014991i
-0.0068603-0.021142i,-0.01325-0.062825i,-3.6829e-05-0.11866i,0.048213-0.14568i,0.11221-0.12942i,0.13456-0.092785i,0.091125-0.047402i,0.032613-0.0099254i,0.0020741+0.00093025i,-0.0047946-0.0030134i,-0.0026794-0.0021712i,-0.00049134+0.0019576i,-0.0046905+0.0053871i,-0.009738+0.0077603i,-0.0093388+0.0059417i,-0.0056096+0.0013493i,-0.0024688+0.00055623i,0.00086883+0.0027705i,0.0074302-0.0022187i,0.014698-0.014854i,0.016114-0.021018i,0.01146-0.01539i,0.0064987-0.0061337i
