-0.00059003+0.00080088i,-0.00025462-0.0012283i,-0.0023751-0.0015186i,-0.0022845-0.00020713i,-0.0013874+0.0015709i,-0.001324+0.0023012i,-0.00021137+0.0021585i,0.0010239+0.0015797i,0.0014616+0.00030721i,0.0010922-0.00098747i,0.00035511-0.0017968i,-0.00022829-0.0017869i,-0.00080533-0.00090853i,-0.00043489-0.00083186i,0.00018877-0.0010462i,-0.00032335-0.00029385i,-0.00058119-0.00024765i,-0.000483-0.00093917i,-0.00058554-0.00047275i,-0.00066696-0.0001076i,-0.00060283-0.00048401i,-0.00049022-0.00049732i,-3.1542e-05-4.6993e-05i
-0.0009435+0.0007136i,-0.00060821+0.0010518i,0.00071373+0.001223i,0.0015564+0.0019945i,0.0011941+0.0018756i,0.00098665+0.00015163i,0.00034642-0.00087459i,0.00034571-0.00071947i,0.00035147-0.00025301i,0.00030455-0.00019717i,0.00047816+0.00027063i,0.00021662+0.00025458i,0.00010968-0.00050999i,0.00050698-0.00062274i,0.00067758-0.0011485i,0.00038653-0.001291i,1.3899e-05-0.00046103i,5.0929e-05+0.00023265i,0.00053591+0.00014923i,0.0008186-7.2402e-05i,0.00061717+0.00010157i,-6.5147e-05+0.00028041i,-0.00073285-0.00013996i
-0.00061387+0.00074786i,-0.0011927+0.00013548i,-0.00050615+0.00057378i,-0.00016021+0.002176i,-0.0011025+0.0029363i,-0.0008089+0.0025506i,6.2958e-05+0.0012087i,-0.00064514+8.893e-05i,-0.00077875-0.00059934i,-0.00015702-0.00050351i,-0.00046782-0.00049676i,-0.00053444-0.00058106i,-2.2981e-05-0.00028684i,-0.00014126-0.00034545i,-0.00045813-0.00047684i,9.5132e-05-0.00039041i,0.00066567-0.00069807i,0.00019111-0.00063617i,-0.00082235-2.5571e-05i,-0.0011653+0.00044376i,-0.00052425+0.00043807i,-6.9777e-05+0.00029005i,0.00029901+0.00053207i
-0.00047841+0.00059989i,9.5599e-05-0.00023492i,0.00086254-0.00079661i,0.00060708-0.00071615i,7.6263e-05+0.00012205i,-0.00070731+0.00068319i,-0.00079982+0.00064962i,-0.00077441+0.00018145i,-0.00025128-0.00065517i,0.00029801-0.00089666i,-0.00035823-0.00071492i,-0.00078343-0.00047404i,-0.00027307-0.00052012i,-0.00039704-0.00054953i,-0.00046064-9.4703e-05i,-0.00038926-0.00016269i,-0.00052566-0.0002657i,-6.8773e-05-0.00036287i,0.00042316-0.00065651i,0.00048908-0.00096896i,2.7443e-05-0.00066231i,0.00047279-0.00039437i,0.0010141-3.0638e-05i
-0.0013082+0.00014418i,-0.00054857+0.00050675i,0.00018268+0.0014409i,0.0011257+0.0011843i,0.0014502+0.00053769i,0.00083523+0.00068621i,0.0004257+0.00043605i,0.00029204-0.00026435i,6.0159e-05-0.00029525i,-0.00060877-0.00011898i,-0.0012401-0.0005216i,-0.0010543-0.00017815i,-0.00035157-0.00023571i,0.00022906-0.00074908i,0.00053677-0.00056796i,-9.4636e-06-1.379e-05i,-0.00061208+0.00036255i,-0.00015732+0.00030392i,0.00023793-0.00043137i,0.0003782-0.0005432i,4.1216e-05+2.9878e-05i,-0.00073334+0.00067832i,-0.00085698+0.0013167i
-0.00055093+0.00029447i,-0.00091671+0.00016788i,-0.0019469+0.00012243i,-0.0020748-0.0005162i,-0.0010841+0.00017859i,-0.00035358+0.0017098i,-6.0701e-05+0.0017044i,-6.1339e-05+0.00067257i,-0.00012829+8.7246e-05i,-0.00068741-0.00037083i,-0.0010509-2.166e-07i,-0.00051353+0.00098772i,-0.0005007+0.00074586i,-0.00031751-0.00026698i,0.00021206-0.00098418i,-8.5763e-05-0.0012052i,-0.0006227-0.0010412i,-0.00061811-0.00020267i,-0.00048392+0.00036754i,-0.00072961-7.1162e-05i,-0.00067204+9.1005e-05i,-0.00070124+3.644e-05i,-0.00068996-0.00051613i
0.00058604+0.00072407i,0.0017537+0.0002547i,0.0023474-0.00076136i,0.0014741-0.00063538i,0.0004583+0.00089593i,-0.0001533+0.001541i,6.2966e-06+0.0013311i,0.00055268+0.00029514i,0.00069571-0.0002291i,0.00045314-0.00011637i,0.00027351-4.8336e-05i,-8.3387e-05+0.00024533i,-0.00035992-9.6379e-05i,-0.00028463-0.0002942i,-0.00039827-0.00025935i,-0.00066842-0.00034667i,-0.00092836-0.00052988i,-0.0013625+0.0001842i,-0.00089994+0.00054974i,0.00041767+0.00053767i,0.00066956+0.00047318i,-0.00057352-3.0487e-05i,-0.0010513+0.00015025i
-0.00025732-0.00032085i,0.00088321-0.000125i,0.00083665+0.00097642i,-0.00019224+0.0022576i,-0.00060754+0.0017522i,0.00070981+0.0013528i,0.00086359+0.0012613i,0.00024219+0.00072268i,0.00035914+0.00022623i,0.00022607+0.00012581i,0.00012305+0.00053918i,5.5245e-05+0.000896i,-0.00036399+0.00040131i,0.00015694-0.0004636i,0.00011936+0.00061997i,-0.00080913+0.001329i,-0.00078391+0.00045215i,-0.00027723+0.00024435i,-0.00031735+0.00072054i,-0.00048756+0.00046976i,-5.6268e-05+0.0002542i,0.00049361+0.00027917i,0.00075144+0.00055728i
-0.0011676+2.9649e-05i,-0.0020427-0.00021503i,-0.0020645-0.00039007i,-0.00092479+0.00026685i,-0.00019699+0.0015751i,-0.00032582+0.0020133i,-1.9564e-05+0.0014248i,9.1417e-05+0.00057099i,-0.00018216-0.00041782i,-0.00035034-0.0002537i,-1.0559e-05-3.7131e-05i,0.0003105-0.00010141i,-3.5218e-05+0.00052287i,-0.0005931+0.0016732i,-0.0010026+0.0015358i,7.2775e-05+0.0012424i,0.00041543+0.0014434i,3.0835e-05+0.0010513i,-0.000304+0.00035612i,-0.0006325+0.00018589i,-0.00048806-0.00080436i,-0.00058468-0.0012984i,-0.00085791-0.00073593i
-0.0009611+0.0015614i,0.0004416+0.0010274i,0.00058541+0.00063439i,0.00059477+0.00085063i,0.0011713+0.0001395i,0.0015623-0.00020963i,0.00058432+4.66e-05i,-0.00024444-0.00023376i,-0.00036556-0.00036449i,0.00019845-0.00075717i,0.00020224-0.00067057i,-0.00083755-0.00010837i,-0.0013438-0.00021871i,-0.0016451+9.9849e-06i,-0.0013645+0.00019866i,-0.00047548-0.00048123i,0.00036946-0.00054754i,0.00019506-0.00016201i,5.0858e-06+0.00034747i,0.00017012+0.00068905i,9.7341e-05+0.00023503i,0.00063032-0.00077092i,0.00050109-0.00077736i
0.0016653-0.0024454i,0.000719-0.0026684i,-0.00019967-0.0011653i,0.00029725+0.00048253i,0.00031429+0.0013793i,0.00039579+0.0014205i,0.00072165+0.0010342i,0.00037904+0.00018167i,0.00040349-0.00046173i,2.0232e-05-0.00019251i,-0.00057154+0.00014227i,-0.00021552-0.00027923i,0.00074002-0.00038898i,0.00085507+0.00025756i,0.00073926+0.00054199i,0.00060936+0.00017471i,0.00023996+0.00023441i,0.00015901+0.00042812i,0.0002301+0.00029302i,0.0010031-0.00035952i,0.00068733-0.00070222i,0.00012406-0.00063378i,0.00014421-0.00068993i
0.00054031+0.0017635i,0.001005+0.0012302i,0.00023308+0.00094533i,-0.00064241+0.0011889i,-0.0012594+0.00044811i,-0.00082097-0.00020897i,-0.00026631+0.00047926i,-0.00032897+0.00063026i,-0.00044867-0.00013193i,-0.00027258-0.00024844i,-0.00043173+0.00039071i,-0.00083965+0.00088399i,-0.0010103+0.00067358i,-0.00042074+0.00048059i,0.00026809+0.00041183i,0.00058285+1.9136e-05i,0.00048999-0.00018666i,-0.00027997-0.000351i,-0.00090341-1.9581e-05i,-6.908e-05+0.00060117i,0.00019027+0.00015207i,-0.0001273-0.00025703i,-0.00043189-6.617e-05i
-0.0016983+0.0010977i,-0.00088624+0.00068935i,-0.00067703+0.00090603i,-0.0015731+0.0014969i,-0.0012892+0.001181i,-0.00085302+0.00031957i,-0.00087459-0.00025617i,-0.00074214-0.00039535i,-0.00040002-0.00063998i,-0.0004518-0.00051207i,0.00032679-0.00035014i,0.0010725-0.00034434i,0.00019089-0.00040187i,-0.00058049-0.00037954i,-0.00050105-0.0001727i,-0.00021612+0.00024461i,-0.00044304+0.00059165i,-0.00084662+0.0010686i,-0.00050096+0.0011217i,1.5888e-05+0.0001999i,0.00013959-0.00012657i,0.00043281-7.6207e-05i,0.00057614-2.3068e-06i
-0.00069776-0.00032678i,-0.0011339-0.00028568i,-0.00010421-0.00050032i,0.00054518-0.00096196i,-0.00045938-0.00015897i,-0.0010084+0.00081442i,-0.00083798+0.00093291i,-0.0009298+0.00030947i,-0.00057803-4.7755e-05i,-0.00034123+3.4122e-05i,-0.00010529-3.638e-05i,8.0726e-05-0.00068093i,9.4356e-05-0.00011147i,0.00018777+0.0010776i,0.00054961+0.00038249i,5.0508e-05-0.00039129i,-0.00026936-0.00031558i,-1.0532e-05+0.00031333i,-0.0005471+0.0006349i,-0.00043576-0.00041517i,0.00060682-0.00071286i,0.0014063+0.00037467i,0.00078634+0.00037987i
3.3511e-06+0.00084523i,0.0004849+0.00064573i,0.0013166+0.0010772i,0.0008463+0.00041819i,0.00024158-0.00052601i,-0.00021468-0.00031532i,-0.00075088+0.00039051i,-0.00068573+0.0004919i,-0.00058478+0.00038611i,-3.5665e-06-0.00029487i,0.00016008-0.0003577i,-0.00036166+0.00036337i,-0.00064331+5.0261e-05i,-0.0012419-0.00043798i,-0.0020852-0.00047619i,-0.0017812-0.00051142i,-4.3481e-05-0.00040023i,0.00089429-0.00041352i,0.00014384-4.8675e-05i,-0.00025234+0.00010545i,0.00029816+0.00023084i,0.00074964+0.00074005i,0.00095935-1.6252e-05i
0.00066-0.0024759i,3.7343e-05-0.0014517i,-0.00094469-0.0009311i,-0.0013519-0.00024537i,-0.0010567+0.0010699i,-0.00047744+0.0022114i,-0.00090391+0.0012653i,-0.00052412-0.00012487i,0.00032159-0.00015172i,0.00051857-0.00026236i,2.6949e-05+0.00010903i,-0.00052371+0.00087202i,-0.00019877+0.0010749i,0.00040894+0.00062437i,0.00043911-0.00010647i,0.00033681-0.00041233i,-0.0004758-9.2308e-05i,-0.00078201+0.00021386i,-0.00022129+0.00024082i,-0.00011856+0.00026372i,-0.00040088+0.00010123i,0.00040701-0.00032497i,0.00046271+4.8837e-06i
-8.3647e-05+0.001384i,-0.00068659+0.0022776i,-0.0010307+0.0026639i,2.4726e-05+0.0026336i,0.00073576+0.0020977i,0.0011208+0.0012719i,0.00037006+0.0008259i,-0.00054564+0.00059469i,-0.00050697-0.00043554i,-0.0005983-0.0011738i,-0.00040997-0.00098536i,-0.0003046-0.00060364i,1.9055e-05-5.9755e-05i,0.0001923+3.0165e-05i,0.00077066-0.00075841i,0.00054278-0.0011689i,-0.00022434-0.00055444i,-0.00024904-0.0004027i,-0.00015812-0.00088538i,-0.00031722-0.0010766i,-0.00065608-0.00012677i,-0.00022886-2.4574e-05i,-0.00022984+4.9402e-05i
-0.0029957+0.00042103i,-0.0025884+0.00052732i,-0.0018675+0.00060388i,-0.0011394+0.00033259i,-0.00043551+0.00092589i,0.00050706+0.00092005i,0.00053563+0.00036575i,-0.00043246-0.00014926i,-0.00046255-5.1856e-05i,-0.00012185+0.00077236i,-8.6206e-05+0.0012813i,0.00019712+0.0010067i,0.0011438+0.00057844i,0.0016549-0.00017074i,0.0017036-0.00068372i,0.00084908-0.00042763i,-0.00010783+0.00021077i,-4.4102e-05+0.00037393i,-0.0001208+0.00044357i,-0.00046339+0.00030553i,0.00018809+0.00048248i,0.00082075+0.0011146i,0.00033579+0.00093482i
-0.00044343+0.00043911i,-0.00067019-0.00022296i,0.00022974-0.00099217i,0.0013966-0.00015683i,0.0017066+0.00097493i,0.0015092+0.001187i,0.00011795+0.00054546i,-0.0004898-0.0001444i,-1.9921e-05+0.00042766i,1.3361e-05+0.00049118i,0.00047284-0.00018972i,0.00081489+0.00013714i,0.0008153+0.00022683i,0.00067146-0.00023444i,0.00025364-7.1791e-05i,-3.3208e-05-8.6162e-06i,-0.00046325-0.00027504i,-0.0011905-0.00061772i,-0.0010048-0.00032597i,-0.00018224-0.00049906i,0.00021533-0.00059792i,0.00048064-0.00038705i,0.00033671-0.00069216i
-0.0020501-0.00086487i,-0.0014447-0.0010127i,-0.0021937-0.00060218i,-0.0026347+0.00060222i,-0.0012195+0.0014415i,0.00021983+0.0015833i,-0.0001396+0.00081862i,-0.00055362+0.00065407i,-0.00086977+0.00025486i,-0.0012863-0.00036917i,-0.00058431+4.9625e-07i,0.00033583+0.00066579i,0.00067151+0.00076751i,-3.8491e-05+0.0010903i,-0.00068053+0.001768i,-0.00061238+0.0014004i,-0.00044807+0.00077591i,-6.1994e-05+0.00074924i,0.00077028-1.9253e-05i,0.00064736-0.00025142i,-0.00015958+7.5955e-05i,-0.00052577+4.0853e-06i,-0.00046628+0.00038513i
-0.0013636-0.00039189i,-0.00093868+4.3227e-05i,-0.00089174+0.00061556i,-0.001849+0.0016713i,-0.0011458+0.0024536i,5.0414e-05+0.0022559i,0.00038412+0.0013855i,-0.00010568+0.00044588i,-0.00086765+0.00020352i,-0.00078506+0.00037943i,1.1294e-05+0.0002294i,0.00074215-0.00058232i,0.00065287-0.00083015i,0.00014708-0.00035351i,-4.7534e-05+7.6772e-05i,-0.00056873+0.00012673i,-0.00059762-0.00071768i,-0.00084749-0.0013126i,-0.00134-0.0010128i,-0.001028-0.00056019i,-0.0011734-0.00043482i,-0.00089677+0.00025159i,-0.00077007+0.0011231i
1.3713e-05-0.00024818i,-0.0009297-0.00012382i,-0.0011983+0.00032929i,-0.00077761+0.0013161i,-0.00037741+0.0019593i,-0.00059746+0.0012397i,-0.00089603+0.00012681i,-0.00040537-0.0001262i,2.9947e-05+5.4575e-05i,0.00041925+0.00035297i,0.00096586+0.0010302i,0.00074993+0.0013584i,-0.00013183+0.0005828i,-0.00021658-0.00042859i,-0.0003603-0.00037913i,-0.00045098+0.00042025i,-0.00043809+0.0003314i,-0.00091769-9.5757e-05i,-0.00051901-0.00016045i,-0.00018071-0.0001454i,-0.00034154-0.00022273i,6.1841e-05+0.0001733i,0.00023581+0.00079294i
-0.002582+0.00048213i,-0.0019838+0.00071766i,-0.00082258+0.00031005i,-0.00048262-0.00010566i,-0.00076055+0.00047372i,-0.00031933+0.0002715i,0.00030652-0.0003641i,0.00042054+5.7505e-05i,0.00055233-5.7275e-05i,0.0010351-0.00011971i,0.0001895+0.00030964i,-0.00095029+0.00030451i,-0.00051713-0.00023299i,0.00052503+1.8907e-05i,0.00051332+0.00054389i,-0.00043796+0.00095215i,-0.00044152+0.0012631i,-0.00069216+0.00069636i,-0.0006641+0.00049701i,-0.00016164+0.0014179i,-0.00012487+0.0012019i,0.00032599+1.7447e-05i,0.00076667-0.00053068i
-0.00063994+0.00069179i,0.00037991+0.0010837i,0.001044+0.0011665i,0.0010544+0.0009701i,0.0007211+0.00031082i,-0.00039032-0.0005155i,-0.0012911-0.00023789i,-0.0010409+0.00042791i,-0.00052305+0.00025824i,-0.00043145-0.00013898i,-8.1126e-05-0.00013259i,0.00033876-7.1399e-05i,-0.00025015+0.00028267i,-0.0011976+0.00011976i,-0.00087002-0.00036997i,-0.00066356-1.8507e-05i,-0.0009642+0.00022751i,-0.00088737+0.00050254i,-0.00048485+0.00066714i,-0.00048657+0.00053264i,-0.00061592+0.0006326i,1.1449e-06+0.00075748i,0.00021296+0.00068676i
-0.0011125+0.00040002i,-0.00089351+0.00033294i,-0.0018856+0.00025135i,-0.0019668+0.0008239i,-6.4782e-06+0.00075947i,0.0011306-5.8251e-05i,0.00041866-0.00030849i,-0.00091552-0.00021413i,-0.0013049-0.00033701i,-0.0012026-0.000231i,-0.00068809+0.00027016i,0.00051139+0.00091045i,0.00075288+0.001497i,0.00025079+0.0014112i,0.0004193+0.00060024i,-0.00029632+0.000313i,-0.00068143+0.00012382i,-0.00063629+2.6853e-05i,-0.00067604+0.00028968i,-0.00032166+4.9614e-05i,-0.0002102+1.7471e-06i,0.00013978+0.0008937i,0.00011819+0.0012107i
-0.0020878+4.6563e-06i,-0.0027637-0.0001855i,-0.0027216-0.00070148i,-0.0017321-0.00020541i,-0.00075965+0.001128i,-0.00072203+0.00066818i,-0.00065844+1.1914e-05i,0.00011433+0.00023237i,9.6039e-05-9.0862e-05i,-0.00036499-4.6817e-05i,-0.00046195+0.00034699i,0.00034595+0.00020743i,0.00023386+3.0049e-05i,-0.00094913+0.00031521i,-0.00027245-0.00017438i,0.00063221-0.0008971i,0.00046338-0.00082379i,-0.00014053-0.00032198i,-0.00089979-0.00023063i,-0.00040648-0.00039156i,-9.0062e-05+0.00020506i,-0.00036129-0.00023408i,-0.00056287-0.00045915i
0.00060217-2.7899e-05i,0.0014917-0.00027669i,0.0017019-0.00019776i,0.0014958+1.1375e-05i,0.00087122+0.00031402i,0.00013255-6.3431e-05i,-0.00027859+5.0513e-05i,-0.00053938+0.00020329i,-0.0005458+0.00011668i,-0.00010769-0.00015144i,1.6381e-05-0.00055399i,-0.00033247-0.00056409i,-0.00091159-0.00032298i,-0.00030599-7.0693e-05i,3.6439e-05+0.00041338i,-0.0003105+0.00069897i,-0.00015782+6.0128e-05i,-4.2059e-05-0.00052842i,-0.00025293-0.00064589i,-2.4256e-05-0.00013382i,0.00021783+0.00022609i,-0.0001603-0.00016842i,-0.00045044-0.00037924i
0.0006905-0.00071881i,0.0004192-0.0011613i,0.0002127-0.0013155i,-0.00018631-0.0010033i,-0.00039698-0.00045328i,-0.00063578-0.00070491i,-0.0013736-0.0006124i,-0.00091412-9.082e-05i,0.00043519-0.00020432i,0.00088784+8.0197e-05i,0.00040994-8.6375e-05i,-0.00021568-0.00041574i,-0.00028584-1.048e-05i,-0.00035114+0.00023154i,-0.00033744+0.00022592i,-0.00023167+0.00031076i,-0.00054033+0.00042124i,-0.00051323+0.00022729i,-0.00027307+0.00052938i,7.8023e-06+0.0011811i,0.00025778+0.0012744i,0.00030002+5.3902e-05i,0.00060457-0.00050117i
0.00045719+5.5307e-05i,0.00037324-0.00082326i,0.00050721-0.0012953i,0.00058951+0.00084131i,0.00052695+0.0028603i,0.00052989+0.0024148i,-0.00028419+0.00081763i,-0.0010972-8.0753e-05i,-0.00045174-0.00014341i,0.00040596+0.00025287i,0.00078284+0.00044128i,0.0010403+0.00079463i,0.0013802+0.0010992i,0.00084624+0.0011079i,-0.00065024+0.00098814i,-0.0011399+0.00058428i,-0.00014448+1.8096e-05i,0.00025756+0.00012711i,-0.00034078-4.0288e-06i,0.00032566-0.00012357i,0.00097405-0.00015839i,0.00038897+0.0003186i,-0.00012985+0.00013246i
-0.001005+0.0026343i,-0.00068816+0.003323i,-0.00056856+0.0027665i,0.00016411+0.0019289i,0.0002847+0.001247i,0.00057423+0.00029512i,0.00070569-0.00049677i,0.00011552-0.00074882i,-0.00049634-0.00047413i,-0.00020636-0.00053245i,0.00018624-0.00032234i,0.00029076+0.00038472i,0.00098642+0.00039825i,0.0012008+0.00013774i,0.00056603+0.00025583i,0.00063581-0.00054708i,0.0010252-0.00027576i,0.00057328+0.00047515i,-0.00013923+0.00083256i,-0.00041401+0.00094561i,0.00022366+0.0006147i,0.00079344+0.00037945i,0.00046246+0.00084145i
-0.0026902-0.0014458i,-0.0030911-0.00084939i,-0.0031451-0.00091799i,-0.002814-7.1189e-05i,-0.001317+0.00073347i,-0.00049703+0.00091012i,-0.00040039+0.00016274i,-0.00015768-0.00055515i,-7.4195e-05-0.00091929i,-0.00040066-0.0007902i,-0.00059173+2.6463e-05i,0.00011799+0.00072207i,0.0009345+0.00064135i,0.0003169+0.0004705i,-0.00032916+0.00053492i,-3.3551e-06+0.00082198i,-0.00011183+0.0010007i,-0.0004062+0.00042008i,-0.00018356+0.00015197i,-0.00013798+0.00011274i,-0.00021829+0.00034223i,0.00054787+0.00058846i,0.00059048+0.00078546i
-0.0013567-0.0014638i,-0.0014668-0.0016329i,-0.0004208-0.0016532i,-0.00054619-0.00020788i,-0.00074413+0.00062669i,0.00024576+0.00025046i,-0.00025281+0.00044298i,-0.0015626+0.0005057i,-0.00071088-0.00034283i,0.00015451-0.00058362i,-0.00025667+0.000721i,-0.00023929+0.0014189i,0.00028261+0.00088854i,0.00024708+0.0008133i,-4.4884e-05+0.0010168i,-0.00047892+3.4513e-05i,-0.00026228-0.00035646i,0.00041357-0.0002503i,0.0006893-0.00087274i,7.5563e-05-0.0010509i,-0.00048871-0.00096097i,-0.00031189-0.00047944i,0.00011121-4.9181e-05i
0.00025525-0.0019374i,0.00013975-0.0020312i,-0.00044929-0.0019874i,-0.0004742-5.833e-05i,-0.00033032+0.00082097i,-0.00054717+0.00023562i,-0.00074245+0.00015577i,-0.00087685+0.00032583i,-0.00041865-0.00037697i,-0.00011201-0.00078657i,-0.00032709-0.0004295i,-0.0002274+0.00034452i,-0.0007169+0.0007099i,-0.00080125+0.00029743i,-0.00028342+0.00058209i,-0.00047525+0.00093356i,-0.00093776+0.00085972i,-0.0012188+0.00066715i,-0.0006863+0.00024102i,6.2225e-05-8.1224e-05i,-2.2265e-06-2.409e-05i,-0.0011508+0.00042583i,-0.0014818+0.0004302i
0.00034122-0.00071919i,0.0011583-0.00038887i,0.00087787-7.4034e-05i,-5.2058e-05+0.00031275i,0.00064576+0.0015243i,0.00065376+0.0019564i,-0.00098453+0.0010929i,-0.0012106+0.00013589i,-0.00010347-0.00074871i,0.00015223-0.00079924i,0.00025832-0.000455i,0.00027126-0.00011673i,0.00022523+0.0004319i,0.00074103+0.0007584i,0.0004167+0.0007021i,-0.00048041-0.00013807i,-0.000528-0.00045947i,0.00048882-0.00020655i,0.00097423-0.00012068i,0.00059558+0.00054584i,0.00033588+0.00038619i,0.00037124-0.00013066i,0.00035503-0.00044117i
-0.00011074+0.0009743i,-5.1122e-05+0.00056986i,-0.00011212+0.00068738i,0.00025953+0.00099998i,0.0011058+0.00062941i,0.00098228-0.00045451i,0.00017718-0.001182i,-0.00070687-0.0012107i,-0.00077116-0.0008772i,-3.8752e-05-0.00036219i,-0.00023092+0.0006251i,-0.00041971+0.00071829i,-0.00063016+0.00067168i,-0.0011672+0.00054826i,-0.00065818-0.0001796i,0.00033822-0.00096458i,0.0007585-0.0011026i,0.00049463-0.00057047i,-0.00038971-0.00012692i,-0.0005761+0.00082065i,0.00010358+0.0010984i,0.00052311+0.0001265i,0.00045137-0.00049416i
-1.748e-05+0.00096519i,-0.00036786-9.2177e-05i,-0.00047786-0.00011313i,6.9098e-05+0.00087827i,-0.00011661+0.0003416i,-0.00019051+0.00020842i,0.00021434+0.00055052i,0.00058562+0.00053033i,0.00053348+0.00021026i,-0.00028483+1.6738e-05i,-0.0004902+5.6066e-05i,-0.00018603+0.00027274i,-0.00068641-1.4152e-05i,-0.00093493-0.00070561i,-0.00020557-0.00077009i,-0.00021311-0.0005586i,-0.00068913-0.00022478i,-0.00066693-0.00034317i,-0.00063468-0.00033746i,8.2892e-06+0.00024037i,0.00026806+0.00029981i,6.1967e-05+0.0003527i,-0.00022955+0.00051761i
0.00030217+0.00025833i,0.00023998+0.00051526i,8.444e-05-3.7446e-05i,-0.00065442+2.6481e-05i,-0.00050298+0.0012334i,0.00012727+0.0012481i,5.5253e-05+0.00041754i,0.00011276+0.00011233i,0.00061662-0.00014842i,0.00072961-0.00051583i,0.0006546+1.5872e-05i,2.1478e-05+0.00094471i,-0.00050068+0.0011406i,-0.00097714+0.00058043i,-0.00089444+0.00036392i,-0.0003897+0.00033954i,-0.00034718-0.00032433i,0.00010845-0.00027815i,0.00020547+0.00044802i,-0.00026157+0.00015765i,-0.0007671+5.8921e-05i,-0.00090787+0.00039123i,-0.00083414-0.00021606i
-0.0013512+0.00075244i,-0.0015612+0.0014485i,-0.00058141+0.0014016i,0.00094938+0.0011754i,0.00084961+0.0016255i,0.00015809+0.00066363i,-0.00015152-2.6777e-05i,-0.00013817+0.00041228i,-0.00019736-7.496e-05i,-0.00052311-0.0010152i,-0.00060858-0.00083156i,0.00028053+0.00039743i,-0.00019871+0.00056537i,-0.00044899+2.3838e-05i,0.000986+1.5202e-05i,0.0012372-0.00039378i,0.00064151-0.00051024i,0.00048185-0.00074344i,0.00031521-0.00074215i,0.00061737-0.00062013i,0.00089653-0.0005724i,0.00054736-0.00093567i,0.00060534-0.00076945i
-0.0001385-0.0003511i,0.00034745+0.001332i,0.0011598+0.0014336i,0.00091136+0.00023482i,4.4167e-05+0.00025701i,0.00025482+0.00078837i,0.00040393+0.0010227i,-0.00010717+0.00082789i,4.57e-05+0.00065208i,0.00051886+0.00071441i,-4.6179e-06+0.00029798i,-0.0010194+6.545e-05i,-0.0013985-0.00025478i,-0.00054027-0.000277i,-8.1287e-05+6.4795e-05i,5.7431e-05+0.00034853i,0.00027143+0.00055571i,0.00017508+0.00027547i,-0.00017748-3.836e-05i,-3.0578e-05+7.318e-05i,0.00048468+0.00076773i,0.00055513+0.00058677i,0.0001836+4.6783e-05i
0.0002563+0.00054493i,-0.001469+0.001319i,-0.0018295+0.00109i,-0.0013955+0.0006789i,-0.00054434+0.00085846i,0.00014304+0.0010392i,0.00014397+0.0010231i,-0.00040791+0.00061984i,-0.00059379-5.0165e-05i,-0.0003288-0.00081074i,-0.00021706-0.0011257i,-0.00064564-0.0008442i,-0.00077782+5.6291e-05i,-0.00053781-3.8403e-05i,-0.0006719-0.00042844i,-0.00061774-0.00033711i,-8.9806e-05-0.00052494i,-0.00011162-0.00051619i,-0.00040262-0.00044795i,-7.4894e-05-0.000433i,2.5189e-05+0.00027453i,-0.00055601+0.00022028i,-0.00028484+0.00013877i
-0.0016375-0.0014072i,-0.0023648-0.0014717i,-0.0017826-0.0022042i,-0.00050697-0.0010656i,7.7635e-05+0.00073799i,0.00034363+0.0010436i,-3.77e-05+0.00058774i,-0.00074022-8.0382e-05i,-0.00087846+0.00017892i,-0.00049599+0.00095333i,-8.6357e-05+0.00074466i,0.00051659-0.00019605i,0.00069821-0.00013361i,0.00074911+0.0002089i,0.00077112+0.00029803i,0.00025404+0.00046318i,4.4589e-05+0.00022273i,0.00033989-0.00061922i,0.00054095-0.00091124i,0.00023341-0.00066815i,-0.0005751+0.00010998i,-0.00055847+0.00062392i,4.8527e-05+0.00035363i
-0.001061+0.001574i,-4.1438e-05+0.0014667i,0.0011437+0.0024772i,0.0011698+0.0026717i,0.00017938+0.0011355i,-0.0005921-7.6254e-05i,-0.00058942-0.00061663i,-0.00030401-0.00035314i,-0.0001403-6.7243e-05i,-0.0001148+0.00014787i,0.00015931-0.00011347i,9.7833e-05-0.00011242i,-0.00034302-0.00061657i,-0.0003586-0.0012835i,-9.4654e-05-0.0011388i,-0.00011072-0.00022982i,-0.00049135+0.00075988i,-0.00086834+0.00067572i,-0.00049723+0.00083214i,3.911e-05+0.00077763i,-6.5924e-05+0.00028788i,-0.00033315+4.6941e-05i,-0.00044074-3.6479e-05i
0.00024228+0.001632i,0.00045086+0.0011531i,-0.00071118+0.00036546i,-0.0016253+0.00017295i,-0.0015196-0.00020403i,-0.0010202-0.00030193i,-0.00022684-0.00023416i,2.2816e-05+0.00033171i,0.00030513-5.7649e-05i,0.00054211-0.0010099i,6.7092e-05-0.00082315i,-0.00047606-0.0004527i,-0.00030249-0.00017434i,-0.00091645-0.00027918i,-0.0010496-0.00015932i,-8.1763e-05-0.00031608i,0.00042883-0.00078662i,0.00093113+6.325e-05i,0.00071523+0.0011761i,-0.00038044+0.0018194i,-0.00061938+0.0016249i,-1.7566e-05+0.00014155i,0.00023391-0.00059298i
