-0.0034572+0.0015701i,-0.0041323+0.0013283i,-0.0043315+0.00080916i,-0.0034506+0.00080976i,-0.0025415+0.0021991i,-0.0018984+0.0037293i,-0.00099316+0.0029562i,-0.00021538+0.0013689i,0.00059347+0.00026205i,0.0011273-0.00020745i,0.0011476+0.00012972i,0.00077649+0.00041676i,0.0003485+0.00035261i,0.00062028+0.00022923i,0.00030178-0.0005523i,-6.7684e-05-0.0011928i,-0.0003163-0.0011441i,-0.00046851-0.00067885i,-2.887e-05-9.3308e-05i,0.0002945+0.0004698i,-0.00038576+0.00068147i,-0.00085783+0.00030938i,0.00010671+0.00053219i
-0.0013335+0.00071335i,-0.0016702-0.00022609i,-0.0016114+0.00031618i,-0.00086057+0.0011292i,-0.00021003+0.0017423i,0.00044901+0.0013682i,0.0010817+0.00039353i,0.00031039-0.00073316i,4.8422e-05-0.0011048i,0.00033715-0.00031234i,-0.00012911-6.9787e-05i,-0.00016095-6.8882e-05i,4.5745e-05-0.00066741i,-0.00016883-0.00050327i,-0.00044221-0.00036022i,-0.00021495-0.00043127i,-0.00011963-0.0005241i,-9.2774e-05-0.0014602i,0.00027464-0.00071406i,4.1907e-05+0.00094909i,0.0004301+0.00085891i,0.00040068+0.00010325i,-0.00040362+0.00028075i
0.002321-0.0012353i,0.0030215-0.0011579i,0.0022714-0.00091502i,0.0011024-0.0012912i,0.00018006-0.00040691i,0.00011908+0.00050115i,0.00027706+0.00053064i,0.0001688+0.00039073i,0.00057145-0.00016544i,0.00043994-0.00060355i,-0.00014747-0.00077239i,-0.00026541-0.00097467i,-0.00069191-0.0011572i,-0.0004416-0.00079125i,-9.4954e-05+0.00036044i,-7.5845e-05+0.001362i,0.00014829+0.00087895i,2.7896e-05+7.5137e-05i,-0.00035654+3.7096e-05i,-8.5703e-05-0.00035696i,0.00058274-0.00091285i,0.00050483-0.00049055i,-0.00016473-0.00019586i
-0.0015988-0.0002034i,-0.0018225+0.00082569i,-0.002523+0.0011729i,-0.0019457+0.001978i,-0.00022948+0.0027937i,0.00074152+0.0014832i,0.00052229-5.1697e-05i,0.00023262-0.00014495i,9.7438e-05+0.00015004i,-0.0001359+8.5834e-05i,0.00052472+0.00031436i,0.0010668+1.3504e-05i,0.00067778-0.00019181i,0.00039026-0.00020635i,0.00056768-0.00031221i,0.00086122-0.00026097i,0.00050108-0.0010361i,0.00018748-0.0012064i,0.00027976-0.00022174i,8.6469e-05+0.00031151i,-0.00021228+9.7199e-06i,0.00019489+6.7948e-05i,0.00034272+0.0007816i
0.00072183-0.0019151i,0.00066759-0.0014439i,0.00056267-8.7551e-05i,-0.00025686+0.00056475i,-0.00018267+0.0010453i,-0.00036193+0.00069036i,-0.00067059+7.8852e-05i,-9.8104e-05+0.00014071i,0.00033447+6.4545e-06i,0.00057292-0.00058012i,8.4246e-05-0.00081171i,-0.00040766-0.00062569i,0.00061181+0.00022513i,6.1634e-05+0.00048379i,-0.00011302-0.00026551i,0.0007904-0.00039827i,0.00016156-0.00074225i,-0.00051919-0.0010525i,-0.00035983-0.00045175i,0.00011855-0.00064108i,0.00025358-0.00080769i,0.00014588-0.00012522i,0.00089435+0.00036415i
0.00066092+0.0020176i,0.00079999+0.001174i,0.0010112-0.0003427i,0.0016612-0.00014103i,0.0016819+0.00087398i,0.0002183+0.0010326i,0.00029807+0.00068453i,0.000668+0.00043532i,-4.47e-07+0.00030885i,-0.00047297-0.00024946i,-0.00037585-0.00072135i,-0.00057522-0.0011313i,-0.00042257-0.0016566i,-5.1796e-05-0.0010772i,0.00070714-0.00016604i,0.0015682-9.673e-05i,0.0011083-0.0001077i,0.00043427-0.0002437i,0.00017288+2.8442e-05i,3.102e-05-6.819e-05i,-2.3516e-05-0.00043112i,-0.00033874-0.00027063i,-4.9956e-05-0.00020224i
0.0016538-0.00050143i,0.00097817-0.00046668i,0.0017369-0.00095813i,0.00073494-0.0012306i,-0.0010064-0.0001151i,-0.00048948+0.0002785i,0.00025944-0.00015848i,4.3988e-05+1.3646e-05i,-0.0001305-0.0001559i,0.00054769-0.0004145i,0.00073185-0.00014448i,0.00014597-0.00024285i,-0.00042047-0.00040538i,-0.000926-0.00020846i,-0.00027015+0.00011013i,0.00015627-0.00046444i,-2.3146e-05-0.00095263i,-0.00032755-0.00087188i,0.00036361-0.0001707i,0.0012155+0.00023934i,0.00038611+3.4791e-05i,-0.00028486-0.0001943i,-0.0001802-0.0005814i
0.0018827-0.0012757i,0.0021108-0.0023625i,0.00085775-0.0024121i,-0.0014568-0.00036248i,-0.0020493+0.0016546i,-0.00075979+0.0014107i,-4.9123e-05+5.4083e-05i,-0.00030192-0.00022945i,-0.00028644+0.00038856i,-0.00040328+0.00058131i,-0.001065+0.00041914i,-0.0015991+0.00021348i,-0.0010267-0.00027905i,-0.00095673-0.00072615i,-0.00086384-0.00038401i,0.00099432+5.1418e-05i,0.00091255+3.4502e-05i,-0.00034795-0.00063996i,-0.00041577-0.0014563i,-0.00016743-0.0014361i,-0.00046281+1.3974e-05i,-0.00032607+0.0014066i,-0.00040489+0.0013458i
-0.0022518+0.0014021i,-0.0012985+0.0014974i,-0.00074828+0.0018225i,-0.00042552+0.0015441i,0.00022101+0.0012317i,0.0011851+0.0015031i,0.00057391+0.00095606i,-0.0001056-0.0003934i,5.9084e-05-0.000371i,-7.8604e-06+0.00027911i,0.00012383-3.6155e-05i,0.00043339-0.0010422i,0.00010501-0.0011707i,-0.00044213-0.00027982i,-3.4919e-05-4.297e-05i,0.00053466+0.0003981i,-0.00053227+0.00041989i,-0.0015401-0.00039936i,-0.0010553-0.00034909i,-0.0008564-0.00039346i,-0.00087954-0.0017036i,4.5853e-05-0.0017418i,0.0004191-0.00030728i
0.00079206-0.0018422i,-0.00096314-0.0020303i,-0.0012313-0.0013839i,-0.0012768+0.00025723i,-0.0010186+0.001155i,-0.00011189+0.00079744i,0.00066034+0.00049278i,6.5535e-05+0.00024776i,-0.00013257-0.00033672i,-0.00018633-0.00048274i,-0.00037087+0.00023126i,-0.00039668+0.00074844i,-0.00073575-4.1418e-05i,-0.00085029-0.00026591i,-0.00035697-3.8796e-05i,0.00041568-0.00014081i,0.0012138-0.00032507i,0.00098097+0.00013275i,-2.511e-06+0.00064623i,-0.00042894-0.00031081i,-0.00084578-0.00031915i,-0.0012677+0.00051355i,-0.00090529+0.00052668i
0.00091357-0.00038795i,0.0016647-0.00021922i,0.0012428-0.0001015i,0.00067753-0.00065958i,0.0012097-0.00045982i,0.0013964-0.00029155i,0.00086865-0.00037754i,0.00078608-0.00021521i,0.00082243+0.0005908i,0.00080396+0.00017786i,0.00046239-0.00073257i,6.5344e-05-0.00012806i,0.00025113+0.00056673i,0.00077263+0.0003675i,0.00032062+0.00015938i,-2.5587e-05-0.00029336i,-0.00020756-0.00086904i,-0.0011965-0.00046977i,-0.00082565+0.00055816i,0.00032676+0.00017778i,0.00098339-0.0010186i,0.00074797-0.00084315i,0.00037779-0.00038892i
0.0013409+0.0017438i,-0.00050512+0.0022302i,-0.00049843+0.0011755i,-0.00050842+0.00098677i,-8.8297e-05+0.0016858i,-2.626e-05+0.0019808i,-0.00085075+0.00092915i,-0.00035133-0.00081227i,0.00047915-0.0012576i,0.00029718-0.00069093i,-0.00063372-0.00025164i,-0.0011788-0.00046871i,-0.00088393-0.00086844i,-0.0011302-1.6067e-05i,-0.0009483+0.00052927i,-5.8954e-05-0.00016091i,2.0266e-05-0.00045352i,-0.00057666+0.00030289i,-0.00084433-0.00041011i,-0.00048904-0.00084343i,-0.00012802-0.00014604i,-0.00029877-0.00040132i,-0.00039431-0.00088384i
-0.0014233+0.00065055i,-0.0026935-0.00034395i,-0.0020175-0.00037782i,9.5151e-05+0.00059228i,0.0013298+0.0012515i,0.0011298+0.00043674i,0.00038285-0.00040061i,2.0652e-05+0.00027217i,-0.00058799+0.00045307i,-0.00066264-0.00018125i,-0.0004282-0.00031827i,-0.00045934-0.00075949i,0.00026606-0.00055525i,0.00049541-0.0007725i,0.00017337-0.0012741i,-0.0004286-0.00084313i,-0.00075713-0.00021146i,-0.00039883+0.00069759i,-0.0001324+0.00041131i,-0.00041744-0.00016802i,0.00021806-4.0677e-05i,0.00087833+0.00031003i,4.227e-06+0.001141i
0.0031232+0.00055345i,0.0027765+0.0014654i,0.002887+0.0012644i,0.0014107+0.0020095i,-0.00026737+0.0022174i,-0.00038891+0.00085242i,-1.8047e-05+0.0001182i,0.00057413+0.00024898i,0.0012882+9.1327e-05i,0.0012599-0.00050381i,0.0011734-0.00051215i,0.00029791-0.00038769i,-0.00044453-0.0002381i,-0.0001509-1.8041e-05i,0.00020474+9.5415e-05i,-3.0679e-06+0.000653i,-0.00028822+0.0011454i,-0.00056303+0.00065652i,-0.00017865-9.0259e-05i,0.00053473-0.00015281i,0.00012828-0.00021951i,-0.00035925+0.00010694i,-0.00024919+0.00016767i
0.00050055+0.0025459i,-0.00034699+0.0021813i,-0.0007034+0.0012355i,-0.00049861+0.0010761i,0.00047997+0.0015259i,0.0010005+0.0015912i,0.001007+0.0004424i,0.00025387-0.00044396i,0.00012875-0.00090251i,0.0010589-0.00038188i,0.0016573-0.00018847i,0.00070807-0.000231i,-0.00074413-0.00049139i,-0.0010464-0.0013117i,-0.00084601-0.0010256i,-0.00058095-0.000795i,-0.00019801-0.0014508i,-0.00046022-0.0012707i,-0.0010534-0.00062861i,1.2409e-05-0.00017893i,0.00056733+0.00067197i,-0.00017567+0.0009595i,8.4061e-05+0.00074213i
-0.00020594+0.0013338i,0.0016616+0.00029112i,-0.00021194+0.0025605i,-0.00093457+0.0033164i,-0.00041698+0.0020979i,-0.00058724+0.0015314i,5.6133e-06+0.0008796i,0.00034245+0.00076181i,-6.7817e-05+0.00063579i,3.0764e-05+0.00023491i,-0.0003357+0.00021464i,0.00023306+0.00016587i,0.0009108+0.00047701i,-0.00015525-4.5374e-05i,-0.00030407-0.0011428i,9.6556e-05-0.0010531i,0.0004193-0.00068103i,0.00018281+7.7938e-05i,-0.00051736+0.00027833i,-0.00032272-0.00035634i,6.1e-05-0.00022531i,-0.00012834+0.00053924i,-0.00096665+0.00063401i
0.00053802-0.0012664i,0.00080741-0.0016184i,0.00030726+5.663e-05i,0.00038384+0.0012624i,0.00019093+0.0010139i,0.00029444+0.00060988i,0.00038118-0.0001294i,-0.000494+0.00010388i,-0.00072007+0.00074607i,-3.8617e-05+0.00024312i,0.00027146-0.00012475i,-3.9545e-05+9.5054e-05i,-0.00092442+0.00021897i,-0.00071775+5.5074e-05i,0.00015633+8.7531e-06i,0.0002654-0.00023977i,-0.00020641-0.0005393i,-2.5923e-05-0.00069222i,0.00088685-0.00046241i,0.00071186+6.6309e-05i,-0.00011396+0.00023802i,-0.00056819+0.00022069i,-0.00049302+1.5184e-05i
0.00098998+0.0032895i,0.00049043+0.003756i,-0.00035967+0.002102i,-0.00080611+0.00023131i,-0.0010767-3.3287e-06i,-0.00045022+0.00023035i,-3.6108e-05-0.00082377i,-0.00015652-0.001273i,-9.2418e-05-0.00072039i,0.00043188-0.00081593i,0.00034193-0.00059734i,0.00012126+5.9087e-05i,0.00010644+0.0005805i,-0.00012858+0.00037898i,-0.00032646+0.00020929i,-0.00022796+0.00015616i,8.3803e-05+0.00040346i,0.00014749+0.0001887i,-0.00025184+0.00031956i,-1.1497e-05+0.00044573i,0.00013131-0.00045796i,2.2003e-05-0.0011473i,8.3301e-05-0.00058851i
-0.00063296-0.00022786i,-0.00063389+0.00011804i,-0.00052239+0.002384i,0.00018057+0.0033642i,0.00084878+0.0021635i,0.00013077+0.00089999i,0.00011185+8.1823e-05i,0.00012529-0.0010468i,8.986e-06-0.00089225i,-0.00039322-0.00021574i,-0.00061679-0.00037809i,-0.00013896-0.00014494i,-0.00016208+0.00030598i,-0.00010041+5.4339e-05i,0.00048602+0.00015295i,0.00087714-0.00016466i,0.00084119-0.00094883i,0.00073869-0.0010304i,0.0012151-0.00069292i,0.0015817-0.0001819i,0.00075437+3.9612e-05i,0.00026989-0.00034828i,0.00098784-0.00053353i
0.0016974+0.00090376i,0.0010931-0.00019925i,0.00083075-0.00037561i,0.00043308+0.00026631i,0.00044296+0.001032i,0.0010304+0.00024973i,0.0005219-0.00052314i,-0.00030549-0.00089019i,-1.2319e-05-0.00074026i,2.4598e-05+0.00015684i,0.00013704-2.9961e-05i,0.0001536-7.2775e-05i,-7.9179e-05+0.00031329i,-0.00011755-9.526e-05i,-0.00069731-0.000326i,-0.0010656-0.00044268i,-0.00074658-0.00026274i,-0.00013488-0.00041249i,0.000635-0.00047312i,0.0008376-0.00010057i,0.00062565-6.4572e-05i,0.00068527-0.00063682i,0.00061661-0.0012684i
0.00046951+0.0015184i,0.0011937+0.0011146i,0.0018657+0.00093006i,0.0017788+0.0011675i,0.001498+0.0012939i,0.0012943+0.0010045i,0.0019126+0.00060363i,0.0017449+0.00049154i,0.00052009+0.00023172i,-0.00034234+0.00013791i,-0.00030845-2.0221e-05i,-0.00069073-0.00031722i,-0.0011956-0.00023271i,-0.0011961-0.0006834i,-0.00058464-0.00098095i,-0.00046352-0.00072382i,-0.00087848-0.00068658i,-0.0002227-0.0010672i,0.00021068-0.00080506i,5.0714e-05-0.00049138i,-0.00025063-0.0010291i,-0.00025948-0.00066501i,0.00039473+0.00088238i
-0.0026587-0.00182i,-0.0029158-0.001179i,-0.0032381+0.0004272i,-0.0025842+0.0013549i,-0.00091126+0.00091863i,0.00053967+0.00082095i,0.0011031-3.9223e-05i,0.00017484-0.00067199i,-0.00028742-0.00071132i,0.00040251-0.00057653i,0.00066037-2.6226e-05i,0.00036663-0.00013932i,-0.00010885-0.00055682i,0.00021795-0.00052102i,0.00085569-0.0003105i,0.00087583+7.58e-05i,0.00090472+0.00024209i,0.00052891+0.00013566i,-0.00060097-0.00037922i,-0.00046946-0.00022845i,0.00048287+0.00022316i,0.00046078+0.00015799i,8.9411e-05-0.00015583i
0.0012128+0.00022777i,0.00069445-5.8448e-05i,-6.4776e-05+0.00036823i,-0.00062697+0.0010246i,0.00028882+0.0018263i,0.00089556+0.0021313i,0.00041028+0.00013731i,-6.6418e-05-0.00091029i,-0.00027552-0.00014713i,-0.00033208-0.00062756i,0.00031068-0.00073633i,0.00085745-0.00037054i,0.00081349-0.00093261i,0.00070974-0.0010657i,0.000491-0.00051494i,0.00035762-0.00013442i,-7.1299e-05-0.00062223i,-0.00078419-0.00086571i,-0.0002048-7.2823e-05i,0.00088072+7.8388e-05i,0.00045947-0.00024713i,-0.00027535-0.00013036i,-0.00025342+0.00015939i
-0.0015008-0.00017353i,-0.0014952-0.00025254i,-0.0011244+0.0005261i,-0.00098506+0.00080393i,-0.00032282+0.00070896i,0.00087819+0.0014259i,0.0010979+0.00070969i,0.0006979-0.0010381i,0.00085722-0.00136i,0.00088636-0.0011462i,0.00035467-0.00097371i,0.00038376+0.00029493i,0.00054462+0.00057509i,0.0009463+3.905e-05i,0.0008232-0.00019459i,0.000225-0.00076552i,-9.6141e-06-0.0009109i,-0.00014145-0.00037309i,-0.00026922-0.00030517i,0.00020623-0.00046147i,0.00019199-4.3577e-05i,-0.00062015-0.00014481i,-0.00015974-0.00046042i
-0.00158-0.0027481i,-0.0021905-0.0020977i,-0.0026658-0.0012092i,-0.0026962+0.00033552i,-0.001122+0.0013923i,0.00033804+0.0017035i,0.00018315+0.00023414i,-3.1549e-05-0.00017941i,-0.00052083+8.5664e-05i,-0.00092149-0.00029401i,-0.00024118+0.00010078i,0.00049283+0.00015739i,0.00028029-0.00039278i,0.00033051-0.00065149i,0.0006563-0.0011335i,0.00015965-0.0010645i,-0.0004383-0.0012104i,0.00039463-0.00099772i,0.00050985-0.0002015i,0.00016469-0.00015459i,8.5788e-05+0.00028543i,-0.00039429+0.00021817i,-0.00023614+0.00015046i
0.0021493-0.00010351i,0.0021211-0.00090802i,0.0016267-6.6422e-05i,1.2554e-05+0.00065645i,-0.0012842+0.00090099i,-0.00044883+0.00080407i,0.0001061+7.5233e-07i,-4.3559e-05-0.00025107i,0.00018928+0.00058691i,0.00063803+0.0009335i,-5.8743e-05+0.00033116i,-0.0005312-0.00031416i,8.7374e-05-0.00038959i,0.00064563-0.00012117i,0.00084695-0.00013093i,0.00012194-0.00048742i,-4.6003e-05-0.00073722i,-5.6309e-05-0.00034162i,-0.00079305+1.2597e-05i,-0.00063815-0.00027231i,-0.00019048-0.00022901i,0.00037182+0.00090718i,0.00027375+0.0014735i
0.00027676+0.0036909i,-8.0057e-05+0.0032513i,-0.00016645+0.0026771i,0.00097356+0.0018467i,0.0015434+0.00098862i,0.00094248+0.00063087i,0.00042177+0.00010543i,6.2802e-05-0.00015481i,-0.00048715+0.00012746i,-9.0504e-05+0.00071257i,-0.00029465+0.00080752i,-0.00085337-0.0002551i,-4.3806e-05-7.3088e-05i,0.00051409+0.00066283i,0.00057297+7.7537e-05i,0.0003816-0.00011613i,0.00029538-0.00033348i,0.0005271-0.00031415i,0.00032884+0.00010358i,0.00033501+9.9174e-05i,0.00037438-3.2395e-05i,0.00095666+7.5815e-05i,0.0010043+0.00032821i
-0.0011756-0.0018812i,-0.0018027-0.001536i,-0.0023162-0.00043909i,-0.0024742+0.00034826i,-0.001015+0.0012245i,0.00085161+0.0012134i,0.0013383+0.00061045i,0.00072592+0.00077479i,0.00062345+0.00037625i,0.0005043-9.2199e-05i,0.00018804+0.00018792i,-7.8607e-05-7.3903e-05i,0.00076093+6.1763e-05i,0.0010483+0.00015129i,0.00020336-0.00054052i,-2.3881e-06-0.00076726i,0.00062507-0.00035379i,0.00092244-8.824e-05i,0.0002606+0.0003351i,-0.00024214+0.00038565i,1.6146e-05+0.00039683i,0.00025031+0.0011176i,-0.00010727+0.0010713i
0.0024447-0.00087348i,0.0026212-0.00018323i,0.0020268+0.00045058i,0.00046328+0.00070495i,-0.00095154+0.0010989i,-0.00075006+0.00093548i,0.00070874+0.00011953i,0.0010144-0.00055437i,0.00044159-0.00068586i,-0.00016592-0.00012516i,-0.00046498+0.00021987i,5.1521e-05-0.00020689i,-0.00022096-0.00029159i,-0.00065445-0.00020439i,-0.00038544-0.0003475i,0.00052516-0.00080939i,0.00064812-0.0011047i,0.00019687-0.0010739i,-0.00058858-0.00038661i,-0.00047763+0.00046267i,4.1516e-05+0.00058511i,0.00024459-3.9004e-05i,0.00051598-5.4823e-05i
0.00037651-8.9813e-05i,0.00057793+0.00026065i,0.00040294+0.00017713i,-0.00082795+0.00013981i,-0.0014845+0.00018696i,-0.00043998+0.00051991i,-0.00014242+0.00047898i,0.00023925-0.00032604i,0.0011389-0.0011481i,-8.4932e-05-0.00083463i,-0.0014619-0.00058206i,-0.0011958-0.00027136i,-0.00054506+0.00018953i,-6.2135e-05+0.00039695i,-0.00019335+0.00077803i,-0.0005834+0.00058303i,-0.00013076+6.3706e-05i,0.00033558+0.0001861i,0.00023325+0.00024646i,0.00041886+0.00060989i,0.00057297-2.8409e-06i,0.00018178-0.0007174i,0.00027291-0.00027546i
-0.0017524-0.000169i,-0.0017346-0.0010455i,-0.0019578-0.00011228i,-0.00099324+0.00088973i,-0.00020578+0.001707i,-0.00031183+0.0014785i,0.00019273+0.0010671i,0.00057062+0.00039886i,0.0003227+0.00013028i,0.00024216+0.00054488i,0.00028603+0.00059729i,0.00037027-0.00026688i,0.00032655-0.00079315i,0.00011001-0.00055203i,5.2769e-05-0.00036222i,0.00051227-0.00057436i,0.00030839-0.00083434i,-0.00070222-0.00081632i,-0.00017326-0.00044937i,0.00078946+0.00026093i,0.00050794+0.00097942i,0.00013074+0.000942i,1.1856e-05+0.00040119i
0.0021494+0.0033053i,0.0025645+0.0042694i,0.002019+0.00459i,0.001761+0.0025551i,0.0022114+0.00030876i,0.0021528-0.0015856i,0.0010415-0.0016573i,0.00036704-0.00081482i,0.00055904-0.00042595i,0.00054424-0.00092035i,0.00048636-0.0012886i,0.00016659-0.0014344i,-0.0004099-0.0011219i,-0.0010484-0.00077599i,-0.0011135-0.0011588i,5.0145e-05-0.0011253i,0.00038669-0.00092014i,-0.00015963-0.00084375i,-7.3069e-05-0.00034116i,0.0003244-9.0174e-05i,0.000627+0.00026957i,0.00013424+0.00038932i,-9.114e-05+0.00017336i
-0.00029254-0.00057424i,-0.0011633-0.00042929i,-0.0014604-0.00075075i,-0.00052921-0.00015499i,0.00016882+0.0010612i,0.0009381+0.0020239i,0.00050623+0.0012326i,-0.0003739+0.00035229i,-3.5059e-06+0.00027427i,0.00051166+1.7343e-05i,0.00061706+0.00047109i,0.00039942+0.00076006i,-7.8129e-05+0.00037334i,-0.00015827+0.00016579i,4.9973e-05+4.5775e-07i,0.00018226+0.00039157i,0.00056863+0.0012299i,0.0009223+0.0015063i,0.00033475+0.00076076i,-0.00052099+0.00032243i,-0.00063742+0.000609i,-2.8622e-05+0.00026787i,0.00021134-0.00040618i
-0.0014878-0.0004695i,-0.0015904-0.00085058i,-0.0020205-0.00068402i,-0.00078312+0.0015072i,0.00023745+0.0027565i,0.00080322+0.001686i,0.00064347+0.00025897i,-0.0001008-0.00022643i,-0.00054711+3.9485e-05i,-0.00068585+0.0012004i,4.8079e-05+0.001343i,0.000607+0.00039548i,5.8969e-05-0.001202i,-0.00058521-0.0014297i,-0.0008309-0.00091287i,0.00015942-0.00087706i,0.00084422-0.00070792i,0.00096061-0.00047108i,0.00072698-0.00074851i,0.00095746-0.00090804i,0.0013457-0.00056627i,0.00051191+5.7184e-05i,-0.00083109+0.00071179i
0.00026943+0.00098789i,9.466e-06+0.00044093i,-0.0012537-0.00011726i,-0.0023809+0.00055933i,-0.0011702+0.0015415i,0.00015067+0.0014578i,0.0001251+6.3717e-05i,-0.00018967-0.00080344i,-0.0003804-0.00024869i,-0.00029678+0.00019589i,0.00023258+0.00033281i,0.00020744+0.00062709i,-5.0055e-05+0.0004362i,0.00020564-0.00032307i,0.00017607-0.0006675i,0.00073958-0.0010378i,0.0015111-0.00054413i,0.0014228-5.6992e-06i,0.0010922+0.0002159i,0.0003068+4.6869e-05i,-0.00047849-0.0001765i,-0.00025605-0.000286i,-5.8598e-05-0.0004926i
0.0021372+0.0017609i,0.0013208+0.0021971i,0.0016139+0.0020955i,0.0019578+0.001461i,0.0012967+0.00069029i,0.0015954+0.0010326i,0.0020027+0.0014973i,0.0011379+0.00087363i,0.0010253-0.00024094i,0.0016695-0.00057536i,0.001066+1.9593e-05i,8.5379e-05+7.3224e-05i,-0.00037169-0.00017022i,-0.00089913+0.00019467i,-0.0010219+9.597e-05i,-0.00056194+8.6986e-05i,-0.00024945+9.2197e-05i,0.00012223-0.0009075i,0.00096573-0.00098513i,0.0013693-0.00029187i,0.00032634-0.00032963i,-0.00061034+3.3579e-05i,-0.00069201+2.2319e-05i
0.00044644-0.0001247i,0.00082551-0.0011853i,-0.00054981-8.0516e-05i,-0.0010756+0.0017836i,0.00015106+0.0017022i,0.0010661+0.0012333i,0.00065795+0.0010752i,-7.3169e-06+0.00033578i,-0.00025268+0.0004884i,-0.00042297+0.0007583i,-0.00029747+0.0004431i,-7.4925e-05+0.00045627i,0.00023604+0.00028357i,0.00049534-0.00035809i,0.00056873-0.00064658i,0.00022118-0.00055618i,-8.631e-06-0.00048203i,2.4645e-05-7.4314e-05i,1.2479e-05-0.00019805i,0.00047152-0.00045977i,0.00087442+0.0002659i,0.00054695+0.00043102i,0.00016347+0.0001438i
0.00069683+0.0004148i,0.0012051+0.00072156i,0.0007036+0.0011111i,-1.0444e-05+0.00066699i,-0.00029596+0.0005874i,0.00010407+0.00054431i,0.0010156+0.0005215i,0.00082499+0.00038002i,0.00030972-6.4333e-05i,0.0004225-0.0001852i,-0.00024875-0.00022365i,-0.00094066-0.00018529i,-0.00071445+0.00039293i,-0.00029888+0.00026089i,-0.00016085-0.0004784i,-0.00072546-0.00061244i,-0.00096252-0.0010665i,-0.00033837-0.0012939i,0.00010928-0.00068518i,-2.8641e-05-0.00073112i,-3.0379e-05-0.00067629i,0.000603+0.00026017i,0.00042725+9.5844e-05i
-0.00065134+0.00091665i,-0.0011307+0.0022477i,-0.00094455+0.003113i,1.5167e-05+0.0031622i,0.00097677+0.0027371i,0.0014742+0.0013395i,0.00080363+0.00038341i,9.4169e-05-6.2388e-06i,-0.00023396-0.00091215i,-0.00034132-0.00081196i,2.5921e-05+0.00022854i,0.00030843-0.00057856i,0.00053499-0.0016025i,-0.00025601-0.00084983i,-0.00030281-0.00021889i,0.00015412-0.000668i,-0.00027886-0.0010511i,-0.00035468-0.00057325i,-3.1043e-05-0.00022263i,0.00050932-0.00028226i,0.00084268-0.00047224i,0.00013153-0.00087844i,-0.00032491-0.00065105i
8.7842e-06-0.00062871i,-0.00049625-0.0012715i,-0.00057515-0.00035744i,-0.00037938+0.00024001i,0.00093937+0.00038065i,0.0013639-0.00011572i,0.0010973-0.0011346i,0.00033222-0.0012719i,-0.00082209-0.00055091i,-0.00073391+0.00063087i,-0.00033151+0.00066104i,0.00055031-0.0005327i,0.0012527-0.00024396i,0.00083334-0.00023767i,5.4448e-05-0.000597i,-0.0001943-0.00029145i,0.00018744-0.00086933i,0.00043298-0.0018122i,0.00024305-0.0015951i,-0.00047643-0.00029445i,-0.00020772+0.00038951i,0.00070071+0.00086108i,0.00069809+0.00024869i
-0.00094205-0.0052811i,-0.0012446-0.0042181i,-0.0033615-0.003707i,-0.0042925-0.0019426i,-0.0038075+0.00041415i,-0.0018642+0.00082957i,0.00068911+0.00025768i,0.0013947+0.0004539i,0.00039755+0.00021099i,-0.00055173+0.00017713i,-0.00048433-0.00040082i,-0.00040305-0.00054661i,-0.00025731+0.00058759i,7.6239e-05+0.0011945i,-0.0001965+0.00085254i,-0.00014137-0.00035969i,0.00013267-0.0011939i,0.0003664-0.00078794i,0.00060123+0.00048634i,4.7163e-05+0.0012233i,-0.00055507+0.00056335i,-0.00061471-0.00053127i,-0.00021446-0.0012383i
0.00021104-0.0022105i,-0.00076305-0.0026879i,-0.0020091-0.001847i,-0.0025668+0.00014942i,-0.0018186+0.0013157i,-0.00045955+0.0015629i,0.00028607+0.00092311i,-0.00036342-0.00020869i,-0.00042465-0.00065552i,-0.00057773-0.0002991i,-0.00065953+0.00020883i,0.00018283+0.00075594i,0.00028626+0.00078872i,-8.569e-05+8.236e-05i,-0.00012514-0.0006455i,5.069e-05-0.0011369i,-5.6867e-05-4.3434e-05i,-0.00075021+0.00046468i,-0.00035069+0.00017442i,-0.00014417+0.00033858i,-0.00041641+0.00090119i,-7.1922e-05+0.00055835i,4.2915e-05-0.00058465i
