0.000133+0.0007019i,-0.00018371-0.00012634i,-0.0015729-0.0012554i,-0.0018185-0.00089795i,-0.0019844+0.0014509i,-0.0017016+0.0025344i,-0.00074468+0.0024191i,-0.00021522+0.0016839i,0.00047287+0.00040145i,0.00094259-0.00030172i,0.00066584-0.00011195i,0.0015227+6.4425e-05i,0.0014905+1.7551e-06i,0.00014126+5.5487e-05i,-0.00010558+0.00022184i,3.6674e-05+0.00054432i,0.0005428+0.00099312i,-4.0929e-05+0.00095136i,-0.00080637+7.0011e-05i,-0.00027941-0.000199i,-0.00028086+0.00030405i,-0.0010969+0.00046929i,-0.0013896+0.00046199i
0.10789+0.06714i,0.20019+0.13207i,0.26254+0.16062i,0.26156+0.11917i,0.19458+0.065039i,0.11119+0.049688i,0.051237+0.078403i,0.021784+0.11121i,0.020633+0.10126i,0.027591+0.065798i,0.026953+0.035771i,0.01614+0.014644i,0.0027584+0.00716i,-0.0055201+0.0056763i,-0.010192-0.004112i,-0.0087217-0.025363i,-0.0010869-0.055727i,0.0014719-0.073197i,-0.0055038-0.055112i,-0.012239-0.020555i,-0.012213-0.0024918i,-0.0078142+0.0015333i,0.0019456+0.0030274i
-0.095478+0.11726i,-0.16145+0.20257i,-0.12849+0.24747i,0.029801+0.21173i,0.16439+0.11754i,0.17545+0.036971i,0.14382-0.0075883i,0.11888-0.044135i,0.06778-0.064938i,0.012032-0.04801i,-0.0082528-0.017319i,-0.0060942+0.0036847i,-0.00072109+0.014444i,0.0012084+0.01139i,-0.00096349-0.002266i,-0.0068955-0.011106i,-0.021569-0.0048219i,-0.031789+0.0092516i,-0.015831+0.014679i,0.012745+0.0037519i,0.022643-0.0090315i,0.014554-0.0078307i,0.0063994-0.0017838i
-0.10608-0.14066i,-0.19612-0.25418i,-0.25146-0.28174i,-0.23999-0.18366i,-0.1595-0.072782i,-0.077051-0.041378i,-0.051891-0.067654i,-0.056418-0.090051i,-0.060053-0.075194i,-0.056219-0.047174i,-0.044093-0.028993i,-0.02784-0.01515i,-0.0073417-0.0042426i,0.016448+0.003137i,0.03895+0.014297i,0.053582+0.029833i,0.056354+0.040997i,0.046728+0.042138i,0.025019+0.033852i,0.0025369+0.030581i,-0.0034936+0.036377i,0.0010926+0.032442i,-0.00041796+0.018748i
0.17238-0.085914i,0.28348-0.16893i,0.22076-0.22027i,-0.036705-0.1956i,-0.23361-0.097127i,-0.21137-0.00090741i,-0.12721+0.032987i,-0.090248+0.05426i,-0.04261+0.075313i,0.0086802+0.057678i,0.020986+0.023184i,0.013367-0.0045709i,0.0013819-0.023006i,-0.0089458-0.020271i,-0.0086223-0.0077322i,-0.00031833-0.0040581i,0.014618-0.011066i,0.024533-0.022471i,0.017292-0.029186i,0.00079602-0.02868i,-0.011855-0.029716i,-0.016034-0.029749i,-0.013822-0.017973i
0.063332+0.21029i,0.12619+0.37096i,0.17037+0.37133i,0.16214+0.20184i,0.108+0.068749i,0.073585+0.050912i,0.086694+0.063747i,0.086725+0.054974i,0.068654+0.032519i,0.056337+0.015581i,0.044095+0.011198i,0.029973+0.0073252i,0.0051731+0.0010452i,-0.029684+0.0057354i,-0.055432+0.019208i,-0.071463+0.025606i,-0.084564+0.02144i,-0.083878+0.01278i,-0.060555+0.0096354i,-0.026024+0.012347i,-0.00052582+0.014162i,0.013122+0.011872i,0.020968+0.0026497i
-0.22982+0.024266i,-0.38984+0.072445i,-0.32366+0.14176i,-0.032797+0.17007i,0.16109+0.10247i,0.13771+0.016164i,0.07985-0.01801i,0.068804-0.04971i,0.036332-0.073308i,-0.0079752-0.054727i,-0.021742-0.023027i,-0.017893+0.00024731i,-0.010083+0.0063533i,-0.0098489-0.0077529i,-0.020309-0.021404i,-0.028385-0.015689i,-0.028664+0.0097519i,-0.017646+0.036989i,-0.00046627+0.034511i,0.0079146+0.0070942i,0.0073864-0.0091841i,0.0066578-0.0067486i,0.003429-0.0035136i
0.023731-0.25686i,0.027895-0.45583i,0.0064741-0.46438i,-0.0052434-0.28632i,0.0091404-0.15389i,-0.038807-0.11298i,-0.11581-0.057852i,-0.10663+0.0046189i,-0.060056+0.018233i,-0.040809+0.0042651i,-0.035854-0.0068102i,-0.02625-0.0043631i,-0.00048083+0.0030488i,0.032111-0.0048623i,0.052399-0.021584i,0.059662-0.035307i,0.062263-0.048373i,0.054392-0.055889i,0.029077-0.038282i,0.0052966-0.0014855i,-0.0001264+0.020901i,0.0011205+0.016343i,-0.00085963+0.0041678i
0.26038+0.066052i,0.44122+0.088036i,0.37884+0.0034676i,0.057434-0.11759i,-0.18977-0.1186i,-0.18722-0.045811i,-0.08965+0.0033017i,-0.030857+0.041839i,0.0082735+0.059805i,0.03126+0.04724i,0.031959+0.028325i,0.021726+0.013571i,0.011675+0.013824i,0.015011+0.01754i,0.021966+0.0092648i,0.021661-0.0080436i,0.01678-0.028109i,0.0052348-0.041255i,-0.004258-0.040525i,-0.0094739-0.032507i,-0.02213-0.027022i,-0.03358-0.015909i,-0.027921+0.0016431i
-0.11855+0.25608i,-0.19934+0.44341i,-0.16659+0.45206i,-0.052503+0.27745i,0.021447+0.13645i,0.079884+0.088878i,0.12048+0.028531i,0.086226-0.04015i,0.028527-0.049516i,0.010126-0.023257i,0.014228-0.0030851i,0.013621+0.0001855i,0.00044994+0.0072168i,-0.0080814+0.035464i,-0.0013796+0.063924i,0.0065915+0.08019i,0.0045563+0.088951i,0.00039604+0.087788i,0.0022219+0.066462i,0.0059121+0.033189i,0.010404+0.011176i,0.014017+0.00071138i,0.010157-0.0058175i
-0.24312-0.16673i,-0.40508-0.25041i,-0.39422-0.14011i,-0.16786+0.10566i,0.058193+0.21424i,0.11977+0.13967i,0.069926+0.031127i,0.0093585-0.024812i,-0.022325-0.026405i,-0.02888-0.014082i,-0.026598-0.012336i,-0.019858-0.015001i,-0.017579-0.024903i,-0.030239-0.033639i,-0.039744-0.027842i,-0.031691-0.013694i,-0.01136+0.0019324i,0.0097923+0.01139i,0.016065+0.0078127i,0.0080631+0.0021747i,0.0040135+0.0030206i,0.0064924+0.0046748i,0.0068612+0.0055979i
0.21138-0.20477i,0.35731-0.33686i,0.34225-0.34381i,0.20552-0.22207i,0.11143-0.12049i,0.025228-0.084734i,-0.064828-0.026114i,-0.07196+0.041902i,-0.029476+0.052723i,-0.005098+0.026816i,0.00073553+0.0026077i,0.0010339-0.010258i,0.0031093-0.019171i,-0.00088094-0.031497i,-0.010325-0.033601i,-0.018177-0.028373i,-0.030163-0.038133i,-0.043296-0.049852i,-0.041761-0.034692i,-0.021277-0.0044261i,0.00052706+0.0077459i,0.0096897-0.00049058i,0.011273-0.011199i
0.14526+0.25047i,0.23685+0.38708i,0.21824+0.28312i,0.032556-0.019236i,-0.18409-0.19529i,-0.21511-0.15041i,-0.09119-0.05496i,0.012025-0.016764i,0.043608-0.017869i,0.042266-0.014894i,0.032626-0.0025022i,0.02193+0.0093479i,0.017198+0.016545i,0.015751+0.013259i,0.0028045-0.0022947i,-0.019492-0.014968i,-0.031488-0.010091i,-0.025414+0.0020384i,-0.014006+0.00049443i,-0.013375-0.012591i,-0.023185-0.013429i,-0.024228+0.0016314i,-0.012795+0.010589i
-0.28844+0.079776i,-0.45484+0.11827i,-0.41887+0.10196i,-0.21375+0.032905i,-0.064954-0.011965i,-0.017834+0.011597i,0.012526+0.01883i,0.014229-0.018533i,-0.010284-0.039585i,-0.023621-0.033652i,-0.023406-0.015301i,-0.0087512+0.0049656i,0.01232+0.018233i,0.026541+0.025906i,0.036131+0.027452i,0.042068+0.022652i,0.047954+0.017819i,0.053109+0.015577i,0.046646+0.013309i,0.029963+0.0089702i,0.016592+0.0013894i,0.0068861-0.0063936i,-0.0054538-0.0077145i
-0.0045833-0.29821i,-0.018128-0.45246i,-0.044966-0.36386i,-0.045875-0.055801i,0.0071509+0.17602i,0.039403+0.19598i,0.012847+0.13262i,-0.007942+0.090719i,-0.0091382+0.070935i,-0.017684+0.053687i,-0.026323+0.034835i,-0.026467+0.016294i,-0.026546-0.0025333i,-0.026613-0.0153i,-0.021923-0.023334i,-0.013781-0.033673i,-0.0091157-0.043263i,-0.011875-0.046031i,-0.015274-0.035904i,-0.0081711-0.014251i,0.004775+0.0043887i,0.0081689+0.012866i,0.0099234+0.017461i
0.28471+0.080719i,0.4571+0.13753i,0.46136+0.14937i,0.3392+0.10717i,0.24971+0.051961i,0.17433-0.003741i,0.078936-0.013145i,0.032974+0.022642i,0.034447+0.029784i,0.035155+0.023352i,0.032281+0.020556i,0.020679+0.0084134i,0.0046385+0.0034665i,0.0036855+0.0058783i,0.016188+0.016931i,0.029237+0.035782i,0.024305+0.044374i,-0.00032489+0.038036i,-0.017158+0.025567i,-0.01458+0.013441i,-0.0093478+0.0033513i,-0.0067713-0.0051636i,-0.0049389-0.015192i
-0.1569+0.2458i,-0.25274+0.39032i,-0.24914+0.34959i,-0.17646+0.11772i,-0.14246-0.11387i,-0.10018-0.19126i,-0.0075668-0.16277i,0.046962-0.13096i,0.040656-0.09738i,0.034363-0.05743i,0.039097-0.032354i,0.029156-0.018303i,0.014042-0.0012588i,0.0057841+0.012162i,-0.0048779+0.015721i,-0.01242+0.017043i,-0.0026794+0.02257i,0.018462+0.027723i,0.025288+0.020148i,0.0082554+0.0081408i,-0.0028164+0.0075603i,0.0056958+0.0073246i,0.010663+0.0032681i
-0.18826-0.23379i,-0.29816-0.38724i,-0.26966-0.39617i,-0.12713-0.24869i,-0.017566-0.098774i,-0.00042058-0.043255i,-0.03601-0.053553i,-0.072415-0.052746i,-0.06967-0.024552i,-0.041902-0.017483i,-0.027814-0.029042i,-0.015455-0.025742i,-0.00071854-0.015688i,-0.0019129-0.0038415i,-0.010888+0.0080293i,-0.015618+0.010044i,-0.016098+0.0019687i,-0.0099255-0.010524i,0.00074776-0.015468i,0.0062905-0.013542i,0.0014148-0.016704i,-0.0092063-0.020724i,-0.016234-0.018737i
0.29324-0.12082i,0.45939-0.20175i,0.39235-0.19261i,0.10636-0.058751i,-0.10372+0.1164i,-0.12974+0.20004i,-0.10248+0.16665i,-0.081656+0.1176i,-0.046109+0.098189i,-0.020601+0.074548i,-0.020088+0.048141i,-0.016107+0.024177i,-0.014461-0.0019726i,-0.02508-0.020614i,-0.038449-0.034709i,-0.056393-0.043533i,-0.073467-0.035694i,-0.077949-0.015679i,-0.060507+0.00036841i,-0.027575+4.6007e-06i,-0.006373-0.0053457i,9.1977e-05+0.002761i,0.0094103+0.012105i
0.03361+0.32401i,0.062383+0.53246i,0.098078+0.5133i,0.13062+0.26475i,0.11592+0.060713i,0.070003+0.02847i,0.042543+0.062739i,0.033812+0.052504i,0.016446-0.0032091i,-0.0010446-0.027462i,0.0017154-0.012157i,0.0045501-0.0015168i,0.0062396-0.0007128i,0.021449-0.0028548i,0.039557-0.001711i,0.053013+0.0043046i,0.056642+0.0077097i,0.047361+0.0082988i,0.026822+0.0085958i,0.0010516+0.0098082i,-0.015265+0.013561i,-0.017045+0.015734i,-0.014642+0.013133i
-0.33348-0.055233i,-0.56353-0.074302i,-0.57969-0.056296i,-0.38793-0.051187i,-0.20853-0.12432i,-0.10236-0.16031i,0.012729-0.092491i,0.093283-0.047924i,0.080852-0.061819i,0.035656-0.072408i,0.0096735-0.056332i,-0.0027403-0.02494i,-0.0062117-0.00025328i,-0.0076458+0.00632i,-0.0087096+0.0029434i,-0.0062472-0.0078256i,-0.00072743-0.024673i,0.0062187-0.033325i,0.0097714-0.024944i,0.01667-0.0049705i,0.030008+0.0030457i,0.033846-0.0068596i,0.024732-0.011293i
0.15108-0.32335i,0.24726-0.54254i,0.2659-0.52581i,0.23508-0.26536i,0.22532-0.037329i,0.1769-0.0018968i,0.070033-0.044333i,0.011126-0.035968i,0.0094714+0.0057619i,0.0062989+0.027536i,-0.006995+0.020968i,-0.014386+0.0092322i,-0.014475+0.0071547i,-0.012739+0.016176i,-0.0028158+0.027709i,0.019599+0.031847i,0.034628+0.02594i,0.02636+0.010214i,0.008278-0.0066684i,-0.0033333-0.013445i,-0.01152-0.0099681i,-0.01844-0.0035264i,-0.021807-0.0025918i
0.28994+0.2338i,0.50034+0.36468i,0.48226+0.31552i,0.20434+0.15875i,-0.05252+0.11165i,-0.10713+0.12757i,-0.075237+0.07388i,-0.066261+0.02886i,-0.042306+0.052484i,-0.0068285+0.084124i,0.010501+0.081747i,0.013775+0.056405i,0.0081629+0.02976i,0.004401+0.0068703i,-0.00022867-0.012705i,-0.015068-0.016828i,-0.024511-0.00051066i,-0.015691+0.018253i,-0.0027644+0.022191i,-0.00084201+0.01271i,-0.0021978+0.0032833i,0.0071966+0.00020617i,0.020261-0.0042969i
-0.30728+0.23197i,-0.47935+0.40686i,-0.39005+0.4045i,-0.079245+0.18244i,0.12175-0.044207i,0.09547-0.094301i,0.016468-0.024177i,-0.016684+0.0084402i,-0.024926-0.022894i,-0.015486-0.046645i,0.0011988-0.040737i,0.010525-0.026669i,0.020547-0.0152i,0.028691-0.0055234i,0.025706+0.0082453i,0.019591+0.022358i,0.014036+0.026387i,0.010133+0.018995i,0.0069278+0.0067755i,-0.0030391+0.0038235i,-0.0086586+0.012797i,-0.0045925+0.01596i,-0.0043441+0.011284i
-0.17178-0.36242i,-0.34271-0.57957i,-0.44436-0.53077i,-0.41695-0.2854i,-0.3176-0.15377i,-0.187-0.12844i,-0.049755-0.060089i,0.040851-0.00034297i,0.05077-0.0016813i,0.026868-0.028135i,0.014183-0.042953i,0.0072527-0.038986i,-0.0020342-0.031822i,-0.017235-0.024826i,-0.037885-0.014935i,-0.060332-0.00531i,-0.075679+0.0049497i,-0.0713+0.015608i,-0.043064+0.016425i,-0.0087827-0.00023495i,0.0074402-0.02106i,0.0059417-0.030505i,0.0024228-0.024736i
0.38819-0.084154i,0.63295-0.17562i,0.59416-0.17891i,0.34312-0.0085535i,0.19804+0.18705i,0.15551+0.17834i,0.073988+0.022988i,0.0038438-0.042948i,-0.00037788-0.0061521i,0.013017+0.026126i,0.012806+0.02871i,0.0076189+0.013057i,-0.0050405-0.0013822i,-0.018698+0.00014403i,-0.009711+0.0066346i,0.021256+0.0016545i,0.044463-0.015927i,0.038938-0.03299i,0.010839-0.034543i,-0.016293-0.017325i,-0.026385+0.0068221i,-0.021542+0.023293i,-0.013784+0.026044i
-0.0019239+0.40198i,0.048454+0.66354i,0.08977+0.6188i,0.0029339+0.31556i,-0.16127+0.13824i,-0.19037+0.13362i,-0.11248+0.092311i,-0.076572+0.01212i,-0.054437-0.0057182i,-0.01501+0.01059i,0.0072019+0.015033i,0.010512+0.018558i,0.0066143+0.017804i,0.0043562-0.00014758i,-7.2199e-06-0.027576i,-0.016927-0.047225i,-0.031761-0.05147i,-0.030926-0.042997i,-0.020737-0.022529i,-0.0039974-0.0022896i,0.0084479-0.00099446i,0.0060807-0.010048i,0.0048949-0.014086i
-0.37957-0.078319i,-0.60706-0.086278i,-0.49487-0.034285i,-0.061322-0.043555i,0.23708-0.15206i,0.1926-0.1542i,0.060316-0.013752i,0.017946+0.054753i,0.0053317-0.0029195i,-0.019291-0.056783i,-0.034367-0.050796i,-0.029309-0.023625i,-0.00841+0.0015171i,0.01198+0.024987i,0.024337+0.038656i,0.036554+0.035375i,0.042065+0.026276i,0.03124+0.0245i,0.014565+0.026136i,0.0091663+0.023153i,0.011813+0.015481i,0.0074337+0.0091338i,-0.0021799+0.0080287i
0.14422-0.3439i,0.17152-0.58689i,0.037836-0.61082i,-0.17611-0.41804i,-0.27013-0.24998i,-0.18702-0.15545i,-0.035211-0.049245i,0.057476+0.028997i,0.044824+0.041919i,-0.0052007+0.030892i,-0.022264+0.015171i,-0.016691+0.00080659i,-0.01033-0.0074428i,-0.0071594-0.016935i,-0.010456-0.018566i,-0.020935-0.0014609i,-0.022489+0.023883i,-0.0019167+0.036021i,0.021216+0.023809i,0.021421-0.0014767i,0.0052255-0.020652i,-0.004256-0.024763i,-0.0046448-0.020195i
0.29197+0.19939i,0.49911+0.27041i,0.49428+0.2141i,0.30091+0.15584i,0.17797+0.19278i,0.14116+0.14601i,0.077619-0.012411i,0.016574-0.076992i,-0.00058804-0.025889i,0.0053127+0.028399i,0.012093+0.045163i,0.01073+0.03317i,0.0080159+0.016144i,0.011725+0.014378i,0.022443+0.02191i,0.041066+0.021988i,0.051379+0.0071206i,0.04057-0.017721i,0.016462-0.032755i,-0.0057689-0.018543i,-0.0067853+0.011192i,0.011606+0.025025i,0.02077+0.020828i
-0.22258+0.24317i,-0.33177+0.43057i,-0.28194+0.4401i,-0.19411+0.23427i,-0.21851+0.046373i,-0.22248+0.015581i,-0.14417+0.03014i,-0.066178+0.0089009i,0.0017353-0.00568i,0.046811-0.0072784i,0.047306-0.011048i,0.029478-0.010605i,0.012679-0.013838i,-0.0015076-0.024301i,-0.018075-0.023658i,-0.042036-0.002239i,-0.059356+0.027594i,-0.053015+0.043602i,-0.03049+0.0305i,-0.014356+0.006516i,-0.011173-0.0034144i,-0.0090313-0.0046447i,-0.0014182-0.0088645i
-0.17132-0.24739i,-0.30111-0.35818i,-0.24844-0.26074i,0.045297-0.066419i,0.30437-0.020087i,0.27182-0.05624i,0.11382-0.01197i,0.059411+0.030124i,0.066691-0.016042i,0.049825-0.053309i,0.018355-0.034285i,-0.0085414-0.0071609i,-0.02528+0.013753i,-0.028443+0.030438i,-0.015524+0.033437i,0.010772+0.013945i,0.028537-0.017611i,0.02385-0.028739i,0.0084647-0.012549i,-0.0002781+0.0043669i,0.0016087+0.008804i,0.004837+0.0062091i,0.003428+0.0037675i
0.24925-0.11621i,0.36834-0.22454i,0.26062-0.26688i,-0.036247-0.20403i,-0.2392-0.10485i,-0.20537-0.029195i,-0.074283+0.0059784i,-0.032014+0.01796i,-0.071348+0.048359i,-0.07368+0.060129i,-0.03328+0.024458i,-0.0057447-0.0048115i,0.001098-0.011153i,-0.006807-0.026054i,-0.025662-0.048644i,-0.05432-0.055602i,-0.079696-0.050176i,-0.082313-0.044756i,-0.059978-0.033065i,-0.027637-0.021168i,-0.012408-0.018426i,-0.016014-0.0147i,-0.018097-0.0080253i
0.06659+0.23255i,0.14655+0.33208i,0.19379+0.26851i,0.18184+0.15934i,0.16584+0.16381i,0.16218+0.13079i,0.097787-0.0089158i,-0.0070992-0.075435i,-0.05501-0.042886i,-0.049779-0.023644i,-0.033402-0.018553i,-0.0030796-0.00010619i,0.031801+0.0098044i,0.047239+0.016588i,0.047122+0.022507i,0.042512+0.010815i,0.027485-0.00094228i,0.0030874+0.006162i,-0.014284+0.02123i,-0.011808+0.025878i,0.0016237+0.016063i,0.0086634+0.0069612i,0.0082366+0.0041786i
-0.2007+0.038177i,-0.30419+0.096395i,-0.2763+0.10789i,-0.19789+0.0048569i,-0.19689-0.12375i,-0.20955-0.1181i,-0.16682-0.032284i,-0.084047+0.0069884i,0.0089905-0.016319i,0.043072-0.047112i,0.022637-0.044651i,0.0072159-0.039369i,-0.011613-0.042139i,-0.032023-0.02711i,-0.036867+0.00013075i,-0.03073+0.036638i,-0.0064301+0.073868i,0.028678+0.080215i,0.039751+0.053477i,0.018065+0.022197i,-0.0070442+0.0063527i,-0.016004-0.00022695i,-0.015006-0.0037098i
-0.026744-0.19284i,-0.086774-0.28418i,-0.11755-0.22566i,-0.014451-0.063505i,0.14375+0.012707i,0.15423-0.004527i,0.071168+0.027419i,0.057787+0.062926i,0.074152+0.03718i,0.057141+0.032149i,0.034236+0.049266i,0.0011278+0.040463i,-0.035745+0.032228i,-0.038201+0.038317i,-0.013052+0.042748i,0.022058+0.028639i,0.051097-0.0099343i,0.051884-0.049506i,0.029029-0.05738i,0.0074415-0.031635i,0.0022548-0.0062997i,0.0048635+0.00052107i,0.0053299+0.00028923i
0.16591+0.0081815i,0.25472-0.015269i,0.18996-0.050655i,-0.048358-0.085293i,-0.28249-0.083252i,-0.29684-0.0016377i,-0.13156+0.087338i,-0.023064+0.11489i,-0.02979+0.12717i,-0.021287+0.11316i,0.011152+0.038875i,0.0069551-0.024621i,-0.0043631-0.040494i,-0.00058639-0.045533i,0.0053967-0.044687i,0.00361-0.026417i,-0.0060737-0.007011i,-0.016857-0.0065124i,-0.021014-0.021319i,-0.017486-0.029567i,-0.010998-0.018227i,-0.0030586-0.002169i,0.0042063+0.0048233i
-0.023634+0.13935i,4.1236e-05+0.20593i,0.050062+0.18146i,0.12444+0.14679i,0.20787+0.17275i,0.24572+0.12189i,0.20664-0.02494i,0.13469-0.11489i,0.067333-0.12428i,0.0073711-0.095101i,-0.02784-0.03211i,-0.011248+0.041328i,0.040926+0.068808i,0.073974+0.046272i,0.072288+0.0086921i,0.050797-0.02617i,0.020319-0.031262i,0.008755-0.0043711i,0.020133+0.016376i,0.026723+0.015423i,0.022633+0.0050528i,0.019266-0.0032883i,0.018032-0.0090249i
-0.12854-0.0077672i,-0.16064+0.028509i,-0.072334+0.046709i,0.034559-0.034776i,0.023754-0.15062i,-0.054795-0.15607i,-0.089769-0.10635i,-0.054611-0.10267i,0.016729-0.11946i,0.057383-0.11956i,0.041085-0.087692i,0.017234-0.044634i,0.0054503-0.019189i,-0.019047-0.0084977i,-0.05831+0.0020451i,-0.088234+0.026409i,-0.092919+0.051926i,-0.072191+0.062528i,-0.0357+0.057061i,-0.0097229+0.038118i,-0.0034059+0.017225i,-0.0075088+0.0031914i,-0.016096-0.0010311i
0.010261-0.15614i,-0.058095-0.24521i,-0.1507-0.22294i,-0.13651-0.088705i,-0.0066148+0.01351i,0.0789+0.0096553i,0.044894-0.0045102i,-0.023054+0.022037i,-0.051783+0.055927i,-0.036883+0.082179i,0.00020166+0.07771i,0.015122+0.034529i,-0.0086939-0.012328i,-0.040556-0.027667i,-0.054724-0.011589i,-0.052137+0.0014766i,-0.052909-0.0067515i,-0.062626-0.015506i,-0.059754-0.0098136i,-0.037673-0.001024i,-0.015906+0.0046289i,0.0019258+0.0088795i,0.01659+0.0029407i
0.14942+0.03055i,0.25124+0.025081i,0.22206-0.021031i,0.028232-0.068225i,-0.17891-0.069337i,-0.23258-0.0069108i,-0.16345+0.073064i,-0.13384+0.1341i,-0.16154+0.16866i,-0.14825+0.1401i,-0.087583+0.049746i,-0.047063-0.041815i,-0.051911-0.081181i,-0.05687-0.063801i,-0.025932-0.031627i,0.010527-0.018884i,0.025047-0.026244i,0.0243-0.047459i,0.0053614-0.062968i,-0.023952-0.051804i,-0.036535-0.029415i,-0.030733-0.0135i,-0.016337-0.00075953i
-0.077075+0.12022i,-0.11981+0.19484i,-0.1275+0.20119i,-0.055484+0.19992i,0.10438+0.20962i,0.2301+0.11977i,0.22938-0.026074i,0.19254-0.084618i,0.17156-0.067242i,0.12451-0.014071i,0.077281+0.057329i,0.068264+0.09631i,0.07545+0.09064i,0.079477+0.062591i,0.074979+0.029468i,0.062211+0.0001334i,0.052124-0.01741i,0.042045-0.020645i,0.027042-0.01475i,0.021205-0.0036793i,0.024413+0.00043644i,0.02013-0.0028071i,0.014167-0.003592i
-0.090003-0.077249i,-0.10599-0.066199i,0.015766-0.023518i,0.13365-0.064041i,0.053181-0.16281i,-0.11571-0.14509i,-0.15228-0.063836i,-0.053527-0.077805i,0.071904-0.14935i,0.12229-0.19847i,0.060621-0.18821i,-0.022924-0.1061i,-0.036781-0.0064537i,-0.0048316+0.04245i,0.013184+0.035499i,0.014035+0.016271i,0.01518+0.0068294i,0.0051317+0.007296i,-0.0094798+0.023059i,-0.0030684+0.033511i,0.009272+0.020944i,0.0021262+0.0063777i,-0.012625+0.0065494i
0.10442-0.12415i,0.060132-0.22699i,-0.11254-0.23613i,-0.25665-0.11975i,-0.23838+0.008101i,-0.13072+0.088638i,-0.04503+0.14978i,-0.032193+0.16774i,-0.091916+0.14594i,-0.12593+0.1396i,-0.079461+0.12296i,-0.030473+0.078869i,-0.014897+0.041605i,-0.017333+0.011108i,-0.031648-0.012086i,-0.045518-0.014627i,-0.051253-0.0031243i,-0.04003+0.0081706i,-0.016165+0.010735i,-0.0020414+0.0090184i,0.0070471+0.012815i,0.025063+0.011476i,0.033276-0.006221i
0.10728+0.15701i,0.25626+0.20847i,0.3698+0.11789i,0.30264-0.039676i,0.085802-0.068859i,-0.081031+0.038017i,-0.099164+0.1294i,-0.082561+0.12599i,-0.11347+0.059163i,-0.14384-0.0036026i,-0.11339-0.024898i,-0.033717-0.053154i,0.0059662-0.11085i,-0.008186-0.11818i,-0.012683-0.066154i,-0.010189-0.023064i,-0.01663-0.0039075i,-0.013275+0.0017642i,-0.001945-0.010042i,-0.0078807-0.023667i,-0.021661-0.016483i,-0.02455+0.0040398i,-0.024409+0.024059i
-0.18691+0.02757i,-0.34434+0.060489i,-0.42527+0.090183i,-0.35073+0.12428i,-0.12221+0.1393i,0.12193+0.057001i,0.23283-0.086513i,0.27563-0.15694i,0.31643-0.14609i,0.287-0.097837i,0.19694-0.024246i,0.12983+0.026349i,0.097782+0.018728i,0.0647-0.0070379i,0.035836+0.0070853i,0.056212+0.050141i,0.11349+0.073058i,0.14887+0.057254i,0.12742+0.015778i,0.062548-0.012287i,0.0042048-0.015455i,-0.020002-0.020384i,-0.025454-0.03185i
0.048401-0.15337i,0.11627-0.21133i,0.24761-0.16749i,0.36136-0.14187i,0.29487-0.21504i,0.064949-0.24838i,-0.12272-0.17108i,-0.17397-0.064958i,-0.13398+0.0069876i,-0.07705+0.0060913i,-0.081472-0.050156i,-0.1362-0.049285i,-0.13775+0.027447i,-0.06537+0.074563i,-0.0046426+0.055482i,0.0065476+0.002265i,-0.0037188-0.056281i,-0.024255-0.085798i,-0.044422-0.062845i,-0.038577-0.014064i,-0.021028+0.020229i,-0.013699+0.038984i,-0.0097963+0.046237i
0.11233+0.058682i,0.08831+0.048551i,-0.12075+0.011312i,-0.33561+0.00013059i,-0.3277-0.0091414i,-0.18042-0.033983i,-0.074464+0.016905i,-0.031262+0.11729i,-0.022451+0.15709i,0.015293+0.13231i,0.10011+0.068124i,0.14033+0.0070494i,0.11746+0.0019073i,0.079264+0.017713i,0.039697+0.0025854i,-0.0081322-0.014185i,-0.057007+0.0035321i,-0.084985+0.037845i,-0.085368+0.057853i,-0.061735+0.045927i,-0.021915+0.011024i,0.014208-0.018897i,0.036052-0.034717i
-0.083906+0.12995i,-0.00088667+0.21979i,0.23503+0.214i,0.40297+0.14134i,0.31147+0.1428i,0.11278+0.17138i,-0.020418+0.091076i,-0.086486-0.063006i,-0.11061-0.18866i,-0.15223-0.19326i,-0.16344-0.054276i,-0.05896+0.058229i,0.040481+0.037134i,0.057687-0.0047784i,0.055276-0.012245i,0.041302-0.0042432i,0.0071895+0.036895i,-0.019509+0.080756i,-0.020251+0.076283i,-0.0022398+0.032421i,0.0042485-0.009541i,-0.011368-0.025083i,-0.020716-0.022012i
-0.11805-0.14758i,-0.27076-0.20775i,-0.41494-0.14781i,-0.41329-0.050707i,-0.24211-0.051886i,-0.045652-0.1085i,0.067056-0.10397i,0.13582+0.0061648i,0.21317+0.14696i,0.27193+0.1722i,0.22531+0.08103i,0.088959+0.01889i,-0.0079675+0.026929i,-0.048837+0.039372i,-0.070534+0.040991i,-0.041827+0.018397i,0.024225-0.043155i,0.073225-0.094199i,0.070221-0.083232i,0.032657-0.026512i,0.017083+0.0090881i,0.024234-0.0014682i,0.022705-0.023551i
