0.000133+0.0007019i,-0.00018371-0.00012634i,-0.0015729-0.0012554i,-0.0018185-0.00089795i,-0.0019844+0.0014509i,-0.0017016+0.0025344i,-0.00074468+0.0024191i,-0.00021522+0.0016839i,0.00047287+0.00040145i,0.00094259-0.00030172i,0.00066584-0.00011195i,0.0015227+6.4425e-05i,0.0014905+1.7551e-06i,0.00014126+5.5487e-05i,-0.00010558+0.00022184i,3.6674e-05+0.00054432i,0.0005428+0.00099312i,-4.0929e-05+0.00095136i,-0.00080637+7.0011e-05i,-0.00027941-0.000199i,-0.00028086+0.00030405i,-0.0010969+0.00046929i,-0.0013896+0.00046199i
0.19359-0.024965i,0.36449-0.066276i,0.4674-0.1407i,0.42434-0.21287i,0.23814-0.22368i,0.016775-0.16275i,-0.10829-0.075193i,-0.1575-0.01639i,-0.198+0.0077335i,-0.19559+0.0093306i,-0.1516-0.021328i,-0.12918-0.061053i,-0.12621-0.079267i,-0.094834-0.061883i,-0.028449-0.016862i,0.023113+0.013263i,0.028694+0.022563i,-0.0025558+0.022505i,-0.028292+0.002936i,-0.021892-0.018666i,-0.0012279-0.01469i,0.018812+0.0041048i,0.028773+0.012886i
-0.070929+0.17204i,-0.18747+0.26121i,-0.38936+0.29152i,-0.55336+0.36102i,-0.4598+0.45242i,-0.13474+0.38617i,0.12933+0.12454i,0.18243-0.1773i,0.090554-0.34494i,-0.037448-0.2983i,-0.08747-0.11853i,-0.045195+0.028387i,-0.011451+0.088312i,-0.019038+0.078202i,-0.036122+0.014635i,-0.033165-0.038991i,-0.0056671-0.050346i,0.011601-0.039946i,0.0086361-0.032053i,0.0041686-0.022167i,0.0034193-0.0015138i,0.0022254+0.010704i,0.003215+0.013188i
-0.099814-0.088721i,-0.07726-0.13262i,0.11904-0.13768i,0.27579-0.17224i,0.14733-0.15827i,-0.12082+0.041735i,-0.23941+0.32556i,-0.19717+0.51963i,-0.094189+0.55537i,0.028876+0.4079i,0.090277+0.18169i,0.066361+0.05824i,0.017803+0.048199i,-0.023999+0.052509i,-0.052708+0.060004i,-0.094858+0.078905i,-0.16825+0.091142i,-0.21502+0.091701i,-0.19234+0.075662i,-0.13748+0.047962i,-0.086914+0.041621i,-0.033221+0.047859i,0.01016+0.03464i
0.14708-0.0933i,0.12153-0.16875i,-0.04031-0.21437i,-0.20705-0.3061i,-0.2211-0.50056i,-0.16088-0.60922i,-0.080164-0.54507i,0.02187-0.52016i,0.016492-0.58362i,-0.10698-0.52419i,-0.14951-0.33025i,-0.073986-0.25827i,-0.068512-0.34893i,-0.13019-0.36275i,-0.091172-0.25433i,0.020545-0.1953i,0.072684-0.22942i,0.012254-0.24671i,-0.093946-0.17636i,-0.14281-0.072442i,-0.127-0.0079669i,-0.086691+0.0008755i,-0.043315-0.01488i
-0.33631+9.5891i,0.91339+9.6703i,4.816+9.502i,6.8908+5.5345i,5.8266+1.1267i,2.9059-1.2307i,0.45852-0.94992i,-0.23205+0.19537i,0.50025+0.80727i,1.6652+0.29787i,1.8564-1.0327i,1.0532-2.0065i,0.12155-2.2193i,-0.64389-1.8368i,-1.015-1.1752i,-1.0267-0.66977i,-0.91038-0.39418i,-0.62069-0.14594i,-0.13679-0.049035i,0.26426-0.24379i,0.46324-0.50329i,0.528-0.6532i,0.42664-0.67842i
-0.1874-0.08531i,-0.3127-0.11146i,-0.3474-0.13692i,-0.35835-0.17879i,-0.37532-0.20804i,-0.32675-0.15189i,-0.21904-0.090152i,-0.14345-0.11802i,-0.09797-0.19945i,-0.058975-0.25631i,-0.024728-0.23301i,0.037348-0.2231i,0.070569-0.32727i,0.0033485-0.40406i,-0.08564-0.32585i,-0.12372-0.22698i,-0.1609-0.22605i,-0.20256-0.24233i,-0.19712-0.18649i,-0.15518-0.08401i,-0.10471+0.0012719i,-0.063743+0.02704i,-0.046696+0.012723i
0.11683-0.17176i,0.16704-0.25821i,0.15004-0.28135i,0.097866-0.25706i,0.042323-0.2171i,0.010329-0.099758i,0.089772+0.051203i,0.27359+0.052156i,0.35836-0.13164i,0.24679-0.28611i,0.069055-0.29676i,-0.056946-0.28137i,-0.13849-0.3189i,-0.19913-0.316i,-0.21576-0.20059i,-0.20337-0.082977i,-0.22299-0.044187i,-0.25868-0.012179i,-0.21546+0.043976i,-0.11344+0.051534i,-0.053454+0.026389i,-0.028534+0.031751i,0.00056469+0.04223i
0.088148+0.17499i,0.11739+0.21649i,0.032585+0.10892i,-0.16829-0.066548i,-0.33404-0.15343i,-0.35163-0.12463i,-0.25321-0.086912i,-0.18177-0.14019i,-0.18703-0.20549i,-0.17139-0.17866i,-0.1318-0.10881i,-0.14361-0.057769i,-0.18501-0.03472i,-0.19634-0.039899i,-0.20034-0.066454i,-0.25387-0.093584i,-0.34558-0.099783i,-0.38234-0.045693i,-0.29461+0.065022i,-0.14538+0.13809i,-0.045256+0.13224i,-0.002223+0.095529i,0.021062+0.042831i
-0.18673+0.02983i,-0.27236+0.089698i,-0.21834+0.18556i,-0.086344+0.27351i,-0.020496+0.30842i,-0.0061592+0.26263i,0.00044125+0.13357i,-0.040571-0.014269i,-0.13543-0.11392i,-0.19479-0.14621i,-0.16487-0.13081i,-0.10742-0.11761i,-0.091783-0.1106i,-0.10423-0.05766i,-0.11845+0.04223i,-0.1443+0.14416i,-0.17128+0.22754i,-0.13473+0.2466i,-0.035477+0.16406i,0.022767+0.044368i,0.016789-0.025607i,0.0031363-0.055401i,-0.011764-0.066055i
0.07618-0.19958i,0.11628-0.31499i,0.11925-0.32625i,0.10243-0.24449i,0.077856-0.1369i,0.029954-0.0040418i,0.0051904+0.13468i,0.041425+0.2359i,0.091535+0.27358i,0.088579+0.25243i,0.061408+0.20548i,0.034814+0.14167i,-0.02822+0.09591i,-0.079161+0.086503i,-0.056824+0.080561i,0.01751+0.085461i,0.11194+0.10621i,0.17396+0.09109i,0.16046+0.036192i,0.10716+0.0082157i,0.07236+0.0068178i,0.052281-0.0096451i,0.026078-0.022624i
0.10915+0.15603i,0.1484+0.24399i,0.09292+0.26559i,0.046735+0.22502i,0.11012+0.12146i,0.18558-0.03593i,0.16328-0.14515i,0.092878-0.16901i,0.021253-0.12846i,-0.0095282-0.040639i,0.010322+0.014679i,0.0079312+0.027648i,-0.0046615+0.063602i,0.02807+0.10763i,0.080994+0.1091i,0.11959+0.058661i,0.13259-0.01948i,0.105-0.0722i,0.048298-0.056659i,0.0083085-0.001974i,-0.016113+0.037908i,-0.040765+0.058447i,-0.046114+0.059723i
-0.17549+0.042146i,-0.18935+0.038818i,-0.065836-0.044501i,0.042744-0.11921i,0.0060334-0.043371i,-0.049092+0.097684i,-0.045406+0.11908i,-0.079731+0.064714i,-0.12728+0.034434i,-0.10674+0.00072492i,-0.061069-0.03295i,-0.021564-0.030704i,0.026893-0.02015i,0.060037-0.034372i,0.058921-0.057438i,0.031948-0.058274i,0.0054442-0.036608i,0.0096393-0.010158i,0.030132-0.0055418i,0.022415-0.029135i,0.0019792-0.034426i,0.012094-0.0089238i,0.021065+0.0049789i
-0.0038266-0.17723i,-0.083418-0.19215i,-0.17752+0.00052184i,-0.14838+0.24668i,0.0088252+0.27257i,0.1014+0.10466i,0.052272-0.017095i,0.014232+0.0033304i,0.043162+0.055029i,0.030313+0.033009i,-0.033184-0.00029591i,-0.06174+0.01631i,-0.046113+0.024193i,-0.017971+0.010356i,0.020155+0.011871i,0.045091+0.020917i,0.030574+0.039016i,0.0045544+0.058702i,0.0064326+0.054148i,0.029708+0.040715i,0.045263+0.027922i,0.035522+0.011162i,0.015424+0.0099643i
0.19826+0.079524i,0.33514+0.028333i,0.36404-0.13628i,0.28419-0.25721i,0.18864-0.19736i,0.11557-0.04111i,0.076+0.069814i,0.054107+0.071763i,-0.0019923+0.011045i,-0.089626+0.013177i,-0.12146+0.065479i,-0.086721+0.071109i,-0.055467+0.055255i,-0.038575+0.036157i,-0.021195+0.0026776i,0.016988-0.0035631i,0.08386+0.012552i,0.11957+0.018144i,0.087444+0.022428i,0.04104+0.025295i,0.016487+0.0066263i,-0.0035397-0.016979i,-0.020825-0.018988i
-0.18811+0.13604i,-0.29261+0.28324i,-0.29916+0.39724i,-0.23009+0.39967i,-0.15185+0.27852i,-0.057747+0.11335i,0.027428-0.021699i,0.040497-0.1106i,0.0041075-0.13107i,0.023769-0.092825i,0.097782-0.065141i,0.13338-0.067361i,0.11287-0.061218i,0.054186-0.03148i,-0.020074-0.00055454i,-0.078232-0.0037024i,-0.11981-0.03259i,-0.1367-0.040195i,-0.10504-0.017595i,-0.047339-0.0016654i,-0.017195+0.0037973i,-0.019935+0.015308i,-0.023704+0.016677i
0.0022912-0.21308i,0.022918-0.34247i,0.11357-0.35173i,0.23347-0.23097i,0.27566-0.068818i,0.17552+0.021965i,-0.0017666+0.035602i,-0.11415+0.099934i,-0.087618+0.18803i,-0.018449+0.15846i,-0.021236+0.056245i,-0.067521-0.0032531i,-0.079683-0.014373i,-0.043674-0.016265i,-0.0084642-0.027448i,-0.021496-0.041424i,-0.056147-0.048617i,-0.055684-0.047364i,-0.014053-0.043984i,0.02012-0.047859i,0.021144-0.045766i,0.018362-0.030016i,0.021125-0.014604i
0.1918+0.076466i,0.24166+0.10034i,0.14411+0.080797i,-0.0077779-0.0068385i,-0.062503-0.13984i,-0.034084-0.19076i,0.001016-0.11285i,0.029257-0.040037i,0.038938-0.027928i,0.02677-0.03391i,0.0099676-0.036423i,0.0017049-0.030824i,-0.011727-0.027708i,-0.036641-0.022683i,-0.05478+0.002358i,-0.062178+0.040961i,-0.06216+0.074113i,-0.049988+0.082164i,-0.031336+0.066981i,-0.021105+0.046265i,-0.013239+0.03085i,-0.00095675+0.018781i,0.0017638+0.0075379i
-0.12733+0.14795i,-0.13618+0.1938i,-0.054035+0.11267i,0.018364+0.0019743i,0.017188+0.014083i,0.017691+0.071859i,0.044531+0.041472i,0.038764-0.038241i,0.010909-0.080356i,-0.006204-0.058869i,-0.0081892-0.015323i,-0.0049606-0.0020158i,-0.021302-0.0040085i,-0.039129+0.01264i,-0.033876+0.037691i,-0.016119+0.059017i,-0.003105+0.06806i,-0.0027684+0.044976i,-0.009286+0.0015086i,-0.014229-0.018162i,-0.018648-0.012137i,-0.023101-0.0014268i,-0.013964+0.011782i
-0.083202-0.17479i,-0.16271-0.23521i,-0.21589-0.15874i,-0.23067-0.022016i,-0.19101+0.059613i,-0.077761+0.070879i,0.029533+0.032253i,0.028239+0.010703i,-0.023195+0.074714i,-0.0059294+0.14547i,0.040934+0.13167i,0.037114+0.084132i,0.020718+0.06849i,0.035076+0.059139i,0.068576+0.030529i,0.11121-0.011159i,0.15417-0.049368i,0.16839-0.057872i,0.13562-0.038711i,0.086036-0.018408i,0.058077-0.01018i,0.046118-0.015013i,0.028117-0.023109i
0.20762+0.032405i,0.29862+0.040418i,0.29554+0.076412i,0.3021+0.10746i,0.35989+0.036952i,0.30203-0.11056i,0.12491-0.1725i,0.024251-0.12064i,0.023549-0.073519i,0.026663-0.070408i,0.011828-0.068284i,0.0036945-0.043005i,0.029492-0.020413i,0.05867-0.03167i,0.05421-0.052783i,0.023075-0.064648i,-0.023862-0.068161i,-0.06557-0.042054i,-0.069295+0.0077417i,-0.033827+0.036066i,4.7777e-05+0.026689i,0.0002019+0.0094455i,-0.018407+0.009994i
-0.10939+0.16233i,-0.13519+0.19499i,-0.13819+0.058998i,-0.22073-0.12634i,-0.35669-0.12728i,-0.34351+0.061614i,-0.16626+0.21732i,-0.0089298+0.19933i,0.045908+0.080114i,0.022476-0.0025441i,-0.012322+0.0024941i,-0.0041408+0.026708i,0.0088197+0.0046634i,-0.011341-0.033567i,-0.047119-0.050698i,-0.06852-0.040164i,-0.058546-0.018407i,-0.03379-0.014265i,-0.015632-0.024036i,-0.0045774-0.026965i,-0.00058406-0.022618i,-0.00047669-0.013987i,0.0047323-0.0029023i
-0.1164-0.14725i,-0.16605-0.11654i,-0.092238+0.11008i,0.11182+0.36467i,0.27473+0.39941i,0.25634+0.20713i,0.14001-0.012218i,0.056186-0.1147i,0.013368-0.12225i,-0.020104-0.10098i,-0.028436-0.077023i,-0.010316-0.055255i,0.0037692-0.029641i,0.020072+0.00031817i,0.047478+0.011205i,0.06671+0.0078213i,0.078786+0.015609i,0.088444+0.030478i,0.077545+0.028189i,0.043111+0.0094676i,0.0072096+0.00054278i,-0.0040614+0.0051279i,-0.00023013-5.5967e-05i
0.19844-0.050652i,0.2755-0.16392i,0.20005-0.32607i,0.042953-0.41092i,-0.025597-0.3219i,-0.0026632-0.14272i,8.6456e-05-0.008386i,-0.044154+0.043015i,-0.094539+0.059697i,-0.09628+0.079436i,-0.0528+0.078166i,-0.019556+0.044959i,-0.010133+0.021937i,-0.015646+0.02404i,-0.026068+0.039552i,-0.018139+0.047631i,-0.0063035+0.025868i,-0.016201-0.0046764i,-0.026049-0.009922i,-0.0188+0.0049854i,-0.011518+0.016335i,-0.014219+0.017117i,-0.016136+0.019102i
-0.079519+0.22177i,-0.083195+0.37615i,-0.012684+0.44885i,0.073251+0.37831i,0.080076+0.20475i,0.020428+0.035996i,-0.047226-0.054055i,-0.081732-0.051023i,-0.051828-0.0036907i,0.016344+0.0046393i,0.045333-0.031655i,0.018297-0.048282i,-0.011052-0.03332i,-0.0080915-0.015834i,0.013791-0.0092073i,0.021414-0.017689i,0.01261-0.026465i,0.012961-0.022331i,0.021982-0.012032i,0.029488+0.0030571i,0.03969+0.017635i,0.043198+0.018329i,0.030281+0.0090823i
-0.1322-0.1776i,-0.20776-0.29635i,-0.22367-0.33566i,-0.17431-0.23953i,-0.072476-0.056764i,0.041886+0.075058i,0.11809+0.082772i,0.13358+0.056558i,0.11267+0.055649i,0.064751+0.052919i,0.015963+0.059141i,0.01493+0.070218i,0.036667+0.05776i,0.041112+0.035221i,0.031306+0.021923i,0.017246+0.022353i,0.0033597+0.037825i,-0.006214+0.048974i,-0.011218+0.032659i,-0.018562-0.0055079i,-0.028228-0.033337i,-0.028757-0.033327i,-0.019455-0.022721i
0.19784-0.033357i,0.2755-0.010297i,0.23805+0.059061i,0.16539+0.085501i,0.13731-0.017343i,0.098908-0.13693i,0.038029-0.13432i,0.00059091-0.097241i,-0.033578-0.089508i,-0.052708-0.053745i,-0.031525-0.019233i,-0.020374-0.018568i,-0.032163-0.013099i,-0.037581+0.00014235i,-0.035593+0.0065188i,-0.031708+0.014252i,-0.021305+0.021897i,-0.0077979+0.020364i,0.0038191+0.020637i,0.014608+0.027723i,0.021105+0.019892i,0.015654+0.002805i,0.0018286+0.0023253i
-0.050953+0.18537i,-0.057439+0.23972i,-0.02699+0.13967i,-0.024102-0.019577i,-0.078669-0.0595i,-0.11385-0.0039324i,-0.10894+0.030573i,-0.09524+0.03583i,-0.069391+0.032688i,-0.035221+0.016204i,-0.024639+0.00038172i,-0.032416+0.00022454i,-0.028125+0.0034746i,-0.011955-0.0096527i,0.0014269-0.023484i,0.01756-0.019259i,0.035776-0.013226i,0.035324-0.011491i,0.015771-0.0094869i,-0.00027937-0.0065554i,-0.006106+0.0020693i,-0.0054739+0.0088358i,-0.0004+0.0056462i
-0.14511-0.13364i,-0.22843-0.16983i,-0.23068-0.082132i,-0.17274+0.060981i,-0.11879+0.13792i,-0.041107+0.14937i,0.066494+0.13444i,0.13941+0.1166i,0.16028+0.093418i,0.13682+0.05835i,0.099269+0.030514i,0.080485+0.017617i,0.068938+0.011625i,0.050029+0.014785i,0.031559+0.010824i,0.016168-0.013293i,-0.0020043-0.040229i,-0.016491-0.048546i,-0.013662-0.038852i,-0.0034574-0.026912i,-0.0042637-0.017051i,-0.0091986-0.0066793i,-0.0066994+0.0017941i
0.20637-0.059863i,0.31807-0.091464i,0.33616-0.091878i,0.31661-0.081777i,0.29469-0.1132i,0.16279-0.15636i,-0.0093056-0.15333i,-0.073065-0.14296i,-0.055781-0.1498i,-0.03522-0.14506i,-0.044335-0.1141i,-0.0653-0.067247i,-0.063569-0.035085i,-0.047444-0.031914i,-0.036823-0.036261i,-0.034792-0.028976i,-0.030789-0.010366i,-0.014262+0.0060133i,0.0063857+0.010658i,0.019948+0.0070439i,0.024408+0.00067211i,0.0183-0.00181i,0.0071046+0.000834i
-0.043908+0.1771i,-0.087899+0.22512i,-0.18146+0.090269i,-0.35717-0.063093i,-0.45228-0.016302i,-0.29269+0.10032i,-0.074432+0.10366i,-0.022944+0.053447i,-0.062279+0.039067i,-0.072035+0.042886i,-0.036988+0.044566i,0.015771+0.03656i,0.041929+0.017845i,0.034994+0.011432i,0.022602+0.019777i,0.014684+0.020945i,0.008227+0.013464i,-0.0010934+0.0080483i,-0.015719+0.0031783i,-0.02641-0.0023889i,-0.025797-0.0026222i,-0.012913+0.0032361i,0.0047937+0.0046417i
-0.14705-0.10672i,-0.18865-0.083727i,-0.029885+0.10868i,0.28706+0.29646i,0.46706+0.26843i,0.35528+0.10419i,0.13728-0.027225i,0.015008-0.056489i,-0.023689-0.017493i,-0.045902+0.023943i,-0.050435+0.033488i,-0.035982+0.0099912i,-0.026198-0.012823i,-0.01926-0.012992i,-0.0077216-0.00486i,0.0063012+0.0017588i,0.023287+0.0032174i,0.038435-0.0024095i,0.04034-0.004533i,0.029844+0.0016329i,0.01875+0.0051002i,0.0083041-0.00090895i,-0.0073536-0.0062506i
0.17455-0.10291i,0.20156-0.22933i,0.0063488-0.34493i,-0.26058-0.35296i,-0.31686-0.25859i,-0.16268-0.12549i,-0.010119-0.012245i,0.031049+0.043909i,0.017938+0.058195i,0.02946+0.064425i,0.056278+0.055415i,0.045353+0.037999i,0.017058+0.034183i,0.01379+0.034556i,0.029211+0.029817i,0.039054+0.018623i,0.030768+0.0091321i,0.010785+0.010619i,-0.0019896+0.019119i,0.00085349+0.022433i,0.0047382+0.014621i,0.0014659+0.0069196i,-0.00084591+0.0056963i
-0.016144+0.22773i,0.054204+0.4002i,0.20646+0.44974i,0.33313+0.3572i,0.31495+0.21233i,0.16965+0.069293i,0.030025-0.018827i,-0.013165-0.042185i,0.0084536-0.044271i,0.026171-0.056896i,0.016101-0.067878i,-0.0025647-0.04936i,-0.0018357-0.013803i,0.009476-0.0023026i,0.0045316-0.015346i,-0.0093691-0.019969i,-0.013529-0.012188i,-0.0054463-0.0065196i,0.0047618-0.0095827i,0.0099487-0.016731i,0.01239-0.018381i,0.012254-0.014636i,0.010051-0.0086849i
-0.18119-0.1416i,-0.31361-0.21635i,-0.33636-0.21562i,-0.25208-0.16261i,-0.15893-0.083952i,-0.071302+0.0024821i,0.02042+0.055669i,0.083301+0.05685i,0.087123+0.023353i,0.046765-0.0053557i,0.010157-0.009133i,0.0051155-0.0098483i,0.0056919-0.022119i,-0.0017462-0.025277i,-0.0042052-0.013116i,0.0056094-4.5763e-05i,0.01987+0.0066008i,0.024741+0.0047799i,0.013068+0.00084899i,-0.0039021+0.0080644i,-0.010475+0.019977i,-0.011199+0.022672i,-0.015433+0.015512i
0.20321-0.072348i,0.31081-0.13368i,0.28783-0.12752i,0.19074-0.084255i,0.11153-0.094667i,0.027672-0.10176i,-0.048183-0.049683i,-0.077099-0.0063411i,-0.080935+0.00071457i,-0.07297+0.0098759i,-0.05599+0.027804i,-0.03264+0.04656i,-0.00052283+0.051135i,0.018689+0.032754i,0.015455+0.01365i,0.00035794+0.005201i,-0.015236+3.8309e-05i,-0.022185+0.0030492i,-0.013191+0.0084674i,0.0010606-0.00046007i,0.0019042-0.015471i,-0.00041086-0.0176i,0.0068021-0.011634i
-0.029399+0.21561i,-0.007594+0.3183i,0.017557+0.24604i,-0.023714+0.083971i,-0.10644+0.029005i,-0.11871+0.050928i,-0.068253+0.022108i,-0.041535-0.019546i,-0.024457-0.011721i,-0.003853+0.0073519i,0.0033483+0.006295i,0.0012402-0.0090065i,-0.016009-0.02284i,-0.0419-0.015656i,-0.046732+0.00088626i,-0.025054+0.0043099i,-0.0021127-0.0022029i,0.0056438-0.0094748i,0.0033033-0.011648i,-0.00061402-0.0056752i,0.0025873+0.004114i,0.00902+0.0098226i,0.0047853+0.01119i
-0.18281-0.14232i,-0.32235-0.19597i,-0.36237-0.13928i,-0.26339-0.0054584i,-0.089395+0.091246i,0.05179+0.095439i,0.10503+0.063139i,0.10336+0.042539i,0.080219+0.030605i,0.059844+0.019092i,0.05326+0.0037538i,0.044088-0.018712i,0.028249-0.031002i,0.028389-0.025386i,0.038927-0.020333i,0.029331-0.021473i,0.0023294-0.015209i,-0.014408+0.0010078i,-0.012764+0.014794i,-0.0044531+0.021754i,-0.0027603+0.020472i,-0.0076651+0.011195i,-0.0077352+0.0031543i
0.21859-0.068647i,0.35106-0.11034i,0.38877-0.095516i,0.31995-0.072556i,0.18174-0.091948i,0.029093-0.10969i,-0.087524-0.097862i,-0.13599-0.076959i,-0.12399-0.065724i,-0.089692-0.056024i,-0.067792-0.024081i,-0.052577+0.030789i,-0.025897+0.066262i,-0.0083895+0.061095i,-0.017241+0.041366i,-0.025423+0.032398i,-0.012783+0.02743i,0.0065042+0.013482i,0.016662-0.0058208i,0.016664-0.024837i,0.0113-0.034248i,0.0068793-0.025961i,0.008789-0.012502i
-0.054092+0.20493i,-0.11762+0.29207i,-0.23337+0.25502i,-0.33055+0.19476i,-0.26088+0.18919i,-0.039788+0.15289i,0.13537+0.067303i,0.16317+0.016568i,0.11927+0.0092117i,0.075559+0.0028092i,0.056414-0.024149i,0.041077-0.061841i,0.012378-0.06984i,0.0032387-0.047735i,0.019615-0.026893i,0.034772-0.016322i,0.037954-0.0075814i,0.03064+0.0027435i,0.016092+0.0098947i,0.0035313+0.014024i,0.0032259+0.017062i,0.0077172+0.01295i,0.0023092+0.0038854i
-0.13841-0.13121i,-0.14525-0.14678i,0.063389-0.066062i,0.37499-0.0061752i,0.4637-0.047568i,0.24389-0.086797i,-0.0074431-0.051426i,-0.091352-0.0064206i,-0.07644+0.0087207i,-0.065256+0.015825i,-0.068751+0.032847i,-0.055944+0.054328i,-0.022274+0.052027i,-0.0020306+0.024756i,-0.007404+0.005922i,-0.014187+0.002444i,-0.010843-0.0071509i,-0.004659-0.024464i,-0.00011379-0.026803i,0.0030853-0.015732i,-0.00080076-0.010321i,-0.01074-0.0068908i,-0.013367+0.001901i
0.19595-0.075179i,0.22542-0.15048i,0.042621-0.20456i,-0.25505-0.1935i,-0.38805-0.12599i,-0.26607-0.055937i,-0.073662-0.0091482i,0.025087+0.012294i,0.031854+0.017761i,0.026991+0.015726i,0.04148+0.0047193i,0.049569-0.0086141i,0.036723-0.0094588i,0.019326+0.0033416i,0.01581+0.0099827i,0.016299+0.0027494i,0.0051068+0.00039i,-0.0099926+0.01029i,-0.014114+0.013357i,-0.0095739+0.0059829i,-0.0023098+0.0032749i,0.0073613+0.0033368i,0.010677-0.0025931i
-0.033113+0.21149i,0.0031296+0.31878i,0.12895+0.30789i,0.29625+0.2179i,0.36807+0.13892i,0.27257+0.07663i,0.10631+0.017045i,0.015324-0.014964i,0.0093277-0.019549i,0.016371-0.011369i,0.0038488-0.013054i,-0.024248-0.020144i,-0.03564-0.018095i,-0.023299-0.020884i,-0.014239-0.02443i,-0.010632-0.014635i,0.00071906+0.00051249i,0.0148+0.013681i,0.018028+0.020639i,0.0089959+0.018387i,-0.0024404+0.0098408i,-0.012569+0.00036442i,-0.018053-0.001098i
-0.15618-0.14441i,-0.24176-0.21043i,-0.24629-0.22028i,-0.23762-0.22565i,-0.28596-0.21047i,-0.28634-0.088591i,-0.17543+0.037596i,-0.088924+0.063866i,-0.066263+0.054238i,-0.049765+0.036584i,-0.029799+0.027692i,0.0041442+0.032056i,0.02752+0.020736i,0.020525+0.01173i,0.01002+0.012148i,0.0022927+0.00011629i,-0.0090158-0.02218i,-0.02227-0.037219i,-0.02417-0.031901i,-0.0071282-0.013299i,0.010813+0.00088445i,0.017869+0.010449i,0.01812+0.014837i
0.19951-0.060217i,0.24484-0.11129i,0.11133-0.088114i,-0.036528+0.05505i,0.022479+0.16729i,0.15877+0.0977i,0.1752-0.014331i,0.13214-0.042961i,0.09636-0.036715i,0.067871-0.025958i,0.051844-0.024933i,0.026074-0.036394i,-0.0013396-0.036062i,-0.0085791-0.030271i,-0.00554-0.026843i,-0.0032828-0.01039i,0.0012043+0.021419i,0.012997+0.041579i,0.017077+0.029678i,0.0021699+0.005917i,-0.014041-0.0045451i,-0.014778-0.0061017i,-0.0076983-0.011645i
-0.044361+0.22603i,0.011777+0.34837i,0.16438+0.29896i,0.23698+0.096179i,0.10872-0.024826i,-0.046391+0.00017282i,-0.10457+0.017536i,-0.11304-0.0088173i,-0.091914-0.029144i,-0.063102-0.030713i,-0.052929-0.0075115i,-0.044738+0.029083i,-0.031344+0.051952i,-0.020281+0.055055i,-0.012595+0.050639i,-0.00070463+0.035395i,0.0097265+0.0010098i,0.0092937-0.027461i,0.0077215-0.023702i,0.013666-0.0049436i,0.018665-0.0010344i,0.01232-0.0043134i,0.0046539+0.0058546i
-0.17585-0.17379i,-0.34462-0.24263i,-0.46197-0.14796i,-0.39656+0.026799i,-0.18297+0.070967i,0.0033737+0.011776i,0.096856-0.010854i,0.11754+0.013244i,0.080646+0.031871i,0.031772+0.023859i,0.017335-9.9288e-05i,0.026384-0.031604i,0.023406-0.050825i,0.012445-0.044883i,0.010307-0.038229i,0.0025559-0.032867i,-0.013506-0.009016i,-0.019422+0.016208i,-0.0097406+0.016643i,0.005812+0.0034733i,0.015991-0.00030004i,0.019569-2.1584e-05i,0.017378-0.008995i
0.24666-0.028131i,0.43437-0.071851i,0.4926-0.10487i,0.40116-0.062771i,0.27517+0.0061539i,0.13762-0.0037874i,0.0022399-0.046169i,-0.053402-0.066875i,-0.038456-0.067168i,-0.013238-0.039572i,-0.0058137-0.004337i,-0.011527+0.024354i,-0.0035082+0.045554i,0.012778+0.047756i,0.016933+0.046999i,0.027689+0.051224i,0.053294+0.040506i,0.065147+0.0183i,0.046155+0.0015382i,0.0072188-0.003629i,-0.027994-0.0024791i,-0.044745+0.0012632i,-0.04532+0.0075366i
-0.12045+0.21563i,-0.17425+0.36097i,-0.13437+0.32931i,-0.090361+0.092468i,-0.14129-0.079799i,-0.15456-0.044503i,-0.085884+0.030736i,-0.048893+0.051664i,-0.050856+0.049955i,-0.049094+0.029637i,-0.039146+0.012152i,-0.017562+0.0063039i,0.0020203-0.0030954i,0.010181-0.016908i,0.0075959-0.037403i,-0.011508-0.059313i,-0.040584-0.067805i,-0.056474-0.052071i,-0.042146-0.021125i,-0.006864+0.00035914i,0.025787+0.0030005i,0.040119-0.0027119i,0.03731-0.0036622i
-0.12195-0.21072i,-0.2353-0.34112i,-0.28174-0.25816i,-0.12821-0.010276i,0.11597+0.10284i,0.19228+0.035799i,0.12214-0.013084i,0.080961+0.0057334i,0.076643+0.025793i,0.068876+0.029353i,0.056657+0.0077665i,0.029605-0.026149i,-0.0041146-0.043631i,-0.024346-0.037474i,-0.024198-0.014544i,-0.0069779+0.014902i,0.015484+0.036653i,0.02524+0.036442i,0.012733+0.017886i,-0.010406+0.0031847i,-0.02635+0.0046234i,-0.027265+0.012045i,-0.022088+0.011083i
0.24662+0.033045i,0.45754+0.012492i,0.47346-0.1111i,0.18547-0.22687i,-0.13982-0.16519i,-0.22614-0.019487i,-0.14471+0.032936i,-0.089931+0.0024744i,-0.07105-0.021249i,-0.042404-0.014079i,-0.016041+0.0070463i,0.0055215+0.030861i,0.027508+0.041036i,0.037934+0.03211i,0.028123+0.018789i,0.0077842+0.0039101i,-0.0058336-0.012247i,-0.010842-0.018399i,-0.0083145-0.0055148i,0.0019245+0.011245i,0.011543+0.0072784i,0.012928-0.0064956i,0.011129-0.0085343i
