-0.002769+0.0012794i,-0.0013457+0.0024327i,-0.0023622+0.0034501i,-0.0022847+0.0032302i,-0.0016773+0.0026016i,-0.0003583+0.0022738i,-0.00015394+0.0021427i,-0.00059354+0.0017878i,-0.00016846+0.0015846i,0.00043742+0.00089193i,0.00055002-0.00091089i,0.00068056-0.0015968i,0.001067-0.0011371i,0.00080751-0.001836i,6.1952e-05-0.0017241i,-0.00012172-0.00052158i,0.00042433+0.00080017i,0.00026491+0.0012945i,0.00022151+0.0004065i,0.00085202+4.9267e-05i,0.00081039+0.00026465i,0.00052797+0.00047407i,0.00071213+3.5783e-05i
0.16317-0.022115i,0.24035-0.07475i,0.21686-0.10096i,0.095703-0.062801i,-0.015659-0.0054982i,-0.038638+0.024322i,-0.0038348+0.019247i,0.017011-0.003142i,0.0091037-0.014181i,0.002502-0.014699i,-0.0014975-0.01634i,-0.0051689-0.014593i,-0.00059491-0.01028i,0.010651-0.005518i,0.01895-0.002884i,0.015637-0.006224i,0.0070853-0.012136i,9.4153e-05-0.014632i,-0.0096047-0.0075657i,-0.017996+0.0081659i,-0.016006+0.016777i,-0.0067918+0.010296i,0.0011678+0.0024325i
0.068719+0.13561i,0.15836+0.15817i,0.20808+0.06627i,0.17955-0.041799i,0.11497-0.056897i,0.059487-0.031449i,0.029641-0.01914i,0.01817-0.011114i,0.014208-0.0017668i,0.0062928+0.0089636i,-0.00072205+0.011463i,0.0008728+0.00725i,0.010508+0.0053714i,0.020119+0.0019757i,0.02067-0.0058491i,0.011591-0.011782i,0.0012448-0.0083904i,-0.0034181-0.0058114i,-0.0038947-0.010832i,-0.0022652-0.01171i,0.003568-0.005203i,0.0079398+0.00042314i,0.0064823+0.00087836i
-0.12655+0.10671i,-0.17+0.17665i,-0.13313+0.15463i,-0.032949+0.053509i,0.041573-0.015614i,0.044592-0.032173i,0.0049966-0.027683i,-0.0073565-0.014037i,0.0046127-0.016178i,0.0070648-0.01774i,0.0073852-0.0066567i,0.0060016+0.0011994i,-0.0017361+0.0072695i,-0.0077952+0.007053i,-0.011825-0.00055135i,-0.0084853-0.0024076i,0.00023046+0.004227i,0.0074585+0.012953i,0.011252+0.0153i,0.0053062+0.0095309i,-0.0051478+0.005572i,-0.0059344+0.0077104i,0.00099471+0.0073435i
-0.1721-0.055063i,-0.28501+0.0017645i,-0.31179+0.11242i,-0.23394+0.19464i,-0.12206+0.17267i,-0.050691+0.098708i,-0.021527+0.050623i,-0.0021347+0.019106i,0.012849-0.012643i,0.010395-0.036852i,0.0019791-0.040836i,-0.0051763-0.037752i,-0.017833-0.033812i,-0.027042-0.017266i,-0.019448+0.004627i,-0.0047962+0.016331i,0.0025354+0.015474i,0.0045928+0.00893i,0.0066598+0.00062272i,0.006489-0.0084948i,-0.0013491-0.014233i,-0.010211-0.013688i,-0.011399-0.00521i
0.014311-0.16551i,-0.027861-0.23874i,-0.050657-0.13473i,-0.050708+0.065984i,-0.056701+0.15614i,-0.039565+0.12787i,0.0042633+0.07465i,0.031715+0.040929i,0.036167+0.016858i,0.025811-0.010188i,0.01209-0.021923i,0.01261-0.021296i,0.018758-0.025837i,0.01745-0.025265i,0.011424-0.013005i,0.0066282+0.00031114i,0.0037125+0.004327i,-0.0018068+0.0053967i,-0.0018795+0.010328i,0.0094674+0.009494i,0.017021+0.0038088i,0.01288+0.00065804i,0.0070734-0.0015054i
0.17037-0.090044i,0.28816-0.19836i,0.28989-0.27349i,0.15852-0.27567i,0.024279-0.19724i,-0.030865-0.095104i,-0.018828-0.02535i,0.0091145+0.014228i,0.026065+0.046795i,0.037598+0.059388i,0.034815+0.048726i,0.030539+0.040019i,0.034713+0.031532i,0.029907+0.017072i,0.014693+0.0023136i,-0.0002402-0.0051535i,-0.0068692-0.006032i,-0.010323-0.011376i,-0.018423-0.016872i,-0.020262-0.014665i,-0.01052-0.013248i,-0.00054496-0.01423i,0.00066917-0.013858i
0.16189+0.10283i,0.27568+0.11653i,0.21758-0.00035037i,0.035876-0.16844i,-0.082978-0.22201i,-0.09392-0.14377i,-0.068266-0.055176i,-0.0549-0.0043026i,-0.040444+0.024185i,-0.014028+0.030126i,0.0039445+0.023972i,0.0095142+0.026857i,0.011737+0.035299i,0.0041617+0.032827i,-0.009392+0.019654i,-0.018053+0.0067671i,-0.015032-0.00078281i,-0.0017475-0.0042933i,0.013286-0.0010104i,0.020061+0.01113i,0.01972+0.020812i,0.017462+0.016669i,0.012883+0.0041802i
-0.042383+0.22574i,-0.1022+0.39478i,-0.12153+0.39412i,-0.071034+0.26469i,-0.0058667+0.15557i,0.02767+0.060577i,0.0041572+1.6213e-05i,-0.03323-0.0049984i,-0.047394-0.0062602i,-0.043513-0.012677i,-0.032072-0.015104i,-0.033137-0.015194i,-0.035707-0.010973i,-0.022018-0.014054i,-0.0054775-0.017132i,0.0015365-0.012282i,-0.002509-0.0070817i,-0.0071165-0.003342i,-0.0039979-0.0050936i,-0.00063615-0.0076332i,-0.0022126-0.0052998i,-0.0068812+0.0014421i,-0.0067022+0.0094307i
-0.27706+0.11363i,-0.41939+0.16986i,-0.33823+0.20642i,-0.079687+0.21348i,0.10471+0.14866i,0.11132+0.055286i,0.052613-6.4912e-05i,0.012199-0.021737i,-0.011884-0.028146i,-0.020188-0.021226i,-0.011575-0.015986i,-0.0026984-0.023616i,-0.0035098-0.033108i,-0.0054382-0.032282i,-0.0054264-0.026264i,-0.0047251-0.020862i,-0.0035642-0.012498i,-0.0049765+0.0028047i,-0.0093901+0.015406i,-0.010129+0.014734i,-0.0038249+0.0087413i,0.0050336+0.0041358i,0.010465+0.0016808i
-0.23165-0.25784i,-0.30644-0.386i,-0.22176-0.33642i,-0.10273-0.22011i,-0.081333-0.15505i,-0.07801-0.077632i,-0.031637-0.024766i,0.0071099-0.029322i,0.026849-0.022588i,0.048231+0.0003854i,0.053815+0.010914i,0.039468+0.013264i,0.025894+0.016473i,0.022056+0.016248i,0.018222+0.0069527i,0.0090209-0.003717i,0.0029219-0.0086448i,-0.0018038-0.00361i,-0.011881+0.013388i,-0.018542+0.03017i,-0.016262+0.029527i,-0.010984+0.015903i,-0.0069136+0.0051866i
0.19225-0.36064i,0.31985-0.51074i,0.25886-0.47234i,0.042468-0.30741i,-0.099121-0.13848i,-0.10543-0.025094i,-0.051308+0.022057i,-0.01364+0.017605i,-0.0055211+0.0017879i,-0.0080864-0.0061876i,-0.014555-0.0042812i,-0.011694+0.0054679i,-0.00066134+0.0153i,0.0073735+0.025446i,0.015161+0.030037i,0.021373+0.021308i,0.023429+0.006428i,0.02345-0.011996i,0.023704-0.030801i,0.023212-0.039038i,0.019673-0.034234i,0.015033-0.024841i,0.0089173-0.017933i
0.46397+0.055769i,0.6325+0.055141i,0.54843+0.0039606i,0.38092-0.034784i,0.27404-0.018383i,0.1804-0.0050038i,0.082376+0.0022389i,0.03294+0.0086258i,0.0044885-0.0093594i,-0.027123-0.020807i,-0.038961-0.012755i,-0.037186-0.0059511i,-0.035035-0.010458i,-0.031523-0.019343i,-0.01965-0.018985i,6.1676e-05-0.010925i,0.012793-0.0040991i,0.010939-0.007384i,-0.0062554-0.021065i,-0.02923-0.029183i,-0.036393-0.018729i,-0.025252+0.0014424i,-0.010423+0.011546i
0.061911+0.50464i,0.076228+0.6743i,0.074524+0.50694i,0.10349+0.21131i,0.15255+0.036853i,0.1245-0.032442i,0.043563-0.03444i,0.0068365-0.0056585i,8.2581e-05+0.0017298i,-0.012908+0.0014789i,-0.0099437-0.0014983i,-0.00061015-0.019537i,-0.0066294-0.030945i,-0.018004-0.019378i,-0.022687+0.0074491i,-0.01642+0.027682i,-0.0072486+0.029295i,-0.00065581+0.025154i,0.004604+0.027334i,0.0086355+0.031837i,0.011265+0.02518i,0.0072726+0.0092262i,0.0013975+0.0010482i
-0.49279+0.25387i,-0.65348+0.38943i,-0.53269+0.4466i,-0.3333+0.40473i,-0.2384+0.29162i,-0.15956+0.16442i,-0.077983+0.059782i,-0.024736+0.0050411i,0.021298-0.018469i,0.047427-0.033702i,0.045176-0.03231i,0.034965-0.019717i,0.033197-0.0039306i,0.036873+0.00093702i,0.022353-0.0074986i,-0.0049478-0.0016806i,-0.015951+0.015519i,-0.0071161+0.02382i,0.01601+0.019354i,0.038612+0.0073622i,0.038956+0.00099115i,0.023952+0.0036197i,0.009969+0.0025629i
-0.35808-0.41572i,-0.44961-0.45802i,-0.29928-0.19811i,-0.09426+0.088639i,-0.042231+0.17001i,-0.044735+0.12923i,-0.0048522+0.056686i,0.014996-0.00060942i,0.0096378+0.00057975i,0.0067776+0.01824i,-0.0010376+0.023619i,0.00082217+0.024602i,0.012933+0.017947i,0.018335+0.012i,0.012507+0.0045638i,-0.00091551-0.0045527i,-0.008617-0.0058774i,-0.0076538-0.0058087i,-0.01166-0.014961i,-0.022665-0.027289i,-0.027807-0.031621i,-0.021487-0.030708i,-0.011289-0.027384i
0.32417-0.49556i,0.39588-0.67396i,0.28755-0.64457i,0.17473-0.51834i,0.12653-0.39938i,0.049429-0.25449i,0.0014243-0.12008i,-0.0022466-0.047632i,-0.0027596-0.018086i,-0.00094268-0.010995i,0.0049926-0.0082547i,0.013246+0.0032985i,0.01013+0.0042468i,-0.01514-0.0040425i,-0.035679-0.0076891i,-0.037646-0.012938i,-0.037746-0.016935i,-0.040319-0.008915i,-0.036657+0.012876i,-0.0223+0.031981i,-0.0025531+0.030885i,0.010642+0.018336i,0.011806+0.0093949i
0.52827+0.17601i,0.56918+0.091303i,0.28522-0.12993i,-0.062203-0.26031i,-0.18379-0.20507i,-0.1305-0.12009i,-0.084098-0.043381i,-0.042561+0.023883i,-0.0027038+0.043612i,0.017889+0.033028i,0.021431+0.012931i,0.0040053-0.0020611i,-0.010154+0.0028435i,0.0019774+0.010903i,0.023683+0.0078858i,0.030116-0.004315i,0.018099-0.012648i,0.011194-0.0079462i,0.029106+0.0037295i,0.051875+0.00718i,0.047905+0.00056267i,0.025935-0.00055872i,0.013678+0.0031052i
-0.12861+0.54476i,-0.088569+0.68194i,-0.092177+0.62057i,-0.13747+0.56801i,-0.087571+0.5098i,0.0099459+0.33477i,0.033652+0.16145i,0.023251+0.07654i,0.024941+0.0088476i,0.011948-0.043507i,-0.0043345-0.048716i,-0.0068557-0.030285i,0.00093324-0.016709i,0.0059165-0.026639i,-0.0020996-0.043683i,-0.0040132-0.039833i,0.0048723-0.031023i,0.00197-0.033352i,-0.020225-0.038989i,-0.038772-0.03321i,-0.027696-0.014246i,-0.00087365-0.0025491i,0.010472-0.0028605i
-0.44402+0.026962i,-0.44827+0.17311i,-0.16134+0.27753i,0.13654+0.24233i,0.2171+0.15092i,0.18279+0.072273i,0.13155+0.0024545i,0.071165-0.027549i,0.027777-0.015881i,0.011466+0.014863i,0.015492+0.034384i,0.015044+0.026768i,0.00492+0.016044i,0.0068061+0.014862i,0.015053+0.013843i,0.017176+0.0069717i,0.02018-0.0062542i,0.019438-0.012561i,0.0027084+0.0043534i,-0.014677+0.035031i,-0.017612+0.0469i,-0.015825+0.033807i,-0.013514+0.018252i
-0.11569-0.4319i,-0.22779-0.48748i,-0.20137-0.45572i,-0.13412-0.52386i,-0.16506-0.54091i,-0.1872-0.3292i,-0.11233-0.12502i,-0.063314-0.06381i,-0.059246-0.02244i,-0.042041-0.00051316i,-0.031703-0.0067969i,-0.014408-0.011484i,-0.0038142-0.018883i,-0.019109-0.0081836i,-0.021185+0.017754i,-0.0064312+0.029941i,0.00039784+0.032726i,-0.00023179+0.032904i,0.0058577+0.02371i,0.016498+0.0042258i,0.016802-0.012273i,0.0098973-0.0123i,0.0054524-0.0016285i
0.40167-0.14115i,0.41647-0.32718i,0.20073-0.38839i,-0.055453-0.26776i,-0.19426-0.10099i,-0.19132+0.02205i,-0.1233+0.064269i,-0.072828+0.058875i,-0.025557+0.056212i,0.022537+0.040259i,0.027722+0.016947i,0.0026047+0.017751i,-0.002172+0.026248i,0.019089+0.017322i,0.033092-0.002195i,0.02593-0.012339i,0.018567-0.0075856i,0.023216-0.010412i,0.023949-0.034484i,0.0066017-0.051759i,-0.01498-0.036853i,-0.018989-0.0096785i,-0.010194+0.00074969i
0.020736+0.26148i,0.081266+0.28141i,0.14547+0.23591i,0.24976+0.2551i,0.33784+0.26203i,0.28282+0.15133i,0.15395+0.064383i,0.088435+0.030858i,0.041393-0.019771i,-0.015761-0.03653i,-0.031446-0.017413i,-0.021364-0.0087022i,-0.021232-0.011957i,-0.038627-0.0077126i,-0.053542+0.011909i,-0.046375+0.027381i,-0.033783+0.027829i,-0.035171+0.028351i,-0.045919+0.043198i,-0.045375+0.058122i,-0.027376+0.044516i,-0.016387+0.013796i,-0.017136-0.0014423i
-0.05442+0.076466i,0.054931+0.13003i,0.14216+0.12109i,0.1544+0.027195i,0.1456-0.10685i,0.082989-0.17467i,0.0031285-0.14065i,-0.010268-0.086964i,0.0043601-0.060102i,0.019989-0.033696i,0.039553-0.020591i,0.040827-0.020595i,0.042553-0.0087869i,0.058528-0.0034862i,0.054099-0.0088794i,0.031096-0.0076516i,0.018264-0.0049652i,0.021627-0.010256i,0.040378-0.019378i,0.057258-0.024407i,0.054543-0.022063i,0.03965-0.015299i,0.022385-0.011825i
-0.26168-0.085389i,-0.40406+0.041372i,-0.4596+0.14362i,-0.48566+0.091279i,-0.4969+0.024135i,-0.37604+0.038943i,-0.18853+0.042597i,-0.078194+0.015632i,-0.038252+0.010202i,-0.032052+0.017962i,-0.032141+0.018162i,-0.019036+0.0042731i,-0.014748-0.014825i,-0.02653-0.020236i,-0.030142-0.018208i,-0.018446-0.018814i,-0.0055504-0.013153i,-0.00035572-0.0049261i,-0.005361-0.011547i,-0.01744-0.029144i,-0.020835-0.036828i,-0.0096117-0.033413i,5.8908e-05-0.027274i
0.31098-0.13845i,0.38242-0.16268i,0.3778-0.069193i,0.36859+0.099421i,0.31403+0.20356i,0.18644+0.19462i,0.073422+0.13474i,0.027054+0.086994i,0.028834+0.040558i,0.038504-0.010172i,0.029899-0.027989i,0.019641-0.0080527i,0.027342+0.0050217i,0.033347-0.013501i,0.016637-0.035126i,-0.0090468-0.035249i,-0.021059-0.03377i,-0.016835-0.044108i,-0.01512-0.043288i,-0.016794-0.018464i,-0.0021378+0.0097843i,0.016759+0.018841i,0.024763+0.014288i
-0.16102+0.33985i,-0.22802+0.36161i,-0.071382+0.19541i,0.22935-0.03273i,0.3668-0.16547i,0.26624-0.19226i,0.13105-0.1465i,0.061659-0.096324i,0.013583-0.060352i,-0.01174-0.015676i,-0.0080472+0.0073097i,-0.0082592-0.00037936i,-0.026859+0.0040972i,-0.034386+0.037906i,-0.0098363+0.06605i,0.016729+0.062338i,0.020464+0.054482i,0.018982+0.066456i,0.040049+0.082794i,0.067392+0.072332i,0.057605+0.040169i,0.024287+0.026243i,0.0051881+0.026763i
0.042186-0.1844i,0.14408-0.3855i,0.057561-0.44258i,-0.18757-0.31916i,-0.30525-0.1906i,-0.24938-0.12697i,-0.18554-0.087825i,-0.13066-0.036618i,-0.049221-0.012723i,0.0084327-0.033895i,0.021093-0.053185i,0.020167-0.049462i,0.03276-0.046797i,0.038083-0.065427i,0.012054-0.074605i,-0.010351-0.049151i,-0.0096542-0.01895i,-0.0095422-0.010392i,-0.019768-0.022722i,-0.029261-0.034297i,-0.028211-0.028325i,-0.017426-0.02217i,-0.0092294-0.023753i
-0.40336-0.024234i,-0.60422+0.12713i,-0.74933+0.30622i,-0.76699+0.45292i,-0.54947+0.50307i,-0.21384+0.37012i,-0.0044363+0.16127i,0.051428+0.04507i,0.058069+0.024205i,0.04804+0.035683i,0.036235+0.050782i,0.02208+0.047917i,-0.011031+0.047133i,-0.035255+0.063673i,-0.036569+0.057188i,-0.03603+0.029245i,-0.033962+0.015969i,-0.027641+0.027543i,-0.023756+0.051592i,-0.019359+0.063705i,-0.01235+0.051054i,-0.010658+0.026116i,-0.013215+0.01028i
0.564-0.51629i,0.7389-0.62167i,0.76441-0.47563i,0.71881-0.24598i,0.60651-0.11909i,0.41559-0.065015i,0.24216-0.01856i,0.13876-0.00030945i,0.067686-0.01505i,0.0077787-0.034273i,-0.030934-0.032686i,-0.023709-0.0074634i,0.012384-0.0021685i,0.028444-0.022794i,0.025184-0.02643i,0.015228-0.016787i,-0.0095332-0.017774i,-0.036445-0.029215i,-0.044591-0.031134i,-0.026276-0.014774i,0.0039373-0.0024049i,0.024383-0.0011884i,0.033512-0.0062714i
0.036436+0.92599i,-0.00059322+1.1979i,0.099844+0.96047i,0.21936+0.38428i,0.094651-0.032157i,-0.07425-0.092051i,-0.063381-0.031664i,-0.016469-0.021913i,-0.015599-0.011964i,-0.0053771+0.010525i,0.010164+0.018451i,0.0054027+0.017879i,-0.0039092+0.032215i,0.015715+0.051915i,0.049605+0.033328i,0.055642-0.0090524i,0.045717-0.026538i,0.044402-0.026238i,0.041761-0.031695i,0.024771-0.034876i,0.0058983-0.021401i,0.00078018-0.0014287i,0.0015562+0.010108i
-0.036018-0.29311i,0.17828-0.6272i,0.24595-0.77902i,0.024403-0.56964i,-0.17559-0.19428i,-0.22266+0.040689i,-0.21456+0.11028i,-0.15399+0.11613i,-0.07127+0.062363i,-0.036703-0.0040627i,-0.033864-0.028553i,-0.026776-0.038589i,-0.031576-0.068035i,-0.066581-0.085659i,-0.094386-0.049671i,-0.070783-0.0042516i,-0.028095-0.0040394i,-0.018944-0.024714i,-0.035684-0.024471i,-0.046489-0.001635i,-0.042214+0.01526i,-0.036185+0.012226i,-0.032314+0.0046264i
-0.68607+0.2047i,-0.99066+0.46247i,-1.0502+0.55391i,-0.84779+0.438i,-0.50913+0.27653i,-0.16082+0.14601i,0.039061+0.032164i,0.077362-0.018412i,0.084237-0.0097527i,0.10542-0.0041252i,0.10846-0.019616i,0.071524-0.023437i,0.035894+0.012287i,0.039062+0.04173i,0.041434+0.02507i,0.017782+0.0031346i,0.0015733+0.0027273i,0.010235+0.010581i,0.031186+0.012079i,0.04312-0.0013127i,0.032358-0.014107i,0.019874-0.010783i,0.020781-0.0049723i
0.34491-1.218i,0.32474-1.5496i,0.25407-1.3129i,0.21627-0.86558i,0.18625-0.60767i,0.087371-0.43948i,0.01001-0.24317i,-0.0097671-0.11297i,-0.034841-0.046592i,-0.057024-0.0090464i,-0.07325+0.0093141i,-0.059304+0.011563i,-0.024447-0.023968i,-0.011988-0.060119i,-0.0040693-0.058186i,0.0052773-0.039921i,-0.0023962-0.022612i,-0.020772-0.012707i,-0.036242-0.010968i,-0.036155-0.007748i,-0.018635-0.0063821i,-0.000397-0.012151i,0.0028766-0.014327i
0.58494+1.3705i,0.62959+1.8887i,0.50226+1.8385i,0.37777+1.3097i,0.15835+0.73143i,-0.070218+0.34757i,-0.11793+0.14405i,-0.060935+0.051979i,-0.0074807+0.015803i,0.025313-0.00043771i,0.046454-0.0071037i,0.0589+0.0009275i,0.068415+0.017245i,0.07233+0.02067i,0.050821+0.0072355i,0.022052-0.00073003i,0.021598-0.0013652i,0.03721-0.010015i,0.039819-0.01626i,0.030804-0.010264i,0.019548-0.0040078i,0.0045273-0.00045726i,-0.0078757+0.0044196i
-0.19575-0.4682i,0.13388-1.042i,0.40199-1.322i,0.34813-1.0339i,0.22845-0.52646i,0.11958-0.1279i,0.0038461+0.10342i,-0.034477+0.15187i,-0.031798+0.088524i,-0.021125+0.041208i,-0.0057511+0.024437i,-0.013826+0.015956i,-0.039256+0.016395i,-0.060349+0.033165i,-0.040404+0.06772i,0.018457+0.066585i,0.050523+0.021611i,0.036781-0.016826i,0.0058781-0.029152i,-0.015447-0.021626i,-0.013144-0.0069514i,-0.0013919+0.0029197i,0.0070889+0.0022261i
-0.45961+0.43678i,-0.62291+0.88439i,-0.64899+0.89321i,-0.55446+0.49726i,-0.37235+0.18118i,-0.10631+0.0031826i,0.064673-0.14256i,0.069572-0.16976i,0.050699-0.11089i,0.04253-0.077627i,0.015125-0.072599i,-0.0060207-0.059357i,0.01365-0.031424i,0.046776-0.023565i,0.030243-0.035894i,-0.015016-0.015819i,-0.021057+0.033404i,0.014154+0.069094i,0.048844+0.070229i,0.050648+0.045142i,0.029793+0.017885i,0.017217-0.008368i,0.0099506-0.030644i
-0.19004-1.3304i,-0.53255-1.7208i,-0.55374-1.5154i,-0.30508-1.0306i,-0.16018-0.67023i,-0.1759-0.38536i,-0.18512-0.12421i,-0.12766+0.030022i,-0.067824+0.072638i,-0.035123+0.074852i,-0.0092625+0.08388i,0.010769+0.072716i,-0.0020955+0.033706i,-0.023286+0.0097358i,-0.02215+0.0022775i,-0.02117+0.0054569i,-0.023288+0.02509i,-0.016535+0.038827i,-0.0055425+0.022918i,0.0062667-0.0051876i,0.013266-0.016622i,0.011983-0.0085774i,0.0079835+0.006424i
0.94733+1.4476i,1.1397+2.0241i,0.95423+2.0688i,0.74756+1.5806i,0.58107+0.95442i,0.32271+0.4977i,0.15728+0.24192i,0.12828+0.05787i,0.085634-0.075304i,0.027153-0.10846i,0.011286-0.098585i,0.01165-0.082713i,0.015195-0.04617i,0.01577-0.027529i,-0.01578-0.031376i,-0.05169-0.016848i,-0.062807+0.011703i,-0.061132+0.030091i,-0.045577+0.033714i,-0.015978+0.026074i,0.0080241+0.015352i,0.017394+0.010161i,0.015941+0.0023542i
-0.60308-0.65699i,-0.40822-1.4223i,-0.19296-1.7956i,-0.22517-1.3851i,-0.1905-0.73548i,-0.0089367-0.36733i,0.029215-0.21947i,-0.051336-0.10619i,-0.083201-0.0061245i,-0.04708+0.034276i,-0.0092326+0.032323i,0.0072316+0.031476i,0.022284+0.028844i,0.026273+0.020997i,0.022034-0.0002101i,0.006424-0.05124i,-0.029192-0.097674i,-0.066401-0.10123i,-0.086537-0.057499i,-0.074345+0.0045057i,-0.03218+0.036287i,0.0055582+0.025607i,0.018322+0.00058065i
0.0014411+0.11019i,0.029292+0.63793i,0.03518+0.98678i,0.04376+0.87633i,-0.01738+0.56713i,-0.14222+0.27276i,-0.18655+0.048508i,-0.1005-0.043772i,0.040306-0.066561i,0.11273-0.072878i,0.093139-0.061977i,0.038132-0.059662i,-0.005001-0.05823i,-0.012395-0.03704i,-0.0015738-0.005362i,0.00091741+0.029862i,0.0038701+0.059151i,0.030387+0.072324i,0.081493+0.052928i,0.11394+0.010733i,0.09448-0.011211i,0.057756-0.0068276i,0.038686+0.00054152i
-0.10468-0.59491i,-0.44995-0.80525i,-0.43114-0.83274i,-0.13286-0.74832i,0.0013574-0.58729i,0.01627-0.33719i,0.068529-0.106i,0.061962-0.011553i,-0.045022-0.0023622i,-0.11918-0.00066685i,-0.087065+0.001996i,-0.0094985+0.00063632i,0.034438+0.0022542i,0.038237-0.0017816i,0.027684-0.029329i,0.020181-0.05848i,0.012593-0.068589i,-0.024373-0.067345i,-0.083208-0.048866i,-0.1058-0.016053i,-0.073727+0.008892i,-0.02968+0.013039i,-0.0024362+0.0051126i
0.72145+1.2785i,1.1076+1.6452i,1.1177+1.55i,0.82639+1.0489i,0.49702+0.56718i,0.27029+0.35233i,0.20695+0.22i,0.18496+0.049317i,0.11972-0.058827i,0.053523-0.054386i,0.013799+0.0026614i,-0.0067434+0.046765i,-0.025581+0.056745i,-0.055834+0.039966i,-0.083578+0.017414i,-0.091259+0.014873i,-0.072497+0.040869i,-0.024644+0.056346i,0.026723+0.038596i,0.04039+0.026085i,0.018312+0.029203i,-0.0085281+0.028729i,-0.023934+0.030202i
-0.8552-0.70862i,-0.95-1.2873i,-0.98224-1.4583i,-1.0106-0.85533i,-0.82386-0.13479i,-0.54938+0.024621i,-0.42597-0.0459i,-0.23537+0.0039991i,0.067896+0.0052019i,0.23986-0.084846i,0.22733-0.13322i,0.14164-0.12429i,0.073919-0.11279i,0.050639-0.10777i,0.051162-0.095323i,0.03314-0.089994i,-0.035996-0.10552i,-0.12325-0.10571i,-0.15394-0.043966i,-0.10187+0.047968i,-0.021907+0.093354i,0.036323+0.080106i,0.067677+0.03685i
0.12678-0.24774i,0.11653+0.18546i,0.26382+0.58328i,0.50023+0.43404i,0.54986+0.017888i,0.41372-0.15383i,0.25789-0.10891i,0.12235+0.014334i,0.062291+0.14122i,0.05312+0.16012i,0.020269+0.097035i,-0.016263+0.068392i,0.00061519+0.10512i,0.076619+0.12376i,0.15758+0.070751i,0.20228-0.014545i,0.22239-0.092362i,0.21677-0.13637i,0.16321-0.14788i,0.072734-0.14427i,-0.003414-0.11837i,-0.03642-0.078545i,-0.045487-0.028372i
0.50204-0.096893i,0.32136-0.25518i,0.039994-0.29895i,-0.16996-0.2181i,-0.38547-0.13332i,-0.51431-0.01485i,-0.33571+0.097691i,-0.080637+0.039933i,-0.031275-0.044721i,-0.04943+0.0063236i,-0.0039657+0.054889i,0.038239+0.0020709i,0.01816-0.098473i,-0.060424-0.15539i,-0.14448-0.12384i,-0.17501-0.047297i,-0.16264+0.0098658i,-0.14588+0.025139i,-0.12332+0.036559i,-0.087009+0.06838i,-0.046622+0.087208i,-0.010925+0.074492i,0.019667+0.0376i
-0.13226+1.0289i,0.18514+1.127i,0.42117+0.82913i,0.28321+0.50664i,0.036051+0.44516i,0.0070192+0.4623i,0.063002+0.3357i,0.05875+0.18559i,0.075126+0.081503i,0.10322-0.035613i,0.076016-0.089808i,0.023652-0.035394i,-0.0020177+0.052847i,0.025648+0.11559i,0.10669+0.1334i,0.19728+0.1036i,0.23591+0.031784i,0.19243-0.044786i,0.080015-0.069254i,-0.03129-0.046532i,-0.08334-0.024906i,-0.083905-0.013027i,-0.06895+0.010229i
-0.47297-0.76766i,-0.52903-0.84963i,-0.47315-0.67134i,-0.21738-0.41969i,0.21693-0.3309i,0.49391-0.45225i,0.38922-0.46078i,0.17652-0.19997i,0.10013+0.064984i,0.058831+0.18027i,0.014969+0.1983i,0.024065+0.13236i,0.036303+0.031497i,0.021077-0.019041i,0.0033373-0.017405i,-0.022535-0.018966i,-0.037745-0.049459i,-0.0052885-0.078065i,0.040802-0.089165i,0.04537-0.098035i,0.026568-0.097966i,0.027545-0.084213i,0.039403-0.07817i
0.40893+0.041491i,0.40669+0.14941i,0.35977+0.080844i,0.14592-0.23457i,-0.26004-0.44074i,-0.48331-0.36285i,-0.39403-0.24989i,-0.27354-0.17364i,-0.18727-0.053003i,-0.075946-0.0051764i,-0.041983-0.079712i,-0.087688-0.10358i,-0.097342-0.045034i,-0.078551-0.0066231i,-0.068101+0.024221i,-0.0032225+0.057553i,0.098387+0.03991i,0.11633+0.00857i,0.062997+0.028205i,0.031751+0.046308i,0.022549+0.017553i,-0.0031443-0.01166i,-0.029387+0.0064838i
0.64531+7.4922i,3.3729+6.9996i,6.6032+6.4062i,7.4048+3.2346i,6.0508-0.44708i,3.1792-2.697i,0.36543-2.1098i,-0.65533-0.12867i,0.039196+1.1832i,0.99124+0.92215i,0.80036-0.080763i,-0.076916-0.57763i,-0.82908-0.48812i,-1.2596+0.022613i,-1.0761+0.57508i,-0.49968+0.69147i,-0.019887+0.41346i,0.11604-0.00025713i,-0.089863-0.25557i,-0.32783-0.24895i,-0.36257-0.20766i,-0.26615-0.2027i,-0.11459-0.19819i
-0.70263+0.5757i,-0.64594+0.53499i,-0.40275+0.25727i,-0.11968+0.16206i,0.18076+0.28482i,0.37152+0.29445i,0.32511+0.13895i,0.20054-0.049212i,0.097864-0.19285i,0.0015895-0.22211i,-0.040832-0.15848i,-0.037957-0.11367i,-0.052036-0.097822i,-0.06647-0.070062i,-0.058196-0.034357i,-0.039225+0.00023005i,-0.027602+0.022353i,-0.027622+0.03406i,-0.0068487+0.051117i,0.032733+0.047086i,0.035856+0.0074023i,-0.0025293-0.031732i,-0.034544-0.037056i
