-0.002769+0.0012794i,-0.0013457+0.0024327i,-0.0023622+0.0034501i,-0.0022847+0.0032302i,-0.0016773+0.0026016i,-0.0003583+0.0022738i,-0.00015394+0.0021427i,-0.00059354+0.0017878i,-0.00016846+0.0015846i,0.00043742+0.00089193i,0.00055002-0.00091089i,0.00068056-0.0015968i,0.001067-0.0011371i,0.00080751-0.001836i,6.1952e-05-0.0017241i,-0.00012172-0.00052158i,0.00042433+0.00080017i,0.00026491+0.0012945i,0.00022151+0.0004065i,0.00085202+4.9267e-05i,0.00081039+0.00026465i,0.00052797+0.00047407i,0.00071213+3.5783e-05i
0.0032751-0.0016252i,0.0036415-0.0011046i,0.0023195-0.0012717i,0.00056044-0.0008876i,0.00074723+0.00066768i,0.0013176+0.002253i,0.00053503+0.0019424i,0.00016969+0.00066163i,0.00055046-0.00049781i,0.00039597-0.00098711i,0.00010407-0.00049617i,-0.00033667+0.00043738i,-0.00065869+0.00064385i,-0.0011282+0.00017445i,-0.0011662+0.00014335i,-0.00050619+0.0003943i,-0.00031889+0.00014824i,-0.00055582+4.8217e-05i,-0.00041433-7.9047e-05i,-0.00019053-0.00059756i,0.00023305-0.00060869i,0.00072972-7.1111e-05i,0.00046177+0.00024543i
-0.0016338-0.0019839i,-0.0030832-0.0011919i,-0.0044765-0.0012515i,-0.0034048-0.0014279i,-0.0021812-0.0003048i,-0.00042938+0.00095279i,-0.00010656+0.0015976i,0.00016953+0.0012199i,0.00024444+0.00024689i,-0.00097062+3.0604e-05i,-0.0010147+0.00038398i,-6.6865e-05+0.0001364i,0.00042819-0.0002521i,-0.00043288-0.00068239i,-0.00027842-0.00064817i,0.00019401-0.00017502i,-0.00013295+0.000186i,-0.00027279+0.00053975i,0.00029944+7.8359e-05i,-0.00014211-8.3429e-05i,-0.00066281+0.00015711i,-0.00069594+0.00046024i,-0.0010546+0.00071168i
0.0018347+0.0026933i,0.0030694+0.0018342i,0.0025491+0.0012064i,0.0011643-0.00028308i,0.00014658-0.002118i,-0.0011109-0.0021346i,-0.0011722-0.00067367i,-0.00026647-0.00028669i,-0.00050116-0.00074523i,-0.0013188-0.00043674i,-0.0010829-0.00089445i,-0.00056535-0.0011999i,-0.00090347-0.00085919i,-0.0014951-0.00054361i,-0.00033345+0.00039501i,0.00087623+0.00065786i,0.00063738+0.00030534i,-0.00016733+0.00076828i,-0.00040705+0.0010586i,-0.0002767+0.00055182i,-0.00012904+0.00013392i,-0.00028002+0.00018449i,-0.00069156+0.00031629i
-3.4351e-05+0.00053285i,0.00095788-0.0010367i,0.0015237-0.0010118i,0.0016748-0.00056516i,0.0012232+0.0001025i,0.00057545+0.00045536i,-0.00012101+0.00088914i,-0.00099339+0.00080942i,-0.0011519+0.00037908i,-0.00078322+0.00036877i,-0.00067244+0.00040982i,-0.00032622+0.00026596i,-2.5398e-06+0.00044429i,0.00067969+0.00042854i,0.0015394+0.00028497i,0.00067735+0.00015817i,-0.00076147+7.9724e-06i,-0.00055172+0.00036896i,0.0010878+0.00030409i,0.0016054-0.00046248i,0.00065814-0.00035102i,-4.4958e-05+0.00068215i,-0.00075468+0.0010642i
-0.00013488-0.0017322i,-0.00087808-0.0024536i,-0.0010041-0.0018828i,-0.001131-0.0013013i,-0.00043667-0.0011026i,0.00079335+0.00023664i,0.0012056+0.001029i,0.00096576+0.00065245i,0.00010884-0.00016765i,-0.0003789-0.00075281i,-0.00052326-0.00095388i,-0.00065682-0.00062957i,-0.00010333-0.00016865i,0.00045535+0.00046174i,0.00089941+0.00075522i,0.00055782+0.00027247i,-0.0006707-0.00020697i,-0.00088398-0.00065844i,-0.00061774-0.00015722i,3.4829e-05-6.6254e-05i,0.0013508-0.00033859i,0.0014491-0.00038865i,0.00091671-0.0008391i
0.0020119+0.001738i,0.0014285+0.0019705i,0.0010665+0.0014138i,0.00099866+0.00081166i,0.00091697+0.0014506i,0.0010846+0.001759i,-6.6498e-05+0.00049206i,-0.00079723-0.00014587i,-0.00030323-0.00035616i,-0.00029231-0.0001579i,-0.00081354+0.0004202i,-0.00043361-0.00012619i,-0.00030975-0.00062751i,-0.00062072-0.00039768i,-0.000982-1.0159e-05i,-0.00064454+0.00040832i,0.00060694+0.00080003i,0.0010337+0.0011488i,0.00063217+0.00064817i,-2.4043e-05-0.00038933i,-0.00029548-0.00022945i,0.00011755+0.000576i,0.00053278+0.00055063i
-0.0010792-0.0010703i,-0.0010218-0.00083705i,-0.0017551-0.0011162i,-0.0018674-0.00080338i,-0.0014971+0.00016252i,-0.00066958+0.00048629i,0.00011125-0.00017282i,0.00026877-0.00025961i,-0.0005401-0.00018227i,-0.0012075-0.00016221i,-0.0010329-0.00027977i,-0.0011546-0.00025859i,-0.00044415+0.00034089i,-0.0002543+0.00099045i,-0.0006219+0.00050053i,-0.00011263+0.00036092i,-0.00020779+0.00068807i,6.9534e-05+0.00061692i,0.00090365+0.00048558i,0.00081863-2.7477e-05i,-3.6278e-05-0.00067319i,-0.0011468-0.00012507i,-0.00083199+0.001008i
0.00067817+0.0019178i,0.00070777+0.002823i,0.0016427+0.0031444i,0.0010929+0.0022816i,0.00087167+0.0011911i,0.0010202+0.0016848i,0.00080899+0.0018028i,0.00082006+0.0010301i,0.00078074-0.00017092i,0.00020865-0.0010486i,-0.00072116-0.00077579i,-0.0010261-0.00032022i,-3.2243e-05-0.0002571i,0.00048662+0.0006139i,-0.00038878+0.0006482i,-0.00061381+4.1072e-05i,-8.3516e-05-6.7742e-05i,0.00044162-0.00010302i,0.00042498-0.00062706i,-0.0001276-0.0007036i,-0.00020124-0.0007457i,-0.00048455-0.00043802i,-0.00095543-3.5022e-05i
0.00045545-0.0029501i,-0.00045945-0.0046909i,-0.00014821-0.0047445i,-0.00012984-0.0028861i,-0.00052122+0.00019933i,0.00018919+0.0010494i,0.00068067+0.0009547i,0.00091967+0.00062114i,0.00075319-0.0002694i,-3.4445e-05-0.00023432i,4.4595e-05+0.00010277i,-0.00034595+0.00035088i,-0.0009597+0.00029264i,-0.00047647-0.0004898i,0.00018393-0.00021006i,0.00063411+0.00044095i,0.00083953+0.00017553i,0.00017738-0.00025504i,-0.00022438-5.4211e-05i,3.4803e-05+0.00013056i,0.00017589-2.8729e-06i,-0.0002539+0.0001213i,-0.00080652+0.0001591i
-0.00049544+0.0023113i,-0.0017054+0.0034426i,-0.0013413+0.0043576i,-0.00073977+0.0022089i,-0.00038127+0.00051098i,-8.9563e-05+0.0010224i,0.00057464+0.0010448i,0.00078003+0.00014403i,0.00038469-0.00074762i,-0.00023175-0.00061861i,-0.00073674-0.00074387i,-0.00088663-0.0011759i,-0.0011603-0.001559i,-0.0010422-0.0014506i,-0.00040412-0.0016093i,-0.00033903-0.0011177i,-0.0011507-0.00010382i,-0.0011693-2.9151e-05i,-0.00053924-9.7321e-05i,-0.00069529-0.00049215i,-0.00052419-0.0012724i,-0.00064004-0.0013553i,-0.00079886-0.00054824i
0.00032377-0.00066435i,0.0008325-0.0028803i,-0.00044702-0.0040553i,-0.00071869-0.0022603i,0.00071938-5.3629e-05i,0.0013405+0.00099988i,0.0010116+0.00061116i,0.00022799-0.00038541i,-0.000346-0.0010137i,-0.00041174-0.00018632i,-0.00061047+0.00036915i,-0.00047256-6.3125e-05i,-0.00029035-0.00051192i,-7.5258e-05-0.0010141i,3.507e-05-0.00040327i,-7.6887e-05+0.00088747i,0.00046189+0.0011571i,0.00073799+0.00048842i,2.2709e-07+0.00038545i,-0.00020579+0.00040636i,-0.00020947+0.0006135i,-0.00045438+0.00074941i,-0.00034388+0.00041462i
0.0019216-0.00012807i,-0.00047358-0.00022476i,-0.0016485-0.0010569i,-0.0023743-0.001606i,-0.0028463-0.00098014i,-0.0017704+0.00050668i,-0.00064394+0.0010092i,-0.00094899+0.00036052i,-0.0015041-0.00090448i,-0.0015567-0.00085214i,-0.0015855-0.00014922i,-0.0011601+3.0397e-05i,0.00021485+0.00028364i,0.0014128+0.00060918i,0.0017298+0.00061994i,0.0013939+0.00030492i,0.00090038-0.00043618i,0.00016117-0.00013088i,-0.00046306+0.00094099i,-0.00031277+0.00079621i,0.00011535+0.00018455i,0.00018142+0.00015737i,-0.00081597+0.0004138i
-0.00062142-0.0015792i,0.00056479-0.00118i,0.0012036-0.0011421i,0.00015504-0.0013813i,-0.0001497-0.00079362i,0.0012133+0.00041565i,0.0010275+0.00064763i,-0.00010025-0.00061563i,-0.00080415-0.0011067i,-0.00084905-0.00022975i,-0.0010016-0.00045542i,-0.0010279-0.00086767i,-0.00062825-0.00081201i,-0.00023948-0.001268i,8.3666e-05-0.001354i,-8.4312e-05-0.00095057i,-0.00084906-0.00068521i,-0.00079649-0.00059353i,-5.5892e-05-0.00073216i,0.00038103-0.0008228i,0.00058943-0.00092434i,0.00033414-0.00076384i,0.00051025-0.00010344i
0.00074138-0.001379i,-0.0012037-0.0015013i,-0.001838-0.0019352i,-0.0019177-0.0020487i,-0.0017444-0.00056886i,-0.0010685+0.00070298i,-3.9561e-05+0.00063966i,0.00066912-2.5646e-05i,0.00082579-0.00081945i,0.00021683-0.0012288i,-0.00038592-0.0010546i,-0.00094853-0.00020003i,-0.00098398+0.00017732i,-0.0001678+8.694e-05i,0.00025714+0.00067108i,0.00015405+0.00065599i,0.00027556+0.00051684i,-0.00012774+0.001059i,-5.5512e-05+0.00096005i,0.00079592-2.7626e-05i,0.001099-0.00041503i,0.00067407-0.00031419i,-0.00046899-0.00039134i
0.0023547-0.00031451i,0.001245-0.001933i,0.00059137-0.0034512i,-0.00034545-0.0033454i,-0.0010814-0.0018021i,-0.0012844+0.00035603i,1.2873e-05+0.0014107i,0.00072901+0.0012536i,0.00072594-0.00013038i,0.00048222-0.00071903i,-0.00089249-0.0006661i,-0.0014046-0.00059892i,-0.00074529+4.8892e-05i,-0.00038845+0.00061097i,0.00012784-5.0918e-05i,0.00082881+4.1992e-05i,0.00040789+0.00043589i,-0.00015567-9.3377e-05i,1.3601e-05+5.931e-05i,-0.00019539+0.00048637i,-0.00058496+0.00034378i,-0.00071666+0.00013497i,-0.00015552-0.00037781i
0.0028674-0.0025556i,0.0020964-0.0033077i,8.5767e-05-0.0028428i,-0.00023651-0.0013757i,-0.00018313-0.00047997i,-0.00056056+0.00019244i,0.00051745+0.00049364i,0.00084412+0.00057944i,-0.00082235+0.0004618i,-0.0018743-0.00062996i,-0.0018567-0.00089486i,-0.001073+0.00010197i,0.00010357+0.00024579i,0.0010774-0.00035426i,0.0011728-0.00016932i,0.00059624+0.00028489i,7.5677e-05-0.00018285i,-0.00013595-0.00013026i,-0.00050507+0.00070099i,-0.00051082+0.0016537i,-0.00029424+0.0017878i,-6.4405e-05+0.0010738i,-5.9715e-05+0.00073789i
-0.0019585+0.0014308i,-0.001755+0.0030161i,-0.0011676+0.0040115i,-0.0015156+0.0040191i,-0.0015312+0.0034721i,0.00015104+0.0018953i,0.0011074+0.00048993i,7.5226e-05-2.7117e-05i,-0.0010486-0.00010973i,-0.0012698-0.00045766i,-0.00014662-0.00095324i,0.00041276-0.0002365i,0.00018999-0.00053642i,-0.00037099-0.00029042i,-0.00055874+0.00071222i,8.2626e-05-0.00010326i,-0.00050921-0.00010472i,-0.0011408+0.00023227i,-0.0005199-0.00042399i,0.00050525-0.00012195i,0.00048618+0.00055672i,-0.00034261+0.00038874i,-0.00028994-0.00057092i
-0.0029737-0.0032145i,-0.0045556-0.0036779i,-0.0042059-0.0032358i,-0.0034262-0.0020963i,-0.002249-0.00057994i,-0.0004281+0.00062066i,0.00077042+0.00062926i,0.00022571+0.00045155i,-0.00093112+7.5696e-05i,-0.0010416-0.00056068i,-0.00043532-0.00043699i,9.8579e-05+0.00026371i,0.00020085+0.00024498i,0.00023699-0.00061455i,0.00022305-0.00064018i,0.00027049-5.591e-05i,-0.00012262-0.00022846i,-0.00073895-0.00041797i,-0.00048352+5.7958e-05i,-0.00029724+0.0003165i,-0.00042604-0.00012122i,-0.0005358-0.00047527i,-0.00069342-0.00019637i
0.0013838-0.00065826i,0.00099678+0.00087987i,-0.0009381+0.0027714i,-0.0016438+0.0024162i,-0.00070106+0.0016126i,0.00056563+0.0020191i,0.00077823+0.0016393i,0.00049552+0.00031719i,-0.00014744+0.0002657i,-0.00051361+0.000829i,8.1348e-05+0.0008813i,0.00025883+0.00092056i,0.00030985+0.0006969i,0.00043102+0.0006407i,7.5798e-05+0.00049746i,-0.00020408+0.00054443i,0.00030535+0.00077883i,0.0011809+0.00079715i,0.00097255+0.00041019i,0.00089122-2.7615e-05i,0.00037679-0.00058537i,-0.00045763-0.00099951i,-0.0012508-0.00097018i
0.00028302+0.00031171i,-0.0011897-0.0013977i,-0.0026367-0.0029225i,-0.0016719-0.002513i,-2.5275e-05+0.00013867i,0.00030433+0.0015655i,-0.00035202+0.00089756i,-0.00051304-0.00056174i,-0.00079831-0.0003348i,-0.00073327+0.00019267i,-0.0007914+0.00019567i,-0.00082566+0.00024109i,0.0004312-0.00011585i,0.0009961+0.00015841i,-0.00024055+0.00070205i,-0.00079943+0.0006996i,-0.00070159+0.00044381i,-0.00040819+0.00033315i,0.00020653+0.00061456i,0.00054179+0.0012664i,0.00021161+0.00094344i,-0.00012512+0.00022222i,0.00017547-2.5654e-05i
-0.0012668+0.0020218i,-0.0019408+0.0031096i,-0.0010208+0.0024717i,0.00045473+0.0016977i,0.0014866+0.0017083i,0.0012961+0.0008249i,0.0011258+1.6498e-05i,0.0010734-5.4055e-05i,0.00016914-0.00025781i,-0.00048519-0.00032483i,-0.0006425-7.172e-06i,-0.00055935+0.00040785i,-0.00073537+0.00057519i,-0.00099257+0.00086728i,-0.00087178+0.0012409i,-0.0010431+0.00096415i,-0.00063918-5.9097e-05i,5.2275e-05-0.00062729i,0.00014953-0.00012817i,0.00039727+0.00024919i,0.00012554+0.00037928i,-0.00044861+0.00044224i,-0.00010342+0.00042307i
0.0008185-0.0015056i,0.0010207-0.0014202i,-0.0011167-0.00085164i,-0.0019265-0.00018982i,-0.0015287+0.00063729i,-0.00085206+0.00069603i,-9.1879e-05+0.00080082i,-0.00027961+0.00048784i,-0.0016044-0.00024746i,-0.0019778-0.00025326i,-0.00121+0.00050112i,-0.0010323+0.00092812i,-0.00098306+7.6814e-05i,-0.00030365-0.00016502i,-0.00033205+0.00011963i,3.4239e-05+2.7704e-05i,0.00052296-7.7303e-05i,-7.5401e-05-8.1352e-05i,-0.00054525-0.00020061i,-9.7654e-05-0.000377i,0.00054868-5.5418e-05i,7.7912e-05+0.00012911i,-5.1611e-05+0.00016183i
0.0012969+0.00031762i,0.00027723+0.00034029i,-0.00082234+1.022e-05i,-0.00032867-0.0010925i,0.00013767-0.0010952i,0.00045475+0.00028043i,5.9218e-05+0.00087572i,-0.00093685+0.00010867i,-0.0011514-0.00059346i,-0.00037928-0.00041546i,-1.3566e-05+6.9582e-05i,-0.00011928-0.00079177i,-0.00052679-0.0016383i,-0.00075238-0.0015513i,-0.00017165-0.0010891i,-3.1238e-05+0.00012158i,0.00012212+0.00024477i,0.0002912+7.8706e-05i,-0.00010544+0.00015633i,-0.00017513-0.00043935i,-0.00018136-0.00049867i,-0.00041714-6.9933e-05i,0.00030898-0.00015255i
-0.00016589+0.0025452i,-4.134e-05+0.00274i,9.3426e-05+0.0026351i,0.00031443+0.0023779i,0.0011049+0.0019551i,0.0013787+0.0017025i,0.00098458+0.00019869i,0.00020329-0.0016184i,6.38e-05-0.0010592i,0.00013429-0.00060346i,-0.0012927-0.00090754i,-0.0020772-0.00049911i,-0.0008799-0.00026183i,-0.0004743-0.00032458i,-0.00080868-0.00032068i,-0.00058143+0.00012408i,-0.00062798+0.00046723i,-0.0010351+0.00045755i,-0.00097745+8.1411e-05i,-0.00049489-0.00039439i,0.00018321-0.00068383i,0.00031623-0.00067385i,-0.00014294-0.00037625i
0.00019438-0.00054949i,-0.00043175-0.00090031i,-0.00083111-0.0015156i,-0.00017867-0.0020759i,-2.2032e-05-0.00075679i,-0.00018188+0.00080928i,0.00058241+0.00043311i,0.00069523+0.00028033i,-0.00010778+0.0006544i,-0.00099658+0.00013159i,-0.0008934-0.0002971i,-0.0007795+0.00023993i,-0.00065234+2.9263e-05i,-0.0001558-0.00022812i,1.2674e-05-3.79e-05i,-9.5177e-05+0.00016937i,-0.00021013-0.00044443i,0.00029177-0.00086981i,0.0011904-0.0005416i,0.00083967-0.00015905i,-0.0001473-0.0004957i,-0.00018809-0.00029417i,0.00010331+5.0705e-05i
-0.0024548+0.0015967i,-0.0026966+0.0013946i,-0.0020159+0.0013092i,0.00017152+0.0004528i,0.0012241-9.9263e-05i,0.00042213+0.00044682i,-0.00016313+0.00087425i,-0.00083093+0.0011125i,-0.00094482+0.0013274i,-8.5129e-05+0.0007934i,0.00034764-0.00048078i,0.00016565-0.0011162i,-0.00074853-0.0011032i,-0.00037429-0.00073553i,0.00072984-0.00020365i,0.00020218+0.00037529i,0.00018829+0.00057653i,0.00051994+0.00063185i,-3.9155e-05-0.000128i,0.00054401-0.0011361i,0.00069416-0.00090355i,-0.00052659-0.00017338i,-0.00085972+0.00072756i
0.001777-1.9047e-05i,0.0010818-0.00047756i,0.0014129-0.00067867i,0.0012751-0.0010218i,0.00062307+5.9376e-07i,0.00010056+0.0010486i,-3.3514e-05+0.00038181i,-0.0003974-0.00041234i,-0.00056333-0.00045766i,-0.00051759-0.0003363i,9.2438e-05-0.00079016i,0.0009917-0.00064108i,0.0015086-0.00042758i,0.00094203-0.00076732i,0.00010513-0.00013275i,0.00077296+0.00061567i,0.00091284+0.00015166i,-0.00024506-0.00029195i,-0.00067413+0.00023868i,-0.00035301+0.00057702i,-0.0003064+0.00010714i,-0.00014511-4.3214e-05i,5.4977e-06+0.00030254i
-0.0025076-0.0012871i,-0.0021774-0.0011259i,-0.0022614-0.00054493i,-0.0018286+0.001164i,-0.00071808+0.0020364i,0.0010201+0.0021089i,0.00057465+0.0016861i,-0.00042302+0.00034888i,-0.0015216-0.001191i,-0.0026907-0.0010713i,-0.0016889-0.0002241i,-0.00010659-0.00038036i,0.00070944-0.00098004i,0.00060089-0.00059019i,-4.5354e-05+0.00017247i,-0.00018896+0.00025529i,-0.00056008+0.00016484i,-0.00031791+0.00034866i,0.00024784+0.00012916i,0.00035343-0.00082284i,0.00064449-0.0015246i,0.00022292-0.0015255i,-0.00011589-0.0011051i
0.0014032+0.00056431i,0.0012847+0.00070436i,0.00054128+0.00029682i,-0.00098695+8.1847e-05i,-0.0017175+1.6378e-05i,-0.00019033+0.00065524i,0.00029444+0.00064129i,0.00024237+0.00053361i,0.00041433+0.00054555i,-0.00020341+0.00014308i,-0.00065329-0.0002135i,-0.00074213-0.00027347i,-0.00039579+0.00013591i,-0.0001718+0.0008843i,3.1614e-06+0.00078341i,0.00078032-0.00028768i,0.00080372-0.00051907i,-0.00060369-0.00016523i,-0.0013504+0.00038385i,-0.00088396+0.0007725i,-0.00026437+0.00014496i,-0.00019232-0.00061152i,-0.00035458-0.00091611i
0.0029171-0.0045838i,0.0017385-0.0052983i,-0.00053544-0.005733i,-0.0029058-0.0049086i,-0.0028751-0.001982i,-0.0023218+0.00061653i,-0.00075506+0.00094315i,0.00049653+0.00040813i,-0.00051536+2.2345e-05i,-0.0017658-0.00035338i,-0.0016052-0.0001012i,-0.0010505-8.5055e-05i,-0.000964-0.00055227i,-0.00046665-0.00059588i,-0.00039573-0.00031073i,-0.00082309-0.00024829i,-0.0003057-0.00052187i,0.00040119-0.00068911i,0.00024411-0.00067353i,0.00025044+0.00012301i,0.00019501+2.8493e-05i,-0.00036675-0.00021983i,-0.00095156+4.7968e-05i
-0.00024489+0.00077776i,0.00054103+0.0020659i,0.0011977+0.0021289i,0.0018655+0.00095653i,0.001274+0.0006745i,0.0003332+0.00068787i,0.00039355+0.00038716i,0.0004206-0.00032443i,-0.00014671-0.00083746i,-0.00028093-0.00039327i,-0.00052681-0.00041479i,-0.0010015-0.0010573i,-0.00055158-0.0017048i,2.0274e-05-0.0016752i,-9.5376e-05-0.00040855i,1.4136e-05+0.0007306i,-0.00044496+0.00092457i,-0.00048882+0.00077727i,-0.00031675+0.00030323i,-0.00079832+0.00029877i,-0.0005576-8.0046e-08i,-0.00080912+6.4792e-06i,-0.0008769-0.00053352i
-0.00045894-0.0012399i,0.00044583-0.0027061i,0.00030765-0.0024745i,-0.00045322-0.0012123i,-0.00023783+0.00038082i,0.00078023+0.0015296i,0.00077505+0.001691i,-0.00036119+0.00075968i,-0.00076307+0.00061461i,-0.00054079+0.00050762i,-6.9338e-05-0.00027335i,-0.00018954-0.00059812i,-0.00049785-0.00033582i,-0.00018443+0.00026995i,0.00038188+0.00084651i,0.00041899+0.0010873i,0.0002982+0.0013333i,0.00039569+0.0014477i,0.00024917+0.00061103i,0.00021354-0.00010298i,0.00032918+0.00031135i,-0.00016623+0.00064141i,-0.00072781+0.00043767i
0.00012654-0.00060167i,-0.0003568-0.00020046i,-0.0012462-0.0010937i,6.1322e-05-0.0012567i,0.00048231-0.00038439i,0.00058159+0.00092044i,0.00079109+0.0015i,-0.00028363+0.00071238i,-0.0009805-0.00071559i,-0.00015719-0.00076396i,0.00011767-6.749e-05i,-3.0382e-05+0.00035833i,1.113e-05+1.5592e-05i,0.00021983-0.00053601i,0.00052041-0.00040486i,0.00030825-0.00033471i,0.00017632+4.4141e-05i,0.0011018+0.00027101i,0.0014482+0.00066406i,0.0005723+0.00073914i,-0.00035914+0.00015005i,-0.00062126-0.00043415i,-0.00083775-0.00096505i
-0.00075474+0.00052226i,-0.00038214-0.0003606i,0.00041505-9.5661e-05i,0.00074635+0.0010176i,0.00083344+0.0013427i,0.00054195+0.00018925i,0.00080142-0.00050744i,0.00053858+9.4014e-05i,-0.0002242-5.7155e-05i,-0.00022487-0.00066986i,-0.00027332-0.00054619i,-1.6364e-05-0.00035385i,0.00031531-0.00044545i,-0.00023258-0.00012094i,-0.00049127+0.00051177i,-0.00018195+0.00065946i,0.00020999-0.00019159i,0.00024022-0.00062044i,0.0002163-8.308e-05i,0.00037724+0.00047034i,0.00067597+0.00027004i,0.00029795-0.0002272i,-0.00019498-0.00028874i
-0.0016551+0.00054559i,-0.0016126+0.00031764i,-0.00097784+0.0014134i,1.2374e-05+0.0019484i,0.00045947+0.0017875i,0.00072147+0.0023779i,0.0009485+0.0020872i,0.00023846+0.00076497i,-0.00067852+0.00010538i,-0.00074253+7.373e-06i,-0.00056392-0.00077403i,-0.0011674-0.00085921i,-0.0013891-0.001041i,-0.00090743-0.00098341i,-0.0007314-0.00052794i,-0.00073219-0.00065597i,-0.00042872-0.00056672i,-8.7716e-05+0.00068431i,-0.00025441+0.00082735i,-0.00012881+0.0002284i,0.00040414-0.00013736i,0.00026756-0.00031479i,-4.8649e-06-0.00062367i
-0.00020802-0.00098919i,-0.00030381-0.0012697i,0.00055146-0.00092937i,0.00095533-7.7682e-05i,0.00071073+0.0010545i,-0.00010674+0.0015643i,-0.00044599+0.00069123i,-0.00018625+0.00032501i,-0.00043502+7.9755e-05i,-0.00069418-0.00058378i,-0.0008024-0.00043803i,-0.00036907-0.00058463i,-0.0002403-0.0011527i,-0.0004104-0.00054124i,-0.00073516+0.00024957i,-0.00072458+0.00022127i,-0.00016019+0.00026928i,-1.2689e-05+0.00041788i,-7.9321e-05+0.00034013i,-0.00033408+0.00018828i,0.00039958+0.00019474i,0.00080135+1.161e-06i,0.00028608-0.00018221i
-0.0022704-0.00055726i,-0.0034584+0.00037818i,-0.0041217+0.00031146i,-0.0036611-0.00024823i,-0.0020695+0.0014572i,-0.00047541+0.0026372i,4.3849e-06+0.0017518i,-0.00025503+0.00064945i,-0.00086568+0.00019732i,-0.0015231-0.00016195i,-0.0010825+0.00031763i,-0.0003611+0.00097522i,-2.7409e-05+0.00087156i,-0.00064003+0.0003689i,-0.00081935-0.00017824i,-0.00034308-0.00078289i,0.00034815-0.00075432i,0.00030658-0.00011644i,-0.00018807-0.00013287i,4.2043e-06-0.00046337i,0.00018494-0.00096853i,0.0001102-0.00056195i,0.0003437-0.0001422i
-6.0195e-05-0.0013766i,-1.6985e-05-0.0020869i,0.00064129-0.0023114i,9.2432e-05-0.00151i,-0.00043288-0.00043901i,-0.00022128+3.9497e-06i,-2.4582e-05-0.00016595i,0.00057456-0.00049298i,0.00022837-0.00052283i,0.00010239-0.00084951i,0.00060303-0.00048943i,1.977e-05+0.00010526i,7.1925e-05+0.00021412i,0.00056843-0.00069687i,0.00052075-0.0010171i,-0.00031843+1.2269e-05i,-0.0012361+0.00026756i,-0.0013781+0.00085714i,-0.00044004+0.00083053i,2.826e-05+0.00072593i,-0.00030695+0.00014328i,-0.00085053-0.00027857i,-0.0006225-0.00015424i
-0.00067901+0.00054251i,1.492e-05+0.00086091i,0.00022592+0.00085041i,0.00019943+0.00051653i,0.00039172-4.1201e-05i,0.00099358-0.00046985i,0.0010396-0.00036188i,0.00024637-0.00085036i,-0.00019126-0.0011881i,-0.00080773-0.00041371i,-0.00098915-0.00031844i,-0.00061535-0.00042188i,-0.00066904+0.00025326i,-0.00022675+0.00067396i,-6.7329e-05+0.00049865i,-0.00044214+0.00030335i,-4.6496e-05+0.00081564i,0.00030094+0.00072588i,0.00013659+0.00037244i,0.0002278+0.00044627i,0.00090819+8.1861e-05i,0.00061161-1.9519e-05i,-0.00024215+2.8365e-05i
-0.00035187+0.00016644i,-0.00089056-0.00031648i,-0.00062711-0.00081012i,-0.00077388-0.00042156i,-0.0005593+0.00021199i,-0.00043691+0.0010872i,-0.00054526+0.0020974i,-0.00036512+0.0012537i,-0.00020308-0.00047121i,-0.00035798-0.0009838i,-0.00056573-0.00020419i,-0.00049784+0.00020256i,-0.00070912+3.08e-05i,-4.7351e-05-0.00023622i,0.00054104-0.00019427i,0.0010239+9.571e-05i,0.00062328+0.00033094i,-0.0001913+0.00042332i,0.00039258+0.00053394i,0.00049189-9.9182e-05i,6.1138e-06-4.4486e-05i,-0.00011673-3.5412e-05i,-0.00032879-0.00053473i
-0.0001218-0.0031027i,-0.0010603-0.0023421i,-0.0012504-0.0019112i,-0.0017078-0.0012509i,-0.0016846-0.00010505i,-0.00075524+0.0012303i,-0.00029454+0.0017384i,0.00022739+0.0014613i,0.00072201+0.00028684i,0.00041216-0.00046631i,0.00021964-0.00028346i,5.7229e-05+4.2106e-05i,-0.00013866-0.00071339i,-0.00025712-0.001263i,0.00015441-0.00036147i,6.7661e-05+0.00056821i,-0.00014975+0.00049224i,0.00043603+0.00022514i,0.00066937+0.00013153i,0.00062967+5.7752e-05i,0.00038238+4.4109e-05i,0.00041163-6.8211e-05i,0.00053055-0.00081401i
5.041e-05+0.00010016i,0.0011875-0.00045165i,0.0012259-0.00081425i,0.00083741-0.0010886i,0.00078818-0.0011735i,0.00082345-0.00023878i,0.00088674+0.00047766i,0.0010725+0.00028781i,0.00049851+0.00053483i,-9.8904e-05+7.0129e-05i,0.00010667-0.00037993i,0.00065417+0.00056359i,0.00022952+0.00094186i,-0.00046139+0.00079608i,-0.00062034+0.00083001i,-9.822e-05+0.00045204i,0.00044246-7.4644e-07i,0.00048327-0.0002854i,0.00047106-0.00034123i,0.00036404-3.4673e-05i,4.0785e-05-9.3371e-05i,-0.00053989-0.00033825i,-0.00068594-0.00054397i
