-0.00011216+0.0015063i,0.00019899-0.00048154i,-0.00024865-0.0016438i,-0.0011956-0.0012875i,-0.0033035-0.00064291i,-0.0037602+0.00028396i,-0.0023401+0.0013608i,-0.0014043+0.0018786i,-0.00069253+0.001174i,0.00027682+0.00034036i,0.00018478+0.00015238i,-3.9108e-05+0.00014089i,0.0004949+0.00021357i,0.00044229+0.00016394i,0.00032616+0.00024486i,0.00020455-3.9574e-05i,0.00027139-0.00019098i,0.00083638-0.00050839i,0.00037553-0.00090533i,0.00018176-0.00077281i,0.00048993-0.00028585i,0.00030746+0.00084994i,0.00013917+0.0016361i
0.15201+0.19767i,0.20898+0.34639i,0.19012+0.41539i,0.13753+0.35204i,0.098209+0.22521i,0.10142+0.11834i,0.13731+0.049229i,0.13319-0.016725i,0.074398-0.060351i,0.024133-0.059441i,0.0079081-0.046707i,0.01004-0.032263i,0.015426-0.0081126i,0.0134+0.017449i,0.0042047+0.034564i,-0.0013931+0.040082i,-0.0034927+0.039686i,-0.00077856+0.034925i,0.01288+0.026787i,0.032687+0.016548i,0.045446+0.0076017i,0.042438+0.0036684i,0.030412+0.0022806i
-0.19682-0.1315i,-0.25283-0.28377i,-0.18364-0.42661i,-0.077241-0.42748i,0.00067663-0.2769i,0.056043-0.14213i,0.046517-0.096551i,-0.0017893-0.043323i,-0.020953+0.025081i,-0.012816+0.05048i,-0.0073398+0.033558i,-0.012783-0.0029817i,-0.023265-0.027181i,-0.024852-0.021813i,-0.01072-0.0068506i,0.011765+0.00028597i,0.028899+0.0030697i,0.029959+0.003675i,0.017721-0.0051831i,0.0032961-0.018407i,-0.0054829-0.027703i,-0.0073224-0.027173i,-0.006822-0.015722i
0.19173+0.024988i,0.19374+0.13459i,0.027243+0.31288i,-0.1496+0.384i,-0.20543+0.24223i,-0.19852+0.074619i,-0.16553+0.030784i,-0.09785+0.027033i,-0.034962-0.0013781i,-0.012069-0.025692i,-0.015973-0.022536i,-0.022311-0.0017109i,-0.012225+0.012538i,0.0097136+0.011392i,0.018549-0.00011636i,0.0086149-0.012755i,0.00055189-0.021104i,-3.4299e-05-0.02151i,-0.00076749-0.0091479i,-0.0027845+0.0095275i,-0.0075758+0.01942i,-0.011018+0.01938i,-0.0045673+0.015633i
-0.14971+0.099096i,-0.12297+0.10262i,0.050594+0.039853i,0.21463+0.010342i,0.22088+0.046705i,0.13452+0.058739i,0.055632+0.02023i,-0.0038087-0.0042043i,-0.03091+0.0069008i,-0.029055+0.018895i,-0.024277+0.02087i,-0.01907+0.025984i,-0.0090325+0.026356i,0.0038649+0.015371i,0.012104+0.0048622i,0.010932+0.00065317i,0.0053368-0.00094338i,0.0038212-0.00042093i,0.01095-0.0034214i,0.021112-0.013341i,0.025628-0.018796i,0.024667-0.017367i,0.020983-0.020366i
0.098768-0.1982i,0.10886-0.28796i,0.045666-0.30326i,-0.021678-0.25702i,-0.019005-0.17354i,0.0079502-0.10033i,0.014739-0.045621i,0.02503+0.006688i,0.039522+0.034812i,0.044654+0.034979i,0.046713+0.029582i,0.042336+0.020752i,0.025006+0.0045036i,0.0017657-0.012512i,-0.010508-0.02217i,-0.013324-0.020644i,-0.017148-0.014689i,-0.019673-0.010805i,-0.023432-0.0055315i,-0.030107+0.0012501i,-0.033403+0.0046069i,-0.03192+0.0032166i,-0.03091+0.0027567i
-0.033469+0.24124i,-0.075518+0.36858i,-0.090356+0.39459i,-0.063718+0.29599i,-0.049302+0.15237i,-0.044197+0.088597i,-0.0042425+0.10079i,0.056996+0.080217i,0.077922+0.013946i,0.052608-0.031912i,0.02869-0.039488i,0.024857-0.026426i,0.027588-0.0067242i,0.020762+0.0073541i,0.0020482+0.013059i,-0.015402+0.018279i,-0.021557+0.025157i,-0.015513+0.028622i,6.6622e-05+0.026657i,0.017234+0.02353i,0.02674+0.021619i,0.027292+0.019597i,0.022975+0.014712i
-0.043754-0.2303i,0.0093665-0.3726i,0.090609-0.41005i,0.10326-0.30825i,0.057523-0.13732i,0.036484-0.020675i,0.032664-0.013743i,-0.00073803-0.029741i,-0.031736-0.007166i,-0.033156+0.02184i,-0.023229+0.026754i,-0.012239+0.0084612i,-0.0088356-0.011313i,-0.010185-0.010585i,-0.001889+0.0019256i,0.014569+0.010405i,0.02446+0.013188i,0.019175+0.010696i,0.0079725-0.00031007i,0.00075004-0.016446i,-0.0011175-0.027323i,-0.00046922-0.0271i,-0.0011406-0.01734i
0.10846+0.16534i,0.057901+0.25883i,-0.096886+0.25922i,-0.17843+0.17004i,-0.095815+0.054393i,-0.0077857-0.046939i,-0.00029691-0.091337i,-0.0040253-0.081286i,0.008967-0.059724i,0.018575-0.050956i,0.014166-0.048519i,0.00083399-0.041807i,-0.0021405-0.028832i,0.0049923-0.019625i,0.006368-0.019995i,-0.0013339-0.0249i,-0.0027931-0.024887i,0.0056348-0.018171i,0.0062586-0.0059683i,-0.004385+0.0069401i,-0.014864+0.011182i,-0.018963+0.0073082i,-0.014504+0.0030733i
-0.15782-0.061411i,-0.1568-0.075105i,-0.03529-0.025713i,0.053395+0.039435i,0.022717+0.045068i,-0.014989+0.016435i,-0.0089356-0.0086313i,-0.0041573-0.030061i,-0.0099169-0.035693i,-0.012002-0.025999i,-0.01086-0.011456i,-0.012117+0.0046498i,-0.012712+0.014089i,-0.0073005+0.016952i,-0.0021037+0.019138i,-0.002246+0.021835i,-0.0045375+0.022888i,-0.0041763+0.0214i,0.0033143+0.016957i,0.015763+0.010708i,0.022087+0.0079402i,0.02065+0.0092938i,0.017688+0.0054776i
0.17988-0.043794i,0.2235-0.073684i,0.16559-0.10366i,0.080392-0.1027i,0.033912-0.04589i,0.016772+0.013995i,-0.002922+0.041512i,-0.027616+0.05847i,-0.036799+0.064599i,-0.033403+0.058684i,-0.024281+0.050696i,-0.013738+0.034756i,-0.011863+0.011661i,-0.014613-0.0090549i,-0.010764-0.018084i,-0.0026586-0.016307i,0.0019741-0.015077i,0.001155-0.016937i,-0.0035638-0.017115i,-0.0095017-0.013801i,-0.012249-0.01074i,-0.012073-0.0093723i,-0.014171-0.0072048i
-0.15053+0.12327i,-0.22364+0.16904i,-0.21578+0.1899i,-0.12451+0.17734i,-0.031053+0.10557i,-0.019503+0.028647i,-0.048677+0.016915i,-0.033907+0.041327i,0.0097457+0.036774i,0.031517+0.0063515i,0.03019-0.012356i,0.023499-0.0076349i,0.018241+0.0092364i,0.013095+0.02155i,0.0036794+0.020375i,-0.0078277+0.013497i,-0.01241+0.012303i,-0.0080383+0.016326i,0.00091628+0.01878i,0.0089904+0.017528i,0.011802+0.015131i,0.010845+0.014116i,0.010092+0.014281i
0.092442-0.15915i,0.19028-0.20597i,0.24268-0.20828i,0.18745-0.19478i,0.075981-0.14934i,0.0092901-0.082692i,0.0085506-0.043384i,0.013455-0.034396i,-0.0016351-0.022787i,-0.016963-0.0052874i,-0.020016+0.0053078i,-0.012822+0.0080195i,-0.0047339+0.0058156i,-0.00050584+0.0037263i,0.0051601+0.0071825i,0.012498+0.012009i,0.013736+0.011383i,0.0092626+0.0047713i,0.0056416-0.0060046i,0.0040075-0.01718i,0.0045688-0.023587i,0.0058184-0.023361i,0.0044211-0.018521i
-0.022187+0.14538i,-0.10768+0.17112i,-0.18974+0.11451i,-0.19036+0.065413i,-0.11356+0.073057i,-0.022586+0.073314i,0.028931+0.049662i,0.044401+0.032748i,0.045635+0.023495i,0.041492+0.014322i,0.036866+0.002865i,0.02982-0.0091255i,0.0244-0.012053i,0.024827-0.010626i,0.021398-0.014909i,0.014536-0.021774i,0.011057-0.021844i,0.0071458-0.01345i,-0.0018288-0.00090519i,-0.01291+0.0092303i,-0.018765+0.0117i,-0.018215+0.009381i,-0.014405+0.0087392i
-0.052862-0.1062i,-0.028779-0.11609i,0.021227-0.027898i,0.051124+0.050243i,0.053598+0.031226i,0.042735-0.0012707i,0.035746-0.0021405i,0.038393-0.0039147i,0.039618-0.01213i,0.031754-0.01476i,0.017745-0.0090917i,0.0061522-0.0010223i,0.00026455+0.00063511i,-0.0029652-0.00019196i,-0.0084195+0.0018739i,-0.016094+0.0065265i,-0.020265+0.011049i,-0.015746+0.013348i,-0.0032546+0.013341i,0.01118+0.010306i,0.017265+0.0080753i,0.01536+0.0078891i,0.016095+0.0052553i
0.10575+0.052775i,0.13115+0.056293i,0.10427-0.010238i,0.055329-0.076771i,0.0069985-0.074398i,-0.024535-0.037857i,-0.033691-0.020762i,-0.038779-0.021881i,-0.043418-0.020781i,-0.04454-0.016606i,-0.040832-0.010261i,-0.026655-0.0047257i,-0.0092652-0.0090324i,0.00047772-0.019784i,0.004107-0.022615i,0.0067723-0.01675i,0.0091131-0.011882i,0.0099217-0.010396i,0.0074058-0.011043i,0.00090999-0.012582i,-0.0034908-0.013558i,-0.0043002-0.013182i,-0.0073966-0.012897i
-0.12335+0.0033703i,-0.17674+0.0035677i,-0.19156+0.038697i,-0.17245+0.096521i,-0.10908+0.10898i,-0.039203+0.050397i,-0.012217-0.0088963i,-0.009147-0.015542i,0.0022437+0.0015502i,0.018289+0.0072976i,0.026621+0.0015164i,0.024759-0.0049617i,0.01239-0.001649i,-0.0043337+0.0072416i,-0.013936+0.010003i,-0.015195+0.0080133i,-0.013148+0.0094975i,-0.010423+0.014199i,-0.0062142+0.018407i,-0.0015296+0.020061i,0.00092345+0.018743i,0.0012374+0.015552i,-0.0015412+0.012526i
0.098755-0.039149i,0.16302-0.018774i,0.21012+0.008455i,0.228-0.0061075i,0.18897-0.035031i,0.11536-0.041157i,0.061877-0.032955i,0.036101-0.026705i,0.019431-0.023709i,0.0068185-0.018791i,-0.0027969-0.011193i,-0.0095417-0.0049802i,-0.01421-0.0030577i,-0.01402-0.00010073i,-0.0087544+0.0077664i,-0.0046994+0.012653i,-0.0032207+0.0099651i,0.00072596+0.0038182i,0.0072035-0.0042854i,0.012697-0.013531i,0.016598-0.01831i,0.017638-0.018073i,0.013735-0.01564i
-0.058483+0.061555i,-0.1045+0.026367i,-0.13073-0.04348i,-0.13582-0.075607i,-0.12661-0.053053i,-0.10186-0.010445i,-0.076607+0.017839i,-0.055782+0.030093i,-0.035223+0.031245i,-0.021532+0.024344i,-0.012575+0.015212i,-0.0056909+0.0050968i,-0.0013062+0.003487i,0.0056686+0.0094806i,0.012034+0.0088532i,0.013691+0.0023245i,0.012288-0.0012006i,0.005705-0.0018942i,-0.007343-0.0012074i,-0.019184+0.0016249i,-0.023748+0.0040912i,-0.024962+0.0049483i,-0.024027+0.0070726i
0.014182-0.061326i,0.029423-0.044134i,0.011498+0.026743i,-0.015488+0.088309i,-0.0054915+0.091022i,0.0055812+0.059431i,-0.0017811+0.037961i,-0.0028928+0.029292i,0.0082537+0.02044i,0.014157+0.010939i,0.0094122+0.0058267i,0.00095603+0.0068542i,-0.0010771+0.0085238i,0.0031936+0.005744i,0.0030247+0.0014498i,-0.0042041+0.00012554i,-0.0085134+0.003353i,-0.0053251+0.0084391i,0.0030666+0.011781i,0.012753+0.012902i,0.017685+0.010808i,0.01833+0.0084845i,0.021544+0.0097107i
0.027272+0.058949i,0.042557+0.065243i,0.084023+0.01787i,0.12432-0.03971i,0.11162-0.057001i,0.063838-0.046477i,0.031494-0.028592i,0.020399-0.014852i,0.012641-0.0132i,0.0056591-0.018036i,-0.00022173-0.016505i,-0.003655-0.0050806i,0.0018816+0.0034927i,0.011947+0.0016598i,0.017567-0.0023223i,0.016587-0.0025816i,0.013624-0.0015574i,0.013901-0.0025724i,0.013785-0.0071438i,0.0083873-0.012977i,0.0018765-0.015588i,0.00073317-0.016795i,0.0013091-0.019949i
-0.05353-0.037988i,-0.087045-0.059476i,-0.12634-0.057857i,-0.16113-0.047335i,-0.14598-0.034059i,-0.074314-0.012583i,-0.0091611+0.0046528i,0.014176+0.012912i,0.011437+0.019278i,0.0063037+0.024607i,0.010714+0.025779i,0.019695+0.019936i,0.019439+0.0096609i,0.0073026-0.00097098i,-0.0037912-0.0082569i,-0.0056415-0.0088778i,-0.0044245-0.0072934i,-0.0071477-0.0042977i,-0.013183+0.0033156i,-0.016539+0.011943i,-0.016579+0.01542i,-0.016576+0.013733i,-0.015868+0.0096859i
0.056238+0.019522i,0.08037+0.050654i,0.08951+0.094744i,0.098784+0.12702i,0.092345+0.11324i,0.066919+0.067181i,0.048368+0.028482i,0.040616+0.0084599i,0.034945-0.000877i,0.026063-0.0046499i,0.014528-0.0069258i,0.005962-0.0097459i,0.0020216-0.014793i,-0.0022508-0.015747i,-0.0075524-0.00884i,-0.010386-0.0018652i,-0.0093447+6.4156e-05i,-0.0031337+0.00075805i,0.010251+0.0001854i,0.024024-0.0025454i,0.028784-0.0033236i,0.025545-0.0026225i,0.017356-0.0026169i
-0.042244+0.0049954i,-0.040381-0.023701i,-0.017815-0.072551i,-0.0035428-0.10572i,-0.0052894-0.10217i,-0.017041-0.080515i,-0.0262-0.064755i,-0.026853-0.049696i,-0.020984-0.031782i,-0.013757-0.019699i,-0.0069229-0.016346i,-0.00013273-0.017074i,0.00017723-0.013113i,-0.0034221-0.0036894i,-0.0017986+0.0021579i,0.0027501+0.0021199i,0.0029395+0.0014878i,-0.0012378+0.00026896i,-0.0080611-0.0026491i,-0.015657-0.0060985i,-0.019649-0.0077291i,-0.019704-0.0046985i,-0.018449+0.00042726i
0.020791-0.025856i,0.0052681-0.010448i,-0.044344+0.012588i,-0.091216+0.027084i,-0.09283+0.036326i,-0.060636+0.027862i,-0.036029+0.0076562i,-0.021201-0.0042863i,-0.0065232-0.0037433i,0.0024978-0.0017828i,0.0032389-0.002317i,-0.0027255-0.0035127i,-0.0089626-0.0022888i,-0.0093179+0.0014972i,-0.0072284+0.0029252i,-0.0083404+0.00086677i,-0.011157+0.0011636i,-0.0092186+0.0060309i,-0.0021789+0.011998i,0.0062844+0.014971i,0.012356+0.012646i,0.015062+0.0090171i,0.016544+0.008865i
-0.00199+0.036179i,0.0087757+0.045268i,0.052802+0.06159i,0.099181+0.082344i,0.097228+0.078438i,0.063215+0.05015i,0.028657+0.02724i,0.0076589+0.018358i,0.0053216+0.01044i,0.0088359+0.0011299i,0.0049452-0.0041093i,-0.0041287-0.0029757i,-0.0085058+0.0023985i,-0.0048904+0.0084303i,-0.00043052+0.011077i,0.00079455+0.012013i,0.0016356+0.012683i,0.0052087+0.010964i,0.010345+0.0040863i,0.010734-0.0073327i,0.0067619-0.014757i,0.006209-0.016886i,0.0072016-0.018494i
-0.015441-0.035488i,-0.018741-0.061107i,-0.030114-0.0876i,-0.035183-0.10828i,-0.019598-0.099893i,-0.0087212-0.056277i,-0.010308-0.011923i,-0.01354+0.01098i,-0.016499+0.012761i,-0.019945+0.0080595i,-0.019825+0.011049i,-0.011732+0.017641i,-0.0013143+0.018109i,0.0063514+0.011294i,0.010693+0.0030105i,0.012261-0.00043765i,0.012205-0.0018697i,0.0069057-0.0049923i,-0.0046683-0.0066314i,-0.015934-0.0029585i,-0.021418+0.0025954i,-0.022853+0.0039915i,-0.022744+0.0030033i
0.019092+0.019476i,0.013693+0.046245i,-0.012508+0.069505i,-0.037955+0.085608i,-0.036965+0.079704i,-0.016979+0.051178i,0.0010343+0.030791i,0.011786+0.022838i,0.016234+0.016045i,0.014398+0.0091886i,0.011198+0.004076i,0.0098662+0.00054777i,0.011626-0.0024331i,0.011735-0.0055657i,0.0053391-0.0081586i,-0.0031642-0.0078323i,-0.0054998-0.0047916i,-0.00061984+0.00053067i,0.0096953+0.0064079i,0.020475+0.0098887i,0.023679+0.0097794i,0.01981+0.007449i,0.013329+0.0057011i
-0.0222-0.0038562i,-0.011565-0.011615i,0.029166-0.019359i,0.064861-0.026978i,0.064932-0.028774i,0.047428-0.030525i,0.034184-0.030867i,0.026232-0.023867i,0.016825-0.014083i,0.0087699-0.0056295i,0.0088604+8.0435e-05i,0.012163+0.0019265i,0.012579+0.0010429i,0.009841-0.0011956i,0.0072466-0.0025008i,0.0066913-0.001623i,0.0057325-9.1702e-06i,0.0015975-0.00042344i,-0.00581-0.0044312i,-0.012415-0.0096123i,-0.014275-0.010015i,-0.013012-0.0036015i,-0.0097096+0.0039621i
0.011237-0.011023i,-0.0033834-0.017662i,-0.035351-0.029416i,-0.056863-0.047821i,-0.056164-0.055457i,-0.041824-0.040435i,-0.022841-0.024055i,-0.005012-0.013098i,0.0037948-0.0030855i,0.0051174+0.0017014i,0.0053172+0.00064831i,0.0048777-0.0033658i,0.002822-0.0083339i,-0.0003716-0.0093851i,-0.0038019-0.0073544i,-0.0062331-0.0081116i,-0.0056124-0.0091881i,-0.0027949-0.0048783i,-0.00035914+0.0043243i,0.0040744+0.011619i,0.0095368+0.011606i,0.013511+0.0078261i,0.016253+0.006363i
-0.0082288+0.018826i,-0.0043977+0.033045i,-0.0072152+0.059174i,-0.020854+0.089285i,-0.029055+0.087205i,-0.025079+0.056217i,-0.01846+0.027371i,-0.012636+0.010244i,-0.001781+0.0050873i,0.0081242+0.004506i,0.0094737-0.00011437i,0.007203-0.0044865i,0.0024989-0.0063105i,-0.0035383-0.0067558i,-0.0084009-0.0032427i,-0.011965+0.0024957i,-0.011598+0.0059063i,-0.005288+0.006323i,0.003232+0.0018814i,0.009338-0.0053321i,0.010764-0.010507i,0.0089212-0.013172i,0.0081367-0.016301i
0.00064628-0.016098i,0.010627-0.02422i,0.028355-0.036755i,0.045656-0.040487i,0.048855-0.021605i,0.03182-0.0055495i,0.011173-0.0033432i,-0.0013345-0.0045741i,-0.0051761-0.0079356i,-0.0054758-0.013194i,-0.0098292-0.015165i,-0.013771-0.011277i,-0.013465-0.0034408i,-0.0094772+0.0052726i,-0.0035734+0.01144i,0.0019442+0.013888i,0.0041463+0.011377i,0.00225+0.006481i,-0.0019569+0.0021545i,-0.0075052-0.00019958i,-0.012498-0.00027644i,-0.0163-0.00031149i,-0.019636-0.00074544i
0.0027676+0.015404i,-0.0092058+0.019058i,-0.027442+0.015802i,-0.04083+0.0081542i,-0.035364+0.0045373i,-0.014736+0.0062212i,-0.0018825+0.0080148i,0.002807+0.0093232i,0.0057285+0.0080243i,0.006973+0.0035762i,0.0071662-0.00023243i,0.0055572-0.0025045i,0.0033846-0.0027591i,0.0033127-0.00036894i,0.0039698-0.0002709i,0.0028665-0.0036786i,-0.00015088-0.0036358i,-0.00091997+0.00056008i,0.0039155+0.0055331i,0.01127+0.0075315i,0.015789+0.0055717i,0.014784+0.0029732i,0.0092857+0.0030473i
-0.0067321-0.006916i,0.0016566-0.0050949i,0.015801+0.013897i,0.027168+0.036642i,0.029233+0.038294i,0.02701+0.022647i,0.023366+0.0082232i,0.01702+0.002959i,0.0095771+0.00041536i,0.0003099-0.00016862i,-0.0060497+0.0048532i,-0.0066581+0.010398i,-0.0035678+0.011096i,0.0003322+0.0078139i,0.0038438+0.0042295i,0.0055875+0.0028174i,0.0034442+0.0044345i,0.0015749+0.0046764i,-0.0003367-0.002297i,-0.0057344-0.011521i,-0.011317-0.013371i,-0.013094-0.006768i,-0.011631+0.0022252i
0.0066882+0.00080125i,0.0083775-0.0084384i,0.0074437-0.028779i,0.014728-0.046807i,0.02625-0.048384i,0.021178-0.04135i,0.0068153-0.030726i,-0.0013873-0.014144i,-0.0031319-0.0028915i,-0.0038749-0.0009203i,-0.0035049-0.00036856i,-0.0003046+0.001774i,0.0040315+0.0028653i,0.0068408+0.0011257i,0.0057795-0.002787i,0.0031593-0.0057992i,0.0031632-0.0051043i,0.0035154-0.0003757i,0.0013055+0.0058227i,-0.0016454+0.011125i,-0.00066724+0.01308i,0.0048606+0.01089i,0.0092315+0.0081311i
-0.008093+0.0089049i,-0.014589+0.016642i,-0.027623+0.020531i,-0.045228+0.014318i,-0.049435-0.00087145i,-0.037429-0.011062i,-0.023151-0.010831i,-0.01125-0.0071985i,-0.0026636+3.1894e-05i,0.0017051+0.0073738i,0.0049701+0.01018i,0.0076331+0.0094076i,0.0081852+0.0059978i,0.006461-0.0015105i,0.0010787-0.0087469i,-0.0063394-0.0088478i,-0.0070681-0.003986i,6.8021e-05-0.0016134i,0.0075913-0.0029758i,0.010699-0.0034223i,0.010456-0.003446i,0.0099798-0.0061961i,0.0093719-0.010232i
0.0054997-0.0096899i,0.010818-0.009335i,0.021112+0.00063442i,0.025723+0.012077i,0.012984+0.015823i,-0.0026347+0.013949i,-0.0068305+0.011297i,-0.0028068+0.0071721i,0.001671+0.002526i,0.0046219-0.00039347i,0.0069582-0.0046943i,0.0090661-0.010099i,0.0070173-0.010802i,0.0010079-0.0059129i,-0.0038229-0.00023081i,-0.0059807+0.0041819i,-0.0066777+0.0048665i,-0.0084486+0.0019028i,-0.011211+0.00068761i,-0.013318+0.0022511i,-0.013727+0.0024797i,-0.013707+0.0012602i,-0.014559-0.00093171i
-0.00068153+0.0060037i,-0.0066161+0.00083115i,-0.013908-0.0090493i,-0.017349-0.014296i,-0.012943-0.0089915i,-0.0084873+0.0032156i,-0.0050055+0.010717i,0.0013932+0.01288i,0.0073648+0.011477i,0.0096257+0.0072299i,0.010005+0.0028602i,0.0085744-0.0014583i,0.0049746-0.0034265i,0.0018852-0.0012756i,0.00098081+0.0032211i,0.0030334+0.0055861i,0.0045962+0.0037329i,0.0047668+0.0022709i,0.0061665+0.0041798i,0.011073+0.0071665i,0.016257+0.0074954i,0.016755+0.0054789i,0.01161+0.0049839i
-0.0017795-0.0048754i,5.7507e-05+0.0015961i,-0.0041122+0.012817i,-0.013006+0.024539i,-0.014704+0.029656i,-0.0051493+0.025073i,0.0051402+0.015737i,0.0079542+0.0073771i,0.0077952+0.0022532i,0.005407-0.0015196i,-0.0023172-0.0048045i,-0.0095373-0.0061109i,-0.010795-0.0057369i,-0.0076029-0.004061i,-0.0024161-0.0025381i,0.0023139-0.00045734i,0.0030236+0.00176i,0.0020755+0.0031156i,0.0031088+0.00019192i,0.0036454-0.007073i,-0.00021214-0.012107i,-0.0054816-0.010474i,-0.0062008-0.0039906i
0.0066918+0.00049099i,0.0080234-0.0024876i,0.014251-0.0074339i,0.024586-0.0050976i,0.027933+0.0031131i,0.026035+0.0010393i,0.020814-0.0078737i,0.011559-0.01056i,0.0064315-0.0095802i,0.0049661-0.010972i,0.0015301-0.010825i,-0.0026319-0.0046486i,-0.0032476+0.0028807i,-0.00084425+0.0071779i,0.0013513+0.0067288i,0.0020057+0.0019247i,0.00025056-0.00072154i,-0.003344+0.0013101i,-0.0055003+0.0056203i,-0.0057368+0.0087464i,-0.0040572+0.0084978i,9.4848e-05+0.0062283i,0.0032646+0.0038303i
-0.010237+0.0024548i,-0.016349+0.0023762i,-0.022055+0.0017988i,-0.019445-0.0026216i,-0.0053805-0.010961i,0.0058575-0.01603i,0.0049145-0.017056i,0.0034006-0.012355i,0.0035583-0.004608i,0.0011179+0.00016424i,-0.0024579+0.0048479i,-0.0038496+0.0089642i,-0.0010776+0.0081905i,0.0040393+0.0027038i,0.004777-0.0052235i,0.0016499-0.0097244i,0.000811-0.0061638i,0.0051005-0.00024607i,0.011079+0.00032779i,0.01214-0.0025627i,0.009055-0.0036366i,0.0076565-0.0039908i,0.0079384-0.0044773i
0.0019589-0.0039097i,0.0046413-0.0015562i,0.0039762+0.0074655i,0.0013926+0.014806i,-0.00043985+0.0084865i,-0.0057573-0.0035384i,-0.010739-0.0062363i,-0.0087225-0.0019665i,-0.0041159-0.001176i,-0.0026299-0.0012797i,0.00053823+0.0024152i,0.0069588+0.0049565i,0.0095154+0.0035626i,0.006829+0.0015294i,0.001933-0.0003607i,-0.0036617-0.00049454i,-0.0069734+0.00017706i,-0.0077511-0.00022012i,-0.0092394-0.0015757i,-0.010532-0.0030628i,-0.011232-0.003161i,-0.013046-0.0029072i,-0.012607-0.0038172i
0.0025325+0.0056492i,0.0023782+0.0025412i,0.0023482-0.0050518i,0.0028972-0.0092904i,0.0010378-0.0070151i,-0.0058418-0.0051051i,-0.010182-0.0010754i,-0.0085847+0.0044906i,-0.0047979+0.0060147i,-0.0018165+0.0056565i,0.0027173+0.0048339i,0.0069707+0.0010338i,0.005834-0.0027554i,0.00073172-0.0029304i,-0.0042402+0.00020099i,-0.0049263+0.0045907i,-0.0013627+0.0072511i,0.002519+0.0068503i,0.0057127+0.0061923i,0.0088832+0.0078812i,0.010802+0.009611i,0.010723+0.0086187i,0.007941+0.0069958i
-0.0021872+0.0017129i,-0.0036461+0.0038646i,-0.0039873+0.0051546i,-0.0075654+0.00052i,-0.012903-0.0026114i,-0.011561+0.0019583i,-0.0063709+0.0055414i,-0.0010486+0.0027127i,0.0012423+0.0027354i,0.00075709+0.0046897i,-0.00015524+0.00075655i,-0.0010469-0.0066037i,-0.00025546-0.010087i,0.0010452-0.0076897i,0.0025371-0.0022096i,0.0037233+0.0033516i,0.00449+0.0050384i,0.0052145+0.0039397i,0.0050556+0.0017516i,0.003741-0.0016097i,0.0023879-0.0048676i,0.00084749-0.0054396i,-6.1016e-05-0.0028956i
0.0022295+0.00018798i,0.0043198-0.0021268i,0.0073417+0.0020407i,0.0070527+0.0094243i,0.0033862+0.011474i,0.0049954+0.0096698i,0.0093859+0.0072705i,0.0096298+0.0031505i,0.0088041-0.00021381i,0.010441-0.0021902i,0.0098328-0.0052246i,0.0035268-0.0053915i,-0.0044179-0.00081256i,-0.0083529+0.0035625i,-0.0060261+0.0039202i,-0.0010088+8.1777e-05i,0.00074017-0.0040189i,-0.0019198-0.0048036i,-0.006571-0.0031014i,-0.0079497+4.7277e-05i,-0.0050207+0.0031614i,-0.0012947+0.0031626i,0.00066354+0.0014599i
-0.00079038+0.0027388i,-0.0014152-0.00049173i,-0.0051982-0.0047198i,-0.0054911-0.0035494i,0.0011455+0.0024841i,0.0072875+0.003098i,0.0084113+0.00017163i,0.0055756+0.0036831i,0.0051136+0.007492i,0.0060273+0.0062399i,0.0023298+0.0042833i,-0.003067+0.0033881i,-0.0019703+0.0029051i,0.0033718+0.0022294i,0.0066874-0.0002298i,0.0072929-0.0024578i,0.006321-0.0027287i,0.0060129-0.0011741i,0.0087318+0.00011543i,0.012194-0.00085971i,0.011783-0.0025294i,0.0096043-0.0025589i,0.0072034-0.0012722i
0.00069131-0.0023846i,0.0013473+0.00037042i,-0.0028134+0.0029584i,-0.0082122+0.0059441i,-0.005466+0.0062656i,-0.00046739-0.00021554i,-0.00132-0.0056588i,-0.0037553-0.0034369i,-0.0010788-0.0006124i,0.0013775-0.0026432i,0.0003495-0.0016626i,0.00075479+0.0049195i,0.0031114+0.0089982i,0.0032473+0.0079173i,0.00041042+0.0037661i,-0.0033245-0.00080598i,-0.0062908-0.0030882i,-0.008717-0.0029741i,-0.010041-0.002294i,-0.0090795-0.003179i,-0.0078265-0.0052963i,-0.0080674-0.0057021i,-0.0070396-0.0045372i
-0.0017716-0.0033684i,-0.0054663-0.001646i,-0.0061572+0.0012168i,-0.0020463+0.0049685i,0.00084708+0.0048434i,0.0015681+0.00043804i,-0.00094582-0.0020624i,-0.00074484-0.0025807i,0.0019538-0.0034338i,0.0013267-0.0027068i,0.0027658-0.00047398i,0.0071659+9.7322e-05i,0.0085311-0.0032752i,0.0060656-0.0064865i,0.0020967-0.0065973i,-0.0016269-0.0040802i,-0.0049525+0.00073017i,-0.0046392+0.0059169i,-0.00025877+0.0096554i,0.0028548+0.010674i,0.0025282+0.0092077i,0.0020831+0.0072831i,0.0017785+0.0049449i
