-0.0013938+3.5377e-05i,0.00075167-0.0012292i,0.00063161-0.00205i,8.4609e-05-0.0012178i,-0.00062328+0.00029115i,-0.00089722+0.0007375i,5.6221e-05+0.0014925i,0.00083324+0.0016788i,0.0013801+0.0017166i,0.0013483+0.00077927i,0.00069101+0.0001619i,0.000647+9.497e-05i,0.00074883-0.00048609i,0.00058885-0.0012551i,0.00030607-0.0010519i,-0.00027331-0.00044154i,-0.00048437-5.2112e-05i,0.00017541+1.976e-05i,-5.1979e-05+0.00028304i,-0.00016587+0.00026288i,0.0003397-0.00065337i,-0.00038291-0.00093624i,-0.00059067-0.00029391i
0.026401-0.018029i,0.026499-0.0041547i,-0.016326+0.062769i,-0.072612+0.13614i,-0.09635+0.13459i,-0.073456+0.070829i,-0.036265+0.021388i,-0.010559+0.0069032i,0.0015724-0.0015835i,-0.0013632-0.0038405i,-0.0051834-0.00028276i,-0.0057197-0.0030488i,-0.007995-0.0080148i,-0.0082304-0.0083743i,-0.0078497-0.0068594i,-0.011799-0.0052581i,-0.015788-0.0024445i,-0.015227-0.00016378i,-0.0085195-0.00038642i,-0.0011836-0.0023885i,0.0023534-0.0026364i,0.0053914-0.00021799i,0.0083302+0.0013085i
0.035435+0.034933i,0.052064+0.090922i,0.059597+0.16234i,0.074717+0.21584i,0.082986+0.20749i,0.04633+0.14139i,0.012812+0.076268i,0.0066433+0.036749i,-0.0011105+0.019965i,-0.0037492+0.017654i,0.0013866+0.0099851i,0.0024607-0.0013229i,-0.00012306-0.007355i,-0.0038233-0.0088404i,-0.0078401-0.0083029i,-0.011795-0.0087122i,-0.014774-0.0095634i,-0.013061-0.004651i,-0.005376+0.005701i,4.9368e-05+0.011319i,-0.0022349+0.0098205i,-0.0041387+0.0077649i,0.00049314+0.0077045i
-0.015996+0.033177i,-0.026017+0.048497i,0.019391+0.018723i,0.099275-0.042992i,0.13046-0.061436i,0.11011-0.025736i,0.071943+0.0039282i,0.029082+0.012049i,0.0038361+0.020485i,0.0045148+0.020404i,0.011848+0.0087581i,0.014965+0.0010327i,0.015604-0.0014225i,0.011865-0.003048i,0.0067876-0.0022598i,0.0060677-0.002422i,0.0050533-0.0054285i,0.0005609-0.0064714i,-0.0061228-0.0045692i,-0.010297-0.0030406i,-0.0094952+0.00063014i,-0.0068462+0.0082095i,-0.0020449+0.011101i
-0.033617-0.020163i,-0.05194-0.079396i,-0.053398-0.15921i,-0.051589-0.22871i,-0.03965-0.24392i,-0.0090429-0.17764i,0.0065431-0.093757i,0.00061795-0.040956i,-0.00089825-0.0129i,0.0062518-0.0062578i,0.0090519-0.0068885i,0.010866-0.0038902i,0.014422+3.5463e-05i,0.016626+0.0021949i,0.017359+0.0018046i,0.016791-0.0029512i,0.015259-0.010269i,0.013215-0.012896i,0.013089-0.0080476i,0.013501-0.0018888i,0.0085157+0.0011676i,0.001057+0.0025605i,-0.0026019+0.0059124i
0.018091-0.03923i,0.02527-0.076294i,-0.021244-0.090987i,-0.11034-0.06323i,-0.14826-0.027344i,-0.11053-0.02118i,-0.059826-0.030247i,-0.034393-0.028737i,-0.017764-0.021663i,-0.0078668-0.017607i,-0.0065131-0.0094217i,-0.0055977+0.0002711i,-0.0021107+0.006065i,0.0072019+0.0085724i,0.017424+0.0049342i,0.022082-0.0013355i,0.021486-0.0055962i,0.014172-0.0084239i,0.00089898-0.0056297i,-0.0086327-0.00052878i,-0.0097385-0.0034998i,-0.011096-0.010248i,-0.01495-0.0097753i
0.037953+0.019181i,0.05601+0.068316i,0.045701+0.14363i,0.034792+0.22663i,0.045122+0.26524i,0.039088+0.19987i,0.011291+0.097019i,-0.001553+0.036443i,-0.0016738+0.0072132i,-0.0038726-0.0017955i,-0.0067647+0.003898i,-0.0091543+0.010785i,-0.0094076+0.013926i,-0.0062098+0.013792i,-0.0031285+0.013371i,-0.00068701+0.016177i,0.0032558+0.015166i,0.0078618+0.0064233i,0.0088991-0.0058785i,0.0083697-0.015333i,0.0074909-0.01835i,0.0032798-0.017416i,-0.0041339-0.012765i
-0.0076718+0.063221i,-0.018139+0.1135i,0.02392+0.15318i,0.11965+0.15521i,0.17226+0.12654i,0.14185+0.097413i,0.083049+0.072384i,0.043496+0.043452i,0.022749+0.021104i,0.010821+0.011146i,0.002904+0.0090051i,-0.0014026+0.0098441i,-0.0044518+0.0083766i,-0.011699+0.0064697i,-0.017721+0.0092129i,-0.015509+0.013196i,-0.0053106+0.013636i,0.0047891+0.011165i,0.0063848+0.0086755i,0.001482+0.0082245i,-0.00028687+0.0037484i,0.0020229-0.0065622i,0.0013352-0.013216i
-0.067695-0.0027991i,-0.096709-0.029146i,-0.079422-0.07695i,-0.049264-0.13311i,-0.048964-0.16223i,-0.049165-0.1142i,-0.021303-0.04052i,0.0031785-0.0078469i,0.0061767+0.0010662i,0.003489+0.0054748i,0.0031603+0.0018146i,0.0036776-0.0049006i,0.00071627-0.0086317i,-0.01023-0.0059405i,-0.018962+0.0024049i,-0.020172+0.010915i,-0.017866+0.016065i,-0.015861+0.01481i,-0.015682+0.0049286i,-0.01169-0.0047712i,-0.002401-0.0050322i,0.0084992-0.0035562i,0.013506-0.0073604i
-0.020987-0.084827i,-0.019282-0.15204i,-0.044122-0.19724i,-0.1389-0.20137i,-0.23284-0.15412i,-0.22539-0.082018i,-0.13728-0.03382i,-0.064531-0.016659i,-0.032334-0.0042186i,-0.015226+0.0034138i,-0.0060717-0.0029562i,-0.0054131-0.013796i,-0.0089984-0.016709i,-0.012764-0.011169i,-0.01674-0.0071593i,-0.022051-0.0055381i,-0.025267+0.00043288i,-0.018689+0.008476i,-0.0013509+0.012628i,0.011831+0.013893i,0.014569+0.015374i,0.016286+0.016673i,0.018075+0.012178i
0.085883-0.048257i,0.13046-0.053202i,0.10586-0.021526i,0.029065+0.025968i,-0.023591+0.061672i,-0.039659+0.056656i,-0.043403+0.022992i,-0.034473+0.0070532i,-0.01958+0.0043917i,-0.012023+0.00058657i,-0.0079096-0.0018297i,-0.0064733-0.0038198i,-0.0044989-0.0039189i,0.0025878-0.0078426i,0.0056298-0.015083i,0.0030448-0.017594i,-0.0019401-0.014185i,-0.0092468-0.0051321i,-0.01465+0.004995i,-0.017564+0.0086806i,-0.016319+0.0077446i,-0.0093032+0.0078511i,0.0017027+0.0080628i
0.077735+0.078869i,0.10406+0.15253i,0.11171+0.1943i,0.15991+0.16399i,0.22006+0.07606i,0.19054-0.0072138i,0.092857-0.026764i,0.031967-0.0070913i,0.017682-0.0011084i,0.0086815-0.0048095i,0.001062+0.00037689i,0.0034883+0.0093002i,0.011272+0.01132i,0.014679+0.0044568i,0.010706-0.0051523i,0.0038172-0.010519i,-0.0031666-0.01248i,-0.006419-0.013443i,0.0013297-0.014381i,0.012199-0.014529i,0.010527-0.0081407i,0.00025998+0.0053156i,-0.0013077+0.015176i
-0.050133+0.10543i,-0.088397+0.1606i,-0.069379+0.15416i,0.019607+0.075661i,0.086941-0.040807i,0.0805-0.10531i,0.048192-0.075943i,0.030256-0.02569i,0.023289-0.0079172i,0.014186-0.0059305i,0.0085845+0.0012516i,0.011137+0.0094646i,0.014785+0.0099531i,0.013416+0.0049266i,0.013805-0.00082588i,0.017109-0.0078316i,0.016601-0.014321i,0.012248-0.013724i,0.0048304-0.0042535i,-0.0022011+0.0058484i,-0.0071333+0.0071746i,-0.012246+0.0032968i,-0.015399+0.0043238i
-0.11012-0.024895i,-0.16806-0.060163i,-0.16755-0.088341i,-0.1478-0.071423i,-0.14272-0.019939i,-0.10572+0.010551i,-0.04528+0.0060756i,-0.013527-0.0020555i,-0.0036746+0.0033983i,0.0045689+0.0053776i,0.0051811-0.00020869i,0.00025398-0.0025069i,-0.0033802-0.0014201i,-0.0020778+0.0021288i,0.0057568+0.0047126i,0.0096743+0.0036394i,0.0080531-0.0013719i,0.002372-0.012246i,-0.0068472-0.022757i,-0.0087171-0.024704i,-0.002096-0.022053i,-0.00043196-0.020931i,-0.0069655-0.015956i
0.0038936-0.10099i,0.011319-0.17256i,-0.0061218-0.17853i,-0.049525-0.087207i,-0.053942+0.044972i,-0.010136+0.11148i,0.0067278+0.074101i,-0.013743+0.029225i,-0.017419+0.02395i,-0.0028089+0.016161i,-0.0021125+0.00053645i,-0.012885-0.0063068i,-0.020343-0.003617i,-0.018734+0.00052773i,-0.018234+0.0028889i,-0.019474+0.003194i,-0.014594+0.0020916i,-0.0046669+0.0054973i,0.0075155+0.010911i,0.014874+0.013625i,0.012752+0.010936i,0.005215+0.0046054i,-0.0037314+0.00077119i
0.083899+0.0067409i,0.14091+0.021806i,0.13706+0.023876i,0.11004+0.0065826i,0.12451-0.0050929i,0.13343-0.0053423i,0.081698-0.0072242i,0.017843-0.0010907i,-0.0055584+0.0084727i,-0.0044825+0.0084679i,-0.0024393+0.0032614i,-0.0022669-0.0014452i,-0.0024603-0.0051775i,-0.005922-0.0049939i,-0.010496-0.00011575i,-0.0071593+0.006405i,0.0026894+0.01167i,0.0059029+0.011308i,-0.0044761+0.0086007i,-0.018287+0.006211i,-0.01858+0.001552i,-0.0062207-0.0045851i,0.002397-0.0096407i
-0.0057494+0.10599i,-0.013048+0.18055i,0.011173+0.18195i,0.054026+0.090404i,0.057075-0.027193i,0.013428-0.080365i,-0.0089154-0.052525i,0.0022528-0.02341i,0.0017124-0.017102i,-0.0048068-0.0064146i,0.0037838+0.0041199i,0.014455+0.0025124i,0.015587-0.0037732i,0.0080203-0.0051955i,-0.00022194-0.0029468i,-0.002765-0.0028601i,-0.0021572-0.0049197i,0.0026573-0.0047699i,0.013628-0.0066294i,0.023476-0.0090648i,0.024256-0.003357i,0.01899+0.0049506i,0.014231+0.0045618i
-0.13313-0.0045059i,-0.20575-0.0029231i,-0.1687+0.028136i,-0.083548+0.076198i,-0.086479+0.10081i,-0.11343+0.09277i,-0.066778+0.062197i,-0.0068241+0.018501i,0.0071458-0.0082269i,0.0053343-0.006219i,0.0093876-0.00084791i,0.012884-0.0014174i,0.01311-0.0028032i,0.012298-0.0043833i,0.013596-0.0099209i,0.012931-0.014571i,0.010306-0.009488i,0.0065572+0.00013965i,-0.0033675+0.0079658i,-0.017346+0.011325i,-0.024088+0.0097898i,-0.020898+0.0062088i,-0.014006+0.0029353i
-0.045778-0.16915i,-0.058382-0.27071i,-0.062087-0.22321i,-0.054304-0.046469i,-0.027755+0.094407i,0.0049963+0.12848i,0.025636+0.085438i,0.027886+0.032121i,0.020059+0.00839i,0.013889+0.002039i,0.0057692-0.0027068i,-0.0020909-0.0035278i,-0.001892+0.00082482i,0.0052921+0.003435i,0.011188+0.0049275i,0.0082219+0.0093745i,0.0014046+0.011062i,-0.003122+0.0035176i,-0.0059155-0.012547i,-0.0063037-0.023991i,-0.0016862-0.021574i,0.0043347-0.014605i,0.0061746-0.0094289i
0.17664-0.11814i,0.26219-0.17713i,0.1915-0.18913i,0.037044-0.16048i,0.0013965-0.12317i,0.044262-0.094026i,0.035697-0.055617i,0.0012046-0.011483i,-0.0065144+0.010465i,-0.008307+0.0084506i,-0.013975+0.0062205i,-0.013228+0.0106i,-0.0092839+0.012101i,-0.0072129+0.0088741i,-0.0073538+0.0050217i,-0.010034+0.0006948i,-0.013536+0.00096549i,-0.010235+0.00886i,0.0058319+0.021161i,0.024436+0.027176i,0.026533+0.019153i,0.013986+0.0088551i,0.0052073+0.0047739i
0.19146+0.14349i,0.27095+0.22823i,0.21386+0.17717i,0.063744+0.0041442i,-0.047284-0.12104i,-0.077387-0.13182i,-0.076152-0.061076i,-0.059274+0.013216i,-0.034447+0.031129i,-0.021511+0.022292i,-0.011973+0.021816i,-0.0019147+0.020265i,0.00056593+0.011017i,-0.0035884+0.004348i,-0.0064259+0.0064188i,-0.0049938+0.010048i,-0.0045228+0.0081593i,-0.0057359+0.0074428i,-0.0071713+0.0026819i,-0.012273-0.011527i,-0.015071-0.021489i,-0.0074568-0.021371i,0.0016704-0.019009i
-0.047381+0.2554i,-0.070227+0.37557i,-0.026883+0.34352i,0.040839+0.19527i,0.02725+0.089469i,-0.023972+0.079046i,-0.027899+0.081i,-0.0074111+0.055854i,0.0029853+0.027919i,0.0038876+0.011978i,0.0011906+0.0079792i,0.0023446+0.007501i,0.0045908+0.0058879i,0.00093826+0.0049062i,-0.0048508+0.0022377i,-0.0091059-0.0038253i,-0.010894-0.0064539i,-0.0082356-0.0055024i,0.0014273-0.0024116i,0.017473+0.0065801i,0.028157+0.01508i,0.024768+0.017724i,0.015817+0.016662i
-0.22076+0.036325i,-0.29194+0.044168i,-0.18045+0.063324i,0.041693+0.099219i,0.17602+0.11046i,0.15991+0.088066i,0.088711+0.033521i,0.04227-0.01699i,0.024687-0.029239i,0.017692-0.024997i,0.009244-0.020755i,0.0015807-0.013114i,-0.0005654-0.0032743i,0.00075246-0.0019368i,0.0010974-0.0098055i,0.0026468-0.01488i,0.0039581-0.01428i,-0.0038219-0.0076917i,-0.020096+0.0057501i,-0.034449+0.015129i,-0.039539+0.016347i,-0.035273+0.015737i,-0.024946+0.016104i
-0.098395-0.17252i,-0.12341-0.24749i,-0.10081-0.20302i,-0.04399-0.085453i,0.020072-0.029443i,0.03316-0.066206i,-0.01051-0.092525i,-0.036914-0.063204i,-0.023369-0.023945i,-0.0064158-0.0062568i,-0.003063-0.0048445i,-0.0072682-0.0075103i,-0.011339-0.00587i,-0.010636-0.00041597i,-0.0095541+0.0042549i,-0.0088122+0.0085184i,-0.0046958+0.0059998i,-0.0003619-0.009314i,-0.0028466-0.028729i,-0.0082068-0.034773i,-0.0064572-0.022609i,0.0018967-0.0079803i,0.0066882+0.00063867i
0.10655-0.091872i,0.1266-0.11067i,0.029959-0.081131i,-0.13305-0.036299i,-0.23321-0.0089037i,-0.21492-0.0069259i,-0.14381-0.004965i,-0.092506+0.018703i,-0.05565+0.036233i,-0.022795+0.028747i,-0.0053785+0.012637i,-0.0061003+0.001582i,-0.01384-0.003464i,-0.012765-0.0047887i,-0.0040026-0.0048426i,0.0022838-0.0056075i,0.0016722-0.0082015i,-0.0034247-0.0057901i,-0.0012107+0.0091233i,0.011594+0.025207i,0.020763+0.025092i,0.016222+0.01346i,0.0067937+0.0073385i
0.060937+0.1221i,0.051251+0.20453i,-0.011487+0.19605i,-0.092557+0.11337i,-0.13221+0.076158i,-0.095386+0.09237i,-0.024204+0.083916i,0.0002226+0.04966i,-0.010486+0.034555i,-0.0080888+0.029631i,-0.0036363+0.02064i,-0.0043062+0.012643i,-0.0034981+0.0041707i,-0.00084976-0.0014412i,0.0034413-0.0056906i,0.0035394-0.010289i,0.0043511-0.0088098i,0.011108-0.0071284i,0.01294-0.016806i,0.0038838-0.036974i,-0.0082303-0.053746i,-0.013123-0.056497i,-0.014429-0.046139i
-0.13823+0.073469i,-0.21999+0.10098i,-0.16251+0.082228i,0.0092616+0.0063917i,0.12848-0.076459i,0.14301-0.082587i,0.1177-0.053598i,0.084127-0.053843i,0.038681-0.05259i,0.0004627-0.037155i,-0.018837-0.022442i,-0.014879-0.010604i,0.0025145-0.0064379i,0.010006-0.0052392i,0.0041849-0.00052451i,-0.0058258+0.005013i,-0.010512+0.010697i,-0.0028688+0.013785i,0.012754+0.015411i,0.027576+0.018873i,0.033721+0.024506i,0.026667+0.025798i,0.012874+0.017496i
-0.11824-0.17717i,-0.15313-0.27931i,-0.077485-0.25732i,0.079537-0.17675i,0.17281-0.18626i,0.12418-0.22593i,0.038465-0.18809i,0.014428-0.12839i,0.013609-0.095573i,0.0033197-0.064592i,-0.0004964-0.037868i,0.0017592-0.02301i,0.0029934-0.014271i,0.0010944-0.0052593i,0.0052995+0.0027445i,0.014631+0.006121i,0.01471+0.0094511i,0.00049714+0.015641i,-0.019066+0.024665i,-0.029008+0.030933i,-0.026851+0.026434i,-0.01853+0.017431i,-0.011434+0.012349i
0.16755-0.22559i,0.22459-0.3633i,0.1601-0.33644i,0.055459-0.15685i,0.012331-0.023268i,-0.021563-0.009551i,-0.068943-0.0046207i,-0.068132+0.021193i,-0.029503+0.022162i,-0.0027223+0.0070438i,0.0076213-0.0061774i,0.007049-0.015632i,-0.0028509-0.013294i,-0.014071-0.007861i,-0.021874-0.0057961i,-0.021076-0.0051231i,-0.011904-0.0055816i,-0.00063485-0.0063734i,0.0073892-0.014236i,0.0062465-0.02388i,-2.1017e-05-0.022208i,0.0029446-0.011832i,0.011953-0.0070662i
0.28869+0.085421i,0.41508+0.088679i,0.31265+0.045558i,0.090581+0.080876i,0.012351+0.2095i,0.06874+0.24481i,0.082946+0.17311i,0.048386+0.12539i,0.032986+0.090034i,0.032181+0.041811i,0.035086+0.011307i,0.032487-0.0032461i,0.017446-0.0082219i,0.0026193+0.00055351i,-0.0047639+0.012088i,-0.011152+0.017361i,-0.021936+0.013917i,-0.031882+0.00704i,-0.033882+0.011856i,-0.024675+0.030294i,-0.01043+0.045075i,-0.0028271+0.043512i,-0.00095664+0.032942i
0.020892+0.35178i,0.052141+0.48351i,0.045486+0.39045i,-0.0087941+0.20053i,0.0021636+0.12264i,0.11978+0.10349i,0.18572+0.035624i,0.13162-0.0076743i,0.060264+0.0085075i,0.025965+0.027341i,0.013184+0.036011i,0.012532+0.03147i,0.014512+0.013671i,0.014408-0.0021516i,0.014627-0.0085284i,0.017202-0.0094608i,0.023908-0.011447i,0.02744-0.015927i,0.020814-0.024636i,0.0080078-0.037875i,-0.0047415-0.051645i,-0.013637-0.054228i,-0.015644-0.041784i
-0.31146+0.14186i,-0.38514+0.2332i,-0.24681+0.19179i,-0.10477+0.032583i,-0.13045-0.077994i,-0.15713-0.081056i,-0.089039-0.078581i,-0.042307-0.092543i,-0.034669-0.06308i,-0.022352-0.017031i,-0.013527+0.0046433i,-0.0047496+0.014357i,0.01342+0.013509i,0.023992-0.00062166i,0.014136-0.019114i,-0.0095745-0.030267i,-0.025477-0.027478i,-0.019811-0.019339i,-0.0035885-0.014202i,0.010401-0.0056178i,0.017562+0.0061817i,0.014815+0.0094651i,0.0070171+0.004299i
-0.23102-0.25538i,-0.31539-0.31294i,-0.2198-0.18256i,-0.074253-0.034228i,-0.09148+0.0072355i,-0.19746+0.063049i,-0.19686+0.12375i,-0.10807+0.091163i,-0.037723+0.034194i,0.0030655+0.016074i,0.0108+0.016137i,-0.0015629+0.027261i,-0.0063484+0.036729i,-0.0088493+0.034433i,-0.012312+0.031397i,-0.011824+0.031297i,-0.015779+0.028199i,-0.026288+0.019274i,-0.037205+0.013689i,-0.037341+0.015873i,-0.022794+0.012004i,-0.01019+0.00015186i,-0.0079024-0.003706i
0.16508-0.29906i,0.22761-0.41253i,0.19033-0.33859i,0.14688-0.16995i,0.16516-0.05068i,0.13754+0.034305i,0.069005+0.11786i,0.043083+0.14427i,0.034347+0.091647i,0.0079201+0.027506i,-0.014105-0.0055053i,-0.018814-0.012668i,-0.01649-0.0096733i,-0.01396-0.01118i,-0.0049218-0.020642i,0.0097426-0.03113i,0.0234-0.026353i,0.031837-0.0061936i,0.037713+0.0015932i,0.036915-0.014184i,0.02766-0.030314i,0.022648-0.029203i,0.026383-0.02226i
0.3316+0.073011i,0.46716+0.12753i,0.39558+0.12246i,0.24181+0.031365i,0.16961-0.094175i,0.13857-0.18229i,0.089192-0.15048i,0.062291-0.048679i,0.053087-0.0028826i,0.031019-0.0060518i,0.02194-0.013137i,0.016685-0.025814i,0.00086188-0.027277i,-0.0071454-0.009226i,-0.008924+0.0083345i,-0.013716+0.0093984i,-0.025163-0.0068943i,-0.030813-0.020793i,-0.025406-0.019105i,-0.022387-0.0030827i,-0.020752+0.020511i,-0.014939+0.034972i,-0.0089786+0.035405i
0.05764+0.32175i,0.064983+0.46172i,0.034362+0.36606i,-0.039576+0.15329i,-0.11203+0.041691i,-0.12593-0.0046598i,-0.099263-0.061253i,-0.076205-0.076555i,-0.055098-0.03638i,-0.03667+0.0022831i,-0.025617+0.012285i,-0.022107-0.0015585i,-0.019134-0.014742i,-0.0086502-0.016199i,0.0015412-0.0099912i,0.014037+0.0021919i,0.030974+0.006843i,0.034136-0.0033013i,0.021452-0.01207i,0.0074523-0.011343i,0.00073922-0.010977i,0.00020077-0.012468i,0.0013637-0.010547i
-0.25367+0.11452i,-0.37974+0.15629i,-0.29867+0.18216i,-0.11066+0.20027i,-0.03666+0.20132i,-0.046857+0.17949i,-0.070269+0.098487i,-0.097391+0.0091073i,-0.088315-0.015114i,-0.042282-0.017849i,-0.0065356-0.020766i,0.021086-0.0036216i,0.047653+0.010178i,0.062666+0.00036045i,0.05928-0.025785i,0.043474-0.048151i,0.032329-0.050556i,0.025257-0.032061i,0.020667-0.0064084i,0.023906+0.0067268i,0.023984+0.006047i,0.017642+0.0025497i,0.011828+0.0006694i
-0.19649-0.17572i,-0.32818-0.26926i,-0.39326-0.21052i,-0.30577-0.057342i,-0.12203+0.004633i,-0.021211-0.013966i,-0.02733+0.010764i,-0.036243+0.062979i,-0.01341+0.067028i,-0.0023808+0.047356i,-0.0071499+0.052966i,-0.0027808+0.064771i,-0.0052447+0.057747i,-0.028714+0.052546i,-0.052427+0.059505i,-0.061189+0.066975i,-0.054539+0.063269i,-0.038892+0.042451i,-0.026786+0.018465i,-0.020351+0.0089387i,-0.012758+0.0093451i,-0.008631+0.0071313i,-0.011644+0.0036391i
0.10568-0.11759i,0.16896-0.13802i,0.15393-0.084143i,0.098393-0.049042i,0.039835-0.082194i,-0.018992-0.089991i,-0.017106-0.028748i,0.025376+0.011266i,0.014978+0.0043639i,-0.023855+0.00013464i,-0.033629+0.00088034i,-0.032616-0.0072534i,-0.037374-0.012301i,-0.028633-0.0087888i,0.002224-0.0043733i,0.037192+0.0033041i,0.053679+0.02531i,0.050095+0.046314i,0.036472+0.044119i,0.022179+0.027456i,0.016894+0.012813i,0.01599+0.0033186i,0.014483-0.0012714i
0.15198+0.1778i,0.25753+0.32562i,0.25369+0.33311i,0.1495+0.18927i,0.085675+0.053557i,0.095807-0.039161i,0.099912-0.10659i,0.0622-0.10994i,0.033061-0.053544i,0.039384-0.008564i,0.040542-0.00029665i,0.017166+0.0015727i,-0.0052416+0.0099009i,-0.013474+0.02232i,-0.011966+0.028153i,-0.015078+0.015685i,-0.024165-0.0038771i,-0.024786-0.015207i,-0.016783-0.022655i,-0.012363-0.028163i,-0.017884-0.024965i,-0.023336-0.012175i,-0.021437+0.002308i
-0.14592+0.12143i,-0.17759+0.14811i,-0.04898+0.051484i,0.10352-0.076841i,0.11327-0.10083i,0.070833-0.065919i,0.011196-0.081588i,-0.054506-0.080578i,-0.059867-0.030302i,-0.037046-0.0091769i,-0.041396-0.018292i,-0.041774-0.027508i,-0.024804-0.041897i,-0.02425-0.055905i,-0.050734-0.049566i,-0.076364-0.015832i,-0.07753+0.015508i,-0.06122+0.01992i,-0.042372+0.012739i,-0.030248+0.011756i,-0.02422+0.013342i,-0.017816+0.0089327i,-0.012155+0.0020971i
-0.27735-0.24496i,-0.47886-0.34717i,-0.52464-0.26405i,-0.34032-0.033048i,-0.09196+0.10493i,0.0015943+0.10875i,-0.013856+0.10723i,-0.0031126+0.090971i,0.033766+0.023847i,0.049982-0.034976i,0.059668-0.044229i,0.073246-0.02621i,0.084905-0.010891i,0.10047-0.014133i,0.11045-0.035872i,0.10071-0.060823i,0.071538-0.064889i,0.035177-0.040449i,0.01295-0.010059i,0.0096011-0.0025385i,0.0096381-0.011916i,0.0085229-0.015314i,0.013505-0.012247i
0.075576-0.3535i,-0.073005-0.56081i,-0.29576-0.5241i,-0.34483-0.28396i,-0.19277-0.090766i,-0.047261-0.023505i,0.019703+0.021089i,0.054318+0.045416i,0.04411+0.033462i,0.011236+0.031178i,-0.011073+0.039942i,-0.029513+0.042384i,-0.050227+0.042155i,-0.076354+0.043827i,-0.096578+0.042487i,-0.099696+0.026036i,-0.08693-0.0016072i,-0.060091-0.023307i,-0.029851-0.032843i,-0.0076284-0.029397i,0.0078479-0.015919i,0.015992-0.004918i,0.0088118-0.00083858i
0.4076+0.083226i,0.60221+0.1338i,0.51909+0.2214i,0.2625+0.28813i,0.061676+0.24922i,-0.044235+0.13351i,-0.052933+0.02323i,-0.015393-0.04723i,-0.014468-0.069299i,-0.026848-0.061363i,-0.033682-0.060883i,-0.041928-0.046833i,-0.031885-0.020642i,-0.0057592-0.015058i,0.023958-0.018395i,0.04588-0.011848i,0.044433+0.0042378i,0.021488+0.013655i,-0.0098818+0.017303i,-0.025266+0.035981i,-0.013934+0.051803i,-0.00016135+0.040703i,0.0044067+0.023598i
0.17078+0.44837i,0.36899+0.56952i,0.40942+0.35787i,0.20962+0.066054i,0.044568+0.022926i,0.079947+0.082438i,0.093632+0.03214i,0.0027021-0.001962i,-0.032317+0.038952i,0.0044963+0.062701i,0.032107+0.061649i,0.03593+0.049948i,0.023268+0.032843i,0.0099279+0.041062i,0.018754+0.060474i,0.040505+0.051287i,0.050888+0.022439i,0.046909+0.0059391i,0.044651-0.0014195i,0.045003-0.023439i,0.027535-0.046282i,0.0011576-0.041058i,-0.0095252-0.020568i
-0.38254+0.14947i,-0.42297+0.16979i,-0.18316-0.028519i,0.054894-0.26497i,0.089031-0.3185i,0.079331-0.25447i,0.068141-0.17166i,0.018629-0.077142i,-0.013359-0.0096481i,-0.030459+0.0041573i,-0.037236-0.0057356i,-0.018596-0.039064i,-0.011127-0.08672i,-0.039698-0.11816i,-0.09206-0.11722i,-0.1318-0.075708i,-0.12362-0.020602i,-0.073346+0.00983i,-0.022468+0.01087i,-0.008367+0.004716i,-0.016546+0.0096288i,-0.016583+0.01065i,-0.017775-0.0041976i
-0.36998-0.35727i,-0.66829-0.49213i,-0.79865-0.38254i,-0.6643-0.13719i,-0.44096-0.0053914i,-0.30268+0.022962i,-0.18943+0.06228i,-0.036729+0.070656i,0.059796+0.016641i,0.077909-0.016139i,0.086616-0.018184i,0.078461-0.011763i,0.066857+0.022197i,0.096317+0.054186i,0.13731+0.048082i,0.14226+0.018901i,0.10615-0.0037993i,0.05335-0.012034i,0.012471-0.0091615i,-0.0060992-0.0066502i,-0.013251-0.015927i,-0.016481-0.023339i,-0.005941-0.017723i
0.12309-0.34209i,0.15868-0.42646i,0.21613-0.27403i,0.32177-0.054291i,0.3745+0.073637i,0.28902+0.15346i,0.16283+0.15811i,0.064237+0.070903i,-0.013837+0.018173i,-0.05192+0.031434i,-0.069589+0.0509i,-0.074297+0.065612i,-0.065499+0.064933i,-0.077062+0.051506i,-0.097827+0.048359i,-0.089389+0.040908i,-0.065851+0.017473i,-0.049589+0.0050511i,-0.031783+0.010314i,-0.00366+0.0077618i,0.023758-0.010133i,0.032844-0.023063i,0.025481-0.020155i
0.46374+0.027648i,0.74093+0.07428i,0.76089+0.19045i,0.54521+0.26613i,0.34959+0.1718i,0.25104-0.011559i,0.15456-0.092803i,0.072974-0.039905i,0.060862+0.01239i,0.060345-0.011844i,0.027959-0.046175i,0.006877-0.04541i,0.020622-0.043221i,0.045317-0.063801i,0.056084-0.093826i,0.041503-0.098099i,0.016128-0.067237i,-0.0048416-0.036417i,-0.021794-0.015504i,-0.023603+0.011881i,-0.0086079+0.032895i,0.0043211+0.031802i,0.007992+0.018677i
0.14477+0.30399i,0.29072+0.31493i,0.27538-0.0051203i,-0.019746-0.3206i,-0.3456-0.25076i,-0.38683-0.045669i,-0.2369+0.0069911i,-0.11626+0.03051i,-0.036891+0.060025i,0.012715+0.052368i,0.036329+0.046903i,0.045606+0.036005i,0.0215+0.019303i,-0.017602+0.039514i,-0.028134+0.087238i,-0.0032126+0.097902i,0.024498+0.049241i,0.029396-0.0044106i,0.022398-0.023152i,0.022777-0.022124i,0.022937-0.021315i,0.012854-0.013134i,0.0089884+0.0054388i
