-0.002129+7.7033e-05i,-0.001919+0.00064552i,-0.002364+0.0012186i,-0.0027081+0.00098891i,-0.0025114+0.0010464i,-0.0016484+0.0013616i,-0.00090703+0.0005675i,-0.00023353+0.00028249i,0.00031518+0.00013441i,0.00033055-0.00049436i,0.00051629-0.00065196i,0.0003117-0.00036698i,0.00028054-0.0002231i,0.00030738-0.00057057i,4.1089e-05-0.00023882i,0.00024002+0.00024584i,0.00033858-1.1661e-05i,-0.00039016+4.1168e-05i,-0.00074783-0.00068938i,-0.00015299-0.00098305i,-2.0186e-05-0.00078701i,-9.0089e-05-0.0013662i,-3.4835e-06-0.0011259i
0.0020317-0.00053838i,0.0013967-0.00096817i,0.00074755-0.00053973i,0.0008009-0.00012476i,0.0016498-0.00054937i,0.0012245-0.0002017i,9.4293e-05-4.7814e-05i,-0.00043811-0.00078574i,-0.00062779-0.00092933i,-0.0004235-0.00024884i,-0.00025292-0.00053064i,-0.00029931-0.00031023i,-0.00041867-0.00018945i,-0.00028736-0.00049679i,0.0003549+0.0001963i,0.00082664+0.00071261i,-3.9733e-05+0.0010187i,-0.00070393+0.0015192i,-0.00078677+0.00087012i,-0.0008634+2.6481e-05i,-0.00069022-3.4383e-05i,-0.00030971+0.00032497i,-0.0008917+3.3421e-05i
-0.00070538+0.0012367i,-0.00086739+0.0006425i,-0.00019079+0.00017775i,0.00026511-0.00011989i,0.00052984-0.00035301i,0.00068282-0.00014194i,0.00088107+0.00028261i,0.00048287-0.0003098i,-0.00012402-0.00071885i,-0.00013768-0.0004888i,8.154e-05-0.00017756i,0.00027442-0.00040316i,-6.1791e-05-0.00062704i,6.5294e-05-0.00018554i,0.00085987+4.5513e-05i,0.00088634-0.00016751i,0.00063277-0.0004954i,0.0003225-0.00056375i,-0.00025464-0.00076215i,-0.00078202-0.00019635i,-0.00039295+0.00030909i,-0.00046908+0.0003077i,-0.0015807+0.00033659i
0.0011081+0.00026022i,0.00094947-0.00082776i,0.00067888-0.0010472i,0.00069211-0.00056031i,-0.00032184-0.00076622i,-0.00040578-0.0010573i,0.00013684-0.0009721i,-5.4082e-05-0.00060377i,0.00072425-0.00061049i,0.0012228-0.00047455i,0.00092954-5.9069e-05i,0.00060082+0.00023307i,0.00037356+1.2754e-05i,6.19e-05-0.0003581i,-0.00021918-0.00017917i,-0.00040435+0.00026197i,-0.00084943+0.00031169i,6.6696e-05+0.00026438i,0.0005835+0.00016475i,-6.514e-05-9.0398e-05i,-0.00029623+0.00017595i,-0.000713-0.00042926i,-0.00082081-0.0011327i
0.00072149+0.00051853i,0.00078509-0.00020815i,0.0019536-5.289e-05i,0.0011945+0.00075376i,-0.00037485+0.001095i,-0.0010198+0.00052752i,-0.00085465+0.00028268i,-0.00086172+6.0802e-05i,-0.0011903+1.9214e-05i,-0.0005807-0.00041093i,0.00021305-0.00022937i,0.00030618+0.00041598i,0.00039977+3.2925e-05i,0.00026544+0.00017538i,0.00040505+0.00059214i,0.0013591+0.00057745i,0.0011344+1.1059e-05i,-0.00018596-0.0006723i,-0.00097655-0.00081123i,-0.00088008-0.00014437i,-0.00038989+0.00041839i,-6.4739e-05+2.6748e-05i,-0.00034555-0.00055123i
0.00065984-0.0025273i,-0.00035318-0.0015646i,-0.0010632-0.0021775i,-0.00044379-0.0015848i,-0.00040006-0.0006232i,-0.00026642-0.00044384i,0.00011746-0.0010041i,2.5435e-05-0.0015435i,5.051e-05-0.0012204i,-0.0010203-0.00086456i,-0.0010879-0.00041958i,-0.00038043+0.00024999i,0.00010238+0.00044115i,0.00020778+0.00056591i,-0.00057464+0.00064331i,-0.00088688+0.00028488i,-0.00026925+0.00038538i,-0.00020442+0.00027862i,-0.0010151+3.5316e-06i,-0.00081733+7.54e-06i,-0.00013083+0.00020003i,-0.00060261+0.0009238i,-0.0012812+0.00079106i
-0.00095908+0.00077296i,-0.001036+4.8335e-05i,-0.001436+3.6831e-05i,-0.001952+0.00010245i,-0.002394-0.00029242i,-0.0022488-0.00052802i,-0.0016542-0.00061225i,-0.0012714-0.00088117i,-0.0010826-0.0011152i,-0.00050424-0.00091699i,-7.0423e-05-0.00054893i,0.00044523-0.00030148i,0.0012293-0.00021212i,0.0010594-0.00025229i,-0.00047372-0.00028381i,-0.00049329-5.5423e-05i,0.00063473+0.00032098i,0.00069632+0.00033069i,0.00031724+0.00027413i,-0.00022822+0.0007069i,-0.00018382+0.00074831i,0.00045735+4.6455e-05i,0.00037914-0.00083389i
0.00023925+0.00090027i,-0.00053492+0.00083745i,-5.2761e-05-1.5547e-05i,0.00037076+8.9354e-06i,9.7211e-05-0.0004288i,0.0002097-0.00013236i,0.00046071+0.00031967i,7.2965e-05-0.00079385i,0.00014838-0.0017137i,0.00070274-0.00027436i,0.00028479+0.00049153i,0.00049187-0.00014604i,0.0011362-0.00036986i,0.00050147-0.00067331i,-0.00058931-0.00058488i,-0.0011081+0.00015381i,-0.00040717+0.00024132i,0.00035156-0.00010961i,0.00038662-4.8876e-05i,2.2582e-05+0.00033309i,-0.0004525-3.8124e-05i,-0.00016522-0.00043299i,-0.00029645-0.00037219i
0.0011394+0.00037959i,0.00045022-0.00024178i,0.00033478-0.00049995i,0.00033308-0.00059076i,0.00051273-0.00052887i,0.00052017-0.0010155i,0.00088534-0.00077177i,0.00083375-0.00058943i,-0.00056165-0.00064544i,-0.0004444-0.00065686i,0.00040939-0.00074583i,0.00045758-0.00054732i,0.00010953-0.00041551i,0.00010039+5.4496e-05i,0.00062548-4.0705e-05i,6.444e-05-0.0005338i,-0.0003909-0.00070111i,-0.00027832-8.2314e-05i,-7.8007e-05+0.00047184i,0.0001754-0.00023907i,-0.00021393-0.0004118i,0.00019592-0.0001573i,0.00048027-0.00062668i
-0.00062168-0.00013116i,-0.00016787-0.00048036i,-0.00037955-0.00040475i,-0.00012986-0.0011062i,0.00053082-0.0020054i,0.00049144-0.0016786i,0.0001548-0.0012287i,-0.00029161-0.0008312i,-0.00045931-0.00036403i,0.00034769-0.00016925i,0.0010801-0.00046236i,0.0015275-0.00095974i,0.0018427-0.00074819i,0.00091137-0.00046378i,0.00023632-0.00048546i,0.00014566-0.00083062i,-0.00022827-0.00080934i,-2.3263e-05-0.000886i,3.3451e-05-0.00020322i,0.00021908+0.00097652i,0.00051281+0.00089624i,6.9068e-05+0.00052968i,-4.2271e-05+0.00051832i
0.0013651+0.0012906i,0.0014296+0.0014743i,0.0024053+0.0018544i,0.0020431+0.001233i,3.267e-05+1.2994e-05i,-0.00044401-0.00054767i,-7.7088e-05-0.00049096i,-0.00017116-0.00065063i,-2.6397e-05-0.00034121i,0.00013175-0.00020384i,0.0007569+0.00016273i,0.0016843-5.2676e-05i,0.0016367-0.00052939i,0.00092784-0.00097613i,0.00074946-0.00052408i,0.00057354+0.00034809i,-7.4534e-05+0.00026911i,-0.00023137-0.00082702i,-0.00057072-0.0012398i,-0.00049574-0.00059521i,-0.00021578+2.0694e-05i,-0.00053478+0.00024302i,-0.00032577+0.00049257i
-0.00061989-0.002412i,-0.0018198-0.0014019i,-0.002081-0.00070177i,-0.0010652-0.00079289i,-0.00030844-0.00011537i,-0.0003319+0.00038178i,-0.0002418+0.00038031i,0.00076295-3.6358e-05i,0.0014842-0.0011068i,0.0013571-0.0013672i,0.0010385-0.00070503i,0.00063338-0.00046388i,0.00018189-0.00060929i,0.00017644-0.0006192i,0.00038988-0.00029577i,0.00030533-0.00012422i,0.00045846-0.00020823i,0.00061392+0.00043917i,0.00045535+0.0006942i,-0.00022823+0.00013024i,-0.00067165-0.00031608i,7.7342e-05-0.00019326i,3.5487e-05-0.00022536i
-4.2742e-05+0.00053573i,-0.00031603+0.00034715i,0.00019221+7.5663e-05i,0.00049461+0.00023959i,0.00020537+0.00034903i,5.7447e-05+9.8644e-05i,0.00023944-0.00016464i,5.5805e-05+0.00024076i,9.0398e-05-4.9947e-06i,0.00016373-1.6185e-06i,0.00020861+0.00066379i,0.00017187+0.00093694i,-0.00018287+0.00027136i,-5.2416e-05-0.00065791i,0.00072684-0.00010557i,0.0013124+0.0005274i,0.00025896+0.00051887i,-0.0004661+0.00048977i,-0.0005199+4.2017e-05i,-0.00022466-0.00084639i,-0.00029248-0.0010731i,-6.1314e-05-0.0010934i,-0.00023297-0.0011495i
-0.0016199-0.00068983i,-0.0023472-0.0010432i,-0.0023747-0.00058058i,-0.0021468-0.00031393i,-0.0014382-0.00085634i,-0.0005025-0.00086963i,-0.00045911-0.00096118i,-0.00085823-0.0018291i,-0.00072833-0.0023807i,-0.00090628-0.0015827i,-0.00074509-0.00057482i,-5.7604e-05+0.00036785i,0.00093457+0.0010382i,0.0013335+0.0010795i,0.00055587+0.00063154i,0.00032366+0.00019444i,6.4622e-05+8.2584e-05i,-0.00094022+0.00011656i,-0.00098416-0.00032394i,-0.00040735-7.0565e-06i,5.3353e-05+0.00024088i,0.00069293-8.6217e-05i,0.00093386+0.00015299i
0.00042204+0.0016324i,0.00025817+0.00078141i,0.00047294+0.00036305i,-0.00013747+0.00035217i,-0.00088988+0.00023573i,-0.0011494-0.00010687i,-0.0011402-0.00050927i,-0.00018784-0.00077318i,0.00072827-0.0011008i,0.00088275-0.00078043i,0.00027701+8.0255e-05i,0.00047458-0.00080411i,0.00087087-0.0011056i,0.00045324+8.5212e-05i,0.00018269+0.00039379i,5.8071e-05+0.00034947i,9.3135e-05-8.513e-05i,0.0003541-0.00029849i,0.0006307-4.1068e-06i,0.00046874-4.221e-05i,-0.00017877-0.00018404i,-0.00061668+0.0002929i,-0.00041179+0.00024761i
-0.001667+0.00057264i,-0.0016074+0.00058454i,-0.00030437+0.00097824i,0.00065804+0.00096561i,0.00088081+0.00073215i,0.0011473+7.5187e-05i,0.0013653-0.00090079i,0.0013386-0.0012751i,0.00041272-0.0010368i,-0.00025025-4.2546e-05i,-1.1475e-05+0.00062386i,0.00078534+0.00032939i,0.00077943-0.00056918i,-0.00052447-0.00068967i,-0.00049896-6.5498e-06i,0.0003396-0.00033747i,0.00054057-0.00092822i,0.00011024+3.8295e-05i,0.00015298+0.0010476i,0.00034532+0.00088868i,0.00028379+0.00077987i,-4.4796e-05+0.00041089i,8.4277e-05-4.829e-05i
-0.0031607+0.00019024i,-0.0033252+0.00070038i,-0.0029099+0.00062198i,-0.0012866+0.0015788i,0.00035656+0.0019951i,0.00061689+0.00081422i,9.4754e-05+6.6916e-05i,0.00033359-0.00080661i,0.00042494-0.0013408i,0.00035864-0.00076221i,0.00058678-0.00023104i,0.00052615-8.4639e-05i,-5.569e-05+0.00020008i,-0.00015817+0.00056817i,0.00061789+0.00086517i,0.00050656+0.00070382i,-0.00010373+0.00050534i,0.00027408+0.00058323i,-0.00045985+0.00085882i,-0.0012167+0.0012859i,-0.00043674+0.00074149i,-0.00020601-0.00011573i,-0.00052301-0.00019543i
0.0010121+0.0016447i,0.00087919+0.0011914i,0.0017794+0.0010522i,0.0017007+0.00013676i,0.00048089-0.00065168i,8.1626e-06-0.0010358i,7.8418e-05-0.00096922i,3.809e-05-0.00098557i,-6.0006e-05-0.001347i,-5.3263e-05-0.0012203i,0.00041133-0.00059521i,0.00051009-0.00084298i,0.00035784-0.0013725i,0.00012336-0.0009645i,-0.00017633-0.00011688i,6.3917e-05+0.00044536i,0.00023129+0.0001263i,0.0001999+0.00060506i,0.00049+0.0011014i,0.0003834+0.0001303i,0.00013825-0.00092714i,1.0759e-05-0.00087225i,-0.00038101-0.00034777i
0.0017745+0.00024127i,0.00072802-0.0013973i,1.6968e-05-0.002497i,-0.00019316-0.0022378i,0.00030382-0.0016555i,0.00024819-0.00018714i,-0.00040186+0.00017893i,-6.9912e-05-0.00071831i,0.00011052-0.0010601i,-0.00020774-0.00057134i,-7.7594e-05-0.00064718i,0.00080156-0.0010536i,0.0012421-0.0005557i,0.00063892-3.7479e-05i,0.00011585+0.00010544i,-0.00023634+0.00018624i,-0.00018861-0.00010629i,8.6262e-05-0.00051216i,3.9747e-05-0.00028817i,-0.00031895+0.00017259i,-0.00030083+0.00031188i,-0.00023793+0.00026448i,-0.0003136-0.00036192i
-0.0016136+0.00030308i,-0.00058812+0.00063134i,-0.00054965+0.00074744i,-0.0005679+0.00055162i,0.00012159+0.00010375i,0.0011595-0.00070405i,0.00076465-0.00055322i,-0.00052146-0.0010771i,-0.00060045-0.0010525i,-0.00014418+1.4317e-05i,-0.00072458+9.9283e-05i,-0.00043706-4.6934e-05i,0.00011702+6.7503e-05i,0.00059139+0.00053168i,0.00071293+0.00062553i,0.00019437+0.00025658i,-0.00029564+0.00020004i,-0.00054223+0.00026756i,-0.00087584+0.00088301i,-0.00086483+0.0011041i,0.00028074+0.00077361i,0.00062358+5.6748e-06i,0.00027506+0.00036796i
-0.00020942-0.00058073i,-0.00054859-0.001161i,-0.0017274-0.0018456i,-0.0029219-0.0017664i,-0.0023011-0.00066658i,-0.0012146+0.00036879i,-0.00066242+0.00043758i,-2.5434e-05-0.00025329i,-0.00014576-0.00058304i,-0.00075582-0.00065692i,-0.00057294-0.00041698i,-0.00045889+0.00027778i,-0.00020628+0.00016641i,0.00046884-0.00074559i,0.00067512-0.00069632i,0.00029661-0.00011152i,0.00048721-0.00014046i,0.00076764-0.00052089i,0.00027144-0.0006235i,-6.1303e-05-0.00037959i,-0.00010359-9.6113e-05i,1.755e-05-0.00026764i,0.00037994-0.00053561i
-0.0025096+0.00031227i,-0.0032762+0.00046704i,-0.002972+0.0017443i,-0.0021795+0.0017646i,-0.00093892+0.00067841i,0.00039099-0.00039244i,0.00091183-0.0011584i,0.00088441-0.0018833i,0.00075692-0.002082i,-1.5157e-05-0.0015024i,-0.00045815-0.00050481i,3.8696e-05-0.00025259i,0.00035903-0.0001418i,0.0003153-0.00014634i,0.00038381+0.00019704i,0.0003895+0.00021117i,0.00037504-6.8338e-05i,0.00058691-0.00014737i,0.00036428+0.00046644i,-0.00035898+0.00060155i,2.1606e-05+0.00064333i,0.00069748+0.0010656i,6.7057e-06+0.00026773i
-0.00035237-0.0045078i,0.0010556-0.0035589i,0.0016352-0.0020577i,0.00095036-0.00076026i,-0.0005281-0.00024237i,-0.0013316-0.00022869i,-0.00091042-6.7591e-05i,-0.00034565-0.0002519i,-0.00054025-0.00032956i,-0.00055179-0.00027591i,0.000425+0.0002275i,0.00062027+0.00038996i,-0.00035511-0.00023148i,-0.00052822-0.00020479i,9.5795e-05-2.1124e-05i,0.00026593-0.00039564i,2.702e-05-0.00036868i,-0.00028248+0.00025496i,-0.00086061+0.00015659i,-0.00083827-0.00069193i,-0.00024114-0.0010979i,-0.00012351-0.00082056i,-0.0001085-8.4579e-05i
0.00016272-1.9616e-05i,0.00047072+0.00085511i,0.0004342+0.0011451i,0.0010531-0.00038309i,0.0014485-0.0024389i,0.00059458-0.0020457i,0.00037985-0.00056656i,9.2539e-05-0.0011345i,-0.00046731-0.0020413i,-0.00035409-0.0017057i,0.00021295-0.0003791i,0.00010756+0.00026992i,-0.0005114+6.9304e-05i,-0.00030886-0.00022658i,0.00059961+0.000229i,0.00084493+0.00087718i,0.00045567+0.00039513i,-0.00020044-1.3863e-05i,-0.00026565-0.00045027i,0.0001878-0.0010206i,0.00023922-0.00024672i,0.00021069+0.0003054i,0.00015781+0.00032663i
9.1277e-05+0.00074442i,0.0014446+0.00081285i,0.0013423+0.0012064i,0.00047904+0.0013942i,-0.00041944+0.0013767i,-0.00029803+1.9447e-05i,-0.00038378-0.00069145i,-0.0011341+0.00027096i,-0.0011389+0.00012892i,-0.00050232-0.00097788i,4.619e-05-0.00089348i,0.00051038+9.5781e-05i,0.00081878+0.00039737i,0.00058942-0.00053431i,9.5028e-05-0.00083319i,-0.00026156-9.8698e-05i,-0.00027827-0.00022524i,-0.00016716-0.0014068i,-0.00010543-0.0014039i,-0.00021655-0.00079098i,8.1671e-05-0.00052498i,-7.0746e-05+0.00010629i,3.2116e-05+0.0004652i
7.984e-05+0.0004828i,0.00062559+9.5167e-05i,0.0015345-0.00018117i,0.0021913-0.00025921i,0.0016939-0.00042956i,0.00055529-0.0011267i,0.00041436-0.0013229i,-6.93e-05-0.00015112i,-0.00097018+1.9343e-05i,-0.00082655-0.00013814i,0.00014569-0.00030259i,0.00060397-0.0001695i,0.00045918+0.00065607i,-2.8086e-05+0.0012294i,-0.00057943+0.00095007i,-0.00016594+0.0008788i,0.00054979+0.00089996i,0.00053821+7.571e-05i,-0.00037036-0.00037731i,-0.0010279-0.00038065i,-0.0010377-0.00041063i,-0.0005275+7.7183e-05i,-0.00017812+0.00021257i
-0.0013628+8.6424e-05i,-0.00078534+0.00029688i,-0.0013812+0.0011854i,-0.0010717+0.0011532i,-0.00083855+0.00041404i,-0.0012159-8.6402e-05i,-0.0011109-0.00028485i,-0.00056419-0.00034373i,-0.00067644-0.00025199i,-0.00073824-0.00024502i,-9.6326e-05-0.00062371i,0.00045147-0.00076606i,0.000794-0.00045398i,0.00087857+6.0388e-05i,7.9753e-05-0.0001045i,-9.3675e-05-0.0012485i,0.00050674-0.001143i,0.00059555-4.4406e-05i,0.00045316+0.00056972i,-0.00045512+0.00089423i,-0.0012897+0.0010111i,-0.0010854+0.00079022i,-6.0985e-05-2.217e-05i
-0.0013329+9.7354e-05i,-0.00048632-0.00012066i,-0.00025429+0.00031001i,0.00063016+0.0003172i,0.0010474-0.00012684i,0.00053284-0.00040814i,9.2451e-05-0.00061792i,-0.00039954-0.00065886i,-0.00048021-0.0015009i,-0.0004007-0.0016148i,-2.1595e-05-0.00057394i,0.0010066-0.00049274i,0.0011894-0.000211i,0.00036369-0.00011135i,-0.0001014-0.00027809i,0.00020551-0.00021641i,0.00055266-2.9857e-05i,0.00071865+9.4698e-05i,-9.1701e-05-1.3251e-05i,-0.00043342-0.00015559i,0.00029344+0.00025919i,-0.00013925+0.00080587i,-0.00023545+0.0011098i
0.0005752+0.00065048i,0.001059+0.00057529i,0.0015555+0.0009484i,0.0015749+0.00096729i,0.0011908+0.00024854i,0.00067413-0.00073849i,0.00055868-0.0010344i,0.00078599-0.00096542i,0.00085959-0.00017095i,0.0007245+0.00048426i,0.00045326+0.00082777i,0.00065189+0.00025462i,0.000685-0.00074575i,-0.00025537-5.5049e-05i,-0.00066528+0.00060502i,-8.2428e-05+0.00093591i,0.00029677+0.0008894i,0.00028077-1.42e-05i,-0.00039017-0.00061394i,-0.0010262-0.00024343i,-0.00027934+0.00017281i,0.00017209+0.00020648i,-0.00028391+0.0001363i
-0.0016926-0.0015085i,-0.0009221-8.9759e-05i,-0.0010853+0.00016607i,-0.00028745+0.00066022i,0.00061447+0.0016122i,0.0012637+0.001769i,0.0015063+0.00016634i,0.00097341-0.0013566i,-0.00030504-0.001624i,-0.00050035-0.0010326i,6.5558e-05-2.377e-05i,-4.0826e-05-0.00026549i,-0.00011066-7.0867e-05i,-0.00014036+0.00080216i,0.00022949+0.00088177i,0.00028008+0.0007759i,4.4543e-05+0.00016722i,0.00028085-0.00030678i,0.00051181+0.00014882i,-9.6423e-05+0.00080974i,-0.00063435+0.00098639i,-0.00064493+0.00081633i,0.00012229+0.00039263i
0.0034444+0.00034957i,0.0024328-0.0002971i,0.0029716-0.00092681i,0.0021807-0.0013207i,0.00042652-0.001689i,-0.00099962-0.0010757i,-0.0015582-0.00062037i,-0.00089087-0.00091106i,-0.00034437-0.00063429i,-0.00037368-0.00023907i,-0.00037055-0.00057799i,0.00066408-0.00015959i,0.00079664+0.00019702i,-0.00020292-0.00016554i,-2.8204e-05-0.00038188i,0.0006256-0.00060307i,0.00078473-0.00082715i,0.00076666-0.00058805i,5.9598e-05-0.00026413i,-0.00061828-0.00059627i,-0.00025866-0.00077638i,3.5614e-05-0.00047818i,-0.00033176+0.00031942i
-1.17e-05-0.0010211i,0.00066459-0.00080805i,0.0010963-0.0010576i,0.001192-0.0013687i,0.0009449-0.0018882i,9.6487e-05-0.0017728i,-0.00036392-0.0010414i,-0.00011773-0.00022834i,0.00022185-0.0002134i,-0.00057148-0.00049561i,-0.00087503-0.00040532i,9.976e-05-0.00031168i,0.0010544-9.303e-05i,0.00094735+0.00017666i,0.00019663-6.2412e-05i,-0.0006706-0.00015308i,-0.00094547-8.9128e-05i,0.00057024-0.0001106i,0.00075292+8.0855e-05i,-1.787e-05+3.7601e-05i,-0.00056361-3.9553e-05i,-0.0014541+0.00031365i,-0.0015803-6.7324e-05i
0.00012481+0.0010262i,0.00050052+0.0004475i,8.4322e-05+0.00058971i,-0.00019247+0.00034698i,6.7181e-05+0.00055859i,0.00020448+0.00017329i,-0.00058476-0.00066786i,-0.0017404-0.00098932i,-0.001681-0.001226i,-0.00017829-0.0010972i,0.0011877-0.00049897i,0.0013872-0.00011315i,0.00051934-0.00023783i,0.00024699-0.0001747i,0.00053521+0.00062622i,-1.8628e-05+0.00098196i,-0.00020734+0.00069163i,-0.0001238+0.00017473i,0.00021038+9.2763e-05i,0.00048597+9.4159e-05i,0.00015691-0.00027419i,0.00028342-0.00070892i,0.0002913-0.0008279i
-0.00032555-0.00080305i,-0.0011847-0.00081271i,-0.00034678-0.00033365i,7.775e-05-0.00019956i,-6.0943e-05-0.00088992i,0.00048076-0.00049447i,0.00058216+0.00013681i,-9.4566e-06-0.00020524i,7.6337e-06-0.001103i,-0.00029981-0.0010844i,-0.0007517-0.00028481i,0.00023874-0.00031561i,0.00058139-0.00077204i,-0.00076177-0.00017912i,-0.00075964+0.00070093i,0.0002794+0.00077618i,0.00035794+0.00089286i,-0.00013063+0.00047323i,-0.00048484+0.00022299i,-0.00074375+0.00099248i,-0.00047238+0.00086311i,0.00011315+0.00010391i,0.00041471-7.0347e-05i
-0.00079395-0.00052026i,7.6336e-05-0.0011843i,-0.0012557-0.00070968i,-0.0017419-0.00014601i,-0.00090141-0.0009095i,-0.00016723-0.0014855i,-2.1809e-05-0.0015499i,-0.0010742-0.0014587i,-0.0018259-0.0010824i,-0.00094815-0.00081799i,0.00062866-0.00045775i,0.0010385-0.00066413i,0.00068648-0.0010006i,0.0001798-0.00089338i,-0.00010835-0.00010781i,0.00078645+0.00039874i,0.0012154+0.00062396i,0.0003789+0.00038611i,-0.00034828-0.00010481i,-0.00043396+2.796e-05i,-7.0964e-05+0.00019421i,-0.00059529+0.00044382i,-0.00088847+0.00030074i
-0.0018919-0.0018639i,-0.0017221-0.0018556i,-0.0017403-0.0023871i,-0.0012154-0.0020327i,-0.00051044-0.0012828i,0.00043818-0.00091102i,0.00093458-0.00086251i,5.395e-05-0.0015073i,2.4649e-05-0.0019126i,8.7649e-05-0.0015679i,-0.00048721-0.00059749i,-0.00026715-0.00015185i,0.00093926-0.00041911i,0.00023193-0.00024279i,-0.0010453+0.00035006i,-0.00087215+0.00061842i,-0.00046433+0.0005748i,-0.00038366+0.00042472i,-0.0007484-0.00019194i,-0.00080581-0.00014691i,-0.0005906+0.00026045i,-0.00094784-0.00053435i,-0.0012438-0.000831i
0.0012412+0.00019912i,0.0018463-0.00022734i,0.001689-0.00017743i,-2.2397e-05+6.9605e-05i,-0.00083526+0.00031793i,-0.00072359+0.00053635i,-0.00097832-0.00030681i,-0.00060744-0.0013416i,0.00051189-0.0014864i,0.0011057-0.0012208i,0.0010044-0.00083579i,0.00025501-0.00011698i,-0.00059264-0.00016521i,0.00013435-9.8115e-05i,0.00038516+0.00057023i,9.5278e-05-7.2509e-05i,0.00047979-0.00057922i,0.0010285-0.00044354i,0.00057147-0.00031093i,-0.00062649-0.00065041i,-0.00078034-0.00092844i,-0.00011643-0.0009197i,0.00021425-0.00066363i
-0.00029632+0.001009i,-0.0011647+0.00094779i,-0.0013678+0.00025169i,-0.0016653+0.00043789i,-0.0016026+0.00044184i,-0.00038123-0.00025155i,0.00012401-3.5637e-05i,-0.0004737-4.1648e-05i,-0.00067337-0.0004076i,-0.00039334-0.00045424i,3.6585e-05+1.7732e-06i,7.9695e-05+6.6047e-05i,0.00055711-0.00078199i,0.0012332-0.00060497i,0.00068274+0.00028491i,0.00022216+0.00011107i,0.00026781-0.00024167i,-2.8913e-05-0.00034046i,0.00031175-0.0006412i,0.00074292-0.00026784i,0.00034441+0.00032495i,0.00018272+0.00013755i,-0.00019801-0.00033941i
0.0004057+0.00027152i,0.0001975+0.00031867i,-0.00018499+0.0003938i,-0.00048884-0.00049679i,-0.00075297-0.00036616i,-6.4453e-05-0.00017598i,0.00062651-0.00051623i,0.00026064-0.0011505i,7.7634e-05-0.0014564i,0.00042296-0.00045771i,0.00093301+7.7396e-06i,0.00070817-0.00010192i,0.00015373-0.00021531i,0.00030481-1.7575e-06i,0.00029879+0.00016527i,0.00062477-0.00061878i,0.00074702-0.0017547i,0.00029872-0.0015612i,-0.00015019-0.00050823i,-0.00083405-0.00043242i,-0.00039411-0.00085955i,0.00028422-0.00086217i,0.00024388-0.0011451i
0.0002905-0.00026466i,0.00051572-0.00039662i,-0.0004488-0.0012631i,0.00016331-0.0010671i,0.0014143-6.5686e-05i,0.0015857-0.00047436i,0.000599-0.00076087i,-0.00038947-0.00020852i,-0.00076582-0.00092542i,-0.0010309-0.001022i,-0.0006926-1.5005e-05i,0.00022234-0.00015224i,9.0549e-05-0.00028441i,-0.00042893-0.00035081i,0.00024604-0.00013748i,0.00079778-0.00042667i,0.00034749-0.0002991i,-0.00039819+0.00033045i,5.2852e-05+0.00034397i,0.00022393+0.00042844i,-0.00016471+0.0005623i,0.00022674-0.00034918i,0.00061773-0.0008171i
0.0009142-9.3247e-05i,0.001418+0.00079153i,0.00086468+0.0016271i,5.6019e-05+0.00051485i,-0.00074823-0.00062303i,-0.00082543+1.1277e-05i,-0.00038059-0.00019747i,0.00036935-0.0011047i,0.00082041-0.00097926i,0.00042186-0.0011374i,-0.00018197-0.0011315i,-0.00039832-0.00077856i,7.2055e-05-0.00099023i,0.00025282-0.00095375i,0.0001998-0.00043949i,-0.00020935-0.00027653i,-0.00034148-0.0003551i,-0.00012956-0.00035444i,-0.00053344-0.00047427i,-0.00038444-0.00054147i,0.00014656-0.00031378i,0.00064312-0.00023061i,0.00049486-9.5507e-05i
-0.00055938+0.00037751i,-0.00090148+1.9961e-05i,-0.00079667+0.00016678i,0.00011278+0.00039298i,0.00065748+0.00037351i,0.0010538+3.7963e-06i,0.0011637-5.4736e-05i,0.00030859-0.00032839i,-0.00020083-0.00078498i,0.00028121-0.00099917i,0.00025815-0.00070915i,-3.8805e-05-0.00043871i,0.00088926+0.00022687i,0.0011607+0.0011758i,0.00027296+0.00090697i,-0.00010839+0.00096977i,-0.00053511+0.0011151i,-0.00073267+0.00091259i,-0.00070959+0.00076486i,-0.00056522+0.00010959i,-0.00021983-0.00031701i,-9.3301e-05+0.00040048i,-9.9089e-05+0.00070904i
0.00021816+0.0025182i,-6.667e-05+0.001808i,9.3289e-05+0.00092111i,0.000707-0.00068346i,0.00076527-0.0019745i,5.4799e-05-0.0017285i,-0.00022655-0.0013277i,-4.5827e-05-0.0014575i,0.00037499-0.0017407i,0.00010439-0.0015615i,0.00020297-0.00051379i,0.00038213+0.00010309i,0.0004862-0.00014013i,0.00057537-0.0003629i,0.00082586+0.00029396i,0.0014918+0.00083774i,0.0011446+0.00057283i,0.0002155+0.00031283i,-0.000547-0.00043745i,-0.00038078-0.00018859i,0.00040125+0.00088843i,0.00111+0.00063i,0.00073599-0.0002729i
