0.00086481-0.0011495i,0.00066121-0.0017823i,-0.0019842-0.0021937i,-0.0030755-0.0016484i,-0.0022587-0.0010657i,-0.0015001+0.00010767i,-0.00096668+0.0015692i,-0.0012535+0.0021642i,-0.00035939+0.001065i,0.0007558-0.00017856i,0.00026393-0.00088468i,-0.00039418-0.0014929i,-0.0001486-0.0011751i,0.00049179+0.00014022i,-0.00032664+0.0011046i,-0.0011323+0.00074974i,-0.00068641+0.00012581i,0.0001711-0.00051889i,0.00063874-0.00021071i,6.3761e-05+0.00041891i,-0.00018716+3.843e-05i,-0.00023991+0.00012905i,0.00018334+0.00052577i
-0.00032716+0.0003229i,0.00013626+0.0010907i,-0.0011957+0.0018043i,-0.0017107+0.0024858i,-0.00069698+0.002369i,0.00010633+0.0019515i,-0.00019205+0.00098614i,7.0545e-05-0.00030527i,0.00039972-0.0011668i,-0.00014457-0.00091417i,-0.00038188-0.00043486i,-0.00039369-0.00021152i,-0.00039112-0.00015951i,0.00034104-0.00031069i,-1.5055e-05+0.00026322i,-0.0015341+0.00035295i,-0.0018667-0.00039083i,-0.0011539-5.614e-05i,-0.00093193+6.9701e-05i,-0.0010124-1.8894e-05i,-0.00033778+7.5548e-05i,0.00026962+0.00040885i,-4.0924e-05+0.00070236i
-0.0028782+0.00023415i,-0.0021529+0.00060759i,-0.0013633+0.0011131i,-0.0020745+0.0014125i,-0.0016194+0.0017933i,-0.00047852+0.0014174i,-0.00043915+0.00040322i,-0.00087135+0.00019903i,-0.0010244+0.00058748i,-0.001079+0.00023396i,-0.00093369-0.00012639i,-0.00047916+0.0005904i,3.6259e-05+0.0015694i,-2.9803e-05+0.00073814i,0.00015253-0.00021399i,0.00042453-0.00051982i,-0.00021897-0.00089759i,-0.00047287-0.0011618i,-0.00036442-0.00058157i,-0.00046623+3.163e-05i,0.00019465-0.00057043i,0.0006293-0.00042858i,0.00028456-0.00043965i
0.0010138-0.0026529i,0.00095951-0.0024687i,0.00017223-0.0019374i,-0.0010213-0.00023663i,-0.00085309+0.0018912i,-0.00017728+0.0017462i,-0.00019271+0.00042509i,0.00036786-0.00010338i,0.00016683-9.831e-05i,-0.000346-2.1795e-05i,0.00033514+7.288e-05i,0.0005302+0.00042983i,8.0418e-06+0.00088099i,-0.00021695+0.0005327i,-5.6784e-05+0.0001097i,-0.00010596+0.00012726i,0.00039538-0.00024302i,0.00087967-0.00077341i,0.00043556-0.00050621i,0.00010183+1.9265e-05i,0.00015111+0.00042933i,8.0148e-05+0.00044159i,9.8198e-05-6.5007e-05i
-0.00035779+0.0022778i,-0.00010589+0.0015603i,-0.00026029+0.0015843i,-0.00087286+0.0018917i,-0.00016107+0.0019025i,-4.3382e-05+0.0016754i,-0.0010083+0.0010689i,-0.00098088+0.00018342i,-0.00096666-0.00056117i,-0.0012726-0.00019515i,-4.6108e-05+0.00060651i,0.000405+0.00081016i,-7.8127e-05+0.00045743i,0.00010261-5.239e-05i,0.00072248+1.939e-05i,0.00050346+0.00034047i,0.00033828+0.00010434i,0.00075162+0.0002971i,0.00048112+0.00028064i,2.4401e-05-9.704e-05i,-0.00039123+0.00030113i,-0.00053316+6.8949e-05i,-0.00045092-0.0005621i
-0.00082957+0.00029947i,-0.00098637+0.00027368i,-0.00099662+0.0019566i,-0.00059176+0.0029314i,0.00037123+0.0023706i,0.0019065+0.0018934i,0.0015186+0.0013112i,0.0004753+0.00036223i,1.5499e-05+0.00010369i,7.9087e-05-0.0006422i,0.00038371-0.00060867i,0.00016037-1.2151e-05i,-0.00076967+0.0002796i,-0.00072869+0.00016035i,-0.00030774+7.6548e-05i,-0.00036647+0.00061517i,0.00021202+0.0012404i,0.00032955+0.00066115i,0.00027681+1.5838e-06i,9.2668e-05+0.00021657i,-0.00029726+7.5442e-05i,-0.00050671+0.000468i,3.5363e-05+0.00071372i
-6.8136e-05-9.1119e-05i,-0.0015352-0.0012703i,-0.0015445-0.001246i,-0.00083976-0.0009316i,-0.00096045-0.00051925i,-0.0010822+1.0456e-05i,-0.00092655-9.6525e-05i,-0.00019581+4.2436e-05i,0.00036829+0.000339i,7.3241e-05-0.0001678i,-0.00047893+0.00017123i,-0.00071004+0.0012022i,-0.00058113+0.0010192i,-0.00075681+0.00057116i,-0.00052605+0.00025993i,-0.00036124-4.2457e-05i,-0.00043519-0.00029429i,-0.0001737-1.2864e-05i,-0.00032822+0.00056i,-0.00049267+0.00058568i,-7.9746e-05+8.7815e-07i,-3.2414e-05-0.00040632i,0.00030707-0.00033966i
0.0024848+0.00043941i,0.0028469+0.00082833i,0.0010151+0.00090827i,-0.0009971+0.00088419i,-0.0012387+0.001183i,-0.001279+0.00096406i,-0.0017438+0.00013956i,-0.0015835-0.00016056i,-0.00067271-0.00048154i,0.00034689-0.00090105i,0.00058412-0.00039697i,0.00043198-0.00016358i,-2.8203e-05-0.00066174i,-0.00033504-0.00047851i,-0.00019543+0.00045799i,-3.2812e-05+0.00088539i,0.00068662+0.0006177i,0.00031334+5.2499e-05i,-0.00066-4.4543e-06i,-0.00086652+0.00022684i,-0.00082895-0.00050726i,-0.00022683-0.00055435i,-0.0002751+0.00023588i
-0.00098104+0.00022582i,-0.0023125+0.00085857i,-0.0023515+0.00020666i,-0.00086796+0.00050332i,0.00056321+0.0013429i,0.0010638+0.0017056i,0.00079406+0.00086372i,-0.00011754+0.00017129i,-0.00067685-0.00037734i,-0.00072982-0.00013974i,-0.00042368-0.00036706i,0.00011681-0.00095407i,0.00073271-0.00042143i,0.0013807+0.0002887i,0.0015977+0.00016723i,0.00045887+0.00017655i,-0.00021308+0.00032756i,-5.032e-05+0.00030806i,-0.00061281-7.4762e-05i,-0.00078225-0.0003686i,-0.00016793-0.00064118i,0.00025888+0.00025789i,9.8076e-05+0.0013092i
-0.0017681-0.00062894i,-0.0018597-5.6298e-05i,-0.002979+0.0010658i,-0.0034964+0.0018781i,-0.0024728+0.0024414i,-0.0011349+0.0023902i,-0.00056886+0.0010253i,-0.00026783-0.00036982i,-0.00014783-0.00097334i,-0.00068485-0.00024416i,-0.00071417+0.00057177i,2.0796e-06+0.00012939i,0.00073114-0.00053625i,0.001234-0.00034977i,0.0006396+0.00019536i,-0.00019268+0.00044791i,6.3035e-05+5.764e-06i,0.00055228-0.00026358i,0.00047576-0.00041432i,9.8954e-05-0.00086334i,0.00035779-0.00054125i,0.00064293-0.0003579i,5.2554e-05-0.00033105i
0.0011669+0.00052995i,0.0016391-0.0010519i,0.00081792-0.00087695i,1.3342e-05-0.00024287i,0.00080354-0.00039116i,0.00093282-0.00010604i,6.2376e-05+0.00059678i,1.764e-05+0.00050304i,0.00046152+6.609e-05i,-3.3512e-05-0.00031795i,-0.00040941-9.5506e-05i,-0.00027369+0.00047059i,-0.00045447+0.0010962i,-0.00064419+0.0012311i,-0.00056822+0.0007618i,-0.00081912+0.00046758i,-0.00050618+0.00014187i,0.00010618+1.1269e-05i,0.00010846+0.00062926i,-0.0002688+0.0011505i,0.00012529+0.00094838i,0.0006234+0.00051614i,0.00078817+0.0005537i
0.0017655+0.00089336i,0.0011305+0.00066788i,0.00015256-0.0011825i,-0.0016842-0.001735i,-0.0030133-0.00057597i,-0.0028186+0.00084698i,-0.0020326+0.0013507i,-0.00060916+0.00083934i,9.2588e-05+0.00022648i,-0.00079463-0.00040289i,-0.0015134-7.5928e-05i,-0.0010689+0.00073413i,-0.00019435+0.00050724i,0.00041547+7.5814e-05i,0.00052096+0.00046716i,0.00058307+0.00055811i,0.00073071-6.2461e-05i,7.0491e-05-0.00032592i,-0.00048982+0.00030675i,-0.00018086+0.00037373i,0.0004495+8.9901e-05i,0.00016258+0.00025082i,-0.00049666-0.00039069i
-0.00070969+0.00018955i,-0.0013355-0.00028044i,-0.00046071+0.00045114i,0.00015172+0.00050938i,0.00089747-0.00028853i,0.00061933-0.00014195i,4.9299e-05+0.0004837i,-8.034e-05+0.00054095i,-0.0003661-9.4431e-05i,0.00021821-0.00097447i,0.00066519-0.00085251i,-0.00044256-0.00046399i,-0.00086177+0.00034956i,-0.00015402+0.0011377i,-0.00041659+0.0011913i,-0.00043765+0.00089311i,0.00038729+0.00056158i,0.00070752+0.0002468i,0.0010733-0.00010836i,0.0011438+0.00026461i,0.00012021+0.00039336i,-5.4438e-05-8.7144e-05i,0.0004169-0.00025967i
0.0016253+2.5652e-05i,0.0017529+2.4295e-05i,-0.00099171+0.0010567i,-0.0025442+0.0020935i,-0.0017526+0.0030722i,-0.00063957+0.0022558i,-0.00039562-2.2561e-05i,0.0002127-0.0010508i,0.00035115-0.00058782i,0.00019541-0.00017382i,0.00013421+6.0313e-05i,7.1896e-05+0.00046554i,-5.7012e-05+0.00062683i,-0.0003505+5.6867e-05i,-0.00021329-0.00043079i,-0.00047909-1.3217e-05i,-0.00078249+0.00053621i,-0.00068528-2.9035e-06i,-0.00046444-0.00048563i,-0.00074246-0.00053798i,-0.00083142-0.0005326i,-0.00015043-0.00015079i,8.1575e-06-0.00016292i
-2.199e-05+0.00067451i,0.00073307+0.00050743i,0.0012175+0.00044603i,0.0013719+0.00093236i,0.0011996+0.0019625i,0.00087825+0.0019025i,0.00022353+0.00064981i,-0.00022724-0.00010806i,-0.00030029-0.0004616i,-0.0003553-0.00087601i,-0.00080439-0.00025871i,-0.0004582-4.3526e-05i,0.00054404-8.2118e-05i,0.00049294+0.00015873i,0.00015187+0.0006064i,1.3387e-05+0.00071494i,0.00042944+3.3017e-05i,0.00078167-0.00074714i,6.6794e-05-0.00016458i,-0.00083565+0.00084288i,-0.0012583+0.00051869i,-0.0007882+0.0001096i,-0.00044537-0.00015404i
0.0011695-4.8269e-05i,-1.391e-05-0.00021636i,-0.0016083+0.00078598i,-0.0017211+0.0016972i,-0.00077609+0.0019343i,-0.00040921+0.0012292i,-0.0004993+0.00044855i,-0.00067039+0.000381i,-0.00034848-7.0143e-05i,-4.3992e-06-0.0008769i,0.00033036-0.00040064i,8.5156e-05+0.00034508i,-0.00019578+0.0004379i,-0.00058991+0.0003276i,-0.00099512+0.00024267i,-0.0006977+0.00040532i,6.2025e-05+0.00063588i,-7.6116e-06-9.6824e-06i,-0.00050867-0.00048457i,-0.00034568+2.1977e-05i,0.00032531+0.00017708i,0.00031656+7.9505e-05i,-0.0001057+0.00047855i
0.0018573-0.0021547i,0.0015158-0.0020913i,-6.8296e-05-0.0013124i,-0.001827-3.6304e-05i,-0.0019062+0.0017688i,-0.00030598+0.002438i,0.00087399+0.0010648i,0.00075012-3.489e-05i,-0.00036093+0.00052746i,-0.0015285+0.0013614i,-0.0020214+0.0012228i,-0.0010824+0.00053061i,1.7437e-05-0.00039862i,0.00053749-0.00059883i,1.9529e-05+0.00020255i,-0.00086718+0.00054891i,-0.00035543-0.00060362i,0.00033419-0.0018927i,0.00053372-0.001102i,0.00076841-0.00025709i,0.00055168-0.00063171i,0.00012194-0.00031477i,-0.00019177+0.00026347i
-0.0011136-0.0013452i,-0.0023316-0.00038574i,-0.0032569+0.00096874i,-0.0033461+0.0011252i,-0.00218+0.0002078i,-0.00036166+0.0017938i,-0.00019092+0.0020332i,-0.00047023+0.00039357i,-0.00011044-0.0006052i,-0.00051582-0.0001196i,-0.00082491+0.00045513i,-0.00025102+1.6609e-06i,0.00072123+0.00014147i,0.0010148+1.4967e-05i,0.00037045-0.00049825i,-0.00046125-4.9309e-05i,-0.00030364-0.00056264i,0.00056005-0.0005871i,0.00078863+5.0743e-05i,0.00047895-0.00023079i,-0.00025017-0.00013601i,-0.00062773+0.00040751i,-0.00032747+0.00032131i
0.001734-0.0015883i,0.00015099-0.0016766i,-0.0010105-0.001523i,-0.0015703-0.0011347i,-0.0016652-0.00033242i,-0.001533+0.0004962i,-0.0016046+0.00073832i,-0.00071557+0.00032824i,0.00055113+0.00024491i,0.00071603-0.0002652i,0.00024744-0.00080954i,-0.00054754+0.00028556i,-0.00024375+0.00030978i,0.00024435-0.00051545i,-0.00015903-0.00022802i,2.4103e-05+0.00012924i,3.5209e-05+0.00073165i,-0.00019775+0.00024535i,-0.0007428-5.2032e-05i,-0.0012782+0.0003504i,0.00015998+0.00018881i,0.0010678-0.00013223i,0.00076079-0.00076419i
-0.00094903+0.00096022i,-0.0012863+0.00052805i,-0.0014086+0.00086434i,-0.0016239+0.0015507i,-0.00085755+0.0021343i,0.00044259+0.0025279i,0.00091713+0.0013021i,0.00045803+0.00046795i,0.0002039+0.00022627i,-8.5986e-05-8.2851e-05i,-0.00063222-6.7538e-05i,-0.00078965+0.00037804i,-0.00071872+0.00062549i,-0.00075706+0.00037359i,-0.00027906+0.00011105i,0.00050175-0.00043614i,0.00083461-0.00032622i,0.00073876+0.00013874i,0.00059074+1.8177e-05i,0.00013889+9.7724e-05i,-0.00014353+0.0002844i,-0.00013799+0.00013232i,-0.00012785+0.00037836i
-0.00057811-0.0014038i,-0.00043019-0.00099699i,-0.0011773-0.00068384i,-0.002547-0.00052646i,-0.0022835+0.001033i,-0.0011395+0.0026885i,-0.0010723+0.0020818i,-0.00098359+0.00029438i,-0.00045928-0.00016153i,-0.00050242-0.00033683i,-0.00050062+3.3384e-05i,-0.00059367+0.00022248i,-0.00026063-0.00022678i,0.00060411+0.00016572i,0.0014403+0.0002521i,0.001138-7.3403e-06i,-0.00011681-0.00084809i,8.2718e-05-0.0013166i,8.6681e-05-0.00083472i,-0.00044545-0.00078887i,-0.00069743-0.00021549i,-0.00064725+0.00042656i,-0.00014937-0.00012903i
0.0011027-0.00013593i,-3.1519e-05-0.0012508i,-0.00099126-0.00088752i,-0.00057038+0.00049261i,-9.9792e-05+0.00067913i,-1.4802e-05+0.00079311i,0.0001034+0.0010319i,-0.00023034+0.00090385i,-0.00060288+0.00028452i,-0.00096201-0.0005204i,-0.00087206-0.00066047i,-0.00055263-0.00033574i,-0.00056622-4.5163e-05i,-0.00028768-2.8797e-05i,-0.00025305+0.00023814i,-0.00015939+6.2273e-05i,0.00011783-9.4622e-05i,-0.00064811+0.00020428i,-0.0010183+0.00028619i,-0.00085862+0.0001102i,-0.00080542+0.00037721i,-0.00046213+0.00030345i,5.0839e-05-0.00056188i
-0.00021735+8.0814e-05i,-0.0010933+0.000282i,-0.002438+3.7531e-05i,-0.0036211+0.00042785i,-0.0038786+0.0013996i,-0.0024878+0.0021893i,-0.00077175+0.0021526i,-0.00071362+0.0006761i,-0.0011087-0.0010477i,-0.001254-0.00054185i,-0.0012723+0.00051654i,-0.00077537+0.00029055i,0.00049324+2.5192e-06i,0.0010881-6.5994e-05i,-0.00018713+0.00030341i,-0.00057112+0.00011325i,-0.00030667-0.00031235i,-0.00014666-0.00080837i,4.9313e-05-0.00079056i,-0.00011664-7.1205e-05i,-2.4074e-05-0.00045544i,0.00037965-0.00067012i,0.0007067-0.00020091i
-0.0021382-0.0014484i,-0.0035306-0.0014256i,-0.0038505-0.00080374i,-0.0030866+7.0616e-06i,-0.0021444+0.0011173i,-0.00060861+0.0020808i,0.00044908+0.0016356i,0.00016707+0.00090823i,-7.446e-05+0.00045839i,-0.00019888+0.00024667i,-0.00089811+0.00015564i,-0.00070883-0.00035826i,0.00024052+9.2379e-05i,0.00083277+0.00026549i,0.0011454-0.00019659i,0.00093482-0.00011971i,0.00080705+0.00027585i,0.00030193+0.00015643i,-0.00054137+0.00024916i,-0.00056522+0.00061516i,1.1116e-05+0.00090278i,0.0002917+0.00068162i,-7.3845e-05+0.00035029i
0.0003762-0.0018698i,-0.00077825-0.0012669i,-0.002256-0.00041437i,-0.0025863+0.0010861i,-0.0024682+0.0019239i,-0.0017156+0.00080967i,-0.00044004+0.00022066i,0.001024+0.00010364i,0.0015137-0.00040849i,0.00056707-0.0010851i,-1.2343e-05-0.00089771i,0.00042537+0.00014518i,0.00069054+0.00020905i,0.00062488-0.00011513i,0.0005299-0.00030865i,-9.0893e-05-0.00065846i,-0.00043764+0.00010123i,-0.0004549+0.00077853i,-0.00057402+0.00031043i,-0.00030171-0.00055406i,0.00018001-0.0006169i,3.8459e-06+0.00028514i,-9.9451e-05+1.896e-05i
0.00010674-0.0014251i,-0.00076557-0.001015i,-0.00066494-0.0010694i,-0.00074636-0.0005723i,-0.0012091+0.00018807i,-0.0013403+0.00049537i,-0.00099098+5.6277e-05i,-0.00014279-0.00034338i,-0.00039021-0.00069276i,-0.001072-0.00041225i,-0.000653+0.00012087i,-0.00013363+0.00029777i,0.00019257-0.00028583i,-5.3846e-06-0.00038681i,-0.00014308+0.000177i,-2.7762e-05+9.9639e-05i,0.00024184-0.00042409i,0.00019616-0.00043864i,6.9383e-05-0.00011295i,0.00044819+0.00018309i,0.0010743+0.00013235i,0.0012221+0.00032287i,0.00027677+0.0006389i
-0.00040576+0.0010859i,-0.0011724-0.00017749i,-0.0019939-0.00052881i,-0.0021762+0.00091918i,-0.0022594+0.0021173i,-0.0021963+0.0017619i,-0.00061647+0.00066742i,0.00044353+0.00040329i,0.00057547-9.0477e-05i,-0.00031651-0.00014575i,-0.00060033+0.00052255i,-0.00070311+0.0011785i,-0.000484+0.00055902i,0.00013318-6.0003e-05i,0.00067676+0.00079038i,0.00084687+0.0010344i,0.0010805+0.00052484i,0.0005606+0.00027973i,-0.00058823-0.0003932i,-0.0011085-0.0012349i,-0.00098211-0.00080783i,1.2359e-05-0.00034608i,0.00064763-0.00051693i
0.0010354-0.0004836i,-0.00029283-0.0018274i,-0.00059742-0.002032i,-0.0019982-0.0019833i,-0.0027783-0.001033i,-0.0017733-3.4439e-05i,-0.00056993+0.00039196i,0.00017917+0.00050387i,0.00030133-0.00064354i,0.00028858-0.001656i,-0.00055472-0.0015447i,-0.00045432-0.00027626i,0.0008309+0.00092176i,0.0010995+0.00056808i,0.00065384+0.00037042i,0.00043867+0.00088285i,-1.7399e-05+0.00041662i,-0.0011459-0.00018514i,-0.0011563-0.00061237i,-0.00059403-0.00057957i,-0.00042722-0.00055613i,-0.00015558-0.00072083i,0.00049946-0.00032076i
0.00030341-0.00079594i,-0.00066284+0.00061485i,-0.0017351+0.00072568i,-0.0015987+0.00077427i,-0.0006876+0.0017528i,0.00010543+0.0022556i,-0.00070295+0.0013991i,-0.00079154+0.00019534i,0.0005723-0.00049078i,0.001005-0.0010049i,0.00037908-0.00051198i,-2.8018e-05+0.00011801i,5.8347e-05+0.00060891i,0.00065956+0.00082949i,0.0012415+0.00057135i,0.0010588+0.0005657i,0.0003489+0.00037754i,0.0004435-0.00031089i,0.00029239+4.8377e-05i,-0.00017608+0.00030794i,-0.0007371+4.1717e-05i,-0.00045998+0.00039913i,3.8773e-05+0.00036598i
-4.5833e-05+0.00025954i,-0.00042411+0.00058267i,-0.00050095+0.00069752i,-0.0011118+9.3563e-05i,-0.0015437+0.00022061i,-0.000579+0.001746i,-0.00026794+0.0022858i,0.00052616+0.00095239i,0.00079938-0.0005325i,0.00029252-0.0010614i,-1.3355e-05-0.00067063i,-0.00067425-9.9418e-05i,-0.00086306+0.00027365i,-0.00022317+0.00014624i,-0.00035916-4.0784e-05i,-0.0007947-0.00045369i,-7.3088e-05-0.00076289i,0.00074776-0.00025769i,0.0010295+0.00026754i,0.00055492+0.00039707i,7.9884e-05-0.00014247i,-0.00026425-0.00060192i,-0.0009537-0.00085676i
-0.0025481-6.2916e-06i,-0.0034049-5.7958e-05i,-0.0046997+0.00059873i,-0.0047412+0.0024401i,-0.0027434+0.0035151i,-0.00019428+0.0025726i,0.00054028+0.00010078i,-6.4701e-05-0.00063329i,-0.00070483+0.00017632i,-0.0012681+0.00060367i,-0.00093876+0.00081009i,-0.00020257+0.00043725i,-0.00019531+0.00035627i,-0.00055103+0.00061116i,-0.00055498+0.00032071i,8.8975e-05-0.00028522i,0.00036903-0.00026434i,0.00049398+0.00046056i,0.00016565+0.00048933i,-0.00061421+7.4953e-05i,-0.0011676-6.943e-05i,-0.00071501+0.00064481i,-0.00039631+0.00098229i
-0.00032105-0.0011515i,-0.00061173-0.00067851i,-0.0017275-0.0015414i,-0.0024096-0.0011112i,-0.0019205+0.00043119i,-0.0016418+0.0011991i,-0.00075612+0.00071283i,-0.00036325+0.00064073i,-5.6918e-06+0.00041192i,9.4216e-05-0.00010039i,-0.00050184+0.0001299i,-0.00027204+0.00072859i,0.00053184+0.0010785i,0.00065469+0.00080546i,0.0002079+0.00023078i,0.00021188+0.00073591i,0.00033757+0.00076131i,0.00046279+7.8854e-06i,8.8233e-05-0.00021907i,-0.00062787-0.00015462i,-0.00031033-0.00017944i,0.00060742-7.7402e-05i,0.00024382-0.00010244i
0.00073193+0.0007437i,6.6894e-05+0.00083512i,-0.00084893+0.0007249i,-0.0015122+0.00040538i,-0.0010439+0.00081662i,-0.00069519+0.00083175i,-0.00077177+0.00022534i,-0.0003819-2.6285e-05i,0.00022998-0.00038066i,0.00018756-0.00064265i,-4.1127e-05-0.0011565i,-0.00041757-0.00073478i,-0.0012447+0.00028416i,-0.00027534+0.00075641i,0.0008519+0.00052764i,2.3323e-05+0.00020086i,-0.00028978-0.00014201i,2.7471e-05-0.0006032i,-0.0005434-0.00046859i,-0.00074422-0.00020761i,-0.00043966+0.00024935i,-0.00047803+0.00091842i,-0.0002459+0.00094963i
3.9287e-05+0.0018584i,-0.00052961+0.001069i,-0.00012126+0.00064268i,0.00038969+0.00083845i,-9.3226e-05+0.0010715i,-0.00060359+7.972e-05i,-0.00039124-0.00066144i,-0.00049708-0.0002194i,-0.00059068+0.00018657i,-0.00020886+0.00016464i,0.00043323+0.00024629i,-0.00014644+0.00019406i,-0.00048967+0.0001479i,-0.00022137+0.0005811i,-0.00020363+0.00036491i,-0.00011273-0.00048095i,0.00045937-0.00078617i,0.00068025-0.00056484i,0.00043415-0.00012516i,-5.0069e-05+0.00022046i,-0.00055673+0.0003876i,-0.00027463+5.9124e-05i,0.0004218-0.00042111i
0.0019138+0.00060067i,0.0012269-9.3727e-05i,1.2296e-05-0.00023488i,-0.0011808+0.00090641i,-0.0013154+0.0017806i,-0.00016503+0.00088342i,0.00068984-5.6649e-05i,0.0010191+9.7622e-06i,0.001173+0.00033406i,0.00079316+0.00031628i,9.3924e-05+6.4743e-05i,-0.0001697-0.00089174i,0.00012889-0.00086153i,0.00026527+0.00050435i,-0.00051188+0.00027305i,-0.00073021-0.00024243i,-0.0003573-0.00033416i,-0.00092296+6.1266e-05i,-0.0013308+0.00064041i,-0.00049932+0.00067074i,4.6098e-05+0.00015165i,0.00055125+1.7986e-05i,5.5674e-05+0.00017444i
-0.00012026+0.00025096i,-0.00025956+0.0015911i,-0.0010342+0.001351i,-0.00088278+0.00073337i,-0.00057493+0.00052074i,-0.00059203+0.00016513i,-6.9725e-05+0.00037389i,0.00056553+9.8961e-05i,0.00074744-4.8643e-05i,1.4576e-05-0.00023891i,-0.0012154-0.00061643i,-0.0017399+0.00045542i,-0.00094319+0.00091423i,0.00037725+0.00024132i,0.00063556-0.00013188i,0.0002014+0.00049387i,0.00069737+0.0011266i,0.00065856+0.00058094i,-0.00021983-0.00055664i,-0.00012859-0.00062989i,6.8687e-05-7.9215e-05i,1.7707e-05+0.00017054i,0.00019094+0.00073841i
-0.0010939+0.0016582i,-0.0016055+0.0021703i,-0.002864+0.0030489i,-0.0029437+0.0023694i,-0.00057961+0.00035709i,0.0011334+0.00016016i,0.00031161+0.0003833i,-0.00036209-0.00022149i,-0.00010095+0.00018301i,0.00043802+0.0010732i,0.00048567+0.00013083i,0.00049262-0.0011403i,0.00023436-0.00096105i,-0.00033546-0.00040354i,-0.00073271-9.0694e-05i,-0.0008435-0.0003931i,-8.5942e-05+6.7845e-05i,0.00062193+6.5461e-05i,0.00063607-0.00090036i,0.00024659-0.0018127i,0.00038159-0.0011943i,-0.00017994+0.00027461i,-0.00092694+0.00074593i
-0.00070266+0.00027706i,-0.00070409+0.00043037i,-0.00088806+0.00041176i,-0.0014635+0.0001182i,-0.00081764+0.00013697i,-0.00015099+0.00085357i,-0.00045302+0.0007774i,-0.00067376+0.0011522i,-0.00033535+0.0013811i,0.00017009+0.00027024i,0.00030556+0.00011146i,4.1196e-06+0.00048223i,0.00019189-9.9358e-05i,0.00017562-7.817e-05i,0.00012673+0.00055165i,-0.00011241+0.00068881i,4.2779e-05+4.0475e-05i,0.00078478-0.00024225i,0.00059568-0.0004717i,0.00038897-0.0004867i,0.00026873-0.00019308i,0.00029733-0.00018136i,-6.5822e-06-0.00037833i
-4.2332e-05-0.0019081i,-0.00021774-0.0025275i,-0.0017561-0.0027635i,-0.0022518-0.0021201i,-0.0013233-0.00098404i,-0.00079222-6.7127e-05i,-0.00074498+0.00041604i,-0.000962-3.3483e-05i,-0.00073835-0.0001246i,-0.00018286+0.00023214i,-0.00010395+0.00088705i,-9.6735e-05+0.0010036i,-0.00019844+0.00066208i,-1.4962e-05+0.00046126i,0.00025129+6.6452e-05i,-0.00076999-9.9496e-05i,-0.00073316+0.00045629i,-0.00031752+0.0010714i,-0.00066597+0.0001617i,-0.00021512-0.00020901i,-0.00016593+0.00060538i,-0.00042017+0.00037254i,-0.00052185-0.00031736i
0.00092162-0.0015442i,0.0004613-0.00096042i,-0.0015647-0.0012145i,-0.0021629-0.00050974i,-0.0014016+0.00012698i,-0.0010538+0.00012443i,-0.00093869+0.00038438i,-0.00015309+0.00079783i,-2.1154e-05+0.0009891i,-0.00082888+0.0012778i,-0.0011672+0.00068109i,-0.00023136-0.0002477i,0.00098793-0.0004308i,0.00097213-0.00062369i,-5.9501e-05-0.00056226i,-0.00036574+0.00023543i,0.00044171+0.00016999i,0.00065214-0.00060459i,0.0010807-0.00066213i,0.00042027-0.00043971i,-0.0012344-0.00060353i,-0.00084059-0.00058379i,4.2119e-05-0.0001883i
0.00074834+0.0016871i,-0.00057005+0.0010448i,-0.0015337+0.00053116i,-0.0017679+0.00053862i,-0.0014018+0.0011105i,-0.00065408+0.0017665i,-0.00048979+0.0013322i,-0.00016126+0.00068865i,0.00081492-0.00038969i,-8.7086e-05-0.0012465i,-0.0010994-0.0006116i,-0.00080391+0.00079414i,-0.00014344+0.00052751i,0.00058218+0.00014088i,0.00057818+0.00028633i,0.00047764+0.00036648i,0.0010116+0.00089747i,0.00021031+0.00068005i,-0.00067475-0.00035934i,8.3101e-06-0.00079804i,0.00066454-0.00054957i,0.00015715-0.00018652i,-0.00052017+0.00092711i
-0.00065584-0.0014212i,-0.0016074-0.0017397i,-0.00084888-0.00090761i,-0.00051264-9.8401e-05i,-0.0011395+0.00039198i,-0.0015224+0.00043213i,-0.0008311+0.00048276i,0.00018103-0.00021977i,0.00054848-0.00086978i,0.00064486-0.0012971i,0.00023519-0.0010793i,-0.00081739+0.00074555i,-0.0012626+0.0017869i,-0.00084543+0.0010806i,-0.00055828+0.00019089i,0.00028315+0.00038862i,0.00051573+0.0010228i,-0.00012781+0.000787i,-0.0010427+0.00012546i,-0.00083421-0.00018297i,-0.00021125+0.00022876i,-0.00065442+0.00087278i,-0.00041048+0.0010037i
0.00094981+0.0019617i,0.0013727+0.00089142i,0.0013675+0.00033293i,0.00016571-0.00027203i,9.9774e-05+0.00012525i,0.00086477+0.00083092i,0.0007605+0.0007408i,7.1817e-05+0.00082256i,-0.00041914+0.00060058i,-0.00013323-0.00033098i,-0.00037361-0.00057813i,-0.00052818-0.00033427i,3.4197e-06-0.00013696i,-7.9168e-06+0.00036933i,2.3109e-05+0.00025726i,0.00019407+0.00013509i,3.7105e-05-1.6986e-05i,8.6566e-05-0.00055257i,0.00046894-0.00056102i,0.00012262-9.425e-06i,0.00017086-0.00021i,0.00017043-0.00013524i,-0.00059225-6.1461e-05i
