0.0024938-0.0009619i,0.0021441-0.0031291i,-0.00015473-0.003433i,-0.0011371-0.0014071i,-0.0016755+0.00079336i,-0.0019354+0.002092i,-0.00074688+0.0028732i,0.00089589+0.0024093i,0.0014246+0.0012638i,0.0001862+0.00015975i,-0.00033791-0.0012204i,0.00019631-0.0017764i,0.0001745-0.00093473i,-0.0002866+0.0003087i,-0.00052706+0.00068154i,0.00021175+0.00073372i,0.00077092+0.00044001i,0.0010279+0.00030669i,0.0010742+0.00031204i,0.00083245+0.00016474i,0.0010865-0.00048369i,0.00063251-0.0003857i,0.00011266-5.9599e-05i
0.001252+0.00065766i,0.0011302+0.00046209i,0.00062645+0.00035796i,0.00017004-0.001109i,-5.3661e-05-0.0010111i,-0.00069506-7.6991e-05i,-0.0012223+5.0752e-05i,-0.0011007-0.0001909i,-0.00024162-0.00090511i,0.00014337-0.00092422i,0.00048776-0.00084807i,0.00094619-0.00029909i,-2.1719e-05+0.00026789i,-0.00085729+0.00032594i,-0.00022659+5.4481e-05i,0.00015422+0.00037212i,5.8653e-05+0.00034456i,0.00036452-0.00014819i,0.00064488+0.00039141i,0.00033272+0.00061187i,0.00021885+0.00040029i,0.00030326-0.00021216i,0.00020343-0.00042033i
-8.2009e-05+0.00097387i,-3.4463e-05+0.00065294i,0.0010189+0.00096318i,0.00098278+0.00039436i,-0.00011553-0.00045071i,-0.0012074-0.00076373i,-0.0014045-0.0005188i,-0.00080878-0.00036577i,-0.00037976-0.00052304i,-0.00026298-0.00025384i,0.000381-0.00012283i,0.0013171-0.00032696i,0.0014986-0.00036538i,0.00060597+0.00044354i,-0.00024955+0.0010491i,-2.762e-05+0.00051925i,0.000326-0.00046689i,0.00026946+0.0001648i,0.00028861+0.00107i,-0.00017429+0.0010119i,-0.00065951+0.00093456i,-0.00063259+0.00014445i,-0.00066548-5.6604e-05i
-0.0022316-0.00094856i,-0.0030193-0.00016628i,-0.0027567-0.00059914i,-0.0009771-0.0010721i,-0.00058102-0.001031i,-0.0012875-0.00065427i,-0.00054996-0.0005661i,-1.7076e-05-0.0011593i,2.4609e-05-0.0011284i,2.7219e-05-0.00016332i,3.1879e-05+0.00071932i,0.00023592+0.00064802i,-0.00019108+0.00014945i,-0.00051448+7.4233e-05i,-0.00027877+0.00033584i,0.00057269+0.00046258i,0.00043927+0.00021432i,8.0372e-05+0.00055685i,-0.00041331+0.00068133i,-0.00051372-4.6282e-05i,5.1316e-05-0.00024721i,0.00020314+0.00017635i,0.00012976+0.00044053i
0.00082983-0.0028655i,3.6947e-05-0.0030404i,-0.00035198-0.003091i,-0.00035622-0.0017416i,-0.0011544-0.00053648i,-0.0014252+0.00025179i,-0.00040094+0.00068497i,4.9085e-05+0.00052116i,-0.00020931-8.9094e-05i,-0.00048327-0.00078619i,-0.00034812+0.00024543i,-5.1836e-05+0.00097722i,-0.00013984+0.00060218i,-0.00095621+0.0010823i,-0.00048022+0.0010871i,0.00027414+0.00032541i,5.8737e-05+0.00034799i,3.4359e-05+0.0004294i,0.00016337+0.00014759i,0.00014706+0.00024819i,-3.8846e-05+0.00030993i,-0.000364-0.00033596i,-0.00011219-0.001065i
0.0014734+0.00045003i,0.00090665-0.00038659i,-0.00045639-0.00039742i,-0.0012815+0.00095343i,-0.00095082+0.00062049i,-0.00037567-0.00066447i,-4.2067e-05-0.00080835i,-0.00083593-0.00096423i,-0.00091733-0.00072201i,0.00024571+0.00023705i,0.00023269+0.00030053i,0.00016543+0.00012737i,0.00084882-0.00029588i,0.00092428-0.00011842i,0.00053942+0.0008421i,8.4967e-05+0.0010964i,-0.00029184+0.00038249i,-0.00042621-0.0001869i,-0.00010854+0.00055377i,-0.00049271+0.0010304i,-0.00033505+0.00040039i,-0.00019982-0.00030171i,-0.0004747-0.0005666i
-0.0012872+0.0010432i,-0.002468+0.0019387i,-0.0018401+0.0023223i,-9.8265e-05+0.0016815i,0.00076354+0.00086654i,-0.00011724+0.00071827i,-0.00053406-3.587e-06i,-6.1433e-05-0.0014291i,-0.00012151-0.0016011i,-0.00040291-0.00040039i,0.00018582+0.00022878i,0.00044982+0.00050351i,-0.00018836-4.3298e-05i,0.00049419-0.00069i,0.00074109-0.00075905i,0.00018815-0.00043054i,0.00046436-0.00049429i,0.00038011-0.00095072i,-0.00028975-0.00087878i,-0.00060721-0.00062216i,3.4389e-05-0.00063123i,0.00066872-0.00047303i,0.00061566-0.00038065i
-0.0045766+0.00072679i,-0.0043382+0.00090153i,-0.001997+0.00035112i,-0.00025852-0.00067175i,-9.6711e-05-0.00012226i,-4.9072e-05+9.5748e-05i,0.00026704-0.00073272i,1.7538e-05-0.00052641i,-0.00041533-0.00062713i,0.00035042-0.0011953i,0.00069913-0.0015487i,0.00023688-0.0018859i,0.00065206-0.0012314i,0.0007773-0.00011654i,-0.00013089+0.00056232i,-0.00046991-0.00012027i,-0.00015454-0.00055969i,-6.7217e-05-0.00045471i,-0.00018244-0.00068596i,1.5819e-05+0.00025253i,7.831e-05+0.00072406i,-0.00019794+3.7067e-05i,-0.00044022-0.00043894i
-0.0029059-9.0496e-05i,-0.002226-0.00033846i,-0.0012925+0.00043216i,-0.0005738-4.3732e-05i,1.8592e-06-0.00094341i,0.00025566-0.00078955i,0.00018377-0.00055033i,0.00033773-0.0002693i,0.00068777-0.00026689i,0.00087288+3.4949e-05i,0.00040307-0.00020363i,0.00066273-0.00042564i,0.0010619+0.00076122i,0.00097443+0.0011962i,0.0012085+0.00072451i,0.00041281+0.00038407i,3.7467e-06-4.8725e-05i,-0.00029918+0.00036215i,-0.00092984+0.0010031i,-0.00078139+0.00058288i,-5.3301e-05-0.00023018i,-0.00034367+9.452e-05i,-0.00069551+0.00025225i
-0.00039598-0.00068234i,-0.0015218+0.00098951i,-0.0011609+0.0016294i,-5.9283e-05+0.00067677i,0.00028942-0.00018799i,0.00063118-0.00038544i,0.00090627-0.00050185i,0.00055383-0.00091485i,-4.2135e-05-0.00075986i,0.00016197-0.00013043i,0.0012927-0.00017426i,0.001019+0.00013885i,-1.4425e-05+0.00046501i,0.0005648+2.4838e-06i,0.0010492+9.429e-05i,0.00027895+6.0008e-06i,-0.00017182-0.000116i,-0.00036765+0.00045504i,-0.00064959+0.00055229i,-0.00075121-0.00040702i,-0.00066679-0.00068675i,-0.0012412-0.00042134i,-0.00089148-0.00061066i
0.00030916-0.00030712i,-0.00099179-0.0004691i,-0.0009974+0.0011223i,-0.00050839+0.0020776i,-0.00085443+0.0010793i,-0.00015976+9.4563e-05i,0.00047582-0.00076335i,0.00067981-0.00099327i,0.00055274-0.00030925i,0.00043191-0.00014753i,0.00031684-0.00037311i,0.00029552-0.00076804i,0.00038031-0.0011213i,-0.00018938-0.0015488i,-9.756e-05-0.0009383i,0.00042719+0.00010589i,0.00030607+0.00046867i,0.0002595+0.00050923i,0.0005997-0.00041548i,0.00079476-0.00071212i,0.00083139+0.00014947i,0.00029281+0.00070854i,-0.00030962+0.00034025i
0.00099385+0.00070503i,0.00019146-2.3749e-06i,-0.00037224-0.0017483i,-0.00088932-0.0025188i,-0.0013098-0.0013955i,-0.00069931-0.00035981i,-9.123e-05-0.00028155i,-0.00031682-0.00030132i,-0.00028391+8.607e-05i,6.0614e-05+0.00027683i,-1.5975e-05+0.00072044i,9.3874e-05+0.00072414i,0.00036854+0.00035212i,0.00026572+0.00084317i,-0.00017063+0.0016759i,-0.0007151+0.001527i,-0.0007152+0.00055698i,-0.00074289-0.00014196i,-0.00088484-0.00061577i,-0.00044993-0.00030973i,-0.00038335-0.00025362i,-0.00058352-0.00097536i,-0.00013493-0.0013922i
-0.0014361-0.00070207i,-0.0020627-0.00039302i,-0.0018381-0.0013679i,-0.0016023-0.0012885i,-0.0010793-0.00036722i,-0.00056864+0.0005977i,-0.00071312+0.00010774i,-0.0011055-0.00099555i,-0.00065416-0.0010149i,-7.3805e-06-0.00032094i,-1.8744e-05+0.00056794i,0.00021334+0.0013876i,0.00019825+0.0015985i,-0.00053936+0.0014378i,-0.00038825+0.0013917i,-0.00037477+0.00095072i,-0.00058713+0.0010225i,5.8738e-05+0.00045352i,0.00087568-0.00024405i,0.0007049-9.7451e-05i,-0.0002249-0.00021352i,-0.00046647-0.00028761i,-0.00049184-0.00023782i
-0.00028414-0.0030507i,-0.0010527-0.0028398i,-0.00082383-0.0012998i,0.00025407+0.00017276i,2.278e-05+0.00039111i,-0.00051059+0.00031391i,0.00028181+0.00035573i,0.0011034-0.00029318i,0.00072458-0.00049259i,0.00026805-9.8436e-05i,-0.00035908+0.0002737i,-0.0008861+0.0003376i,-0.00017348+0.00034589i,0.00042043+0.00061726i,0.00018856+0.00071316i,-0.00018718+0.00032555i,-0.00055327+0.00028712i,-0.00036927+0.00018688i,0.00046772-1.5699e-05i,0.00095074-0.00040634i,0.00038059-0.00036909i,-0.00053935+0.0002331i,-0.00075206+0.00019343i
0.0021363-0.0016141i,0.0021388-0.0015056i,0.0007902-2.3591e-05i,0.00035573+0.00017775i,-7.578e-05-0.00091883i,-0.00056594-0.0013184i,-0.00031503-0.00078686i,-0.0004252-0.00052869i,-0.00013561-0.00011826i,0.00034177-0.0007802i,0.00041119-0.00089216i,6.6184e-05+0.00044554i,-0.00056323+0.00079539i,-0.0011586+0.00062225i,2.1692e-05+0.00068817i,0.0012815+0.00058847i,0.00061903-0.00035947i,-4.5738e-05-0.0011376i,0.00048213-0.00080997i,0.00054556+4.9917e-05i,1.9799e-05+0.00036348i,-0.00057804-0.00023514i,-0.00045983-0.00016695i
-0.00031517+0.00043505i,-0.0016467+0.0013906i,-0.0013088+0.0007062i,-0.00033349+0.00032624i,-7.9819e-05+0.00063353i,-0.00016127+2.0027e-05i,0.00024778-0.00045684i,0.00044518-0.00032705i,-0.0002386-0.0001776i,-0.0005207-0.00048215i,-3.1609e-05-0.00026332i,-0.00048397+0.00069955i,9.0955e-05+0.0010609i,0.00058736+0.00096529i,-0.00024729+0.00030405i,-0.00063247+0.00030628i,-0.00057236+0.0010742i,-0.00020719+0.0012605i,0.00017136+0.00054182i,0.00062808-0.00020347i,0.00070041-0.00011017i,0.00034469-6.0177e-05i,1.3107e-07+0.00017799i
-0.001837+0.0023711i,-0.0015581+0.001728i,-0.00070207+0.00032033i,-0.00016768-0.00067672i,-0.00047591-0.00079076i,-0.00085724-0.00069932i,-0.00078026-0.00078891i,9.9455e-05-0.0014012i,-7.1369e-05-0.0013539i,-0.00053032-0.00047547i,-2.8535e-05+0.00010303i,-0.00027731-0.00035928i,-0.0012711-0.00092771i,-0.00063258-0.0012053i,-0.00021775-0.0011382i,-0.00077672-4.0662e-05i,-0.00086114+0.00087712i,-4.2392e-05+0.00058688i,0.00056105+7.2277e-05i,-0.00014366-0.00016317i,0.0001211-8.7697e-05i,0.00047236+5.9488e-05i,-0.00075297+0.00019238i
-4.5072e-05+0.00078426i,0.00035945-0.00026306i,0.00058457+3.0029e-05i,0.00098223+0.0008065i,0.0018443+0.0012849i,0.0017626+0.00057622i,0.00047914-0.00097321i,-1.477e-05-0.0012242i,0.00066741-0.00051888i,0.00075345-0.00023155i,0.00015441-0.00031577i,-0.0004757-0.0002998i,-0.00096583-0.00028921i,-0.00034035-0.00044111i,0.00011581-0.00032818i,-5.2159e-06-0.00036243i,0.00016509-0.00033676i,0.00042073-0.00055588i,0.00034212-0.00043034i,0.00055309+0.00012697i,0.00041565+0.00044808i,-9.1423e-05+0.00044268i,-0.00026416+0.0001522i
-0.00036964-0.001308i,-0.00064969-0.00031379i,-0.00026079-0.00026876i,0.00026287-0.00097877i,0.00025738-0.0014108i,-0.00014236-0.00099192i,-0.00022507-0.00077468i,-0.0011217-0.00098865i,-0.0018908-0.00085071i,-0.00056809-0.00068234i,0.00048876-0.00016274i,0.00039065-0.00017666i,-0.00012037-0.00057159i,-3.6357e-05-0.00078196i,0.00054653-0.00053298i,6.8118e-05+0.0002167i,-0.00030351-0.00015533i,-0.00010201-0.00015258i,-1.9947e-05-7.6357e-05i,0.00033111-0.00010559i,0.00056216-0.00064799i,0.00032416-0.00078332i,-0.00043843-0.0007281i
0.00018997+0.0012309i,0.00012578+0.0003059i,0.00053883-0.00080025i,-0.00040153-0.00083958i,-0.001566-0.0011672i,-0.00136-0.00029473i,-0.00065776+0.00052115i,-0.00025594-0.00032216i,-0.00012132-0.001142i,-0.00040519-0.00034706i,-0.00080273+2.0855e-05i,4.1028e-06-0.00074583i,0.0006379-0.00092477i,1.0829e-05-0.00022898i,-0.00055946+0.00010423i,-0.00086266-0.0003857i,0.00046245-0.001027i,0.0015998-0.00077707i,0.00077064-0.00037002i,4.5855e-05-0.0001809i,-0.00054854-0.00046277i,-0.00090885-0.00064189i,-0.00051989-6.0428e-05i
0.00020268-0.00044378i,0.00014207-0.00013657i,-0.00036245+0.00016612i,-0.00019902+0.00072157i,3.592e-05+0.00070524i,0.00029214+5.7982e-05i,0.00039128-0.00049209i,-0.00035128-0.00010254i,-0.00058688-7.5147e-05i,-0.00018531-8.5932e-05i,-0.00040496-0.00024241i,-0.00072964-0.00023412i,-0.00017565+0.00015171i,0.00099126+0.00090941i,0.0015032+0.0010574i,0.00097425+4.2139e-05i,6.78e-06+0.00018119i,-0.00026041+0.000121i,-0.00010378-0.00040819i,0.00063996+0.00054073i,0.0014507+0.0011181i,0.001034+0.00022215i,-0.00039629-0.00033551i
0.0014814+0.0014528i,0.00075319+0.0006811i,0.00068089-0.00047791i,0.0015662-0.0022266i,0.0015488-0.0034906i,2.3356e-05-0.0033762i,-0.00052473-0.0027034i,0.00024707-0.0013849i,0.00033056-6.4679e-05i,-7.9238e-06-4.5689e-05i,-0.0003206-0.00053159i,-0.00053795-0.00097793i,-0.00049136-0.00059848i,-0.0011874+0.00068213i,-0.0013062+0.00092247i,-0.00070619+0.00059253i,0.00021597+1.4435e-05i,0.0010234-5.8682e-05i,0.0012459-0.00018881i,0.00066587-0.00072507i,-7.255e-06-0.00071776i,0.00033955-0.0004694i,0.0001785+8.2597e-05i
0.00018547-0.0021024i,-0.0007833-0.0028997i,-0.0013072-0.0015015i,-0.00077001-0.00035033i,-0.00033183-0.00035053i,-0.00073508-0.00098786i,-0.00027514-0.0013155i,-0.00049384-0.001416i,-0.00073422-0.00082836i,-0.00010265-0.00033961i,9.1267e-05+0.00021256i,-0.00015493+0.001361i,-0.00046337+0.0015943i,-0.00072846+0.00044201i,-0.00045864-0.00047009i,-0.00018474-0.00096548i,-0.00018578-0.00056041i,-3.5198e-05-0.00016215i,0.00017681-5.8624e-05i,9.4133e-05+0.00013905i,9.6835e-05+0.00010242i,0.00041732-8.3199e-05i,0.00015865-0.0003992i
-0.00091087+0.0011941i,-0.0011175+0.00082626i,-0.00070082+0.001573i,-0.00062805+0.0024792i,-0.00076822+0.0016549i,-0.00010736-7.0361e-06i,9.6806e-05-0.0010374i,-0.00073445-0.0004554i,-0.00089558+0.00037613i,1.5405e-05+0.00059371i,0.00023817+0.00071412i,0.00039263+0.00016857i,0.00056217-0.00037296i,0.00028092+0.00022253i,0.00037393+0.00063564i,0.00067943+0.00072032i,1.1638e-05+0.00077378i,-0.00077306+0.00080371i,-0.00095778-4.0674e-05i,-0.00091653-0.0011198i,-0.00038791-0.00097645i,-5.4469e-05-9.7159e-05i,0.00013356-4.8919e-05i
-0.00039075+0.001287i,0.0013791+0.0009781i,0.0011995+0.0002688i,0.00033694-0.00039821i,0.00075492-0.00047221i,0.0010952-0.00062282i,0.00093702-0.00089859i,0.00046229-0.00079214i,0.00028895-0.00010726i,-0.00043787+0.00062334i,-0.0010366+0.0002121i,-0.00043414-0.00071357i,-0.00027922-0.00016041i,-0.00084214+0.00091171i,-0.00060671+0.00086078i,0.00012725+0.00044257i,0.00051346+0.00014104i,0.00068205-0.00029232i,0.00049129-2.0865e-05i,-0.00020265+0.00013309i,-0.00023769-0.00035993i,0.00015874-0.00070673i,4.945e-05-0.00026936i
0.0014535-0.0011128i,0.0007679-0.0013059i,0.0011185-0.0013275i,0.0011192-0.0017436i,-0.00066676-0.0019516i,-0.0018158-0.0015971i,-0.0013808-0.00063905i,-0.00088675-0.00012151i,-0.00085332-6.0563e-05i,-0.00049629+0.00021868i,-0.00050891+0.00014365i,-0.00064985+5.3761e-05i,-0.00055224+9.1563e-05i,-0.00027255-3.0175e-06i,-0.00021622+0.00040616i,-0.00067203+0.00062471i,-0.00057259-0.00014565i,5.2154e-05-0.00040925i,0.00018795-1.1115e-05i,0.00059588+0.00014351i,0.00081947-0.00016702i,1.4809e-05-0.0001712i,8.755e-05+7.9846e-05i
-0.00088055+0.0018455i,-0.0017823+0.0011805i,-0.0015645+0.0018193i,-0.00045915+0.00068331i,0.00093022-0.00095797i,0.00036549-0.0015829i,-0.00027731-0.0015563i,-0.00032697-0.00087493i,-5.3754e-05-2.4178e-05i,0.00070632-5.7834e-05i,0.00095748-0.00022859i,0.00043249-0.00016507i,-7.6638e-05-0.00062377i,4.2261e-05-0.00082082i,-2.6985e-06-0.00065876i,-0.00050354-0.00014844i,-0.00073711+0.00027943i,-0.00021083-8.1335e-05i,0.00030236-9.9506e-05i,0.00059171+0.00040525i,0.0005453+0.00024433i,0.00050644-5.7698e-05i,0.00049807+7.2406e-06i
4.891e-05+0.001914i,0.00014842+0.0011881i,-0.00010778+0.0008497i,-0.00020326+0.00053217i,-6.9526e-05-0.0010374i,6.8359e-05-0.0012104i,4.0443e-05-0.00057087i,-0.00056032-0.00069111i,-0.0013764-0.00063934i,-0.00153-0.00055283i,-0.0010275-0.00021314i,-0.0002401+0.00058351i,0.00038827+0.00082315i,-0.00012243+0.00065369i,-0.00095035+0.00061896i,-0.00090433+0.00057648i,-0.0008781+0.00086763i,-0.00087418+0.00045632i,3.8561e-05+7.1517e-05i,0.00039003+0.00052657i,2.8073e-05+0.00074285i,-6.154e-05+0.00023693i,-1.5715e-05+9.0976e-05i
-0.0014558+0.0011025i,-0.0010027+0.0014037i,-0.00020923+0.001557i,0.0003561+0.0017842i,0.00054063+0.00042122i,0.00024469-0.0013226i,-0.00017732-0.0015493i,-0.00052759-0.00033487i,-0.00074616+0.00075642i,-4.129e-05+0.00070905i,0.00019811+0.00023562i,-7.8721e-05-6.7987e-05i,-0.00062599-0.00041323i,-0.00050277-4.9905e-05i,-0.00026316+0.00012315i,-0.00033846-0.00039539i,0.00023902-0.00025639i,0.00066269-0.00021755i,1.3423e-05-0.00012331i,-0.00083257+0.00032245i,-0.0012634+0.00015224i,-0.0010209-0.00026111i,0.00049092-0.00018758i
-0.0016574-0.0029056i,-0.0025831-0.0025111i,-0.0027089-0.0017512i,-0.0011104-0.00067789i,1.1841e-05-0.00013772i,-3.4012e-05-0.00014767i,0.00041938-4.2958e-05i,0.001177+5.0167e-05i,0.00057626-1.933e-05i,-0.00055641-0.00023216i,-0.00044868-0.00038759i,0.00069685-5.6241e-05i,0.0013159+0.00045396i,0.0004878+0.00040568i,0.00017217+0.0002714i,0.00080588+0.00062649i,0.001237+0.00046181i,0.0013874-0.00042054i,0.00086263-0.00094323i,0.00045417-0.00057103i,0.00066656-9.8145e-05i,0.00025828-3.2553e-05i,0.00028317-0.00093692i
-0.00032778+0.0010681i,-0.00077587+0.0020685i,-0.0018831+0.0011685i,-0.0019503+0.00061812i,-0.00096881+0.00077268i,0.00039533+5.0638e-05i,0.0012209-0.00057046i,0.00075355-0.0010736i,0.00085045-0.00078906i,0.0010612-0.00029762i,0.0010258+5.3518e-05i,0.00059959+0.00092146i,0.00031452+0.0012663i,0.00061163+0.0011898i,0.00083033+0.0010025i,0.00033546+0.00084685i,-0.00066022+0.0009463i,-0.00124+0.0010885i,-0.00076448+0.00092071i,0.00035787-0.00025727i,0.0004226-0.00051314i,-6.9443e-05+0.00025449i,-0.00017855+0.00040558i
-0.0031252-0.00055863i,-0.0031688+0.00083836i,-0.0013843+0.001477i,0.00029831+0.0007907i,0.00059576+0.00014125i,0.00076786-0.00012937i,0.00044714-0.00049399i,-0.00038275-0.0015799i,-0.0011626-0.0010004i,-0.00094091+0.0009209i,0.00028202+0.0012927i,0.00094709+0.00060288i,0.00094083+0.00049094i,0.00092229-1.9385e-05i,0.00086457-0.00035241i,0.00092842-0.00011238i,0.00032227-0.00017837i,-4.9213e-05-0.00060831i,0.00049746-0.00063151i,0.00030132-0.00032966i,-0.00049283+0.00021856i,-0.00054572-0.00019718i,-0.00051665-0.00069325i
0.00037351-6.5953e-05i,0.00038501-0.0005972i,0.00085791-0.0011172i,0.0012996-0.0015044i,0.00054306-0.0012486i,-0.00043487-0.0012065i,-9.404e-05-0.00017136i,0.00037453+0.00043902i,0.00015551+0.00063175i,-0.00046793-3.5246e-05i,-0.00093684-0.00064725i,-0.00084272-0.00013712i,-0.00024172+0.00064512i,-0.00020501+0.001302i,-0.00039592+0.0010122i,-0.00058836+0.00064922i,-0.00063866+0.00091562i,-0.00022457+0.00049805i,-4.9495e-05-0.0001851i,0.00043554-0.00031596i,0.00015086-8.0565e-05i,-0.00045036-6.3586e-05i,4.9272e-05-0.00031421i
-0.0010621+0.0031931i,-1.565e-05+0.0025692i,0.0017781+0.0010373i,0.0026538+0.00024523i,0.0021656-0.00020427i,0.00029714-0.0007667i,-0.00048601-0.0016348i,-0.0003527-0.0011763i,0.00022075+0.00028637i,0.00016275+0.00061811i,-0.00031124+9.1283e-05i,4.2561e-05-0.00024086i,-0.00046872-0.00044016i,-0.00066397-0.00075825i,-0.00014977-0.00032967i,0.00084765+0.00061017i,0.0012059+0.00082027i,0.00072618+0.00034572i,-0.00028895+0.00057355i,-0.00086943+0.00047222i,-0.00056363-9.4022e-05i,-0.00045426-0.00058713i,-0.00038558-0.0008531i
0.00084732+0.0012979i,0.0011634+0.0012281i,0.0011035+0.0013553i,0.00073233+0.00013908i,0.00044976-0.0014929i,-7.1046e-05-0.0016973i,-0.00076128-0.00087104i,-0.0013605+8.0051e-05i,-0.0013655-0.00011825i,-0.00093996-0.00080531i,-7.8636e-05-0.00047794i,2.0933e-05+0.00030359i,0.00016895+0.00022838i,-2.3488e-05+0.00016179i,-0.00083804-6.2318e-06i,-0.0010009-0.00044373i,-0.0011589-0.00074235i,-0.00082314-0.00062259i,0.00028378+0.00027296i,0.00088821+0.00061994i,0.00096755+0.00044726i,0.00048598+0.00030565i,-0.00045378-0.00016762i
-0.0010619-0.0013377i,-0.0018648-0.0016196i,-0.0016339-0.00053321i,-0.00053893+0.00023687i,0.00040395-0.00052229i,0.00075303-0.00097216i,0.00062816-0.00079762i,-0.00065422-0.00047231i,-0.0012032-0.00017522i,-0.00020717-9.4968e-05i,0.00027614+0.00043757i,0.00035371+0.00081824i,0.00037621+0.00019834i,0.00052208-0.00029677i,0.00049704-0.0004898i,0.00035465-0.0010893i,8.8806e-05-0.0010079i,-0.00036785-0.00077761i,-8.1924e-05-0.00047291i,-0.00035646-0.00032163i,-0.001062-0.0011265i,-0.00057181-0.0015585i,-0.00043211-0.00042115i
-0.0025143+0.00086931i,-0.0021908+0.0010023i,-0.001347+0.00074126i,-0.00031297+0.00025505i,3.3098e-05-0.00065704i,0.00026147-0.0012178i,1.5919e-05-0.0014004i,-0.00070603-0.00099429i,-0.00055774-0.0007648i,8.9933e-05-0.00078576i,0.00049818-0.00065274i,0.0011406-0.00011117i,0.00087682+0.00036121i,0.00021129+0.00017622i,-0.00015498+0.00018345i,-0.00046056+2.9521e-05i,-0.00058871+0.00053646i,-0.0012039+0.00065219i,-0.00079006-0.00015512i,-0.00013765-0.00043293i,5.6539e-05-0.00053845i,0.00052051-0.00015039i,0.00096482+0.0011016i
-0.0019083-0.0013055i,-0.0012179+0.00011476i,1.7428e-05+0.00062329i,0.00026127+0.00043249i,-0.00023766+5.6004e-05i,3.1722e-06-0.00032067i,-0.00049055-0.00072457i,-0.0013034-0.00071345i,-0.0011054-0.00017725i,-0.0011221+0.0003204i,-0.00084672+0.00096558i,-8.6549e-05+0.0010093i,0.00015715+0.00034999i,0.00025835+0.00022429i,0.00030171+0.00037876i,0.00067207+7.3743e-05i,0.00074753-0.00035715i,0.00091204-0.00061503i,0.001187-0.00037064i,0.00047516-7.3028e-05i,0.0005343-6.7937e-05i,0.00032875-0.00024597i,-0.00018619-0.00051774i
0.0012114-0.00056874i,8.8719e-05-0.0018097i,0.00076148-0.001962i,0.00053369-0.001462i,0.00028179-0.0011966i,-0.00070705-0.00040352i,-0.0015703-5.5767e-05i,-0.00088211-0.00012742i,-0.00095971-0.00024456i,-0.0018251-0.00053165i,-0.0016-0.00040556i,-0.00062624+0.00044678i,-0.00013965+0.0012477i,-6.452e-05+0.0018727i,0.00026098+0.0015794i,0.00053848+0.00055356i,0.00040523+0.00031683i,0.00015686+0.00029393i,0.00031949+0.00048013i,0.00077992+0.00035168i,0.00095528+3.7222e-05i,0.0009961+8.2985e-05i,0.0011124-7.2894e-05i
0.000756+0.0013597i,-0.00032377+0.0011502i,-0.0011766+0.00099724i,-2.3735e-05+0.00024672i,0.001137-0.00079334i,0.00093266-0.0012542i,0.0004971-0.00098471i,-0.00019651-0.00065256i,-0.00012646-0.00053419i,0.00043802-0.00075405i,4.4325e-05-0.00078059i,-0.00059411-0.0002297i,-0.00047281-0.00025486i,-0.00020135-0.00069441i,0.00033999-0.00038198i,0.00027569-0.00045361i,-0.0010245-0.00031083i,-0.0011338+3.3616e-05i,-0.00031317-6.2229e-05i,-0.00078427-6.5701e-05i,-0.0017305-0.00024447i,-0.0013249-0.00017627i,-0.00049079+0.00041436i
-0.0026117+4.4119e-05i,-0.0034408+0.00017152i,-0.0027082+0.0003395i,-0.00092708+0.00022011i,-0.00030052+0.00086074i,-0.0007545+0.0013437i,-0.00059356+0.00067504i,-0.00025502-5.7289e-05i,-0.00063994-0.00046222i,-0.00093856+0.00032817i,0.00019384+0.0008926i,0.001248+0.00094813i,0.0011064+0.0014584i,0.00089067+0.0015839i,0.00080476+0.00077314i,0.00064221+2.7645e-05i,0.00063464-0.00014247i,0.00095923-3.3155e-05i,0.0008506-0.00018088i,3.3847e-05+0.00034874i,-0.00024408+0.00039222i,-9.6699e-05-0.00035808i,-8.6454e-05-0.00018009i
0.00085792-0.00077325i,0.0015417+0.00021581i,0.0010814+5.2716e-05i,0.00066847+0.00026457i,4.0827e-05-0.00029941i,-0.00023828-0.0011528i,-0.00043952+0.00018694i,-0.00075201+0.0010482i,-0.00031673+0.00060911i,0.00043703+0.00033819i,0.0003618+0.00039594i,1.6288e-06+0.00076997i,0.00028277-7.3969e-05i,0.00022393-0.00064227i,0.00021107-0.00052784i,0.00030715-0.00084396i,-0.00032063-0.0010157i,5.2598e-05-0.0012458i,0.00044468-0.00033759i,0.00013928+6.3288e-05i,0.00019893-0.00017349i,0.00010847-5.5532e-05i,-0.00027828+0.0001403i
5.1873e-05-0.00085293i,-0.00060759-0.000986i,-0.00057195-0.00055167i,-0.00058211-0.00078005i,-0.0011251-0.0012582i,-0.00099779-0.00045114i,0.00011954+0.00059658i,0.00042042+0.00077053i,-0.00029186+0.00073689i,-0.0012234+0.00012547i,-0.0010567-0.00075312i,-0.00041053-0.00049641i,-0.00076+0.00072362i,-0.0011414+0.0014439i,-0.00041506+0.0012771i,6.0063e-05+0.00059499i,0.00021863-0.00066641i,0.00015083-0.00039939i,0.00014848+0.00029515i,0.00087163-0.00011637i,0.00092768-0.00080763i,0.00012323-0.00082389i,-0.00036903-0.00057352i
