-0.0015639+0.00013624i,-0.0022153+0.00088475i,-0.0021213+0.0011279i,-0.0015404+0.0012148i,-0.00052472+0.00099716i,0.0010204+0.0010222i,0.0012536+0.0013662i,0.00090724+0.0014815i,0.0015549+0.0014317i,0.0020399+0.0017175i,0.0017389+0.00036161i,0.00076896-0.00066089i,0.00015766-0.0002128i,4.3136e-05+8.7231e-05i,-0.0004588-0.00035122i,1.8285e-05-0.00018542i,0.00030113-2.355e-05i,-0.0002623-0.00060818i,-0.00038527-0.00050194i,-0.00069164+0.00030343i,-0.00092497+0.00023372i,-0.00052902-6.9492e-05i,-0.00016772-7.0737e-06i
-0.013676+0.0036685i,-0.032464-0.00065524i,-0.040039-0.013844i,-0.015286-0.018991i,0.024577-0.0074627i,0.039924+0.0025894i,0.022658+0.0023572i,0.00020112-0.00019591i,-0.0079227-0.0010415i,-0.0070996-0.0019677i,-0.006256-0.0017999i,-0.0061034+0.0020013i,-0.0053121+0.0068743i,-0.0033275+0.0077464i,9.5912e-05+0.0045586i,0.0031775+0.0012534i,0.0021126-0.0023959i,-0.0010619-0.0077846i,-0.0025699-0.014153i,-0.0028033-0.019036i,-0.0015228-0.019779i,0.0015853-0.016859i,0.0031233-0.012668i
0.0036624-0.0082467i,0.01671-0.020418i,0.035688-0.023789i,0.038515-0.016839i,0.025714-0.020621i,0.016522-0.035531i,0.010421-0.035856i,0.0047663-0.01994i,0.0039403-0.0080702i,0.0046026-0.0075836i,0.0042159-0.0078893i,0.003611-0.004036i,0.0038254-0.0019601i,0.0044314-0.0029831i,0.0037395-0.0031808i,0.0051855-0.00029871i,0.011653+0.0013467i,0.017322+0.0010559i,0.015187+0.0047852i,0.01035+0.012071i,0.0076302+0.01621i,0.0031587+0.013941i,-0.0020186+0.010067i
0.0060991+0.0084237i,0.010698+0.023752i,0.0063147+0.035012i,-0.0016642+0.020937i,-0.0056413-0.0036875i,-0.0127-0.013925i,-0.019054-0.0090302i,-0.015446-0.0020553i,-0.0053513-0.0029097i,0.0019085-0.0074916i,0.0035807-0.0075305i,0.0034606-0.0041098i,0.0042155-0.00069339i,0.0044961+0.0022211i,0.0023594+0.0026939i,-0.001841+0.0020022i,-0.0082609+0.0032833i,-0.013156+0.0058727i,-0.012199+0.0041562i,-0.0077959-0.0023634i,-0.00293-0.0071241i,0.0013977-0.0075132i,0.0038386-0.0051664i
-0.0079884+0.0025699i,-0.022065-0.0031373i,-0.031817-0.016203i,-0.029297-0.025359i,-0.026484-0.023951i,-0.023543-0.015744i,-0.012103-0.0037547i,0.0010832+0.002447i,0.0061703-0.00052678i,0.0051388-0.0040333i,0.0037314-0.0054546i,0.0025428-0.0060772i,0.0015842-0.0069918i,-0.00095719-0.0076634i,-0.0028879-0.0068975i,-0.0025046-0.0070301i,-0.0044938-0.0093387i,-0.0084136-0.010782i,-0.01003-0.0072332i,-0.0088325-0.0006722i,-0.0085778+0.0037128i,-0.0099224+0.0043343i,-0.0087864+0.0043459i
-0.0013185-0.0059349i,0.0088361-0.012246i,0.018903-0.0083466i,0.01393+0.0062487i,-0.0044395+0.022987i,-0.01388+0.027965i,-0.0080734+0.015556i,0.00066405+0.00074576i,0.0053421-0.0024463i,0.0073098+0.0013017i,0.0067642+0.00085331i,0.0037309-0.0030679i,0.00016229-0.0054617i,-0.0019688-0.0046059i,-0.0028721-0.0014364i,-0.0028697+0.00025196i,0.00029723-0.00091014i,0.0062739-0.00071097i,0.0096402-0.00018815i,0.010517-0.003314i,0.010486-0.0063811i,0.0095993-0.0045953i,0.0093897-0.0015043i
0.0025587+0.0059661i,0.003808+0.016828i,-0.0014047+0.02724i,-0.0043286+0.026982i,0.0054697+0.02226i,0.018526+0.021158i,0.018524+0.015645i,0.0075767+0.0081257i,-0.00038786+0.0073945i,0.00012607+0.010509i,0.0018479+0.0098016i,0.0011791+0.0063717i,0.00061411+0.0036678i,0.0013746+0.0016554i,0.0020655-0.00031053i,0.00071745-0.00010492i,-0.0011597+0.0053214i,-0.0020417+0.01112i,-0.0031211+0.011574i,-0.0056621+0.0101i,-0.008271+0.0085016i,-0.0080011+0.0043172i,-0.0073877-0.00077948i
-0.0023568-0.00051042i,-0.010328-0.0068223i,-0.012061-0.016726i,-1.3722e-05-0.018709i,0.015815-0.01355i,0.020552-0.012525i,0.012759-0.014579i,0.0022793-0.0096568i,-0.0019992+4.8771e-05i,-0.0024558+0.0042767i,-0.001456+0.0029892i,0.00038994+0.0017142i,0.0012667+0.0020896i,0.00059227+0.0030445i,-8.7909e-05+0.0037752i,-0.0010513+0.0036089i,-0.0027632+0.0019277i,-0.0052115-0.0020621i,-0.0046508-0.0061368i,0.00026478-0.0080446i,0.0053881-0.0071512i,0.0074933-0.0035116i,0.0061324-0.00057403i
0.0023303-0.0032635i,0.011827-0.0073581i,0.022983-0.0078244i,0.02687-0.0076871i,0.024014-0.015028i,0.016782-0.019863i,0.0053134-0.01209i,-0.0024955-0.0023048i,-0.0024872+0.00156i,0.00010964-0.00030035i,0.002315-0.0017119i,0.0022514-2.5676e-05i,0.0028441+0.0018373i,0.0057644+0.0013651i,0.0071149-0.00046897i,0.0067613-0.0014494i,0.0079371-0.0038553i,0.0093961-0.0078613i,0.007467-0.0085256i,0.0017091-0.0041938i,-0.0028872-0.0010515i,-0.0038709-0.003371i,-0.0045461-0.0056018i
0.0056839+0.0040701i,0.0050347+0.010096i,-0.00084034+0.011089i,-0.0095961-0.0015935i,-0.015288-0.019322i,-0.016502-0.025739i,-0.011255-0.016726i,-0.0018619-0.0051833i,0.0035511-0.0034495i,0.0038099-0.0065092i,0.0030861-0.0073543i,0.0032644-0.0056623i,0.0042728-0.004017i,0.0036164-0.0031774i,0.0022484-0.0018824i,0.0026042-0.0007539i,0.003293+0.00084373i,0.002048+0.0027246i,-1.7803e-05+0.0027368i,0.0016576+0.0019999i,0.0054044+0.0024149i,0.005544+0.0038296i,0.0039439+0.0052362i
-0.0048766-0.0001705i,-0.010899-0.0039093i,-0.014831-0.009947i,-0.014374-0.010931i,-0.01587-0.0037083i,-0.019689+0.0033863i,-0.016188+0.0040829i,-0.0060939-0.0015554i,0.00060184-0.0081808i,0.0011741-0.010884i,-0.0019148-0.010035i,-0.002873-0.0086041i,-0.0014121-0.0078427i,-0.0014287-0.0056803i,-0.0023205-0.0019224i,-0.0032255+0.00094419i,-0.0059687+0.0023916i,-0.0088486+0.0024069i,-0.0092145+0.0013774i,-0.0091506+0.00052837i,-0.0097143-0.0012226i,-0.007518-0.0023006i,-0.0019294-0.0018506i
0.0014898-0.0025154i,0.0075454-0.0037556i,0.011215+0.00012652i,0.0075294+0.0091299i,0.0010602+0.016413i,5.8325e-05+0.016817i,0.0035837+0.010059i,0.0056016+0.0023297i,0.004918-0.0028973i,0.0044089-0.0038625i,0.0030761-0.0018081i,0.00107-0.00061134i,-0.00092075-0.00055787i,-0.0036606-0.0015797i,-0.0062689-0.0027029i,-0.0089032-0.0047744i,-0.010459-0.007786i,-0.0086774-0.0088289i,-0.0029281-0.0063297i,0.0028782-0.0025614i,0.0043135+0.00082532i,0.0018598+0.002747i,-0.00071134+0.0026389i
0.0013643+0.0043515i,0.0016753+0.0095126i,-0.0004088+0.012179i,0.0010843+0.011342i,0.0094462+0.011077i,0.01415+0.009405i,0.0095372+0.0027851i,0.0022585-0.00075269i,-0.0003087+0.0016602i,8.3782e-05+0.0046666i,-0.00021819+0.0054449i,-0.00044682+0.0038452i,-0.001237+0.0017187i,-0.001467+0.0027166i,0.00044445+0.0048521i,0.0025865+0.0046273i,0.0043238+0.0046416i,0.0055681+0.0061181i,0.0044416+0.0049837i,0.001526+0.00064698i,-0.00024384-0.0032554i,0.0013591-0.0045145i,0.0038028-0.0041476i
-0.0026666+0.0013914i,-0.0046548-0.0023172i,-0.002829-0.0069462i,0.0060028-0.0091598i,0.017736-0.0086878i,0.020698-0.0094498i,0.011565-0.0076316i,0.0022113-0.00058147i,-0.001093+0.004382i,-0.0010124+0.005043i,0.0010289+0.003148i,0.0027289+0.0020372i,0.0033032+0.0031423i,0.0030851+0.0026103i,0.001187+0.0015867i,-0.00025601+0.0039677i,-0.00088403+0.0066942i,-0.0019222+0.0057901i,-0.00034198+0.0037028i,0.0029324+0.0042659i,0.00334+0.0065354i,0.0015067+0.0064439i,-0.0014061+0.004077i
-0.00023239-0.001112i,0.0051031-0.0021889i,0.0097588-0.0028862i,0.0085875-0.0060018i,0.0049538-0.015252i,0.0020218-0.021696i,0.00018651-0.016456i,0.0011847-0.0053192i,0.0028709+0.0016513i,0.0041213+0.0015833i,0.0057055-0.0021756i,0.0060349-0.0030367i,0.0060875-0.00091403i,0.0063017+0.00088117i,0.0045393+0.0012488i,0.00095644-0.00029844i,-0.0017143-0.0026718i,-0.00227-0.0054915i,-0.0022985-0.0074058i,-0.0027627-0.0084422i,-0.0023794-0.0094032i,-0.00018132-0.0078714i,0.0010726-0.0037284i
-0.0026325+0.00097238i,-0.0056739+0.0049869i,-0.010154+0.0072569i,-0.012931+0.002305i,-0.014565-0.0040343i,-0.014075-0.0060756i,-0.0099848-0.0025684i,-0.004854-0.0010083i,0.00015387-0.0024977i,0.003503-0.0031469i,0.0027699-0.0040263i,-0.00013844-0.0042116i,-0.00052078-0.003655i,0.0015508-0.0041149i,0.0034767-0.0051108i,0.0060072-0.0070673i,0.0097298-0.0090633i,0.010164-0.008341i,0.0062058-0.004274i,0.0031915+0.0019958i,0.0024776+0.0053818i,0.0013081+0.0032357i,-0.00048481-0.0002991i
-0.0012303-0.00019692i,-0.0017971-0.0024653i,-0.0029009-0.003186i,-0.0043017-0.0014916i,-0.0085526+0.0032687i,-0.0089429+0.0063613i,-0.0030416+0.0039577i,0.0012501-0.0015167i,0.0021859-0.0060317i,0.0029112-0.0076754i,0.0023783-0.0076109i,0.0012715-0.0069059i,0.00055946-0.0056278i,-0.0021686-0.0042143i,-0.0051472-0.002554i,-0.0055773+1.0179e-05i,-0.0041405+0.0025809i,-0.0037821+0.0035081i,-0.0041913+0.0016048i,-0.0025044-0.0013933i,0.00073056-0.0021707i,0.0024841-0.00072766i,0.0020535+0.002047i
0.0022359-0.00064199i,0.0052528+0.00024963i,0.007631+0.0010568i,0.0061446+0.0051131i,0.0038257+0.010878i,0.0039693+0.011932i,0.0037002+0.005816i,0.0011349-0.0016724i,0.0014228-0.0044815i,0.0031574-0.0041435i,0.0030641-0.0021882i,0.0011408-0.0011354i,-0.0017035-0.0014833i,-0.0033971-0.0010325i,-0.0030004-0.00088699i,-0.0052148-0.0015547i,-0.0098528-0.0016307i,-0.011143-0.001422i,-0.0093213+0.00035363i,-0.0078729+0.0028225i,-0.0076409+0.003081i,-0.0069393+0.0018533i,-0.0045902-0.0001371i
-0.0023638+0.0011581i,-0.0025688+0.0042503i,-0.0025528+0.0063917i,0.0031961+0.0058957i,0.012041+0.0037686i,0.015641+0.00084096i,0.01089-0.001075i,0.003071-0.00013347i,-0.0010472+0.0028414i,-0.00119+0.0059793i,0.0011713+0.0071764i,0.002769+0.0049944i,0.0021465+0.0024699i,0.0012222+0.0031367i,0.001223+0.0038244i,0.0012705+0.002151i,0.00089582-0.00033484i,0.001153-0.0015449i,0.0033201-0.0017655i,0.0059926-0.0025974i,0.0070576-0.0028948i,0.0059021-0.00072366i,0.0030567+0.0010742i
-3.3466e-05-0.0020618i,-0.00055656-0.0039694i,-0.00042121-0.0070333i,0.0030126-0.010083i,0.0078246-0.014881i,0.0070014-0.016889i,0.001624-0.012193i,-0.00022996-0.004831i,0.00022827+0.0017015i,-0.00029098+0.0059501i,0.00039416+0.0053793i,0.002157+0.0015402i,0.0044743-0.0004708i,0.0059697+0.0012199i,0.0046542+0.0037638i,0.002459+0.0064902i,0.0018395+0.0095501i,0.002035+0.010618i,0.00057489+0.0077409i,-0.0021691+0.0033941i,-0.0031718+0.0016745i,-0.0012609+0.00097274i,0.0012522-0.000169i
0.0024314-0.0011103i,0.0043902-0.0024867i,0.0043329-0.001759i,0.0012077-0.0033647i,-0.0018217-0.0094351i,-0.0037953-0.011488i,-0.0044824-0.005878i,-0.0029166+0.00047066i,-4.0719e-05+0.0041169i,0.001273+0.00492i,0.0020366+0.003899i,0.003529+0.0036144i,0.0049618+0.0032435i,0.0051308+0.00063696i,0.0035154-0.0030707i,0.0011112-0.0039441i,-0.0002956-0.0025281i,-0.00044632-0.00092575i,0.00093986+7.1047e-05i,0.0022901-0.00010744i,0.0026849-0.0008001i,0.0019712-0.00024861i,-6.2441e-05+0.00087392i
0.0017072+0.0021671i,-0.00012862+0.0023928i,-0.0027803+0.0012136i,-0.0071238-0.0014646i,-0.0098819-0.0023296i,-0.0091811-0.0010342i,-0.0052112-0.00042982i,-0.00034762+0.00088228i,0.0018905+0.0014191i,0.0020601-0.0012856i,-0.00025121-0.0038084i,-0.0022556-0.0037603i,-0.0007246-0.0026994i,0.0016325-0.0028543i,0.0029127-0.0037668i,0.0036491-0.0046989i,0.0036079-0.0068249i,0.0021038-0.0087927i,-0.00051055-0.0086288i,-0.0018209-0.0073703i,-0.0014618-0.0059977i,-0.00098097-0.0045245i,-0.00013777-0.0027154i
0.0032762+0.00093973i,0.0025427-0.00094307i,0.0030314-0.0031536i,0.0027807-0.0013163i,0.00024545+0.0046329i,-0.0010017+0.007263i,-0.00042452+0.004532i,0.0011962-8.1137e-06i,0.0026993-0.0053057i,0.0014697-0.009985i,-0.0017461-0.0098362i,-0.0041048-0.0063759i,-0.0042213-0.002597i,-0.0044684-0.0001754i,-0.0048682+0.00072651i,-0.0044951+0.00048244i,-0.0026258-0.00038405i,0.00033198-0.0008398i,0.0020418+0.00084159i,0.0029248+0.0027881i,0.0037162+0.0028328i,0.0022867+0.0018077i,-0.00025518+0.00038642i
0.00017128-0.00072384i,0.0013522-0.0011154i,0.0045788+0.00067802i,0.007344+0.0029503i,0.010216+0.0047499i,0.011186+0.0035344i,0.0082318-0.00062001i,0.0041847-0.0035984i,0.0017722-0.0065909i,0.0010585-0.0091794i,0.00072884-0.0083119i,0.00040851-0.0042775i,-0.0010738-0.00068806i,-0.0036355+0.00095242i,-0.0055936+0.00050757i,-0.005861-0.0010786i,-0.0053257-0.0019127i,-0.0050476-0.0025744i,-0.0042273-0.0030536i,-0.0022793-0.0032019i,-0.0011254-0.0026854i,-0.0011107-0.0012534i,-0.0004941+0.00015382i
0.0007364-0.0009172i,0.00036467+0.00065018i,-0.00026358+8.3764e-05i,0.0014064-0.0017183i,0.0049569-0.004449i,0.006392-0.007306i,0.0042361-0.0074319i,0.00080013-0.0057578i,-0.0012829-0.0038961i,-3.1268e-05-0.0016911i,0.0013997-0.00011943i,-0.00035958+0.00022838i,-0.0034094+0.00028349i,-0.002941+0.0011088i,8.2399e-05+0.0024772i,0.00068219+0.0034452i,-0.0017184+0.0022358i,-0.0030868+0.00038117i,-0.0024918+0.00094768i,-0.0012688+0.0023863i,-0.00023976+0.0024464i,-0.00074333+0.0016267i,-0.00086717+0.00054009i
-0.00085344+0.0011318i,-0.00044363-1.1585e-06i,0.0025778-0.0012854i,0.0044048-0.0047165i,0.0024376-0.0096037i,3.8505e-05-0.011975i,-0.0012113-0.0093897i,-0.0019385-0.0038628i,-0.0011377+0.0025379i,0.0015438+0.0062487i,0.0044069+0.0037889i,0.0051052-0.00079023i,0.0044185-0.0012163i,0.0036085+0.0017952i,0.0016309+0.0031991i,-0.00030726+0.0023589i,3.05e-05+0.0022678i,0.0012791+0.0029812i,0.0023285+0.0017428i,0.0021885-0.00056527i,0.0018164-0.0012123i,0.0019108-0.00059812i,0.0012794+0.00020116i
-0.0014147+0.00149i,-0.0001455+0.0016751i,-0.00078616+0.0028382i,-0.0028611+0.0029272i,-0.0056282-0.00028703i,-0.007356-0.0025033i,-0.0054134-0.0010849i,-0.0020759+0.0020081i,0.0012684+0.0061946i,0.0053237+0.0074327i,0.0075783+0.0033468i,0.005985-0.0010755i,0.003657-0.0028502i,0.00090002-0.0043072i,-0.00096498-0.0058704i,-0.00032869-0.0049801i,0.00020312-0.0012169i,0.00031047+0.0019577i,-4.028e-05+0.002347i,-0.00092025+0.0020477i,-0.0014381+0.0025167i,-0.0009951+0.0018526i,-0.00013457-1.3578e-05i
0.00044619+0.0021681i,0.00088355+0.0020905i,0.00091038+0.0026834i,0.00054397+0.0028187i,-0.00044387+0.0036898i,-0.0010273+0.0047696i,-0.00066905+0.0050009i,0.0012447+0.0046352i,0.0042941+0.0036871i,0.0061085+0.0020726i,0.0046471+0.0004764i,0.002157-0.00012159i,0.0020734-0.00086267i,0.0030742-0.0033375i,0.0045262-0.0041677i,0.0052257-0.0019153i,0.0035267-1.5462e-05i,0.0018623+0.00056839i,0.0017672-0.00037359i,0.0019056-0.0013497i,0.0021978-0.0017596i,0.0026036-0.0015905i,0.001434-0.00068784i
-0.0031854+0.004165i,-0.0012054+0.0041749i,0.0017671+0.0056065i,0.0052517+0.007186i,0.0082642+0.0071117i,0.0080699+0.0053063i,0.006524+0.0016475i,0.0051903-0.0015711i,0.0045607-0.0031073i,0.0027903-0.0046576i,0.00052221-0.0048815i,0.0012051-0.0039067i,0.0035967-0.0035678i,0.0029324-0.0023282i,0.00018588-4.0323e-05i,-0.0025449+8.884e-05i,-0.003368-0.0024836i,-0.0016274-0.0046523i,-0.00037569-0.0044291i,-0.00052195-0.0025374i,-0.00073748-0.00099357i,-0.00078867-0.00040467i,-0.00026002+8.7854e-05i
0.00014129-0.0020976i,0.00090703-0.002278i,0.0014682-0.0017063i,0.0035025-0.0013706i,0.0071301-0.0033904i,0.0076467-0.0059202i,0.0052991-0.0074098i,0.0025299-0.008342i,-0.00038228-0.0091367i,-0.0025804-0.0080393i,-0.0020829-0.0040046i,-0.00081503+0.00083321i,-0.0010276+0.0025956i,-0.0019163+0.0014295i,-0.0023387+2.8762e-05i,-0.0015262-0.0010076i,-0.00066509-0.0018646i,-0.0010725-0.0027208i,-0.00056627-0.0027515i,0.00048435-0.0022442i,-2.3544e-05-0.0015583i,-0.00093015-0.00037285i,-0.00080066+0.00037873i
0.00056101+0.001258i,0.0012716+0.0021066i,0.0011492+0.00013992i,0.0017788-0.0040405i,0.0032279-0.0076723i,0.0024159-0.010592i,-0.00064963-0.0098285i,-0.0034304-0.007651i,-0.0059977-0.0058841i,-0.0055292-0.0029491i,-0.0023162+0.0005875i,0.00032169+0.0024269i,0.0025348+0.0024925i,0.0046894+0.0017394i,0.0046339+0.00069895i,0.0024422+0.0004769i,-0.001121+9.1977e-06i,-0.0046157-0.00052404i,-0.0046823-0.00032428i,-0.0026409-0.0008784i,-0.0016541-0.0018597i,-0.00070576-0.001419i,0.00030153-0.00013359i
-0.0010125+0.00038789i,-0.0013402+0.0016611i,-0.0021017+0.00079844i,-0.0037809-0.00083553i,-0.0064463-0.0025858i,-0.0082708-0.0036175i,-0.0082515-0.0030023i,-0.0073974+2.8178e-05i,-0.0052366+0.0039207i,-0.0013357+0.0053246i,0.00094518+0.0030017i,0.00041277+6.9968e-05i,-0.00027524+0.00036476i,-0.00043113+0.0021116i,-0.0016495+0.0037364i,-0.0031602+0.0043967i,-0.0043552+0.0035808i,-0.0038695+0.0025545i,-0.0014479+0.0024703i,0.00018852+0.0018283i,0.0007476+0.0020121i,0.00086842+0.0023205i,0.00040906+0.00077492i
-0.0020496+0.0011814i,-0.002495+0.0014616i,-0.0026121+0.0024287i,-0.0017862+0.0026578i,-0.0017051+0.0025009i,-0.0018579+0.0019727i,-0.0012547+0.003563i,0.00067655+0.0065873i,0.0037731+0.0075196i,0.0059265+0.0051146i,0.0052642+0.0017974i,0.0031126+0.00039948i,0.0019848+0.00073818i,0.0011285+0.0013428i,0.00048046+0.00013465i,0.00023541-0.0010633i,0.0011959-0.0004037i,0.0024165+0.001054i,0.0021963+0.0015286i,0.0019327+0.0011442i,0.0018201+0.00053854i,0.001828-0.00039054i,0.0016774-0.00068252i
0.0020518-0.00061011i,0.0020108-0.0021853i,0.0017854-0.0021913i,0.0021121-0.00020364i,0.003052+0.0028036i,0.002879+0.0048888i,0.0036086+0.0033246i,0.0067156+0.0023144i,0.0098571+0.0013613i,0.0089834-0.0019136i,0.0042716-0.0041553i,0.00048539-0.0039257i,-0.00090049-0.0039326i,0.00011473-0.0030762i,0.0014639-0.001779i,0.0017237+0.00011546i,0.0022686+0.002509i,0.0030266+0.0022332i,0.0032338+0.0018414i,0.0028109+0.0021183i,0.0022646+0.0015353i,0.0018153+0.00075889i,0.0013377-3.5395e-05i
0.0024266-0.00020945i,0.003603-0.00035431i,0.0036638-0.0016424i,0.0039189-0.0022276i,0.0052159-0.0022231i,0.006286-0.0020513i,0.0072338-0.0019251i,0.0072472-0.0030924i,0.0064253-0.005726i,0.0042059-0.0082165i,0.00068617-0.0078743i,-0.0005886-0.0057812i,-0.00091478-0.0037582i,-0.0011283-0.002186i,-7.9315e-05-0.00050991i,0.00055598+2.2841e-06i,0.00075477-0.0013869i,0.0014214-0.0031609i,0.0011633-0.0034981i,9.8942e-05-0.0023922i,0.0002597-0.0016332i,0.0010344-0.0014928i,0.0011983-0.00073713i
-0.00087291+0.0024108i,-0.0020211+0.0019211i,-0.0017126+0.00071656i,0.00062929-0.0019032i,0.0033105-0.0055217i,0.0041985-0.0082168i,0.0034636-0.010114i,0.001458-0.0096235i,-0.0016518-0.0076945i,-0.0023934-0.005337i,0.00041859-0.0027708i,0.0028182-0.0025791i,0.0027692-0.004308i,0.00081555-0.0040117i,-0.0014808-0.0036185i,-0.0026488-0.0046467i,-0.0023146-0.0059167i,-0.0024082-0.0057828i,-0.0031777-0.003547i,-0.0032551-0.0015259i,-0.0025247-0.0007214i,-0.0020265-0.00069836i,-0.0011689-0.00082147i
-0.00041186+0.00046406i,-0.00030087-0.00034559i,-0.00094613-0.0021405i,-0.0026514-0.0031693i,-0.0034894-0.0037287i,-0.004289-0.0048827i,-0.0058237-0.0054716i,-0.0073646-0.0042664i,-0.0074333-0.0018085i,-0.0041572+0.00085356i,-0.00021622+0.0014052i,0.001429+0.00016736i,0.00077809-0.00026908i,0.00011494+0.00023538i,-0.00021156+0.00055366i,-0.00042652+0.00099419i,-0.0016419+0.0010405i,-0.0030315+0.00010314i,-0.0025922-0.00038531i,-0.001568+0.00013636i,-0.00088528+0.00061591i,-0.00039715+0.0010614i,0.00020007+0.0015104i
-0.00010209+0.0016774i,0.00058311+0.0021149i,0.00063349+0.0021209i,0.00060107+0.0020683i,-0.0011907+0.0015837i,-0.0032496+0.00019279i,-0.0040644+0.0007239i,-0.0041582+0.0042083i,-0.0028317+0.0069207i,0.0007949+0.0068405i,0.0042284+0.0039457i,0.0041895+0.00073391i,0.0031263+5.6504e-05i,0.0014418+0.0005704i,-0.00059468+0.0012821i,-0.0020907+0.0014873i,-0.0036341+0.0012342i,-0.0043128+0.00083396i,-0.0037034+0.00034576i,-0.0024874+0.00025328i,-0.0012196+0.000388i,-0.00016208+0.00010156i,0.00041891-0.00036527i
-0.0027099-0.0022711i,-0.0041105-0.002374i,-0.0052595-0.0012461i,-0.0045859+0.0010925i,-0.0029218+0.0033923i,-0.0013481+0.0052063i,0.00043469+0.0055703i,0.0024238+0.0063603i,0.0045197+0.0068363i,0.0061838+0.0045428i,0.0050768+0.0022563i,0.0027912+0.0022769i,0.0021495+0.0019991i,0.0024885+0.00017527i,0.0015803+2.4151e-07i,-0.00048632+0.0017523i,-0.0010981+0.0031391i,7.2089e-05+0.0035525i,0.0018273+0.0028953i,0.0014038+0.0015653i,0.00036569+1.8968e-05i,0.00072722-7.6996e-05i,0.0010458+0.00026954i
0.00016597-0.0019537i,0.00024257-0.001898i,0.001304-0.0017885i,0.0031182-0.00080735i,0.0052713+0.00052782i,0.0078833+0.00052153i,0.0092109+0.00024565i,0.009296+0.00046128i,0.0093483-5.5693e-05i,0.0062243-0.00096221i,0.0017091-0.00016614i,0.00017127+0.0017271i,0.0013712+0.0025596i,0.0026045+0.001984i,0.0029201+0.0004393i,0.0034617-0.0001461i,0.0043546+1.8552e-05i,0.004166-0.00052236i,0.0024156-0.0014086i,0.00099491-0.0015154i,0.00088167-0.0015091i,0.0020232-0.0019872i,0.0021239-0.00073347i
0.00027857+0.00043456i,0.00033574+0.0023009i,1.8242e-05+0.0019223i,0.0017566-0.00040284i,0.0043293-0.0022803i,0.005293-0.0039491i,0.0053848-0.0064316i,0.0045827-0.0077834i,0.0024793-0.007821i,-0.00063571-0.0065965i,-0.0019444-0.0045051i,-0.0010898-0.004093i,-0.00039722-0.0047224i,-0.00030215-0.004494i,-0.00042362-0.0035171i,-0.00035689-0.0027969i,-0.00013715-0.001785i,-6.6131e-06-0.00097608i,-0.00016349-0.00084317i,-0.00014572-0.00081005i,5.002e-05-0.00095551i,0.00019824-0.00061941i,9.3299e-06-0.00068618i
-0.00093153-0.00024315i,-0.0030736-0.00024855i,-0.0037047-0.00076258i,-0.0022298-0.0012831i,-0.00097314-0.003241i,-0.00091806-0.0058524i,-0.0023942-0.0069567i,-0.00515-0.0076826i,-0.0063569-0.0072692i,-0.0048696-0.0052805i,-0.0019931-0.0026998i,-0.00038049-0.0010764i,0.00020583-0.00029011i,0.0010092-0.00025936i,0.0011981-0.00097743i,0.001429-0.0016159i,0.0015372-0.0025503i,0.00078702-0.0037603i,0.00056857-0.0035871i,0.0010529-0.0027313i,0.0014794-0.0014825i,0.0014232-0.00014109i,0.0013317+0.00092059i
0.0027697-0.0018684i,0.0026505-0.0037149i,0.0024693-0.0056025i,0.00049503-0.0056792i,-0.0012187-0.0056442i,-0.0035453-0.0051815i,-0.0055328-0.0027654i,-0.007391-0.00010337i,-0.0073342+0.0014616i,-0.004077+0.00089097i,-0.0012627-0.00082735i,-0.0017475-0.00079185i,-0.0027253+0.00035948i,-0.0027718+0.0011573i,-0.0029443+0.0014132i,-0.003035+0.0010652i,-0.0039416-0.00038223i,-0.0049669-0.00069471i,-0.0041706-0.00019339i,-0.0020407-5.2091e-05i,-0.00068928-0.00063425i,-0.00018209-0.0016427i,3.1543e-05-0.0015924i
0.0017273-0.0016248i,0.0014086-0.0016606i,0.0018225-0.0016711i,0.00082953-0.00053663i,-0.0011138+0.001443i,-0.0020878+0.0031916i,-0.0028847+0.0042081i,-0.0017847+0.0063624i,0.00070584+0.006941i,0.0030283+0.0029538i,0.0021946-0.0012266i,-0.00045521-0.0023419i,-0.001319-0.001059i,-0.0016315+0.00079484i,-0.0019932+0.0024514i,-0.0019615+0.0038075i,-0.0021883+0.0043275i,-0.0011998+0.0037436i,0.00090734+0.0025251i,0.0017913+0.0012809i,0.00089791+0.00045711i,0.0001976+0.00020156i,0.00045248+0.00051921i
-0.00030348-0.00010734i,-1.3929e-05+0.000326i,0.0012992+0.0014477i,0.002377+0.0011034i,0.0038527+0.0012978i,0.0049175+0.0019184i,0.0051956+0.0023111i,0.0066024+0.0037502i,0.009188+0.0036125i,0.0088709+0.00095913i,0.0067564-0.00072433i,0.0057857+0.00046555i,0.0047771+0.00093783i,0.0033439+0.00036011i,0.0018303+0.00025134i,0.00034046+2.3073e-05i,0.0001822+0.00030095i,0.00055384-0.00021025i,0.00012945-0.00089867i,-0.00042533-0.00067703i,-0.00040678-0.00023588i,0.00027537+0.00027578i,0.00012218-0.00051391i
