-0.0015639+0.00013624i,-0.0022153+0.00088475i,-0.0021213+0.0011279i,-0.0015404+0.0012148i,-0.00052472+0.00099716i,0.0010204+0.0010222i,0.0012536+0.0013662i,0.00090724+0.0014815i,0.0015549+0.0014317i,0.0020399+0.0017175i,0.0017389+0.00036161i,0.00076896-0.00066089i,0.00015766-0.0002128i,4.3136e-05+8.7231e-05i,-0.0004588-0.00035122i,1.8285e-05-0.00018542i,0.00030113-2.355e-05i,-0.0002623-0.00060818i,-0.00038527-0.00050194i,-0.00069164+0.00030343i,-0.00092497+0.00023372i,-0.00052902-6.9492e-05i,-0.00016772-7.0737e-06i
-0.00073729+0.00085385i,-0.001324-0.0002873i,-0.0017633-0.0015087i,0.00022019-0.0024001i,0.0029562-0.0012841i,0.0041162-0.001378i,0.0053064-0.0037685i,0.0070417-0.0048907i,0.0076916-0.0047694i,0.006-0.0038268i,0.0039787-0.0025687i,0.0023207-0.001916i,2.3661e-05-0.0020043i,-0.0015562-0.0010634i,-0.001239-0.00042679i,0.00049131+0.0007136i,0.001085+0.0026048i,0.00091756+0.0025543i,0.0010758+0.001962i,0.00093103+0.0018324i,0.00025078+0.0012047i,-0.0004664+0.00037136i,-0.00032803+0.00025955i
-0.0014191+0.0026809i,-0.00054095+0.0031945i,0.0021523+0.0034547i,0.0038149+0.0013443i,0.0038981-0.0026993i,0.0041813-0.0061977i,0.0032998-0.0074149i,0.00057081-0.0078605i,-0.00085104-0.0071787i,-0.00063802-0.0039527i,0.00048737-0.0016438i,0.00061808-0.0023319i,-3.6415e-05-0.0031626i,-5.3707e-05-0.0035584i,7.8052e-05-0.003956i,0.00033822-0.0040091i,0.0018774-0.0032681i,0.0031426-0.002792i,0.0026279-0.0026262i,0.0016895-0.00080985i,0.0010096+0.0010216i,0.00051764+0.00054419i,0.00027524-0.00042194i
0.002094-0.001888i,-8.2183e-05-0.0028169i,-0.00030181-0.0051443i,-0.0017542-0.0067778i,-0.0044005-0.0066235i,-0.0060169-0.0043884i,-0.0061866-0.0036212i,-0.0067563-0.0039822i,-0.0067467-0.002268i,-0.0040602-0.00053466i,-0.00036468-0.00099842i,0.0011323-0.0021661i,0.00096405-0.0035831i,0.00092325-0.0040589i,0.00038391-0.0025666i,-0.001426-0.0019463i,-0.0026349-0.0018417i,-0.0023836-0.0012957i,-0.0012322-0.00095857i,-0.00088477-0.00092776i,-0.00061796-0.00070683i,4.0678e-05-0.00065256i,0.00067159-0.0009165i
0.00029371-0.00068773i,0.0029903-0.0029691i,0.0042541-0.0034993i,0.0035303-0.0024388i,0.0020239-0.00074903i,-0.00022217+0.00015989i,-0.0027448+0.0011685i,-0.0037423+0.0038923i,-0.003362+0.0060354i,-0.0020742+0.004965i,-0.0013901+0.00357i,-0.00094108+0.0028693i,-0.00016337+0.0022525i,8.1904e-05+0.0021688i,5.8147e-05+0.0022105i,-8.1686e-05+0.0015032i,-0.00071661+0.00011638i,-0.00077816-0.00019144i,0.00013053+8.4243e-05i,0.00075387-0.0010171i,0.00097655-0.0019049i,0.00036991-0.001139i,8.6638e-05-0.00019176i
0.0012939+0.0013157i,0.0015463+0.0032211i,0.0027863+0.0040752i,0.003074+0.0024176i,0.0023632+0.0011134i,0.00046479+0.00075935i,-0.00043686+0.0017627i,0.0015237+0.0045898i,0.0032733+0.0058946i,0.002594+0.0044217i,0.0011477+0.0027178i,0.0013224+0.0016568i,0.0022538+0.0012024i,0.0018685+0.001584i,0.00083323+0.0018739i,-0.00055408+0.001528i,-0.00238+2.3636e-05i,-0.0031955-0.0017828i,-0.0023112-0.0026701i,-0.0015853-0.0024378i,-0.0012234-0.0021702i,-5.2775e-05-0.0018316i,0.0005074-0.0010918i
-0.0022661+0.0019093i,-0.0032554+0.0019744i,-0.0027032+0.002108i,0.0010488+0.0019001i,0.0052345+0.00045161i,0.0063251-0.00018034i,0.0049714-0.00010294i,0.0051522-0.00037734i,0.0057627-0.0012408i,0.0045863-0.001464i,0.0029045-0.00075803i,0.0029236+0.0012605i,0.0038413+0.0035805i,0.0030931+0.0035625i,0.0023244+0.0030573i,0.0022959+0.0029558i,0.0020398+0.0022265i,0.00031827+0.0023037i,-0.00091193+0.0018719i,-0.00042031+0.00073303i,0.00022506+0.00046713i,-6.0853e-05+0.00016793i,-0.00074277-0.00020998i
-0.0016834-0.0010369i,-0.0017073-0.0014945i,-0.0021397-0.0017345i,-0.00082527-0.00098004i,0.0016483-0.0013714i,0.0024159-0.0042514i,0.0023546-0.0060294i,0.0026406-0.0067023i,0.0026171-0.0068929i,0.0019478-0.0049196i,0.0014088-0.0016518i,0.00031408+0.00079737i,-0.00035094+0.0019441i,0.00025944+0.0016903i,-0.00021356+0.00052479i,-0.00057951-0.00056554i,0.00090091-0.0016157i,0.0015977-0.0019917i,3.646e-05-0.0020428i,-0.00080936-0.0010621i,4.6732e-05+0.00056384i,0.00078521+0.0012513i,0.00083117+0.0010451i
0.0027518+0.003038i,0.0041138+0.0025627i,0.005574+0.0019609i,0.0044355+0.00040906i,0.001683-0.0017038i,9.6284e-05-0.0042376i,-0.0014069-0.0048496i,-0.0025786-0.0044483i,-0.0019703-0.0039024i,-0.00089798-0.0037061i,-0.0012666-0.004415i,-0.0035807-0.0042321i,-0.0039603-0.0032799i,-0.0020761-0.0019711i,-0.0024309-0.0016593i,-0.0032291-0.0013596i,-0.0019485-7.6937e-05i,-0.00097157+0.0012635i,-0.00058326+0.0014229i,0.00036882+0.00078689i,0.00085945+0.00018983i,0.0011415+3.5656e-05i,0.00087879+0.00025566i
7.8677e-05+0.001637i,0.00022581+0.0015702i,0.0006125+0.0023i,0.00011734+0.00072128i,-0.00043569-0.0022842i,-0.0016754-0.0036591i,-0.0025794-0.0030502i,-0.0040795-0.00019626i,-0.003459+0.0011957i,-0.00059919-0.00021747i,0.00018258-0.001839i,-0.001082-0.0027138i,-0.002135-0.0023682i,-0.0019203-0.0013854i,-0.0017785-0.001393i,-0.00078763-0.002146i,0.00047997-0.0029345i,0.0015636-0.0033048i,0.0030519-0.0022404i,0.002679-0.0006072i,0.0015079+0.00052608i,0.00093832+0.0008946i,0.0012796+0.00040256i
0.0048359+0.0010547i,0.0042357+0.00028403i,0.0072017-0.0010424i,0.0072739-0.0019232i,0.0047409-0.0022743i,0.0013093-0.0018162i,-0.00087257+0.00094723i,-0.00070209+0.0036348i,0.0015576+0.0044268i,0.0038881+0.0025643i,0.003828-0.00046488i,0.002021-0.0031467i,-0.00048408-0.0042085i,-0.0019521-0.0027447i,-0.0021319-0.00038278i,-0.0025578+0.00037063i,-0.0029777+0.00013066i,-0.0028388+0.00034797i,-0.0023965-0.00035308i,-0.0013669-0.0016693i,-0.00057751-0.0023782i,-0.00028315-0.0021441i,-0.00025878-0.0011787i
-0.00033856-0.00079902i,0.00076695+0.00024653i,6.8459e-05+0.00016706i,0.0015927-0.00024621i,0.0031093-0.00064761i,0.0039289-0.00093044i,0.0038118+0.00024186i,0.0044449+0.001069i,0.0050758+0.0011587i,0.0044192+0.0020478i,0.0043986+0.0014519i,0.0048313+6.1021e-05i,0.0047805-0.00014131i,0.0034657+0.00017407i,0.0022307+2.2117e-05i,0.0016533+0.00032187i,0.0010867+0.0010177i,5.2769e-05+0.00037026i,-0.00036986-2.6302e-05i,-0.00043492+1.5668e-05i,-6.804e-06-0.00056038i,0.0005872-0.00098435i,0.00043915-0.00051282i
-0.0018397-0.0013906i,-0.0032476-0.0019088i,-0.0049364-0.0018516i,-0.0043327-0.00073047i,-0.0017018+5.7891e-05i,0.0012117+7.0248e-05i,0.002239-0.0014497i,0.0027111-0.0031356i,0.0028829-0.0033556i,0.0027419-0.0020372i,0.0046947-0.00059439i,0.0069662-0.00043666i,0.0060762-0.00012643i,0.0043258+0.0010222i,0.0028329+0.001562i,0.00090941+0.00068578i,-0.00073892-0.00027056i,-0.0017033-0.0014476i,-0.0025672-0.0019927i,-0.0025057-0.0008371i,-0.0013387+0.00065209i,-6.3226e-05+0.00057287i,0.00091842+0.00079959i
-0.0018255-4.0231e-05i,-0.0013277-0.00015997i,-6.5826e-05-0.00052587i,0.001424-0.00064184i,0.0028178-0.00075392i,0.0021939-0.0030712i,0.00032634-0.0047533i,-0.00010843-0.0046855i,0.00048701-0.0038121i,0.00073988-0.002454i,0.0013025-0.00070737i,0.0011727+0.0016203i,0.0014929+0.0015883i,0.002135+5.6979e-05i,0.002098-0.00047581i,0.0015496+0.00085386i,0.00077669+0.0021534i,0.00067463+0.0023621i,-0.00020563+0.0021059i,-0.0010287+0.0010594i,-0.00036067+0.00056731i,-0.00021436+0.00024418i,-0.00093326-0.00031819i
-0.00017712-0.0003252i,0.00081633+0.00025541i,0.0011848+7.2877e-05i,0.00072892-0.00011416i,-1.9895e-05-0.00048225i,-0.00035326-0.0011748i,-0.0014383-0.0019399i,-0.0032125-0.00067504i,-0.0034614+0.00055641i,-0.0026114-0.00074727i,-0.0022498-0.00051631i,-0.0015728+0.00089101i,0.00052867+0.0010176i,0.0013023+9.5175e-05i,0.00022259-0.00036058i,-0.00036745-0.0016847i,0.00020971-0.0027128i,0.0011215-0.0017012i,0.0015082-0.00087153i,0.0014112-0.00015326i,0.0012545+0.00015995i,0.0012107+6.1888e-07i,0.00066034-1.058e-05i
-0.0010885-0.00042576i,-0.0015197+0.0001243i,-0.0016478-0.00063109i,-0.00087274-0.0017753i,-0.00018181-0.0022787i,9.4372e-05-0.0021404i,0.00013802-0.00069163i,-0.00028993+0.0014196i,-0.00078305+0.0018317i,-0.0018073+0.0010864i,-0.0030841+0.0010195i,-0.0034599+0.0014718i,-0.0031232+0.001461i,-0.0025671+0.00099305i,-0.0014367+0.00017943i,-0.00028424-5.0251e-05i,-0.00042334+0.00018627i,-0.0010563-0.00010642i,-0.00067419-0.00052967i,0.00056312-0.00019936i,0.0012461+0.0002975i,0.00111+0.00035717i,0.0011315+0.00040718i
-0.0016003+0.00035675i,-0.0016598+0.00078689i,-0.00046995+0.0024842i,0.0007185+0.003254i,0.0017319+0.0023519i,0.002416+0.00076652i,0.0024885-0.00016838i,0.0026908+0.00085603i,0.0028862+0.0020419i,0.0028921+0.0014263i,0.0019578+0.00057595i,0.0002564+0.00095579i,-0.00032072+0.0015872i,-0.00017033+0.0017879i,-0.00027097+0.0013998i,0.00024703-8.2938e-05i,0.0010493-0.0010311i,0.0015766-0.0016612i,0.0018308-0.0021338i,0.0012991-0.0010205i,0.00073912+4.1645e-05i,0.00074678-0.00071778i,0.00080692-0.0013913i
0.00042114-0.00112i,-8.2731e-05-0.002085i,-0.00056808-0.0025604i,-0.00077281-0.0029053i,0.00039991-0.0030863i,0.0013337-0.0023983i,0.0014843-0.0021206i,0.0016379-0.0018817i,0.0029191-0.00088188i,0.0033945-0.0013052i,0.0021769-0.0032069i,0.00059987-0.0038313i,-0.00047201-0.0026061i,-0.00010427-0.00033778i,0.001231+0.0013715i,0.00090088+0.0011077i,-0.00059624+0.00067701i,-0.0016143+0.00029192i,-0.0023497-0.00058933i,-0.0021638-0.0012396i,-0.00090881-0.00080078i,-0.00018878-7.2302e-05i,0.00037691-0.0002243i
-0.0015168+0.00052707i,-0.0018538+0.0014271i,-0.0019383+0.00067435i,0.00012847-0.00010715i,0.0028626-0.00011364i,0.003113-0.00088041i,0.0018957-0.0019106i,0.00078419-0.0025166i,0.0010138-0.0025347i,0.0027504-0.0022864i,0.0037209-0.0026487i,0.0038045-0.0032544i,0.0034365-0.0018662i,0.00263-0.00032821i,0.0020604-0.00017459i,0.0012163-0.00033427i,0.00048265+0.00047006i,-0.00043683+0.001089i,-0.0013505+0.0017828i,-0.0010044+0.0023148i,-0.0010703+0.0013658i,-0.00080314+0.00059499i,6.5081e-05+0.00090211i
9.0376e-05+0.0007623i,-0.00024017+0.00016668i,-0.0017912+0.0012123i,-0.001761+0.00063289i,-0.0010913-0.0015163i,-0.00042036-0.0023192i,-0.0007329-0.0017934i,-0.0022543-0.0011613i,-0.0013628-0.0007698i,0.00048257-0.00079175i,0.0011574-0.0019874i,0.0016729-0.0023941i,0.0020646-0.0016551i,0.0011022-0.0012813i,-6.4526e-05-0.0013114i,-0.00054871-0.0012877i,-0.00034459-0.0012302i,-0.00017185-0.00093861i,-0.00028756+0.00032279i,-0.00013704+0.0009559i,4.9568e-05+0.00078816i,9.4687e-05+0.00067767i,-0.00043698+0.00044887i
-0.0018574-0.00058327i,-0.0012917+0.00041052i,-0.0010172+0.0017704i,-0.00022734+0.0020001i,0.0008195+0.0010563i,0.0011051-0.00044004i,0.000887-0.00089762i,0.0013109+0.00036194i,0.00088699+0.0015192i,0.00030832+0.001417i,6.8604e-05+0.0012243i,0.00034621+0.0015352i,0.00080866+0.0013296i,0.00034285+1.141e-05i,-0.00081487-0.00092972i,-0.0011137-0.0010436i,-0.00050864-0.00040828i,-4.7683e-05+0.00047374i,0.00019681+0.00092976i,2.8664e-05+0.00060225i,0.00050987+0.0004173i,0.00058391+0.00057289i,-0.00012189-0.00010812i
-0.0027434-0.00021473i,-0.0025417+0.0010245i,-0.0026972+0.0018728i,-0.0012251+0.0014115i,0.001098+0.00037473i,0.0018163-0.00095566i,0.0010367-0.0016091i,0.0012217-0.00064973i,0.0023715+0.00070208i,0.002514+0.002384i,0.0026841+0.0027444i,0.0031388+0.0015452i,0.0020001+0.00091607i,0.00017755-0.00016931i,-0.00036491-0.00090608i,-0.00056327-0.00089876i,-0.00024256-0.001834i,0.00031601-0.0017143i,0.00066464-0.0011041i,0.00047974-0.00056731i,0.00059233+0.00012809i,0.0015117+0.00014463i,0.0014409-0.00035977i
0.00021449+0.0015708i,0.00069926+0.00096203i,0.0016302+0.00063929i,0.0022406-9.668e-06i,0.0021063-0.0015854i,0.00082422-0.0022719i,0.00050764-0.0016648i,0.0013097-0.0004973i,0.00163+0.00014193i,0.0018568+0.00032886i,0.0022732+0.00046508i,0.0021413+0.00030917i,0.0020872-8.5383e-05i,0.0020823-5.3101e-05i,0.00081808+0.0001716i,-0.00054608+0.00039635i,-0.0012039-3.5268e-05i,-0.0016755-0.00079407i,-0.0016208-0.0011777i,-0.0013896-0.0010304i,-0.00076385-0.00080149i,-0.00020964-0.00098168i,6.2948e-05-0.0011708i
-0.0015755-0.00048995i,-0.0010395+0.00075798i,-0.0015494+0.0014505i,-0.00086983+0.0020994i,0.0016283+0.0020113i,0.0020016+0.00020345i,0.0012926-0.0019745i,0.0009894-0.0026201i,0.00062164-0.0011989i,0.0010685-0.00019324i,0.0014647-0.00078561i,0.0018366-0.00070139i,0.0020526-9.4802e-06i,0.0018646+0.00042556i,0.0011338+0.00042401i,0.0008582-0.00041636i,0.0010777-0.00011594i,1.0938e-06+3.0962e-05i,-0.00082942-0.00055602i,-0.00054776-0.00063822i,-0.00083577-5.0947e-05i,-0.00073716-0.00022665i,-0.00028833-0.00060383i
-0.0021289+0.0020897i,-0.001176+0.0031338i,-0.00063983+0.003214i,0.00061213+0.0015823i,0.0019239-0.00044149i,0.0025861-0.0014444i,0.0017632-0.0019605i,0.00010679-0.0015057i,-0.00071801-0.0010795i,-0.00044072-0.0016959i,0.00020267-0.0021729i,0.0010478-0.00212i,0.0014811-0.0015596i,0.0026159-0.0007039i,0.0027587-2.0928e-05i,0.00099891+0.0011223i,-0.00033855+0.00097288i,-0.00061323-0.00065878i,-0.00070743-0.0011367i,-0.00020179-0.00089671i,0.00050158-0.0006587i,0.0005565-0.00015911i,0.00072606-8.1035e-05i
0.00021966-0.0019302i,-0.00043926-0.002495i,-0.00074361-0.0018632i,-7.0205e-05-0.001281i,0.001502-0.0018865i,0.001929-0.0027176i,0.0015703-0.0021778i,0.00071158-0.0010027i,0.00031699-0.0011288i,-0.00017844-0.0015208i,-0.00074843-0.00054853i,-0.00055205+0.00025836i,0.00038675+0.0005226i,0.0010248+0.00087935i,0.00083865+0.00077609i,0.00077427+0.00051574i,0.00039678+0.001072i,7.4395e-05+0.00064453i,0.00048574-0.00065845i,0.00066504-0.00043609i,0.00052862-0.00040312i,0.00071783-0.00047125i,0.00081236+0.00021273i
-0.00027006+0.00058537i,-0.00013287+0.0014383i,0.00064221+0.0021116i,0.0018252+0.0011224i,0.0017826-0.0001907i,0.0010653-0.0015323i,0.00055788-0.0010484i,0.00085236+2.7228e-05i,0.0014707+0.00041644i,0.0016109+0.00021123i,0.0013785+0.00017015i,0.0010738+0.00029059i,0.00070268+0.00069698i,-0.00058098+0.0015924i,-0.0017642+0.00074531i,-0.00095387-0.00033816i,-0.00064152-0.00020689i,-0.001121-0.00044595i,-0.00038461-0.0010566i,0.0010024-0.00079737i,0.0017499-0.00018976i,0.001516+0.00010606i,1.5132e-05-1.2963e-05i
0.0030338+0.0013349i,0.0022412+0.00054206i,0.0036236+0.00049638i,0.0045154-0.001637i,0.00418-0.0040685i,0.00225-0.0037676i,0.0006413-0.0020496i,0.00073449-0.0013705i,0.0018387-0.0010725i,0.0028667-0.00088258i,0.0025409-0.00071924i,0.00098833-6.8147e-05i,-0.00091785+3.433e-05i,-0.0019801-0.00020068i,-0.0026695+0.00016383i,-0.0019978+0.00028182i,-0.0011923-6.916e-05i,-0.0014451+0.00019897i,-0.0010511+0.00051565i,-0.00063058+0.00053601i,0.00012409+0.00032783i,0.0011958-1.5928e-05i,0.00053724-0.00036495i
-0.00068143+0.00028496i,-0.00073562+0.0006664i,-0.00023554+0.0016827i,0.0010555+0.002474i,0.0019092+0.0015264i,0.0022124-0.00081063i,0.00099934-0.0018356i,0.00055366-0.0019786i,0.0016946-0.0014251i,0.0028615-0.0012687i,0.0033647-0.0020944i,0.0023961-0.0019623i,0.00069068-0.001118i,-0.00041423-3.3969e-05i,-0.00055311-0.00011285i,-0.00091831-0.0014498i,-0.00056818-0.0017733i,2.7906e-05-0.00098709i,-0.00025037-0.00042717i,-0.00079974-0.00018547i,-0.00094201+0.00034961i,-0.0011284+0.00069691i,-0.00075426+3.0374e-05i
-0.0032083+0.0026056i,-0.002305+0.0030127i,-0.0015246+0.0024063i,9.8373e-05+0.0016963i,0.0011969+0.00079095i,0.00081793-0.00030451i,4.8203e-05-0.000781i,-0.00096508-0.00048231i,-0.00072504-0.0002779i,0.0011906-0.00014055i,0.0020286-0.00073685i,0.0015299-0.0022747i,0.0016412-0.0027849i,0.001648-0.0025889i,0.00092887-0.0015604i,-9.7105e-05-0.00073105i,-0.00091907-0.0011296i,-0.0015108-0.0013316i,-0.00071765-0.0005865i,-0.00056999-0.00022493i,-0.00097058-0.00059576i,-0.00086183-0.00062285i,-0.00052865-0.00079623i
-0.000842+0.00033147i,-0.00072493+0.0003787i,-7.8401e-05+3.0579e-06i,0.00089415+0.00041386i,0.0016539-0.0001134i,0.0020439-0.00094539i,0.00092033-0.0010613i,-0.00017516-0.0004349i,0.00015151+6.4156e-05i,0.00062456+0.00010312i,0.00096722-0.00099172i,0.001515-0.002346i,0.0021412-0.0025696i,0.0027784-0.0022793i,0.002056-0.0013599i,0.001683-0.00034601i,0.0015783-0.00037549i,0.00098885-0.00025236i,0.0010057-0.00068445i,0.00089499-0.00078772i,0.00070981-0.00051278i,0.00065944-7.9391e-05i,0.00043517+0.00015441i
-0.00011539+0.0026451i,0.00011914+0.0011589i,0.00013166+0.00063991i,0.0013665+3.6313e-05i,0.0023574-0.0018005i,0.0024951-0.0026207i,0.0015636-0.00080486i,0.0011096+0.00015448i,0.0016505+0.00039109i,0.0019721+0.0010066i,0.0023801+0.0015059i,0.0025595+0.0017901i,0.0025881+0.00090281i,0.0035465+0.00028096i,0.0028825+0.00020503i,0.00094252+0.0003085i,-0.00041249+0.00023108i,-0.00040269-0.00099816i,0.00027152-0.0015565i,2.5337e-05-0.0014985i,-0.00072342-0.0014389i,-2.4927e-05-0.00068168i,0.00082621+8.286e-06i
0.0013877-0.0010734i,0.00019078-0.0017444i,0.00028315-0.0025327i,0.00079403-0.001848i,0.00075329-0.0018484i,0.00082934-0.0026513i,0.00090753-0.0026616i,0.00063648-0.0016888i,0.00051151-0.00086027i,0.00086234+9.9496e-05i,0.0011259+0.0019335i,0.0013056+0.0028074i,0.0016483+0.0015112i,0.0013726+0.00069319i,-0.00047402+0.0010014i,-0.0016724+0.00014886i,-0.0013333-0.00049751i,-0.00055135-0.00014613i,4.5028e-05-0.00030181i,0.00084455-0.00050077i,0.0014617-0.00047843i,0.00099368+0.00030935i,-0.00020098+0.00043497i
-0.0010339+0.00011419i,0.00047502-0.00040836i,0.001294+1.0886e-05i,0.00073496-0.00040856i,0.0009842-0.0016092i,0.0015107-0.0032479i,0.00040523-0.0040912i,-0.00057734-0.0036144i,-0.00052278-0.0024091i,0.00042555-0.00054283i,0.001371-0.00072804i,0.0020123-0.00097062i,0.0018086+0.00094318i,0.0011934+0.0024215i,0.00071375+0.0019063i,-0.00069396+0.0003833i,-0.0012302-2.6456e-05i,-0.0010519-0.00015585i,-0.0010604-0.00061434i,-0.00065067-0.00011837i,7.653e-05+0.00086843i,0.00059163+0.0008454i,0.00039721+0.00016333i
-0.0016729+0.00034481i,-0.0010936+0.0018832i,-0.00093999+0.0025767i,-0.00062933+0.0027876i,0.00061398+0.0027929i,0.0011459+0.0017232i,0.00041918+0.0003442i,0.00035538-0.0005986i,0.00026578-0.00099415i,-0.00020043-0.0014183i,-0.00035433-0.0013861i,-0.00081882-0.00075687i,-0.0011279+0.00052976i,-0.0012016+0.0018605i,-0.001258+0.0024413i,-0.00083636+0.0020937i,-0.00060529+0.0013441i,-0.00090749+0.00080219i,-0.00086159+0.0001922i,-2.0747e-05+0.00034571i,0.00028581+0.00071765i,0.00026375+0.0008356i,0.00048816+0.00092441i
0.0001434-0.00030395i,0.00048742-0.00053344i,0.0015968-0.001738i,0.0022948-0.0025111i,0.0020925-0.0022139i,0.001271-0.0014646i,-0.0010342-0.00057823i,-0.0014898-0.00051618i,0.00068979-0.0011878i,0.0018146-0.0016689i,0.00025315-0.0024183i,-0.0015202-0.0024768i,-0.0017805-0.0013454i,-0.001278-0.00072355i,-0.00082674-0.00053707i,-0.0007687-0.00086362i,-0.00039557-0.001479i,-1.0716e-05-0.00072986i,-0.00070523-5.2734e-05i,-0.00026806-0.00024604i,3.1022e-05+0.0002714i,0.00017948+0.00053214i,9.1747e-06+0.00054747i
-0.00010819+0.0016586i,0.00091679+0.0024555i,0.0025957+0.0028218i,0.003599+0.0017324i,0.0038659+0.00035794i,0.0036441-0.0012105i,0.0024449-0.00090941i,0.0015308+9.8511e-05i,0.0014193+0.00024241i,0.0017084-0.00025918i,0.0017577-0.00087179i,0.0010284-0.0015905i,0.000705-0.0020183i,0.00032458-0.0018367i,-9.1431e-05-0.00087275i,-0.00031186+0.00019624i,-0.00026478+0.00034262i,1.4495e-06-0.00012848i,0.0001768-0.00050512i,-0.00012356-0.00039934i,0.00027282-0.00010919i,0.0015535+0.00013231i,0.0025114-0.00028719i
-0.00050332-0.00061067i,-0.0014968-0.00046817i,-0.0022027-0.0011838i,-0.0012877-0.0024701i,0.00020504-0.0027615i,0.0015469-0.0020708i,0.0022749-0.0013862i,0.0029514-0.00061984i,0.0036929+0.00024709i,0.0031982+2.3857e-05i,0.0030732-0.00064325i,0.002897-0.00073025i,0.0012455-0.0011052i,0.00058656-0.001991i,0.00029872-0.001678i,-0.00043835-0.00083675i,-0.00033165-0.00068682i,-0.0003622-0.0012066i,-0.00027308-0.0019788i,-0.00030302-0.0021128i,-0.00051075-0.0011095i,-0.00017011-0.00060829i,-0.00036457-0.00050752i
0.0022008-0.0022691i,0.001377-0.0025234i,0.00048574-0.002562i,0.00044686-0.0030712i,0.00070873-0.0031652i,0.00077352-0.002781i,0.00028587-0.002401i,0.00048154-0.0016584i,0.0012989-0.00055652i,0.0026988-0.00032936i,0.0027821-0.0004228i,0.0018446-0.00075881i,0.0016315-0.0010708i,0.0015752-0.0016833i,0.00040671-0.0017821i,-0.00096637-0.00031759i,-0.001626+0.00019981i,-0.0016161-0.00075643i,-0.00081133-0.0019219i,8.2244e-06-0.0024265i,-0.00021268-0.0015237i,-0.0003696-0.00089156i,0.00030772-0.001035i
-0.001432-0.001901i,-0.0018456-0.0013188i,-0.0015355-0.00066213i,-0.0014013-0.00043211i,-0.00067871+0.00086436i,-0.00010677+0.00086934i,-0.00066327-0.00072752i,-0.00058742-0.00046517i,-0.00011813+0.00039621i,0.00029573+0.00051161i,0.0011004+0.00044742i,0.0021104+0.00067914i,0.0030522+0.00070308i,0.002883+0.00027201i,0.0010152+0.00031501i,-0.00051559+0.00031118i,-0.0014706+0.00047646i,-0.0018284+0.00092517i,-0.0012775+0.00096064i,-8.6959e-05+0.00023044i,0.00041498-2.7192e-05i,0.00034295+0.00037071i,0.00041409+0.00069473i
-0.00080676-0.00022526i,-0.00054582-0.00082284i,-0.00062704-0.00061133i,-0.00030423+0.00011106i,0.00029568-0.00037612i,-0.00010623-0.0015377i,-0.0005087-0.001693i,-0.0008332-0.00035605i,-0.00042656+0.0011359i,0.000449+0.0014161i,0.0012349+0.001488i,0.0017899+0.0018681i,0.0022143+0.0019267i,0.0018481+0.0015856i,0.00089205+0.00074462i,-0.00021434-0.0001468i,-0.00049729-0.00012153i,-0.00011906+0.00046521i,3.9002e-05+0.00046396i,0.00012592+0.00025758i,-4.9778e-05+0.00019909i,-0.00025228+0.00031711i,0.00022315+5.9058e-05i
0.0012104-0.0011391i,0.0014528-0.0011478i,0.0014604-0.0017957i,0.0017098-0.0017116i,0.0015713-0.0010532i,0.0010623-0.00020069i,0.00083548+0.0005758i,0.00020562+0.00067901i,-0.00081929+0.00057766i,-0.00095583+6.6899e-05i,-0.0010097-2.34e-05i,-0.0010158+0.00093568i,-0.00047188+0.0014108i,0.00029786+0.00090833i,-0.00018207+0.00023468i,-0.00094435+1.8435e-06i,-0.0005403-0.00013093i,0.00019661-0.00062389i,0.0004678-0.00061411i,0.0008193-0.00013436i,0.0014625-0.00039905i,0.00087296-3.2544e-05i,0.00032388+0.00067956i
0.0007408-0.00034275i,0.0011011-0.00098091i,0.00076121-0.0010727i,0.00062051-0.0010416i,0.00068008-0.0016714i,0.00047146-0.0011598i,0.00032118-0.0010218i,0.00086634-0.0010652i,0.0014387-2.6669e-05i,0.0007492+0.00058463i,-0.00027073+0.00053217i,-0.00058512+9.7876e-05i,-0.00050411-9.6759e-05i,-0.00032827+0.00054229i,7.8405e-05+0.00092201i,0.00038844+0.0001088i,0.00055991-0.0010286i,0.00059069-0.00090463i,-0.00031437-0.00017135i,-0.00033514-0.00021147i,0.00053408-0.0006903i,0.00031935-0.00078857i,-3.5835e-05-0.00035959i
-0.00053135-0.0007146i,-0.00018727+0.00050544i,0.00030517+0.0011325i,0.0012203+0.0003146i,0.0021786-0.00072257i,0.0030241-0.0014257i,0.002609-0.0019333i,0.0017617-0.0010848i,0.0012521-0.0010121i,0.0011402-0.0017891i,0.0011446-0.00085821i,-0.00017032+0.00031546i,-0.001614+2.6309e-05i,-0.0015915-0.00037677i,-0.0015637+0.00042406i,-0.0015224+0.00075796i,-0.00091179-1.5473e-05i,-7.2001e-05-0.00098604i,-0.00016803-0.0015424i,-0.00037934-0.00068598i,-0.00012977+0.00033427i,-0.00061656+1.2171e-05i,-0.00072076-0.00025647i
